πολύχρωμα	رنگین	πολύχρωμα	رنگین	ADJ;NOM;NEUT;PL	PROPN;NOM;MASC;SG;3
σωρός	انبار	σωρός	انبار	N;NOM;MASC;SG	
σωρός	ڈھیر.	σωρός	ڈھیر.	N;NOM;MASC;SG	
απέλαση	اخراج.	απέλαση	اخراج.	N;ACC;FEM;SG	N;NOM;MASC;SG;3
χυμό	جوہر.	χυμός	جوہر.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
χυμό	جوہر.	χυμός	جوہر.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
κρίσταλ	بلور	κρίσταλ	بلور		PROPN;NOM;MASC;SG;3
κρίσταλ	شفیف	κρίσταλ	شفیف		PROPN;NOM;MASC;SG;3
κρίσταλ	صاف	κρίσταλ	صاف		ADJ
κρεμμύδι	بصلہ.	κρεμμύδι	بصلہ.	N;NOM;NEUT;SG	
δυσπιστία	شبہہ.	δυσπιστία	شبہہ.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
δυσπιστία	شک	δυσπιστία	شک	N;NOM;FEM;SG	;NOM;MASC;SG;3
δυσπιστία	دُبدھا.	δυσπιστία	دُبدھا.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
δυσπιστία	شک	δυσπιστία	شک	N;NOM;FEM;SG	;NOM;MASC;SG;3
προσβλητικό	(	προσβλητικός	(	ADJ;NOM;NEUT;SG	
πανικός	دہشت	πανικός	دہشت	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
εγκληματίας	قبیح.	εγκληματίας	قبیح.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
εγκληματίας	مذموم	εγκληματίας	مذموم	N;NOM;MASC;SG	ADJ
πληθωρισμού	نفخ.	πληθωρισμός	نفخ.	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
ελαστικό	رفالہ.	ελαστικός	رفالہ.	N;NOM;NEUT;SG	
ελαστικό	برج	ελαστικός	برج	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
ελαστικό	وسٹ	ελαστικός	وسٹ	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
ελαστικό	کریکٹ	ελαστικός	کریکٹ	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
ελαστικό	متوافق	ελαστικός	متوافق	N;NOM;NEUT;SG	ADJ
ελαστικό	نرم	ελαστικός	نرم	N;NOM;NEUT;SG	ADJ
ελαστικό	لچکدار	ελαστικός	لچکدار	N;NOM;NEUT;SG	ADJ
ελαστικό	متوافق	ελαστικός	متوافق	N;NOM;NEUT;SG	ADJ
ελαστικό	نرم	ελαστικός	نرم	N;NOM;NEUT;SG	ADJ
ελαστικό	لچکیلا	ελαστικός	لچکیلا	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
ελαστικό	لچکدار	ελαστικός	لچکدار	N;NOM;NEUT;SG	ADJ
γιόρτασε	تہوار	γιορτώ	تہوار	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;MASC;SG;3
γιόρτασε	باشرف	γιορτώ	باشرف	V;PFV;IND;SG;3;PST;FIN;ACT	PROPN;NOM;MASC;SG;3
κορώνα	بادشاہت.	κορώνας	بادشاہت.	N;GEN;FEM;PL	N;NOM;MASC;SG;3
κορώνα	اوپری	κορώνας	اوپری	N;GEN;FEM;PL	ADJ
κορώνα	اکلیل.	κορώνας	اکلیل.	N;GEN;FEM;PL	PROPN;NOM;MASC;SG;3
κορώνα	مکٹ	κορώνας	مکٹ	N;GEN;FEM;PL	
κορώνα	بادشاہت.	κορώνας	بادشاہت.	N;GEN;FEM;PL	N;NOM;MASC;SG;3
κορώνα	اوپری	κορώνας	اوپری	N;GEN;FEM;PL	ADJ
κορώνα	تاج	κορώνας	تاج	N;GEN;FEM;PL	PROPN;NOM;MASC;SG;3
κορώνα	اکلیل.	κορώνας	اکلیل.	N;GEN;FEM;PL	PROPN;NOM;MASC;SG;3
κορώνα	مکٹ	κορώνας	مکٹ	N;GEN;FEM;PL	
λεύκη	برص	λεύκος	برص	N;NOM;FEM;SG	
ράτσα	پھیلنا	ράτσα	پھیل	N;NOM;FEM;SG	V;SG;NFIN;ACT
ράτσα	قسم.	ράτσα	قسم.	N;NOM;FEM;SG	
ράτσα	جننا	ράτσα	جننا	N;NOM;FEM;SG	
ράτσα	پھیلانا	ράτσα	پھیلانا	N;NOM;FEM;SG	V;MASC;SG;NFIN;ACT
χέιλ	تندرست	χέιλ	تندرست		
μυστηριώδης	سرّی.	μυστηριώδης	سرّی.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
αντιστροφή	اوندھانا.	αντιστροφή	اوندھانا.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
αντιστροφή	الٹنا	αντιστροφή	الٹنا	N;NOM;FEM;SG	V;MASC;SG;NFIN;ACT
αντιστροφή	معکوس.	αντιστροφή	معکوس.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
αντιστροφή	پلٹا	αντιστροφή	پلٹا	N;NOM;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
αντιστροφή	تقلیب	αντιστροφή	تقلیب	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ετοιμότητα	تیاری	ετοιμότητα	تیاری	N;ACC;FEM;SG	N;NOM;MASC;SG;3
ετοιμότητα	تیاری	ετοιμότητα	تیاری	N;ACC;FEM;SG	N;NOM;MASC;SG;3
ετοιμότητα	آمادگی	ετοιμότητα	آمادگی	N;ACC;FEM;SG	N;NOM;MASC;SG;3
ετοιμότητα	تیار	ετοιμότητα	تیار	N;ACC;FEM;SG	ADJ
δημιουργικό	مخترع	δημιουργικός	مخترع	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
δημιουργικό	موجد	δημιουργικός	موجد	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
δημιουργικό	خلاّق.	δημιουργικός	خلاّق.	ADJ;NOM;NEUT;SG	
κρατούμενος	قیدی.	κρατούμενος	قیدی.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
κάρβουνο	زغال.	κάρβουνος	زغال.	V;IPFV;IND;PL;3;PRS;FIN;ACT	
κάρβουνο	کوئلہ	κάρβουνος	کوئلہ	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;NOM;MASC;SG;3
κάρβουνο	انگارہ	κάρβουνος	انگارہ	V;IPFV;IND;PL;3;PRS;FIN;ACT	
συμμόρφωση	لچک	συμμόρφωση	لچک	N;ACC;FEM;SG	N;NOM;MASC;SG;3
συμμόρφωση	لچک	συμμόρφωση	لچک	N;ACC;FEM;SG	N;NOM;MASC;SG;3
συμμόρφωση	تعمیل	συμμόρφωση	تعمیل	N;ACC;FEM;SG	N;NOM;MASC;SG;3
συμμόρφωση	مشابہت	συμμόρφωση	مشابہت	N;ACC;FEM;SG	N;NOM;MASC;SG;3
συμμόρφωση	تقلید.	συμμόρφωση	تقلید.	N;ACC;FEM;SG	N;NOM;MASC;SG;3
συμμετρικό	متشاکُل	συμμετρικός	متشاکُل	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
εξάρτημα	جزوی	εξάρτημα	جزوی	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
παύλα	ہلّہ	παύλα	ہلّہ	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
παύλα	طراری	παύλα	طراری	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
παύλα	بل.	παύλα	بل.	N;NOM;FEM;SG	
παύλα	اکڑفوں	παύλα	اکڑف	N;NOM;FEM;SG	N;ACC;MASC;PL;3
παύλα	جھپاکا	παύλα	جھپاکا	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
γήινο	مٹیالا.	γήινο	مٹیال	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
φτερό	شہپرلگانا.	φτερός	شہپرلگان	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
φτερό	کار	φτερός	کار	N;NOM;NEUT;SG	
φτερό	پر	φτερός	پر	N;NOM;NEUT;SG	ADP
φτερό	چلانا.	φτερός	چلاناؤ	N;NOM;NEUT;SG	V;MASC;SG;NFIN;ACT
βημα	کھانچا	βημα	کھانچا	N;NOM;NEUT;SG	
βημα	چاپ.	βημα	چاپ.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
βημα	چال	βημα	چال	N;NOM;NEUT;SG	;MASC;SG;3
κρίσιμα	نقاد	κρίσιμα	نقاد	ADJ;NOM;NEUT;PL	N;NOM;MASC;SG;3
κρίσιμα	تنقیدی.	κρίσιμα	تنقیدی.	ADJ;NOM;NEUT;PL	N;NOM;MASC;SG;3
αμάξι	رتھ	αμάξι	رتھ	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
προσδοκία	امنگ.	προσδοκία	امنگ.	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
προσδοκία	تنفس.	προσδοκία	تنفس.	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
προσδοκία	اُمید	προσδοκία	اُمید	N;ACC;FEM;SG	N;NOM;MASC;SG;3
προσδοκία	آس.	προσδοκία	آس.	N;ACC;FEM;SG	
προσδοκία	توقع	προσδοκία	توقع	N;ACC;FEM;SG	N;NOM;MASC;SG;3
διαγνωστικό	نشانی	διαγνωστικός	نشانی	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
διαγνωστικό	علامت	διαγνωστικός	علامت	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
ουσιαστικές	اسم.	ουσιαστικός	اسم.	ADJ;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
ουσιαστικές	وقیع.	ουσιαστικός	وقیع.	ADJ;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
ουσιαστικές	تجویز	ουσιαστικός	تجویز	ADJ;NOM;FEM;PL	N;NOM;FEM;SG;3
ασήμαντη	معمولی.	ασήμαν	معمولی.	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ασήμαντη	لغو.	ασήμαν	لغو.	ADJ;NOM;FEM;SG	
ασήμαντη	ناچیز.	ασήμαν	ناچیز.	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
εξάντληση	تخفیف	εξάντληση	تخفیف	N;ACC;FEM;SG	N;NOM;MASC;SG;3
εξάντληση	تقلیل	εξάντληση	تقلیل	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
εξάντληση	گھٹاؤ	εξάντληση	گھٹاؤ	N;ACC;FEM;SG	
εξάντληση	تھکن	εξάντληση	تھکن	N;ACC;FEM;SG	V;ACT
εξάντληση	تکان	εξάντληση	تکان	N;ACC;FEM;SG	
ανταγωνιστή	حریف.	ανταγωνιστής	حریف.	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
συνοχής	التصاق	συνοχή	التصاق	N;GEN;FEM;SG	PROPN;NOM;MASC;SG;3
συνοχής	اتّصال	συνοχή	اتّصال	N;GEN;FEM;SG	PROPN;NOM;MASC;SG;3
καλοσύνη	کرم.	καλοσύνη	کرم.	N;NOM;FEM;SG	
καλοσύνη	الطاف	καλοσύνη	الطاف	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
φοβερό	بارعب	φοβερός	بارعب	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
τρικυμία	ہلچل	τρικυμία	ہلچل	N;NOM;FEM;SG	V;ACT
τρικυμία	جھکّڑ.	τρικυμία	جھکّڑ.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
τρικυμία	ہلچل	τρικυμία	ہلچل	N;NOM;FEM;SG	V;ACT
τρικυμία	جھکّڑ.	τρικυμία	جھکّڑ.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
αρωματικό	چرپری	αρωματικός	چرپری	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
χαμηλός	نیچا	χαμηλός	نیچا	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
χαμηλός	برخلاف	χαμηλός	برخلاف	ADJ;NOM;MASC;SG	ADP
χαμηλός	وسعت	χαμηλός	وسعت	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
χαμηλός	تھوڑے	χαμηλός	تھوڑا	ADJ;NOM;MASC;SG	ADJ;ACC;MASC;SG
χαμηλός	گنوارو	χαμηλός	گنوارو	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
χαμηλός	کمزور.	χαμηλός	کمزور.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
χαμηλός	بلند.	χαμηλός	بلند.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
χαμηλός	کمینہ	χαμηλός	کمینہ	ADJ;NOM;MASC;SG	
χαμηλός	نیچا	χαμηλός	نیچا	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
χαμηλός	برخلاف	χαμηλός	برخلاف	ADJ;NOM;MASC;SG	ADP
χαμηλός	وسعت	χαμηλός	وسعت	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
χαμηλός	تھوڑے	χαμηλός	تھوڑا	ADJ;NOM;MASC;SG	ADJ;ACC;MASC;SG
χαμηλός	گنوارو	χαμηλός	گنوارو	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
χαμηλός	کمزور.	χαμηλός	کمزور.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
χαμηλός	بلند.	χαμηλός	بلند.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
χαμηλός	کمینہ	χαμηλός	کمینہ	ADJ;NOM;MASC;SG	
υποχρεώνει	مہربان.	υποχρεώνω	مہربان.	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN;NOM;MASC;SG;3
κυπαρίσσι	(	κυπαρίσσι	(	N;NOM;NEUT;SG	
κυπαρίσσι	سرو	κυπαρίσσι	سرو	N;NOM;NEUT;SG	V;ACT
κυπαρίσσι	(	κυπαρίσσι	(	N;NOM;NEUT;SG	
θριαμβευτική	کامران	θριαμβευτικός	کامران	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
θριαμβευτική	شادمان.	θριαμβευτικός	شادمان.	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
διερμηνέα	ترجمان	διερμηνέα	ترجمان	N;ACC;MASC;SG	N;NOM;MASC;SG;3
κοντή	ٹھگنا	κοντός	ٹھگ	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
κοντή	(	κοντός	(	ADJ;NOM;FEM;SG	
κοντή	تحقیراً	κοντός	تحقیراً	ADJ;NOM;FEM;SG	ADV
στόουκ	بھڑکانا	στόουκ	بھڑکانا		V;MASC;SG;NFIN;ACT
στόουκ	پیٹو	στόουκ	پیٹو		PROPN;NOM;MASC;SG;3
πένα	playwright	πένας	playwright	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
πένα	essayist	πένας	essayist	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
πένα	editors	πένας	editors	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
πένα	بند	πένας	بند	N;NOM;FEM;SG	ADJ
πένα	گایوں	πένας	گایوں	N;NOM;FEM;SG	N;ACC;MASC;PL;3
πένα	لکھنا	πένας	لکھ	N;NOM;FEM;SG	V;MASC;SG;NFIN;ACT
πένα	قلم	πένας	قلم	N;NOM;FEM;SG	
πένα	بند	πένας	بند	N;NOM;FEM;SG	ADJ
πένα	گایوں	πένας	گایوں	N;NOM;FEM;SG	N;ACC;MASC;PL;3
πένα	لکھنا	πένας	لکھ	N;NOM;FEM;SG	V;MASC;SG;NFIN;ACT
πρωτοφανή	طرفہ.	πρωτοφανός	طرفہ.	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
πρωτοφανή	انوکھا	πρωτοφανός	انوکھا	N;ACC;FEM;SG	ADJ;NOM;MASC;SG
κρέμεται	معلق	κρέμε	معلق	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;NOM;MASC;SG;3
κρέμεται	آویزاں	κρέμε	آویزاں	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ
προσεκτικός	ہوشمند.	προσεκτικός	ہوشمند.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
προσεκτικός	ہوشمند.	προσεκτικός	ہوشمند.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
ασάφεια	مبہم	ασάφεια	مبہم	N;NOM;FEM;SG	ADJ
ασάφεια	مبہم	ασάφεια	مبہم	N;NOM;FEM;SG	ADJ
ασάφεια	اِبہام	ασάφεια	اِبہام	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
κρος	دھوکا	κρος	دھوکا		N;NOM;MASC;SG;3
κρος	out	κρος	out		
κρος	مخالف	κρος	مخالف		ADJ
κρος	جوابی.	κρος	جوابی.		PROPN;NOM;MASC;SG;3
κρος	برہم.	κρος	برہم.		
ξάδελφος	تربور	ξάδελφος	تربور	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
νοητική	انوکھا.	νοητικός	انوکھاؤ	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
νοητική	وحشی	νοητικός	وحشی	ADJ;NOM;FEM;SG	
μπάνερ	نمایاں	μπάνερ	نمایاں	N	ADJ
σορτσάκι	گھٹنا.	σορτσάκι	گھٹنا.	N;NOM;NEUT;SG	
σορτσάκι	زیرجامہ.	σορτσάκι	زیرجامہ.	N;NOM;NEUT;SG	ADJ
σοσιαλιστής	اشتراکی	σοσιαλιστής	اشتراکی	N;NOM;MASC;SG	ADJ
αγαπητή	حیرت	αγαπητός	حیرت	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
αγαπητή	خوف	αγαπητός	خوف	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
αγαπητή	حیرت	αγαπητός	حیرت	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
αγαπητή	خوف	αγαπητός	خوف	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
θεμελιωδών	تحتی	θεμελιώδης	تحتی	ADJ;GEN;FEM;PL	N;NOM;MASC;SG;3
θεμελιωδών	تحتی	θεμελιώδης	تحتی	ADJ;GEN;FEM;PL	N;NOM;MASC;SG;3
πινγκ	ٹن	πινγκ	ٹن		PROPN;NOM;MASC;SG;3
πινγκ	ٹھن	πινγκ	ٹھن		V;ACT
λικ	گندنا.	λικ	گندنا.		PROPN;NOM;MASC;SG;3
ελάφια	آہو	ελάφιος	آہو	N;NOM;NEUT;PL	PROPN;NOM;MASC;SG;3
ελάφια	ہرن	ελάφιος	ہرن	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
ελάφια	چکارا	ελάφιος	چکار	N;NOM;NEUT;PL	PROPN;NOM;MASC;SG;3
δηλητηριώδη	سمّی	δηλητηριώδη	سمّی	ADV	PROPN;NOM;MASC;SG;3
δηλητηριώδη	مسموم	δηλητηριώδη	مسموم	ADV	PROPN;NOM;MASC;SG;3
δηλητηριώδη	سمّی	δηλητηριώδη	سمّی	ADV	PROPN;NOM;MASC;SG;3
δηλητηριώδη	زہریلا	δηλητηριώδη	زہریلا	ADV	PROPN;NOM;MASC;SG;3
δηλητηριώδη	مسموم	δηλητηριώδη	مسموم	ADV	PROPN;NOM;MASC;SG;3
στήριγμα	اڑواڑ	στήριγμα	اڑواڑ	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
διαγνωστικά	نشانی	διαγνωστικά	نشانی	ADV	N;NOM;MASC;SG;3
διαγνωστικά	علامت	διαγνωστικά	علامت	ADV	N;NOM;MASC;SG;3
διαγνωστικά	تشخیصی	διαγνωστικά	تشخیصی	ADV	ADJ
απασχολημένος	کھوجُو.	απασχολημένος	کھوجُو.	V;PFV;NOM;MASC;SG;V.PTCP;PASS	PROPN;NOM;MASC;SG;3
απασχολημένος	with	απασχολημένος	with	V;PFV;NOM;MASC;SG;V.PTCP;PASS	
απασχολημένος	جاسوس	απασχολημένος	جاسوس	V;PFV;NOM;MASC;SG;V.PTCP;PASS	PROPN;NOM;MASC;SG;3
απασχολημένος	مشغول	απασχολημένος	مشغول	V;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ
απασχολημένος	کھوجُو.	απασχολημένος	کھوجُو.	V;PFV;NOM;MASC;SG;V.PTCP;PASS	PROPN;NOM;MASC;SG;3
απασχολημένος	with	απασχολημένος	with	V;PFV;NOM;MASC;SG;V.PTCP;PASS	
απασχολημένος	جاسوس	απασχολημένος	جاسوس	V;PFV;NOM;MASC;SG;V.PTCP;PASS	PROPN;NOM;MASC;SG;3
αγανάκτηση	برہمی	αγανάκτηση	برہمی	N;ACC;FEM;SG	N;NOM;MASC;SG;3
αγανάκτηση	غصہ	αγανάκτηση	غصہ	N;ACC;FEM;SG	N;NOM;MASC;SG;3
ανεπαρκείς	نارسا	ανεπαρκής	نارسا	ADJ;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
ανεπαρκείς	کمتر.	ανεπαρκής	کمتر.	ADJ;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
ανεπαρκείς	نارسا	ανεπαρκής	نارسا	ADJ;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
ανεπαρκείς	کمتر.	ανεπαρκής	کمتر.	ADJ;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
γιορτάζουν	تہوار	γιορτάζω	تہوار	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;NOM;MASC;SG;3
γιορτάζουν	باشرف	γιορτάζω	باشرف	V;IPFV;IND;PL;3;PRS;FIN;ACT	PROPN;NOM;MASC;SG;3
φάκελο	غلاف	φάκελος	غلاف	N;ACC;MASC;SG	N;NOM;MASC;SG;3
φάκελο	لفافہ	φάκελος	لفافہ	N;ACC;MASC;SG	
φάκελο	پوشش	φάκελος	پوشش	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
αίθριο	کہف	αίθριο	کہف	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
κορόνα	اوپری	κορόνας	اوپری	N;NOM;NEUT;SG	ADJ
κορόνα	اکلیل.	κορόνας	اکلیل.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
κορόνα	مکٹ	κορόνας	مکٹ	N;NOM;NEUT;SG	
κορόνα	اوپری	κορόνας	اوپری	N;NOM;NEUT;SG	ADJ
κορόνα	تاج	κορόνας	تاج	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
κορόνα	اکلیل.	κορόνας	اکلیل.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
κορόνα	مکٹ	κορόνας	مکٹ	N;NOM;NEUT;SG	
παζάρι	چکانا	παζάρι	چکا	N;NOM;NEUT;SG	V;MASC;SG;NFIN;ACT
εκούσια	اختیاری	εκούσιος	اختیار	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
εκούσια	بالارادہ	εκούσιος	بالارادہ	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
αόρατο	نادیدہ.	άόρατος	نادیدہ.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
αυθεντικότητα	صداقت	αυθεντικότητα	صداقت	N;ACC;FEM;SG	N;NOM;MASC;SG;3
αυθεντικότητα	تصدیق	αυθεντικότητα	تصدیق	N;ACC;FEM;SG	N;NOM;MASC;SG;3
μετάνοια	خجالت	μετάνοια	خجالت	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
μετάνοια	خجالت	μετάνοια	خجالت	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
μετάνοια	ندامت	μετάνοια	ندامت	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
μετάνοια	کفارہ.	μετάνοια	کفارہ.	ADJ;NOM;FEM;SG	
μετάνοια	(	μετάνοια	(	ADJ;NOM;FEM;SG	
λόγχη	ڈنڈی	λόγχη	ڈنڈی	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
λόγχη	نیزہ.	λόγχη	نیزہ.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
λόγχη	برچھا	λόγχη	برچھا	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
λόγχη	ڈنڈی	λόγχη	ڈنڈی	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
λόγχη	نیزہ.	λόγχη	نیزہ.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
λόγχη	بلّم	λόγχη	بلّم	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
αιολική	نفخ	αιολικός	نفخ	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
αιολική	خم.	αιολικός	خم.	ADJ;NOM;FEM;SG	
αιολική	موڑ	αιολικός	موڑ	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
αιολική	گُھمائو	αιολικός	گُھمائو	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
αιολική	سانس	αιολικός	سانس	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
αιολική	لپیٹ.	αιολικός	لپیٹ.	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
αιολική	باؤ.	αιολικός	باؤ.	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
αιολική	ریاح	αιολικός	ریاح	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ψαράς	نوکا.	ψαράς	نوکا.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
μπόνι	نفیس	μπόνι	نفیس		
μπόνι	خوشگوار	μπόνι	خوشگوار		ADJ
ανταγωνιστής	حریف.	ανταγωνιστής	حریف.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
τελειότητα	جلال	τελειότητα	جلال	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
τελειότητα	دبدبہ	τελειότητα	دبدبہ	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
τελειότητα	تحیر	τελειότητα	تحیر	N;ACC;FEM;SG	
τελειότητα	کاملیت	τελειότητα	کاملیت	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
τελειότητα	فضیلت	τελειότητα	فضیلت	N;ACC;FEM;SG	N;NOM;MASC;SG;3
τελειότητα	کارنامہ	τελειότητα	کارنامہ	N;ACC;FEM;SG	N;NOM;MASC;SG;3
τελειότητα	برتری.	τελειότητα	برتری.	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
γκρος	پھپّس-	γκρος	پھپّس-	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
γκρος	غبی	γκρος	غبی	PROPN;NOM;MASC;SG	
γκρος	گرس.	γκρος	گرس.	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
γκρος	ٹھوس.	γκρος	ٹھوس.	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
γκρος	مجموعی	γκρος	مجموعی	PROPN;NOM;MASC;SG	ADJ
γκρος	گاڑھا	γκρος	گاڑھا	PROPN;NOM;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
γκρος	جملہ	γκρος	جملہ	PROPN;NOM;MASC;SG	N;NOM;MASC;SG;3
γκρος	گرز	γκρος	گرز	PROPN;NOM;MASC;SG	
γκρος	کل	γκρος	کل	PROPN;NOM;MASC;SG	N;NOM;MASC;SG;3
γκρος	موٹا	γκρος	موٹا	PROPN;NOM;MASC;SG	ADJ;NOM;MASC;SG
γκρος	پھپّس-	γκρος	پھپّس-	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
γκρος	غبی	γκρος	غبی	PROPN;NOM;MASC;SG	
γκρος	گرس.	γκρος	گرس.	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
