から	din	から	din	CONJ	ADP;ACC
困難	dificultățile	困難	dificultate	ADJ	N;DEF;FEM;PL
困難	dificultăți	困難	dificultate	ADJ	N;INDF;FEM;PL
供給	furnizare	供給	furnizare	V	N;INDF;FEM;SG
供給	aprovizionare	供給	aprovizionare	V	N;INDF;FEM;SG
記憶	memorie	記憶	memorie	V	N;INDF;FEM;SG
記憶	memoria	記憶	memorie	V	N;DEF;FEM;SG
記憶	amintirea	記憶	amintire	V	N;DEF;FEM;SG
記憶	amintire	記憶	amintire	V	N;INDF;FEM;SG
早稲田	waseda	早稲田	waseda	PROPN	
低い	low	低い	low	ADJ	
まとめ	recapitulare	まとめる	recapitular	V	N;INDF;FEM;SG
まとめ	sumar	まとめる	sumar	V	N;INDF;MASC;SG
まとめ	rezumatul	まとめる	rezumat	V	N;DEF;MASC;SG
まとめ	rezumat	まとめる	rezumat	V	N;INDF;MASC;SG
はい	da	はく	da	CONJ	ADV
北京	beijing	北京	beijing	PROPN	N;INDF;MASC;SG
北京	peking	北京	pekinge	PROPN	N;INDF;MASC;SG
引用	cita	引用	cita	V	
引用	citez	引用	citez	V	
引用	citat	引用	cita	V	ADJ;INDF;MASC;SG
引用	citatul	引用	citat	V	N;DEF;MASC;SG
サイド	lateral	サイド	lateral	N	ADV
サイド	side	サイド	side	N	
トリ	tori	トリ	tor	PROPN	
原則	principiile	原則	princip	V	N;DEF;FEM;PL
原則	principii	原則	princip	V	N;INDF;FEM;PL
ラブ	iubesc	ラブ	iubi	N	V;IND;PL;3;PRS;FIN
信頼	încrederea	信頼	încredere	V	N;DEF;FEM;SG
信頼	incredere	信頼	incredere	V	N;INDF;FEM;SG
信頼	încredere	信頼	încredere	V	N;INDF;FEM;SG
信頼	incredere	信頼	incredere	V	N;INDF;FEM;SG
信頼	încredere	信頼	încredere	V	N;INDF;FEM;SG
分析	analize	分析	analiză	V	N;INDF;FEM;PL
分析	analiză	分析	analiză	V	N;INDF;FEM;SG
分析	analiza	分析	analiză	V	N;DEF;FEM;SG
ベルリン	berlin	ベルリン	berlin	PROPN	PROPN
ベルリン	berlinul	ベルリン	berlin	PROPN	N;DEF;MASC;SG
同時	simultan	同時	simultan	N	ADV
同時	simultane	同時	simultan	N	ADJ;INDF;FEM;PL
同時	simultană	同時	simultan	N	ADJ;INDF;FEM;SG
中野	nakano	中野	nakano	PROPN	N;INDF;MASC;SG
ルイス	lewis	ルイス	lewis	PROPN	PROPN
ルイス	louis	ルイス	louis	PROPN	PROPN
ルイス	ludovic	ルイス	ludovic	PROPN	N;INDF;MASC;SG
計算	calcul	計算	calcul	V	N;INDF;MASC;SG
計算	calculare	計算	calculare	V	N;INDF;FEM;SG
計算	calcularea	計算	calculare	V	N;DEF;FEM;SG
計算	calcule	計算	calcul	V	N;INDF;FEM;PL
計算	calculul	計算	calcul	V	N;DEF;MASC;SG
バイ	pa	バイ	pa	N	
意識	constiinta	意識	constiinta	V	N;DEF;FEM;SG
意識	constient	意識	constient	V	ADJ;INDF;MASC;SG
意識	conștient	意識	conștient	V	ADJ;INDF;MASC;SG
許可	permisiune	許可	permisiune	V	N;INDF;FEM;SG
許可	permisiunea	許可	permisiune	V	N;DEF;FEM;SG
許可	permisiunile	許可	permisiune	V	N;DEF;FEM;PL
許可	permisiuni	許可	permisiune	V	N;INDF;FEM;PL
回復	recuperarea	回復	recuperare	V	N;DEF;FEM;SG
回復	redresare	回復	redresare	V	N;INDF;FEM;SG
回復	redresarea	回復	redresare	V	N;DEF;FEM;SG
回復	recuperare	回復	recuperare	V	N;INDF;FEM;SG
拡張	prelungită	拡張	prelungit	V	ADJ;INDF;FEM;SG
拡張	prelungit	拡張	prelungi	V	ADJ;INDF;MASC;SG
拡張	extins	拡張	extins	V	ADJ;INDF;MASC;SG
拡張	extinsă	拡張	extins	V	ADJ;INDF;FEM;SG
拡張	extensii	拡張	extensie	V	N;INDF;FEM;PL
大きい	big	大きい	big	ADJ	N;INDF;MASC;SG
ハート	heart	ハート	heart	N	
ハート	hart	ハート	hart	N	PROPN
伊勢	ise	伊勢	is	PROPN	
メン	barbati	メン	barba	N	
固定	fixare	固定	fixar	V	N;INDF;FEM;SG
固定	fixă	固定	fix	V	ADJ;INDF;FEM;SG
固定	fix	固定	fix	V	ADJ;INDF;MASC;SG
固定	reparat	固定	repara	V	ADJ;INDF;MASC;SG
固定	fixat	固定	fixat	V	ADJ;INDF;MASC;SG
マイケル	mihai	マイケル	mihai	PROPN	PROPN
マイケル	michael	マイケル	michael	PROPN	PROPN
マイケル	mihail	マイケル	mihail	PROPN	PROPN
占領	ocupat	占領	ocupa	V	ADJ;INDF;MASC;SG
占領	ocupate	占領	ocupat	V	ADJ;INDF;FEM;PL
占領	ocupată	占領	ocupa	V	ADJ;INDF;FEM;SG
占領	ocupaţie	占領	ocupaţie	V	N;INDF;FEM;SG
占領	ocupatie	占領	ocupatie	V	N;INDF;FEM;SG
青春	tinerete	青春	tânera	N	
佐々木	sasaki	佐々木	sasaki	PROPN	
出現	apariția	出現	apariție	V	N;DEF;FEM;SG
準備	pregătiri	準備	pregătire	V	N;INDF;FEM;PL
準備	preparat	準備	prepara	V	N;INDF;MASC;SG
準備	pregatire	準備	pregatire	V	N;INDF;FEM;SG
準備	pregătire	準備	pregătire	V	N;INDF;FEM;SG
準備	pregătirea	準備	pregătire	V	N;DEF;FEM;SG
準備	pregătirea	準備	pregătire	V	N;DEF;FEM;SG
スイス	elvetia	スイス	elvetia	PROPN	N;DEF;FEM;SG
スイス	elveţia	スイス	elveţia	PROPN	PROPN
スイス	elveția	スイス	elveția	PROPN	PROPN
スイス	elvețiană	スイス	elvețian	PROPN	ADJ;INDF;FEM;SG
除去	eliminare	除去	eliminare	V	N;INDF;FEM;SG
除去	eliminarea	除去	eliminare	V	N;DEF;FEM;SG
除去	îndepărtare	除去	îndepărtare	V	N;INDF;FEM;SG
除去	îndepărtarea	除去	îndepărtare	V	N;DEF;FEM;SG
崩壊	colapsul	崩壊	colaps	V	N;DEF;MASC;SG
崩壊	colaps	崩壊	colaps	V	N;INDF;MASC;SG
崩壊	descompunere	崩壊	descompunere	V	N;INDF;FEM;SG
最新	ultimele	最新	ultim	N	NUM;DEF;FEM;PL
キリスト	creștin	キリスト	creștin	N	ADJ;INDF;MASC;SG
キリスト	creștină	キリスト	creștină	N	ADJ;INDF;FEM;SG
キリスト	christian	キリスト	christian	N	PROPN
交渉	negocieri	交渉	negociere	V	N;INDF;FEM;PL
交渉	negocierea	交渉	negociere	V	N;DEF;FEM;SG
交渉	negociere	交渉	negociere	V	N;INDF;FEM;SG
交渉	negociatorul	交渉	negociator	V	N;DEF;MASC;SG
交渉	negociator	交渉	negociator	V	N;INDF;MASC;SG
交渉	negocieri	交渉	negociere	V	N;INDF;FEM;PL
交渉	negocierile	交渉	negociere	V	N;DEF;FEM;PL
交渉	negocierea	交渉	negociere	V	N;DEF;FEM;SG
普及	difuzarea	普及	difuzare	V	N;DEF;FEM;SG
普及	difuzare	普及	difuzare	V	N;INDF;FEM;SG
普及	diseminarea	普及	diseminare	V	N;DEF;FEM;SG
武田	takeda	武田	takedă	PROPN	
マスター	maestre	マスター	maestru	N	
オール	vâslă	オール	vâslă	N	V;IND;SG;3;PST;FIN
アナ	ana	アナ	ana	PROPN	N;DEF;FEM;SG
アナ	anna	アナ	anna	PROPN	PROPN
最近	recente	最近	recent	N	ADJ;INDF;FEM;PL
最近	recent	最近	recent	N	ADV
最近	recenta	最近	recent	N	ADJ;DEF;FEM;SG
最近	recentă	最近	recent	N	ADJ;INDF;FEM;SG
最近	recent	最近	recent	N	ADV
無期	nedeterminată	無期	nedeterminat	N	ADJ;INDF;FEM;SG
アウト	afara	アウト	afara	N	ADV
アウト	afară	アウト	afară	N	ADV
アウト	out	アウト	out	N	
付属	grupată	付属	grupat	V	ADJ;INDF;FEM;SG
協定	acordul	協定	acord	V	N;DEF;MASC;SG
協定	acord	協定	acord	V	N;INDF;MASC;SG
協定	acorduri	協定	acord	V	N;INDF;FEM;PL
協定	acordurile	協定	acord	V	N;DEF;FEM;PL
推定	prezumție	推定	prezumție	V	N;INDF;FEM;SG
推定	estimat	推定	estima	V	ADJ;INDF;MASC;SG
推定	estimată	推定	estima	V	ADJ;INDF;FEM;SG
推定	estimate	推定	estimat	V	ADJ;INDF;FEM;PL
推定	presupus	推定	presupune	V	ADJ;INDF;MASC;SG
推定	presupusă	推定	presupus	V	ADJ;INDF;FEM;SG
山崎	yamazaki	山崎	yamaza	PROPN	PROPN
協議	consultarea	協議	consultare	V	N;DEF;FEM;SG
協議	consultare	協議	consultare	V	N;INDF;FEM;SG
吸収	absorbție	吸収	absorbție	V	N;INDF;FEM;SG
ダウン	jos	ダウン	jos	PROPN	ADV
前田	maeda	前田	maedă	PROPN	
処分	eliminare	処分	eliminare	V	N;INDF;FEM;SG
処分	eliminarea	処分	eliminare	V	N;DEF;FEM;SG
処分	dispoziție	処分	dispoziție	V	N;INDF;FEM;SG
高松	takamatsu	高松	takamatsu	PROPN	N;INDF;MASC;SG
ケイ	kay	ケイ	kay	PROPN	PROPN
ケイ	kei	ケイ	kei	PROPN	PROPN
中間	intermediare	中間	intermediar	N	ADJ;INDF;FEM;PL
中間	intermediară	中間	intermediar	N	ADJ;INDF;FEM;SG
検証	verificarea	検証	verificare	V	N;DEF;FEM;SG
検証	verificare	検証	verificare	V	N;INDF;FEM;SG
検証	valida	検証	validă	V	N;DEF;FEM;SG
検証	validarea	検証	validare	V	N;DEF;FEM;SG
検証	validare	検証	validare	V	N;INDF;FEM;SG
上野	ueno	上野	ueno	PROPN	N;INDF;MASC;SG
認識	recunoașterea	認識	recunoaștere	V	N;DEF;FEM;SG
認識	recunoastere	認識	recunoastere	V	N;INDF;FEM;SG
認識	recunoaștere	認識	recunoaștere	V	N;INDF;FEM;SG
逮捕	arest	逮捕	arest	V	N;INDF;MASC;SG
逮捕	arestarea	逮捕	arestare	V	N;DEF;FEM;SG
逮捕	arestare	逮捕	arestare	V	N;INDF;FEM;SG
逮捕	arestată	逮捕	aresta	V	ADJ;INDF;FEM;SG
逮捕	arestat	逮捕	aresta	V	ADJ;INDF;MASC;SG
逮捕	arestări	逮捕	arestare	V	N;INDF;FEM;PL
逮捕	arestările	逮捕	arestare	V	N;DEF;FEM;PL
キャラ	chara	キャラ	char	PROPN	N;DEF;FEM;SG
キャラ	cara	キャラ	cară	PROPN	
キャラ	carei	キャラ	care	PROPN	
金属	metalic	金属	metalic	N	ADJ;INDF;MASC;SG
古墳	kofun	古墳	kofun	N	
トーク	vorbim	トーク	vorbi	N	V;IND;PL;1;PRS;FIN
バラ	rose	バラ	rosă	N	PROPN
松山	matsuyama	松山	matsuyama	PROPN	N;INDF;FEM;SG
拒否	declinul	拒否	declin	V	N;DEF;MASC;SG
拒否	declin	拒否	declin	V	N;INDF;MASC;SG
拒否	refuz	拒否	refuz	V	N;INDF;MASC;SG
拒否	refuzul	拒否	refuz	V	N;DEF;MASC;SG
拒否	refuz	拒否	refuz	V	N;INDF;MASC;SG
拒否	neg	拒否	neg	V	
拒否	negi	拒否	negi	V	
ゴールデン	aurit	ゴールデン	auri	N	ADJ;INDF;MASC;SG
ゴールデン	auriu	ゴールデン	auriu	N	ADJ;INDF;MASC;SG
トル	toru	トル	toru	PROPN	
興行	animatoare	興行	animator	V	N;INDF;FEM;SG
興行	performanțe	興行	performanță	V	N;INDF;FEM;PL
興行	performanta	興行	performant	V	N;DEF;FEM;SG
興行	performanța	興行	performanță	V	N;DEF;FEM;SG
興行	performanță	興行	performanță	V	N;INDF;FEM;SG
解除	anularea	解除	anulare	V	N;DEF;FEM;SG
解除	anulare	解除	anulare	V	N;INDF;FEM;SG
負傷	ranit	負傷	ranit	V	ADJ;INDF;MASC;SG
負傷	rănită	負傷	răni	V	ADJ;INDF;FEM;SG
負傷	rănit	負傷	răni	V	ADJ;INDF;MASC;SG
ルス	luz	ルス	luz	PROPN	PROPN
ソビエト	sovietică	ソビエト	sovietic	PROPN	ADJ;INDF;FEM;SG
ソビエト	sovietici	ソビエト	sovietic	PROPN	ADJ;INDF;MASC;PL
ソビエト	sovietice	ソビエト	sovietic	PROPN	ADJ;INDF;FEM;PL
ソビエト	sovietic	ソビエト	sovietic	PROPN	ADJ;INDF;MASC;SG
中島	nakajima	中島	nakajima	PROPN	PROPN
フランク	frank	フランク	frank	PROPN	PROPN
ハンガリー	ungaria	ハンガリー	ungaria	PROPN	PROPN
職員	angajat	職員	angaja	N	ADJ;INDF;MASC;SG
職員	angajată	職員	angajat	N	ADJ;INDF;FEM;SG
職員	personal	職員	personal	N	ADV
職員	oficial	職員	oficial	N	ADJ;INDF;MASC;SG
職員	oficiale	職員	oficial	N	ADJ;INDF;FEM;PL
職員	oficiala	職員	oficială	N	ADJ;DEF;FEM;SG
職員	oficială	職員	oficial	N	ADJ;INDF;FEM;SG
ホワイト	albi	ホワイト	alb	N	
ホワイト	albe	ホワイト	alb	N	ADJ;INDF;FEM;PL
ホワイト	albă	ホワイト	alb	N	ADJ;INDF;FEM;SG
ホワイト	alb	ホワイト	alb	N	ADJ;INDF;MASC;SG
中華人民共和国	rpc	中華人民共和国	rpc	PROPN	N;INDF;MASC
ミックス	amestecate	ミックス	amestecat	N	ADJ;INDF;FEM;PL
ミックス	amestecat	ミックス	amesteca	N	ADJ;INDF;MASC;SG
ミックス	mixt	ミックス	mixt	N	ADJ;INDF;MASC;SG
ミックス	mixtă	ミックス	mixt	N	ADJ;INDF;FEM;SG
ミックス	amestecă	ミックス	amesteca	N	V;IND;SG;3;PST;FIN
ミックス	amesteca	ミックス	amesteca	N	V;IND;SG;3;IPFV;FIN
質問	întrebare	質問	întrebare	V	N;INDF;FEM;SG
質問	întrebarea	質問	întrebare	V	N;DEF;FEM;SG
質問	intrebare	質問	intrebare	V	N;INDF;FEM;SG
質問	intrebari	質問	intrebare	V	N;INDF;FEM;PL
質問	întrebări	質問	întrebare	V	N;INDF;FEM;PL
閉鎖	închidere	閉鎖	închidere	V	N;INDF;FEM;SG
閉鎖	încheiere	閉鎖	încheiere	V	N;INDF;FEM;SG
閉鎖	închiderea	閉鎖	închidere	V	N;DEF;FEM;SG
言及	menționat	言及	menționat	V	ADJ;INDF;MASC;SG
テイ	tay	テイ	tay	PROPN	
ギリシャ	grecia	ギリシャ	grecie	PROPN	PROPN
金曜日	vineri	金曜日	vineri	N	
ライフ	life	ライフ	life	N	
否定	neg	否定	neg	V	
否定	negi	否定	negi	V	
否定	negare	否定	negar	V	N;INDF;FEM;SG
否定	negarea	否定	negare	V	N;DEF;FEM;SG
ビッグ	mare	ビッグ	mare	N	ADJ;INDF;MASC;SG
ビッグ	mari	ビッグ	mare	N	ADJ;INDF;PL
ヤング	tânără	ヤング	tânăr	N	ADJ;INDF;FEM;SG
ヤング	tânăr	ヤング	tânăr	N	ADJ;INDF;MASC;SG
ヤング	tinere	ヤング	tânăr	N	ADJ;INDF;FEM;PL
ヤング	young	ヤング	young	N	PROPN
テル	teru	テル	teru	N	
ヘンリー	henric	ヘンリー	henric	PROPN	N;INDF;MASC;SG
ヘンリー	henry	ヘンリー	henry	PROPN	PROPN
常に	intotdeauna	常に	intotdeauna	ADV	
爆発	explozia	爆発	explozie	V	N;DEF;FEM;SG
爆発	explozie	爆発	explozie	V	N;INDF;FEM;SG
爆発	exploziile	爆発	explozie	V	N;DEF;FEM;PL
爆発	explozii	爆発	explodiu	V	N;INDF;FEM;PL
モスクワ	moscova	モスクワ	moscova	PROPN	PROPN
モスクワ	moscovei	モスクワ	moscovă	PROPN	PROPN;DEF;FEM;SG
重	duplicat	重	duplicat	N	ADJ;INDF;MASC;SG
重	suprapune	重	suprapune	N	V;IND;SG;3;PRS;FIN
さくら	sakura	さくら	sakură	PROPN	N;DEF;FEM;SG
橋本	hashimoto	橋本	hashimoto	PROPN	PROPN
裁判	proces	裁判	proces	V	N;INDF;MASC;SG
裁判	procesul	裁判	proces	V	N;DEF;MASC;SG
巨人	giants	巨人	giants	PROPN	N;INDF;MASC;SG
巨人	gigant	巨人	gigant	PROPN	N;INDF;MASC;SG
巨人	uriaș	巨人	uriaș	PROPN	ADJ;INDF;MASC;SG
エース	ace	エース	ac	PROPN	
エース	asul	エース	as	PROPN	N;DEF;MASC;SG
アクセス	access	アクセス	access	V	N;INDF;MASC;SG
アクセス	acces	アクセス	acces	V	N;INDF;MASC;SG
アクセス	accesul	アクセス	acces	V	N;DEF;MASC;SG
アクセス	accesate	アクセス	accesa	V	ADJ;INDF;FEM;PL
アクセス	accesat	アクセス	accesa	V	ADJ;INDF;MASC;SG
安定	stabilitate	安定	stabilitate	V	N;INDF;FEM;SG
安定	stabilitatea	安定	stabilitate	V	N;DEF;FEM;SG
安定	stabil	安定	stabil	V	ADJ;INDF;MASC;SG
安定	stabile	安定	stabil	V	ADJ;INDF;FEM;PL
安定	grajd	安定	grajd	V	N;INDF;MASC;SG
安定	stabilă	安定	stabil	V	ADJ;INDF;FEM;SG
青山	aoyama	青山	aoyama	PROPN	
調整	ajustări	調整	ajustare	V	N;INDF;FEM;PL
調整	reglare	調整	reglare	V	N;INDF;FEM;SG
調整	ajustarea	調整	ajustare	V	N;DEF;FEM;SG
調整	ajustare	調整	ajustare	V	N;INDF;FEM;SG
調整	coordonare	調整	coordonare	V	N;INDF;FEM;SG
調整	coordonarea	調整	coordonare	V	N;DEF;FEM;SG
中世	medievale	中世	medieval	N	ADJ;INDF;FEM;PL
中世	medieval	中世	medieval	N	ADJ;INDF;MASC;SG
中世	medievală	中世	medieval	N	ADJ;INDF;FEM;SG
不足	lipsa	不足	lipsă	V	N;DEF;FEM;SG
解釈	interpretări	解釈	interpretare	V	N;INDF;FEM;PL
解釈	interpretarea	解釈	interpretare	V	N;DEF;FEM;SG
解釈	interpretare	解釈	interpretare	V	N;INDF;FEM;SG
岡田	okada	岡田	okada	PROPN	PROPN
買収	preluare	買収	preluare	V	N;INDF;FEM;SG
買収	preluarea	買収	preluare	V	N;DEF;FEM;SG
買収	achiziția	買収	achiziție	V	N;DEF;FEM;SG
買収	achiziție	買収	achiziție	V	N;INDF;FEM;SG
募集	recrutări	募集	recrutare	V	N;INDF;FEM;PL
募集	recrutarea	募集	recrutare	V	N;DEF;FEM;SG
募集	recrutare	募集	recrutare	V	N;INDF;FEM;SG
プレイ	joaca	プレイ	joacă	V	N;DEF;FEM;SG
注目	recomandate	注目	recomandat	V	ADJ;INDF;FEM;PL
注目	atentie	注目	atentie	V	
注目	atenție	注目	atenție	V	N;INDF;FEM;SG
市川	ichikawa	市川	ichikawa	PROPN	N;DEF;FEM;SG
分布	distributie	分布	distributie	V	N;INDF;FEM;SG
分布	distribuţia	分布	distribugie	V	N;DEF;FEM;SG
分布	distribuția	分布	distribuție	V	N;DEF;FEM;SG
分布	distribuire	分布	distribuire	V	N;INDF;FEM;SG
分布	distribuție	分布	distribuție	V	N;INDF;FEM;SG
太田	ota	太田	ota	PROPN	PROPN
太田	ōta	太田	ōta	PROPN	
パス	trece	パス	trece	N	V;IND;SG;3;PRS;FIN
パス	pasă	パス	pasa	N	V;IND;SG;3;PST;FIN
ファイナル	finală	ファイナル	finală	PROPN	N;INDF;FEM;SG
ファイナル	final	ファイナル	final	PROPN	N;INDF;MASC;SG
ファイナル	finala	ファイナル	finală	PROPN	N;DEF;FEM;SG
ファイナル	finala	ファイナル	finală	PROPN	N;DEF;FEM;SG
コモ	como	コモ	como	PROPN	N;INDF;MASC;SG
ポルトガル	portugalia	ポルトガル	portugalia	PROPN	PROPN
ゆき	yuki	ゆき	yuki	PROPN	PROPN
次郎	jiro	次郎	jiro	PROPN	
知識	cunostinte	知識	cunoaște	N	
赤い	rosu	赤い	rosu	ADJ	N;INDF;MASC;SG
赤い	roşu	赤い	roşu	ADJ	N;INDF;MASC;SG
赤い	red	赤い	red	ADJ	N;INDF;MASC;SG
赤い	roșu	赤い	roșu	ADJ	N;INDF;MASC;SG
クリア	clar	クリア	clar	N	ADV
クリア	limpede	クリア	limpede	N	ADV
アリ	furnică	アリ	furnică		N;INDF;FEM;SG
アリ	furnica	アリ	furnică		N;DEF;FEM;SG
アリ	furnicile	アリ	furnică		N;DEF;FEM;PL
アリ	furnici	アリ	furnic		N;INDF;MASC;PL
アリ	ali	アリ	al		PROPN
繰り返し	repetat	繰り返し	repetat	ADV	ADJ;INDF;MASC;SG
繰り返し	repetată	繰り返し	repetat	ADV	ADJ;INDF;FEM;SG
繰り返し	repetate	繰り返し	repetat	ADV	ADJ;INDF;FEM;PL
繰り返し	repet	繰り返し	repeta	ADV	V;IND;SG;1;PRS;FIN
繰り返し	repeta	繰り返し	repeta	ADV	V;IND;SG;3;IPFV;FIN
繰り返し	repetă	繰り返し	repeta	ADV	V;IND;SG;3;PST;FIN
繰り返し	repetarea	繰り返し	repetare	ADV	N;DEF;FEM;SG
繰り返し	repetarea	繰り返し	repetare	ADV	N;DEF;FEM;SG
繰り返し	repetare	繰り返し	repetare	ADV	N;INDF;FEM;SG
新規	noi	新規	eu	ADJ	PRO;PL;1
新規	nouă	新規	nou	ADJ	
閲覧	navigarea	閲覧	navigare	V	N;DEF;FEM;SG
閲覧	navigare	閲覧	navigare	V	N;INDF;FEM;SG
端末	terminale	端末	terminal	N	ADJ;INDF;FEM;PL
端末	terminale	端末	terminal	N	ADJ;INDF;FEM;PL
トヨタ	toyota	トヨタ	toyotă	PROPN	N;DEF;FEM;SG
ヤン	jan	ヤン	jan	PROPN	PROPN
規制	regulament	規制	regulament	V	N;INDF;MASC;SG
規制	regulamentul	規制	regulament	V	N;DEF;MASC;SG
規制	reglementare	規制	reglementare	V	N;INDF;FEM;SG
規制	reglementarea	規制	reglementare	V	N;DEF;FEM;SG
規制	reglată	規制	regla	V	ADJ;INDF;FEM;SG
規制	reglementate	規制	reglementat	V	ADJ;INDF;FEM;PL
規制	reglementat	規制	reglementat	V	ADJ;INDF;MASC;SG
規制	reglementată	規制	reglementa	V	ADJ;INDF;FEM;SG
オペラ	opera	オペラ	operă	PROPN	N;DEF;FEM;SG
オペラ	operă	オペラ	operă	PROPN	N;INDF;FEM;SG
オペラ	opere	オペラ	operă	PROPN	N;INDF;FEM;PL
カイ	kai	カイ	kai	PROPN	N;INDF;MASC;SG
みんな	baieti	みんな	baiet	ADV	
みんな	băieți	みんな	băiat	ADV	N;INDF;MASC;PL
ウィー	mititel	ウィー	mititel	PROPN	
ウィー	wee	ウィー	wee	PROPN	PROPN
ディレクター	director	ディレクター	director	PROPN	N;INDF;MASC;SG
ディレクター	regizor	ディレクター	regizor	PROPN	N;INDF;MASC;SG
女王	regină	女王	regina	N	ADJ;INDF;FEM;SG
木曜	joi	木曜	joi	N	
修了	completarea	修了	completare	V	N;DEF;FEM;SG
修了	finalizarea	修了	finalizare	V	N;DEF;FEM;SG
修了	finalizare	修了	finalizare	V	N;INDF;FEM;SG
修了	completare	修了	completare	V	N;INDF;FEM;SG
合成	sintetice	合成	sintetic	V	ADJ;INDF;FEM;PL
合成	sintetic	合成	sintetic	V	ADJ;INDF;MASC;SG
合成	sintetică	合成	sintetic	V	ADJ;INDF;FEM;SG
合成	compoziția	合成	compoziție	V	N;DEF;FEM;SG
合成	compoziţia	合成	compoziţia	V	N;DEF;FEM;SG
合成	compoziție	合成	compoziție	V	N;INDF;FEM;SG
合成	sinteză	合成	sinteză	V	N;INDF;FEM;SG
合成	sinteza	合成	sinteză	V	N;DEF;FEM;SG
ミン	min	ミン	min	PROPN	
ローズ	rose	ローズ	rosă	N	PROPN
島根	shimane	島根	shiman	PROPN	N;INDF;FEM;PL
提示	prezentat	提示	prezenta	V	ADJ;INDF;MASC;SG
提示	prezentată	提示	prezentat	V	ADJ;INDF;FEM;SG
提示	prezentate	提示	prezentat	V	ADJ;INDF;FEM;PL
上海	shanghai	上海	shangha	PROPN	PROPN
侵攻	invazia	侵攻	invazie	V	N;DEF;FEM;SG
侵攻	invazie	侵攻	invazie	V	N;INDF;FEM;SG
侵攻	invazii	侵攻	invaziu	V	N;INDF;FEM;PL
二	doua	二	doi	NUM	NUM;FEM;SG
証明	dovezi	証明	dovadă	V	N;INDF;FEM;PL
証明	dovadă	証明	dovadă	V	N;INDF;FEM;SG
証明	dovada	証明	dovadă	V	N;DEF;FEM;SG
応援	aplauze	応援	aplauze	V	N;INDF;FEM;PL
ジェームズ	james	ジェームズ	james	PROPN	PROPN
ジェームズ	iacov	ジェームズ	iacov	PROPN	PROPN
ジェームズ	iacob	ジェームズ	iacob	PROPN	PROPN
ゴールド	auriu	ゴールド	auriu	N	ADJ;INDF;MASC;SG
ゴールド	gold	ゴールド	gold	N	
社員	angajat	社員	angaja	N	ADJ;INDF;MASC;SG
社員	angajată	社員	angajat	N	ADJ;INDF;FEM;SG
社員	angajați	社員	angaja	N	V;IND;PL;2;IPFV;FIN
社員	angajati	社員	angaja	N	ADJ;INDF;MASC;PL
村上	murakami	村上	muramam	PROPN	
エア	aer	エア	aer	PROPN	N;INDF;MASC;SG
エア	aerul	エア	aer	PROPN	N;DEF;MASC;SG
エア	air	エア	air	PROPN	N;INDF;MASC;SG
原子力	nuclear	原子力	nuclear	N	ADJ;INDF;MASC;SG
原子力	nucleare	原子力	nuclear	N	ADJ;INDF;FEM;PL
原子力	nucleară	原子力	nuclear	N	ADJ;INDF;FEM;SG
アイルランド	irlanda	アイルランド	irlanda	PROPN	PROPN
アイルランド	irlandei	アイルランド	irlandă	PROPN	PROPN;DEF;FEM;SG
仏教	budist	仏教	budist	N	ADJ;INDF;MASC;SG
強制	constrângere	強制	constrângere		N;INDF;FEM;SG
強制	obligatoriu	強制	obligatoriu		ADV
強制	obligatorie	強制	obligatoriu		ADJ;INDF;FEM;SG
強制	obligatorii	強制	obligatoriu		ADJ;INDF;PL
ロス	ross	ロス	ross	N	PROPN
ボン	bonn	ボン	bonn	PROPN	PROPN
ベトナム	vietnam	ベトナム	vietnam	PROPN	PROPN
ベトナム	vietnamul	ベトナム	vietnam	PROPN	N;DEF;MASC;SG
衝突	coliziunea	衝突	coliziune	V	N;DEF;FEM;SG
衝突	ciocnire	衝突	ciocnire	V	N;INDF;FEM;SG
衝突	coliziune	衝突	coliziune	V	N;INDF;FEM;SG
ローカル	localnic	ローカル	localnic	ADJ	N;INDF;MASC;SG
体験	experiență	体験	experiență	V	N;INDF;FEM;SG
体験	experiența	体験	experiență	V	N;DEF;FEM;SG
体験	experienta	体験	experient	V	N;DEF;FEM;SG
区別	distincție	区別	distincție	V	N;INDF;FEM;SG
区別	distincția	区別	distincție	V	N;DEF;FEM;SG
アメリカン	american	アメリカン	american	N	ADJ;INDF;MASC;SG
アメリカン	americană	アメリカン	american	N	ADJ;INDF;FEM;SG
アメリカン	americancă	アメリカン	americanc	N	ADJ;INDF;FEM;SG
スタン	stan	スタン	stan	PROPN	PROPN
解放	eliberare	解放	eliberare	V	N;INDF;FEM;SG
解放	eliberarea	解放	eliberare	V	N;DEF;FEM;SG
リード	reed	リード	reede	N	PROPN
青木	aoki	青木	aoki	PROPN	PROPN
坂本	sakamoto	坂本	sakamoto	PROPN	N;INDF;MASC;SG
組み合わせ	combinații	組み合わせる	combinație	V	N;INDF;FEM;PL
組み合わせ	combine	組み合わせる	combine	V	N;INDF;FEM;PL
組み合わせ	combinatie	組み合わせる	combinatie	V	N;INDF;FEM;SG
組み合わせ	combinația	組み合わせる	combinație	V	N;DEF;FEM;SG
組み合わせ	combinație	組み合わせる	combinație	V	N;INDF;FEM;SG
ミュージカル	muzical	ミュージカル	muzical	N	ADJ;INDF;MASC;SG
大野	ohno	大野	ohno	PROPN	PROPN
スリー	trei	スリー	trei	PROPN	NUM;PL
スリー	three	スリー	three	PROPN	N;INDF;MASC;SG
