auseinander	בנפרד	auseinander	בנפרד	ADV	PROPN
gerettet	שמורה	retten	שמורה	V;V.PTCP	N;FEM;SG
ignoriert	התעלמות	ignorieren	התעלמות	V;V.PTCP	N;FEM;SG
überwachung	צג	überwachung	צג	N;SG	PROPN
überwachung	מוניטור	überwachung	מוניטור	N;SG	PROPN
überwachung	מעקבים	überwachung	מעקב	N;SG	N;MASC;PL
achter	שמינית	acht	שמינית	ADJ	ADV
achter	שמיני	acht	שמיני	ADJ	PROPN
achter	השמינית	acht	השמיני	ADJ	
achter	שמיניות	acht	שמיני	ADJ	N;FEM;PL
chinesisch	סינית	chinesisch	סיני	ADJ	PROPN
chinesisch	סיני	chinesisch	סיני	ADJ	PROPN
gerechtigkeit	הצדק	gerechtigkeit	הצדק	PROPN	
gerechtigkeit	צדק	gerechtigkeit	צדק	PROPN	N;MASC;SG
gerechtigkeit	ההגינות	gerechtigkeit	ההגינות	PROPN	N;FEM;PL
gerechtigkeit	הגינות	gerechtigkeit	הגינות	PROPN	N;FEM;SG
folglich	ומכאן	folglich	ומכאן	ADJ	PROPN
folglich	לפיכך	folglich	לפיכך	ADJ	CONJ
folglich	לכן	folglich	לכן	ADJ	CONJ
folglich	לפיכך	folglich	לפיכך	ADJ	CONJ
bett	מיטה	bett	מיטה		N;FEM;SG
bett	מיטות	bett	מיטה		N;FEM;PL
bett	מיטה	bett	מיטה		N;FEM;SG
bett	מיטת	bett	מיטה		N;FEM;SG
vorarlberg	פורארלברג	vorarlberg	פורארלברג	PROPN	PROPN
verlangen	חשק	verlangen	חשק	V;NFIN	
verlangen	תשוקה	verlangen	תשוקה	V;NFIN	N;FEM;SG
verlangen	רצון	verlangen	רצון	V;NFIN	N;MASC;SG
verlangen	דרוש	verlangen	דרש	V;NFIN	PROPN
schreibe	תכתבי	schreibe	תכתב	V;IND;SG;3;PRS;FIN	PROPN
schreibe	כתוב	schreibe	כתב	V;IND;SG;3;PRS;FIN	
schreibe	תכתוב	schreibe	כתב	V;IND;SG;3;PRS;FIN	V;MASC;SG;2;FUT;ACT
schreibe	כתבי	schreibe	כתב	V;IND;SG;3;PRS;FIN	N;PSSD;MASC;PL
schreibe	כתיבה	schreibe	כתיבה	V;IND;SG;3;PRS;FIN	N;FEM;SG
schreibe	כותבת	schreibe	כתב	V;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP;ACT
schreibe	כותב	schreibe	כתב	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
angemessen	מתאים	angemessen	התאים	ADJ	V;MASC;SG;V.PTCP;ACT
angemessen	הולם	angemessen	הולם	ADJ	
angemessen	מתאימה	angemessen	התאים	ADJ	V;FEM;SG;V.PTCP;ACT
angemessen	הולם	angemessen	הולם	ADJ	
angemessen	הגיוני	angemessen	הגיון	ADJ	V;PL;1;PST;ACT
drehen	טוויסט	drehen	טוויסט	V;NFIN	N;MASC;SG
drehen	תפנית	drehen	תפנית	V;NFIN	
drehen	הפיכת	drehen	הפיכה	V;NFIN	N;PSSD;FEM;SG
dazwischen	בין	dazwischen	בין	ADV	ADP
venezuela	ונצואלה	venezuela	ונצואלה	PROPN;NOM;NEUT;SG	PROPN
experiment	ניסוי	experiment	ניסוי	ADJ	N;MASC;SG
astronom	אסטרונומים	astronom	אסטרונום	PROPN	N;MASC;PL
astronom	אסטרונום	astronom	אסטרונום	PROPN	PROPN
nina	נינה	nina	נינה	PROPN;NOM;FEM;SG	PROPN
theoretische	תיאורטי	theoretisch	תיאורטי	ADJ;NOM;FEM;PL	ADJ;MASC;SG
theoretische	תאורטית	theoretisch	תאורטית	ADJ;NOM;FEM;PL	ADV
theoretische	תיאורטית	theoretisch	תיאורטית	ADJ;NOM;FEM;PL	ADV
ingrid	אינגריד	ingrid	אינגריד	PROPN;NOM;FEM;SG	PROPN
industriellen	תעשייתית	industriell	תעשייתי	ADJ;PL	ADV
industriellen	תעשייתי	industriell	תעשייתי	ADJ;PL	ADJ;MASC;SG
industriellen	תעשיין	industriell	תעשיין	ADJ;PL	N;MASC;SG
krüger	קרוגר	krüg	קרוגר	PROPN;NOM;MASC;SG	PROPN
krüger	קרוגר	krüg	קרוגר	PROPN;NOM;MASC;SG	PROPN
gerichtet	ביים	richten	ביים	V;V.PTCP	PROPN
rechtswissenschaft	חוק	rechtswissenschaft	חוק	ADJ	N;MASC;SG
rechtswissenschaft	החוק	rechtswissenschaft	החוק	ADJ	
rechtswissenschaft	משפטים	rechtswissenschaft	משפט	ADJ	N;MASC;PL
umwandlung	המרה	umwandlung	המרה	N;SG	
umwandlung	ממיר	umwandlung	ממיר	N;SG	
rosenberg	רוזנברג	rosenberg	רוזנברג	PROPN;NOM;SG	PROPN
chaos	הבלגן	chaos	הבלגן		ADV
chaos	בלאגן	chaos	בלאגן		PROPN
chaos	בלגן	chaos	בלגן		N;MASC;SG
chaos	בלגאן	chaos	בלגן		N;MASC;SG
chaos	כאוס	chaos	כאוס		PROPN
xaver	קסאבר	xaver	קסאבר	PROPN;NOM;MASC;SG	PROPN
xaver	אקסבייר	xaver	אקסבייר	PROPN;NOM;MASC;SG	PROPN
gestiftet	תרם	stiften	תרם	V;V.PTCP	PROPN
gestiftet	תרמה	stiften	תרמה	V;V.PTCP	N;FEM;SG
gestiftet	ניחן	stiften	ניחן	V;V.PTCP	ADJ;MASC;SG
bezahlt	בתשלום	bezahlen	בתשלום	V;V.PTCP	ADV
bezahlt	משולם	bezahlen	משולם	V;V.PTCP	PROPN
bezahlt	שולם	bezahlen	שולם	V;V.PTCP	PROPN
cornelius	קורנליוס	cornelius	קורנליוס	PROPN;NOM;MASC;SG	PROPN
bobby	בובי	bobby	בובי	PROPN;NOM;MASC;SG	PROPN
interne	פנימית	intern	פנימי	ADJ;NOM;FEM;PL	ADV
interne	פנימיות	intern	פנימייה	ADJ;NOM;FEM;PL	N;FEM;PL
interne	פנימי	intern	פנימי	ADJ;NOM;FEM;PL	
besetzte	תפוסה	besetzen	תפוסה	V;IND;SG;3;PST;FIN	N;FEM;SG
besetzte	כבוש	besetzen	כבוש	V;IND;SG;3;PST;FIN	
besetzte	תפוס	besetzen	None	V;IND;SG;3;PST;FIN	
käfer	חיפושיות	käfer	חיפושי		ADJ;FEM;PL
käfer	באגים	käfer	באגים		N;MASC;PL
käfer	חרקים	käfer	חרק		N;MASC;PL
käfer	באגס	käfer	באגס		PROPN
käfer	באג	käfer	באג		PROPN
käfer	חיפושית	käfer	חיפושי		ADV
hinterlassen	עזוב	hinterlassen	עזוב	V;V.PTCP	
gem	acc	gem	acc		
gem	פנינה	gem	פנינה		PROPN
abgesetzt	המודח	absetzen	המודח	V;V.PTCP	PROPN
weihnachten	המולד	weihnacht	המולד	V;NFIN	
reguläre	רגילה	regulär	רגיל	ADJ;NOM;FEM;PL	ADJ;FEM;SG
reguläre	סדיר	regulär	סדיר	ADJ;NOM;FEM;PL	
reguläre	רגיל	regulär	רגיל	ADJ;NOM;FEM;PL	ADJ;MASC;SG
reguläre	קבוע	regulär	קבוע	ADJ;NOM;FEM;PL	ADJ;MASC;SG
fachbereich	מחלקה	fachbereich	מחלקה		N;FEM;SG
fachbereich	המחלקה	fachbereich	המחלק		N;FEM;SG
fachbereich	סגל	fachbereich	סגל		PROPN
fachbereich	הפקולטה	fachbereich	הפקולטה		PROPN
beobachtungen	תצפיות	beobachtung	תצפית	V;NFIN	N;FEM;PL
beobachtungen	תצפיות	beobachtung	תצפית	V;NFIN	N;FEM;PL
beobachtungen	תצפית	beobachtung	תצפית	V;NFIN	N;FEM;SG
beobachtungen	התבוננות	beobachtung	התבוננות	V;NFIN	N;FEM;SG
beobachtungen	השגחה	beobachtung	השגחה	V;NFIN	N;FEM;SG
laien	הדיוט	laien	הדיוט		PROPN
dekan	דין	dekan	דין	N	PROPN
dekan	דיקן	dekan	דיקן	N	PROPN
ausgeliefert	שנשלחה	ausliefern	שנשלח	V;V.PTCP	N;FEM;SG
häftlinge	שבויים	häftlinge	שבוי		N;MASC;PL
häftlinge	אסירים	häftlinge	אסיר		N;MASC;PL
häftlinge	אסירים	häftlinge	אסיר		N;MASC;PL
häftlinge	העצורים	häftlinge	העצור		N;MASC;PL
häftlinge	עצורים	häftlinge	עצר		N;MASC;PL
russen	רוסייה	russen	רוסייה		PROPN
russen	רוסית	russen	רוסית		PROPN
russen	רוסי	russen	רוסי		N;MASC;SG
russen	רוסים	russen	רוסי		N;MASC;PL
russen	הרוסים	russen	הרוסה		N;MASC;PL
allee	שדרות	alle	שדרה	PROPN;NOM;SG	N;FEM;PL
allee	שדרה	alle	שדרה	PROPN;NOM;SG	N;FEM;SG
allee	אבניו	alle	אבניו	PROPN;NOM;SG	
allee	סמטת	alle	סמטה	PROPN;NOM;SG	PROPN
allee	סמטה	alle	סמטה	PROPN;NOM;SG	N;FEM;SG
basilika	בזיליקת	basilika	בזיליקת	PROPN;NOM;SG	PROPN
zyklus	מחזורי	zyklus	מחזור		N;PSSD;MASC;PL
zyklus	מחזורים	zyklus	מחזור		N;MASC;PL
zyklus	מחזור	zyklus	מחזור		N;MASC;SG
ganzes	שלמה	ganz	שלמה	ADJ;NOM;NEUT;SG	PROPN
heiliger	הקדושים	heilig	הקדוש	ADJ	N
heiliger	קדושים	heilig	קדוש	ADJ	N;MASC;PL
heiliger	קדושה	heilig	קדוש	ADJ	PROPN
heiliger	קודש	heilig	קודש	ADJ	
heiliger	קדוש	heilig	קדוש	ADJ	
heiliger	קדושים	heilig	קדוש	ADJ	N;MASC;PL
heiliger	קדוש	heilig	קדוש	ADJ	
heiliger	הקדוש	heilig	הקדוש	ADJ	PROPN
heiliger	קדושה	heilig	קדוש	ADJ	PROPN
heiliger	קדושה	heilig	קדוש	ADJ	PROPN
heiliger	מקודשת	heilig	קודש	ADJ	V;FEM;SG;V.PTCP;PASS
heiliger	מקודש	heilig	קודש	ADJ	V;MASC;SG;V.PTCP;PASS
heiliger	קדוש	heilig	קדוש	ADJ	
tendenz	מגמה	tendenz	מגמה	ADJ	N;FEM;SG
tendenz	נטייה	tendenz	נטייה	ADJ	N;FEM;SG
garcía	גרסיה	garcía	גרסיה	PROPN;NOM;MASC;SG	PROPN
garcía	גרסייה	garcía	גרסייה	PROPN;NOM;MASC;SG	PROPN
garcía	גרסייה	garcía	גרסייה	PROPN;NOM;MASC;SG	PROPN
beibehalten	שמור	beibehalten	שמור	V;V.PTCP	
orleans	אורלינס	orleans	אורלינס	PROPN;NOM;NEUT;SG	PROPN
orleans	אורליאן	orleans	אורליאן	PROPN;NOM;NEUT;SG	PROPN
anstieg	נחשול	ansteigen	נחשול		
österreicher	אוסטרים	österreicher	אוסטרי	ADJ	N;MASC;PL
österreicher	אוסטרי	österreicher	אוסטרי	ADJ	PROPN
eddie	אדי	eddie	אדי	PROPN;NOM;SG	PROPN
vorbereitet	מוכן	vorbereiten	מוכן	V;V.PTCP	ADJ;MASC;SG
vorbereitet	מוכנים	vorbereiten	מוכן	V;V.PTCP	ADJ;MASC;PL
vorbereitet	מוכנה	vorbereiten	מוכן	V;V.PTCP	ADJ;FEM;SG
stürzte	קרס	stürzen	קרס	V;IND;SG;3;PST;FIN	
einheitliche	אוניטרית	einheitlich	אוניטרי	ADJ;NOM;FEM;PL	PROPN
einheitliche	המדים	einheitlich	המדים	ADJ;NOM;FEM;PL	V;MASC;SG;3;PST;ACT
einheitliche	אחיד	einheitlich	אחיד	ADJ;NOM;FEM;PL	ADJ;MASC;SG
einheitliche	אחידה	einheitlich	אחיד	ADJ;NOM;FEM;PL	ADJ;FEM;SG
einheitliche	מדים	einheitlich	מדים	ADJ;NOM;FEM;PL	N;MASC;PL
landschaften	תפאורה	landschaft	תפאורה	ADJ	N;FEM;SG
landschaften	נופים	landschaft	נוף	ADJ	N;MASC;PL
landschaften	לרוחב	landschaft	לרוחב	ADJ	
landschaften	נוף	landschaft	נוף	ADJ	N;MASC;SG
anstellung	גיוס	anstellung	גיוס	V;IND;SG;3;PST;FIN	N;MASC;SG
festland	ביבשת	festlind	ביבש		PROPN
festland	היבשת	festlind	היבשת		PROPN
baltimore	בולטימור	baltimore	בולטימור	PROPN;NOM;MASC;SG	PROPN
kannte	ידע	kennen	ידע	V;IND;SG;3;PST;FIN	N;MASC;SG
fotografen	צלמים	fotograf	צלם		N;MASC;PL
fotografen	צלמת	fotograf	צלמת		N;FEM;SG
fotografen	צלם	fotograf	צלם		PROPN
mund	מאות	mund	מאות		NUM;FEM;PL
löst	פותר	lösen	פותר	V;IND;SG;3;PRS;FIN	PROPN
soziales	חברתיות	sozial	חברתי	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
soziales	חברתית	sozial	חברתי	ADJ;NOM;NEUT;SG	ADV
reformen	רפורמה	reformen	רפורמה	V;NFIN	N;FEM;SG
reformen	רפורמות	reformen	רפורמה	V;NFIN	N;FEM;PL
sklaven	עבד	sklaven	עבד	N;PL	V;MASC;SG;3;PST
sklaven	שפחה	sklaven	שפחה	N;PL	N;FEM;SG
weinbau	כרם	weinbau	כרם		N;MASC;SG
weinbau	כרמים	weinbau	כרם		PROPN
griechen	יוונים	griechen	יוון		N;MASC;PL
griechen	יוונים	griechen	יוון		N;MASC;PL
griechen	יווני	griechen	יווני		PROPN
griechen	יוונית	griechen	יוונית		PROPN
individuelle	הפרט	individuell	הפרט	ADJ;NOM;FEM;PL	PROPN
fair	הוגנת	fair	הוגן	ADJ	ADV
fair	יריד	fair	יריד	ADJ	
scheitern	כישלון	scheitern	כישלון	V;NFIN	N;MASC;SG
scheitern	כשל	scheitern	כשל	V;NFIN	
scheitern	כשלון	scheitern	כשלון	V;NFIN	N;MASC;SG
scheitern	כושל	scheitern	כשל	V;NFIN	PROPN
scheitern	כישלון	scheitern	כישלון	V;NFIN	N;MASC;SG
scheitern	כישלונות	scheitern	כישלון	V;NFIN	N;MASC;PL
spitzen	תחרה	spitz	תחרה	V;NFIN	PROPN
spitzen	לייס	spitz	לייס	V;NFIN	PROPN
spitzen	פסגות	spitz	פסגות	V;NFIN	N;FEM;PL
spitzen	פיקס	spitz	פיקס	V;NFIN	PROPN
aussieht	נראה	aussehen	נראה	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;MID
mohammed	מוחמד	mohammed	מוחמד		PROPN
mohammed	מוחמד	mohammed	מוחמד		PROPN
mohammed	מוחמד	mohammed	מוחמד		PROPN
mohammed	מוחמד	mohammed	מוחמד		PROPN
marktplatz	השוק	marktplatz	השוק	ADJ	
marktplatz	שוק	marktplatz	שוק	ADJ	N;MASC;SG
arkansas	ארקנסו	arkansas	ארקנסו	PROPN;NOM;NEUT;SG	PROPN
indonesien	אינדונזיה	indonesien	אינדונזיה	PROPN;NOM;NEUT;SG	PROPN
indonesien	האינדונזי	indonesien	האינדונזי	PROPN;NOM;NEUT;SG	PROPN
indonesien	אינדונזיה	indonesien	אינדונזיה	PROPN;NOM;NEUT;SG	PROPN
reagieren	תגיבו	reagieren	תגיב	V;NFIN	PROPN
bedingung	מותנה	bedingung	הותנה		V;MASC;SG;V.PTCP;PASS
bedingung	מותנית	bedingung	הותנה		V;V.PTCP
bedingung	מצב	bedingung	מצב		N;MASC;SG
paolo	פאולו	paolo	פאול	PROPN;NOM;MASC;SG	PROPN
tagebuch	יומן	tagebuch	יומן	ADJ	PROPN
tagebuch	יומני	tagebuch	יומני	ADJ	PROPN
tagebuch	יומן	tagebuch	יומן	ADJ	PROPN
tagebuch	יומנים	tagebuch	יומן	ADJ	N;MASC;PL
entsprechender	המתאימות	entsprechend	המתאימות	ADJ	N;FEM;PL
ethik	אתיקה	ethik	אתיקה		N;FEM;SG
ethik	האתיקה	ethik	האתיק		N;FEM;SG
ethik	אתיקה	ethik	אתיקה		N;FEM;SG
ausgewählte	נבחר	ausgewählt	נבחר	ADJ;NOM;FEM;PL	V;MASC;SG;3;PST;MID
ausgewählte	נבחרים	ausgewählt	נבחר	ADJ;NOM;FEM;PL	N;MASC;PL
ausgewählte	שנבחר	ausgewählt	שנבחר	ADJ;NOM;FEM;PL	PROPN
ausgewählte	נבחרו	ausgewählt	נבחר	ADJ;NOM;FEM;PL	V;PL;3;PST;MID
ausgewählte	נבחרה	ausgewählt	נבחר	ADJ;NOM;FEM;PL	V;FEM;SG;3;PST;MID
britisch	בריטים	britisch	בריטי	ADJ	N;MASC;PL
britisch	בריטי	britisch	בריטי	ADJ	N;MASC;SG
britisch	בריטית	britisch	בריטי	ADJ	PROPN
entdecken	גלה	entdecken	גל	V;NFIN	PROPN
entdecken	גלי	entdecken	גל	V;NFIN	
entdecken	גלה	entdecken	גל	V;NFIN	PROPN
entdecken	גלי	entdecken	גל	V;NFIN	
entdecken	דיסקברי	entdecken	דיסקברי	V;NFIN	PROPN
entdecken	התגלית	entdecken	התגלית	V;NFIN	
entdecken	תגלית	entdecken	תגלית	V;NFIN	N;FEM;SG
entdecken	גילוי	entdecken	גילוי	V;NFIN	N;MASC;SG
gestapo	הגסטפו	gestapo	הגסטף		PROPN
beginnend	התחלה	beginnend	התחלה	ADJ	N;FEM;SG
beginnend	ההתחלה	beginnend	ההתחלה	ADJ	V;FEM;SG;3;PST
beginnend	מתחיל	beginnend	התחיל	ADJ	V;MASC;SG;V.PTCP
frequenz	תדר	frequenz	תדר	ADJ	PROPN
frequenz	תדירות	frequenz	תדירות	ADJ	N;FEM;SG
lit	מוארת	lit	מואר		ADJ;FEM;SG
lit	דולק	lit	דולק		PROPN
lit	הדליק	lit	הדליק		V;MASC;SG;3;PST;ACT
lit	מואר	lit	מואר		ADJ;MASC;SG
auffällig	מורגש	auffällig	הורגש	ADJ	V;MASC;SG;V.PTCP;PASS
verlinkung	קישור	verlinkung	קישור	ADJ	
verlinkung	לינק	verlinkung	לינק	ADJ	PROPN
seltene	נדירה	selten	נדיר	ADJ;NOM;PL	ADJ;FEM;SG
seltene	נא	selten	None	ADJ;NOM;PL	
seltene	נדיר	selten	נדיר	ADJ;NOM;PL	
marshall	מארשל	marshall	ארשל	PROPN	PROPN
marshall	מרשל	marshall	מרשל	PROPN	PROPN
marshall	מרשל	marshall	מרשל	PROPN	PROPN
most	רובם	most	None		N;MASC;SG
most	רוב	most	רוב		N;MASC;SG
most	הרוב	most	הרוב		
most	הכי	most	הכי		
grosse	גדולים	groß	גדול	N;NOM;FEM;PL	ADJ;MASC;PL
grosse	גדול	groß	גדול	N;NOM;FEM;PL	ADJ;MASC;SG
grosse	גדולה	groß	גדול	N;NOM;FEM;PL	ADJ;FEM;SG
geeignete	ראוי	geeignet	ראוי	ADJ;NOM;FEM;PL	ADJ;MASC;SG
geeignete	מתאים	geeignet	התאים	ADJ;NOM;FEM;PL	V;MASC;SG;V.PTCP;ACT
geeignete	הולם	geeignet	הולם	ADJ;NOM;FEM;PL	
geeignete	מתאימה	geeignet	התאים	ADJ;NOM;FEM;PL	V;FEM;SG;V.PTCP;ACT
geeignete	הולמת	geeignet	הולם	ADJ;NOM;FEM;PL	ADJ;FEM;SG
geeignete	מתאים	geeignet	התאים	ADJ;NOM;FEM;PL	V;MASC;SG;V.PTCP;ACT
geeignete	מתאימה	geeignet	התאים	ADJ;NOM;FEM;PL	V;FEM;SG;V.PTCP;ACT
contest	תחרות	contest	תחרות	PROPN;NOM;SG	N;FEM;SG
contest	התחרות	contest	התחרה	PROPN;NOM;SG	N;FEM;PL
houston	יוסטון	houston	יוסטון	PROPN;NOM;SG	PROPN
adrian	אדריאן	adrian	אדריאן	PROPN;NOM;MASC;SG	PROPN
reichlich	בשפע	reichlich	בשפע	ADV	
reichlich	בשפע	reichlich	בשפע	ADV	
reichlich	שפע	reichlich	שפע	ADV	
reichlich	בשפע	reichlich	בשפע	ADV	
reichlich	שופע	reichlich	שופע	ADV	ADJ;MASC;SG
reichlich	שפע	reichlich	שפע	ADV	
gefallenen	שנפלו	gefallen	שנפל	ADJ;PL	PROPN
gefallenen	נפל	gefallen	נפל	ADJ;PL	V;MASC;SG;3;PST;ACT
gefallenen	הנופלים	gefallen	הנופל	ADJ;PL	N
gefallenen	נפלו	gefallen	נפל	ADJ;PL	V;PL;3;PST
gefallenen	שנפל	gefallen	שנפל	ADJ;PL	
kaffee	קפה	kaffee	קפה		N;MASC;SG
gedenkstätte	הנצחה	gedenkstätte	הנצחה	ADJ;NOM;FEM;SG	N;FEM;SG
agent	סוכן	agent	סוכן	PROPN;NOM;SG	N;MASC;SG
agent	הסוכן	agent	הסוכן	PROPN;NOM;SG	PROPN
agent	סוכנת	agent	סוכן	PROPN;NOM;SG	N;FEM;SG
zagreb	זאגרב	zagreb	זאגרב	PROPN	PROPN
fokus	להתרכז	fokus	התרכז	ADJ	V;NFIN
fokus	מיקוד	fokus	מיקוד	ADJ	
fokus	פוקוס	fokus	פוקוס	ADJ	PROPN
verbesserungen	שיפור	verberseringen	שיפור	V	N;MASC;SG
verbesserungen	שיפורים	verberseringen	שיפור	V	N;MASC;PL
verbesserungen	שיפור	verberseringen	שיפור	V	N;MASC;SG
gegenseitig	הדדי	gegenseitig	הדדי	ADJ	PROPN
schien	הופיעו	scheinen	הופיע	V;IND;SG;3;PST;FIN	V;PL;3;PST;ACT
schien	זרחה	scheinen	זרח	V;IND;SG;3;PST;FIN	N;FEM;SG
modellen	דוגמנית	modell	דוגמנית	N;PL	ADV
turnieren	טורנירים	turnieren	טורניר	V;NFIN	N;MASC;PL
grey	אפורה	grey	אפורה	PROPN;NOM;SG	ADJ;FEM;SG
grey	גריי	grey	גריי	PROPN;NOM;SG	PROPN
grey	אפור	grey	אפור	PROPN;NOM;SG	
krakau	קרקוב	krakau	קרקוב	PROPN;NOM;SG	PROPN
gedenken	הנצחה	gedenken	הנצחה	V;NFIN	N;FEM;SG
zypern	זימבבואה	zypern	זימבבואה		PROPN
zypern	בקפריסין	zypern	בקפריסין		PROPN
zypern	קפריסין	zypern	קפריסין		PROPN
zypern	מלטה	zypern	מלט		PROPN
anleitung	ידני	anleitung	ידני	N;NOM;FEM;SG	
anleitung	מדריך	anleitung	מדריך	N;NOM;FEM;SG	
anleitung	הנחיות	anleitung	הנחיה	N;NOM;FEM;SG	N;FEM;PL
anleitung	הוראות	anleitung	הוראה	N;NOM;FEM;SG	N;FEM;PL
staatsbürgerschaft	לאום	staatsbürgerschaft	לאום	ADJ	
staatsbürgerschaft	אזרחות	staatsbürgerschaft	אזרחה	ADJ	N;FEM;SG
staatsbürgerschaft	אזרחות	staatsbürgerschaft	אזרחה	ADJ	N;FEM;SG
zwang	כפייה	zwingen	כפייה	V;SG;FIN	N;FEM;SG
zwang	כפה	zwingen	כפה	V;SG;FIN	N;MASC;SG
zwang	כפייה	zwingen	כפייה	V;SG;FIN	N;FEM;SG
zwang	כפייה	zwingen	כפייה	V;SG;FIN	N;FEM;SG
komplexe	המורכבות	komplex	המורכבות	ADJ;NOM;FEM;PL	N
komplexe	מורכבות	komplex	הורכב	ADJ;NOM;FEM;PL	V;FEM;PL;V.PTCP;PASS
komplexe	מורכבים	komplex	מורכב	ADJ;NOM;FEM;PL	V;MASC;PL;V.PTCP;PASS
komplexe	מורכב	komplex	מורכב	ADJ;NOM;FEM;PL	V;MASC;SG;V.PTCP;PASS
komplexe	מורכבת	komplex	הורכב	ADJ;NOM;FEM;PL	V;FEM;SG;V.PTCP;PASS
komplexe	מתחם	komplex	מתחם	ADJ;NOM;FEM;PL	PROPN
komplexe	תסביך	komplex	תסביך	ADJ;NOM;FEM;PL	PROPN
verbündeten	ברית	verbünden	ברית	V;IND;PL;3;PST;FIN	N;FEM;SG
verbündeten	אלי	verbünden	אלי	V;IND;PL;3;PST;FIN	PROPN
monats	חודשי	monats	חודש		PROPN
monats	חודשיים	monats	חודש		N;MASC;DU
monats	חודשית	monats	חודשי		ADV
monats	חודש	monats	חודש		N;MASC;SG
türme	מגדל	türm	מגדל	N;NOM;PL	PROPN
türme	המגדל	türm	המגדל	N;NOM;PL	PROPN
hut	בקתה	hun	בקתה	N;SG	PROPN
hut	כובעים	hun	כובע	N;SG	N;MASC;PL
hut	כובעי	hun	כובע	N;SG	N;PSSD;MASC;PL
verbleib	הגורל	verbleib	הגורל		PROPN
milch	חלבי	milch	חלבי		PROPN
milch	חלב	milch	חלב		N;MASC;SG
kommerziellen	מסחרית	kommerziell	מסחרי	ADJ	ADV
kommerziellen	פרסומת	kommerziell	פרסומת	ADJ	N;FEM;SG
schmitt	שמיט	schmein	שמיט	PROPN	PROPN
bestände	מלאי	beständen	מלאי	N;NOM	
bestände	המלאי	beständen	המלאי	N;NOM	PROPN
hills	הגבעות	hills	הגבעה	PROPN	N;FEM;PL
hills	הילס	hills	הילס	PROPN	PROPN
hills	גבעות	hills	גבעות	PROPN	N;FEM;PL
baptist	הבפטיסטית	baptist	הבפטיסטית	PROPN;NOM;MASC;SG	ADV
anfänglich	בתחילה	anfänglich	בתחילה	ADJ	ADV
beeinflussen	השפעה	beeinflussen	השפעה	V;NFIN	N;FEM;SG
bug	באג	bugen	באג		PROPN
bug	הקשת	bugen	הקשה		ADV
bug	קידה	bugen	קידה		PROPN
meilen	מייל	meilen	מייל		PROPN
meilen	מיילס	meilen	מיילס		PROPN
meilen	קילומטרים	meilen	קילומטר		N;MASC;PL
meilen	מיילים	meilen	יילה		V;MASC;PL;V.PTCP;ACT
meilen	קילומטר	meilen	קילומטר		N;MASC;SG
taten	דידס	taten	דידס	V;FIN	PROPN
taten	מעשים	taten	מעשה	V;FIN	N;MASC;PL
farm	חוות	farm	חווה	PROPN	N;FEM;SG
farm	חווה	farm	חווה	PROPN	N;FEM;SG
oberstleutnant	קולונל	oberstleutnant	קולונל	ADJ	PROPN
ermitteln	חוקר	ermitteln	חוקר	V;NFIN	N;MASC;SG
ermitteln	חוקרים	ermitteln	חוקר	V;NFIN	N;MASC;PL
ermitteln	תחקור	ermitteln	תחקור	V;NFIN	N;MASC;SG
ermitteln	זהה	ermitteln	זהה	V;NFIN	
wta	טורנירי	wta	טורנירי		N;PSSD;MASC;PL
freizeit	בילוי	freizeit	בילוי		N;MASC;SG
freizeit	הפנאי	freizeit	הפנאי		PROPN
freizeit	ספורט	freizeit	ספורט		N;MASC;SG
drum	תוף	drum	תוף	ADV	PROPN
motorrad	אופניים	motorrad	אופניים		N
motorrad	אופנועים	motorrad	אופנוע		N;MASC;PL
motorrad	אופניים	motorrad	אופניים		N
motorrad	אופנוע	motorrad	אופנוע		N;MASC;SG
motorrad	אופנוע	motorrad	אופנוע		N;MASC;SG
lutherische	לותרנית	lutherisch	לותרני	ADJ;NOM;FEM;PL	PROPN
aktueller	זרם	aktuell	זרם	ADJ	N;MASC;SG
aktueller	הנוכחית	aktuell	הנוכחית	ADJ	N
aktueller	נוכחית	aktuell	נוכחי	ADJ	ADV
aktueller	נוכחי	aktuell	נוכחי	ADJ	
peer	peer	peer	peer		
wellen	גלים	wellen	גל		N;MASC;PL
maßstab	מאזניים	maßsteben	מאזניים	ADV	N;MASC;PL
ständige	קבועה	ständig	קבוע	ADJ;NOM;FEM;PL	ADJ;FEM;SG
ständige	קבוע	ständig	קבוע	ADJ;NOM;FEM;PL	ADJ;MASC;SG
ständige	הקבוע	ständig	הקבוע	ADJ;NOM;FEM;PL	PROPN
ständige	קבועה	ständig	קבוע	ADJ;NOM;FEM;PL	ADJ;FEM;SG
ständige	קבוע	ständig	קבוע	ADJ;NOM;FEM;PL	ADJ;MASC;SG
verbreiteten	המופץ	verbreiten	המופץ	V;IND;PL;3;PST;FIN	ADJ;MASC;SG
landete	נחת	landen	נחת	V;IND;SG;3;PST;FIN	
sopran	סופרנו	sopran	סופר		PROPN
schoss	יריה	schießen	יריה	V;V.PTCP	N;FEM;SG
schoss	זריקה	schießen	זריקה	V;V.PTCP	N;FEM;SG
