伴侶	partenere	伴侶	partenere	N	ADJ;INDF;FEM;PL
呼叫	apelarea	呼叫	apelare	V	N;DEF;FEM;SG
嵌	încorporate	嵌	încorpora	V	ADJ;INDF;FEM;PL
嵌	încorporată	嵌	încorpora	V	ADJ;INDF;FEM;SG
嵌	încorporat	嵌	încorporat	V	ADJ;INDF;MASC;SG
嵌	încorporarea	嵌	încorporare	V	N;DEF;FEM;SG
出血	sângerare	出血	sângerare	V	N;INDF;FEM;SG
出血	sângerări	出血	sângerare	V	N;INDF;FEM;PL
出血	hemoragie	出血	hemoragie	V	N;INDF;FEM;SG
出血	sângerare	出血	sângerare	V	N;INDF;FEM;SG
出血	sângereze	出血	sângera	V	
烤	coc	烤	coc	V	
烤	friptura	烤	friptură	V	N;DEF;FEM;SG
烤	friptură	烤	friptură	V	N;INDF;FEM;SG
口腔	orală	口腔	oral	N	ADJ;INDF;FEM;SG
港灣	harbor	港灣	harbor	PROPN	PROPN
港灣	harbour	港灣	harbour	PROPN	N;INDF;MASC;SG
牽引	tracțiune	牽引	tracțiune	V	N;INDF;FEM;SG
牽引	tractiune	牽引	tractiune	V	N;INDF;FEM;SG
菊池	kikuchi	菊池	kikuchi	PROPN	
喵	miau	喵	mi	PROPN	V;1
絕望	disperat	絕望	dispera	N	ADJ;INDF;MASC;SG
絕望	disperată	絕望	dispera	N	ADJ;INDF;FEM;SG
摩納哥	monaco	摩納哥	monaco	PROPN	PROPN
格言	motto	格言	motto	N	
格言	maxim	格言	maxim	N	ADJ;INDF;MASC;SG
腐	putrezească	腐	putrezi	N	V;SBJV;3;PRS;FIN
甘肅	gansu	甘肅	gansu	PROPN	PROPN
敵對	ostilitate	敵對	ostilitate	V	N;INDF;FEM;SG
敵對	ostilitatea	敵對	ostilitate	V	N;DEF;FEM;SG
敵對	ostil	敵對	ostil	V	ADJ;INDF;MASC;SG
敵對	ostili	敵對	ostil	V	ADJ;INDF;MASC;PL
敵對	ostilă	敵對	ostil	V	ADJ;INDF;FEM;SG
敵對	ostile	敵對	ostil	V	ADJ;INDF;FEM;PL
出處	origine	出處	origine	V	N;INDF;FEM;SG
出處	originea	出處	origine	V	N;DEF;FEM;SG
電磁	electromagnetică	電磁	electromagnetic	N	ADJ;INDF;FEM;SG
電磁	electromagnetic	電磁	electromagnetic	N	ADV
電磁	electromagnetice	電磁	electromagnetic	N	ADJ;INDF;FEM;PL
瘋	nebunie	瘋	nebunie		N;INDF;FEM;SG
瘋	nebuni	瘋	nebun		N;INDF;MASC;PL
瘋	nebun	瘋	nebun		ADJ;INDF;MASC;SG
瘋	nebuna	瘋	nebuna		N;DEF;FEM;SG
瘋	nebună	瘋	nebun		ADJ;INDF;FEM;SG
金子	auriu	金子	auriu	PROPN	ADJ;INDF;MASC;SG
金子	aur	金子	aur	PROPN	N;INDF;MASC;SG
金子	gold	金子	gold	PROPN	
金子	aurul	金子	aur	PROPN	N;DEF;MASC;SG
贏	victorie	贏	victorie	V	N;INDF;FEM;SG
開除	concedierea	開除	concediere	V	N;DEF;FEM;SG
開除	demiterea	開除	demitere	V	N;DEF;FEM;SG
開除	concediere	開除	concediere	V	N;INDF;FEM;SG
持久	durabile	持久	durabil	V	ADJ;INDF;FEM;PL
持久	durabilă	持久	durabil	V	ADJ;INDF;FEM;SG
持久	durabil	持久	durabil	V	ADJ;INDF;MASC;SG
持久	rezistent	持久	rezistent	V	ADJ;INDF;MASC;SG
晚餐	cinei	晚餐	cinel	N	
捐助	donatii	捐助	donat	V	N;INDF;FEM;PL
東正	ortodoxia	東正	ortodoxie	PROPN	N;DEF;FEM;SG
東正	ortodox	東正	ortodox	PROPN	N;INDF;MASC;SG
東正	ortodoxă	東正	ortodox	PROPN	ADJ;INDF;FEM;SG
東正	ortodoxe	東正	ortodox	PROPN	ADJ;INDF;FEM;PL
燕子	înghite	燕子	înghit	PROPN	V;IND;SG;3;PRS;FIN
鄰居	vecină	鄰居	vecin	N	ADJ;INDF;FEM;SG
鄰居	vecine	鄰居	vecin	N	ADJ;INDF;FEM;PL
橢	oval	橢	oval	N	ADJ;INDF;MASC;SG
橢	eliptice	橢	eliptic	N	ADJ;INDF;FEM;PL
追逐	urmărire	追逐	urmărire	V	N;INDF;FEM;SG
追逐	chase	追逐	chasă	V	PROPN
君士坦丁	constantin	君士坦丁	constantin	PROPN	PROPN
君士坦丁	constantine	君士坦丁	constantin	PROPN	
天然	gaze	天然	gaz	ADJ	N;INDF;FEM;PL
天然	gaz	天然	gaz	ADJ	N;INDF;MASC;SG
均衡	echilibrat	均衡	echilibrat	N	ADJ;INDF;MASC;SG
均衡	echilibrate	均衡	echilibrat	N	ADJ;INDF;FEM;PL
均衡	echilibrată	均衡	echilibra	N	ADJ;INDF;FEM;SG
掃	zdrobitoare	掃	zdrobitor		ADJ;INDF;FEM
掃	matura	掃	matur		N;DEF;FEM;SG
叢林	jungle	叢林	junglă	N	
藏	tibetan	藏	tibetan	PROPN	ADJ;INDF;MASC;SG
藏	tibet	藏	tibet	PROPN	N;INDF;MASC;SG
宣教	dawa	宣教	dawă	N	
保管	custodia	保管	custodie	V	N;DEF;FEM;SG
保管	custodie	保管	custodie	V	N;INDF;FEM;SG
粗糙	dur	粗糙	dur	N	ADJ;INDF;MASC;SG
粗糙	grosier	粗糙	grosier	N	ADV
激情	pasionat	激情	pasiona	N	ADJ;INDF;MASC;SG
激情	pasională	激情	pasional	N	ADJ;INDF;FEM;SG
激情	pasionată	激情	pasiona	N	ADJ;INDF;FEM;SG
激情	pasional	激情	pasional	N	ADJ;INDF;MASC;SG
擦音	fricative	擦音	fricativ	N	ADJ;INDF;FEM;PL
珍貴	prețios	珍貴	prețios	N	ADJ;INDF;MASC;SG
珍貴	pretios	珍貴	pretios	N	ADJ;INDF;MASC;SG
珍貴	prețioase	珍貴	prețios	N	ADJ;INDF;FEM;PL
嚴厲	aspră	嚴厲	aspru	N	ADJ;INDF;FEM;SG
嚴厲	aspru	嚴厲	aspru	N	ADV
長春	changchun	長春	changchun	PROPN	N;INDF;MASC;SG
通航	navigabil	通航	navigabil	V	ADJ;INDF;MASC;SG
俄亥俄	ohio	俄亥俄	ohio	PROPN	PROPN
獅子	leo	獅子	leo	N	PROPN
夔	kui	夔	kui	PROPN	N;INDF;MASC;SG
約瑟	joseph	約瑟	joseph	PROPN	PROPN
約瑟	iosif	約瑟	iosif	PROPN	PROPN
愛心	grijuliu	愛心	grijuliu	N	ADJ;INDF;MASC;SG
約旦	jordan	約旦	jordan	PROPN	PROPN
約旦	iordania	約旦	iordanie	PROPN	PROPN
昨天	ieri	昨天	ieri	N	ADV
十	ten	十	ten	NUM	N;INDF;MASC;SG
金石	lazuli	金石	laz	PROPN	
交配	colega	交配	colegă	V	N;DEF;FEM;SG
交配	mate	交配	mate	V	
交配	împerechere	交配	împerechere	V	N;INDF;FEM;SG
小川	ogawa	小川	ogawa	PROPN	
漢	seul	漢	seu	PROPN	N;DEF;MASC;SG
漢	seoul	漢	seoul	PROPN	N;DEF;MASC;SG
藥用	medicinale	藥用	medicinal	N	ADJ;INDF;FEM;PL
藥用	medicamentoase	藥用	medicamentos	N	ADJ;INDF;FEM;PL
藥用	medicinal	藥用	medicinal	N	ADJ;INDF;MASC;SG
多明尼加	dominicană	多明尼加	dominican	PROPN	N;INDF;FEM;SG
抬	ridicare	抬	ridicare	ADP	N;INDF;FEM;SG
可	credibil	可	credibil	V	ADJ;INDF;MASC;SG
可	credibilă	可	credibil	V	ADJ;INDF;FEM;SG
可	credibile	可	credibil	V	ADJ;INDF;FEM;PL
歐文	owen	歐文	owen	PROPN	PROPN
歐文	irving	歐文	irvinge	PROPN	PROPN
俄	rusă	俄	rus	PROPN	ADJ;INDF;FEM;SG
俄	rusesc	俄	rusesc	PROPN	ADV
俄	rusa	俄	rusa	PROPN	N;DEF;FEM;SG
俄	rus	俄	rus	PROPN	ADJ;INDF;MASC;SG
揭示	dezvălui	揭示	dezvălui	V	
妄想	paranoică	妄想	paranoic	N	ADJ;INDF;FEM;SG
妄想	paranoic	妄想	paranoic	N	ADJ;INDF;MASC;SG
成年	adulți	成年	adult	V	N;INDF;MASC;PL
成年	adult	成年	adult	V	N;INDF;MASC;SG
成年	adultă	成年	adult	V	ADJ;INDF;FEM;SG
成年	adulți	成年	adult	V	N;INDF;MASC;PL
成年	adulti	成年	adult	V	
冬青	holly	冬青	holly	PROPN	PROPN
大炮	cannon	大炮	cannon	N	PROPN
明智	înțelept	明智	înțelept	N	ADJ;INDF;MASC;SG
抽籤	remiză	抽籤	remiză	V	N;INDF;FEM;SG
阿瑟	arthur	阿瑟	arthur	PROPN	PROPN
阿瑟	artur	阿瑟	artur	PROPN	PROPN
捕獲	capturarea	捕獲	capturare	V	N;DEF;FEM;SG
捕獲	captura	捕獲	captură	V	N;DEF;FEM;SG
捕獲	captură	捕獲	captură	V	N;INDF;FEM;SG
捕獲	capturare	捕獲	capturare	V	N;INDF;FEM;SG
捕獲	captare	捕獲	captare	V	N;INDF;FEM;SG
捕獲	capturarea	捕獲	capturare	V	N;DEF;FEM;SG
聽眾	ascultător	聽眾	ascultător	N	ADJ;INDF;MASC;SG
聽眾	ascultători	聽眾	ascultător	N	ADJ;INDF;MASC;PL
思維	gândind	思維	gândi	N	V;V.MSDR
布魯塞爾	bruxelles	布魯塞爾	bruxelles	PROPN	PROPN
失業	șomaj	失業	șomaj	V	N;INDF;MASC;SG
野生	wildlife	野生	wildlife	ADJ	PROPN
昂貴	scump	昂貴	scump	N	ADV
昂貴	scumpi	昂貴	scump	N	
昂貴	scumpa	昂貴	scumpa	N	ADJ;DEF;FEM;SG
昂貴	scumpă	昂貴	scump	N	ADJ;INDF;FEM;SG
昂貴	scumpe	昂貴	scump	N	ADJ;INDF;FEM;PL
大	canabis	大	canabis	PART	N;INDF;MASC;SG
大	marijuana	大	marijuană	PART	N;DEF;FEM;SG
大	iarbă	大	iarbă	PART	N;INDF;FEM;SG
大	iarba	大	iarbă	PART	N;DEF;FEM;SG
可	suspicios	可	suspicios	V	ADJ;INDF;MASC;SG
可	suspecte	可	suspect	V	ADJ;INDF;FEM;PL
可	suspect	可	suspect	V	ADJ;INDF;MASC;SG
抗	antibioticele	抗	antibiotic	V	N;DEF;FEM;PL
抗	antibiotice	抗	antibiotic	V	N;INDF;FEM;PL
抗	antibiotic	抗	antibiotic	V	N;INDF;MASC;SG
專營	francize	專營	franciză	V	N;INDF;FEM;PL
專營	franciză	專營	franciză	V	N;INDF;FEM;SG
專營	franciza	專營	franciza	V	N;DEF;FEM;SG
字面	literal	字面	literal	N	ADJ;INDF;MASC;SG
紛爭	ceartă	紛爭	ceartă	N	V;IND;SG;3;PST;FIN
自轉	rotire	自轉	rotire	V	N;INDF;FEM;SG
自轉	rotație	自轉	rotație	V	N;INDF;FEM;SG
大通	urmărire	大通	urmărire	PROPN	N;INDF;FEM;SG
大通	chase	大通	chasă	PROPN	PROPN
破碎	stricat	破碎	strica	N	ADJ;INDF;MASC;SG
破碎	rupt	破碎	rupt	N	ADJ;INDF;MASC;SG
破碎	spart	破碎	spart	N	ADJ;INDF;MASC;SG
破碎	rupte	破碎	rupt	N	ADJ;INDF;FEM;PL
破碎	spulberat	破碎	spulbera	N	ADJ;INDF;MASC;SG
隔離	izolat	隔離	izolat	N	ADJ;INDF;MASC;SG
隔離	izolată	隔離	izolat	N	ADJ;INDF;FEM;SG
隔離	izolate	隔離	izolat	N	ADJ;INDF;FEM;PL
砸	smash	砸	smash	ADP	
砸	zdrobitor	砸	zdrobitor	ADP	ADJ;INDF;MASC;SG
生病	bolnav	生病	bolnav	V	ADJ;INDF;MASC;SG
生病	bolnava	生病	bolnavă	V	ADJ;DEF;FEM;SG
生病	bolnavi	生病	bolnav	V	N;INDF;MASC;PL
生病	bolnavă	生病	bolnav	V	ADJ;INDF;FEM;SG
中	mediană	中	median	N	ADJ;INDF;FEM;SG
中	median	中	median	N	ADJ;INDF;MASC;SG
摔	wrestling	摔	wrestling	N	PROPN
摔	lupte	摔	lupta	N	
濟南	jinan	濟南	jinan	PROPN	
高	eficient	高	eficient	ADJ	ADV
探險	explorer	探險	explorer	V	N;INDF;MASC;SG
探險	explorator	探險	explorator	V	N;INDF;MASC;SG
探險	exploratori	探險	explorator	V	N;INDF;MASC;PL
拖延	întârziere	拖延	întârziere	V	N;INDF;FEM;SG
拖延	întârzieri	拖延	întârziere	V	N;INDF;FEM;PL
拖延	întârzierile	拖延	întârziere	V	N;DEF;FEM;PL
伴隨	însoțire	伴隨	însoțire	V	N;INDF;FEM;SG
安息	rupe	安息	rupe	PROPN	V;IND;SG;3;PRS;FIN
安息	rup	安息	rupe	PROPN	V;IND;PL;3;PRS;FIN
安息	rip	安息	rip	PROPN	N;INDF;MASC;SG
預留	rezervată	預留	rezervat	V	ADJ;INDF;FEM;SG
預留	rezervat	預留	rezervat	V	ADJ;INDF;MASC;SG
預留	rezervate	預留	rezerva	V	ADJ;INDF;FEM;PL
震撼	scuturat	震撼	scutura	N	ADJ;INDF;MASC;SG
震撼	zguduit	震撼	zguduit	N	ADJ;INDF;MASC;SG
煩惱	enervat	煩惱	enervat	N	ADJ;INDF;MASC;SG
鮑威爾	powell	鮑威爾	powell	PROPN	PROPN
脊椎	vertebrate	脊椎	vertebra	N	ADJ;INDF;FEM;PL
混合	amestecul	混合	amestec	V	N;DEF;MASC;SG
混合	amestec	混合	amestec	V	N;INDF;MASC;SG
混合	amestecuri	混合	amestec	V	N;INDF;FEM;PL
粉紅	roz	粉紅	roz	N	
先例	precedente	先例	precedent	N	ADJ;INDF;FEM;PL
頸部	gat	頸部	gat	N	
脆	fragile	脆	fragil	N	ADJ;INDF;FEM;PL
脆	fragil	脆	fragil	N	ADJ;INDF;MASC;SG
脆	fragilă	脆	fragil	N	ADJ;INDF;FEM;SG
脆	vulnerabili	脆	vulnerabil	N	ADJ;INDF;MASC;PL
脆	vulnerabile	脆	vulnerabil	N	ADJ;INDF;FEM;PL
脆	vulnerabilă	脆	vulnerabil	N	ADJ;INDF;FEM;SG
脆	vulnerabil	脆	vulnerabil	N	ADJ;INDF;MASC;SG
定制	personalizat	定制	personaliza	V	ADJ;INDF;MASC;SG
定制	personalizare	定制	personalizare	V	N;INDF;FEM;SG
定制	personalizată	定制	personaliza	V	ADJ;INDF;FEM;SG
定制	personalizate	定制	personalizat	V	ADJ;INDF;FEM;PL
定制	personalizat	定制	personaliza	V	ADJ;INDF;MASC;SG
火花	sparks	火花	sparks	N	PROPN
莽	mang	莽	mang	PROPN	PROPN
協和	concord	協和	concord	PROPN	N;INDF;MASC;SG
伸展	intinde	伸展	intinde	N	V;IND;SG;3;PRS;FIN
伸展	întinde	伸展	întinde	N	V;IND;SG;3;PRS;FIN
亞馬遜	amazon	亞馬遜	amazon	PROPN	
特赦	amnesty	特赦	amnesty	N	PROPN
海牙	haga	海牙	hagă	PROPN	PROPN
領導	lider	領導	lider	V	N;INDF;MASC;SG
領導	conducător	領導	conducător	V	N;INDF;MASC;SG
領導	leader	領導	leader	V	N;INDF;MASC;SG
領導	liderul	領導	lider	V	N;DEF;MASC;SG
領導	conducători	領導	conducător	V	N;INDF;MASC;PL
領導	lideri	領導	lider	V	N;INDF;MASC;PL
領導	liderii	領導	lider	V	N;DEF;MASC;PL
言	cuvintele	言	cuvânt	V	N;DEF;FEM;PL
言	cuvinte	言	cuvânt	V	N;INDF;FEM;PL
言	vorbe	言	vorbă	V	N;INDF;FEM;PL
王座	tron	王座	tron	N	
拆解	dezmembrare	拆解	dezmembrare	V	N;INDF;FEM;SG
容忍	toleranță	容忍	toleranță	V	N;INDF;FEM;SG
容忍	toleranta	容忍	tolerant	V	N;DEF;FEM;SG
容忍	tolerate	容忍	tolera	V	ADJ;INDF;FEM;PL
容忍	tolerată	容忍	tolera	V	ADJ;INDF;FEM;SG
容忍	tolerat	容忍	tolera	V	ADJ;INDF;MASC;SG
四	cvartet	四	cvartet	NUM	N;INDF;MASC;SG
偏好	preferat	偏好	preferat	N	ADJ;INDF;MASC;SG
糖果	candy	糖果	candy	N	
利潤	profit	利潤	profit		N;INDF;MASC;SG
利潤	profitul	利潤	profit		N;DEF;MASC;SG
利潤	rentabilitate	利潤	rentabilitate		N;INDF;FEM;SG
利潤	profitabilitatea	利潤	profitabilitate		N;DEF;FEM;SG
利潤	rentabilitatea	利潤	rentabilitate		N;DEF;FEM;SG
利潤	profiturilor	利潤	profit		N;DEF;FEM;PL
利潤	profituri	利潤	profit		N;INDF;FEM;PL
利潤	profiturile	利潤	profit		N;DEF;FEM;PL
切換	comutare	切換	comutare	V	N;INDF;FEM;SG
切換	comutator	切換	comutator	V	N;INDF;MASC;SG
切換	comutare	切換	comutare	V	N;INDF;FEM;SG
切換	comutare	切換	comutare	V	N;INDF;FEM;SG
琮	cong	琮	cong	PROPN	PROPN
奔	rularea	奔	rulare	V	N;DEF;FEM;SG
震驚	socat	震驚	soca	N	ADJ;INDF;MASC;SG
協作	colaborează	協作	colabora	N	V;IND;3;PRS;FIN
代理	agenții	代理	agent	V	N;DEF;MASC;PL
代理	agenți	代理	agent	V	N;INDF;MASC;PL
代理	agentii	代理	agent	V	N;DEF;MASC;PL
代理	agenti	代理	agent	V	N;INDF;MASC;PL
代理	proxy	代理	proxy	V	N;INDF;MASC;SG
代理	agent	代理	agent	V	N;INDF;MASC;SG
代理	agentul	代理	agent	V	N;DEF;MASC;SG
呂宋	luzon	呂宋	luzon	PROPN	
美味	gustoasă	美味	gustos	N	ADJ;INDF;FEM;SG
美味	gustos	美味	gustos	N	ADJ;INDF;MASC;SG
美味	gustoase	美味	gustos	N	ADJ;INDF;FEM;PL
美味	delicios	美味	delicios	N	ADJ;INDF;MASC;SG
美味	delicioasă	美味	delicios	N	ADJ;INDF;FEM;SG
美味	delicios	美味	delicios	N	ADJ;INDF;MASC;SG
美味	delicioase	美味	delicios	N	ADJ;INDF;FEM;PL
熔	topi	熔	topi	N	V;IND;SG;3;PST;FIN
熔	topesc	熔	topi	N	V;IND;PL;3;PRS;FIN
吸入	inhalarea	吸入	inhalare	V	N;DEF;FEM;SG
吸入	inhalare	吸入	inhalare	V	N;INDF;FEM;SG
安第斯	anzi	安第斯	andi	PROPN	N;INDF;MASC;PL
茉莉	molly	茉莉	molly	PROPN	PROPN
注意	atentie	注意	atentie	V	
注意	atenție	注意	atenție	V	N;INDF;FEM;SG
站立	stand	站立	sta	V	
鼓吹	predici	鼓吹	predic	V	N;INDF;FEM;PL
鼓吹	predica	鼓吹	predica	V	N;DEF;FEM;SG
鼓吹	predică	鼓吹	predic	V	N;INDF;FEM;SG
吞噬	devorează	吞噬	devora	N	V;IND;3;PRS;FIN
印度	indochina	印度	indochină	PROPN	PROPN
同化	asimilate	同化	asimilat	V	ADJ;INDF;FEM;PL
同化	asimilat	同化	asimila	V	ADJ;INDF;MASC;SG
同化	asimilare	同化	asimilare	V	N;INDF;FEM;SG
對峙	confruntare	對峙	confruntare	V	N;INDF;FEM;SG
對峙	confruntarea	對峙	confruntare	V	N;DEF;FEM;SG
孵化	incubare	孵化	incubare	V	N;INDF;FEM;SG
孵化	hatch	孵化	hatch	V	N;INDF;MASC;SG
孵化	trapa	孵化	trapă	V	N;DEF;FEM;SG
大連	dalian	大連	dalian	PROPN	N;INDF;MASC;SG
文藝	renascentist	文藝	renascentist	N	ADJ;INDF;MASC;SG
忠誠	loială	忠誠	loială	N	ADJ;INDF;FEM;SG
忠誠	loial	忠誠	loial	N	ADJ;INDF;MASC;SG
忠誠	loiali	忠誠	loial	N	ADJ;INDF;MASC;PL
忠誠	loiale	忠誠	loial	N	ADJ;INDF;FEM;PL
忠誠	credincioasă	忠誠	credincios	N	ADJ;INDF;FEM;SG
祖國	patriei	祖國	patrie	N	PROPN;DEF;FEM;SG
休士頓	houston	休士頓	houston	PROPN	PROPN
供電	electricitatea	供電	electricitate	V	N;DEF;FEM;SG
供電	electricitate	供電	electricitate	V	N;INDF;FEM;SG
四	membre	四	membră	NUM	N;INDF;FEM;PL
四	membrele	四	membră	NUM	N;DEF;FEM;PL
四	membrelor	四	membră	NUM	N;DEF;FEM;PL
莎莉	sally	莎莉	sally	PROPN	N;INDF;MASC;SG
視	windows	視	windows	V	PROPN
視	ferestre	視	fereastră	V	N;INDF;FEM;PL
視	geamuri	視	geam	V	N;INDF;FEM;PL
視	ferestrele	視	fereastră	V	N;DEF;FEM;PL
視	fereastră	視	fereastră	V	N;INDF;FEM;SG
視	fereastra	視	fereastră	V	N;DEF;FEM;SG
視	geam	視	geam	V	N;INDF;MASC;SG
抗	antigen	抗	antigen	V	N;INDF;MASC;SG
多哈	doha	多哈	dohă	PROPN	PROPN
守護	gardian	守護	gardian	V	N;INDF;MASC;SG
守護	tutore	守護	totor	V	N;INDF;MASC;SG
守護	păzitor	守護	păzitor	V	N;INDF;MASC;SG
守護	guardian	守護	guardian	V	N;INDF;MASC;SG
守護	gardienii	守護	gardian	V	N;DEF;MASC;PL
守護	gardieni	守護	gardian	V	N;INDF;MASC;PL
仇恨	urăsc	仇恨	ură	N	V;IND;PL;3;PRS;FIN
矮人	pitică	矮人	pitică	N	ADJ;INDF;FEM;SG
矮人	pitic	矮人	pitic	N	ADJ;INDF;MASC;SG
不	neregulat	不	neregulat	ADV;NEG	ADJ;INDF;MASC;SG
不	neregulate	不	neregulat	ADV;NEG	ADJ;INDF;FEM;PL
穩定	stabilitate	穩定	stabilitate	ADJ	N;INDF;FEM;SG
穩定	stabilitatea	穩定	stabilitate	ADJ	N;DEF;FEM;SG
世襲	ereditare	世襲	ereditare	N	ADJ;INDF;FEM;PL
世襲	ereditar	世襲	ereditar	N	ADJ;INDF;MASC;SG
世襲	ereditară	世襲	ereditar	N	ADJ;INDF;FEM;SG
櫻桃	cherry	櫻桃	cherry	PROPN	N;INDF;MASC;SG
執事	deacon	執事	deacon	N	PROPN
哀悼	condoleanțe	哀悼	condoleanță	V	N;INDF;FEM;PL
哀悼	doliu	哀悼	doliu	V	N;INDF;MASC;SG
哀悼	jale	哀悼	jale	V	
加重	agravat	加重	agrava	V	ADJ;INDF;MASC;SG
加重	agravante	加重	agravant	V	N;INDF;FEM;PL
大	mogul	大	mogul	ADJ	N;INDF;MASC;SG
大	magnat	大	magnat	ADJ	N;INDF;MASC;SG
安慰	confort	安慰	confort	V	N;INDF;MASC;SG
安慰	comfort	安慰	comfort	V	N;INDF;MASC;SG
安慰	confortul	安慰	confort	V	N;DEF;MASC;SG
安慰	alinare	安慰	alinare	V	N;INDF;FEM;SG
空手	karate	空手	karate	N	
乾燥	usca	乾燥	usca	ADJ	V;IND;SG;3;IPFV;FIN
乾燥	uscare	乾燥	uscare	ADJ	N;INDF;FEM;SG
乾燥	uscarea	乾燥	uscare	ADJ	N;DEF;FEM;SG
警示	alert	警示	alert	N	ADV
土佐	tosa	土佐	tosa	PROPN	N;DEF;FEM;SG
潛力	potential	潛力	potential	N	ADJ;INDF;MASC;SG
勞倫斯	lawrence	勞倫斯	lawrenc	PROPN	PROPN
低溫	criogenic	低溫	criogenic	N	ADV
奧斯汀	austin	奧斯汀	austin	PROPN	PROPN
吉野	yoshino	吉野	yoshino	PROPN	
推算	extrapolarea	推算	extrapolare	V	N;DEF;FEM;SG
管理	manager	管理	manager	V	N;INDF;MASC;SG
管理	managerul	管理	manager	V	N;DEF;MASC;SG
管理	managerii	管理	manager	V	N;DEF;MASC;PL
管理	manageri	管理	manager	V	N;INDF;MASC;PL
哈桑	hassan	哈桑	hassan	PROPN	PROPN
卸	descarcare	卸	descarcare	V	N;INDF;FEM;SG
聚焦	focalizare	聚焦	focalizare	V	N;INDF;FEM;SG
聚焦	focalizare	聚焦	focalizare	V	N;INDF;FEM;SG
佐賀	saga	佐賀	sagă	PROPN	N;DEF;FEM;SG
佛羅里達	florida	佛羅里達	florida	PROPN	N;DEF;FEM;SG
誤導	înșelătoare	誤導	înșelător	V	ADJ;INDF;FEM
比丘	picchu	比丘	picchu	PROPN	N;INDF;MASC;SG
腎	renale	腎	renal	N	ADJ;INDF;FEM;PL
腎	renală	腎	renal	N	ADJ;INDF;FEM;SG
波恩	bonn	波恩	bonn	PROPN	PROPN
回憶	memoriile	回憶	memorie	V	N;DEF;FEM;PL
回憶	memorii	回憶	memorie	V	N;INDF;FEM;PL
回憶	memoriile	回憶	memorie	V	N;DEF;FEM;PL
回憶	memorii	回憶	memorie	V	N;INDF;FEM;PL
鈎	hook	鈎	hook	N	PROPN
觸發	trăgaci	觸發	trăgaci	V	
觸發	declanșare	觸發	declanșare	V	N;INDF;FEM;SG
仁愛	binefacere	仁愛	binefacere	PROPN	N;INDF;FEM;SG
未婚	nemăritată	未婚	nemăritat	V	ADJ;INDF;FEM;SG
未婚	necăsătorit	未婚	necăsătorit	V	ADJ;INDF;MASC;SG
未婚	necăsătorită	未婚	necăsătorit	V	ADJ;INDF;FEM;SG
美式	american	美式	american	N	ADJ;INDF;MASC;SG
美式	americană	美式	american	N	ADJ;INDF;FEM;SG
美式	americancă	美式	americanc	N	ADJ;INDF;FEM;SG
胚胎	embrionare	胚胎	embrionar	N	ADJ;INDF;FEM;PL
違規	încălcare	違規	încălcare	V	N;INDF;FEM;SG
違規	încălcarea	違規	încălcare	V	N;DEF;FEM;SG
違規	violare	違規	violare	V	N;INDF;FEM;SG
違規	încălcare	違規	încălcare	V	N;INDF;FEM;SG
關節	comune	關節	comun	N	ADJ;INDF;FEM;PL
淡出	decolorare	淡出	decolorare	V	N;INDF;FEM;SG
煤礦	cărbune	煤礦	cărbune	N	
煤礦	carbune	煤礦	carbune	N	
宣揚	predici	宣揚	predic	V	N;INDF;FEM;PL
宣揚	predica	宣揚	predica	V	N;DEF;FEM;SG
宣揚	predică	宣揚	predic	V	N;INDF;FEM;SG
侵蝕	eroziune	侵蝕	eroziune	V	N;INDF;FEM;SG
後勤	logistice	後勤	logistic	N	ADJ;INDF;FEM;PL
後勤	logistic	後勤	logistic	N	ADJ;INDF;MASC;SG
固體	solid	固體	solid	N	ADJ;INDF;MASC;SG
固體	solidă	固體	solid	N	ADJ;INDF;FEM;SG
固體	solide	固體	solid	N	ADJ;INDF;FEM;PL
固體	solide	固體	solid	N	ADJ;INDF;FEM;PL
寄宿	rezidențiale	寄宿	rezidențial	N	ADJ;INDF;FEM;PL
鼻子	nasu	鼻子	nasu	N	
勐	mueang	勐	mueang	PROPN	N;INDF;MASC;SG
訂單	comanda	訂單	comandă	V	N;DEF;FEM;SG
訂單	ordinea	訂單	ordine	V	N;DEF;FEM;SG
訂單	comandă	訂單	comandă	V	N;INDF;FEM;SG
訂單	ordine	訂單	ordine	V	N;INDF;FEM;SG
訂單	ordin	訂單	ordin	V	N;INDF;MASC;SG
訂單	ordine	訂單	ordine	V	N;INDF;FEM;SG
訂單	ordinele	訂單	ordin	V	N;DEF;FEM;PL
訂單	comenzi	訂單	comandă	V	N;INDF;FEM;PL
日內瓦	geneva	日內瓦	genevă	PROPN	PROPN
梅森	mason	梅森	mason	PROPN	N;INDF;MASC;SG
女巫	vrăjitoare	女巫	vrăjitor	N	ADJ;INDF;FEM
女巫	vrajitoare	女巫	vrajitor	N	ADJ;INDF;FEM
西邊	west	西邊	west	N	PROPN
出國	strainatate	出國	strainatate	V	N;INDF;FEM;SG
出國	străinătate	出國	străinătate	V	N;INDF;FEM;SG
耐心	răbdare	耐心	răbdare	ADJ	N;INDF;FEM;SG
耐心	rabdare	耐心	rabdare	ADJ	N;INDF;FEM;SG
潛水	scufundări	潛水	scufundare	V	N;INDF;FEM;PL
潛水	scufundare	潛水	scufundare	V	N;INDF;FEM;SG
潛水	scufundare	潛水	scufundare	V	N;INDF;FEM;SG
合法	legitimitatea	合法	legitimitate	V	N;DEF;FEM;SG
