של	shel	של	shel	PART;GEN	N;NOM;INDF;MASC+FEM;SG
שיטה	acacia	שיטה	acacia	N;FEM;SG	V;IMP;FIN;ACT
נשלח	inlämnade	נשלח	inlämna	V;MASC;SG;3;PST;MID	ADJ;NOM;PL;PST;V.PTCP
נשלח	transporteras	נשלח	transportera	V;MASC;SG;3;PST;MID	V;IND;PRS;FIN;PASS
נשלח	levererad	נשלח	levererad	V;MASC;SG;3;PST;MID	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
נשלח	fraktas	נשלח	frakta	V;MASC;SG;3;PST;MID	V;IND;NFIN;PASS
נשלח	levereras	נשלח	leverera	V;MASC;SG;3;PST;MID	V;IND;FIN;PASS
נשלח	skickas	נשלח	skicka	V;MASC;SG;3;PST;MID	V;IND;PRS;FIN;PASS
נשלח	skickade	נשלח	skicka	V;MASC;SG;3;PST;MID	V;IND;PST;FIN;ACT
נשלח	skickat	נשלח	skicka	V;MASC;SG;3;PST;MID	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
נשלח	skickad	נשלח	skicka	V;MASC;SG;3;PST;MID	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
הכניסה	entré	הכניס	entré	V;FEM;SG;3;PST;ACT	N;NOM;INDF;MASC+FEM;SG
הכניסה	ingång	הכניס	ingång	V;FEM;SG;3;PST;ACT	N;NOM;INDF;MASC+FEM;SG
תרומות	bidrag	תרומה	bidrag	N;FEM;PL	N;NOM;INDF;NEUT;SG
ציבורית	offentliga	ציבורי	offentlig	ADV	ADJ;NOM;PL
ציבורית	offentlig	ציבורי	offentlig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
קיום	existera	קיום	existera	N;MASC;SG	V;IMP;FIN;ACT
המוות	död	המווה	död		N;NOM;INDF;MASC+FEM;SG
המוות	döden	המווה	död		N;NOM;DEF;MASC+FEM;SG
המוות	death	המווה	death		N;NOM;INDF;NEUT;SG
המוות	dödsfall	המווה	dödsfall		N;NOM;INDF;NEUT;PL
מיוחדים	speciellt	מיוחד	speciell	ADJ;MASC;PL	ADV
מיוחדים	särskild	מיוחד	särskild	ADJ;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מיוחדים	speciell	מיוחד	speciell	ADJ;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
מאפשר	möjliggöra	None	möjliggöra	V;SG;V.PTCP	V;IMP;FIN;ACT
מאפשר	tillåter	None	tillåta	V;SG;V.PTCP	V;IND;PRS;FIN;ACT
מאפשר	möjliggör	None	möjliggöra	V;SG;V.PTCP	V;IND;PRS;FIN;ACT
מאפשר	aktiverar	None	aktivera	V;SG;V.PTCP	V;IND;PRS;FIN;ACT
מאפשר	möjliggör	None	möjliggöra	V;SG;V.PTCP	V;IND;PRS;FIN;ACT
פרסים	awards	פרס	acard	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
קוק	cook	קוק	cook	PROPN	PROPN;NOM
קוק	kock	קוק	kock	PROPN	N;NOM;INDF;MASC+FEM;SG
אוקטובר	oktober	אוקטובר	oktober	PROPN	N;NOM;INDF;MASC+FEM;SG
מועמד	nominerade	מועמד	nominera	N;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
מועמד	nomineras	מועמד	nominera	N;MASC;SG	V;IND;NFIN;PASS
מועמד	nominerad	מועמד	nominera	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מועמד	utsedda	מועמד	utse	N;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
ברצלונה	barcelona	ברצלונה	barcelon	PROPN	N;NOM;INDF;MASC+FEM;SG
נפש	psykiskt	נפש	psykisk	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG
נפש	mentala	נפש	mental	N;FEM;SG	ADJ;NOM;PL
נפש	psykiska	נפש	psykisk	N;FEM;SG	ADJ;NOM;PL
פסטיבל	festivalen	פסטיבל	festival	N;MASC;SG	N;NOM;DEF;NEUT;PL
בנה	byggt	בנה	bygga		ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
בנה	byggda	בנה	bygga		ADJ;NOM;PL;PST;V.PTCP
בנה	byggd	בנה	bygga		ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
בנה	byggde	בנה	bygga		V;IND;PST;FIN;ACT
בנה	bygg	בנה	bygg		V;IMP;FIN;ACT
בנה	bygga	בנה	bygga		V;IMP;FIN;ACT
הטקסט	text	הטקסט	text	PROPN	N;NOM;INDF;MASC+FEM;SG
הטקסט	texten	הטקסט	text	PROPN	N;NOM;DEF;MASC+FEM;SG
הקהל	målgruppen	הקהל	målgrupp	PROPN	N;NOM;DEF;MASC+FEM;SG
הקהל	publik	הקהל	publik	PROPN	N;NOM;INDF;MASC+FEM;SG
הקהל	målgrupp	הקהל	målgrupp	PROPN	N;NOM;INDF;MASC+FEM;SG
הקהל	publiken	הקהל	publik	PROPN	N;NOM;DEF;MASC+FEM;SG
הקהל	publik	הקהל	publik	PROPN	N;NOM;INDF;MASC+FEM;SG
הקהל	folkmassa	הקהל	folkmass	PROPN	N;NOM;INDF;MASC+FEM;SG
הקונגרס	kongressen	הקונגרס	kongress	PROPN	N;NOM;DEF;MASC+FEM;SG
הקונגרס	congress	הקונגרס	congress	PROPN	N;NOM;INDF;MASC+FEM;SG
הקונגרס	kongress	הקונגרס	kongress	PROPN	N;NOM;INDF;MASC+FEM;SG
המורשת	efterlevande	המורשה	efterlevande	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
קורות	återuppta	קורה	återuppta	N;FEM;PL	V;V.PTCP;ACT
ארוכה	långa	ארוך	lång	ADJ;FEM;SG	ADJ;NOM;PL
ארוכה	långt	ארוך	långt	ADJ;FEM;SG	ADV
ארוכה	long	ארוך	long	ADJ;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ארוכה	länge	ארוך	länge	ADJ;FEM;SG	ADV
מרחב	mellanslag	מרחב	mellanslag	N;MASC;SG	N;NOM;INDF;NEUT;PL
תעופה	aviation	תעופה	aviation	N;FEM;SG	PROPN;NOM
יונה	duva	יונה	duva	PROPN	N;NOM;INDF;MASC+FEM;SG
יונה	yona	יונה	yona	PROPN	N;NOM;INDF;MASC+FEM;SG
יונה	duva	יונה	duva	PROPN	N;NOM;INDF;MASC+FEM;SG
יונה	jona	יונה	jog	PROPN	PROPN;NOM
יונה	jonah	יונה	jonah	PROPN	PROPN;NOM
זמר	singer	זמר	singa	PROPN	PROPN;NOM
זמר	sångare	זמר	sång	PROPN	N;NOM;INDF;MASC+FEM;SG
זמר	sångerska	זמר	sångerska	PROPN	N;NOM;INDF;MASC+FEM;SG
השביעי	vii	השביע	vii	ADV	NUM;NOM
רומן	roman	רומן	roman	PROPN	N;NOM;INDF;MASC+FEM;SG
רומן	romerska	רומן	romersk	PROPN	ADJ;NOM;PL
רומן	romersk	רומן	romersk	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
רומן	novell	רומן	novell	PROPN	N;NOM;INDF;MASC+FEM;SG
רומן	romanen	רומן	roman	PROPN	N;NOM;DEF;MASC+FEM;SG
רומן	roman	רומן	roman	PROPN	N;NOM;INDF;MASC+FEM;SG
אדלר	adler	אדלר	adla	PROPN	PROPN;NOM
עמק	dal	עמק	dal		N;NOM;INDF;MASC+FEM;SG
עמק	valley	עמק	valley		N;NOM;INDF;NEUT;SG
עמק	dalen	עמק	dal		N;NOM;DEF;MASC+FEM;SG
כחול	blå	כחול	blå		ADJ;NOM;PL
כחול	blue	כחול	blue		N;NOM;INDF;MASC+FEM;SG
כחול	blåa	כחול	blåa		ADJ;NOM;PL
כחול	blått	כחול	blå		N;NOM;INDF;NEUT;SG
קדם	pre	קדם	pre	ADV	N;NOM;INDF;MASC+FEM;SG
קדם	marknadsför	קדם	marknadsför	ADV	V;IND;FIN;PASS
קדם	främja	קדם	främja	ADV	V;IMP;FIN;ACT
קדם	marknadsföra	קדם	marknadsföra	ADV	V;IMP;FIN;ACT
ההצעה	erbjudande	ההצעה	erbjudande	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
דור	generation	דור	generation		N;NOM;INDF;MASC+FEM;SG
דור	generationen	דור	generation		N;NOM;DEF;MASC+FEM;SG
דור	generering	דור	generering		N;NOM;INDF;MASC+FEM;SG
דור	släkte	דור	släkte		N;NOM;INDF;NEUT;SG
יושב	sitter	יושב	sitta	N;MASC;SG	V;IND;PRS;FIN;ACT
יושב	sitter	יושב	sitta	N;MASC;SG	V;IND;PRS;FIN;ACT
יושב	sittande	יושב	sitta	N;MASC;SG	ADJ;NOM;PRS;V.PTCP
מוכר	bekanta	מוכר	bekant		ADJ;NOM;PL
מוכר	bekant	מוכר	bekant		ADJ;NOM;INDF;NEUT;SG
מוכר	familjär	מוכר	familjär		ADJ;NOM;INDF;MASC+FEM;SG
מוכר	välbekant	מוכר	välbekant		ADJ;NOM;INDF;NEUT;SG
מוכר	säljer	מוכר	sälja		V;IND;PRS;FIN;ACT
מוכר	sälja	מוכר	sälja		V;IMP;FIN;ACT
מוכר	erkänd	מוכר	erkänd		ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מוכר	erkänt	מוכר	erkända		ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
מוכר	erkända	מוכר	erkända		ADJ;NOM;PL;PST;V.PTCP
מוכר	igenkänd	מוכר	igenkänd		ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מוכר	säljare	מוכר	säljare		N;NOM;INDF;MASC+FEM;PL
מוכר	säljaren	מוכר	säljare		N;NOM;DEF;MASC+FEM;SG
אס	ess	אס	ni	PROPN	N;NOM;INDF;NEUT;SG
אס	ace	אס	ace	PROPN	N;NOM;INDF;MASC+FEM;SG
הסבר	förklaringar	הסבר	förklaring	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
הסבר	förklarar	הסבר	förklara	N;MASC;SG	V;IND;PRS;FIN;ACT
הסבר	förklara	הסבר	förklara	N;MASC;SG	V;IMP;FIN;ACT
באנגליה	england	באנגליה	england	PROPN	PROPN;NOM
מחנה	läger	מחנה	läga	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
נותר	återstår	נותר	återstå	V;MASC;SG;V.PTCP;MID	V;IND;PRS;FIN;ACT
נותר	kvarstår	נותר	kvarstå	V;MASC;SG;V.PTCP;MID	V;IND;PRS;FIN;ACT
נותר	kvarvarande	נותר	kvarvarande	V;MASC;SG;V.PTCP;MID	ADJ;NOM
נותר	återstår	נותר	återstå	V;MASC;SG;V.PTCP;MID	V;IND;PRS;FIN;ACT
נותר	återstående	נותר	återstående	V;MASC;SG;V.PTCP;MID	ADJ;NOM
נותר	resterande	נותר	resterande	V;MASC;SG;V.PTCP;MID	ADJ;NOM;PRS;V.PTCP
אבו	abu	אבו	abu	PROPN	PROPN;NOM
ברזל	strykjärn	ברזל	strykjärn		N;NOM;INDF;MASC+FEM;SG
ברזל	iron	ברזל	iron		N;NOM;INDF;NEUT;SG
ברזל	järn	ברזל	järn		N;NOM;INDF;NEUT;SG
אריק	eric	אריק	eric	PROPN	PROPN;NOM
אריק	erik	אריק	erik	PROPN	PROPN;NOM
אריק	erik	אריק	erik	PROPN	PROPN;NOM
הצלחה	framgångar	הצלחה	framgång	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
חיות	odjur	חיה	odjur	N;FEM;PL	N;NOM;INDF;NEUT;SG
המעבר	övergång	המעבר	övergång	PROPN	N;NOM;INDF;MASC+FEM;SG
המעבר	övergången	המעבר	övergång	PROPN	N;NOM;DEF;MASC+FEM;SG
בריטי	brittisk	בריטי	brittisk	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
בריטי	brittiska	בריטי	brittisk	N;MASC;SG	ADJ;NOM;PL
בריטי	britter	בריטי	britt	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
בריטי	brittiskt	בריטי	brittisk	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG
בתים	hus	בית	hus	N;MASC;PL	N;NOM;INDF;NEUT;SG
מעלות	grader	מעלה	grad	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
הלב	hjärtat	הלב	hjärta		N;NOM;DEF;NEUT;SG
הלב	heart	הלב	heart		N;NOM;INDF;MASC+FEM;SG
הלב	hjärta	הלב	hjärta		N;NOM;INDF;NEUT;SG
עריכות	redigerar	עריכה	redigera	N;FEM;PL	V;IND;PRS;FIN;ACT
האב	navet	האב	nav		N;NOM;DEF;NEUT;SG
האב	nav	האב	nav		N;NOM;INDF;NEUT;SG
האב	hub	האב	hub		N;NOM;INDF;MASC+FEM;SG
חוקרים	utreder	חוקר	utreda	N;MASC;PL	V;IND;PRS;FIN;ACT
חוקרים	utredande	חוקר	utreda	N;MASC;PL	ADJ;NOM;PRS;V.PTCP
חוקרים	undersöker	חוקר	undersöka	N;MASC;PL	V;IND;PRS;FIN;ACT
חוקרים	upptäcktsresande	חוקר	upptäcktsresa	N;MASC;PL	N;NOM;INDF;NEUT;SG
הספרייה	bibliotek	הספרייה	bibliotek	PROPN	N;NOM;INDF;NEUT;SG
הספרייה	biblioteket	הספרייה	bibliotek	PROPN	N;NOM;DEF;NEUT;SG
רגיל	normalt	רגיל	normal	ADJ;MASC;SG	ADV
רגיל	normala	רגיל	normal	ADJ;MASC;SG	ADJ;NOM;PL
רגיל	regelbundet	רגיל	regelbund	ADJ;MASC;SG	N;NOM;DEF;NEUT;SG
רגיל	regelbundna	רגיל	regelbunden	ADJ;MASC;SG	ADJ;NOM;PL
רגיל	regelbunden	רגיל	regelbund	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
רגיל	ordinarie	רגיל	ordinarium	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
רגיל	ordinarie	רגיל	ordinarium	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
רגיל	vanliga	רגיל	vanlig	ADJ;MASC;SG	ADJ;NOM;PL
מזכיר	påminns	מזכיר	påminn	N;MASC;SG	V;IND;PRS;FIN;PASS
מזכיר	påminner	מזכיר	påminna	N;MASC;SG	V;IND;PRS;FIN;ACT
מזכיר	nämner	מזכיר	namn	N;MASC;SG	V;IND;PRS;FIN;ACT
מזכיר	sekreterare	מזכיר	sekreterare	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
איסור	förbjuda	איסור	förbjuda	N;MASC;SG	V;IMP;FIN;ACT
כיכר	torg	כיכר	torg	PROPN	N;NOM;INDF;NEUT;SG
כיכר	square	כיכר	square	PROPN	N;NOM;INDF;MASC+FEM;SG
כיכר	fyrkantig	כיכר	fyrkantig	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
כיכר	kvadrat	כיכר	kvadrat	PROPN	N;NOM;INDF;MASC+FEM;SG
כיכר	fyrkant	כיכר	fyrkant	PROPN	N;NOM;INDF;MASC+FEM;SG
כיכר	torget	כיכר	torg	PROPN	N;NOM;DEF;NEUT;SG
השירות	gudstjänst	השירות	gudstjänst		N;NOM;INDF;MASC+FEM;SG
השירות	tjänsten	השירות	tjänst		N;NOM;DEF;MASC+FEM;SG
השירות	service	השירות	service		N;NOM;INDF;MASC+FEM;SG
השירות	tjänst	השירות	tjänst		N;NOM;INDF;MASC+FEM;SG
מספרים	tal	מספר	tal	N;MASC;PL	N;NOM;INDF;NEUT;SG
מספרים	nummer	מספר	nummer	N;MASC;PL	N;NOM;INDF;NEUT;SG
הלילה	ikväll	הלילה	ikväll		N;NOM;INDF;MASC+FEM;SG
הלילה	inatt	הלילה	inatt		N;NOM;INDF;NEUT;SG
האופרה	opera	האופרה	opera	PROPN	N;NOM;INDF;MASC+FEM;SG
האופרה	operan	האופרה	operan	PROPN	N;NOM;DEF;MASC+FEM;SG
שושלת	dynastin	שושלת	dynastin	N;FEM;SG	ADJ;NOM;DEF;RL
נזק	skadade	נזק	skada	N;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
נזק	skadat	נזק	skada	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
נזק	skadad	נזק	skada	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
נזק	skador	נזק	skada	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
כלכלית	ekonomiskt	כלכלי	ekonomisk	ADV	ADJ;NOM;INDF;NEUT;SG
כלכלית	finansiellt	כלכלי	finansiell	ADV	ADJ;NOM;INDF;NEUT;SG
כלכלית	ekonomiskt	כלכלי	ekonomisk	ADV	ADJ;NOM;INDF;NEUT;SG
כלכלית	ekonomisk	כלכלי	ekonomisk	ADV	ADJ;NOM;INDF;MASC+FEM;SG
כלכלית	ekonomiska	כלכלי	ekonomisk	ADV	ADJ;NOM;PL
כלכלית	ekonomiskt	כלכלי	ekonomisk	ADV	ADJ;NOM;INDF;NEUT;SG
טורקיה	turkiet	טורקיה	turkiet	PROPN	PROPN;NOM
טורקיה	kalkon	טורקיה	kalkon	PROPN	N;NOM;INDF;MASC+FEM;SG
ארגנטינה	argentina	ארגנטינה	argentin	PROPN	N;NOM;INDF;MASC+FEM;SG
ארגנטינה	argentinska	ארגנטינה	argentinsk	PROPN	ADJ;NOM;PL
סמית	svensson	סמית	svensson	PROPN	PROPN;NOM
סמית	smith	סמית	smith	PROPN	PROPN;NOM
מגורים	vistelse	מגורים	vistelse	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
מגורים	hemvist	מגורים	hemvist	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
מגורים	bosättning	מגורים	bosättning	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
מגורים	bostad	מגורים	bostad	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
מגורים	bostaden	מגורים	bostad	N;MASC;PL	N;NOM;DEF;MASC+FEM;SG
מגורים	bostad	מגורים	bostad	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
מגורים	boende	מגורים	boende	N;MASC;PL	N;NOM;INDF;NEUT;SG
מגורים	bostadsområde	מגורים	bostadsområde	N;MASC;PL	N;NOM;INDF;NEUT;SG
סיבוב	avrunda	סיבוב	avrunda	N;MASC;SG	V;IMP;FIN;ACT
סיבוב	rund	סיבוב	rund	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
סיבוב	runt	סיבוב	runt	N;MASC;SG	ADV
סיבוב	runda	סיבוב	rund	N;MASC;SG	ADJ;NOM;PL
האמת	sanning	האמה	sanning	ADV	N;NOM;INDF;MASC+FEM;SG
האמת	sanningen	האמה	sanning	ADV	N;NOM;DEF;MASC+FEM;SG
האמת	sanningens	האמה	sanning	ADV	N;GEN;DEF;MASC+FEM;SG
כלים	instrument	כלי	instrument	N;MASC;PL	N;NOM;INDF;NEUT;SG
כלים	verktyg	כלי	verktyg	N;MASC;PL	N;NOM;INDF;NEUT;SG
אמה	emma	אמה	emma		PROPN;NOM
המוסד	institute	המוסד	institute		N;NOM;INDF;NEUT;SG
המוסד	institut	המוסד	institut		N;NOM;INDF;NEUT;SG
המוסד	institutet	המוסד	institutet		N;NOM;DEF;NEUT;SG
המוסד	institution	המוסד	institution		N;NOM;INDF;MASC+FEM;SG
המוסד	institutionen	המוסד	institution		N;NOM;DEF;MASC+FEM;SG
המוסד	mossad	המוסד	mossad		N;NOM;INDF;MASC+FEM;SG
החזית	front	החזית	front	ADV	N;NOM;INDF;MASC+FEM;SG
החזית	främre	החזית	främra	ADV	ADJ;NOM;CMPR
החזית	framsidan	החזית	framsida	ADV	N;NOM;DEF;MASC+FEM;SG
החזית	framsida	החזית	framsida	ADV	N;NOM;INDF;MASC+FEM;SG
הפרק	avsnitt	הפרק	avsnitt	PROPN	N;NOM;INDF;NEUT;SG
הפרק	episod	הפרק	episod	PROPN	N;NOM;INDF;MASC+FEM;SG
אירלנד	irland	אירלנד	irland	PROPN	PROPN;NOM
אירלנד	ireland	אירלנד	ireland	PROPN	N;NOM;INDF;MASC+FEM;SG
הורה	överliggande	הורה	överliggande	V;MASC;SG;3;PST;ACT	ADJ;NOM;PRS;V.PTCP
הורה	förälder	הורה	förälder	V;MASC;SG;3;PST;ACT	N;NOM;INDF;MASC+FEM;SG
רי	ree	רי	ree		N;NOM;INDF;NEUT;SG
התחיל	startat	התחיל	starta	V;MASC;SG;3;PST	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
התחיל	påbörjad	התחיל	påbörjad	V;MASC;SG;3;PST	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
התחיל	startad	התחיל	starta	V;MASC;SG;3;PST	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
הודיע	informerad	הודיע	informerad	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
הודיע	informerat	הודיע	informera	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
הודיע	informerade	הודיע	informera	V;MASC;SG;3;PST;ACT	ADJ;NOM;PL;PST;V.PTCP
הודיע	meddelat	הודיע	meddela	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
הודיע	aviserat	הודיע	avisera	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
עזר	hjälpte	עזר	hjälpa		V;IND;PST;FIN;ACT
עזר	hjälpt	עזר	hjälpa		V;V.CVB;ACT
שפירא	shapiro	שפירא	shapiro	PROPN	PROPN;NOM
הבמה	scen	הבמה	scen		N;NOM;INDF;MASC+FEM;SG
הבמה	etapp	הבמה	etapp		N;NOM;INDF;MASC+FEM;SG
הבמה	stadium	הבמה	stadium		N;NOM;INDF;NEUT;SG
הבמה	skede	הבמה	skede		N;NOM;INDF;NEUT;SG
טוען	anspråk	טען	anspråk	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;NEUT;SG
טוען	fordringar	טען	fordran	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;PL
טוען	påståenden	טען	påstående	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;NEUT;PL
טוען	lastning	טען	lastning	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
טוען	laddas	טען	ladda	V;MASC;SG;V.PTCP;ACT	V;NFIN;PASS
טוען	laddning	טען	laddning	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
טוען	laddning	טען	laddning	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
מאה	hundred	מאה	hundred	NUM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
חזק	mäktiga	חזק	mäktig	ADJ;MASC;SG	ADJ;NOM;PL
חזק	tight	חזק	tight	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
חזק	hårt	חזק	hård	ADJ;MASC;SG	ADV
חזק	starkt	חזק	stark	ADJ;MASC;SG	ADV
חזק	strong	חזק	strong	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
חזק	starka	חזק	stark	ADJ;MASC;SG	ADJ;NOM;PL
אישור	bekräftar	אישור	bekräfta	N;MASC;SG	V;IND;PRS;FIN;ACT
אישור	bekräfta	אישור	bekräfta	N;MASC;SG	V;IMP;FIN;ACT
מוות	dödsfall	מוות	dödsfall	N;MASC;SG	N;NOM;INDF;NEUT;PL
מצא	funnen	מצא	finna	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מצא	hittad	מצא	hittad	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מצא	hittades	מצא	hitta	V;MASC;SG;3;PST;ACT	V;IND;PST;FIN;PASS
מצא	hittas	מצא	hitta	V;MASC;SG;3;PST;ACT	V;NFIN;PASS
מצא	hittat	מצא	hitta	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
בולגריה	bulgariska	בולגריה	bulgarisk	PROPN	ADJ;NOM;PL
בולגריה	bulgarien	בולגריה	bulgarien	PROPN	N;NOM;DEF;MASC+FEM;SG
מיליארד	miljard	מיליארד	miljard	NUM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
מיליארד	miljarder	מיליארד	miljard	NUM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
רגל	fot	רגל	fot		N;NOM;INDF;MASC+FEM;SG
רגל	foot	רגל	foot		N;NOM;INDF;MASC+FEM;SG
רגל	fot	רגל	fot		N;NOM;INDF;MASC+FEM;SG
רגל	fötterna	רגל	fött		N;NOM;DEF;MASC+FEM;PL
רגל	fötter	רגל	fötta		N;NOM;INDF;MASC+FEM;PL
רגל	benet	רגל	ben		N;NOM;DEF;NEUT;SG
רגל	ben	רגל	ben		N;NOM;INDF;NEUT;PL
דומים	likartade	דומה	likartad	N;MASC;PL	ADJ;NOM;PL
דומים	likartat	דומה	likartad	N;MASC;PL	ADV
דומים	liknande	דומה	liknande	N;MASC;PL	ADJ;NOM;PRS;V.PTCP
דומים	likartad	דומה	likartad	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
ממשיך	fortsatt	המשיך	fortsätta	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מאמן	utbildare	מאמן	utbildare	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
נולדו	född	נולד	född	V;PL;3;PST;MID	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
נולדו	born	נולד	born	V;PL;3;PST;MID	N;NOM;INDF;MASC+FEM;SG
נולדו	födda	נולד	född	V;PL;3;PST;MID	ADJ;NOM;PL;PST;V.PTCP
לחם	bröd	לחם	bröd		N;NOM;INDF;NEUT;SG
שבעה	sjua	שבעה	sjua	NUM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
שבעה	seven	שבעה	sev	NUM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
קרבות	slagsmål	קרב	slagsmål	N;MASC;PL	N;NOM;INDF;NEUT;SG
קרבות	slag	קרב	slag	N;MASC;PL	N;NOM;INDF;NEUT;SG
ביקש	efterfrågade	ביקש	efterfråga	V;MASC;SG;3;PST;ACT	ADJ;NOM;PL;PST;V.PTCP
ביקש	begärt	ביקש	begärd	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ביקש	begärda	ביקש	begärd	V;MASC;SG;3;PST;ACT	ADJ;NOM;PL
ביקש	begärd	ביקש	begärd	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;MASC+FEM;SG
ביקש	frågat	ביקש	fråga	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ביקש	tillfrågad	ביקש	tillfråga	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
פסל	skulptur	פסל	skulptur	PROPN	N;NOM;INDF;MASC+FEM;SG
פסל	staty	פסל	staty	PROPN	N;NOM;INDF;MASC+FEM;SG
פסל	skulpturer	פסל	skulptur	PROPN	N;NOM;INDF;MASC+FEM;PL
פסל	skulptör	פסל	skulptör	PROPN	N;NOM;INDF;MASC+FEM;SG
פסל	staty	פסל	staty	PROPN	N;NOM;INDF;MASC+FEM;SG
קרא	läst	קרא	läsa	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
קרא	läser	קרא	läsa	V;MASC;SG;3;PST;ACT	V;IND;PRS;FIN;ACT
מרי	marie	מרי	marie	PROPN	PROPN;NOM
מרי	mary	מרי	mary	PROPN	PROPN;NOM
מרי	maria	מרי	maria	PROPN	PROPN;NOM
הסדר	beställa	הסדר	beställa	N;MASC;SG	V;NFIN;ACT
