stein	stein	star	stein	PROPN	PROPN
mátote	vous	mátote	vous	PROPN	PRO;PL;2
mátote	tu	mátote	il	PROPN	PRO;SG;2
mátote	toi	mátote	soi	PROPN	PRO;SG;2
mátote	you	mátote	you	PROPN	PRO;SG;2
esperas	vous	espera	vous	N	PRO;PL;2
esperas	tu	espera	il	N	PRO;SG;2
esperas	toi	espera	soi	N	PRO;SG;2
esperas	you	espera	you	N	PRO;SG;2
esperas	attendre	espera	attendre	N	V;NFIN
esperas	attendant	espera	attendre	N	V;PRS;V.PTCP
caín	tombé	caín	tomber	PRO	V;MASC;SG;PST;V.PTCP
caín	tombée	caín	tomber	PRO	V;FEM;SG;PST;V.PTCP
caín	tomba	caín	tomber	PRO	V;IND;SG;3;PST;FIN
escravo	slave	escravo	slave	N	ADJ;MASC;SG
socorro	aidez	socorro	aider	N	V;IMP;PL;2;PRS;FIN
socorro	aider	socorro	aider	N	V;NFIN
joseph	joseph	josephr	joseph	PROPN	N;MASC;SG
secreta	secrets	secreta	secret	N	ADJ;MASC;PL
secreta	secret	secreta	secret	N	ADJ;MASC;SG
secreta	secrète	secreta	secret	N	ADJ;FEM;SG
xusta	just	xusto	just	ADJ	INTJ
xusta	simplement	xusto	simplement	ADJ	ADV
xusta	juste	xusto	juste	ADJ	ADV
vido	viens	vir	venir	N	V;IND;SG;1;PRS;FIN
vido	venez	vir	venir	N	V;IMP;PL;2;PRS;FIN
vido	come	vir	come	N	V
vido	venir	vir	venir	N	V;NFIN
vido	vint	vir	venir	N	V;IND;SG;3;PST;FIN
dispararon	coup	disparar	coup	V	N;MASC;SG
dispararon	shot	disparar	shot	V	N;MASC;SG
dispararon	tir	disparar	tir	V	N;MASC;SG
dispararon	elles	disparar	il	V	PRO;FEM;PL;3
dispararon	ils	disparar	il	V	PRO;MASC;PL;3
dispararon	eux	disparar	soi	V	PRO;MASC;PL;3
potencia	pouvoir	potencia	pouvoir	N	V;NFIN
terlle	avoir	terlle	avoir	PROPN	V;NFIN
terlle	ont	terlle	avoir	PROPN	V;IND;PL;3;PRS;FIN
terlle	lui	terlle	lui	PROPN	PRO;SG;3
prometo	promesses	prometo	promesse	V	N;FEM;PL
prometo	promesse	prometo	promesse	V	N;FEM;SG
seguirá	will	seguir	will	V	PROPN
seguirá	volonté	seguir	volonté	V	N;FEM;SG
seguirá	sera	seguir	être	V	V;IND;SG;3;FUT;FIN
seguirá	still	seguir	still	V	PROPN
seguirá	encore	seguir	encore	V	ADV
seguirá	toujours	seguir	toujours	V	ADV
deixaría	let	deixar	let	V	
vervos	vous	vervo	vous	V	PRO;PL;2
vervos	tu	vervo	il	V	PRO;SG;2
vervos	toi	vervo	soi	V	PRO;SG;2
vervos	you	vervo	you	V	PRO;SG;2
sóltame	obtenez	sóltame	obtenir	PROPN	V;IMP;PL;2;PRS;FIN
sóltame	obtenir	sóltame	obtenir	PROPN	V;NFIN
sóltame	let	sóltame	let	PROPN	
celosa	jalousie	celosar	jalousie	ADJ	N;FEM;SG
estabades	étaient	estabade	être	N	V;IND;PL;3;IPFV;FIN
estabades	vous	estabade	vous	N	PRO;PL;2
estabades	tu	estabade	il	N	PRO;SG;2
estabades	toi	estabade	soi	N	PRO;SG;2
estabades	you	estabade	you	N	PRO;SG;2
interesada	intéressée	interesado	intéresser	N	V;FEM;SG;PST;V.PTCP
interesada	intéressés	interesado	intéresser	N	V;MASC;PL;PST;V.PTCP
interesada	intéressées	interesado	intéresser	N	V;FEM;PL;PST;V.PTCP
interesada	intéressé	interesado	intéresser	N	V;MASC;SG;PST;V.PTCP
escoitaches	vous	escoitaches	vous	V	PRO;PL;2
escoitaches	tu	escoitaches	il	V	PRO;SG;2
escoitaches	toi	escoitaches	soi	V	PRO;SG;2
escoitaches	you	escoitaches	you	V	PRO;SG;2
vendas	vendre	venda	vendre	N	V;NFIN
parezo	regardez	parezo	regarder	PROPN	V;IMP;PL;2;PRS;FIN
parezo	regarde	parezo	regarder	PROPN	V;IND;SG;3;PRS;FIN
parezo	regardes	parezo	regarde	PROPN	V;IMP;PL;2;PRS;FIN
vinnie	vinnie	vinnie	vinni	PROPN	PROPN
vinnie	vinny	vinnie	vinny	PROPN	PROPN
permíteme	mai	permíteme	mai	V	N;MASC;SG
permíteme	may	permíteme	may	V	PROPN
colar	collier	colar	collier	V	N;MASC;SG
levarte	vous	levarte	vous	V	PRO;PL;2
levarte	tu	levarte	il	V	PRO;SG;2
levarte	toi	levarte	soi	V	PRO;SG;2
levarte	you	levarte	you	V	PRO;SG;2
sacaches	did	sacaches	did	V	
sacaches	vous	sacaches	vous	V	PRO;PL;2
sacaches	tu	sacaches	il	V	PRO;SG;2
sacaches	toi	sacaches	soi	V	PRO;SG;2
sacaches	you	sacaches	you	V	PRO;SG;2
xudea	judée	xudea	juder	N	PROPN
xudea	avant	xudea	avant	N	ADP
xudea	devant	xudea	devant	N	ADP
boh	bien	boh	bien	PROPN	ADV
boh	puits	boh	puits	PROPN	N;MASC;SG
boh	bah	boh	bah	PROPN	
lima	lima	lima	lima	PROPN	PROPN
rezo	priez	rezo	prendre	N	V;IMP;PL;2;PRS;FIN
rezo	prie	rezo	prie	N	V;IND;SG;3;PRS;FIN
rezo	prier	rezo	prier	N	V;NFIN
refíreste	vous	refíreste	vous	N	PRO;PL;2
refíreste	tu	refíreste	il	N	PRO;SG;2
refíreste	toi	refíreste	soi	N	PRO;SG;2
refíreste	you	refíreste	you	N	PRO;SG;2
adoro	amour	adoro	amour	V	N;MASC;SG
adoro	love	adoro	love	V	ADJ;FEM;SG
dillo	lui	dillo	lui	PROPN	PRO;SG;3
trent	trent	trent	trent	PROPN	PROPN
jean	jean	jean	jean	PROPN	PROPN
saigón	saigon	saigón	saigon	PROPN	N;MASC;SG
ámoa	aime	ámoa	aimer	PROPN	V;IND;SG;3;PRS;FIN
ámoa	amour	ámoa	amour	PROPN	N;MASC;SG
ámoa	aimer	ámoa	aimer	PROPN	V;NFIN
ámoa	love	ámoa	love	PROPN	ADJ;FEM;SG
ámoa	her	ámoa	her	PROPN	PRO;SG;3
dakar	dakar	dakar	dakar	PROPN	PROPN
dylan	dylan	dólar	dylan	PROPN	PROPN
quizabes	pourrais	quizabes	pouvoir	N	V;COND;SG;1;PRS;FIN
quizabes	pouvait	quizabes	pouvoir	N	V;IND;SG;3;IPFV;FIN
quizabes	pourrait	quizabes	pouvoir	N	V;COND;SG;3;PRS;FIN
quizabes	pourraient	quizabes	pouvoir	N	V;COND;PL;3;PRS;FIN
quizabes	avoir	quizabes	avoir	N	V;NFIN
quizabes	ont	quizabes	avoir	N	V;IND;PL;3;PRS;FIN
clermont	clermont	clermont	clermont	PROPN	N;MASC;SG
tanzi	tanzi	tanzi	tanzi	PROPN	PROPN
geneviève	geneviève	genevitvar	geneviève	PROPN	ADJ;FEM;SG
clotilde	clotilde	clotilde	clotilde	PROPN	N;FEM;SG
père	pere	père	pere	PROPN	N;MASC;SG
père	duchene	père	duchene	PROPN	N;MASC;SG
imperfecto	le	imperfecto	le	ADJ	DET;DEF;MASC;SG
imperfecto	les	imperfecto	le	ADJ	DET;DEF;PL
imperfecto	la	imperfecto	le	ADJ	DET;DEF;FEM;SG
budde	budde	budde	budde	N	PROPN
flipper	flipper	flipper	flipper	PROPN	V;NFIN
refuxiados	réfugiées	refuxiado	réfugié	N	V;FEM;PL;PST;V.PTCP
refuxiados	réfugiée	refuxiado	réfugié	N	V;FEM;SG;PST;V.PTCP
refuxiados	réfugié	refuxiado	réfugier	N	V;MASC;SG;PST;V.PTCP
viñan	elles	vir	il	V	PRO;FEM;PL;3
viñan	ils	vir	il	V	PRO;MASC;PL;3
viñan	eux	vir	soi	V	PRO;MASC;PL;3
cambian	changements	cambiar	changement	V	N;MASC;PL
cambian	changement	cambiar	changement	V	N;MASC;SG
granxas	fermes	granxa	ferme	N	ADJ;FEM;PL
dados	dés	dar	devoir	V	
mestra	enseignante	mestra	enseignant	N	ADJ;FEM;SG
occidental	ouest	occidental	ouest	ADJ	N;MASC;SG
occidental	western	occidental	western	ADJ	N;MASC;SG
occidental	occident	occidental	occident	ADJ	N;MASC;SG
occidental	ouest	occidental	ouest	ADJ	N;MASC;SG
occidental	west	occidental	west	ADJ	PROPN
king	roi	king	roi	PROPN	N;MASC;SG
king	king	king	king	PROPN	PROPN
andy	andy	andy	andy	PROPN	PROPN
archie	archie	archie	archie	PROPN	PROPN
fantasía	imaginaire	fantasía	imaginaire	N	ADJ;MASC;SG
xulgar	magistrat	xulgar	magistrat	V	N;MASC;SG
xulgar	juge	xulgar	juge	V	N;MASC;SG
veredes	vous	verede	vous	V	PRO;PL;2
veredes	tu	verede	il	V	PRO;SG;2
veredes	toi	verede	soi	V	PRO;SG;2
veredes	you	verede	you	V	PRO;SG;2
deixala	let	deixala	let	ADV	
deixala	her	deixala	her	ADV	PRO;SG;3
deixala	vous	deixala	vous	ADV	PRO;PL;2
deixala	tu	deixala	il	ADV	PRO;SG;2
deixala	toi	deixala	soi	ADV	PRO;SG;2
deixala	you	deixala	you	ADV	PRO;SG;2
anderson	anderson	anderson	anderson	PROPN	PROPN
contesta	réponse	contesta	réponse	V	N;FEM;SG
contesta	reponse	contesta	reponser	V	N;FEM;SG
pagas	paye	paga	payer	N	V;IND;SG;3;PRS;FIN
pagas	payez	paga	payer	N	V;IMP;PL;2;PRS;FIN
pagas	payer	paga	payer	N	V;NFIN
pagas	paie	paga	payer	N	V;IND;SG;3;PRS;FIN
pagas	vous	paga	vous	N	PRO;PL;2
pagas	tu	paga	il	N	PRO;SG;2
pagas	toi	paga	soi	N	PRO;SG;2
pagas	you	paga	you	N	PRO;SG;2
preguntoume	et	preguntoume	et	V	CONJ
impedir	arrêt	impedir	arrêt	V	N;MASC;SG
impedir	stop	impedir	stop	V	
reto	gageure	reto	gageure	N	ADJ;FEM;SG
relacionado	connexe	relacionar	connexe	V	ADJ;MASC;SG
relacionado	connexes	relacionar	connexe	V	ADJ;MASC;PL
tocas	vous	toca	vous	V	PRO;PL;2
tocas	tu	toca	il	V	PRO;SG;2
tocas	toi	toca	soi	V	PRO;SG;2
tocas	you	toca	you	V	PRO;SG;2
despedida	adieu	despedir	adieu	N	
largo	obtenez	largo	obtenir	N	V;IMP;PL;2;PRS;FIN
largo	obtenir	largo	obtenir	N	V;NFIN
largo	sortir	largo	sortir	N	V;NFIN
largo	sortie	largo	sortir	N	V;FEM;SG;PST;V.PTCP
largo	dehors	largo	dehors	N	ADV
largo	out	largo	out	N	PROPN
tiveses	vous	ter	vous	V	PRO;PL;2
tiveses	tu	ter	il	V	PRO;SG;2
tiveses	toi	ter	soi	V	PRO;SG;2
tiveses	you	ter	you	V	PRO;SG;2
tiveses	avait	ter	avoir	V	V;IND;SG;3;IPFV;FIN
tiveses	avaient	ter	avoir	V	V;IND;PL;3;IPFV;FIN
preocupar	inquiétude	preocupar	inquiétude	V	N;FEM;SG
necesitaba	nécessaires	necesitar	nécessaire	V	ADJ;MASC;PL
necesitaba	nécessaire	necesitar	nécessaire	V	ADJ;MASC;SG
necesitaba	besoin	necesitar	besoin	V	N;MASC;SG
secundarios	côté	secundario	côté	ADJ	N;MASC;SG
secundarios	latéral	secundario	latéral	ADJ	N;MASC;SG
secreto	secrets	secreto	secret	N	ADJ;MASC;PL
secreto	secret	secreto	secret	N	ADJ;MASC;SG
secreto	secrète	secreto	secret	N	ADJ;FEM;SG
pavos	dindons	pavo	dindon	N	ADJ;MASC;PL
verdadeiros	true	verdadeiro	true	ADJ	N;MASC;SG
desafío	gageure	desafío	gageure	N	ADJ;FEM;SG
capturar	capture	capturar	capture	V	N;FEM;SG
profundidade	profond	profundidade	profond	N	ADJ;MASC;SG
profundidade	profonds	profundidade	profond	N	ADJ;MASC;PL
profundidade	deep	profundidade	deep	N	PROPN
profundidade	profonde	profundidade	profond	N	ADJ;FEM;SG
capas	doré	capa	dorer	N	V;MASC;SG;PST;V.PTCP
capas	or	capa	or	N	CONJ
capas	gold	capa	gold	N	
utiliza	utilisation	utilizar	utilisation	V	N;FEM;SG
renda	louer	renda	louer	N	V;NFIN
renda	revenu	renda	revenir	N	V;MASC;SG;PST;V.PTCP
sexamos	let	sexar	let	V	
admitir	envie	admitir	envie	V	N;FEM;SG
diaños	le	diaño	le	N	DET;DEF;MASC;SG
diaños	les	diaño	le	N	DET;DEF;PL
diaños	la	diaño	le	N	DET;DEF;FEM;SG
diaños	hell	diaño	hell	N	PROPN
micrófono	mic	micrófono	mic	N	
cheguen	elles	chegar	il	V	PRO;FEM;PL;3
cheguen	ils	chegar	il	V	PRO;MASC;PL;3
cheguen	eux	chegar	soi	V	PRO;MASC;PL;3
actuais	courant	actual	courir	ADJ	V;PRS;V.PTCP
dispositivos	périphériques	dispositivo	périphérique	N	ADJ;MASC;PL
mandela	mandela	mandela	mandela	PROPN	N;MASC;SG
mark	marquer	mark	marquer	PROPN	V;NFIN
mark	marque	mark	marque	PROPN	N;FEM;SG
mark	mark	mark	mark	PROPN	PROPN
porca	sale	porco	sale	N	ADJ;MASC;SG
porca	sales	porco	sale	N	ADJ;FEM;PL
entrevistas	entrevues	entrevista	entrevue	N	V;FEM;PL;PST;V.PTCP
lendo	lecture	lendo	lecture	V	N;FEM;SG
sa	sain	sa	sain	PROPN	ADJ;MASC;SG
sa	saine	sa	sain	PROPN	ADJ;FEM;SG
ética	éthique	ética	éthique	N	ADJ;MASC;SG
cruzando	croisement	cruzar	croisement	V	N;MASC;SG
cruzando	franchissement	cruzar	franchissement	V	N;MASC;SG
serra	sierra	serra	sierra	N	PROPN
xen	gènes	xen	gène	PROPN	N;MASC;PL
xen	gène	xen	gène	PROPN	N;MASC;SG
xen	gene	xen	gene	PROPN	PROPN
simon	simon	ser	simon	PROPN	N;MASC;SG
nucleares	nucléaires	nuclear	nucléaire	V	ADJ;MASC;PL
nucleares	nucléaire	nuclear	nucléaire	V	ADJ;MASC;SG
henry	henri	henry	henri	PROPN	PROPN
henry	henry	henry	henry	PROPN	PROPN
gañadores	gagnants	gañador	gagnant	N	ADJ;MASC;PL
use	utilisation	use	utilisation	V	N;FEM;SG
paramos	arrêt	parar	arrêt	V	N;MASC;SG
paramos	stop	parar	stop	V	
aparecer	spectacle	aparecer	spectacle	V	N;MASC;SG
mercados	marché	mercado	marcher	N	V;MASC;SG;PST;V.PTCP
suecia	suède	suecia	suède	PROPN	N;FEM;SG
pares	stop	par	stop	N	
pares	arrêter	par	arrêter	N	V;NFIN
pares	arrête	par	arrêter	N	V;IND;SG;3;PRS;FIN
pares	arrêtez	par	arrêter	N	V;IMP;PL;2;PRS;FIN
obtivo	got	obter	got	V	
reside	lies	residir	lie	V	PROPN
reside	mensonge	residir	mensonge	V	N;MASC;SG
reside	mensonges	residir	mensonge	V	N;MASC;PL
farían	serait	facer	être	V	V;COND;SG;3;PRS;FIN
farían	aurait	facer	avoir	V	V;COND;SG;3;PRS;FIN
farían	ont	facer	avoir	V	V;IND;PL;3;PRS;FIN
farían	elles	facer	il	V	PRO;FEM;PL;3
farían	ils	facer	il	V	PRO;MASC;PL;3
farían	eux	facer	soi	V	PRO;MASC;PL;3
xerais	généralités	xeral	généralité	ADJ	N;FEM;PL
xerais	général	xeral	général	ADJ	N;MASC;SG
colleron	elles	coller	il	V	PRO;FEM;PL;3
colleron	ils	coller	il	V	PRO;MASC;PL;3
colleron	eux	coller	soi	V	PRO;MASC;PL;3
debiamos	avait	debiar	avoir	V	V;IND;SG;3;IPFV;FIN
debiamos	avaient	debiar	avoir	V	V;IND;PL;3;IPFV;FIN
teredes	ont	ter	avoir	V	V;IND;PL;3;PRS;FIN
teredes	vous	ter	vous	V	PRO;PL;2
teredes	tu	ter	il	V	PRO;SG;2
teredes	toi	ter	soi	V	PRO;SG;2
teredes	you	ter	you	V	PRO;SG;2
nazis	nazie	nazis	nazi	N	ADJ;FEM;SG
nazis	nazie	nazis	nazi	N	ADJ;FEM;SG
cazadores	chasser	cazador	chasser	N	V;NFIN
trataba	fut	tratar	être	V	V;IND;SG;3;PST;FIN
trataba	était	tratar	être	V	V;IND;SG;3;IPFV;FIN
musulmáns	musulman	musulmáns	musulman	N	ADJ;MASC;SG
reláxate	relaxer	reláxate	relaxer	PROPN	V;NFIN
reláxate	détendre	reláxate	détendre	PROPN	V;NFIN
reláxate	détente	reláxate	détente	PROPN	N;FEM;SG
reláxate	relax	reláxate	relax	PROPN	N;MASC;SG
manteñen	elles	manter	il	V	PRO;FEM;PL;3
manteñen	ils	manter	il	V	PRO;MASC;PL;3
manteñen	eux	manter	soi	V	PRO;MASC;PL;3
elemento	le	elemento	le	N	DET;DEF;MASC;SG
elemento	les	elemento	le	N	DET;DEF;PL
elemento	la	elemento	le	N	DET;DEF;FEM;SG
mecánico	mécanique	mecánico	mécanique	N	ADJ;MASC;SG
mecánico	mécaniques	mecánico	mécanique	N	ADJ;MASC;PL
piden	demande	pedir	demande	V	N;FEM;SG
piden	pour	pedir	pour	V	ADP
piden	elles	pedir	il	V	PRO;FEM;PL;3
piden	ils	pedir	il	V	PRO;MASC;PL;3
piden	eux	pedir	soi	V	PRO;MASC;PL;3
durmimos	sommeil	durmir	sommeil	V	N;MASC;SG
durmimos	dors	durmir	dors	V	INTJ
esquezo	oubli	esquezo	oubli	V	N;MASC;SG
diálogo	dialoguer	diálogo	dialoguer	N	V;NFIN
gertrude	gertrude	gertrude	gertrude	PROPN	N;FEM;SG
perdidos	lost	perdido	lost	V	PROPN
hara	hara	haber	hara	N	PROPN
bebendo	boisson	beber	boisson	V	N;FEM;SG
bebendo	potable	beber	potable	V	ADJ;MASC;SG
recorda	vous	recordar	vous	V	PRO;PL;2
recorda	tu	recordar	il	V	PRO;SG;2
recorda	toi	recordar	soi	V	PRO;SG;2
recorda	you	recordar	you	V	PRO;SG;2
green	verte	grear	vert	PROPN	ADJ;FEM;SG
green	vert	grear	vert	PROPN	ADJ;MASC;SG
green	vertes	grear	vert	PROPN	ADJ;FEM;PL
clásico	classic	clásico	classic	ADJ	N;MASC;SG
armado	armés	armar	armer	N	V;MASC;PL;PST;V.PTCP
armado	armées	armar	armer	N	V;FEM;PL;PST;V.PTCP
armado	armé	armar	armer	N	V;MASC;SG;PST;V.PTCP
afastados	loin	afastar	loin	V	ADV
afastados	du	afastar	du	V	DET;MASC;SG
afastados	de	afastar	de	V	ADP
afastados	depuis	afastar	depuis	V	ADP
intelectual	intellectuels	intelectual	intellectuel	ADJ	N;MASC;PL
gravitacional	gravitation	gravitacional	gravitation	ADJ	N;FEM;SG
averiguar	dehors	averiguar	dehors	V	ADV
averiguar	out	averiguar	out	V	PROPN
desgracia	hélas	desgracia	héla	N	ADV
teríamos	serait	ter	être	V	V;COND;SG;3;PRS;FIN
teríamos	aurait	ter	avoir	V	V;COND;SG;3;PRS;FIN
teríamos	ont	ter	avoir	V	V;IND;PL;3;PRS;FIN
brando	douce	brando	doux	V	ADJ;FEM;SG
brando	doux	brando	doux	V	ADJ;MASC;SG
brando	douceur	brando	douceur	V	N;FEM;SG
brando	douces	brando	doux	V	ADJ;FEM;PL
brando	soft	brando	soft	V	N;MASC;SG
mestura	mélanger	mestura	mélanger	N	V;NFIN
novidade	nouveau	novidade	nouveau	N	ADJ;MASC;SG
novidade	nouvelle	novidade	nouveau	N	ADJ;FEM;SG
novidade	nouvelles	novidade	nouveau	N	ADJ;FEM;PL
novidade	nouveaux	novidade	nouveau	N	ADJ;MASC;PL
mañán	morning	mañán	morning	N	PROPN
mañán	matinée	mañán	matiné	N	V;FEM;SG;PST;V.PTCP
mañán	matinale	mañán	matinal	N	ADJ;FEM;SG
mañán	demain	mañán	demain	N	ADV
mañán	tomorrow	mañán	tomorrow	N	PROPN
tua	votre	tua	son	N	DET;MASC;SG
tua	vos	tua	son	N	DET;MASC;PL
tua	aimant	tua	aimer	N	V;PRS;V.PTCP
tua	aimer	tua	aimer	N	V;NFIN
tua	affectueux	tua	affectueux	N	ADJ;MASC;SG
sintes	sentir	sinte	sentir	N	V;NFIN
sintes	ressentir	sinte	ressentir	N	V;NFIN
bicos	bisous	bico	bisou	N	INTJ
soto	cave	soto	cave	PROPN	N;FEM;SG
soto	cellier	soto	cellier	PROPN	N;MASC;SG
soto	cave	soto	cave	PROPN	N;FEM;SG
ocuparse	soins	ocuparsir	soin	PROPN	N;MASC;PL
ocuparse	soin	ocuparsir	soin	PROPN	N;MASC;SG
ocuparse	prend	ocuparsir	prendre	PROPN	V;IND;SG;3;PRS;FIN
ocuparse	prendre	ocuparsir	prendre	PROPN	V;NFIN
ocuparse	prenez	ocuparsir	prendre	PROPN	V;IMP;PL;2;PRS;FIN
ocuparse	prends	ocuparsir	prendre	PROPN	V;IND;SG;1;PRS;FIN
eterna	éternelle	eterno	éternel	N	ADJ;FEM;SG
eterna	éternel	eterno	éternel	N	ADJ;MASC;SG
elixido	un	elixir	un	V	PRO;MASC;SG
elixido	une	elixir	un	V	DET;INDF;FEM;SG
elixido	one	elixir	one	V	PROPN
fíxate	regardez	fíxate	regarder	PROPN	V;IMP;PL;2;PRS;FIN
fíxate	regarde	fíxate	regarder	PROPN	V;IND;SG;3;PRS;FIN
fíxate	regardes	fíxate	regarde	PROPN	V;IMP;PL;2;PRS;FIN
créame	croyez	créame	croire	PROPN	V;IMP;PL;2;PRS;FIN
créame	croire	créame	croire	PROPN	V;NFIN
créame	croient	créame	croire	PROPN	V;IND;PL;3;PRS;FIN
créame	crois	créame	croire	PROPN	INTJ
georgie	georgie	georgie	georgie	PROPN	N;FEM;SG
dareille	donner	dareille	donner	ADV	V;NFIN
dareille	donne	dareille	donner	ADV	V;IND;SG;3;PRS;FIN
dareille	donnez	dareille	donner	ADV	V;IMP;PL;2;PRS;FIN
cansos	fatigué	canso	fatiguer	N	V;MASC;SG;PST;V.PTCP
cansos	fatiguée	canso	fatiguer	N	V;FEM;SG;PST;V.PTCP
cansos	fatigués	canso	fatiguer	N	V;MASC;PL;PST;V.PTCP
tivésemos	avait	tevésemo	avoir	V	V;IND;SG;3;IPFV;FIN
tivésemos	avaient	tevésemo	avoir	V	V;IND;PL;3;IPFV;FIN
tirado	mentir	tirado	mentir	N	V;NFIN
volvería	serait	volver	être	V	V;COND;SG;3;PRS;FIN
volvería	aurait	volver	avoir	V	V;COND;SG;3;PRS;FIN
volvería	dos	volver	dos	V	N;MASC;SG
volvería	arrière	volver	arrière	V	N;MASC;SG
volvería	retour	volver	retour	V	N;MASC;SG
volvería	encore	volver	encore	V	ADV
saes	vous	saber	vous	PROPN	PRO;PL;2
saes	tu	saber	il	PROPN	PRO;SG;2
saes	toi	saber	soi	PROPN	PRO;SG;2
saes	you	saber	you	PROPN	PRO;SG;2
saes	sortir	saber	sortir	PROPN	V;NFIN
saes	sortie	saber	sortir	PROPN	V;FEM;SG;PST;V.PTCP
saes	dehors	saber	dehors	PROPN	ADV
saes	out	saber	out	PROPN	PROPN
solitario	solitaire	solitario	solitaire	N	ADJ;MASC;SG
solitario	solitaires	solitario	solitaire	N	ADJ;MASC;PL
aturo	stand	aturo	stand	V	N;MASC;SG
responsábeis	responsable	responsábel	responsable	N	ADJ;MASC;SG
responsábeis	responsables	responsábel	responsable	N	ADJ;MASC;PL
responsábeis	pour	responsábel	pour	N	ADP
desexaría	souhait	desexar	souhait	V	N;MASC;SG
desexaría	voeu	desexar	voeu	V	N;MASC;SG
plena	le	pleno	le	ADJ	DET;DEF;MASC;SG
plena	les	pleno	le	ADJ	DET;DEF;PL
plena	la	pleno	le	ADJ	DET;DEF;FEM;SG
escocés	ecossais	escocés	ecossais	N	ADJ;MASC;SG
quite	off	quite	off	V	
quite	hors	quite	hors	V	ADP
louis	louis	loui	loui	PROPN	N;MASC;SG
recordas	mémoriser	recorda	mémoriser	N	V;NFIN
recordas	souviens	recorda	souvenir	N	V;IND;SG;1;IPFV;FIN
miami	miami	miami	miami	PROPN	PROPN
descansa	repos	descansa	repos	V	ADJ;MASC;SG
pedido	commander	peder	commander	N	V;NFIN
stratton	stratton	stratton	stratton	PROPN	PROPN
perdes	vous	perde	vous	V	PRO;PL;2
perdes	tu	perde	il	V	PRO;SG;2
perdes	toi	perde	soi	V	PRO;SG;2
perdes	you	perde	you	V	PRO;SG;2
falaron	elles	falar	il	V	PRO;FEM;PL;3
falaron	ils	falar	il	V	PRO;MASC;PL;3
falaron	eux	falar	soi	V	PRO;MASC;PL;3
zeke	zeke	zeke	zeke	PROPN	PROPN
detente	arrêt	detente	arrêt	PROPN	N;MASC;SG
detente	stop	detente	stop	PROPN	
detente	arrêter	detente	arrêter	PROPN	V;NFIN
detente	arrête	detente	arrêter	PROPN	V;IND;SG;3;PRS;FIN
detente	arrêtez	detente	arrêter	PROPN	V;IMP;PL;2;PRS;FIN
servirá	will	servir	will	V	PROPN
servirá	volonté	servir	volonté	V	N;FEM;SG
servirá	sera	servir	être	V	V;IND;SG;3;FUT;FIN
amarelo	jaunes	amarelo	jaune	N	ADJ;MASC;PL
amarelo	jaune	amarelo	jaune	N	ADJ;MASC;SG
wheeler	wheeler	wheeler	wheeler	PROPN	PROPN
fama	renommée	facer	renommer	N	V;FEM;SG;PST;V.PTCP
duras	hard	duro	hard	ADJ	N;MASC;SG
estouche	vous	estouche	vous	PROPN	PRO;PL;2
estouche	tu	estouche	il	PROPN	PRO;SG;2
estouche	toi	estouche	soi	PROPN	PRO;SG;2
estouche	you	estouche	you	PROPN	PRO;SG;2
della	délia	della	délier	PROPN	PROPN
della	della	della	della	PROPN	PROPN
trucos	crasseux	truco	crasseux	N	ADJ;MASC;SG
alumnado	élèves	alumnado	élève	V	N;MASC;PL
alumnado	sont	alumnado	être	V	V;IND;PL;3;PRS;FIN
alumnado	étudiants	alumnado	étudiant	V	N;MASC;PL
alumnado	etudiants	alumnado	etudiant	V	N;MASC;PL
alumnado	élèves	alumnado	élève	V	N;MASC;PL
burgueses	bourgeoise	burguese	bourgeois	N	ADJ;FEM;SG
vera	vera	verar	voia	N	PROPN
vera	véra	verar	véra	N	PROPN
tentativa	essayé	tentativo	essayer	N	V;MASC;SG;PST;V.PTCP
tentativa	tentée	tentativo	tenter	N	V;FEM;SG;PST;V.PTCP
tentativa	tenté	tentativo	tenter	N	V;MASC;SG;PST;V.PTCP
tentativa	tenter	tentativo	tenter	N	V;NFIN
bárbaros	barbares	bárbaro	barbare	N	ADJ;MASC;PL
bárbaros	sauvages	bárbaro	sauvage	N	ADJ;MASC;PL
movédevos	bouger	movédevo	bouger	N	V;NFIN
movédevos	déménager	movédevo	déménager	N	V;NFIN
movédevos	déplacer	movédevo	déplacer	N	V;NFIN
stan	stan	stan	stan	V	PROPN
stan	vous	stan	vous	V	PRO;PL;2
stan	tu	stan	il	V	PRO;SG;2
stan	toi	stan	soi	V	PRO;SG;2
stan	you	stan	you	V	PRO;SG;2
west	occidentale	west	occidental	PROPN	ADJ;FEM;SG
west	occident	west	occident	PROPN	N;MASC;SG
west	ouest	west	ouest	PROPN	N;MASC;SG
west	west	west	west	PROPN	PROPN
bild	bild	bild	bild	PROPN	N;MASC;SG
marines	marines	marine	marin	N	ADJ;FEM;PL
dickie	dickie	dickie	dickie	PROPN	PROPN
lucinda	lucinda	lucindar	lucinda	N	PROPN
cóidate	prend	cóidate	prendre	N	V;IND;SG;3;PRS;FIN
cóidate	prendre	cóidate	prendre	N	V;NFIN
cóidate	prenez	cóidate	prendre	N	V;IMP;PL;2;PRS;FIN
cóidate	prends	cóidate	prendre	N	V;IND;SG;1;PRS;FIN
armenia	arménienne	armenia	arménien	N	ADJ;FEM;SG
armenia	arménie	armenia	arménie	N	PROPN
correde	courir	correder	courir	PROPN	V;NFIN
correde	exécuter	correder	exécuter	PROPN	V;NFIN
mann	mann	mann	mann	PROPN	PROPN
