ίκαρος	icarus	ίκαρος	icarus	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
ποντίκι	miška	ποντίκι	miški	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
ποντίκι	miško	ποντίκι	miški	N;NOM;NEUT;SG	ADV
ποντίκι	miške	ποντίκι	miški	N;NOM;NEUT;SG	ADJ;NOM;FEM;PL
μίλερ	miller	μίλερ	miller		
μίλερ	muller	μίλερ	muller		N;NOM;MASC;SG
πυκνό	gosto	πυκνός	gost	N;NOM;NEUT;SG	ADV
ύφασμα	krpo	ύφασμα	krpa	N;NOM;NEUT;SG	N;ACC;FEM;SG
ύφασμα	tkanine	ύφασμα	tkanina	N;NOM;NEUT;SG	N;NOM;FEM;PL
ύφασμα	tkanino	ύφασμα	tkanina	N;NOM;NEUT;SG	N;ACC;FEM;SG
συμβουλή	nasveti	συμβουλής	nasvet	N;NOM;FEM;SG	N;NOM;MASC;PL
σφάλματα	hrošče	σφάλμα	hrošča	N;NOM;NEUT;PL	N;ACC;MASC;PL
συντελεστή	koeficient	συντελεστής	koeficient	N;ACC;NEUT;SG	N;NOM;MASC;SG
άνταμς	adams	άνταμς	adams	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
μεσημέρι	kosila	μεσημέρι	kosilo	ADV	N;NOM;NEUT;PL
μεσημέρι	kosilo	μεσημέρι	kosilo	ADV	N;NOM;NEUT;SG
θυγατρική	podružnica	θυγατρικός	podružnica	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
διαφυγής	pobeg	διαφυγή	pobeg	N;GEN;FEM;SG	N;NOM;MASC;SG
διαφυγής	beg	διαφυγή	beg	N;GEN;FEM;SG	N;NOM;MASC;SG
ρομπ	rob	ρομπ	rob		N;NOM;MASC;SG
νευρικό	živčno	νευρικός	živčno	ADJ;NOM;NEUT;SG	ADV
αιθιοπίας	etiopski	αιθιοπία	etiopski	PROPN;GEN;FEM;SG	ADJ;NOM;DEF;MASC;SG
κιριμπάτι	kiribati	κιριμπάτι	kiribati		V;IPFV;NFIN
βολιβία	boliviji	βολιβία	bolivija	PROPN;ACC;FEM;SG	N;NOM;FEM;SG
κύκλοι	kroge	κύκλος	krog	N;NOM;MASC;PL	N;ACC;MASC;PL
κύκλοι	krogov	κύκλος	krog	N;NOM;MASC;PL	N;GEN;MASC;PL
κύκλοι	ciklov	κύκλος	cikl	N;NOM;MASC;PL	N;GEN;MASC;PL
μεσαίο	srednji	μεσαίος	srednji	N;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
μεσαίο	srednja	μεσαίος	srednji	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
μεσαίο	srednje	μεσαίος	srednje	N;NOM;NEUT;SG	ADV
μεσαίο	srednja	μεσαίος	srednji	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
κάμερον	cameron	κάμερον	cameron	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
θεώρηση	vize	θεώρηση	vize	N;ACC;FEM;SG	N;NOM;FEM;PL
θεώρηση	vizuma	θεώρηση	vizum	N;ACC;FEM;SG	N;NOM;MASC;SG
θεώρηση	vizum	θεώρηση	vizum	N;ACC;FEM;SG	N;NOM;MASC;SG
περίχωρα	obrobju	περίχωρα	obrobje	N;NOM;NEUT;PL	N;DAT;NEUT;SG
καζάν	kazan	καζάν	kazan		PROPN;NOM;MASC;SG
κατάθλιψη	potrt	κατάθλιψη	potrt	N;ACC;FEM;SG	ADJ;NOM;INDF;MASC;SG
κατάθλιψη	depresiven	κατάθλιψη	depresiven	N;ACC;FEM;SG	ADJ;NOM;INDF;MASC;SG
κατάθλιψη	depresivno	κατάθλιψη	depresivno	N;ACC;FEM;SG	ADJ;NOM;NEUT;SG
κατάθλιψη	depresija	κατάθλιψη	depresija	N;ACC;FEM;SG	N;NOM;FEM;SG
φανερό	očitno	φανερός	očitno	ADJ;NOM;NEUT;SG	ADV
ουδετερότητα	nevtralnost	ουδετερότητα	nevtralnost	N;ACC;FEM;SG	N;NOM;FEM;SG
ουδετερότητα	nevtralnosti	ουδετερότητα	nevtralnost	N;ACC;FEM;SG	N;GEN;FEM;SG
λοιπά	drugi	λοιπός	drug	ADV	ADJ;NOM;MASC;SG
λοιπά	drugo	λοιπός	drug	ADV	ADJ;NOM;NEUT;SG
λοιπά	druga	λοιπός	drug	ADV	ADJ;NOM;FEM;SG
λοιπά	druge	λοιπός	drug	ADV	ADJ;NOM;FEM;PL
άλεν	allen	άλεν	allen		
αλεξέι	aleksej	αλεξέι	aleksej	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
βλαχίας	vlaške	βλαχία	vlaški	N;GEN;FEM;SG	ADJ;NOM;FEM;PL
όραση	vid	όραση	vid	N;ACC;FEM;SG	N;NOM;MASC;SG
όραση	vizija	όραση	vizija	N;ACC;FEM;SG	N;NOM;FEM;SG
όραση	vida	όραση	vido	N;ACC;FEM;SG	N;NOM;MASC;SG
όραση	vidu	όραση	vido	N;ACC;FEM;SG	V;MASC;SG;V.PTCP
όραση	vid	όραση	vid	N;ACC;FEM;SG	N;NOM;MASC;SG
παρατηρητή	opazovalec	παρατηρητής	opazovalec	N;ACC;MASC;SG	N;NOM;MASC;SG
παρατηρητή	opazovalka	παρατηρητής	opazovalka	N;ACC;MASC;SG	N;NOM;FEM;SG
βαρβάρα	varvara	βαρβάρα	varvar	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
χρήστο	christo	χρήστος	christo	PROPN;ACC;MASC;SG	N;NOM;MASC;SG
σκληρός	kruto	σκληρός	krut	ADJ;NOM;MASC;SG	ADV
σκληρός	trde	σκληρός	trd	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
σκληρός	trdo	σκληρός	trdo	ADJ;NOM;MASC;SG	ADV
κλάδοι	sektorje	κλάδος	sektor	N;NOM;MASC;PL	N;ACC;MASC;PL
προαγωγή	promocije	προαγωγή	promocija	N;ACC;FEM;SG	N;NOM;FEM;PL
προαγωγή	napredovanje	προαγωγή	napredovanje	N;ACC;FEM;SG	N;NOM;NEUT;SG
προαγωγή	spodbujanje	προαγωγή	spodbujanje	N;ACC;FEM;SG	N;NOM;NEUT;SG
προαγωγή	promocija	προαγωγή	promocija	N;ACC;FEM;SG	N;NOM;FEM;SG
επιβίωση	preživi	επιβίωση	preživeti	N;ACC;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
επιβίωση	preživeti	επιβίωση	preživeti	N;ACC;FEM;SG	V;PFV;NFIN
επιβίωση	preživetje	επιβίωση	preživetje	N;ACC;FEM;SG	N;NOM;NEUT;SG
επιβίωση	obstanek	επιβίωση	obstanek	N;ACC;FEM;SG	N;NOM;MASC;SG
ερυθρά	rdečkam	ερυθρός	rdečka	PROPN;NOM;NEUT;SG	N;DAT;FEM;PL
γιορκ	yorku	γιορκ	york		N;DAT;MASC;SG
γιορκ	york	γιορκ	york		PROPN;NOM;MASC;SG
γιορκ	yorka	γιορκ	yorka		N;GEN;MASC;SG
λιλ	lil	λιλ	liti		N;NOM;MASC;SG
λιλ	lille	λιλ	lill		PROPN;NOM;MASC;SG
εξαιρετικό	odlično	εξαιρετικός	odlično	ADJ;NOM;NEUT;SG	ADV
αισθήματα	čustev	αίσθημα	čustvo	N;NOM;NEUT;PL	N;GEN;NEUT;PL
αισθήματα	čustev	αίσθημα	čustvo	N;NOM;NEUT;PL	N;GEN;NEUT;PL
αισθήματα	občutke	αίσθημα	občutek	N;NOM;NEUT;PL	N;ACC;MASC;PL
ομάν	oman	ομάν	oman		PROPN;NOM;MASC;SG
ηγούμενος	opat	ηγούμενος	opat	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
ομπάμα	obama	ομπάμα	oba	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
καγκελάριος	kanclerja	καγκελάριος	kancler	N;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
προσέλαβε	najeta	προσελαμβάνω	najet	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;FEM;SG
καραϊβική	karibih	καραϊβικός	karib	ADJ;NOM;FEM;SG	N;ESS;MASC;PL
μεταμόρφωση	preobrazbo	μεταμόρφωση	preobrazba	N;NOM;FEM;SG	N;ACC;FEM;SG
μεταμόρφωση	transformacije	μεταμόρφωση	transformacija	N;NOM;FEM;SG	N;NOM;FEM;PL
θεμελιώδη	temeljno	θεμελιώδη	temeljen	ADV	ADJ;NOM;NEUT;SG
θεμελιώδη	temeljna	θεμελιώδη	temeljen	ADV	ADJ;NOM;FEM;SG
κίεβο	kijevu	κίεβος	kijeva	PROPN;NOM;NEUT;SG	PROPN;DAT;MASC;SG
πραγματοποίηση	spoznanje	πραγματοποίηση	spoznanje	N;ACC;FEM;SG	N;NOM;NEUT;SG
βρείτε	poišči	βρίσκω	poiskati	V;PFV;IMP;PL;2;FIN;ACT	V;PFV;IMP;SG;2;FIN
βρείτε	najdi	βρίσκω	najdi	V;PFV;IMP;PL;2;FIN;ACT	V;PFV;IMP;SG;2;FIN
διαμαρτυρίες	proteste	διαμαρτυρία	protest	N;NOM;FEM;PL	N;ACC;MASC;PL
ανεγέρθηκε	postavljene	ανεγέρω	postavljen	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;FEM;PL;V.PTCP
ανεγέρθηκε	postavljen	ανεγέρω	postavljen	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
δίωξη	preganjanje	δίωξη	preganjanje	N;ACC;FEM;SG	N;NOM;NEUT;SG
δίωξη	preganjanja	δίωξη	preganjanje	N;ACC;FEM;SG	N;GEN;NEUT;SG
δίωξη	pregon	δίωξη	pregon	N;ACC;FEM;SG	N;NOM;MASC;SG
δίωξη	dea	δίωξη	dea	N;ACC;FEM;SG	
δίωξη	tožilstvo	δίωξη	tožilstvo	N;ACC;FEM;SG	N;NOM;NEUT;SG
δίωξη	pregon	δίωξη	pregon	N;ACC;FEM;SG	N;NOM;MASC;SG
κλασικά	klasike	κλασικός	klasika	ADV	N;NOM;FEM;PL
κλασικά	klasične	κλασικός	klasičen	ADV	ADJ;NOM;FEM;PL
κλασικά	klasična	κλασικός	klasičen	ADV	ADJ;NOM;FEM;SG
κλασικά	klasika	κλασικός	klasika	ADV	N;NOM;FEM;SG
κλασικά	klasična	κλασικός	klasičen	ADV	ADJ;NOM;FEM;SG
κλασικά	klasičen	κλασικός	klasičen	ADV	ADJ;NOM;INDF;MASC;SG
κλασικά	klasični	κλασικός	klasičen	ADV	ADJ;NOM;MASC;SG
δυναμικά	dinamika	δυναμικά	dinamik	ADV	N;NOM;FEM;SG
δυναμικά	dinamična	δυναμικά	dinamičen	ADV	ADJ;NOM;FEM;SG
δυναμικά	dinamični	δυναμικά	dinamičen	ADV	ADJ;NOM;MASC;SG
δυναμικά	dinamičen	δυναμικά	dinamičen	ADV	ADJ;NOM;INDF;MASC;SG
ήθη	morale	ήθη	morati	N;NOM;NEUT;PL	V;IPFV;FEM;PL;V.PTCP
ήθη	moralo	ήθη	morati	N;NOM;NEUT;PL	V;IPFV;NEUT;SG;V.PTCP
άντι	andie	άντι	andie		
άντι	andi	άντι	andi		N;NOM;MASC;SG
άντι	andy	άντι	andy		PROPN;NOM;MASC;SG
τεχνικός	tehnik	τεχνικός	tehnika	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
τεχνικός	tehnika	τεχνικός	tehnika	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
χτύπησε	zadetek	χτυπώ	zadetek	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;MASC;SG
χτύπησε	hit	χτυπώ	hit	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;MASC;SG
τέρας	zveri	τέρας	zvera	N;NOM;NEUT;SG	N;NOM;FEM;PL
μεμβράνη	membrane	μεμβράνη	membran	N;NOM;FEM;SG	N;NOM;FEM;PL
εισιτήριο	karto	εισιτήριο	karta	N;NOM;NEUT;SG	N;ACC;FEM;SG
εισιτήριο	vozovnico	εισιτήριο	vozovnica	N;NOM;NEUT;SG	N;ACC;FEM;SG
βεβαιότητα	gotovost	βεβαιότητα	gotovost	N;ACC;FEM;SG	N;NOM;FEM;SG
παράλληλες	vzporedno	παράλληλος	vzporedno	ADJ;NOM;FEM;PL	ADV
παράλληλες	vzporedni	παράλληλος	vzporeden	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
παράλληλες	vzporedna	παράλληλος	vzporeden	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
αποκαλύπτεται	razkrije	αποκαλύπτω	razkriti	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;IND;SG;3;PRS;FIN
αποκαλύπτεται	razkril	αποκαλύπτω	razkriti	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;MASC;SG;V.PTCP
αποκαλύπτεται	pokazala	αποκαλύπτω	pokazati	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;FEM;SG;V.PTCP
αποκαλύπτεται	razkrili	αποκαλύπτω	razkriti	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;MASC;PL;V.PTCP
αποκαλύπτεται	razkrita	αποκαλύπτω	razkriti	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;FEM;SG;V.PTCP
αποκαλύπτεται	razkrila	αποκαλύπτω	razkriti	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;FEM;SG;V.PTCP
πέταξε	leti	πετώ	leto	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;NEUT;PL
πέταξε	fly	πετώ	fly	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;MASC;SG
πέταξε	leteti	πετώ	letet	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;NFIN
πέταξε	letel	πετώ	leteti	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;MASC;SG;V.PTCP
πέταξε	letela	πετώ	leteti	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;FEM;SG;V.PTCP
αριζόνα	arizona	αριζόνα	arizon	PROPN;NOM;NEUT;SG	PROPN;NOM;MASC;SG
αριζόνα	arizono	αριζόνα	arizon	PROPN;NOM;NEUT;SG	N;ACC;FEM;SG
τίτο	tito	τίτος	tito		N;NOM;MASC;SG
αιγύπτιοι	egipčani	αιγύπτιος	egipčan	ADJ;NOM;MASC;PL	N;NOM;MASC;PL
ιόντων	ionov	ιόντος	ion	N;GEN;NEUT;PL	N;NOM;MASC;SG
ιόντων	ionski	ιόντος	ionski	N;GEN;NEUT;PL	ADJ;NOM;DEF;MASC;SG
μισά	polovici	μισό	polovica	ADV	N;NOM;FEM;SG
μισά	polovice	μισό	polovica	ADV	N;NOM;FEM;PL
μισά	pol	μισό	pol	ADV	DET
μισά	polovica	μισό	polovica	ADV	N;NOM;FEM;SG
μισά	polovico	μισό	polovica	ADV	N;ACC;FEM;SG
επιβεβαιώθηκε	potrjen	επιβεβαιώνω	potrjen	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
επιβεβαιώθηκε	potrjeno	επιβεβαιώνω	potrjen	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;NEUT;SG;V.PTCP
επιβεβαιώθηκε	potrjeni	επιβεβαιώνω	potrjen	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;MASC;PL;V.PTCP
επιβεβαιώθηκε	potrjena	επιβεβαιώνω	potrjen	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;FEM;SG;V.PTCP
παλέρμο	palermu	παλέρμο	paler	PROPN;NOM;NEUT;SG	N;DAT;MASC;SG
ρητορική	retorika	ρητορικός	retorika	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
ποταμούς	rek	ποταμός	reka	N;ACC;MASC;PL	N;NOM;MASC;SG
ποταμούς	reke	ποταμός	reka	N;ACC;MASC;PL	N;NOM;FEM;PL
εβραϊκό	žid	εβραϊκός	žid	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
εβραϊκό	judje	εβραϊκός	judja	ADJ;NOM;NEUT;SG	N;NOM;MASC;PL
δημιουργό	ustvarjalec	δημιουργός	ustvarjalec	N;ACC;MASC;SG	N;NOM;MASC;SG
δημιουργό	stvarnik	δημιουργός	stvarnik	N;ACC;MASC;SG	N;NOM;MASC;SG
φόρους	davki	φόρος	davek	N;ACC;MASC;PL	N;NOM;MASC;PL
ακριβείς	natančno	ακριβής	natančno	N;NOM;FEM;PL	ADV
ακριβείς	natančen	ακριβής	natančen	N;NOM;FEM;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
ακριβείς	natančna	ακριβής	natančen	N;NOM;FEM;PL	ADJ;NOM;FEM;SG
ακριβείς	točen	ακριβής	točen	N;NOM;FEM;PL	ADJ;NOM;INDF;MASC;SG
ακριβείς	natančen	ακριβής	natančen	N;NOM;FEM;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
ακριβείς	natančni	ακριβής	natančen	N;NOM;FEM;PL	ADJ;NOM;MASC;PL
ακριβείς	natančna	ακριβής	natančen	N;NOM;FEM;PL	ADJ;NOM;FEM;SG
ευγενή	plemenite	ευγενής	plemenit	ADV	ADJ;NOM;FEM;PL
ευγενή	plemenit	ευγενής	plemenit	ADV	ADJ;NOM;INDF;MASC;SG
ευγενή	plemenito	ευγενής	plemenito	ADV	ADJ;NOM;NEUT;SG
ευγενή	plemenita	ευγενής	plemenit	ADV	ADJ;NOM;FEM;SG
ευγενή	plemeniti	ευγενής	plemeniti	ADV	ADJ;NOM;MASC;SG
δίδυμο	dvojčka	δίδυμο	dvojček	N;NOM;MASC;SG	N;NOM;MASC;DU
ουάσιγκτον	washington	ουάσιγκτον	washington		PROPN;NOM;MASC;SG
πατέρες	očete	πατέρα	oče	N;NOM;MASC;PL	N;ACC;MASC;PL
γαλάζιο	modro	γαλάζιος	moder	N;NOM;NEUT;SG	ADV
γαλάζιο	modre	γαλάζιος	moder	N;NOM;NEUT;SG	ADJ;NOM;FEM;PL
γαλάζιο	modri	γαλάζιος	moder	N;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
γαλάζιο	modra	γαλάζιος	moder	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
γαλάζιο	azurno	γαλάζιος	azuren	N;NOM;NEUT;SG	ADV
πτώμα	telesa	πτώμα	telo	N;NOM;NEUT;SG	N;NOM;NEUT;PL
ερωμένη	ljubico	ερώνω	ljubica	V;PFV;NOM;FEM;SG;V.PTCP;PASS	N;ACC;FEM;SG
ερωμένη	gospodarica	ερώνω	gospodarica	V;PFV;NOM;FEM;SG;V.PTCP;PASS	N;NOM;FEM;SG
ερωμένη	ljubimec	ερώνω	ljubimec	V;PFV;NOM;FEM;SG;V.PTCP;PASS	N;NOM;MASC;SG
διασπορά	variance	διασπορά	variance	N;NOM;FEM;SG	N;NOM;FEM;PL
τήνου	tinos	τήνος	tinos	PROPN;GEN;FEM;SG	
καύση	gorela	καύση	gorel	N;NOM;FEM;SG	V;IPFV;FEM;SG;V.PTCP
καύση	zažgal	καύση	zažgati	N;NOM;FEM;SG	V;PFV;MASC;SG;V.PTCP
καύση	zgori	καύση	zgoriti	N;NOM;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
καύση	zgorevanja	καύση	zgorevanje	N;NOM;FEM;SG	N;GEN;NEUT;SG
καύση	gori	καύση	goreti	N;NOM;FEM;SG	
λετονίας	latvije	λετονία	latvija	PROPN;GEN;FEM;SG	N;NOM;FEM;PL
λετονίας	latvijo	λετονία	latev	PROPN;GEN;FEM;SG	N;ACC;FEM;SG
λετονίας	latvija	λετονία	latvija	PROPN;GEN;FEM;SG	N;NOM;FEM;SG
υπόγειο	podzemna	υπόγειο	podzemen	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
υπόγειο	podzemni	υπόγειο	podzemen	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
υπόγειο	kleti	υπόγειο	klet	N;NOM;NEUT;SG	N;NOM;FEM;PL
αντίστροφο	inverse	αντίστροφος	invers	N;NOM;NEUT;SG	
αντίστροφο	obrnjeno	αντίστροφος	obrnjen	N;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
αντίστροφο	povratne	αντίστροφος	povraten	N;NOM;NEUT;SG	ADJ;NOM;FEM;PL
αντίστροφο	vzvratno	αντίστροφος	vzvraten	N;NOM;NEUT;SG	ADV
ίντερνετ	internetni	ίντερνετ	interneten		ADJ;NOM;DEF;MASC;SG
ίντερνετ	internetno	ίντερνετ	interneten		ADJ;NOM;NEUT;SG
ίντερνετ	internet	ίντερνετ	internet		N;NOM;MASC;SG
πεκίνο	peking	πεκίνο	peking		N;NOM;MASC;SG
πεκίνο	pekingu	πεκίνο	peking		N;DAT;MASC;SG
πεκίνο	peking	πεκίνο	peking		N;NOM;MASC;SG
ανοίγματα	izpostavljenosti	ανόιγμα	izpostavljenost	N;NOM;NEUT;PL	N;GEN;FEM;SG
κρύο	mrzlo	κρύο	mrzel	N;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
κρύο	hladno	κρύο	hladen	N;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
κρύο	mrzla	κρύο	mrzel	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
κρύο	mrzel	κρύο	mrzel	N;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
ψηφοφόροι	volivce	ψηφοφόρος	volivec	ADJ;NOM;MASC;PL	N;ACC;MASC;PL
ψηφοφόροι	volivci	ψηφοφόρος	volivec	ADJ;NOM;MASC;PL	N;NOM;MASC;PL
ψηφοφόροι	volivcem	ψηφοφόρος	volivec	ADJ;NOM;MASC;PL	N;DAT;MASC;PL
αντάντ	adad	αντάντ	adad		N;NOM;MASC;SG
φορώντας	nošenje	φορώ	nošenje	V;IPFV;V.CVB;ACT	N;NOM;NEUT;SG
τατζικιστάν	tadžikistan	τατζικιστάν	tadžikistan		N;NOM;MASC;SG
σάιμον	simon	σάιμον	simon	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
σάιμον	simona	σάιμον	simon	PROPN;NOM;MASC;SG	N;NOM;FEM;SG
ύπαιθρο	podeželje	ύπαιθρο	podeželje	N;ACC;FEM;SG	N;NOM;NEUT;SG
χαλκό	bakrene	χαλκός	bakren	N;NOM;NEUT;SG	ADJ;NOM;FEM;PL
ουρουγουάης	urugvaj	ουρουγουάος	urugvaj	N;GEN;FEM;SG	N;NOM;FEM;SG
άμμο	peska	άμμος	pesek	N;NOM;FEM;SG	N;GEN;MASC;SG
άμμο	peščena	άμμος	peščen	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
άμμο	peščeni	άμμος	peščen	N;NOM;FEM;SG	ADJ;NOM;MASC;SG
πλάσμα	plazmo	πλάσμα	plazma	N;NOM;NEUT;SG	N;ACC;FEM;SG
πλάσμα	plazemski	πλάσμα	plazemski	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
κλειδιά	ključe	κλειδιά	ključ	N;NOM;NEUT;PL	N;ACC;MASC;PL
ισλαμικό	islamske	ισλαμικός	islamski	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
δικαστής	judge	δικαστής	judgo	N;NOM;MASC;SG	
δυνατά	glasna	δυνατός	glasen	ADV	ADJ;NOM;FEM;SG
δυνατά	glasen	δυνατός	glasen	ADV	ADJ;NOM;INDF;MASC;SG
τοπολογία	topologije	τοπολογία	topologija	N;NOM;FEM;SG	N;NOM;FEM;PL
πολωνοί	poljsko	πολωνός	poljski	ADJ;NOM;MASC;PL	ADJ;NOM;NEUT;SG
πολωνοί	poljskega	πολωνός	poljski	ADJ;NOM;MASC;PL	ADJ;GEN;NEUT;SG
πολωνοί	poljski	πολωνός	poljski	ADJ;NOM;MASC;PL	ADJ;NOM;DEF;MASC;SG
πολωνοί	poljaki	πολωνός	poljak	ADJ;NOM;MASC;PL	N;NOM;MASC;PL
πράσινοι	zeleni	πράσινος	zelen	N;NOM;MASC;PL	ADJ;NOM;DEF;MASC;SG
άξονες	osi	άξονας	osi	N;NOM;MASC;PL	N;NOM;MASC;SG
άξονες	osi	άξονας	osi	N;NOM;MASC;PL	N;NOM;MASC;SG
αυτοκινητόδρομος	avtoceste	αυτοκινητόδρομος	avtocesta	N;NOM;MASC;SG	N;NOM;FEM;PL
αυτοκινητόδρομος	avtocesto	αυτοκινητόδρομος	avtocesto	N;NOM;MASC;SG	N;ACC;FEM;SG
αυτοκινητόδρομος	avtocesto	αυτοκινητόδρομος	avtocesto	N;NOM;MASC;SG	N;ACC;FEM;SG
αυτοκινητόδρομος	avtocesto	αυτοκινητόδρομος	avtocesto	N;NOM;MASC;SG	N;ACC;FEM;SG
βίβλο	biblijo	βίβλος	bibliti	N;NOM;FEM;SG	N;ACC;FEM;SG
πιέτρο	pietro	πιέτρο	pietro		PROPN;NOM;MASC;SG
μπρόντγουεϊ	broadway	μπρόντγουεϊ	broadway		N;NOM;MASC;SG
κάθετη	vertikalno	κάθετος	vertikalen	ADJ;NOM;FEM;SG	ADV
κάθετη	navpične	κάθετος	navpičen	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
κάθετη	navpično	κάθετος	navpičen	ADJ;NOM;FEM;SG	ADV
βίκτωρ	viktor	βίκτωρ	viktor	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
βίκτωρ	viktor	βίκτωρ	viktor	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
βίκτωρ	victor	βίκτωρ	victor	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
πράσινα	zelene	πράσινος	zelen	ADV	ADJ;NOM;FEM;PL
πράσινα	green	πράσινος	green	ADV	
πράσινα	zeleni	πράσινος	zelen	ADV	ADJ;NOM;DEF;MASC;SG
πράσινα	zelena	πράσινος	zelen	ADV	ADJ;NOM;FEM;SG
θιβέτ	tibetanski	θιβέτ	tibetanski		ADJ;NOM;MASC;SG
θιβέτ	tibeta	θιβέτ	tibet		N;NOM;MASC;SG
θιβέτ	tibetu	θιβέτ	tibet		N;DAT;MASC;SG
θιβέτ	tibet	θιβέτ	tibet		N;NOM;MASC;SG
υποσχέθηκε	obljubljeno	υπόσχομαι	obljubljen	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;NEUT;SG;V.PTCP
λευκορωσίας	beloruske	λευκορωσία	beloruski	N;GEN;FEM;SG	ADJ;NOM;FEM;PL
καλλιτεχνικές	umetniška	καλλιτεχνικός	umetniški	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
καλλιτεχνικές	umetniško	καλλιτεχνικός	umetniški	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
καλλιτεχνικές	umetniški	καλλιτεχνικός	umetniški	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
προσωπικός	osebne	προσωπικός	oseben	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
δωρεές	donacij	δωρεός	donacija	N;NOM;FEM;PL	N;GEN;FEM;PL
ακριβές	natančen	ακριβής	natančen	ADV	ADJ;NOM;INDF;MASC;SG;V.PTCP
ακριβές	natančna	ακριβής	natančen	ADV	ADJ;NOM;FEM;SG
ακριβές	točen	ακριβής	točen	ADV	ADJ;NOM;INDF;MASC;SG
ακριβές	natančen	ακριβής	natančen	ADV	ADJ;NOM;INDF;MASC;SG;V.PTCP
ακριβές	natančni	ακριβής	natančen	ADV	ADJ;NOM;MASC;PL
ακριβές	natančna	ακριβής	natančen	ADV	ADJ;NOM;FEM;SG
ακριβές	natančen	ακριβής	natančen	ADV	ADJ;NOM;INDF;MASC;SG;V.PTCP
