של	shel	של	shel	PART;GEN	N;INDF;MASC;SG
מות	moarte	מוות	moarte		N;INDF;FEM;SG
השכונה	vecinătate	השכונה	vecinătate		N;INDF;FEM;SG
השכונה	cartierul	השכונה	cartier		N;DEF;MASC;SG
השכונה	cartier	השכונה	cartier		N;INDF;MASC;SG
פרידריך	friedrich	פרידריך	friedrich	PROPN	PROPN
מציג	introducerea	הציג	introducere	V;MASC;SG;V.PTCP;ACT	N;DEF;FEM;SG
מציג	vizualizator	הציג	vizualizator	V;MASC;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
מציג	arată	הציג	arăta	V;MASC;SG;V.PTCP;ACT	V;IND;3;PRS;FIN
מציג	spectacole	הציג	spectacol	V;MASC;SG;V.PTCP;ACT	N;INDF;FEM;PL
מציג	emisiuni	הציג	emisiune	V;MASC;SG;V.PTCP;ACT	N;INDF;FEM;PL
הכהן	popă	הכהן	popă	PROPN	N;INDF;MASC;SG
הכהן	preot	הכהן	preot	PROPN	N;INDF;MASC;SG
הכהן	preotul	הכהן	preot	PROPN	N;DEF;MASC;SG
החליטה	decisă	החליט	decide	V;FEM;SG;3;PST;ACT	ADJ;INDF;FEM;SG
החליטה	decis	החליט	decide	V;FEM;SG;3;PST;ACT	N;INDF;MASC;SG
החליטה	hotărât	החליט	hotărî	V;FEM;SG;3;PST;ACT	ADJ;INDF;MASC;SG
במחלוקת	contestată	במחלוקת	contesta	ADV	ADJ;INDF;FEM;SG
במחלוקת	contestat	במחלוקת	contesta	ADV	ADJ;INDF;MASC;SG
ברציפות	continuu	ברציפות	continuu		ADV
פרוץ	focar	None	focar		N;INDF;MASC;SG
פרוץ	epidemie	None	epidemie		N;INDF;FEM;SG
פרוץ	tocat	None	tocat		ADJ;INDF;MASC;SG
פרוץ	spart	None	spart		ADJ;INDF;MASC;SG
מחלוקת	dispută	מחלוקת	disputa	N;FEM;SG	V;IND;SG;3;PST;FIN
מחלוקת	contestă	מחלוקת	contesta	N;FEM;SG	V;IND;SG;3;PST;FIN
מחלוקת	disputa	מחלוקת	disputa	N;FEM;SG	V;IND;SG;3;IPFV;FIN
מחלוקת	contestată	מחלוקת	contesta	N;FEM;SG	ADJ;INDF;FEM;SG
מחלוקת	contestat	מחלוקת	contesta	N;FEM;SG	ADJ;INDF;MASC;SG
מחלוקת	controverse	מחלוקת	controversă	N;FEM;SG	N;INDF;FEM;PL
טענה	pretins	טענה	pretinge	N;FEM;SG	ADJ;INDF;MASC;SG
טענה	revendicat	טענה	revendica	N;FEM;SG	ADJ;INDF;MASC;SG
חזקה	strong	חזק	strong	ADJ;FEM;SG	
מבקש	întrebând	ביקש	întrebând	V;MASC;SG;V.PTCP;ACT	
יי	yee	יי	yee	PROPN	PROPN
חיה	fiară	None	fiară	V;FEM;SG;V.PTCP;ACT	N;INDF;FEM;SG
חיה	fiara	None	fiară	V;FEM;SG;V.PTCP;ACT	N;DEF;FEM;SG
חיה	bestie	None	bestie	V;FEM;SG;V.PTCP;ACT	N;INDF;FEM;SG
חיה	animalul	None	animal	V;FEM;SG;V.PTCP;ACT	N;DEF;MASC;SG
חיה	animal	None	animal	V;FEM;SG;V.PTCP;ACT	N;INDF;MASC;SG
פברואר	februarie	פברואר	februarie	PROPN	N;INDF;MASC;SG
פברואר	feb	פברואר	feb	PROPN	
נשא	purtător	נשא	purtător	V;MASC;SG;3;PST	N;INDF;MASC;SG
נשא	transportator	נשא	transportator	V;MASC;SG;3;PST	N;INDF;MASC;SG
נשא	portavion	נשא	portavion	V;MASC;SG;3;PST	N;INDF;MASC;SG
נשא	cărat	נשא	căra	V;MASC;SG;3;PST	ADJ;INDF;MASC;SG
אפשרי	posibile	אפשרי	posibil	ADJ;MASC;SG	ADJ;INDF;FEM;PL
אפשרי	posibil	אפשרי	posibil	ADJ;MASC;SG	ADV
לתקן	fix	תיקן	fix	V;NFIN;ACT	ADJ;INDF;MASC;SG
העלילה	complot	העליל	complot	V;FEM;SG;3;PST;ACT	N;INDF;MASC;SG
העלילה	intriga	העליל	intriga	V;FEM;SG;3;PST;ACT	N;DEF;FEM;SG
העלילה	intrigă	העליל	intriga	V;FEM;SG;3;PST;ACT	N;INDF;FEM;SG
שינה	schimbat	שינה	schimba	PROPN	ADJ;INDF;MASC;SG
שינה	schimbată	שינה	schimba	PROPN	ADJ;INDF;FEM;SG
שינה	dormi	שינה	dormi	PROPN	
שינה	somn	שינה	somn	PROPN	N;INDF;MASC;SG
שינה	sheena	שינה	sheena	PROPN	
שינה	dormind	שינה	dormi	PROPN	V;V.MSDR
שינה	doarme	שינה	dormi	PROPN	V;IND;SG;3;PRS;FIN
שינה	dormit	שינה	dormi	PROPN	ADJ;INDF;MASC;SG
הציע	sugerat	הציע	sugera	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
הציע	sugerate	הציע	sugera	V;MASC;SG;3;PST;ACT	ADJ;INDF;FEM;PL
עצמאי	independent	עצמאי	independent	ADJ;MASC;SG	ADV
עצמאי	independenta	עצמאי	independent	ADJ;MASC;SG	N;DEF;FEM;SG
עצמאי	independente	עצמאי	independent	ADJ;MASC;SG	ADJ;INDF;FEM;PL
נבחרה	selectate	נבחר	selecta	V;FEM;SG;3;PST;MID	ADJ;INDF;FEM;PL
נבחרה	selectată	נבחר	selecta	V;FEM;SG;3;PST;MID	ADJ;INDF;FEM;SG
נבחרה	selectat	נבחר	selectat	V;FEM;SG;3;PST;MID	ADJ;INDF;MASC;SG
אנטי	anti	אנטי	an	ADV	
רות	ruth	רות	ruth	PROPN	PROPN
רות	rut	רות	rut	PROPN	
ידועים	cunoscut	ידוע	cunoscut	N;MASC;PL	ADJ;INDF;MASC;SG
ידועים	cunoscută	ידוע	cunoscut	N;MASC;PL	ADJ;INDF;FEM;SG
ידועים	cunoscute	ידוע	cunoscut	N;MASC;PL	ADJ;INDF;FEM;PL
נקודה	dot	נקודה	dot	N;FEM;SG	
בשר	carne	בשר	carne		N;INDF;FEM;SG
בשר	carnea	בשר	carne		N;DEF;FEM;SG
חיפוש	cauta	חיפוש	cauta	N;MASC;SG	V;IND;SG;3;IPFV;FIN
חיפוש	caută	חיפוש	căuta	N;MASC;SG	V;IND;3;PRS;FIN
האיים	insulele	האיים	insulă	PROPN	N;DEF;FEM;PL
האיים	insule	האיים	insulă	PROPN	N;INDF;FEM;PL
עושים	fac	עשה	face	V;MASC;PL;V.PTCP;ACT	V;IND;PL;3;PRS;FIN
אנה	ana	אנה	ana	PROPN	N;DEF;FEM;SG
אנה	anna	אנה	anna	PROPN	PROPN
התפקיד	rolul	התפקיד	rol	V;PL;1;PST;ACT	N;DEF;MASC;SG
התפקיד	rol	התפקיד	rol	V;PL;1;PST;ACT	N;INDF;MASC;SG
ענק	imensă	ענק	imens	N;MASC;SG	ADJ;INDF;FEM;SG
ענק	imens	ענק	imens	N;MASC;SG	ADJ;INDF;MASC;SG
ענק	uriaș	ענק	uriaș	N;MASC;SG	ADJ;INDF;MASC;SG
נפרד	separate	נפרד	separat	ADJ;MASC;SG	ADJ;INDF;FEM;PL
נפרד	separă	נפרד	separa	ADJ;MASC;SG	V;IND;SG;3;PST;FIN
נפרד	separate	נפרד	separat	ADJ;MASC;SG	ADJ;INDF;FEM;PL
אחדות	unitate	אחדים	unitate	ADJ;FEM;PL	N;INDF;FEM;SG
אחדות	unitatea	אחדים	unitate	ADJ;FEM;PL	N;DEF;FEM;SG
זרם	actual	זרם	actual	N;MASC;SG	ADJ;INDF;MASC;SG
זרם	actuală	זרם	actual	N;MASC;SG	ADJ;INDF;FEM;SG
בחזרה	înapoi	בחזרה	înapoi		ADV
בחזרה	spate	בחזרה	spate		N;INDF;MASC;SG
נתון	dat	נתון	dat	N;MASC;SG	ADJ;INDF;MASC;SG
כאילו	ca	כאילו	ca	CONJ	ADV
כאילו	like	כאילו	like	CONJ	
רחל	rachel	רחל	rachel	PROPN	PROPN
לשון	limba	לשון	limbă		N;DEF;FEM;SG
לשון	limbă	לשון	limbă		N;INDF;FEM;SG
מדריד	madrid	מדריד	madrid	PROPN	N;INDF;MASC;SG
עצמאית	independenta	עצמאי	independent	ADV	N;DEF;FEM;SG
עצמאית	independente	עצמאי	independent	ADV	ADJ;INDF;FEM;PL
עצמאית	independentă	עצמאי	independent	ADV	ADJ;INDF;FEM;SG
לוחמי	războinici	לוחם	războinic	PROPN	ADJ;INDF;MASC;PL
לוחמי	razboinici	לוחם	razboinic	PROPN	ADJ;INDF;MASC;PL
לוחמי	luptători	לוחם	luptător	PROPN	N;INDF;MASC;PL
לוחמי	luptatori	לוחם	luptator	PROPN	N;INDF;MASC;PL
ערבית	araba	ערבי	araba	PROPN	N;DEF;FEM;SG
ערבית	arabă	ערבי	arab	PROPN	N;INDF;FEM;SG
חב	dator	חב	dator		ADJ;INDF;MASC;SG
השבת	sâmbătă	השבת	sâmbătă	ADV	N;INDF;FEM;SG
השבת	sâmbăta	השבת	sâmbăta	ADV	N;DEF;FEM;SG
השבת	sambata	השבת	sambata	ADV	N;DEF;FEM;SG
השבת	sâmbata	השבת	sâmbata	ADV	N;DEF;FEM;SG
השבת	sabatul	השבת	sabat	ADV	N;DEF;MASC;SG
השבת	sabat	השבת	sabat	ADV	N;INDF;MASC;SG
השבת	sabbath	השבת	sabbath	ADV	N;INDF;MASC;SG
קרקע	terenuri	קרקע	teren	N;FEM;SG	N;INDF;FEM;PL
לכאורה	presupus	לכאורה	presupune	ADV	ADJ;INDF;MASC;SG
לכאורה	presupusă	לכאורה	presupus	ADV	ADJ;INDF;FEM;SG
לכאורה	presupusa	לכאורה	presupus	ADV	N;DEF;FEM;SG
לכאורה	presupus	לכאורה	presupune	ADV	ADJ;INDF;MASC;SG
לכאורה	chipurile	לכאורה	chipurile	ADV	N;DEF;FEM;PL
מעניין	interesant	מעניין	interesant	ADJ;MASC;SG	ADV
קצב	rată	קצב	rată	PROPN	N;INDF;FEM;SG
קצב	rata	קצב	rată	PROPN	N;DEF;FEM;SG
קצב	tempo	קצב	tempo	PROPN	N;INDF;MASC;SG
קצב	măcelar	קצב	măcelar	PROPN	N;INDF;MASC;SG
קצב	ritm	קצב	ritm	PROPN	N;INDF;MASC;SG
קצב	ritmul	קצב	ritm	PROPN	N;DEF;MASC;SG
חקר	explorarea	חקר	explorare		N;DEF;FEM;SG
חקר	explorare	חקר	explorare		N;INDF;FEM;SG
חשובה	importante	חשוב	important	ADJ;FEM;SG	ADJ;INDF;FEM;PL
חשובה	important	חשוב	important	ADJ;FEM;SG	ADV
הבקיע	marcat	הבקיע	marca	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
הבקיע	înscris	הבקיע	înscrie	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
צרפתית	franceză	צרפתית	francez	PROPN	ADJ;INDF;FEM;SG
צרפתית	franceza	צרפתית	franceza	PROPN	N;DEF;FEM;SG
צרפתית	francezi	צרפתית	francez	PROPN	ADJ;INDF;MASC;PL
צרפתית	francez	צרפתית	francez	PROPN	ADJ;INDF;MASC;SG
ציוד	echipamente	ציוד	echipament	N;MASC;SG	N;INDF;FEM;PL
המטרה	obiectiv	המטרה	obiectiv	PROPN	N;INDF;MASC;SG
המטרה	obiectivul	המטרה	obiectiv	PROPN	N;DEF;MASC;SG
המטרה	tinta	המטרה	tinta	PROPN	N;DEF;FEM;SG
המטרה	țintă	המטרה	țintă	PROPN	N;INDF;FEM;SG
טל	tal	טל	tal	PROPN	
טל	tel	טל	tel	PROPN	N;INDF;MASC;SG
טל	rouă	טל	rou	PROPN	N;INDF;FEM;SG
טל	roua	טל	rou	PROPN	N;DEF;FEM;SG
עיתון	ziare	עיתון	ziar	N;MASC;SG	N;INDF;FEM;PL
עיתון	hartie	עיתון	hartie	N;MASC;SG	
טעם	gusturi	טעם	gust	N;MASC;SG	N;INDF;FEM;PL
טעם	gusta	טעם	gusta	N;MASC;SG	V;IND;SG;3;IPFV;FIN
טעם	gustă	טעם	gustă	N;MASC;SG	V;IND;SG;3;PST;FIN
מפורטת	detaliat	פורט	detaliat	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
מפורטת	detaliată	פורט	detaliat	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
מפורטת	detaliate	פורט	detalia	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
שכר	salariile	שכר	salarie	N;MASC;SG	N;DEF;FEM;PL
שכר	salarii	שכר	salariu	N;MASC;SG	N;INDF;FEM;PL
שכר	angajat	שכר	angaja	N;MASC;SG	ADJ;INDF;MASC;SG
שכר	angajată	שכר	angajat	N;MASC;SG	ADJ;INDF;FEM;SG
יואב	yoav	יואב	yoav	PROPN	
דודו	dodo	דודו	dodo	PROPN	PROPN
דודו	dudu	דודו	du	PROPN	PROPN
מחבר	autor	מחבר	autor		N;INDF;MASC;SG
מחבר	autorul	מחבר	autor		N;DEF;MASC;SG
האירוע	eveniment	האירוע	eveniment	PROPN	N;INDF;MASC;SG
האירוע	evenimentul	האירוע	eveniment	PROPN	N;DEF;MASC;SG
מחיקה	șterge	מחיקה	șterge	N;FEM;SG	V;IND;SG;3;PRS;FIN
מחיקה	sterge	מחיקה	sterge	N;FEM;SG	V;IND;SG;3;PRS;FIN
מפת	harta	מפה	hartă		N;DEF;FEM;SG
מפת	hartă	מפה	hartă		N;INDF;FEM;SG
קוריאה	coreea	קוריאה	corea	PROPN	PROPN
אנציקלופדיה	enciclopedie	אנציקלופדיה	enciclopedie	PROPN	N;INDF;FEM;SG
אנציקלופדיה	enciclopedia	אנציקלופדיה	enciclopedie	PROPN	N;DEF;FEM;SG
מסוגל	capabil	מסוגל	capabil	V;MASC;SG	ADJ;INDF;MASC;SG
מסוגל	capabili	מסוגל	capabil	V;MASC;SG	V;IND;PL;2;IPFV;FIN
מסוגל	capabila	מסוגל	capabilă	V;MASC;SG	ADJ;DEF;FEM;SG
מסוגל	capabile	מסוגל	capabil	V;MASC;SG	ADJ;INDF;FEM;PL
מסוגל	capabilă	מסוגל	capabil	V;MASC;SG	ADJ;INDF;FEM;SG
מסוגל	capabil	מסוגל	capabil	V;MASC;SG	ADJ;INDF;MASC;SG
תיקון	reparatii	תיקון	reparat	N;MASC;SG	N;INDF;FEM;PL
תיקון	repara	תיקון	repara	N;MASC;SG	V;IND;SG;3;IPFV;FIN
תיקון	reparații	תיקון	reparație	N;MASC;SG	N;INDF;FEM;PL
ספטמבר	septembrie	ספטמבר	septembrie	PROPN	N;INDF;MASC;SG
נותרו	rămase	נותר	rămâne	V;PL;3;PST;MID	V;IND;SG;3;PST;FIN
פעילים	active	פעיל	activ	N;MASC;PL	ADJ;INDF;FEM;PL
פעילים	activi	פעיל	activ	N;MASC;PL	ADJ;INDF;MASC;PL
פעילים	activ	פעיל	activ	N;MASC;PL	ADJ;INDF;MASC;SG
פעילים	activă	פעיל	activ	N;MASC;PL	ADJ;INDF;FEM;SG
פעילים	active	פעיל	activ	N;MASC;PL	ADJ;INDF;FEM;PL
אח	fratele	אח	frate		N;DEF;MASC;SG
יעל	yael	יעל	yael	PROPN	
גאורגיה	georgian	גאורגיה	georgian	PROPN	N;INDF;MASC;SG
מעריב	maariv	מעריב	maariv	PROPN	
תשובה	răspunde	תשובה	răspunde	N;FEM;SG	V;IND;SG;3;PRS;FIN
תשובה	raspunde	תשובה	raspunde	N;FEM;SG	
תשובה	răspunde	תשובה	răspunde	N;FEM;SG	V;IND;SG;3;PRS;FIN
הלל	hillel	הלל	hillel	PROPN	PROPN
צרפתים	franceză	צרפתי	francez	N;MASC;PL	ADJ;INDF;FEM;SG
צרפתים	franceza	צרפתי	franceza	N;MASC;PL	N;DEF;FEM;SG
צרפתים	francezi	צרפתי	francez	N;MASC;PL	ADJ;INDF;MASC;PL
צרפתים	francez	צרפתי	francez	N;MASC;PL	ADJ;INDF;MASC;SG
קווי	liniile	קו	linie		N;DEF;FEM;PL
קווי	linii	קו	linie		N;INDF;FEM;PL
קווי	replici	קו	replic		N;INDF;FEM;PL
סכום	sum	סכום	sum	N;MASC;SG	
גבוהים	înalt	גבוה	înalt	ADJ;MASC;PL	ADJ;INDF;MASC;SG
גבוהים	înaltă	גבוה	înalt	ADJ;MASC;PL	ADJ;INDF;FEM;SG
גבוהים	inalt	גבוה	inalt	ADJ;MASC;PL	ADJ;INDF;MASC;SG
גבוהים	inalta	גבוה	inalta	ADJ;MASC;PL	ADJ;DEF;FEM;SG
לפגוע	ranit	פגע	ranit	V;NFIN;ACT	ADJ;INDF;MASC;SG
לפגוע	rănit	פגע	răni	V;NFIN;ACT	ADJ;INDF;MASC;SG
למדה	învățat	למד	învăța	V;FEM;SG;3;PST	ADJ;INDF;MASC;SG
למדה	invatat	למד	invata	V;FEM;SG;3;PST	ADJ;INDF;MASC;SG
למדה	studiată	למד	studiat	V;FEM;SG;3;PST	ADJ;INDF;FEM;SG
למדה	studiat	למד	studiat	V;FEM;SG;3;PST	ADJ;INDF;MASC;SG
למדה	lambda	למד	lambda	V;FEM;SG;3;PST	
שמש	soare	שמש	soare		N;INDF;MASC;SG
שמש	soarele	שמש	soare		N;DEF;MASC;SG
שמש	soare	שמש	soare		N;INDF;MASC;SG
שמש	sunshine	שמש	sunshine		N;INDF;MASC;SG
שמש	soare	שמש	soare		N;INDF;MASC;SG
שמש	însorită	שמש	însori		ADJ;INDF;FEM;SG
שמש	însorit	שמש	însori		ADJ;INDF;MASC;SG
שמש	sunny	שמש	sunny		N;INDF;MASC;SG
שמש	solare	שמש	solar		N;INDF;FEM;PL
שמש	solară	שמש	sola		ADJ;INDF;FEM;SG
שמש	solar	שמש	solar		N;INDF;MASC;SG
היסטורי	istorică	היסטורי	istoric	PROPN	ADJ;INDF;FEM;SG
היסטורי	istoric	היסטורי	istoric	PROPN	ADJ;INDF;MASC;SG
היסטורי	istorice	היסטורי	istoric	PROPN	ADJ;INDF;FEM;PL
היסטורי	istorică	היסטורי	istoric	PROPN	ADJ;INDF;FEM;SG
היסטורי	istoric	היסטורי	istoric	PROPN	ADJ;INDF;MASC;SG
הקשה	atingând	הקשה	atinge		V;V.MSDR
קשור	legată	קשר	lega	V;MASC;SG;V.PTCP;ACT	ADJ;INDF;FEM;SG
קשור	legat	קשר	lega	V;MASC;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
קשור	legate	קשר	legat	V;MASC;SG;V.PTCP;ACT	ADJ;INDF;FEM;PL
עלייה	crește	עלייה	crește	N;FEM;SG	V;IND;SG;3;PRS;FIN
גיטרה	chitară	גיטרה	chitară	N;FEM;SG	V;IND;SG;3;PST;FIN
ויקי	wiki	ויקי	wiki	PROPN	
ויקי	vickie	ויקי	vickie	PROPN	N;INDF;FEM;SG
ויקי	vicky	ויקי	vicky	PROPN	PROPN
ויקי	vicki	ויקי	vicki	PROPN	PROPN
זרים	straini	זר	strain	N;MASC;PL	
זרים	străini	זר	străin	N;MASC;PL	ADJ;INDF;MASC;PL
זרים	straini	זר	strain	N;MASC;PL	
זרים	străini	זר	străin	N;MASC;PL	ADJ;INDF;MASC;PL
בחר	alegeti	בחר	alegeti	V;MASC;SG;3;PST;ACT	V;IND;PL;2;PRS;FIN
בחר	alege	בחר	alege	V;MASC;SG;3;PST;ACT	
בחר	selectează	בחר	selecta	V;MASC;SG;3;PST;ACT	V;IND;3;PRS;FIN
בחר	alegeți	בחר	alege	V;MASC;SG;3;PST;ACT	V;IND;PL;2;PRS;FIN
בחר	selectare	בחר	selectare	V;MASC;SG;3;PST;ACT	N;INDF;FEM;SG
הקודמת	anterior	הקודם	anterior	N;FEM;SG	ADV
הקודמת	precedentă	הקודם	precedent	N;FEM;SG	ADJ;INDF;FEM;SG
הקודמת	anterioare	הקודם	anterior	N;FEM;SG	ADJ;INDF;FEM;PL
וושינגטון	washington	ואשינגטון	washington	PROPN	PROPN
וושינגטון	washingtonul	ואשינגטון	washington	PROPN	N;DEF;MASC;SG
מרים	miriam	מרים	miria	PROPN	V;IND;1;IPFV;FIN
מרים	myriam	מרים	myria	PROPN	V;IND;1;IPFV;FIN
ישיר	directa	ישיר	directa		ADJ;DEF;FEM;SG
ישיר	directe	ישיר	direct		ADJ;INDF;FEM;PL
ישיר	directă	ישיר	direct		ADJ;INDF;FEM;SG
ישיר	direct	ישיר	direct		ADV
הכריז	declarată	הכריז	declarat	V;MASC;SG;3;PST;ACT	ADJ;INDF;FEM;SG
הכריז	declarate	הכריז	declara	V;MASC;SG;3;PST;ACT	ADJ;INDF;FEM;PL
הכריז	declarat	הכריז	declara	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
חול	nisip	חול	nisip		N;INDF;MASC;SG
חול	sand	חול	sand		N;INDF;MASC;SG
חול	nisipul	חול	nisip		N;DEF;MASC;SG
פיליפ	phillip	פיליפ	phillip	PROPN	PROPN
פיליפ	philip	פיליפ	philip	PROPN	PROPN
פיליפ	filip	פיליפ	filip	PROPN	PROPN
פיליפ	philippe	פיליפ	philippe	PROPN	PROPN
מערך	formarea	מערך	formare	PROPN	N;DEF;FEM;SG
מערך	formație	מערך	formație	PROPN	N;INDF;FEM;SG
שלט	controlat	שלט	controla		ADJ;INDF;MASC;SG
שלט	controlate	שלט	controlat		ADJ;INDF;FEM;PL
שלט	controlată	שלט	controlat		ADJ;INDF;FEM;SG
שלט	semneaza	שלט	semneaza		V;IND;SG;3;IPFV;FIN
שלט	semn	שלט	semn		N;INDF;MASC;SG
שלט	semnul	שלט	semn		N;DEF;MASC;SG
שלט	semnează	שלט	semna		V;IND;3;PRS;FIN
עומר	omer	עומר	omer		PROPN
עומר	omar	עומר	omar		PROPN
פתוח	deschide	פתוח	deschide	ADJ;MASC;SG	V;IND;SG;3;PRS;FIN
פתוח	open	פתוח	open	ADJ;MASC;SG	N;INDF;MASC;SG
חשמל	electrice	חשמל	electric	N;MASC;SG	ADJ;INDF;FEM;PL
חשמל	electric	חשמל	electric	N;MASC;SG	ADJ;INDF;MASC;SG
חשמל	electrică	חשמל	electric	N;MASC;SG	ADJ;INDF;FEM;SG
אסור	interzise	אסור	interzice	ADJ;MASC;SG	V;IND;SG;3;PST;FIN
אסור	interzise	אסור	interzice	ADJ;MASC;SG	V;IND;SG;3;PST;FIN
ביאליק	bialik	ביאליק	bialik	PROPN	PROPN
המוח	brain	המוח	brain		N;INDF;MASC;SG
המוח	creier	המוח	creier		N;INDF;MASC;SG
המוח	creierul	המוח	creier		N;DEF;MASC;SG
עיראק	irak	עיראק	irak	PROPN	PROPN
עיראק	iraq	עיראק	iraq	PROPN	N;INDF;MASC;SG
עיראק	irakul	עיראק	irak	PROPN	N;DEF;MASC;SG
המסורת	traditia	המסורה	traditie	PROPN	N;DEF;FEM;SG
המסורת	tradiție	המסורה	tradiție	PROPN	N;INDF;FEM;SG
המסורת	traditie	המסורה	traditie	PROPN	N;INDF;FEM;SG
המסורת	tradiția	המסורה	tradiție	PROPN	N;DEF;FEM;SG
מותר	permis	מותר	permite	ADJ;MASC;SG	N;INDF;MASC;SG
מותר	permise	מותר	permite	ADJ;MASC;SG	V;IND;SG;3;PST;FIN
אוקראינה	ucraina	אוקראינה	ucraina	PROPN	PROPN
רפאל	raphael	רפאל	raphael	PROPN	PROPN
רפאל	rafael	רפאל	rafael	PROPN	PROPN
רפאל	rafael	רפאל	rafael	PROPN	PROPN
היכולת	abilitate	היכולת	abilitate	PROPN	N;INDF;FEM;SG
היכולת	capacitatea	היכולת	capacitate	PROPN	N;DEF;FEM;SG
היכולת	abilitatea	היכולת	abilitate	PROPN	N;DEF;FEM;SG
היכולת	capacitate	היכולת	capacitate	PROPN	N;INDF;FEM;SG
רוצים	vrei	רצה	vrea	V;MASC;PL;V.PTCP;ACT	V;IND;SG;2;PRS;FIN
רוצים	vreau	רצה	vrea	V;MASC;PL;V.PTCP;ACT	V;IND;SG;1;PRS;FIN
חובה	obligatoriu	חובה	obligatoriu	N;FEM;SG	ADV
חובה	necesare	חובה	necesar	N;FEM;SG	ADJ;INDF;FEM;PL
חובה	necesară	חובה	necesar	N;FEM;SG	ADJ;INDF;FEM;SG
חובה	necesar	חובה	necesar	N;FEM;SG	ADV
חובה	obligatoriu	חובה	obligatoriu	N;FEM;SG	ADV
חובה	obligatorie	חובה	obligatoriu	N;FEM;SG	ADJ;INDF;FEM;SG
חובה	obligatorii	חובה	obligatoriu	N;FEM;SG	ADJ;INDF;PL
חובה	obligatoriu	חובה	obligatoriu	N;FEM;SG	ADV
חובה	obligatorie	חובה	obligatoriu	N;FEM;SG	ADJ;INDF;FEM;SG
חובה	obligatorii	חובה	obligatoriu	N;FEM;SG	ADJ;INDF;PL
אתיופיה	etiopia	אתיופיה	etiopia	PROPN	N;DEF;FEM;SG
הצד	lateral	הצד	lateral		ADV
הכלל	regula	הכלל	regulă	PROPN	N;DEF;FEM;SG
הכלל	regulă	הכלל	regulă	PROPN	N;INDF;FEM;SG
ערבים	arab	ערבי	arab	N;MASC;PL	ADJ;INDF;MASC;SG
ערבים	arabă	ערבי	arab	N;MASC;PL	N;INDF;FEM;SG
ערבים	arabe	ערבי	arab	N;MASC;PL	ADJ;INDF;FEM;PL
הודעה	notificări	הודעה	notificare	N;FEM;SG	N;INDF;FEM;PL
פוליטי	politice	פוליטי	politic	N;MASC;SG	ADJ;INDF;FEM;PL
פוליטי	politic	פוליטי	politic	N;MASC;SG	ADJ;INDF;MASC;SG
שירותי	servicii	שירותי	serviciu	PROPN	N;INDF;FEM;PL
מארק	marc	מארק	marc	PROPN	PROPN
מארק	marcu	מארק	marcu	PROPN	
מארק	marchează	מארק	marca	PROPN	V;IND;3;PRS;FIN
מארק	marca	מארק	marcă	PROPN	N;DEF;FEM;SG
מארק	mark	מארק	mark	PROPN	PROPN
סירב	refuzată	סירב	refuza	V;MASC;SG;3;PST;ACT	ADJ;INDF;FEM;SG
סירב	refuzat	סירב	refuza	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
נבנתה	construite	נבנה	construit	V;FEM;SG;3;PST;MID	ADJ;INDF;FEM;PL
נבנתה	construita	נבנה	construita	V;FEM;SG;3;PST;MID	N;DEF;FEM;SG
נבנתה	construit	נבנה	construi	V;FEM;SG;3;PST;MID	ADJ;INDF;MASC;SG
נבנתה	construită	נבנה	construi	V;FEM;SG;3;PST;MID	ADJ;INDF;FEM;SG
נבנתה	construite	נבנה	construit	V;FEM;SG;3;PST;MID	ADJ;INDF;FEM;PL
נבנתה	construită	נבנה	construi	V;FEM;SG;3;PST;MID	ADJ;INDF;FEM;SG
מקס	max	המקס	max	PROPN	N;INDF;MASC;SG
מקס	maxim	המקס	maxim	PROPN	ADJ;INDF;MASC;SG
מעשי	practice	מעשה	practica	N;PSSD;MASC;PL	
מעשי	practică	מעשה	practica	N;PSSD;MASC;PL	V;IND;SG;3;PST;FIN
מעשי	practic	מעשה	practic	N;PSSD;MASC;PL	ADV
רופא	doctore	רופא	doctore	N;MASC;SG	
ממוקם	localizată	מוקם	localiza	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
ממוקם	localizat	מוקם	localiza	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
ממוקם	situat	מוקם	situa	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
ממוקם	plasate	מוקם	plasa	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
ממוקם	plasat	מוקם	plasa	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
ממוקם	plasată	מוקם	plasa	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
אוכלוסיית	populaţia	אוכלוסייה	populagie	N;PSSD;FEM;SG	N;DEF;FEM;SG
