το	на	ο	на	DET;NOM;DEF;NEUT;SG	ADP;ACC
προπονητή	тренер	προπονητής	тренер	N;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
συζητήσεις	обговорення	συζήτηση	обговорення	N;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
συζητήσεις	пленарному	συζήτηση	пленарний	N;NOM;FEM;PL	ADJ;DAT;MASC;SG
αρχαίο	давніх	αρχαίος	давній	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
αρχαίο	стародавні	αρχαίος	стародавний	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
αρχαίο	давні	αρχαίος	давний	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
προώθηση	підвищення	προώθηση	підвищення	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
προώθηση	просування	προώθηση	просування	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
προώθηση	заохочення	προώθηση	заохочення	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
προώθηση	рекламувати	προώθηση	рекламувати	N;ACC;FEM;SG	V;IPFV;NFIN
προώθηση	просувати	προώθηση	просувати	N;ACC;FEM;SG	V;IPFV;NFIN
προώθηση	розповсюдити	προώθηση	розповсюдити	N;ACC;FEM;SG	V;PFV;NFIN
επίσκοπος	єпископа	επίσκοπος	єпископ	N;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
πλούσια	багаті	πλούσιος	багатий	ADJ;NOM;FEM;SG	ADJ;NOM;PL
πλούσια	rich	πλούσιος	rich	ADJ;NOM;FEM;SG	
παράσταση	ефективність	παράσταση	ефективність	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
παράσταση	виступ	παράσταση	виступ	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
παράσταση	показати	παράσταση	показати	N;ACC;FEM;SG	V;PFV;NFIN
παράσταση	шоу	παράσταση	шоу	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
παράσταση	показувати	παράσταση	показувати	N;ACC;FEM;SG	V;IPFV;NFIN
παράσταση	show	παράσταση	show	N;ACC;FEM;SG	
περάσει	перевал	περνώ	переваль	V;PFV;NFIN;ACT	N;INAN;NOM;MASC;SG
πολωνία	польщу	πολωνία	польща	PROPN;ACC;FEM;SG	PROPN;INAN;ACC;FEM;SG
πολωνία	польща	πολωνία	польща	PROPN;ACC;FEM;SG	PROPN;INAN;NOM;FEM;SG
πολωνία	польщі	πολωνία	польща	PROPN;ACC;FEM;SG	PROPN;INAN;GEN;FEM;SG
απόλλωνα	аполлон	απόλλωνας	аполлон	ADV	N;ANIM;NOM;MASC;SG
σοφία	софійська	σοφία	софійський	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
σοφία	мудрості	σοφία	мудрість	N;NOM;FEM;SG	N;INAN;GEN;FEM;SG
παρουσίαση	презентацію	παρουσίαση	презентація	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
παρουσίαση	презентації	παρουσίαση	презентація	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
δυνατόν	можливо	δυνατός	можливо	ADJ;NOM;NEUT;SG	ADV
κατάληψη	займають	κατάληψη	займати	N;ACC;FEM;SG	V;IPFV;IND;PL;3;PRS;FIN
κατάληψη	поглинання	κατάληψη	поглинання	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
αναγνώριση	ідентифікація	αναγνώριση	ідентифікація	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
αναγνώριση	визнання	αναγνώριση	визнання	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
άκρο	кінцівки	άκρο	кінцівка	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
ευχαριστώ	дякуємо	ευχαριστώ	дякувати	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IPFV;IND;PL;1;PRS;FIN
αεροσκάφος	літаків	αεροσκάφος	літак	N;NOM;NEUT;SG	N;INAN;GEN;MASC;PL
αεροσκάφος	авіаційна	αεροσκάφος	авіаційний	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
πράξεις	операцій	πράξη	операція	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
πράξεις	діє	πράξη	діяти	N;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
φίλιππος	філіп	φίλιππος	філіп	ADJ;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
δυνατό	сильним	δυνατός	сильний	ADJ;NOM;NEUT;SG	ADJ;INS;NEUT;SG
δυνατό	сильні	δυνατός	сильний	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
δυνατό	сильною	δυνατός	сильний	ADJ;NOM;NEUT;SG	ADJ;INS;FEM;SG
τουρκική	турецькою	τουρκικός	турецький	ADJ;NOM;FEM;SG	ADJ;INS;FEM;SG
τουρκική	турецькі	τουρκικός	турецький	ADJ;NOM;FEM;SG	ADJ;NOM;PL
επάνω	нагорі	επάνω	нагорий	ADV	
δήμοι	підпорядкування	δήμος	підпорядкування	N;NOM;MASC;PL	N;INAN;NOM;NEUT;SG
τέταρτη	четверта	τέταρτος	четверт	NUM;NOM;FEM;SG	ADJ;NOM;FEM;SG
τέταρτη	четвертий	τέταρτος	четвертий	NUM;NOM;FEM;SG	ADJ;NOM;MASC;SG
τέταρτη	четверте	τέταρτος	четвертий	NUM;NOM;FEM;SG	ADJ;NOM;NEUT;SG
αιγαίου	егейське	αιγαίος	егейський	PROPN;GEN;NEUT;SG	ADJ;NOM;NEUT;SG
χώρους	простори	χώρος	простор	N;ACC;MASC;PL	N;INAN;NOM;MASC;PL
χώρους	пробіли	χώρος	пробіти	N;ACC;MASC;PL	N;INAN;NOM;MASC;PL
τούρκοι	турки	τούρκος	турок	PROPN;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
ορθόδοξη	православної	ορθόδοξος	православний	ADJ;NOM;FEM;SG	ADJ;GEN;FEM;SG
ορθόδοξη	orthodox	ορθόδοξος	orthodox	ADJ;NOM;FEM;SG	
ορθόδοξη	православні	ορθόδοξος	православний	ADJ;NOM;FEM;SG	ADJ;NOM;PL
παραστάσεις	виступів	παράσταση	виступ	N;NOM;FEM;PL	N;INAN;GEN;MASC;PL
παραστάσεις	показує	παράσταση	показувати	N;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
περιοδικά	журнали	περιοδικά	журнал	ADV	N;INAN;NOM;MASC;PL
παρακαλώ	please	παρακαλώ	please	N;VOC;FEM;SG	
παρακαλώ	прошу	παρακαλώ	просити	N;VOC;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN
παράγοντες	факторів	παράγοντας	фактор	N;NOM;MASC;PL	N;INAN;GEN;MASC;PL
τεχνικές	методику	τεχνικός	методика	ADJ;NOM;FEM;PL	N;INAN;ACC;FEM;SG
τεχνικές	експериментувати	τεχνικός	експериментувати	ADJ;NOM;FEM;PL	V;IPFV;NFIN
τεχνικές	методики	τεχνικός	методика	ADJ;NOM;FEM;PL	N;INAN;NOM;FEM;PL
αστέρας	зірочки	αστέρα	зірочка	N;NOM;MASC;SG	N;INAN;NOM;MASC;PL
αστέρας	зоряні	αστέρα	зоряний	N;NOM;MASC;SG	ADJ;NOM;PL
αγίων	святі	άγιος	святий	N;GEN;NEUT;PL	ADJ;NOM;PL
σύμβουλος	консультантом	σύμβουλος	консультант	N;NOM;MASC;SG	N;ANIM;INS;MASC;SG
οικισμό	агломерація	οικισμός	агломерація	N;ACC;MASC;SG	N;INAN;NOM;FEM;SG
τεχνολογία	технології	τεχνολογία	технологія	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
όπλα	зброя	όπλο	зброя	N;NOM;NEUT;PL	N;INAN;NOM;FEM;SG
όπλα	зброю	όπλο	зброя	N;NOM;NEUT;PL	N;INAN;ACC;FEM;SG
όπλα	зброєю	όπλο	зброя	N;NOM;NEUT;PL	N;INAN;INS;FEM;SG
όπλα	зброї	όπλο	зброя	N;NOM;NEUT;PL	N;INAN;GEN;FEM;SG
όπλα	зброя	όπλο	зброя	N;NOM;NEUT;PL	N;INAN;NOM;FEM;SG
όπλα	зброю	όπλο	зброя	N;NOM;NEUT;PL	N;INAN;ACC;FEM;SG
έκρηξη	виверження	έκρηξη	виверження	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
έκρηξη	вибух	έκρηξη	вибу	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
έκρηξη	вибухом	έκρηξη	вибух	N;ACC;FEM;SG	N;INAN;INS;MASC;SG
έκρηξη	вибух	έκρηξη	вибу	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
συνέλευση	зборів	συνέλευση	збір	N;NOM;FEM;SG	N;INAN;GEN;MASC;PL
συνέλευση	збори	συνέλευση	збори	N;NOM;FEM;SG	N;INAN;NOM
συνέλευση	конвенції	συνέλευση	конвенція	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
βασιλικό	василь	βασιλικός	василь	ADJ;NOM;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
βασιλικό	royal	βασιλικός	royal	ADJ;NOM;NEUT;SG	
βασιλικό	рояль	βασιλικός	рояль	ADJ;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
ανατολικό	схід	ανατολικός	схід	ADJ;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
ανατολικό	східної	ανατολικός	східний	ADJ;NOM;NEUT;SG	ADJ;GEN;FEM;SG
ανατολικό	східні	ανατολικός	східний	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
διαστάσεις	вимір	διάσταση	вимір	N;NOM;FEM;PL	N;INAN;NOM;MASC;SG
ασφάλεια	безпеки	ασφάλεια	безпека	N;NOM;FEM;SG	N;INAN;GEN;FEM;SG
ασφάλεια	security	ασφάλεια	security	N;NOM;FEM;SG	
γραφείο	office	γραφείο	office	N;NOM;NEUT;SG	
καθημερινή	щоденного	καθημερινός	щоденний	ADJ;NOM;FEM;SG	ADJ;GEN;MASC;SG
καθημερινή	everyday	καθημερινός	everyday	ADJ;NOM;FEM;SG	
καθημερινή	щоденно	καθημερινός	щоденно	ADJ;NOM;FEM;SG	ADV
καθημερινή	щодня	καθημερινός	щодня	ADJ;NOM;FEM;SG	ADV
καθημερινή	щоденні	καθημερινός	щодення	ADJ;NOM;FEM;SG	ADJ;NOM;PL
εσωτερική	внутрішні	εσωτερικός	внутрішній	ADJ;NOM;FEM;SG	ADJ;NOM;PL
απλή	просту	απλός	простий	ADJ;NOM;FEM;SG	ADJ;ACC;FEM;SG
απλή	прості	απλός	простий	ADJ;NOM;FEM;SG	ADJ;NOM;PL
αρχεία	файлів	αρχείο	файл	N;NOM;NEUT;PL	N;INAN;GEN;MASC;PL
αρχεία	records	αρχείο	records	N;NOM;NEUT;PL	
διάκριση	дискримінації	διάκριση	дискримінація	N;ACC;FEM;SG	N;INAN;ACC;FEM;PL
διάκριση	дискримінація	διάκριση	дискримінація	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
διάκριση	судження	διάκριση	судження	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
εβδομάδες	тижнів	εβδομάδα	тиждень	N;NOM;FEM;PL	N;INAN;GEN;MASC;PL
επιστολή	лист	επιστολή	лист	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
επιστολή	літера	επιστολή	літера	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
επιστολή	листі	επιστολή	лист	N;ACC;FEM;SG	N;INAN;DAT;MASC;SG
συνεισφορά	вклад	συνεισφορά	вклад	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
συνεισφορά	внесок	συνεισφορά	внесок	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
ιταλικά	італійською	ιταλικά	італійський	ADV	ADJ;INS;FEM;SG
ιταλικά	італійський	ιταλικά	італійський	ADV	ADJ;NOM;MASC;SG
ιταλικά	італієць	ιταλικά	італієць	ADV	N;ANIM;NOM;MASC;SG
ιταλικά	італійська	ιταλικά	італійський	ADV	ADJ;NOM;FEM;SG
ιταλικά	італійської	ιταλικά	італійський	ADV	ADJ;GEN;FEM;SG
πιθανότητα	ймовірність	πιθανότητα	ймовірність	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
πιθανότητα	можливість	πιθανότητα	можливість	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
πιθανότητα	притягнути	πιθανότητα	притягнути	N;ACC;FEM;SG	V;PFV;NFIN
μόσχα	московська	μόσχα	московський	PROPN;NOM;FEM;SG	ADJ;NOM;FEM;SG
μόσχα	moscow	μόσχα	moscow	PROPN;NOM;FEM;SG	
μόσχα	москва	μόσχα	москва	PROPN;NOM;FEM;SG	PROPN;INAN;NOM;FEM;SG
εξέδωσε	виданий	εκδίδω	виданий	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
εξέδωσε	випущено	εκδίδω	випустити	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IND;0;FIN
ηρακλή	hercules	ηρακλή	hercules	PROPN;NOM;MASC;SG	
καλιφόρνια	каліфорнію	καλιφόρνια	каліфорнія	PROPN;NOM;FEM;SG	ADJ;ACC;FEM;SG
καλιφόρνια	california	καλιφόρνια	california	PROPN;NOM;FEM;SG	
καλιφόρνια	каліфорнія	καλιφόρνια	каліфорнія	PROPN;NOM;FEM;SG	PROPN;INAN;NOM;FEM;SG
πέρασμα	передати	πέρασμα	передати	N;NOM;NEUT;SG	V;PFV;NFIN
πέρασμα	проїхати	πέρασμα	проїхати	N;NOM;NEUT;SG	V;PFV;NFIN
έμβλημα	відзнаки	έμβλημα	відзнака	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
γύρος	круглий	γύρος	круглий	N;NOM;MASC;SG	ADJ;NOM;MASC;SG
γύρος	round	γύρος	round	N;NOM;MASC;SG	
παύλος	пол	παύλος	поле	PROPN;NOM;MASC;SG	
παύλος	пауль	παύλος	пауль	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
παύλος	павло	παύλος	павий	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
παύλος	павлос	παύλος	павлос	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
γερμανικό	німець	γερμανικός	німець	ADJ;NOM;NEUT;SG	N;ANIM;NOM;MASC;SG
γερμανικό	герман	γερμανικός	герман	ADJ;NOM;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
γερμανικό	німецькою	γερμανικός	німецький	ADJ;NOM;NEUT;SG	ADJ;INS;FEM;SG
βρετανική	британці	βρετανικός	британець	ADJ;NOM;FEM;SG	N;ANIM;NOM;MASC;PL
βρετανική	британські	βρετανικός	британський	ADJ;NOM;FEM;SG	ADJ;NOM;PL
βρετανική	british	βρετανικός	british	ADJ;NOM;FEM;SG	
βρετανική	англієць	βρετανικός	англієць	ADJ;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
συγκρούσεις	конфліктів	σύγκρουση	конфлікт	N;NOM;FEM;PL	N;INAN;GEN;MASC;PL
συγκρούσεις	конфлікт	σύγκρουση	конфлікт	N;NOM;FEM;PL	N;INAN;NOM;MASC;SG
προ	pre	προ	pre	ADP	
προ	пре	προ	пре	ADP	
προ	попередньо	προ	попередньо	ADP	ADV
χειμώνα	зима	χειμώνω	зима	N;NOM;NEUT;PL	N;INAN;NOM;FEM;SG
πράσινο	зелене	πράσινο	зелений	PROPN;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
πράσινο	зелені	πράσινο	зелений	PROPN;NOM;NEUT;SG	ADJ;NOM;PL
πράσινο	зелений	πράσινο	зелений	PROPN;NOM;NEUT;SG	ADJ;NOM;MASC;SG
δία	зевс	δία	зевс	N;VOC;MASC;SG	PROPN;ANIM;NOM;MASC;SG
δία	юпітер	δία	юпітер	N;VOC;MASC;SG	N;ANIM;NOM;MASC;SG
εταιρείες	корпоративному	εταιρεία	корпоративний	N;NOM;FEM;PL	ADJ;DAT;MASC;SG
εταιρείες	компаній	εταιρεία	компанія	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
εταιρείες	фірм	εταιρεία	фірма	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
εταιρείες	компаній	εταιρεία	компанія	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
εταιρείες	компаніями	εταιρεία	компанія	N;NOM;FEM;PL	N;INAN;INS;FEM;PL
εφημερίδες	газета	εφημερίδα	газета	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
εφημερίδες	газетах	εφημερίδα	газета	N;NOM;FEM;PL	N;INAN;ESS;FEM;PL
μουσικός	музикант	μουσικός	музикант	ADJ;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
χρήματα	гроші	χρήμα	гроші	N;NOM;NEUT;PL	N;INAN;NOM
τραγουδίστρια	співака	τραγουδίστρια	співак	N;NOM;FEM;SG	N;ANIM;ACC;MASC;SG
βερολίνο	берлін	βερολίνο	берлін	PROPN;NOM;NEUT;SG	PROPN;INAN;NOM;MASC;SG
ανέβηκε	завантажено	αναβέκω	завантажити	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;IND;0;FIN
μέλλον	майбутнє	μέλλον	майбутнє	N;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
βιέννη	відень	βιέννος	відень	PROPN;ACC;FEM;SG	PROPN;INAN;NOM;MASC;SG
σκοτώθηκε	вбили	σκοτώνω	вбити	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;IND;PL;PST;FIN
δεδομένου	вказаний	δεδομένο	вказаний	ADV	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
δεδομένου	дано	δεδομένο	дати	ADV	V;PFV;IND;0;FIN
δεδομένου	надано	δεδομένο	надати	ADV	V;PFV;IND;0;FIN
δεδομένου	даного	δεδομένο	даний	ADV	ADJ;PFV;GEN;MASC;SG;V.PTCP;PASS
πρότεινε	рекомендації	προτείνω	рекомендація	V;PFV;IND;SG;3;PST;FIN;ACT	N;INAN;NOM;FEM;PL
πρότεινε	запропоновані	προτείνω	запропонований	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;PFV;NOM;PL;V.PTCP;PASS
πρότεινε	рекомендовані	προτείνω	рекомендований	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;PFV;NOM;PL;V.PTCP;PASS
αλλάξει	змінений	αλλάζω	змінений	V;PFV;NFIN;ACT	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
αλλάξει	змінені	αλλάζω	змінений	V;PFV;NFIN;ACT	ADJ;PFV;NOM;PL;V.PTCP;PASS
αιώνες	сторіччя	αιώνας	сторіччя	N;NOM;MASC;PL	N;INAN;NOM;NEUT;SG
αιώνες	століття	αιώνας	століття	N;NOM;MASC;PL	N;INAN;NOM;NEUT;SG
αιώνες	століть	αιώνας	століття	N;NOM;MASC;PL	N;INAN;GEN;NEUT;PL
χτίστηκε	побудовано	χτίζω	побудовати	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;IND;0;FIN
χτίστηκε	побудували	χτίζω	побудувати	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;IND;PL;PST;FIN
χτίστηκε	зібрано	χτίζω	зібрати	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;IND;0;FIN
ισπανικά	іспанською	ισπανικά	іспанський	ADV	ADJ;INS;FEM;SG
ισπανικά	іспанської	ισπανικά	іспанський	ADV	ADJ;GEN;FEM;SG
ισπανικά	іспанська	ισπανικά	іспанський	ADV	ADJ;NOM;FEM;SG
βρετανικό	британці	βρετανικός	британець	ADJ;NOM;NEUT;SG	N;ANIM;NOM;MASC;PL
βρετανικό	британські	βρετανικός	британський	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
βρετανικό	british	βρετανικός	british	ADJ;NOM;NEUT;SG	
βρετανικό	англієць	βρετανικός	англієць	ADJ;NOM;NEUT;SG	N;ANIM;NOM;MASC;SG
έρευνες	опитування	έρευνα	опитування	N;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
έρευνες	розслідувань	έρευνα	розслідування	N;NOM;FEM;PL	N;INAN;GEN;NEUT;PL
έρευνες	дослідження	έρευνα	дослідження	N;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
έρευνες	research	έρευνα	research	N;NOM;FEM;PL	
εκλογή	вибори	εκλογή	вибори	N;NOM;FEM;SG	N;INAN;NOM
κάνοντας	внесення	κάνω	внесення	V;IPFV;V.CVB;ACT	N;INAN;NOM;NEUT;SG
πρακτική	практичні	πρακτικός	практичний	ADJ;NOM;FEM;SG	ADJ;NOM;PL
πρακτική	вправи	πρακτικός	вправа	ADJ;NOM;FEM;SG	N;INAN;NOM;FEM;PL
πρακτική	вправа	πρακτικός	вправа	ADJ;NOM;FEM;SG	N;INAN;NOM;FEM;SG
πρακτική	практика	πρακτικός	практика	ADJ;NOM;FEM;SG	N;INAN;NOM;FEM;SG
ρίζες	коріння	ρίζη	коріння	N;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
μερικοί	деякі	μερικοί	деякий	PRO;NOM;MASC;PL;3	DET;NOM;PL
μερικοί	якесь	μερικοί	якийсь	PRO;NOM;MASC;PL;3	DET;NOM;NEUT;SG
μερικοί	якийсь	μερικοί	якийсь	PRO;NOM;MASC;PL;3	DET;NOM;MASC;SG
μερικοί	трохи	μερικοί	трохи	PRO;NOM;MASC;PL;3	ADV
ποιητές	поетів	ποιητής	поет	N;NOM;MASC;PL	N;ANIM;ACC;MASC;PL
σύνδεση	входу	σύνδεση	вхід	N;NOM;FEM;SG	N;INAN;GEN;MASC;SG
σύνδεση	увійти	σύνδεση	увійти	N;NOM;FEM;SG	V;PFV;NFIN
σύνδεση	посиланням	σύνδεση	посилання	N;NOM;FEM;SG	N;INAN;INS;NEUT;SG
σύνδεση	посилання	σύνδεση	посилання	N;NOM;FEM;SG	N;INAN;NOM;NEUT;PL
σύνδεση	link	σύνδεση	link	N;NOM;FEM;SG	
σύνδεση	підключитися	σύνδεση	підключитися	N;NOM;FEM;SG	V;PFV;NFIN
αυτοκίνητα	автомобілем	αυτοκίνητο	автомобіль	N;NOM;NEUT;PL	N;INAN;INS;MASC;SG
πλευρές	сторін	πλευρά	сторона	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
τεράστια	величезні	τεράστιος	величезний	ADJ;NOM;FEM;SG	ADJ;NOM;PL
τεράστια	неймовірні	τεράστιος	неймовірний	ADJ;NOM;FEM;SG	ADJ;NOM;PL
καφέ	браун	καφένας	брауна	N;NOM;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
καφέ	коричневі	καφένας	коричнівий	N;NOM;NEUT;SG	ADJ;NOM;PL
καφέ	brown	καφένας	brown	N;NOM;NEUT;SG	
καφέ	коричневий	καφένας	коричневий	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
ευρύτερη	ширше	ευρύς	ширше	ADJ;NOM;CMPR;FEM;SG	ADV;CMPR
ευρύτερη	ширшу	ευρύς	ширший	ADJ;NOM;CMPR;FEM;SG	ADJ;ACC;RL;FEM;SG
οδός	стріт	οδός	стріт	N;NOM;FEM;SG	
οδός	дорожні	οδός	дорожній	N;NOM;FEM;SG	ADJ;NOM;PL
συμπεριλαμβανομένων	включаючи	συμπεριλαμβανόμενος	включати	V;PFV;GEN;FEM;PL;V.PTCP;PASS	V;IPFV;PRS;V.CVB
συμπεριλαμβανομένων	включно	συμπεριλαμβανόμενος	включно	V;PFV;GEN;FEM;PL;V.PTCP;PASS	ADV
συμπεριλαμβανομένων	зокрема	συμπεριλαμβανόμενος	зокрема	V;PFV;GEN;FEM;PL;V.PTCP;PASS	ADV
λος	лос	λος	лос		
γνωστές	відома	γνωστός	відомий	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
γνωστές	відоме	γνωστός	відомий	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
άμυνας	захист	άμυνα	захист	N;GEN;FEM;SG	N;INAN;NOM;MASC;SG
άμυνας	оборону	άμυνα	оборона	N;GEN;FEM;SG	N;INAN;ACC;FEM;SG
μάτια	очей	μάτι	око	N;NOM;NEUT;PL	N;INAN;GEN;NEUT;PL
μάτια	очам	μάτι	око	N;NOM;NEUT;PL	N;INAN;DAT;NEUT;SG
σερβία	сербія	σερβία	сербія	PROPN;ACC;FEM;SG	PROPN;INAN;NOM;FEM;SG
σερβία	сербії	σερβία	сербія	PROPN;ACC;FEM;SG	PROPN;INAN;GEN;FEM;SG
βαν	van	βαν	van		
βαν	ван	βαν	ван		
βαν	фургон	βαν	фургон		N;INAN;NOM;MASC;SG
εσσδ	срср	εσσδ	срср	N	PROPN;INAN;NOM;FEM;SG
ποικιλία	diversity	ποικιλία	diversity	N;NOM;FEM;SG	
ποικιλία	різноманітності	ποικιλία	різноманітність	N;NOM;FEM;SG	N;INAN;DAT;FEM;SG
ποικιλία	сорти	ποικιλία	сорт	N;NOM;FEM;SG	N;INAN;NOM;MASC;PL
ποικιλία	різноманітності	ποικιλία	різноманітність	N;NOM;FEM;SG	N;INAN;DAT;FEM;SG
κώστα	коста	κώστα	кістий	PROPN;ACC;MASC;SG	PROPN;ANIM;NOM;FEM;SG
χρονικά	хроніки	χρονικά	хроніка	ADV	N;INAN;NOM;MASC;PL
παρασκευή	friday	παρασκευή	friday	N;FEM	
καθήκοντα	завдання	καθήκον	завдання	N;NOM;NEUT;PL	N;INAN;NOM;NEUT;SG
απώλειες	збиток	απώλεια	збиток	N;NOM;FEM;PL	N;INAN;NOM;MASC;SG
απώλειες	втрата	απώλεια	втрата	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
απώλειες	втрату	απώλεια	втрата	N;NOM;FEM;PL	N;INAN;ACC;FEM;SG
απώλειες	втрат	απώλεια	втрата	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
απώλειες	програш	απώλεια	програш	N;NOM;FEM;PL	N;INAN;NOM;MASC;SG
αποφοίτησε	змістовні	αποφοιτώ	змістовний	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;PL
αποφοίτησε	здобули	αποφοιτώ	здобути	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN
εκπομπή	трансляція	εκπομπή	трансляція	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
εκπομπή	емісія	εκπομπή	емісія	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
κινητήρα	рушій	κινητήρας	рушія	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG
κινητήρα	двигун	κινητήρας	двигун	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG
κινητήρα	мотор	κινητήρας	мотор	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG
αντικαταστάθηκε	замінено	αντικαθιστώ	замінити	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;IND;0;FIN
αντικαταστάθηκε	замінили	αντικαθιστώ	замінити	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;IND;PL;PST;FIN
τόμας	томас	τόμας	томас	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
τόμας	тома	τόμας	тома	PROPN;NOM;MASC;SG	
απλό	просту	απλός	простий	ADJ;NOM;NEUT;SG	ADJ;ACC;FEM;SG
απλό	прості	απλός	простий	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
απλό	plain	απλός	plain	ADJ;NOM;NEUT;SG	
απλό	скромні	απλός	скромний	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
απλό	рівнина	απλός	рівнина	ADJ;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
εβδομάδα	тиждень	εβδομάδα	тиждень	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
