бретань	bretagne	бретання	bretagny	PROPN;INAN;NOM;MASC;SG	
комунікацій	komunikacji	комунікація	komunikacja	N;INAN;GEN;FEM;PL	N;GEN;FEM;SG
комунікацій	łączność	комунікація	łączność	N;INAN;GEN;FEM;PL	N;NOM;FEM;SG
мадонна	madonny	мадонний	madonny	ADJ;NOM;FEM;SG	
спільну	udostępnił	спільний	udostępnić	ADJ;ACC;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
спільну	udostępnione	спільний	udostępnić	ADJ;ACC;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
спільну	wspólny	спільний	wspólny	ADJ;ACC;FEM;SG	ADJ;NOM;MASC;SG
спільну	udostępniony	спільний	udostępnić	ADJ;ACC;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
спільну	wspólne	спільний	wspólny	ADJ;ACC;FEM;SG	ADJ;NOM;NEUT;SG
небезпеку	niebezpieczeństwa	небезпека	niebezpieczeństwo	N;INAN;ACC;FEM;SG	N;NOM;NEUT;SG
саксонія	saksonii	саксонія	saksonia	PROPN;INAN;NOM;FEM;SG	
саксонія	saksonia	саксонія	saksonia	PROPN;INAN;NOM;FEM;SG	N;NOM;FEM;SG
пожежа	pożar	пожежа	pożar	N;INAN;NOM;FEM;SG	N;ACC;MASC;SG
підвіска	zawiesiny	підвіска	zawiesina	N;INAN;NOM;FEM;SG	
дехто	niektóre	дехто	niektóry	PRO;ANIM;NOM	DET;NOM;MASC;SG
дехто	niektórzy	дехто	niektóry	PRO;ANIM;NOM	DET;NOM;MASC;PL
дехто	trochę	дехто	trochę	PRO;ANIM;NOM	ADV
сумніви	wątpliwość	сумнів	wątpliwość	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
сумніви	wątpliwości	сумнів	wątpliwość	N;INAN;NOM;MASC;PL	N;ACC;FEM;SG
всеволод	wsiewołod	всеволод	wsiewołod	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
гребля	tamy	гребль	tama	N;INAN;NOM;FEM;SG	
гребля	zapora	гребль	zaporać	N;INAN;NOM;FEM;SG	
гребля	tama	гребль	tama	N;INAN;NOM;FEM;SG	
гребля	dam	гребль	dać	N;INAN;NOM;FEM;SG	V;PFV;IND;SG;1;FUT;FIN;ACT
чоловічі	samiec	чоловічий	samiec	ADJ;NOM;PL	N;NOM;MASC;SG
чоловічі	męskie	чоловічий	męski	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
чоловічі	męska	чоловічий	męski	ADJ;NOM;PL	
чоловічі	męski	чоловічий	męski	ADJ;NOM;PL	ADJ;NOM;MASC;SG
чоловічі	mężczyzna	чоловічий	mężczyzna	ADJ;NOM;PL	N;NOM;MASC;SG
купив	kupione	купити	kupić	V;PFV;MASC;IND;SG;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
купив	kupiony	купити	kupić	V;PFV;MASC;IND;SG;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
політикою	polityka	політика	polityka	N;INAN;INS;FEM;SG	N;NOM;FEM;SG
політикою	polityki	політика	polityka	N;INAN;INS;FEM;SG	N;GEN;FEM;SG
бухарест	bukareszcie	бухарест	bukareszt	PROPN;INAN;NOM;MASC;SG	N;NOM;MASC;SG
унікальні	unikalne	унікальний	unikalny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
унікальні	unikatowe	унікальний	unikatowy	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
унікальні	unikalny	унікальний	unikalny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
унікальні	wyjątkowy	унікальний	wyjątkowy	ADJ;NOM;PL	ADJ;NOM;MASC;SG
унікальні	niepowtarzalny	унікальний	niepowtarzalny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
чиновників	urzędnicy	чиновник	urzędnik	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
оцінити	stawki	оцінити	stawka	V;PFV;NFIN	
оцінити	stawka	оцінити	stawka	V;PFV;NFIN	N;NOM;FEM;SG
оцінити	stopa	оцінити	stopa	V;PFV;NFIN	N;NOM;FEM;SG
небезпеки	niebezpieczeństwie	небезпека	niebezpieczeństwo	N;INAN;NOM;FEM;PL	N;DAT;NEUT;SG
небезпеки	zagrożenie	небезпека	zagrożenie	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
небезпеки	niebezpieczeństwo	небезпека	niebezpieczeństwo	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
архіви	archiwa	архів	archiwa	N;INAN;NOM;MASC;PL	
архіви	archiwum	архів	archiwum	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG
статевий	genitaliów	статевий	genitalia	ADJ;NOM;MASC;SG	N;GEN;NEUT;PL
статевий	seksualnie	статевий	seksualnie	ADJ;NOM;MASC;SG	ADV
передня	przedniej	передній	przedni	N;INAN;NOM;FEM;SG	ADJ;GEN;FEM;SG
передня	przednie	передній	przedni	N;INAN;NOM;FEM;SG	ADJ;NOM;NEUT;SG
відійшов	dala	відійти	dala	V;PFV;MASC;IND;SG;PST;FIN	
відійшов	odzyskane	відійти	odzyskać	V;PFV;MASC;IND;SG;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ісус	jezu	ісус	jezus	PROPN;ANIM;NOM;MASC;SG	
ісус	jezus	ісус	jezus	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
вчителі	nauczycielom	вчитель	nauczyciel	N;ANIM;NOM;MASC;PL	N;DAT;MASC;PL
вчителі	nauczycielki	вчитель	nauczycielka	N;ANIM;NOM;MASC;PL	N;GEN;FEM;PL
вчителі	nauczycieli	вчитель	nauczyciel	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
однакові	identyczne	однаковий	identyczny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
однакові	identyczny	однаковий	identyczny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
однакові	identyczna	однаковий	identyczny	ADJ;NOM;PL	ADJ;NOM;FEM;SG
секс	płci	секс	płzcieć	N;INAN;NOM;MASC;SG	
секс	seksu	секс	seks	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
секс	sex	секс	sex	N;INAN;NOM;MASC;SG	
чутки	pogłoski	чутка	pogłoski	N;INAN;NOM;FEM;PL	
чутки	pogłoski	чутка	pogłoski	N;INAN;NOM;FEM;PL	
чутки	plotka	чутка	plotka	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
чутки	pogłoski	чутка	pogłoski	N;INAN;NOM;FEM;PL	
несуть	noszenie	нести	nosić	V;IPFV;IND;PL;3;PRS;FIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
несуть	przewożących	нести	przewózący	V;IPFV;IND;PL;3;PRS;FIN	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
несуть	niósł	нести	nieść	V;IPFV;IND;PL;3;PRS;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
несуть	przewożonych	нести	przewozić	V;IPFV;IND;PL;3;PRS;FIN	N;GEN;MASC;PL
несуть	przewożone	нести	przewozić	V;IPFV;IND;PL;3;PRS;FIN	
крістофер	christopher	крістофер	christopher	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
крістофер	krzysztof	крістофер	krzysztof	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
методика	techniki	методика	technika	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
пейзаж	krajobrazy	пейзазати	krajobraza	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
джаз	jazz	джаз	jazz	N;INAN;NOM;MASC;SG	
джаз	jazzu	джаз	jazzen	N;INAN;NOM;MASC;SG	
уельсу	walii	уельс	wala	PROPN;INAN;GEN;MASC;SG	
сантиметрів	centymetry	сантиметр	centymetra	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
сантиметрів	centymetry	сантиметр	centymetra	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
едді	eddie	едді	edda	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
едді	eddiego	едді	eddić	PROPN;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
едді	eddy	едді	eddy	PROPN;ANIM;NOM;MASC;SG	
бомби	bomb	бомба	bomba	N;INAN;NOM;FEM;PL	V;IPFV;IMP;SG;2;FIN;ACT
бомби	bomby	бомба	bomba	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
закладено	zapewnia	закласти	zapewniać	V;PFV;IND;0;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
закладено	dostarcza	закласти	dostarczać	V;PFV;IND;0;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
віки	wieki	вік	wiek	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
німеччину	niemcami	німеччина	niemiec	PROPN;INAN;ACC;FEM;SG	N;INS;MASC;PL
німеччину	niemcy	німеччина	niemiec	PROPN;INAN;ACC;FEM;SG	PROPN;NOM;MASC;PL
фасаді	kontrowersyjne	фасад	kontrowersyjny	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
менеджмент	management	менеджмент	management	N;INAN;NOM;MASC;SG	
говард	howard	говард	howard	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
течія	bieżące	течія	bieżący	N;INAN;NOM;FEM;SG	ADJ;NOM;NEUT;SG
течія	aktualne	течія	aktualny	N;INAN;NOM;FEM;SG	ADJ;NOM;NEUT;SG
течія	bieżący	течія	bieżący	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;SG
течія	aktualny	течія	aktualny	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;SG
течія	flux	течія	flux	N;INAN;NOM;FEM;SG	
робітники	pracowników	робітник	pracownik	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
розмови	rozmów	розмова	rozmowa	N;INAN;NOM;FEM;PL	
розмови	konwersacji	розмова	konwersacja	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
розмови	rozmowy	розмова	rozmowa	N;INAN;NOM;FEM;PL	N;ACC;FEM;PL
розмови	rozmowę	розмова	rozmowa	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
розмови	rozmowy	розмова	rozmowa	N;INAN;NOM;FEM;PL	N;ACC;FEM;PL
розмови	rozmowa	розмова	rozmowa	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
розмови	konwersacji	розмова	konwersacja	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
відмовляється	odmówi	відмовлятися	odm	V;IPFV;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;FUT;FIN;ACT
біженців	uchodźcy	біженець	uchodźk	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
біженців	uchodźcy	біженець	uchodźk	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
корона	koronę	корона	korona	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
корона	crown	корона	crowny	N;INAN;NOM;FEM;SG	
корона	korony	корона	korona	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
фотографій	fotografie	фотографія	fotografia	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
сантьяго	santiago	сантьяго	santia	PROPN;INAN;NOM;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
однаково	równo	однаково	równo	ADV	
пори	porów	пора	porów	N;INAN;NOM;FEM;PL	
змій	węże	змія	wąż	N;ANIM;NOM;MASC;SG	N;NOM;MASC;PL
комуністична	komunistycznej	комуністичний	komunistyczny	ADJ;NOM;FEM;SG	ADJ;GEN;FEM;SG
комуністична	komunistą	комуністичний	komunista	ADJ;NOM;FEM;SG	N;INS;MASC;SG
комуністична	komuniści	комуністичний	komunista	ADJ;NOM;FEM;SG	N;NOM;MASC;PL
тропічні	tropikalnych	тропічний	tropikalny	ADJ;NOM;PL	ADJ;GEN;MASC;PL
тропічні	tropikalne	тропічний	tropikalny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
преса	prasie	преса	prasa	N;INAN;NOM;FEM;SG	N;DAT;FEM;SG
преса	naciśnij	преса	naciśnąć	N;INAN;NOM;FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
преса	prasy	преса	prasa	N;INAN;NOM;FEM;SG	
ціль	docelowe	ціль	docelowy	N;INAN;NOM;FEM;SG	ADJ;NOM;NEUT;SG
ціль	target	ціль	target	N;INAN;NOM;FEM;SG	
добровільно	dobrowolne	добровільно	dobrowolny	ADV	ADJ;NOM;NEUT;SG
добровільно	wolontariat	добровільно	wolontariat	ADV	N;NOM;MASC;SG
добровільно	dobrowolny	добровільно	dobrowolny	ADV	ADJ;NOM;MASC;SG
добровільно	dobrowolnego	добровільно	dobrowolny	ADV	ADJ;ACC;MASC;SG
підтримується	wspierany	підтримуватися	wspierać	V;IPFV;IND;SG;3;PRS;FIN	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
підтримується	obsługiwany	підтримуватися	obsługiwać	V;IPFV;IND;SG;3;PRS;FIN	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
підтримується	wspierane	підтримуватися	wspierać	V;IPFV;IND;SG;3;PRS;FIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
підтримується	obsługiwane	підтримуватися	obsługiwać	V;IPFV;IND;SG;3;PRS;FIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
пізно	późny	пізно	późny	ADV	ADJ;NOM;MASC;SG
переселенців	przesiedlonych	переселенець	przesiedlić	N;ANIM;ACC;MASC;PL	ADJ;PFV;ACC;MASC;PL;POS;V.PTCP;PASS
блакитний	blue	блакитний	blue	ADJ;NOM;MASC;SG	
блакитний	cyan	блакитний	cyan	ADJ;NOM;MASC;SG	
тель	tel	тель	tel	N;INAN;NOM;MASC;SG	
коди	kodów	код	kodywa	N;INAN;NOM;MASC;PL	
пенсії	emeryturę	пенсія	emerytura	N;INAN;ACC;FEM;PL	N;ACC;FEM;SG
пенсії	emerytura	пенсія	emerytura	N;INAN;ACC;FEM;PL	N;NOM;FEM;SG
бойове	zwalczanie	бойовий	zwalczać	ADJ;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
бойове	walce	бойовий	walca	ADJ;NOM;NEUT;SG	N;DAT;FEM;SG
бойове	zwalczania	бойовий	zwalczać	ADJ;NOM;NEUT;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
бойове	walki	бойовий	walka	ADJ;NOM;NEUT;SG	N;ACC;FEM;SG
гурток	kręgu	гурток	krąg	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
гурток	circle	гурток	circle	N;INAN;NOM;MASC;SG	
моменти	moments	момент	moments	N;INAN;NOM;MASC;PL	
моменти	chwile	момент	chwila	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
моменти	chwil	момент	chwila	N;INAN;NOM;MASC;PL	N;GEN;FEM;PL
моменти	momentami	момент	moment	N;INAN;NOM;MASC;PL	N;INS;MASC;PL
вилча	vâlcea	вилча	vâlcea	N;INAN;NOM;FEM;SG	
лавки	ławy	лавка	ława	N;INAN;NOM;FEM;PL	N;ACC;FEM;PL
лавки	ławki	лавка	ławka	N;INAN;NOM;FEM;PL	N;ACC;FEM;PL
тріо	trio	тріо	trio	N;INAN;NOM;NEUT;SG	
гагаріна	gagarin	гагаріний	gagarin	N;ANIM;GEN;MASC;SG	N;NOM;MASC;SG
сорока	pica	сорока	pic	NUM;NOM	
читача	obserwujących	читач	obserwujący	N;ANIM;ACC;MASC;SG	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
читача	wyznawcą	читач	wyznawca	N;ANIM;ACC;MASC;SG	N;INS;MASC;SG
трави	trawę	трава	trawa	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
трави	trawka	трава	trawka	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
трави	trawy	трава	trawa	N;INAN;NOM;FEM;PL	N;ACC;FEM;PL
трави	trawa	трава	trawa	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
діагностики	diagnostyka	діагностика	diagnostyka	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
еволюція	ewolucję	еволюція	ewolucja	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
еволюція	ewolucji	еволюція	ewolucja	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
груповий	grupie	груповий	grupa	ADJ;NOM;MASC;SG	N;DAT;FEM;SG
груповий	grupy	груповий	grupa	ADJ;NOM;MASC;SG	N;ACC;FEM;SG
груповий	grupa	груповий	grupa	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
церковної	kościelnych	церковний	kościelny	ADJ;GEN;FEM;SG	ADJ;GEN;MASC;PL
амстердам	amsterdam	амстерд	amsterdam	PROPN;INAN;NOM;MASC;SG	N;NOM;MASC;SG
перебіг	wpływy	перебігти	wpływ	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
вимагав	zażądał	вимагати	zażądać	V;IPFV;MASC;IND;SG;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
жуків	robaki	жук	robak	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
жуків	błędy	жук	błąd	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
жуків	owady	жук	owad	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
рів	reeve	рів	rebry	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
клієнт	klienci	клієнт	klient	N;ANIM;NOM;MASC;SG	N;NOM;MASC;PL
клієнт	klienta	клієнт	klient	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
клієнт	klienta	клієнт	klient	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
сервіс	usługi	сервес	usługa	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
придбати	zakup	придбати	zakup	V;PFV;NFIN	N;NOM;MASC;SG
придбати	zakupu	придбати	zakup	V;PFV;NFIN	N;GEN;MASC;SG
придбати	kupno	придбати	kupno	V;PFV;NFIN	N;NOM;NEUT;SG
гвардійська	straże	гвардійський	straż	ADJ;NOM;FEM;SG	N;NOM;MASC;PL
гвардійська	straż	гвардійський	straż	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
гвардійська	strażnicy	гвардійський	strażnica	ADJ;NOM;FEM;SG	N;NOM;FEM;PL
мінську	mińsku	мінський	mińsko	PROPN;INAN;DAT;MASC;SG	PROPN;DAT;MASC;SG
тварина	zwierząt	тварина	zwierzę	N;ANIM;NOM;FEM;SG	N;GEN;NEUT;PL
тварина	zwierzęta	тварина	zwierzę	N;ANIM;NOM;FEM;SG	N;NOM;NEUT;PL
різдво	narodzenia	різдво	narodzenie	N;INAN;NOM;NEUT;SG	N;GEN;NEUT;SG
різдво	święta	різдво	święto	N;INAN;NOM;NEUT;SG	
декоративні	ozdobnych	декоративний	ozdobny	ADJ;NOM;PL	ADJ;GEN;MASC;PL
декоративні	ozdobne	декоративний	ozdobny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
молитви	modlitwa	молитва	modlitwa	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
молитви	modlitw	молитва	modlitwa	N;INAN;NOM;FEM;PL	
молитви	modły	молитва	moda	N;INAN;NOM;FEM;PL	V;IPFV;MASC;IND;PL;PST;FIN;ACT
молитви	modlitwy	молитва	modlitwa	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
проста	prosta	простий	prosty	ADJ;NOM;FEM;SG	
проста	proste	простий	prosty	ADJ;NOM;FEM;SG	
собаки	psów	собака	pies	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
фантастичний	fantastycznie	фантастичний	fantastycznie	ADJ;NOM;MASC;SG	ADV
виробника	sprzedawca	виробник	sprzedawca	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
виробника	sprzedawcy	виробник	sprzedawca	N;ANIM;ACC;MASC;SG	N;NOM;MASC;PL
студію	studia	студія	studia	N;INAN;ACC;FEM;SG	N;NOM;NEUT;PL
студію	studio	студія	studio	N;INAN;ACC;FEM;SG	
царі	magi	цар	mieć	N;ANIM;NOM;MASC;PL	
реставрація	odbudowa	реставрація	odbudowy	N;INAN;NOM;FEM;SG	
реставрація	przywrócenia	реставрація	przywrócić	N;INAN;NOM;FEM;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
проникнення	penetracji	проникнення	penetracja	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG
проникнення	infiltracji	проникнення	infiltracja	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG
презентація	prezentacji	презентація	prezentacja	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
презентація	prezentacje	презентація	prezentacja	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
диких	wild	дикий	wild	ADJ;ANIM;ACC;PL	
диких	dziki	дикий	dzik	ADJ;ANIM;ACC;PL	N;NOM;MASC;SG
диких	dziko	дикий	dziko	ADJ;ANIM;ACC;PL	
диких	dzika	дикий	dziki	ADJ;ANIM;ACC;PL	
диких	dzikie	дикий	dziki	ADJ;ANIM;ACC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
маркса	marx	маркс	marna	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
маркса	marks	маркс	marks	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
отриманий	otrzymała	отриманий	otrzymać	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;PFV;FEM;IND;SG;PST;FIN;ACT
отриманий	otrzymano	отриманий	otrzymać	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
ново	novo	ново	novo	ADV	
бад	pączek	бад	pączek		N;NOM;MASC;SG
бад	buda	бад	budy		N;NOM;FEM;SG
бад	bud	бад	bud		
обстрілу	ostrzał	обстріл	ostrzać	N;INAN;GEN;MASC;SG	N;ACC;MASC;SG
чоловічого	męski	чоловічий	męski	ADJ;GEN;MASC;SG	ADJ;NOM;MASC;SG
феодосія	teodozja	феодосія	teodozja	N;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG
перевірка	sprawdzamy	перевірка	sprawdzać	N;INAN;NOM;FEM;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
перевірка	sprawdzam	перевірка	sprawdzać	N;INAN;NOM;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
перевірка	weryfikacji	перевірка	weryfikacja	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
перевірка	testy	перевірка	test	N;INAN;NOM;FEM;SG	N;NOM;MASC;PL
перевірка	walidacji	перевірка	walidacja	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
заяви	stwierdzenia	заява	stwierdzić	N;INAN;NOM;FEM;PL	N;GEN;NEUT;SG
заяви	oświadczenia	заява	oświadczenie	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
сидіння	fotele	сидіння	foteł	N;INAN;NOM;NEUT;SG	N;NOM;MASC;PL
гості	gości	гість	gość	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
представив	wprowadzone	представити	wprowadzić	V;PFV;MASC;IND;SG;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
представив	wprowadzony	представити	wprowadzić	V;PFV;MASC;IND;SG;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
представив	wprowadzona	представити	wprowadzić	V;PFV;MASC;IND;SG;PST;FIN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
розбіжності	diff	розбіжність	diff	N;INAN;NOM;FEM;PL	
розбіжності	różnica	розбіжність	różnica	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
міфів	mity	міфіти	mit	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
барон	baronie	барон	baron	N;ANIM;NOM;MASC;SG	
барон	baron	барон	baron	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
барон	barona	барон	barona	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
операціях	manewry	операція	manewry	N;INAN;ESS;FEM;PL	N;NOM;NEUT;PL
відправляється	odejście	відправлятися	odejść	V;IPFV;IND;SG;3;PRS;FIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
відправляється	wyjazd	відправлятися	wyjazd	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;MASC;SG
відправляється	pozostawienie	відправлятися	pozostawienie	V;IPFV;IND;SG;3;PRS;FIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
відправляється	opuszczenie	відправлятися	opuścić	V;IPFV;IND;SG;3;PRS;FIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
бруно	bruno	бруно	bruno	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
визнає	uznać	визнавати	uznać	V;IPFV;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
визнає	rozpoznają	визнавати	rozpoznawać	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
визнає	uznają	визнавати	uznać	V;IPFV;IND;SG;3;PRS;FIN	V;PFV;IND;PL;3;FUT;FIN;ACT
північне	północ	північний	północ	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
північне	północna	північний	północny	ADJ;NOM;NEUT;SG	
північне	północnej	північний	północny	ADJ;NOM;NEUT;SG	ADJ;GEN;FEM;SG
північне	północny	північний	północny	ADJ;NOM;NEUT;SG	N;ACC;MASC;SG
напруга	napięcia	напруга	napięcie	N;INAN;NOM;FEM;SG	N;GEN;NEUT;SG
міссурі	missouri	міссур	missoura	PROPN;INAN;NOM;FEM;SG	
додавати	dodać	додавати	dodać	V;IPFV;NFIN	V;PFV;NFIN;ACT
додавати	dodaj	додавати	dodać	V;IPFV;NFIN	V;PFV;IMP;SG;2;FIN;ACT
вектор	wektor	вектор	wektor	N;INAN;NOM;MASC;SG	
братство	bractwa	братство	bractwo	N;INAN;NOM;NEUT;SG	N;ACC;NEUT;SG
братство	bractwa	братство	bractwo	N;INAN;NOM;NEUT;SG	N;ACC;NEUT;SG
ланцюг	łańcuchy	ланцюг	łańcuch	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
ланцюг	łańcucha	ланцюг	łańcuch	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
ланцюг	łańcuszek	ланцюг	łańcuszek	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
паспорт	paszport	паспорт	paszport	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
паспорт	paszportu	паспорт	paszport	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
позитивно	pozytywna	позитивно	pozytywny	ADV	ADJ;NOM;FEM;SG
позитивно	pozytywne	позитивно	pozytywny	ADV	ADJ;NOM;NEUT;SG
позитивно	dodatni	позитивно	dodatnić	ADV	
позитивно	pozytywny	позитивно	pozytywny	ADV	ADJ;NOM;MASC;SG
підродина	podrodziny	підродина	podrodziny	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
внутрішнє	wewnętrznego	внутрішній	wewnętrzny	ADJ;NOM;NEUT;SG	ADJ;ACC;MASC;SG
кетрін	kathryn	кетрін	kathryn	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
кетрін	katharine	кетрін	katharina	PROPN;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
кетрін	katherine	кетрін	katherina	PROPN;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
кетрін	katarzyna	кетрін	katarzyno	PROPN;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
