von	출신	von	출신	ADP	N
radio	라디오방송	radio	라디오방송		N
entdeckt	감지	entdecken	감+지	V;V.PTCP	N
bernhard	베르나르드	bernhard	베르나르드	PROPN;NOM;MASC;SG	
bernhard	버나드	bernhard	버나드	PROPN;NOM;MASC;SG	
bernhard	베르나르	bernhard	베르나르	PROPN;NOM;MASC;SG	PROPN
vorschlag	제안	vorschlagen	제안	ADV	N
vorschlag	제안	vorschlagen	제안	ADV	N
großbritannien	브리튼	großbritannien	브리튼	PROPN;NOM;NEUT;SG	PROPN
erzbischof	주교	erzbischof	주교	ADJ	N
erzbischof	대주교	erzbischof	대주교	ADJ	N
halt	중지	halt	중지	ADV	N
halt	정지	halt	정지	ADV	N
ungarn	헝가리	ungarn	헝가리	PROPN;NOM;SG	PROPN
ungarn	부다페스트	ungarn	부다페스트	PROPN;NOM;SG	PROPN
verbreitet	광범위한	verbreiten	광범위+하+ㄴ	ADJ;V.PTCP	V
verbreitet	파종	verbreiten	파종	ADJ;V.PTCP	
bezug	참조	bezugen	참조	V;IND;SG;3;PST;FIN	
bezug	참고	bezugen	참+고	V;IND;SG;3;PST;FIN	
heimat	조국	heimat	조국	N;FEM;SG	
heimat	집에	heimat	집+에	N;FEM;SG	ADV
heimat	고향	heimat	고향	N;FEM;SG	
heimat	집으로	heimat	집+으로	N;FEM;SG	ADV
heimat	가정	heimat	가정	N;FEM;SG	
heimat	조국	heimat	조국	N;FEM;SG	
pierre	피에르	pier	피에르	PROPN;NOM;SG	
spielzeit	시즌	spielzeit	시즌	N;NOM;SG	
sicht	비전	sechen	비전	N;SG	
software	소프트웨어	software	소프트웨어		N
rock	치마	rock	치마		
rock	스커트	rock	스커트		
rock	바위	rock	바위		
rock	rock	rock	rock		
jedenfalls	어쨌든	jedenfalls	어쨌든	ADV	CONJ
jedenfalls	어쨌거나	jedenfalls	어찌하+었+거나	ADV	
aufstieg	어센션	aufsteigen	어센션	V;IND;SG;3;PST;FIN	N
aufstieg	승천	aufsteigen	승천	V;IND;SG;3;PST;FIN	N
aufstieg	상승	aufsteigen	상승	V;IND;SG;3;PST;FIN	N
aufstieg	rise	aufsteigen	rise	V;IND;SG;3;PST;FIN	
verwaltung	경영	verwaltung	경영	ADJ	N
verwaltung	관리	verwaltung	관리	ADJ	N
verwaltung	행정학	verwaltung	행정학	ADJ	N
bank	은행	bank	은행		N
bank	벤치	bank	벤치		N
rein	순수한	rein	순수+하+ㄴ	ADJ	V
rein	순수	rein	순수	ADJ	N
tor	tor	tor	tor	N;NOM;NEUT;SG	
tor	대문	tor	대문	N;NOM;NEUT;SG	
tor	게이트	tor	게이트	N;NOM;NEUT;SG	
tor	게이트웨이	tor	게이트웨+이	N;NOM;NEUT;SG	
herbst	가을이	herbst	가을+이	ADV	
herbst	가을	herbst	가을	ADV	N
herbst	떨어지지	herbst	떨어지+지	ADV	V
herbst	떨어지는	herbst	떨어지+는	ADV	V
herbst	떨어짐	herbst	떨어지+ㄹ	ADV	
schulen	학교	schallen	학교	V;NFIN	N
schulen	학교	schallen	학교	V;NFIN	N
schulen	학교는	schallen	학교+는	V;NFIN	N
schulen	스쿨	schallen	스쿨	V;NFIN	
schulen	학원	schallen	학원	V;NFIN	
schulen	대학교	schallen	대학교	V;NFIN	N
schulen	대학	schallen	대학	V;NFIN	N
königreich	왕국	königreich	왕국	ADJ	N
königreich	킹덤	königreich	킹덤	ADJ	
allgemeine	장군	allgemein	장군	ADJ;NOM;FEM;PL	N
allgemeine	일반	allgemein	일반	ADJ;NOM;FEM;PL	N
allgemeine	일반인	allgemein	일반+이+ㄴ	ADJ;NOM;FEM;PL	
ebene	평원	eben	평원		N
ebene	계층	eben	계층		N
seitdem	언제부터	seitdem	언제+부터	ADV	
seitdem	이후	seitdem	이후	ADV	N
schmidt	슈미트	schmeden	슈미트	PROPN	
schmidt	스미스	schmeden	스미스	PROPN	
weiteres	기타	weit	기타	ADJ;NOM;NEUT;SG	N
bundesstaat	상태	bundesstaat	상태	ADJ	N
bundesstaat	국가	bundesstaat	국가	ADJ	N
essen	푸드	essen	푸드	V;NFIN	
essen	음식	essen	음식	V;NFIN	N
essen	식량	essen	식량	V;NFIN	N
essen	식품	essen	식품	V;NFIN	N
essen	에센	essen	에세+ㄴ	V;NFIN	
essen	먹어	essen	먹+어	V;NFIN	
essen	음식점	essen	음식점	V;NFIN	N
essen	레스토랑	essen	레스토랑	V;NFIN	N
essen	식당	essen	식당	V;NFIN	N
richter	판단	richter	판단	ADJ	
richter	판사	richter	판사	ADJ	N
richter	판사	richter	판사	ADJ	N
richter	리히터	richter	리히터	ADJ	
ausstellung	엑스포	ausstellingen	엑스포	N;NOM;FEM;SG	
ausstellung	전람회	ausstellingen	전람회	N;NOM;FEM;SG	
aufgabe	미션	aufgaben	미션	N;NOM;FEM;SG	
geld	머니	geld	머니	N;NOM;NEUT;SG	
geld	cash	geld	cash	N;NOM;NEUT;SG	
rheinland	라인란트	rheinland	라인란트	PROPN;SG	
winter	윈터	winter	윈터	N	
winter	윈터스	winter	윈터스	N	PROPN
fehlen	결석	fehlen	결석	V;NFIN	
fehlen	부재	fehlen	부재	V;NFIN	N
fehlen	부족	fehlen	부족	V;NFIN	N
fehlen	실종	fehlen	실종	V;NFIN	N
fehlen	누락	fehlen	누락	V;NFIN	
fehlen	missing	fehlen	missing	V;NFIN	
wissenschaftliche	과학	wissenschaftlich	과학	ADJ;NOM;FEM;PL	N
unterschied	구별	unterscheiden	구별	V;IND;SG;3;PST;FIN	N
unterschied	차이	unterscheiden	차이	V;IND;SG;3;PST;FIN	N
unterschied	차이점	unterscheiden	차이점	V;IND;SG;3;PST;FIN	
familien	가족	familien	가족	V;IND;PL;3;FIN	
familien	가족	familien	가족	V;IND;PL;3;FIN	
familien	가족과	familien	가족+과	V;IND;PL;3;FIN	CONJ
familien	패밀리	familien	패밀리	V;IND;PL;3;FIN	
inseln	제도	inseln	제도	N;NOM;FEM;PL	
offensichtlich	겉보기	offensichtlich	겉보기	ADJ	N
offensichtlich	명백하다	offensichtlich	명백+하+다	ADJ	V
offensichtlich	명백히	offensichtlich	명백+히	ADJ	ADV
offensichtlich	명백하게	offensichtlich	명백+하+게	ADJ	CONJ
anteil	비율	anteil	비율	ADV	N
anteil	비례	anteil	비례	ADV	
anteil	퍼센트	anteil	퍼센트	ADV	
anteil	백분율	anteil	백분율	ADV	N
anteil	비율	anteil	비율	ADV	N
anteil	공유해	anteil	공유+하+어	ADV	V
anteil	공유하기	anteil	공유+하+기	ADV	V
anteil	공유	anteil	공유	ADV	N
anteil	분수	anteil	분수	ADV	
nürnberg	뉘른베르크	nürnberg	뉘른베르크	PROPN;NOM;SG	PROPN
blick	조회	blick	조회	ADV	
blick	보기	blick	보+기	ADV	V
herr	주님	herr	주님	N;NOM;MASC;SG	
herr	sir	herr	sir	N;NOM;MASC;SG	
herr	선생님	herr	선생님	N;NOM;MASC;SG	
herr	미스터	herr	미스터	N;NOM;MASC;SG	
englische	영어	englisch	영어	ADJ;NOM;FEM;PL	
englische	잉글리시	englisch	잉글리시	ADJ;NOM;FEM;PL	
hintergrund	배경	hintergrund	배경	ADJ	N
hintergrund	배경색	hintergrund	배경색	ADJ	N
hintergrund	배경	hintergrund	배경	ADJ	N
französisch	프랑스	französisch	프랑스	ADJ	PROPN
französisch	프랑스어	französisch	프랑스어	ADJ	PROPN
französisch	프렌치	französisch	프렌치	ADJ	
französisch	프랑스인	französisch	프랑스인	ADJ	N
theorie	이론	theorie	이론	PROPN	N
theorie	이론	theorie	이론	PROPN	N
air	항공	air	항공	PROPN;NOM;MASC;SG	N
air	에어	air	에어	PROPN;NOM;MASC;SG	
air	공기	air	공기	PROPN;NOM;MASC;SG	N
benutzt	사용	benutzen	사용	V;V.PTCP	N
jährlich	매년	jährlich	매년	ADJ	N
erweitert	향상	erweitern	향상	V;V.PTCP	N
erweitert	확장	erweitern	확장	V;V.PTCP	N
erweitert	연장	erweitern	연장	V;V.PTCP	N
erweitert	고급	erweitern	고급	V;V.PTCP	
manchmal	때로는	manchmal	때+로+는	ADV	N
manchmal	가끔은	manchmal	가끔+은	ADV	
unterstützt	지원	unterstützen	지원	V;V.PTCP	N
unterstützt	원호	unterstützen	원호	V;V.PTCP	
produziert	제작	produzieren	제작	V;V.PTCP	N
produziert	제조업	produzieren	제조업	V;V.PTCP	N
allgemein	일반	allgemein	일반	ADJ	N
allgemein	일반적으로	allgemein	일반+적+으로	ADJ	ADV
allgemein	장군	allgemein	장군	ADJ	N
allgemein	일반	allgemein	일반	ADJ	N
allgemein	일반인	allgemein	일반+이+ㄴ	ADJ	
sperre	잠금	sperr	잠금		N
treffen	만나	treffen	만나+아	V;NFIN	
treffen	회의	treffen	회의	V;NFIN	
treffen	미팅	treffen	미팅	V;NFIN	N
treffen	모임	treffen	모임	V;NFIN	N
treffen	회의	treffen	회의	V;NFIN	
treffen	만남	treffen	만남	V;NFIN	N
treffen	미팅	treffen	미팅	V;NFIN	N
arbeitet	웍스	arbeiten	웍스	V;IND;SG;3;PRS;FIN	
arbeitet	작동	arbeiten	작동	V;IND;SG;3;PRS;FIN	N
arbeitet	작품	arbeiten	작품	V;IND;SG;3;PRS;FIN	N
nutzung	이용하기	nutzung	이용+하+기	N;NOM;FEM;SG	V
nutzung	사용하기	nutzung	사용+하+기	N;NOM;FEM;SG	V
nutzung	사용하다	nutzung	사용+하+다	N;NOM;FEM;SG	
nutzen	혜택	nutzen	혜택	V;NFIN	N
nutzen	이득	nutzen	이득	V;NFIN	
nutzen	유용	nutzen	유용	V;NFIN	
nutzen	유틸리티	nutzen	유틸리티	V;NFIN	N
architekt	건축가	architekt	건축가	ADJ	N
architekt	건축	architekt	건축	ADJ	N
architekt	건축가	architekt	건축가	ADJ	N
fällt	폭포	fallen|fällen	폭포	V;IND;SG;3;PRS;FIN	N
fällt	falling	fallen|fällen	falling	V;IND;SG;3;PRS;FIN	
zählt	카운트	zählen	카운트	V;IND;SG;3;PRS;FIN	
eingeführt	가져오기	einführen	가져오+기	V;V.PTCP	V
eingeführt	수입	einführen	수입	V;V.PTCP	N
eingeführt	가져온	einführen	가지+어+오+ㄴ	V;V.PTCP	V
nördlichen	북부	nördlich	북부	ADJ;NOM;MASC;SG	N
ortschaft	시내	ortschaft	시내	ADJ	N
ortschaft	도시	ortschaft	도시	ADJ	N
ortschaft	타운	ortschaft	타우+ㄴ	ADJ	
ortschaft	마을	ortschaft	마을	ADJ	N
ortschaft	빌리지	ortschaft	빌리+지	ADJ	
ortschaft	마을	ortschaft	마을	ADJ	N
existiert	존재	existieren	존재	V;IND;SG;3;PRS;FIN	N
führung	리더십	führung	리더십	N;NOM;FEM;SG	
führung	리더	führung	리더	N;NOM;FEM;SG	
bestimmte	특정	bestimmt	특정	ADJ;NOM;FEM;PL	
tragen	베어링	tragen	베어링	V;NFIN	N
tragen	착용	tragen	착용	V;NFIN	N
tragen	베어	tragen	베+어	V;NFIN	
fällen	인스턴스	fällen	인스턴스	V;NFIN	N
fällen	케이스	fällen	케이스	V;NFIN	N
fällen	사례	fällen	사례	V;NFIN	N
star	연예인	Star	연예+이+ㄴ	PROPN	V
star	항성	Star	항성	PROPN	N
wichtigsten	메인	wichtig	메인	ADJ;PL	
westlichen	웨스턴	westlich	웨스턴	ADJ;NOM;MASC;SG	
westlichen	서부	westlich	서부	ADJ;NOM;MASC;SG	
westlichen	서양	westlich	서양	ADJ;NOM;MASC;SG	N
linken	좌파	link	좌파	ADJ;MASC;PL	N
linken	왼쪽	link	왼쪽	ADJ;MASC;PL	
zeichen	기호	zeichen	기호	V;NFIN	N
zeichen	상징	zeichen	상징	V;NFIN	N
zeichen	성격	zeichen	성격	V;NFIN	N
zeichen	문자	zeichen	문자	V;NFIN	N
zeichen	캐릭터	zeichen	캐릭터	V;NFIN	
zeichen	인물	zeichen	인물	V;NFIN	N
zeichen	문자	zeichen	문자	V;NFIN	N
zeichen	등장인물	zeichen	등장+인물	V;NFIN	N
zeichen	기호	zeichen	기호	V;NFIN	N
zeichen	서명	zeichen	서명	V;NFIN	N
zeichen	사인	zeichen	사인	V;NFIN	
früheren	이전	früh	이전	ADJ	N
kraft	강제	krafen	강제		N
kraft	체력	krafen	체력		N
kraft	전력	krafen	전력		N
kraft	권력	krafen	권력		N
komplett	완전히	komplett	완전+히	ADJ	ADV
komplett	완료	komplett	완료	ADJ	N
komplett	완성	komplett	완성	ADJ	N
verhalten	행동	verhalten	행동	V;NFIN	N
verhalten	행동	verhalten	행동	V;NFIN	N
verhalten	행동	verhalten	행동	V;NFIN	N
verhalten	동작	verhalten	동작	V;NFIN	N
verhalten	행위	verhalten	행위	V;NFIN	N
sport	스포츠	sporen	스포츠	PROPN;SG	N
sport	스포츠	sporen	스포츠	PROPN;SG	N
mittel	기금	mittel	기금	ADV	N
mittel	자금	mittel	자금	ADV	N
mittel	펀드	mittel	펀드	ADV	N
mittel	미디엄	mittel	미디엄	ADV	
mittel	미디어	mittel	미디어	ADV	N
mittel	중간	mittel	중간	ADV	N
mittel	자원	mittel	자원	ADV	N
mittel	리소스	mittel	리소스	ADV	N
theodor	시어도어	theodor	시어도+어	PROPN;NOM;SG	
sofort	즉석	sofort	즉석	ADV	
sofort	인스턴트	sofort	인스턴트	ADV	
sofort	즉시	sofort	즉시	ADV	
sofort	즉시	sofort	즉시	ADV	
sofort	즉시	sofort	즉시	ADV	
wissenschaft	과학	wissenschaft	과학		N
wissenschaft	sci	wissenschaft	sci		
wissenschaft	과학	wissenschaft	과학		N
gesetz	act	gesetz	act	N;NOM;NEUT;SG	
journalist	기자	journalist	기자	ADJ	
journalist	리포터	journalist	리포터	ADJ	
journalist	기자	journalist	기자	ADJ	
journalist	언론인	journalist	언론인	ADJ	N
journalist	저널리스트	journalist	저널리스트	ADJ	
moskau	모스크바	moskau	모스크바	PROPN;NOM;MASC;SG	PROPN
hamburger	햄버거	hamburger	햄버거	PROPN	
hamburger	햄버거	hamburger	햄버거	PROPN	
edit	편집	edit	편집		N
edit	편집하기	edit	편집+하+기		V
edit	수정	edit	수정		N
stimme	투표	stimmen	투표	V;IND;SG;3;PRS;FIN	N
stimme	목소리	stimmen	목소리	V;IND;SG;3;PRS;FIN	N
stimme	음성	stimmen	음성	V;IND;SG;3;PRS;FIN	N
stimme	동의	stimmen	동의	V;IND;SG;3;PRS;FIN	
qualität	품질	qualität	품질	N	
qualität	퀄리티	qualität	퀄리티	N	
aufnahme	녹음	aufnehmen	녹음		N
aufnahme	녹화	aufnehmen	녹화		N
aufnahme	입학	aufnehmen	입학		N
veröffentlichung	게시	veröffentlichung	게시	ADJ	N
veröffentlichung	출판	veröffentlichung	출판	ADJ	N
veröffentlichung	발행	veröffentlichung	발행	ADJ	N
veröffentlichung	출판물	veröffentlichung	출판물	ADJ	N
veröffentlichung	출판	veröffentlichung	출판	ADJ	N
veröffentlichung	게시	veröffentlichung	게시	ADJ	N
veröffentlichung	출판	veröffentlichung	출판	ADJ	N
ziemlich	예뻐	ziemlich	예+어	ADV	
zahlen	지불	zahlen	지불	V;NFIN	
zahlen	결제	zahlen	결제	V;NFIN	N
zahlen	수치	zahlen	수치	V;NFIN	N
zahlen	피규어	zahlen	피규+어	V;NFIN	
zahlen	숫자	zahlen	숫자	V;NFIN	N
galerie	화랑	galerie	화랑	N;NOM;FEM;SG	
galerie	갤러리	galerie	갤러리	N;NOM;FEM;SG	
verlassen	버림	verlassen	버리+ㅁ	V;NFIN	
verlassen	떠나	verlassen	떠나+아	V;NFIN	CONJ
verlassen	떠나	verlassen	떠나+아	V;NFIN	CONJ
verlassen	종료	verlassen	종료	V;NFIN	N
verlassen	출구	verlassen	출구	V;NFIN	N
verlassen	나가기	verlassen	나가+기	V;NFIN	
verlassen	exit	verlassen	exit	V;NFIN	
aufbau	구조물	aufbau	구조물		N
aufbau	구조	aufbau	구조		N
öffentliche	공공	öffentlich	공공	ADJ;NOM;FEM;PL	N
öffentliche	공개	öffentlich	공개	ADJ;NOM;FEM;PL	N
öffentliche	공중	öffentlich	공중	ADJ;NOM;FEM;PL	N
freie	공석	frei	공석	ADJ;NOM;FEM;PL	N
black	검은색	black	검은색	PROPN	
black	검정	black	검정	PROPN	
black	검정색	black	검정색	PROPN	
black	블랙	black	블랙	PROPN	
aufgaben	의무	aufgeben	의무	V;NFIN	N
aufgaben	작업	aufgeben	작업	V;NFIN	N
aufgaben	태스크	aufgeben	태스크	V;NFIN	N
aufgaben	미션	aufgeben	미션	V;NFIN	
aufgaben	역할	aufgeben	역할	V;NFIN	N
aufgaben	퀘스트	aufgeben	퀘스트	V;NFIN	N
wesentlich	필수	wesentlich	필수	ADJ	
fehler	오류	fehler	오류	ADJ	N
fehler	벅스	fehler	벅스	ADJ	
fehler	버그	fehler	버그	ADJ	
fehler	곤충	fehler	곤충	ADJ	N
fehler	실수	fehler	실수	ADJ	N
fehler	오류	fehler	오류	ADJ	N
fehler	벌레	fehler	벌레	ADJ	
fehler	버그	fehler	버그	ADJ	
fehler	실수	fehler	실수	ADJ	N
filme	필름	filmen	필름		N
filme	영화	filmen	영화		N
filme	영화	filmen	영화		N
moderne	모던	modern	모던	ADJ;NOM;FEM;SG	
moderne	현대	modern	현대	ADJ;NOM;FEM;SG	N
moderne	근대	modern	근대	ADJ;NOM;FEM;SG	N
moderne	근황	modern	근황	ADJ;NOM;FEM;SG	
moderne	모더니즘	modern	모더니즘	ADJ;NOM;FEM;SG	
bekommen	get	bekommen	get	V;NFIN	
edition	에디션	edition	에디션	PROPN	
basel	바젤	basel	바젤	PROPN;NOM;SG	PROPN
org	org	org	org	;SG	
sur	sur	sur	sur	PROPN	
wagen	카트	wagen	카트		N
wagen	자동차	wagen	자동차		N
wagen	차량	wagen	차량		N
situation	상황	situation	상황	ADJ	N
situation	상황이	situation	상황+이	ADJ	N
unmittelbar	즉시	unmittelbar	즉시	ADJ	
unmittelbar	즉각	unmittelbar	즉각	ADJ	ADV
wichtig	중요	wichtig	중요	ADJ	N
wichtig	중요하다	wichtig	중요+하+다	ADJ	V
leistung	성과	leistung	성과	N;NOM;FEM;SG	
leistung	파워	leistung	파우+어	N;NOM;FEM;SG	
handbuch	메뉴얼	handbuch	메뉴얼		N
handbuch	설명서	handbuch	설명서		N
handbuch	수동	handbuch	수동		N
handbuch	설명서	handbuch	설명서		N
handbuch	매뉴얼	handbuch	매뉴얼		N
motor	엔진	motor	엔진	PROPN;SG	
motor	모터	motor	모터	PROPN;SG	N
motor	전동기	motor	전동기	PROPN;SG	N
offiziell	공식적으로	offiziell	공식+적+으로	ADJ	ADV
offiziell	officially	offiziell	officially	ADJ	
texte	노랫말	texen	노랫말	ADV	
texte	텍스트	texen	텍스트	ADV	N
texte	문자	texen	문자	ADV	N
texte	문구	texen	문구	ADV	N
gott	하느님	gott	하느님	N;NOM;MASC;SG	
gott	하나님	gott	하나님	N;NOM;MASC;SG	PROPN
gott	주님	gott	주님	N;NOM;MASC;SG	
höchsten	최고	hoch	최고	ADJ;NOM;MASC;PL	N
jüdischen	유대인	jüdisch	유대+이+ㄴ	ADJ;NOM;MASC;SG	N
jüdischen	유대교	jüdisch	유대교	ADJ;NOM;MASC;SG	N
rat	충고	rat	충+고	N	
gesetzt	집합	setzen	집합	V;V.PTCP	N
gesetzt	세트	setzen	세트	V;V.PTCP	
gesetzt	설정	setzen	설정	V;V.PTCP	N
unabhängig	독립	unabhängig	독립	ADJ	N
unabhängig	독립적	unabhängig	독립+적	ADJ	N
dichter	시인	dicht	시인	ADJ	N
dichter	시인	dicht	시인	ADJ	N
nationalen	국립	national	국립	ADJ;NOM	N
nationalen	내셔널	national	내+시+어+요+ㄴ	ADJ;NOM	
nationalen	국민	national	국민	ADJ;NOM	N
beschäftigt	고용	beschäftigen	고용	V;V.PTCP	N
beschäftigt	바쁜	beschäftigen	바쁘+ㄴ	V;V.PTCP	
beschäftigt	바쁘다	beschäftigen	바쁘+다	V;V.PTCP	
beschäftigt	바빠	beschäftigen	바부	V;V.PTCP	
beschäftigt	점령	beschäftigen	점령	V;V.PTCP	N
hergestellt	제작	herstellen	제작	V;V.PTCP	N
hergestellt	제조	herstellen	제조	V;V.PTCP	N
hergestellt	made	herstellen	made	V;V.PTCP	
hergestellt	만든	herstellen	만들+ㄴ	V;V.PTCP	
tal	골짜기	tal	골짜기	N;NOM;NEUT;SG	
tal	밸리	tal	밸리	N;NOM;NEUT;SG	
tal	계곡	tal	계곡	N;NOM;NEUT;SG	
fotos	사진들	fotos	사진+들		N
fotos	사진	fotos	사진		N
fotos	사진들	fotos	사진+들		N
sagt	say	sagen	say	V;IND;SG;3;PRS;FIN	
gewinnen	win	gewinnen	win	V;NFIN	
gewinnen	승리	gewinnen	승리	V;NFIN	N
gewinnen	이득	gewinnen	이득	V;NFIN	
gewinnen	우승	gewinnen	우승	V;NFIN	N
gewinnen	승리	gewinnen	승리	V;NFIN	N
woche	주일	woch	주일	ADV	
woche	일주일	woch	일주일	ADV	
woche	주간	woch	주간	ADV	N
woche	매주	woch	매주	ADV	
oberen	윗쪽	ober	윗쪽	ADJ;NOM;PL	
oberen	상위	ober	상위	ADJ;NOM;PL	
information	정보	information	정보	ADJ	N
erich	에리크	erich	에리크	PROPN;NOM;MASC;SG	PROPN
erich	에릭	erich	에릭	PROPN;NOM;MASC;SG	
fernsehen	텔레비전	fernsehen	텔레비전	V;NFIN	N
stein	스톤	stein	스톤	PROPN;NOM;MASC;SG	
stein	석기	stein	석기	PROPN;NOM;MASC;SG	N
sah	쏘우	sehen	쏘우	V;IND;SG;3;PST;FIN	
sah	읽음	sehen	읽+ㅁ	V;IND;SG;3;PST;FIN	
grundsätzlich	근본적으로	grundsätzlich	근본+적+으로	ADJ	ADV
grundsätzlich	근본적	grundsätzlich	근본+적	ADJ	N
grundsätzlich	기본적으로	grundsätzlich	기본+적+으로	ADJ	ADV
wettbewerb	콘테스트	wettbewerb	콘테스트	ADV	
wettbewerb	경쟁	wettbewerb	경쟁	ADV	N
wettbewerb	콘테스트	wettbewerb	콘테스트	ADV	
wettbewerb	대회	wettbewerb	대회	ADV	N
mio	백만명	mio	백만명	;SG	
mio	백만	mio	백만	;SG	
mio	수백만	mio	수백만	;SG	
natur	자연	natur	자연		N
braucht	필요	brauchen	필요	V;IND;SG;3;PRS;FIN	
kosten	비용	kosten	비용	V;NFIN	
kosten	비용	kosten	비용	V;NFIN	
kosten	비용	kosten	비용	V;NFIN	
kosten	비용	kosten	비용	V;NFIN	
teilnehmer	가입자	teilnehmer	가입자		N
teilnehmer	참석자	teilnehmer	참석자		N
teilnehmer	참가자	teilnehmer	참가자		N
teilnehmer	참가자	teilnehmer	참가자		N
teilnehmer	경쟁자	teilnehmer	경쟁자		
teilnehmer	경쟁사	teilnehmer	경쟁사		N
archiv	아카이브	archiv	아카이브	N;NOM;NEUT;SG	
archiv	보관	archiv	보관	N;NOM;NEUT;SG	
chor	합창	chor	합창	ADV	N
chor	코러스	chor	코러스	ADV	
stefan	스테판	stefan	스테판	PROPN;NOM;MASC;SG	PROPN
stefan	슈테판	stefan	슈테판	PROPN;NOM;MASC;SG	PROPN
zustand	상태	zustand	상태		N
zustand	상태	zustand	상태		N
zustand	국가	zustand	국가		N
zustand	조건	zustand	조건		N
bach	브룩	bachen	브룩		PROPN
bach	바흐	bachen	바흐		PROPN
polizei	경찰	polizei	경찰	ADJ	N
polizei	경찰관	polizei	경찰관	ADJ	N
polizei	보안관	polizei	보안관	ADJ	N
jakob	제이콥	jakob	제이콥	PROPN;NOM;MASC;SG	
jakob	야곱	jakob	야곱	PROPN;NOM;MASC;SG	
jakob	제임스	jakob	제임스	PROPN;NOM;MASC;SG	
schön	아름다워	schön	아름답+어	ADJ	
schön	나이스	schön	나이스	ADJ	
mensch	인간인	mensch	인간인	N;SG	V
höchste	슈프림	hoch	슈프림	ADJ;NOM;FEM;PL	
höchste	최고	hoch	최고	ADJ;NOM;FEM;PL	N
html	html	html	html		
super	슈퍼	super	슈퍼	ADJ	
australien	오스트레일리아	australien	오스트레일리아	PROPN;NOM;NEUT;SG	PROPN
australien	오스트레일리아의	australien	오스트레일리아+의	PROPN;NOM;NEUT;SG	PROPN
zeiten	시간	zeiten	시간	V;NFIN	N
zeiten	타임	zeiten	타임	V;NFIN	
zeiten	time	zeiten	time	V;NFIN	
zeiten	생리	zeiten	생리	V;NFIN	N
zeiten	월경	zeiten	월경	V;NFIN	
zeiten	마침표	zeiten	마침표	V;NFIN	
zeiten	타임스	zeiten	타임스	V;NFIN	
zeiten	타임즈	zeiten	타임즈	V;NFIN	
flughafen	공항	flughafen	공항		N
flughafen	국제공항	flughafen	국제공항		N
flughafen	공항	flughafen	공항		N
kreuz	교차	kreuz	교차	ADJ	
kreuz	십자	kreuz	십자	ADJ	
kreuz	십자가	kreuz	십자가	ADJ	N
kreuz	크로스	kreuz	크로스	ADJ	
aussage	표명	aussagen	표명		N
aussage	성명서	aussagen	성명서		N
aussage	진술	aussagen	진술		N
aussage	증언	aussagen	증언		N
station	역시	station	역시		ADV
png	png	png	png		
länder	랜더	land	랜더	N;NOM;NEUT;PL	
niemand	아무도	niemand	아무+도	PRO;NOM;INDF;SG	ADV
zukunft	미래	zukunft	미래	N	
zukunft	퓨처	zukunft	퓨처	N	
zukunft	미래	zukunft	미래	N	
änderungen	편집	änderung	편집	V;NFIN	N
änderungen	수정	änderung	수정	V;NFIN	N
änderungen	변화	änderung	변화	V;NFIN	N
änderungen	변경	änderung	변경	V;NFIN	N
revolution	레볼루션	revolution	레볼루션	N;NOM;FEM;SG	
revolution	레벌루션	revolution	레벌루션	N;NOM;FEM;SG	
tradition	전통	tradition	전통	ADJ	
tradition	전통	tradition	전통	ADJ	
kanada	캐나다	kanada	캐나다	PROPN;NOM;NEUT;SG	PROPN
unterhalb	아래쪽	unterhalb	아래+쪽	ADP	N
unterhalb	아래	unterhalb	아래	ADP	N
unterhalb	아래에	unterhalb	아래+에	ADP	ADV
veröffentlichungen	릴리즈	veröffentlichung	릴리즈	N;NOM;FEM;PL	
punkten	dots	punken	dots	N;NOM;MASC;PL	
punkten	반점	punken	반점	N;NOM;MASC;PL	
punkten	지점	punken	지점	N;NOM;MASC;PL	
punkten	포인트	punken	포인트	N;NOM;MASC;PL	
straßen	도로	straß	도로	N;NOM;PL	
straßen	고속도로	straß	고속도+로	N;NOM;PL	ADV
straßen	길거리	straß	길거리	N;NOM;PL	
straßen	스트리트	straß	스트리트	N;NOM;PL	
straßen	길거리	straß	길거리	N;NOM;PL	
architektur	아키텍처	architektur	아키+매처	PROPN	
architektur	건축학	architektur	건축학	PROPN	N
architektur	건축	architektur	건축	PROPN	N
arzt	의사	arzen	의사	N;SG	
arzt	의사	arzen	의사	N;SG	
arzt	의사	arzen	의사	N;SG	
arzt	닥터	arzen	닥터	N;SG	
parallel	평행	parallel	평행	ADJ	N
parallel	병렬	parallel	병렬	ADJ	N
angeboten	쿠폰	anbieten	쿠폰	V;V.PTCP	N
zählen	카운트	zählen	카운트	V;NFIN	
rest	나머지	rest	나머지		N
rest	휴식	rest	휴식		N
bibliothek	라이브러리	bibliothek	라이브러리	N;NOM;FEM;SG	
bibliothek	라이브러리	bibliothek	라이브러리	N;NOM;FEM;SG	
konrad	콘라트	konrad	콘라트	PROPN;NOM;MASC;SG	PROPN
konrad	콘라트	konrad	콘라트	PROPN;NOM;MASC;SG	PROPN
konrad	콘라드	konrad	콘라드	PROPN;NOM;MASC;SG	
konrad	콘래드	konrad	콘래드	PROPN;NOM;MASC;SG	
druck	인쇄	druck	인쇄	ADV	N
druck	프린트	druck	프린트	ADV	
druck	압력	druck	압력	ADV	N
druck	압박	druck	압박	ADV	N
druck	프린팅	druck	프린팅	ADV	
