категорія	kategori	категорія	kategori	N;INAN;NOM;FEM;SG	
працює	çalışıyor	працювати	çalış	V;IPFV;IND;SG;3;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
декілька	birkaçı	декілька	birkaçı	DET;NOM	PRO;NOM;PL;3
декілька	çoklu	декілька	çoklu	DET;NOM	
відомості	bilgi	відомість	bilgi	N;INAN;NOM;FEM;PL	N;NOM;SG;3
відомості	bilgilendirme	відомість	bilgilen	N;INAN;NOM;FEM;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
відомості	detay	відомість	detay	N;INAN;NOM;FEM;PL	
відомості	ayrıntı	відомість	ayrıntı	N;INAN;NOM;FEM;PL	
розмір	boyut	розмір	boyut	N;INAN;NOM;MASC;SG	
розмір	boy	розмір	boy	N;INAN;NOM;MASC;SG	
розмір	beden	розмір	beden	N;INAN;NOM;MASC;SG	
забезпечення	güvence	забезпечення	güvence	N;INAN;NOM;NEUT;SG	
забезпечення	teminat	забезпечення	teminat	N;INAN;NOM;NEUT;SG	
президент	başkan	президент	başkan	N;ANIM;NOM;MASC;SG	
президент	baskan	президент	baskan	N;ANIM;NOM;MASC;SG	
президента	başkanlık	президент	başkanlık	N;ANIM;ACC;MASC;SG	N;NOM;SG;3
президента	cumhurbaşkanlığı	президент	cumhurbaşkanlığı	N;ANIM;ACC;MASC;SG	N;NOM;SG;3
москва	moskova	москва	moskova	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;SG;3
американський	amerikalı	американський	amerikalı	ADJ;NOM;MASC;SG	
американський	amerikan	американський	amerikan	ADJ;NOM;MASC;SG	
американський	american	американський	american	ADJ;NOM;MASC;SG	N;NOM;SG;3
повністю	tamamen	повністю	tamamen	ADV	
повністю	tamamiyle	повністю	tamami	ADV	ADJ;INS;SG;3
повністю	tamamıyla	повністю	tamam	ADV	ADJ;INS;SG;3
повністю	tamamen	повністю	tamamen	ADV	
повністю	tamamıyla	повністю	tamam	ADV	ADJ;INS;SG;3
повністю	kesinlikle	повністю	kesinlik	ADV	N;INS;SG;3
повністю	tamamen	повністю	tamamen	ADV	
повністю	tamamiyle	повністю	tamami	ADV	ADJ;INS;SG;3
посилання	referans	посилання	referans	N;INAN;NOM;NEUT;PL	
посилання	bağ	посилання	bağ	N;INAN;NOM;NEUT;PL	
посилання	link	посилання	link	N;INAN;NOM;NEUT;PL	
посилання	bağlantı	посилання	bağlantı	N;INAN;NOM;NEUT;PL	
посилання	referans	посилання	referans	N;INAN;NOM;NEUT;PL	
посилання	gönderme	посилання	gönder	N;INAN;NOM;NEUT;PL	
посилання	bağlar	посилання	bağla	N;INAN;NOM;NEUT;PL	
пісні	şarkı	пісня	şarkı	N;INAN;NOM;FEM;PL	
члени	üye	член	üye	N;ANIM;NOM;MASC;PL	
науки	fen	наука	fen	N;INAN;NOM;FEM;PL	
науки	bilimsel	наука	bilimsel	N;INAN;NOM;FEM;PL	ADJ
науки	bilim	наука	bilim	N;INAN;NOM;FEM;PL	N;NOM;SG;3
нова	nova	новий	nova	ADJ;NOM;FEM;SG	
роман	romalı	роман	romalı	N;INAN;NOM;MASC;SG	
роман	romalılar	роман	romalı	N;INAN;NOM;MASC;SG	N;NOM;PL;3
роман	romalı	роман	romalı	N;INAN;NOM;MASC;SG	
роман	roman	роман	roman	N;INAN;NOM;MASC;SG	
річка	nehri	річка	nehir	N;INAN;NOM;FEM;SG	N;ACC;SG;3
річка	river	річка	riv	N;INAN;NOM;FEM;SG	PROPN;NOM;SG;3
річка	nehir	річка	nehir	N;INAN;NOM;FEM;SG	
річка	irmak	річка	irmak	N;INAN;NOM;FEM;SG	
чотири	four	чотири	four	NUM;NOM	
другий	ikincisi	другий	ikinci	ADJ;NOM;MASC;SG	NUM;NOM;SG;3
належить	ait	належати	ait	V;IPFV;IND;SG;3;PRS;FIN	
належить	aittir	належати	ait	V;IPFV;IND;SG;3;PRS;FIN	
належить	ait	належати	ait	V;IPFV;IND;SG;3;PRS;FIN	
обсерваторія	gözlemevi	обсерваторія	gözlemevi	N;INAN;NOM;FEM;SG	
шаблон	desen	шаблон	de	N;INAN;NOM;MASC;SG	V;PFV;SG;2;POS;PRS
шаблон	şablon	шаблон	şablon	N;INAN;NOM;MASC;SG	
шаблон	şablonu	шаблон	şablo	N;INAN;NOM;MASC;SG	N;ACC;SG;3
шаблон	şablon	шаблон	şablon	N;INAN;NOM;MASC;SG	
відкритий	open	відкритий	open	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	
відкритий	açın	відкритий	aç	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;PFV;IMP;PL;2;POS;PRS
відкритий	aç	відкритий	aç	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	
відкритий	açıl	відкритий	açıl	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	
відкритий	kamu	відкритий	kamu	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	N;NOM;SG;3
відкритий	halk	відкритий	halk	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	
відкритий	ifşa	відкритий	ifşa	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	
відкритий	açıkta	відкритий	açık	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	N;ESS;SG;3
збройних	silahlı	збройний	silahlı	ADJ;GEN;PL	
можливість	fırsatlar	можливість	fırsat	N;INAN;NOM;FEM;SG	N;NOM;PL;3
можливість	fırsatı	можливість	fırsatı	N;INAN;NOM;FEM;SG	
можливість	fırsat	можливість	fırsat	N;INAN;NOM;FEM;SG	
можливість	özellik	можливість	özellik	N;INAN;NOM;FEM;SG	
можливість	olasılıklar	можливість	olasılık	N;INAN;NOM;FEM;SG	N;NOM;PL;3
можливість	ihtimal	можливість	ihtimal	N;INAN;NOM;FEM;SG	
текст	yazı	текст	yazı	N;INAN;NOM;MASC;SG	
текст	mesaj	текст	mesaj	N;INAN;NOM;MASC;SG	
текст	metin	текст	metin	N;INAN;NOM;MASC;SG	
учасники	üye	учасник	üye	N;ANIM;NOM;MASC;PL	
дерев	ağaçlar	дерево	ağaç		N;NOM;PL;3
дерев	ağaç	дерево	ağaç		
прапор	bayrak	прапор	bayrak	N;INAN;NOM;MASC;SG	
тел	tel	тел	tel		
галузі	endüstri	галузь	endüstri	N;INAN;NOM;FEM;PL	
галузі	sanayi	галузь	sanayi	N;INAN;NOM;FEM;PL	
галузі	sektör	галузь	sektör	N;INAN;NOM;FEM;PL	
галузі	endüstri	галузь	endüstri	N;INAN;NOM;FEM;PL	
галузі	sanayii	галузь	sanayii	N;INAN;NOM;FEM;PL	
галузі	sanayi	галузь	sanayi	N;INAN;NOM;FEM;PL	
стає	olmak	ставати	ol	V;IPFV;IND;SG;3;PRS;FIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
ширина	genişlik	ширина	genişlik	N;INAN;NOM;FEM;SG	
чемпіон	şampiyon	чемпіон	şampiyon	N;ANIM;NOM;MASC;SG	
гравець	oyuncu	гравець	oyuncu	N;ANIM;NOM;MASC;SG	
івана	ivana	іваний	ivan	PROPN;ANIM;ACC;MASC;SG	
можливо	muhtemel	можливо	muhtemel	ADV	
можливо	mümkün	можливо	mümkün	ADV	
можливо	olası	можливо	olası	ADV	
поблизу	yakın	поблизу	yakın	ADV	
поблизу	yakınında	поблизу	yakın	ADV	ADJ;ESS;SG;3
поблизу	yakınındaki	поблизу	yakınındaki	ADV	ADJ;ESS;SG;3
поблизу	yakındaki	поблизу	yakındaki	ADV	ADJ;ESS;SG;3
поблизу	yakınlardaki	поблизу	yakınlardaki	ADV	ADJ;ESS;PL;3
поблизу	yakınında	поблизу	yakın	ADV	ADJ;ESS;SG;3
поблизу	yakınlarda	поблизу	yakın	ADV	ADJ;ESS;PL;3
поблизу	yakın	поблизу	yakın	ADV	
термін	terimi	термін	terim	N;INAN;NOM;MASC;SG	
термін	terim	термін	terim	N;INAN;NOM;MASC;SG	
термін	dönem	термін	dön	N;INAN;NOM;MASC;SG	
випадку	case	випадок	case	ADV	
випадку	vaka	випадок	vaka	ADV	
випадку	dava	випадок	dava	ADV	
юрій	yuriy	юрій	yuriy	PROPN;ANIM;NOM;MASC;SG	
юрій	yury	юрій	yury	PROPN;ANIM;NOM;MASC;SG	
юрій	yuri	юрій	yuri	PROPN;ANIM;NOM;MASC;SG	
великі	büyük	великий	büyük	ADJ;NOM;PL	
великі	big	великий	big	ADJ;NOM;PL	
великі	buyuk	великий	buyuk	ADJ;NOM;PL	
великі	büyük	великий	büyük	ADJ;NOM;PL	
великі	kocaman	великий	kocaman	ADJ;NOM;PL	
добре	iyi	добре	iyi	ADV	
добре	güzel	добре	güzel	ADV	ADJ
добре	iyi	добре	iyi	ADV	
добре	tamam	добре	tamam	ADV	ADJ;NOM;SG;3
король	kral	король	kral	N;ANIM;NOM;MASC;SG	
король	king	король	king	N;ANIM;NOM;MASC;SG	
лінії	satır	лінія	satır	N;INAN;NOM;FEM;PL	
лінії	hatları	лінія	hat	N;INAN;NOM;FEM;PL	N;ACC;PL;3
випускники	mezun	випускник	mezun	N;ANIM;NOM;MASC;PL	
випускники	mezunlar	випускник	mezun	N;ANIM;NOM;MASC;PL	ADJ;NOM;PL;3
виконання	koşarak	виконання	koş	N;INAN;NOM;NEUT;SG	V;PFV;IND;POS;PRS;V.CVB
виконання	koşmak	виконання	koş	N;INAN;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
виконання	koşu	виконання	koşu	N;INAN;NOM;NEUT;SG	
виконання	koşan	виконання	koş	N;INAN;NOM;NEUT;SG	
виконання	koşarken	виконання	koş	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;3;POS;V.CVB
виконання	koşuyor	виконання	koş	N;INAN;NOM;NEUT;SG	V;PROG;IND;SG;3;POS;INFM;PRS
виконання	infaz	виконання	infaz	N;INAN;NOM;NEUT;SG	
виконання	idam	виконання	idam	N;INAN;NOM;NEUT;SG	
учасник	üye	учасник	üye	N;ANIM;NOM;MASC;SG	
учасник	yarışmacı	учасник	yarış	N;ANIM;NOM;MASC;SG	
учасник	katılımcı	учасник	katılımcı	N;ANIM;NOM;MASC;SG	
існування	varoluş	існування	varoluş	N;INAN;NOM;NEUT;SG	
питань	sorularınız	питання	soru	N;INAN;GEN;NEUT;PL	N;NOM;PL;3
питань	soruları	питання	soru	N;INAN;GEN;NEUT;PL	N;ACC;PL;3
питань	sorular	питання	soru	N;INAN;GEN;NEUT;PL	N;NOM;PL;3
питань	soru	питання	soru	N;INAN;GEN;NEUT;PL	
питань	ipuçları	питання	ipuç	N;INAN;GEN;NEUT;PL	N;ACC;PL;3
питань	sorunları	питання	sorun	N;INAN;GEN;NEUT;PL	N;ACC;PL;3
питань	meseleler	питання	mesele	N;INAN;GEN;NEUT;PL	N;NOM;PL;3
питань	sorunlar	питання	sorun	N;INAN;GEN;NEUT;PL	N;NOM;PL;3
доктор	doctor	доктор	doctor	N;ANIM;NOM;MASC;SG	
доктор	doktor	доктор	doktor	N;ANIM;NOM;MASC;SG	
художник	ressam	художник	ressam	N;ANIM;NOM;MASC;SG	
художник	ressam	художник	ressam	N;ANIM;NOM;MASC;SG	
художник	sanatçı	художник	sanatçı	N;ANIM;NOM;MASC;SG	
художник	artist	художник	artist	N;ANIM;NOM;MASC;SG	
форми	formları	форма	form	N;INAN;NOM;FEM;PL	N;ACC;PL;3
форми	form	форма	form	N;INAN;NOM;FEM;PL	
форми	şekil	форма	şekil	N;INAN;NOM;FEM;PL	
форми	şekilleri	форма	şekil	N;INAN;NOM;FEM;PL	N;ACC;PL;3
собі	kendimi	себе	kendi	PRO;DAT;REFL	PRO;ACC;SG;1;REFL
собі	kendim	себе	kendi	PRO;DAT;REFL	PRO;NOM;SG;1;REFL
собі	kendiniz	себе	kendi	PRO;DAT;REFL	PRO;NOM;PL;2;REFL
собі	kendin	себе	kendi	PRO;DAT;REFL	PRO;NOM;SG;2;REFL
собі	kendini	себе	kendi	PRO;DAT;REFL	PRO;ACC;SG;3;REFL
підприємства	işletmeler	підприємство	işle	N;INAN;NOM;NEUT;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
підприємства	girişimcilik	підприємство	girişimcilik	N;INAN;NOM;NEUT;PL	N;NOM;SG;3
підприємства	girişim	підприємство	giriş	N;INAN;NOM;NEUT;PL	
підприємства	kurumsal	підприємство	kurumsal	N;INAN;NOM;NEUT;PL	ADJ
підприємства	atılgan	підприємство	atılgan	N;INAN;NOM;NEUT;PL	
підприємства	enterprise	підприємство	enterpri	N;INAN;NOM;NEUT;PL	PROPN;NOM;SG;3
творів	multimedya	твір	multimedya	N;INAN;GEN;MASC;PL	N;NOM;SG;3
творів	kompozisyonlar	твір	kompozisyon	N;INAN;GEN;MASC;PL	N;NOM;PL;3
радянський	sovyetler	радянський	sovyet	ADJ;NOM;MASC;SG	N;NOM;PL;3
радянський	sovyet	радянський	sovyet	ADJ;NOM;MASC;SG	
правління	kurulu	правління	kurulu	N;INAN;NOM;NEUT;SG	
правління	kurul	правління	kurul	N;INAN;NOM;NEUT;SG	
правління	tahta	правління	tahta	N;INAN;NOM;NEUT;SG	
правління	hükümet	правління	hükümet	N;INAN;NOM;NEUT;SG	
сен	seine	сен	sein		PROPN;NOM;SG;3
сен	aziz	сен	aziz		
сен	azize	сен	aziz		
сен	saint	сен	saint		PROPN;NOM;SG;3
поштовий	posta	поштовий	posta	ADJ;NOM;MASC;SG	
секретар	sekreter	секретар	sekreter	N;ANIM;NOM;MASC;SG	
секретар	bakan	секретар	bak	N;ANIM;NOM;MASC;SG	
секретар	sekreteri	секретар	sekreter	N;ANIM;NOM;MASC;SG	N;ACC;SG;3
галерея	galeri	галерей	galer	N;INAN;NOM;FEM;SG	
галерея	galerisi	галерей	galeri	N;INAN;NOM;FEM;SG	N;ACC;PL;3
галерея	galleria	галерей	gal	N;INAN;NOM;FEM;SG	N;NOM;PL;3
друга	ikinci	друг	ikinci	N;INAN;NOM;FEM;SG	ADJ
друга	ikincisi	друг	ikinci	N;INAN;NOM;FEM;SG	NUM;NOM;SG;3
друга	arkadaş	друг	arkadaş	N;INAN;NOM;FEM;SG	
друга	dost	друг	dost	N;INAN;NOM;FEM;SG	
великих	büyük	великий	büyük	ADJ;ANIM;ACC;PL	
містить	içerdiği	містити	içer	V;IPFV;IND;SG;3;PRS;FIN	V;PFV;IND;POS;PST;V.PTCP
містить	içerir	містити	içeri	V;IPFV;IND;SG;3;PRS;FIN	
містить	içeriyor	містити	içer	V;IPFV;IND;SG;3;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
містить	içeriyor	містити	içer	V;IPFV;IND;SG;3;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
територія	bölge	територія	bölge	N;INAN;NOM;FEM;SG	
політики	ilke	політика	ilke	N;INAN;NOM;FEM;PL	
політики	politika	політика	politika	N;INAN;NOM;FEM;PL	
політики	poliçe	політика	poliçe	N;INAN;NOM;FEM;PL	
політики	politikası	політика	politikası	N;INAN;NOM;FEM;PL	N;NOM;SG;3
політики	politikamız	політика	politika	N;INAN;NOM;FEM;PL	N;NOM;SG;3
політики	politikacı	політика	politikacı	N;INAN;NOM;FEM;PL	
університеті	kampüs	університет	kampüs	N;INAN;DAT;MASC;SG	
формування	düzen	формування	düz	N;INAN;NOM;NEUT;SG	
формування	oluşumu	формування	oluş	N;INAN;NOM;NEUT;SG	N;ACC;SG;3
формування	oluşum	формування	oluş	N;INAN;NOM;NEUT;SG	
сьогодні	bugün	сьогодні	bugün	ADV	N;NOM;SG;3
сьогодні	bugünde	сьогодні	bugün	ADV	N;ESS;SG;3
сьогодні	bügün	сьогодні	bügün	ADV	
сьогодні	bugun	сьогодні	bugun	ADV	
проведення	geliştirme	проведення	geliş	N;INAN;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
проведення	gelişmekte	проведення	geliş	N;INAN;NOM;NEUT;SG	V;PROG;IND;SG;3;POS;FORM;PRS
проведення	geliştirmek	проведення	geliş	N;INAN;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
анатолій	anatoly	анатолій	anatoly	PROPN;ANIM;NOM;MASC;SG	
види	tür	вид	tür	N;INAN;NOM;MASC;PL	
дружина	eş	дружина	eş	N;ANIM;NOM;FEM;SG	
дружина	eşi	дружина	eş	N;ANIM;NOM;FEM;SG	ADJ;NOM;SG;3
дружина	karın	дружина	kar	N;ANIM;NOM;FEM;SG	
світ	world	світ	world	N;INAN;NOM;MASC;SG	
світ	dünya	світ	dünya	N;INAN;NOM;MASC;SG	
світ	dunya	світ	dunya	N;INAN;NOM;MASC;SG	
андрій	andrey	андрій	andrey	PROPN;ANIM;NOM;MASC;SG	
андрій	andrei	андрій	andrei	PROPN;ANIM;NOM;MASC;SG	
андрій	andriy	андрій	andriy	PROPN;ANIM;NOM;MASC;SG	
івано	ivano	івано	ivano		
зміни	vardiya	зміна	vardi	N;INAN;NOM;FEM;PL	
зміни	değişiklik	зміна	değişiklik	N;INAN;NOM;FEM;PL	N;NOM;SG;3
зміни	değişiklikleri	зміна	değişiklik	N;INAN;NOM;FEM;PL	N;ACC;PL;3
ред	kırmızı	ред.	kırmızı		ADJ
ред	kirmizi	ред.	kirmiz		
ред	kızıl	ред.	kızıl		
ред	red	ред.	red		
ред	baskınlar	ред.	baskın		N;NOM;PL;3
ред	baskın	ред.	baskın		
днів	günler	день	gün	N;INAN;GEN;MASC;PL	N;NOM;PL;3
днів	günlerden	день	gün	N;INAN;GEN;MASC;PL	N;AT+ABL;PL;3
днів	günleri	день	gün	N;INAN;GEN;MASC;PL	N;ACC;PL;3
днів	günlerce	день	günlerce	N;INAN;GEN;MASC;PL	ADV
номер	rakam	номер	rakam	N;INAN;NOM;MASC;SG	
номер	numara	номер	numar	N;INAN;NOM;MASC;SG	
номер	sayı	номер	say	N;INAN;NOM;MASC;SG	
програми	uygulama	програма	uygulama	N;INAN;NOM;FEM;PL	
програми	başvuru	програма	başvuru	N;INAN;NOM;FEM;PL	
програми	yazılım	програма	yazılım	N;INAN;NOM;FEM;PL	N;NOM;SG;3
партія	parti	партія	parti	N;INAN;NOM;FEM;SG	
партія	party	партія	party	N;INAN;NOM;FEM;SG	
будівництво	inşaat	будівництво	inşaat	N;INAN;NOM;NEUT;SG	
будівництво	bina	будівництво	bina	N;INAN;NOM;NEUT;SG	
будівництво	inşa	будівництво	inşa	N;INAN;NOM;NEUT;SG	
будівництво	inşaat	будівництво	inşaat	N;INAN;NOM;NEUT;SG	
події	ayrıcalık	подія	ayrıcalık	N;INAN;NOM;FEM;PL	N;NOM;SG;3
події	etkinlik	подія	etkinlik	N;INAN;NOM;FEM;PL	N;NOM;SG;3
події	etkinlik	подія	etkinlik	N;INAN;NOM;FEM;PL	N;NOM;SG;3
події	olay	подія	olay	N;INAN;NOM;FEM;PL	
події	etkinliği	подія	etkinlik	N;INAN;NOM;FEM;PL	N;ACC;SG;3
тип	tipi	тип	tip	N;INAN;NOM;MASC;SG	
тип	tip	тип	tip	N;INAN;NOM;MASC;SG	
тип	türü	тип	tür	N;INAN;NOM;MASC;SG	
тип	tür	тип	tür	N;INAN;NOM;MASC;SG	
тип	type	тип	type	N;INAN;NOM;MASC;SG	
зображень	görüntüler	зображення	görüntü	N;INAN;GEN;NEUT;PL	N;NOM;PL;3
зображень	resimler	зображення	resim	N;INAN;GEN;NEUT;PL	N;NOM;PL;3
зображень	görseller	зображення	görsel	N;INAN;GEN;NEUT;PL	V;PFV;PL;3;POS;PRS
укр	eng	укр	eng		
чемпіонат	fina	чемпіонат	fina	N;INAN;NOM;MASC;SG	
чемпіонат	şampiyona	чемпіонат	şampiyon	N;INAN;NOM;MASC;SG	N;DAT;SG;3
вище	yukarıdaki	вище	yukarıdakiki	ADV;CMPR	
вище	yukarıda	вище	yukarı	ADV;CMPR	ADJ;ESS;SG;3
вище	üzeri	вище	üzer	ADV;CMPR	
вище	üstünde	вище	üst	ADV;CMPR	ADJ;ESS;SG;3
вище	üstü	вище	üst	ADV;CMPR	
вище	yukarda	вище	yukar	ADV;CMPR	
вище	yüksek	вище	yüksek	ADV;CMPR	ADJ
категорії	kategorileri	категорія	kategori	N;INAN;NOM;FEM;PL	N;ACC;PL;3
проблеми	sorunları	проблема	sorun	N;INAN;NOM;FEM;PL	N;ACC;PL;3
людина	homo	людина	homo	N;ANIM;NOM;FEM;SG	
людина	insani	людина	insani	N;ANIM;NOM;FEM;SG	
людина	man	людина	man	N;ANIM;NOM;FEM;SG	
людина	erkek	людина	erkek	N;ANIM;NOM;FEM;SG	
вікіпедія	wikipedia	вікіпедія	wikipe		
вікіпедія	vikipedi	вікіпедія	vikip		
число	rakam	число	rakam	N;INAN;NOM;NEUT;SG	
число	numara	число	numar	N;INAN;NOM;NEUT;SG	
число	sayı	число	say	N;INAN;NOM;NEUT;SG	
альбоми	albüm	альбий	albüm	N;INAN;NOM;MASC;PL	
альбоми	albümleri	альбий	albüm	N;INAN;NOM;MASC;PL	N;ACC;PL;3
розташовані	bulunan	розташований	bulun	ADJ;PFV;NOM;PL;V.PTCP;PASS	
білорусі	rusya	білорусь	rusya	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;SG;3
білорусі	belarus	білорусь	belarus	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;SG;3
петро	pyotr	петро	pyotr	PROPN;ANIM;NOM;MASC;SG	
петро	petro	петро	petro	PROPN;ANIM;NOM;MASC;SG	
петро	petr	петро	petr	PROPN;ANIM;NOM;MASC;SG	
петро	peter	петро	peter	PROPN;ANIM;NOM;MASC;SG	
петро	piotr	петро	piotr	PROPN;ANIM;NOM;MASC;SG	
отримала	alınan	отримати	al	V;PFV;FEM;IND;SG;PST;FIN	V;PFV;IND;POS;PRS;V.PTCP;PASS
почали	başladı	почати	başla	V;PFV;IND;PL;PST;FIN	V;PFV;IND;SG;3;POS;PST
почали	başladım	почати	başla	V;PFV;IND;PL;PST;FIN	V;PFV;IND;SG;1;POS;PST
замість	yerine	замість	yer	ADP;GEN	N;DAT;SG;3
комітету	kurul	комітет	kurul	N;INAN;GEN;MASC;SG	
комітету	komite	комітет	komit	N;INAN;GEN;MASC;SG	
комітету	heyet	комітет	heyet	N;INAN;GEN;MASC;SG	
комітету	komitesi	комітет	komite	N;INAN;GEN;MASC;SG	N;NOM;SG;3
мало	malo	мало	malo	ADV	PROPN;NOM;SG;3
рівні	seviyeleri	рівень	seviye	N;INAN;NOM;MASC;SG	N;ACC;PL;3
рівні	seviye	рівень	sev	N;INAN;NOM;MASC;SG	
процес	süreç	процес	süreç	N;INAN;NOM;MASC;SG	
процес	işlem	процес	işlem	N;INAN;NOM;MASC;SG	
виступав	hitap	виступати	hitap	V;IPFV;MASC;IND;SG;PST;FIN	
сезону	sezonu	сезон	sezon	N;INAN;GEN;MASC;SG	N;ACC;SG;3
сезону	mevsim	сезон	mevsim	N;INAN;GEN;MASC;SG	
сезону	sezon	сезон	sezon	N;INAN;GEN;MASC;SG	
правило	kural	правило	kural	N;INAN;NOM;NEUT;SG	
режисер	müdür	режисер	müdür	N;ANIM;NOM;MASC;SG	
режисер	yönetmen	режисер	yönetmen	N;ANIM;NOM;MASC;SG	
режисер	yönetici	режисер	yönetici	N;ANIM;NOM;MASC;SG	
чому	neden	чому	ne	ADV	
чому	niçin	чому	niçin	ADV	
завжди	daima	завжди	daima	ADV	
завжди	herzaman	завжди	herzaman	ADV	
загальна	toplam	загальний	toplam	ADJ;NOM;FEM;SG	
загальна	toplam	загальний	toplam	ADJ;NOM;FEM;SG	
ряд	serisi	ряд	seri	N;INAN;NOM;MASC;SG	PROPN;NOM;SG;3
ряд	seri	ряд	seri	N;INAN;NOM;MASC;SG	
погода	hava	погода	hava	N;INAN;NOM;FEM;SG	
завод	bitki	завод	bitki	N;INAN;NOM;MASC;SG	
вплив	çarpışma	вплив	çarpış	N;INAN;NOM;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
вплив	etki	вплив	etki	N;INAN;NOM;MASC;SG	
вплив	çarpma	вплив	çarp	N;INAN;NOM;MASC;SG	
вплив	darbe	вплив	darbe	N;INAN;NOM;MASC;SG	
вплив	etki	вплив	etki	N;INAN;NOM;MASC;SG	
вплив	nüfuz	вплив	nüfuz	N;INAN;NOM;MASC;SG	
рух	hareketler	рух	hareket	N;INAN;NOM;MASC;SG	N;NOM;PL;3
компанія	şirket	компанія	şirket	N;INAN;NOM;FEM;SG	
компанія	bölük	компанія	bölük	N;INAN;NOM;FEM;SG	
площі	alanlar	площа	alan	N;INAN;ACC;FEM;PL	N;NOM;PL;3
площі	bölgeler	площа	bölge	N;INAN;ACC;FEM;PL	N;NOM;PL;3
астероїд	göktaşı	астероїд	gök	N;ANIM;NOM;MASC;SG	
віктор	viktor	віктор	viktor	PROPN;ANIM;NOM;MASC;SG	
віктор	galip	віктор	gal	PROPN;ANIM;NOM;MASC;SG	ADV
віктор	victor	віктор	victor	PROPN;ANIM;NOM;MASC;SG	
будівництва	inşaat	будівництво	inşaat	N;INAN;NOM;NEUT;SG	
читати	okuma	читати	oku	V;IPFV;NFIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
читати	okuyun	читати	oku	V;IPFV;NFIN	V;PFV;IMP;PL;2;POS;PRS
читати	oku	читати	oku	V;IPFV;NFIN	
читати	okumak	читати	oku	V;IPFV;NFIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
застосування	uygulamalı	застосування	uygulamalı	N;INAN;NOM;NEUT;SG	
застосування	heybetli	застосування	heybetli	N;INAN;NOM;NEUT;SG	
закінчення	bitir	закінчення	bitir	N;INAN;NOM;NEUT;SG	V;PFV;IMP;SG;2;POS;PRS
закінчення	son	закінчення	son	N;INAN;NOM;NEUT;SG	
закінчення	sonu	закінчення	son	N;INAN;NOM;NEUT;SG	
закінчення	bitiş	закінчення	bitiş	N;INAN;NOM;NEUT;SG	
останній	sonuncusu	останній	sonuncu	ADJ;NOM;MASC;SG	NUM;NOM;SG;3
останній	last	останній	last	ADJ;NOM;MASC;SG	
останній	sonuncu	останній	sonuncu	ADJ;NOM;MASC;SG	
останній	son	останній	son	ADJ;NOM;MASC;SG	
перше	öncelikle	перше	öncelik	ADV	N;INS;SG;3
перше	önce	перше	önce	ADV	
перше	ilk	перше	ilk	ADV	
перше	once	перше	once	ADV	
скликання	rada	скликання	rada	N;INAN;NOM;NEUT;SG	
слово	kelime	слово	kelim	N;INAN;NOM;NEUT;SG	
слово	laf	слово	laf	N;INAN;NOM;NEUT;SG	
слово	söz	слово	söz	N;INAN;NOM;NEUT;SG	
слово	sözcük	слово	sözcük	N;INAN;NOM;NEUT;SG	
захисту	koruyucu	захист	koruyucu	N;INAN;GEN;MASC;SG	
захисту	koruyor	захист	kor	N;INAN;GEN;MASC;SG	V;PROG;IND;SG;3;POS;INFM;PRS
захисту	korunması	захист	korun	N;INAN;GEN;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
захисту	korumak	захист	koru	N;INAN;GEN;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
виступи	kısa	виступ	kısa	N;INAN;NOM;MASC;PL	ADJ
виступи	görünüş	виступ	görünüş	N;INAN;NOM;MASC;PL	
радянської	lietuvos	радянський	lietuvos	ADJ;GEN;FEM;SG	
центрі	müteahhit	центр	müteahhit	N;INAN;DAT;MASC;SG	
гри	oyun	гра	oyun	N;INAN;NOM;FEM;PL	
гри	maç	гра	maç	N;INAN;NOM;FEM;PL	N;NOM;SG;3
призначений	amaçlı	призначений	amaçlı	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	
