típica	typiska	típico	typisk	ADJ;FEM;SG	ADJ;NOM;PL
coberta	säkrade	cobrir	säkra	V;FEM;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
traduções	översättning	tradução	översättning	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
defensores	förespråkar	defensor	förespråka	N;MASC;PL	V;IND;PRS;FIN;ACT
lar	hemma	lar	hemma	N;MASC;SG	ADV
lar	lar	lar	lar	N;MASC;SG	V;IMP;FIN;ACT
heitor	hector	heitor	hector	N;MASC;SG	PROPN;NOM
completou	slutfört	completar	slutföra	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
completou	avslutad	completar	avsluta	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
completou	slutförd	completar	slutföra	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
completou	avslutat	completar	avsluta	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
facilidade	lindra	facilidade	lindra	N;FEM;SG	V;IMP;FIN;ACT
parabéns	gratulerar	parabéns	gratulera	N;MASC;PL	V;IND;PRS;FIN;ACT
parabéns	gratulera	parabéns	gratulera	N;MASC;PL	V;IMP;FIN;ACT
parabéns	grattis	parabéns	grattis	N;MASC;PL	N;NOM;INDF;NEUT;SG
gases	gasa	gase	gasa	N;MASC;PL	V;IMP;FIN;ACT
gases	gas	gase	ga	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
concluída	slutfört	concluído	slutföra	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
concluída	avslutad	concluído	avsluta	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
concluída	slutförd	concluído	slutföra	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
concluída	avslutat	concluído	avsluta	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
eleitores	röstande	eleitor	röstande	N;MASC;PL	N;NOM;INDF;NEUT;SG
australiana	australisk	australiano	australisk	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
australiana	australiska	australiano	australisk	N;FEM;SG	ADJ;NOM;PL
bizantinos	bysantinska	bizantino	bysantinsk	N;MASC;PL	ADJ;NOM;PL
qualificação	kvalificera	qualificação	kvalificera	N;FEM;SG	V;IMP;FIN;ACT
qualificação	kvalificerat	qualificação	kvalificerad	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
qualificação	kvalificerade	qualificação	kvalificerad	N;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
qualificação	kvalifikationer	qualificação	kvalifikation	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
luke	luke	luke	luke	N;MASC;SG	PROPN;NOM
luke	lukas	luke	luka	N;MASC;SG	PROPN;NOM
deep	djupa	deep	djup	N;MASC;SG	ADJ;NOM;PL
deep	djupt	deep	djup	N;MASC;SG	ADV
concluído	slutfört	concluir	slutföra	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
concluído	avslutad	concluir	avsluta	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
concluído	slutförd	concluir	slutföra	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
concluído	avslutat	concluir	avsluta	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
concluído	klar	concluir	klar	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG
concluído	avslutat	concluir	avsluta	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
concluído	färdiga	concluir	färdig	V;MASC;SG;V.PTCP	ADJ;NOM;PL
concluído	färdig	concluir	färdig	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG
fortificações	fortifikation	fortificação	fortifikation	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
western	västra	western	onstra	N;MASC;SG	ADJ;NOM;DEF;SG
western	västlig	western	västlig	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
culpa	klandra	culpa	klandra	N;FEM;SG	V;IMP;FIN;ACT
culpa	skuldkänslor	culpa	skuldkänsla	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
holmes	holmes	holme	holmes	N;MASC;SG	PROPN;NOM
kurt	kurt	kurt	kurt	PROPN;MASC;SG	PROPN;NOM
falado	talat	falar	tala	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
falado	pratat	falar	prata	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
mina	mina	mina	jag	N;FEM;SG	PRO;DEF;PL
mina	mina	mina	jag	N;FEM;SG	PRO;DEF;PL
mina	mitt	mina	jag	N;FEM;SG	PRO;DEF;NEUT;SG
mina	min	mina	jag	N;FEM;SG	PRO;DEF;MASC+FEM;SG
pietro	pietro	pietro	pietro	N;MASC;SG	PROPN;NOM
circunstâncias	omständighet	circunstância	omständighet	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
xxi	xxi	xxi	xxi	N;MASC;SG	NUM;NOM
residentes	hemmahörande	residente	hemmahörande	N;MASC;PL	ADJ;NOM;PRS;V.PTCP
residentes	bosatta	residente	bosatt	N;MASC;PL	ADJ;NOM;PL;PST;V.PTCP
residentes	bosatt	residente	bosatt	N;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
residentes	boende	residente	boende	N;MASC;PL	N;NOM;INDF;NEUT;SG
residentes	bosatta	residente	bosatt	N;MASC;PL	ADJ;NOM;PL;PST;V.PTCP
derrotas	nederlag	derrota	nederlag	N;FEM;PL	N;NOM;INDF;NEUT;SG
derrotas	besegra	derrota	besegra	N;FEM;PL	V;IMP;FIN;ACT
derrotas	besegrar	derrota	besegra	N;FEM;PL	V;IND;PRS;FIN;ACT
mundialmente	världsomfattande	mundialmente	världsomfattande	ADV	ADJ;NOM;PRS;V.PTCP
mundialmente	världsomspännande	mundialmente	världsomspännande	ADV	ADJ;NOM;PRS;V.PTCP
tito	tito	tito	tito	N;MASC;SG	PROPN;NOM
tito	titus	tito	titus	N;MASC;SG	PROPN;NOM
museus	museum	museu	museum	N;MASC;PL	N;NOM;INDF;NEUT;SG
museus	museet	museu	museet	N;MASC;PL	N;NOM;DEF;NEUT;SG
ferido	skadade	ferir	skada	V;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
ferido	skadad	ferir	skada	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ferido	sårad	ferir	såra	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ferido	skadad	ferir	skada	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ferido	skadade	ferir	skada	V;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
ferido	sårade	ferir	såra	V;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
ferido	skadad	ferir	skada	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ferido	sårad	ferir	såra	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ferido	ont	ferir	ond	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG
dallas	dallas	dalla	dalla	N;MASC;SG	PROPN;NOM
plástico	plaster	plástico	plast	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
malásia	malaysiska	malásia	malaysisk	N;FEM;SG	ADJ;NOM;PL
card	kort	card	kort	N;MASC;SG	ADV
positivas	positivt	positivo	positiv	ADJ;FEM;PL	ADJ;NOM;INDF;NEUT;SG
positivas	positiv	positivo	positiv	ADJ;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
cartão	kort	cartão	kort	N;MASC;SG	ADV
violação	våldta	violação	våldt	N;FEM;SG	V;IMP;FIN;ACT
violação	våldtäkter	violação	våldtäkt	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
violação	våldtäkt	violação	våldtäkt	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
susan	susan	susan	susa	N;FEM;SG	PROPN;NOM
sex	sex	sexta-feira	sex	N;MASC;SG	NUM;NOM
cerâmica	keramiskt	cerâmica	keramisk	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG
cerâmica	keramiska	cerâmica	keramisk	N;FEM;SG	ADJ;NOM;PL
falsa	false	falso	false	ADJ;FEM;SG	PROPN;NOM
falsa	falska	falso	falsk	ADJ;FEM;SG	ADJ;NOM;PL
falsa	falska	falso	falsk	ADJ;FEM;SG	ADJ;NOM;PL
falsa	fake	falso	fake	ADJ;FEM;SG	V;IMP;FIN;ACT
idéias	uppslag	idéia	uppslag	N;FEM;PL	N;NOM;INDF;NEUT;SG
melbourne	melbourne	melbourne	melbourne	N;MASC;SG	PROPN;NOM
edwards	edwards	edwards	edward	N;MASC;SG	PROPN;GEN
melhorias	förbättring	melhoria	förbättring	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
melhorias	förbättring	melhoria	förbättring	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
referenciado	refererade	referenciar	referera	V;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
controlo	kontrollera	controlo	kontrollera	N;MASC;SG	V;IMP;FIN;ACT
controlo	bestämmande	controlo	bestämmande	N;MASC;SG	ADJ;NOM;PRS;V.PTCP
rebelde	upproriska	rebelde	upprorisk	N;MASC;SG	ADJ;NOM;PL
rebelde	rebelliska	rebelde	rebellisk	N;MASC;SG	ADJ;NOM;PL
proibido	förbjudna	proibir	förbjuden	V;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
proibido	förbjuden	proibir	förbjuden	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
proibido	förbjudet	proibir	förbjuden	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
proibido	förbjudna	proibir	förbjuden	V;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
proibido	förbjuden	proibir	förbjuden	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
proibido	förbjudet	proibir	förbjuden	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
proibido	förbjudna	proibir	förbjuden	V;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
proibido	förbjuden	proibir	förbjuden	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
proibido	förbjudet	proibir	förbjuden	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
proibido	spärrad	proibir	spärra	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
voivodia	vojvodskap	voivodia	vojvodskap	N;FEM;SG	PROPN;NOM
marine	marina	marine	marin	N;MASC;SG	ADJ;NOM;PL
marine	marine	marine	marine	N;MASC;SG	PROPN;NOM
marine	marint	marine	marint	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG
culinária	kulinariska	culinário	kulinarisk	N;FEM;SG	ADJ;NOM;PL
arizona	arizona	arizonar	arizon	N;MASC;SG	PROPN;NOM
charlotte	charlotte	charlotte	charlotte	N;MASC;SG	PROPN;NOM
mito	mito	mito	mito	N;MASC;SG	PROPN;NOM
mito	myter	mito	myter	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
químicos	kemisk	químico	kemisk	N;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
químicos	kemikalie	químico	kemikalie	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
químicos	kemiskt	químico	kemisk	N;MASC;PL	ADJ;NOM;INDF;NEUT;SG
análises	analytics	análise	analytics	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
análises	analyserar	análise	analysera	N;FEM;PL	V;IND;PRS;FIN;ACT
análises	analyseras	análise	analysera	N;FEM;PL	V;IND;PRS;FIN;PASS
análises	analys	análise	analys	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
reverter	omvänd	reverter	omvänd	V;NFIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
reverter	omvänt	reverter	omvända	V;NFIN	N;NOM;INDF;NEUT;SG
reverter	omvända	reverter	omvända	V;NFIN	ADJ;NOM;PL;PST;V.PTCP
dramática	dramatiskt	dramático	dramatisk	N;FEM;SG	ADV
dramática	dramatisk	dramático	dramatisk	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
dramática	dramatiska	dramático	dramatisk	N;FEM;SG	ADJ;NOM;PL
filmado	filmat	filmar	filma	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
matando	döda	matar	död	V;V.MSDR	ADJ;NOM;PL
matando	dödande	matar	dödande	V;V.MSDR	ADJ;NOM;PRS;V.PTCP
matando	killing	matar	killing	V;V.MSDR	N;NOM;INDF;MASC+FEM;SG
giro	söt	giro	söta	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
giro	söta	giro	söta	N;MASC;SG	ADJ;NOM;PL
giro	giro	giro	giro	N;MASC;SG	PROPN;NOM
fique	vistelse	ficar	vistelse	V;SBJV;SG;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
fique	stanna	ficar	stanna	V;SBJV;SG;3;PRS;FIN	V;IMP;FIN;ACT
fique	stay	ficar	stay	V;SBJV;SG;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
elias	elijah	elia	elijah	N;MASC;SG	PROPN;NOM
elias	elia	elia	eli	N;MASC;SG	PROPN;NOM
elias	elias	elia	elia	N;MASC;SG	PROPN;NOM
arábia	saudiarabien	arábia	saudiarabien	N;FEM;SG	PROPN;NOM
arábia	arabien	arábia	arabien	N;FEM;SG	PROPN;NOM
arábia	arabisk	arábia	arabisk	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
traços	traces	traço	trace	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
traços	streck	traço	streck	N;MASC;PL	N;NOM;INDF;NEUT;SG
soberano	suveräna	soberano	suveräna	N;MASC;SG	ADJ;NOM;PL
soberano	suverän	soberano	suverän	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
soberano	suveränt	soberano	suveränt	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG
colocadas	placerat	colocar	placera	V;FEM;PL;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
colocadas	placerad	colocar	placera	V;FEM;PL;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
colocadas	placerade	colocar	placera	V;FEM;PL;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
judeu	judiskt	judeu	judisk	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG
judeu	judiska	judeu	judisk	N;MASC;SG	ADJ;NOM;PL
judeu	judisk	judeu	judisk	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
bruxelas	bryssel	bruxela	bryssel	N;FEM;PL	PROPN;NOM
vegetais	vegetabiliskt	vegetal	vegetabilisk	N;MASC;PL	ADJ;NOM;INDF;NEUT;SG
vegetais	grönsak	vegetal	grönsak	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
vegetais	vegetabiliska	vegetal	vegetabilisk	N;MASC;PL	ADJ;NOM;PL
elétrons	electron	elétron	electron	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
regresso	retur	regresso	retur	N;MASC;SG	V;IMP;FIN;ACT
regresso	återvända	regresso	återvända	N;MASC;SG	V;IMP;FIN;ACT
regresso	returnera	regresso	returnera	N;MASC;SG	V;IMP;FIN;ACT
cana	reed	cana	reed	N;FEM;SG	PROPN;NOM
cana	cana	cana	cana	N;FEM;SG	PROPN;NOM
emma	emma	emma	emma	N;FEM;SG	PROPN;NOM
asiático	asiatiska	asiático	asiatisk	ADJ;MASC;SG	ADJ;NOM;PL
asiático	asiatiskt	asiático	asiatisk	ADJ;MASC;SG	N;NOM;INDF;NEUT;SG
cinquenta	fifty	cinquenta	fifty	NUM	N;NOM;INDF;MASC+FEM;SG
couto	couto	couto	couto	N;MASC;SG	PROPN;NOM
estética	estetiska	estética	estetisk	N;FEM;SG	ADJ;NOM;PL
dores	smärta	dor	smärta	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
dores	pain	dor	pain	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
dores	värk	dor	värk	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
augusta	augusta	augusta	august	N;FEM;SG	PROPN;NOM
massas	pasta	massa	pasta	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
massas	nudlar	massa	nudla	N;FEM;PL	N;NOM;INDF;NEUT;SG
marta	märta	marta	märta	N;FEM;SG	PROPN;NOM
marta	märta	marta	märta	N;FEM;SG	PROPN;NOM
marta	martha	marta	martha	N;FEM;SG	PROPN;NOM
reduzido	reducerad	reduzir	reducera	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
reduzido	minskade	reduzir	minska	V;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
reduzido	nedsatt	reduzir	nedsätta	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
reduzido	sänkt	reduzir	sänka	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
reduzido	reducerat	reduzir	reducera	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
reduzido	minskat	reduzir	minska	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
lorenzo	lorenzo	lorenzo	lorenzo	N;MASC;SG	PROPN;NOM
provocou	provocerade	provocar	provocera	V;IND;SG;3;PST;FIN	ADJ;NOM;PL;PST;V.PTCP
provocou	framkallat	provocar	framkallad	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
legais	rättsligt	legal	rättslig	ADJ;MASC;PL	ADJ;NOM;INDF;NEUT;SG
legais	rättslig	legal	rättslig	ADJ;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
legais	lagligt	legal	laglig	ADJ;MASC;PL	ADJ;NOM;INDF;NEUT;SG
naturalmente	naturligt	naturalmente	naturlig	ADV	ADJ;NOM;INDF;NEUT;SG
gustav	gustav	gustav	gustav	N;MASC;SG	PROPN;NOM
madrugada	dawn	madrugada	da	N;FEM;SG	PROPN;NOM
cbs	cbs	cbs	cbs	N;FEM;SG	PROPN;NOM
vegetal	grönsaker	vegetal	grönsak	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;PL
vegetal	grönsak	vegetal	grönsak	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
vegetal	vegetabiliska	vegetal	vegetabilisk	ADJ;MASC;SG	ADJ;NOM;PL
exibidos	visad	exibir	visa	V;MASC;PL;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
conteúdos	innehållet	conteúdo	innehåll	N;MASC;PL	N;NOM;DEF;NEUT;SG
conteúdos	innehåll	conteúdo	innehåll	N;MASC;PL	N;NOM;INDF;NEUT;SG
conteúdos	innehållet	conteúdo	innehåll	N;MASC;PL	N;NOM;DEF;NEUT;SG
conteúdos	innehåll	conteúdo	innehåll	N;MASC;PL	N;NOM;INDF;NEUT;SG
conteúdos	innehållsförteckning	conteúdo	innehållsförteckning	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
correr	run	correr	run	V;NFIN	N;NOM;INDF;MASC+FEM;SG
correr	spring	correr	spring	V;NFIN	N;NOM;INDF;MASC+FEM;SG
georges	georges	georges	george	N;MASC;SG	PROPN;NOM
empregado	anställd	empregado	anställd	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
empregado	medarbetare	empregado	medarbetare	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
empregado	kypare	empregado	kypare	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
empregado	anställd	empregado	anställd	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
empregado	sysselsatta	empregado	sysselsätta	N;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
empregado	sysselsatt	empregado	sysselsätta	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
sexuais	sexuell	sexual	sexuell	N;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
sexuais	sexuella	sexual	sexuell	N;MASC;PL	ADJ;NOM;PL
sexuais	sexuellt	sexual	sexuell	N;MASC;PL	ADV
reduzida	reducerad	reduzir	reducera	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
reduzida	minskade	reduzir	minska	V;FEM;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
reduzida	nedsatt	reduzir	nedsätta	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
reduzida	sänkt	reduzir	sänka	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
reduzida	reducerat	reduzir	reducera	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
reduzida	minskat	reduzir	minska	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
keith	keith	keith	keith	N;MASC;SG	PROPN;NOM
costume	vanligt	costume	vanlig	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG
costume	vanliga	costume	vanlig	N;MASC;SG	ADJ;NOM;PL
costume	anpassade	costume	anpassa	N;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
costume	anpassad	costume	anpassa	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
costume	egen	costume	egen	N;MASC;SG	ADJ;NOM;MASC+FEM;SG
costume	anpassat	costume	anpassa	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
horizontal	horisontell	horizontal	horisontell	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
horizontal	horisontellt	horizontal	horisontell	ADJ;MASC;SG	ADV
horizontal	övergripande	horizontal	övergripande	ADJ;MASC;SG	N;NOM;INDF;NEUT;SG
horizontal	horisontella	horizontal	horisontell	ADJ;MASC;SG	ADJ;NOM;PL
horizontal	vågrätt	horizontal	vågrätt	ADJ;MASC;SG	ADV
magic	magiskt	magic	magisk	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG
magic	magisk	magic	magisk	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
magic	magiska	magic	magisk	N;MASC;SG	ADJ;NOM;PL
sensação	känner	sensação	känna	N;FEM;SG	V;IND;PRS;FIN;ACT
sensação	känna	sensação	känna	N;FEM;SG	V;IMP;FIN;ACT
convidada	bjuden	convidar	bjud	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
convidada	inbjudna	convidar	inbjuda	V;FEM;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
convidada	inbjuden	convidar	inbjuda	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
convidada	gäst	convidar	gäsa	V;FEM;SG;V.PTCP	N;NOM;INDF;MASC+FEM;SG
permanecendo	kvarvarande	permanecer	kvarvarande	V;V.MSDR	ADJ;NOM
permanecendo	återstående	permanecer	återstående	V;V.MSDR	ADJ;NOM
permanecendo	resterande	permanecer	resterande	V;V.MSDR	ADJ;NOM;PRS;V.PTCP
efetivamente	effektivt	efetivamente	effektiv	ADV	ADJ;NOM;INDF;NEUT;SG
pretendia	avsett	pretender	avse	V;IND;SG;3;IPFV;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
pretendia	avsedda	pretender	avse	V;IND;SG;3;IPFV;FIN	ADJ;NOM;PL;PST;V.PTCP
pretendia	avsedd	pretender	avse	V;IND;SG;3;IPFV;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ron	ron	ron	ron	N;MASC;SG	PROPN;NOM
anunciada	meddelat	anunciar	meddela	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
anunciada	aviserat	anunciar	avisera	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
fósseis	fossila	fóssil	fossil	N;MASC;PL	ADJ;NOM;PL
fósseis	fossil	fóssil	fossil	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
puro	prydligt	puro	prydlig	ADJ;MASC;SG	ADV
puro	rena	puro	rena	ADJ;MASC;SG	ADJ;NOM;PL
puro	rent	puro	ren	ADJ;MASC;SG	ADV
iugoslávia	jugoslavien	iugoslávia	jugoslavi	N;FEM;SG	PROPN;NOM
lloyd	lloyd	lloyd	lloyd	N;MASC;SG	PROPN;NOM
currículo	återuppta	currículo	återuppta	N;MASC;SG	V;V.PTCP;ACT
visuais	visuellt	visual	visuell	N;MASC;PL	ADJ;NOM;INDF;NEUT;SG
visuais	visuell	visual	visuell	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
visuais	visuella	visual	visuell	N;MASC;PL	ADJ;NOM;PL
warren	warren	warren	farr	N;MASC;SG	PROPN;NOM
conquistado	erövrat	conquistar	erövrat	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
cuidados	skötsel	cuidado	skötsel	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
cuidados	bryr	cuidado	bryra	N;MASC;PL	V;IMP;FIN;ACT
cuidados	omsorg	cuidado	omsorg	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
cuidados	vård	cuidado	vård	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
cuidados	care	cuidado	care	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
barras	stång	barra	stång	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
barras	galler	barra	galler	N;FEM;PL	N;NOM;INDF;NEUT;SG
barras	bars	barra	bars	N;FEM;PL	N;NOM;INDF;NEUT;SG
tive	had	ter	had	V;IND;SG;1;PST;FIN	V;IMP;FIN;ACT
respectivos	respektive	respectivo	respektive	ADJ;MASC;PL	ADV
turcos	turks	turco	turka	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
turcos	turkiska	turco	turkisk	N;MASC;PL	ADJ;NOM;PL
turcos	turkisk	turco	turkisk	N;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
turcos	turkiskt	turco	turkisk	N;MASC;PL	ADJ;NOM;INDF;NEUT;SG
colina	hill	colina	hill	N;FEM;SG	PROPN;NOM
farol	strålkastare	farol	strålkastare	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
conselhos	råden	conselho	råd	N;MASC;PL	N;NOM;DEF;MASC+FEM;SG
conselhos	rådgivning	conselho	rådgivning	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
marítima	maritima	marítimo	maritim	N;FEM;SG	ADJ;NOM;PL
