kategória	kategorii	kategória	kategoria	N;NOM;FEM;SG	N;GEN;FEM;SG
systémy	układ	systém	układ	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
systémy	systemu	systém	system	N;INAN;NOM;MASC;PL	N;GEN;MASC;SG
systémy	system	systém	system	N;INAN;NOM;MASC;PL	N;ACC;MASC;SG
systémy	systemowe	systém	systemowy	N;INAN;NOM;MASC;PL	ADJ;NOM;NEUT;SG
použiť	stosować	použiť	stosować	V;PFV;POS;NFIN	V;IPFV;NFIN;ACT
použiť	wykorzystanie	použiť	wykorzystać	V;PFV;POS;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
angeles	angeles	angeles	angeles	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
príbeh	story	príbeh	stora	N;INAN;NOM;MASC;SG	
stránkach	stron	stránka	strona	N;GEN;FEM;PL	
stránkach	strony	stránka	strona	N;GEN;FEM;PL	N;NOM;FEM;PL
futbalové	football	futbalový	football	ADJ;NOM;NEUT;SG	
futbalové	futbol	futbalový	futbol	ADJ;NOM;NEUT;SG	
politické	politycznych	politický	polityczny	ADJ;NOM;NEUT;SG	ADJ;GEN;MASC;PL
maďarsko	węgier	maďarsko	węgier	N;NOM;NEUT;SG	
maďarsko	węgry	maďarsko	węgier	N;NOM;NEUT;SG	
celá	całość	celý	całość	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
celá	cał	celý	cał	ADJ;NOM;FEM;SG	ADV
pohyb	ruch	pohyb	ruch	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
pohyb	ruch	pohyb	ruch	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
kníh	książki	kniha	książka	N;GEN;FEM;PL	N;NOM;FEM;PL
vzťahy	związku	vzťah	związek	N;INAN;NOM;MASC;PL	N;GEN;MASC;SG
vzťahy	relacja	vzťah	relacja	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
vzťahy	związek	vzťah	związek	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
vzťahy	relacji	vzťah	relacja	N;INAN;NOM;MASC;PL	N;GEN;FEM;SG
vzťahy	stosunków	vzťah	stosunki	N;INAN;NOM;MASC;PL	N;GEN;NEUT;PL
prvkov	elementy	prvok	element	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
prvkov	pierwiastki	prvok	pierwiastek	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
ochrana	ochrony	ochrana	ochrona	N;NOM;FEM;SG	
severná	północnej	severný	północny	ADJ;NOM;FEM;SG	ADJ;GEN;FEM;SG
severná	północ	severný	północ	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
severná	north	severný	north	ADJ;NOM;FEM;SG	
severná	północ	severný	północ	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
severná	północna	severný	północny	ADJ;NOM;FEM;SG	
severná	północnej	severný	północny	ADJ;NOM;FEM;SG	ADJ;GEN;FEM;SG
severná	północny	severný	północny	ADJ;NOM;FEM;SG	N;ACC;MASC;SG
politická	politycznych	politický	polityczny	ADJ;NOM;FEM;SG	ADJ;GEN;MASC;PL
veľkosti	wielkość	veľkosť	wielkość	N;NOM;FEM;PL	N;ACC;FEM;SG
veľkosti	rozmiar	veľkosť	rozmiar	N;NOM;FEM;PL	N;NOM;MASC;SG
veľkosti	wielkości	veľkosť	wielkość	N;NOM;FEM;PL	N;GEN;FEM;SG
jazero	jeziora	jazero	jezioro	N;NOM;NEUT;SG	N;ACC;NEUT;SG
jazero	lake	jazero	raka	N;NOM;NEUT;SG	V;IPFV;IND;SG;PRS;FIN;ACT
družstiev	spółdzielni	družstvo	spółdzielnia	N;NOM;NEUT;PL	N;GEN;FEM;SG
dôležité	wazne	dôležitý	wazny	ADJ;NOM;NEUT;SG	
nasa	nasa	nasa	nas	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG
sovietskeho	sowiecki	sovietsky	sowiecki	ADJ;GEN;MASC;SG	ADJ;NOM;MASC;SG
sovietskeho	radziecki	sovietsky	radziecki	ADJ;GEN;MASC;SG	ADJ;NOM;MASC;SG
charakter	natura	charakter	natura	N;INAN;NOM;MASC;SG	
charakter	natury	charakter	natura	N;INAN;NOM;MASC;SG	
hudobná	muzyka	hudobný	muzyka	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
hudobná	music	hudobný	musieć	ADJ;NOM;FEM;SG	
hudobná	muzyki	hudobný	muzyka	ADJ;NOM;FEM;SG	
hudobná	musical	hudobný	musical	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
komplex	złożone	komplex	złożyć	N;INAN;NOM;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
komplex	złożona	komplex	złożyć	N;INAN;NOM;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
komplex	złożony	komplex	złożyć	N;INAN;NOM;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
komplex	kompleks	komplex	kompleks	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
komplex	skomplikowane	komplex	skomplikować	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
art	sztuka	art	sztuka	PROPN;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
art	sztuki	art	sztuka	PROPN;ANIM;NOM;MASC;SG	
art	art	art	art	PROPN;ANIM;NOM;MASC;SG	
art	sztukę	art	sztuka	PROPN;ANIM;NOM;MASC;SG	N;ACC;FEM;SG
geografia	geografii	geografia	geografia	N;NOM;FEM;SG	N;GEN;FEM;SG
kraja	hrabstwo	kraj	hrabstwo	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
kraja	shire	kraj	shiry	N;INAN;GEN;MASC;SG	
výstavba	budowa	výstavba	budowa	N;NOM;FEM;SG	
pierre	pierre	pierry	pierre	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
motory	motors	motor	motors	N;INAN;NOM;MASC;PL	
motory	silników	motor	silnik	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
svätý	święty	svätý	święty	ADJ;ANIM;NOM;MASC;SG	
svätý	święta	svätý	święto	ADJ;ANIM;NOM;MASC;SG	
svätý	saint	svätý	saint	ADJ;ANIM;NOM;MASC;SG	
svätý	święty	svätý	święty	ADJ;ANIM;NOM;MASC;SG	
svätý	święte	svätý	święty	ADJ;ANIM;NOM;MASC;SG	
londýn	londynu	londýn	londyn	PROPN;ANIM;NOM;MASC;SG	N;GEN;MASC;SG
londýn	london	londýn	london	PROPN;ANIM;NOM;MASC;SG	
londýn	londynie	londýn	londynąć	PROPN;ANIM;NOM;MASC;SG	N;DAT;MASC;SG
londýn	londyn	londýn	londyn	PROPN;ANIM;NOM;MASC;SG	
provence	provence	provenec	provenka	N;INAN;NOM;MASC;SG	
body	punktów	boda	punkt	N;NOM;FEM;PL	N;GEN;MASC;PL
starý	stare	starý	stary	ADJ;ANIM;NOM;MASC;SG	
starý	old	starý	old	ADJ;ANIM;NOM;MASC;SG	
starý	stara	starý	stary	ADJ;ANIM;NOM;MASC;SG	
krátky	short	krátky	short	ADJ;INAN;NOM;MASC;SG	
krátky	krótko	krátky	krótko	ADJ;INAN;NOM;MASC;SG	ADV
krátky	krótko	krátky	krótko	ADJ;INAN;NOM;MASC;SG	ADV
otvorená	otwórz	otvorený	otwórzyć	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IMP;SG;2;FIN;ACT
otvorená	otwarto	otvorený	otwarto	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
záujem	zainteresowanych	záujem	zainteresować	N;INAN;NOM;MASC;SG	ADJ;PFV;ACC;MASC;PL;POS;V.PTCP;PASS
záujem	zainteresowane	záujem	zainteresować	N;INAN;NOM;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
záujem	zainteresowani	záujem	zainteresować	N;INAN;NOM;MASC;SG	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
záujem	zainteresowana	záujem	zainteresować	N;INAN;NOM;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
záujem	zainteresowany	záujem	zainteresować	N;INAN;NOM;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
záujem	interesie	záujem	interes	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
záujem	odsetki	záujem	odsetka	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
záujem	odsetek	záujem	odsetka	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
záujem	zainteresowania	záujem	zainteresowanie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;PL
václav	václav	václava	václav	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
talianska	włochy	taliansky	włochy	N;NOM;FEM;SG	
talianska	włoska	taliansky	włoski	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
talianska	włochy	taliansky	włochy	N;NOM;FEM;SG	
talianska	włoski	taliansky	włoski	N;NOM;FEM;SG	
talianska	włoch	taliansky	wąć	N;NOM;FEM;SG	
talianska	włoskie	taliansky	włoski	N;NOM;FEM;SG	ADJ;NOM;NEUT;SG
grécky	grecja	grécky	grecja	ADJ;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
postavenie	statusu	postavenie	status	N;NOM;NEUT;SG	N;GEN;MASC;SG
colspan	colspan	colspan	colspać	N;INAN;NOM;MASC;SG	
hautes	hautes	hautes	hautes	N;NOM;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
vytvoriť	tworzy	vytvoriť	tworzyć	V;PFV;POS;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
vytvoriť	tworzyć	vytvoriť	tworzyć	V;PFV;POS;NFIN	V;IPFV;NFIN;ACT
mestská	urban	mestský	urbany	ADJ;NOM;FEM;SG	
mestská	miejskich	mestský	miejski	ADJ;NOM;FEM;SG	ADJ;GEN;MASC;PL
riešenie	rozwiązania	riešenie	rozwiązanie	N;NOM;NEUT;SG	N;NOM;NEUT;PL
držitelia	posiadaczy	držiteľ	posiadacz	N;ANIM;NOM;MASC;PL	
windows	windows	windows	windows	N;NOM;MASC;SG	
windows	okna	windows	okno	N;NOM;MASC;SG	N;NOM;NEUT;PL
windows	okien	windows	okno	N;NOM;MASC;SG	
televízne	telewizja	televízny	telewizja	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
televízne	tv	televízny	TV	ADJ;NOM;NEUT;SG	
televízne	telewizor	televízny	telewizor	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
televízne	telewizji	televízny	telewizja	ADJ;NOM;NEUT;SG	N;DAT;FEM;SG
kláštor	klasztoru	kláštor	klasztor	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
kláštor	klasztorze	kláštor	klasztor	N;INAN;NOM;MASC;SG	N;DAT;MASC;SG
kláštor	klasztoru	kláštor	klasztor	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
kláštor	klasztorze	kláštor	klasztor	N;INAN;NOM;MASC;SG	N;DAT;MASC;SG
kláštor	abbey	kláštor	abbey	N;INAN;NOM;MASC;SG	
jazyku	język	jazyk	język	N;INAN;DAT;MASC;SG	N;NOM;MASC;SG
jazyku	języku	jazyk	język	N;INAN;DAT;MASC;SG	N;ACC;MASC;SG
útok	napaści	útok	napaść	N;INAN;NOM;MASC;SG	
útok	napaść	útok	napaść	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
web	web	web	web	N;INAN;NOM;MASC;SG	
martina	martina	martina	martina	N;ANIM;ACC;MASC;SG	
martina	martyna	martina	martyna	N;ANIM;ACC;MASC;SG	PROPN;NOM;FEM;SG
martina	marcin	martina	marcin	N;ANIM;ACC;MASC;SG	PROPN;NOM;MASC;SG
martina	martin	martina	martin	N;ANIM;ACC;MASC;SG	PROPN;NOM;MASC;SG
rakúska	austrii	rakúska	austria	N;NOM;FEM;SG	PROPN;GEN;FEM;SG
rakúska	austriackie	rakúska	austriacki	N;NOM;FEM;SG	ADJ;NOM;NEUT;SG
rakúska	austrię	rakúska	austroa	N;NOM;FEM;SG	PROPN;ACC;FEM;SG
rakúska	austria	rakúska	austria	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
rakúska	austrii	rakúska	austria	N;NOM;FEM;SG	PROPN;GEN;FEM;SG
noci	nocy	noc	noc	N;NOM;FEM;PL	N;GEN;FEM;SG
noci	noce	noc	noc	N;NOM;FEM;PL	
súvislosti	kontekst	súvislosť	kontekst	N;NOM;FEM;PL	N;NOM;MASC;SG
súvislosti	kontekście	súvislosť	kontekst	N;NOM;FEM;PL	N;GEN;MASC;SG
súvislosti	kontekstu	súvislosť	kontekst	N;NOM;FEM;PL	N;GEN;MASC;SG
krát	razy	krát	raz	N;NOM;MASC;PL	N;ACC;MASC;PL
krát	times	krát	times	N;NOM;MASC;PL	
zmluvy	umowy	zmluva	umowa	N;NOM;FEM;PL	
zmluvy	umów	zmluva	umowa	N;NOM;FEM;PL	
zmluvy	traktatów	zmluva	traktat	N;NOM;FEM;PL	N;GEN;MASC;PL
úrovni	poziom	úroveň	poziom	N;DAT;FEM;SG	N;NOM;MASC;SG
úrovni	poziomie	úroveň	poziom	N;DAT;FEM;SG	N;INS;MASC;SG
úrovni	poziomu	úroveň	poziom	N;DAT;FEM;SG	N;GEN;MASC;SG
tvorbe	formacja	tvorba	formacja	N;DAT;FEM;SG	N;NOM;FEM;SG
tvorbe	szyk	tvorba	szyk	N;DAT;FEM;SG	N;NOM;MASC;SG
tvorbe	formacji	tvorba	formacja	N;DAT;FEM;SG	N;GEN;FEM;SG
veda	nauki	veda	nauka	N;NOM;FEM;SG	
dlho	długi	dlho	długi	ADV	
dlho	długa	dlho	długi	ADV	ADJ;NOM;FEM;SG
dlho	długie	dlho	długi	ADV	ADJ;NOM;NEUT;SG
dlho	long	dlho	long	ADV	
posádky	załogi	posádka	załoga	N;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
posádky	crews	posádka	crews	N;NOM;FEM;PL	
posádky	ekipa	posádka	ekipa	N;NOM;FEM;PL	N;NOM;FEM;SG
posádky	załogi	posádka	załoga	N;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
posádky	załoga	posádka	załoga	N;NOM;FEM;PL	N;NOM;FEM;SG
pavla	pawel	pavnúť	pawel	PROPN;ANIM;ACC;MASC;SG	V;IPFV;IND;SG;PST;FIN;ACT
pavla	paweł	pavnúť	paweł	PROPN;ANIM;ACC;MASC;SG	PROPN;NOM;MASC;SG
kalifornia	kalifornii	kalifornie	kalifornia	N;NOM;FEM;SG	
kalifornia	california	kalifornie	california	N;NOM;FEM;SG	
kalifornia	kalifornia	kalifornie	kalifornia	N;NOM;FEM;SG	
snp	snp	snp	siepiep		
metal	metale	metať	metal	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
metal	metalowe	metať	metalowy	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
metal	metalowy	metať	metalowy	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
menšie	mniejszej	malý	mały	ADV;CMPR	ADJ;GEN;CMPR;FEM;SG
menšie	mniejsze	malý	mały	ADV;CMPR	ADJ;NOM;CMPR;NEUT;SG
menšie	mniejszy	malý	mały	ADV;CMPR	ADJ;NOM;CMPR;MASC;SG
menšie	mniejsza	malý	mały	ADV;CMPR	ADJ;NOM;CMPR;FEM;SG
menšie	drobne	malý	drobny	ADV;CMPR	ADJ;NOM;NEUT;SG
sedem	siódemka	sedem	siódemka	NUM;NOM;NEUT;SG	N;NOM;FEM;SG
sedem	siedmiu	sedem	siedem	NUM;NOM;NEUT;SG	
sedem	siedem	sedem	siedem	NUM;NOM;NEUT;SG	
iihf	iihf	iihf	iihf		
kilometrov	kilometry	kilometer	kilometra	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
kilometrov	kilometry	kilometer	kilometra	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
jura	jura	jura	jura	PROPN;ANIM;NOM;MASC;SG	
remix	remix	remix	remin	PROPN;ANIM;NOM;MASC;SG	
space	przestrzeni	space	przestrzeń	PROPN;ANIM;NOM;MASC;SG	N;GEN;FEM;SG
space	kosmos	space	kosmos	PROPN;ANIM;NOM;MASC;SG	
space	przestrzeń	space	przestrzeń	PROPN;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
ocenenia	nagród	ocenenie	nagroda	N;NOM;NEUT;PL	
ocenenia	nagród	ocenenie	nagroda	N;NOM;NEUT;PL	
ocenenia	wyceny	ocenenie	wycen	N;NOM;NEUT;PL	
tímy	zespołów	tím	zespół	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
tímy	drużyny	tím	drużyna	N;INAN;NOM;MASC;PL	N;ACC;FEM;PL
tvorba	tworzenia	tvorba	tworzyć	N;NOM;FEM;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
tvorba	formacji	tvorba	formacja	N;NOM;FEM;SG	N;GEN;FEM;SG
názory	opinii	názor	opinia	N;INAN;NOM;MASC;PL	N;GEN;FEM;SG
názory	wyświetlenia	názor	wyświetlić	N;INAN;NOM;MASC;PL	N;GEN;NEUT;SG
republike	republiki	republika	republika	N;DAT;FEM;SG	
republike	republika	republika	republik	N;DAT;FEM;SG	N;NOM;FEM;SG
septembri	wrzesień	september	wrzesień	N;INAN;NOM;MASC;SG	
septembri	września	september	wrzesień	N;INAN;NOM;MASC;SG	
kultúrne	kultury	kultúrny	kultura	ADJ;NOM;NEUT;SG	N;GEN;FEM;SG
kultúrne	kulturowo	kultúrny	kulturowo	ADJ;NOM;NEUT;SG	ADV
lietadla	samolot	lietadlo	samolot	N;NOM;NEUT;PL	N;NOM;MASC;SG
pro	zawodowiec	pro	zawodowiec	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
pro	pro	pro	pro	PROPN;ANIM;NOM;MASC;SG	
väčšie	większy	veľký	duży	ADV;CMPR	ADJ;NOM;CMPR;MASC;SG
väčšie	większa	veľký	duży	ADV;CMPR	ADJ;NOM;CMPR;FEM;SG
väčšie	większe	veľký	duży	ADV;CMPR	ADJ;NOM;CMPR;NEUT;SG
väčšie	większa	veľký	duży	ADV;CMPR	ADJ;NOM;CMPR;FEM;SG
väčšie	większe	veľký	duży	ADV;CMPR	ADJ;NOM;CMPR;NEUT;SG
väčšie	większy	veľký	duży	ADV;CMPR	ADJ;NOM;CMPR;MASC;SG
väčšie	większej	veľký	duży	ADV;CMPR	ADJ;GEN;CMPR;FEM;SG
väčšie	większy	veľký	duży	ADV;CMPR	ADJ;NOM;CMPR;MASC;SG
väčšie	większa	veľký	duży	ADV;CMPR	ADJ;NOM;CMPR;FEM;SG
väčšie	większego	veľký	duży	ADV;CMPR	ADJ;ACC;CMPR;MASC;SG
väčšie	większe	veľký	duży	ADV;CMPR	ADJ;NOM;CMPR;NEUT;SG
januári	styczeń	január	styczenie	N;INAN;ESS;MASC;SG	
januári	stycznia	január	styczeń	N;INAN;ESS;MASC;SG	N;GEN;MASC;SG
januári	styczniu	január	styczeń	N;INAN;ESS;MASC;SG	N;GEN;MASC;SG
rodine	rodzina	rodina	rodzina	N;DAT;FEM;SG	N;NOM;FEM;SG
rodine	rodziny	rodina	rodzina	N;DAT;FEM;SG	N;NOM;FEM;PL
rodine	rodzinne	rodina	rodzinny	N;DAT;FEM;SG	ADJ;NOM;NEUT;SG
rodine	rodzinka	rodina	rodzinka	N;DAT;FEM;SG	N;NOM;FEM;SG
rodine	rodzinnie	rodina	rodzinnie	N;DAT;FEM;SG	ADV
eva	eva	eva	eva	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
eva	ewa	eva	ewa	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
eva	ewo	eva	ewo	PROPN;NOM;FEM;SG	
eva	evy	eva	evy	PROPN;NOM;FEM;SG	
eva	evo	eva	evo	PROPN;NOM;FEM;SG	
dynastie	dynastia	dynastie	dynastia	N;NOM;FEM;PL	N;NOM;FEM;SG
dynastie	dynastii	dynastie	dynastia	N;NOM;FEM;PL	
majster	mistrzu	majster	mistrz	N;ANIM;NOM;MASC;SG	N;VOC;MASC;SG
priemer	średnicy	priemer	średnica	N;INAN;NOM;MASC;SG	N;GEN;FEM;SG
priemer	średnio	priemer	średnio	N;INAN;NOM;MASC;SG	
priemer	średnie	priemer	średnie	N;INAN;NOM;MASC;SG	
priemer	średni	priemer	średnia	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
priemer	przeciętny	priemer	przeciętny	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
priemer	wredne	priemer	wredny	N;INAN;NOM;MASC;SG	
dolina	doliny	dolina	dolina	N;NOM;FEM;SG	
dolina	valley	dolina	valley	N;NOM;FEM;SG	
dolina	dolina	dolina	dolinać	N;NOM;FEM;SG	
dolina	dolinie	dolina	dolin	N;NOM;FEM;SG	
rakety	rakiety	raketa	rakieta	N;NOM;FEM;PL	N;ACC;FEM;PL
rakety	rakiety	raketa	rakieta	N;NOM;FEM;PL	N;ACC;FEM;PL
nálezy	ustalenia	nález	ustalenie	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG
united	zjednoczone	united	zjednoczyć	PROPN;ANIM;NOM;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
united	united	united	united	PROPN;ANIM;NOM;MASC;SG	
united	zjednoczona	united	zjednoczyć	PROPN;ANIM;NOM;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
united	zjednoczeni	united	zjednoczyć	PROPN;ANIM;NOM;MASC;SG	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
united	zjednoczonych	united	zjednoczyć	PROPN;ANIM;NOM;MASC;SG	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
hora	hora	hora	hora	N;NOM;FEM;SG	
hora	górski	hora	górski	N;NOM;FEM;SG	ADJ;NOM;MASC;SG
hora	mountain	hora	mountain	N;NOM;FEM;SG	
hora	góra	hora	góra	N;NOM;FEM;SG	
hora	góry	hora	góra	N;NOM;FEM;SG	N;NOM;FEM;PL
práv	prawa	právo	prawo	N;GEN;NEUT;PL	
práv	praw	právo	prawo	N;GEN;NEUT;PL	
súvisiace	powiązany	súvisiaci	powiązać	ADJ;NOM;NEUT;PL;POS;V.PTCP;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
súvisiace	związany	súvisiaci	związać	ADJ;NOM;NEUT;PL;POS;V.PTCP;ACT	ADJ;NOM;MASC;SG
súvisiace	powiązane	súvisiaci	powiązać	ADJ;NOM;NEUT;PL;POS;V.PTCP;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
súvisiace	związane	súvisiaci	związany	ADJ;NOM;NEUT;PL;POS;V.PTCP;ACT	ADJ;NOM;NEUT;SG
súvisiace	powiązany	súvisiaci	powiązać	ADJ;NOM;NEUT;PL;POS;V.PTCP;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
súvisiace	powiązanych	súvisiaci	powiązać	ADJ;NOM;NEUT;PL;POS;V.PTCP;ACT	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
súvisiace	powiązane	súvisiaci	powiązać	ADJ;NOM;NEUT;PL;POS;V.PTCP;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
súvisiace	pokrewne	súvisiaci	pokrewny	ADJ;NOM;NEUT;PL;POS;V.PTCP;ACT	
doliny	doliny	dolina	dolina	N;NOM;FEM;PL	
auguste	auguste	augusta	augusty	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
auguste	sierpnia	augusta	sierpień	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
auguste	augusta	augusta	augusta	N;INAN;NOM;MASC;SG	
auguste	sierpień	augusta	sierpienie	N;INAN;NOM;MASC;SG	
zľava	upust	zľava	upust		N;ACC;MASC;SG
zľava	zniżki	zľava	zniżka		N;ACC;FEM;PL
zľava	rabat	zľava	rabat		
konkrétne	betonu	konkrétny	beton	ADJ;NOM;NEUT;SG	N;GEN;MASC;SG
konkrétne	beton	konkrétny	beton	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
konkrétne	konkretnie	konkrétny	konkretnie	ADJ;NOM;NEUT;SG	ADV
konkrétne	specjalnie	konkrétny	specjalnie	ADJ;NOM;NEUT;SG	ADV
hory	gór	hory	gór	N;NOM;FEM;PL	
hory	górski	hory	górski	N;NOM;FEM;PL	ADJ;NOM;MASC;SG
hory	mountain	hory	mountain	N;NOM;FEM;PL	
hory	góra	hory	góra	N;NOM;FEM;PL	
nemecká	niemcy	nemecko	niemiec	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;PL
nemecká	niemieckim	nemecko	niemiecki	ADJ;NOM;FEM;SG	ADJ;INS;MASC;SG
trón	tronu	trón	tron	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
trón	tronie	trón	trona	N;INAN;NOM;MASC;SG	N;DAT;MASC;SG
île	île	jle	île	PROPN;INAN;NOM;MASC;SG	
cher	cher	cher	cher	PROPN;NOM;FEM;SG	
link	łącze	link	łączyć	N;INAN;NOM;MASC;SG	
link	link	link	link	N;INAN;NOM;MASC;SG	V;PFV;IND;SG;FIN;ACT
link	ogniwo	link	ogniwo	N;INAN;NOM;MASC;SG	
link	odnośnik	link	odnośnik	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
anglicko	anglia	anglicko	anglia	ADV	
anglicko	anglii	anglicko	anglia	ADV	
anglicko	england	anglicko	england	ADV	
londýne	londynu	londýn	londyn	ADV	N;GEN;MASC;SG
londýne	london	londýn	london	ADV	
londýne	londynie	londýn	londynąć	ADV	N;DAT;MASC;SG
londýne	londyn	londýn	londyn	ADV	
ochranu	ochrona	ochrana	ochrona	N;ACC;FEM;SG	N;NOM;FEM;SG
ochranu	ochrony	ochrana	ochrona	N;ACC;FEM;SG	
pôvodný	pierwotnym	pôvodný	pierwotny	ADJ;INAN;NOM;MASC;SG	ADJ;INS;MASC;SG
pôvodný	oryginał	pôvodný	oryginał	ADJ;INAN;NOM;MASC;SG	N;ACC;MASC;SG
vojsk	żołnierzy	vojsko	żołnierz	N;GEN;FEM;PL	N;ACC;MASC;PL
vojsk	wojska	vojsko	wojsko	N;GEN;FEM;PL	N;NOM;NEUT;SG
vojsk	oddziały	vojsko	oddział	N;GEN;FEM;PL	N;NOM;MASC;PL
sonda	sondy	sonda	sonda	N;NOM;FEM;SG	N;ACC;FEM;PL
sonda	sondę	sonda	sonda	N;NOM;FEM;SG	N;ACC;FEM;SG
objavili	odkryte	objaviť	odkryć	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
objavili	odkrył	objaviť	odkryć	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
divízie	przegrody	divízia	przegroda	N;NOM;FEM;PL	N;ACC;FEM;SG
divízie	działy	divízia	dziać	N;NOM;FEM;PL	V;PFV;MASC;IND;PL;PST;FIN;ACT
symbol	symbolu	symbol	symbol	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
jazykov	języki	jazyk	język	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
svetová	świat	svetový	świat	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
svetová	swiat	svetový	swiat	ADJ;NOM;FEM;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
svetová	świata	svetový	świat	ADJ;NOM;FEM;SG	N;GEN;MASC;SG
