skapande	creación	skapande	creación	ADJ;NOM;PRS;V.PTCP	N
lyckliga	felices	lycklig	felice	ADJ;NOM;PL	N
lyckliga	contenta	lycklig	contentar	ADJ;NOM;PL	V
prat	falar	prat	falar	N;NOM;INDF;NEUT;SG	V
prat	con	prat	con	N;NOM;INDF;NEUT;SG	ADP
vänstern	queda	vänster	quedar	N;NOM;DEF;MASC+FEM;SG	V
vädret	♫	vädre	♫	N;NOM;DEF;NEUT;SG	PROPN
vädret	do	vädre	do	N;NOM;DEF;NEUT;SG	PROPN
vädret	este	vädre	este	N;NOM;DEF;NEUT;SG	DET
vädret	ben	vädre	ben	N;NOM;DEF;NEUT;SG	ADV
event	de	event	de	N;NOM;INDF;NEUT;SG	ADP
tillämpningar	para	tillämpning	para	N;NOM;INDF;MASC+FEM;PL	ADP
emellanåt	cando	emellanåt	cando	ADV	PRO
rolls	e	rolls	e	N;NOM;INDF;MASC+FEM;SG	CONJ
coral	de	coral	de	V;IMP;FIN;ACT	ADP
coral	coral	coral	coral	V;IMP;FIN;ACT	N
semester	de	semest	de	N;NOM;INDF;MASC+FEM;SG	ADP
peugeot	peugeot	peugeot	peugeot	N;NOM;INDF;MASC+FEM;SG	PROPN
våldsam	violencia	våldsam	violencia	ADJ;NOM;INDF;MASC+FEM;SG	N
attackerade	atacado	attackera	atacar	ADJ;NOM;PL;PST;V.PTCP	V
komplicerad	complexo	komplicerad	complexo	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N
komplicerad	complexas	komplicerad	complexo	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N
komplicerad	complexos	komplicerad	complexo	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N
komplicerad	complicado	komplicerad	complicar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
komplicerad	complexas	komplicerad	complexo	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N
komplicerad	complicadas	komplicerad	complicar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
satser	de	sats	de	N;NOM;INDF;MASC+FEM;PL	ADP
berättat	díxenlle	berätta	díxenlle	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	PROPN
berättat	que	berätta	que	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	PRO
berättat	díxome	berätta	díxome	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
berättat	dixo	berätta	dicir	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
berättat	dixen	berätta	dixir	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
slim	slim	slim	slim	N	PROPN
lead	conducir	lead	conducir	N;NOM;INDF;MASC+FEM;SG	V
lead	levar	lead	levar	N;NOM;INDF;MASC+FEM;SG	V
lead	a	lead	o	N;NOM;INDF;MASC+FEM;SG	DET
lead	até	lead	até	N;NOM;INDF;MASC+FEM;SG	ADV
skärmen	da	skärm	da	N;NOM;DEF;MASC+FEM;SG	V
skärmen	ecrán	skärm	ecrán	N;NOM;DEF;MASC+FEM;SG	V
paradiset	o	paradis	o	N;NOM;DEF;NEUT;SG	DET
motståndsrörelsen	a	motståndsrörelse	o	N;NOM;DEF;MASC+FEM;SG	DET
missat	de	missat	de	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADP
missat	menos	missat	menos	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADV
kooperativa	cooperativas	kooperativ	cooperativa	ADJ;NOM;PL	N
kooperativa	cooperativa	kooperativ	cooperativa	ADJ;NOM;PL	N
kooperativa	dos	kooperativ	dos	ADJ;NOM;PL	PROPN
kritiskt	crítica	kritisk	crítica	ADJ;NOM;INDF;NEUT;SG	N
sat	eu	sit	eu	V;IMP;FIN;ACT	PRO
sat	sentei	sit	sentir	V;IMP;FIN;ACT	ADV
sat	senteime	sit	senteime	V;IMP;FIN;ACT	PROPN
sat	onda	sit	onda	V;IMP;FIN;ACT	N
byxor	no	byxa	no	N;NOM;INDF;MASC+FEM;PL	V
byxor	os	byxa	o	N;NOM;INDF;MASC+FEM;PL	DET
anmäla	informe	anmäla	informe	V;IMP;FIN;ACT	N
anmäla	información	anmäla	información	V;IMP;FIN;ACT	N
smalt	estreito	smal	estreito	ADJ;NOM;INDF;NEUT;SG	N
ruin	a	ruin	o	N;NOM;INDF;MASC+FEM;SG	DET
peka	momento	peka	momento	V;IMP;FIN;ACT	N
peka	punto	peka	punto	V;IMP;FIN;ACT	N
kontakta	contacto	kontakta	contacto	V;IMP;FIN;ACT	N
kontakta	en	kontakta	en	V;IMP;FIN;ACT	ADP
kontakta	con	kontakta	con	V;IMP;FIN;ACT	ADP
rome	roma	rome	roma	PROPN;NOM	PROPN
argyll	argyll	argyll	argyll	PROPN;NOM	PROPN
föreslå	que	föreslå	que	V;IMP;FIN;ACT	PRO
ringer	a	ringa	o	V;IND;PRS;FIN;ACT	DET
ringer	por	ringa	por	V;IND;PRS;FIN;ACT	ADP
skyldiga	culpábeis	skyldig	culpábel	ADJ;NOM;PL	N
scotland	escocia	scotland	escocia	N;NOM;INDF;MASC+FEM;SG	PROPN
kalk	cal	kalk	cal	N;NOM;INDF;MASC+FEM;SG	PRO
kalk	lima	kalk	lima	N;NOM;INDF;MASC+FEM;SG	PROPN
sad	triste	sad	triste		ADJ
sad	tristes	sad	triste		N
grodor	ras	groda	ras	N;NOM;INDF;MASC+FEM;PL	PROPN
kuwait	kuwait	kuwa	kuwait	PROPN;NOM	PROPN
middag	cear	middag	cear	N;NOM;INDF;MASC+FEM;SG	V
middag	a	middag	o	N;NOM;INDF;MASC+FEM;SG	DET
insidan	dentro	insida	dentro	N;NOM;DEF;MASC+FEM;SG	ADV
insidan	interior	insida	interior	N;NOM;DEF;MASC+FEM;SG	ADJ
framsidan	diante	framsida	diante	N;NOM;DEF;MASC+FEM;SG	ADV
förbjuden	prohibido	förbjuden	prohibir	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
förbjuden	prohibidas	förbjuden	prohibir	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
kära	querido	kära	querer	N;NOM;INDF;MASC+FEM;SG	V
kära	querida	kära	querer	N;NOM;INDF;MASC+FEM;SG	V
kopplat	acoplados	koppla	acoplar	N;NOM;INDF;NEUT;SG	V
bonnet	bonnet	bonn	bonnet	N;NOM;DEF;NEUT;SG	PROPN
butiken	de	butik	de	N;NOM;DEF;MASC+FEM;SG	ADP
butiken	mae	butik	mae	N;NOM;DEF;MASC+FEM;SG	PROPN
butiken	choio	butik	choio	N;NOM;DEF;MASC+FEM;SG	ADV
butiken	almacenar	butik	almacenar	N;NOM;DEF;MASC+FEM;SG	V
löpning	correr	löpning	correr	N;NOM;INDF;MASC+FEM;SG	V
löpning	correndo	löpning	correr	N;NOM;INDF;MASC+FEM;SG	V
löpning	a	löpning	o	N;NOM;INDF;MASC+FEM;SG	DET
kollar	o	kolla	o	V;IND;PRS;FIN;ACT	DET
konstruerad	deseñados	konstruerad	deseñar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
konstruerad	para	konstruerad	para	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADP
konstruerad	deseñadas	konstruerad	deseñar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
konstruerad	deseñado	konstruerad	deseñar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
konstruerad	deseñamos	konstruerad	deseñar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
abstrakt	abstracta	abstrakt	abstractar	ADJ;NOM;INDF;MASC+FEM;SG	N
bryr	lle	bryra	lle	V;IMP;FIN;ACT	PRO
bryr	máis	bryra	máis	V;IMP;FIN;ACT	ADV
bryr	igual	bryra	igual	V;IMP;FIN;ACT	ADV
bryr	me	bryra	me	V;IMP;FIN;ACT	PRO
beskrivna	descrito	beskriva	descrito	ADJ;NOM;PL;PST;V.PTCP	V
upplevelse	experimentar	upplevelse	experimentar	N;NOM;INDF;MASC+FEM;SG	V
upplevelse	experimentan	upplevelse	experimentar	N;NOM;INDF;MASC+FEM;SG	V
eviga	eterna	evig	eterno	ADJ;NOM;PL	N
strida	contra	strida	contra	V;IMP;NFIN;ACT	ADP
strida	loita	strida	loita	V;IMP;NFIN;ACT	N
choklad	chocolate	chokla	chocolate	N;NOM;INDF;MASC+FEM;SG	PROPN
avsaknad	falta	avsakna	falta	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N
avsaknad	de	avsakna	de	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADP
avsaknad	carecen	avsakna	carecer	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
rochester	rochester	rochest	rochester	N;NOM;INDF;MASC+FEM;PL	PROPN
delaktig	involucrado	delaktig	involucrar	ADJ;NOM;INDF;MASC+FEM;SG	V
delaktig	que	delaktig	que	ADJ;NOM;INDF;MASC+FEM;SG	PRO
delaktig	implicado	delaktig	implicar	ADJ;NOM;INDF;MASC+FEM;SG	V
delaktig	involucrada	delaktig	involucrar	ADJ;NOM;INDF;MASC+FEM;SG	V
avlidna	falecido	avliden	falecer	ADJ;NOM;PL;PST;V.PTCP	V
medvetna	consciencia	medveten	consciencia	ADJ;NOM;PL	N
involverad	involucrado	involverad	involucrar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
involverad	que	involverad	que	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	PRO
involverad	implicado	involverad	implicar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
involverad	involucrada	involverad	involucrar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
fester	dos	fest	dos	N;NOM;INDF;MASC+FEM;PL	PROPN
tacka	grazas	tacka	graza	V;IMP;FIN;ACT	N
tacka	moitas	tacka	moito	V;IMP;FIN;ACT	DET
tacka	gracias	tacka	gracia	V;IMP;FIN;ACT	N
vogel	vogel	vogel	vogel	N;NOM;INDF;MASC+FEM;SG	PROPN
lyser	fluorescente	lysa	fluorescente	V;IND;PRS;FIN;ACT	ADJ
överlever	supervivintes	överleva	supervivinte	V;IND;PRS;FIN;ACT	N
överlever	á	överleva	á	V;IND;PRS;FIN;ACT	N
överlever	sobreviva	överleva	sobrevivo	V;IND;PRS;FIN;ACT	N
överlever	humano	överleva	humano	V;IND;PRS;FIN;ACT	ADJ
riktat	dirixida	riktad	dirixir	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
riktat	obxectivo	riktad	obxectivo	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N
kustnära	costeiras	kustnär	costeiro	ADJ;NOM;PL	N
kustnära	costa	kustnär	costa	ADJ;NOM;PL	N
livsstil	de	livsstil	de	N;NOM;INDF;MASC+FEM;SG	ADP
mack	mackie	mack	mackie	N;NOM;INDF;MASC+FEM;SG	PROPN
mack	mack	mack	mack	N;NOM;INDF;MASC+FEM;SG	PROPN
heder	de	heda	de	N;NOM;INDF;MASC+FEM;SG	ADP
heder	súa	heda	seu	N;NOM;INDF;MASC+FEM;SG	DET
vietnamesiska	vietnamita	vietnamesisk	vietnamita	ADJ;NOM;PL	N
vietnamesiska	vietnamitas	vietnamesisk	vietnamita	ADJ;NOM;PL	N
vietnamesiska	vietnam	vietnamesisk	vietnam	ADJ;NOM;PL	PROPN
bärande	de	bärande	de	ADJ;NOM;PRS;V.PTCP	ADP
bärande	levamos	bärande	levar	ADJ;NOM;PRS;V.PTCP	V
bärande	levaba	bärande	levar	ADJ;NOM;PRS;V.PTCP	V
bärande	leva	bärande	levar	ADJ;NOM;PRS;V.PTCP	V
bärande	levar	bärande	levar	ADJ;NOM;PRS;V.PTCP	V
bärande	unha	bärande	un	ADJ;NOM;PRS;V.PTCP	DET
ggr	times	gå	time	N;NOM;INDF;NEUT;SG	PROPN
relativa	parente	relativa	parente	ADJ;NOM;PL	N
manual	manual	manual	manual	N;NOM;INDF;MASC+FEM;SG	ADJ
fyllda	de	fylld	de	ADJ;NOM;PL;PST;V.PTCP	ADP
fyllda	disecado	fylld	disecar	ADJ;NOM;PL;PST;V.PTCP	V
blank	brillante	blank	brillante	N;NOM;INDF;MASC+FEM;SG	ADJ
blank	brillantes	blank	brillante	N;NOM;INDF;MASC+FEM;SG	ADJ
einstein	einstein	einstein	einstein	N;NOM;INDF;MASC+FEM;SG	PROPN
jump	así	jump	así	N;NOM;INDF;NEUT;SG	ADV
jump	saltar	jump	saltar	N;NOM;INDF;NEUT;SG	V
jump	chimpa	jump	chimpa	N;NOM;INDF;NEUT;SG	PROPN
reagera	aos	reagera	aos	V;IMP;FIN;ACT	PROPN
reagera	ante	reagera	ante	V;IMP;FIN;ACT	ADP
reagera	reaccionei	reagera	reaccionar	V;IMP;FIN;ACT	PROPN
livslängd	da	livslängd	da	N;NOM;INDF;MASC+FEM;SG	V
isär	parte	isär	parte	ADV	N
isär	separados	isär	separar	ADV	ADJ
moe	moe	moe	moe	PROPN;NOM	PROPN
rensa	claro	rensa	claro	V;IMP;FIN;ACT	ADJ
rensa	clara	rensa	claro	V;IMP;FIN;ACT	ADJ
rensa	claras	rensa	claro	V;IMP;FIN;ACT	ADJ
blåser	golpes	blåsa	golpe	V;IND;PRS;FIN;ACT	N
blåser	o	blåsa	o	V;IND;PRS;FIN;ACT	DET
spegel	o	spegel	o	N;NOM;INDF;MASC+FEM;SG	DET
brain	cerebral	brain	cerebral	N;NOM;INDF;MASC+FEM;SG	ADJ
benet	unha	ben	un	N;NOM;DEF;NEUT;SG	DET
doc	doc	doc	doc	N;NOM;INDF;NEUT;SG	PROPN
avfall	perder	avfall	perder	N;NOM;INDF;NEUT;SG	V
märkta	marcados	märka	marcar	ADJ;NOM;PL;PST;V.PTCP	V
uppmuntra	e	uppmuntra	e	V;IMP;FIN;ACT	CONJ
mcgregor	macgregor	mcgregor	macgregor	PROPN;NOM	PROPN
potentiella	potencial	potentiell	potencial	ADJ;NOM;PL	N
igår	onte	igå	onte	N;NOM;INDF;MASC+FEM;SG	ADV
kommunister	os	kommunist	o	N;NOM;INDF;MASC+FEM;PL	DET
rekommenderar	que	rekommenderar	que	V;IND;PRS;FIN;ACT	PRO
katolik	catholic	katolik	catholic	ADJ;NOM;INDF;MASC+FEM;SG	PROPN
klinisk	clínicos	klinisk	clínico	N;NOM;INDF;MASC+FEM;SG	ADJ
klinisk	clínicas	klinisk	clínico	N;NOM;INDF;MASC+FEM;SG	ADJ
klinisk	clínico	klinisk	clínico	N;NOM;INDF;MASC+FEM;SG	ADJ
skjuten	disparou	skjuta	disparar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
reformen	reformatorio	reform	reformatorio	N;NOM;DEF;MASC+FEM;SG	ADJ
musse	mickey	musse	mickey	PROPN;NOM	PROPN
musse	micky	musse	micky	PROPN;NOM	PROPN
textilier	téxtil	textilie	téxtil	N;NOM;INDF;MASC+FEM;PL	ADJ
sjuksköterska	enfermeira	sjuksköterska	enfermeiro	N;NOM;INDF;MASC+FEM;SG	ADJ
inrikes	doméstica	inrikes	doméstico	N;NOM;INDF;NEUT;SG	ADJ
vetenskapsman	científico	vetenskapsman	científico	N;NOM;INDF;MASC+FEM;SG	ADJ
vetenskapsman	científicos	vetenskapsman	científico	N;NOM;INDF;MASC+FEM;SG	ADJ
vetenskapsman	científica	vetenskapsman	científico	N;NOM;INDF;MASC+FEM;SG	ADJ
kombinerat	combinados	kombinera	combinar	N;NOM;INDF;NEUT;SG	V
kombinerat	combinadas	kombinera	combinar	N;NOM;INDF;NEUT;SG	V
kombinerat	deben	kombinera	deber	N;NOM;INDF;NEUT;SG	V
kombinerat	as	kombinera	o	N;NOM;INDF;NEUT;SG	DET
ryssar	os	ryss	o	N;NOM;INDF;MASC+FEM;PL	DET
bomull	de	bomull	de	N;NOM;INDF;MASC+FEM;SG	ADP
övervaka	monitor	övervaka	monitor	V;IMP;FIN;ACT	N
chefer	encargados	chef	encargar	N;NOM;INDF;MASC+FEM;PL	V
överföring	transferir	överföring	transferir	N;NOM;INDF;MASC+FEM;SG	V
lagstiftningen	a	lagstiftning	o	N;NOM;DEF;MASC+FEM;SG	DET
present	regalo	present	regalo	N;NOM;INDF;MASC+FEM;SG	PROPN
present	presentar	present	presentar	N;NOM;INDF;MASC+FEM;SG	V
present	actual	present	actual	N;NOM;INDF;MASC+FEM;SG	ADJ
present	presente	present	presente	N;NOM;INDF;MASC+FEM;SG	ADJ
present	presentes	present	presente	N;NOM;INDF;MASC+FEM;SG	ADJ
realistiska	realistas	realistisk	realista	ADJ;NOM;PL	N
avliden	falecido	avlid	falecer	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
inneha	o	inneha	o	V;IMP;FIN;ACT	DET
mäster	mestre	mästa	mestre	PROPN;NOM	N
mäster	máster	mästa	máster	PROPN;NOM	N
mäster	dono	mästa	dono	PROPN;NOM	N
mäster	o	mästa	o	PROPN;NOM	DET
mäster	propietario	mästa	propietario	PROPN;NOM	N
mäster	patrón	mästa	patrón	PROPN;NOM	N
mäster	señor	mästa	señor	PROPN;NOM	N
internationale	o	international	o	N;NOM;INDF;MASC+FEM;SG	DET
giants	xigantes	giant	xigante	N;GEN;INDF;MASC+FEM;SG	ADJ
fästa	prendedor	fästa	prendedor	V;IMP;FIN;ACT	N
dödlig	pecados	dödlig	pecar	ADJ;NOM;INDF;MASC+FEM;SG	N
fjällen	lorenzo	fjälle	lorenzo	N;NOM;DEF;MASC+FEM;SG	PROPN
omsorg	importa	omsorg	importar	N;NOM;INDF;MASC+FEM;SG	V
omsorg	igual	omsorg	igual	N;NOM;INDF;MASC+FEM;SG	ADV
omsorg	me	omsorg	me	N;NOM;INDF;MASC+FEM;SG	PRO
batteri	batería	batteri	bater	N;NOM;INDF;NEUT;SG	V
vågar	se	våga	se	V;IND;PRS;FIN;ACT	CONJ
vågar	a	våga	o	V;IND;PRS;FIN;ACT	DET
rikedom	coa	rikedom	coar	N;NOM;INDF;MASC+FEM;SG	V
cotton	de	cotton	de	N;NOM;INDF;MASC+FEM;SG	ADP
abstrakta	abstracta	abstrakt	abstractar	ADJ;NOM;PL	N
sova	sono	sova	sono	V;IMP;FIN;ACT	N
sova	durme	sova	durme	V;IMP;FIN;ACT	N
sova	somníferos	sova	somnífer	V;IMP;FIN;ACT	N
strävar	por	sträva	por	V;IND;PRS;FIN;ACT	ADP
betalt	pagar	betala	pagar	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
betalt	pagou	betala	pagar	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
känslan	sentir	känslan	sentir	N;NOM;DEF;MASC+FEM;SG	V
erbjudande	tratar	erbjudande	tratar	ADJ;NOM;PRS;V.PTCP	V
erbjudande	negocio	erbjudande	negocio	ADJ;NOM;PRS;V.PTCP	N
erbjudande	trato	erbjudande	trato	ADJ;NOM;PRS;V.PTCP	N
erbjudande	oferta	erbjudande	oferta	ADJ;NOM;PRS;V.PTCP	N
erbjudande	ofrecer	erbjudande	ofrecer	ADJ;NOM;PRS;V.PTCP	V
erbjudande	lle	erbjudande	lle	ADJ;NOM;PRS;V.PTCP	PRO
erbjudande	unha	erbjudande	un	ADJ;NOM;PRS;V.PTCP	DET
cynthia	cynthia	cynthia	cynthia	PROPN;NOM	N
mobil	móbil	mobil	móbil	N;NOM;INDF;MASC+FEM;SG	ADJ
jordbrukare	labregos	jordbrukare	labrego	N;NOM;INDF;MASC+FEM;PL	ADJ
regelbunden	regularmente	regelbund	regular	N;NOM;INDF;MASC+FEM;SG	ADV
regelbunden	normal	regelbund	normal	N;NOM;INDF;MASC+FEM;SG	ADJ
regelbunden	típica	regelbund	típico	N;NOM;INDF;MASC+FEM;SG	ADJ
regelbunden	de	regelbund	de	N;NOM;INDF;MASC+FEM;SG	ADP
regelbunden	regular	regelbund	regular	N;NOM;INDF;MASC+FEM;SG	V
döende	morren	döende	morrer	ADJ;NOM;PRS;V.PTCP	V
döende	morte	döende	morte	ADJ;NOM;PRS;V.PTCP	N
döende	morrendo	döende	morrer	ADJ;NOM;PRS;V.PTCP	V
döende	morrer	döende	morrer	ADJ;NOM;PRS;V.PTCP	V
döende	moribundos	döende	moribundo	ADJ;NOM;PRS;V.PTCP	N
döende	por	döende	por	ADJ;NOM;PRS;V.PTCP	ADP
spåra	pista	spåra	pistar	V;NFIN;ACT	N
spåra	track	spåra	track	V;NFIN;ACT	PROPN
spåra	camiño	spåra	camiño	V;NFIN;ACT	N
spåra	rastro	spåra	rastro	V;NFIN;ACT	N
spåra	cambios	spåra	cambio	V;NFIN;ACT	N
spåra	hipódromo	spåra	hipódromo	V;NFIN;ACT	N
spåra	a	spåra	o	V;NFIN;ACT	DET
spåra	rastro	spåra	rastro	V;NFIN;ACT	N
nicke	george	nicke	george	PROPN;NOM	PROPN
nicke	xurxo	nicke	xurxo	PROPN;NOM	N
laurie	laurie	laurie	laurie	PROPN;NOM	PROPN
spannmål	gran	spannmål	gran	N;NOM;INDF;NEUT;SG	ADJ
kliniken	clínica	klinik	clínico	N;NOM;DEF;MASC+FEM;SG	ADJ
marknadsföra	a	marknadsföra	o	V;IMP;FIN;ACT	DET
värdshus	inn	värdshus	inn	N;NOM;INDF;NEUT;SG	PROPN
värdshus	hotel	värdshus	hotel	N;NOM;INDF;NEUT;SG	PROPN
skärm	da	skärm	da	N;NOM;INDF;MASC+FEM;SG	V
skärm	ecrán	skärm	ecrán	N;NOM;INDF;MASC+FEM;SG	V
vetenskapsmän	científicos	vetenskapsman	científico	N;NOM;INDF;MASC+FEM;SG	ADJ
vetenskapsmän	os	vetenskapsman	o	N;NOM;INDF;MASC+FEM;SG	DET
bränna	queimade	bränna	queimade	V;IMP;FIN;ACT	N
graves	foxas	grav	foxa	PROPN;NOM	N
graves	comúns	grav	común	PROPN;NOM	ADJ
graves	tumbas	grav	tumba	PROPN;NOM	N
fjärdedel	cuarto	fjärdedel	cuarto	N;NOM;INDF;MASC+FEM;SG	ADJ
sjungit	canta	sjunga	canta	V;V.CVB;ACT	N
sjungit	que	sjunga	que	V;V.CVB;ACT	PRO
givna	lle	givna	lle	ADJ;NOM;PL;PST;V.PTCP	PRO
givna	a	givna	o	ADJ;NOM;PL;PST;V.PTCP	DET
givna	dado	givna	dar	ADJ;NOM;PL;PST;V.PTCP	V
givna	se	givna	se	ADJ;NOM;PL;PST;V.PTCP	CONJ
nyheterna	novas	nyhet	novo	N;NOM;DEF;MASC+FEM;PL	ADJ
whisky	güisqui	whisky	güisqui	N;NOM;INDF;MASC+FEM;SG	PROPN
textil	téxtil	textil	téxtil	N;NOM;INDF;MASC+FEM;SG	ADJ
sheriff	shérif	sheriff	shérif	N;NOM;INDF;MASC+FEM;SG	PROPN
handfull	unha	handfull	un	N;NOM;INDF;MASC+FEM;SG	DET
förutsatt	cama	förutsatt	cama	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N
förutsatt	ofrecía	förutsatt	ofrecer	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
påbörja	a	påbörja	o	V;IMP;FIN;ACT	DET
säkerheten	de	säkerhet	de	N;NOM;DEF;MASC+FEM;SG	ADP
hanoi	hanoi	hanoi	hanol	N;NOM;INDF;NEUT;SG	PROPN
revolutionär	revolucionario	revolutionär	revolucionario	ADJ;NOM;INDF;MASC+FEM;SG	N
vertikala	verticais	vertikal	vertical	ADJ;NOM;PL	N
vertikala	vertical	vertikal	vertical	ADJ;NOM;PL	N
attityd	pensas	attityd	pensar	N;NOM;INDF;MASC+FEM;SG	V
reach	collo	reach	collo	N;NOM;INDF;NEUT;SG	V
reach	acadar	reach	acadar	N;NOM;INDF;NEUT;SG	V
reach	chegar	reach	chegar	N;NOM;INDF;NEUT;SG	V
reach	ao	reach	ao	N;NOM;INDF;NEUT;SG	PROPN
reach	a	reach	o	N;NOM;INDF;NEUT;SG	DET
lyckan	a	lycka	o	N;NOM;DEF;MASC+FEM;SG	DET
användbart	para	användbar	para	ADJ;NOM;INDF;NEUT;SG	ADP
bet	pouco	bet	pouco	V;IMP;FIN;ACT	ADV
bet	chisco	bet	chisco	V;IMP;FIN;ACT	N
bet	algo	bet	algo	V;IMP;FIN;ACT	PRO
bet	un	bet	un	V;IMP;FIN;ACT	DET
bet	a	bet	o	V;IMP;FIN;ACT	DET
bet	aposto	bet	aposto	V;IMP;FIN;ACT	N
bet	que	bet	que	V;IMP;FIN;ACT	PRO
bet	seguro	bet	seguro	V;IMP;FIN;ACT	N
påbörjat	a	påbörja	o	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	DET
påbörjat	comezaron	påbörja	comezar	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
närmsta	máis	nära	máis	ADJ;NOM;DEF;RL	ADV
matlagning	cociñar	matlagning	cociñar	N;NOM;INDF;MASC+FEM;SG	V
matlagning	cociñando	matlagning	cociñar	N;NOM;INDF;MASC+FEM;SG	V
stigande	aumento	stiga	aumento	ADJ;NOM;PRS;V.PTCP	N
fläck	sobre	fläck	sobre	N;NOM;INDF;MASC+FEM;SG	ADP
fäst	prendedor	fäst	prendedor	V;IMP;FIN;ACT	N
direktören	director	direktör	director	N;NOM;DEF;MASC+FEM;SG	ADJ
direktören	de	direktör	de	N;NOM;DEF;MASC+FEM;SG	ADP
fed	farto	fed	farto	PROPN;NOM	N
fed	de	fed	de	PROPN;NOM	ADP
fed	alimentado	fed	alimentar	PROPN;NOM	V
existerat	existiu	existera	existir	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
peggy	peggy	peggy	peggy	PROPN;NOM	PROPN
byrån	de	byrån	de	N;NOM;DEF;MASC+FEM;SG	ADP
lycklig	feliz	lycklig	feliz	ADJ;NOM;INDF;MASC+FEM;SG	N
lycklig	contento	lycklig	contento	ADJ;NOM;INDF;MASC+FEM;SG	ADV
lycklig	felices	lycklig	felice	ADJ;NOM;INDF;MASC+FEM;SG	N
lycklig	contenta	lycklig	contentar	ADJ;NOM;INDF;MASC+FEM;SG	V
tillfångatagna	capturado	tillfångatagen	capturado	ADJ;NOM;PL;PST;V.PTCP	V
tillfångatagna	capturados	tillfångatagen	capturar	ADJ;NOM;PL;PST;V.PTCP	V
tillfångatagna	prisioneiro	tillfångatagen	prisioneiro	ADJ;NOM;PL;PST;V.PTCP	N
twenty	20	twenty	20	N;NOM;INDF;NEUT;SG	NUM
skickat	a	skicka	o	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	DET
skickat	enviou	skicka	enviar	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
skickat	mandou	skicka	mandar	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
android	android	android	android	N;NOM;INDF;MASC+FEM;SG	PROPN
lärande	aprender	lärande	aprender	N;NOM;INDF;NEUT;SG	V
lärande	aprendendo	lärande	aprender	N;NOM;INDF;NEUT;SG	V
lärande	a	lärande	o	N;NOM;INDF;NEUT;SG	DET
risker	en	risk	en	N;NOM;INDF;MASC+FEM;PL	ADP
risker	arriscar	risk	arriscar	N;NOM;INDF;MASC+FEM;PL	V
stoppade	parei	stoppa	parei	ADJ;NOM;PL;PST;V.PTCP	V
stoppade	de	stoppa	de	ADJ;NOM;PL;PST;V.PTCP	ADP
stoppade	parou	stoppa	parar	ADJ;NOM;PL;PST;V.PTCP	V
stoppade	detívose	stoppa	detívose	ADJ;NOM;PL;PST;V.PTCP	V
stoppade	paramos	stoppa	parar	ADJ;NOM;PL;PST;V.PTCP	V
care	importa	care	importar	N;NOM;INDF;MASC+FEM;SG	V
