til	per	til	per	ADV	ADP
generelt	generali	generel	generale	ADV	N;MASC;PL
generelt	general	generel	general	ADV	N;FEM;SG
generelt	generale	generel	generale	ADV	ADJ;SG
generelt	generalità	generel	generalità	ADV	N;FEM
romerske	roman	romersk	roman	ADJ;PL	N;MASC;SG
romerske	romana	romersk	romano	ADJ;PL	ADJ;FEM;SG
romerske	romano	romersk	romano	ADJ;PL	ADJ;MASC;SG
lod	lod	lade	lod	V;IND;PST;FIN;ACT	N;SG
olsen	olsen	olse	olsen	PROPN	N;MASC
skov	boschi	skov	bosco	N;INDF;MASC+FEM;SG	N;MASC;PL
skov	foreste	skov	foresta	N;INDF;MASC+FEM;SG	N;FEM;PL
skov	foreste	skov	foresta	N;INDF;MASC+FEM;SG	N;FEM;PL
skov	boschi	skov	bosco	N;INDF;MASC+FEM;SG	N;MASC;PL
forslag	proposta	forslag	proposta	N;INDF;NEUT;PL	N;FEM;SG
forslag	suggestione	forslag	suggestione	N;INDF;NEUT;PL	N;FEM;SG
forslag	suggerimento	forslag	suggerimento	N;INDF;NEUT;PL	N;MASC;SG
gud	god	gud	god	N;INDF;MASC+FEM;SG	
stat	stato	stat	essere	N;INDF;MASC+FEM;SG	V;MASC;SG;PST;V.PTCP
ændret	cambiati	ændre	cambiare	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
ændret	modificate	ændre	modificare	V;INDF;SG;PST;V.PTCP	V;PL;PST;V.PTCP
ændret	modificati	ændre	modificare	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
bor	vivi	bo	vivo	V;IND;PRS;FIN;ACT	ADJ;MASC;PL
bor	live	bo	live	V;IND;PRS;FIN;ACT	N;MASC
bor	trapano	bo	trapano	V;IND;PRS;FIN;ACT	N;MASC;SG
bor	trivella	bo	trivella	V;IND;PRS;FIN;ACT	N;FEM;SG
bor	esercitazione	bo	esercitazione	V;IND;PRS;FIN;ACT	N;FEM;SG
bor	boro	bo	boro	V;IND;PRS;FIN;ACT	N;MASC;SG
allierede	alleati	alliere	alleato	V;PL;PST;V.PTCP	N;MASC;PL
allierede	allied	alliere	allied	V;PL;PST;V.PTCP	N
allierede	alleata	alliere	alleato	V;PL;PST;V.PTCP	N;FEM;SG
allierede	alleate	alliere	alleato	V;PL;PST;V.PTCP	N;FEM;PL
allierede	alleato	alliere	alleato	V;PL;PST;V.PTCP	N;MASC;SG
allierede	alleati	alliere	alleato	V;PL;PST;V.PTCP	N;MASC;PL
allierede	alleati	alliere	alleato	V;PL;PST;V.PTCP	N;MASC;PL
allierede	alleata	alliere	alleato	V;PL;PST;V.PTCP	N;FEM;SG
allierede	ally	alliere	ally	V;PL;PST;V.PTCP	N;FEM
allierede	alleato	alliere	alleato	V;PL;PST;V.PTCP	N;MASC;SG
vigtig	importanti	vigtig	importante	ADJ;INDF;MASC+FEM;SG	ADJ;PL
schweiz	svizzera	schweiz	svizzero		ADJ;FEM;SG
schweiz	svizzero	schweiz	svizzero		ADJ;MASC;SG
schweiz	swiss	schweiz	swiss		N
schweiz	svizzeri	schweiz	svizzero		N;MASC;PL
tilsvarende	corrispondente	tilsvarende	corrispondere	ADJ	V;SG;PRS;V.PTCP
tilsvarende	similmente	tilsvarende	similmente	ADJ	ADV
tilsvarende	analogamente	tilsvarende	analogamente	ADJ	ADV
spørgsmål	domanda	spørgsmål	domanda	N;INDF;NEUT;PL	N;FEM;SG
spørgsmål	interrogazione	spørgsmål	interrogazione	N;INDF;NEUT;PL	N;FEM;SG
udbredt	diffuse	udbrede	diffondere	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
udbredt	diffusi	udbrede	diffondere	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
udbredt	prevalente	udbrede	prevalente	V;INDF;SG;PST;V.PTCP	ADJ;SG
udbredt	prevalenti	udbrede	prevalente	V;INDF;SG;PST;V.PTCP	ADJ;PL
harry	enrico	harry	enrico		N;MASC;SG
harry	harry	harry	harry		N;MASC
kristne	cristiani	kristen	cristiano	ADJ;PL	N;MASC;PL
inde	inside	inde	insido	ADV	N;MASC;SG
caps	tappi	caps	tappo	N;INDF;NEUT;SG	N;MASC;PL
caps	berretti	caps	berretto	N;INDF;NEUT;SG	N;MASC;PL
begynder	inizio	begynde	inizio	V;IND;PRS;FIN;ACT	N;MASC;SG
tab	perdite	tab	perdita	N;INDF;NEUT;SG	N;FEM;PL
tab	perdite	tab	perdita	N;INDF;NEUT;SG	N;FEM;PL
louis	luigi	louis	luigi		N;MASC;SG
udviklede	sviluppata	udvikle	sviluppare	V;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
udviklede	sviluppato	udvikle	sviluppare	V;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
udviklede	evoluto	udvikle	evolvere	V;PL;PST;V.PTCP	ADJ;MASC;SG
udviklede	evoluti	udvikle	evolvere	V;PL;PST;V.PTCP	ADJ;MASC;PL
udviklede	evoluta	udvikle	evoluto	V;PL;PST;V.PTCP	ADJ;FEM;SG
fandtes	esisteva	fande	esistere	V;IND;PRS;FIN;PASS	V;IND;SG;3;IPFV;FIN
fandtes	esistiti	fande	esistere	V;IND;PRS;FIN;PASS	V;MASC;PL;PST;V.PTCP
fandtes	esistevano	fande	esistere	V;IND;PRS;FIN;PASS	V;IND;PL;3;IPFV;FIN
fandtes	esistito	fande	esistere	V;IND;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
højt	alte	høj	alto	ADJ;INDF;NEUT;SG	ADJ;FEM;PL
højt	high	høj	high	ADJ;INDF;NEUT;SG	N
best	migliore	best	migliore		ADJ;CMPR;SG
best	migliori	best	migliore		ADJ;CMPR;PL
best	meglio	best	meglio		ADV
best	best	best	best		N
skabt	create	skabe	creare	V;INDF;SG;PST;V.PTCP	V;PL;PST;V.PTCP
skabt	creati	skabe	creare	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
nov	nov	nov	nov		N;MASC
slag	soffia	slag	soffiare	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
slag	pugni	slag	pugno	N;INDF;NEUT;SG	N;MASC;PL
slag	schiaffi	slag	schiaffo	N;INDF;NEUT;SG	N;MASC;PL
status	stato	status	essere	N;INDF;MASC+FEM;SG	V;MASC;SG;PST;V.PTCP
jean	jean	jean	jean		N;MASC;SG
tom	svuota	tom	svuota		V;IMP;SG;2;PRS;FIN
tom	vuota	tom	vuoto		ADJ;FEM;SG
tom	vuoto	tom	vuoto		N;MASC;SG
tom	vuoti	tom	vuoto		N;MASC;PL
tom	tom	tom	tom		N
udført	esportati	udføre	esportare	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
udført	esportate	udføre	esportare	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
udført	eseguiti	udføre	eseguire	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
tildelt	concessi	tildele	concedere	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
tildelt	concesse	tildele	concedere	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
tildelt	attribuite	tildele	attribuire	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
tildelt	attribuiti	tildele	attribuire	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
tildelt	aggiudicati	tildele	aggiudicare	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
tildelt	assegnati	tildele	assegnare	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
tildelt	assegnate	tildele	assegnare	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
tildelt	assegnati	tildele	assegnare	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
tildelt	assegnate	tildele	assegnare	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
italiensk	italiani	italiensk	italiano	ADJ;INDF;SG	N;MASC;PL
græsk	greci	græsk	grecio	ADJ;INDF;SG	N;MASC;PL
goals	obiettivi	goals	obiettivo		N;MASC;PL
goals	gol	goals	gol		N;MASC
goals	obbiettivi	goals	obbiettivo		N;MASC;PL
våben	arma	våben	arma	N;INDF;NEUT;PL	N;FEM;SG
våben	fucile	våben	fucile	N;INDF;NEUT;PL	N;MASC;SG
våben	pistola	våben	pistola	N;INDF;NEUT;PL	N;FEM;SG
wien	wien	wien	wien	PROPN	PROPN
wien	vienna	wien	vienna	PROPN	N;FEM;SG
spor	tracce	spor	traccia	N;INDF;NEUT;SG	N;FEM;PL
spor	brani	spor	brano	N;INDF;NEUT;SG	N;MASC;PL
hertug	duchi	hertug	duchio	N;INDF;MASC+FEM;SG	N;MASC;PL
havet	oceani	hav	oceano	N;DEF;NEUT;SG	N;MASC;PL
klar	ready	klar	ready	ADJ;INDF;MASC+FEM;SG	N
klar	pronte	klar	pronto	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
klar	pronti	klar	pronto	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
west	occidentale	west	occidentale	N;INDF;MASC+FEM;SG	ADJ;SG
størrelse	dimensioni	størrelse	dimensione	N;INDF;MASC+FEM;SG	N;FEM;PL
rejste	viaggiato	rejse	viaggiare	V;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
penge	denaro	penge	denaro	N;INDF;MASC+FEM;PL	N;MASC;SG
lys	candele	lys	candela	N;INDF;NEUT;SG	N;FEM;PL
lys	leggero	lys	leggero	N;INDF;NEUT;SG	ADJ;MASC;SG
lys	leggeri	lys	leggero	N;INDF;NEUT;SG	ADJ;MASC;PL
lys	leggera	lys	leggero	N;INDF;NEUT;SG	ADJ;FEM;SG
lys	luci	lys	luce	N;INDF;NEUT;SG	N;FEM;PL
ekstra	extra	ekstra	extra	ADJ	N
hvilke	che	hvilken	che	PRO;PL	DET
stift	rigide	stiv	rigido	ADJ;INDF;NEUT;SG	ADJ;FEM;PL
stift	rigidi	stiv	rigido	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
stift	rigidità	stiv	rigidità	ADJ;INDF;NEUT;SG	N;FEM
stift	diocesi	stiv	diocesi	ADJ;INDF;NEUT;SG	N;FEM
åbnede	aperto	åbne	aperto	V;IND;PST;FIN;ACT	ADJ;MASC;SG
vejle	vejle	vejle	vejle	PROPN	N;MASC;SG
tekniske	tecnica	teknisk	tecnica	ADJ;PL	N;FEM;SG
tekniske	tecnico	teknisk	tecnico	ADJ;PL	ADJ;MASC;SG
fører	autista	føre	autista	V;IND;PRS;FIN;ACT	N;SG
fører	driver	føre	driver	V;IND;PRS;FIN;ACT	N;MASC
fører	conducente	føre	conducente	V;IND;PRS;FIN;ACT	N;SG
fører	guidatore	føre	guidatore	V;IND;PRS;FIN;ACT	N;MASC;SG
fører	fuhrer	føre	fuhrer	V;IND;PRS;FIN;ACT	N;MASC;SG
fører	führer	føre	führer	V;IND;PRS;FIN;ACT	N;MASC
spanske	spagnolo	spansk	spagnolo	ADJ;PL	ADJ;MASC;SG
spanske	spagnoli	spansk	spagnolo	ADJ;PL	N;MASC;PL
forældre	genitore	forælder	genitore	N;INDF;MASC+FEM;PL	N;MASC;SG
tabte	lost	tabe	lost	V;IND;PST;FIN;ACT	N
tabte	perduti	tabe	perduto	V;IND;PST;FIN;ACT	ADJ;MASC;PL
tabte	persi	tabe	perso	V;IND;PST;FIN;ACT	ADJ;MASC;PL
sten	pietre	sten	pietra	N;INDF;MASC+FEM;SG	N;FEM;PL
sten	pietre	sten	pietra	N;INDF;MASC+FEM;SG	N;FEM;PL
sten	rocce	sten	roccia	N;INDF;MASC+FEM;SG	N;FEM;PL
sten	scogli	sten	scogliere	N;INDF;MASC+FEM;SG	N;MASC;PL
sten	rocce	sten	roccia	N;INDF;MASC+FEM;SG	N;FEM;PL
folketinget	folketing	folketing	folketing	N;DEF;NEUT;SG	N;MASC;PL
professionel	professionisti	professionel	professionista	ADJ;INDF;MASC+FEM;SG	N;MASC;PL
professionel	professionista	professionel	professionista	ADJ;INDF;MASC+FEM;SG	N;SG
professionel	professional	professionel	professionale	ADJ;INDF;MASC+FEM;SG	N;MASC
australien	australia	australie	australia	PROPN	N;FEM;SG
sørensen	sørensen	sørense	strensen	PROPN	N;MASC;SG
lade	fienile	lade	fienile	V;NFIN;ACT	N;MASC;SG
lade	granaio	lade	granaio	V;NFIN;ACT	N;MASC;SG
lade	stalla	lade	stalla	V;NFIN;ACT	N;FEM;SG
stiftet	diocesi	stift	diocesi	V;INDF;SG;PST;V.PTCP	N;FEM
nordiske	nordico	nordisk	nordico	ADJ;PL	ADJ;MASC;SG
nordiske	nordic	nordisk	nordic	ADJ;PL	N;MASC
nordiske	nordica	nordisk	nordica	ADJ;PL	ADJ;FEM;SG
skriver	scriva	skrive	scrivere	V;IND;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
skriver	scrivi	skrive	scrivere	V;IND;PRS;FIN;ACT	V;IMP;SG;2;PRS;FIN
skriver	scrivete	skrive	scrivere	V;IND;PRS;FIN;ACT	V;IMP;PL;2;PRS;FIN
skriver	battitura	skrive	battitura	V;IND;PRS;FIN;ACT	N;FEM;SG
skriver	scrittura	skrive	scrittura	V;IND;PRS;FIN;ACT	N;FEM;SG
studier	studio	studi	studio	N;INDF;NEUT;PL	N;MASC;SG
studier	studia	studi	studiare	N;INDF;NEUT;PL	V;IND;SG;3;PRS;FIN
studier	studiare	studi	studiare	N;INDF;NEUT;PL	V;NFIN
sagde	said	sige	said	V;IND;PST;FIN;ACT	
hvid	white	hvid	white	ADJ;INDF;MASC+FEM;SG	N
hvid	bianchi	hvid	bianco	ADJ;INDF;MASC+FEM;SG	N;MASC;PL
hvid	bianche	hvid	bianco	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
private	privato	privat	privato	ADJ;PL	ADJ;MASC;SG
private	privata	privat	privato	ADJ;PL	ADJ;FEM;SG
private	soldato	privat	soldato	ADJ;PL	N;MASC;SG
ønsker	augurio	ønske	augurio	V;IND;PRS;FIN;ACT	N;MASC;SG
ønsker	desiderio	ønske	desiderio	V;IND;PRS;FIN;ACT	N;MASC;SG
ønsker	vuoi	ønske	volere	V;IND;PRS;FIN;ACT	V;IMP;SG;2;PRS;FIN
los	los	los	los	PROPN	PROPN
los	lince	los	linca	PROPN	N;FEM;SG
los	lynx	los	lynx	PROPN	N
besluttede	decisi	beslutte	decidere	V;IND;PST;FIN;ACT	ADJ;MASC;PL
trak	drew	trække	drew	V;IND;PST;FIN;ACT	N;MASC
ridder	cavalieri	ridder	cavaliere	N;INDF;MASC+FEM;SG	N;MASC;PL
ridder	ser	ridder	ser	N;INDF;MASC+FEM;SG	ADJ;SG
oprindelig	iniziale	oprindelig	iniziale	ADV	ADJ;SG
oprindelig	iniziali	oprindelig	iniziale	ADV	N;FEM;PL
oprindelig	originale	oprindelig	originale	ADV	ADJ;SG
oprindelig	original	oprindelig	original	ADV	N;SG
oprindelig	originali	oprindelig	originale	ADV	N;MASC;PL
flåde	flotte	flåde	flotta	N;INDF;MASC+FEM;SG	N;FEM;PL
sorte	neri	sort	nero	ADJ;PL	N;MASC;PL
sorte	nera	sort	nero	ADJ;PL	ADJ;FEM;SG
sorte	black	sort	black	ADJ;PL	N
sorte	nero	sort	nero	ADJ;PL	ADJ;MASC;SG
sorte	neri	sort	nero	ADJ;PL	N;MASC;PL
lee	lee	lee	leo		N
saint	santa	saint	santo		N;FEM;SG
vigtige	importante	vigtig	importante	ADJ;PL	ADJ;SG
angrebet	attaccare	angreb	attaccare	N;DEF;NEUT;SG	V;NFIN
angrebet	attaccati	angreb	attaccare	N;DEF;NEUT;SG	V;MASC;PL;PST;V.PTCP
angrebet	attaccato	angreb	attaccare	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP
journalist	giornalisti	journalist	giornalista	N;INDF;MASC+FEM;SG	N;MASC;PL
kvinde	femmine	kvinde	femmina	N;INDF;MASC+FEM;SG	N;FEM;PL
kvinde	femminile	kvinde	femminile	N;INDF;MASC+FEM;SG	ADJ;SG
henry	enrico	henry	enrico		N;MASC;SG
oplysninger	informazione	oplysning	informazione	N;INDF;MASC+FEM;PL	N;FEM;SG
oplysninger	data	oplysning	dare	N;INDF;MASC+FEM;PL	V;FEM;SG;PST;V.PTCP
besejrede	sconfitta	besejre	sconfitta	V;IND;PST;FIN;ACT	N;FEM;SG
intet	nothing	ingen	nothing	PRO;NEUT;SG	N
svært	hard	svær	hard	ADJ;INDF;NEUT;SG	N
svært	duri	svær	duro	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
svært	dura	svær	durare	ADJ;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
svært	difficili	svær	difficile	ADJ;INDF;NEUT;SG	ADJ;PL
energi	energie	energi	energia	N;INDF;MASC+FEM;SG	N;FEM;PL
line	riga	lin	riga		N;FEM;SG
line	linea	lin	linea		N;FEM;SG
græske	greco	græsk	greco	ADJ;PL	ADJ;MASC;SG
græske	greca	græsk	greca	ADJ;PL	ADJ;FEM;SG
græske	greci	græsk	grecio	ADJ;PL	N;MASC;PL
jord	suoli	jord	suolo	N;INDF;MASC+FEM;SG	N;MASC;PL
jord	terreni	jord	terreno	N;INDF;MASC+FEM;SG	N;MASC;PL
jord	terre	jord	terra	N;INDF;MASC+FEM;SG	N;FEM;PL
dig	voi	du	voi	PRO;ACC;MASC+FEM;SG;2	PRO;PL;2
enig	concordare	enig	concordare	ADJ;INDF;MASC+FEM;SG	V;NFIN
berømte	famosa	berømt	famoso	ADJ;PL	ADJ;FEM;SG
berømte	celebre	berømt	celebre	ADJ;PL	ADJ;SG
berømte	famoso	berømt	famoso	ADJ;PL	ADJ;MASC;SG
bad	doccia	bede	doccia	V;IND;PST;FIN;ACT	N;FEM;SG
bad	cattiva	bede	cattivo	V;IND;PST;FIN;ACT	ADJ;FEM;SG
bad	bad	bede	bad	V;IND;PST;FIN;ACT	N;SG
bad	pessimo	bede	pessimo	V;IND;PST;FIN;ACT	ADJ;MASC;SG
bad	cattivi	bede	cattivo	V;IND;PST;FIN;ACT	ADJ;MASC;PL
bad	male	bede	male	V;IND;PST;FIN;ACT	ADV
bad	cattivo	bede	cattivo	V;IND;PST;FIN;ACT	ADJ;MASC;SG
bad	bagno	bede	bagno	V;IND;PST;FIN;ACT	N;MASC;SG
star	stella	star	stella		N;FEM;SG
star	star	star	stare		V;NFIN
star	stelle	star	stella		N;FEM;PL
latin	latino	latin	latino		ADJ;MASC;SG
latin	latina	latin	latino		ADJ;FEM;SG
latin	latini	latin	latino		N;MASC;PL
religion	religioni	religion	religione	N;INDF;MASC+FEM;SG	N;FEM;PL
ude	out	ude	out	ADV	N;MASC
efteråret	autunnale	efterår	autunnale	N;DEF;NEUT;SG	ADJ;SG
klart	limpida	klart	limpida	ADV	ADJ;FEM;SG
klart	chiara	klart	chiaro	ADV	ADJ;FEM;SG
klart	chiaro	klart	chiaro	ADV	ADJ;MASC;SG
holder	holder	holde	holder	V;IND;PRS;FIN;ACT	N
holder	conduttore	holde	conduttore	V;IND;PRS;FIN;ACT	N;MASC;SG
holder	detentore	holde	detentore	V;IND;PRS;FIN;ACT	N;MASC;SG
holder	titolare	holde	titolare	V;IND;PRS;FIN;ACT	N;SG
münchen	münchen	münche	münchen	PROPN	N;MASC;SG
münchen	monaco	münche	monaco	PROPN	N;MASC;SG
frank	frank	frank	frank		N;MASC
frank	franca	frank	franca		N;FEM;SG
frank	franco	frank	franco		N;MASC;SG
plan	pianifica	plan	pianificare	N;INDF;MASC+FEM;SG	V;IND;SG;2;PRS;FIN
show	mostra	show	mostrare	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
american	americano	american	americano	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
american	american	american	americano	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
american	americana	american	americano	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
american	americani	american	americano	N;INDF;MASC+FEM;SG	N;MASC;PL
materiale	materiali	materiale	materiale	N;INDF;NEUT;SG	N;MASC;PL
materiale	materiali	materiale	materiale	N;INDF;NEUT;SG	N;MASC;PL
biskop	vescovi	biskop	vescovo	N;INDF;MASC+FEM;SG	N;MASC;PL
indhold	contenuti	indhold	contenuto	N;INDF;NEUT;SG	N;MASC;PL
indhold	contenuti	indhold	contenuto	N;INDF;NEUT;SG	N;MASC;PL
maler	dipingere	male	dipingere	N;INDF;MASC+FEM;SG	V;NFIN
maler	dipingere	male	dipingere	N;INDF;MASC+FEM;SG	V;NFIN
air	aria	air	aria		N;FEM;SG
air	air	air	air		N;MASC
timer	cronometro	time	cronometro	N;INDF;MASC+FEM;PL	N;MASC;SG
personlige	personal	personlig	personal	ADJ;PL	N
personlige	personale	personlig	personale	ADJ;PL	ADJ;SG
sidder	seduto	sidde	sedere	V;IND;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
sidder	seduti	sidde	sedere	V;IND;PRS;FIN;ACT	V;MASC;PL;PST;V.PTCP
sidder	seduta	sidde	seduta	V;IND;PRS;FIN;ACT	N;FEM;SG
stå	stand	stå	stand	V;NFIN;ACT	N;MASC
andreas	andreas	andrens	andreas	PROPN	N;MASC;SG
andreas	andrea	andrens	andrea	PROPN	N;MASC;SG
umiddelbart	immediati	umiddelbart	immediato	ADV	ADJ;MASC;PL
umiddelbart	immediata	umiddelbart	immediato	ADV	ADJ;FEM;SG
umiddelbart	immediato	umiddelbart	immediato	ADV	ADJ;MASC;SG
umiddelbart	immediate	umiddelbart	immediato	ADV	ADJ;FEM;PL
olympiske	olimpico	olympisk	olimpico	ADJ;PL	ADJ;MASC;SG
olympiske	olympic	olympisk	olympic	ADJ;PL	N;MASC
ejer	proprietaria	eje	proprietario	V;IND;PRS;FIN;ACT	N;FEM;SG
ejer	titolare	eje	titolare	V;IND;PRS;FIN;ACT	N;SG
ejer	proprietario	eje	proprietario	V;IND;PRS;FIN;ACT	N;MASC;SG
moskva	mosca	moskva	mosca	PROPN	N;FEM;SG
oprindelse	origini	oprindelse	origine	N;INDF;MASC+FEM;SG	N;FEM;PL
oprindelse	origini	oprindelse	origine	N;INDF;MASC+FEM;SG	N;FEM;PL
king	re	king	re		N;MASC
king	king	king	king		N;MASC
press	stampa	press	stampa		N;FEM;SG
press	premere	press	premere		V;NFIN
press	premi	press	premio		N;MASC;PL
press	pressa	press	pressare		N;FEM;SG
ung	giovani	ung	giovane	ADJ;INDF;MASC+FEM;SG	N;PL
ung	giovane	ung	giovane	ADJ;INDF;MASC+FEM;SG	N;SG
ung	young	ung	young	ADJ;INDF;MASC+FEM;SG	N
genre	generi	genre	genere	N;INDF;MASC+FEM;SG	N;MASC;PL
mit	miniera	min	miniera	DET;NEUT;SG;1	N;FEM;SG
mit	mine	min	mina	DET;NEUT;SG;1	N;FEM;PL
france	francia	france	francia		N;FEM;SG
student	studenti	student	studente	N;INDF;MASC+FEM;SG	N;MASC;PL
smith	fabbro	smith	fabbro		N;MASC;SG
smith	smith	smith	smith		N;MASC;SG
forbundet	connesso	forbund	connesso	N;DEF;NEUT;SG	ADJ;MASC;SG
forbundet	collegati	forbund	collegare	N;DEF;NEUT;SG	V;MASC;PL;PST;V.PTCP
forbundet	collegato	forbund	collegare	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP
forbundet	connessa	forbund	connessare	N;DEF;NEUT;SG	ADJ;FEM;SG
forbundet	collegati	forbund	collegare	N;DEF;NEUT;SG	V;MASC;PL;PST;V.PTCP
forbundet	collegato	forbund	collegare	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP
bestående	consistenti	bestå	consistente	V;PRS;V.PTCP	ADJ;PL
inspireret	ispirate	inspirere	ispirare	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
inspireret	ispirati	inspirere	ispirare	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
praksis	praticare	praksis	praticare	N;INDF;MASC+FEM;SG	V;NFIN
praksis	pratiche	praksis	pratica	N;INDF;MASC+FEM;SG	N;FEM;PL
tro	faith	tro	faith	V;NFIN;ACT	N;MASC
tro	fede	tro	fede	V;NFIN;ACT	N;FEM;SG
tro	credenza	tro	credenza	V;NFIN;ACT	N;FEM;SG
tro	credenze	tro	credenza	V;NFIN;ACT	N;FEM;PL
tro	convinzione	tro	convinzione	V;NFIN;ACT	N;FEM;SG
peder	peder	peder	pedere		N;MASC;SG
indien	india	indien	india	PROPN	PROPN
jack	fante	jack	fante		N;MASC;SG
jack	jack	jack	jack		N;MASC
hovedstaden	capitali	hovedstad	capitale	N;DEF;MASC+FEM;SG	N;FEM;PL
fordel	vantaggi	fordel	vantaggio	N;INDF;MASC+FEM;SG	N;MASC;PL
lund	lund	lund	lund		N;MASC;SG
nogensinde	ever	nogensinde	evere	ADV	
colspan	colspan	colspan	colspan	N;INDF;MASC+FEM;SG	ADJ;SG
israel	israele	israel	israele		N;MASC;SG
brød	rotto	brød	rompere	N;INDF;NEUT;SG	V;MASC;SG;PST;V.PTCP
mødte	met	møde	met	V;IND;PST;FIN;ACT	N;MASC;SG
morten	morten	morten	morten	PROPN	N;MASC
delt	condivisi	delt	condividere	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL
delt	condivisa	delt	condividere	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG
delt	spalato	delt	spalato	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG
delt	split	delt	split	V;INDF;SG;PST;V.PTCP	N
bred	wide	bred	wide	ADJ;INDF;MASC+FEM;SG	N
bred	larghi	bred	largo	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
tegnet	sottoscritti	tegne	sottoscrivere	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
udvidet	estesa	udvide	esteso	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG
udvidet	esteso	udvide	esteso	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG
udvidet	espanso	udvide	espanso	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG
design	disegni	design	disegno	N;INDF;NEUT;SG	N;MASC;PL
fejl	errore	fejl	errore	N;INDF;MASC+FEM;PL	N;MASC;SG
fejl	errore	fejl	errore	N;INDF;MASC+FEM;PL	N;MASC;SG
kontrol	comandi	kontrol	comando	N;INDF;MASC+FEM;SG	N;MASC;PL
kontrol	controlli	kontrol	controllo	N;INDF;MASC+FEM;SG	N;MASC;PL
særlige	special	særlig	special	ADJ;PL	N;FEM;SG
særlige	speciale	særlig	speciale	ADJ;PL	ADJ;SG
prinsesse	principesse	prinsesse	principesse	N;INDF;MASC+FEM;SG	N;FEM;PL
ben	ben	ben	bene	N;INDF;NEUT;PL	ADV
ben	gamba	ben	gamba	N;INDF;NEUT;PL	N;FEM;SG
belgien	belgio	belgien	belgio	PROPN	N;MASC;SG
hjælpe	aiuto	hjælpe	aiuto	V;NFIN;ACT	N;MASC;SG
life	vita	life	vita		N;FEM;SG
life	life	life	life		N
esbjerg	esbjerg	esbjerg	esbjerg	PROPN	N;MASC
udviklingen	sviluppi	udvikling	sviluppo	N;DEF;MASC+FEM;SG	N;MASC;PL
officer	ufficiale	officer	ufficiale	N;INDF;MASC+FEM;SG	ADJ;SG
don	don	don	don		N;MASC;SG
start	inizia	start	iniziare	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
start	iniziare	start	iniziare	N;INDF;MASC+FEM;SG	V;NFIN
start	avvia	start	avviare	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
mexico	messico	mexico	messico	PROPN	ADJ;MASC;SG
