den	το	der	ο	DET;ACC;DEF;MASC;SG	DET;NOM;DEF;NEUT;SG
fehler	κοριός	fehler	κοριός	ADJ	N;NOM;MASC;SG
fehler	λάθος	fehler	λάθος	ADJ	N;NOM;NEUT;SG
filme	ταινίες	filmen	ταινία		N;NOM;FEM;PL
filme	ταινίες	filmen	ταινία		N;NOM;FEM;PL
stadion	stadion	stadion	stadion	N;NOM;NEUT;SG	
moderne	μοντέρνο	modern	μοντέρνο	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG
moderne	μοντέρνα	modern	μοντέρνα	ADJ;NOM;FEM;SG	N;NOM;FEM;PL
moderne	μοντέρνος	modern	μοντέρνος	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG
moderne	moderne	modern	moderne	ADJ;NOM;FEM;SG	
moderne	μοντερνισμό	modern	μοντερνισμός	ADJ;NOM;FEM;SG	N;ACC;MASC;SG
edition	έκδοση	edition	έκδοση	PROPN	N;ACC;FEM;SG
edition	εκδοση	edition	εκδοση	PROPN	N;NOM;FEM;SG
basel	βασιλεία	basel	βασίλεια	PROPN;NOM;SG	N;ACC;FEM;SG
basel	βασιλείας	basel	βασιλεία	PROPN;NOM;SG	N;GEN;FEM;SG
basel	βασιλεία	basel	βασίλεια	PROPN;NOM;SG	N;ACC;FEM;SG
org	org	org	org	;SG	
sur	sur	sur	sur	PROPN	
wagen	άμαξες	wagen	άμαξα		N;NOM;FEM;PL
wagen	βαγόνια	wagen	βαγόνι		N;NOM;NEUT;PL
wagen	καρότσι	wagen	καρότσι		
wagen	καρτ	wagen	καρτ		N;NOM
wagen	κάρο	wagen	κάρο		N;SG
wagen	αμαξίδια	wagen	αμαξίδιο		N;NOM;NEUT;PL
wagen	αυτοκίνητο	wagen	αυτοκίνητο		N;NOM;NEUT;SG
wagen	αμάξι	wagen	αμάξι		N;NOM;NEUT;SG
wagen	car	wagen	car		
situation	κατάσταση	situation	κατάσταση	ADJ	N;ACC;FEM;SG
situation	κατασταση	situation	κατασταση	ADJ	N;ACC;FEM;SG
unmittelbar	αμέσως	unmittelbar	αμέσως	ADJ	ADV
unmittelbar	άμεσα	unmittelbar	άμεσα	ADJ	ADV
unmittelbar	απευθείας	unmittelbar	απευθείας	ADJ	ADV
unmittelbar	αμεσα	unmittelbar	αμεσα	ADJ	ADV
wichtig	σημαντικο	wichtig	σημαντικός	ADJ	N;NOM;SG
leistung	επίδοση	leistung	επίδοση	N;NOM;FEM;SG	N;ACC;FEM;SG
leistung	επιδόσεων	leistung	επίδοση	N;NOM;FEM;SG	N;GEN;FEM;PL
leistung	επιδόσεις	leistung	επίδοση	N;NOM;FEM;SG	N;NOM;FEM;PL
leistung	απόδοση	leistung	απόδοση	N;NOM;FEM;SG	N;ACC;FEM;SG
leistung	παράσταση	leistung	παράσταση	N;NOM;FEM;SG	N;ACC;FEM;SG
leistung	επίτευξη	leistung	επίτευξη	N;NOM;FEM;SG	N;ACC;FEM;SG
leistung	power	leistung	power	N;NOM;FEM;SG	
leistung	δύναμη	leistung	δύναμη	N;NOM;FEM;SG	N;ACC;FEM;SG
handbuch	εγχειρίδιο	handbuch	εγχειρίδιο		N;NOM;NEUT;SG
handbuch	εγχειρίδια	handbuch	εγχειρίδιο		N;NOM;NEUT;PL
handbuch	χειροκίνητο	handbuch	χειροκίνητο		N;NOM;NEUT;SG
handbuch	χειροκίνητα	handbuch	χειροκίνητο		N;NOM;NEUT;PL
handbuch	χειροκίνητη	handbuch	χειροκίνητο		ADJ;NOM;FEM;SG
handbuch	εγχειρίδιο	handbuch	εγχειρίδιο		N;NOM;NEUT;SG
motor	κινητήρας	motor	κινητήρας	PROPN;SG	N;NOM;MASC;SG
motor	κινητήρα	motor	κινητήρας	PROPN;SG	N;ACC;MASC;SG
motor	μηχανή	motor	μηχανή	PROPN;SG	N;NOM;FEM;SG
motor	κινητήρας	motor	κινητήρας	PROPN;SG	N;NOM;MASC;SG
motor	κινητήρα	motor	κινητήρας	PROPN;SG	N;ACC;MASC;SG
bundesrepublik	οδγ	bundesrepublik	οδγ	PROPN	N
offiziell	επισήμως	offiziell	επίσημα	ADJ	ADV
offiziell	επίσημα	offiziell	επίσημα	ADJ	ADV
dieter	dieter	diet	dieter		
texte	κείμενα	texen	κείμενο	ADV	N;NOM;NEUT;PL
texte	στίχοι	texen	στίχος	ADV	N;NOM;MASC;PL
texte	στίχους	texen	στίχος	ADV	N;ACC;MASC;PL
texte	κείμενο	texen	κείμενο	ADV	N;NOM;NEUT;SG
gott	gott	gott	gott	N;NOM;MASC;SG	
gott	άρχοντα	gott	άρχω	N;NOM;MASC;SG	N;ACC;MASC;SG
gott	άρχοντας	gott	άρχω	N;NOM;MASC;SG	V;IPFV;V.CVB;ACT
höchsten	υψηλότερη	hoch	ψηλός	ADJ;NOM;MASC;PL	ADJ;NOM;CMPR;FEM;SG
höchsten	υψηλότερο	hoch	ψηλός	ADJ;NOM;MASC;PL	ADJ;NOM;CMPR;NEUT;SG
höchsten	ψηλότερη	hoch	ψηλός	ADJ;NOM;MASC;PL	ADJ;NOM;CMPR;FEM;SG
jüdischen	εβραίοι	jüdisch	εβραίος	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
jüdischen	εβραία	jüdisch	εβραία	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
rat	ποντικός	rat	ποντικός	N	ADJ;NOM;MASC;SG
rat	αρουραίος	rat	αρουραίος	N	ADJ;NOM;MASC;SG
gesetzt	σετ	setzen	σετ	V;V.PTCP	
unabhängig	ανεξάρτητα	unabhängig	ανεξάρτητα	ADJ	ADV
villa	έπαυλη	villa	έπαυλος		N;NOM;FEM;SG
villa	μέγαρο	villa	μέγαρος		N;NOM;NEUT;SG
villa	αρχοντικό	villa	αρχοντικός		N;NOM;NEUT;SG
villa	villa	villa	villa		
villa	βίλα	villa	βίλα		
villa	βίλλα	villa	βίλλα		PROPN;NOM;FEM;SG
dichter	ποιητής	dicht	ποιητής	ADJ	N;NOM;MASC;SG
dichter	ποιητή	dicht	ποιητής	ADJ	N;ACC;MASC;SG
dichter	ποιητές	dicht	ποιητής	ADJ	N;NOM;MASC;PL
helmut	χέλμουτ	helmut	χέλμουτ	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
beschäftigt	πολυάσχολος	beschäftigen	πολυάσχολος	V;V.PTCP	N;NOM;MASC;SG
beschäftigt	κατεχόμενα	beschäftigen	κατεχόμενος	V;V.PTCP	ADV
hergestellt	παραγόμενα	herstellen	παραγόμενος	V;V.PTCP	ADV
hergestellt	φτιαγμένα	herstellen	φτιαγμένα	V;V.PTCP	ADJ;NOM;NEUT;PL
tal	ταλ	tal	ο	N;NOM;NEUT;SG	
tal	κοιλάδα	tal	κοιλάδα	N;NOM;NEUT;SG	N;ACC;FEM;SG
tal	valley	tal	valley	N;NOM;NEUT;SG	
tal	βάλεϊ	tal	βάλεϊ	N;NOM;NEUT;SG	
fotos	φωτογραφιες	fotos	φωτογραφιά		N;NOM;FEM;PL
fotos	φωτογραφίες	fotos	φωτογραφία		N;NOM;FEM;PL
fotos	φωτογραφιες	fotos	φωτογραφιά		N;NOM;FEM;PL
fotos	φωτογραφίες	fotos	φωτογραφία		N;NOM;FEM;PL
sagt	πω	sagen	λέγω	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;1;FIN;ACT
sagt	πείτε	sagen	λέγω	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;FIN;ACT
sagt	πες	sagen	πες	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
sagt	είπε	sagen	λέγω	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
gewinnen	νίκη	gewinnen	νίκη	V;NFIN	N;ACC;FEM;SG
gewinnen	κέρδος	gewinnen	κέρδος	V;NFIN	N;NOM;NEUT;SG
gewinnen	νίκη	gewinnen	νίκη	V;NFIN	N;ACC;FEM;SG
woche	βδομάδα	woch	βδομάδα	ADV	N;ACC;FEM;SG
woche	εβδομάδα	woch	εβδομάδα	ADV	N;ACC;FEM;SG
woche	βδομάδες	woch	βδομάδα	ADV	N;NOM;FEM;PL
woche	εβδομάδων	woch	εβδομάδα	ADV	N;GEN;FEM;PL
woche	εβδομάδες	woch	εβδομάδα	ADV	N;NOM;FEM;PL
woche	εβδομαδιαία	woch	εβδομαδιαίος	ADV	ADJ;NOM;FEM;SG
woche	εβδομαδιαίες	woch	εβδομαδιαίος	ADV	ADJ;NOM;FEM;PL
woche	εβδομαδιαίο	woch	εβδομαδιαίος	ADV	N;NOM;NEUT;SG
berufen	επαγγέλματα	berufen	επαγγέλμα	V;V.PTCP	N;NOM;NEUT;PL
oberen	ανω	ober	ανω	ADJ;NOM;PL	N
oberen	άνω	ober	άνω	ADJ;NOM;PL	ADV
oberen	νω	ober	νω	ADJ;NOM;PL	N;SG
schreibt	εισερχόμενα	schreiben	εισερχόμενα	V;IND;SG;3;PRS;FIN	ADV
information	πληροφορίες	information	πληροφορία	ADJ	N;NOM;FEM;PL
information	πληροφορία	information	πληροφορία	ADJ	N;ACC;FEM;SG
information	πληροφόρηση	information	πληροφόρηση	ADJ	N;ACC;FEM;SG
erich	ερικ	erich	ερικ	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
erich	eric	erich	eric	PROPN;NOM;MASC;SG	
erich	έρικ	erich	έρικ	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
fernsehen	τηλεόραση	fernsehen	τηλεόραση	V;NFIN	N;ACC;FEM;SG
fernsehen	tv	fernsehen	tv	V;NFIN	
fernsehen	τηλεοραση	fernsehen	τηλεοραση	V;NFIN	N;ACC;FEM;SG
großes	μεγάλα	groß	μεγάλος	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;PL
schleswig	schles	Schleswig	schles	PROPN;NOM;NEUT;SG	
stein	stone	stein	stone	PROPN;NOM;MASC;SG	
stein	πέτρα	stein	πέτρο	PROPN;NOM;MASC;SG	N;NOM;FEM;SG
stein	στόουν	stein	στόω	PROPN;NOM;MASC;SG	PROPN;NOM;NEUT;SG
stein	στάιν	stein	στώ	PROPN;NOM;MASC;SG	
sah	παρακολούθησα	sehen	παρακολούθησα	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;1;PST;FIN;ACT
sah	είδα	sehen	είδα	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;1;PST;FIN;ACT
sah	πριόνι	sehen	πριόνι	V;IND;SG;3;PST;FIN	N;NOM;NEUT;SG
grundsätzlich	βασικά	grundsätzlich	βασικά	ADJ	ADV
preußen	πρωσία	preußen	πρωσία		PROPN;ACC;FEM;SG
preußen	πρώσοι	preußen	πρώσος		PROPN;NOM;MASC;PL
wettbewerb	διαγωνισμοί	wettbewerb	διαγωνισμός	ADV	N;NOM;MASC;PL
wettbewerb	ανταγωνισμού	wettbewerb	ανταγωνισμός	ADV	N;GEN;MASC;SG
wettbewerb	διαγωνισμός	wettbewerb	διαγωνισμός	ADV	N;NOM;MASC;SG
wettbewerb	ανταγωνισμός	wettbewerb	ανταγωνισμός	ADV	N;NOM;MASC;SG
wettbewerb	διαγωνισμός	wettbewerb	διαγωνισμός	ADV	N;NOM;MASC;SG
wettbewerb	διαγωνισμό	wettbewerb	διαγωνισμός	ADV	N;ACC;MASC;SG
mio	εκατομμύρια	mio	εκατομμύριο	;SG	N;NOM;NEUT;PL
mio	εκατομμύρια	mio	εκατομμύριο	;SG	N;NOM;NEUT;PL
natur	natur	natur	natur		
natur	φύση	natur	φύση		N;NOM;FEM;SG
natur	φυση	natur	φυση		N;NOM;FEM;SG
braucht	ανάγκες	brauchen	ανάγκη	V;IND;SG;3;PRS;FIN	N;NOM;FEM;PL
kosten	έξοδα	kosten	έξοδο	V;NFIN	N;NOM;NEUT;PL
kosten	κόστος	kosten	κόστος	V;NFIN	N;NOM;NEUT;SG
kosten	cost	kosten	cost	V;NFIN	
kosten	κόστος	kosten	κόστος	V;NFIN	N;NOM;NEUT;SG
kosten	έξοδα	kosten	έξοδο	V;NFIN	N;NOM;NEUT;PL
teilnehmer	συνδρομητή	teilnehmer	συνδρομητής		N;ACC;MASC;SG
teilnehmer	εγγεγραμμένος	teilnehmer	εγγεγραμμένος		V;PFV;NOM;MASC;SG;V.PTCP;PASS
teilnehmer	συνδρομητής	teilnehmer	συνδρομητής		N;NOM;MASC;SG
teilnehmer	συμμετέχοντες	teilnehmer	συμμετέχων		ADJ;NOM;MASC;PL
teilnehmer	συμμετέχοντες	teilnehmer	συμμετέχων		ADJ;NOM;MASC;PL
teilnehmer	συμμετέχοντα	teilnehmer	συμμετέχων		ADV
teilnehmer	συμμετέχων	teilnehmer	συμμετέχω		V;IPFV;IND;SG;3;PRS;FIN;ACT
teilnehmer	ανταγωνιστές	teilnehmer	ανταγωνιστής		N;NOM;MASC;PL
archiv	archiv	archiv	archiv	N;NOM;NEUT;SG	
archiv	αρχειοθέτηση	archiv	αρχειοθέτηση	N;NOM;NEUT;SG	N;ACC;FEM;SG
archiv	αρχεία	archiv	αρχείο	N;NOM;NEUT;SG	N;NOM;NEUT;PL
chor	χορωδία	chor	χορωδία	ADV	N;NOM;FEM;SG
chor	χορωδία	chor	χορωδία	ADV	N;NOM;FEM;SG
stefan	στέφαν	stefan	στέφαν	PROPN;NOM;MASC;SG	
stefan	στεφάν	stefan	στεφάν	PROPN;NOM;MASC;SG	
zustand	κατάσταση	zustand	κατάσταση		N;ACC;FEM;SG
zustand	status	zustand	status		
zustand	καθεστώς	zustand	καθεστώς		N;ACC;NEUT;SG
zustand	κατασταση	zustand	κατασταση		N;ACC;FEM;SG
zustand	κράτος	zustand	κράτος		N;NOM;NEUT;SG
zustand	πολιτεία	zustand	πολιτεία		N;ACC;FEM;SG
zustand	state	zustand	state		
zustand	κατάσταση	zustand	κατάσταση		N;ACC;FEM;SG
zustand	όρος	zustand	όρος		N;NOM;MASC;SG
bach	ρυάκι	bachen	ρυάκι		N;NOM;NEUT;SG
bach	μπαχ	bachen	μπαχ		
polizei	μπάτσοι	polizei	μπάτσος	ADJ	N;NOM;MASC;PL
polizei	αστυνόμευση	polizei	αστυνόμευση	ADJ	N;ACC;FEM;SG
polizei	αστυνομία	polizei	αστυνομία	ADJ	N;NOM;FEM;SG
polizei	σερίφης	polizei	σερίφη	ADJ	N;NOM;MASC;SG
polizei	σερίφη	polizei	σερίφος	ADJ	N;VOC;MASC;SG
jakob	jakob	jakob	jakob	PROPN;NOM;MASC;SG	
jakob	jacob	jakob	jacob	PROPN;NOM;MASC;SG	
jakob	τζέικομπ	jakob	τζέικομπ	PROPN;NOM;MASC;SG	
jakob	τζέιμς	jakob	τζέιμα	PROPN;NOM;MASC;SG	
jakob	james	jakob	james	PROPN;NOM;MASC;SG	
jakob	τζέημς	jakob	τζέημ	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
schön	πανέμορφη	schön	πανέμορφος	ADJ	N;NOM;FEM;SG
mensch	ανθρωποι	mensch	ανθρώπος	N;SG	N;NOM;MASC;PL
mensch	ανθρώπους	mensch	άνθρωπος	N;SG	N;ACC;MASC;PL
mensch	άνθρωποι	mensch	άνθρωπος	N;SG	N;NOM;MASC;PL
mensch	ανθρώπινα	mensch	ανθρώπινος	N;SG	ADJ;NOM;NEUT;PL
mensch	ανθρώπινη	mensch	ανθρώπινος	N;SG	ADJ;NOM;FEM;SG
mensch	ανθρώπινο	mensch	ανθρώπινος	N;SG	ADJ;NOM;NEUT;SG
mensch	ανθρωπίνων	mensch	ανθρώπινος	N;SG	ADJ;GEN;NEUT;PL
mensch	ανθρώπινος	mensch	ανθρώπινος	N;SG	ADJ;NOM;MASC;SG
mensch	φίλε	mensch	φίλομαι	N;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
mensch	φιλε	mensch	φίλομαι	N;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
höchste	υπέρτατη	hoch	υπέρτατος	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
höchste	ανώτατο	hoch	ανώτερος	ADJ;NOM;FEM;PL	ADJ;NOM;CMPR;NEUT;SG
höchste	ανώτατη	hoch	ανώτερος	ADJ;NOM;FEM;PL	ADJ;NOM;CMPR;FEM;SG
höchste	υψηλότερη	hoch	ψηλός	ADJ;NOM;FEM;PL	ADJ;NOM;CMPR;FEM;SG
höchste	υψηλότερο	hoch	ψηλός	ADJ;NOM;FEM;PL	ADJ;NOM;CMPR;NEUT;SG
höchste	ψηλότερη	hoch	ψηλός	ADJ;NOM;FEM;PL	ADJ;NOM;CMPR;FEM;SG
html	html	html	html		
super	σούπερ	super	σούπερ	ADJ	N;FEM;SG
super	super	super	super	ADJ	
super	υπερ	super	υπερ	ADJ	ADP
super	σουπερ	super	σουπερ	ADJ	N;NOM;SG
australien	αυστραλία	australien	αυστραλία	PROPN;NOM;NEUT;SG	PROPN;ACC;FEM;SG
hall	χωλ	hall	χωλ		N;NOM;NEUT;SG
hall	hall	hall	hall		
hall	χολ	hall	χολ		
zeiten	χρόνος	zeiten	χρόνος	V;NFIN	N;NOM;MASC;SG
zeiten	χρονος	zeiten	χρονος	V;NFIN	DET;NOM;DEF;MASC;SG
zeiten	ώρα	zeiten	ώρα	V;NFIN	N;ACC;FEM;SG
zeiten	φορά	zeiten	φορά	V;NFIN	N;ACC;FEM;SG
zeiten	ωρα	zeiten	ωρα	V;NFIN	N;ACC;FEM;SG
zeiten	χρόνο	zeiten	χρόνος	V;NFIN	N;ACC;MASC;SG
zeiten	περίοδοι	zeiten	περίοδος	V;NFIN	N;NOM;FEM;PL
zeiten	περιόδους	zeiten	περίοδος	V;NFIN	N;NOM;FEM;PL
zeiten	times	zeiten	times	V;NFIN	
zeiten	φορές	zeiten	φορά	V;NFIN	N;NOM;FEM;PL
zeiten	χρόνοι	zeiten	χρόνος	V;NFIN	N;NOM;MASC;PL
flughafen	αεροδρόμιο	flughafen	αεροδρόμιο		N;NOM;NEUT;SG
flughafen	αερολιμένας	flughafen	αερολιμένος		ADJ;NOM;MASC;SG
flughafen	αερολιμένες	flughafen	αερολιμένος		ADJ;NOM;FEM;PL
flughafen	αεροδρόμια	flughafen	αεροδρόμιο		N;NOM;NEUT;PL
europäische	ευρωπαϊκή	europäisch	ευρωπαϊκός	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
kreuz	kreuz	kreuz	kreuz	ADJ	
kreuz	κρος	kreuz	κρος	ADJ	
kreuz	σταυρός	kreuz	σταυρός	ADJ	N;NOM;MASC;SG
kreuz	σταυρό	kreuz	σταυρό	ADJ	N;NOM;NEUT;SG
kreuz	cross	kreuz	cross	ADJ	
kreuz	σταυρός	kreuz	σταυρός	ADJ	N;NOM;MASC;SG
aussage	δήλωση	aussagen	δήλωση		N;ACC;FEM;SG
aussage	κατάθεση	aussagen	κατάθεση		N;ACC;FEM;SG
aussage	μαρτυρία	aussagen	μαρτυρία		N;NOM;FEM;SG
station	σταθμός	station	σταθμός		N;NOM;MASC;SG
station	σταθμό	station	σταθμός		N;ACC;MASC;SG
png	png	png	png		
länder	länder	land	länder	N;NOM;NEUT;PL	
länder	länder	land	länder	N;NOM;NEUT;PL	
niemand	κανένας	niemand	κανένας	PRO;NOM;INDF;SG	N;NOM;MASC;SG
zukunft	μελλοντικός	zukunft	μελλοντικός	N	ADJ;NOM;MASC;SG
änderungen	τροποποιήσεις	änderung	τροποποίηση	V;NFIN	N;NOM;FEM;PL
änderungen	διορθώσεις	änderung	διορθώση	V;NFIN	N;NOM;FEM;PL
änderungen	μεταβολές	änderung	μεταβολή	V;NFIN	N;NOM;FEM;PL
änderungen	αλλαγές	änderung	αλλαγή	V;NFIN	N;NOM;FEM;PL
änderungen	τροποποιήσεις	änderung	τροποποίηση	V;NFIN	N;NOM;FEM;PL
änderungen	τροποποιήσεις	änderung	τροποποίηση	V;NFIN	N;NOM;FEM;PL
änderungen	τροπολογίες	änderung	τροπολογία	V;NFIN	N;NOM;FEM;PL
bern	μπερν	bern	μπερν		
bern	βέρνης	bern	βέρνη		PROPN;GEN;FEM;SG
revolution	επανάσταση	revolution	επανάσταση	N;NOM;FEM;SG	N;ACC;FEM;SG
tradition	παράδοση	tradition	παράδοση	ADJ	N;ACC;FEM;SG
tradition	παραδόσεις	tradition	παράδοση	ADJ	N;NOM;FEM;PL
kanada	καναδάς	kanada	καναδάς	PROPN;NOM;NEUT;SG	PROPN;NOM;FEM;SG
kanada	καναδά	kanada	καναδός	PROPN;NOM;NEUT;SG	PROPN;NOM;MASC;SG
unterhalb	κατωτέρω	unterhalb	κατωτέρω	ADP	ADV
unterhalb	κάτω	unterhalb	κάτω	ADP	ADV
unterhalb	παρακάτω	unterhalb	παράκατος	ADP	ADV
unterhalb	κατω	unterhalb	κατω	ADP	ADV
veröffentlichungen	περιοδικά	veröffentlichung	περιοδικά	N;NOM;FEM;PL	ADV
veröffentlichungen	εκδόσει	veröffentlichung	εκδίδω	N;NOM;FEM;PL	V;PFV;NFIN;ACT
veröffentlichungen	απελευθερώνει	veröffentlichung	απελευθερώνω	N;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
punkten	τελείες	punken	τελεία	N;NOM;MASC;PL	ADJ;NOM;FEM;PL
straßen	δρόμους	straß	δρόμος	N;NOM;PL	N;ACC;MASC;PL
straßen	δρόμους	straß	δρόμος	N;NOM;PL	N;ACC;MASC;PL
straßen	στριτ	straß	στριτ	N;NOM;PL	
straßen	οδός	straß	οδός	N;NOM;PL	N;NOM;FEM;SG
straßen	δρόμος	straß	δρόμος	N;NOM;PL	N;NOM;MASC;SG
architektur	αρχιτεκτονική	architektur	αρχιτεκτονικός	PROPN	ADJ;NOM;FEM;SG
arzt	ιατρικό	arzen	ιατρικός	N;SG	ADJ;NOM;NEUT;SG
arzt	ιατρική	arzen	ιατρικός	N;SG	ADJ;NOM;FEM;SG
arzt	ιατρικά	arzen	ιατρικός	N;SG	ADV
arzt	ιατρικές	arzen	ιατρικός	N;SG	ADJ;NOM;FEM;PL
arzt	γιατροί	arzen	γιατρός	N;SG	N;NOM;MASC;PL
arzt	γιατρούς	arzen	γιατρός	N;SG	N;ACC;MASC;PL
arzt	ιατροί	arzen	ιατρός	N;SG	N;NOM;MASC;PL
arzt	ιατροί	arzen	ιατρός	N;SG	N;NOM;MASC;PL
arzt	δόκτωρ	arzen	δόκτωρ	N;SG	
arzt	γιατρέ	arzen	γιατρές	N;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
parallel	παράλληλα	parallel	παράλληλα	ADJ	ADV
mittelalter	μεσαιωνικό	mittelalt	μεσαιωνικός	ADV	ADJ;NOM;NEUT;SG
mittelalter	μεσαιωνική	mittelalt	μεσαιωνικός	ADV	ADJ;NOM;FEM;SG
medizin	ιατρική	medizin	ιατρικός	N;NOM;SG	ADJ;NOM;FEM;SG
medizin	φάρμακα	medizin	φάρμακο	N;NOM;SG	N;NOM;NEUT;PL
medizin	ιατρικό	medizin	ιατρικός	N;NOM;SG	ADJ;NOM;NEUT;SG
medizin	ιατρική	medizin	ιατρικός	N;NOM;SG	ADJ;NOM;FEM;SG
medizin	ιατρικά	medizin	ιατρικός	N;NOM;SG	ADV
medizin	ιατρικές	medizin	ιατρικός	N;NOM;SG	ADJ;NOM;FEM;PL
medizin	φάρμακα	medizin	φάρμακο	N;NOM;SG	N;NOM;NEUT;PL
praxis	πρακτικά	praxis	πρακτικά	N;NOM;SG	ADV
praxis	πρακτική	praxis	πρακτικός	N;NOM;SG	ADJ;NOM;FEM;SG
praxis	πρακτικός	praxis	πρακτικός	N;NOM;SG	ADJ;NOM;MASC;SG
praxis	πρακτικό	praxis	πρακτικός	N;NOM;SG	ADJ;NOM;NEUT;SG
praxis	πρακτική	praxis	πρακτικός	N;NOM;SG	ADJ;NOM;FEM;SG
praxis	εξάσκηση	praxis	εξάσκηση	N;NOM;SG	N;ACC;FEM;SG
praxis	προπόνηση	praxis	προπόνηση	N;NOM;SG	N;ACC;FEM;SG
angeboten	προσφορές	anbieten	προσφορά	V;V.PTCP	N;NOM;FEM;PL
zählen	καταμέτρηση	zählen	καταμέτρηση	V;NFIN	N;ACC;FEM;SG
zählen	κόμης	zählen	κόμη	V;NFIN	N;NOM;MASC;SG
zählen	κόμη	zählen	κόμη	V;NFIN	N;ACC;MASC;SG
zählen	μέτρημα	zählen	μέτρημα	V;NFIN	N;NOM;NEUT;SG
rest	υπόλοιπο	rest	υπόλοιπος		ADJ;NOM;NEUT;SG
rest	ξεκούραση	rest	ξεκούραση		N;NOM;FEM;SG
rest	υπόλοιπα	rest	υπόλοιπος		ADV
rest	ανάπαυση	rest	ανάπαυση		N;ACC;FEM;SG
bibliothek	βιβλιοθήκες	bibliothek	βιβλιοθήκη	N;NOM;FEM;SG	V;PFV;IND;PL;2;PST;FIN;PASS
konrad	konrad	konrad	konrad	PROPN;NOM;MASC;SG	
konrad	κόνραντ	konrad	κόνραντ	PROPN;NOM;MASC;SG	V;PFV;IND;SG;3;PST;FIN;ACT
druck	αποτύπωμα	druck	αποτύπωμα	ADV	N;NOM;NEUT;SG
druck	εκτύπωση	druck	εκτύπωση	ADV	N;NOM;FEM;SG
druck	πίεση	druck	πίεση	ADV	N;ACC;FEM;SG
druck	πιέσεις	druck	πίεση	ADV	N;NOM;FEM;PL
druck	εκτύπωση	druck	εκτύπωση	ADV	N;NOM;FEM;SG
druck	εκτυπώσεις	druck	εκτύπωση	ADV	N;NOM;FEM;PL
druck	πιέσεις	druck	πίεση	ADV	N;NOM;FEM;PL
freund	φιλε	freund	φίλομαι		V;IPFV;IND;SG;1;PRS;FIN;ACT
freund	φίλος	freund	φίλος		N;NOM;MASC;SG
freund	φίλη	freund	φίλος		N;NOM;FEM;SG
antwort	απαντηση	antworen	απαντηση		N;ACC;FEM;SG
antwort	απάντησε	antworen	απαντώ		V;PFV;IND;SG;3;PST;FIN;ACT
antwort	απαντήστε	antworen	απαντώ		V;PFV;IMP;PL;2;FIN;ACT
antwort	απάντηση	antworen	απάντηση		N;ACC;FEM;SG
antwort	απαντηση	antworen	απαντηση		N;ACC;FEM;SG
antwort	απαντήστε	antworen	απαντώ		V;PFV;IMP;PL;2;FIN;ACT
antwort	απάντηση	antworen	απάντηση		N;ACC;FEM;SG
antwort	ανταπόκριση	antworen	ανταπόκριση		N;ACC;FEM;SG
antwort	απόκριση	antworen	απόκριση		N;ACC;FEM;SG
antwort	αντίδραση	antworen	αντίδραση		N;ACC;FEM;SG
antwort	απαντήσεις	antworen	απάντηση		N;NOM;FEM;PL
antwort	απαντήσεις	antworen	απάντηση		N;NOM;FEM;PL
geschlossen	κλειστό	schließen	κλειστός	V;V.PTCP	N;NOM;NEUT;SG
geschlossen	κλειστο	schließen	κλειστος	V;V.PTCP	DET;NOM;DEF;MASC;SG
geschlossen	κλειστή	schließen	κλειστής	V;V.PTCP	ADJ;NOM;FEM;SG
geschlossen	κλειστά	schließen	κλειστώ	V;V.PTCP	ADV
love	αγαπη	love	αγαπη	PROPN	N;NOM;FEM;SG
love	έρωτας	love	έρωτο	PROPN	N;NOM;MASC;SG
love	αγάπη	love	αγάπη	PROPN	N;NOM;FEM;SG
sowjetunion	σοβιετικοί	sowjetunion	σοβιετικός	PROPN;NOM;SG	ADJ;NOM;MASC;PL
sowjetunion	εσσδ	sowjetunion	εσσδ	PROPN;NOM;SG	N
sowjetunion	σοβιετικό	sowjetunion	σοβιετικός	PROPN;NOM;SG	ADJ;NOM;NEUT;SG
sowjetunion	σοβιετική	sowjetunion	σοβιετικός	PROPN;NOM;SG	ADJ;NOM;FEM;SG
landwirtschaft	γεωργία	landwirtschaft	γεωργία	ADJ	PROPN;ACC;FEM;SG
