политехнический	politehnični	политехнический	politehničen	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
статуи	kipe	статуя	kipa	N;INAN;NOM;FEM;PL	N;ACC;MASC;PL
активная	dejavno	активный	dejavno	ADJ;NOM;FEM;SG	ADV
активная	aktivni	активный	aktiven	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
активная	aktivno	активный	aktivno	ADJ;NOM;FEM;SG	ADV
оперативной	operativno	оперативный	operativen	ADJ;INS;FEM;SG	ADV
оперативной	operativnih	оперативный	operativen	ADJ;INS;FEM;SG	ADJ;GEN;MASC;PL
оперативной	operativna	оперативный	operativen	ADJ;INS;FEM;SG	ADJ;NOM;FEM;SG
начальное	primarno	начальный	primaren	ADJ;NOM;NEUT;SG	ADV
начальное	primarne	начальный	primaren	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
растворяется	raztopi	растворяться	raztop	V;IPFV;IND;SG;3;PRS;FIN;MID	V;PFV;IND;SG;3;PRS;FIN
заметили	opazil	заметить	opaziti	V;PFV;IND;PL;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP
заметили	opazila	заметить	opaziti	V;PFV;IND;PL;PST;FIN;ACT	V;PFV;FEM;SG;V.PTCP
вмешательства	vmešavanje	вмешательство	vmešavanje	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
вмешательства	motnja	вмешательство	motnja	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
вмешательства	intervencija	вмешательство	intervencija	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
вмешательства	intervencijo	вмешательство	intervencija	N;INAN;NOM;NEUT;PL	N;ACC;FEM;SG
вмешательства	posredovanje	вмешательство	posredovanje	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
корона	krono	корона	krona	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
политиков	politiki	политик	politika	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
посла	veleposlanik	посол	veleposlanik	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
посла	ambasador	посол	ambasador	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
регулярного	redno	регулярный	redno	ADJ;GEN;MASC;SG	ADV
регулярного	redni	регулярный	reden	ADJ;GEN;MASC;SG	ADJ;NOM;MASC;SG
регулярного	redna	регулярный	reden	ADJ;GEN;MASC;SG	ADJ;NOM;FEM;SG
разногласия	razlik	разногласие	razlika	N;INAN;NOM;NEUT;PL	N;GEN;FEM;PL
разногласия	nestrinjanje	разногласие	nestrinjanje	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
операторы	operaterje	оператор	operater	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
производственного	produktivno	производственный	produktivno	ADJ;GEN;MASC;SG	ADJ;NOM;NEUT;SG
риа	ria	риа	ria	N;INAN;NOM;NEUT;SG	PROPN;NOM;MASC;SG
традиционный	tradicionalne	традиционный	tradicionalen	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
традиционный	tradicionalno	традиционный	tradicionalno	ADJ;NOM;MASC;SG	ADV
генералов	generali	генерал	general	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
авторство	avtorstva	авторство	avtorstvo	N;INAN;NOM;NEUT;SG	N;GEN;NEUT;SG
присутствовали	udeležili	присутствовать	udeležiti	V;IPFV;IND;PL;PST;FIN;ACT	V;PFV;MASC;PL;V.PTCP
углы	vogalih	угол	vogal	N;INAN;NOM;MASC;PL	N;ESS;MASC;PL
углы	kote	угол	kota	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
углы	kota	угол	kota	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
отчет	prijavi	отчет	prijava	N;INAN;NOM;MASC;SG	V;PFV;IND;SG;3;PRS;FIN
экспорт	izvozi	экспорт	izvoziti	N;INAN;NOM;MASC;SG	V;PFV;IND;SG;3;PRS;FIN
целое	cele	целое	cel	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;PL
целое	cel	целое	cel	N;INAN;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
целое	cela	целое	cel	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;SG
целое	celotno	целое	celoten	N;INAN;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
учебников	učbeniki	учебник	učbenik	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
подтверждено	potrjen	подтвердить	potrjen	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
подтверждено	potrjeno	подтвердить	potrjen	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
подтверждено	potrjeni	подтвердить	potrjen	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
подтверждено	potrjena	подтвердить	potrjen	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
лёгкий	lahki	лёгкий	lahek	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
товарищества	tovarištva	товарищество	tovarištvo	N;INAN;NOM;NEUT;PL	N;GEN;NEUT;SG
враг	sovražniki	враг	sovražnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;PL
изменилось	spremenjen	измениться	spremenjen	V;PFV;NEUT;IND;SG;PST;FIN;MID	ADJ;NOM;INDF;MASC;SG;V.PTCP
изменилось	spremenjeno	измениться	spremenjen	V;PFV;NEUT;IND;SG;PST;FIN;MID	ADJ;NOM;NEUT;SG;V.PTCP
богдана	bohdan	богданин	bohdan	N;ANIM;ACC;MASC;SG	
коммунистическая	komunist	коммунистический	komunist	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
широкая	široko	широкий	široko	ADJ;NOM;FEM;SG	ADV
широкая	široki	широкий	širok	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
широкая	široko	широкий	široko	ADJ;NOM;FEM;SG	ADV
мюзикл	glasbeni	мюзикл	glasben	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
мюзикл	glasbena	мюзикл	glasben	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
резерв	rezerve	резерв	rezerva	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
резерв	rezervo	резерв	rezerva	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
резерв	rezerve	резерв	rezerva	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
репрессий	zatiranje	репрессия	zatiranje	N;INAN;GEN;FEM;PL	N;NOM;NEUT;SG
прозвища	vzdevke	прозвище	vzdevka	N;INAN;NOM;NEUT;PL	N;ACC;MASC;PL
безуспешно	neuspešno	безуспешно	neuspešen	ADV	ADJ;NOM;NEUT;SG
реальные	resničen	реальный	resničen	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
реальные	resnično	реальный	resnično	ADJ;NOM;PL	ADV
реальные	resnična	реальный	resničen	ADJ;NOM;PL	ADJ;NOM;FEM;SG
реальные	prava	реальный	pravi	ADJ;NOM;PL	ADJ;NOM;FEM;SG
реальные	realno	реальный	realen	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
теннис	tenisu	теннис	tenis	N;INAN;NOM;MASC;SG	N;DAT;MASC;SG
ключи	ključe	ключ	ključ	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
сделанные	narejena	делать	narejen	V;PFV;NOM;PL;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
сделанные	narejeni	делать	narejen	V;PFV;NOM;PL;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
сделанные	narejen	делать	narejen	V;PFV;NOM;PL;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
сделанные	narejeno	делать	narejen	V;PFV;NOM;PL;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
восприятия	dojemanje	восприятие	dojemanje	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
татарский	tatar	татарский	tatar	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
духовное	duhovnega	духовный	duhoven	ADJ;NOM;NEUT;SG	ADJ;GEN;NEUT;SG
духовное	duhovne	духовный	duhoven	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
славу	slava	слава	slava	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
славу	slava	слава	slava	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
славу	slavi	слава	slaviti	N;INAN;ACC;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
таиланд	tajska	таиланд	tajski	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
таиланд	tajsko	таиланд	tajski	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
таиланд	tajske	таиланд	tajski	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;PL
финансирование	finance	финансирование	finance	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
младшая	najmlajše	младший	mlad	ADJ;NOM;FEM;SG	ADJ;NOM;RL;NEUT;SG
младшая	najmlajša	младший	mlad	ADJ;NOM;FEM;SG	ADJ;NOM;RL;FEM;SG
младшая	najmlajši	младший	mlad	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;RL;MASC;SG
младшая	mlajši	младший	mlad	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;CMPR;MASC;SG
младшая	mlajša	младший	mlad	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;FEM;SG
младшая	mlajše	младший	mlad	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;FEM;SG
глазго	glasgow	глазго	glasgow	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
соперников	tekmeci	соперник	tekmec	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
робин	robyn	робин	robyn	N;ANIM;NOM;MASC;SG	PROPN;NOM;FEM;SG
библиотек	knjižnice	библиотека	knjižnica	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
председатели	stolov	председатель	stol	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
председатели	stole	председатель	stol	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
председатели	predsednikov	председатель	predsednik	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
мозель	moselle	мозель	mosell	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
подростков	najstniki	подросток	najstnik	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
подростков	najstniki	подросток	najstnik	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
подростков	najstnike	подросток	najstnik	N;ANIM;GEN;MASC;PL	N;ACC;MASC;PL
демо	demo	демо	demo	ADV	N;NOM;MASC;SG
демо	demos	демо	demos	ADV	N;NOM;MASC;SG
трагедия	tragično	трагедия	tragičen	N;INAN;NOM;FEM;SG	ADJ;NOM;NEUT;SG
трагедия	tragične	трагедия	tragičen	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;PL
трагедия	tragičen	трагедия	tragičen	N;INAN;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
трагедия	tragična	трагедия	tragičen	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;SG
трагедия	tragedije	трагедия	tragedija	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
трагедия	tragedijo	трагедия	tragedija	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
заседание	sejo	заседание	seja	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
заседание	zasedanju	заседание	zasedanje	N;INAN;NOM;NEUT;SG	N;DAT;NEUT;SG
луки	loke	лук	lok	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
луки	luci	лук	luca	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
луки	luca	лук	luca	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
луки	luka	лук	luka	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
таиланда	tajska	таиланд	tajski	N;INAN;GEN;MASC;SG	ADJ;NOM;FEM;SG
таиланда	tajsko	таиланд	tajski	N;INAN;GEN;MASC;SG	ADJ;NOM;NEUT;SG
таиланда	tajske	таиланд	tajski	N;INAN;GEN;MASC;SG	ADJ;NOM;FEM;PL
таиланда	tajska	таиланд	tajski	N;INAN;GEN;MASC;SG	ADJ;NOM;FEM;SG
таиланда	tajsko	таиланд	tajski	N;INAN;GEN;MASC;SG	ADJ;NOM;NEUT;SG
таиланда	tajski	таиланд	tajski	N;INAN;GEN;MASC;SG	ADJ;NOM;MASC;SG
советники	svetovalce	советник	svetovalec	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
отправили	poslan	отправить	poslan	V;PFV;IND;PL;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
отправили	poslana	отправить	poslan	V;PFV;IND;PL;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
отправили	poslani	отправить	poslan	V;PFV;IND;PL;PST;FIN;ACT	ADJ;NOM;MASC;PL;V.PTCP
отправили	poslano	отправить	poslan	V;PFV;IND;PL;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
отправили	poslane	отправить	poslan	V;PFV;IND;PL;PST;FIN;ACT	ADJ;NOM;FEM;PL;V.PTCP
аэропорты	letališča	аэропорт	letališče	N;INAN;NOM;MASC;PL	N;GEN;NEUT;SG
гитлер	hitlerju	гитлер	hitler	N;ANIM;NOM;MASC;SG	N;DAT;MASC;SG
гитлер	hitlerja	гитлер	hitler	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
связанный	povezana	связать	povezan	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
связанный	povezano	связать	povezan	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
связанный	povezani	связать	povezan	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
оплаты	plačilo	оплата	plačilo	N;INAN;GEN;FEM;SG	N;NOM;NEUT;SG
оплаты	izplačilo	оплата	izplačilo	N;INAN;GEN;FEM;SG	N;NOM;NEUT;SG
организмов	organizmi	организм	organizem	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
организмов	povzročitelji	организм	povzročitelj	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
организмов	organizme	организм	organizem	N;INAN;GEN;MASC;PL	N;ACC;MASC;PL
хьюстон	houston	хьюстон	houston	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
счастье	srečo	счастье	sreča	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
счастье	sreče	счастье	sreča	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG
загрузки	prejemanja	загрузка	prejemanje	N;INAN;NOM;FEM;PL	N;GEN;NEUT;SG
холл	hall	холл	hall	N;INAN;NOM;MASC;SG	
домашнее	domače	домашний	domače	ADJ;NOM;NEUT;SG	ADV
лесных	gozda	лесной	gozd	ADJ;GEN;PL	N;GEN;MASC;SG
лесных	gozd	лесной	gozd	ADJ;GEN;PL	N;NOM;MASC;SG
лесных	gozdni	лесной	gozden	ADJ;GEN;PL	ADJ;NOM;MASC;SG
лесных	gozdovi	лесной	gozd	ADJ;GEN;PL	N;NOM;MASC;PL
никитин	nikitin	никитин	nikitin	N;ANIM;NOM;MASC;SG	
поколений	generacije	поколение	generacija	N;INAN;GEN;NEUT;PL	N;NOM;FEM;PL
македония	makedonijo	македония	makedonija	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
утверждено	odobrena	утвердить	odobren	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
утверждено	odobrene	утвердить	odobren	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
утверждено	odobreni	утвердить	odobren	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL
утверждено	odobreno	утвердить	odobreno	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG
утверждено	odobren	утвердить	odobren	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
волос	dlake	волос	dlaka	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
волос	lasje	волос	las	N;INAN;GEN;FEM;PL	N;NOM;MASC;PL
волос	lase	волос	las	N;INAN;GEN;FEM;PL	N;ACC;MASC;PL
покрытия	kritje	покрытие	kritje	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
ферма	kmetiji	ферма	kmetija	N;INAN;NOM;FEM;SG	N;NOM;FEM;DU
произносится	izrazita	произносить	izrazit	V;IPFV;IND;SG;3;PRS;FIN;MID	ADJ;NOM;FEM;SG
произносится	izrazit	произносить	izrazit	V;IPFV;IND;SG;3;PRS;FIN;MID	ADJ;NOM;INDF;MASC;SG
произносится	izrazito	произносить	izrazito	V;IPFV;IND;SG;3;PRS;FIN;MID	ADV
грозный	groznem	грозный	grozen	ADJ;NOM;MASC;SG	ADJ;DAT;MASC;SG
объединять	združi	объединять	združiti	V;IPFV;NFIN;ACT	V;PFV;IND;SG;3;PRS;FIN
низкий	nizko	низкий	nizko	ADJ;NOM;MASC;SG	ADV
низкий	nizke	низкий	nizek	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
древесины	les	древесина	les	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
древесины	wood	древесина	wood	N;INAN;NOM;FEM;PL	PROPN;NOM;MASC;SG
древесины	lesena	древесина	lesen	N;INAN;NOM;FEM;PL	ADJ;NOM;FEM;SG
древесины	lesa	древесина	les	N;INAN;NOM;FEM;PL	N;GEN;MASC;SG
древесины	lesni	древесина	lesen	N;INAN;NOM;FEM;PL	ADJ;NOM;DEF;MASC;SG
древесины	leseno	древесина	lesen	N;INAN;NOM;FEM;PL	ADJ;NOM;NEUT;SG
уменьшить	zmanjšanje	уменьшить	zmanjšanje	V;PFV;NFIN;ACT	N;NOM;NEUT;SG
уменьшить	zmanjšanje	уменьшить	zmanjšanje	V;PFV;NFIN;ACT	N;NOM;NEUT;SG
уменьшить	znižanje	уменьшить	znižanje	V;PFV;NFIN;ACT	N;NOM;NEUT;SG
уменьшить	psihiater	уменьшить	psihiater	V;PFV;NFIN;ACT	N;NOM;MASC;SG
типичный	tipično	типичный	tipično	ADJ;NOM;MASC;SG	ADV
мобильных	mobilna	мобильный	mobilen	ADJ;GEN;PL	ADJ;NOM;FEM;SG
мобильных	mobilni	мобильный	mobilen	ADJ;GEN;PL	ADJ;NOM;MASC;SG
мобильных	mobilno	мобильный	mobilen	ADJ;GEN;PL	ADJ;NOM;NEUT;SG
получены	prejeto	получить	prejet	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
получены	prejeta	получить	prejet	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
азота	dušik	азот	dušik	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
мозг	možgani	мозг	možgani	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
мозг	možgansko	мозг	možganski	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
мозг	možganski	мозг	možganski	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;PL
мозг	možgane	мозг	možgani	N;INAN;NOM;MASC;SG	N;ACC;MASC;PL
мозг	možganska	мозг	možganski	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
мозг	možgani	мозг	možgani	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
мозг	možgane	мозг	možgani	N;INAN;NOM;MASC;SG	N;ACC;MASC;PL
поднял	vzgojen	поднять	vzgojen	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
поднял	vzgojena	поднять	vzgojen	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
поднял	postavljeno	поднять	postavljen	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
бред	blede	бред	bled	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;PL
дэнни	danny	дэнный	danny	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
нацистской	nacist	нацистский	nacist	ADJ;INS;FEM;SG	N;NOM;MASC;SG
нацистской	nacistični	нацистский	nacističen	ADJ;INS;FEM;SG	ADJ;NOM;MASC;SG
богатых	bogato	богатый	bogato	ADJ;GEN;PL	ADV
богатых	bogati	богатый	bogat	ADJ;GEN;PL	ADJ;NOM;MASC;PL
богатых	rich	богатый	rich	ADJ;GEN;PL	
богатых	bogat	богатый	bogat	ADJ;GEN;PL	ADJ;NOM;INDF;MASC;SG
богатых	bogata	богатый	bogat	ADJ;GEN;PL	ADJ;NOM;FEM;SG
богатых	bogat	богатый	bogat	ADJ;GEN;PL	ADJ;NOM;INDF;MASC;SG
сау	sau	сау	sau	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG
биология	biologijo	биология	biologija	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
михайловский	mihajlovski	михайловский	mihajlovski	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
сложность	težavah	сложность	težava	N;INAN;NOM;FEM;SG	N;ESS;FEM;PL
сложность	oteženo	сложность	otežen	N;INAN;NOM;FEM;SG	ADJ;NOM;NEUT;SG;V.PTCP
сложность	težave	сложность	težava	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
сложность	zapletenosti	сложность	zapletenost	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
прибытия	prihod	прибытие	prihod	N;INAN;NOM;NEUT;PL	N;NOM;MASC;SG
осло	oslo	осло	oslo	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
введено	uvedeno	ввести	uvedeno	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
введено	uveden	ввести	uveden	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
введено	uvedeni	ввести	uveden	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
введено	uvedene	ввести	uveden	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
введено	uvedena	ввести	uveden	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
квантовой	kvantno	квантовый	kvanten	ADJ;INS;FEM;SG	ADV
квантовой	kvantni	квантовый	kvanten	ADJ;INS;FEM;SG	ADJ;NOM;MASC;SG
джонатан	jonathan	джонатан	jonathan	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
разрыв	počila	разрыв	počiti	N;INAN;NOM;MASC;SG	V;PFV;FEM;SG;V.PTCP
греки	grki	грек	grk	N;ANIM;NOM;MASC;PL	ADJ;NOM;MASC;PL
греки	grški	грек	grški	N;ANIM;NOM;MASC;PL	ADJ;NOM;MASC;SG
греки	grško	грек	grški	N;ANIM;NOM;MASC;PL	ADJ;NOM;NEUT;SG
греки	grk	грек	grk	N;ANIM;NOM;MASC;PL	N;NOM;MASC;SG
греки	grška	грек	grški	N;ANIM;NOM;MASC;PL	ADJ;NOM;FEM;SG
васильевича	vasiljević	васильевич	vasiljević	N;ANIM;ACC;MASC;SG	PROPN;NOM;MASC;SG
эволюция	evolucijo	эволюция	evolucija	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
подписания	podpisovanje	подписание	podpisovanje	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
подписания	podpis	подписание	podpis	N;INAN;NOM;NEUT;PL	N;NOM;MASC;SG
подписания	podpis	подписание	podpis	N;INAN;NOM;NEUT;PL	N;NOM;MASC;SG
сеньор	signor	сеньор	signor	N;ANIM;NOM;MASC;SG	
водитель	voznika	водитель	voznik	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
постоянная	trajno	постоянный	trajno	ADJ;NOM;FEM;SG	ADV
постоянная	konstanta	постоянный	konstant	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
постоянная	stalno	постоянный	stalno	ADJ;NOM;FEM;SG	ADV
монахов	meniha	монах	menih	N;ANIM;GEN;MASC;PL	N;ACC;MASC;SG
монахов	menihi	монах	menih	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
паоло	paolo	пайть	paoti	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
вино	vina	вино	vino	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;PL
прожил	živel	прожить	živeti	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;MASC;SG;V.PTCP
прожил	živeli	прожить	živeti	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;MASC;PL;V.PTCP
прожил	živela	прожить	živeti	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;FEM;SG;V.PTCP
рабов	sužnji	раб	sužnja	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
рабов	sužnje	раб	sužnja	N;ANIM;GEN;MASC;PL	N;NOM;FEM;PL
формируется	oblikovanje	формироваться	oblikovanje	V;IPFV;IND;SG;3;PRS;FIN;MID	N;NOM;NEUT;SG
боливии	bolivijske	боливия	bolivijski	N;INAN;NOM;FEM;PL	ADJ;NOM;FEM;PL
боливии	boliviji	боливия	bolivija	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
популярная	priljubljene	популярный	priljubljen	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
популярная	priljubljeno	популярный	priljubljen	ADJ;NOM;FEM;SG	ADV
популярная	priljubljeni	популярный	priljubljen	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
желающие	željo	желать	želja	V;IPFV;NOM;PL;PRS;V.PTCP;ACT	N;ACC;FEM;SG
желающие	želja	желать	želja	V;IPFV;NOM;PL;PRS;V.PTCP;ACT	N;NOM;FEM;SG
охлаждения	hlajenje	охлаждение	hlajenje	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
путешественник	popotnika	путешественник	popotnika	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
гаити	haitiju	гаить	haiti	N;INAN;NOM;FEM;SG	N;DAT;MASC;SG
заменена	zamenjana	заменить	zamenjan	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
заменена	nadomeščen	заменить	nadomeščen	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
автономии	samostojnost	автономия	samostojnost	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
автономии	avtonomija	автономия	avtonomij	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
автономии	avtonomijo	автономия	avtonomija	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
мадам	gospa	мада	gospa	N;ANIM;DAT;FEM;PL	N;NOM;FEM;SG
мадам	madam	мада	madam	N;ANIM;DAT;FEM;PL	N;NOM;FEM;SG
мадам	madame	мада	madame	N;ANIM;DAT;FEM;PL	N;NOM;FEM;SG
молока	mlečni	молоко	mlečen	N;INAN;GEN;NEUT;SG	ADJ;NOM;MASC;PL
молока	mleko	молоко	mleko	N;INAN;GEN;NEUT;SG	N;NOM;NEUT;SG
специалиста	specialist	специалист	specialist	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
новичков	novinci	новичок	novinec	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
