der	на	der	на	DET;NOM;DEF;MASC;SG	ADP;ACC
wirtschaft	економія	wirtschaft	економія		N;INAN;NOM;FEM;SG
college	коледж	college	коледж		N;INAN;NOM;MASC;SG
college	коледжі	college	коледжа		N;INAN;NOM;MASC;SG
college	внз	college	внз		
brachte	привезли	bringen	привезти	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN
brachte	принесли	bringen	принести	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN
markt	markt	marken	markt	ADV	
markt	крамниця	marken	крамниця	ADV	N;INAN;NOM;FEM;SG
markt	marketplace	marken	marketplace	ADV	
markt	ринки	marken	ринок	ADV	N;INAN;NOM;MASC;PL
markt	ринків	marken	ринок	ADV	N;INAN;GEN;MASC;PL
markt	маркет	marken	маркет	ADV	
markt	ринкова	marken	ринковий	ADV	ADJ;NOM;FEM;SG
markt	ринок	marken	ринок	ADV	N;INAN;NOM;MASC;SG
markt	ринку	marken	ринка	ADV	N;INAN;DAT;FEM;SG
enthalten	включені	enthalten	включений	V;NFIN	ADJ;PFV;NOM;PL;V.PTCP;PASS
enthalten	включення	enthalten	включення	V;NFIN	N;INAN;NOM;NEUT;SG
jedem	всім	jed	всі	PRO;DAT;INDF;MASC;SG	PRO;ANIM;DAT
jedem	усіх	jed	увесь	PRO;DAT;INDF;MASC;SG	DET;GEN;PL
jedem	усі	jed	увесь	PRO;DAT;INDF;MASC;SG	DET;NOM;PL
jedem	усім	jed	усе	PRO;DAT;INDF;MASC;SG	PRO;INAN;INS;NEUT;SG
jedem	всіх	jed	всі	PRO;DAT;INDF;MASC;SG	PRO;ANIM;ACC
jedem	кожну	jed	кожний	PRO;DAT;INDF;MASC;SG	DET;ACC;FEM;SG
jedem	кожного	jed	кожний	PRO;DAT;INDF;MASC;SG	DET;GEN;MASC;SG
jedem	кожному	jed	кожний	PRO;DAT;INDF;MASC;SG	PRO;INAN;DAT;NEUT;SG
jedem	кожен	jed	кожний	PRO;DAT;INDF;MASC;SG	DET;NOM;MASC;SG
jedem	кожна	jed	кожний	PRO;DAT;INDF;MASC;SG	DET;NOM;FEM;SG
städte	містами	staden	місто	N;NOM;FEM;PL	N;INAN;INS;NEUT;PL
städte	міста	staden	місто	N;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
städte	містах	staden	місто	N;NOM;FEM;PL	N;INAN;ESS;NEUT;PL
städte	міст	staden	місто	N;NOM;FEM;PL	
verloren	втрачений	verlieren	втрачений	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
verloren	lost	verlieren	lost	V;V.PTCP	
neuer	створити	neu	створити	ADJ	V;PFV;NFIN
ausgezeichnet	нагорода	auszeichnen	нагорода	V;V.PTCP	N;INAN;NOM;FEM;SG
ausgezeichnet	відмінний	auszeichnen	відмінний	V;V.PTCP	ADJ;NOM;MASC;SG
ausgezeichnet	чудова	auszeichnen	чудовий	V;V.PTCP	ADJ;NOM;FEM;SG
ausgezeichnet	відмінно	auszeichnen	відмінно	V;V.PTCP	ADV
übrigens	знімала	übrigens	знімати	ADV	V;IPFV;FEM;IND;SG;PST;FIN
russland	московська	rußland	московський	PROPN;NOM;NEUT;SG	ADJ;NOM;FEM;SG
russland	moscow	rußland	moscow	PROPN;NOM;NEUT;SG	
russland	москва	rußland	москва	PROPN;NOM;NEUT;SG	PROPN;INAN;NOM;FEM;SG
russland	росії	rußland	росія	PROPN;NOM;NEUT;SG	PROPN;INAN;GEN;FEM;SG
russland	росію	rußland	росіти	PROPN;NOM;NEUT;SG	PROPN;INAN;ACC;FEM;SG
russland	росія	rußland	росія	PROPN;NOM;NEUT;SG	PROPN;INAN;NOM;FEM;SG
trägt	носять	tragen	носити	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN
trägt	ведмедів	tragen	ведмід	V;IND;SG;3;PRS;FIN	N;ANIM;ACC;MASC;PL
trägt	ведмеді	tragen	ведмідь	V;IND;SG;3;PRS;FIN	N;ANIM;NOM;MASC;PL
bonn	бонн	bonn	бонн	PROPN;NOM;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
jugend	молодість	jugend	молодість	ADJ	N;INAN;NOM;FEM;SG
jugend	юнацтва	jugend	юнацтво	ADJ	N;INAN;NOM;NEUT;SG
jugend	юність	jugend	юність	ADJ	N;INAN;NOM;FEM;SG
jugend	молодь	jugend	молодь	ADJ	N;INAN;NOM;FEM;SG
jugend	підлітки	jugend	підліток	ADJ	N;ANIM;NOM;MASC;PL
jugend	підлітка	jugend	підліток	ADJ	N;ANIM;ACC;MASC;SG
jugend	янг	jugend	янг	ADJ	
jugend	підліток	jugend	підлітка	ADJ	N;ANIM;NOM;MASC;SG
allgemeinen	генерал	allgemein	генерал	ADJ	N;ANIM;NOM;MASC;SG
gymnasium	гімназія	gymnasium	гімназія	ADJ	N;INAN;NOM;FEM;SG
gemäß	сп	gemäß	сп		
spanien	іспанію	spanien	іспанія	PROPN;NOM;NEUT;SG	N;INAN;ACC;FEM;SG
spanien	іспанія	spanien	іспанія	PROPN;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
spanien	іспанії	spanien	іспанія	PROPN;NOM;NEUT;SG	PROPN;INAN;GEN;FEM;SG
spanien	севільї	spanien	севілья	PROPN;NOM;NEUT;SG	PROPN;INAN;NOM;FEM;SG
post	мейл	post	мейл	PROPN;NOM;SG	INTJ
post	пошта	post	пошта	PROPN;NOM;SG	N;INAN;NOM;FEM;SG
post	поштою	post	пошта	PROPN;NOM;SG	N;INAN;INS;FEM;SG
post	дописі	post	допис	PROPN;NOM;SG	ADV
post	опублікувати	post	опублікувати	PROPN;NOM;SG	V;PFV;NFIN
post	допис	post	допис	PROPN;NOM;SG	N;INAN;NOM;MASC;SG
post	допису	post	допис	PROPN;NOM;SG	N;INAN;GEN;MASC;SG
post	поштова	post	поштова	PROPN;NOM;SG	N;INAN;NOM;FEM;SG
post	поштовий	post	поштовий	PROPN;NOM;SG	ADJ;NOM;MASC;SG
post	поштові	post	поштовий	PROPN;NOM;SG	ADJ;NOM;PL
soldaten	поповнення	soldat	поповнення	N;PL	N;INAN;NOM;NEUT;SG
soldaten	солдат	soldat	солдат	N;PL	N;INAN;NOM;MASC;SG
lebt	життів	leben	життя	V;IND;SG;3;PRS;FIN	N;INAN;GEN;NEUT;PL
tätigkeit	активність	tätigkeit	активність	ADJ	N;INAN;NOM;FEM;SG
tätigkeit	дії	tätigkeit	дія	ADJ	N;INAN;NOM;FEM;PL
tätigkeit	діяльності	tätigkeit	діяльність	ADJ	N;INAN;GEN;FEM;SG
tätigkeit	дія	tätigkeit	дія	ADJ	N;INAN;NOM;FEM;SG
tätigkeit	діяльність	tätigkeit	діяльність	ADJ	N;INAN;NOM;FEM;SG
zeigen	показ	zeigen	показ	V;NFIN	N;INAN;NOM;MASC;SG
zeigen	шоу	zeigen	шоу	V;NFIN	N;INAN;NOM;NEUT;SG
zeigen	show	zeigen	show	V;NFIN	
heutige	сьогодні	heutig	сьогодні	ADJ;NOM;FEM;PL	ADV
bücher	книг	büchern	книга	N;NOM;NEUT;PL	N;INAN;GEN;FEM;PL
medien	медіа	medeinen	медіа	N;NOM;NEUT;PL	N;INAN;NOM;MASC;SG
medien	носій	medeinen	ніс	N;NOM;NEUT;PL	N;INAN;NOM;MASC;SG
medien	мультимедіа	medeinen	мультимедіа	N;NOM;NEUT;PL	V;IPFV;IND;SG;3;FUT;FIN
medien	змі	medeinen	змо	N;NOM;NEUT;PL	PROPN;INAN;NOM;MASC;SG
jedes	кожен	jed	кожний	PRO;NOM;INDF;NEUT;SG	DET;NOM;MASC;SG
jedes	кожні	jed	кожний	PRO;NOM;INDF;NEUT;SG	NUM;NOM
jedes	якісь	jed	якийсь	PRO;NOM;INDF;NEUT;SG	DET;NOM;PL
jedes	кожну	jed	кожний	PRO;NOM;INDF;NEUT;SG	DET;ACC;FEM;SG
jedes	кожного	jed	кожний	PRO;NOM;INDF;NEUT;SG	DET;GEN;MASC;SG
jedes	кожному	jed	кожний	PRO;NOM;INDF;NEUT;SG	PRO;INAN;DAT;NEUT;SG
jedes	кожен	jed	кожний	PRO;NOM;INDF;NEUT;SG	DET;NOM;MASC;SG
jedes	кожна	jed	кожний	PRO;NOM;INDF;NEUT;SG	DET;NOM;FEM;SG
entscheidung	рішенням	entscheidung	рішення	N;NOM;FEM;SG	N;INAN;INS;NEUT;SG
einfluss	вплив	einfluß	вплив	ADJ	N;INAN;NOM;MASC;SG
einfluss	перебіг	einfluß	перебігти	ADJ	N;INAN;NOM;MASC;SG
einfluss	впливати	einfluß	впливати	ADJ	V;IPFV;NFIN
einfluss	вплив	einfluß	вплив	ADJ	N;INAN;NOM;MASC;SG
einfluss	впливає	einfluß	впливати	ADJ	V;IPFV;IND;SG;3;PRS;FIN
monate	місяці	monat	місяць	ADV	N;INAN;NOM;MASC;PL
monate	місяцями	monat	місяцями	ADV	N;INAN;INS;MASC;PL
monate	місяців	monat	місяць	ADV	N;INAN;GEN;MASC;PL
monate	місяця	monat	місяць	ADV	N;INAN;GEN;MASC;SG
monate	місяць	monat	місяць	ADV	N;INAN;NOM;MASC;SG
anlage	додатку	anlage	додаток	N;NOM;FEM;SG	N;INAN;GEN;MASC;SG
beschrieben	описані	beschreiben	описаний	V;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
mehrfach	декілька	mehrfach	декілька	ADJ	DET;NOM
mehrfach	безперервно	mehrfach	безперервно	ADJ	ADV
christoph	крістофер	christoph	крістофер	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
christoph	крістоф	christoph	крістоф	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
eröffnet	відкриті	eröffnen	відкритий	V;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
geworden	став	werden	стати	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
geworden	стали	werden	стати	V;V.PTCP	V;PFV;IND;PL;PST;FIN
geworden	стало	werden	стати	V;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN
cdu	міністр	cdu	міністр	PROPN;NOM;SG	N;ANIM;NOM;MASC;SG
rechte	привілеїв	recht	привілей	ADJ;NOM;FEM;PL	N;INAN;GEN;MASC;PL
rechte	привілеї	recht	привілея	ADJ;NOM;FEM;PL	N;INAN;NOM;MASC;PL
rechte	правий	recht	правий	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
rechte	права	recht	право	ADJ;NOM;FEM;PL	N;INAN;NOM;NEUT;PL
rechte	право	recht	право	ADJ;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
rechte	праворуч	recht	праворуч	ADJ;NOM;FEM;PL	ADV
rechte	права	recht	право	ADJ;NOM;FEM;PL	N;INAN;NOM;NEUT;PL
russischen	російська	russisch	російський	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
russischen	російською	russisch	російський	ADJ;NOM;MASC;PL	ADJ;INS;FEM;SG
russischen	російську	russisch	російський	ADJ;NOM;MASC;PL	ADJ;ACC;FEM;SG
erkennbar	видима	erkennbar	видимо	ADJ	N;INAN;NOM;FEM;SG
erkennbar	видно	erkennbar	видно	ADJ	ADV
italienischer	італієць	italienisch	італієць	ADJ	N;ANIM;NOM;MASC;SG
tagen	днів	tagen	день	ADJ	N;INAN;GEN;MASC;PL
tagen	дні	tagen	день	ADJ	N;INAN;NOM;MASC;PL
jeweiligen	законним	jeweilig	законний	ADJ;NOM;MASC;PL	ADJ;INS;MASC;SG
jeweiligen	відповідними	jeweilig	відповідний	ADJ;NOM;MASC;PL	ADJ;INS;PL
stück	відтворити	stück	відтворити	ADJ	V;PFV;NFIN
stück	грати	stück	грати	ADJ	V;IPFV;NFIN
stück	програти	stück	програти	ADJ	V;PFV;NFIN
stück	шматок	stück	шматок	ADJ	N;INAN;NOM;MASC;SG
stück	інсталяція	stück	інсталяція	ADJ	N;INAN;NOM;FEM;SG
stück	фігуру	stück	фігура	ADJ	N;INAN;ACC;FEM;SG
stück	шматок	stück	шматок	ADJ	N;INAN;NOM;MASC;SG
stück	зрізу	stück	зрізу	ADJ	N;INAN;GEN;MASC;SG
stück	шматочки	stück	шматочок	ADJ	N;INAN;NOM;MASC;PL
programm	програма	programm	програма	ADJ	N;INAN;NOM;FEM;SG
programm	програми	programm	програма	ADJ	N;INAN;NOM;FEM;PL
programm	програма	programm	програма	ADJ	N;INAN;NOM;FEM;SG
live	жити	live	жити	ADJ	V;IPFV;NFIN
live	live	live	live	ADJ	
live	наживо	live	наживо	ADJ	ADV
live	живу	live	жити	ADJ	V;IPFV;IND;SG;1;PRS;FIN
live	трансляція	live	трансляція	ADJ	N;INAN;NOM;FEM;SG
entspricht	рівний	entsprechen	рівний	V;IND;SG;3;PRS;FIN	ADJ;NOM;MASC;SG
namens	названий	namens	названий	ADV	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
namens	назвали	namens	назвати	ADV	V;PFV;IND;PL;PST;FIN
namens	названо	namens	назвати	ADV	V;PFV;IND;0;FIN
jazz	джаз	jazz	джаз		N;INAN;NOM;MASC;SG
jazz	jazz	jazz	jazz		
jazz	джазу	jazz	джаз		N;INAN;GEN;MASC;SG
unten	вниз	unten	вниз	ADV	
unten	down	unten	down	ADV	
unten	униз	unten	униз	ADV	
unten	даун	unten	даун	ADV	PROPN;ANIM;NOM;MASC;SG
papst	папи	papst	папа	N;NOM;MASC;SG	PROPN;ANIM;ACC;MASC;SG
themen	теми	them	тема	V;FIN	N;INAN;NOM;FEM;PL
themen	тем	them	тема	V;FIN	N;INAN;GEN;FEM;PL
themen	теми	them	тема	V;FIN	N;INAN;NOM;FEM;PL
themen	тем	them	тема	V;FIN	N;INAN;GEN;FEM;PL
themen	тему	them	тема	V;FIN	N;INAN;ACC;FEM;SG
themen	тема	them	тема	V;FIN	N;INAN;NOM;FEM;SG
themen	теми	them	тема	V;FIN	N;INAN;NOM;FEM;PL
themen	звернення	them	звернення	V;FIN	N;INAN;NOM;NEUT;SG
themen	гілки	them	гілка	V;FIN	N;INAN;NOM;FEM;PL
themen	питань	them	питання	V;FIN	N;INAN;GEN;NEUT;PL
themen	проблеми	them	проблема	V;FIN	N;INAN;NOM;FEM;PL
themen	питання	them	питання	V;FIN	N;INAN;NOM;NEUT;SG
sache	фішка	sachen	фішка	ADV	N;INAN;NOM;FEM;SG
sache	річ	sachen	річ	ADV	N;INAN;NOM;FEM;SG
sache	затори	sachen	затор	ADV	N;INAN;NOM;MASC;PL
gerhard	герхард	gerhard	герхард	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
regelmäßig	регулярно	regelmäßig	регулярно	ADJ	ADV
regelmäßig	періодично	regelmäßig	періодично	ADJ	ADV
erschienen	опублікований	erscheinen	опублікований	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
junge	хлопчина	jung	хлопчина	ADJ;NOM;FEM;PL	N;ANIM;NOM;MASC;SG
junge	хлопчик	jung	хлопчик	ADJ;NOM;FEM;PL	N;ANIM;NOM;MASC;SG
junge	закохалася	jung	закохатися	ADJ;NOM;FEM;PL	V;PFV;FEM;IND;SG;PST;FIN
junge	янг	jung	янг	ADJ;NOM;FEM;PL	
junge	молода	jung	молодий	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
junge	молодою	jung	молодий	ADJ;NOM;FEM;PL	ADJ;INS;FEM;SG
junge	молодий	jung	молодий	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
junge	молодим	jung	молодий	ADJ;NOM;FEM;PL	ADJ;INS;NEUT;SG
junge	junge	jung	junge	ADJ;NOM;FEM;PL	
junge	малиш	jung	малиш	ADJ;NOM;FEM;PL	N;INAN;NOM;MASC;SG
eltern	батьки	eltern	батько		N;ANIM;NOM;MASC;PL
eltern	батьківські	eltern	батьківський		ADJ;NOM;PL
eltern	батьки	eltern	батько		N;ANIM;NOM;MASC;PL
eltern	батьківського	eltern	батьківський		ADJ;GEN;MASC;SG
eltern	батьківський	eltern	батьківський		ADJ;NOM;MASC;SG
eltern	батьківська	eltern	батьківський		ADJ;NOM;FEM;SG
sprachen	мови	sprechen	мова	V;FIN	N;INAN;NOM;FEM;PL
sprachen	мов	sprechen	мов	V;FIN	CONJ
sprachen	мова	sprechen	мова	V;FIN	N;INAN;NOM;FEM;SG
sprachen	мови	sprechen	мова	V;FIN	N;INAN;NOM;FEM;PL
sprachen	мову	sprechen	мова	V;FIN	N;INAN;ACC;FEM;SG
internet	інтернет	internet	інтернет		N;INAN;NOM;MASC;SG
folgt	читачі	folgen	читач	V;IND;SG;3;PRS;FIN	N;ANIM;NOM;MASC;PL
ländern	länder	ländern	länder	N;PL	
größe	величі	groß	величий	N;NOM;FEM;SG	N;INAN;GEN;FEM;SG
größe	розміри	groß	розмір	N;NOM;FEM;SG	N;INAN;NOM;MASC;PL
start	запустити	Start	запустити	PROPN	V;PFV;NFIN
start	розпочати	Start	розпочати	PROPN	V;PFV;NFIN
start	старт	Start	старт	PROPN	N;INAN;NOM;MASC;SG
start	запускати	Start	запускати	PROPN	V;IPFV;NFIN
start	початок	Start	початок	PROPN	N;INAN;NOM;MASC;SG
start	почати	Start	почати	PROPN	V;PFV;NFIN
start	зльоту	Start	зліт	PROPN	N;INAN;GEN;MASC;SG
start	стартап	Start	стартап	PROPN	N;INAN;NOM;MASC;SG
start	запуску	Start	запуск	PROPN	N;INAN;GEN;MASC;SG
start	startup	Start	startup	PROPN	
start	запуск	Start	запуск	PROPN	N;INAN;NOM;MASC;SG
start	стартувати	Start	стартувати	PROPN	V;PFV;NFIN
start	запуск	Start	запуск	PROPN	N;INAN;NOM;MASC;SG
weltweit	worldwide	weltweit	worldwide	ADJ	
weltweit	світ	weltweit	світ	ADJ	N;INAN;NOM;MASC;SG
weltweit	світе	weltweit	світи	ADJ	N;INAN;NOM;MASC;SG
weltweit	world	weltweit	world	ADJ	
weltweit	глобус	weltweit	глобус	ADJ	N;INAN;NOM;MASC;SG
weltweit	global	weltweit	global	ADJ	
weltweit	всюди	weltweit	всюди	ADJ	ADV
weltweit	глобально	weltweit	глобально	ADJ	ADV
offenbar	виявляється	offenbar	виявлятися	ADV	V;IPFV;IND;SG;3;PRS;FIN
katholische	католицька	katholisch	католицький	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
spricht	speaking	sprechen	speaking	V;IND;SG;3;PRS;FIN	
hauptstadt	капітолій	hauptstadt	капітолій	ADJ	N;INAN;NOM;MASC;SG
hauptstadt	капітал	hauptstadt	капітал	ADJ	N;INAN;NOM;MASC;SG
hauptstadt	столиця	hauptstadt	столиця	ADJ	N;INAN;NOM;FEM;SG
abschluss	закриття	abschließen	закриття	ADV	N;INAN;NOM;NEUT;SG
abschluss	замикання	abschließen	замикання	ADV	N;INAN;NOM;NEUT;SG
abschluss	завершення	abschließen	завершення	ADV	N;INAN;NOM;NEUT;SG
abschluss	доповнення	abschließen	доповнення	ADV	N;INAN;NOM;NEUT;SG
abschluss	випускниця	abschließen	випускниця	ADV	N;ANIM;NOM;FEM;SG
abschluss	випускник	abschließen	випускник	ADV	N;ANIM;NOM;MASC;SG
abschluss	випускний	abschließen	випускний	ADV	ADJ;NOM;MASC;SG
abschluss	висновки	abschließen	висновок	ADV	N;INAN;NOM;MASC;PL
hielt	тримали	halten	тримати	V;IND;SG;3;PST;FIN	V;IPFV;IND;PL;PST;FIN
hielt	проведено	halten	провести	V;IND;SG;3;PST;FIN	V;PFV;IND;0;FIN
hielt	тривала	halten	тривалий	V;IND;SG;3;PST;FIN	ADJ;NOM;FEM;SG
hielt	тривали	halten	тривати	V;IND;SG;3;PST;FIN	V;IPFV;IND;PL;PST;FIN
vorher	перед	vorher	перед	ADV	ADP;INS
vorher	перед	vorher	перед	ADV	ADP;INS
vorher	before	vorher	before	ADV	
kannst	можна	können	можна	V;IND;SG;2;PRS;FIN	ADV
friedhof	кладовище	friedhof	кладовище	ADJ	N;INAN;NOM;NEUT;SG
friedhof	цвинтар	friedhof	цвинтар	ADJ	N;INAN;NOM;MASC;SG
friedhof	кладовище	friedhof	кладовище	ADJ	N;INAN;NOM;NEUT;SG
friedhof	цвинтар	friedhof	цвинтар	ADJ	N;INAN;NOM;MASC;SG
weiterer	далі	weit	далі	ADJ	ADV
philipp	phillip	philipp	phillip	PROPN;NOM;MASC;SG	
philipp	філіп	philipp	філіп	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
philipp	філіп	philipp	філіп	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
philipp	філіпп	philipp	філіпп	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
philipp	філіп	philipp	філіп	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
philipp	філіпп	philipp	філіпп	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
metern	метр	metern	метр	ADJ	
metern	метрах	metern	метр	ADJ	N;INAN;ESS;MASC;PL
metern	метрів	metern	метр	ADJ	N;INAN;GEN;MASC;PL
metern	метри	metern	метр	ADJ	N;INAN;NOM;MASC;PL
metern	метрів	metern	метр	ADJ	N;INAN;GEN;MASC;PL
metern	метри	metern	метр	ADJ	N;INAN;NOM;MASC;PL
lehrer	жестів	lehr	жести	ADJ	N;INAN;GEN;MASC;PL
lehrer	інструктором	lehr	інструктор	ADJ	N;ANIM;INS;MASC;SG
lehrer	інструктор	lehr	інструктор	ADJ	N;ANIM;NOM;MASC;SG
lehrer	учителі	lehr	учитель	ADJ	N;ANIM;NOM;MASC;PL
lehrer	вчителів	lehr	вчитель	ADJ	N;ANIM;ACC;MASC;PL
lehrer	вчителі	lehr	вчитель	ADJ	N;ANIM;NOM;MASC;PL
lehrer	викладач	lehr	викладач	ADJ	N;ANIM;NOM;MASC;SG
lehrer	вчителю	lehr	вчитель	ADJ	N;ANIM;DAT;FEM;SG
lehrer	вчитель	lehr	вчитель	ADJ	N;ANIM;NOM;MASC;SG
lehrer	учитель	lehr	учитель	ADJ	N;ANIM;NOM;MASC;SG
lehrer	вчителька	lehr	вчителька	ADJ	N;ANIM;NOM;FEM;SG
würden	would	werden	would	V;SBJV;PL;3;PST;FIN	
betrug	шахрайство	betragen	шахрайство	V;IND;SG;3;PST;FIN	N;INAN;NOM;NEUT;SG
betrug	обман	betragen	обман	V;IND;SG;3;PST;FIN	N;INAN;NOM;MASC;SG
betrug	шахрайство	betragen	шахрайство	V;IND;SG;3;PST;FIN	N;INAN;NOM;NEUT;SG
kopf	head	kopfen	head		
kopf	голова	kopfen	голова		N;ANIM;NOM;FEM;SG
kopf	голівка	kopfen	голівка		N;INAN;NOM;FEM;SG
kopf	головах	kopfen	голова		N;INAN;ESS;FEM;PL
kopf	голів	kopfen	голіти		N;INAN;GEN;MASC;PL
kopf	голови	kopfen	голова		N;INAN;NOM;FEM;PL
kopf	головами	kopfen	голова		N;INAN;INS;FEM;PL
auftrag	замовити	auftragen	замовити	N;MASC;SG	V;PFV;NFIN
zusammenarbeit	співпраця	zusammenarbeit	співпраця	ADJ	N;INAN;NOM;FEM;SG
zusammenarbeit	колективу	zusammenarbeit	колектив	ADJ	N;INAN;GEN;MASC;SG
zusammenarbeit	співпраці	zusammenarbeit	співпраця	ADJ	N;INAN;NOM;FEM;SG
zusammenarbeit	співробітництво	zusammenarbeit	співробітництво	ADJ	N;INAN;NOM;NEUT;SG
zusammenarbeit	співпрацю	zusammenarbeit	співпраця	ADJ	N;INAN;ACC;FEM;SG
nein	ні	nein	ні		INTJ
nein	неа	nein	неати		
verlor	втрачений	verlieren	втрачений	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
verlor	lost	verlieren	lost	V;IND;SG;3;PST;FIN	
denke	роздуми	denken	роздум		N;INAN;NOM;MASC;PL
denke	мислення	denken	мислення		N;INAN;NOM;NEUT;SG
denke	вернутися	denken	вернутися		V;PFV;NFIN
denke	думаю	denken	думати		V;IPFV;IND;SG;1;PRS;FIN
denke	think	denken	think		
denke	думайте	denken	думати		V;IPFV;IMP;PL;2;FIN
denke	згадай	denken	згадати		V;PFV;IMP;SG;2;FIN
denke	подумайте	denken	подумати		V;PFV;IMP;PL;2;FIN
größere	точніше	groß	точніше	ADJ;NOM;FEM;PL	ADV;CMPR
größere	більший	groß	більший	ADJ;NOM;FEM;PL	ADJ;NOM;CMPR;MASC;SG
größere	більше	groß	більше	ADJ;NOM;FEM;PL	ADV;CMPR
größere	більшого	groß	більший	ADJ;NOM;FEM;PL	ADJ;GEN;CMPR;MASC;SG
größere	більшим	groß	більший	ADJ;NOM;FEM;PL	ADJ;INS;RL;NEUT;SG
größere	більший	groß	більший	ADJ;NOM;FEM;PL	ADJ;NOM;CMPR;MASC;SG
größere	більше	groß	більше	ADJ;NOM;FEM;PL	ADV;CMPR
größere	більша	groß	більший	ADJ;NOM;FEM;PL	ADJ;NOM;RL;FEM;SG
brücke	міст	brücken	місто	N;NOM;FEM;SG	
überwiegend	здебільшого	überwiegend	здебільшого	ADJ	ADV
überwiegend	переважно	überwiegend	переважно	ADJ	ADV
überwiegend	здебільшого	überwiegend	здебільшого	ADJ	ADV
überwiegend	переважно	überwiegend	переважно	ADJ	ADV
usw	тощо	usw	тощо		PART
usw	etc	usw	etc		
zerstört	знищені	zerstören	знищений	V;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
zerstört	розбитих	zerstören	розбитий	V;V.PTCP	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS
bundesliga	бундесліга	bundesliga	бундесліг	ADJ	N;INAN;NOM;FEM;SG
teilen	обмін	teilen	обмін	V;NFIN	N;INAN;NOM;MASC;SG
teilen	поширення	teilen	поширення	V;NFIN	N;INAN;NOM;NEUT;SG
teilen	акція	teilen	акція	V;NFIN	N;INAN;NOM;FEM;SG
teilen	поширення	teilen	поширення	V;NFIN	N;INAN;NOM;NEUT;SG
teilen	дроблення	teilen	дроблення	V;NFIN	N;INAN;NOM;NEUT;SG
teilen	розділення	teilen	розділення	V;NFIN	N;INAN;NOM;NEUT;SG
teilen	розділена	teilen	розділений	V;NFIN	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
teilen	ділення	teilen	ділення	V;NFIN	N;INAN;NOM;NEUT;SG
versionen	версій	versionen	версія	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
lesen	прочитані	lesen	прочитаний	V;NFIN	ADJ;PFV;NOM;PL;V.PTCP;PASS
lesen	читання	lesen	читання	V;NFIN	N;INAN;NOM;NEUT;SG
lesen	читання	lesen	читання	V;NFIN	N;INAN;NOM;NEUT;SG
daniel	daniel	daniel	daniel	PROPN;NOM;MASC;SG	
daniel	даніел	daniel	даніел	PROPN;NOM;MASC;SG	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
daniel	даніель	daniel	даніель	PROPN;NOM;MASC;SG	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
daniel	деніел	daniel	деніел	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
daniel	данило	daniel	данило	PROPN;NOM;MASC;SG	V;PFV;NEUT;IND;SG;PST;FIN
idee	idea	idee	idea	N;NOM;FEM;SG	
idee	ідею	idee	ідея	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
rot	рот	rot	рот	ADJ	N;INAN;NOM;MASC;SG
rot	гниль	rot	гниль	ADJ	N;INAN;NOM;FEM;SG
rot	ред	rot	ред.	ADJ	
eindeutig	чітко	eindeutig	чітко	ADJ	ADV
eindeutig	суто	eindeutig	суто	ADJ	ADV
bestimmt	рішуче	bestimmen	рішуче	V;V.PTCP	ADV
