של	shel	של	shel	PART;GEN	N
מציג	visualizzatore	הציג	visualizzatore	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
מציג	spettacoli	הציג	spettacolo	V;MASC;SG;V.PTCP;ACT	N;MASC;PL
מציג	visualizzate	הציג	visualizzare	V;MASC;SG;V.PTCP;ACT	V;PL;PST;V.PTCP
מציג	visualizzati	הציג	visualizzare	V;MASC;SG;V.PTCP;ACT	V;MASC;PL;PST;V.PTCP
מציג	espositori	הציג	espositore	V;MASC;SG;V.PTCP;ACT	N;MASC;PL
הכהן	sacerdote	הכהן	sacerdote	PROPN	N;MASC;SG
הכהן	prete	הכהן	prete	PROPN	N;MASC;SG
החליטה	decisi	החליט	decidere	V;FEM;SG;3;PST;ACT	ADJ;MASC;PL
במחלוקת	contestato	במחלוקת	contestare	ADV	V;MASC;SG;PST;V.PTCP
במחלוקת	contestata	במחלוקת	contestato	ADV	V;FEM;SG;PST;V.PTCP
ברציפות	continuamente	ברציפות	continuamente		ADV
פרוץ	epidemia	None	epidemia		N;FEM;SG
פרוץ	focolaio	None	focolaio		N;MASC;SG
פרוץ	hacker	None	hacker		N
פרוץ	violato	None	violare		V;MASC;SG;PST;V.PTCP
מחלוקת	disaccordi	מחלוקת	disaccordo	N;FEM;SG	N;MASC;PL
מחלוקת	disputa	מחלוקת	disputare	N;FEM;SG	V;IND;SG;3;PRS;FIN
מחלוקת	contestato	מחלוקת	contestare	N;FEM;SG	V;MASC;SG;PST;V.PTCP
מחלוקת	contestata	מחלוקת	contestato	N;FEM;SG	V;FEM;SG;PST;V.PTCP
מחלוקת	polemiche	מחלוקת	polemica	N;FEM;SG	N;FEM;PL
מחלוקת	controversie	מחלוקת	controversia	N;FEM;SG	N;FEM;PL
טענה	reclamato	טענה	reclamare	N;FEM;SG	V;MASC;SG;PST;V.PTCP
חזקה	strong	חזק	strong	ADJ;FEM;SG	N
חזקה	forti	חזק	forte	ADJ;FEM;SG	ADJ;PL
חזקה	potenti	חזק	potente	ADJ;FEM;SG	ADJ;PL
רובם	most	None	most	N;MASC;SG	
יי	yee	יי	yee	PROPN	N;MASC;SG
טקס	rituali	טקס	rituale	N;MASC;SG	N;MASC;PL
חיה	beast	None	beast	V;FEM;SG;V.PTCP;ACT	N
חיה	bestia	None	bestia	V;FEM;SG;V.PTCP;ACT	N;FEM;SG
חיה	belva	None	belvo	V;FEM;SG;V.PTCP;ACT	N;FEM;SG
חיה	animale	None	animale	V;FEM;SG;V.PTCP;ACT	ADJ;SG
חיה	animal	None	animal	V;FEM;SG;V.PTCP;ACT	N
פברואר	febbraio	פברואר	febbraio	PROPN	N;MASC;SG
פברואר	febbraio	פברואר	febbraio	PROPN	N;MASC;SG
נשא	carrier	נשא	carrier	V;MASC;SG;3;PST	N;MASC
נשא	portaerei	נשא	portare	V;MASC;SG;3;PST	N;FEM;SG
נשא	vettore	נשא	vettore	V;MASC;SG;3;PST	N;MASC;SG
נשא	trasportati	נשא	trasportare	V;MASC;SG;3;PST	V;MASC;PL;PST;V.PTCP
התנהגות	comportamenti	התנהגות	comportamento	N;FEM;SG	N;MASC;PL
התנהגות	comportamenti	התנהגות	comportamento	N;FEM;SG	N;MASC;PL
אפשרי	possibili	אפשרי	possibile	ADJ;MASC;SG	ADJ;PL
לתקן	fix	תיקן	fix	V;NFIN;ACT	N
העלילה	trama	העליל	trama	V;FEM;SG;3;PST;ACT	N;FEM;SG
העלילה	complotto	העליל	complotto	V;FEM;SG;3;PST;ACT	N;MASC;SG
שינה	cambiata	שינה	cambiare	PROPN	V;FEM;SG;PST;V.PTCP
שינה	cambiato	שינה	cambiare	PROPN	V;MASC;SG;PST;V.PTCP
שינה	cambiati	שינה	cambiare	PROPN	V;MASC;PL;PST;V.PTCP
שינה	dormi	שינה	dormire	PROPN	V;IMP;SG;2;PRS;FIN
שינה	sleep	שינה	sleep	PROPN	N;MASC
שינה	sonno	שינה	sonno	PROPN	N;MASC;SG
שינה	dormire	שינה	dormire	PROPN	V;NFIN
שינה	sheena	שינה	sheena	PROPN	N;FEM;SG
שינה	sonno	שינה	sonno	PROPN	N;MASC;SG
שינה	dormire	שינה	dormire	PROPN	V;NFIN
שינה	dormendo	שינה	dormire	PROPN	V;V.MSDR
הציע	suggerite	הציע	suggerire	V;MASC;SG;3;PST;ACT	V;FEM;PL;PST;V.PTCP
הציע	suggeriti	הציע	suggerire	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
עצמאי	independent	עצמאי	independent	ADJ;MASC;SG	N;MASC
עצמאי	indipendenti	עצמאי	indipendente	ADJ;MASC;SG	ADJ;PL
נבחרה	selezionati	נבחר	selezionato	V;FEM;SG;3;PST;MID	ADJ;MASC;PL
נבחרה	selezionate	נבחר	selezionato	V;FEM;SG;3;PST;MID	V;PL;PST;V.PTCP
אנטי	anti	אנטי	anti	ADV	ADJ
רות	ruth	רות	ruth	PROPN	N;FEM;SG
ידועים	conosciuto	ידוע	conoscere	N;MASC;PL	V;MASC;SG;PST;V.PTCP
ידועים	conosciuta	ידוע	conoscere	N;MASC;PL	V;FEM;SG;PST;V.PTCP
ידועים	noto	ידוע	noto	N;MASC;PL	ADJ;MASC;SG
ידועים	noti	ידוע	noto	N;MASC;PL	ADJ;MASC;PL
נקודה	puntini	נקודה	puntino	N;FEM;SG	N;MASC;PL
בשר	carne	בשר	carne		N;FEM;SG
בשר	carni	בשר	carno		N;FEM;PL
בשר	carne	בשר	carne		N;FEM;SG
חיפוש	cercare	חיפוש	cercare	N;MASC;SG	V;NFIN
חיפוש	cerca	חיפוש	cercare	N;MASC;SG	V;IMP;SG;2;PRS;FIN
האיים	isole	האיים	isola	PROPN	N;FEM;PL
אנה	ana	אנה	ana	PROPN	N;FEM;SG
אנה	anna	אנה	anna	PROPN	N;FEM;SG
התפקיד	ruolo	התפקיד	ruolo	V;PL;1;PST;ACT	N;MASC;SG
ענק	enormi	ענק	enorme	N;MASC;SG	ADJ;PL
ענק	enorme	ענק	enorme	N;MASC;SG	ADJ;SG
ענק	giganti	ענק	gigante	N;MASC;SG	N;MASC;PL
נפרד	separati	נפרד	separare	ADJ;MASC;SG	V;MASC;PL;PST;V.PTCP
נפרד	separato	נפרד	separare	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
נפרד	separata	נפרד	separare	ADJ;MASC;SG	V;FEM;SG;PST;V.PTCP
נפרד	separate	נפרד	separare	ADJ;MASC;SG	V;FEM;PL;PST;V.PTCP
נפרד	separata	נפרד	separare	ADJ;MASC;SG	V;FEM;SG;PST;V.PTCP
נפרד	separate	נפרד	separare	ADJ;MASC;SG	V;FEM;PL;PST;V.PTCP
נפרד	separati	נפרד	separare	ADJ;MASC;SG	V;MASC;PL;PST;V.PTCP
נפרד	separato	נפרד	separare	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
נפרד	separare	נפרד	separare	ADJ;MASC;SG	V;NFIN
אחדות	unity	אחדים	unity	ADJ;FEM;PL	N;FEM
אחדות	unità	אחדים	unità	ADJ;FEM;PL	N;FEM
אחדות	unicità	אחדים	unicità	ADJ;FEM;PL	N;FEM
בחירות	elezione	בחירות	elezione	N;FEM;PL	N;FEM;SG
זרם	attuali	זרם	attuale	N;MASC;SG	ADJ;PL
זרם	correnti	זרם	corrente	N;MASC;SG	N;MASC;PL
זרם	attuale	זרם	attuale	N;MASC;SG	ADJ;SG
זרם	corrente	זרם	corrente	N;MASC;SG	ADJ;SG
בחזרה	schiena	בחזרה	schiena		N;FEM;SG
בחזרה	ritorno	בחזרה	ritorno		N;MASC;SG
בחזרה	back	בחזרה	back		N
בחזרה	indietro	בחזרה	indietro		ADV
נתון	dato	נתון	dare	N;MASC;SG	V;MASC;SG;PST;V.PTCP
כאילו	come	כאילו	come	CONJ	ADV
כאילו	like	כאילו	like	CONJ	
מלון	meloni	מלון	melone	N;MASC;SG	N;FEM;PL
רחל	rachel	רחל	rachel	PROPN	N;FEM;SG
רחל	rachele	רחל	rachele	PROPN	N;FEM;SG
מדריד	madrid	מדריד	madrid	PROPN	N;MASC;SG
עצמאית	independent	עצמאי	independent	ADV	N;MASC
עצמאית	indipendente	עצמאי	indipendente	ADV	ADJ;SG
עצמאית	indipendenti	עצמאי	indipendente	ADV	ADJ;PL
לוחמי	warriors	לוחם	warriors	PROPN	N;MASC
לוחמי	guerrieri	לוחם	guerriero	PROPN	N;MASC;PL
לוחמי	combattenti	לוחם	combattente	PROPN	N;PL
לוחמי	pugili	לוחם	pugile	PROPN	N;MASC;PL
העליונה	upper	העליונה	uppera	PROPN	N
העליונה	superiore	העליונה	superiore	PROPN	ADJ;CMPR;SG
ערבית	araba	ערבי	arabo	PROPN	ADJ;FEM;SG
ערבית	arabo	ערבי	arabo	PROPN	ADJ;MASC;SG
השבת	sabato	השבת	sabato	ADV	N;MASC;SG
השבת	sabbath	השבת	sabbath	ADV	N
קרקע	suoli	קרקע	suolo	N;FEM;SG	N;MASC;PL
קרקע	terreni	קרקע	terreno	N;FEM;SG	N;MASC;PL
קרקע	terre	קרקע	terra	N;FEM;SG	N;FEM;PL
לכאורה	sedicente	לכאורה	sedicente	ADV	N;SG
לכאורה	presunta	לכאורה	presunto	ADV	ADJ;FEM;SG
לכאורה	presunto	לכאורה	presunto	ADV	ADJ;MASC;SG
לכאורה	presunte	לכאורה	presunto	ADV	ADJ;FEM;PL
מעניין	interessanti	מעניין	interessante	ADJ;MASC;SG	ADJ;PL
קצב	tasso	קצב	tasso	PROPN	N;MASC;SG
קצב	macellaio	קצב	macellaio	PROPN	N;MASC;SG
קצב	macelleria	קצב	macelleria	PROPN	N;FEM;SG
קצב	ritmo	קצב	ritmo	PROPN	N;MASC;SG
חקר	esplorazioni	חקר	esplorazione		N;FEM;PL
חקר	esplorazione	חקר	esplorazione		N;FEM;SG
חקר	prospezione	חקר	prospezione		N;FEM;SG
חשובה	importanti	חשוב	importante	ADJ;FEM;SG	ADJ;PL
צרפתית	francesi	צרפתית	francese	PROPN	N;PL
צרפתית	francese	צרפתית	francese	PROPN	ADJ;SG
נחום	nahum	נחום	nahum	PROPN	N;MASC;SG
ציוד	attrezzature	ציוד	attrezzatura	N;MASC;SG	N;FEM;PL
ציוד	ingranaggi	ציוד	ingranaggio	N;MASC;SG	N;MASC;PL
המטרה	obiettivo	המטרה	obiettivo	PROPN	N;MASC;SG
המטרה	bersaglio	המטרה	bersaglio	PROPN	N;MASC;SG
המטרה	target	המטרה	target	PROPN	N;MASC
המטרה	obiettivo	המטרה	obiettivo	PROPN	N;MASC;SG
טל	tel	טל	tel	PROPN	
טל	rugiada	טל	rugiado	PROPN	N;FEM;SG
עיתון	quotidiano	עיתון	quotidiano	N;MASC;SG	ADJ;MASC;SG
טעם	gusti	טעם	gusto	N;MASC;SG	N;MASC;PL
טעם	assaggia	טעם	assaggiare	N;MASC;SG	V;IMP;SG;3;PRS;FIN
מפורטת	dettagliata	פורט	dettagliato	V;FEM;SG;V.PTCP;PASS	ADJ;FEM;SG
מפורטת	dettagliato	פורט	dettagliato	V;FEM;SG;V.PTCP;PASS	ADJ;MASC;SG
מפורטת	dettagliati	פורט	dettagliato	V;FEM;SG;V.PTCP;PASS	ADJ;MASC;PL
מפורטת	dettagliate	פורט	dettagliato	V;FEM;SG;V.PTCP;PASS	ADJ;FEM;PL
שכר	stipendi	שכר	stipendio	N;MASC;SG	N;MASC;PL
שכר	retribuzioni	שכר	retribuzione	N;MASC;SG	N;FEM;PL
שכר	salari	שכר	salare	N;MASC;SG	N;MASC;PL
שכר	stipendi	שכר	stipendio	N;MASC;SG	N;MASC;PL
שכר	assunta	שכר	assumere	N;MASC;SG	V;FEM;SG;PST;V.PTCP
שכר	assunto	שכר	assumere	N;MASC;SG	V;MASC;SG;PST;V.PTCP
יואב	yoav	יואב	yoav	PROPN	ADJ;SG
דודו	dodo	דודו	dodo	PROPN	N;MASC
דודו	dudu	דודו	dudu	PROPN	N;SG
מחבר	autrice	מחבר	autore		N;FEM;SG
מחבר	autore	מחבר	autore		N;MASC;SG
האירוע	evento	האירוע	evento	PROPN	N;MASC;SG
מחיקה	eliminare	מחיקה	eliminare	N;FEM;SG	V;NFIN
מחיקה	elimina	מחיקה	eliminare	N;FEM;SG	V;IMP;SG;2;PRS;FIN
מחיקה	cancella	מחיקה	cancellare	N;FEM;SG	V;IMP;SG;2;PRS;FIN
מחיקה	cancellare	מחיקה	cancellare	N;FEM;SG	V;NFIN
מפת	mappa	מפה	mappa		V;IND;SG;3;PRS;FIN
מפת	cartina	מפה	cartina		N;FEM;SG
קוריאה	corea	קוריאה	corea	PROPN	ADJ;FEM;SG
אנציקלופדיה	enciclopedia	אנציקלופדיה	enciclopedia	PROPN	N;FEM;SG
אנציקלופדיה	enciclopedia	אנציקלופדיה	enciclopedia	PROPN	N;FEM;SG
מסוגל	capace	מסוגל	capace	V;MASC;SG	ADJ;SG
מסוגל	capaci	מסוגל	capace	V;MASC;SG	ADJ;PL
תיקון	riparazioni	תיקון	riparazione	N;MASC;SG	N;FEM;PL
ספטמבר	settembre	ספטמבר	settembre	PROPN	N;MASC;SG
נותרו	rimanente	נותר	rimanente	V;PL;3;PST;MID	ADJ;SG
נותרו	rimanenti	נותר	rimanenti	V;PL;3;PST;MID	N;PL
נותרו	restante	נותר	restare	V;PL;3;PST;MID	V;SG;PRS;V.PTCP
פעילים	attivo	פעיל	attivo	N;MASC;PL	ADJ;MASC;SG
פעילים	attivi	פעיל	attivo	N;MASC;PL	ADJ;MASC;PL
פעילים	attive	פעיל	attivo	N;MASC;PL	ADJ;FEM;PL
פעילים	attiva	פעיל	attivo	N;MASC;PL	ADJ;FEM;SG
פעילים	attivi	פעיל	attivo	N;MASC;PL	ADJ;MASC;PL
אח	caminetto	אח	caminetto		N;MASC;SG
אח	camino	אח	camino		N;MASC;SG
אח	brother	אח	brother		N
אח	fratello	אח	fratello		N;MASC;SG
יעל	yael	יעל	yael	PROPN	N;MASC;SG
הכוללת	complessivamente	הכולל	complessivamente	PROPN	ADV
גאורגיה	georgiano	גאורגיה	georgiano	PROPN	ADJ;MASC;SG
באב	bab	באב	bab		N;MASC;SG
תשובה	rispondi	תשובה	rispondere	N;FEM;SG	V;IND;SG;2;PRS;FIN
תשובה	rispondi	תשובה	rispondere	N;FEM;SG	V;IND;SG;2;PRS;FIN
תשובה	rispondete	תשובה	rispondere	N;FEM;SG	V;IND;PL;2;PRS;FIN
הלל	hillel	הלל	hillel	PROPN	N;MASC;SG
צרפתים	francese	צרפתי	francese	N;MASC;PL	ADJ;SG
קווי	linee	קו	linea		N;FEM;PL
קווי	righe	קו	riga		N;FEM;PL
גבוהים	alto	גבוה	alto	ADJ;MASC;PL	ADJ;MASC;SG
גבוהים	alta	גבוה	alto	ADJ;MASC;PL	ADJ;FEM;SG
למדה	studiati	למד	studiare	V;FEM;SG;3;PST	V;MASC;PL;PST;V.PTCP
למדה	studiate	למד	studiare	V;FEM;SG;3;PST	V;FEM;PL;PST;V.PTCP
למדה	lambda	למד	lambdare	V;FEM;SG;3;PST	N;FEM;SG
שמש	sun	שמש	sun		N
שמש	sole	שמש	sole		N;MASC;SG
שמש	sunshine	שמש	sunshino		N
שמש	sole	שמש	sole		N;MASC;SG
שמש	sunny	שמש	sunny		N;MASC;SG
שמש	soleggiato	שמש	soleggiare		ADJ;MASC;SG
שמש	solare	שמש	solare		ADJ;SG
שמש	solari	שמש	solare		N;MASC;PL
שמש	solar	שמש	solare		N
היסטורי	storico	היסטורי	storico	PROPN	ADJ;MASC;SG
היסטורי	storiche	היסטורי	storico	PROPN	ADJ;FEM;PL
היסטורי	storica	היסטורי	storico	PROPN	ADJ;FEM;SG
היסטורי	storici	היסטורי	storico	PROPN	N;MASC;PL
היסטורי	storico	היסטורי	storico	PROPN	ADJ;MASC;SG
היסטורי	storiche	היסטורי	storico	PROPN	ADJ;FEM;PL
היסטורי	storica	היסטורי	storico	PROPN	ADJ;FEM;SG
הקשה	toccando	הקשה	toccare		V;V.MSDR
קשור	correlati	קשר	correlato	V;MASC;SG;V.PTCP;ACT	V;MASC;PL;PST;V.PTCP
קשור	correlato	קשר	correlato	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG
עלייה	aumentate	עלייה	aumentare	N;FEM;SG	V;FEM;PL;PST;V.PTCP
עלייה	aumenta	עלייה	aumentare	N;FEM;SG	V;IND;SG;3;PRS;FIN
עלייה	aumentare	עלייה	aumentare	N;FEM;SG	V;NFIN
גיטרה	chitarre	גיטרה	chitarra	N;FEM;SG	N;FEM;PL
ויקי	wiki	ויקי	wiki	PROPN	N;MASC
ויקי	vickie	ויקי	vickia	PROPN	N;FEM
ויקי	vicky	ויקי	vicky	PROPN	N;FEM;SG
ויקי	vicki	ויקי	vickio	PROPN	N;FEM
ויקי	vicky	ויקי	vicky	PROPN	N;FEM;SG
זרים	estranei	זר	estraneo	N;MASC;PL	ADJ;MASC;PL
זרים	sconosciuti	זר	sconosciuto	N;MASC;PL	ADJ;MASC;PL
בחר	scegliete	בחר	scegliere	V;MASC;SG;3;PST;ACT	V;IND;PL;2;PRS;FIN
בחר	scegli	בחר	scegliere	V;MASC;SG;3;PST;ACT	V;IMP;SG;2;PRS;FIN
בחר	selezionate	בחר	selezionato	V;MASC;SG;3;PST;ACT	V;PL;PST;V.PTCP
בחר	scegli	בחר	scegliere	V;MASC;SG;3;PST;ACT	V;IMP;SG;2;PRS;FIN
בחר	seleziona	בחר	selezionare	V;MASC;SG;3;PST;ACT	V;IMP;SG;2;PRS;FIN
קורס	collassando	קורס	collassare	N;MASC;SG	V;V.MSDR
הקודמת	precedente	הקודם	precedente	N;FEM;SG	ADJ;SG
הקודמת	precedenti	הקודם	precedente	N;FEM;SG	ADJ;PL
וושינגטון	washington	ואשינגטון	washington	PROPN	N;MASC;SG
מרים	miriam	מרים	miriam	PROPN	N;FEM;SG
מרים	myriam	מרים	myriam	PROPN	N;FEM;SG
מדגם	campioni	מדגם	campione	N;MASC;SG	N;MASC;PL
ישיר	diretta	ישיר	diretta		N;FEM;SG
ישיר	direct	ישיר	direct		N
ישיר	diretto	ישיר	diretto		ADJ;MASC;SG
הכריז	dichiarate	הכריז	dichiarare	V;MASC;SG;3;PST;ACT	V;FEM;PL;PST;V.PTCP
הכריז	dichiarati	הכריז	dichiarare	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
חול	sabbia	חול	sabbiare		N;FEM;SG
פיליפ	phillip	פיליפ	phillip	PROPN	N;MASC;SG
פיליפ	filippo	פיליפ	filippo	PROPN	N;MASC;SG
פיליפ	filippo	פיליפ	filippo	PROPN	N;MASC;SG
פיליפ	philippe	פיליפ	philippo	PROPN	N;MASC
מערך	array	מערך	array	PROPN	N;MASC
מערך	formazione	מערך	formazione	PROPN	N;FEM;SG
רצון	desideri	רצון	desiderio	N;MASC;SG	V;IND;SG;2;PRS;FIN
שלט	controllata	שלט	controllare		V;FEM;SG;PST;V.PTCP
שלט	controllato	שלט	controllare		V;MASC;SG;PST;V.PTCP
שלט	controllati	שלט	controllato		V;MASC;PL;PST;V.PTCP
שלט	firma	שלט	firma		N;FEM;SG
שלט	segno	שלט	segno		N;MASC;SG
שלט	firmare	שלט	firmare		V;NFIN
עומר	omer	עומר	omer		N;SG
עומר	omar	עומר	omar		N;MASC
פתוח	aprite	פתוח	aprita	ADJ;MASC;SG	V;IND;PL;2;PRS;FIN
פתוח	apri	פתוח	aprire	ADJ;MASC;SG	V;IMP;SG;2;PRS;FIN
פתוח	aprire	פתוח	aprire	ADJ;MASC;SG	V;NFIN
פתוח	open	פתוח	open	ADJ;MASC;SG	N;MASC
פתוח	aperti	פתוח	aprire	ADJ;MASC;SG	ADJ;MASC;PL
שילוב	combinare	שילוב	combinare	N;MASC;SG	V;NFIN
חשמל	elettrico	חשמל	elettrico	N;MASC;SG	ADJ;MASC;SG
חשמל	elettrica	חשמל	elettrico	N;MASC;SG	ADJ;FEM;SG
חשמל	elettrici	חשמל	elettore	N;MASC;SG	N;FEM;PL
אסור	proibiti	אסור	proibire	ADJ;MASC;SG	ADJ;MASC;PL
אסור	vietato	אסור	vietare	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
אסור	proibito	אסור	proibire	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
אסור	vietata	אסור	vietare	ADJ;MASC;SG	V;FEM;SG;PST;V.PTCP
אסור	proibite	אסור	proibire	ADJ;MASC;SG	V;FEM;PL;PST;V.PTCP
אסור	proibiti	אסור	proibire	ADJ;MASC;SG	ADJ;MASC;PL
אסור	vietati	אסור	vietare	ADJ;MASC;SG	V;MASC;PL;PST;V.PTCP
אסור	vietato	אסור	vietare	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
אסור	proibito	אסור	proibire	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
אסור	vietata	אסור	vietare	ADJ;MASC;SG	V;FEM;SG;PST;V.PTCP
ביאליק	bialik	ביאליק	bialik	PROPN	N;MASC;SG
המוח	brain	המוח	brain		N;MASC
המוח	cervello	המוח	cervello		N;MASC;SG
עיראק	irak	עיראק	irak	PROPN	N;MASC
עיראק	iraq	עיראק	iraq	PROPN	N;FEM;SG
המסורת	tradizione	המסורה	tradizione	PROPN	N;FEM;SG
המסורת	tradizioni	המסורה	tradizione	PROPN	N;FEM;PL
מותר	permesso	מותר	permettere	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
מותר	ammessi	מותר	ammettere	ADJ;MASC;SG	V;MASC;PL;PST;V.PTCP
מותר	consentito	מותר	consentire	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
מותר	consentita	מותר	consentire	ADJ;MASC;SG	V;FEM;SG;PST;V.PTCP
אוקראינה	ucraina	אוקראינה	ucraino	PROPN	ADJ;FEM;SG
רפאל	raffaele	רפאל	raffaele	PROPN	N;SG
רפאל	raffaello	רפאל	raffaello	PROPN	N;MASC;SG
רפאל	rafael	רפאל	rafael	PROPN	N;MASC;SG
היכולת	abilità	היכולת	abilità	PROPN	N;FEM
היכולת	capacità	היכולת	capacità	PROPN	N;FEM
רוצים	vuoi	רצה	volere	V;MASC;PL;V.PTCP;ACT	V;IMP;SG;2;PRS;FIN
חובה	doveri	חובה	dovere	N;FEM;SG	N;MASC;PL
חובה	richiesto	חובה	richiedere	N;FEM;SG	V;MASC;SG;PST;V.PTCP
חובה	obbligatorio	חובה	obbligatorio	N;FEM;SG	ADJ;MASC;SG
חובה	obbligatori	חובה	obbligatore	N;FEM;SG	N;MASC;PL
חובה	obbligatoria	חובה	obbligatorio	N;FEM;SG	ADJ;FEM;SG
חובה	obbligatorio	חובה	obbligatorio	N;FEM;SG	ADJ;MASC;SG
חובה	obbligatorie	חובה	obbligatorio	N;FEM;SG	ADJ;FEM;PL
חובה	obbligatori	חובה	obbligatore	N;FEM;SG	N;MASC;PL
חובה	obbligatoria	חובה	obbligatorio	N;FEM;SG	ADJ;FEM;SG
חובה	obbligatorio	חובה	obbligatorio	N;FEM;SG	ADJ;MASC;SG
חובה	obbligatorie	חובה	obbligatorio	N;FEM;SG	ADJ;FEM;PL
אתיופיה	etiopia	אתיופיה	etiopia	PROPN	N;FEM;SG
הצד	laterale	הצד	laterale		ADJ;SG
הצד	lato	הצד	lato		N;MASC;SG
הצד	side	הצד	sida		N
הכלל	regola	הכלל	regola	PROPN	N;FEM;SG
ערבים	araba	ערבי	arabo	N;MASC;PL	ADJ;FEM;SG
ערבים	arabo	ערבי	arabo	N;MASC;PL	ADJ;MASC;SG
הודעה	notifiche	הודעה	notifica	N;FEM;SG	ADJ;FEM;PL
פוליטי	politico	פוליטי	politico	N;MASC;SG	ADJ;MASC;SG
שירותי	servizi	שירותי	servizio	PROPN	N;MASC;PL
מארק	marc	מארק	marc	PROPN	N;SG
מארק	segna	מארק	segnare	PROPN	V;IND;SG;3;PRS;FIN
מארק	marco	מארק	marco	PROPN	N;MASC;SG
מארק	contrassegna	מארק	contrassegna	PROPN	V;IND;SG;3;PRS;FIN
מארק	mark	מארק	mark	PROPN	N
סירב	rifiutati	סירב	rifiutare	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
נבנתה	costruite	נבנה	costruire	V;FEM;SG;3;PST;MID	V;FEM;PL;PST;V.PTCP
נבנתה	costruiti	נבנה	costruire	V;FEM;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
נבנתה	costruite	נבנה	costruire	V;FEM;SG;3;PST;MID	V;FEM;PL;PST;V.PTCP
נבנתה	costruiti	נבנה	costruire	V;FEM;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
מקס	max	המקס	max	PROPN	N
מקס	massimo	המקס	massimo	PROPN	ADJ;MASC;SG
מעשי	pratici	מעשה	pratico	N;PSSD;MASC;PL	ADJ;MASC;PL
מעשי	pratica	מעשה	pratica	N;PSSD;MASC;PL	N;FEM;SG
מעשי	pratico	מעשה	pratico	N;PSSD;MASC;PL	ADJ;MASC;SG
ממוקם	collocati	מוקם	collocare	V;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
ממוקם	posizionati	מוקם	posizionato	V;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
מאפשרת	permettendo	None	permettere	V;FEM;SG;V.PTCP	V;V.MSDR
מאפשרת	abilitare	None	abilitare	V;FEM;SG;V.PTCP	V;NFIN
מאפשרת	permette	None	permettere	V;FEM;SG;V.PTCP	V;IND;SG;3;PRS;FIN
מאפשרת	consente	None	consentire	V;FEM;SG;V.PTCP	V;IND;SG;3;PRS;FIN
כתיבה	scrivere	כתיבה	scrivere	N;FEM;SG	V;NFIN
ישראליות	israeliano	ישראלי	israeliano	N;FEM;PL	ADJ;MASC;SG
ישראליות	israeliana	ישראלי	israeliano	N;FEM;PL	ADJ;FEM;SG
זמנית	temporanei	זמנית	temporaneo	ADV	ADJ;MASC;PL
זמנית	temporaneo	זמנית	temporaneo	ADV	ADJ;MASC;SG
זמנית	temporanea	זמנית	temporaneo	ADV	ADJ;FEM;SG
חוקר	investigare	חוקר	investigare	N;MASC;SG	V;NFIN
קהל	pubblico	קהל	pubblico	N;MASC;SG	ADJ;MASC;SG
מחלות	malattia	מחלה	malattia	N;FEM;PL	N;FEM;SG
גבעת	colle	גבעה	colla	PROPN	ADJ;SG
גבעת	collina	גבעה	collina	PROPN	N;FEM;SG
גבעת	hill	גבעה	hill	PROPN	N;MASC
ירוק	green	ירוק	green	ADJ;MASC;SG	N
ירוק	verdi	ירוק	verde	ADJ;MASC;SG	N;MASC;PL
בראון	brown	בראון	brown	PROPN	N;MASC
בראון	marrone	בראון	marrone	PROPN	N;MASC;SG
בראון	marroni	בראון	marrone	PROPN	N;MASC;PL
בראון	braun	בראון	braun	PROPN	N;MASC
עידן	era	עידן	essere	PROPN	V;IND;SG;3;IPFV;FIN
האוקיינוס	oceani	האוקיינוס	oceano	PROPN	N;MASC;PL
האוקיינוס	ocean	האוקיינוס	ocean	PROPN	N
האוקיינוס	oceano	האוקיינוס	oceano	PROPN	N;MASC;SG
הופיעו	apparsa	הופיע	apparire	V;PL;3;PST;ACT	V;FEM;SG;PST;V.PTCP
הופיעו	apparsi	הופיע	apparire	V;PL;3;PST;ACT	
הופיעו	apparve	הופיע	apparire	V;PL;3;PST;ACT	V;IND;SG;3;PST;FIN
הופיעו	apparso	הופיע	apparso	V;PL;3;PST;ACT	V;MASC;SG;PST;V.PTCP
ציבורי	pubblici	ציבורי	pubblico	ADJ;MASC;SG	ADJ;MASC;PL
ציבורי	public	ציבורי	public	ADJ;MASC;SG	N
ציבורי	pubblicamente	ציבורי	pubblicamente	ADJ;MASC;SG	ADV
קפטן	capitano	קפטן	capitano	PROPN	N;MASC;SG
