basel	basel	basel	basel	PROPN	PROPN;NOM;SG
persană	persialainen	persană	persialainen	N;INDF;FEM;SG	ADJ;NOM;SG
doyle	doyle	doylu	doyle	PROPN	PROPN;NOM;SG
efectuarea	tekeminen	efectuare	tekeminen	N;DEF;FEM;SG	N;NOM;SG
efectuarea	tekoa	efectuare	teko	N;DEF;FEM;SG	N;PRT;SG
efectuarea	esiintyminen	efectuare	esiintyminen	N;DEF;FEM;SG	N;NOM;SG
efectuarea	suorittaa	efectuare	suorittaa	N;DEF;FEM;SG	V;SG;NFIN;ACT
efectuarea	esiintymistä	efectuare	esiintyminen	N;DEF;FEM;SG	N;PRT;SG
organe	elin	organ	elin	N;INDF;FEM;PL	N;NOM;SG
goethe	goethe	goethe	goethe	PROPN	N;NOM;SG
aug	elokuu	augi	elokuu		N;NOM;SG
bobby	bobbyn	bobby	bobby	PROPN	N;GEN;SG
bobby	bobby	bobby	bobby	PROPN	PROPN;NOM;SG
ring	soida	ring	soida	N;INDF;MASC;SG	V;SG;NFIN;ACT
sever	vakavat	sever	vakava	ADJ;INDF;MASC;SG	ADJ;NOM;PL
sever	sever	sever	sever	ADJ;INDF;MASC;SG	N;NOM;SG
pielea	ihon	piele	iho	N;DEF;FEM;SG	N;GEN;SG
pielea	iho	piele	iho	N;DEF;FEM;SG	N;NOM;SG
pielea	ihoa	piele	iho	N;DEF;FEM;SG	N;PRT;SG
abordare	lähestymistapa	abordare	lähestymis#tapa	N;INDF;FEM;SG	N;NOM;SG
abordare	lähestymistavan	abordare	lähestymis#tapa	N;INDF;FEM;SG	N;GEN;SG
vorbind	puhuminen	vorbi	puhuminen	V;V.MSDR	N;NOM;SG
apărat	puolusti	apăra	puolusti	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN;ACT
apărat	puolustanut	apăra	puolustaa	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;ACT
mina	mina	mină	mina	N;DEF;FEM;SG	INTJ
cameron	cameron	cameron	cameron	PROPN	N;NOM;SG
cameron	cameronin	cameron	cameron	PROPN	N;GEN;SG
revistele	lehtiä	revistă	lehti	N;DEF;FEM;PL	N;PRT;PL
revistele	lehdet	revistă	lehti	N;DEF;FEM;PL	N;NOM;PL
decisiv	ratkaisevat	decisiv	ratkaista	ADJ;INDF;MASC;SG	V;IND;PL;3;PRS;FIN;ACT
sălbatice	wild	sălbatic	wild	ADJ;INDF;FEM;PL	
sălbatice	villiä	sălbatic	villi	ADJ;INDF;FEM;PL	ADJ;PRT;SG
sălbatice	hurja	sălbatic	hurja	ADJ;INDF;FEM;PL	ADJ;NOM;SG
sălbatice	villi	sălbatic	villi	ADJ;INDF;FEM;PL	ADJ;NOM;SG
definiția	määrittely	definiție	määrittely	N;DEF;FEM;SG	N;NOM;SG
definiția	määritelmä	definiție	määritelmä	N;DEF;FEM;SG	N;NOM;SG
definiția	määritelmät	definiție	määritelmä	N;DEF;FEM;SG	N;NOM;PL
stins	haalistunut	stins	haalistua	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;ACT
averea	vauraus	avere	vauraus	N;DEF;FEM;SG	N;NOM;SG
averea	rikkautta	avere	rikkaus	N;DEF;FEM;SG	N;PRT;SG
averea	rikkaudet	avere	rikkaus	N;DEF;FEM;SG	N;NOM;PL
averea	vaurautta	avere	vauraus	N;DEF;FEM;SG	N;PRT;SG
averea	rikkaus	avere	rikkaus	N;DEF;FEM;SG	N;NOM;SG
practicat	harjoitettu	practica	harjoittaa	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
practicat	harjoitellut	practica	harjoiteltu	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;ACT
practicat	harjoittanut	practica	harjoittaa	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;ACT
dați	antaa	da	antaa	V;IND;PL;2;IPFV;FIN	V;IND;SG;3;PRS;FIN;ACT
dați	annetaan	da	antaa	V;IND;PL;2;IPFV;FIN	V;IND;PRS;FIN;PASS
țintă	target	țintă	tarki	N;INDF;FEM;SG	N;NOM;SG
țintă	kohde	țintă	kohde	N;INDF;FEM;SG	N;NOM;SG
comunitățile	yhteisöt	comunitate	yhteisö	N;DEF;FEM;PL	N;NOM;PL
comunitățile	yhteisöjen	comunitate	yhteisö	N;DEF;FEM;PL	N;GEN;PL
vânzare	myyntiin	vânzare	myynti	N;INDF;FEM;SG	N;IN+ALL;SG
vânzare	myynti	vânzare	myynti	N;INDF;FEM;SG	N;NOM;SG
cunoștință	tuttavuus	cunoștință	tuttavuus	N;INDF;FEM;SG	N;NOM;SG
vărul	serkun	văr	serkku	N;DEF;MASC;SG	N;GEN;SG
vărul	serkku	văr	serkku	N;DEF;MASC;SG	N;NOM;SG
mer	mer	mer	mer		INTJ
automată	automaattinen	automat	automaattinen	ADJ;INDF;FEM;SG	ADJ;NOM;SG
automată	automaattisesti	automat	automaattisesti	ADJ;INDF;FEM;SG	ADV
automată	automaattiset	automat	automaattinen	ADJ;INDF;FEM;SG	ADJ;NOM;PL
automată	automaatti	automat	automaatti	ADJ;INDF;FEM;SG	N;NOM;SG
refugiați	pakolaisten	refugia	pakolainen	V;IND;PL;2;IPFV;FIN	N;GEN;PL
refugiați	pakolaisille	refugia	pakolainen	V;IND;PL;2;IPFV;FIN	N;AT+ALL;PL
refugiați	pakolaisia	refugia	pakolainen	V;IND;PL;2;IPFV;FIN	N;PRT;PL
refugiați	pakolaiset	refugia	pakolainen	V;IND;PL;2;IPFV;FIN	N;NOM;PL
fereastră	ikkuna	fereastră	ikkuna	N;INDF;FEM;SG	N;NOM;SG
fereastră	ikkunasta	fereastră	ikkuna	N;INDF;FEM;SG	N;IN+ABL;SG
fereastră	ikkunan	fereastră	ikkuna	N;INDF;FEM;SG	N;GEN;SG
propagandă	propagandaa	propagandă	propaganda	N;INDF;FEM;SG	N;PRT;SG
dominat	hallinnut	domina	hallita	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;ACT
dominat	hallitsi	domina	hallita	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN;ACT
crească	kasva	crește	kasva	V;SBJV;3;PRS;FIN	V;IMP;SG;2;FIN;ACT
crească	kasvaa	crește	kasvaa	V;SBJV;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
crească	kasvata	crește	kasvattaa	V;SBJV;3;PRS;FIN	V;IMP;SG;2;FIN;ACT
crească	kasvattaa	crește	kasvattaa	V;SBJV;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
rebel	kapinallisten	rebel	kapinallinen	ADJ;INDF;MASC;SG	N;GEN;PL
lanțul	ketjun	lanț	ketju	N;DEF;MASC;SG	N;GEN;SG
lanțul	ketjut	lanț	ketju	N;DEF;MASC;SG	N;NOM;PL
lanțul	ketjussa	lanț	ketju	N;DEF;MASC;SG	N;IN+ESS;SG
lanțul	ketju	lanț	ketju	N;DEF;MASC;SG	N;NOM;SG
mecanica	mekaniikka	mecanică	mekaniikka	N;DEF;FEM;SG	N;NOM;SG
iugoslaviei	jugoslaviassa	iugoslavie	jugos#lavi	PROPN;DEF;FEM;SG	N;IN+ESS;SG
iugoslaviei	jugoslavian	iugoslavie	jugoslavi	PROPN;DEF;FEM;SG	N;GEN;SG
damian	damian	damian	damia	PROPN	N;NOM;SG
roll	rullaa	roll	rulla	N;INDF;MASC;SG	V;IMP;SG;2;FIN;ACT
preluarea	haetaan	preluare	hakea	N;DEF;FEM;SG	V;IND;PRS;FIN;PASS
preluarea	hakeminen	preluare	hakeminen	N;DEF;FEM;SG	N;NOM;SG
preluarea	hakee	preluare	hakea	N;DEF;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
preluarea	haltuunotto	preluare	haltuun#otto	N;DEF;FEM;SG	N;NOM;SG
coadă	jonossa	coadă	jono	N;INDF;FEM;SG	N;IN+ESS;SG
coadă	jono	coadă	jono	N;INDF;FEM;SG	N;NOM;SG
coadă	jonoon	coadă	jono	N;INDF;FEM;SG	N;IN+ALL;SG
coadă	hännän	coadă	häntä	N;INDF;FEM;SG	N;GEN;SG
semnează	allekirjoitus	semna	allekirjoida	V;IND;3;PRS;FIN	N;NOM;SG
semnează	merkki	semna	merkki	V;IND;3;PRS;FIN	N;NOM;SG
semnează	allekirjoita	semna	allekirja	V;IND;3;PRS;FIN	N;PRT;PL
palermo	palermon	palermo	palermo	N;INDF;MASC;SG	PROPN;GEN;SG
hugh	hugh	hugh	hugh	PROPN	PROPN;NOM;SG
termică	lämpö	termic	lämpö	N;INDF;FEM;SG	N;NOM;SG
termică	terminen	termic	terminen	N;INDF;FEM;SG	ADJ;NOM;SG
laos	laosin	laos	laotaa	ADV	N;GEN;SG
argumentele	perustelut	argument	perustelu	N;DEF;FEM;PL	N;NOM;PL
argumentele	väitteet	argument	väite	N;DEF;FEM;PL	N;NOM;PL
legiunea	legioona	legiune	legio	N;DEF;FEM;SG	N;NOM;SG
coroană	seppele	coroană	seppele	N;INDF;FEM;SG	N;NOM;SG
coroană	kruunua	coroană	kruunu	N;INDF;FEM;SG	N;PRT;SG
coroană	crown	coroană	crown	N;INDF;FEM;SG	
coroană	kruunu	coroană	kruunu	N;INDF;FEM;SG	N;NOM;SG
coroană	kruunun	coroană	kruunu	N;INDF;FEM;SG	N;GEN;SG
localizată	sijaitsee	localiza	sijaita	ADJ;INDF;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
triburile	heimot	trib	heimo	N;DEF;FEM;PL	N;NOM;PL
mon	mon	mon	mon		INTJ
lisa	lisa	lisa	lisa	N;DEF;FEM;SG	PROPN;NOM;SG
lisa	lisaa	lisa	lisata	N;DEF;FEM;SG	V;IMP;SG;2;FIN;ACT
lisa	liisa	lisa	liisa	N;DEF;FEM;SG	N;NOM;SG
platoul	plateau	platou	platea	N;DEF;MASC;SG	
păsările	lintuja	pasăre	lintu	N;DEF;FEM;PL	N;PRT;PL
păsările	linnut	pasăre	lintu	N;DEF;FEM;PL	N;NOM;PL
păsările	lintujen	pasăre	lintu	N;DEF;FEM;PL	N;GEN;PL
arcul	keula	arc	keula	N;DEF;MASC;SG	N;NOM;SG
arcul	kumartaa	arc	kumartaa	N;DEF;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
arcul	jousi	arc	jousi	N;DEF;MASC;SG	N;NOM;SG
doc	doc	doc	doc		N;NOM;SG
doc	tohtori	doc	tohtori		N;NOM;SG
call	soita	call	soittaa	N;INDF;MASC;SG	V;IMP;SG;2;FIN;ACT
cerul	taivas	cer	taivas	N;DEF;MASC;SG	N;NOM;SG
cerul	taivaan	cer	taivas	N;DEF;MASC;SG	N;GEN;SG
cerul	sky	cer	sky	N;DEF;MASC;SG	PROPN;NOM;SG
esențiale	välttämätöntä	esențial	välttämätön	ADJ;INDF;FEM;PL	ADJ;PRT;SG
esențiale	oleellinen	esențial	oleellinen	ADJ;INDF;FEM;PL	ADJ;NOM;SG
esențiale	olennainen	esențial	olennainen	ADJ;INDF;FEM;PL	ADJ;NOM;SG
transferul	siirrä	transfer	siirtä	N;DEF;MASC;SG	V;IMP;SG;2;FIN;ACT
transferul	siirrettävä	transfer	siirtää	N;DEF;MASC;SG	V;NOM;SG;V.PTCP;PASS
transferul	siirto	transfer	siirto	N;DEF;MASC;SG	N;NOM;SG
transferul	siirrot	transfer	siirto	N;DEF;MASC;SG	N;NOM;PL
creatorul	luoja	creator	luoja	N;DEF;MASC;SG	N;NOM;SG
companiile	yritysten	companie	yritys	N;DEF;FEM;PL	N;GEN;PL
companiile	yrityksiä	companie	yritys	N;DEF;FEM;PL	N;PRT;PL
companiile	yhtiöt	companie	yhtiö	N;DEF;FEM;PL	N;NOM;PL
companiile	yritykset	companie	yritys	N;DEF;FEM;PL	N;NOM;PL
silvia	silvia	silvie	silvi	N;DEF;FEM;SG	N;NOM;SG
silvia	sylvia	silvie	sylvä	N;DEF;FEM;SG	N;NOM;SG
gibson	gibson	gibson	gibson	PROPN	PROPN;NOM;SG
înconjurată	saarrettu	înconjura	saartaa	ADJ;INDF;FEM;SG	V;NOM;SG;V.PTCP;PASS
înconjurată	piiritetty	înconjura	piirittää	ADJ;INDF;FEM;SG	V;NOM;SG;V.PTCP;PASS
viktor	viktor	viktor	viktor	PROPN	N;NOM;SG
adulți	aikuinen	adult	aikuinen	N;INDF;MASC;PL	ADJ;NOM;SG
copertă	kansi	copertă	kansi	N;INDF;FEM;SG	N;NOM;SG
copertă	kattaa	copertă	kattaa	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
copertă	kannen	copertă	kansi	N;INDF;FEM;SG	N;GEN;SG
copertă	suojaa	copertă	suoja	N;INDF;FEM;SG	V;IMP;SG;2;FIN;ACT
atribuită	määrätty	atribui	määrätä	ADJ;INDF;FEM;SG	V;NOM;SG;V.PTCP;PASS
atribuită	osoitettu	atribui	osoittaa	ADJ;INDF;FEM;SG	V;NOM;SG;V.PTCP;PASS
atribuită	määritetyt	atribui	määrittää	ADJ;INDF;FEM;SG	V;NOM;PL;V.PTCP;PASS
atribuită	määritetty	atribui	määrittää	ADJ;INDF;FEM;SG	V;NOM;SG;V.PTCP;PASS
wood	puu	wood	puu	PROPN	N;NOM;SG
wood	puuta	wood	puu	PROPN	N;PRT;SG
wood	puusta	wood	puu	PROPN	N;IN+ABL;SG
geo	maantieteelliset	geo	maan#tieteellinen	N;INDF;MASC;SG	ADJ;NOM;PL
coordonatele	koordinaatteja	coordonată	koordinaatti	N;DEF;FEM;PL	N;PRT;PL
coordonatele	koordinaatit	coordonată	koordinaatti	N;DEF;FEM;PL	N;NOM;PL
johan	johan	johan	jo	PROPN	ADV
santos	santos	santos	santos	PROPN	PROPN;NOM;SG
simfonia	sinfonia	simfonie	sinfonia	N;DEF;FEM;SG	N;NOM;SG
marcând	pisteytys	marca	pisteytys	V;V.MSDR	N;NOM;SG
visul	unta	vis	uni	N;DEF;MASC;SG	N;PRT;SG
visul	uni	vis	uni	N;DEF;MASC;SG	N;NOM;SG
visul	haaveilla	vis	haaveilla	N;DEF;MASC;SG	V;SG;NFIN;ACT
visul	dream	vis	dream	N;DEF;MASC;SG	
visul	unelma	vis	unelma	N;DEF;MASC;SG	N;NOM;SG
eddie	eddie	eddie	eddie	PROPN	N;NOM;SG
mir	mir	mir	mir		PROPN;NOM;SG
pescuit	kalastaa	pescuit	kalastaa	N;INDF;MASC;SG	V;SG;NFIN;ACT
proporție	osuus	proporție	osuus	N;INDF;FEM;SG	N;NOM;SG
opoziția	vastustus	opoziție	vastustus	N;DEF;FEM;SG	N;NOM;SG
opoziția	opposition	opoziție	oppositio	N;DEF;FEM;SG	N;GEN;SG
opoziția	oppositio	opoziție	oppositio	N;DEF;FEM;SG	N;NOM;SG
jorge	jorge	jorge	jorge	PROPN	PROPN;NOM;SG
frecvența	esiintyvyys	frecvență	esiintyvyys	N;DEF;FEM;SG	N;NOM;SG
frecvența	taajuus	frecvență	taajuus	N;DEF;FEM;SG	N;NOM;SG
frecvența	esiintymistiheys	frecvență	esiintyä#tiheys	N;DEF;FEM;SG	N;NOM;SG
frecvența	tiheys	frecvență	tiheys	N;DEF;FEM;SG	N;NOM;SG
frecvența	yleisyys	frecvență	yleisyys	N;DEF;FEM;SG	N;NOM;SG
atribuite	määrätty	atribuit	määrätä	ADJ;INDF;FEM;PL	V;NOM;SG;V.PTCP;PASS
atribuite	osoitettu	atribuit	osoittaa	ADJ;INDF;FEM;PL	V;NOM;SG;V.PTCP;PASS
atribuite	määritetyt	atribuit	määrittää	ADJ;INDF;FEM;PL	V;NOM;PL;V.PTCP;PASS
atribuite	määritetty	atribuit	määrittää	ADJ;INDF;FEM;PL	V;NOM;SG;V.PTCP;PASS
bursă	fellowship	bursă	fellowship	N;INDF;FEM;SG	N;NOM;SG
bursă	stipendin	bursă	stipendi	N;INDF;FEM;SG	N;GEN;SG
etaje	kerrosta	etaj	kerros	N;INDF;FEM;PL	N;PRT;SG
etaje	lattia	etaj	lattia	N;INDF;FEM;PL	N;NOM;SG
rază	säde	rază	säde	N;INDF;FEM;SG	N;NOM;SG
reciproc	keskinäiset	reciproc	keskinäinen	ADV	ADJ;NOM;PL
reciproc	keskinäinen	reciproc	keskinäinen	ADV	ADJ;NOM;SG
reciproc	yhteiset	reciproc	yhteinen	ADV	ADJ;NOM;PL
reciproc	vastavuoroisen	reciproc	vasta#vuoroinen	ADV	ADJ;GEN;SG
reciproc	yhteinen	reciproc	yhteinen	ADV	ADJ;NOM;SG
reciproc	molemminpuolinen	reciproc	molemmin#puolinen	ADV	ADJ;NOM;SG
extra	ylimääräiset	extra	yli#määräinen		ADJ;NOM;PL
extra	ylimääräistä	extra	yli#määräinen		ADJ;PRT;SG
extra	extra	extra	extra		N;NOM;SG
extra	ylimääräinen	extra	yli#määräinen		ADJ;NOM;SG
extra	lisä	extra	lisä		N;NOM;SG
avansate	kehittynyt	avansat	kehittyä	ADJ;INDF;FEM;PL	V;NOM;SG;V.PTCP;ACT
avansate	edistynyt	avansat	edistyä	ADJ;INDF;FEM;PL	V;NOM;SG;V.PTCP;ACT
avansate	kehittyneet	avansat	kehittyä	ADJ;INDF;FEM;PL	V;NOM;PL;V.PTCP;ACT
tratarea	kohtelee	tratare	kohdella	N;DEF;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
antena	lautanen	antena	lautanen	N;DEF;FEM;SG	N;NOM;SG
antena	lautasen	antena	lautanen	N;DEF;FEM;SG	N;GEN;SG
antena	astia	antena	asti	N;DEF;FEM;SG	N;NOM;SG
antena	antenni	antena	antenni	N;DEF;FEM;SG	N;NOM;SG
umbra	varjon	umbră	varjo	N;DEF;FEM;SG	N;GEN;SG
umbra	varjo	umbră	varjo	N;DEF;FEM;SG	N;NOM;SG
umbra	varjo	umbră	varjo	N;DEF;FEM;SG	N;NOM;SG
umbra	varjoa	umbră	varjo	N;DEF;FEM;SG	N;PRT;SG
umbra	sävy	umbră	sävy	N;DEF;FEM;SG	N;NOM;SG
vocală	vokaali	vocal	vokaali	ADJ;INDF;FEM;SG	N;NOM;SG
omorât	murhattu	omorât	murhata	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
omorât	murhasi	omorât	murhata	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN;ACT
omorât	murhattiin	omorât	murhata	ADJ;INDF;MASC;SG	V;IND;PST;FIN;PASS
omorât	tapettu	omorât	tapata	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
omorât	tappanut	omorât	tappaa	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;ACT
omorât	tappoi	omorât	tappaa	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN;ACT
aaron	aaron	aaron	aaro	PROPN	N;NOM;SG
falls	kaatuu	fall	kaatua	PROPN	V;IND;SG;3;PRS;FIN;ACT
falls	putoaa	fall	pudota	PROPN	V;IND;SG;3;PRS;FIN;ACT
falls	falls	fall	falls	PROPN	
figură	hahmo	figură	hahmo	N;INDF;FEM;SG	N;NOM;SG
paraná	paraná	paraná	parany	PROPN	
transformare	muuntaminen	transformare	muuntaminen	N;INDF;FEM;SG	N;NOM;SG
transformare	muunnos	transformare	muunnos	N;INDF;FEM;SG	N;NOM;SG
academică	akateemisen	academic	akateeminen	ADJ;INDF;FEM;SG	ADJ;GEN;SG
academică	akateeminen	academic	akateeminen	ADJ;INDF;FEM;SG	ADJ;NOM;SG
promovează	markkinoi	promova	markkinoida	V;IND;3;PRS;FIN	N;NOM;SG
promovează	mainosta	promova	maino	V;IND;3;PRS;FIN	N;PRT;SG
promovează	edistä	promova	edistää	V;IND;3;PRS;FIN	V;IMP;SG;2;FIN;ACT
promovează	mainostaminen	promova	mainostaminen	V;IND;3;PRS;FIN	N;NOM;SG
digitale	digital	digital	digital	ADJ;INDF;FEM;PL	
digitale	digitaalisen	digital	digitaalinen	ADJ;INDF;FEM;PL	ADJ;GEN;SG
digitale	digitaalinen	digital	digitaalinen	ADJ;INDF;FEM;PL	ADJ;NOM;SG
abbas	abbas	abbas	abbas	N;INDF;MASC;SG	PROPN;NOM;SG
grafic	kaavio	grafic	kaavio	ADV	N;NOM;SG
grafic	kuvio	grafic	kuvio	ADV	N;NOM;SG
grafic	graafinen	grafic	graafinen	ADV	ADJ;NOM;SG
grafic	kaavio	grafic	kaavio	ADV	N;NOM;SG
grafic	kuvio	grafic	kuvio	ADV	N;NOM;SG
contul	tiliä	cont	tili	N;DEF;MASC;SG	N;PRT;SG
contul	tilin	cont	tili	N;DEF;MASC;SG	N;GEN;SG
contul	tili	cont	tili	N;DEF;MASC;SG	N;NOM;SG
contul	huomioon	cont	huomio	N;DEF;MASC;SG	N;IN+ALL;SG
pedeapsa	seuraamus	pedeapsă	seuraamus	N;DEF;FEM;SG	N;NOM;SG
pedeapsa	rangaistus	pedeapsă	rangaistus	N;DEF;FEM;SG	N;NOM;SG
pedeapsa	rangaistuksen	pedeapsă	rangaistus	N;DEF;FEM;SG	N;GEN;SG
pedeapsa	rangaistusta	pedeapsă	rangaistus	N;DEF;FEM;SG	N;PRT;SG
pedeapsa	rangaistus	pedeapsă	rangaistus	N;DEF;FEM;SG	N;NOM;SG
bancă	pankkiin	bancă	pankki	N;INDF;FEM;SG	N;IN+ALL;SG
bancă	pankki	bancă	pankki	N;INDF;FEM;SG	N;NOM;SG
bancă	pankin	bancă	pankki	N;INDF;FEM;SG	N;GEN;SG
bancă	penkin	bancă	penkki	N;INDF;FEM;SG	N;GEN;SG
bancă	penkki	bancă	penkki	N;INDF;FEM;SG	N;NOM;SG
bancă	penkillä	bancă	penkki	N;INDF;FEM;SG	N;AT+ESS
;SG
mei	mei	meu	mein	DET;MASC;PL;1	N;NOM;SG
mei	mein	meu	minä	DET;MASC;PL;1	INTJ
sevilla	sevilla	sevilla	sevilla	PROPN	N;NOM;SG
sevilla	sevillan	sevilla	seviltaa	PROPN	N;GEN;SG
domnule	herra	domn	herra	N;VOC;DEF;MASC;SG	N;NOM;SG
definite	määritellyt	definit	määritellä	ADJ;INDF;FEM;PL	V;NOM;SG;V.PTCP;ACT
definite	määritetty	definit	määrittää	ADJ;INDF;FEM;PL	V;NOM;SG;V.PTCP;PASS
definite	määritelty	definit	määritellä	ADJ;INDF;FEM;PL	V;NOM;SG;V.PTCP;PASS
pauză	pysäytä	pauză	pysäys	N;INDF;FEM;SG	V;IMP;SG;2;FIN;ACT
pauză	tauko	pauză	tauko	N;INDF;FEM;SG	N;NOM;SG
pauză	riko	pauză	riko	N;INDF;FEM;SG	V;IMP;SG;2;FIN;ACT
pauză	rikkoa	pauză	rikkoa	N;INDF;FEM;SG	V;SG;NFIN;ACT
pauză	tauko	pauză	tauko	N;INDF;FEM;SG	N;NOM;SG
allan	allan	allan	alta	PROPN	N;NOM;SG
seminarul	seminaarissa	seminar	seminaari	N;DEF;MASC;SG	N;IN+ESS;SG
seminarul	seminaarin	seminar	seminaari	N;DEF;MASC;SG	N;GEN;SG
seminarul	seminaari	seminar	seminaari	N;DEF;MASC;SG	N;NOM;SG
seminarul	seminaariin	seminar	seminaari	N;DEF;MASC;SG	N;IN+ALL;SG
săptămâna	viikon	săptămână	viikko	N;DEF;FEM;SG	N;GEN;SG
săptămâna	viikolla	săptămână	viikko	N;DEF;FEM;SG	N;AT+ESS
;SG
săptămâna	viikkoa	săptămână	viikko	N;DEF;FEM;SG	N;PRT;SG
săptămâna	viikko	săptămână	viikko	N;DEF;FEM;SG	N;NOM;SG
globală	globaali	global	globaali	ADJ;INDF;FEM;SG	ADJ;NOM;SG
globală	global	global	global	ADJ;INDF;FEM;SG	
globală	maailmanlaajuinen	global	maailman#laajuinen	ADJ;INDF;FEM;SG	ADJ;NOM;SG
globală	maailmanlaajuiset	global	maailman#laajuinen	ADJ;INDF;FEM;SG	ADJ;NOM;PL
globală	maailmanlaajuisen	global	maailman#laajuinen	ADJ;INDF;FEM;SG	ADJ;GEN;SG
torre	torre	torre	torre	PROPN	PROPN;NOM;SG
conan	conan	conan	cona	PROPN	N;NOM;SG
brescia	brescia	brescie	brescia	PROPN	PROPN;NOM;SG
circuitul	piiri	circuit	piiri	N;DEF;MASC;SG	N;NOM;SG
circuitul	circuit	circuit	circuit	N;DEF;MASC;SG	N;NOM;SG
înfrânt	voitti	înfrânt	voittaa	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN;ACT
înfrânt	voitettu	înfrânt	voittaa	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
înfrânt	lyöty	înfrânt	lyödä	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
ferrara	ferrara	ferrara	ferrara	PROPN	PROPN;NOM;SG
string	naru	stringe	naru		N;NOM;SG
string	narua	stringe	naru		N;PRT;SG
string	string	stringe	string		N;NOM;SG
mandatului	toimeksiannon	mandat	toimeksia	N;DEF;MASC;SG	N;GEN;SG
mandatului	toimeksianto	mandat	toimeksia	N;DEF;MASC;SG	N;NOM;SG
mandatului	valtuudet	mandat	valtuus	N;DEF;MASC;SG	N;NOM;PL
mandatului	toimikausi	mandat	toimi#kausi	N;DEF;MASC;SG	N;NOM;SG
collins	collins	collins	collins	PROPN	N;NOM;SG
collins	collinsin	collins	collins	PROPN	N;GEN;SG
ontario	ontarion	ontario	ontario	PROPN	N;GEN;SG
valoroase	arvokas	valoros	arvokas	ADJ;INDF;FEM;PL	ADJ;NOM;SG
valoroase	arvokasta	valoros	arvokas	ADJ;INDF;FEM;PL	ADJ;PRT;SG
reclamă	kaupallista	reclama	kaupallinen	N;INDF;FEM;SG	ADJ;PRT;SG
reclamă	kaupalliset	reclama	kaupallinen	N;INDF;FEM;SG	ADJ;NOM;PL
reclamă	kaupallinen	reclama	kaupallinen	N;INDF;FEM;SG	ADJ;NOM;SG
reclamă	mainostaminen	reclama	mainostaminen	N;INDF;FEM;SG	N;NOM;SG
reclamă	mainos	reclama	mainos	N;INDF;FEM;SG	N;NOM;SG
reclamă	mainonta	reclama	mainon	N;INDF;FEM;SG	N;NOM;SG
reclamă	mainontaa	reclama	mainontaa	N;INDF;FEM;SG	N;PRT;SG
merite	ansaitsevat	merit	ansaita	N;INDF;FEM;PL	V;IND;PL;3;PRS;FIN;ACT
tong	tong	tong	tong	PROPN	PROPN;NOM;SG
comunicații	viestintä	comunicație	viestin	N;INDF;FEM;PL	N;NOM;SG
comunicații	tietoliikenne	comunicație	tieto#liikenne	N;INDF;FEM;PL	N;NOM;SG
comunicații	viestinnän	comunicație	viestintä	N;INDF;FEM;PL	N;GEN;SG
manga	manga	manga	manga		N;NOM;SG
declara	julistaa	declara	julistaa	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN;ACT
montreal	montrealin	montreal	montreali	PROPN	N;GEN;SG
ribbentrop	ribbentrop	ribbentrop	ribbentrop	N;INDF;MASC;SG	PROPN;NOM;SG
scade	lasku	scădea	lasku	V;IND;SG;3;PRS;FIN	N;NOM;SG
scade	väheneminen	scădea	väheneminen	V;IND;SG;3;PRS;FIN	N;NOM;SG
cheia	key	cheie	keydä	N;DEF;FEM;SG	N;NOM;SG
cheia	avain	cheie	avain	N;DEF;FEM;SG	N;NOM;SG
cheia	avaimen	cheie	avain	N;DEF;FEM;SG	N;GEN;SG
cheia	keskeinen	cheie	keskeinen	N;DEF;FEM;SG	ADJ;NOM;SG
cheia	avainta	cheie	avainta	N;DEF;FEM;SG	N;PRT;SG
romanov	romanov	romanov	romanov	PROPN	N;NOM;SG
mecanice	mekaanisen	mecanic	mekaaninen	ADJ;INDF;FEM;PL	ADJ;GEN;SG
mecanice	mekaaninen	mecanic	mekaaninen	ADJ;INDF;FEM;PL	ADJ;NOM;SG
