что	कया	что	कया	PRO;NOM	V;SG;FIN;ACT
виды	प्रजाति	вид	प्रजाति	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG;3
виды	प्रकार	вид	प्रकार	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG;3
исследований	अध्ययन	исследование	अध्ययन	N;INAN;GEN;NEUT;PL	N;NOM;MASC;SG;3
исследований	अनुसंधान	исследование	अनुसंधान	N;INAN;GEN;NEUT;PL	N;NOM;MASC;SG;3
исследований	शोध	исследование	शोध	N;INAN;GEN;NEUT;PL	N;NOM;MASC;SG;3
жил	जिया	жить	जिया	V;IPFV;MASC;IND;SG;PST;FIN;ACT	
номинации	नामांकन	номинация	नामांकन	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
пожалуйста	please	пожалуйста	please	ADV	N;NOM;MASC;SG;3
пожалуйста	प्लीज	пожалуйста	प्लीज	ADV	
пожалуйста	कृपया	пожалуйста	कृपया	ADV	V;SG;FIN;ACT
международный	अंतर्राष्ट्रीय	международный	अंतर्राष्ट्रीय	ADJ;NOM;MASC;SG	PROPN;NOM;SG;3
международный	अन्तर्राष्ट्रीय	международный	अन्तर्राष्ट्रीय	ADJ;NOM;MASC;SG	PROPN;NOM;SG;3
международный	अंतरराष्ट्रीय	международный	अंतरराष्ट्रीय	ADJ;NOM;MASC;SG	PROPN;NOM;SG;3
называется	बुलाया	называться	बुला	V;IPFV;IND;SG;3;PRS;FIN;MID	V;PFV;MASC;SG;V.PTCP;ACT
называется	पुकारा	называться	पुकार	V;IPFV;IND;SG;3;PRS;FIN;MID	V;PFV;MASC;SG;V.PTCP;ACT
сами	सामी	сам	सामी	ADJ;NOM;PL	PROPN;NOM;MASC;SG;3
министра	मंत्री	министр	मंत्री	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG;3
минимальная	न्यूनतम	минимальный	न्यूनतम	ADJ;NOM;FEM;SG	PROPN;NOM;SG;3
взгляд	फटी	взгляд	फट	N;INAN;NOM;MASC;SG	V;PFV;FEM;SG;V.PTCP;ACT
памяти	स्मृति	память	स्मृति	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG;3
памяти	मेमोरी	память	मेमोरी	N;INAN;GEN;FEM;SG	N;NOM;MASC;SG;3
куда	कहाँ	куда	कहाँ	ADV	PRO
куда	कहां	куда	कहाँ	ADV	
куда	जहां	куда	जहाँ	ADV	PRO;NOM
куда	जहाँ	куда	जहाँ	ADV	PRO;NOM
средний	मध्य	средний	मध्य	ADJ;NOM;MASC;SG	
средний	औसत	средний	औसत	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
средний	मध्यम	средний	मध्यम	ADJ;NOM;MASC;SG	
средний	माध्यम	средний	माध्यम	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
средний	मीडियम	средний	मीडियम	ADJ;NOM;MASC;SG	
президиума	presidium	президиум	presidium	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG;3
мастер	विजार्ड	мастер	विजार्ड	N;ANIM;NOM;MASC;SG	
мастер	निपुण	мастер	निपुण	N;ANIM;NOM;MASC;SG	ADP
факты	तथ्य	факт	तथ्य	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG;3
русская	रूसी	русский	रूसी	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
писатели	लेखकों	писатель	लेखक	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL;3
писатели	लेखक	писатель	लेखक	N;ANIM;NOM;MASC;PL	N;NOM;MASC;SG;3
игорь	इगोर	игорь	इगोर	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
оба	दोनों	оба	दो	NUM;NOM;MASC	N;ACC;MASC;PL;3
оба	दोनो	оба	दोनो	NUM;NOM;MASC	
средства	निधि	средства	निधि	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG;3
украина	यूक्रेन	украина	यूक्रेन	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
украина	युक्त	украина	युक्त	N;INAN;NOM;FEM;SG	
материалы	विषयवस्तु	материал	विषयवस्तु	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG;3
материалы	सामग्री	материал	सामग्री	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG;3
материалы	वस्तु	материал	वस्तु	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG;3
материалы	पदार्थ	материал	पदार्थ	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG;3
материалы	सामग्री	материал	सामग्री	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG;3
материалы	पदार्थ	материал	पदार्थ	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG;3
материалы	सामग्री	материал	सामग्री	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG;3
объектов	वस्तु	объект	वस्तु	N;INAN;GEN;MASC;PL	N;NOM;FEM;SG;3
объектов	ऑब्जेक्ट	объект	ऑब्जेक्ट	N;INAN;GEN;MASC;PL	N;NOM;MASC;SG;3
объектов	वस्तुएँ	объект	वस्तु	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL;3
сегодня	आज	сегодня	आज	ADV	N;NOM;MASC;SG;3
солдат	सिपाही	солдат	सिपाही	N;ANIM;NOM;MASC;SG	N;NOM;MASC;PL;3
солдат	सैनिकों	солдат	सैनिक	N;ANIM;NOM;MASC;SG	N;ACC;MASC;PL;3
солдат	सैनिको	солдат	सैनिको	N;ANIM;NOM;MASC;SG	
научная	वैज्ञानिक	научный	वैज्ञानिक	ADJ;NOM;FEM;SG	N;NOM;MASC;PL;3
советская	सोवियत	советский	सोवियत	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
славы	प्रसिद्धि	слава	प्रसिद्धि	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;3
славы	शोहरत	слава	शोहरत	N;INAN;NOM;FEM;PL	PROPN;NOM;FEM;SG;3
славы	ख्याति	слава	ख्याति	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;3
славы	कीर्ति	слава	कीर्ति	N;INAN;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
анна	ऐनी	анна	ऐना	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG;3
анна	अन्ना	анна	अन्ना	N;ANIM;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
анна	ऐना	анна	ऐना	N;ANIM;NOM;FEM;SG	
анна	अण्णा	анна	अण्णा	N;ANIM;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
анна	anna	анна	anna	N;ANIM;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
команд	कमांड्स	команда	कमांड	N;INAN;GEN;FEM;PL	N;NOM;MASC;PL;3
команд	कमांड	команда	कमांड	N;INAN;GEN;FEM;PL	N;NOM;MASC;SG;3
разные	भिन्न	разный	भिन्न	ADJ;NOM;PL	ADP
умершие	मृतक	умереть	मृतक	V;PFV;NOM;PL;PST;V.PTCP;ACT	N;NOM;MASC;SG;3
умершие	मौतें	умереть	मौत	V;PFV;NOM;PL;PST;V.PTCP;ACT	N;NOM;FEM;PL;3
умершие	मौतों	умереть	मौत	V;PFV;NOM;PL;PST;V.PTCP;ACT	N;ACC;FEM;PL;3
месяцев	महीनों	месяц	महीना	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL;3
месяцев	माह	месяц	माह	N;INAN;GEN;MASC;PL	N;NOM;MASC;SG;3
месяцев	महीने	месяц	महीना	N;INAN;GEN;MASC;PL	N;NOM;MASC;SG;3
растений	पौधे	растение	पौधा	N;INAN;GEN;NEUT;PL	N;NOM;MASC;PL;3
растений	पौधा	растение	पौधा	N;INAN;GEN;NEUT;PL	N;NOM;MASC;SG;3
растений	पादप	растение	पादप	N;INAN;GEN;NEUT;PL	N;NOM;MASC;SG;3
растений	संयंत्र	растение	संयंत्र	N;INAN;GEN;NEUT;PL	N;NOM;MASC;SG;3
слева	बायां	слева	बायां	ADV	
слева	शेष	слева	शेष	ADV	ADJ
слева	बाएं	слева	बाएं	ADV	N;NOM;MASC;SG;3
слева	बाएँ	слева	बाएं	ADV	
языки	भाषा	язык	भाषा	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG;3
раза	रजा	раз	रजा	N;INAN;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
раза	रज़ा	раз	रज़ा	N;INAN;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
раза	raza	раз	raza	N;INAN;GEN;MASC;SG	
вокал	मुखर	вокал	मुखर	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
комиссии	आयोग	комиссия	आयोग	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
комиссии	कमीशन	комиссия	कमीशन	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
комиссии	आयोग	комиссия	आयोग	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
принято	लिया	принять	ले	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;MASC;SG;V.PTCP;ACT
принято	स्वीकृत	принять	स्वीकृत	V;PFV;NEUT;SG;PST;V.PTCP;PASS	PROPN;NOM;MASC;SG;3
принято	अपनाया	принять	अपना	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;MASC;SG;V.PTCP;ACT
газеты	अख़बार	газета	अख़बार	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
газеты	अखबार	газета	अखबार	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
газеты	समाचारपत्र	газета	समाचारपत्र	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
газеты	अखबारों	газета	अखबार	N;INAN;NOM;FEM;PL	N;ACC;MASC;PL;3
написано	लिखी	писать	लिख	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;FEM;SG;V.PTCP;ACT
написано	लिखा	писать	लिख	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;MASC;SG;V.PTCP;ACT
немного	थोड़े	немного	थोड़ा	ADV	ADJ;ACC;MASC;SG
немного	थोड़ा	немного	थोड़ा	ADV	ADJ;NOM;MASC;SG
начали	शुरू	начать	शुरू	V;PFV;IND;PL;PST;FIN;ACT	N;NOM;MASC;SG;3
начали	प्रारंभ	начать	प्रारंभ	V;PFV;IND;PL;PST;FIN;ACT	N;NOM;MASC;SG;3
форме	आकृति	форма	आकृति	N;INAN;DAT;FEM;SG	N;NOM;FEM;SG;3
форме	आकार	форма	आकार	N;INAN;DAT;FEM;SG	N;NOM;MASC;SG;3
форме	फ़ॉर्म	форма	फ़ॉर्म	N;INAN;DAT;FEM;SG	ADJ
форме	प्रपत्र	форма	प्रपत्र	N;INAN;DAT;FEM;SG	N;NOM;MASC;SG;3
форме	फॉर्म	форма	फॉर्म	N;INAN;DAT;FEM;SG	N;NOM;MASC;SG;3
форме	फार्म	форма	फार्म	N;INAN;DAT;FEM;SG	N;NOM;MASC;SG;3
форме	रूप	форма	रूप	N;INAN;DAT;FEM;SG	N;NOM;MASC;SG;3
скончался	मृतक	скончаться	मृतक	V;PFV;MASC;IND;SG;PST;FIN;MID	N;NOM;MASC;SG;3
чемпионы	चैंपियंस	чемпион	चैंपियंस	N;ANIM;NOM;MASC;PL	N;NOM;MASC;SG;3
чемпионы	champions	чемпион	champions	N;ANIM;NOM;MASC;PL	N;NOM;MASC;SG;3
упоминается	mentions	упоминать	mentions	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;NOM;MASC;SG;3
упоминается	उल्लेख	упоминать	उल्लेख	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;NOM;MASC;SG;3
факт	फैक्ट	факт	फैक्ट	N;INAN;NOM;MASC;SG	
карьеры	कैरियर	карьера	कैरियर	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
карьеры	आजीविका	карьера	आजीविका	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
карьеры	करियर	карьера	करियर	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
карьеры	कैरियर	карьера	कैरियर	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
карьеры	करियर	карьера	करियर	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
основных	मेजर	основной	मेजर	ADJ;GEN;PL	N;NOM;MASC;SG;3
основных	प्रमुख	основной	प्रमुख	ADJ;GEN;PL	N;NOM;MASC;SG;3
основных	मुख्य	основной	मुख्य	ADJ;GEN;PL	PROPN;NOM;MASC;SG;3
основных	मेन	основной	मेन	ADJ;GEN;PL	
основных	प्रमुख	основной	प्रमुख	ADJ;GEN;PL	N;NOM;MASC;SG;3
морской	समुद्रतट	морской	समुद्रतट	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
морской	मरीन	морской	मरीन	ADJ;NOM;MASC;SG	
морской	मेरीटाइम	морской	मेरीटाइम	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
германия	जर्मनी	германий	जर्मनी	N;INAN;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
восток	वोस्तोक	восток	वोस्तोक	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
восток	पूर्वी	восток	पूर्वी	N;INAN;NOM;MASC;SG	ADJ
восток	पूर्व	восток	पूर्व	N;INAN;NOM;MASC;SG	ADV;NOM;MASC;SG;3
восток	ईस्ट	восток	ईस्ट	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
постоянно	स्थिरांक	постоянно	स्थिरांक	ADV	N;NOM;MASC;SG;3
издания	संस्करण	издание	संस्करण	N;INAN;NOM;NEUT;PL	N;NOM;MASC;SG;3
позиция	तेवर	позиция	तेवर	N;INAN;NOM;FEM;SG	N;NOM;MASC;PL;3
позиция	एटीट्यूड	позиция	एटीट्यूड	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
позиция	रूख	позиция	रूख	N;INAN;NOM;FEM;SG	
стороне	पार्श्व	сторона	पार्श्व	N;INAN;DAT;FEM;SG	
стороне	तरफ	сторона	तरफ	N;INAN;DAT;FEM;SG	ADV;NOM;FEM;SG;3
стороне	पक्ष	сторона	पक्ष	N;INAN;DAT;FEM;SG	N;NOM;MASC;SG;3
передачи	संचरण	передача	संचरण	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
передачи	प्रेषण	передача	प्रेषण	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
передачи	हस्तांतरण	передача	हस्तांतरण	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
передачи	हस्तांतरण	передача	हस्तांतरण	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
зависимости	निर्भरता	зависимость	निर्भरता	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;3
сми	मिडिया	смотреть	मिडिया	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG;3
сми	मीडिया	смотреть	मीडिया	N;INAN;NOM;NEUT;PL	N;NOM;MASC;SG;3
иностранных	विदेश	иностранный	विदेश	ADJ;GEN;PL	N;NOM;MASC;SG;3
иностранных	विदेशी	иностранный	विदेशी	ADJ;GEN;PL	N;NOM;MASC;SG;3
ответ	उत्तर	ответ	उत्तर	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
ответ	ans	ответ	ans	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
списки	सूची	список	सूची	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG;3
систем	सिस्टम	система	सिस्टम	N;INAN;GEN;FEM;PL	N;NOM;MASC;SG;3
систем	सिस्टम्स	система	सिस्टम	N;INAN;GEN;FEM;PL	N;NOM;MASC;PL;3
систем	प्रणालियों	система	प्रणाली	N;INAN;GEN;FEM;PL	N;ACC;MASC;PL;3
комплекс	जटिल	комплекс	जटिल	N;INAN;NOM;MASC;SG	ADJ
функции	फंक्शन	функция	फंक्शन	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
функции	फ़ंक्शन	функция	फ़ंक्शन	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
функции	प्रकार्य	функция	प्रकार्य	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
функции	फलन	функция	फलन	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
функции	कृत्यों	функция	कृत्य	N;INAN;NOM;FEM;PL	N;ACC;MASC;PL;3
состояние	औकात	состояние	औकात	N;INAN;NOM;NEUT;SG	
означает	मतलब	означать	मतलब	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;MASC;SG;3
означает	यानि	означать	यानि	V;IPFV;IND;SG;3;PRS;FIN;ACT	CONJ
означает	अर्थात्	означать	अर्थात्	V;IPFV;IND;SG;3;PRS;FIN;ACT	
общая	कॉमन	общий	कॉमन	ADJ;NOM;FEM;SG	
общая	सामान्य	общий	सामान्य	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
представителей	प्रतिनिधि	представитель	प्रतिनिधि	N;ANIM;ACC;MASC;PL	N;NOM;MASC;SG;3
модели	मॉडल	модель	मॉडल	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
модели	मॉडल	модель	मॉडल	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
меньше	छोटी	мало	छोटा	NUM	ADJ;FEM;SG
меньше	कम	мало	कम	NUM	DET
меньше	कम	мало	कम	NUM	DET
минут	मिनट	минута	मिनट	N;INAN;GEN;FEM;PL	N;NOM;MASC;SG;3
минут	मिनट्स	минута	मिनट्स	N;INAN;GEN;FEM;PL	N;NOM;MASC;PL;3
животных	जानवर	животное	जानवर	N;ANIM;GEN;NEUT;PL	N;NOM;MASC;SG;3
животных	जानवरों	животное	जानवर	N;ANIM;GEN;NEUT;PL	N;ACC;MASC;PL;3
животных	पशु	животное	पशु	N;ANIM;GEN;NEUT;PL	N;NOM;MASC;SG;3
сен	सेन	сен	सेन		PROPN;NOM;SG;3
сен	संत	сен	संत		N;NOM;MASC;SG;3
красный	लाल	красный	लाल	ADJ;NOM;MASC;SG	
красный	रेड	красный	रेड	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
конец	समाप्त	конец	समाप्त	N;INAN;NOM;MASC;SG	ADJ
правки	संपादन	правка	संपादन	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;3
проблема	प्रॉब्लम	проблема	प्रॉब्लम	N;INAN;NOM;FEM;SG	
мужчины	पुरुष	мужчина	पुरुष	N;ANIM;NOM;MASC;PL	N;NOM;MASC;SG;3
мужчины	पुरुषों	мужчина	पुरुष	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL;3
мужчины	मर्द	мужчина	मर्द	N;ANIM;NOM;MASC;PL	N;NOM;MASC;SG;3
мужчины	मेन	мужчина	मेन	N;ANIM;NOM;MASC;PL	
матери	माताएं	мать	माता	N;ANIM;NOM;FEM;SG	N;NOM;FEM;PL;3
матери	माताओं	мать	माता	N;ANIM;NOM;FEM;SG	N;ACC;FEM;PL;3
слов	शब्दों	слово	शब्द	N;INAN;GEN;NEUT;PL	N;ACC;MASC;PL;3
слов	लफ़्ज़ों	слово	लफंज़	N;INAN;GEN;NEUT;PL	N;ACC;MASC;PL;3
слов	शब्द	слово	शब्द	N;INAN;GEN;NEUT;PL	N;NOM;MASC;SG;3
бой	बैटल	бой	बैटल	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
бой	कॉम्बैट	бой	कॉम्बैट	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
бой	लड़ो	бой	लड़ो	N;INAN;NOM;MASC;SG	
внутри	अन्दर	внутри	अन्दर	ADV	
победу	विजय	победа	विजय	N;INAN;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
роберт	राबर्ट	роберт	राबर्ट	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
роберт	रॉबर्ट	роберт	रॉबर्ट	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
австралии	ऑस्ट्रेलियाई	австралия	ऑस्ट्रेलियाई	N;INAN;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
австралии	आस्ट्रेलिया	австралия	आस्ट्रेलिया	N;INAN;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
австралии	ऑस्ट्रेलिया	австралия	ऑस्ट्रेलिया	N;INAN;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
статистика	आंकड़े	статистика	आंकड़ा	N;INAN;NOM;FEM;SG	N;NOM;MASC;PL;3
статистика	आँकड़े	статистика	आँकडा	N;INAN;NOM;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
статистика	आँकड़े	статистика	आँकडा	N;INAN;NOM;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
статистика	आंकड़े	статистика	आंकड़ा	N;INAN;NOM;FEM;SG	N;NOM;MASC;PL;3
киев	कीव	киев	कीव	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
предложение	सजा	предложение	सजा	N;INAN;NOM;NEUT;SG	PROPN;NOM;FEM;SG;3
представители	प्रतिनिधियों	представитель	प्रतिनिधि	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL;3
представители	प्रतिनिधि	представитель	प्रतिनिधि	N;ANIM;NOM;MASC;PL	N;NOM;MASC;SG;3
дела	मामलों	дело	मामला	N;INAN;NOM;NEUT;PL	N;ACC;MASC;PL;3
дела	केस	дело	केस	N;INAN;NOM;NEUT;PL	N;NOM;MASC;SG;3
равно	बराबर	равный	बराबर	ADJ;NEUT;SG	CONJ
равно	बराबरी	равный	बराबरी	ADJ;NEUT;SG	N;NOM;FEM;SG;3
второе	सेकेंड	второй	सेकेंड	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
второе	द्वितीय	второй	द्वितीय	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
второе	सेकण्ड	второй	सेकण्ड	ADJ;NOM;NEUT;SG	
второе	सेकंड	второй	सेकंड	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
смог	smog	мочь	smog	V;PFV;MASC;IND;SG;PST;FIN;ACT	
преимущественно	अधिकांश	преимущественно	अधिकांश	ADV	CONJ
преимущественно	ज्यादातर	преимущественно	ज्यादातर	ADV	N;NOM;MASC;SG;3
преимущественно	अधिकतर	преимущественно	अधिकतर	ADV	N;NOM;MASC;SG;3
преимущественно	ज़्यादातर	преимущественно	ज़्यादातर	ADV	CONJ
книгу	बुक	книга	बुक	N;INAN;ACC;FEM;SG	N;NOM;MASC;SG;3
книгу	किताबे	книга	किताबा	N;INAN;ACC;FEM;SG	
книгу	पुस्तक	книга	पुस्तक	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG;3
книгу	किताब	книга	किताब	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG;3
фото	photo	фото	photo	N;INAN;NOM;MASC;SG	
фото	तस्वीरें	фото	तस्वीर	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;3
округе	लैन	округ	लैन	N;INAN;ESS;MASC;SG	N;NOM;MASC;SG;3
округе	काउंटी	округ	काउंटी	N;INAN;ESS;MASC;SG	PROPN;NOM;MASC;SG;3
индии	भारतीय	индия	भारतीय	N;INAN;NOM;FEM;SG	PROPN;NOM;SG;3
индии	भारत	индия	भारत	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
индии	इंडिया	индия	इंडिया	N;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG;3
индии	इण्डिया	индия	इण्डिया	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
золотая	गोल्डन	золотой	गोल्डन	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
золотая	सोने	золотой	सोना	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
золотая	सोना	золотой	सोना	ADJ;NOM;FEM;SG	
золотая	गोल्ड	золотой	गोल्ड	ADJ;NOM;FEM;SG	
золотая	स्वर्ण	золотой	स्वर्ण	ADJ;NOM;FEM;SG	
точка	डॉट	точка	डॉट	N;INAN;NOM;FEM;SG	
точка	पाइंट	точка	पाइंट	N;INAN;NOM;FEM;SG	
районы	जिले	район	जिला	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG;3
районы	एटलस	район	एटलस	N;INAN;NOM;MASC;PL	
районы	क्षेत्र	район	क्षेत्र	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG;3
районы	क्षेत्रों	район	क्षेत्र	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL;3
йорк	यॉर्क	йорк	यॉर्क	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
силу	बल	сила	बल	N;INAN;ACC;FEM;SG	N;NOM;MASC;SG;3
силу	फ़ोर्स	сила	फानर्स	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG;3
артист	मनोरंजनकर्ता	артист	मनोरंजनकर्ता	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
озера	झीलों	озеро	झील	N;INAN;NOM;NEUT;PL	N;ACC;FEM;PL;3
северная	उत्तर	северный	उत्तर	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
северная	उत्तरी	северный	उत्तरी	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
крупных	बड़े	крупный	बडा	ADJ;GEN;PL	ADJ;NOM;MASC;PL
крупных	बड़ा	крупный	बड़ा	ADJ;GEN;PL	ADJ;NOM;MASC;SG
крупных	बड़ी	крупный	बडा	ADJ;GEN;PL	ADJ;NOM;FEM;SG
крупных	विशाल	крупный	विशाल	ADJ;GEN;PL	ADJ;NOM
связь	आयतों	связь	आयत	N;INAN;NOM;FEM;SG	N;ACC;MASC;PL;3
родилась	जन्म	рождаться	जन्म	V;PFV;FEM;IND;SG;PST;FIN;MID	N;NOM;MASC;SG;3
родилась	जन्मे	рождаться	जन्मा	V;PFV;FEM;IND;SG;PST;FIN;MID	V;MASC;IND;SG;3;FIN;ACT
родилась	born	рождаться	born	V;PFV;FEM;IND;SG;PST;FIN;MID	PROPN;NOM;MASC;SG;3
лица	चेहरों	лицо	चेहरा	N;INAN;NOM;NEUT;PL	N;ACC;MASC;PL;3
председателя	चेयरमैन	председатель	चेयरमैन	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG;3
председателя	अध्यक्ष	председатель	अध्यक्ष	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG;3
крупные	बड़ा	крупный	बड़ा	ADJ;NOM;PL	ADJ;NOM;MASC;SG
крупные	बड़ी	крупный	बडा	ADJ;NOM;PL	ADJ;NOM;FEM;SG
художники	चित्रकार	художник	चित्रकार	N;ANIM;NOM;MASC;PL	N;NOM;MASC;SG;3
художники	कलाकार	художник	कलाकार	N;ANIM;NOM;MASC;PL	N;NOM;MASC;SG;3
художники	कलाकारों	художник	कलाकार	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL;3
дочери	बेटियों	дочь	बेटी	N;ANIM;NOM;FEM;SG	N;ACC;FEM;PL;3
дочери	बेटियाँ	дочь	बेटी	N;ANIM;NOM;FEM;SG	N;NOM;FEM;PL;3
дочери	बेटियां	дочь	बेटी	N;ANIM;NOM;FEM;SG	N;NOM;FEM;PL;3
большие	बड़ा	большой	बड़ा	ADJ;NOM;PL	ADJ;NOM;MASC;SG
большие	बड़ी	большой	बडा	ADJ;NOM;PL	ADJ;NOM;FEM;SG
большие	बड़ा	большой	बड़ा	ADJ;NOM;PL	ADJ;NOM;MASC;SG
большие	बड़ी	большой	बडा	ADJ;NOM;PL	ADJ;NOM;FEM;SG
большие	बिग	большой	बिग	ADJ;NOM;PL	
страниц	पृष्ठ	страница	पृष्ठ	N;INAN;GEN;FEM;PL	N;NOM;MASC;SG;3
страниц	पेज	страница	पेज	N;INAN;GEN;FEM;PL	N;NOM;MASC;SG;3
