úseky	раздели	úsek	разделя-(се)	N;INAN;NOM;MASC;PL;POS	V;PFV;IMP;SG;2;FIN
řecká	грък	řecký	грък	ADJ;NOM;FEM;SG;POS	N;INDF;MASC;SG
připojit	присъединяване	připojit	присъединяване	V;PFV;POS;NFIN	N;INDF;NEUT;SG
připojit	връзка	připojit	връзка	V;PFV;POS;NFIN	N;INDF;FEM;SG
připojit	свързване	připojit	свързване	V;PFV;POS;NFIN	N;INDF;NEUT;SG
zajímavý	интересно	zajímavý	интересно	ADJ;INAN;NOM;MASC;SG;POS	ADV
zajímavý	интересни	zajímavý	интересен	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;PL
classic	класическо	classic	класически	N;INAN;NOM;MASC;SG;POS	ADV
classic	класическа	classic	класически	N;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
classic	класически	classic	класически	N;INAN;NOM;MASC;SG;POS	ADV
vyhrát	победи	vyhrát	победа	V;POS;NFIN	N;INDF;FEM;PL
vyhrát	победа	vyhrát	победа	V;POS;NFIN	N;INDF;FEM;SG
jídla	храна	jídlo	храна	N;NOM;NEUT;PL;POS	N;INDF;FEM;SG
plánované	планирани	plánovaný	планирам	ADJ;NOM;NEUT;SG;POS	V;PFV;INDF;PL;V.PTCP;PASS
plánované	планирана	plánovaný	планирам	ADJ;NOM;NEUT;SG;POS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
plánované	планирано	plánovaný	планирам	ADJ;NOM;NEUT;SG;POS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
plánované	планиран	plánovaný	планирам	ADJ;NOM;NEUT;SG;POS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
kfar	кфар	kfar	кфар	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
radost	джой	radost	джой	N;NOM;FEM;SG;POS	PROPN;INDF;FEM;SG
radost	щастлив	radost	щастлив	N;NOM;FEM;SG;POS	ADJ;INDF;MASC;SG
radost	щастливи	radost	щастлив	N;NOM;FEM;SG;POS	ADJ;INDF;PL
radost	щастлива	radost	щастлив	N;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
radost	щастливо	radost	щастлив	N;NOM;FEM;SG;POS	ADV
radost	хепи	radost	хеп	N;NOM;FEM;SG;POS	INTJ
odměny	възнаграждение	odměna	възнаграждение	N;NOM;FEM;PL;POS	N;INDF;NEUT;SG
odměny	заплащане	odměna	заплащане	N;NOM;FEM;PL;POS	N;INDF;NEUT;SG
dostatečné	достатъчни	dostatečný	достатъчен	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;PL
dědice	наследниците	dědic	наследник	N;ANIM;NOM;MASC;SG;POS	N;DEF;MASC;PL
dědice	наследници	dědic	наследник	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;PL
ukázat	показване	ukázat	показване	V;POS;NFIN	N;INDF;NEUT;SG
podrobně	подробен	podrobně	подробен	ADV;POS	ADJ;INDF;MASC;SG
podrobně	подробна	podrobně	подробен	ADV;POS	ADJ;INDF;FEM;SG
podrobně	подробни	podrobně	подробен	ADV;POS	ADJ;INDF;PL
roberto	роберта	roberto	робертая	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;FEM;SG
roberto	роберто	roberto	роберто	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
prozatímní	междинно	prozatímní	междинно	ADJ;NOM;MASC;SG;POS	ADV
prozatímní	временни	prozatímní	временен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;PL
obilí	зърна	obilí	зърна-(се)	N;NOM;NEUT;SG;POS	N;INDF;NEUT;PL
účastí	участия	účast	участие	N;INS;FEM;SG;POS	N;INDF;NEUT;PL
odborník	експертно	odborník	експертно	N;ANIM;NOM;MASC;SG;POS	ADV
upravené	редактира	upravený	редактирам	ADJ;NOM;MASC;PL;POS	V;IPFV;IND;SG;3;PRS;FIN;ACT
upravené	коригирана	upravený	коригирам	ADJ;NOM;MASC;PL;POS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
upravené	коригирани	upravený	коригирам	ADJ;NOM;MASC;PL;POS	V;PFV;INDF;PL;V.PTCP;PASS
upravené	коригиран	upravený	коригирам	ADJ;NOM;MASC;PL;POS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
upravené	променени	upravený	променя-(се)	ADJ;NOM;MASC;PL;POS	V;PFV;INDF;PL;V.PTCP;PASS
upravené	променено	upravený	променя-(се)	ADJ;NOM;MASC;PL;POS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
upravené	модифициран	upravený	модифицирам	ADJ;NOM;MASC;PL;POS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
upravené	променен	upravený	променя-(се)	ADJ;NOM;MASC;PL;POS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
upravené	модифицирани	upravený	модифицирам	ADJ;NOM;MASC;PL;POS	V;PFV;INDF;PL;V.PTCP;PASS
upravené	модифицирана	upravený	модифицирам	ADJ;NOM;MASC;PL;POS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
upravené	персонализирани	upravený	персонализирам	ADJ;NOM;MASC;PL;POS	V;PFV;INDF;PL;V.PTCP;PASS
přidání	добави	přidání	добавя	N;NOM;NEUT;SG;POS	V;PFV;IND;SG;3;PST;FIN;ACT
přidání	добавя	přidání	добавям	N;NOM;NEUT;SG;POS	V;IPFV;IND;SG;3;PRS;FIN;ACT
přidání	добавете	přidání	добавя	N;NOM;NEUT;SG;POS	V;PFV;IMP;PL;2;FIN
instalace	инсталации	instalace	инсталация	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
instalace	инсталира	instalace	инсталирам	N;NOM;FEM;SG;POS	V;IPFV;IND;SG;3;PRS;FIN;ACT
instalace	инсталации	instalace	инсталация	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
organické	органични	organický	органичен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;PL
organické	органично	organický	органичен	ADJ;NOM;MASC;SG;POS	ADV
revize	ревизии	revize	ревизия	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
indiana	индиана	indiana	индиана	PROPN;NOM;FEM;SG;POS	N;DEF;MASC;SG
morální	морал	morální	морал	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;SG
morální	морални	morální	морален	ADJ;NOM;MASC;SG;POS	ADJ;INDF;PL
morální	морално	morální	морално	ADJ;NOM;MASC;SG;POS	ADV
double	двойна	double	двоен	PROPN;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
double	двойни	double	двоен	PROPN;INAN;NOM;MASC;SG;POS	ADJ;INDF;PL
double	двоен	double	двоен	PROPN;INAN;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
double	двойно	double	двойно	PROPN;INAN;NOM;MASC;SG;POS	ADV
nelson	нелсън	nelson	нелсън	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
utrpení	страда	utrpení	страдам	N;NOM;NEUT;SG;POS	V;IPFV;IND;SG;3;PRS;FIN;ACT
utrpení	страдания	utrpení	страдане	N;NOM;NEUT;SG;POS	N;INDF;NEUT;PL
nářečí	диалекти	nářečí	диалект	N;NOM;NEUT;SG;POS	N;INDF;MASC;PL
závislé	зависими	závislý	зависим	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;PL
závislé	зависимо	závislý	зависимо	ADJ;NOM;NEUT;SG;POS	ADV
závislé	зависим	závislý	завися	ADJ;NOM;NEUT;SG;POS	N;INDF;MASC;SG
závislé	зависими	závislý	зависим	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;PL
závislé	зависим	závislý	завися	ADJ;NOM;NEUT;SG;POS	N;INDF;MASC;SG
báze	основи	báze	основа	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
báze	бази	báze	база	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
vysoko	висок	vysoko	висок	ADV;POS	ADJ;INDF;MASC;SG
vysoko	висока	vysoko	висок	ADV;POS	ADJ;INDF;FEM;SG
vysoko	високи	vysoko	висок	ADV;POS	ADJ;INDF;PL
ken	кен	ken	кен	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
luigi	луиджи	luigi	луиджа	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
rozšířený	разширени	rozšířený	разширя-(се)	ADJ;INAN;NOM;MASC;SG;POS	V;PFV;INDF;PL;V.PTCP;PASS
rozšířený	разширена	rozšířený	разширя-(се)	ADJ;INAN;NOM;MASC;SG;POS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
rozšířený	удължен	rozšířený	удължа	ADJ;INAN;NOM;MASC;SG;POS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
rozšířený	разширен	rozšířený	разширя-(се)	ADJ;INAN;NOM;MASC;SG;POS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
rozšířený	разширено	rozšířený	разширя-(се)	ADJ;INAN;NOM;MASC;SG;POS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
střela	прострелян	střela	прострелям	N;NOM;FEM;SG;POS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
střela	застрелян	střela	застрелям	N;NOM;FEM;SG;POS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
střela	застреляна	střela	застрелям	N;NOM;FEM;SG;POS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
hluboko	дълбока	hluboko	дълбок	ADV;POS	ADJ;INDF;FEM;SG
hluboko	дълбок	hluboko	дълбок	ADV;POS	ADJ;INDF;MASC;SG
hluboko	дълбоки	hluboko	дълбок	ADV;POS	ADJ;INDF;PL
eddie	еди	eddie	еди	N;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
snadné	леко	snadný	леко	ADJ;NOM;NEUT;SG;POS	ADV
snadné	лесно	snadný	лесно	ADJ;NOM;NEUT;SG;POS	ADV
barry	бари	barra	бара	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
vizuální	визуално	vizuální	визуален	ADJ;NOM;MASC;SG;POS	ADV
viditelné	видими	viditelný	видим	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;PL
viditelné	видимо	viditelný	видимо	ADJ;NOM;NEUT;SG;POS	ADV
pochod	маршируват	pochod	марширувам	N;INAN;NOM;MASC;SG;POS	V;IPFV;IND;PL;3;PRS;FIN;ACT
dětská	дете	dětský	дете	ADJ;NOM;FEM;SG;POS	N;INDF;NEUT;SG
trpěl	страдаше	trpět	страдам	V;MASC;SG;POS;PST;V.PTCP;ACT	V;IPFV;IND;SG;3;IPFV;FIN;ACT
trpěl	страда	trpět	страдам	V;MASC;SG;POS;PST;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
hit	удари	hit	удар	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;PL
připojen	свързани	připojený	свържа	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
připojen	свързан	připojený	свържа	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
připojen	свързано	připojený	свържа	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
připojen	свързана	připojený	свържа	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
poznal	призната	poznat	призная-(се)	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
poznal	признати	poznat	призная-(се)	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;PL;V.PTCP;PASS
poznal	разпознат	poznat	разпозна-(се)	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
poznal	признат	poznat	призная-(се)	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
sankt	sankt	sankt	sankt	PROPN;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
spiknutí	конспирации	spiknutí	конспирация	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
spiknutí	заговори	spiknutí	заговоря-(се)	N;NOM;NEUT;SG;POS	V;PFV;IND;SG;3;PST;FIN;ACT
spiknutí	парцели	spiknutí	парцел	N;NOM;NEUT;SG;POS	N;INDF;MASC;PL
diskutovat	обсъдим	diskutovat	обсъдя	V;IPFV;POS;NFIN	V;PFV;IND;PL;1;PRS;FIN;ACT
diskutovat	обсъдете	diskutovat	обсъда	V;IPFV;POS;NFIN	V;PFV;IMP;PL;2;FIN
nan	нан	nan	нан	PROPN;NOM;FEM;SG;POS	N;INDF;MASC;SG
stanoví	уточнява	stanovit	уточнявам	V;PFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
pořady	показва	pořad	показвам-(се)	N;INAN;NOM;MASC;PL;POS	V;IPFV;IND;SG;3;PRS;FIN;ACT
křesťanská	кристиан	křesťanský	кристиан	ADJ;NOM;FEM;SG;POS	N;INDF;MASC;SG
křesťanská	кристиян	křesťanský	кристиян	ADJ;NOM;FEM;SG;POS	N;INDF;MASC;SG
křesťanská	крисчън	křesťanský	крисчън	ADJ;NOM;FEM;SG;POS	PROPN;INDF;MASC;SG
křesťanská	християнин	křesťanský	християнин	ADJ;NOM;FEM;SG;POS	N;INDF;MASC;SG
nepomuk	nepomuk	nepomuk	nepomuk	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
odhalení	разкрития	odhalení	разкритие	N;NOM;NEUT;SG;POS	N;INDF;NEUT;PL
odhalení	знамения	odhalení	знамение	N;NOM;NEUT;SG;POS	N;INDF;NEUT;PL
cyril	кирил	cyrita	киря-(се)	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
cyril	сирил	cyrita	сирил	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
keith	кийт	keith	кийт	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
toulouse	тулуза	toulouse	тулуз	PROPN;NOM;FEM;SG;POS	N;INDF;FEM;SG
terén	терени	terén	терен	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;PL
trend	тенденции	trend	тенденция	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;PL
dno	отдолу	dno	отдолу	N;NOM;NEUT;SG;POS	ADV
přesvědčen	убедена	přesvědčený	убедя-(се)	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
přesvědčen	убедени	přesvědčený	убедя-(се)	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
přesvědčen	убеден	přesvědčený	убедя-(се)	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
udržovat	запазване	udržovat	запазване	V;IPFV;POS;NFIN	N;INDF;NEUT;SG
udržovat	поддържане	udržovat	поддържане	V;IPFV;POS;NFIN	N;INDF;NEUT;SG
nejoblíbenější	любимо	oblíbený	любимо	ADJ;NOM;RL;MASC;SG;POS	ADV
nejoblíbenější	любими	oblíbený	любим	ADJ;NOM;RL;MASC;SG;POS	ADJ;INDF;PL
nejoblíbenější	любим	oblíbený	любим	ADJ;NOM;RL;MASC;SG;POS	ADJ;INDF;MASC;SG
nejoblíbenější	любимка	oblíbený	любимка	ADJ;NOM;RL;MASC;SG;POS	N;INDF;FEM;SG
pobočka	бранч	pobočka	бранч	N;NOM;FEM;SG;POS	PROPN;INDF;MASC;SG
irena	ирене	iren	ирене	N;NOM;FEM;SG;POS	PROPN;INDF;FEM;SG
irena	ирен	iren	ирен	N;NOM;FEM;SG;POS	PROPN;INDF;FEM;SG
irena	айрин	iren	айрин	N;NOM;FEM;SG;POS	PROPN;INDF;MASC;SG
švýcarské	швейцария	švýcarský	швейцария	ADJ;NOM;MASC;SG;POS	PROPN;INDF;FEM;SG
švýcarské	швейцарско	švýcarský	швейцарски	ADJ;NOM;MASC;SG;POS	ADV
dočasné	временни	dočasný	временен	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;PL
dočasné	временно	dočasný	временно	ADJ;NOM;NEUT;SG;POS	ADV
chaty	бунгало	chata	бунгало	N;NOM;FEM;PL;POS	N;INDF;NEUT;SG
chaty	хижа	chata	хижа	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
chaty	каюта	chata	кают	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
chaty	кабина	chata	кабина	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
chaty	колиба	chata	колиб	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
chaty	хижата	chata	хижа	N;NOM;FEM;PL;POS	N;DEF;FEM;SG
ontario	онтарио	ontario	онтарио	PROPN;NOM;NEUT;SG;POS	PROPN;INDF;MASC;SG
tkáně	кърпичка	tkáň	кърпичка	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
tkáně	тъкан	tkáň	тъкан	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
orel	опашки	orel	опашка	N;ANIM;NOM;MASC;SG;POS	N;INDF;FEM;PL
jasný	ясно	jasný	ясно	ADJ;INAN;NOM;MASC;SG;POS	ADV
jasný	изчистване	jasný	изчистване	ADJ;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;SG
učebnice	учебник	učebnice	учебник	N;NOM;FEM;PL;POS	N;INDF;MASC;SG
ozbrojené	въоръжен	ozbrojený	въоръжа	ADJ;NOM;MASC;PL;POS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ozbrojené	въоръжени	ozbrojený	въоръжа	ADJ;NOM;MASC;PL;POS	V;PFV;INDF;PL;V.PTCP;PASS
ozbrojené	въоръжена	ozbrojený	въоръжа	ADJ;NOM;MASC;PL;POS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
poskytl	предоставено	poskytnout	предоставя	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
poskytl	предоставен	poskytnout	предоставя	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
poskytl	предоставени	poskytnout	предоставя	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;PL;V.PTCP;PASS
poskytl	осигурени	poskytnout	осигуря	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;PL;V.PTCP;PASS
poskytl	предоставена	poskytnout	предоставя	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
jennifer	дженифър	jennifra	дженифър	PROPN;NOM;FEM;SG;POS	N;INDF;FEM;PL
podzimní	есента	podzimní	есен	ADJ;NOM;MASC;SG;POS	N;DEF;FEM;SG
podzimní	есен	podzimní	есен	ADJ;NOM;MASC;SG;POS	N;INDF;FEM;SG
patnáct	петнадесет	patnáct	петнадесет	NUM;NOM;SG	NUM;INDF;PL
patnáct	петнайсет	patnáct	петнайсет	NUM;NOM;SG	NUM;INDF;PL
klíčové	ключ	klíčový	ключ	ADJ;NOM;MASC;PL;POS	N;INDF;MASC;SG
klíčové	ключа	klíčový	ключа	ADJ;NOM;MASC;PL;POS	N;DEF;MASC;SG
klíčové	ключът	klíčový	ключ	ADJ;NOM;MASC;PL;POS	N;DEF;MASC;SG
hity	удря	hit	удра	N;INAN;NOM;MASC;PL;POS	V;PFV;IND;SG;3;PST;FIN;ACT
tragédie	трагедии	tragedie	трагедия	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
tragédie	трагична	tragedie	трагичен	N;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
tragédie	трагични	tragedie	трагичен	N;NOM;FEM;SG;POS	ADJ;INDF;PL
tragédie	трагичен	tragedie	трагичен	N;NOM;FEM;SG;POS	ADJ;INDF;MASC;SG
tragédie	трагично	tragedie	трагичен	N;NOM;FEM;SG;POS	ADV
kritické	критично	kritický	критично	ADJ;NOM;NEUT;SG;POS	ADV
kritické	критични	kritický	критичен	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;PL
cenné	ценна	cenný	ценен	ADJ;NOM;MASC;PL;POS	ADJ;INDF;FEM;SG
cenné	ценно	cenný	ценен	ADJ;NOM;MASC;PL;POS	ADV
cenné	ценен	cenný	ценен	ADJ;NOM;MASC;PL;POS	ADJ;INDF;MASC;SG
hebrejsky	иврит	hebrejsky	иврит	ADV;POS	N;INDF;MASC;SG
hebrejsky	еврейски	hebrejsky	еврейски	ADV;POS	ADJ;INDF;MASC;SG
příbuzný	относителна	příbuzný	относителен	N;ANIM;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
příbuzný	относително	příbuzný	относително	N;ANIM;NOM;MASC;SG;POS	ADV
chodit	разходка	chodit	разходка	V;IPFV;POS;NFIN	N;INDF;FEM;SG
chodit	ходене	chodit	ходене	V;IPFV;POS;NFIN	N;INDF;NEUT;SG
chodit	разходка	chodit	разходка	V;IPFV;POS;NFIN	N;INDF;FEM;SG
chodit	пеша	chodit	пеша	V;IPFV;POS;NFIN	ADV
nežádoucí	нежелани	žádoucí	нежелан	ADJ;NOM;MASC;SG;NEG	ADJ;INDF;PL
nežádoucí	нежелани	žádoucí	нежелан	ADJ;NOM;MASC;SG;NEG	ADJ;INDF;PL
vrah	убийствен	vrah	убийствен	N;ANIM;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
potenciální	потенциал	potenciální	потенциал	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;SG
koho	кой	kdo	кой	PRO;ANIM;ACC;MASC	PRO;NOM;MASC;SG
bolest	болки	bolest	болка	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
ploché	плоски	plochý	плоска	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;PL
ploché	апартамент	plochý	апартамент	ADJ;NOM;NEUT;SG;POS	N;INDF;MASC;SG
ploché	плоско	plochý	плоско	ADJ;NOM;NEUT;SG;POS	ADV
ploché	плоска	plochý	плоска	ADJ;NOM;NEUT;SG;POS	N;INDF;FEM;SG
elitní	елит	elitní	елит	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;SG
elitní	елитни	elitní	елитен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;PL
elitní	елита	elitní	елит	ADJ;NOM;MASC;SG;POS	N;DEF;MASC;SG
ali	али	ali	али	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
opakování	повторения	opakování	повторение	N;NOM;NEUT;SG;POS	N;INDF;NEUT;PL
klasického	класика	klasický	класика	ADJ;ANIM;GEN;MASC;SG;POS	N;INDF;FEM;SG
klasického	класическо	klasický	класически	ADJ;ANIM;GEN;MASC;SG;POS	ADV
klasického	класически	klasický	класически	ADJ;ANIM;GEN;MASC;SG;POS	ADV
ohně	огньове	oheň	огнь	N;INAN;GEN;MASC;SG;POS	N;INDF;MASC;PL
ohně	пожари	oheň	пожар	N;INAN;GEN;MASC;SG;POS	N;INDF;MASC;PL
doporučená	препоръчано	doporučený	препоръчам-(се)	ADJ;NOM;FEM;SG;POS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
doporučená	препоръчана	doporučený	препоръчам-(се)	ADJ;NOM;FEM;SG;POS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
doporučená	препоръчително	doporučený	препоръчително	ADJ;NOM;FEM;SG;POS	ADV
doporučená	препоръчва	doporučený	препоръчвам-(се)	ADJ;NOM;FEM;SG;POS	V;IPFV;IND;SG;3;PRS;FIN;ACT
doporučená	препоръчани	doporučený	препоръчам-(се)	ADJ;NOM;FEM;SG;POS	V;PFV;INDF;PL;V.PTCP;PASS
sněhu	снежна	sníh	снежен	N;INAN;GEN;MASC;SG;POS	ADJ;INDF;FEM;SG
florencie	флорънс	florencie	флорънс	PROPN;NOM;FEM;SG;POS	PROPN;INDF;FEM;SG
florencie	флоренция	florencie	флоренция	PROPN;NOM;FEM;SG;POS	N;INDF;FEM;SG
vegas	вегас	vegas	вегас	PROPN;NOM;MASC;SG;POS	N;INDF;FEM;SG
zeleně	зеленина	zeleň	зеленина	ADV;POS	N;INDF;FEM;SG
zeleně	грийн	zeleň	грийн	ADV;POS	PROPN;INDF;MASC;SG
zeleně	зелен	zeleň	зелен	ADV;POS	ADJ;INDF;MASC;SG
zeleně	зелена	zeleň	зелен	ADV;POS	ADJ;INDF;FEM;SG
zeleně	зелени	zeleň	зелен	ADV;POS	ADJ;INDF;PL
stuart	стюърт	stuart	стюърт	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
stuart	стюарт	stuart	стюарт	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
menšiny	малцинство	menšina	малцинство	N;NOM;FEM;PL;POS	N;INDF;NEUT;SG
menšiny	малцинството	menšina	малцинство	N;NOM;FEM;PL;POS	N;DEF;NEUT;SG
ted	тед	ted	тед	PROPN;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
odráží	отразено	odrážet	отразя-(се)	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
odráží	отразени	odrážet	отразя-(се)	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
odráží	отразена	odrážet	отразя-(се)	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
photo	снимка	photo	снимка	PROPN;NOM;MASC;SG;POS	N;INDF;FEM;SG
photo	снимката	photo	снимка	PROPN;NOM;MASC;SG;POS	N;DEF;FEM;SG
photo	фото	photo	фото	PROPN;NOM;MASC;SG;POS	N;INDF;MASC;SG
usnesení	резолюции	usnesení	резолюция	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
tendence	тенденции	tendence	тенденция	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
tendence	наклонности	tendence	наклонност	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
berdych	бердих	berdy	бердя	N;INAN;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
madridu	мадрид	madrida	мадрид	PROPN;INAN;GEN;MASC;SG;POS	PROPN;INDF;MASC;SG
počítačová	компютър	počítačový	компютър	ADJ;NOM;FEM;SG;POS	N;INDF;MASC;SG
počítačová	компютъра	počítačový	компютър	ADJ;NOM;FEM;SG;POS	N;DEF;MASC;SG
prsten	пръстен	prsten	пръстен	N;INAN;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
kořist	разваля	kořist	развалея	N;NOM;FEM;SG;POS	V;IPFV;IND;SG;3;PRS;FIN;ACT
virginie	вирджиния	virginie	вирджиния	N;NOM;FEM;SG;POS	PROPN;INDF;FEM;SG
demonstrace	демонстрации	demonstrace	демонстрация	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
demonstrace	демонстрации	demonstrace	демонстрация	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
blood	кръвта	blood	кръв	PROPN;NOM;MASC;SG;POS	N;DEF;FEM;SG
blood	кръв	blood	кръв	PROPN;NOM;MASC;SG;POS	N;INDF;FEM;SG
způsobilo	причинено	způsobit	причиня	V;PFV;NEUT;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
způsobilo	причинени	způsobit	причиня	V;PFV;NEUT;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;PL;V.PTCP;PASS
způsobilo	причинена	způsobit	причиня	V;PFV;NEUT;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
