nie	non	nie	non	PART;NEG	ADV
super	cool	super	cool		N
oddziałów	affiliate	oddział	affiliare	N;GEN;MASC;PL	V;FEM;PL;PST;V.PTCP
bad	cattiva	bad	cattivo		ADJ;FEM;SG
bad	bad	bad	bad		N;SG
bad	pessimo	bad	pessimo		ADJ;MASC;SG
bad	cattivi	bad	cattivo		ADJ;MASC;PL
bad	male	bad	male		ADV
bad	cattivo	bad	cattivo		ADJ;MASC;SG
bułgarii	bulgaria	bułgaria	bulgario	N;GEN;FEM;SG	ADJ;FEM;SG
wyjątkiem	eccezioni	wyjątek	eccezione	N;INS;MASC;SG	N;FEM;PL
historyczne	storiche	historyczny	storico	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
historyczne	storici	historyczny	storico	ADJ;NOM;NEUT;SG	N;MASC;PL
historyczne	storiche	historyczny	storico	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
sport	sport	sport	sport		N;MASC
sport	sport	sport	sport		N;MASC
renault	renault	renault	renault		N;FEM
posiadał	posseduti	posiadać	possedere	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
posiadał	possedute	posiadać	possedere	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;FEM;PL;PST;V.PTCP
szwedzki	swedish	szwedzki	swedish	ADJ;NOM;MASC;SG	N;MASC
szwedzki	svedesi	szwedzki	svedese	ADJ;NOM;MASC;SG	N;PL
wola	wola	wola	wola		N;MASC
sur	sur	sura	sur		N;SG
połączenie	fusioni	połączenie	fusione	N;NOM;NEUT;SG	N;FEM;PL
jarosław	jarosław	jarosław	jarosław	PROPN;NOM;MASC;SG	N;MASC;SG
rzadko	rari	rzadko	raro	ADV	ADJ;MASC;PL
rzadko	rara	rzadko	raro	ADV	ADJ;FEM;SG
rzadko	rare	rzadko	raro	ADV	ADJ;FEM;PL
rzadko	raro	rzadko	raro	ADV	ADJ;MASC;SG
niewoli	prigioniero	niewola	prigioniero	N;GEN;FEM;SG	ADJ;MASC;SG
niewoli	vincolato	niewola	vincolare	N;GEN;FEM;SG	V;MASC;SG;PST;V.PTCP
niewoli	prigioniera	niewola	prigioniera	N;GEN;FEM;SG	ADJ;FEM;SG
następnym	prossimi	następny	prossimo	ADJ;INS;MASC;SG	ADJ;MASC;PL
jones	jones	jones	jones	V;IPFV;IND;SG;PRS;FIN;ACT	N;MASC;SG
samoloty	aeromobile	samolot	aeromobile	N;NOM;MASC;PL	N;MASC;SG
odkrył	scoperti	odkryć	scoprire	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
odkrył	scoperta	odkryć	scoperta	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;FEM;SG
odkrył	scoperte	odkryć	scoprire	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;FEM;PL
fundacji	fondazioni	fundacja	fondazione	N;GEN;FEM;SG	N;FEM;PL
fundacji	fondamenti	fundacja	fondamento	N;GEN;FEM;SG	N;MASC;PL
fundacji	fondamenta	fundacja	fondamento	N;GEN;FEM;SG	N;FEM;PL
fundacji	fondazioni	fundacja	fondazione	N;GEN;FEM;SG	N;FEM;PL
słońca	soli	słońce	solo	N;GEN;NEUT;SG	ADJ;MASC;PL
niemieckim	tedeschi	niemiecki	tedesco	ADJ;INS;MASC;SG	N;MASC;PL
przestrzeń	spazi	przestrzeń	spazio	N;NOM;FEM;SG	N;MASC;PL
johna	gianni	johny	gianno		N;MASC;SG
johna	giovanni	johny	giovanne		N;MASC;SG
johna	john	johny	john		N;SG
francisco	francisco	francisco	francisco		N;MASC;SG
mieszka	vite	mieszkać	vite	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
sprzedaży	vendere	sprzedaż	vendere		V;NFIN
sprzedaży	vendite	sprzedaż	vendita		N;FEM;PL
sprzedaży	vendita	sprzedaż	vendita		N;FEM;SG
sprzedaży	vendita	sprzedaż	vendita		N;FEM;SG
pgc	pgc	pgcieć	pgc		N;FEM;SG
naprawdę	veramente	naprawdę	veramente	PART	ADV
naprawdę	davvero	naprawdę	davvero	PART	ADV
ogłosił	annunciati	ogłosić	annunciare	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
spotkanie	nomina	spotkanie	nominare	N;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
politechniki	politecnico	politechnik	politecnico	N;GEN;MASC;SG	ADJ;MASC;SG
jack	fante	jack	fante	PROPN;NOM;MASC;SG	N;MASC;SG
jack	jack	jack	jack	PROPN;NOM;MASC;SG	N;MASC
hans	hans	hans	hans	PROPN;NOM;MASC;SG	N;MASC;SG
decyzji	decisioni	decyzja	decisione	N;GEN;FEM;SG	N;FEM;PL
stosowane	applicata	stosować	applicare	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
stosowane	applicati	stosować	applicare	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
stosowane	applicate	stosować	applicare	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
stosowane	applicato	stosować	applicare	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
stosowane	utilizzata	stosować	utilizzare	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
stosowane	utilizzato	stosować	utilizzare	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
stosowane	usata	stosować	usare	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
stosowane	usato	stosować	usare	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
stosowane	usati	stosować	usare	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
braci	fratelli	brat	fratello		N;MASC;PL
braci	brothers	brat	brothers		N
znaczenia	significati	znaczenie	significato	N;NOM;NEUT;SG	N;MASC;PL
grafika	grafico	grafika	grafico	N;NOM;FEM;SG	ADJ;MASC;SG
grafika	grafici	grafika	grafico	N;NOM;FEM;SG	N;MASC;PL
grafika	grafiche	grafika	grafico	N;NOM;FEM;SG	ADJ;FEM;PL
cał	intero	cał	intero	ADV	ADJ;MASC;SG
cał	interi	cał	intero	ADV	ADJ;MASC;PL
cał	intera	cał	intero	ADV	ADJ;FEM;SG
odpowiedzi	risposta	odpowiedź	risposta	N;ACC;FEM;PL	N;FEM;SG
cześć	ciao	cześć	ciao	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
łączności	comunicazioni	łączność	comunicazione	N;GEN;FEM;SG	N;FEM;PL
pewne	certi	pewny	certo		DET;MASC;PL
małych	piccole	mały	piccolo	N;GEN;MASC;PL	ADJ;FEM;PL
małych	piccola	mały	piccolo	N;GEN;MASC;PL	ADJ;FEM;SG
małych	piccolo	mały	piccolo	N;GEN;MASC;PL	ADJ;MASC;SG
małych	piccoli	mały	piccolo	N;GEN;MASC;PL	ADJ;MASC;PL
london	londra	london	londra		N;FEM;SG
krwi	sangue	krew	sangue		N;MASC;SG
krwi	blood	krew	blood		N
gór	montagne	gór	montagna		N;FEM;PL
gór	montagna	gór	montagna		N;FEM;SG
gór	monti	gór	monte		N;MASC;PL
transportu	trasporti	transport	trasporto	N;GEN;MASC;SG	N;MASC;PL
transportu	trasporti	transport	trasporto	N;GEN;MASC;SG	N;MASC;PL
zmienił	cambiati	zmienić	cambiare	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
lemmon	lemmon	lemmon	lemmon		N;MASC;SG
google	google	googl	googliere		N;MASC
alpy	alpi	alpy	alpo	V;IPFV;IND;PL;PRS;FIN;ACT	N;FEM;PL
średnia	medio	średnia	medio	N;NOM;FEM;SG	ADJ;MASC;SG
średnia	medio	średnia	medio	N;NOM;FEM;SG	ADJ;MASC;SG
steve	steve	steve	steva	PROPN;NOM;MASC;SG	N;SG
steve	stefano	steve	stefare	PROPN;NOM;MASC;SG	ADJ;MASC;SG
php	php	popić	php		N
twórca	sviluppatori	twórca	sviluppatore	N;NOM;MASC;SG	N;MASC;PL
twórca	creatrice	twórca	creatrice	N;NOM;MASC;SG	ADJ;FEM;SG
najwyższy	supreme	wysoki	supremo	ADJ;NOM;CMPR;MASC;SG	N;FEM;SG
mary	mary	mary	mary	PROPN;NOM;FEM;SG	N;FEM;SG
mary	maria	mary	maria	PROPN;NOM;FEM;SG	N;FEM;SG
wygląda	sguardi	wyglądać	sguardo	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
marka	brand	marka	brand		N
marka	marca	marka	marca		N;FEM;SG
marka	marchio	marka	marchio		N;MASC;SG
marka	segna	marka	segnare		V;IND;SG;3;PRS;FIN
marka	marco	marka	marco		N;MASC;SG
marka	contrassegna	marka	contrassegna		V;IND;SG;3;PRS;FIN
marka	mark	marka	mark		N
joe	joe	joe	joe	PROPN;NOM;MASC;SG	N;MASC
html	html	htąl	html		N;MASC
dzisiaj	today	dzisiaj	today	ADV	N;MASC
izraela	israeliano	izrael	israeliano	N;GEN;MASC;SG	ADJ;MASC;SG
izraela	israeliana	izrael	israeliano	N;GEN;MASC;SG	ADJ;FEM;SG
izraela	israeliani	izrael	israeliano	N;GEN;MASC;SG	N;MASC;PL
siedem	seven	siedem	seven		N
siedem	sette	siedem	sette		NUM
znak	segna	znak	segnare	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
znak	contrassegna	znak	contrassegna	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
znak	firmare	znak	firmare	N;NOM;MASC;SG	V;NFIN
biały	bianca	biały	bianco		ADJ;FEM;SG
biały	white	biały	white		N
biały	bianchi	biały	bianco		N;MASC;PL
biały	bianco	biały	bianco		ADJ;MASC;SG
biały	bianche	biały	bianco		ADJ;FEM;PL
remix	remix	remin	remix		N;MASC
lublin	lublino	lublin	lubliere		N;MASC;SG
dróg	strade	droga	strada		N;FEM;PL
finał	finale	finał	finale	N;NOM;MASC;SG	ADJ;SG
finał	finale	finał	finale	N;NOM;MASC;SG	ADJ;SG
finał	finali	finał	finale	N;NOM;MASC;SG	ADJ;PL
rozwiązania	soluzione	rozwiązanie	soluzione	N;NOM;NEUT;PL	N;FEM;SG
grafiki	grafico	grafika	grafico	N;GEN;FEM;PL	ADJ;MASC;SG
grafiki	grafica	grafika	grafica	N;GEN;FEM;PL	N;FEM;SG
grafiki	grafiche	grafika	grafico	N;GEN;FEM;PL	ADJ;FEM;PL
grafiki	grafica	grafika	grafica	N;GEN;FEM;PL	N;FEM;SG
dolna	abbassa	dolny	abbassare		V;IND;SG;3;PRS;FIN
dolna	inferiore	dolny	inferiore		ADJ;CMPR;SG
dolna	bottom	dolny	bottom		N
dolna	dolna	dolny	dolna		N;FEM;SG
copa	copa	copa	copa	PROPN;NOM;MASC;SG	N;FEM;SG
wprowadzono	introdusse	wprowadzić	introdurre	V;PFV;IND;0;PST;FIN;ACT	V;IND;SG;3;PST;FIN
hrabstwa	province	hrabstwo	provincia	N;ACC;NEUT;SG	N;FEM;PL
hrabstwa	contee	hrabstwo	contea	N;ACC;NEUT;SG	N;FEM;PL
floty	flotte	flota	flotta	N;GEN;FEM;SG	N;FEM;PL
floty	flotte	flota	flotta	N;GEN;FEM;SG	N;FEM;PL
tony	tony	ton	tony		N
architektury	architetture	architektura	architettura	N;GEN;FEM;SG	N;FEM;PL
architektury	architettonico	architektura	architettonico	N;GEN;FEM;SG	ADJ;MASC;SG
architektury	architettonica	architektura	architettonico	N;GEN;FEM;SG	ADJ;FEM;SG
architektury	architetture	architektura	architettura	N;GEN;FEM;SG	N;FEM;PL
sieć	netti	sieć	netto	N;NOM;FEM;SG	N;MASC;PL
sieć	netto	sieć	netto	N;NOM;FEM;SG	ADJ;MASC;SG
kanał	canali	kanał	canale	N;ACC;MASC;SG	N;MASC;PL
księga	prenota	ksiągać	prenota		V;IMP;SG;2;PRS;FIN
księga	libro	ksiągać	libro		N;MASC;SG
kujawsko	cuiavia	kujawsko	cuiavia	ADJ	N;FEM;SG
dolina	valle	dolinać	valle		N;FEM;SG
tle	antecedenti	tło	antecedente		N;MASC;PL
tle	sfondo	tło	sfondo		N;MASC;SG
tle	background	tło	background		ADJ;MASC;SG
zwycięzca	vincitrice	zwycięzca	vincitore	N;NOM;MASC;SG	ADJ;FEM;SG
zwycięzca	vincente	zwycięzca	vincente	N;NOM;MASC;SG	ADJ;SG
elżbieta	elżbieta	elżbieta	elqbieto	PROPN;NOM;FEM;SG	ADJ;FEM;SG
elżbieta	elisabetta	elżbieta	elisabetta	PROPN;NOM;FEM;SG	N;FEM;SG
elżbieta	elisabeth	elżbieta	elisabeth	PROPN;NOM;FEM;SG	N;FEM;SG
elżbieta	elisabetta	elżbieta	elisabetta	PROPN;NOM;FEM;SG	N;FEM;SG
włochy	italy	włochy	italy		N
włochy	italia	włochy	italiare		ADJ;FEM;SG
włochy	italiani	włochy	italiano		N;MASC;PL
włochy	italiana	włochy	italiano		ADJ;FEM;SG
włochy	italiano	włochy	italiano		ADJ;MASC;SG
karl	carlo	karla	carlo	PROPN;NOM;MASC;SG	N;MASC;SG
karl	karl	karla	karl	PROPN;NOM;MASC;SG	N;MASC;SG
rumunii	romania	rumunia	romania		N;FEM;SG
major	maggiore	major	maggiore	N;NOM;MASC;SG	ADJ;CMPR;SG
ford	guado	ford	guado		N;MASC;SG
ford	ford	ford	ford		N;MASC
ewa	eva	ewa	evare	PROPN;NOM;FEM;SG	N;FEM;SG
ewa	ewa	ewa	ewa	PROPN;NOM;FEM;SG	N;MASC;SG
ewa	eva	ewa	evare	PROPN;NOM;FEM;SG	N;FEM;SG
ewa	vigilia	ewa	vigilia	PROPN;NOM;FEM;SG	N;FEM;SG
ewa	eve	ewa	eve	PROPN;NOM;FEM;SG	N;MASC;SG
north	north	north	north		N;MASC
north	nord	north	nord		N;MASC;SG
więzienia	prigioni	więzienie	prigione	N;GEN;NEUT;SG	N;FEM;PL
więzienia	carceri	więzienie	carcere	N;GEN;NEUT;SG	N;FEM;PL
czeski	ceca	czeski	ceco	ADJ;NOM;MASC;SG	N;FEM;SG
czeski	cechi	czeski	ceco	ADJ;NOM;MASC;SG	N;MASC;PL
czeski	ceco	czeski	ceco	ADJ;NOM;MASC;SG	N;MASC;SG
pozostaje	resti	pozostawać	resto	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
materiały	materiale	materiał	materiale	N;NOM;MASC;PL	N;MASC;SG
startu	varo	stary	varo	N;GEN;MASC;SG	ADJ;MASC;SG
wiedniu	vienna	wieśń	vienna	PROPN;DAT;MASC;SG	N;FEM;SG
são	são	são	são	PROPN;NOM;MASC;SG	
scott	scott	scott	scott	PROPN;NOM;MASC;SG	N;MASC;SG
max	max	max	max		N
max	massimo	max	massimo		ADJ;MASC;SG
kobieta	femmine	kobieta	femmina	N;NOM;FEM;SG	N;FEM;PL
kobieta	femminile	kobieta	femminile	N;NOM;FEM;SG	ADJ;SG
kiedyś	once	kiedyś	oncia	ADV	N;MASC;SG
wieży	torre	wieża	torre	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
media	media	medium	media	N;NOM;NEUT;PL	N;FEM;SG
słowacji	slovacchia	słowacja	slovacchio	PROPN;GEN;FEM;SG	N;FEM;SG
windows	windows	windows	windows		N;MASC
windows	finestre	windows	finestra		N;FEM;PL
zwycięzcy	vincenti	zwycięzca	vincente	N;NOM;MASC;SG	N;PL
zwycięzcy	vincitori	zwycięzca	vincitore	N;NOM;MASC;SG	N;MASC;PL
struktury	struttura	struktura	struttura	N;ACC;FEM;PL	N;FEM;SG
niektórzy	some	niektóry	some	DET;NOM;MASC;PL	
niektórzy	alcuni	niektóry	alcuno	DET;NOM;MASC;PL	PRO;MASC;PL
broń	armi	broń	arma	V;IPFV;IMP;SG;2;FIN;ACT	N;FEM;PL
broń	braccia	broń	braccio	V;IPFV;IMP;SG;2;FIN;ACT	N;FEM;PL
broń	bracci	broń	braccio	V;IPFV;IMP;SG;2;FIN;ACT	N;MASC;PL
broń	armi	broń	arma	V;IPFV;IMP;SG;2;FIN;ACT	N;FEM;PL
broń	arma	broń	arma	V;IPFV;IMP;SG;2;FIN;ACT	N;FEM;SG
broń	fucile	broń	fucile	V;IPFV;IMP;SG;2;FIN;ACT	N;MASC;SG
broń	gun	broń	gun	V;IPFV;IMP;SG;2;FIN;ACT	N
broń	pistola	broń	pistola	V;IPFV;IMP;SG;2;FIN;ACT	N;FEM;SG
broń	fucili	broń	fucile	V;IPFV;IMP;SG;2;FIN;ACT	N;MASC;PL
broń	cannoni	broń	cannone	V;IPFV;IMP;SG;2;FIN;ACT	N;MASC;PL
broń	pistole	broń	pistola	V;IPFV;IMP;SG;2;FIN;ACT	N;FEM;PL
broń	armi	broń	arma	V;IPFV;IMP;SG;2;FIN;ACT	N;FEM;PL
carlos	carlos	carlos	carlos	PROPN;NOM;MASC;SG	N;MASC;SG
złote	golden	złoty	golden		N;MASC;SG
złote	dorata	złoty	dorata		V;FEM;SG;PST;V.PTCP
złote	dorato	złoty	dorare		ADJ;MASC;SG
odległość	distanze	odległość	distanza	N;ACC;FEM;SG	N;FEM;PL
blue	blu	blue	blu		ADJ;SG
blue	blue	blue	blue		N
blue	azzurri	blue	azzurro		N;MASC;PL
blue	azzurro	blue	azzurro		ADJ;MASC;SG
strefie	zone	strefa	zona	N;DAT;FEM;SG	N;FEM;PL
myśli	pensiero	myśleć	pensiero	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
myśli	pensieri	myśleć	pensiero	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
wyborów	elezione	wybory	elezione		N;FEM;SG
wyborów	elezioni	wybory	elezione		N;FEM;PL
wyborów	elezioni	wybory	elezione		N;FEM;PL
dopływ	tributario	dopływ	tributario	N;NOM;MASC;SG	ADJ;MASC;SG
dopływ	tributari	dopływ	tributario	N;NOM;MASC;SG	N;MASC;PL
chciał	cercasi	chcieć	cercaso	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;2;PRS;FIN
chciał	desiderato	chcieć	desiderare	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG
chciał	ricercato	chcieć	ricercato	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG
chciał	ricercati	chcieć	ricercato	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
augusta	august	augusta	august		N;MASC
augusta	agosto	augusta	agosto		N;MASC;SG
augusta	augusta	augusta	augusta		N;FEM;SG
belgii	belgio	belgia	belgio		N;MASC;SG
leon	león	leon	león	PROPN;NOM;MASC;SG	N;SG
leon	léon	leon	léon	PROPN;NOM;MASC;SG	
leon	leon	leon	leon	PROPN;NOM;MASC;SG	N;SG
pdf	pdf	pdfić	pdf		N
mapę	mappa	mapa	mappa	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
street	street	street	street		N;MASC
street	strada	street	strada		N;FEM;SG
france	francia	franka	francia	PROPN;NOM;MASC;SG	N;FEM;SG
rangi	rango	ranga	rango		N;MASC;SG
wątpliwości	dubitare	wątpliwość	dubitare	N;ACC;FEM;SG	V;NFIN
wątpliwości	dubita	wątpliwość	dubitare	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
wątpliwości	dubbi	wątpliwość	dubbio	N;ACC;FEM;SG	N;MASC;PL
wątpliwości	dubbi	wątpliwość	dubbio	N;ACC;FEM;SG	N;MASC;PL
chris	chris	chris	chris	PROPN;NOM;MASC;SG	N
football	calcio	football	calcio		N;MASC;SG
podziemne	underground	podziemny	underground	ADJ;NOM;NEUT;SG	N;MASC
podziemne	sotterranei	podziemny	sotterraneo	ADJ;NOM;NEUT;SG	N;MASC;PL
podziemne	sottosuolo	podziemny	sottosuolo	ADJ;NOM;NEUT;SG	N;MASC;SG
podziemne	sotterranei	podziemny	sotterraneo	ADJ;NOM;NEUT;SG	N;MASC;PL
joanna	giovanna	joanna	giovanna	ADJ;NOM;FEM;SG	N;FEM;SG
joanna	joan	joanna	joan	ADJ;NOM;FEM;SG	N;SG
joanna	giovanna	joanna	giovanna	ADJ;NOM;FEM;SG	N;FEM;SG
kolejno	sequenzialmente	kolejno	sequenzialmente		ADV
biografia	biografie	biografium	biografia	N;NOM;FEM;SG	N;FEM;PL
obowiązki	dazio	obowiązek	dazio	N;NOM;MASC;PL	N;MASC;SG
obowiązki	dovere	obowiązek	dovere	N;NOM;MASC;PL	N;MASC;SG
ostatnia	ultima	ostatni	ultimo		ADJ;FEM;SG
ostatnia	ultimo	ostatni	ultimo		ADJ;MASC;SG
ostatnia	ultimi	ostatni	ultimo		ADJ;MASC;PL
ostatnia	ultime	ostatni	ultimo		ADJ;FEM;PL
big	grosso	big	grosso		ADJ;MASC;SG
big	grandi	big	grande		ADJ;PL
big	grande	big	grande		ADJ;SG
big	big	big	big		N
kary	punizione	kara	punizione	N;ACC;FEM;PL	N;FEM;SG
kary	castigo	kara	castigo	N;ACC;FEM;PL	N;MASC;SG
czarny	neri	czarny	nero	ADJ;NOM;MASC;SG	N;MASC;PL
czarny	black	czarny	black	ADJ;NOM;MASC;SG	N
powrót	rimonta	powrót	rimontare		N;FEM;SG
powrót	rientro	powrót	rientro		N;MASC;SG
powrót	return	powrót	return		
powrót	ritorno	powrót	ritorno		N;MASC;SG
powrót	schiena	powrót	schiena		N;FEM;SG
powrót	ritorno	powrót	ritorno		N;MASC;SG
powrót	back	powrót	back		N
powrót	indietro	powrót	indietro		ADV
węgla	carboni	węgiel	carbone		N;MASC;PL
węgla	carbone	węgiel	carbone		N;MASC;SG
węgla	carbon	węgiel	carbon		N
węgla	carbonio	węgiel	carbonio		N;MASC;SG
węgla	carboni	węgiel	carbone		N;MASC;PL
węgla	carbone	węgiel	carbone		N;MASC;SG
koła	ruote	koło	ruota	N;ACC;NEUT;SG	N;FEM;PL
koła	ruote	koło	ruota	N;ACC;NEUT;SG	N;FEM;PL
koła	rotelle	koło	rotella	N;ACC;NEUT;SG	N;FEM;PL
londyn	londra	londyn	londra		N;FEM;SG
wysokie	alto	wysoki	alto	V;PFV;IND;SG;FIN;ACT	ADJ;MASC;SG
wysokie	alte	wysoki	alto	V;PFV;IND;SG;FIN;ACT	ADJ;FEM;PL
wysokie	alta	wysoki	alto	V;PFV;IND;SG;FIN;ACT	ADJ;FEM;SG
wysokie	high	wysoki	high	V;PFV;IND;SG;FIN;ACT	N
wysokie	elevata	wysoki	elevato	V;PFV;IND;SG;FIN;ACT	ADJ;FEM;SG
wysokie	elevato	wysoki	elevato	V;PFV;IND;SG;FIN;ACT	ADJ;MASC;SG
wysokie	alto	wysoki	alto	V;PFV;IND;SG;FIN;ACT	ADJ;MASC;SG
wysokie	alti	wysoki	alto	V;PFV;IND;SG;FIN;ACT	ADJ;MASC;PL
wysokie	alta	wysoki	alto	V;PFV;IND;SG;FIN;ACT	ADJ;FEM;SG
techniki	tecniche	technika	tecnica	N;ACC;FEM;SG	N;FEM;PL
zakłady	scommettere	zakład	scommettere	N;NOM;MASC;PL	V;NFIN
biura	uffici	biuro	ufficio	N;NOM;NEUT;SG	N;MASC;PL
treść	contenuti	treść	contenuto		N;MASC;PL
treść	contenuto	treść	contenuto		N;MASC;SG
treść	contenuti	treść	contenuto		N;MASC;PL
treść	contenuto	treść	contenuto		N;MASC;SG
simon	simone	simon	simone	PROPN;NOM;MASC;SG	N;MASC;SG
simon	simon	simon	simon	PROPN;NOM;MASC;SG	N;MASC;SG
simon	simona	simon	simona	PROPN;NOM;MASC;SG	N;FEM;SG
pozdrawiam	saluti	pozdrawiać	saluto	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;MASC;PL
pozdrawiam	auguri	pozdrawiać	augurio	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;MASC;PL
obrońca	protettrice	obrońca	protettore	N;NOM;MASC;SG	ADJ;FEM;SG
rejestru	registrati	rejester	registrare	N;GEN;MASC;SG	V;MASC;PL;PST;V.PTCP
best	migliore	best	migliore		ADJ;CMPR;SG
best	migliori	best	migliore		ADJ;CMPR;PL
best	meglio	best	meglio		ADV
best	best	best	best		N
silniki	motore	silnik	motore	N;NOM;MASC;PL	N;MASC;SG
nba	nba	nba	nboco		N;FEM
wyścig	corse	wyścig	corso	N;NOM;MASC;SG	N;FEM;PL
władcy	governanti	władka	governante	N;NOM;MASC;SG	N;PL
światła	luci	światło	luce	N;NOM;NEUT;SG	N;FEM;PL
światła	leggero	światło	leggero	N;NOM;NEUT;SG	ADJ;MASC;SG
światła	leggeri	światło	leggero	N;NOM;NEUT;SG	ADJ;MASC;PL
światła	leggera	światło	leggero	N;NOM;NEUT;SG	ADJ;FEM;SG
ton	tonnellate	ton	tonnellare		N;FEM;PL
ton	tonnellate	ton	tonnellare		N;FEM;PL
ton	tone	ton	tonere		N;MASC
ton	tono	ton	tono		N;MASC;SG
ton	tonnellata	ton	tonnellare		N;FEM;SG
ton	ton	ton	ton		N
png	png	pogg	png		N
fragmenty	estratti	fragment	estratto	N;ACC;MASC;PL	V;MASC;PL;PST;V.PTCP
wiktor	wiktor	wiktor	wiktor	PROPN;NOM;MASC;SG	ADJ;SG
wiktor	vittorio	wiktor	vittorio	PROPN;NOM;MASC;SG	N;MASC;SG
wiktor	viktor	wiktor	viktor	PROPN;NOM;MASC;SG	N;MASC;SG
wiktor	vittorio	wiktor	vittorio	PROPN;NOM;MASC;SG	N;MASC;SG
wiktor	vittore	wiktor	vittore	PROPN;NOM;MASC;SG	N;MASC;SG
wiktor	victor	wiktor	victor	PROPN;NOM;MASC;SG	N;MASC;SG
żołnierz	soldati	żołnierz	soldato	N;NOM;MASC;SG	N;MASC;PL
żołnierz	marine	żołnierz	marina	N;NOM;MASC;SG	N;FEM;PL
lwów	leoni	lwów	leone		N;MASC;PL
lwów	lions	lwów	lions		N;MASC
lwów	leopoli	lwów	leopolo		N;FEM;SG
marie	maria	mara	maria	PROPN;NOM;FEM;SG	N;FEM;SG
technologii	tecnologie	technologia	tecnologia	N;GEN;FEM;SG	N;FEM;PL
technologii	tecnologie	technologia	tecnologia	N;GEN;FEM;SG	N;FEM;PL
głosowanie	vota	głosować	votare	N;NOM;NEUT;SG;POS;V.MSDR	V;IND;SG;2;PRS;FIN
głosowanie	votate	głosować	votare	N;NOM;NEUT;SG;POS;V.MSDR	V;IND;PL;2;PST;FIN
głosowanie	votazioni	głosować	votazione	N;NOM;NEUT;SG;POS;V.MSDR	N;FEM;PL
bob	bob	bob	bob		N;MASC
pary	coppie	para	coppia		N;FEM;PL
pary	coppia	para	coppia		N;FEM;SG
pary	coppie	para	coppia		N;FEM;PL
pary	paia	para	paia		N;FEM;PL
pary	vapore	para	vapore		N;MASC;SG
pary	steam	para	steam		N
międzynarodowe	internazionali	międzynarodowy	internazionale	ADJ;NOM;NEUT;SG	ADJ;PL
międzynarodowe	international	międzynarodowy	international	ADJ;NOM;NEUT;SG	N;FEM
terenu	terreni	teren	terreno	N;GEN;MASC;SG	N;MASC;PL
rodzin	famiglie	rodzina	famiglia		N;FEM;PL
wiadomości	messaggio	wiadomość	messaggio	N;ACC;FEM;PL	N;MASC;SG
tworzenia	creare	tworzyć	creare	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	V;NFIN
tworzenia	creando	tworzyć	creare	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	V;V.MSDR
