din	f	din	!	ADP;ACC	
original	الاصلي	original	أَصلِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
original	اصلي	original	أَصلِيّ	ADJ;INDF;MASC;SG	
original	الاصلية	original	أَصلِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
original	الاصل	original	أَصل	ADJ;INDF;MASC;SG	
sapte	se	sapt	إِشَّ	NUM;PL	
sapte	se	sapt	إِشَّ	NUM;PL	
sapte	se	sapt	إِشَّ	NUM;PL	
plante	النباتات	plantă	نَبَات	N;INDF;FEM;PL	N;NOM;DEF;PL
kiev	كييف	kiev	كييف	PROPN	
editie	الطبعة	editie	طَبعَة	N;INDF;FEM;SG	N;NOM;DEF;SG
editie	اصدار	editie	إِصدَار	N;INDF;FEM;SG	N;NOM;INDF;SG
editie	طبعة	editie	طبعة	N;INDF;FEM;SG	N;NOM;INDF;SG
editie	الاصدار	editie	إِصدَار	N;INDF;FEM;SG	N;NOM;DEF;SG
editie	الطبعة	editie	طَبعَة	N;INDF;FEM;SG	N;NOM;DEF;SG
editie	اصدار	editie	إِصدَار	N;INDF;FEM;SG	N;NOM;INDF;SG
editie	طبعة	editie	طبعة	N;INDF;FEM;SG	N;NOM;INDF;SG
editie	الاصدار	editie	إِصدَار	N;INDF;FEM;SG	N;NOM;DEF;SG
editie	الطبعة	editie	طَبعَة	N;INDF;FEM;SG	N;NOM;DEF;SG
editie	اصدار	editie	إِصدَار	N;INDF;FEM;SG	N;NOM;INDF;SG
editie	طبعة	editie	طبعة	N;INDF;FEM;SG	N;NOM;INDF;SG
editie	الاصدار	editie	إِصدَار	N;INDF;FEM;SG	N;NOM;DEF;SG
hidrologie	الهيدرولوجيا	hidrologie	هُودِرُولُوجِيَا	N;INDF;FEM;SG	
locale	محلي	local	مَحَلِّيّ	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
locale	محلية	local	مَحَلِّيّ	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
locale	المحلية	local	مَحَلِّيّ	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;FEM;SG
locale	محليا	local	مَحَلِّيّ	ADJ;INDF;FEM;PL	ADJ;ACC;INDF;MASC;SG
locale	المحلي	local	مَحَلِّيّ	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;MASC;SG
ocupat	مشغولين	ocupa	مَشغُول	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;PL
ocupat	المحتلة	ocupa	مُحتَلّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
ocupat	المحتل	ocupa	مُحتَلّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
adesea	غالبا	adesea	غَالِب	ADV	ADJ;ACC;INDF;MASC;SG
volumul	الحجم	volum	حَجم	N;DEF;MASC;SG	N;NOM;DEF;SG
volumul	المجلد	volum	مَجلَد	N;DEF;MASC;SG	N;NOM;DEF;SG
volumul	حجم	volum	حَجم	N;DEF;MASC;SG	N;NOM;INDF;SG
australia	استراليا	australia	إِستِرَالِيَا	PROPN	
continua	مواصلة	continua	مُوَاصَلَة	V;IND;SG;3;IPFV;FIN	N;NOM;INDF;SG
continua	الاستمرار	continua	اِستِمرَار	V;IND;SG;3;IPFV;FIN	N;NOM;DEF;SG
continua	تواصل	continua	تَوَاصُل	V;IND;SG;3;IPFV;FIN	N;NOM;INDF;SG
continua	مواصلة	continua	مُوَاصَلَة	V;IND;SG;3;IPFV;FIN	N;NOM;INDF;SG
continua	الاستمرار	continua	اِستِمرَار	V;IND;SG;3;IPFV;FIN	N;NOM;DEF;SG
continua	تواصل	continua	تَوَاصُل	V;IND;SG;3;IPFV;FIN	N;NOM;INDF;SG
referinte	المراجع	referint	المراجع		N;NOM;DEF;PL
referinte	مراجع	referint	مَرجَع		N;NOM;INDF;PL
referinte	المراجع	referint	المراجع		N;NOM;DEF;PL
referinte	مراجع	referint	مَرجَع		N;NOM;INDF;PL
online	الانترنت	online	الانترنت	ADJ	
media	الاعلام	medie	إِعلَام	N;DEF;FEM;SG	N;NOM;DEF;SG
media	اعلام	medie	إِعلَام	N;DEF;FEM;SG	N;NOM;INDF;SG
permite	السماح	permite	سَمَاح	V;IND;SG;3;PRS;FIN	N;NOM;DEF;SG
permite	اسمح	permite	أَسمَح	V;IND;SG;3;PRS;FIN	PRO;NOM;MASC;SG;2
nimic	لاشيء	nimic	لَاشِي	PRO;SG;3	
consiliul	مجلس	consiliu	مَجلِس	N;DEF;MASC;SG	N;NOM;INDF;SG
consiliul	المجلس	consiliu	مَجلِس	N;DEF;MASC;SG	N;NOM;DEF;SG
literara	ادبي	literar	أَدبَى	N;DEF;FEM;SG	N;NOM;INDF;SG
literara	الادبية	literar	أَدَبِيّ	N;DEF;FEM;SG	ADJ;NOM;DEF;FEM;SG
simplu	بسيطه	simplu	بسيطه	ADV	PRO;NOM;MASC;SG;3
simplu	بسيط	simplu	بَسِيط	ADV	ADJ;NOM;INDF;MASC;SG
simplu	البسيط	simplu	بَسِيط	ADV	
simplu	بسيطة	simplu	بَسِيط	ADV	ADJ;NOM;INDF;FEM;SG
imediat	فورا	imediat	فَور	ADV	N;ACC;INDF;SG
canada	كندا	canadă	كَنَدَا	PROPN	
punctul	نقطة	punct	نُقطَة	N;DEF;MASC;SG	N;NOM;INDF;SG
punctul	بوينت	punct	بوينت	N;DEF;MASC;SG	
punctul	النقطة	punct	نُقطَة	N;DEF;MASC;SG	N;NOM;DEF;SG
superioara	متفوق	superiora	مُتَفَوِّق		ADJ;NOM;INDF;MASC;SG
superioara	متفوقة	superiora	مُتَفَوِّق		ADJ;NOM;INDF;FEM;SG
wilhelm	ويليام	wilhelm	ويليام	PROPN	
wilhelm	وليم	wilhelm	وليم	PROPN	
wilhelm	وليام	wilhelm	وليام	PROPN	
sociale	اجتماعية	social	اِجتِمَاعِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
sociale	الاجتماعية	social	اِجتِمَاعِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;FEM;SG
sociale	الاجتماعي	social	اِجتِمَاعِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;MASC;SG
sociale	اجتماعي	social	اِجتِمَاعِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
grigore	جريجوري	grigore	جريجوري	PROPN	
grigore	غريغوري	grigore	غريغوري	PROPN	
stiintifica	علمية	stiintifica	عِلمِيّ	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
stiintifica	علميا	stiintifica	عِلمِيّ	ADJ;DEF;FEM;SG	ADJ;ACC;INDF;MASC;SG
planet	كوكب	planet	كَوكَب	N;INDF;MASC;SG	
planet	الكوكب	planet	كُوَكب	N;INDF;MASC;SG	N;NOM;DEF;SG
deasupra	اعلاه	deasupra	إِعلَاه	ADP;GEN	
joseph	جوزيف	joseph	جُوزِيف	PROPN	
arheologice	الاثرية	arheologic	أَثَرِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;FEM;SG
arheologice	اثري	arheologic	أَثَر	ADJ;INDF;FEM;PL	N;NOM;INDF;SG
case	القضية	casă	قَضِيَّة	N;INDF;FEM;PL	N;NOM;DEF;SG
case	حالة	casă	حَالَة	N;INDF;FEM;PL	N;NOM;INDF;SG
case	قضية	casă	قَضِيَّة	N;INDF;FEM;PL	N;NOM;INDF;SG
case	الحالة	casă	حَالَة	N;INDF;FEM;PL	N;NOM;DEF;SG
case	كايس	casă	كَايس	N;INDF;FEM;PL	
case	البيوت	casă	بَيت	N;INDF;FEM;PL	N;NOM;DEF;PL
case	المنازل	casă	مَنزِل	N;INDF;FEM;PL	N;NOM;DEF;PL
art	الفن	art	فَنّ	N;INDF;MASC;SG	N;NOM;DEF;SG
art	ارت	art	أَرت	N;INDF;MASC;SG	
art	فن	art	فَنّ	N;INDF;MASC;SG	
stabilit	انشئت	stabili	أَنشَأ	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;3;PASS
stabilit	انشئ	stabili	أَنشَأ	ADJ;INDF;MASC;SG	
stabilit	انشا	stabili	إِنشَا	ADJ;INDF;MASC;SG	
politician	سياسية	politician	سِيَاسِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
politician	سياسي	politician	سِيَاسِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
politician	السياسي	politician	سِيَاسِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
scurta	قصيرة	scurta	قَصِير	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
scurta	القصير	scurta	قَصِير	ADJ;DEF;FEM;SG	
scurta	قصير	scurta	قَصِير	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
scurta	شورت	scurta	شورت	ADJ;DEF;FEM;SG	
scurta	موجزة	scurta	مُوجَز	ADJ;DEF;FEM;SG	N;NOM;INDF;SG
scurta	موجز	scurta	مُوجَز	ADJ;DEF;FEM;SG	N;NOM;INDF;SG
scurta	مختصر	scurta	مُختَصِر	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
scurta	قصيرة	scurta	قَصِير	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
scurta	القصير	scurta	قَصِير	ADJ;DEF;FEM;SG	
scurta	قصير	scurta	قَصِير	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
scurta	شورت	scurta	شورت	ADJ;DEF;FEM;SG	
detalii	التفاصيل	detaliu	تَفصِيل	N;INDF;FEM;PL	N;NOM;DEF;PL
detalii	للتفاصيل	detaliu	للتفاصيل	N;INDF;FEM;PL	N;GEN;DEF;SG
detalii	التفصيل	detaliu	تَفصِيل	N;INDF;FEM;PL	N;NOM;DEF;SG
detalii	التفاصيل	detaliu	تَفصِيل	N;INDF;FEM;PL	N;NOM;DEF;PL
detalii	تفصيل	detaliu	تَفصِيل	N;INDF;FEM;PL	N;NOM;INDF;SG
trupele	قوات	trupă	قُوَّة	N;DEF;FEM;PL	N;NOM;INDF;PL
trupele	القوات	trupă	قُوَّة	N;DEF;FEM;PL	N;NOM;DEF;PL
internet	الانترنت	internet	الانترنت	N;INDF;MASC;SG	
internet	انترنت	internet	انترنت	N;INDF;MASC;SG	
real	ريال	real	رِيَال	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
cultura	الثقافة	cultură	ثَقَافَة	N;DEF;FEM;SG	N;NOM;DEF;SG
cultura	ثقافته	cultură	ثقافته	N;DEF;FEM;SG	PRO;NOM;FEM;SG;3
cultura	ثقافة	cultură	ثَقَافَة	N;DEF;FEM;SG	N;NOM;INDF;SG
cultura	الثقافة	cultură	ثَقَافَة	N;DEF;FEM;SG	N;NOM;DEF;SG
cultura	ثقافته	cultură	ثقافته	N;DEF;FEM;SG	PRO;NOM;FEM;SG;3
cultura	ثقافة	cultură	ثَقَافَة	N;DEF;FEM;SG	N;NOM;INDF;SG
romanul	رواية	roman	رِوَايَة	N;DEF;MASC;SG	N;NOM;INDF;SG
problema	مشكلة	problemă	مُشكِلَة	N;DEF;FEM;SG	N;NOM;INDF;SG
problema	المشكلة	problemă	مُشكِلَة	N;DEF;FEM;SG	N;NOM;DEF;SG
problema	مشكل	problemă	مُشكِلَة	N;DEF;FEM;SG	N;NOM;INDF;SG
problema	مشكلة	problemă	مُشكِلَة	N;DEF;FEM;SG	N;NOM;INDF;SG
problema	المشكلة	problemă	مُشكِلَة	N;DEF;FEM;SG	N;NOM;DEF;SG
problema	مشكل	problemă	مُشكِلَة	N;DEF;FEM;SG	N;NOM;INDF;SG
problema	المسالة	problemă	مَسأَلَة	N;DEF;FEM;SG	N;NOM;DEF;SG
problema	اصدار	problemă	إِصدَار	N;DEF;FEM;SG	N;NOM;INDF;SG
volume	مجلدات	volum	مُجَلَّد	N;INDF;FEM;PL	ADJ;NOM;INDF;FEM;PL
volume	المجلدات	volum	مُجَلِّد	N;INDF;FEM;PL	ADJ;NOM;DEF;FEM;PL
americana	امريكية	americană	أَمرِيكِيّ	N;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
americana	امريكيون	americană	أَمرِيكِيّ	N;DEF;FEM;SG	N;NOM;INDF;PL
americana	امريكي	americană	أَمرِيكِيّ	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
americana	الامريكي	americană	أَمرِيكِيّ	N;DEF;FEM;SG	N;NOM;DEF;SG
tarile	بلدان	tare	بَلَد	N;DEF;FEM;PL	N;NOM;INDF;PL
tarile	البلدان	tare	بَلَد	N;DEF;FEM;PL	N;NOM;DEF;PL
tarile	الدول	tare	دَولَة	N;DEF;FEM;PL	N;NOM;DEF;PL
tarile	بلدان	tare	بَلَد	N;DEF;FEM;PL	N;NOM;INDF;PL
tarile	البلدان	tare	بَلَد	N;DEF;FEM;PL	N;NOM;DEF;PL
tarile	الدول	tare	دَولَة	N;DEF;FEM;PL	N;NOM;DEF;PL
mesaj	رساله	mesaj	رساله	N;INDF;MASC;SG	PRO;NOM;FEM;SG;3
mesaj	الرسالة	mesaj	رِسَالَة	N;INDF;MASC;SG	N;NOM;DEF;SG
internationala	الدولية	international	دُوَلِيّ	ADJ;DEF;FEM;SG	ADJ;NOM;DEF;FEM;SG
internationala	الدولي	international	دُوَلِيّ	ADJ;DEF;FEM;SG	ADJ;NOM;DEF;MASC;SG
internationala	دولية	international	دُوَلِيّ	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
internationala	دولي	international	دُوَلِيّ	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
internationala	الدولية	international	دُوَلِيّ	ADJ;DEF;FEM;SG	ADJ;NOM;DEF;FEM;SG
internationala	الدولي	international	دُوَلِيّ	ADJ;DEF;FEM;SG	ADJ;NOM;DEF;MASC;SG
internationala	دولية	international	دُوَلِيّ	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
internationala	دولي	international	دُوَلِيّ	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
ciuda	الرغم	ciudă	رَغم	N;DEF;FEM;SG	N;NOM;DEF;SG
ciuda	الرغم	ciudă	رَغم	N;DEF;FEM;SG	N;NOM;DEF;SG
academia	اكاديمية	academie	أَكَادِيمِيَّة	N;DEF;FEM;SG	N;NOM;INDF;SG
academia	الاكاديمية	academie	إِكَادِيمِيّ	N;DEF;FEM;SG	
legate	مرتبط	legat	مُرتَبِط	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
legate	مرتبطة	legat	مُرتَبِط	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
persoana	شخص	persoană	شَخص	N;DEF;FEM;SG	N;NOM;INDF;SG
persoana	الشخص	persoană	شَخص	N;DEF;FEM;SG	N;NOM;DEF;SG
persoana	شخص	persoană	شَخص	N;DEF;FEM;SG	N;NOM;INDF;SG
persoana	الشخص	persoană	شَخص	N;DEF;FEM;SG	N;NOM;DEF;SG
complet	كامل	complet	كَامِل	ADV	ADJ;NOM;INDF;MASC;SG
complet	اكتمل	complet	اِكتَمَل	ADV	V;PFV;MASC;SG;3;ACT
complet	كاملة	complet	كَامِل	ADV	ADJ;NOM;INDF;FEM;SG
major	رائد	major	رائد	ADJ;INDF;MASC;SG	
major	ماجور	major	ماجور	ADJ;INDF;MASC;SG	
major	الرائد	major	رَائِد	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
totala	مجموع	total	مَجمُوع	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
totala	المجموع	total	مَجمُوع	ADJ;DEF;FEM;SG	N;NOM;DEF;SG
totala	اجمالي	total	إِجمَالِيّ	ADJ;DEF;FEM;SG	N;NOM;INDF;SG
totala	الاجمالي	total	إِجمَالِيّ	ADJ;DEF;FEM;SG	ADJ;NOM;DEF;MASC;SG
obiective	الاهداف	obiectiv	هَدَف	N;INDF;FEM;PL	N;NOM;DEF;PL
obiective	الاهداف	obiectiv	هَدَف	N;INDF;FEM;PL	N;NOM;DEF;PL
obiective	الغايات	obiectiv	غَايَة	N;INDF;FEM;PL	N;NOM;DEF;PL
obiective	الاهداف	obiectiv	هَدَف	N;INDF;FEM;PL	N;NOM;DEF;PL
obiective	الغايات	obiectiv	غَايَة	N;INDF;FEM;PL	N;NOM;DEF;PL
actrita	ممثله	actrita	ممثله	N;DEF;FEM;SG	PRO;NOM;MASC;SG;3
actrita	الممثلة	actrita	مُمَثَّل	N;DEF;FEM;SG	N;NOM;DEF;SG
actrita	ممثلة	actrita	مُمَثِّلَة	N;DEF;FEM;SG	N;NOM;INDF;SG
actrita	ممثله	actrita	ممثله	N;DEF;FEM;SG	PRO;NOM;MASC;SG;3
actrita	الممثلة	actrita	مُمَثَّل	N;DEF;FEM;SG	N;NOM;DEF;SG
actrita	ممثلة	actrita	مُمَثِّلَة	N;DEF;FEM;SG	N;NOM;INDF;SG
masura	القياس	masură	قِيَاس	N;DEF;FEM;SG	N;NOM;DEF;SG
masura	التدبير	masură	تَدبِير	N;DEF;FEM;SG	N;NOM;DEF;SG
masura	مقياس	masură	مِقيَاس	N;DEF;FEM;SG	N;NOM;INDF;SG
masura	قياس	masură	قِيَاس	N;DEF;FEM;SG	N;NOM;INDF;SG
masura	القياس	masură	قِيَاس	N;DEF;FEM;SG	N;NOM;DEF;SG
masura	التدبير	masură	تَدبِير	N;DEF;FEM;SG	N;NOM;DEF;SG
masura	مقياس	masură	مِقيَاس	N;DEF;FEM;SG	N;NOM;INDF;SG
masura	قياس	masură	قِيَاس	N;DEF;FEM;SG	N;NOM;INDF;SG
masura	القياس	masură	قِيَاس	N;DEF;FEM;SG	N;NOM;DEF;SG
masura	التدبير	masură	تَدبِير	N;DEF;FEM;SG	N;NOM;DEF;SG
masura	مقياس	masură	مِقيَاس	N;DEF;FEM;SG	N;NOM;INDF;SG
masura	قياس	masură	قِيَاس	N;DEF;FEM;SG	N;NOM;INDF;SG
abu	ابو	abu	ابو	PROPN	
catolica	كاثوليكية	catolică	كَاثُولِيكِيّ	N;DEF;FEM;SG	
catolica	كاثوليكي	catolică	كاثوليكي	N;DEF;FEM;SG	
catolica	الكاثوليكية	catolică	كَاثُولِيكِيّ	N;DEF;FEM;SG	N;NOM;DEF;SG
catolica	كاثوليكية	catolică	كَاثُولِيكِيّ	N;DEF;FEM;SG	
catolica	كاثوليكي	catolică	كاثوليكي	N;DEF;FEM;SG	
catolica	الكاثوليكية	catolică	كَاثُولِيكِيّ	N;DEF;FEM;SG	N;NOM;DEF;SG
deschis	افتح	deschis	فَتَح	ADJ;INDF;MASC;SG	
deschis	فتح	deschis	فتح	ADJ;INDF;MASC;SG	
joc	المباراة	joc	مُبَارَاة	N;INDF;MASC;SG	N;NOM;DEF;SG
joc	اللعبة	joc	لَعبَة	N;INDF;MASC;SG	N;NOM;DEF;SG
parcul	حديقة	parc	حَدِيقَة	N;DEF;MASC;SG	N;NOM;INDF;SG
parcul	منتزه	parc	منتزه	N;DEF;MASC;SG	
parcul	بارك	parc	بَارَك	N;DEF;MASC;SG	
parcul	متنزه	parc	متنزه	N;DEF;MASC;SG	
stare	الوضع	stare	وَضع	N;INDF;FEM;SG	N;NOM;DEF;SG
stare	الحالة	stare	حَالَة	N;INDF;FEM;SG	N;NOM;DEF;SG
stare	حالة	stare	حَالَة	N;INDF;FEM;SG	N;NOM;INDF;SG
stare	الولاية	stare	وِلَايَة	N;INDF;FEM;SG	N;NOM;DEF;SG
stare	دولة	stare	دَولَة	N;INDF;FEM;SG	N;NOM;INDF;SG
stare	ولاية	stare	وِلَايَة	N;INDF;FEM;SG	N;NOM;INDF;SG
stare	الحالة	stare	حَالَة	N;INDF;FEM;SG	N;NOM;DEF;SG
stare	الدولة	stare	دَولَة	N;INDF;FEM;SG	N;NOM;DEF;SG
stare	حالة	stare	حَالَة	N;INDF;FEM;SG	N;NOM;INDF;SG
stare	شرط	stare	شَرط	N;INDF;FEM;SG	N;NOM;INDF;SG
stare	الحالة	stare	حَالَة	N;INDF;FEM;SG	N;NOM;DEF;SG
stare	الشرط	stare	شَرط	N;INDF;FEM;SG	N;NOM;DEF;SG
ferdinand	فيرديناند	ferdinand	فيرديناند	N;INDF;MASC;SG	
ferdinand	فرديناند	ferdinand	فرديناند	N;INDF;MASC;SG	
ferdinand	فيردناند	ferdinand	فيردناند	N;INDF;MASC;SG	
fizica	فيزياء	fizică	فِيزِيَاء	N;DEF;FEM;SG	
fizica	الفيزياء	fizică	الفيزياء	N;DEF;FEM;SG	
fizica	جسدية	fizică	جَسَدِيّ	N;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
fizica	بدني	fizică	بدني	N;DEF;FEM;SG	
fizica	المادية	fizică	مَادِّيّ	N;DEF;FEM;SG	ADJ;NOM;DEF;FEM;SG
fizica	فيزياء	fizică	فِيزِيَاء	N;DEF;FEM;SG	
fizica	الفيزياء	fizică	الفيزياء	N;DEF;FEM;SG	
man	رجل	man	رَجُل		N;NOM;INDF;SG
man	man	man	فَصَم		
man	مان	man	مَان		
man	الرجل	man	رَجُل		N;NOM;DEF;SG
procesul	العملية	proces	عَمَلِيَّة	N;DEF;MASC;SG	N;NOM;DEF;SG
procesul	عملية	proces	عَمَلِيَّة	N;DEF;MASC;SG	N;NOM;INDF;SG
procesul	محاكمة	proces	مُحَاكَمَة	N;DEF;MASC;SG	N;NOM;INDF;SG
procesul	المحاكمات	proces	مُحَاكَمَة	N;DEF;MASC;SG	N;NOM;DEF;PL
procesul	المحاكمة	proces	مُحَاكَمَة	N;DEF;MASC;SG	N;NOM;DEF;SG
unitati	الوحدات	unitati	وَحدَة	N;INDF;FEM;PL	N;NOM;DEF;PL
unitati	الوحدات	unitati	وَحدَة	N;INDF;FEM;PL	N;NOM;DEF;PL
unitati	الوحدات	unitati	وَحدَة	N;INDF;FEM;PL	N;NOM;DEF;PL
cale	الصراط	cale	صِرَاط	N;INDF;FEM;SG	N;NOM;DEF;SG
cale	الدرب	cale	دَرب	N;INDF;FEM;SG	N;NOM;DEF;SG
cale	المسار	cale	مَسَار	N;INDF;FEM;SG	N;NOM;DEF;SG
cale	مسار	cale	مَسَار	N;INDF;FEM;SG	N;NOM;INDF;SG
ramane	يبقى	raman	بَقِي		V;IPFV;MASC;IND;SG;3;FIN;ACT
ministerul	وزارة	minister	وِزَارَة	N;DEF;MASC;SG	N;NOM;INDF;SG
ministerul	الوزارة	minister	وِزَارَة	N;DEF;MASC;SG	N;NOM;DEF;SG
clasa	الطبقة	clasă	طَبَقَة	N;DEF;FEM;SG	N;NOM;DEF;SG
clasa	الفصل	clasă	فَصل	N;DEF;FEM;SG	N;NOM;DEF;SG
clasa	صف	clasă	صَفّ	N;DEF;FEM;SG	N;NOM;INDF;SG
clasa	الصف	clasă	صَفّ	N;DEF;FEM;SG	N;NOM;DEF;SG
clasa	الفئة	clasă	فِئَة	N;DEF;FEM;SG	N;NOM;DEF;SG
clasa	الطبقة	clasă	طَبَقَة	N;DEF;FEM;SG	N;NOM;DEF;SG
clasa	الفصل	clasă	فَصل	N;DEF;FEM;SG	N;NOM;DEF;SG
clasa	صف	clasă	صَفّ	N;DEF;FEM;SG	N;NOM;INDF;SG
clasa	الصف	clasă	صَفّ	N;DEF;FEM;SG	N;NOM;DEF;SG
clasa	الفئة	clasă	فِئَة	N;DEF;FEM;SG	N;NOM;DEF;SG
lipsa	الافتقار	lipsă	اِفتِقَار	N;DEF;FEM;SG	N;NOM;DEF;SG
lipsa	انعدام	lipsă	اِنعِدَام	N;DEF;FEM;SG	N;NOM;INDF;SG
lipsa	مفقودين	lipsă	مَفقُود	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC;PL
lipsa	المفقودين	lipsă	مَفقُود	N;DEF;FEM;SG	ADJ;ACC;DEF;MASC;PL
lipsa	مفقودة	lipsă	مَفقُود	N;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
lipsa	مفقود	lipsă	مَفقُود	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
proiect	المشروع	proiect	مَشرُوع	N;INDF;MASC;SG	N;NOM;DEF;SG
santa	سانتا	santă	سَانتَا	N	
pune	ضع	pune	ضَعّ	V;IND;SG;3;PRS;FIN	
nastere	ميلاد	nastere	ميلاد		N;NOM;INDF;SG
nastere	الميلاد	nastere	مِيلَاد		N;NOM;DEF;SG
nastere	الولادة	nastere	وِلَادَة		N;NOM;DEF;SG
nastere	ولادة	nastere	وِلَادَة		N;NOM;INDF;SG
nastere	ميلاد	nastere	ميلاد		N;NOM;INDF;SG
nastere	الميلاد	nastere	مِيلَاد		N;NOM;DEF;SG
nastere	الولادة	nastere	وِلَادَة		N;NOM;DEF;SG
nastere	ولادة	nastere	وِلَادَة		N;NOM;INDF;SG
calea	الصراط	cale	صِرَاط	N;DEF;FEM;SG	N;NOM;DEF;SG
calea	الدرب	cale	دَرب	N;DEF;FEM;SG	N;NOM;DEF;SG
calea	المسار	cale	مَسَار	N;DEF;FEM;SG	N;NOM;DEF;SG
calea	مسار	cale	مَسَار	N;DEF;FEM;SG	N;NOM;INDF;SG
stadion	الملعب	stadion	مَلعَب	N;INDF;MASC;SG	N;NOM;DEF;SG
departe	بعيدا	departe	بَعِيد	ADV	ADJ;ACC;INDF;MASC;SG
semnat	موقعة	semna	مُوَقَّع	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
semnat	توقيع	semna	تَوقِيع	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
greaca	يوناني	greacă	يُونَانِيّ	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
greaca	يونانية	greacă	يُونَانِيّ	N;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
greaca	اليوناني	greacă	يُونَانِيّ	N;DEF;FEM;SG	ADJ;NOM;DEF;MASC;SG
greaca	اليونانية	greacă	يُونَانِيّ	N;DEF;FEM;SG	ADJ;NOM;DEF;FEM;SG
greaca	يوناني	greacă	يُونَانِيّ	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
greaca	يونانية	greacă	يُونَانِيّ	N;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
greaca	اليوناني	greacă	يُونَانِيّ	N;DEF;FEM;SG	ADJ;NOM;DEF;MASC;SG
greaca	اليونانية	greacă	يُونَانِيّ	N;DEF;FEM;SG	ADJ;NOM;DEF;FEM;SG
rosu	حمراء	rosu	أَحمَر	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
rosu	احمر	rosu	أَحمَر	N;INDF;MASC;SG	
rosu	الاحمر	rosu	الاحمر	N;INDF;MASC;SG	
rosu	حمراء	rosu	أَحمَر	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
rosu	احمر	rosu	أَحمَر	N;INDF;MASC;SG	
rosu	الاحمر	rosu	الاحمر	N;INDF;MASC;SG	
rosu	حمراء	rosu	أَحمَر	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
rosu	احمر	rosu	أَحمَر	N;INDF;MASC;SG	
rosu	الاحمر	rosu	الاحمر	N;INDF;MASC;SG	
articolele	مقالات	articol	مَقَالَة	N;DEF;FEM;PL	N;NOM;INDF;PL
articolele	المقالات	articol	المقالات	N;DEF;FEM;PL	N;NOM;DEF;PL
vazut	شوهد	vaz	شوهد	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
vazut	رايت	vaz	رَاي	ADJ;INDF;MASC;SG	
vazut	راى	vaz	رَأي	ADJ;INDF;MASC;SG	
vazut	شاف	vaz	شاف	ADJ;INDF;MASC;SG	
vazut	رايت	vaz	رَاي	ADJ;INDF;MASC;SG	
