חנקן	nitróxeno	חנקן	nitróxeno	PROPN	N
היילי	haley	היה	haley	PROPN	PROPN
מא	ma	מא	ma		PROPN
מא	mamá	מא	mamá		N
מא	señora	מא	señor		N
הושלמו	os	הושלם	o	V;PL;3;PST;PASS	DET
חשוד	sospeitosos	חשוד	sospeitoso	N;MASC;SG	ADJ
חשוד	sospeitoso	חשוד	sospeitoso	N;MASC;SG	ADJ
פסיקה	dominante	פסיקה	dominante	N;FEM;SG	ADJ
טיפוסית	típico	טיפוסי	típico	ADV	ADJ
אוניברסלי	universais	אוניברסלי	universal	PROPN	ADJ
אוניברסלי	universal	אוניברסלי	universal	PROPN	ADJ
נבדק	a	נבדק	o	V;MASC;SG;3;PST;MID	DET
האזנה	escoitan	האזנה	escoitar	N;FEM;SG	V
האזנה	escoiten	האזנה	escoitar	N;FEM;SG	V
האזנה	a	האזנה	o	N;FEM;SG	DET
האזנה	escoitar	האזנה	escoitar	N;FEM;SG	V
האזנה	escoitando	האזנה	escoitar	N;FEM;SG	V
האזנה	escoitamos	האזנה	escoitar	N;FEM;SG	V
אהוב	me	אהוב	me		PRO
אהוב	queridos	אהוב	querer		V
אהוב	amas	אהוב	ama		N
אהוב	amaba	אהוב	amabar		V
אהוב	encantábache	אהוב	encantábache		PROPN
אהוב	favorito	אהוב	favorito		N
אהוב	favoritos	אהוב	favorito		N
אהוב	favorita	אהוב	favoritar		N
אהוב	preferido	אהוב	preferir		N
אהוב	amado	אהוב	amado		N
אהוב	querido	אהוב	querer		V
הפילים	marchar	הפיל	marchar	N;MASC;PL	V
נסיעות	viaxar	נסיעה	viaxar	N;FEM;PL	V
נסיעות	viaxa	נסיעה	viaxa	N;FEM;PL	V
נסיעות	viaxando	נסיעה	viaxar	N;FEM;PL	V
פתחתי	e	פתח	e	V;SG;1;PST	CONJ
פושעי	delincuentes	פשע	delincuente	N;MASC;PL	ADJ
הכרח	necesidade	הכרח	necesidade		N
שכחתי	as	שכח	o	V;SG;1;PST;ACT	DET
שכחתי	esquecino	שכח	esquecino	V;SG;1;PST;ACT	ADJ
פט	pat	פט	pat	PROPN	PROPN
גלאי	detector	גלאי	detector	PROPN	N
מסובכת	complicado	מסובך	complicar	ADJ;FEM;SG	V
מסובכת	complexas	מסובך	complexo	ADJ;FEM;SG	N
מסובכת	complicadas	מסובך	complicar	ADJ;FEM;SG	V
שחיה	nadando	שחייה	nadar	N;FEM;SG	V
שחיה	nadar	שחייה	nadar	N;FEM;SG	V
שחיה	a	שחייה	o	N;FEM;SG	DET
שחיה	nado	שחייה	nacer	N;FEM;SG	V
כיף	ben	כיף	ben		ADV
כיף	divertido	כיף	divertir		V
כיף	divertida	כיף	diverter		V
הספקטרום	espectro	הספקטרום	espectro	PROPN	N
פרינס	príncipe	פרינס	príncipe	PROPN	N
פרינס	o	פרינס	o	PROPN	DET
פרות	as	פרות	o		DET
פרות	vacas	פרות	vaca		N
נהנים	ben	נהנה	ben	V;MASC;PL;V.PTCP;MID	ADV
קנתה	mercou	קנה	mercar	N;FEM;SG	V
קנתה	merquei	קנה	merquei	N;FEM;SG	V
קנתה	merqueille	קנה	merqueille	N;FEM;SG	PROPN
קנתה	comprou	קנה	comprar	N;FEM;SG	V
עצוב	tristes	עצוב	triste	ADJ;MASC;SG	N
פדרלי	federal	פדרלי	federal	PROPN	ADJ
פדרלי	circuíto	פדרלי	circuíto	PROPN	N
פדרלי	federais	פדרלי	federal	PROPN	ADJ
רועה	pastor	רועה	pastor		N
רועה	pastorciño	רועה	pastorciño		N
ארוחה	cear	ארוחה	cear	N;FEM;SG	V
ארוחה	a	ארוחה	o	N;FEM;SG	DET
האלוהי	divino	האלוה	divino	PROPN	N
האלוהי	divina	האלוה	divina	PROPN	ADJ
יזכור	lembrar	זכר	lembrar	PROPN	V
יזכור	lembro	זכר	lembro	PROPN	V
יזכור	lembra	זכר	lembra	PROPN	V
יזכור	lembras	זכר	lembra	PROPN	N
נשאל	pregunteille	נשאל	pregunteille	V;MASC;SG;3;PST;MID	ADJ
נשאל	lle	נשאל	lle	V;MASC;SG;3;PST;MID	PRO
שוט	disparou	שוט	disparar		V
דיסקברי	descubrimento	דיסקברי	descubrimento	PROPN	N
ידית	manexar	ידית	manexar	N;FEM;SG	V
ידית	arranxar	ידית	arranxar	N;FEM;SG	V
ידית	facer	ידית	facer	N;FEM;SG	V
ידית	diso	ידית	diso	N;FEM;SG	PRO
תיקים	de	תיק	de	N;MASC;PL	ADP
ער	esperta	None	esperta		V
סוניה	sonia	סוניה	soniar	PROPN	PROPN
דוחות	sobre	דוח	sobre	N;MASC;PL	ADP
רודס	rhodes	רודס	rhode	PROPN	PROPN
רייטינג	cualificacións	רייטינג	cualificación	PROPN	N
רייטינג	as	רייטינג	o	PROPN	DET
רייטינג	avaliacións	רייטינג	avaliación	PROPN	N
בודהה	buda	בודהה	buda	PROPN	N
מבטיחה	promesa	הבטיח	promesar	V;FEM;SG;V.PTCP;ACT	N
מבטיחה	prométolle	הבטיח	prométolle	V;FEM;SG;V.PTCP;ACT	PROPN
מבטיחה	prométocho	הבטיח	prométocho	V;FEM;SG;V.PTCP;ACT	N
האנט	cazar	האנט	cazar	PROPN	V
היריון	embarazada	היריון	embarazar	N;MASC;SG	V
משרתת	criada	משרת	criar	ADJ;FEM;SG	V
סריקה	escaneamos	סריקה	escaner	N;FEM;SG	V
לשחות	baño	לשחות	baño	V;NFIN;ACT	N
מרה	amarga	מר	amargar		ADJ
נשבע	xuro	נשבע	xuro	V;MASC;SG;3;PST;MID	N
נשבע	xúrocho	נשבע	xúrocho	V;MASC;SG;3;PST;MID	N
נשבע	que	נשבע	que	V;MASC;SG;3;PST;MID	PRO
נשבע	xura	נשבע	xuro	V;MASC;SG;3;PST;MID	N
ריאיון	entrevista	ריאיון	entrevista	PROPN	N
ריאיון	unha	ריאיון	un	PROPN	DET
ריאיון	entrevisto	ריאיון	entrevisto	PROPN	N
פורמולה	fórmula	פורמולה	fórmula	PROPN	N
צפופה	xente	צפוף	xente	ADJ;FEM;SG	N
מתפקד	funcionais	התפקד	funcional	V;MASC;SG;V.PTCP	ADJ
מתפקד	funcional	התפקד	funcional	V;MASC;SG;V.PTCP	N
שיתוק	paralizada	שיתוק	paralizar	N;MASC;SG	V
שיתוק	paralizado	שיתוק	paralizar	N;MASC;SG	V
מעצבים	estilista	מעצב	estilista	V;MASC;PL;V.PTCP;ACT	N
בשפע	moito	בשפע	moito		ADV
בשפע	chea	בשפע	chea		N
בשפע	moita	בשפע	moito		DET
בשפע	moitas	בשפע	moito		DET
בשפע	xente	בשפע	xente		N
פיקאסו	picasso	פיקאסו	picasso	PROPN	N
סוכנויות	de	סוכנות	de	N;FEM;PL	ADP
אכזרי	cruel	אכזרי	cruel	ADJ;MASC;SG	N
תוהה	pregúntaste	תהה	pregúntaste	V;MASC;SG;V.PTCP;ACT	PROPN
תוהה	me	תהה	me	V;MASC;SG;V.PTCP;ACT	PRO
תוהה	que	תהה	que	V;MASC;SG;V.PTCP;ACT	PRO
תקע	enchufe	תקע	enchufe		PROPN
שונא	odio	שנא	odio	V;MASC;SG;V.PTCP;ACT	N
שונא	os	שנא	o	V;MASC;SG;V.PTCP;ACT	DET
שונא	o	שנא	o	V;MASC;SG;V.PTCP;ACT	DET
שונא	a	שנא	o	V;MASC;SG;V.PTCP;ACT	DET
גניבת	roubar	גניבה	roubar	N;FEM;SG	V
גניבת	roubando	גניבה	roubar	N;FEM;SG	V
מעונות	dormitorio	מעון	dormitorio		N
מעונות	inspección	מעון	inspección		N
נפאל	nepal	נפאל	nepal	PROPN	PROPN
קרבית	de	קרבית	de	ADV	ADP
קרבית	combate	קרבית	combate	ADV	N
קרבית	combates	קרבית	combate	ADV	N
קרבית	postos	קרבית	posto	ADV	N
מקוריות	os	מקורי	o	ADJ;FEM;PL	DET
סטלה	stella	סטל	stellar	PROPN	N
גמיש	flexibilidade	גמיש	flexibilidade	ADJ;MASC;SG	N
העלאה	erguen	העלאה	erguir	N;FEM;SG	V
העלאה	subir	העלאה	subir	N;FEM;SG	V
העלאה	os	העלאה	o	N;FEM;SG	DET
גיי	homosexuais	גיי	homosexual		ADJ
גיי	homosexual	גיי	homosexual		N
מבקרת	de	מבקר	de	V;FEM;SG;V.PTCP;ACT	ADP
מבקרת	visita	מבקר	visita	V;FEM;SG;V.PTCP;ACT	N
מאושר	confirmado	מאושר	confirmar	ADJ;MASC;SG	V
מאושר	feliz	מאושר	feliz	ADJ;MASC;SG	N
מאושר	contento	מאושר	contento	ADJ;MASC;SG	ADV
מאושר	felices	מאושר	felice	ADJ;MASC;SG	N
מאושר	contenta	מאושר	contentar	ADJ;MASC;SG	V
אמיתיות	de	אמיתי	de	ADJ;FEM;PL	ADP
אמיתיות	verdade	אמיתי	verdade	ADJ;FEM;PL	N
הפצצת	do	הפצצה	do	N;PSSD;FEM;SG	PROPN
הפצצת	o	הפצצה	o	N;PSSD;FEM;SG	DET
מקלות	paos	הקל	paos	V;MASC;PL;V.PTCP;ACT	N
האתגר	reto	האתגר	reto	PROPN	N
האתגר	desafío	האתגר	desafío	PROPN	N
האתגר	desafiar	האתגר	desafiar	PROPN	V
שניה	segundo	שניה	segundo	NUM;FEM;SG	ADP
שניה	segunda	שניה	segundo	NUM;FEM;SG	ADJ
תמה	pregúntaste	None	pregúntaste		PROPN
תמה	pregúntome	None	pregúntome		V
תמה	me	None	me		PRO
תמה	que	None	que		PRO
מיסיסיפי	mississippi	מיסיסיפי	mississippi	PROPN	N
איבה	eva	איבה	eve	N;FEM;SG	PROPN
איבה	noitevella	איבה	noitevella	N;FEM;SG	PROPN
אידה	ida	אידה	ida	PROPN	PROPN
פאל	amigo	פאל	amigo	PROPN	N
דקים	no	דקים	no	N;MASC;PL	V
ביתית	doméstica	ביתית	doméstico	ADV	ADJ
ביתית	caseira	ביתית	caseira	ADV	N
הקולוניאלי	colonial	הקולוניאלי	colonial	N	ADJ
חיפושים	as	חיפוש	o	N;MASC;PL	DET
בריאים	saúde	בריא	saúde	ADJ;MASC;PL	N
בריאים	sans	בריא	san	ADJ;MASC;PL	PROPN
מועילה	útil	הועיל	útil	V;FEM;SG;V.PTCP;ACT	ADJ
מועילה	axuda	הועיל	axuda	V;FEM;SG;V.PTCP;ACT	N
משולשים	triángulos	שולש	triángulo	V;MASC;PL;V.PTCP;PASS	N
מיהר	de	מיהר	de	V;MASC;SG;3;PST;ACT	ADP
הטבות	os	הטבה	o	N;FEM;PL	DET
אמינה	confianza	אמין	confianza	ADV	N
אמינה	fiables	אמין	fiable	ADV	ADJ
אמינה	fiable	אמין	fiable	ADV	ADJ
לובש	con	לבש	con	V;MASC;SG;V.PTCP;ACT	ADP
לובש	pantalóns	לבש	pantalón	V;MASC;SG;V.PTCP;ACT	N
לובש	levas	לבש	leva	V;MASC;SG;V.PTCP;ACT	N
סנדרה	sandra	סנדרה	sandra	PROPN	PROPN
לזרוק	vertedoiro	זרק	vertedoiro	V;NFIN;ACT	N
דינוזאור	de	דינוזאור	de	PROPN	ADP
דינוזאור	dinosauro	דינוזאור	dinosauro	PROPN	N
דינוזאור	dinosauros	דינוזאור	dinosauro	PROPN	N
אסם	granxa	אסם	granxa		N
פדרלית	federal	פדרלי	federal	ADV	ADJ
פדרלית	circuíto	פדרלי	circuíto	ADV	N
פדרלית	federais	פדרלי	federal	ADV	ADJ
נגר	carpinteiro	נגר	carpinteiro	PROPN	N
דאנס	baile	דאנס	baile	PROPN	N
דאנס	baila	דאנס	baila	PROPN	V
דאנס	bailar	דאנס	bailar	PROPN	V
דאנס	danza	דאנס	danza	PROPN	N
אלמוגים	de	אלמוג	de	N;MASC;PL	ADP
כוכבת	star	כוכב	star	N;FEM;SG	V
כלול	moitos	כלול	moito	V;MASC;SG;V.PTCP;ACT	DET
כלול	de	כלול	de	V;MASC;SG;V.PTCP;ACT	ADP
פילוסופי	filosófica	פילוסופי	filosófico	N	ADJ
חיסכון	aforrando	חיסכון	aforrar	N;MASC;SG	V
חיסכון	salvar	חיסכון	salvar	N;MASC;SG	V
חיסכון	aforraban	חיסכון	aforrar	N;MASC;SG	V
לאלתר	improvisar	לאלתר	improvisar	ADV	V
חולם	de	חלם	de	PROPN	ADP
חולם	ensueños	חלם	ensueño	PROPN	N
רציניים	serio	רציני	serio	ADJ;MASC;PL	N
רציניים	en	רציני	en	ADJ;MASC;PL	ADP
מנוסה	experimentou	מנוסה	experimentar	ADJ;MASC;SG	V
מנוסה	experiencia	מנוסה	experiencia	ADJ;MASC;SG	N
מנוסה	experimentado	מנוסה	experimentar	ADJ;MASC;SG	V
מנוסה	nisto	מנוסה	nisto	ADJ;MASC;SG	ADV
נפילה	a	נפילה	o	N;FEM;SG	DET
נפילה	namorarse	נפילה	namorarse	N;FEM;SG	V
נפילה	caendo	נפילה	caendo	N;FEM;SG	V
נפילה	ardendo	נפילה	arder	N;FEM;SG	V
נפילה	caer	נפילה	caer	N;FEM;SG	V
מופעלת	activa	הופעל	activo	V;FEM;SG;V.PTCP;PASS	N
תאיים	a	תאיים	o	N;MASC;PL	DET
תאיים	ameazan	תאיים	ameazar	N;MASC;PL	V
תאיים	ameazar	תאיים	ameazar	N;MASC;PL	V
תאיים	ameazouna	תאיים	ameazouna	N;MASC;PL	V
באיחור	tarde	באיחור	tarde	PROPN	N
מגיני	defensores	מגין	defensor	PROPN	N
רעל	veleno	רעל	veleno		N
תריסר	ducias	תריסר	ducia	NUM;MASC;SG	N
תריסר	ducia	תריסר	ducia	NUM;MASC;SG	N
תריסר	de	תריסר	de	NUM;MASC;SG	ADP
הזן	entrar	הזן	entrar		V
שחק	tocar	שחק	tocar		V
שחק	xogar	שחק	xogar		V
שחק	xogan	שחק	xogar		V
שחק	xogo	שחק	xogo		N
רובינס	robbins	רובינס	robbin	PROPN	PROPN
כביסה	lavar	כביסה	lavar	N;FEM;SG	V
כביסה	a	כביסה	o	N;FEM;SG	DET
הפנאי	libre	הפנאי	libre	PROPN	ADJ
הפנאי	tempo	הפנאי	tempo	PROPN	N
הפנאי	ocio	הפנאי	ocio	PROPN	N
פינגווין	pingüín	פינגווין	pingüín	PROPN	N
תוף	drum	תוף	drum	PROPN	N
עגולה	arredor	עגולה	arredor	N;FEM;SG	ADV
עגולה	preto	עגולה	preto	N;FEM;SG	ADV
מהפכנית	revolucionario	מהפכן	revolucionario	ADV	N
מהפכנית	revolucionaria	מהפכן	revolucionario	ADV	ADJ
בדוק	cheque	בדוק	cheque		N
בדוק	comprobalo	בדוק	comprobalo		PROPN
עדר	manada	עדר	manada		N
עדר	rabaño	עדר	rabaño		N
נחוש	decidido	נחוש	decidir	ADJ;MASC;SG	V
נחוש	con	נחוש	con	ADJ;MASC;SG	ADP
מטופל	paciente	טופל	paciente	PROPN	N
מטופל	doente	טופל	doente	PROPN	N
מטופל	pacientes	טופל	paciente	PROPN	N
מופשט	abstracta	הופשט	abstractar	V;MASC;SG;V.PTCP;PASS	N
עצה	consello	עצה	consello		N
עצה	punta	עצה	punta		N
עצה	dan	עצה	dar		V
עצה	propinas	עצה	propina		N
נגיעה	tocar	נגיעה	tocar	N;FEM;SG	V
הפנסיה	pensión	הפנסיה	pensión	PROPN	N
מצפים	agardas	ציפה	agarda	V;MASC;PL;V.PTCP;ACT	N
מצפים	agárdao	ציפה	agárdao	V;MASC;PL;V.PTCP;ACT	PROPN
מצפים	a	ציפה	o	V;MASC;PL;V.PTCP;ACT	DET
מודפס	impreso	הודפס	impreso	V;MASC;SG;V.PTCP;PASS	N
רומז	suxerindo	רמז	suxerir	PROPN	V
רומז	que	רמז	que	PROPN	PRO
שמונים	aquí	שמונים	aquí	NUM;SG	ADV
התורן	mastro	התורן	mastro	V;MASC;SG;3;PST	N
שכנות	os	שכנות	o	N;FEM;SG	DET
לסרב	declive	סירב	declivir	V;NFIN;ACT	N
לסרב	non	סירב	non	V;NFIN;ACT	PART
לסרב	se	סירב	se	V;NFIN;ACT	CONJ
מוסתר	oculto	הוסתר	oculto	V;MASC;SG;V.PTCP;PASS	N
מוסתר	ocultas	הוסתר	oculto	V;MASC;SG;V.PTCP;PASS	N
בהמות	animais	בהמות	animal		N
בהמות	os	בהמות	o		DET
סוציאליזם	socialista	סוציאליזם	socialista	N;MASC;SG	ADJ
חמאה	manteiga	חמאה	manteiga	PROPN	N
נוטות	a	נטה	o	V;FEM;PL;V.PTCP;ACT	DET
ויה	través	ויה	través	PROPN	N
ויה	via	ויה	via	PROPN	PROPN
ויה	rúa	ויה	rúa	PROPN	N
בלוקים	de	בלוק	de	N;MASC;PL	ADP
סבבה	xenial	סבבה	xenial	PROPN	ADJ
סבבה	ben	סבבה	ben	PROPN	ADV
סבבה	fresco	סבבה	fresco	PROPN	N
לעד	para	לעד	para		ADP
לעד	sempre	לעד	sempre		ADV
לעד	eternamente	לעד	eternamente		ADV
מצויר	viñeta	צויר	viñeta	V;MASC;SG;V.PTCP;PASS	N
איזכור	mencionar	איזכור	mencionar	N;MASC;SG	V
נחוצה	é	נחוץ	ser	ADJ;SG	V
צנוע	humilde	צנוע	humilde	ADJ;MASC;SG	N
צנוע	humildes	צנוע	humilde	ADJ;MASC;SG	N
מנוסים	experimentou	מנוסה	experimentar	ADJ;MASC;PL	V
מנוסים	experiencia	מנוסה	experiencia	ADJ;MASC;PL	N
מנוסים	experimentado	מנוסה	experimentar	ADJ;MASC;PL	V
מנוסים	nisto	מנוסה	nisto	ADJ;MASC;PL	ADV
תרגילים	dirixe	תרגיל	dirixe	N;MASC;PL	V
תרגילים	un	תרגיל	un	N;MASC;PL	DET
אחורית	última	אחורי	último	ADV	ADJ
אחורית	fila	אחורי	fila	ADV	N
אחורית	parte	אחורי	parte	ADV	N
אחורית	traseira	אחורי	traseiro	ADV	N
זימבבואה	cimbabue	זימבבואה	cimbabue	PROPN	PROPN
זימבבואה	zimbawe	זימבבואה	zimbawe	PROPN	N
זימבבואה	zimbabwe	זימבבואה	zimbabwe	PROPN	PROPN
מפיקה	produtor	הפיק	produtor	V;FEM;SG;V.PTCP;ACT	N
הפתעה	sorprenda	הפתעה	sorprendar	N;FEM;SG	V
הפתעה	unha	הפתעה	un	N;FEM;SG	DET
מרחיב	expansión	מרחיב	expansión	V;MASC;SG;V.PTCP;ACT	N
הומר	homer	הומר	homer	PROPN	PROPN
מחויבת	cometiches	מחויב	cometiche	V;FEM;SG;V.PTCP;PASS	N
מחויבת	cometeses	מחויב	cometer	V;FEM;SG;V.PTCP;PASS	N
מחויבת	compromiso	מחויב	compromiso	V;FEM;SG;V.PTCP;PASS	N
הפריטים	os	הפריט	o	N;MASC;PL	DET
באק	dólar	באק	dólar	PROPN	N
עול	carga	עול	carga		N
אוזניים	oídos	אוזן	oír	N;FEM;PL	V
דייויס	davis	דייויס	davi	PROPN	PROPN
דייויס	davies	דייויס	davies	PROPN	N
צהריים	xantar	צהריים	xantar	N;MASC;PL	V
צהריים	o	צהריים	o	N;MASC;PL	DET
צהריים	comer	צהריים	comer	N;MASC;PL	V
צהריים	serán	צהריים	ser	N;MASC;PL	V
פורס	forza	פורס	forza	PROPN	N
פורס	a	פורס	o	PROPN	DET
פורס	policía	פורס	policía	PROPN	N
פורס	exército	פורס	exército	PROPN	N
חיידקי	bacteriana	חיידקי	bacteriana	PROPN	ADJ
חיידקי	bacteriano	חיידקי	bacteriano	PROPN	ADJ
בזהירות	con	בזהירות	con	ADV	ADP
בזהירות	coidado	בזהירות	coidado	ADV	N
בזהירות	coidado	בזהירות	coidado	ADV	N
בזהירות	ten	בזהירות	ter	ADV	V
בזהירות	con	בזהירות	con	ADV	ADP
בזהירות	prudente	בזהירות	prudente	ADV	ADJ
בזהירות	conta	בזהירות	conta	ADV	N
בזהירות	atento	בזהירות	atento	ADV	N
קמפ	señora	קמפ	señor	PROPN	N
קמפ	kemp	קמפ	kemp	PROPN	PROPN
מעיל	chaqueta	העיל	chaqueta		N
מעיל	da	העיל	da		V
מעיל	abrigo	העיל	abrigo		N
מעיל	o	העיל	o		DET
מעיל	chaqueta	העיל	chaqueta		N
מדווח	información	דיווח	información	V;MASC;SG;V.PTCP	N
הורן	corno	הורן	corno	PROPN	N
ברני	barney	ברני	barney	PROPN	PROPN
מרגישים	que	הרגיש	que	V;MASC;PL;V.PTCP;ACT	PRO
עיוורים	invidentes	עיוור	invidente	N;MASC;PL	ADJ
דונג	dong	דונג	dong	PROPN	PROPN
שחרר	liberación	שחרר	liberación	PROPN	N
שחרר	lanzamento	שחרר	lanzamento	PROPN	N
שחרר	en	שחרר	en	PROPN	ADP
שחרר	liberdade	שחרר	liberdade	PROPN	N
שחרר	a	שחרר	o	PROPN	DET
מטפלת	neneira	טיפל	neneira	V;FEM;SG;V.PTCP;ACT	ADJ
הירושימה	hiroshima	הירושימה	hiroshima	PROPN	N
לפוצץ	serea	פוצץ	ser	V;NFIN;ACT	N
גרפיקה	gráficos	גרפיקה	gráfico	N;FEM;SG	ADJ
סרק	improdutivo	סרק	improdutivo		ADJ
מגנה	protexe	גינה	protexer		V
החשוד	sospeitoso	החשוד	sospeitoso	PROPN	ADJ
אנושות	a	אנושה	o		DET
אנושות	humanidade	אנושה	humanidade		N
דיל	tratar	דיל	tratar	PROPN	V
דיל	negocio	דיל	negocio	PROPN	N
דיל	trato	דיל	trato	PROPN	N
תגיד	que	הגיד	que	V;MASC;SG;2;FUT;ACT	PRO
פיש	peixes	פיש	peixe	PROPN	N
פיש	peixe	פיש	peixe	PROPN	N
פיש	pescar	פיש	pescar	PROPN	V
איכשהו	algunha	אכשהו	algún	ADV	DET
איכשהו	dalgún	אכשהו	dalgún	ADV	PROPN
איכשהו	xeito	אכשהו	xeito	ADV	N
איכשהו	dalgunha	אכשהו	dalgún	ADV	DET
איכשהו	maneira	אכשהו	maneira	ADV	N
להתאחד	unídevos	התאחד	unídevo	V;NFIN	N
להתאחד	irmandádevos	התאחד	irmandádevo	V;NFIN	N
להתאחד	vosas	התאחד	voso	V;NFIN	DET
המפתחות	as	המפתחות	o	N;FEM;PL	DET
עוול	inxustiza	עוול	inxustiza		N
עוול	inxustizas	עוול	inxustiza		N
ליזה	liza	ליזה	liza	PROPN	PROPN
צפרדע	ras	צפרדע	ras	PROPN	PROPN
מעצמה	mesma	מעצמה	mesmo	N;FEM;SG	DET
מעצמה	súa	מעצמה	seu	N;FEM;SG	DET
מעצמה	ela	מעצמה	el	N;FEM;SG	PRO
מעצמה	si	מעצמה	si	N;FEM;SG	ADV
מעצמה	propia	מעצמה	propio	N;FEM;SG	DET
מעצמה	se	מעצמה	se	N;FEM;SG	CONJ
ההכתרה	da	ההכתרה	da	N;FEM;SG	V
שימושיים	para	שימושיים	para	ADJ;MASC;PL	ADP
מוכשרים	con	הוכשר	con	V;MASC;PL;V.PTCP;PASS	ADP
מוכשרים	talento	הוכשר	talento	V;MASC;PL;V.PTCP;PASS	N
מוכשרים	talentosa	הוכשר	talentoso	V;MASC;PL;V.PTCP;PASS	ADJ
הרגשה	sentir	הרגשה	sentir	N;FEM;SG	V
פתחי	aberta	פתח	aberto	N;PSSD;MASC;PL	ADJ
פתחי	abertos	פתח	aberto	N;PSSD;MASC;PL	V
פתחי	abrir	פתח	abrir	N;PSSD;MASC;PL	V
פתחי	aberto	פתח	abrir	N;PSSD;MASC;PL	V
פתחי	abre	פתח	abre	N;PSSD;MASC;PL	V
פתחי	abra	פתח	abra	N;PSSD;MASC;PL	V
מפציץ	bomber	הפציץ	bomber	N;MASC;SG	PROPN
שטוחה	plano	שטוח	plano		N
מפתיעה	sorprendente	הפתיע	sorprendente	V;FEM;SG;V.PTCP;ACT	ADJ
מפתיעה	sorprendentes	הפתיע	sorprendente	V;FEM;SG;V.PTCP;ACT	ADJ
הולמת	para	הולם	para	ADJ;FEM;SG	ADP
הולמת	máis	הולם	máis	ADJ;FEM;SG	ADV
פיננסי	financeira	פיננסי	financeiro	PROPN	ADJ
מועדף	favorito	הועדף	favorito	V;MASC;SG;V.PTCP;PASS	N
מועדף	favoritos	הועדף	favorito	V;MASC;SG;V.PTCP;PASS	N
מועדף	favorita	הועדף	favoritar	V;MASC;SG;V.PTCP;PASS	N
מועדף	preferido	הועדף	preferir	V;MASC;SG;V.PTCP;PASS	N
קמבודיה	camboxa	קמבודיה	camboxa	PROPN	PROPN
קמבודיה	en	קמבודיה	en	PROPN	ADP
מבודדים	illado	מבודד	illar		V
מבודדים	illada	מבודד	illado		V
שתיקה	o	שתיקה	o	N;FEM;SG	DET
לומדת	aprendizaxe	למד	aprendizaxe	V;FEM;SG;V.PTCP;ACT	N
לומדת	a	למד	o	V;FEM;SG;V.PTCP;ACT	DET
מדגישה	estrés	הדגיש	estrés	V;FEM;SG;V.PTCP;ACT	PROPN
מסירה	pasar	מסירה	pasar	N;FEM;SG	V
מסירה	pase	מסירה	pase	N;FEM;SG	V
מסור	vin	מסור	ver		V
מסור	viu	מסור	ver		V
מסור	vimos	מסור	ver		V
מסור	vino	מסור	ver		N
יצירתיות	a	יצירתי	o	N;FEM;SG	DET
יצירתיות	creativo	יצירתי	creativo	N;FEM;SG	ADJ
יצירתיות	creativos	יצירתי	creativo	N;FEM;SG	ADJ
יצירתיות	creativa	יצירתי	creativo	N;FEM;SG	ADJ
יצירתיות	creativas	יצירתי	creativo	N;FEM;SG	ADJ
החתן	noivo	החתן	noivo		N
החתן	mozo	החתן	mozo		N
מכינה	a	הכין	o	V;FEM;SG;V.PTCP;ACT	DET
מכינה	de	הכין	de	V;FEM;SG;V.PTCP;ACT	ADP
עגולים	arredor	עגולים	arredor	N	ADV
עגולים	preto	עגולים	preto	N	ADV
אלמנה	viúva	אלמנה	viúva	PROPN	N
מריון	marion	מריון	marion	PROPN	PROPN
הטלסקופ	telescopio	הטלסקופ	telescopio	PROPN	N
מפוארת	bonitas	מפואר	bonita	V;FEM;SG;V.PTCP;PASS	N
האימאם	imán	האימאם	imán	PROPN	N
סטנדרטים	estándar	לסטנדרט	estándar	N;MASC;PL	V
סטנדרטים	de	לסטנדרט	de	N;MASC;PL	ADP
קליף	cliff	קליף	cliff	PROPN	PROPN
מקווי	mccoy	מקווי	mccoy	PROPN	PROPN
שבץ	cerebral	שבץ	cerebral	N;MASC;SG	ADJ
חנית	arpón	חנית	arpón	PROPN	N
חנית	spear	חנית	spear	PROPN	V
דאם	dama	דאם	dama		N
תרגול	unha	תרגול	un	N;MASC;SG	DET
תרגול	practicar	תרגול	practicar	N;MASC;SG	V
תרגול	exercen	תרגול	exercer	N;MASC;SG	V
גרימת	causaron	גרימה	causar	N;FEM;SG	V
גרימת	provocando	גרימה	provocar	N;FEM;SG	V
נעלמים	desaparición	נעלם	desaparición	V;MASC;PL;V.PTCP;MID	N
לשרוף	queimade	שרף	queimade	V;NFIN;ACT	N
הרוע	mal	הרוע	mal	N;MASC;SG	ADV
הרוע	malo	הרוע	malo	N;MASC;SG	PROPN
הרוע	malvado	הרוע	malvado	N;MASC;SG	ADJ
הרוע	malvados	הרוע	malvado	N;MASC;SG	ADJ
מנוהלת	e	מנוהל	e	V;FEM;SG;V.PTCP;PASS	CONJ
מנוהלת	a	מנוהל	o	V;FEM;SG;V.PTCP;PASS	DET
מהימן	de	מהימן	de	N;MASC;SG	ADP
מהימן	en	מהימן	en	N;MASC;SG	ADP
לתלות	tempo	תלה	tempo	V;NFIN;ACT	N
לתלות	un	תלה	un	V;NFIN;ACT	DET
חליפות	traxes	חליפות	traxe		N
הגזרה	figura	הגזרה	figurar	N;FEM;SG	V
הגזרה	que	הגזרה	que	N;FEM;SG	PRO
הגזרה	descubrir	הגזרה	descubrir	N;FEM;SG	V
הגזרה	pensar	הגזרה	pensar	N;FEM;SG	V
ענקים	xigantes	ענק	xigante	N;MASC;PL	ADJ
