категория	kategorien	категория	kategori	N;INDF;FEM;SG	N;DEF;MASC;SG
заместник	fullmektig	заместник	fullmektig	N;INDF;MASC;SG	ADJ;INDF;NEUT;SG
гвинея	guinea	гвинея	guine	N;INDF;FEM;SG	N;DEF;FEM;SG
такъв	slikt	такъв	slikt	DET;MASC;SG	PRO;NEUT;SG;3
такъв	slik	такъв	slik	DET;MASC;SG	ADV
такъв	sådan	такъв	sådan	DET;MASC;SG	N;INDF;MASC;SG
такъв	slike	такъв	slik	DET;MASC;SG	DET;PL
храм	tempelet	храм	tempel	N;INDF;MASC;SG	N;DEF;NEUT;SG
горна	øvre	горен	øvre	ADJ;INDF;FEM;SG	ADJ;CMPR
отказва	nekter	отказвам-(се)	nekter	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
отказва	avslo	отказвам-(се)	avslo	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PST;FIN
отказва	nektet	отказвам-(се)	nekt	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;DEF;NEUT;SG
ботев	botev	ботев	botev	PROPN;INDF;MASC;SG	N;INDF;NEUT;SG
постепенно	gradvis	постепенно	gradvis	ADV	ADJ;INDF;NEUT;SG
постепенно	gradvis	постепенно	gradvis	ADV	ADJ;INDF;NEUT;SG
построена	bygget	построя-(се)	bygg	V;PFV;INDF;FEM;SG;V.PTCP;PASS	N;DEF;NEUT;SG
построена	bygde	построя-(се)	byggje	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;PL;V.PTCP
построена	bygd	построя-(се)	byggje	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
забележителности	sikte	забележителност	sikte	N;INDF;FEM;PL	N;INDF;NEUT;SG
забележителности	sightseeing	забележителност	sightseeing	N;INDF;FEM;PL	N;INDF;FEM;SG
контрол	kontroller	контрол	kontrollere	N;INDF;MASC;SG	N;INDF;FEM;PL
контрол	kontrollere	контрол	kontrollere	N;INDF;MASC;SG	V;NFIN
контрол	kontroller	контрол	kontrollere	N;INDF;MASC;SG	N;INDF;FEM;PL
контрол	kontrollerer	контрол	kontrollere	N;INDF;MASC;SG	V;IND;PRS;FIN
контрол	kontrollene	контрол	kontrolle	N;INDF;MASC;SG	N;DEF;FEM;PL
жан	jean	жан	jean	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
жан	jeanne	жан	jeanne	PROPN;INDF;MASC;SG	N;INDF;NEUT;SG
интернет	internet	интернет	intern	N;INDF;MASC;SG	N;DEF;NEUT;SG
американска	amerikaner	американски	amerikan	ADJ;INDF;FEM;SG	N;INDF;MASC;PL
американска	amerikanske	американски	amerikansk	ADJ;INDF;FEM;SG	ADJ;PL
американска	american	американски	american	ADJ;INDF;FEM;SG	N
римска	roman	римски	roman	ADJ;INDF;FEM;SG	N;INDF;MASC;SG
зрители	tilskuere	зрител	tilskuere	N;INDF;MASC;PL	N;INDF;FEM;SG
зрители	seere	зрител	seere	N;INDF;MASC;PL	N;INDF;MASC;SG
зрители	seerne	зрител	seerne	N;INDF;MASC;PL	N;INDF;MASC;SG
победи	beat	победа	beit	N;INDF;FEM;PL	N;INDF;MASC;SG
победи	vinner	победа	vinne	N;INDF;FEM;PL	N;INDF;MASC;SG
победи	vinne	победа	vinne	N;INDF;FEM;PL	V;NFIN
победи	vinn	победа	vinne	N;INDF;FEM;PL	V;IND;PRS;FIN
победи	seiere	победа	seiere	N;INDF;FEM;PL	N;INDF;MASC;SG
победи	seire	победа	seire	N;INDF;FEM;PL	N;INDF;NEUT;SG
елена	helena	елен	helena	PROPN;INDF;FEM;SG	N;DEF;FEM;SG
елена	elena	елен	elena	PROPN;INDF;FEM;SG	N;INDF;FEM;SG
елена	jelena	елен	jelena	PROPN;INDF;FEM;SG	N;INDF;MASC;SG
статистиката	statistikk	статистика	statistikk	N;DEF;FEM;SG	N;INDF;MASC;SG
роли	rulle	рола	rulle	N;INDF;FEM;PL	N;INDF;FEM;SG
роли	rollene	рола	rolle	N;INDF;FEM;PL	N;DEF;FEM;PL
роли	rundstykker	рола	rundstykke	N;INDF;FEM;PL	N;INDF;MASC;SG
роли	rolls	рола	rolls	N;INDF;FEM;PL	N;INDF;MASC;SG
лудвиг	ludwig	лудвиг	ludwig	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
представя	gaver	представям-(се)	gaver	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
сграда	bygningen	сграда	bygning	N;INDF;FEM;SG	N;DEF;MASC;SG
македонски	makedonsk	македонски	makedonsk	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
виж	skjønner	видя-(се)	skjønne	V;PFV;IMP;SG;2;FIN	V;IND;PRS;FIN
виж	see	видя-(се)	see	V;PFV;IMP;SG;2;FIN	N;INDF;SG
виж	se	видя-(се)	se	V;PFV;IMP;SG;2;FIN	
виж	titt	видя-(се)	titt	V;PFV;IMP;SG;2;FIN	N;INDF;MASC;SG
виж	look	видя-(се)	look	V;PFV;IMP;SG;2;FIN	N;INDF;MASC;SG
виж	se	видя-(се)	se	V;PFV;IMP;SG;2;FIN	
съдържание	innholdet	съдържание	innhold	N;INDF;NEUT;SG	N;DEF;NEUT;SG
мъже	mannfolk	мъж	mannfolk	N;INDF;MASC;PL	N;INDF;NEUT;SG
югославия	jugoslavia	югославия	jugoslavia	PROPN;INDF;FEM;SG	N;DEF;NEUT;SG
северно	nordover	северно	nordov	ADV	ADP
северно	north	северно	north	ADV	PROPN
северно	nord	северно	nord	ADV	ADP
георгиев	georgiev	георгиев	georgiev	PROPN;INDF;MASC;SG	N;INDF;SG
музиката	music	музика	music	N;DEF;FEM;SG	N;INDF;MASC;SG
музиката	musikk	музика	musikk	N;DEF;FEM;SG	N;INDF;MASC;SG
острова	island	острова	island	N;DEF;MASC;SG	N;INDF;NEUT;SG
острова	øy	острова	øy	N;DEF;MASC;SG	N;INDF;FEM;SG
морски	marinesoldat	морски	marinesoldat	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
морски	marine	морски	marin	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
морски	maritime	морски	maritim	ADJ;INDF;MASC;SG	ADJ;PL
морски	nautiske	морски	nautisk	ADJ;INDF;MASC;SG	ADJ;PL
черна	sort	чер	sort	ADJ;INDF;FEM;SG	N;INDF;MASC;SG
черна	svarte	чер	svart	ADJ;INDF;FEM;SG	ADJ;PL
черна	black	чер	black	ADJ;INDF;FEM;SG	N
високо	high	високо	high	ADV	N
високо	rus	високо	rus	ADV	N;INDF;MASC;SG
високо	høy	високо	høy	ADV	N;INDF;MASC;SG
високо	høyt	високо	høyt	ADV	N;INDF;NEUT;SG
високо	høgt	високо	høg	ADV	ADJ;INDF;NEUT;SG
използвани	brukt	използвам	bruke	V;IPFV;INDF;PL;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
използвани	brukes	използвам	brukes	V;IPFV;INDF;PL;V.PTCP;PASS	
използвани	brukte	използвам	bruke	V;IPFV;INDF;PL;V.PTCP;PASS	ADJ;PL;V.PTCP
системата	system	система	system	N;DEF;FEM;SG	N;INDF;NEUT;SG
олимпийски	olympiske	олимпийски	olympisk	PROPN;INDF;MASC;SG	ADJ;PL
олимпийски	olympic	олимпийски	olympic	PROPN;INDF;MASC;SG	N;INDF;NEUT;SG
колумбия	columbia	колумбия	columbi	PROPN;INDF;FEM;SG	PROPN
колумбия	colombias	колумбия	colombias	PROPN;INDF;FEM;SG	N
колумбия	colombia	колумбия	colombi	PROPN;INDF;FEM;SG	N;INDF;MASC;SG
полски	polsk	полски	polsk	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
всъщност	egentlig	всъщност	egentlig	ADV	ADJ;INDF;NEUT;SG
всъщност	faktisk	всъщност	faktisk	ADV	ADJ;INDF;NEUT;SG
радио	radioen	радио	radio	N;INDF;NEUT;SG	N;DEF;MASC;SG
национална	nasjonale	национален	nasjonal	ADJ;INDF;FEM;SG	ADJ;PL
национална	national	национален	national	ADJ;INDF;FEM;SG	N;INDF;MASC;SG
сръбски	serbiske	сръбски	serbisk	ADJ;INDF;MASC;SG	ADJ;PL
сръбски	serbisk	сръбски	serbisk	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
единствено	only	единствено	only	ADV	
единствено	kun	единствено	kun	ADV	N;INDF;NEUT;SG
робърт	robert	робърт	robert	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
борба	kjempende	борба	kjempende	N;INDF;FEM;SG	ADJ;INDF;NEUT;SG
борба	kjempe	борба	kjempe	N;INDF;FEM;SG	V;NFIN
направи	make	направя-(се)	make	V;PFV;IMP;SG;2;FIN	N;INDF;MASC;SG
направи	gjøre	направя-(се)	gjøre	V;PFV;IMP;SG;2;FIN	
епоха	æra	епоха	ære	N;INDF;FEM;SG	N;DEF;MASC;SG
план	planlegge	план	planlegge	N;INDF;MASC;SG	V;NFIN
швейцария	sveits	швейцария	sveits	PROPN;INDF;FEM;SG	N;INDF;MASC;SG
швейцария	sveitsiske	швейцария	sveitsisk	PROPN;INDF;FEM;SG	ADJ;PL
швейцария	sveitsisk	швейцария	sveitsisk	PROPN;INDF;FEM;SG	ADJ;INDF;NEUT;SG
швейцария	swiss	швейцария	swiss	PROPN;INDF;FEM;SG	N;INDF;MASC;SG
посолство	ambassaden	посолство	ambassad	N;INDF;NEUT;SG	N;DEF;MASC;SG
кариерата	steinbrudd	кариера	steinbru	N;DEF;FEM;SG	N;INDF;MASC;SG
военно	militæret	военен	militær	ADV	N;DEF;NEUT;SG
военно	militær	военен	militær	ADV	ADJ;INDF;SG
военно	militære	военен	militær	ADV	ADJ;PL
средно	gjennomsnittet	средно	gjennomsnitt	ADV	N;DEF;NEUT;SG
средно	gjennomsnitt	средно	gjennomsnitt	ADV	N;INDF;NEUT;SG
средно	gjennomsnittlige	средно	gjennomsnittlig	ADV	ADJ;PL
средно	gjennomsnittlig	средно	gjennomsnittlig	ADV	N;INDF;MASC;SG
средно	medium	средно	medium	ADV	N;INDF;NEUT;SG
средно	middels	средно	middels	ADV	N;INDF;MASC;SG
специално	spesielt	специално	spesiell	ADV	ADJ;INDF;NEUT;SG
специално	spesifikt	специално	spesifikk	ADV	ADJ;INDF;NEUT;SG
специално	spesielt	специално	spesiell	ADV	ADJ;INDF;NEUT;SG
специално	spesielt	специално	spesiell	ADV	ADJ;INDF;NEUT;SG
специално	special	специално	special	ADV	N;INDF;MASC;SG
специално	spesiell	специално	spesiell	ADV	ADJ;INDF;SG
специално	spesielle	специално	spesiell	ADV	ADJ;PL
специално	spesial	специално	spesial	ADV	N;INDF;MASC;SG
материали	materiell	материал	materiell	N;INDF;MASC;PL	ADJ;INDF;SG
материали	materiale	материал	materiale	N;INDF;MASC;PL	N;INDF;NEUT;SG
материали	materiell	материал	materiell	N;INDF;MASC;PL	ADJ;INDF;SG
материали	materialer	материал	materiale	N;INDF;MASC;PL	N;INDF;NEUT;SG
поема	dikt	поемам	dikt	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;PL
поема	diktet	поемам	dikt	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;DEF;NEUT;SG
кораби	skuter	кораб	skuter	N;INDF;MASC;PL	N;INDF;MASC;SG
берлин	berlin	берлин	berlin	N;INDF;MASC;SG	PROPN
солун	thessaloniki	солун	thessaloniki	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
герой	helten	герой	helt	N;INDF;MASC;SG	N;DEF;MASC;SG
саксония	sachsen	саксония	sachs	PROPN;INDF;FEM;SG	N;DEF;MASC;SG
форми	skjemaene	форма	skjema	N;INDF;FEM;PL	N;DEF;FEM;PL
форми	fasonger	форма	fasonger	N;INDF;FEM;PL	N;INDF;MASC;SG
класиране	plasseringer	класиране	plasseringe	N;INDF;NEUT;SG	N;INDF;FEM;PL
посока	retningen	посока	retning	N;INDF;FEM;SG	N;DEF;MASC;SG
проекта	project	проект	project	N;DEF;MASC;SG	N;INDF;NEUT;SG
проекта	prosjekt	проект	prosjekt	N;DEF;MASC;SG	N;INDF;NEUT;SG
спорт	idretter	спорт	idretter	N;INDF;MASC;SG	N;INDF;MASC;PL
сам	åleine	сам	åleine	N;INDF;MASC;SG	ADV
сам	aleine	сам	aleine	N;INDF;MASC;SG	ADV
стоян	stojan	стоян	stojan	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
играч	player	играч	play	N;INDF;MASC;SG	N;INDF;FEM;PL
играч	spiller	играч	spille	N;INDF;MASC;SG	V;IND;PRS;FIN
широко	wide	широко	wide	ADV	N
широко	bred	широко	bred	ADV	N;INDF;MASC;SG
широко	bredt	широко	bredt	ADV	ADJ;INDF;NEUT;SG
широко	brei	широко	brei	ADV	ADJ;INDF;SG
широко	vid	широко	vid	ADV	ADJ;INDF;SG
използван	brukt	използвам	bruke	V;IPFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
използван	brukes	използвам	brukes	V;IPFV;INDF;MASC;SG;V.PTCP;PASS	
използван	brukte	използвам	bruke	V;IPFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PL;V.PTCP
ото	otho	ото	otho	PROPN;INDF;MASC;SG	N
ото	otto	ото	otto	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
неговият	hans	мой	hans	DET;DEF;MASC;SG;3	PRO;NEUT;SG
неговият	sin	мой	sin	DET;DEF;MASC;SG;3	PRO;MASC;SG
сравнително	komparativ	сравнително	komparativ	ADV	ADJ;INDF;SG
сравнително	relativt	сравнително	relativ	ADV	ADJ;INDF;NEUT;SG
публикува	publiseringer	публикувам	publiseringe	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
публикува	publisering	публикувам	publisering	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;SG
библиотека	biblioteket	библиотека	bibliotek	N;INDF;FEM;SG	N;DEF;NEUT;SG
редовни	regulært	редовен	regulær	ADJ;INDF;PL	ADJ;INDF;NEUT;SG
редовни	vanlig	редовен	vanlig	ADJ;INDF;PL	ADJ;INDF;NEUT;SG
съветски	sovjetiske	съветски	sovjetisk	ADJ;INDF;MASC;SG	ADJ;PL
последен	siste	последен	sist	ADJ;INDF;MASC;SG	ADJ;DEF;SG
последен	sist	последен	sist	ADJ;INDF;MASC;SG	ADV
къщи	hus	къща	hus	N;INDF;FEM;PL	N;INDF;NEUT;SG
къщи	hjemmene	къща	hjemme	N;INDF;FEM;PL	N;DEF;MASC;PL
руско	russer	руско	russer	ADV	N;INDF;FEM;PL
руско	russisk	руско	russisk	ADV	ADJ;INDF;NEUT;SG
южен	sørlige	южен	sørlig	N;INDF;MASC;SG	ADJ;PL
южен	søndre	южен	søndre	N;INDF;MASC;SG	ADJ;CMPR
южен	syden	южен	syde	N;INDF;MASC;SG	N;DEF;MASC;SG
южен	sør	южен	sør	N;INDF;MASC;SG	ADP
южен	south	южен	south	N;INDF;MASC;SG	PROPN
открити	oppdaget	открит	oppdag	ADJ;INDF;PL	N;DEF;NEUT;SG
световно	worldwide	световен	worldwide	ADV	N;INDF;MASC;SG
световно	verdensbasis	световен	verdensbasis	ADV	N;INDF;MASC;SG
световно	globalt	световен	global	ADV	ADJ;INDF;NEUT;SG
световно	verdensomspennende	световен	verdensomspennende	ADV	N;INDF;MASC;SG
световно	global	световен	global	ADV	ADJ;INDF;SG
световно	globalt	световен	global	ADV	ADJ;INDF;NEUT;SG
джордж	george	джордж	george	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
джордж	georg	джордж	georg	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
партии	partier	партия	parti	N;INDF;FEM;PL	N;INDF;NEUT;SG
открит	oppdaget	открия-(се)	oppdag	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;DEF;NEUT;SG
открит	funnet	открия-(се)	finne	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;DEF;NEUT;SG
открит	funne	открия-(се)	finne	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
виена	wien	виен	wien	PROPN;INDF;FEM;SG	N
виена	vienna	виен	vienne	PROPN;INDF;FEM;SG	N;INDF;NEUT;SG
южно	syd	южен	syd	ADV	N;INDF;MASC;SG
южно	syden	южен	syde	ADV	N;DEF;MASC;SG
южно	sør	южен	sør	ADV	ADP
южно	south	южен	south	ADV	PROPN
училището	skole	училище	skole	N;DEF;NEUT;SG	N;INDF;MASC;SG
училището	skule	училище	skule	N;DEF;NEUT;SG	N;INDF;MASC;SG
обект	objektet	обект	objekt	N;INDF;MASC;SG	N;DEF;NEUT;SG
обект	fag	обект	fag	N;INDF;MASC;SG	N;INDF;NEUT;PL
територии	territoriet	територия	territorium	N;INDF;FEM;PL	N;DEF;NEUT;SG
територии	territorium	територия	territorium	N;INDF;FEM;PL	N;INDF;NEUT;SG
долна	senk	долен	senk	ADJ;INDF;FEM;SG	N;INDF;NEUT;SG
долна	nedre	долен	nedre	ADJ;INDF;FEM;SG	ADJ;CMPR
долна	lavere	долен	lavere	ADJ;INDF;FEM;SG	N;INDF;MASC;SG
футболен	fotball	футболен	fotball	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
издателство	publiserer	издателство	publisere	N;INDF;NEUT;SG	V;IND;PRS;FIN
издателство	publisere	издателство	publisere	N;INDF;NEUT;SG	V;NFIN
долината	dal	долина	dal	N;DEF;FEM;SG	N;INDF;MASC;SG
долината	valley	долина	valley	N;DEF;FEM;SG	N;INDF;MASC;SG
принцеса	prinsessa	принцеса	prinsesse	N;INDF;FEM;SG	N;DEF;FEM;SG
илия	ilja	илия	ilje	PROPN;INDF;MASC;SG	N;INDF;FEM;SG
илия	elijah	илия	elijah	PROPN;INDF;MASC;SG	N
илия	elia	илия	eli	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
илия	elia	илия	eli	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
илия	ilija	илия	ilije	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
илия	ilja	илия	ilje	PROPN;INDF;MASC;SG	N;INDF;FEM;SG
дете	barnet	дете	barn	N;INDF;NEUT;SG	N;DEF;NEUT;SG
дете	barn	дете	barn	N;INDF;NEUT;SG	N;INDF;NEUT;PL
защо	hvorfor	защо	hvorfor	PRO	
защо	why	защо	why	PRO	N
защо	kvifor	защо	kvifor	PRO	ADV
граница	grensen	граница	grens	N;INDF;FEM;SG	N;DEF;MASC;SG
аржентина	argentinsk	аржентина	argentinsk	N;INDF;FEM;SG	ADJ;INDF;SG
база	basen	база	base	N;INDF;FEM;SG	N;DEF;MASC;SG
отделни	separat	отделен	separat	ADJ;INDF;PL	ADJ;INDF;NEUT;SG
отделни	skill	отделен	skill	ADJ;INDF;PL	N;INDF;MASC;SG
отделни	atskilt	отделен	atskilje	ADJ;INDF;PL	N;INDF;NEUT;SG
отделни	skille	отделен	skille	ADJ;INDF;PL	N;INDF;MASC;SG
годините	ar	година	ar	N;DEF;FEM;PL	N;INDF;MASC;SG
годините	årevis	година	årevis	N;DEF;FEM;PL	ADV
годините	år	година	år	N;DEF;FEM;PL	N;INDF;NEUT;SG
зад	behind	зад	behind	ADP	N;INDF;SG
закон	loven	закон	lov	N;INDF;MASC;SG	N;DEF;MASC;SG
мартин	martin	мартин	martin	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
гърци	grekere	грък	grekere	N;INDF;MASC;PL	N;INDF;FEM;SG
никога	never	никога	never	ADV	N;INDF;SG
никога	aldrig	никога	aldrig	ADV	ADJ;INDF;SG
наречен	kalles	нарека-(се)	kalles	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;INDF;MASC;SG
наречен	ringt	нарека-(се)	ringe	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
наречен	kalt	нарека-(се)	kalle	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;NEUT;SG
полуостров	halvøya	полуостров	halvøye	N;INDF;MASC;SG	N;DEF;FEM;SG
езика	språk	език	språk	N;DEF;MASC;SG	N;INDF;NEUT;SG
френска	fransk	френски	fransk	ADJ;INDF;FEM;SG	N;INDF;MASC;SG
войници	soldatene	войник	soldat	N;INDF;MASC;PL	N;DEF;FEM;PL
войници	soldater	войник	soldat	N;INDF;MASC;PL	N;INDF;MASC;SG
войници	troppene	войник	troppe	N;INDF;MASC;PL	N;DEF;FEM;PL
международни	international	международен	international	ADJ;INDF;PL	N;INDF;NEUT;SG
международни	internasjonalt	международен	internasjonal	ADJ;INDF;PL	ADJ;INDF;NEUT;SG
международни	internasjonal	международен	internasjonal	ADJ;INDF;PL	ADJ;INDF;SG
броя	telling	броя-(се)	telling	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;INDF;FEM;SG
броя	nedtelling	броя-(се)	nedtelling	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;INDF;FEM;SG
броя	telle	броя-(се)	telle	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;INDF;NEUT;SG
броя	teller	броя-(се)	teller	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;INDF;MASC;SG
съюза	union	съюз	union	N;DEF;MASC;SG	N;INDF;MASC;SG
съюза	fagforening	съюз	fagforening	N;DEF;MASC;SG	N;INDF;FEM;SG
подобни	lignende	подобен	lignende	ADJ;INDF;PL	N;INDF;MASC;SG
подобни	liknende	подобен	liknende	ADJ;INDF;PL	ADJ;INDF;NEUT;SG
нейната	hennes	мой	hennes	DET;DEF;FEM;SG;3	N;INDF;MASC;SG
последно	siste	последно	sist	ADV	ADJ;DEF;SG
лесно	enkel	лесно	enkel	ADV	ADJ;INDF;SG
лесно	enkelt	лесно	enkel	ADV	ADJ;INDF;NEUT;SG
лесно	rolig	лесно	rolig	ADV	ADJ;INDF;NEUT;SG
лесно	lett	лесно	lett	ADV	ADJ;INDF;NEUT;SG
лесно	easy	лесно	easy	ADV	N;INDF;SG
отряд	troppen	отряд	tropp	N;INDF;MASC;SG	N;DEF;MASC;SG
селата	landsbyer	село	landsby	N;DEF;NEUT;PL	N;INDF;FEM;PL
твърди	påstander	твърдя	påstand	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;SG
ловеч	lovetsj	ловеч	lovetsj	PROPN;INDF;MASC;SG	N;GEN;DEF;NEUT;SG
стойност	verdien	стойност	verdi	N;INDF;FEM;SG	N;DEF;MASC;SG
управлява	driver	управлявам	drive	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;SG
кратко	kort	кратко	kort	ADV	N;INDF;NEUT;SG
кратко	short	кратко	shor	ADV	N;INDF;SG
кратко	korte	кратко	kort	ADV	ADJ;PL
кратко	kortfattet	кратко	kortfatt	ADV	N;DEF;NEUT;SG
блок	blokker	блок	blokke	N;INDF;MASC;SG	N;INDF;FEM;PL
блок	blokkere	блок	blokkere	N;INDF;MASC;SG	V;NFIN
инструменти	verktøy	инструмент	verktøy	N;INDF;MASC;PL	N;INDF;NEUT;SG
средна	medium	среден	medium	ADJ;INDF;FEM;SG	N;INDF;NEUT;SG
средна	middels	среден	middels	ADJ;INDF;FEM;SG	N;INDF;MASC;SG
подобно	lignende	подобно	lignende	ADV	N;INDF;MASC;SG
подобно	liknende	подобно	liknende	ADV	ADJ;INDF;NEUT;SG
къща	huset	къща	hus	N;INDF;FEM;SG	N;DEF;NEUT;SG
поддържа	fastholder	поддържам	fastholder	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;SG
поддържа	opprettholder	поддържам	opprettholder	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;SG
плевен	pleven	плевен	pleve	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
канал	kanalen	канал	kanal	N;INDF;MASC;SG	N;DEF;MASC;SG
всяко	every	всеки	every	PRO;NOM;NEUT;SG	N
всяко	hver	всеки	hver	PRO;NOM;NEUT;SG	
всяко	hvert	всеки	hvert	PRO;NOM;NEUT;SG	
кмет	borgermester	кмет	borgermeste	N;INDF;MASC;SG	N;INDF;FEM;PL
основен	grunnleggende	основен	grunnleggende	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
основен	basic	основен	basic	ADJ;INDF;MASC;SG	N;INDF;NEUT;SG
пари	money	пара	money	N;INDF;FEM;PL	N;INDF;NEUT;SG
пари	penger	пара	penge	N;INDF;FEM;PL	N;INDF;MASC;SG
том	tom	том	tom	PROPN;INDF;MASC;SG	ADJ;INDF;SG
семейства	familiene	семейство	familie	N;INDF;NEUT;PL	N;DEF;FEM;PL
рота	rota	рота	rote	N;INDF;FEM;SG	N;DEF;FEM;SG
майор	majoren	майор	major	N;INDF;MASC;SG	N;DEF;MASC;SG
майор	avdelingsleder	майор	avdelingslede	N;INDF;MASC;SG	N;INDF;FEM;PL
такава	slikt	такъв	slikt	DET;FEM;SG	PRO;NEUT;SG;3
такава	slik	такъв	slik	DET;FEM;SG	ADV
такава	sådan	такъв	sådan	DET;FEM;SG	N;INDF;MASC;SG
такава	slike	такъв	slik	DET;FEM;SG	DET;PL
относно	angående	относно	angående	ADP	N;INDF;MASC;SG
относно	omtrent	относно	omtrent	ADP	ADV
бан	ban	бан	ban	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
бан	forby	бан	forby	PROPN;INDF;MASC;SG	V;NFIN
бан	forbud	бан	forbud	PROPN;INDF;MASC;SG	N;INDF;NEUT;SG
изтриване	slett	изтриване	slett	N;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
научни	vitenskapelig	научен	vitenskapelig	ADJ;INDF;PL	N;INDF;MASC;SG
йордан	jordan	йордан	jordan	PROPN;INDF;MASC;SG	N;DEF;MASC;SG
космос	verdensrommet	космос	verdensrom	N;INDF;MASC;SG	N;DEF;NEUT;SG
определени	definerte	определя-(се)	definere	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PL;V.PTCP
определени	definert	определя-(се)	definere	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
определени	besluttsom	определя-(се)	besluttsom	V;PFV;INDF;PL;V.PTCP;PASS	N;INDF;MASC;SG
определени	målbevisst	определя-(се)	målbevisst	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;INDF;NEUT;SG
определени	bestemt	определя-(се)	bestemme	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
манастира	kloster	манастирам	kloster	N;DEF;MASC;SG	N;INDF;NEUT;SG
рано	early	рано	early	ADV	N
рано	tidig	рано	tidig	ADV	ADJ;INDF;SG
рано	tidlig	рано	tidlig	ADV	ADJ;INDF;NEUT;SG
рано	tidlige	рано	tidlig	ADV	ADJ;PL
рано	tidleg	рано	tidleg	ADV	ADJ;INDF;NEUT;SG
николов	nikolov	николов	nikolov	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
отива	ryker	отивам-(си)	ryke	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;SG
отива	goes	отивам-(си)	goes	V;IPFV;IND;SG;3;PRS;FIN;ACT	N
скопие	skopje	скопие	skopje	PROPN;INDF;NEUT;SG	N;INDF;NEUT;SG
португалия	portugal	португалия	portugal	PROPN;INDF;FEM;SG	N;INDF;MASC;SG
дейвид	david	дейвид	david	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
градски	urban	градски	urban	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
градски	urbane	градски	urban	ADJ;INDF;MASC;SG	ADJ;PL
национално	nasjonale	национален	nasjonal	ADV	ADJ;PL
национално	national	национален	national	ADV	N;INDF;MASC;SG
национално	nasjonal	национален	nasjonal	ADV	ADJ;INDF;SG
