категория	kategorin	категория	kategori	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
свързан	närstående	свържа	närstående	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM
свързан	relaterade	свържа	relatera	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
свързан	anslutet	свържа	ansluta	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
свързан	ansluten	свържа	ansluta	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
свързан	anslutna	свържа	ansluta	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
паметници	monument	паметник	monument	N;INDF;MASC;PL	N;NOM;INDF;NEUT;SG
модели	modellerna	модел	modell	N;INDF;MASC;PL	N;NOM;DEF;MASC+FEM;PL
северозапад	nordvästra	северозапад	nordvästra	N;INDF;MASC;SG	ADJ;NOM;DEF;SG
северозапад	nordväst	северозапад	nordväst	N;INDF;MASC;SG	ADV
летище	flygplatsen	летище	flygplats	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
уилямс	williams	уилямс	Pilliam	N;INDF;MASC;SG	PROPN;NOM
природа	naturen	природа	natur	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
мисията	uppdrag	мисия	uppdrag	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
мисията	mission	мисия	mission	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
събитие	evenemanget	събитие	evenemang	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
финландия	finland	финландия	finland	PROPN;INDF;FEM;SG	PROPN;NOM
франц	franz	франц	franz	PROPN;INDF;MASC;SG	PROPN;NOM
островите	öar	остров	öar	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
островите	öarna	остров	öare	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
версии	versionerna	версия	version	N;INDF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
монтана	montana	монтана	montan	PROPN;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
милано	milan	милано	milan	PROPN;INDF;MASC;SG	PROPN;NOM
милано	milano	милано	milano	PROPN;INDF;MASC;SG	PROPN;NOM
милано	milano	милано	milano	PROPN;INDF;MASC;SG	PROPN;NOM
парламента	riksdag	парламент	riksdag	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
парламента	parlament	парламент	parlament	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
шарл	charles	шарл	charles	PROPN;INDF;MASC;SG	PROPN;NOM
шарл	karl	шарл	karl	PROPN;INDF;MASC;SG	PROPN;NOM
сръбска	serbiska	сръбски	serbisk	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
оръжия	vapen	оръжие	vapen	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;SG
оръжия	vapen	оръжие	vapen	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;SG
оръжия	gevär	оръжие	gevär	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;SG
оръжия	vapen	оръжие	vapen	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;SG
оръжия	armarna	оръжие	arm	N;INDF;NEUT;PL	N;NOM;DEF;MASC+FEM;PL
оръжия	famn	оръжие	famn	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
увеличава	ökningar	увеличавам-(се)	ökning	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;PL
увеличава	höjningar	увеличавам-(се)	höjning	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;PL
тежки	heavy	тежък	heavy	ADJ;INDF;PL	N;NOM;INDF;MASC+FEM;SG
тежки	tungt	тежък	tung	ADJ;INDF;PL	ADJ;NOM;INDF;NEUT;SG
тежки	tung	тежък	tung	ADJ;INDF;PL	ADJ;NOM;INDF;MASC+FEM;SG
тежки	allvarlig	тежък	allvarlig	ADJ;INDF;PL	ADJ;NOM;INDF;MASC+FEM;SG
тежки	svår	тежък	svår	ADJ;INDF;PL	ADJ;NOM;INDF;MASC+FEM;SG
нос	cape	нос	cape	N;INDF;MASC;SG	PROPN;NOM
нос	näsan	нос	näsan	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
международна	internationalen	международен	international	ADJ;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
международна	international	международен	international	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
международна	internationella	международен	internationell	ADJ;INDF;FEM;SG	ADJ;NOM;PL
горно	gorno	горен	gorno	ADV	PROPN;NOM
нобелова	nobels	нобелова	nobels	PROPN;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
нобелова	nobel	нобелова	nobel	PROPN;INDF;FEM;SG	PROPN;NOM
прага	prag	праг	prag	N;DEF;MASC;SG	PROPN;NOM
британска	brittiska	британски	brittisk	ADJ;INDF;FEM;SG	ADJ;NOM;PL
британска	britter	британски	britt	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
черни	black	черен	black	ADJ;INDF;PL	N;NOM;INDF;MASC+FEM;SG
черни	svart	черен	svart	ADJ;INDF;PL	ADJ;NOM;INDF;MASC+FEM;SG
картата	karta	карта	karta	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
картата	kartlägga	карта	kartlägga	N;DEF;FEM;SG	V;IMP;NFIN;ACT
труда	arbetsmarknad	труд	arbetsmarknad	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
труда	labour	труд	labour	N;DEF;MASC;SG	PROPN;NOM
труда	arbetskraft	труд	arbetskraft	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
търсене	sök	търсене	sök	N;INDF;NEUT;SG	V;IMP;FIN;ACT
търсене	söka	търсене	söka	N;INDF;NEUT;SG	V;IMP;FIN;ACT
предложение	erbjudande	предложение	erbjudande	N;INDF;NEUT;SG	ADJ;NOM;PRS;V.PTCP
предложение	erbjudandet	предложение	erbjudande	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
предложение	förslag	предложение	förslag	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;PL
предложение	förslag	предложение	förslag	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;PL
директно	direkta	директно	direkt	ADV	ADJ;NOM;PL
директно	regissera	директно	regissera	ADV	V;IMP;FIN;ACT
директно	direct	директно	direct	ADV	N;NOM;INDF;MASC+FEM;SG
затвора	prison	затвор	prison	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
затвора	fängelse	затвор	fängelse	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
личен	personliga	личен	personlig	ADJ;INDF;MASC;SG	ADJ;NOM;PL
личен	basse	личен	basse	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
личен	privata	личен	privat	ADJ;INDF;MASC;SG	ADJ;NOM;PL
рудолф	rudolph	рудолф	rudolph	PROPN;INDF;MASC;SG	PROPN;NOM
рудолф	rudolf	рудолф	rudolf	PROPN;INDF;MASC;SG	PROPN;NOM
разделя	delningar	разделя-(се)	delning	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;PL
червено	röda	червено	röd	ADV	ADJ;NOM;PL
червено	rött	червено	rött	ADV	ADJ;NOM;INDF;NEUT;SG
червено	röd	червено	röd	ADV	ADJ;NOM;INDF;MASC+FEM;SG
византийски	bysantinska	византийски	bysantinsk	ADJ;INDF;MASC;SG	ADJ;NOM;PL
операции	verksamhet	операция	verksamhet	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
удар	effekter	удар	effekt	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
удар	blåsa	удар	blåsa	N;INDF;MASC;SG	V;IMP;FIN;ACT
приложение	ansökan	приложение	ansökan	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
приложение	applikationen	приложение	applikation	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
приложение	appen	приложение	appen	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
приложение	bilagan	приложение	bilaga	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
външна	yttre	външен	yttre	ADJ;INDF;FEM;SG	ADJ;NOM;CMPR
външна	externt	външен	extern	ADJ;INDF;FEM;SG	ADV
външна	yttre	външен	yttre	ADJ;INDF;FEM;SG	ADJ;NOM;CMPR
външна	externa	външен	ext	ADJ;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;PL
думите	ord	дума	ord	N;DEF;FEM;PL	N;NOM;INDF;NEUT;SG
представяне	uppvisande	представяне	uppvisa	N;INDF;NEUT;SG	ADJ;NOM;PRS;V.PTCP
демократична	demokratiska	демократичен	demokratisk	ADJ;INDF;FEM;SG	ADJ;NOM;PL
херман	hermann	херман	herman	PROPN;INDF;MASC;SG	PROPN;NOM
херман	herman	херман	herman	PROPN;INDF;MASC;SG	PROPN;NOM
херман	herrmann	херман	herrmann	PROPN;INDF;MASC;SG	PROPN;NOM
климат	klimatet	климат	klimate	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
останки	återstår	останка	återstå	N;INDF;FEM;PL	V;IND;PRS;FIN;ACT
останки	kvarstår	останка	kvarstå	N;INDF;FEM;PL	V;IND;PRS;FIN;ACT
останки	vrak	останка	vrak	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
останки	vraket	останка	vraket	N;INDF;FEM;PL	N;NOM;DEF;NEUT;SG
пълна	fulla	пълен	fulla	ADJ;INDF;FEM;SG	ADJ;NOM;PL
пълна	fullt	пълен	full	ADJ;INDF;FEM;SG	ADV
пълна	kompletta	пълен	komplett	ADJ;INDF;FEM;SG	ADJ;NOM;PL
пълна	fullständigt	пълен	fullständig	ADJ;INDF;FEM;SG	ADV
пълна	slutför	пълен	slutför	ADJ;INDF;FEM;SG	V;IMP;FIN;ACT
различен	olika	различен	olik	ADJ;INDF;MASC;SG	ADJ;NOM;PL
различен	annorlunda	различен	annorlunda	ADJ;INDF;MASC;SG	ADV
теодор	theodore	теодор	theodore	PROPN;INDF;MASC;SG	PROPN;NOM
теодор	theodor	теодор	theodor	PROPN;INDF;MASC;SG	PROPN;NOM
теодор	theodor	теодор	theodor	PROPN;INDF;MASC;SG	PROPN;NOM
теодор	teodor	теодор	teoda	PROPN;INDF;MASC;SG	PROPN;NOM
осъден	dömd	осъдя	dömd	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
осъден	fälld	осъдя	fälld	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
осъден	dömda	осъдя	döma	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
осъден	dömt	осъдя	döma	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
осъден	dömd	осъдя	dömd	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
осъден	dömda	осъдя	döma	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
осъден	dömde	осъдя	döma	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;IND;PST;FIN;ACT
осъден	fördömt	осъдя	fördöma	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
осъден	dömd	осъдя	dömd	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
осъден	dömda	осъдя	döma	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
осъден	dömde	осъдя	döma	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;IND;PST;FIN;ACT
уязвим	utsatta	уязвя	utsätta	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
уязвим	sårbara	уязвя	sårbar	ADJ;INDF;MASC;SG	ADJ;NOM;PL
съдове	fartyg	съд	fartyg	N;INDF;MASC;PL	N;NOM;INDF;NEUT;SG
съдове	kärl	съд	kärl	N;INDF;MASC;PL	N;NOM;INDF;NEUT;SG
спечели	win	спечеля	pi	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;INDF;NEUT;SG
спечели	vinst	спечеля	vinst	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
спечели	vinna	спечеля	vinna	V;PFV;IND;SG;3;PST;FIN;ACT	V;IMP;FIN;ACT
спечели	vinn	спечеля	vinna	V;PFV;IND;SG;3;PST;FIN;ACT	V;IMP;FIN;ACT
спечели	vunna	спечеля	vunna	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;PL
спечели	won	спечеля	won	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;INDF;NEUT;SG
годишно	årlig	годишно	årlig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
годишно	årliga	годишно	årlig	ADV	ADJ;NOM;PL
годишно	årlig	годишно	årlig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
годишно	årliga	годишно	årlig	ADV	ADJ;NOM;PL
годишно	årligt	годишно	årligt	ADV	ADJ;NOM;INDF;NEUT;SG
връзката	anknytning	връзка	anknytning	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
връзката	koppling	връзка	koppling	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
връзката	anslutning	връзка	anslutning	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
връзката	samband	връзка	samband	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
дела	della	дело	della	N;INDF;NEUT;PL	PROPN;NOM
услуги	gudstjänst	услуга	gudstjänst	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
услуги	tjänsten	услуга	tjänst	N;INDF;FEM;PL	N;NOM;DEF;MASC+FEM;SG
услуги	service	услуга	service	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
услуги	tjänst	услуга	tjänst	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
теорията	teori	теория	teori	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
теорията	teorier	теория	teori	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
направен	made	направя-(се)	made	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;NOM;INDF;MASC+FEM;SG
направен	tillverkad	направя-(се)	tillverkad	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
направен	tillverkade	направя-(се)	tillverkad	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
направен	tillverkat	направя-(се)	tillverkad	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
направен	gjorda	направя-(се)	göra	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
качеството	kvalité	качество	kvalité	N;DEF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
качеството	kvalitet	качество	kvalitet	N;DEF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
граници	gränsar	граница	gränsa	N;INDF;FEM;PL	V;IND;PRS;FIN;ACT
граници	inramning	граница	inramning	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
жертви	offrar	жертва	offra	N;INDF;FEM;PL	V;IND;PRS;FIN;ACT
жертви	offren	жертва	offren	N;INDF;FEM;PL	N;NOM;DEF;NEUT;PL
жертви	offers	жертва	offer	N;INDF;FEM;PL	V;IMP;FIN;ACT
жертви	offer	жертва	offer	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
жертви	offret	жертва	offreta	N;INDF;FEM;PL	N;NOM;DEF;NEUT;SG
жертви	offer	жертва	offer	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
сицилия	sicilien	сицилия	sicilien	N;INDF;FEM;SG	PROPN;NOM
древна	antikens	древен	antik	ADJ;INDF;FEM;SG	N;GEN;DEF;MASC+FEM;SG
пада	falls	падам-(се)	falla	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;NEUT;SG
графиня	grevinnan	графиня	grevinna	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
стивън	stephen	стивън	stephen	PROPN;INDF;MASC;SG	PROPN;NOM
стивън	stefan	стивън	stefan	PROPN;INDF;MASC;SG	PROPN;NOM
стивън	steven	стивън	stev	PROPN;INDF;MASC;SG	PROPN;NOM
ръцете	händer	ръка	hända	N;DEF;FEM;PL	V;IND;PRS;FIN;ACT
ръцете	hands	ръка	hand	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
любовта	kärlek	любов	kärlek	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
любовта	älska	любов	älsk	N;DEF;FEM;SG	V;IMP;FIN;ACT
любовта	love	любов	love	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
любовта	älskar	любов	älska	N;DEF;FEM;SG	V;IND;PRS;FIN;ACT
местен	lokala	местя-(се)	lokal	V;IPFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL
местен	lokalt	местя-(се)	lokal	V;IPFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG
местен	lokal	местя-(се)	lokal	V;IPFV;INDF;MASC;SG;V.PTCP;PASS	N;NOM;INDF;MASC+FEM;SG
местен	local	местя-(се)	local	V;IPFV;INDF;MASC;SG;V.PTCP;PASS	N;NOM;INDF;MASC+FEM;SG
нужда	behöver	нужда	behöva	N;INDF;FEM;SG	V;IND;PRS;FIN;ACT
перник	pernik	перник	pernik	PROPN;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
орбита	omloppsbana	орбита	omloppsbana	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
музикална	musikaliska	музикален	musikalisk	ADJ;INDF;FEM;SG	ADJ;NOM;PL
музикална	musikal	музикален	musikal	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
североизточна	nordöstra	североизточен	nordöstra	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;SG
североизточна	nordost	североизточен	nordost	ADJ;INDF;FEM;SG	ADV
североизточна	nordöst	североизточен	nordös	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
североизточна	nordöstra	североизточен	nordöstra	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;SG
барабани	trumma	барабам	trumma	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;SG
въоръжение	krigsmateriel	въоръжение	krigsmateriel	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
въоръжение	försvarsmateriel	въоръжение	försvarsmateriel	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
желание	önskar	желание	önska	N;INDF;NEUT;SG	V;IND;PRS;FIN;ACT
желание	önska	желание	önska	N;INDF;NEUT;SG	V;IMP;FIN;ACT
мъж	manliga	мъж	manlig	N;INDF;MASC;SG	ADJ;NOM;PL
мъж	manligt	мъж	manlig	N;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
мъж	mannen	мъж	man	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
мъж	människan	мъж	människa	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
мъж	man	мъж	man	N;INDF;MASC;SG	PRO;NOM;INDF;MASC+FEM;SG
въоръжена	beväpnad	въоръжа	beväpnad	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
въоръжена	väpnad	въоръжа	väpna	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
въоръжена	beväpnade	въоръжа	beväpna	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
въоръжена	väpnade	въоръжа	väpna	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
наши	våra	наш	vi	DET;INDF;PL;1	PRO;DEF;PL
наши	vårat	наш	vira	DET;INDF;PL;1	PRO;DEF;NEUT;SG
наши	vår	наш	vår	DET;INDF;PL;1	N;NOM;INDF;MASC+FEM;SG
наши	vårt	наш	vi	DET;INDF;PL;1	PRO;DEF;NEUT;SG
наши	våran	наш	våran	DET;INDF;PL;1	N;NOM;DEF;MASC+FEM;SG
споразумение	arrangemanget	споразумение	arrangemang	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
еквадор	ecuador	еквадор	ecuador	N;INDF;MASC;SG	PROPN;NOM
баден	baden	баден	bad	PROPN;INDF;MASC;SG	PROPN;NOM
казахстан	kazakstan	казахстан	kamakstad	PROPN;INDF;MASC;SG	PROPN;NOM
трима	three	трима	three	NUM;INDF;PL	N;NOM;INDF;MASC+FEM;SG
правилата	regler	правило	regel	N;DEF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
правилата	bestämmelser	правило	bestämmelse	N;DEF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
реал	real	реал	real	PROPN;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
реал	verklig	реал	verklig	PROPN;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
реал	äkta	реал	äkta	PROPN;INDF;MASC;SG	ADJ;NOM
реал	riktigt	реал	riktig	PROPN;INDF;MASC;SG	ADV
реал	verkligt	реал	verklig	PROPN;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
реал	riktig	реал	riktig	PROPN;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
избрани	utvald	избера	utvälja	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
избрани	valda	избера	välja	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
избрани	utvalda	избера	utvalja	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
избрани	vald	избера	välja	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
избрани	utvalt	избера	utvälta	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
избрани	valt	избера	välja	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
избрани	utvald	избера	utvälja	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
избрани	valda	избера	välja	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
избрани	utvalda	избера	utvalja	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
избрани	vald	избера	välja	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
избрани	markerad	избера	markerad	V;PFV;INDF;PL;V.PTCP;PASS	N;NOM;INDF;MASC+FEM;SG
шотландия	skottland	шотландия	skottland	N;INDF;FEM;SG	PROPN;NOM
шотландия	skottlands	шотландия	skottland	N;INDF;FEM;SG	PROPN;GEN
помощник	assisterande	помощник	assistera	N;INDF;MASC;SG	ADJ;NOM;PRS;V.PTCP
помощник	hjälpare	помощник	hjälpare	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
смит	svensson	смит	svensson	PROPN;INDF;MASC;SG	PROPN;NOM
смит	smith	смит	smith	PROPN;INDF;MASC;SG	PROPN;NOM
освободен	utsläppt	освободя-(се)	utsläppa	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
освободен	släppt	освободя-(се)	släppa	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
освободен	frisläppt	освободя-(се)	frisläppa	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG
освободен	befriad	освободя-(се)	befria	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
освободен	befriat	освободя-(се)	befria	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
освободен	befriade	освободя-(се)	befria	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
освободен	frigjorda	освободя-(се)	frigjord	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
пазарджик	odessa	пазарджик	odessa	N;INDF;MASC;SG	PROPN;NOM
командване	kommandot	командване	kommandod	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
допълнително	vidare	допълнително	vidare	ADV	ADV;CMPR
допълнително	ytterligare	допълнително	ytterlig	ADV	ADV;CMPR
допълнително	ytterligare	допълнително	ytterlig	ADV	ADV;CMPR
допълнително	extra	допълнително	extra	ADV	ADJ;NOM
наем	hyra	наем	hyra	N;INDF;MASC;SG	V;IMP;FIN;ACT
наем	hyr	наем	hyr	N;INDF;MASC;SG	V;IMP;FIN;ACT
наем	hyran	наем	hyra	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
наем	hyra	наем	hyra	N;INDF;MASC;SG	V;IMP;FIN;ACT
запазва	konserver	запазвам-(се)	konserv	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;PL
състезание	tävla	състезание	tävla	N;INDF;NEUT;SG	V;IMP;FIN;ACT
уелс	wales	уелс	wales	PROPN;INDF;MASC;SG	PROPN;NOM
уелс	brunnar	уелс	brunna	PROPN;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
уелс	wells	уелс	wells	PROPN;INDF;MASC;SG	PROPN;NOM
свири	pjäs	свиря	pjäs	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
свири	play	свиря	play	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
свири	spela	свиря	spela	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IMP;FIN;ACT
североизток	nordost	североизток	nordost	N;INDF;MASC;SG	ADV
североизток	nordöstra	североизток	nordöstra	N;INDF;MASC;SG	ADJ;NOM;DEF;SG
окончателно	slutliga	окончателно	slutlig	ADV	ADJ;NOM;PL
окончателно	final	окончателно	final	ADV	N;NOM;INDF;MASC+FEM;SG
окончателно	sista	окончателно	sista	ADV	ADJ;NOM;DEF;RL
окончателно	slutlig	окончателно	slutlig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
окончателно	definitiv	окончателно	definitiv	ADV	ADJ;NOM;INDF;MASC+FEM;SG
окончателно	slutgiltiga	окончателно	slutgiltig	ADV	ADJ;NOM;PL
албрехт	albrecht	албрехт	albrecht	PROPN;INDF;MASC;SG	PROPN;NOM
горе	övervåningen	горе	övervåning	ADV	N;NOM;DEF;MASC+FEM;SG
