den	το	den	ο	PRO;DEF;MASC+FEM;SG	DET;NOM;DEF;NEUT;SG
företag	επιχείρηση	företag	επιχείρηση	N;NOM;INDF;NEUT;PL	N;ACC;FEM;SG
orten	city	ort	city	N;NOM;DEF;MASC+FEM;SG	
nere	down	nere	down	ADV	
rom	ρώμη	rom	ρώμη	PROPN;NOM	PROPN;ACC;FEM;SG
rom	ρωμη	rom	ρωμη	PROPN;NOM	N;NOM;FEM;SG
rom	ρώμης	rom	Ρώμη	PROPN;NOM	PROPN;GEN;FEM;SG
rom	ρομ	rom	ρομ	PROPN;NOM	N
rom	rom	rom	rom	PROPN;NOM	
rom	ρούμι	rom	ρούμι	PROPN;NOM	N;NOM;NEUT;SG
betydelse	σπουδαιότητα	betydelse	σπουδαιότητα	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
betydelse	εννοώντας	betydelse	εννοώ	N;NOM;INDF;MASC+FEM;SG	V;IPFV;V.CVB;ACT
imagesize	imagesize	imagesize	imagesize	N;NOM;INDF;NEUT;SG	
saskatchewan	σασκάτσουαν	saskatcheba	σασκά	N;NOM;DEF;MASC+FEM;SG	V;PFV;IND;PL;3;PST;FIN;ACT
timeaxis	timeaxis	timeaxis	timeaxis	N;NOM;INDF;MASC+FEM;SG	
plotarea	plotarea	plotare	plotarea	N;NOM;INDF;MASC+FEM;PL	
scalemajor	scalemajor	scalemajo	scalemajor	N;NOM;INDF;MASC+FEM;PL	
starkt	δυνατοί	stark	δυνατός	ADV	ADJ;NOM;MASC;PL
starkt	δυνατός	stark	δυνατός	ADV	ADJ;NOM;MASC;SG
starkt	δυνατό	stark	δυνατός	ADV	ADJ;NOM;NEUT;SG
starkt	δυνατή	stark	δυνατός	ADV	ADJ;NOM;FEM;SG
johann	γιόχαν	johan	γίοχας	PROPN;NOM	
insee	insee	insee	insee	V;IMP;FIN;ACT	
dateformat	dateformat	dateformat	dateformat	N;NOM;INDF;MASC+FEM;SG	
textcolor	textcolor	textcola	textcolor	N;NOM;INDF;MASC+FEM;PL	
alignbars	alignbars	alignbar	alignbars	N;NOM;INDF;MASC+FEM;SG	
josé	ζοζέ	josé	ζοζέ	PROPN;NOM	
josé	josé	josé	josé	PROPN;NOM	
josé	χοσέ	josé	χοσέ	PROPN;NOM	
finska	φινλανδική	finsk	φινλανδικός	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
köpenhamn	κοπεγχάγης	köpenhamn	κοπεγχάγη	PROPN;NOM	PROPN;GEN;FEM;SG
köpenhamn	κοπεγχάγη	köpenhamn	κοπεγχάγη	PROPN;NOM	PROPN;ACC;FEM;SG
skapa	δημιουργία	skapa	δημιουργία	V;IMP;FIN;ACT	N;ACC;FEM;SG
musiker	μουσικός	musik	μουσικός	N;NOM;INDF;MASC+FEM;PL	ADJ;NOM;MASC;SG
musiker	μουσικό	musik	μουσικός	N;NOM;INDF;MASC+FEM;PL	ADJ;NOM;NEUT;SG
musiker	μουσικοί	musik	μουσικός	N;NOM;INDF;MASC+FEM;PL	ADJ;NOM;MASC;PL
musiker	μουσικούς	musik	μουσικός	N;NOM;INDF;MASC+FEM;PL	ADJ;ACC;MASC;PL
sångare	τραγουδιστές	sång	τραγουδιστής	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
sångare	σίνγκερ	sång	σίνγκερ	N;NOM;INDF;MASC+FEM;SG	
mont	mont	mont	mont	N;NOM;INDF;NEUT;SG	
hem	πατρίδα	hem	πατρίδα	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG
ursprung	προέλευση	ursprung	προέλευση	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG
ursprung	προέλευση	ursprung	προέλευση	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG
polen	πολωνίας	pol	πολωνία	PROPN;NOM	PROPN;GEN;FEM;SG
polen	πολωνία	pol	πολωνία	PROPN;NOM	PROPN;ACC;FEM;SG
håller	εκμετάλλευση	hålla	εκμετάλλευση	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
håller	holding	hålla	holding	V;IND;PRS;FIN;ACT	
bulgarien	βουλγαρία	bulgarien	βουλγαρία	N;NOM;DEF;MASC+FEM;SG	PROPN;ACC;FEM;SG
bulgarien	βουλγαρίας	bulgarien	βουλγάρια	N;NOM;DEF;MASC+FEM;SG	PROPN;GEN;FEM;SG
ordning	σειρά	ordning	σειρά	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
ordning	διαταγή	ordning	διαταγή	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
förslag	προταση	förslag	προταση	N;NOM;INDF;NEUT;PL	N;ACC;FEM;SG
förslag	πρόταση	förslag	πρόταση	N;NOM;INDF;NEUT;PL	N;NOM;FEM;SG
förlag	εκδότη	förlag	εκδότης	N;NOM;INDF;NEUT;SG	N;VOC;MASC;SG
förlag	εκδότες	förlag	εκδότης	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
förlag	εκδοτών	förlag	εκδότης	N;NOM;INDF;NEUT;SG	N;GEN;MASC;PL
parti	party	parti	party	N;NOM;INDF;NEUT;SG	
äldsta	παλαιότερη	gammal	παλιός	ADJ;NOM;DEF;RL	ADJ;NOM;CMPR;FEM;SG
äldsta	παλαιότερο	gammal	παλιά	ADJ;NOM;DEF;RL	ADJ;NOM;CMPR;NEUT;SG
singel	single	singel	single	N;NOM;INDF;MASC+FEM;SG	
singel	ενιαία	singel	ενιαίος	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
behöver	αναγκη	behöva	αναγκη	V;IND;PRS;FIN;ACT	N;ACC;FEM;SG
behöver	ανάγκη	behöva	ανάγκη	V;IND;PRS;FIN;ACT	N;ACC;FEM;SG
behöver	χρειαζεται	behöva	χρειάζομαι	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
behöver	χρειάζεται	behöva	χρειάζομαι	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
behöver	ανάγκες	behöva	ανάγκη	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
alfred	άλφρεντ	alfred	άλφρεντ	PROPN;NOM	
alfred	alfred	alfred	alfred	PROPN;NOM	
icke	non	icke	non	PART;NEG	
danska	δανικό	dansk	δανικός	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
danska	δανοί	dansk	δανός	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;PL
danska	δανική	dansk	δανικός	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
danska	δανικά	dansk	δανικά	N;NOM;INDF;MASC+FEM;SG	ADV
colorado	κολοράντο	colorado	κολοράντος	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
kali	kali	kali	kali	N	
kali	κάλι	kali	κάλι	N	PROPN;NOM;FEM;SG
procent	ποσοστά	procent	ποσοστό	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
procent	ποσοστιαία	procent	ποσοστιαίος	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
ernst	ernst	ernst	ernst	PROPN;NOM	
live	ζήσε	live	ζώ	N;NOM;INDF;NEUT;SG	V;PFV;IND;SG;1;PST;FIN;ACT
live	ζω	live	ζω	N;NOM;INDF;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
live	ζωντανά	live	ζωντανός	N;NOM;INDF;NEUT;SG	ADV
live	live	live	live	N;NOM;INDF;NEUT;SG	
live	ζήσω	live	ζώ	N;NOM;INDF;NEUT;SG	V;PFV;IND;SG;1;FIN;ACT
ludwig	λούντβιχ	ludwig	λούντβιχ	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
sul	sul	sul	sul	V;IMP;FIN;ACT	
vägen	δρόμο	väg	δρόμος	N;NOM;DEF;MASC+FEM;SG	N;ACC;MASC;SG
vägen	road	väg	road	N;NOM;DEF;MASC+FEM;SG	
gammal	παλαιά	gammal	παλιός	ADJ;NOM;INDF;MASC+FEM;SG	ADV
gammal	παλιά	gammal	παλιός	ADJ;NOM;INDF;MASC+FEM;SG	ADV
gammal	γέρος	gammal	γέρος	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG
tryckta	τυπωμένο	trycka	τυπωμένος	ADJ;NOM;PL;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
tryckta	τυπωμένα	trycka	τυπωμένος	ADJ;NOM;PL;PST;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
modern	μοντέρνα	mor	μοντέρνα	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
modern	σύγχρονο	mor	σύγχρονο	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
modern	σύγχρονη	mor	σύγχρονος	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;FEM;SG
modern	μοντέρνος	mor	μοντέρνος	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG
centrum	centrum	centrum	centrum	N;NOM;INDF;NEUT;SG	
centrum	center	centrum	center	N;NOM;INDF;NEUT;SG	
hemsida	website	hemsida	website	N;NOM;INDF;MASC+FEM;SG	
spelat	παίχτηκε	spela	παίσταμαι	V;V.CVB;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
sådana	τέτοια	sån	τέτοιος	PRO;INDF;PL	PRO;NOM;NEUT;SG;3
studier	μελέτη	studie	μελέτη	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
carolina	καρολίνα	carolin	καρολίνα	N;NOM;INDF;MASC+FEM;SG	
ben	μπόουνς	ben	μπόουνς	N;NOM;INDF;NEUT;PL	ADV
ben	μπεν	ben	μπεν	N;NOM;INDF;NEUT;PL	
ben	ben	ben	ben	N;NOM;INDF;NEUT;PL	
ben	μπέν	ben	μπέν	N;NOM;INDF;NEUT;PL	
ben	οστό	ben	οστός	N;NOM;INDF;NEUT;PL	N;NOM;NEUT;SG
ben	κόκαλο	ben	κόκαλος	N;NOM;INDF;NEUT;PL	N;NOM;NEUT;SG
ben	κόκκαλο	ben	κόκκαλος	N;NOM;INDF;NEUT;PL	N;NOM;NEUT;SG
ben	πόδι	ben	πόδι	N;NOM;INDF;NEUT;PL	N;NOM;NEUT;SG
montana	μοντάνα	montan	μοντάνα	N;NOM;INDF;MASC+FEM;SG	
fylke	σάιρ	fylka	σάιρ	PROPN;NOM	
roller	ρόλερ	roll	ρόλερ	N;NOM;INDF;MASC+FEM;PL	
roller	ρόλων	roll	ρόλος	N;NOM;INDF;MASC+FEM;PL	N;GEN;MASC;PL
roller	ρόλους	roll	ρόλος	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
skopje	σκόπια	skopje	σκόπιο	PROPN;NOM	PROPN;NOM;NEUT;PL
uppdrag	αποστολές	uppdrag	αποστολή	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
uppdrag	εκχώρηση	uppdrag	εκχώρηση	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG
uppdrag	ανάθεση	uppdrag	ανάθεση	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG
rivière	ριβιέρ	rivière	ριβιέρ	N;NOM;INDF;NEUT;SG	
francis	francis	francis	francis	PROPN;NOM	
francis	φράνσις	francis	φράνσις	PROPN;NOM	PROPN;NOM;MASC;SG
vita	άσπρο	vit	άσπρο	ADJ;NOM;PL	N;NOM;NEUT;SG
vita	λευκός	vit	λευκός	ADJ;NOM;PL	ADJ;NOM;MASC;SG
vita	λευκό	vit	λευκός	ADJ;NOM;PL	N;NOM;NEUT;SG
vita	λευκή	vit	λευκός	ADJ;NOM;PL	ADJ;NOM;FEM;SG
vita	λευκά	vit	λευκός	ADJ;NOM;PL	N;NOM;NEUT;PL
vita	vita	vit	vita	ADJ;NOM;PL	
kanal	channel	kanal	channel	N;NOM;INDF;MASC+FEM;SG	
ålder	ηλικίας	ålder	ηλικία	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
emot	κόντρα	emot	κόντρο	ADV	N;ACC;FEM;SG
emot	εναντίον	emot	εναντίον	ADV	ADP
fjärde	τέταρτος	fyra	τέταρτος	ADJ;NOM	NUM;NOM;MASC;SG
fjärde	τέταρτο	fyra	τέταρτος	ADJ;NOM	NUM;NOM;NEUT;SG
fjärde	τέταρτη	fyra	τέταρτος	ADJ;NOM	NUM;NOM;FEM;SG
club	club	club	club	N;NOM;INDF;NEUT;SG	
club	κλάμπ	club	κλάμπ	N;NOM;INDF;NEUT;SG	
club	κλαμπ	club	κλαμπ	N;NOM;INDF;NEUT;SG	
bestod	συνίστατο	bestå	συνίστατα	V;IND;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
bestod	αποτελούνταν	bestå	αποτελώ	V;IND;PST;FIN;ACT	V;IPFV;IND;PL;3;PST;FIN;PASS
flertal	πολλαπλές	flertal	πολλαπλά	N;NOM;INDF;NEUT;SG	ADJ;NOM;FEM;PL
flertal	πολλαπλή	flertal	πολλαπλή	N;NOM;INDF;NEUT;SG	ADJ;NOM;FEM;SG
flertal	πολλαπλά	flertal	πολλαπλά	N;NOM;INDF;NEUT;SG	ADV
tidigt	πρόωρη	tidig	πρόωρος	ADV	N;NOM;FEM;SG
konstnär	καλλιτέχνη	konstnär	καλλιτέχνος	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
troligen	πιθανό	troligen	πιθανός	ADV	ADJ;NOM;NEUT;SG
senaste	πρόσφατα	sen	πρόσφατα	ADJ;NOM;DEF;RL	ADV
senaste	πρόσφατο	sen	πρόσφατος	ADJ;NOM;DEF;RL	N;NOM;NEUT;SG
senaste	τελευταια	sen	τελευταίος	ADJ;NOM;DEF;RL	V;IPFV;IND;PL;3;PRS;FIN;PASS
senaste	τελευταία	sen	τελευταία	ADJ;NOM;DEF;RL	ADV
sådan	τέτοια	sån	τέτοιος	ADJ;NOM;INDF;MASC+FEM;SG	PRO;NOM;NEUT;SG;3
kastilien	καστίλης	kastilien	καστίλης	PROPN;NOM	PROPN;GEN;FEM;SG
kastilien	castilla	kastilien	castilla	PROPN;NOM	
brazzaville	μπραζαβίλ	brazzaville	μπραζαβίλ	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
die	πέθανε	du	πεθαίνω	N;NOM;INDF;NEUT;SG	V;PFV;IND;SG;3;PST;FIN;ACT
die	die	du	die	N;NOM;INDF;NEUT;SG	
die	πεθάνει	du	πεθαίνω	N;NOM;INDF;NEUT;SG	V;PFV;NFIN;ACT
tidningen	εφημερίδες	tidning	εφημερίδα	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
juan	juan	juan	juan	PROPN;NOM	
juan	χουάν	juan	χουάν	PROPN;NOM	
gräs	ποτ	gräs	ποτ	N;NOM;INDF;NEUT;SG	
gräs	φούντα	gräs	φούντα	N;NOM;INDF;NEUT;SG	PROPN;NOM;FEM;SG
port	πορτ	port	πορτ	N;NOM;INDF;NEUT;SG	
beirut	βηρυτό	beirut	βηρυτός	PROPN;NOM	PROPN;NOM;MASC;SG
ledare	ηγέτης	ledare	ηγέτης	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
ledare	leader	ledare	leader	N;NOM;INDF;MASC+FEM;PL	
ledare	αρχηγός	ledare	αρχηγός	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
material	υλικά	material	υλικά	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;PL
material	υλικά	material	υλικά	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;PL
material	ύλες	material	ύλος	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
don	ντον	don	ντον	N;NOM;INDF;MASC+FEM;SG	
don	don	don	don	N;NOM;INDF;MASC+FEM;SG	
norska	νορβηγική	norska	νορβηγικός	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
norska	νορβηγικό	norska	νορβηγικός	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
norska	νορβηγικές	norska	νορβηγικός	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
norska	νορβηγικά	norska	νορβηγικός	N;NOM;INDF;MASC+FEM;SG	ADV
folk	κόσμος	folk	κόσμος	N;NOM;INDF;NEUT;PL	N;NOM;MASC;SG
folk	ανθρώπους	folk	άνθρωπος	N;NOM;INDF;NEUT;PL	N;ACC;MASC;PL
nästa	επόμενη	nästa	επόμενος	ADJ;NOM	ADJ;ACC;FEM;SG
skogar	γουντς	skoga	γουντς	N;NOM;INDF;MASC+FEM;PL	
skogar	δάσος	skoga	δάσος	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
monte	μόντε	monte	μόντε	N;NOM;INDF;NEUT;SG	
skottland	σκοτία	skottland	σκοτία	PROPN;NOM	N;ACC;FEM;SG
skottland	σκωτίας	skottland	σκωτία	PROPN;NOM	PROPN;GEN;FEM;SG
skottland	σκωτία	skottland	σκωτία	PROPN;NOM	PROPN;ACC;FEM;SG
norte	norte	norte	norte	N;NOM;INDF;MASC+FEM;SG	
historiska	ιστορική	historisk	ιστορικός	ADJ;NOM;PL	ADJ;NOM;FEM;SG
historiska	ιστορικός	historisk	ιστορικός	ADJ;NOM;PL	ADJ;NOM;MASC;SG
historiska	ιστορικά	historisk	ιστορικά	ADJ;NOM;PL	ADV
historiska	ιστορική	historisk	ιστορικός	ADJ;NOM;PL	ADJ;NOM;FEM;SG
historiska	ιστορικός	historisk	ιστορικός	ADJ;NOM;PL	ADJ;NOM;MASC;SG
norsk	νορβηγικές	norsk	νορβηγικός	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
norsk	νορβηγικά	norsk	νορβηγικός	ADJ;NOM;INDF;MASC+FEM;SG	ADV
norsk	norsk	norsk	norsk	ADJ;NOM;INDF;MASC+FEM;SG	
längd	διάρκεια	längd	διάρκεια	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
längd	διαρκεια	längd	διαρκεια	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
längd	μήκος	längd	μήκος	N;NOM;INDF;MASC+FEM;SG	N;ACC;NEUT;SG
brown	καφέ	brown	καφένας	PROPN;NOM	N;NOM;NEUT;SG
brown	brown	brown	brown	PROPN;NOM	
brown	μπράουν	brown	μπράω	PROPN;NOM	
kungen	κινγκ	kung	κινγκ	N;NOM;DEF;MASC+FEM;SG	
kungen	βασιλιά	kung	βασιλιάς	N;NOM;DEF;MASC+FEM;SG	N;ACC;MASC;SG
kungen	king	kung	king	N;NOM;DEF;MASC+FEM;SG	
petit	petit	petit	petit	N;NOM;INDF;MASC+FEM;SG	
bgcolor	bgcolor	bgcola	bgcolor	N;NOM;INDF;MASC+FEM;PL	
skåne	scania	skåne	scania	PROPN;NOM	
omfattande	εκτεταμένη	omfattande	εκτεταμένος	ADJ;NOM;PRS;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
omfattande	εκτεταμένα	omfattande	εκτεταμένος	ADJ;NOM;PRS;V.PTCP	ADV
karta	χάρτη	karta	χάρτης	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
insekter	μπαγκς	insekt	μπαγκς	N;NOM;INDF;MASC+FEM;PL	
grekiska	ελληνική	grekisk	ελληνικός	ADJ;NOM;PL	ADJ;NOM;FEM;SG
grekiska	ελληνικά	grekisk	ελληνικός	ADJ;NOM;PL	ADV
grekiska	ελληνίδα	grekisk	ελληνίδα	ADJ;NOM;PL	N;NOM;FEM;SG
grekiska	ελληνικό	grekisk	ελληνικός	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
grekiska	ελληνικα	grekisk	ελληνικα	ADJ;NOM;PL	N;NOM;NEUT;PL
snabbt	γρήγορος	snabb	γρήγορος	ADV	N;NOM;MASC;SG
snabbt	γρήγορη	snabb	γρήγορος	ADV	ADJ;NOM;FEM;SG
snabbt	γρήγορος	snabb	γρήγορος	ADV	N;NOM;MASC;SG
snabbt	γρήγορο	snabb	γρήγορος	ADV	N;NOM;NEUT;SG
snabbt	γρήγορη	snabb	γρήγορος	ADV	ADJ;NOM;FEM;SG
armén	στρατό	arm	στρατός	N;NOM;DEF;MASC+FEM;SG	N;ACC;MASC;SG
program	προγράμματα	program	πρόγραμμα	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;PL
program	προγράμματα	program	πρόγραμμα	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;PL
und	und	und	und	V;IMP;FIN;ACT	
venezuela	βενεζουέλας	venezuel	βενεζουέλα	PROPN;NOM	PROPN;GEN;FEM;SG
venezuela	βενεζουέλα	venezuel	βενεζουέλα	PROPN;NOM	PROPN;ACC;FEM;SG
visade	εμφανίζεται	visa	εμφανίζω	V;IND;PST;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
visade	προτεινόμενα	visa	προτεινόμενος	V;IND;PST;FIN;ACT	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
rica	ρίκα	ric	ρίκα	PROPN;NOM	
gud	θεός	gud	θεός	PROPN;NOM	N;NOM;MASC;SG
sommaren	σάμερ	sommar	σάμερ	N;NOM;DEF;MASC+FEM;SG	
svårt	σκληρά	svår	σκληρά	ADJ;NOM;INDF;NEUT;SG	ADV
svårt	δύσκολα	svår	δύσκολα	ADJ;NOM;INDF;NEUT;SG	ADV
mera	mera	mycket	mera	ADV;CMPR	
mera	περισσότεροι	mycket	πολύς	ADV;CMPR	ADJ;NOM;CMPR;MASC;PL
mera	περισσότερες	mycket	πολύς	ADV;CMPR	ADJ;NOM;CMPR;FEM;PL
mera	περισσότερα	mycket	πολύς	ADV;CMPR	ADJ;NOM;CMPR;NEUT;PL
star	star	star	star	N;NOM;INDF;MASC+FEM;SG	
star	σταρ	star	σταρ	N;NOM;INDF;MASC+FEM;SG	
alaska	αλάσκα	alaska	αλάσκα	PROPN;NOM	PROPN;NOM;FEM;SG
mor	μάνα	mor	μάνας	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
heller	χέλερ	heller	χέλερ	ADV	N
green	πράσινη	gre	πράσινος	N;NOM;INDF;NEUT;SG	ADJ;NOM;FEM;SG
green	πράσινα	gre	πράσινος	N;NOM;INDF;NEUT;SG	ADV
green	πράσινος	gre	πράσινος	N;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;SG
green	πράσινο	gre	πράσινο	N;NOM;INDF;NEUT;SG	PROPN;NOM;NEUT;SG
klippa	κόψτε	klippa	κόψτε	V;IMP;FIN;ACT	V;PFV;IND;PL;2;PRS;FIN;ACT
klippa	κομμένα	klippa	κομμένος	V;IMP;FIN;ACT	N;NOM;NEUT;PL
klippa	κόψιμο	klippa	κόψιμο	V;IMP;FIN;ACT	N;NOM;NEUT;SG
klippa	κόψω	klippa	κόψω	V;IMP;FIN;ACT	V;PFV;IND;SG;1;FIN;ACT
klippa	κλιφ	klippa	κλιφ	V;IMP;FIN;ACT	
klippa	διάτμηση	klippa	διάτμηση	V;IMP;FIN;ACT	N;NOM;FEM;SG
klippa	rock	klippa	rock	V;IMP;FIN;ACT	
klippa	πέτρα	klippa	πέτρο	V;IMP;FIN;ACT	N;NOM;FEM;SG
klippa	ροκ	klippa	ροκ	V;IMP;FIN;ACT	
klippa	βράχος	klippa	βράχος	V;IMP;FIN;ACT	N;NOM;MASC;SG
röda	κόκκινη	röd	κόκκινος	ADJ;NOM;PL	ADJ;NOM;FEM;SG
röda	κόκκινος	röd	κόκκινος	ADJ;NOM;PL	ADJ;NOM;MASC;SG
röda	κόκκινο	röd	κόκκινος	ADJ;NOM;PL	N;NOM;NEUT;SG
röda	κοκκινο	röd	κοκκινός	ADJ;NOM;PL	N;NOM;NEUT;SG
avrinningsområden	απορροής	avrinningsområde	απορροή	N;NOM;INDF;NEUT;PL	N;GEN;FEM;SG
king	κινγκ	king	κινγκ	N;NOM;INDF;MASC+FEM;SG	
king	βασιλιά	king	βασιλιάς	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
king	king	king	king	N;NOM;INDF;MASC+FEM;SG	
one	ένας	one	ένας	N;NOM;INDF;MASC+FEM;SG	DET;NOM;INDF;MASC;SG
one	μία	one	ένας	N;NOM;INDF;MASC+FEM;SG	NUM;NOM;FEM;SG
one	ένα	one	ένας	N;NOM;INDF;MASC+FEM;SG	NUM;NOM;NEUT;SG
one	μια	one	ένας	N;NOM;INDF;MASC+FEM;SG	NUM;NOM;FEM;SG
williams	γουίλιαμς	Pilliam	γουίλιαμ	PROPN;NOM	N;NOM;FEM;SG
williams	ουίλιαμς	Pilliam	ουίλιαμς	PROPN;NOM	N;NOM;NEUT;SG
williams	williams	Pilliam	williams	PROPN;NOM	
aktiva	ενεργά	aktiv	ενεργά	ADJ;NOM;PL	ADV
aktiva	δραστική	aktiv	δραστικός	ADJ;NOM;PL	ADJ;NOM;FEM;SG
aktiva	ενεργός	aktiv	ενεργός	ADJ;NOM;PL	ADJ;NOM;MASC;SG
aktiva	ενεργή	aktiv	ενεργή	ADJ;NOM;PL	ADJ;NOM;FEM;SG
aktiva	ενεργό	aktiv	ενεργός	ADJ;NOM;PL	N;NOM;NEUT;SG
max	max	max	max	N;NOM;INDF;MASC+FEM;SG	
max	μαξ	max	μαξ	N;NOM;INDF;MASC+FEM;SG	
list	πανούργος	list	πανούργος	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
list	πονηρός	list	πονηρός	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
hösten	πτώση	höst	πτώση	N;NOM;DEF;MASC+FEM;SG	N;ACC;FEM;SG
lärare	δάσκαλος	lärare	δάσκαλος	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
lärare	δασκάλα	lärare	δασκάλα	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
lärare	καθηγήτρια	lärare	καθηγήτρια	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
lärare	καθηγητής	lärare	καθηγητής	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
lärare	δασκάλους	lärare	δάσκαλος	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
lärare	εκπαιδευτικοί	lärare	εκπαιδευτικός	N;NOM;INDF;MASC+FEM;PL	ADJ;NOM;MASC;PL
oregon	όρεγκον	oregon	όρεγκον	PROPN;NOM	
goals	στόχοι	goal	στόχος	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
goals	στόχους	goal	στόχος	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;PL
goals	γκολ	goal	γκολ	N;NOM;INDF;MASC+FEM;SG	
https	https	httpa	https	N;NOM;INDF;MASC+FEM;SG	
mary	μαίρη	mary	μαίρης	PROPN;NOM	N;NOM;FEM;SG
skrivit	γραπτές	skriva	γραπτός	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;FEM;PL
skrivit	γραπτή	skriva	γραπτός	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;NOM;FEM;SG
skrivit	γράφτηκε	skriva	γράφτω	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
skrivit	γραμμένα	skriva	γραμμένος	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
skrivit	γράψει	skriva	γράψει	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;NFIN;ACT
