loại	digita	loại	digitare	N	V;IMP;SG;2;PRS;FIN
biến	trasformazione	biến	trasformazione	V	N;FEM;SG
hậu	regina	hậu	regina		N;FEM;SG
hậu	queen	hậu	queen		ADJ;SG
chưa	eppure	chưa	eppure		ADV
thu	gio	thu	gio	V	
bên	laterale	bên	laterale	N	ADJ;SG
vẫn	still	vẫn	still		
vẫn	ancora	vẫn	ancora		ADV
nghệ	artistico	nghệ	artistico	N	ADJ;MASC;SG
nghệ	artistiche	nghệ	artistico	N	ADJ;FEM;PL
nghệ	artistici	nghệ	artistico	N	ADJ;MASC;PL
nghệ	artistica	nghệ	artistico	N	ADJ;FEM;SG
mất	lost	mất	lost	V	N
mất	perduti	mất	perduto	V	ADJ;MASC;PL
mất	persi	mất	perso	V	ADJ;MASC;PL
liệu	documento	liệu	documento	V	N;MASC;SG
sơn	dipinta	sơn	dipingere	N	V;FEM;SG;PST;V.PTCP
sơn	verniciato	sơn	verniciare	N	ADJ;MASC;SG
sơn	dipingere	sơn	dipingere	N	V;NFIN
sơn	dipingere	sơn	dipingere	N	V;NFIN
báo	quotidiano	báo	quotidiano	N	ADJ;MASC;SG
tìm	ricerca	tìm	ricerca	V	N;FEM;SG
tìm	finn	tìm	finn	V	N;SG
giao	interfacce	giao	interfaccere	V	N;FEM;PL
giao	interfaccia	giao	interfaccia	V	N;FEM;SG
tương	xiang	tương	xiang		N;MASC;SG
bạn	te	bạn	te	N	PRO;SG;2
bạn	tu	bạn	tu	N	PRO;SG;2
bạn	voi	bạn	voi	N	PRO;PL;2
hữu	proprietaria	hữu	proprietario		N;FEM;SG
hữu	titolare	hữu	titolare		N;SG
hữu	proprietario	hữu	proprietario		N;MASC;SG
hữu	possiede	hữu	possedere		V;IND;SG;3;PRS;FIN
thay	cambiamento	thay	cambiamento	V	N;MASC;SG
thay	variazione	thay	variazione	V	N;FEM;SG
nhiệt	termica	nhiệt	termica	N	ADJ;FEM;SG
nhiệt	termico	nhiệt	termico	N	ADJ;MASC;SG
gần	quasi	gần	quasi	ADJ	ADV
gần	chiudi	gần	chiudere	ADJ	V;IND;SG;2;PRS;FIN
gần	chiudete	gần	chiudere	ADJ	V;IMP;PL;2;PRS;FIN
gần	vicino	gần	vicino	ADJ	ADV
cứu	salva	cứu	salvo	V	ADJ;FEM;SG
cứu	save	cứu	savere	V	N
cứu	aiuto	cứu	aiuto	V	N;MASC;SG
cứu	salvataggio	cứu	salvataggio	V	N;MASC;SG
cứu	soccorso	cứu	soccorso	V	N;MASC;SG
cứu	rescue	cứu	rescue	V	N
quyết	determinato	quyết	determinato	N	ADJ;MASC;SG
quyết	determinata	quyết	determinare	N	V;FEM;SG;PST;V.PTCP
quyết	deciso	quyết	decidere	N	V;MASC;SG;PST;V.PTCP
quyết	decise	quyết	decidere	N	V;IND;SG;3;PST;FIN
quyết	decisi	quyết	decidere	N	ADJ;MASC;PL
thương	feriti	thương	ferito	V	N;MASC;PL
thương	carina	thương	carina	V	ADJ;FEM;SG
thương	carino	thương	carino	V	ADJ;MASC;SG
thương	carini	thương	carino	V	ADJ;MASC;PL
thương	feriti	thương	ferito	V	N;MASC;PL
hát	canti	hát	canto	V	N;MASC;PL
hát	sing	hát	sing	V	N
hát	canto	hát	canto	V	N;MASC;SG
phục	server	phục	servere	V	N;MASC
tuổi	antico	tuổi	antico	N	ADJ;MASC;SG
tuổi	vecchi	tuổi	vecchio	N	ADJ;MASC;PL
tuổi	vecchio	tuổi	vecchio	N	ADJ;MASC;SG
tuổi	vecchia	tuổi	vecchio	N	ADJ;FEM;SG
tân	tan	tân	tan	N	
cần	bisogno	cần	bisogno	V	N;MASC;SG
cần	necessità	cần	necessità	V	N;FEM
hoàn	eroe	hoàn	eroe		N;MASC;SG
hoàn	hero	hoàn	hero		N;MASC
hoàn	eroi	hoàn	eroe		N;MASC;PL
hoàn	huan	hoàn	huan		N;MASC;SG
chơi	game	chơi	game	V	N
chơi	gioco	chơi	gioco	V	N;MASC;SG
chơi	partita	chơi	partita	V	N;FEM;SG
chơi	selvaggina	chơi	selvaggina	V	N;FEM;SG
long	lungo	long	lungo	N	ADJ;MASC;SG
long	lunghe	long	lungo	N	ADJ;FEM;PL
long	lunga	long	lungo	N	ADJ;FEM;SG
long	lunghi	long	lungo	N	ADJ;MASC;PL
đóng	chiusura	đóng	chiusura	V	N;FEM;SG
đóng	chiusi	đóng	chiuso	V	ADJ;MASC;PL
đóng	chiuse	đóng	chiuso	V	ADJ;FEM;PL
đóng	chiuso	đóng	chiuso	V	ADJ;MASC;SG
dẫn	piombo	dẫn	piombo	V	N;MASC;SG
quá	too	quá	too		
quá	troppo	quá	troppo		ADV
thắng	vincere	thắng	vincere	N	V;NFIN
thắng	vincitrice	thắng	vincitore	N	ADJ;FEM;SG
thắng	vincente	thắng	vincente	N	ADJ;SG
thắng	vincendo	thắng	vincere	N	V;V.MSDR
thắng	vincere	thắng	vincere	N	V;NFIN
thắng	vinto	thắng	vincere	N	V;MASC;SG;PST;V.PTCP
thắng	vinti	thắng	vincere	N	V;MASC;PL;PST;V.PTCP
thắng	vince	thắng	vincere	N	V;IND;SG;3;PRS;FIN
mang	mang	mang	mang	V	N;MASC;SG
giáp	armature	giáp	armatura	V	N;FEM;PL
giáp	armatura	giáp	armatura	V	N;FEM;SG
giáp	corazza	giáp	corazza	V	N;FEM;SG
giáp	armatura	giáp	armatura	V	N;FEM;SG
huy	hui	huy	hui	N	
giữ	hold	giữ	hold	V	N
nga	russo	nga	russo	N	ADJ;MASC;SG
nga	russa	nga	russo	N	ADJ;FEM;SG
nga	nga	nga	nga	N	V;IND;SG;3;PRS;FIN
triệu	zhao	triệu	zhao	NUM	N;MASC;SG
triệu	milioni	triệu	milione	NUM	N;MASC;PL
phép	permesso	phép	permettere	N	V;MASC;SG;PST;V.PTCP
phép	permesso	phép	permettere	N	V;MASC;SG;PST;V.PTCP
phép	ammessi	phép	ammettere	N	V;MASC;PL;PST;V.PTCP
phép	consentito	phép	consentire	N	V;MASC;SG;PST;V.PTCP
phép	consentita	phép	consentire	N	V;FEM;SG;PST;V.PTCP
new	novità	new	novità		N;FEM
new	nuovi	new	nuovo		ADJ;MASC;PL
new	nuovo	new	nuovo		ADJ;MASC;SG
new	nuove	new	nuovo		ADJ;FEM;PL
new	nuova	new	nuovo		ADJ;FEM;SG
yếu	debole	yếu	debole	N	ADJ;SG
yếu	deboli	yếu	debole	N	ADJ;PL
mật	segreto	mật	segreto	N	ADJ;MASC;SG
ghi	scrittura	ghi	scrittura	V	N;FEM;SG
sao	perchè	sao	perché	PROPN	ADV
sao	perché	sao	perché	PROPN	ADV
sao	why	sao	why	PROPN	ADJ;SG
giả	jia	giả	jia		N;MASC
giả	falsi	giả	falso		ADJ;MASC;PL
giả	falsa	giả	falso		ADJ;FEM;SG
giả	false	giả	falso		ADJ;FEM;PL
giả	falso	giả	falso		ADJ;MASC;SG
giả	falsa	giả	falso		ADJ;FEM;SG
giả	falsi	giả	falso		ADJ;MASC;PL
giả	falso	giả	falso		ADJ;MASC;SG
giả	finto	giả	finto		ADJ;MASC;SG
giả	fake	giả	fake		N
giả	finta	giả	finta		N;FEM;SG
cung	prua	cung	prua	V	N;FEM;SG
cung	fiocco	cung	fiocco	V	N;MASC;SG
cung	arco	cung	arco	V	N;MASC;SG
cung	inchino	cung	inchino	V	N;MASC;SG
cung	bow	cung	bow	V	N
cung	archi	cung	arco	V	N;MASC;PL
cung	fiocchi	cung	fiocco	V	N;MASC;PL
chống	coraggio	chống	coraggio	V	N;MASC;SG
chống	contrari	chống	contrario	V	ADJ;MASC;PL
chống	against	chống	against	V	
chống	contro	chống	contro	V	ADP
nhập	input	nhập	input	V	N;MASC
nhập	immissione	nhập	immissione	V	N;FEM;SG
nhập	importazione	nhập	importazione	V	N;FEM;SG
nhập	import	nhập	import	V	N;MASC
chết	die	chết	die	V	N;MASC;SG
chết	death	chết	death	V	N
chết	decesso	chết	decesso	V	N;MASC;SG
chết	morte	chết	morte	V	N;FEM;SG
chết	morti	chết	morto	V	N;MASC;PL
chết	dead	chết	dead	V	N
lạc	lạc	lạc	leco	N	ADJ;SG
chung	mutua	chung	mutua	ADJ	N;FEM;SG
chung	chung	chung	chung	ADJ	N;SG
chung	universal	chung	universal	ADJ	N;FEM;SG
chung	generali	chung	generale	ADJ	N;MASC;PL
chung	general	chung	general	ADJ	N;FEM;SG
chung	generalità	chung	generalità	ADJ	N;FEM
chung	comuni	chung	comune	ADJ	N;MASC;PL
chung	common	chung	common	ADJ	N
trần	chan	trần	chan	N	
tất	calza	tất	calza		N;FEM;SG
mạnh	meng	mạnh	meng	ADJ	PROPN
mạnh	strong	mạnh	strong	ADJ	N
trái	sinistro	trái	sinistro		N;MASC;SG
trái	sinistra	trái	sinistra		N;FEM;SG
trái	lasciato	trái	lasciare		V;MASC;SG;PST;V.PTCP
từng	ever	từng	evere	PROPN	
bán	vendita	bán	vendita	V	N;FEM;SG
bán	vendite	bán	vendita	V	N;FEM;PL
bán	vendita	bán	vendita	V	N;FEM;SG
rộng	ampiezza	rộng	ampiezza	ADJ	N;FEM;SG
rộng	larghezza	rộng	larghezza	ADJ	N;FEM;SG
rộng	wide	rộng	wide	ADJ	N
thủy	streghe	thủy	strego	V	N;FEM;PL
thủy	strega	thủy	stregare	V	N;FEM;SG
thủy	shui	thủy	shuo	V	N;MASC;SG
album	registrare	album	registrare	N	V;NFIN
album	registra	album	registrare	N	V;IND;SG;3;PRS;FIN
giờ	adesso	giờ	adesso	N	ADV
giờ	ora	giờ	ora	N	ADV
mỗi	ogni	mỗi	ogni	NUM	DET;SG
mỗi	ciascuno	mỗi	ciascuno	NUM	PRO;MASC;SG
mỗi	ognuno	mỗi	ognuno	NUM	PRO;MASC;SG
mỗi	ogni	mỗi	ogni	NUM	DET;SG
mỗi	ciascuna	mỗi	ciascuno	NUM	DET;FEM;SG
núi	montare	núi	montare	N	V;NFIN
núi	monta	núi	monta	N	V;IND;SG;3;PRS;FIN
sang	lussuoso	sang	lussuoso	V	ADJ;MASC;SG
sang	lussuosi	sang	lussuoso	V	ADJ;MASC;PL
sang	lussuose	sang	lussuoso	V	ADJ;FEM;PL
sang	lussuosa	sang	lussuoso	V	ADJ;FEM;SG
sang	sang	sang	sang	V	N;SG
phản	tradimento	phản	tradimento	V	N;MASC;SG
yêu	amati	yêu	amare	V	ADJ;MASC;PL
yêu	love	yêu	love	V	N
yêu	amore	yêu	amore	V	N;MASC;SG
yêu	affettuoso	yêu	affettuoso	V	ADJ;MASC;SG
yêu	amorevole	yêu	amorevole	V	ADJ;SG
kiện	sue	kiện	suo	V	DET;FEM;PL
biên	bien	biên	bieno	N	
biên	biên	biên	biên	N	ADJ;SG
align	allinea	align	allineo		V;IND;SG;3;PRS;FIN
align	allinearsi	align	allinearse		V;IND;SG;3;PRS;FIN
align	allineare	align	allineare		V;NFIN
align	allineamento	align	allineamento		N;MASC;SG
độc	alone	độc	alone	ADJ	N;MASC
độc	avvelenato	độc	avvelenare	ADJ	V;MASC;SG;PST;V.PTCP
độc	avvelenati	độc	avvelenato	ADJ	V;MASC;PL;PST;V.PTCP
độc	avvelenata	độc	avvelenare	ADJ	V;FEM;SG;PST;V.PTCP
hiệp	tondo	hiệp	tondo	N	ADJ;MASC;SG
hiệp	rotondo	hiệp	rotondo	N	ADJ;MASC;SG
giúp	aiuto	giúp	aiuto	V	N;MASC;SG
nha	dentisti	nha	dentista		N;MASC;PL
nha	dentista	nha	dentista		N;SG
nha	nha	nha	nha		N;MASC
nha	dentale	nha	dentale		ADJ;SG
phá	break	phá	break	V	N;MASC
phá	pausa	phá	pausa	V	N;FEM;SG
phá	breaking	phá	breaking	V	N;MASC
phổ	prussiano	phổ	prussiano	N	ADJ;MASC;SG
phổ	prussiana	phổ	prussiano	N	ADJ;FEM;SG
tay	armare	tay	armare	N	V;NFIN
quảng	kuang	quảng	kuang	N	ADJ;SG
quảng	quảng	quảng	quảng	N	ADJ;SG
rồi	allora	rồi	allora	CONJ	ADV
rồi	poi	rồi	poi	CONJ	ADV
chia	condivisi	chia	condividere	V	ADJ;MASC;PL
chia	condivisa	chia	condividere	V	ADJ;FEM;SG
chia	divise	chia	divisa	V	N;FEM;PL
chia	spalato	chia	spalato	V	ADJ;MASC;SG
chia	split	chia	split	V	N
tiết	xue	tiết	xue	N	PROPN
ruồi	vola	ruồi	volare	N	V;IND;SG;3;PRS;FIN
ruồi	volare	ruồi	volare	N	V;NFIN
ruồi	vola	ruồi	volare	N	V;IND;SG;3;PRS;FIN
phạm	criminali	phạm	criminale	N	ADJ;PL
phạm	phạm	phạm	phạm	N	ADJ;SG
phạm	criminale	phạm	criminale	N	ADJ;SG
chọn	selezione	chọn	selezione	V	N;FEM;SG
lục	verde	lục	verde	N	ADJ;SG
đai	deportati	đai	deportare	N	V;MASC;PL;PST;V.PTCP
trực	diretta	trực	diretta	V	N;FEM;SG
trực	direct	trực	direct	V	N
trực	diretto	trực	diretto	V	ADJ;MASC;SG
phiên	version	phiên	version	N	
dung	contenuti	dung	contenuto		N;MASC;PL
dung	contenuto	dung	contenuto		N;MASC;SG
dung	letame	dung	letame		N;MASC;SG
dung	sterco	dung	sterco		N;MASC;SG
dung	contenuti	dung	contenuto		N;MASC;PL
dung	contenuto	dung	contenuto		N;MASC;SG
bệnh	malata	bệnh	malato	N	ADJ;FEM;SG
bệnh	malato	bệnh	malato	N	ADJ;MASC;SG
vòng	intorno	vòng	intorno	N	ADV
vòng	attorno	vòng	attorno	N	ADV
vòng	tondo	vòng	tondo	N	ADJ;MASC;SG
vòng	rotondo	vòng	rotondo	N	ADJ;MASC;SG
đào	scavare	đào	scavare	N	V;NFIN
đào	scava	đào	scavare	N	V;IMP;SG;3;PRS;FIN
khai	khai	khai	khai	V	N;MASC;SG
khai	rivendicazioni	khai	rivendicazione	V	N;FEM;PL
tốt	bene	tốt	bene	ADJ	ADV
trợ	modificatore	trợ	modificatore	V	N;MASC;SG
lệnh	comandi	lệnh	comando		N;MASC;PL
lệnh	comandi	lệnh	comando		N;MASC;PL
lệnh	comando	lệnh	comando		N;MASC;SG
lệnh	ordinanze	lệnh	ordinanza		N;FEM;PL
lệnh	ordinazioni	lệnh	ordinazione		N;FEM;PL
lệnh	ordini	lệnh	ordine		N;MASC;PL
chuẩn	standard	chuẩn	standard	V	N;MASC
chuẩn	normale	chuẩn	normale	V	ADJ;SG
chuẩn	normali	chuẩn	normale	V	ADJ;PL
chuẩn	normalità	chuẩn	normalità	V	N;FEM
gây	apparsi	gây	apparire	V	
duy	duy	duy	duy	N	ADJ;SG
duy	solo	duy	solo	N	ADV
duy	only	duy	only	N	
duy	soltanto	duy	soltanto	N	ADV
thiếu	mancante	thiếu	mancante	V	ADJ;SG
thiếu	mancanti	thiếu	mancante	V	ADJ;PL
hết	tutto	hết	tutto	V	PRO;MASC;SG
hết	everything	hết	everything	V	N
hết	tutto	hết	tutto	V	PRO;MASC;SG
hết	tutte	hết	tutto	V	DET;FEM;PL
hết	tutti	hết	tutto	V	PRO;MASC;PL
hết	over	hết	over	V	N
hết	oltre	hết	oltre	V	ADV
hán	han	hán	avere	N	V;IND;PL;3;PRS;FIN
hầu	quasi	hầu	quasi		ADV
hầu	hou	hầu	hou		N;MASC
mặc	usura	mặc	usura	V	N;FEM;SG
tuyến	lineare	tuyến	lineare	N	ADJ;SG
tuyến	lineari	tuyến	lineare	N	ADJ;PL
hạn	limitare	hạn	limitare	N	V;NFIN
gốc	originale	gốc	originale		ADJ;SG
gốc	original	gốc	original		N;SG
gốc	originali	gốc	originale		N;MASC;PL
muốn	will	muốn	will	V	
muốn	testamento	muốn	testamento	V	N;MASC;SG
muốn	volontà	muốn	volontà	V	N;FEM
muốn	wanna	muốn	wanna	V	N
trùng	duplicato	trùng	duplicato	V	ADJ;MASC;SG
trùng	duplicazione	trùng	duplicazione	V	N;FEM;SG
trùng	duplicati	trùng	duplicare	V	N;MASC;PL
đĩa	dischi	đĩa	disco		N;MASC;PL
đĩa	disc	đĩa	disc		N;MASC
đĩa	disco	đĩa	disco		N;MASC;SG
đĩa	placca	đĩa	placca		N;FEM;SG
đĩa	piastra	đĩa	piastra		N;FEM;SG
đĩa	piatto	đĩa	piatto		N;MASC;SG
đĩa	dischetto	đĩa	dischetto		N;MASC;SG
đĩa	disco	đĩa	disco		N;MASC;SG
khỏi	dal	khỏi	dal	V	ADJ;SG
khỏi	dalla	khỏi	dalla	V	ADJ;SG
khỏi	from	khỏi	from	V	
khỏi	da	khỏi	da	V	ADP
tưởng	pensiero	tưởng	pensiero	V	N;MASC;SG
lâm	lam	lâm	lam	N	V;IND;SG;2;PRS;FIN
lâm	lin	lâm	lin	N	
vàng	gialla	vàng	giallo	N	ADJ;FEM;SG
hàn	coreano	hàn	coreano	N	ADJ;MASC;SG
hàn	corea	hàn	corea	N	ADJ;FEM;SG
hàn	han	hàn	avere	N	V;IND;PL;3;PRS;FIN
ngay	immediatamente	ngay	immediatamente	PART	ADV
ngay	subito	ngay	subito	PART	ADV
ngay	adesso	ngay	adesso	PART	ADV
ngay	ora	ngay	ora	PART	ADV
cận	chiusura	cận	chiusura	V	N;FEM;SG
cận	cardinale	cận	cardinale	V	N;MASC;SG
cận	cardinal	cận	cardinal	V	N;MASC;SG
noctuidae	noctuidae	noctuidae	noctuida	N	V;IND;SG;3;PRS;FIN
đậu	fagiolo	đậu	fagiolo	V	N;MASC;SG
đậu	fagioli	đậu	fagiolo	V	N;MASC;PL
đậu	bean	đậu	bean	V	N
đậu	fagioli	đậu	fagiolo	V	N;MASC;PL
đậu	chicchi	đậu	chicco	V	N;MASC;PL
đậu	preghiere	đậu	preghiere	V	N;FEM;PL
đậu	preghiera	đậu	preghiera	V	N;FEM;SG
khách	invitati	khách	invitare	N	V;MASC;PL;PST;V.PTCP
địch	nemica	địch	nemica	N	ADJ;FEM;SG
địch	ostili	địch	ostile	N	ADJ;PL
địch	ostile	địch	ostile	N	ADJ;SG
thánh	sacro	thánh	sacro	N	ADJ;MASC;SG
thánh	porca	thánh	porca	N	ADJ;FEM;SG
phó	vice	phó	vice		ADJ
phó	vizio	phó	vizio		N;MASC;SG
phó	vice	phó	vice		ADJ
linh	spirituali	linh	spirituale	N	ADJ;PL
linh	spirituale	linh	spirituale	N	ADJ;SG
chạy	running	chạy	running	V	N
chạy	run	chạy	run	V	N
chạy	drive	chạy	drive	V	N
thuận	shun	thuận	shun	ADJ	N;MASC;SG
thuận	deal	thuận	deale	ADJ	N;MASC
tức	istantanea	tức	istantaneo		ADJ;FEM;SG
tức	istantaneo	tức	istantaneo		ADJ;MASC;SG
tức	immediata	tức	immediato		ADJ;FEM;SG
tức	immediati	tức	immediato		ADJ;MASC;PL
tức	immediata	tức	immediato		ADJ;FEM;SG
tức	immediato	tức	immediato		ADJ;MASC;SG
tức	immediate	tức	immediato		ADJ;FEM;PL
tức	sur	tức	sur		N;SG
truy	implacabile	truy	implacabile	V	ADJ;SG
truy	inesorabile	truy	inesorabile	V	ADJ;SG
truy	inesorabilmente	truy	inesorabilmente	V	ADV
cực	molto	cực	molto		ADV
cực	polari	cực	polare		N;MASC;PL
cực	polare	cực	polare		ADJ;SG
cực	pole	cực	pole		N;FEM;SG
cực	palo	cực	palo		N;MASC;SG
lâu	long	lâu	long	ADJ	N
blank	vuoto	blank	vuoto	V	N;MASC;SG
blank	bianco	blank	bianco	V	ADJ;MASC;SG
bại	sconfitta	bại	sconfitta	V	N;FEM;SG
bại	disfatta	bại	disfatta	V	N;FEM;SG
bại	sconfitta	bại	sconfitta	V	N;FEM;SG
chu	probabilmente	chu	probabilmente		ADV
chu	zhu	chu	zhu		N;MASC;SG
chu	chu	chu	chu		N;SG
chu	zhou	chu	zhou		N;MASC;SG
ước	augurio	ước	augurio		N;MASC;SG
ước	desiderio	ước	desiderio		N;MASC;SG
ước	desideri	ước	desiderio		V;IND;SG;2;PRS;FIN
ước	desiderare	ước	desiderare		V;NFIN
ước	desiderando	ước	desiderare		V;V.MSDR
chuyên	specialisti	chuyên	specialista	ADJ	N;MASC;PL
chuyên	specialista	chuyên	specialista	ADJ	N;SG
lai	futuro	lai	futuro		ADJ;MASC;SG
lai	futura	lai	futuro		ADJ;FEM;SG
lai	future	lai	futuro		ADJ;FEM;PL
lai	futuri	lai	futuro		ADJ;MASC;PL
lai	lai	lai	la		N;SG
san	san	san	sano		PROPN
nền	antecedenti	nền	antecedente		N;MASC;PL
nền	sfondo	nền	sfondo		N;MASC;SG
nền	background	nền	background		ADJ;MASC;SG
style	stile	style	stile		N;MASC;SG
style	style	style	style		N
song	gemelli	song	gemello	CONJ	N;MASC;PL
song	twin	song	twin	CONJ	N
song	gemello	song	gemello	CONJ	N;MASC;SG
song	genitori	song	genitore	CONJ	N;MASC;PL
song	canto	song	canto	CONJ	N;MASC;SG
song	canzone	song	canzone	CONJ	N;FEM;SG
song	song	song	song	CONJ	N
giai	melodia	giai	melodia		N;FEM;SG
giai	melody	giai	melody		N
quay	rotazione	quay	rotazione	V	N;FEM;SG
quay	ruota	quay	ruota	V	N;FEM;SG
quay	quay	quay	quay	V	N;MASC
quay	banchina	quay	banchina	V	N;FEM;SG
quay	turn	quay	turn	V	N
quay	rotazione	quay	rotazione	V	N;FEM;SG
quay	spin	quay	spino	V	N;MASC
xuân	xuân	xuân	xuân	N	ADJ;SG
american	americano	american	americano	N	ADJ;MASC;SG
american	american	american	americano	N	ADJ;FEM;SG
american	americana	american	americano	N	ADJ;FEM;SG
cerambycidae	cerambycidae	cerambycidae	cerambycida		ADJ;FEM;SG
thưởng	bonus	thưởng	bonus	V	N;MASC
thưởng	ricompense	thưởng	ricompensa	V	N;FEM;PL
thưởng	ricompensa	thưởng	ricompensa	V	N;FEM;SG
list	lista	list	lista	ADJ	N;FEM;SG
list	elenco	list	elenco	ADJ	N;MASC;SG
xuống	down	xuống	down	V	N
xuống	giù	xuống	giù	V	ADJ;MASC;SG
đứng	standing	đứng	standing	V	N;MASC;SG
đứng	stand	đứng	stand	V	N;MASC
truyện	leggere	truyện	leggere	N	V;NFIN
môn	sottile	môn	sottile	N	ADJ;SG
phóng	scala	phóng	scala	V	N;FEM;SG
phóng	lancio	phóng	lancio	V	N;MASC;SG
phóng	varo	phóng	varo	V	ADJ;MASC;SG
đốc	governatori	đốc	governatore		N;MASC;PL
đốc	governatore	đốc	governatore		N;MASC;SG
khởi	start	khởi	start	V	N;MASC
khởi	inizio	khởi	inizio	V	N;MASC;SG
bầu	votazioni	bầu	votazione	V	N;FEM;PL
bầu	voto	bầu	voto	V	N;MASC;SG
bầu	votazione	bầu	votazione	V	N;FEM;SG
bầu	incinta	bầu	incinto	V	N;FEM;SG
bầu	incinte	bầu	incinte	V	N;FEM;PL
mềm	soffice	mềm	soffice	N	ADJ;SG
mềm	morbido	mềm	morbido	N	ADJ;MASC;SG
mềm	morbidi	mềm	morbido	N	ADJ;MASC;PL
mềm	morbida	mềm	morbido	N	ADJ;FEM;SG
giành	guadagno	giành	guadagno	V	N;MASC;SG
cửa	porta	cửa	portare	N	V;IND;SG;3;PRS;FIN
giết	uccisione	giết	uccisione	V	N;FEM;SG
giết	uccisioni	giết	uccisione	V	N;FEM;PL
giết	kill	giết	kill	V	N
nhanh	quick	nhanh	quick	ADJ	N
nhanh	fast	nhanh	fast	ADJ	N
nhanh	velocemente	nhanh	velocemente	ADJ	ADV
nhanh	rapidamente	nhanh	rapidamente	ADJ	ADV
thấp	low	thấp	low	ADJ	V;IND;SG;2;PRS;FIN
kiểu	digita	kiểu	digitare	N	V;IMP;SG;2;PRS;FIN
hương	assaggia	hương	assaggiare	N	V;IMP;SG;3;PRS;FIN
nghiệm	esperimenti	nghiệm	esperimento	V	N;MASC;PL
tối	scuro	tối	scuro	N	ADJ;MASC;SG
giảm	diminuzione	giảm	diminuzione	V	N;FEM;SG
giảm	decremento	giảm	decremento	V	N;MASC;SG
giảm	meno	giảm	meno	V	ADV
bắn	sparate	bắn	sparata	V	N;FEM;PL
bắn	sparatoria	bắn	sparatoria	V	N;FEM;SG
bắn	shooting	bắn	shooting	V	N
bắn	tiro	bắn	tiro	V	N;MASC;SG
bắn	riprese	bắn	riprendere	V	N;FEM;PL
bắn	scatto	bắn	scatto	V	N;MASC;SG
bắn	shot	bắn	shot	V	N
bắn	tiro	bắn	tiro	V	N;MASC;SG
nhằm	ribaltato	nhằm	ribaltato		V;MASC;SG;PST;V.PTCP
đôi	coppia	đôi	coppia	NUM	N;FEM;SG
đôi	doppio	đôi	doppio	NUM	ADJ;MASC;SG
đôi	doppi	đôi	doppio	NUM	ADJ;MASC;PL
đôi	doppia	đôi	doppio	NUM	ADJ;FEM;SG
đôi	coppia	đôi	coppia	NUM	N;FEM;SG
đôi	talvolta	đôi	talvolta	NUM	ADV
đôi	doppio	đôi	doppio	NUM	ADJ;MASC;SG
đôi	doppi	đôi	doppio	NUM	ADJ;MASC;PL
đôi	raddoppia	đôi	raddoppiare	NUM	V;IND;SG;3;PRS;FIN
lĩnh	conquistato	lĩnh	conquistare	N	V;MASC;SG;PST;V.PTCP
lĩnh	conquistata	lĩnh	conquistare	N	V;FEM;SG;PST;V.PTCP
lĩnh	conquistati	lĩnh	conquistare	N	V;MASC;PL;PST;V.PTCP
cáo	segnala	cáo	segnalare	N	V;IND;SG;3;PRS;FIN
sai	sbagliata	sai	sbagliato	ADJ	V;FEM;SG;PST;V.PTCP
sai	sbagliato	sai	sbagliare	ADJ	V;MASC;SG;PST;V.PTCP
sai	errori	sai	errore	ADJ	N;MASC;PL
sai	errore	sai	errore	ADJ	N;MASC;SG
sửa	edit	sửa	edit	V	N;MASC
sửa	modifica	sửa	modifica	V	N;FEM;SG
sửa	rettifica	sửa	rettificare	V	N;FEM;SG
sửa	correzione	sửa	correzione	V	N;FEM;SG
dựa	based	dựa	based	V	N
dựa	basato	dựa	basato	V	ADJ;MASC;SG
tuyển	assunzioni	tuyển	assunzione	V	N;FEM;PL
tuyển	noleggio	tuyển	noleggio	V	N;MASC;SG
nặng	heavy	nặng	heavy	ADJ	N
ngành	suo	ngành	suo	N	DET;MASC;SG
ngành	his	ngành	his	N	
isbn	isbn	isbn	isbn		N;MASC;PL
trắng	bianca	trắng	bianco	N	ADJ;FEM;SG
trắng	bianco	trắng	bianco	N	ADJ;MASC;SG
trắng	bianche	trắng	bianco	N	ADJ;FEM;PL
đọc	leggi	đọc	legge	V	N;FEM;PL
đọc	letture	đọc	lettura	V	N;FEM;PL
đọc	lettura	đọc	lettura	V	N;FEM;SG
đọc	les	đọc	le	V	
xung	impulso	xung	impulso	V	N;MASC;SG
xung	conflitto	xung	conflitto	V	N;MASC;SG
xung	conflitti	xung	conflitto	V	N;MASC;PL
hại	harm	hại	harm	V	N;MASC
quý	pregiati	quý	pregiato	N	ADJ;MASC;PL
quý	preziosi	quý	prezioso	N	ADJ;MASC;PL
quý	preziosa	quý	prezioso	N	ADJ;FEM;SG
quý	prezioso	quý	prezioso	N	ADJ;MASC;SG
quý	preziose	quý	prezioso	N	ADJ;FEM;PL
hưng	impiccato	hưng	impiccare	N	V;MASC;SG;PST;V.PTCP
hưng	appeso	hưng	appendere	N	V;MASC;SG;PST;V.PTCP
luyện	formazione	luyện	formazione	V	N;FEM;SG
luyện	addestramento	luyện	addestramento	V	N;MASC;SG
thật	real	thật	real	PART	N
thật	reali	thật	reale	PART	ADJ;PL
thật	reale	thật	reale	PART	ADJ;SG
thật	veri	thật	vero	PART	ADJ;MASC;PL
thật	true	thật	trua	PART	N
thật	vero	thật	vero	PART	ADJ;MASC;SG
thật	truth	thật	truth	PART	N;MASC;SG
thật	verità	thật	verità	PART	N;FEM
thật	verita	thật	verita	PART	N;FEM;SG
