پِگھلانا	topi	پِگھلانا	topiti	V;MASC;SG;NFIN;ACT	N;NOM;MASC;SG
پوشِش	odeja	پوشِش	odeja	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پوشِش	oblačilo	پوشِش	oblačilo	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
پوشِش	lista	پوشِش	list	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پوشِش	list	پوشِش	list	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پوشِش	obleke	پوشِش	obleka	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
پوشِش	oblačila	پوشِش	oblačilo	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;PL
پوشِش	pokrivanje	پوشِش	pokrivanje	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
پوشِش	obleko	پوشِش	obleka	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
پوشِش	obleka	پوشِش	obleka	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پوشہ	pecljem	پوشہ	pecelj	PROPN;NOM;MASC;SG;3	N;DAT;MASC;PL
پوشیدگی	dvoumnosti	پوشیدگی	dvoumnost	PROPN;NOM;MASC;SG;3	N;GEN;FEM;SG
پوشیدگی	tajnost	پوشیدگی	tajnost	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پوشیدگی	dvoumnosti	پوشیدگی	dvoumnost	PROPN;NOM;MASC;SG;3	N;GEN;FEM;SG
پوشیدگی	tajnost	پوشیدگی	tajnost	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پوشیدگی	prikrivanje	پوشیدگی	prikrivanje	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
پوشیدنی	obleke	پوشیدنی	obleka	ADJ;NOM	N;NOM;FEM;PL
پوشیدنی	oblačil	پوشیدنی	oblačilo	ADJ;NOM	N;GEN;NEUT;PL
پوشیدنی	oblačila	پوشیدنی	oblačilo	ADJ;NOM	N;NOM;NEUT;PL
پوشیدنی	obleko	پوشیدنی	obleka	ADJ;NOM	N;ACC;FEM;SG
پوشیدنی	obleka	پوشیدنی	obleka	ADJ;NOM	N;NOM;FEM;SG
پوشیدہ	skrivaj	پوشیدہ	skrivaj	ADJ	ADV
پوشیدہ	skrivoma	پوشیدہ	skrivoma	ADJ	ADV
پوشیدہ	skrivnost	پوشیدہ	skrivnost	ADJ	N;NOM;FEM;SG
پوشیدہ	skrivaj	پوشیدہ	skrivaj	ADJ	ADV
پوشیدہ	skrivoma	پوشیدہ	skrivoma	ADJ	ADV
پوکھر	tanka	پوکھر	tanek	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
پوکھر	rezervoar	پوکھر	rezervoar	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پوکھر	tank	پوکھر	tanka	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پوکھر	ribniku	پوکھر	ribnik	PROPN;NOM;MASC;SG;3	N;DAT;MASC;SG
پوکھر	ribnik	پوکھر	ribnik	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پوکھر	bazen	پوکھر	bazen	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پوکھر	biljard	پوکھر	biljard	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پُول	denar	پُول	denar	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پُول	gotovino	پُول	gotovina	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
پُول	gotovina	پُول	gotovina	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پُول	bazen	پُول	bazen	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پُول	biljard	پُول	biljard	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پُول	kovanci	پُول	kovanec	PROPN;NOM;MASC;SG;3	N;NOM;MASC;PL
پُول	kovanec	پُول	kovanec	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پُول	ribniku	پُول	ribnik	PROPN;NOM;MASC;SG;3	N;DAT;MASC;SG
پُول	ribnik	پُول	ribnik	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پول	praznino	پول	praznina	N;NOM;MASC;SG;3	N;ACC;FEM;SG
پول	praznine	پول	praznina	N;NOM;MASC;SG;3	N;NOM;FEM;PL
پول	skrivna	پول	skriven	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
پول	skrivno	پول	skrivno	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
پولا	gobasto	پولا	gobasto	PROPN;NOM;MASC;SG;3	ADV
پولا	prazno	پولا	prazen	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
پولا	izprazni	پولا	izprazen	PROPN;NOM;MASC;SG;3	V;PFV;IND;SG;3;PRS;FIN
پولا	prazni	پولا	prazen	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;PL
پولا	prazna	پولا	prazen	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
پولا	prazen	پولا	prazen	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
پولا	mehko	پولا	mehek	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
پولا	mehka	پولا	mehek	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
پولا	mehke	پولا	mehek	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;PL
پولا	mehak	پولا	mehek	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
پولاد	močan	پولاد	močen	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
پولاد	močni	پولاد	močen	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;PL
پولاد	močno	پولاد	močno	PROPN;NOM;MASC;SG;3	ADV
پولاد	močna	پولاد	močen	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
پولاد	odločna	پولاد	odločen	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
پولاد	odločena	پولاد	odločen	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG;V.PTCP
پولاد	odločni	پولاد	odločen	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;PL
پولاد	odločen	پولاد	odločen	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG;V.PTCP
پولاد	trd	پولاد	trd	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
پَولی	vstop	پَولی	vstop	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پَولی	vhod	پَولی	vhod	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پَولی	vrata	پَولی	vrata	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;PL
پَولی	praga	پَولی	praga	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پَولی	prag	پَولی	prag	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پُولی	slamico	پُولی	slamica	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
پُولی	slame	پُولی	slama	PROPN;NOM;MASC;SG;3	N;GEN;FEM;SG
پُولی	slamo	پُولی	slama	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
پُولی	trava	پُولی	trava	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پُولی	trave	پُولی	trava	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
پُولی	travo	پُولی	trava	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
پوَن	zrak	پوَن	zrak	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پوَن	zračno	پوَن	zračen	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
پوَن	zračna	پوَن	zračen	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
پوَن	air	پوَن	air	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پوَن	vetru	پوَن	veter	PROPN;NOM;MASC;SG;3	N;DAT;MASC;SG
پوَن	veter	پوَن	veter	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پوَن	vetra	پوَن	veter	PROPN;NOM;MASC;SG;3	N;GEN;MASC;SG
پوَن	prečiščevanje	پوَن	prečiščevanje	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
پوَن	dih	پوَن	dih	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پوَن	vdih	پوَن	vdih	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پوَن	sapa	پوَن	sapa	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پَون	čar	پَون	čar		N;NOM;MASC;SG
پَون	šarm	پَون	šarm		N;NOM;MASC;SG
پَون	čara	پَون	čar		N;NOM;FEM;SG
پونا	fry	پونا	fry	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
پونا	kuhar	پونا	kuhara	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پونا	cook	پونا	cook	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
پونا	kuharica	پونا	kuharica	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پُونجا	snop	پُونجا	snop	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پُونجا	sveženj	پُونجا	sveženj	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پُونجا	zavitek	پُونجا	zavitek	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پُونجا	kup	پُونجا	kup	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پُونجی	power	پُونجی	power	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پُونجی	moč	پُونجی	moč	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پُونجی	stalež	پُونجی	stalež	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پُونجی	zaloge	پُونجی	zaloga	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
پُونجی	zaloga	پُونجی	zaloga	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پُونجی	pogum	پُونجی	pogum	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پُونجی	bogastva	پُونجی	bogastvo	PROPN;NOM;MASC;SG;3	N;GEN;NEUT;SG
پُونجی	bogastvo	پُونجی	bogastvo	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
پُونجی	premoženje	پُونجی	premoženje	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
پُونجی	pripadnost	پُونجی	pripadnost	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پُونجی	pripadnosti	پُونجی	pripadnost	PROPN;NOM;MASC;SG;3	N;GEN;FEM;SG
پُونجی	last	پُونجی	last	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پُونجی	lastnost	پُونجی	lastnost	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پُونجی	premoženje	پُونجی	premoženje	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
پُونجی	nepremičnine	پُونجی	nepremičnina	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
پُونجی	lastnina	پُونجی	lastnina	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پُونجی	zmogljivosti	پُونجی	zmogljivost	PROPN;NOM;MASC;SG;3	N;GEN;FEM;SG
پُونجی	zmogljivost	پُونجی	zmogljivost	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پُونجی	kapaciteta	پُونجی	kapaciteta	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پُونجی	kapitala	پُونجی	kapital	PROPN;NOM;MASC;SG;3	N;GEN;MASC;SG
پُونجی	prestolnica	پُونجی	prestolnica	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پُونجی	kapital	پُونجی	kapital	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پونچنا	cist	پونچنا	cist	V;SG;NFIN;ACT	
پونچنا	čist	پونچنا	čist	V;SG;NFIN;ACT	
پُونچھ	rep	پُونچھ	rep	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پُونچھ	tail	پُونچھ	taiti	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پُونچھ	parazit	پُونچھ	parazit	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پونچھن	zavrniti	پونچھن	zavrniti	PROPN;NOM;MASC;SG;3	V;PFV;NFIN
پونچھن	zavrne	پونچھن	zavrniti	PROPN;NOM;MASC;SG;3	V;PFV;IND;SG;3;PRS;FIN
پونچھن	smeti	پونچھن	smet	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
پونچھنا	prah	پونچھنا	prah	V;SG;NFIN;ACT	N;NOM;MASC;SG
پونچھنا	praha	پونچھنا	praha	V;SG;NFIN;ACT	N;GEN;MASC;SG
پونچھنا	cist	پونچھنا	cist	V;SG;NFIN;ACT	
پونچھنا	čist	پونچھنا	čist	V;SG;NFIN;ACT	
پونگا	prazno	پونگا	prazen	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
پونگا	izprazni	پونگا	izprazen	PROPN;NOM;MASC;SG;3	V;PFV;IND;SG;3;PRS;FIN
پونگا	prazni	پونگا	prazen	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;PL
پونگا	prazna	پونگا	prazen	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
پونگا	prazen	پونگا	prazen	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
پونگا	votlo	پونگا	votlo	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پُونگڑا	poba	پُونگڑا	poba	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پُونگڑا	deček	پُونگڑا	deček	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پُونگڑا	fant	پُونگڑا	fant	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پُونگڑا	fantek	پُونگڑا	fantek	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پُونگڑا	sinko	پُونگڑا	sinko	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پُونگڑا	sine	پُونگڑا	sine	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پُونگڑا	sin	پُونگڑا	sin	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پُونگڑا	son	پُونگڑا	son	PROPN;NOM;MASC;SG;3	
پوہا	govedo	پوہا	goveda	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
پوہا	živina	پوہا	živina	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پوہا	goveda	پوہا	govedati	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پویا	teče	پویا	teči	PROPN;NOM;MASC;SG;3	V;IPFV;IND;SG;3;PRS;FIN
پویا	tek	پویا	tek	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پویا	teči	پویا	teči	PROPN;NOM;MASC;SG;3	V;IPFV;NFIN
پویہ	canter	پویہ	canter	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پہ	toda	پہ	toda		CONJ
پہ	ampak	پہ	ampak		CONJ
پہ	vendar	پہ	vendar		CONJ
پہ	še	پہ	še		PART
پہاڑ	ogromen	پہاڑ	ogromen	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
پہاڑ	ogromno	پہاڑ	ogromen	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
پہاڑ	ogromna	پہاڑ	ogromen	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
پہاڑ	ogromne	پہاڑ	ogromen	N;NOM;MASC;SG;3	ADJ;NOM;FEM;PL
پہاڑ	močan	پہاڑ	močen	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
پہاڑ	močni	پہاڑ	močen	N;NOM;MASC;SG;3	ADJ;NOM;MASC;PL
پہاڑ	močno	پہاڑ	močno	N;NOM;MASC;SG;3	ADV
پہاڑ	močna	پہاڑ	močen	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
پہاڑ	gorsko	پہاڑ	gorski	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
پہاڑ	gorski	پہاڑ	gorski	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
پہاڑ	goro	پہاڑ	gora	N;NOM;MASC;SG;3	N;ACC;FEM;SG
پہاڑ	ogromen	پہاڑ	ogromen	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
پہاڑ	ogromno	پہاڑ	ogromen	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
پہاڑ	ogromna	پہاڑ	ogromen	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
پہاڑ	ogromne	پہاڑ	ogromen	N;NOM;MASC;SG;3	ADJ;NOM;FEM;PL
پہاڑ	močan	پہاڑ	močen	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
پہاڑ	močni	پہاڑ	močen	N;NOM;MASC;SG;3	ADJ;NOM;MASC;PL
پہاڑ	močno	پہاڑ	močno	N;NOM;MASC;SG;3	ADV
پہاڑ	močna	پہاڑ	močen	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
پہپٹ	goljufija	پہپٹ	goljufija		N;NOM;FEM;SG
پہپٹ	goljufije	پہپٹ	goljufija		N;NOM;FEM;PL
پہپٹ	hrup	پہپٹ	hrup		N;NOM;MASC;SG
پہپٹ	prevara	پہپٹ	prevara		N;NOM;FEM;SG
پہپٹ	zavajanje	پہپٹ	zavajanje		N;NOM;NEUT;SG
پہپٹ	motnja	پہپٹ	motnja		N;NOM;FEM;SG
پہپٹ	motnje	پہپٹ	motnja		N;NOM;FEM;PL
پہپٹ	izdaja	پہپٹ	izdajati		N;NOM;FEM;SG
پہپٹ	izdajstvo	پہپٹ	izdajstvo		N;NOM;NEUT;SG
پہچان	identifikacijo	پہچان	identifikacija	N;NOM;MASC;SG;3	N;ACC;FEM;SG
پہچان	prepoznava	پہچان	prepoznava	N;NOM;MASC;SG;3	V;IPFV;IND;SG;3;PRS;FIN
پہچنا	doseg	پہچ	doseg	V;MASC;SG;V.PTCP;ACT	N;NOM;MASC;SG
پہچنا	reach	پہچ	reach	V;MASC;SG;V.PTCP;ACT	N;NOM;MASC;SG
پہرا	čas	پہرا	čas	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پہرا	časa	پہرا	čas	PROPN;NOM;MASC;SG;3	N;GEN;MASC;SG
پہرا	aretacije	پہرا	aretacija	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
پہرا	aretacija	پہرا	aretacija	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پہرا	aretiran	پہرا	aretiran	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG;V.PTCP
پہرا	prijetje	پہرا	prijetje	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
پہرا	sentinel	پہرا	sentinel	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پہرا	gledanje	پہرا	gledanje	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
پہرا	gledal	پہرا	gledati	PROPN;NOM;MASC;SG;3	V;IPFV;MASC;SG;V.PTCP
پہرا	opazovati	پہرا	opazovati	PROPN;NOM;MASC;SG;3	V;IPFV;NFIN
پہرا	opazuje	پہرا	opazovati	PROPN;NOM;MASC;SG;3	V;IPFV;IND;SG;3;PRS;FIN
پہرا	obdobje	پہرا	obdobje	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
پہرا	skrbništvo	پہرا	skrbništvo	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
پہرا	sezono	پہرا	sezona	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
پہرا	sezona	پہرا	sezona	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پہرا	zaščita	پہرا	zaščita	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پہرا	varstvo	پہرا	varstvo	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
پہرا	zaščito	پہرا	zaščita	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
پہرا	varovanje	پہرا	varovanje	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
پہرا	stražar	پہرا	stražar	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پہرا	straža	پہرا	straž	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پہرا	čuvaj	پہرا	čuvaj	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پہرا	garda	پہرا	garda	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پہرائو	obleke	پہرائو	obleka	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
پہرائو	oblačil	پہرائو	oblačilo	PROPN;NOM;MASC;SG;3	N;GEN;NEUT;PL
پہرائو	oblačila	پہرائو	oblačilo	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;PL
پہرائو	obleko	پہرائو	obleka	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
پہرائو	obleka	پہرائو	obleka	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پہَل	wing	پہَل	wing		
پہَل	krilo	پہَل	krilo		N;NOM;NEUT;SG
پہَل	boka	پہَل	bok		N;NOM;MASC;SG
پہل	začetek	پہل	začetek		N;NOM;MASC;SG
پہل	prva	پہل	prvi		ADJ;NOM;FEM;SG
پہل	prvo	پہل	prvi		ADJ;ACC;NEUT;SG
پہل	prvi	پہل	prvi		ADJ;NOM;MASC;PL
پہل	najprej	پہل	najprej		ADV;RL
پہل	pobuda	پہل	pobuda		N;NOM;FEM;SG
پہل	pobudo	پہل	pobuda		N;ACC;FEM;SG
پہل	predhodno	پہل	predhodno		ADV
پہل	prej	پہل	prej		ADV;CMPR
پہلا	glavne	پہلا	glaven	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
پہلا	main	پہلا	main	ADJ;NOM;MASC;SG	
پہلا	poglavar	پہلا	poglavar	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
پہلا	načelnik	پہلا	načelnik	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
پہلا	predhodno	پہلا	predhodno	ADJ;NOM;MASC;SG	ADV
پہلا	izvirnik	پہلا	izvirnik	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
پہلا	original	پہلا	original	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
پہلا	primarno	پہلا	primaren	ADJ;NOM;MASC;SG	ADV
پہلا	primarne	پہلا	primaren	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
پہلا	nekdanje	پہلا	nekdanji	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
پہلا	prvo	پہلا	prvi	ADJ;NOM;MASC;SG	ADJ;ACC;NEUT;SG
پہلا	prvi	پہلا	prvi	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
پہلا	najprej	پہلا	najprej	ADJ;NOM;MASC;SG	ADV;RL
پہلَو	junak	پہلَو	junak	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پہلَو	heroj	پہلَو	heroj	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پہلَو	rokoborec	پہلَو	rokoborec	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پہلَو	perzijci	پہلَو	perzijec	PROPN;NOM;MASC;SG;3	N;NOM;MASC;PL
پہلُو	rebro	پہلُو	rebro	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
پہلُو	rebra	پہلُو	rebro	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;PL
پہلُو	reber	پہلُو	reber	PROPN;NOM;MASC;SG;3	N;GEN;FEM;PL
پہلُو	način	پہلُو	način	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پہلُو	pretvezo	پہلُو	pretveza	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
پہلُو	boka	پہلُو	bok	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پہلُو	vsebina	پہلُو	vsebina	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پہلُو	tema	پہلُو	tema	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پہلُو	wing	پہلُو	wing	PROPN;NOM;MASC;SG;3	
پہلُو	krilo	پہلُو	krilo	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
پہلُو	predmet	پہلُو	predmet	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پہلُو	osebek	پہلُو	osebek	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پہلُو	subjekt	پہلُو	subjekt	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پہلُو	podporo	پہلُو	podpora	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
پہلُو	podpore	پہلُو	podpora	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
پہلُو	podpora	پہلُو	podpora	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
پہلودار	dvoumno	پہلودار	dvoumen	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
پہلودار	dvoumno	پہلودار	dvoumen	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
پہلوان	pogumna	پہلوان	pogumen	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
پہلوان	pogumni	پہلوان	pogumen	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;PL
پہلوان	pogumen	پہلوان	pogumen	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG;V.PTCP
پہلوان	hrabro	پہلوان	hrabro	PROPN;NOM;MASC;SG;3	ADV
پہلوان	pogumno	پہلوان	pogumno	PROPN;NOM;MASC;SG;3	ADV
پہلوان	izvedenec	پہلوان	izvedenec	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پہلوان	strokovna	پہلوان	strokoven	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
پہلوان	strokovnjak	پہلوان	strokovnjak	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پہلوان	doseženo	پہلوان	dosežen	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;V.PTCP
پہلوان	popolna	پہلوان	popoln	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
پہلوان	popoln	پہلوان	popoln	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
پہلوان	popolno	پہلوان	popoln	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
پہلوان	pogumno	پہلوان	pogumno	PROPN;NOM;MASC;SG;3	ADV
پہلوان	pogumna	پہلوان	pogumen	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
پہلوان	pogumen	پہلوان	pogumen	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG;V.PTCP
پہلوان	rokoborec	پہلوان	rokoborec	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
پہلوان	pogumna	پہلوان	pogumen	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
پہلوان	pogumni	پہلوان	pogumen	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;PL
پہلوان	pogumen	پہلوان	pogumen	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG;V.PTCP
پہلوان	hrabro	پہلوان	hrabro	PROPN;NOM;MASC;SG;3	ADV
پہلوان	pogumno	پہلوان	pogumno	PROPN;NOM;MASC;SG;3	ADV
پہلوان	izvedenec	پہلوان	izvedenec	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
