الليثيوم	litiu	الليثيوم	litiu		N;INDF;MASC;SG
ضروري	necesara	ضَرُورِيّ	necesar	ADJ;NOM;INDF;MASC;SG	ADJ;DEF;FEM;SG
ضروري	necesar	ضَرُورِيّ	necesar	ADJ;NOM;INDF;MASC;SG	ADV
سديم	nebuloasa	سديم	nebulosa		N;DEF;FEM;SG
سديم	nebuloasa	سديم	nebulosa		N;DEF;FEM;SG
ليه	leh	ليه	leh		
لاوس	laos	لَاوس	laos		ADV
التراب	murdarie	تُرَاب	murdarie	N;NOM;DEF;SG	N;INDF;FEM;SG
التراب	dirt	تُرَاب	dirt	N;NOM;DEF;SG	N;INDF;MASC;SG
فرضية	ipoteza	فَرضِيَّة	ipoteză	N;NOM;INDF;SG	N;DEF;FEM;SG
فرضية	ipoteza	فَرضِيَّة	ipoteză	N;NOM;INDF;SG	N;DEF;FEM;SG
فرضية	ipoteze	فَرضِيَّة	ipota	N;NOM;INDF;SG	N;INDF;FEM;PL
موثوقة	fiabile	مَوثُوق	fiabil	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;PL
موثوقة	fiabila	مَوثُوق	fiabil	ADJ;NOM;INDF;FEM;SG	ADJ;DEF;FEM;SG
تجار	negustorii	تَاجِر	negustor	N;NOM;INDF;PL	N;DEF;MASC;PL
تجار	dealerii	تَاجِر	dealer	N;NOM;INDF;PL	N;DEF;MASC;PL
واجهت	infruntat	وَاجَه	infrunta	V;PFV;FEM;SG;3;ACT	ADJ;INDF;MASC;SG
واجهت	intalnite	وَاجَه	intalnit	V;PFV;FEM;SG;3;ACT	ADJ;INDF;FEM;PL
التوصيل	livrarea	تَوصِيل	livrare	N;NOM;DEF;SG	N;DEF;FEM;SG
التوصيل	livrare	تَوصِيل	livrare	N;NOM;DEF;SG	N;INDF;FEM;SG
بشري	umane	بشري	uman		ADJ;INDF;FEM;PL
بشري	om	بشري	om		N;INDF;MASC;SG
بشري	umana	بشري	umană		ADJ;DEF;FEM;SG
بشري	uman	بشري	uman		ADJ;INDF;MASC;SG
العلاجية	terapeutice	عِلَاجِيّ	terapeutic	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;FEM;PL
العلاجية	terapeutica	عِلَاجِيّ	terapeutică	ADJ;NOM;DEF;FEM;SG	N;DEF;FEM;SG
العلاجية	terapeutic	عِلَاجِيّ	terapeutic	ADJ;NOM;DEF;FEM;SG	ADV
ركاب	pasagerii	رَاكِب	pasager	N;NOM;INDF;PL	N;DEF;MASC;PL
رينيه	renee	رينيه	renee		PROPN
الكهف	pestera	كَهف	pestera	N;NOM;DEF;SG	N;DEF;FEM;SG
الكهف	pestera	كَهف	pestera	N;NOM;DEF;SG	N;DEF;FEM;SG
الكهف	pestera	كَهف	pestera	N;NOM;DEF;SG	N;DEF;FEM;SG
الكهف	pestera	كَهف	pestera	N;NOM;DEF;SG	N;DEF;FEM;SG
الحارس	gardian	حَارِس	gardian	N;NOM;DEF;SG	N;INDF;MASC;SG
الحارس	garda	حَارِس	gardă	N;NOM;DEF;SG	N;DEF;FEM;SG
الحارس	paznic	حَارِس	paznic	N;NOM;DEF;SG	N;INDF;MASC;SG
لينين	lenin	لِينِين	lenin		N;INDF;MASC;SG
المطاعم	restaurante	مَطعَم	restaurant	N;NOM;DEF;PL	N;INDF;FEM;PL
المطاعم	restaurantele	مَطعَم	restaurant	N;NOM;DEF;PL	N;DEF;FEM;PL
حازم	firma	حازم	firmă		N;DEF;FEM;SG
حازم	fermi	حازم	ferm		ADJ;INDF;MASC;PL
حازم	firma	حازم	firmă		N;DEF;FEM;SG
حازم	ferm	حازم	ferm		ADV
معماري	arhitect	مُعَمَّار	arhitect	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
معماري	arhitecturale	مُعَمَّار	arhitectural	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;PL
الروك	piatra	رُوك	piatră		N;DEF;FEM;SG
الروك	piatra	رُوك	piatră		N;DEF;FEM;SG
الروك	stanca	رُوك	stancă		N;DEF;FEM;SG
الروك	stanca	رُوك	stancă		N;DEF;FEM;SG
الروك	rock	رُوك	rock		N;INDF;MASC;SG
الترخيص	licenta	تَرخِيص	licentă	N;NOM;DEF;SG	N;DEF;FEM;SG
الترخيص	licenta	تَرخِيص	licentă	N;NOM;DEF;SG	N;DEF;FEM;SG
الترخيص	autorizare	تَرخِيص	autorizare	N;NOM;DEF;SG	N;INDF;FEM;SG
الترخيص	licenta	تَرخِيص	licentă	N;NOM;DEF;SG	N;DEF;FEM;SG
الترخيص	licenta	تَرخِيص	licentă	N;NOM;DEF;SG	N;DEF;FEM;SG
الترخيص	licenta	تَرخِيص	licentă	N;NOM;DEF;SG	N;DEF;FEM;SG
المعاملات	tranzactia	مُعَامَلَة	tranzactie	N;NOM;DEF;PL	N;DEF;FEM;SG
المعاملات	tranzactie	مُعَامَلَة	tranzactie	N;NOM;DEF;PL	N;INDF;FEM;SG
المعاملات	tranzactii	مُعَامَلَة	tranzact	N;NOM;DEF;PL	N;INDF;FEM;PL
المعاملات	operatiuni	مُعَامَلَة	operatiune	N;NOM;DEF;PL	N;INDF;FEM;PL
المعاملات	tranzactiile	مُعَامَلَة	tranzactie	N;NOM;DEF;PL	N;DEF;FEM;PL
بورقيبة	bourguiba	بُورقِيبَة	bourguiba		
المختبر	laboratorul	مُختَبَر	laborator	N;NOM;DEF;SG	N;DEF;MASC;SG
المختبر	laborator	مُختَبَر	laborator	N;NOM;DEF;SG	N;INDF;MASC;SG
المختبر	laboratorul	مُختَبَر	laborator	N;NOM;DEF;SG	N;DEF;MASC;SG
المختبر	laborator	مُختَبَر	laborator	N;NOM;DEF;SG	N;INDF;MASC;SG
التحرك	muta	تَحَرُّك	muta	N;NOM;DEF;SG	V;IND;SG;3;IPFV;FIN
التحرك	misca	تَحَرُّك	misca	N;NOM;DEF;SG	V;IND;SG;3;IPFV;FIN
التحرك	mutare	تَحَرُّك	mutare	N;NOM;DEF;SG	N;INDF;FEM;SG
التحرك	mutarea	تَحَرُّك	mutare	N;NOM;DEF;SG	N;DEF;FEM;SG
اكتملت	incheiat	اِكتَمَل	incheia	V;PFV;FEM;SG;3;ACT	ADJ;INDF;MASC;SG
اكتملت	finalizat	اِكتَمَل	finaliza	V;PFV;FEM;SG;3;ACT	ADJ;INDF;MASC;SG
اكتملت	completat	اِكتَمَل	completa	V;PFV;FEM;SG;3;ACT	ADJ;INDF;MASC;SG
اكتملت	finalizata	اِكتَمَل	finalizat	V;PFV;FEM;SG;3;ACT	ADJ;DEF;FEM;SG
سلمى	selma	سلمى	selmă		N;DEF;FEM;SG
سلمى	salma	سلمى	salmă		N;DEF;FEM;SG
غسان	ghassan	غسان	ghassan		
واقعة	incidente	وَاقِع	incident	N;NOM;INDF;SG	N;INDF;FEM;PL
واقعة	incidentul	وَاقِع	incident	N;NOM;INDF;SG	N;DEF;MASC;SG
ستيفان	stefan	ستِيفَان	stefan		PROPN
ستيفان	stefan	ستِيفَان	stefan		PROPN
ستيفان	stefan	ستِيفَان	stefan		PROPN
ستيفان	stefan	ستِيفَان	stefan		PROPN
قضائية	judiciare	قَضَائِيّ	judiciar	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;PL
قضائية	judiciara	قَضَائِيّ	judiciară	ADJ;NOM;INDF;FEM;SG	N;DEF;FEM;SG
دينامو	dinamo	دِينَامُو	dinamo		N;INDF;MASC;SG
الشريك	partenere	شَرِيك	partenere	N;NOM;DEF;SG	ADJ;INDF;FEM;PL
الشريك	partenera	شَرِيك	parteneră	N;NOM;DEF;SG	N;DEF;FEM;SG
الشريك	partenerul	شَرِيك	partener	N;NOM;DEF;SG	N;DEF;MASC;SG
الشريك	partener	شَرِيك	partener	N;NOM;DEF;SG	N;INDF;MASC;SG
القران	coran	قَرن	coran	N;NOM;DEF;SG	
القران	coranul	قَرن	coran	N;NOM;DEF;SG	N;DEF;MASC;SG
القران	coran	قَرن	coran	N;NOM;DEF;SG	
القران	coranul	قَرن	coran	N;NOM;DEF;SG	N;DEF;MASC;SG
التجريبي	demo	تَجرِيبِيّ	demo	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
التجريبي	demonstratie	تَجرِيبِيّ	demonstratie	ADJ;NOM;DEF;MASC;SG	N;INDF;FEM;SG
وجبة	masa	وجبة	masă	N;NOM;INDF;SG	N;DEF;FEM;SG
وجبة	masa	وجبة	masă	N;NOM;INDF;SG	N;DEF;FEM;SG
هوارد	howard	هوارد	howard		PROPN
البقاع	bekaa	بِقَاع	bekaa		
دافع	motivul	دَافَع	motiv	V;PFV;MASC;SG;3;ACT	N;DEF;MASC;SG
دافع	motiv	دَافَع	motiv	V;PFV;MASC;SG;3;ACT	N;INDF;MASC;SG
دافع	motivare	دَافَع	motivar	V;PFV;MASC;SG;3;ACT	N;INDF;FEM;SG
دافع	motivarea	دَافَع	motivare	V;PFV;MASC;SG;3;ACT	N;DEF;FEM;SG
دافع	motivatie	دَافَع	motivatie	V;PFV;MASC;SG;3;ACT	N;INDF;FEM;SG
بارد	frig	بَارِد	frig		N;INDF;MASC;SG
بارد	reci	بَارِد	rece		ADJ;INDF;PL
بارد	rece	بَارِد	rece		ADV
مسجلة	inregistrate	مُسَجَّل	inregistra	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;PL
مسجلة	inregistrata	مُسَجَّل	inregistrat	ADJ;NOM;INDF;FEM;SG	N;DEF;FEM;SG
الاشتراك	subscribe	اِشتِرَاك	subscrib	N;NOM;DEF;SG	
الاشتراك	abonament	اِشتِرَاك	abonament	N;NOM;DEF;SG	N;INDF;MASC;SG
كيلي	kelly	كيلي	kelly		PROPN
الجذر	radacina	جِذر	radacina	N;NOM;DEF;SG	N;DEF;FEM;SG
الجذر	root	جِذر	root	N;NOM;DEF;SG	N;INDF;MASC;SG
الجذر	radacina	جِذر	radacina	N;NOM;DEF;SG	N;DEF;FEM;SG
الجذر	radacina	جِذر	radacina	N;NOM;DEF;SG	N;DEF;FEM;SG
قمع	reprimarea	قَمع	reprimare	N;NOM;INDF;SG	N;DEF;FEM;SG
قمع	represiune	قَمع	represiune	N;NOM;INDF;SG	N;INDF;FEM;SG
قمع	represiunea	قَمع	represiune	N;NOM;INDF;SG	N;DEF;FEM;SG
قمع	suprima	قَمع	suprima	N;NOM;INDF;SG	V;IND;SG;3;IPFV;FIN
قمع	palnie	قَمع	palnie	N;NOM;INDF;SG	N;INDF;FEM;SG
قمع	suprimarea	قَمع	suprimare	N;NOM;INDF;SG	N;DEF;FEM;SG
قمع	suprimarea	قَمع	suprimare	N;NOM;INDF;SG	N;DEF;FEM;SG
الولاء	loialitate	وَلَاء	loialitate	N;NOM;DEF;SG	N;INDF;FEM;SG
الولاء	loialitatea	وَلَاء	loialitate	N;NOM;DEF;SG	N;DEF;FEM;SG
تنافس	competitie	نَافَس	competitie	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;INDF;FEM;SG
تنافس	concurs	نَافَس	concurs	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;INDF;MASC;SG
تنافس	concurenta	نَافَس	concurenta	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;DEF;FEM;SG
تنافس	concurenta	نَافَس	concurenta	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;DEF;FEM;SG
مستقرة	stabile	مُستَقِرّ	stabil	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;PL
مستقرة	grajd	مُستَقِرّ	grajd	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
مستقرة	stabila	مُستَقِرّ	stabila	ADJ;NOM;INDF;FEM;SG	ADJ;DEF;FEM;SG
دمياط	damietta	دُميَاط	damiettă		N;DEF;FEM;SG
ريفر	rau	رِيفِر	rau		
ريفر	raul	رِيفِر	raul		N;DEF;MASC;SG
ريفر	river	رِيفِر	river		PROPN
ميلا	mila	مِيل	milă		N;DEF;FEM;SG
جيرمان	germain	جِيرَمَان	germain		PROPN
السند	bond	سَنَد	bond	N;NOM;DEF;SG	N;INDF;MASC;SG
السند	sindh	سَنَد	sindh	N;NOM;DEF;SG	
بلانك	planck	بَلَانِك	planck		N;INDF;MASC;SG
بلانك	scandura	بَلَانِك	scandura		N;DEF;FEM;SG
الاحتراق	ardere	اِحتِرَاق	ardere	N;NOM;DEF;SG	N;INDF;FEM;SG
الاحتراق	combustie	اِحتِرَاق	combustie	N;NOM;DEF;SG	N;INDF;FEM;SG
تقاليد	traditia	تَقلِيد	traditie	N;NOM;INDF;PL	N;DEF;FEM;SG
تقاليد	traditie	تَقلِيد	traditie	N;NOM;INDF;PL	N;INDF;FEM;SG
تقاليد	traditie	تَقلِيد	traditie	N;NOM;INDF;PL	N;INDF;FEM;SG
تقاليد	traditia	تَقلِيد	traditie	N;NOM;INDF;PL	N;DEF;FEM;SG
تقاليد	traditiile	تَقلِيد	traditie	N;NOM;INDF;PL	N;DEF;FEM;PL
جيري	jerry	جيري	jerry		PROPN
سنان	sinan	سنان	sinan		
مكتوم	maktoum	مكتوم	maktoum		
مكتوم	inabusit	مكتوم	inabusit		ADJ;INDF;MASC;SG
مكسيكو	mexicul	مَكسِيكُو	mexic		N;DEF;MASC;SG
مكسيكو	mexico	مَكسِيكُو	mexico		N;INDF;MASC;SG
مكسيكو	mexic	مَكسِيكُو	mexic		N;INDF;MASC;SG
هاوس	house	هاوس	hou		N;INDF;MASC;SG
هاوس	casa	هاوس	casă		N;DEF;FEM;SG
هاوس	casa	هاوس	casă		N;DEF;FEM;SG
الشك	indoiala	شَكّ	indoială	N;NOM;DEF;SG	ADJ;DEF;FEM;SG
الشك	indoiala	شَكّ	indoială	N;NOM;DEF;SG	ADJ;DEF;FEM;SG
الشك	indoiala	شَكّ	indoială	N;NOM;DEF;SG	ADJ;DEF;FEM;SG
المخيم	tabara	مُخَيَّم	tabară	N;NOM;DEF;SG	N;DEF;FEM;SG
المخيم	camp	مُخَيَّم	camp	N;NOM;DEF;SG	N;INDF;MASC;SG
المخيم	tabara	مُخَيَّم	tabară	N;NOM;DEF;SG	N;DEF;FEM;SG
المخيم	lagar	مُخَيَّم	lagar	N;NOM;DEF;SG	N;INDF;MASC;SG
المخيم	tabara	مُخَيَّم	tabară	N;NOM;DEF;SG	N;DEF;FEM;SG
كيس	sac	كَيس	sac		N;INDF;MASC;SG
كيس	punga	كَيس	pungă		N;DEF;FEM;SG
كيس	punga	كَيس	pungă		N;DEF;FEM;SG
كيس	geanta	كَيس	geantă		N;DEF;FEM;SG
كيس	sac	كَيس	sac		N;INDF;MASC;SG
كيس	sack	كَيس	sack		N;INDF;MASC;SG
مد	mareea	مَدّ	mare	N;NOM;INDF;SG	N;DEF;FEM;SG
مد	maree	مَدّ	maree	N;NOM;INDF;SG	N;INDF;FEM;PL
مد	maree	مَدّ	maree	N;NOM;INDF;SG	N;INDF;FEM;PL
لورنس	lawrence	لُورنس	lawrenc		PROPN
شخصيا	personal	شَخصِيّ	personal	ADJ;ACC;INDF;MASC;SG	ADV
البشير	bashir	البشير	bashir		N;INDF;MASC;SG
موثقة	documentate	موثقة	documenta	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;PL
موثقة	documentata	موثقة	documentat	ADJ;NOM;INDF;FEM;SG	ADJ;DEF;FEM;SG
عصابة	banda	عِصَابَة	bandă	N;NOM;INDF;SG	N;DEF;FEM;SG
عصابة	gasca	عِصَابَة	gască	N;NOM;INDF;SG	N;DEF;FEM;SG
هلسنكي	helsinki	هِلسِنكِي	helsinki		PROPN
البخار	aburi	بِخَار	abur	N;NOM;DEF;SG	N;INDF;MASC;PL
البخار	abur	بِخَار	abur	N;NOM;DEF;SG	N;INDF;MASC;SG
مسارات	carari	مَسَار	carar	N;NOM;INDF;PL	
الحفريات	fosile	حَفرِيَّات	fosilă		N;INDF;FEM;PL
الحفريات	sapaturile	حَفرِيَّات	sapat		N;DEF;FEM;PL
الحفريات	sapaturi	حَفرِيَّات	sapat		N;INDF;FEM;PL
تفجيرات	exploziile	تَفجِير	explozie	N;NOM;INDF;PL	N;DEF;FEM;PL
براين	brian	برَايِن	brian		PROPN
الانفصال	separare	اِنفِصَال	separare	N;NOM;DEF;SG	N;INDF;FEM;SG
الانفصال	separarea	اِنفِصَال	separare	N;NOM;DEF;SG	N;DEF;FEM;SG
التحدث	vorbim	تَحَدُّث	vorbi	N;NOM;DEF;SG	V;IND;PL;1;PRS;FIN
وال	si	وَال	sine	N;NOM;DEF;SG	
وال	si	وَال	sine	N;NOM;DEF;SG	
وال	si	وَال	sine	N;NOM;DEF;SG	
هان	han	هان	han		N;INDF;MASC;SG
القطط	pisicile	قُطَّة	pisică	N;NOM;DEF;PL	N;DEF;FEM;PL
القطط	pisici	قُطَّة	pisică	N;NOM;DEF;PL	N;INDF;FEM;PL
المرمى	gol	مَرمَى	gol	N;NOM;DEF;SG	N;INDF;MASC;SG
المرمى	obiectiv	مَرمَى	obiectiv	N;NOM;DEF;SG	N;INDF;MASC;SG
المرمى	scopul	مَرمَى	scop	N;NOM;DEF;SG	N;DEF;MASC;SG
مصير	soarta	مَصِير	soartă	N;NOM;INDF;SG	N;DEF;FEM;SG
مصير	soarta	مَصِير	soartă	N;NOM;INDF;SG	N;DEF;FEM;SG
زنجبار	zanzibar	زنجبار	zanzibar		N;INDF;MASC;SG
بون	bonn	بون	bonn		PROPN
المرتبط	asociate	مُرتَبِط	asociat	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;PL
المرتبط	asociat	مُرتَبِط	asociat	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
المرتبط	asociata	مُرتَبِط	asociat	ADJ;NOM;DEF;MASC;SG	ADJ;DEF;FEM;SG
بلغراد	belgrad	بلغراد	belgrad		N;INDF;MASC;SG
بلغراد	belgradul	بلغراد	belgrad		N;DEF;MASC;SG
نينوى	ninive	نينوى	niniv		
صدى	ecoul	صَدَى	ecou	N;NOM;INDF;SG	N;DEF;MASC;SG
صدى	echo	صَدَى	echo	N;NOM;INDF;SG	
الحجاب	hijab	حِجَاب	hijab	N;NOM;DEF;SG	N;INDF;MASC;SG
الحجاب	valul	حِجَاب	val	N;NOM;DEF;SG	N;DEF;MASC;SG
الحجاب	voal	حِجَاب	voal	N;NOM;DEF;SG	N;INDF;MASC;SG
الحجاب	val	حِجَاب	val	N;NOM;DEF;SG	N;INDF;MASC;SG
الحجاب	val	حِجَاب	val	N;NOM;DEF;SG	N;INDF;MASC;SG
معمل	laboratorul	مُعمَل	laborator	N;NOM;INDF;SG	N;DEF;MASC;SG
ذهبي	golden	ذهبي	golden	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
ذهبي	aur	ذهبي	aur	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
ذهبي	gold	ذهبي	gold	ADJ;NOM;INDF;MASC;SG	
ذهبي	aurul	ذهبي	aur	ADJ;NOM;INDF;MASC;SG	N;DEF;MASC;SG
ساكسونيا	saxonia	ساكسونيا	saxonie		PROPN
عموم	tigaie	عُمُوم	tigaie	N;NOM;INDF;SG	N;INDF;FEM;SG
عموم	pan	عُمُوم	pan	N;NOM;INDF;SG	
القنبلة	bomba	قُنبُلَة	bombă	N;NOM;DEF;SG	N;DEF;FEM;SG
القنبلة	bomba	قُنبُلَة	bombă	N;NOM;DEF;SG	N;DEF;FEM;SG
مسبق	avanseaza	مُسبَق	avansează	N;NOM;INDF;SG	V;IND;SG;3;IPFV;FIN
دعاية	propaganda	دِعَايَة	propagandă	N;NOM;INDF;SG	N;DEF;FEM;SG
دعاية	propaganda	دِعَايَة	propagandă	N;NOM;INDF;SG	N;DEF;FEM;SG
وزيرة	ministrul	وَزِيرَة	ministru	N;NOM;INDF;SG	N;DEF;MASC;SG
احتفال	sarbatoresc	اِحتِفَال	sarbatoresc	N;NOM;INDF;SG	V;IND;PL;3;PRS;FIN
احتفال	sarbatorind	اِحتِفَال	sarbatori	N;NOM;INDF;SG	V;V.MSDR
احتفال	sarbatorire	اِحتِفَال	sarbatorire	N;NOM;INDF;SG	N;INDF;FEM;SG
احتفال	sarbatoare	اِحتِفَال	sarbator	N;NOM;INDF;SG	ADJ;INDF;FEM
التحديد	selectie	تَحدِيد	selectie	N;NOM;DEF;SG	N;INDF;FEM;SG
التحديد	selectia	تَحدِيد	selectie	N;NOM;DEF;SG	N;DEF;FEM;SG
التحديد	identificarea	تَحدِيد	identificare	N;NOM;DEF;SG	N;DEF;FEM;SG
التحديد	identificare	تَحدِيد	identificare	N;NOM;DEF;SG	N;INDF;FEM;SG
ليفي	levy	لِيفِي	levy		PROPN
الاستخدامات	utilizarile	اِستِخدَام	utilizare	N;NOM;DEF;PL	N;DEF;FEM;PL
الاستخدامات	utilizari	اِستِخدَام	utilizare	N;NOM;DEF;PL	N;INDF;FEM;PL
العبودية	sclavie	عُبُودِيّ	sclavie	N;NOM;DEF;SG	N;INDF;FEM;SG
العبودية	sclavia	عُبُودِيّ	sclavia	N;NOM;DEF;SG	N;DEF;FEM;SG
العبودية	sclavie	عُبُودِيّ	sclavie	N;NOM;DEF;SG	N;INDF;FEM;SG
فوج	fogg	فَوجَ	fogg	N;NOM;INDF;SG	
الروائي	romancier	رِوَائِيّ	romancier	N;NOM;DEF;SG	N;INDF;MASC;SG
منحنى	curba	منحنى	curbă	N;NOM;INDF;SG	N;DEF;FEM;SG
منحنى	curba	منحنى	curbă	N;NOM;INDF;SG	N;DEF;FEM;SG
السلك	fir	سِلكَة	fir	N;NOM;DEF;SG	N;INDF;MASC;SG
السلك	sarma	سِلكَة	sarmă	N;NOM;DEF;SG	N;DEF;FEM;SG
السلك	sarma	سِلكَة	sarmă	N;NOM;DEF;SG	N;DEF;FEM;SG
لغوية	lingvistice	لَغوِيّ	lingvistic	ADJ;NOM;INDF;FEM;SG	N;INDF;FEM;PL
لغوية	lingvistica	لَغوِيّ	lingvistică	ADJ;NOM;INDF;FEM;SG	N;DEF;FEM;SG
وطن	patria	وَطَن	patrie	N;NOM;INDF;SG	N;DEF;FEM;SG
وطن	patriei	وَطَن	patrie	N;NOM;INDF;SG	PROPN;DEF;FEM;SG
وطن	patrie	وَطَن	patrie	N;NOM;INDF;SG	N;INDF;FEM;SG
استضافة	gazduire	اِستِضَافَة	gazduire	N;NOM;INDF;SG	N;INDF;FEM;SG
استضافة	gazduirea	اِستِضَافَة	gazduire	N;NOM;INDF;SG	N;DEF;FEM;SG
استضافة	gazduit	اِستِضَافَة	gazduit	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
المحاكمة	proces	مُحَاكَمَة	proces	N;NOM;DEF;SG	N;INDF;MASC;SG
المحاكمة	procesul	مُحَاكَمَة	proces	N;NOM;DEF;SG	N;DEF;MASC;SG
المحاكمة	acuzare	مُحَاكَمَة	acuzare	N;NOM;DEF;SG	N;INDF;FEM;SG
المحاكمة	acuzarea	مُحَاكَمَة	acuzare	N;NOM;DEF;SG	N;DEF;FEM;SG
الشبكية	retina	شَبَكِيّ	retina		N;DEF;FEM;SG
الشبكية	retina	شَبَكِيّ	retina		N;DEF;FEM;SG
تعامل	trata	تَعَامُل	trata	N;NOM;INDF;SG	V;IND;SG;3;IPFV;FIN
تعامل	trateaza	تَعَامُل	tratează	N;NOM;INDF;SG	V;IND;SG;3;IPFV;FIN
تعامل	trateaza	تَعَامُل	tratează	N;NOM;INDF;SG	V;IND;SG;3;IPFV;FIN
عنق	gat	عَنق	gat		
عنق	gat	عَنق	gat		
عنق	gatul	عَنق	gat		N;DEF;MASC;SG
التشريع	legislatia	تَشرِيع	legislatie	N;NOM;DEF;SG	N;DEF;FEM;SG
التشريع	legislatie	تَشرِيع	legislatie	N;NOM;DEF;SG	N;INDF;FEM;SG
انعدام	lipsa	اِنعِدَام	lipsă	N;NOM;INDF;SG	N;DEF;FEM;SG
كونيتيكت	connecticut	كُونِيتِيكت	connecticut		N;INDF;MASC;SG
بادن	baden	بَادِن	baden		PROPN
الاطفال	copii	طِفل	copil	N;NOM;DEF;PL	N;INDF;MASC;PL
الاطفال	copiii	طِفل	copil	N;NOM;DEF;PL	N;DEF;MASC;PL
الاطفال	copii	طِفل	copil	N;NOM;DEF;PL	N;INDF;MASC;PL
الاطفال	copiii	طِفل	copil	N;NOM;DEF;PL	N;DEF;MASC;PL
بار	barul	بَار	bar		N;DEF;MASC;SG
بار	bar	بَار	bar		N;INDF;MASC;SG
قراصنة	pirati	قراصنة	pirat		N;INDF;MASC;PL
قراصنة	piratii	قراصنة	pirată		N;DEF;MASC;PL
سويدي	suedeza	سويدي	suedeză	ADJ;NOM;INDF;MASC;SG	ADJ;DEF;FEM;SG
سويدي	suedezi	سويدي	suedez	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;PL
سويدي	suedeza	سويدي	suedeză	ADJ;NOM;INDF;MASC;SG	ADJ;DEF;FEM;SG
الضرب	multiplicare	ضَرب	multiplicare	N;NOM;DEF;SG	N;INDF;FEM;SG
ملح	sarea	ملح	sare	N;NOM;INDF;SG	N;DEF;FEM;SG
ملح	sare	ملح	sare	N;NOM;INDF;SG	N;INDF;FEM;SG
بوخارست	bucuresti	بُوخرَست	bucurest		PROPN
بوخارست	bucuresti	بُوخرَست	bucurest		PROPN
بوخارست	bucuresti	بُوخرَست	bucurest		PROPN
حبيبي	iubire	حبيبي	iubire		N;INDF;FEM;SG
حبيبي	baby	حبيبي	baby		
حبيبي	copil	حبيبي	copil		N;INDF;MASC;SG
حبيبي	iubito	حبيبي	iubito		N;INDF;MASC;SG
حبيبي	bebe	حبيبي	bebe		
حبيبي	habibi	حبيبي	habib		
الشروق	rasaritul	شُرُوق	rasarit	N;NOM;DEF;SG	N;DEF;MASC;SG
الشروق	rasarit	شُرُوق	rasarit	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
الشروق	rasarit	شُرُوق	rasarit	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
مزدوج	duplex	مزدوج	duplex	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
مزدوج	dubla	مزدوج	dublu	ADJ;NOM;INDF;MASC;SG	ADJ;DEF;FEM;SG
مزدوج	dubla	مزدوج	dublu	ADJ;NOM;INDF;MASC;SG	ADJ;DEF;FEM;SG
مزدوج	duble	مزدوج	dublu	ADJ;NOM;INDF;MASC;SG	N;INDF;FEM;PL
كلود	claude	كلود	claudă		PROPN
العمق	adancime	عُمق	adancime	N;NOM;DEF;SG	
العمق	adancimea	عُمق	adancime	N;NOM;DEF;SG	N;DEF;FEM;SG
العمق	adancime	عُمق	adancime	N;NOM;DEF;SG	
العمق	profunzime	عُمق	profunzime	N;NOM;DEF;SG	N;INDF;FEM;SG
مصنوع	facute	مَصنُوع	face	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;PL
مصنوع	made	مَصنُوع	made	ADJ;NOM;INDF;MASC;SG	
مصنوع	facuta	مَصنُوع	facuta	ADJ;NOM;INDF;MASC;SG	ADJ;DEF;FEM;SG
غازات	gaz	غَاز	gaz	N;NOM;INDF;PL	N;INDF;MASC;SG
غازات	gazele	غَاز	gaz	N;NOM;INDF;PL	N;DEF;FEM;PL
داروين	darwin	دَارُوين	darwin		PROPN
كارول	carol	كارول	carol		N;INDF;MASC;SG
تطبق	aplicate	طَبَّق	aplicat	V;IPFV;FEM;IND;SG;3;FIN;ACT	ADJ;INDF;FEM;PL
تطبق	aplicat	طَبَّق	aplicat	V;IPFV;FEM;IND;SG;3;FIN;ACT	ADJ;INDF;MASC;SG
تطبق	aplicata	طَبَّق	aplicat	V;IPFV;FEM;IND;SG;3;FIN;ACT	ADJ;DEF;FEM;SG
كوسوفو	kosovo	كُوسُوفُو	kosovo		PROPN
