especializada	špecializovaných	especializado	špecializovaný	ADJ;FEM;SG;V.PTCP	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
compuestas	kompozitné	compuesto	kompozitný	ADJ;FEM;PL;V.PTCP	ADJ;NOM;NEUT;SG
compuestas	zložená	compuesto	zložený	ADJ;FEM;PL;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
compuestas	zložené	compuesto	zložený	ADJ;FEM;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
compuestas	zložený	compuesto	zložený	ADJ;FEM;PL;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
compuestas	zlúčenina	compuesto	zlúčenina	ADJ;FEM;PL;V.PTCP	N;NOM;FEM;SG
tocó	dotkli	tocar	dotknúť	V;IND;SG;3;PST;FIN	V;PFV;MASC;PL;POS;PST;V.PTCP
infierno	hell	infierno	hell	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
infierno	pekla	infierno	peklo	N;MASC;SG	N;NOM;NEUT;PL
infierno	inferno	infierno	inferno	N;MASC;SG	PROPN;NOM;FEM;SG
gastos	výdavok	gasto	výdavok	N;MASC;PL	N;INAN;NOM;MASC;SG
gastos	výdavok	gasto	výdavok	N;MASC;PL	N;INAN;NOM;MASC;SG
africana	afrických	africano	africký	ADJ;FEM;SG	ADJ;ANIM;GEN;MASC;PL
depósito	vkladov	depósito	vklad	N;MASC;SG	N;INAN;GEN;MASC;PL
nucleares	jadrová	nuclear	jadrový	ADJ;PL	ADJ;NOM;FEM;SG
nucleares	jadrové	nuclear	jadrový	ADJ;PL	ADJ;NOM;NEUT;SG
nucleares	jadrovej	nuclear	jadrový	ADJ;PL	ADJ;GEN;FEM;SG
nucleares	jadrový	nuclear	jadrový	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
emma	emma	emma	emma	N;FEM;SG	PROPN;NOM;FEM;SG
terry	terry	terry	terra	PROPN	N;ANIM;NOM;MASC;SG
jornadas	days	jornada	days	N;FEM;PL	
lobos	vlk	lobo	vlk	N;MASC;PL	N;ANIM;NOM;MASC;SG
lobos	wolf	lobo	wolf	N;MASC;PL	PROPN;ANIM;NOM;MASC;SG
lobos	lobos	lobo	lobos	N;MASC;PL	PROPN;NOM;MASC;SG
especialista	špecializované	especialista	špecializovaný	N;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
octava	octave	octavo	octava	ADJ;FEM;SG	N;INAN;NOM;MASC;SG
pendiente	sklon	pendiente	sklon	ADJ;SG	N;INAN;NOM;MASC;SG
pendiente	sklonu	pendiente	sklon	ADJ;SG	N;INAN;GEN;MASC;SG
pendiente	náušnice	pendiente	náušnica	ADJ;SG	N;NOM;FEM;PL
pendiente	čaká	pendiente	čakať	ADJ;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
pendiente	čakajúce	pendiente	čakajúci	ADJ;SG	ADJ;NOM;NEUT;PL;POS;V.PTCP;ACT
realista	realista	realista	realista	ADJ;SG	N;ANIM;NOM;MASC;SG
realista	reálne	realista	reálne	ADJ;SG	ADV
century	storočia	century	storočie	PROPN	N;NOM;NEUT;PL
century	storočí	century	storočie	PROPN	N;NOM;NEUT;SG
century	storočie	century	storočie	PROPN	N;NOM;NEUT;SG
definitivo	definitívne	definitivo	definitívne	ADJ;MASC;SG	ADV
definitivo	definitívne	definitivo	definitívne	ADJ;MASC;SG	ADV
recordar	spomienke	recordar	spomienka	V;NFIN	N;DAT;FEM;SG
recordar	pamätaj	recordar	pamätať	V;NFIN	INTJ
comenzando	začiatok	comenzar	začiatok	V;V.MSDR	N;INAN;NOM;MASC;SG
paraíso	paradise	paraíso	paradisa	N;MASC;SG	N;NOM;FEM;PL
balonmano	hádzanej	balonmano	hádzaný	N;MASC;SG	ADJ;GEN;FEM;SG;POS;V.PTCP;PASS
balonmano	hádzanárske	balonmano	hádzanársky	N;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
bloques	blokuje	bloque	blokovať	N;MASC;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
positiva	pozitívnych	positivo	pozitívny	ADJ;FEM;SG	ADJ;GEN;MASC;PL
positiva	pozitívne	positivo	pozitívne	ADJ;FEM;SG	ADV
turner	turner	turner	turner	N;SG	PROPN;ANIM;NOM;MASC;SG
vidal	vidal	vidal	vidať	PROPN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
tomada	prijatých	tomado	prijatý	ADJ;FEM;SG;V.PTCP	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
balón	ball	balón	ball	N;MASC;SG	
balón	lopty	balón	lopta	N;MASC;SG	N;NOM;FEM;PL
fija	opravy	fijo	oprava	ADJ;FEM;SG	N;NOM;FEM;PL
fija	opravuje	fijo	opravovať	ADJ;FEM;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
declara	vyhlasujem	declarar	vyhlasovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;1;POS;PRS;FIN
alegría	radosti	alegría	radosť	N;FEM;SG	N;NOM;FEM;PL
alegría	radost	alegría	radost	N;FEM;SG	INTJ
reconoció	uznávané	reconocer	uznávaný	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
reconoció	uznané	reconocer	uznaný	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
reconoció	uznaná	reconocer	uznaný	V;IND;SG;3;PST;FIN	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
cría	chovné	cría	chovný	N;FEM;SG	ADJ;NOM;NEUT;SG
cross	krížová	cross	krížový	N	ADJ;NOM;FEM;SG
cross	cross	cross	cross	N	PROPN;ANIM;NOM;MASC;SG
cross	krížové	cross	krížový	N	ADJ;NOM;NEUT;SG
ron	ron	ron	ron	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
comenzado	začali	comenzar	začať	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;PL;POS;PST;V.PTCP
phoenix	phoenix	phoenix	phoenix	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
semi	semi	semi	sem		PROPN;ANIM;NOM;MASC;SG
maine	maine	maine	maina	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
varsovia	varšave	varsovia	varšav	N;FEM;SG	ADV
vinos	vínko	vino	vínko	N;MASC;PL	N;NOM;NEUT;SG
vinos	víno	vino	víno	N;MASC;PL	N;NOM;NEUT;SG
vinos	vino	vino	vino	N;MASC;PL	N;NOM;MASC;SG
denuncia	hlásiť	denuncia	hlásiť	N;FEM;SG	V;IPFV;POS;NFIN
denuncia	nahlásiť	denuncia	nahlásiť	N;FEM;SG	V;PFV;POS;NFIN
denuncia	sťažnosti	denuncia	sťažnosť	N;FEM;SG	N;NOM;FEM;PL
decidir	rozhodovanie	decidir	rozhodovanie	V;NFIN	N;NOM;NEUT;SG
frutas	ovocia	fruta	ovoc	N;FEM;PL	N;GEN;NEUT;SG
frutas	ovocia	fruta	ovoc	N;FEM;PL	N;GEN;NEUT;SG
periodos	doby	periodo	doby	N;MASC;PL	N;GEN;FEM;SG
obtenidos	získava	obtenido	získavať	ADJ;MASC;PL;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN
obtenidos	získané	obtenido	získaný	ADJ;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
obtenidos	získala	obtenido	získať	ADJ;MASC;PL;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
obtenidos	získaná	obtenido	získaný	ADJ;MASC;PL;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
obtenidos	získaný	obtenido	získaný	ADJ;MASC;PL;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
graham	graham	graham	graham	PROPN	N;ANIM;NOM;MASC;SG
preocupación	obavy	preocupación	obava	N;FEM;SG	N;NOM;FEM;PL
preocupación	obáv	preocupación	obávať	N;FEM;SG	N;GEN;FEM;PL
preocupación	obavy	preocupación	obava	N;FEM;SG	N;NOM;FEM;PL
metales	metal	metal	metať	N;MASC;PL	N;INAN;NOM;MASC;SG
metales	kovová	metal	kovovať	N;MASC;PL	ADJ;NOM;FEM;SG
metales	kovové	metal	kovový	N;MASC;PL	ADJ;NOM;NEUT;SG
metales	kov	metal	kov	N;MASC;PL	N;INAN;NOM;MASC;SG
renfe	renfe	renfe	renf	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
golf	golfové	golf	golfový	N;MASC	ADJ;NOM;NEUT;SG
asistencias	pomáha	asistencia	pomáhať	N;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
creencias	presvedčenie	creencia	presvedčenie	N;FEM;PL	N;NOM;NEUT;SG
creencias	viera	creencia	viera	N;FEM;PL	N;NOM;FEM;SG
humberto	humberto	humberto	humberto	PROPN	N;INAN;NOM;MASC;SG
humberto	humbert	humberto	humbert	PROPN	N;ANIM;NOM;MASC;SG
humberto	umberto	humberto	umberto	PROPN	PROPN;ANIM;NOM;MASC;SG
humberto	hubert	humberto	hubert	PROPN	N;ANIM;NOM;MASC;SG
htm	htm	htm	htm		
efectiva	účinne	efectivo	účinne	ADJ;FEM;SG	ADV
efectiva	efektívne	efectivo	efektívny	ADJ;FEM;SG	ADV
constituyente	zložka	constituyente	zložka	ADJ;SG	N;NOM;FEM;SG
llanura	jednoznacne	llanura	jednoznacne	N;FEM;SG	ADV
llanura	plain	llanura	plain	N;FEM;SG	
llanura	prosté	llanura	prosté	N;FEM;SG	ADJ;NOM;NEUT;SG
llanura	obyčajný	llanura	obyčajný	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
llanura	obyčajné	llanura	obyčajný	N;FEM;SG	ADJ;NOM;NEUT;SG
llanura	pláňach	llanura	pláňa	N;FEM;SG	N;GEN;FEM;PL
llanura	roviny	llanura	rovina	N;FEM;SG	N;NOM;FEM;PL
levantamiento	povstania	levantamiento	povstanie	N;MASC;SG	N;NOM;NEUT;PL
levantamiento	zdvíhacie	levantamiento	zdvíhací	N;MASC;SG	ADJ;NOM;NEUT;PL
propaganda	propagandy	propaganda	propaganda	N;FEM;SG	N;NOM;FEM;PL
desea	želanie	desear	želanie	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
desea	prajem	desear	priať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;1;POS;PRS;FIN
desea	želám	desear	želať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;1;POS;PRS;FIN
desea	wish	desear	wish	V;IND;SG;3;PRS;FIN	
desea	priania	desear	prianiť	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;PL
desea	želania	desear	želanie	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;PL
thompson	thompson	thompson	thompson	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
jay	jaya	jayto	jaya	PROPN	PROPN;ANIM;NOM;MASC;SG
jay	jay	jayto	jay	PROPN	PROPN;ANIM;NOM;MASC;SG
placas	doska	placa	doska	N;FEM;PL	N;NOM;FEM;SG
placas	platňa	placa	platňa	N;FEM;PL	N;NOM;FEM;SG
placas	tanier	placa	tanier	N;FEM;PL	N;INAN;NOM;MASC;SG
placas	plech	placa	plech	N;FEM;PL	N;INAN;NOM;MASC;SG
estructural	štrukturálnych	estructural	štrukturálny	ADJ;SG	ADJ;GEN;MASC;PL
estructural	štrukturálne	estructural	štrukturálny	ADJ;SG	ADJ;NOM;NEUT;PL
culpa	obviniť	culpa	obviniť	N;FEM;SG	V;PFV;POS;NFIN
culpa	obviňovať	culpa	obviňovať	N;FEM;SG	V;IPFV;POS;NFIN
culpa	viny	culpa	vina	N;FEM;SG	N;NOM;FEM;PL
secreta	secret	secreto	secret	ADJ;FEM;SG	N;NOM;FEM;SG
secreta	tajomstvo	secreto	tajomstvo	ADJ;FEM;SG	N;NOM;NEUT;SG
bank	bank	bank	bank	N	
bank	banková	bank	bankový	N	ADJ;NOM;FEM;SG
meseta	mesa	meseta	mes	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
meseta	rovnovážnej	meseta	rovnovážny	N;FEM;SG	ADJ;GEN;FEM;SG
ordenado	nariadil	ordenado	nariadiť	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
ordenado	objednali	ordenado	objednať	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
ordenado	nariadila	ordenado	nariadiť	ADJ;MASC;SG;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
asociada	súvisiace	asociado	súvisiaci	ADJ;FEM;SG;V.PTCP	ADJ;NOM;NEUT;PL;POS;V.PTCP;ACT
asociada	spoločník	asociado	spoločník	ADJ;FEM;SG;V.PTCP	N;ANIM;NOM;MASC;SG
estimada	odhadnúť	estimar	odhadnúť	ADJ;FEM;SG;V.PTCP	V;PFV;POS;NFIN
estimada	odhad	estimar	odhad	ADJ;FEM;SG;V.PTCP	N;INAN;NOM;MASC;SG
colaborar	spolupráca	colaborar	spolupráca	V;NFIN	N;NOM;FEM;SG
colaborar	spolupracujúce	colaborar	spolupracujúci	V;NFIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
circuitos	okruh	circuito	okruh	N;MASC;PL	N;INAN;NOM;MASC;SG
circuitos	obvod	circuito	obvod	N;MASC;PL	N;INAN;NOM;MASC;SG
circuitos	okruhu	circuito	okruh	N;MASC;PL	N;INAN;GEN;MASC;SG
magallanes	magellan	magallan	magellan	N;MASC;PL	N;INAN;NOM;MASC;SG
auxiliar	asistenta	auxiliar	asistent	V;NFIN	N;ANIM;ACC;MASC;SG
auxiliar	asistent	auxiliar	asistent	V;NFIN	N;ANIM;NOM;MASC;SG
auxiliar	asistentka	auxiliar	asistentka	V;NFIN	N;NOM;FEM;SG
auxiliar	pomocné	auxiliar	pomocný	V;NFIN	ADJ;NOM;NEUT;SG
auxiliar	pomocný	auxiliar	pomocný	V;NFIN	ADJ;ANIM;NOM;MASC;SG
corteza	kôry	corteza	kôra	N;FEM;SG	N;NOM;FEM;PL
anónimo	anonymných	anónimo	anonymný	ADJ;MASC;SG	ADJ;ANIM;GEN;MASC;PL
anónimo	anonymne	anónimo	anonymne	ADJ;MASC;SG	ADV
auge	bum	auge	bum	N;MASC;SG	INTJ
encargo	zadané	encargo	zadaný	N;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
encargo	objednať	encargo	objednať	N;MASC;SG	V;PFV;POS;NFIN
suave	hladko	suave	hladko	ADJ;SG	ADV
suave	mierne	suave	mierne	ADJ;SG	ADV
suave	jemne	suave	jemne	ADJ;SG	ADV
constantes	konštantné	constante	konštantný	ADJ;PL	ADJ;NOM;NEUT;SG
constantes	konštanta	constante	konštant	ADJ;PL	N;NOM;FEM;SG
constantes	konštantný	constante	konštantný	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
constantes	neustále	constante	ustále	ADJ;PL	ADV
constantes	konštanty	constante	konštant	ADJ;PL	N;NOM;FEM;PL
cbs	cbs	cbs	cbs	N;FEM;SG	PROPN;NOM;FEM;SG
suizo	švajčiarske	suizo	švajčiarsky	N;MASC;SG	ADJ;NOM;NEUT;SG
suizo	švajčiarska	suizo	švajčiarsky	N;MASC;SG	N;NOM;NEUT;PL
suizo	švajčiarsky	suizo	švajčiarsky	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
jamaica	jamajského	jamaica	jamajský	N;FEM;SG	ADJ;GEN;MASC;SG
sencilla	jednoduche	sencillo	jednoduch	ADJ;FEM;SG	
sencilla	ľahko	sencillo	ľahko	ADJ;FEM;SG	ADV
sencilla	easy	sencillo	eas	ADJ;FEM;SG	N;INAN;NOM;MASC;SG
rebelde	rebel	rebelde	rebieť	ADJ;SG	N;INAN;NOM;MASC;SG
matías	mathias	matía	mathias	PROPN	PROPN;ANIM;NOM;MASC;SG
matías	matej	matía	matej	PROPN	PROPN;ANIM;NOM;MASC;SG
matías	matthias	matía	matthias	PROPN	PROPN;ANIM;NOM;MASC;SG
nancy	nancy	nancy	nanca	N;FEM;SG	PROPN;NOM;FEM;SG
crimea	krym	crimea	krym	ADJ;SG	N;INAN;NOM;MASC;SG
liberado	oslobodil	liberado	oslobodiť	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
efectivamente	veru	efectivamente	veru	ADV	PART
seca	suchá	seco	sucho	ADJ;FEM;SG	N;NOM;FEM;SG
seca	sušená	seco	sušený	ADJ;FEM;SG	N;NOM;FEM;SG
seca	sušené	seco	sušený	ADJ;FEM;SG	ADJ;NOM;NEUT;PL;POS;V.PTCP;PASS
marchó	pochodovali	marchar	pochodovať	V;IND;SG;3;PST;FIN	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
medir	meranie	medir	meranie	V;NFIN	N;NOM;NEUT;SG
medir	opatrenie	medir	opatrenie	V;NFIN	N;NOM;NEUT;SG
asume	predpokladajú	asumir	predpokladať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;POS;PRS;FIN
asume	predpokladajme	asumir	predpokladať	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;PL;1;POS;FIN
dieta	diéty	dieta	diét	N;FEM;SG	N;NOM;FEM;PL
discusiones	diskusia	discusión	diskusi	N;FEM;PL	N;NOM;FEM;SG
discusiones	diskutovať	discusión	diskutovať	N;FEM;PL	V;IPFV;POS;NFIN
discusiones	diskusiu	discusión	diskusia	N;FEM;PL	N;ACC;FEM;SG
discusiones	argumentácia	discusión	argumentácia	N;FEM;PL	N;NOM;FEM;SG
stanley	stanley	stanley	stanley	PROPN	PROPN;ANIM;NOM;MASC;SG
realistas	realistické	realista	realistický	N;PL	ADJ;NOM;NEUT;SG
realistas	reálne	realista	reálne	N;PL	ADV
realistas	realistický	realista	realistický	N;PL	ADJ;ANIM;NOM;MASC;SG
realistas	realista	realista	realista	N;PL	N;ANIM;NOM;MASC;SG
rin	rin	rin	rin	N;MASC;SG	
animada	živo	animado	živo	ADJ;FEM;SG;V.PTCP	ADV
nativa	native	nativo	nativa	ADJ;FEM;SG	PROPN;ANIM;NOM;MASC;SG
intensa	intenzívne	intenso	intenzívne	ADJ;FEM;SG	ADV
seattle	seattle	seattle	seattľa	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
seattle	seattli	seattle	seattľnúť	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
rectangular	pravouhlých	rectangular	pravouhlý	ADJ;SG	ADJ;GEN;MASC;PL
acústica	akustika	acústicar	akustika	ADJ;FEM;SG	N;NOM;FEM;SG
innovación	inovácie	innovación	inovácia	N;FEM;SG	N;NOM;FEM;PL
hueso	kosti	hueso	kosť	N;MASC;SG	N;NOM;FEM;PL
administrativas	administratívny	administrativo	administratívny	ADJ;FEM;PL	ADJ;ANIM;NOM;MASC;SG
administrativas	administratívne	administrativo	administratívne	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
administrativas	administratívna	administrativo	administratívny	ADJ;FEM;PL	ADJ;NOM;FEM;SG
donald	donald	donald	donald	N;SG	PROPN;ANIM;NOM;MASC;SG
jacob	jacob	jacob	jacob	PROPN	PROPN;ANIM;NOM;MASC;SG
jacob	jakub	jacob	jakub	PROPN	PROPN;ANIM;NOM;MASC;SG
ordenador	počítačová	ordenador	počítačový	N;MASC;SG	ADJ;NOM;FEM;SG
baño	wc	baño	wc	N;MASC;SG	
baño	kúpeľne	baño	kúpeľňa	N;MASC;SG	N;NOM;FEM;PL
seguros	poisťovníctvo	seguro	poisťovníctvo	N;MASC;PL	N;NOM;NEUT;SG
seguros	poistenie	seguro	poistenie	N;MASC;PL	N;NOM;NEUT;SG
seguros	poistka	seguro	poistka	N;MASC;PL	N;NOM;FEM;SG
correr	chode	correr	choda	V;NFIN	N;INAN;NOM;MASC;SG
correr	beh	correr	beh	V;NFIN	N;INAN;NOM;MASC;SG
hms	hms	hms	hms	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
telecomunicaciones	telecom	telecomunicación	telec	N;FEM;PL	N;INAN;INS;MASC;SG
telecomunicaciones	telekomunikačných	telecomunicación	telekomunikačný	N;FEM;PL	ADJ;GEN;MASC;PL
iris	iris	iris	iris	N;MASC;SG	PROPN;NOM;FEM;SG
ocupando	okupačné	ocupar	okupačný	V;V.MSDR	ADJ;NOM;NEUT;SG
cantando	spev	cantar	spev	V;V.MSDR	N;INAN;NOM;MASC;SG
cantando	spievanie	cantar	spievanie	V;V.MSDR	N;NOM;NEUT;SG
examen	preskúmať	examen	preskúmať	N;MASC;SG	V;PFV;POS;NFIN
examen	skontrolovať	examen	skontrolovať	N;MASC;SG	V;PFV;POS;NFIN
depósitos	depozit	depósito	depozit	N;MASC;PL	N;INAN;NOM;MASC;SG
depósitos	vklad	depósito	vklad	N;MASC;PL	N;INAN;NOM;MASC;SG
ocasionalmente	príležitostné	ocasionalmente	príležitostný	ADV	ADJ;NOM;NEUT;SG
ocasionalmente	občasné	ocasionalmente	občasný	ADV	ADJ;NOM;NEUT;SG
invitada	hosťa	invitada	hosť	ADJ;FEM;SG;V.PTCP	N;ANIM;ACC;MASC;SG
invitada	hosť	invitada	hosť	ADJ;FEM;SG;V.PTCP	N;ANIM;NOM;MASC;SG
invitada	pozvaní	invitada	pozvať	ADJ;FEM;SG;V.PTCP	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
gov	gov	gov	gov		PROPN;ANIM;NOM;MASC;SG
homer	homer	homer	homer	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
respondió	zodpovedané	responder	zodpovedaný	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
respondió	odpovedali	responder	odpovedať	V;IND;SG;3;PST;FIN	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
respondió	zodpovedané	responder	zodpovedaný	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
respondió	odpovedali	responder	odpovedať	V;IND;SG;3;PST;FIN	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
respondió	reagovali	responder	reagovať	V;IND;SG;3;PST;FIN	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
turistas	turistický	turista	turistický	N;PL	ADJ;INAN;NOM;MASC;SG
turistas	turista	turista	turista	N;PL	N;ANIM;NOM;MASC;SG
turistas	turistická	turista	turistický	N;PL	ADJ;NOM;FEM;SG
turistas	turistické	turista	turistický	N;PL	ADJ;NOM;NEUT;SG
darío	darius	darío	darius	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
actuando	hranie	actuar	hranie	V;V.MSDR	N;NOM;NEUT;SG
confusión	nejasnosti	confusión	nejasnosť	N;FEM;SG	N;NOM;FEM;PL
lituania	litovské	lituania	litovský	N;FEM;SG	ADJ;NOM;NEUT;SG
lituania	litovský	lituania	litovský	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
tendencias	trend	tendencia	trend	N;FEM;PL	N;INAN;NOM;MASC;SG
tendencias	tendencia	tendencia	tendencia	N;FEM;PL	N;NOM;FEM;SG
tendencias	populárne	tendencia	populárne	N;FEM;PL	ADV
secretos	tajomstvo	secreto	tajomstvo	N;MASC;PL	N;NOM;NEUT;SG
secretos	tajný	secreto	tajný	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
secretos	secret	secreto	secret	N;MASC;PL	N;NOM;FEM;SG
secretos	tajná	secreto	tajný	N;MASC;PL	ADJ;NOM;FEM;SG
secretos	tajomstvo	secreto	tajomstvo	N;MASC;PL	N;NOM;NEUT;SG
secretos	tajné	secreto	tajný	N;MASC;PL	ADJ;NOM;NEUT;SG
tommy	tommyho	tommy	tomey	PROPN	N;ANIM;ACC;MASC;SG
tommy	tommy	tommy	tom	PROPN	PROPN;ANIM;NOM;MASC;SG
probabilidad	pravdepodobnosti	probabilidad	pravdepodobnosť	N;FEM;SG	N;NOM;FEM;PL
exhibición	výstavy	exhibición	výstava	N;FEM;SG	N;NOM;FEM;PL
elaborado	vypracovať	elaborado	vypracovať	ADJ;MASC;SG;V.PTCP	V;PFV;POS;NFIN
elaborado	vypracovaných	elaborado	vypracovaný	ADJ;MASC;SG;V.PTCP	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
entretenimiento	zábavy	entretenimiento	zábava	N;MASC;SG	N;NOM;FEM;PL
temprano	skoro	temprano	skoro	ADV	PART
temprano	skor	temprano	skor	ADV	INTJ
temprano	skorej	temprano	skorý	ADV	N;NOM;FEM;SG
temprano	skoré	temprano	skorý	ADV	ADJ;NOM;NEUT;SG
direcciones	smer	dirección	smer	N;FEM;PL	N;INAN;NOM;MASC;SG
direcciones	adresu	dirección	adresa	N;FEM;PL	N;ACC;FEM;SG
direcciones	adresa	dirección	adresa	N;FEM;PL	N;NOM;FEM;SG
soprano	soprano	soprano	soprano	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
now	teraz	now	teraz		ADV
semifinal	semifinále	semifinal	semifinál	N;FEM;SG	N;INAN;NOM;MASC;PL
semifinal	semifinále	semifinal	semifinál	N;FEM;SG	N;INAN;NOM;MASC;PL
espectro	specter	espectro	specter	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
espectro	wraithov	espectro	wraitho	N;MASC;SG	N;INAN;NOM;MASC;PL
espectro	spektrá	espectro	spektrý	N;MASC;SG	N;INAN;NOM;MASC;PL
serio	vážne	serio	vážne	ADJ;MASC;SG	ADV
conducción	jazdy	conducción	jazda	N;FEM;SG	N;NOM;FEM;PL
inteligente	smart	inteligente	smart	ADJ;SG	N;INAN;NOM;MASC;SG
introducido	vstúpil	introducir	vstúpiť	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
introducido	zaviedla	introducir	zaviesť	ADJ;MASC;SG;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
cia	cia	cia	cia	N;SG	PROPN;ANIM;NOM;MASC;SG
cia	cia	cia	cia	N;SG	PROPN;ANIM;NOM;MASC;SG
conocía	poznala	conocer	poznať	V;IND;SG;3;IPFV;FIN	V;IPFV;FEM;SG;POS;PST;V.PTCP
conocía	vedel	conocer	vedieť	V;IND;SG;3;IPFV;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
conocía	vedela	conocer	vedieť	V;IND;SG;3;IPFV;FIN	V;IPFV;FEM;SG;POS;PST;V.PTCP
conocía	vedeli	conocer	vedieť	V;IND;SG;3;IPFV;FIN	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
cubrir	kryt	cubrir	kryt	V;NFIN	N;INAN;NOM;MASC;SG
cubrir	cover	cubrir	cover	V;NFIN	
cubrir	krytie	cubrir	krytie	V;NFIN	N;NOM;NEUT;SG
cubrir	pokrytie	cubrir	pokrytie	V;NFIN	N;NOM;NEUT;SG
citas	menovanie	cita	menovanie	N;FEM;PL	N;NOM;NEUT;SG
citas	chodenie	cita	chodenie	N;FEM;PL	N;NOM;NEUT;SG
aprobada	schválil	aprobado	schváliť	ADJ;FEM;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
aprobada	schválili	aprobado	schváliť	ADJ;FEM;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
filadelfia	philadelphii	filadelfia	philadelphia	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
decidido	rozhodli	decidido	rozhodnúť	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
