strasbourg	strasbourg	strasbourg	strasbourg	N;INDF;MASC;SG	PROPN;NOM
cerul	himmel	cer	himmel	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
cerul	sky	cer	sky	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
cerul	himlen	cer	himle	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
esentiale	väsentligt	esential	väsentlig	ADJ;INDF;FEM;PL	ADV
esentiale	essentiell	esential	essentiell	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
transferul	transfer	transfer	transfer	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
transferul	överföra	transfer	överföra	N;DEF;MASC;SG	V;IMP;FIN;ACT
transferul	överlåtelse	transfer	överlåtelse	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
transferul	överföring	transfer	överföring	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
creatorul	skaparen	creator	skapare	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
creatorul	skapare	creator	skapare	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
companiile	bolag	companie	bolag	N;DEF;FEM;PL	N;NOM;INDF;NEUT;SG
companiile	företag	companie	företag	N;DEF;FEM;PL	N;NOM;INDF;NEUT;PL
silvia	silvia	silvie	silvi	N;DEF;FEM;SG	PROPN;NOM
silvia	sylvia	silvie	sylvia	N;DEF;FEM;SG	PROPN;NOM
gibson	gibson	gibson	gibson	PROPN	PROPN;NOM
inconjurata	omgiven	inconjurat	omgiv	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
inconjurata	omringade	inconjurat	omringad	ADJ;DEF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
inconjurata	omringad	inconjurat	omringa	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
inconjurata	omringat	inconjurat	omringa	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
viktor	viktor	viktor	vikta	PROPN	PROPN;NOM
babes	brudar	babes	bruda	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
babes	brudar	babes	bruda	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
adulti	vuxna	adult	vuxen		ADJ;NOM;PL
adulti	vuxen	adult	vuxen		N;NOM;INDF;MASC+FEM;SG
adulti	vuxna	adult	vuxen		ADJ;NOM;PL
adulti	vuxna	adult	vuxen		ADJ;NOM;PL
nivele	nivåerna	nivel	nivå	N;INDF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
estadio	estadio	estadio	estadio	PROPN	N;NOM;INDF;NEUT;SG
atribuita	tilldelat	atribuit	tilldela	N;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
atribuita	tilldelad	atribuit	tilldelad	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
atribuita	tilldelade	atribuit	tilldela	N;DEF;FEM;SG	V;NOM;PL;PST;V.PTCP
atribuita	tilldelat	atribuit	tilldela	N;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
atribuita	tilldelad	atribuit	tilldelad	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
wood	ved	wood	ved	PROPN	N;NOM;INDF;MASC+FEM;SG
wood	trä	wood	trä	PROPN	N;NOM;INDF;NEUT;SG
wood	virke	wood	virken	PROPN	N;NOM;INDF;NEUT;SG
coordonatele	koordinaterna	coordonată	koorddinat	N;DEF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
coordonatele	koordinater	coordonată	koordinat	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
johan	johan	johan	joha	PROPN	PROPN;NOM
santos	santos	santos	santos	PROPN	PROPN;NOM
armament	krigsmateriel	armament	krigsmateriel	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
armament	försvarsmateriel	armament	försvarsmateriel	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
simfonia	symfoni	simfonie	symfoni	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
visul	dream	vis	dream	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
visul	dröm	vis	dröm	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
eddie	eddie	eddie	eddie	PROPN	N;NOM;INDF;MASC+FEM;SG
mir	mir	mir	mir		PROPN;NOM
pescuit	fisket	pescuit	fiske	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
pescuit	fiska	pescuit	fisk	N;INDF;MASC;SG	V;NFIN;ACT
pescuit	fisket	pescuit	fiske	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
pescuit	fiskar	pescuit	fisk	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
proportie	proportioner	proportie	proportion	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
proportie	proportion	proportie	proportion	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
proportie	andel	proportie	andel	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
opozitia	motstånd	opozitie	motstånd	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
opozitia	oppositionen	opozitie	opposition	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
opozitia	invändning	opozitie	invändning	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
opozitia	opposition	opozitie	opposition	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
jorge	jorge	jorge	jorge	PROPN	PROPN;NOM
atribuite	tilldelat	atribuit	tilldela	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
atribuite	tilldelad	atribuit	tilldelad	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
atribuite	tilldelade	atribuit	tilldela	ADJ;INDF;FEM;PL	V;NOM;PL;PST;V.PTCP
atribuite	tilldelat	atribuit	tilldela	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
atribuite	tilldelad	atribuit	tilldelad	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
bursa	kamratskap	bursă	kamratskap	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
bursa	brödraskap	bursă	brödraskap	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
bursa	stipendium	bursă	stipendium	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
bursa	stipendiet	bursă	stipendium	N;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
bursa	bursa	bursă	bursa	N;DEF;FEM;SG	PROPN;NOM
bursa	stipendium	bursă	stipendium	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
bursa	stipendiet	bursă	stipendium	N;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
etaje	golv	etaj	golv	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
dragomir	dragomir	dragomir	dragomi	PROPN	PROPN;NOM
reciproc	ömsesidigt	reciproc	ömsesidig	ADV	ADJ;NOM;INDF;NEUT;SG
reciproc	ömsesidiga	reciproc	ömsesidig	ADV	ADJ;NOM;PL
reciproc	ömsesidig	reciproc	ömsesidig	ADV	N;NOM;INDF;MASC+FEM;SG
reciproc	inbördes	reciproc	inbördes	ADV	N;NOM;INDF;NEUT;SG
extra	extra	extra	extra		ADJ;NOM
avansate	avancerad	avansat	avancerad	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
avansate	avancerat	avansat	avancera	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
trenuri	tågen	tren	tågen	N;INDF;FEM;PL	N;NOM;DEF;NEUT;PL
trenuri	tåg	tren	tåg	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
tratarea	behandlar	tratare	behandla	N;DEF;FEM;SG	V;IND;PRS;FIN;ACT
antena	maträtt	antena	maträtt	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
antena	antenn	antena	antenn	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
antena	antenn	antena	antenn	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
umbra	skugga	umbră	skugga	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
umbra	shadow	umbră	shado	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
umbra	skuggan	umbră	skugga	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
umbra	skugga	umbră	skugga	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
umbra	skuggan	umbră	skugga	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
umbra	nyans	umbră	nyans	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
umbra	skugga	umbră	skugga	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
umbra	shadow	umbră	shado	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
umbra	skuggan	umbră	skugga	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
umbra	skugga	umbră	skugga	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
umbra	skuggan	umbră	skugga	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
umbra	nyans	umbră	nyans	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vocala	vokal	vocală	vokal	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vocala	vokal	vocală	vokal	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
creuse	creuse	creus	creuse	V;IND;SG;3;PST+PRF;FIN	N;NOM;INDF;MASC+FEM;SG
omorat	mördas	omora	mörda	ADJ;INDF;MASC;SG	V;IND;NFIN;PASS
omorat	mördade	omora	mörda	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
omorat	mördats	omora	mörda	ADJ;INDF;MASC;SG	V;V.CVB;PASS
omorat	dödade	omora	döda	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
marturii	vittnesmål	marturie	vittnesmål	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
marturii	vittnesbörd	marturie	vittnesbörd	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
marturii	vittnesmål	marturie	vittnesmål	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
marturii	vittnesbörd	marturie	vittnesbörd	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
marturii	vittnesmål	marturie	vittnesmål	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
aaron	aaron	aaron	aaron	PROPN	PROPN;NOM
aaron	aron	aaron	aro	PROPN	PROPN;NOM
falls	faller	fall	falla	PROPN	V;IND;PRS;FIN;ACT
falls	falls	fall	falla	PROPN	N;NOM;INDF;NEUT;SG
paraná	paran	paraná	para	PROPN	N;NOM;INDF;MASC+FEM;SG
transformare	omvandling	transformare	omvandling	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
transformare	förvandling	transformare	förvandling	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
academica	akademisk	academică	akademisk	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
academica	akademiker	academică	akademik	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
academica	akademiska	academică	akademisk	N;DEF;FEM;SG	ADJ;NOM;PL
academica	akademiskt	academică	akademisk	N;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
promoveaza	främja	promoveaza	främja	V;IND;SG;3;IPFV;FIN	V;IMP;FIN;ACT
promoveaza	marknadsföra	promoveaza	marknadsföra	V;IND;SG;3;IPFV;FIN	V;IMP;FIN;ACT
promoveaza	marknadsföra	promoveaza	marknadsföra	V;IND;SG;3;IPFV;FIN	V;IMP;FIN;ACT
digitale	digitalt	digital	digital	ADJ;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
digitale	digital	digital	digital	ADJ;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
abbas	abbas	abbas	abba	N;INDF;MASC;SG	PROPN;NOM
grafic	diagram	grafic	diagram	ADV	N;NOM;INDF;NEUT;SG
grafic	graf	grafic	graf	ADV	N;NOM;INDF;MASC+FEM;SG
grafic	grafik	grafic	grafik	ADV	N;NOM;INDF;MASC+FEM;SG
grafic	grafiska	grafic	grafisk	ADV	ADJ;NOM;PL
grafic	grafisk	grafic	grafisk	ADV	N;NOM;INDF;MASC+FEM;SG
grafic	grafiskt	grafic	grafisk	ADV	ADJ;NOM;INDF;NEUT;SG
grafic	diagram	grafic	diagram	ADV	N;NOM;INDF;NEUT;SG
antrenori	tränare	antrenor	tränare	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;SG
contul	konto	cont	konto	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
contul	kontot	cont	konto	N;DEF;MASC;SG	N;NOM;DEF;NEUT;SG
pedeapsa	påföljd	pedeapsă	påföljd	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pedeapsa	straff	pedeapsă	straff	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
pedeapsa	bestraffning	pedeapsă	bestraffning	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pedeapsa	straff	pedeapsă	straff	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
pedeapsa	påföljd	pedeapsă	påföljd	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pedeapsa	straff	pedeapsă	straff	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
pedeapsa	bestraffning	pedeapsă	bestraffning	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pedeapsa	straff	pedeapsă	straff	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
mei	mei	meu	mei	DET;MASC;PL;1	N;NOM;INDF;NEUT;SG
sevilla	sevilla	sevilla	sevill	PROPN	PROPN;NOM
sevilla	sevilla	sevilla	sevill	PROPN	PROPN;NOM
domnule	sir	domn	sir	N;VOC;DEF;MASC;SG	PROPN;NOM
domnule	herrn	domn	herr	N;VOC;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
definite	definierad	definit	definierad	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
definite	definierat	definit	definiera	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
definite	definieras	definit	definiera	ADJ;INDF;FEM;PL	V;IND;PRS;FIN;PASS
pauza	paus	pauză	paus	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pauza	pausa	pauză	pausa	N;DEF;FEM;SG	V;IMP;FIN;ACT
pauza	paus	pauză	paus	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pauza	break	pauză	break	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
pauza	rast	pauză	rast	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pauza	bryta	pauză	bryta	N;DEF;FEM;SG	V;IMP;FIN;ACT
pauza	brytning	pauză	brytning	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pauza	bryt	pauză	bryta	N;DEF;FEM;SG	V;IMP;FIN;ACT
pauza	paus	pauză	paus	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pauza	break	pauză	break	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
pauza	rast	pauză	rast	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pauza	bryta	pauză	bryta	N;DEF;FEM;SG	V;IMP;FIN;ACT
pauza	brytning	pauză	brytning	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pauza	bryt	pauză	bryta	N;DEF;FEM;SG	V;IMP;FIN;ACT
pauza	paus	pauză	paus	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pauza	pausa	pauză	pausa	N;DEF;FEM;SG	V;IMP;FIN;ACT
allan	allan	allan	allan	PROPN	PROPN;NOM
seminarul	seminarium	seminar	seminarium	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
seminarul	seminariet	seminar	seminari	N;DEF;MASC;SG	N;NOM;DEF;NEUT;SG
globala	globala	globală	global	ADJ;DEF;FEM;SG	ADJ;NOM;PL
globala	global	globală	global	ADJ;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
globala	globalt	globală	global	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
torre	torre	torre	torr	PROPN	N;NOM;INDF;NEUT;SG
conan	conan	conan	cona	PROPN	N;NOM;INDF;MASC+FEM;SG
brescia	brescia	brescie	brescia	PROPN	PROPN;NOM
circuitul	kretsar	circuit	krets	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
circuitul	krets	circuit	kreta	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
infrant	besegrade	infrant	besegrad		V;IND;PST;FIN;ACT
infrant	besegrat	infrant	besegrad		ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
infrant	besegrades	infrant	besegra		V;IND;PST;FIN;PASS
infrant	besegrad	infrant	besegrad		ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
hrusciov	chrusjtjov	hrusciov	chrusjtjov	N;INDF;MASC;SG	PROPN;NOM
roxana	roxana	roxana	roxan	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ferrara	ferrara	ferrara	ferrara	PROPN	PROPN;NOM
string	snöre	stringe	snöra		N;NOM;INDF;NEUT;SG
string	sträng	stringe	sträng		N;NOM;INDF;MASC+FEM;SG
string	string	stringe	string		N;NOM;INDF;MASC+FEM;SG
julian	julian	julian	julian	N;INDF;MASC;SG	PROPN;NOM
mandatului	mandatperiod	mandat	mandatperiod	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
mandatului	mandat	mandat	manda	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
mandatului	mandatet	mandat	mandat	N;DEF;MASC;SG	N;NOM;DEF;NEUT;SG
collins	collins	collins	collin	PROPN	PROPN;NOM
ontario	ontario	ontario	ontario	PROPN	PROPN;NOM
valoroase	värdefullt	valoros	värdefull	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG
valoroase	värdefull	valoros	värdefull	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
reclama	reklamfilm	reclama	reklamfilm	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
reclama	kommersiell	reclama	kommersiell	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
reclama	kommersiella	reclama	kommersiell	N;DEF;FEM;SG	ADJ;NOM;PL
reclama	kommersiellt	reclama	kommersiell	N;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
reclama	annonsera	reclama	annonsera	N;DEF;FEM;SG	V;IMP;FIN;ACT
reclama	reklam	reclama	reklam	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
reclama	annonsering	reclama	annonsering	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
merite	merit	merit	merit	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
tong	tong	tong	tong	PROPN	PROPN;NOM
comunicatii	kommunikation	comunicat	kommunikation		N;NOM;INDF;MASC+FEM;SG
comunicatii	meddelanden	comunicat	meddelande		N;NOM;INDF;NEUT;PL
comunicatii	kommunikationer	comunicat	kommunikation		N;NOM;INDF;MASC+FEM;PL
manga	manga	manga	manga		N;NOM;INDF;MASC+FEM;SG
indo	indo	indo	indo		N;MASC+FEM
marketing	marknadsföringen	marketing	marknadsföring	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
montreal	montreal	montreal	montreal	PROPN	PROPN;NOM
ribbentrop	ribbentrop	ribbentrop	ribbentrop	N;INDF;MASC;SG	PROPN;NOM
scade	sänkning	scădea	sänkning	V;IND;SG;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
scade	minska	scădea	minska	V;IND;SG;3;PRS;FIN	V;IMP;NFIN;ACT
scade	minskning	scădea	minskning	V;IND;SG;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
cheia	tangent	cheie	tangent	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
cheia	nyckel	cheie	nyckel	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
cheia	key	cheie	key	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
cheia	nyckeln	cheie	nyckel	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
britannica	britannica	britannic	britannic	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
romanov	romanov	romanov	romanov	PROPN	N;NOM;INDF;MASC+FEM;SG
vidin	vidin	vidin	vidin	N;INDF;MASC;SG	PROPN;NOM
mecanice	mekaniskt	mecanic	mekanisk	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG
mecanice	mekanisk	mecanic	mekanisk	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
hogna	hogna	hognă	hogen	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ascunde	dölj	ascunde	dölja	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
ascunde	dölja	ascunde	dölja	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
ascunde	gömma	ascunde	gömma	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
ascunde	göm	ascunde	göm	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
mobil	rörlig	mobil	rörlig	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
mobil	mobila	mobil	mobil	N;INDF;MASC;SG	ADJ;NOM;PL
sean	sean	sean	sean	PROPN	PROPN;NOM
schi	skidor	schi	skida	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
schi	skidor	schi	skida	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
fondarea	grundandet	fondare	grundande	N;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
fondarea	grundande	fondare	grunda	N;DEF;FEM;SG	ADJ;NOM;PRS;V.PTCP
depozite	inlåning	depozit	inlåning	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
fictiv	fiktiva	fictiv	fiktiv	ADJ;INDF;MASC;SG	ADJ;NOM;PL
fictiv	fiktiva	fictiv	fiktiv	ADJ;INDF;MASC;SG	ADJ;NOM;PL
aeroport	flygplatsen	aeroport	flygplats	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
talentul	begåvning	talent	begåvning	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
talentul	talang	talent	talang	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
talentul	talanger	talent	talang	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
oklahoma	oklahoma	oklahoma	oklahoma	PROPN	PROPN;NOM
terestra	landlevande	terestră	landlevande	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
terestra	markbundna	terestră	markbunden	N;DEF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
permisiunea	tillåtelse	permisiune	tillåtelse	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
permisiunea	behörighet	permisiune	behörighet	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
permisiunea	tillstånd	permisiune	tillstånd	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
bernhard	bernhard	bernhard	bernhard	PROPN	N;NOM;INDF;MASC+FEM;SG
nepoata	barnbarn	nepoată	barnbarn	N;DEF;FEM;SG	N;NOM;INDF;NEUT;PL
nepoata	dotterdotter	nepoată	dotterdott	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
nepoata	brorsdotter	nepoată	brorsdott	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
nepoata	syskonbarn	nepoată	syskonbarn	N;DEF;FEM;SG	N;NOM;INDF;NEUT;PL
nepoata	systerdotter	nepoată	systerdott	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
nepoata	barnbarn	nepoată	barnbarn	N;DEF;FEM;SG	N;NOM;INDF;NEUT;PL
nepoata	dotterdotter	nepoată	dotterdott	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
nepoata	brorsdotter	nepoată	brorsdott	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
nepoata	syskonbarn	nepoată	syskonbarn	N;DEF;FEM;SG	N;NOM;INDF;NEUT;PL
nepoata	systerdotter	nepoată	systerdott	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
batut	slagna	bate	slag	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
batut	slagen	bate	slag	ADJ;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
batut	slagna	bate	slag	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
batut	slagen	bate	slag	ADJ;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
pragul	tröskeln	prag	tröskeln	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
pragul	tröskel	prag	tröskel	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
oua	ägg	ou	ägg	N;DEF;FEM;PL	N;NOM;INDF;NEUT;SG
oua	ägg	ou	ägg	N;DEF;FEM;PL	N;NOM;INDF;NEUT;SG
aristotel	aristoteles	aristotel	aristoteles	N;INDF;MASC;SG	PROPN;NOM
panchen	panchen	panchen	panchen	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
lucilia	lucilia	lucilie	lucili	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
alpha	alpha	alpha	alpha		PROPN;NOM
alpha	alfa	alpha	alfa		PROPN;NOM
atlético	atlético	atlético	atlético	PROPN	PROPN;NOM
liudmila	ljudmila	liudmilă	ljudmil	N;DEF;FEM;SG	PROPN;NOM
sprijina	stöttar	sprijină	stötta	V;IND;SG;3;IPFV;FIN	V;IND;PRS;FIN;ACT
sprijina	stöder	sprijină	stödja	V;IND;SG;3;IPFV;FIN	V;IND;PRS;FIN;ACT
sprijina	stödjer	sprijină	stödja	V;IND;SG;3;IPFV;FIN	V;IND;PRS;FIN;ACT
tiparita	tryckt	tiparită	trycka	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
tiparita	tryckta	tiparită	trycka	ADJ;DEF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
rica	rica	rica	ric	PROPN	PROPN;NOM
imnul	hymn	imn	hymn	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
chirurgie	operation	chirurgie	operation	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
chirurgie	kirurgi	chirurgie	kirurgi	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
afecta	påverkar	afecta	påverka	V;IND;SG;3;IPFV;FIN	V;IND;PRS;FIN;ACT
afecta	påverka	afecta	påverka	V;IND;SG;3;IPFV;FIN	V;IMP;FIN;ACT
madison	madison	madison	madison	N;INDF;MASC;SG	PROPN;NOM
icoana	ikonen	icoană	ikon	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
icoana	ikon	icoană	ikon	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
