periferia	predmestja	periferia	predmestje	N;FEM;SG	N;NOM;NEUT;PL
hunt	hunt	hunt	hunt	N	
lontana	oddaljeno	lontano	oddaljen	ADJ;FEM;SG	ADV
lontana	oddaljeni	lontano	oddaljen	ADJ;FEM;SG	ADJ;NOM;MASC;PL
tele	tele	tela	tel	N;FEM;PL	
scrivi	piši	scrivere	pišati	V;IMP;SG;2;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
scrivi	pisanje	scrivere	pisanje	V;IMP;SG;2;PRS;FIN	N;NOM;NEUT;SG
reed	reed	reed	reed	N;MASC	PROPN;NOM;MASC;SG
emily	emily	emily	emily	N;FEM	PROPN;NOM;FEM;SG
acquisito	pridobljena	acquisire	pridobljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
acquisito	pridobljen	acquisire	pridobljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
acquisito	pridobljene	acquisire	pridobljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
acquisito	pridobljeno	acquisire	pridobljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
pellicole	film	pellicolo	film	N;FEM;PL	N;NOM;MASC;SG
transizione	prehodno	transizione	prehodno	N;FEM;SG	ADJ;NOM;NEUT;SG
transizione	prehodna	transizione	prehoden	N;FEM;SG	ADJ;NOM;FEM;SG
transizione	prehodne	transizione	prehoden	N;FEM;SG	ADJ;NOM;FEM;PL
transizione	prehodno	transizione	prehodno	N;FEM;SG	ADJ;NOM;NEUT;SG
transizione	prehodni	transizione	prehoden	N;FEM;SG	ADJ;NOM;MASC;SG
taiwan	tajvana	taiwan	tajvan	N;MASC	ADJ;NOM;NEUT;SG
taiwan	tajvan	taiwan	tajvan	N;MASC	
taiwan	tajvanski	taiwan	tajvanski	N;MASC	ADJ;NOM;MASC;SG
circondato	obkrožen	circondare	obkrožen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
circondato	obkrožena	circondare	obkrožen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
circondato	obkoljena	circondare	obkoljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
müller	müller	müller	müller		PROPN;NOM;MASC;SG
müller	muller	müller	muller		N;NOM;MASC;SG
xxi	xxi	xxi	iti	ADJ;SG	PROPN;NOM;MASC;SG
cantato	sung	cantare	sung	V;MASC;SG;PST;V.PTCP	N;NOM;MASC;SG
stellare	stellar	stellare	stellar	ADJ;SG	
colpevole	kriv	colpevole	kriv	N;SG	ADJ;NOM;INDF;MASC;SG
colpevole	kriva	colpevole	kriv	N;SG	ADJ;NOM;FEM;SG
folla	množice	folla	množica	N;FEM;SG	N;NOM;FEM;PL
folla	množice	folla	množica	N;FEM;SG	N;NOM;FEM;PL
uniforme	uniforma	uniforme	uniforma	ADJ;SG	N;NOM;FEM;SG
uniforme	uniformo	uniforme	uniforma	ADJ;SG	N;ACC;FEM;SG
josh	josh	josh	josh	N	PROPN;NOM;MASC;SG
raro	redki	raro	redek	ADJ;MASC;SG	ADJ;NOM;MASC;PL
raro	redko	raro	redko	ADJ;MASC;SG	ADV
concesse	podeljena	concedere	podeljen	V;IND;PL;3;PST;FIN	ADJ;NOM;FEM;SG;V.PTCP
concesse	odobreno	concedere	odobreno	V;IND;PL;3;PST;FIN	ADJ;NOM;NEUT;SG
eseguiti	izvršena	eseguire	izvršen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
eseguiti	usmrčen	eseguire	usmrčen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
eseguiti	opravljen	eseguire	opravljen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
eseguiti	opravljeni	eseguire	opravljen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
eseguiti	opravljene	eseguire	opravljen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
run	beži	run	bež	N	V;IPFV;IND;SG;3;PRS;FIN
run	zbeži	run	zbež	N	V;PFV;IND;SG;3;PRS;FIN
run	teči	run	teči	N	V;IPFV;NFIN
aperti	odpri	aprire	odpreti	ADJ;MASC;PL	V;PFV;IMP;SG;2;FIN
aperti	odprto	aprire	odprt	ADJ;MASC;PL	ADJ;NOM;NEUT;SG;V.PTCP
cavo	kabli	cavo	kabel	N;MASC;SG	N;NOM;MASC;PL
cavo	kabelski	cavo	kabelski	N;MASC;SG	ADJ;NOM;MASC;SG
gallese	welsh	gallese	Welsh	ADJ;SG	PROPN;NOM;MASC;SG
carmelo	carmel	carmelo	carmel	N;MASC;SG	
separata	ločena	separare	ločen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
separata	ločeni	separare	ločen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
separata	ločen	separare	ločen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
separata	ločeno	separare	ločen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
separata	ločena	separare	ločen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
separata	ločeni	separare	ločen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
separata	ločeno	separare	ločen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
siviglia	seville	siviglia	sevilel	N;FEM;SG	N;NOM;FEM;PL
invita	vabila	invitare	vabilo	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;PL
invita	povabilo	invitare	povabilo	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
invita	vabilo	invitare	vabilo	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
omicidi	umor	omicidio	umor	N;MASC;PL	N;NOM;MASC;SG
omicidi	umori	omicidio	umor	N;MASC;PL	N;NOM;MASC;SG
omicidi	umori	omicidio	umor	N;MASC;PL	N;NOM;MASC;SG
omicidi	umori	omicidio	umor	N;MASC;PL	N;NOM;MASC;SG
residente	prebivalec	residente	prebivalec	ADJ;SG	N;NOM;MASC;SG
reato	kaznivo	reato	kazniv	N;MASC;SG	ADJ;NOM;NEUT;SG
militante	militantna	militante	militanten	N;SG	ADJ;NOM;FEM;SG
sismica	potresne	sismico	potresniti	ADJ;FEM;SG	ADJ;NOM;FEM;PL
got	dobil	got	dobiti		V;PFV;MASC;SG;V.PTCP
got	got	got	got		N;NOM;MASC;SG
associati	sodelavci	associare	sodelavec	V;MASC;PL;PST;V.PTCP	N;NOM;MASC;PL
menzione	omenjen	menzione	omenjen	N;FEM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
menzione	omenil	menzione	omeniti	N;FEM;SG	V;PFV;MASC;SG;V.PTCP
menzione	omeni	menzione	omeniti	N;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
dar	dar	dare	dar	V;NFIN	N;NOM;MASC;SG
distribuita	razdeljen	distribuire	razdeljen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
distribuita	razdeljeni	distribuire	razdeljen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
uguali	enaka	uguale	enak	ADJ;PL	DET;NOM;FEM;SG
uguali	enaki	uguale	enak	ADJ;PL	DET;NOM;MASC;PL
uguali	enako	uguale	enako	ADJ;PL	ADV
intenzioni	nameni	intenzione	nameniti	N;FEM;PL	V;PFV;IND;SG;3;PRS;FIN
intenzioni	namere	intenzione	namera	N;FEM;PL	N;NOM;FEM;SG
intenzioni	namen	intenzione	namen	N;FEM;PL	N;NOM;MASC;SG
intenzioni	namera	intenzione	namera	N;FEM;PL	N;NOM;FEM;SG
rudolf	rudolf	rudolf	rudolf	N;MASC;SG	PROPN;NOM;MASC;SG
ortodossa	pravoslavne	ortodosso	pravoslaven	ADJ;FEM;SG	ADJ;NOM;FEM;PL
hope	hope	hope	hopa	N	
liberato	osvobojen	liberare	osvobojen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
liberato	osvobodili	liberare	osvoboditi	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP
liberato	osvobojen	liberare	osvobojen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
automatica	samodejno	automatico	samodejno	ADJ;FEM;SG	ADV
automatica	avtomatsko	automatico	avtomatsko	ADJ;FEM;SG	ADV
pirenei	pirenejih	pirene	piren	N;MASC;PL	ADJ;ESS;CMPR;NEUT;PL
guardare	ura	guardare	ura	V;NFIN	N;NOM;FEM;SG
guardare	gledanje	guardare	gledanje	V;NFIN	N;NOM;NEUT;SG
rivali	tekmec	rivale	tekmec	N;PL	N;NOM;MASC;SG
manoscritti	rokopis	manoscrivere	rokopis	N;MASC;PL	N;NOM;MASC;SG
controllata	podružnica	controllare	podružnica	V;FEM;SG;PST;V.PTCP	N;NOM;FEM;SG
controllata	nadzorovano	controllare	nadzorovan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
controllata	nadzorovanih	controllare	nadzorovan	V;FEM;SG;PST;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
controllata	nadzorovana	controllare	nadzorovan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
controllata	nadzorovan	controllare	nadzorovan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
controllata	nadzorovani	controllare	nadzorovan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
rettore	dean	rettore	dean	N;MASC;SG	PROPN;NOM;MASC;SG
beatles	beatles	beatles	beatles	N;MASC;PL	N;NOM;MASC;SG
significativa	smiselne	significativo	smiseln	ADJ;FEM;SG	ADJ;NOM;FEM;PL
bombardamenti	bombardiranje	bombardamento	bombardiranje	N;MASC;PL	N;NOM;NEUT;SG
bombardamenti	bombardiranje	bombardamento	bombardiranje	N;MASC;PL	N;NOM;NEUT;SG
lou	lou	lou	lou	N;SG	PROPN;NOM;MASC;SG
tubo	cevi	tubo	cev	N;MASC;SG	N;NOM;FEM;PL
adottata	sprejeta	adottare	sprejet	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
adottata	sprejet	adottare	sprejet	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
adottata	sprejeto	adottare	sprejet	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
decisivo	odločilno	decisivo	odločilen	ADJ;MASC;SG	ADV
canonico	canon	canonico	canon	ADJ;MASC;SG	N;NOM;MASC;SG
canonico	kanonično	canonico	kanonično	ADJ;MASC;SG	ADV
rex	rex	rex	rex	N;MASC;SG	
fisici	fizično	fisico	fizično	N;MASC;PL	ADV
fisici	fizični	fisico	fizičen	N;MASC;PL	ADJ;NOM;MASC;SG
fisici	fizična	fisico	fizičen	N;MASC;PL	ADJ;NOM;FEM;SG
arrivata	prispele	arrivare	prispeti	V;FEM;SG;PST;V.PTCP	V;PFV;FEM;PL;V.PTCP
arrivata	prispeli	arrivare	prispeti	V;FEM;SG;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP
cesena	cesena	cesena	cesen	N;FEM;SG	ADJ;NOM;NEUT;SG
divisi	deljena	dividere	deljen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
divisi	deljeno	dividere	deljen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
divisi	razdeljene	dividere	razdeljen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
divisi	razdeljeni	dividere	razdeljen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
divisi	razdeljeno	dividere	razdeljen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
pericoloso	nevarne	pericoloso	nevaren	ADJ;MASC;SG	ADJ;NOM;FEM;PL
pericoloso	nevarni	pericoloso	nevaren	ADJ;MASC;SG	ADJ;NOM;MASC;PL
pericoloso	nevarni	pericoloso	nevaren	ADJ;MASC;SG	ADJ;NOM;MASC;PL
pericoloso	nevarne	pericoloso	nevaren	ADJ;MASC;SG	ADJ;NOM;FEM;PL
true	res	trua	res	N	ADV
true	resnično	trua	resnično	N	ADV
true	resnična	trua	resničen	N	ADJ;NOM;FEM;SG
analogo	primerljivi	analogo	primerljiv	ADJ;MASC;SG	ADJ;NOM;MASC;PL
secondario	sekundarno	secondario	sekundaren	ADJ;MASC;SG	ADV
secondario	sekundarne	secondario	sekundaren	ADJ;MASC;SG	ADJ;NOM;FEM;PL
slovenia	slovenia	slovenia	slovenia	N;FEM;SG	
negativa	negativno	negativo	negativen	ADJ;FEM;SG	ADV
crociera	potovalni	crociera	potovalen	N;FEM;SG	ADJ;NOM;MASC;SG
carol	carol	carol	carol	N;FEM;SG	PROPN;NOM;MASC;SG
han	hana	avere	hana	V;IND;PL;3;PRS;FIN	N;NOM;FEM;SG
han	han	avere	han	V;IND;PL;3;PRS;FIN	N;NOM;MASC;SG
pura	čist	puro	čist	ADJ;FEM;SG	
adolf	adolf	adolf	adolf	N;MASC;SG	PROPN;NOM;MASC;SG
orale	ustno	orale	ustno	ADJ;SG	ADV
orale	peroralno	orale	peroralen	ADJ;SG	ADV
aggiornata	posodobljen	aggiornare	posodobljen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
aggiornata	posodobljeno	aggiornare	posodobljen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
aggiornata	posodobljena	aggiornare	posodobljen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
beat	premagal	beat	premagati	N;MASC	V;PFV;MASC;SG;V.PTCP
trinità	trinity	trinità	trinity	N;FEM	PROPN;NOM;MASC;SG
aggiungendo	dodajanje	aggiungere	dodajanje	V;V.MSDR	N;NOM;NEUT;SG
australian	avstralski	australiano	avstralski	N;FEM	ADJ;NOM;MASC;SG
violento	nasilne	violento	nasilen	ADJ;MASC;SG	ADJ;NOM;FEM;PL
violento	nasilni	violento	nasilen	ADJ;MASC;SG	ADJ;NOM;MASC;PL
violento	nasilno	violento	nasilen	ADJ;MASC;SG	ADV
riforme	reformo	riforma	reforma	N;FEM;PL	N;ACC;FEM;SG
riforme	reforma	riforma	reforma	N;FEM;PL	N;NOM;FEM;SG
cipro	ciper	cipro	ciper	N;MASC;SG	PROPN;NOM;MASC;SG
cipro	cipru	cipro	ciper	N;MASC;SG	PROPN;NOM;MASC;SG
demoni	demona	demone	demona	N;MASC;PL	N;ACC;MASC;SG
demoni	demon	demone	demon	N;MASC;PL	N;NOM;MASC;SG
cellula	celice	cellula	celica	N;FEM;SG	N;NOM;FEM;PL
cellula	celic	cellula	celica	N;FEM;SG	N;GEN;FEM;PL
presidenti	predsednik	presidente	predsednik	N;MASC;PL	N;NOM;MASC;SG
presidenti	predsednica	presidente	predsednica	N;MASC;PL	N;NOM;FEM;SG
mine	mine	mina	miniti	N;FEM;PL	V;PFV;IND;SG;3;PRS;FIN
mine	moj	mina	moj	N;FEM;PL	DET;NOM;MASC;SG;1
mine	moja	mina	moj	N;FEM;PL	DET;NOM;FEM;SG;1
mine	rudnik	mina	rudnik	N;FEM;PL	N;NOM;MASC;SG
mine	moje	mina	moj	N;FEM;PL	DET;NOM;NEUT;SG;1
carità	dobrodelna	carità	dobrodelen	N;FEM	ADJ;NOM;FEM;SG
leggende	legend	leggenda	legenda	N;FEM;PL	N;NOM;FEM;SG
leggende	legend	leggenda	legenda	N;FEM;PL	N;NOM;FEM;SG
leggende	legenda	leggenda	legenda	N;FEM;PL	N;NOM;FEM;SG
saverio	saverio	saverio	saveria	N;MASC;SG	PROPN;NOM;MASC;SG
molecole	molekul	molecola	molekul	N;FEM;PL	N;NOM;MASC;SG
sacrificio	žrtvovanja	sacrificio	žrtvovanje	N;MASC;SG	N;GEN;NEUT;PL
sospetto	sumljivo	sospetto	sumljiv	N;MASC;SG	ADJ;NOM;NEUT;SG
sospetto	sumljive	sospetto	sumljiv	N;MASC;SG	ADJ;NOM;FEM;PL
sospetto	sumljiv	sospetto	sumljiv	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
sospetto	sumljiva	sospetto	sumljiv	N;MASC;SG	ADJ;NOM;FEM;SG
sospetto	osumljeni	sospetto	osumljen	N;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
sospetto	osumljenca	sospetto	osumljenca	N;MASC;SG	N;NOM;MASC;DU
lombardi	lombardi	lombardo	lombard	N;MASC;PL	N;NOM;MASC;SG
elementare	osnovni	elementare	osnoven	ADJ;SG	ADJ;NOM;MASC;PL
five	pet	five	pet	N	NUM;NOM;PL
five	five	five	fiv	N	
rispettare	spoštovanja	rispettare	spoštovanje	V;NFIN	N;GEN;NEUT;SG
rispettare	spoštovanje	rispettare	spoštovanje	V;NFIN	N;NOM;NEUT;SG
olanda	nizozemsko	olanda	nizozemski	N;FEM;SG	ADJ;NOM;NEUT;SG
olanda	nizozemska	olanda	nizozemski	N;FEM;SG	ADJ;NOM;FEM;SG
hal	hal	hal	hala	N	PROPN;NOM;MASC;SG
derivati	derivati	derivare	derivati	V;MASC;PL;PST;V.PTCP	N;NOM;MASC;PL
consentito	dovoljeno	consentire	dovoljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
consentito	dovoljen	consentire	dovoljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
consentito	dovoljeno	consentire	dovoljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
consentito	dovoljen	consentire	dovoljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
cantare	poj	cantare	poj	V;NFIN	ADV
cantare	zapoj	cantare	zapoj	V;NFIN	N;NOM;MASC;SG
cantare	pojem	cantare	pojem	V;NFIN	N;NOM;MASC;SG
cantare	petje	cantare	petje	V;NFIN	N;NOM;NEUT;SG
cantare	petja	cantare	petje	V;NFIN	N;GEN;NEUT;SG
lodi	lodi	lodo	loditi	N;FEM;PL	N;NOM;MASC;SG
contee	okrožja	contea	okrožje	N;FEM;PL	N;NOM;NEUT;SG
israeliano	izraelske	israeliano	izraelski	ADJ;MASC;SG	ADJ;NOM;FEM;PL
indie	indie	india	indie	N;FEM;PL	N;NOM;MASC;SG
africano	afriške	africano	afriški	ADJ;MASC;SG	ADJ;NOM;FEM;PL
qualifica	kvalifikacije	qualifica	kvalifikacija	N;FEM;SG	N;NOM;FEM;PL
qualifica	kvalificiranih	qualifica	kvalificiran	N;FEM;SG	ADJ;GEN;MASC;PL;V.PTCP
qualifica	kvalificiran	qualifica	kvalificiran	N;FEM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
qualifica	kvalifikacije	qualifica	kvalifikacija	N;FEM;SG	N;NOM;FEM;PL
see	egp	seo	egp		N;NOM;MASC;SG
see	eea	seo	eea		PROPN;NOM;FEM;SG
capaci	zmožen	capace	zmožen	ADJ;PL	ADJ;NOM;INDF;MASC;SG
capaci	sposoben	capace	sposoben	ADJ;PL	ADJ;NOM;INDF;MASC;SG
ira	ira	ira	ir	N;FEM;SG	PROPN;NOM;FEM;SG
make	naredi	make	narediti	N	V;PFV;IND;SG;3;PRS;FIN
curtis	curtis	curtis	curtis	N;MASC	PROPN;NOM;MASC;SG
enormi	ogromen	enorme	ogromen	ADJ;PL	ADJ;NOM;INDF;MASC;SG
enormi	ogromno	enorme	ogromen	ADJ;PL	ADJ;NOM;NEUT;SG
enormi	ogromna	enorme	ogromen	ADJ;PL	ADJ;NOM;FEM;SG
enormi	ogromen	enorme	ogromen	ADJ;PL	ADJ;NOM;INDF;MASC;SG
nina	nina	nina	nino	N;FEM;SG	PROPN;NOM;FEM;SG
nina	nino	nina	nino	N;FEM;SG	PROPN;NOM;MASC;SG
significativi	precejšnje	significativo	precejšnji	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
ritmica	ritmično	ritmico	ritmično	ADJ;FEM;SG	ADV
ostacoli	ovira	ostacolo	ovira	N;MASC;PL	N;NOM;FEM;SG
pasta	testenine	pasta	testenina	N;FEM;SG	N;NOM;FEM;PL
pasta	prilepi	pasta	prilepiti	N;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
fall	padlo	fall	pasti	N	V;PFV;NEUT;SG;V.PTCP
fall	padel	fall	pasti	N	V;PFV;MASC;SG;V.PTCP
leoni	leoni	leone	leon	N;MASC;PL	ADJ;NOM;MASC;SG
leoni	levi	leone	lev	N;MASC;PL	ADJ;NOM;MASC;SG
leoni	leve	leone	lev	N;MASC;PL	ADJ;NOM;FEM;PL
ginnastica	gimnastična	ginnastica	gimnastičen	N;FEM;SG	ADJ;NOM;FEM;SG
amanti	ljubimca	amante	ljubimec	N;PL	N;NOM;MASC;DU
amanti	zaljubljenca	amante	zaljubljenca	N;PL	N;NOM;MASC;DU
mason	mason	mason	mason	N;MASC;SG	PROPN;NOM;MASC;SG
frutta	sadeži	frutta	sadež	N;FEM;SG	N;NOM;MASC;PL
frutta	plodovi	frutta	plodov	N;FEM;SG	N;NOM;MASC;PL
algeria	alžirski	algeria	alžirski	N;FEM;SG	ADJ;NOM;MASC;SG
crimini	zločin	crimine	zločin	N;MASC;PL	N;NOM;MASC;SG
crimini	kriminal	crimine	kriminal	N;MASC;PL	N;NOM;MASC;SG
crimini	kriminala	crimine	kriminal	N;MASC;PL	N;GEN;MASC;SG
catene	verigo	catena	veriga	N;FEM;PL	N;ACC;FEM;SG
catene	veriga	catena	veriga	N;FEM;PL	N;NOM;FEM;SG
rara	redki	raro	redek	ADJ;FEM;SG	ADJ;NOM;MASC;PL
rara	redko	raro	redko	ADJ;FEM;SG	ADV
sinonimi	sinonim	sinonimo	sinoni	N;MASC;PL	V;PFV;IND;SG;1;PRS;FIN
appassionato	strastno	appassionato	strastno	ADJ;MASC;SG	ADV
mons	mons	mons	mons	N;MASC;SG	
fabbricato	proizvedeno	fabbricato	proizveden	N;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
fabbricato	proizveden	fabbricato	proizveden	N;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
fabbricato	izdelano	fabbricato	izdelan	N;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
fabbricato	izdelan	fabbricato	izdelan	N;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
fabbricato	izdelane	fabbricato	izdelan	N;MASC;SG	ADJ;NOM;FEM;PL;V.PTCP
fabbricato	izdelani	fabbricato	izdelan	N;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
dominazione	prevlada	dominazione	prevladati	N;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
dominazione	prevlada	dominazione	prevladati	N;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
annuario	letopisi	annuario	letopis	N;MASC;SG	N;NOM;MASC;PL
irene	irena	irena	irena	N;FEM;SG	PROPN;NOM;FEM;SG
irene	irene	irena	irena	N;FEM;SG	PROPN;NOM;FEM;SG
soap	milo	soap	milo	N;FEM	ADV
condotti	izvedene	condurre	izveden	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
evidenti	očitno	evidente	očitno	ADJ;PL	ADV
evidenti	očiten	evidente	očiten	ADJ;PL	ADJ;NOM;INDF;MASC;SG
evidenti	očitna	evidente	očiten	ADJ;PL	ADJ;NOM;FEM;SG
cintura	pasom	cintura	pas	N;FEM;SG	N;DAT;MASC;PL
attacca	napadi	attaccare	napad	V;IND;SG;3;PRS;FIN	N;NOM;MASC;PL
attacca	napade	attaccare	napad	V;IND;SG;3;PRS;FIN	N;ACC;MASC;SG
trovati	najdeno	trovare	najden	V;MASC;PL;PST;V.PTCP	ADJ;NOM;RL;NEUT;SG
trovati	najdeni	trovare	najden	V;MASC;PL;PST;V.PTCP	ADJ;NOM;RL;MASC;PL
trovati	najdena	trovare	najden	V;MASC;PL;PST;V.PTCP	ADJ;NOM;RL;FEM;SG
trovati	najden	trovare	najden	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
distanze	razdalje	distanza	razdalja	N;FEM;PL	N;NOM;FEM;SG
distanze	oddaljenost	distanza	oddaljenost	N;FEM;PL	N;NOM;FEM;SG
distanze	razdalja	distanza	razdaljati	N;FEM;PL	N;NOM;FEM;SG
cook	cook	cook	cook	N;MASC;SG	PROPN;NOM;MASC;SG
lotte	lotte	lotta	lotta	N;FEM;PL	N;NOM;FEM;SG
fallito	neuspešno	fallire	neuspešen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
fallito	neuspešen	fallire	neuspešen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
stanze	sob	stanza	sob	N;FEM;PL	N;ACC;MASC;SG
dita	prst	dito	prst	N;FEM;PL	N;NOM;MASC;SG
continuando	nadaljevanje	continuare	nadaljevanje	V;V.MSDR	N;NOM;NEUT;SG
rivolto	obravnavano	rivolgere	obravnavan	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
rivolto	naslovljeno	rivolgere	naslovljeno	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
rivolto	obravnavana	rivolgere	obravnavan	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
rivolto	naslovljene	rivolgere	naslovljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
jeremy	jeremy	jeremy	jeremy	N;MASC;SG	PROPN;NOM;MASC;SG
elegante	elegantno	elegante	eleganten	ADJ;SG	ADV
adiacente	sosednji	adiacente	sosednji	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
adiacente	sosednja	adiacente	sosednji	N;MASC;SG	ADJ;NOM;FEM;SG
adiacente	sosednje	adiacente	sosednji	N;MASC;SG	ADJ;NOM;FEM;PL
volare	leti	volare	leto	V;NFIN	N;NOM;NEUT;PL
volare	fly	volare	fly	V;NFIN	N;NOM;MASC;SG
volare	leteči	volare	leteč	V;NFIN	ADJ;NOM;MASC;SG;V.PTCP
volare	letenje	volare	letenje	V;NFIN	N;NOM;NEUT;SG
democratici	demokratične	democratico	demokratičen	N;MASC;PL	ADJ;NOM;FEM;PL
democratici	demokratični	democratico	demokratičen	N;MASC;PL	ADJ;NOM;MASC;SG
democratici	demokratično	democratico	demokratično	N;MASC;PL	ADV
democratici	demokratična	democratico	demokratičen	N;MASC;PL	ADJ;NOM;FEM;SG
democratici	demokrat	democratico	demokrat	N;MASC;PL	N;NOM;MASC;SG
organizzati	organizirani	organizzare	organiziran	V;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
organizzati	organizirano	organizzare	organiziran	V;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
organizzati	organiziran	organizzare	organiziran	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
organizzati	organizirana	organizzare	organiziran	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
