של	шел	של	идти	PART;GEN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
מגורים	размещение	מגורים	размещение	N;MASC;PL	N;INAN;NOM;NEUT;SG
מגורים	жилых	מגורים	жилой	N;MASC;PL	ADJ;GEN;PL
מגורים	жилой	מגורים	жилой	N;MASC;PL	ADJ;NOM;MASC;SG
סיבוב	вращения	סיבוב	вращение	N;MASC;SG	N;INAN;NOM;NEUT;PL
סיבוב	ротации	סיבוב	ротация	N;MASC;SG	N;INAN;NOM;FEM;PL
סיבוב	круглая	סיבוב	круглый	N;MASC;SG	ADJ;NOM;FEM;SG
סיבוב	круглые	סיבוב	круглый	N;MASC;SG	ADJ;NOM;PL
האמת	истина	האמה	истина	ADV	N;INAN;NOM;FEM;SG
האמת	правду	האמה	правда	ADV	N;INAN;ACC;FEM;SG
כלים	сервис	כלי	сервис	N;MASC;PL	N;INAN;NOM;MASC;SG
כלים	посуда	כלי	посуда	N;MASC;PL	N;INAN;NOM;FEM;SG
כלים	посуду	כלי	посуда	N;MASC;PL	N;INAN;ACC;FEM;SG
אמה	эмма	אמה	эмма		N;ANIM;NOM;FEM;SG
המוסד	институт	המוסד	институт		N;INAN;NOM;MASC;SG
המוסד	учреждение	המוסד	учреждение		N;INAN;NOM;NEUT;SG
המוסד	институт	המוסד	институт		N;INAN;NOM;MASC;SG
המוסד	моссад	המוסד	моссад		N;INAN;NOM;MASC;SG
החזית	передние	החזית	передний	ADV	ADJ;NOM;PL
החזית	передняя	החזית	передний	ADV	ADJ;NOM;FEM;SG
החזית	фронт	החזית	фронт	ADV	N;INAN;NOM;MASC;SG
הפרק	серия	הפרק	серия	PROPN	N;INAN;NOM;FEM;SG
הפרק	эпизод	הפרק	эпизод	PROPN	N;INAN;NOM;MASC;SG
אירלנד	ирландию	אירלנד	ирландия	PROPN	N;INAN;ACC;FEM;SG
אירלנד	ирландия	אירלנד	ирландия	PROPN	N;INAN;NOM;FEM;SG
אירלנד	ирландии	אירלנד	ирландия	PROPN	N;INAN;NOM;FEM;PL
הורה	родитель	הורה	родитель	V;MASC;SG;3;PST;ACT	N;ANIM;NOM;MASC;SG
התחיל	начали	התחיל	начать	V;MASC;SG;3;PST	V;PFV;IND;PL;PST;FIN;ACT
הודיע	объявлено	הודיע	объявить	V;MASC;SG;3;PST;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
הודיע	объявили	הודיע	объявить	V;MASC;SG;3;PST;ACT	V;PFV;IND;PL;PST;FIN;ACT
הודיע	объявленные	הודיע	объявить	V;MASC;SG;3;PST;ACT	V;PFV;NOM;PL;PST;V.PTCP;PASS
עזר	помогло	עזר	помочь		V;PFV;NEUT;IND;SG;PST;FIN;ACT
עזר	помогли	עזר	помочь		V;PFV;IND;PL;PST;FIN;ACT
עזר	помог	עזר	помочь		V;PFV;MASC;IND;SG;PST;FIN;ACT
עזר	помогла	עזר	помочь		V;PFV;FEM;IND;SG;PST;FIN;ACT
בנק	банковской	בנק	банковский	N;MASC;SG	ADJ;INS;FEM;SG
בנק	bank	בנק	bank	N;MASC;SG	PROPN
שפירא	шапиро	שפירא	шапиро	PROPN	N;INAN;NOM;MASC;SG
שפירא	шапира	שפירא	шапир	PROPN	
הבמה	ступень	הבמה	ступень		N;INAN;NOM;FEM;SG
הבמה	этап	הבמה	этап		N;INAN;NOM;MASC;SG
הבמה	стадия	הבמה	стадия		N;INAN;NOM;FEM;SG
הבמה	этапе	הבמה	этап		N;INAN;ESS;MASC;SG
טוען	претензии	טען	претензия	V;MASC;SG;V.PTCP;ACT	N;INAN;NOM;FEM;PL
טוען	погрузки	טען	погрузка	V;MASC;SG;V.PTCP;ACT	N;INAN;NOM;FEM;PL
טוען	загрузка	טען	загрузка	V;MASC;SG;V.PTCP;ACT	N;INAN;NOM;FEM;SG
טוען	зарядки	טען	зарядка	V;MASC;SG;V.PTCP;ACT	N;INAN;NOM;FEM;PL
טוען	заряд	טען	заряд	V;MASC;SG;V.PTCP;ACT	N;INAN;NOM;MASC;SG
מאה	hundred	מאה	hundred	NUM;FEM;SG	PROPN
מאה	сотня	מאה	сотня	NUM;FEM;SG	N;INAN;NOM;FEM;SG
חזק	мощные	חזק	мощный	ADJ;MASC;SG	ADJ;NOM;PL
חזק	крепко	חזק	крепко	ADJ;MASC;SG	ADV
חזק	сильные	חזק	сильный	ADJ;MASC;SG	ADJ;NOM;PL
אישור	разрешите	אישור	разрешить	N;MASC;SG	V;PFV;IMP;PL;2;FIN;ACT
אישור	подтвердите	אישור	подтвердить	N;MASC;SG	V;PFV;IMP;PL;2;FIN;ACT
אישור	подтвердить	אישור	подтвердить	N;MASC;SG	V;PFV;NFIN;ACT
מוות	death	מוות	death	N;MASC;SG	PROPN
מצא	найдена	מצא	найти	V;MASC;SG;3;PST;ACT	V;PFV;FEM;SG;PST;V.PTCP;PASS
מצא	найдено	מצא	найти	V;MASC;SG;3;PST;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
מצא	найден	מצא	найти	V;MASC;SG;3;PST;ACT	V;PFV;MASC;SG;PST;V.PTCP;PASS
מצא	найдены	מצא	найти	V;MASC;SG;3;PST;ACT	V;PFV;PL;PST;V.PTCP;PASS
מצא	найдите	מצא	найти	V;MASC;SG;3;PST;ACT	V;PFV;IMP;PL;2;FIN;ACT
מצא	найди	מצא	найти	V;MASC;SG;3;PST;ACT	V;PFV;IMP;SG;2;FIN;ACT
בולגריה	болгарии	בולגריה	болгария	PROPN	N;INAN;NOM;FEM;PL
בולגריה	болгария	בולגריה	болгария	PROPN	N;INAN;NOM;FEM;SG
בולגריה	болгарии	בולגריה	болгария	PROPN	N;INAN;NOM;FEM;PL
מיליארד	миллиард	מיליארד	миллиард	NUM;MASC;SG	N;INAN;NOM;MASC;SG
מיליארד	миллиарда	מיליארד	миллиард	NUM;MASC;SG	N;INAN;GEN;MASC;SG
מיליארד	млрд	מיליארד	миллиард	NUM;MASC;SG	N;INAN;NOM;MASC;SG
מיקום	размещения	מיקום	размещение	N;MASC;SG	N;INAN;NOM;NEUT;PL
רגל	нога	רגל	нога		N;INAN;NOM;FEM;SG
רגל	ногу	רגל	нога		N;INAN;ACC;FEM;SG
רגל	ноги	רגל	нога		N;INAN;NOM;FEM;PL
רגל	стопы	רגל	стопа		N;INAN;NOM;FEM;PL
רגל	ступни	רגל	ступня		N;INAN;NOM;FEM;PL
רגל	нога	רגל	нога		N;INAN;NOM;FEM;SG
רגל	ногу	רגל	нога		N;INAN;ACC;FEM;SG
דומים	аналогичная	דומה	аналогичный	N;MASC;PL	ADJ;NOM;FEM;SG
דומים	похожие	דומה	похожий	N;MASC;PL	ADJ;NOM;PL
דומים	аналогичное	דומה	аналогичный	N;MASC;PL	ADJ;NOM;NEUT;SG
דומים	аналогичные	דומה	аналогичный	N;MASC;PL	ADJ;NOM;PL
דומים	схожие	דומה	схожий	N;MASC;PL	ADJ;NOM;PL
ממשיך	продолжаются	המשיך	продолжаться	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;PL;3;PRS;FIN;MID
ממשיך	продолжается	המשיך	продолжаться	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;MID
ממשיך	продолжает	המשיך	продолжать	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
ממשיך	продолжение	המשיך	продолжение	V;MASC;SG;V.PTCP;ACT	N;INAN;NOM;NEUT;SG
נולדו	родилась	נולד	рождаться	V;PL;3;PST;MID	V;PFV;FEM;IND;SG;PST;FIN;MID
נולדו	родился	נולד	рождаться	V;PL;3;PST;MID	V;PFV;MASC;IND;SG;PST;FIN;MID
לחם	хлеба	לחם	хлеб		N;INAN;GEN;MASC;SG
לחם	хлеб	לחם	хлеб		N;INAN;NOM;MASC;SG
שבעה	seven	שבעה	seven	NUM;MASC;SG	PROPN
שבעה	седьмая	שבעה	седьмой	NUM;MASC;SG	ADJ;NOM;FEM;SG
ביקש	запросили	ביקש	запросить	V;MASC;SG;3;PST;ACT	V;PFV;IND;PL;PST;FIN;ACT
ביקש	спрашивает	ביקש	спрашивать	V;MASC;SG;3;PST;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
ביקש	спросили	ביקש	спросить	V;MASC;SG;3;PST;ACT	V;PFV;IND;PL;PST;FIN;ACT
פסל	скульптуры	פסל	скульптура	PROPN	N;INAN;NOM;FEM;PL
פסל	скульптура	פסל	скульптура	PROPN	N;INAN;NOM;FEM;SG
פסל	скульптор	פסל	скульптор	PROPN	N;ANIM;NOM;MASC;SG
פסל	статуя	פסל	статуя	PROPN	N;INAN;NOM;FEM;SG
קרא	читайте	קרא	читать	V;MASC;SG;3;PST;ACT	V;IPFV;IMP;PL;2;FIN;ACT
קרא	читай	קרא	читай	V;MASC;SG;3;PST;ACT	V;IPFV;IMP;SG;2;FIN;ACT
מרי	мари	מרי	мари	PROPN	N;ANIM;NOM;FEM;SG
מרי	маша	מרי	маша	PROPN	N;ANIM;NOM;FEM;SG
מרי	мэри	מרי	мэр	PROPN	N;ANIM;NOM;FEM;SG
מרי	мария	מרי	мария	PROPN	N;ANIM;NOM;FEM;SG
מרי	мери	מרי	мера	PROPN	N;INAN;NOM;FEM;SG
הסדר	заказать	הסדר	заказать	N;MASC;SG	V;PFV;NFIN;ACT
אוכל	продовольственной	אוכל	продовольственный	N;MASC;SG	ADJ;INS;FEM;SG
שמן	толстый	שמן	толстый	N;MASC;SG	ADJ;NOM;MASC;SG
שמן	толстая	שמן	толстый	N;MASC;SG	ADJ;NOM;FEM;SG
שמן	жирный	שמן	жирный	N;MASC;SG	ADJ;NOM;MASC;SG
ינואר	январь	ינואר	январь	PROPN	N;INAN;NOM;MASC;SG
ינואר	января	ינואר	январь	PROPN	N;INAN;GEN;MASC;SG
גילוי	обнаружения	גילוי	обнаружение	N;MASC;SG	N;INAN;NOM;NEUT;PL
לדבר	разговор	דיבר	разговор	V;NFIN;ACT	N;INAN;NOM;MASC;SG
לדבר	разговоры	דיבר	разговор	V;NFIN;ACT	N;INAN;NOM;MASC;PL
הצעה	рекомендуемые	הצעה	рекомендовать	N;FEM;SG	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
הצעה	предлагаемые	הצעה	предлагать	N;FEM;SG	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
הצעה	предложил	הצעה	предложить	N;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
הצעה	предложено	הצעה	предложить	N;FEM;SG	V;PFV;NEUT;SG;PST;V.PTCP;PASS
שלם	оплатить	שלם	оплатить	ADJ;MASC;SG	V;PFV;NFIN;ACT
שלם	платить	שלם	платить	ADJ;MASC;SG	V;IPFV;NFIN;ACT
שלם	заплатить	שלם	платить	ADJ;MASC;SG	V;PFV;NFIN;ACT
שלם	оплата	שלם	оплата	ADJ;MASC;SG	N;INAN;NOM;FEM;SG
שלם	целые	שלם	целый	ADJ;MASC;SG	ADJ;NOM;PL
שלם	целое	שלם	целое	ADJ;MASC;SG	N;INAN;NOM;NEUT;SG
שלם	целиком	שלם	целиком	ADJ;MASC;SG	ADV
שלם	завершить	שלם	завершить	ADJ;MASC;SG	V;PFV;NFIN;ACT
הכיבוש	оккупация	הכיבוש	оккупация	V;PL;3;PST;ACT	N;INAN;NOM;FEM;SG
הכיבוש	профессия	הכיבוש	профессия	V;PL;3;PST;ACT	N;INAN;NOM;FEM;SG
הכיבוש	оккупации	הכיבוש	оккупация	V;PL;3;PST;ACT	N;INAN;NOM;FEM;PL
סימון	симон	סימון	симон	PROPN	N;ANIM;NOM;MASC;SG
סימון	симона	סימון	симон	PROPN	N;ANIM;NOM;FEM;SG
סימון	симон	סימון	симон	PROPN	N;ANIM;NOM;MASC;SG
סימון	саймон	סימון	саймон	PROPN	N;ANIM;NOM;MASC;SG
ארתור	артур	ארתור	артур	PROPN	N;ANIM;NOM;MASC;SG
ארתור	артура	ארתור	артур	PROPN	N;ANIM;ACC;MASC;SG
חשובים	важная	חשוב	важный	ADJ;MASC;PL	ADJ;NOM;FEM;SG
חשובים	важно	חשוב	важный	ADJ;MASC;PL	ADJ;NEUT;SG
חשובים	важное	חשוב	важный	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
אמת	true	אמת	true	N;FEM;SG	PROPN
אמת	правда	אמת	правда	N;FEM;SG	ADV
אמת	правда	אמת	правда	N;FEM;SG	ADV
זהר	зоар	זהר	зоар	PROPN	
נוצרים	христиане	נוצר	христианин	V;MASC;PL;V.PTCP;MID	N;ANIM;NOM;MASC;PL
נוצרים	христиан	נוצר	христианин	V;MASC;PL;V.PTCP;MID	N;ANIM;GEN;MASC;PL
בי	би	ב	би	PROPN	INTJ
בי	пчела	ב	пчело	PROPN	N;ANIM;NOM;FEM;SG
תוכנה	software	תוכנה	software	N;FEM;SG	PROPN
זוגות	пар	זוג	пар	N;MASC;PL	N;INAN;NOM;MASC;SG
מורכבת	составных	הורכב	составной	V;FEM;SG;V.PTCP;PASS	ADJ;GEN;PL
מורכבת	составные	הורכב	составной	V;FEM;SG;V.PTCP;PASS	ADJ;NOM;PL
מורכבת	комплекс	הורכב	комплекс	V;FEM;SG;V.PTCP;PASS	N;INAN;NOM;MASC;SG
מורכבת	сложная	הורכב	сложный	V;FEM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG
מורכבת	сложные	הורכב	сложный	V;FEM;SG;V.PTCP;PASS	ADJ;NOM;PL
מורכבת	сложных	הורכב	сложный	V;FEM;SG;V.PTCP;PASS	ADJ;GEN;PL
מורכבת	сложный	הורכב	сложный	V;FEM;SG;V.PTCP;PASS	ADJ;NOM;MASC;SG
משותף	разделяет	משותף	разделять	ADJ;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
משותף	поделилась	משותף	делиться	ADJ;MASC;SG	V;PFV;FEM;IND;SG;PST;FIN;MID
משותף	поделились	משותף	делиться	ADJ;MASC;SG	V;PFV;IND;PL;PST;FIN;MID
משותף	поделился	משותף	делиться	ADJ;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;MID
משותף	общих	משותף	общий	ADJ;MASC;SG	ADJ;GEN;PL
משותף	общие	משותף	общий	ADJ;MASC;SG	ADJ;NOM;PL
חברתי	социальные	חברתי	социальный	ADJ;MASC;SG	ADJ;NOM;PL
הביאו	принес	הביא	принести	V;PL;3;PST;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
הביאו	принесла	הביא	принести	V;PL;3;PST;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
יובל	юваль	יובל	юваль	PROPN	
הוצאה	расходы	הוצאה	расход	N;FEM;SG	N;INAN;NOM;MASC;PL
הוצאה	провести	הוצאה	провести	N;FEM;SG	V;PFV;NFIN;ACT
הוצאה	тратить	הוצאה	тратить	N;FEM;SG	V;IPFV;NFIN;ACT
הוצאה	потратить	הוצאה	тратить	N;FEM;SG	V;PFV;NFIN;ACT
הירח	мун	הירח	мун	PROPN	PART
הירח	луна	הירח	луна	PROPN	N;INAN;NOM;FEM;SG
הירח	луну	הירח	луна	PROPN	N;INAN;ACC;FEM;SG
לפעמים	порой	לפעמים	пора	ADV	N;INAN;INS;FEM;SG
הגרסה	версии	הגרסה	версия	N;FEM;SG	N;INAN;NOM;FEM;PL
בינלאומי	международные	בינלאומי	международный	PROPN	ADJ;NOM;PL
בינלאומי	международный	בינלאומי	международный	PROPN	ADJ;NOM;MASC;SG
הופך	становится	הפך	становиться	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;MID
הופך	становясь	הפך	становиться	V;MASC;SG;V.PTCP;ACT	V;IPFV;PRS;V.CVB;MID
הופך	став	הפך	стать	V;MASC;SG;V.PTCP;ACT	V;PFV;PST;V.CVB;MID
הופך	делает	הפך	делать	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
כלכלי	экономические	כלכלי	экономический	ADJ;MASC;SG	ADJ;NOM;PL
שוודיה	швеции	שוודיה	швеция	PROPN	N;INAN;NOM;FEM;SG
שוודיה	швеция	שוודיה	швеция	PROPN	N;INAN;NOM;FEM;SG
איראן	иран	איראן	иран	PROPN	N;INAN;NOM;MASC;SG
קוד	код	קוד	код		N;INAN;NOM;MASC;SG
קוד	code	קוד	code		PROPN
קוד	кодексы	קוד	кодекс		N;INAN;NOM;MASC;PL
קוד	коды	קוד	код		N;INAN;NOM;MASC;PL
דתית	религиозное	דתי	религиозный	N;FEM;SG	ADJ;NOM;NEUT;SG
דתית	религиозный	דתי	религиозный	N;FEM;SG	ADJ;NOM;MASC;SG
דתית	религиозная	דתי	религиозный	N;FEM;SG	ADJ;NOM;FEM;SG
דתית	религиозных	דתי	религиозный	N;FEM;SG	ADJ;GEN;PL
דפי	даффи	דף	даффи	PROPN	N;INAN;NOM;MASC;SG
חלל	космической	חלל	космический	N;MASC;SG	ADJ;INS;FEM;SG
חלל	space	חלל	space	N;MASC;SG	PROPN
מהיר	быстрый	מהיר	быстрый		ADJ;NOM;MASC;SG
מהיר	быстро	מהיר	быстро		ADV
מהיר	быстрая	מהיר	быстрый		ADJ;NOM;FEM;SG
מהיר	свифт	מהיר	свифт		N;INAN;NOM;MASC;SG
מהיר	быстрый	מהיר	быстрый		ADJ;NOM;MASC;SG
מהיר	быстро	מהיר	быстро		ADV
מהיר	быстрая	מהיר	быстрый		ADJ;NOM;FEM;SG
תכונות	недвижимость	תכונה	недвижимость	N;FEM;PL	N;INAN;NOM;FEM;SG
נרחב	обширные	נרחב	обширный	ADJ;MASC;SG	ADJ;NOM;PL
מות	death	מוות	death		PROPN
מות	смерть	מוות	смерть		N;INAN;NOM;FEM;SG
מות	mot	מוות	mot		PROPN
השכונה	окрестности	השכונה	окрестность		N;INAN;NOM;FEM;PL
השכונה	районе	השכונה	район		N;INAN;ESS;MASC;SG
השכונה	район	השכונה	район		N;INAN;NOM;MASC;SG
פרידריך	фридрих	פרידריך	фридрий	PROPN	N;ANIM;NOM;MASC;SG
מציג	представляем	הציג	представлять	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;PL;1;PRS;FIN;ACT
מציג	представляем	הציג	представлять	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;PL;1;PRS;FIN;ACT
מציג	показывает	הציג	показывать	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
מציג	отображение	הציג	отображение	V;MASC;SG;V.PTCP;ACT	N;INAN;NOM;NEUT;SG
מציג	отображается	הציג	отображать	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
מציג	отображение	הציג	отображение	V;MASC;SG;V.PTCP;ACT	N;INAN;NOM;NEUT;SG
מציג	отображает	הציג	отображать	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
הכהן	священника	הכהן	священник	PROPN	N;ANIM;ACC;MASC;SG
הכהן	священник	הכהן	священник	PROPN	N;ANIM;NOM;MASC;SG
החליטה	решено	החליט	решить	V;FEM;SG;3;PST;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
במחלוקת	спорных	במחלוקת	спорный	ADV	ADJ;GEN;PL
ברציפות	постоянно	ברציפות	постоянно		ADV
ברציפות	непрерывно	ברציפות	непрерывно		ADV
פרוץ	вспышка	None	вспышка		N;INAN;NOM;FEM;SG
פרוץ	взломали	None	взломать		V;PFV;IND;PL;PST;FIN;ACT
מחלוקת	разногласия	מחלוקת	разногласие	N;FEM;SG	N;INAN;NOM;NEUT;PL
מחלוקת	споры	מחלוקת	спор	N;FEM;SG	N;INAN;NOM;MASC;PL
מחלוקת	спорных	מחלוקת	спорный	N;FEM;SG	ADJ;GEN;PL
מחלוקת	споры	מחלוקת	спор	N;FEM;SG	N;INAN;NOM;MASC;PL
טענה	утверждал	טענה	утверждать	N;FEM;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
חזקה	сильные	חזק	сильный	ADJ;FEM;SG	ADJ;NOM;PL
חזקה	мощные	חזק	мощный	ADJ;FEM;SG	ADJ;NOM;PL
רובם	наиболее	None	наиболее	N;MASC;SG	ADV
צדק	правосудия	צדק	правосудие	N;MASC;SG	N;INAN;NOM;NEUT;PL
שיעור	оцените	שיעור	оценить	N;MASC;SG	V;PFV;IMP;PL;2;FIN;ACT
יי	йи	יי	йи	PROPN	PART
טקס	церемонии	טקס	церемония	N;MASC;SG	N;INAN;NOM;FEM;PL
טקס	tex	טקס	tex	N;MASC;SG	PROPN
חיה	чудовище	None	чудовище	V;FEM;SG;V.PTCP;ACT	N;INAN;NOM;NEUT;SG
חיה	зверь	None	зверь	V;FEM;SG;V.PTCP;ACT	N;ANIM;NOM;MASC;SG
חיה	животное	None	животное	V;FEM;SG;V.PTCP;ACT	N;ANIM;NOM;NEUT;SG
פברואר	февраля	פברואר	февраль	PROPN	N;INAN;GEN;MASC;SG
פברואר	февраль	פברואר	февраль	PROPN	N;INAN;NOM;MASC;SG
פברואר	февраля	פברואר	февраль	PROPN	N;INAN;GEN;MASC;SG
פברואר	февраль	פברואר	февраль	PROPN	N;INAN;NOM;MASC;SG
נשא	перевозчика	נשא	перевозчик	V;MASC;SG;3;PST	N;ANIM;ACC;MASC;SG
נשא	носитель	נשא	носитель	V;MASC;SG;3;PST	N;ANIM;NOM;MASC;SG
נשא	перевозчик	נשא	перевозчик	V;MASC;SG;3;PST	N;ANIM;NOM;MASC;SG
העלילה	заговор	העליל	заговор	V;FEM;SG;3;PST;ACT	N;INAN;NOM;MASC;SG
העלילה	участок	העליל	участок	V;FEM;SG;3;PST;ACT	N;INAN;NOM;MASC;SG
העלילה	сюжет	העליל	сюжет	V;FEM;SG;3;PST;ACT	N;INAN;NOM;MASC;SG
שינה	изменились	שינה	измениться	PROPN	V;PFV;IND;PL;PST;FIN;MID
שינה	изменилась	שינה	измениться	PROPN	V;PFV;FEM;IND;SG;PST;FIN;MID
שינה	изменился	שינה	измениться	PROPN	V;PFV;MASC;IND;SG;PST;FIN;MID
שינה	изменил	שינה	изменить	PROPN	V;PFV;MASC;IND;SG;PST;FIN;ACT
שינה	изменилось	שינה	измениться	PROPN	V;PFV;NEUT;IND;SG;PST;FIN;MID
שינה	изменено	שינה	изменить	PROPN	V;PFV;NEUT;SG;PST;V.PTCP;PASS
שינה	сон	שינה	сон	PROPN	N;INAN;NOM;MASC;SG
שינה	спать	שינה	спать	PROPN	V;IPFV;NFIN;ACT
שינה	спи	שינה	спать	PROPN	V;IPFV;IMP;SG;2;FIN;ACT
שינה	шина	שינה	шина	PROPN	N;INAN;NOM;FEM;SG
שינה	спит	שינה	спать	PROPN	V;IPFV;IND;SG;3;PRS;FIN;ACT
שינה	спать	שינה	спать	PROPN	V;IPFV;NFIN;ACT
שינה	спят	שינה	спать	PROPN	V;IPFV;IND;PL;3;PRS;FIN;ACT
הציע	рекомендуемые	הציע	рекомендовать	V;MASC;SG;3;PST;ACT	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
הציע	предлагаемые	הציע	предлагать	V;MASC;SG;3;PST;ACT	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
הציע	предложено	הציע	предложить	V;MASC;SG;3;PST;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
עצמאי	независимые	עצמאי	независимый	ADJ;MASC;SG	ADJ;NOM;PL
נבחרה	выбранный	נבחר	выбрать	V;FEM;SG;3;PST;MID	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
נבחרה	выбран	נבחר	выбрать	V;FEM;SG;3;PST;MID	V;PFV;MASC;SG;PST;V.PTCP;PASS
נבחרה	выбранные	נבחר	выбрать	V;FEM;SG;3;PST;MID	V;PFV;NOM;PL;PST;V.PTCP;PASS
נבחרה	выбрано	נבחר	выбрать	V;FEM;SG;3;PST;MID	V;PFV;NEUT;SG;PST;V.PTCP;PASS
נבחרה	подборка	נבחר	подборка	V;FEM;SG;3;PST;MID	N;INAN;NOM;FEM;SG
אנטי	анти	אנטי	анти	ADV	
רות	рут	רות	рут	PROPN	N;INAN;NOM;FEM;SG
ידועים	известные	ידוע	известный	N;MASC;PL	ADJ;NOM;PL
ידועים	известное	ידוע	известный	N;MASC;PL	ADJ;NOM;NEUT;SG
ידועים	известный	ידוע	известный	N;MASC;PL	ADJ;NOM;MASC;SG
ידועים	известен	ידוע	известный	N;MASC;PL	ADJ;MASC;SG
ידועים	известная	ידוע	известный	N;MASC;PL	ADJ;NOM;FEM;SG
נקודה	point	נקודה	point	N;FEM;SG	PROPN
בשר	мясо	בשר	мясо		N;INAN;NOM;NEUT;SG
בשר	мяса	בשר	мясо		N;INAN;GEN;NEUT;SG
בשר	плоть	בשר	плоть		N;INAN;NOM;FEM;SG
בשר	плоти	בשר	плоть		N;INAN;NOM;FEM;PL
חיפוש	искать	חיפוש	искать	N;MASC;SG	V;IPFV;NFIN;ACT
חיפוש	ищите	חיפוש	искать	N;MASC;SG	V;IPFV;IMP;PL;2;FIN;ACT
דופן	дофин	דופן	дофина		N;ANIM;NOM;MASC;SG
האיים	острова	האיים	остров	PROPN	N;INAN;NOM;MASC;PL
האיים	островов	האיים	остров	PROPN	N;INAN;GEN;MASC;PL
עושים	делаю	עשה	делать	V;MASC;PL;V.PTCP;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
עושים	делаешь	עשה	делать	V;MASC;PL;V.PTCP;ACT	V;IPFV;IND;SG;2;PRS;FIN;ACT
אנה	ана	אנה	ан	PROPN	N;INAN;NOM;FEM;SG
אנה	анна	אנה	анна	PROPN	N;ANIM;NOM;FEM;SG
התפקיד	роль	התפקיד	роль	V;PL;1;PST;ACT	N;INAN;NOM;FEM;SG
התפקיד	роли	התפקיד	роль	V;PL;1;PST;ACT	N;INAN;NOM;FEM;PL
ענק	огромная	ענק	огромный	N;MASC;SG	ADJ;NOM;FEM;SG
ענק	огромный	ענק	огромный	N;MASC;SG	ADJ;NOM;MASC;SG
ענק	огромные	ענק	огромный	N;MASC;SG	ADJ;NOM;PL
ענק	огромное	ענק	огромный	N;MASC;SG	ADJ;NOM;NEUT;SG
ענק	гигантский	ענק	гигантский	N;MASC;SG	ADJ;NOM;MASC;SG
ענק	гигантская	ענק	гигантский	N;MASC;SG	ADJ;NOM;FEM;SG
ענק	гигантские	ענק	гигантский	N;MASC;SG	ADJ;NOM;PL
נפרד	разделены	נפרד	разделить	ADJ;MASC;SG	V;PFV;PL;PST;V.PTCP;PASS
נפרד	отделить	נפרד	отделить	ADJ;MASC;SG	V;PFV;NFIN;ACT
אחדות	единства	אחדים	единство	ADJ;FEM;PL	N;INAN;GEN;NEUT;SG
אחדות	единство	אחדים	единство	ADJ;FEM;PL	N;INAN;NOM;NEUT;SG
בחירות	избрание	בחירות	избрание	N;FEM;PL	N;INAN;NOM;NEUT;SG
זרם	текущий	זרם	текущий	N;MASC;SG	ADJ;NOM;MASC;SG
זרם	текущее	זרם	текущий	N;MASC;SG	ADJ;NOM;NEUT;SG
זרם	нынешней	זרם	нынешний	N;MASC;SG	ADJ;INS;FEM;SG
זרם	текущие	זרם	текущий	N;MASC;SG	ADJ;NOM;PL
זרם	текущая	זרם	текущий	N;MASC;SG	ADJ;NOM;FEM;SG
בחזרה	назад	בחזרה	назад		ADV
בחזרה	back	בחזרה	back		PROPN
בחזרה	спина	בחזרה	спина		N;INAN;NOM;FEM;SG
בחזרה	обратно	בחזרה	обратно		ADV
נתון	учитывая	נתון	учитывать	N;MASC;SG	V;IPFV;PRS;V.CVB;ACT
כאילו	нравится	כאילו	нравиться	CONJ	V;IPFV;IND;SG;3;PRS;FIN;MID
כאילו	like	כאילו	like	CONJ	PROPN
כאילו	как	כאילו	как	CONJ	CONJ
