शोधकर्ता	výskumník	शोधकर्ता	výskumník	N;NOM;MASC;PL;3	N;ANIM;NOM;MASC;SG
सर्बिया	srbsko	सर्बिया	srbsko	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
स्प्रिंगस्टीन	springsteen	स्प्रिंगस्टीन	springsteen	N;NOM;FEM;SG;3	
दृष्टिगोचर	viditeľný	दृष्टिगोचर	viditeľný	PROPN;NOM;MASC;SG;3	ADJ;ANIM;NOM;MASC;SG
दृष्टिगोचर	viditeľné	दृष्टिगोचर	viditeľný	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
दृष्टिगोचर	viditeľná	दृष्टिगोचर	viditeľný	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
तोप	delá	तोप	delo	N;NOM;FEM;SG;3	N;NOM;NEUT;PL
दूरभाष	telefón	दूरभाष	telefón	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
दूरभाष	telefon	दूरभाष	telefon	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
दूरभाष	telefónne	दूरभाष	telefónňa	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
शेंगेन	schengenského	शेंगेन	schengenský	N;NOM;MASC;SG;3	ADJ;GEN;NEUT;SG
शेंगेन	schengenu	शेंगेन	schengena	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
आंत्र	týfus	आंत्र	týfus		N;INAN;NOM;MASC;SG
जस्ता	zinočnatý	जस्ता	zinočnatý	N;NOM;MASC;SG;3	ADJ;ANIM;NOM;MASC;SG
जस्ता	zinku	जस्ता	zinka	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
उड़	fly	उड़	fly	V;ACT	
उड़	mucha	उड़	mucha	V;ACT	N;NOM;FEM;SG
गुजरता	prejde	गुजरता	prejsť	V;IPFV;MASC;SG;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
माली	záhradník	माली	záhradník	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
माली	mali	माली	mať	PROPN;NOM;MASC;SG;3	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
परियोजनाएं	projektmi	परियोजना	projekt	N;NOM;FEM;PL;3	N;INAN;INS;MASC;PL
परियोजनाएं	projektov	परियोजना	projekt	N;NOM;FEM;PL;3	N;INAN;GEN;MASC;PL
परियोजनाएं	projektom	परियोजना	projekt	N;NOM;FEM;PL;3	N;INAN;INS;MASC;SG
सिएटल	seattle	सिएटल	seattľa	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
सिएटल	seattli	सिएटल	seattľnúť	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
जन्मस्थान	rodisku	जन्मस्थान	rodisko	N;NOM;MASC;SG;3	N;DAT;NEUT;SG
टायर	pneumatiky	टायर	pneumatika	N;NOM;MASC;SG;3	N;NOM;FEM;PL
टायर	pneumatiky	टायर	pneumatika	N;NOM;MASC;SG;3	N;NOM;FEM;PL
टायर	pneumatík	टायर	pneumatík	N;NOM;MASC;SG;3	N;NOM;FEM;PL
टायर	pneumatiky	टायर	pneumatika	N;NOM;MASC;SG;3	N;NOM;FEM;PL
सुधारक	reformácie	सुधारक	reformácia	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
अठारह	osemnásť	अठारह	osemnásť	NUM	ADV
उत्खनन	vykopávok	उत्खनन	vykopávka	N;NOM;MASC;SG;3	N;GEN;FEM;PL
उन्नयन	vylepšiť	उन्नयन	vylepšiť	N;NOM;MASC;SG;3	V;PFV;POS;NFIN
गरिमा	dôstojný	गरिमा	dôstojný	N;NOM;FEM;SG;3	ADJ;ANIM;NOM;MASC;SG
धागे	priadza	धागा	priadzať	N;NOM;MASC;PL;3	N;NOM;FEM;SG
सिलेंडर	valcov	सिलेंडर	valec	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;PL
सिलेंडर	valce	सिलेंडर	valce	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
मैक्सिकन	mexické	मैक्सिकन	mexický		ADJ;NOM;NEUT;SG
मैक्सिकन	mexický	मैक्सिकन	mexický		ADJ;ANIM;NOM;MASC;SG
देशो	krajinách	देशो	krajina	N;NOM;MASC;SG;3	N;GEN;FEM;PL
देशो	krajín	देशो	krajina	N;NOM;MASC;SG;3	N;GEN;FEM;PL
देशो	štáty	देशो	štát	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
देशो	krajiny	देशो	krajina	N;NOM;MASC;SG;3	N;NOM;FEM;PL
खोपड़ी	lebku	खोपडी	lebka	N;NOM;FEM;SG;3	N;ACC;FEM;SG
खोपड़ी	lebky	खोपडी	lebka	N;NOM;FEM;SG;3	N;NOM;FEM;PL
कोलम्बिया	kolumbie	कोलम्बिया	kolumbie	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;PL
कोलम्बिया	kolumbii	कोलम्बिया	kolumbí	PROPN;NOM;MASC;SG;3	N;DAT;FEM;SG
कोलम्बिया	kolumbia	कोलम्बिया	kolumbí	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
गोलियों	výstrely	गोली	výstrel	N;ACC;FEM;PL;3	N;INAN;NOM;MASC;PL
विद्रोहियों	povstalci	विद्रोही	povstalec	N;ACC;MASC;PL;3	N;ANIM;NOM;MASC;PL
विद्रोहियों	rebelov	विद्रोही	rebel	N;ACC;MASC;PL;3	N;ANIM;GEN;MASC;PL
विद्रोहियों	rebeli	विद्रोही	rebieť	N;ACC;MASC;PL;3	N;ANIM;NOM;MASC;PL
पट्टिका	palety	पट्टिका	palet	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;PL
कैसा	ako	कैसा	ako	PRO	ADV
कैसा	jak	कैसा	jak	PRO	INTJ
स्टीवन	steven	स्टीवन	steven	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
टेल	príbeh	टेल	príbeh		N;INAN;NOM;MASC;SG
टेल	rozprávka	टेल	rozprávka		N;NOM;FEM;SG
टेल	chvosty	टेल	chvost		N;INAN;NOM;MASC;PL
टेल	chvost	टेल	chvost		N;INAN;NOM;MASC;SG
कबीले	kmeňa	कबीला	kmeň	N;NOM;MASC;PL;3	N;INAN;GEN;MASC;SG
कबीले	kmeň	कबीला	kmeň	N;NOM;MASC;PL;3	N;INAN;NOM;MASC;SG
रणनीतिक	strategicky	रणनीतिक	strategicky	ADJ;NOM	ADV
रीड	reed	रीड	reed	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
प्रक्षेप	projekcie	प्रक्षेप	projekcia	N;NOM;MASC;SG;3	N;NOM;FEM;PL
इसरो	isro	इसरो	isro	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
एमी	amy	एमी	amy	N;NOM;MASC;SG;3	PROPN;NOM;FEM;SG
प्लेटो	plato	प्लेटो	plato	N;NOM;MASC;SG;3	
मीन	ryby	मीन	ryba		N;NOM;FEM;PL
कनाडाई	kanadský	कनाडाई	kanadský	PROPN;NOM;MASC;SG;3	ADJ;ANIM;NOM;MASC;SG
रिसाव	úniky	रिसाव	únik	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
अनावरण	odhalený	अनावरण	odhalený	N;NOM;MASC;SG;3	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
निषिद्ध	zakázané	निषिद्ध	zakázaný		ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
निषिद्ध	zakázaná	निषिद्ध	zakázaný		ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
निषिद्ध	zakázaný	निषिद्ध	zakázaný		ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
निषिद्ध	zakázané	निषिद्ध	zakázaný		ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
निषिद्ध	zakázaná	निषिद्ध	zakázaný		ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
निषिद्ध	zakázaný	निषिद्ध	zakázaný		ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
सेम	fazuľa	सेम	fazuľa		N;NOM;FEM;SG
सेम	bean	सेम	bean		PROPN;ANIM;NOM;MASC;SG
सेम	fazuľa	सेम	fazuľa		N;NOM;FEM;SG
सेम	fazule	सेम	fazuľa		N;NOM;FEM;PL
सेम	sem	सेम	sem		ADV
रॉन	ron	रॉन	ron	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
बरसात	dažďa	बरसात	dážď	N;NOM;FEM;SG;3	N;INAN;GEN;MASC;SG
बरसात	rain	बरसात	rain	N;NOM;FEM;SG;3	PROPN;ANIM;NOM;MASC;SG
इंटेल	intel	इंटेल	intel	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
फास्ट	rýchle	फास्ट	rýchly		ADJ;NOM;NEUT;SG
फास्ट	rýchlo	फास्ट	rýchlo		ADV
फास्ट	rýchly	फास्ट	rýchly		ADJ;ANIM;NOM;MASC;SG
फास्ट	rýchla	फास्ट	rýchly		ADJ;NOM;FEM;SG
यथार्थवाद	realizmus	यथार्थवाद	realizmus	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
बाह	bah	बाह	bah		PROPN;ANIM;NOM;MASC;SG
तालिबान	talibanu	तालिबान	taliban	PROPN;NOM;MASC;SG;3	N;ANIM;GEN;MASC;SG
तालिबान	taliban	तालिबान	taliban	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
तालिबान	talibanom	तालिबान	taliban	PROPN;NOM;MASC;SG;3	N;INAN;INS;MASC;SG
दर्शनशास्त्र	filozofie	दर्शनशास्त्र	filozofie	N;NOM;MASC;SG;3	N;NOM;FEM;PL
दर्शनशास्त्र	filozofiu	दर्शनशास्त्र	filozofia	N;NOM;MASC;SG;3	N;ACC;FEM;SG
स्वादिष्ट	chutná	स्वादिष्ट	chutný	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
स्वादिष्ट	chutné	स्वादिष्ट	chutný	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
स्वादिष्ट	chutný	स्वादिष्ट	chutný	N;NOM;MASC;SG;3	ADJ;INAN;NOM;MASC;SG
स्वादिष्ट	vynikajúca	स्वादिष्ट	vynikajúci	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG;POS;V.PTCP;ACT
स्वादिष्ट	chutné	स्वादिष्ट	chutný	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
स्वादिष्ट	vynikajúce	स्वादिष्ट	vynikajúci	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
ज्वाला	plameňa	ज्वाला	plameň	PROPN;NOM;FEM;SG;3	N;INAN;GEN;MASC;SG
ज्वाला	plameň	ज्वाला	plameň	PROPN;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
ईंटों	brick	ईंट	brick	N;ACC;MASC;PL;3	PROPN;ANIM;NOM;MASC;SG
कर्ज	dlhu	कर्ज	dlh	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
कर्ज	dlhy	कर्ज	dlh	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
सलाद	šaláty	सलाद	šalát	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
जलन	žiarlivá	जलन	žiarlivý	N;NOM;FEM;SG;3	ADJ;NOM;FEM;SG
जलन	žiarli	जलन	žiarel	N;NOM;FEM;SG;3	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
जलन	žiarlivý	जलन	žiarlivý	N;NOM;FEM;SG;3	ADJ;ANIM;NOM;MASC;SG
जलन	žiarliť	जलन	žiarliť	N;NOM;FEM;SG;3	V;IPFV;POS;NFIN
जलन	zápalové	जलन	zápalový	N;NOM;FEM;SG;3	ADJ;NOM;NEUT;SG
शौकिया	amatérske	शौकिया	amatérsky	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
कैरी	carrie	कैरी	carrie		N;NOM;FEM;SG
कैरी	carey	कैरी	carey		N;NOM;FEM;SG
पहेली	hádanky	पहेली	hádanka		N;NOM;FEM;PL
पहेली	puzzle	पहेली	puzze		N;INAN;NOM;MASC;PL
पहेली	skladačky	पहेली	skladačka		N;NOM;FEM;PL
पहेली	hádanka	पहेली	hádanka		N;NOM;FEM;SG
पहेली	puzzle	पहेली	puzze		N;INAN;NOM;MASC;PL
पहेली	enigma	पहेली	enigma		N;NOM;FEM;SG
फ्रैंकलिन	franklin	फ्रैंकलिन	franklin	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
एथिलीन	etylénu	एथिलीन	etylén	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
एथिलीन	etylén	एथिलीन	etylén	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
सेकेंड	sekúnd	सेकेंड	sekunda	N;NOM;MASC;SG;3	N;GEN;FEM;PL
सेकेंड	sekundy	सेकेंड	sekunda	N;NOM;MASC;SG;3	N;NOM;FEM;PL
सेकेंड	druhá	सेकेंड	druhý	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
सेकेंड	druhé	सेकेंड	druhý	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
सेकेंड	druhe	सेकेंड	druh	N;NOM;MASC;SG;3	ADJ;INAN;NOM;MASC;SG
सेकेंड	druhý	सेकेंड	druhý	N;NOM;MASC;SG;3	ADJ;INAN;NOM;MASC;SG
आयुध	arzenálu	आयुध	arzenál	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
महापौर	starostom	महापौर	starosť	N;NOM;MASC;SG;3	N;ANIM;INS;MASC;SG
महापौर	starostu	महापौर	starost	N;NOM;MASC;SG;3	N;ANIM;ACC;MASC;SG
आयताकार	pravouhlých	आयताकार	pravouhlý	N;NOM;MASC;SG;3	ADJ;GEN;MASC;PL
मैनहटन	manhattane	मैनहटन	manhattane	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
मैनहटन	manhattan	मैनहटन	manhattan	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
मॉरीशस	maurícius	मॉरीशस	maurícius	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
बाधाओं	zábrany	बाधा	zábrana	N;ACC;FEM;PL;3	N;NOM;FEM;PL
बाधाओं	bariéry	बाधा	bariéra	N;ACC;FEM;PL;3	N;INAN;NOM;MASC;PL
बाधाओं	prekážky	बाधा	prekážka	N;ACC;FEM;PL;3	N;NOM;FEM;PL
बाधाओं	prekážok	बाधा	prekážka	N;ACC;FEM;PL;3	N;GEN;FEM;PL
बाधाओं	prekážky	बाधा	prekážka	N;ACC;FEM;PL;3	N;NOM;FEM;PL
परिधान	šaty	परिधान	šaty	N;NOM;MASC;SG;3	N;NOM;FEM;PL
परिधान	kostýmy	परिधान	kostým	N;NOM;MASC;SG;3	ADJ;INS;MASC;PL
परिधान	odevy	परिधान	odeva	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
परिधान	odevov	परिधान	odev	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;PL
गोलीबारी	prestrelke	गोलीबारी	prestrelka	N;NOM;FEM;SG;3	N;DAT;FEM;SG
गोलीबारी	strieľať	गोलीबारी	strieľať	N;NOM;FEM;SG;3	V;IPFV;POS;NFIN
हब	huba	हब	huba		N;NOM;FEM;SG
हब	náboj	हब	náboj		N;INAN;NOM;MASC;SG
हब	hub	हब	hub		
जग	sveta	जग	svet		N;INAN;GEN;MASC;SG
जग	svetová	जग	svetový		ADJ;NOM;FEM;SG
जग	svete	जग	svet		N;INAN;ESS;MASC;SG
जग	svet	जग	svet		N;INAN;NOM;MASC;SG
जग	svetom	जग	svet		N;INAN;INS;MASC;SG
जग	world	जग	world		
जग	jag	जग	jag		PROPN;ANIM;NOM;MASC;SG
मातृ	materský	मातृ	materský		ADJ;ANIM;NOM;MASC;SG
मातृ	materinský	मातृ	materinský		ADJ;INAN;NOM;MASC;SG
मातृ	materské	मातृ	materský		ADJ;NOM;NEUT;SG
बायर	bayer	बायर	bayer	N;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
पवित्रता	čistoty	पवित्रता	čistota	N;NOM;FEM;SG;3	N;NOM;FEM;PL
पवित्रता	čistotu	पवित्रता	čistota	N;NOM;FEM;SG;3	N;ACC;FEM;SG
पवित्रता	svätosti	पवित्रता	svätosť	N;NOM;FEM;SG;3	N;DAT;FEM;SG
लाभप्रद	ziskové	लाभप्रद	ziskový	ADP	ADJ;NOM;NEUT;SG
रोचेस्टर	rochester	रोचेस्टर	rochester	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
श्रेष्ठता	prevahu	श्रेष्ठता	prevaha	N;NOM;FEM;SG;3	N;ACC;FEM;SG
डोनाल्ड	donald	डोनाल्ड	donald	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
प्रतिकृति	repliky	प्रतिकृति	replika	N;NOM;FEM;SG;3	N;NOM;FEM;PL
घराने	žánre	घरा	žánry	V;MASC;NFIN;ACT	N;INAN;NOM;MASC;PL
ताड़	palm	ताड़	palm	N;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
धमाके	bang	धमाका	bang	N;NOM;MASC;PL;3	PROPN;ANIM;NOM;MASC;SG
परोसा	slúžila	परोसा	slúžiť	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
परोसा	slúžili	परोसा	slúžiť	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;MASC;PL;POS;PST;V.PTCP
परोसा	slúžil	परोसा	slúžiť	V;PFV;MASC;SG;V.PTCP;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
कार्टर	carterová	कार्टर	carterová	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
कार्टर	carter	कार्टर	carter	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
कट्टर	dogmatické	कट्टर	dogmatický	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
कट्टर	vytrvalým	कट्टर	vytrvalý	N;NOM;MASC;SG;3	ADJ;INS;NEUT;SG
कट्टर	besné	कट्टर	besný	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
उपनिवेशवाद	kolonializmu	उपनिवेशवाद	kolonializmus	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
उपनिवेशवाद	kolónie	उपनिवेशवाद	kolónia	N;NOM;MASC;SG;3	N;NOM;FEM;PL
उपनिवेशवाद	kolóniu	उपनिवेशवाद	kolónia	N;NOM;MASC;SG;3	N;ACC;FEM;SG
उपनिवेशवाद	kolónii	उपनिवेशवाद	kolónia	N;NOM;MASC;SG;3	N;DAT;FEM;SG
सैंडविच	sendviče	सैंडविच	sendvič	N;NOM;MASC;SG;3	N;NOM;FEM;PL
चिप्स	čipy	चिप्स	čip	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
चिप्स	žetóny	चिप्स	žetón	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
चन्द	volajúci	चन्द	volajúci		ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
विधियां	metód	विधि	metód	N;NOM;FEM;PL;3	N;GEN;FEM;PL
बिखरे	rozptýlené	बिखर	rozptýlený	V;PFV;MASC;PL;V.PTCP;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
सुनाया	vyslovuje	सुना	vyslovovať	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
सुनाया	výrazné	सुना	výrazný	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;NEUT;SG
सुनाया	výrazná	सुना	výrazný	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;FEM;SG
शैतान	diabla	शैतान	diabol	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
शैतान	čert	शैतान	čert	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
शैतान	diabol	शैतान	diabnuť	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
शैतान	satana	शैतान	satan	PROPN;NOM;MASC;SG;3	N;ANIM;ACC;MASC;SG
शैतान	satan	शैतान	satan	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
शीट	list	शीट	list		N;INAN;NOM;MASC;SG
शीट	plech	शीट	plech		N;INAN;NOM;MASC;SG
शीट	výtlačok	शीट	výtlačok		N;INAN;NOM;MASC;SG
शीट	listy	शीट	list		N;INAN;NOM;MASC;PL
शीट	plachty	शीट	plachta		N;INAN;NOM;MASC;PL
शीट	plechy	शीट	plech		N;INAN;NOM;MASC;PL
उद्धार	doručiť	उद्धार	doručiť	N;NOM;MASC;SG;3	V;PFV;POS;NFIN
उद्धार	záchranné	उद्धार	záchranný	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
उद्धार	zachrániť	उद्धार	zachrániť	N;NOM;MASC;SG;3	V;PFV;POS;NFIN
उद्धार	záchranu	उद्धार	záchrana	N;NOM;MASC;SG;3	N;ACC;FEM;SG
उद्धार	záchranná	उद्धार	záchranný	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
पैकेजिंग	obaly	पैकेजिंग	obal	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
पैकेजिंग	obalov	पैकेजिंग	obal	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;PL
पैकेजिंग	balenia	पैकेजिंग	balenie	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
म्यूनिख	mníchove	म्यूनिख	mníchov	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
म्यूनिख	mníchov	म्यूनिख	mních	PROPN;NOM;MASC;SG;3	N;ANIM;ACC;MASC;PL
शरीफ	sharif	शरीफ	sharif	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
बिस्तर	postele	बिस्तर	posteľ	N;NOM;MASC;SG;3	N;NOM;FEM;PL
दोहराया	opakované	दोहरा	opakovaný	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
दोहराया	opakovaná	दोहरा	opakovaný	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
दोहराया	opakovaný	दोहरा	opakovaný	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
बोल्ट	blesk	बोल्ट	blesk	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
गुम्बद	kupoly	गुम्बद	kupola	N;NOM;MASC;SG;3	N;NOM;FEM;PL
गुम्बद	kupolu	गुम्बद	kupola	N;NOM;MASC;SG;3	N;ACC;FEM;SG
गुम्बद	dómy	गुम्बद	dóm	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
सेवानिवृत्ति	dôchodku	सेवानिवृत्ति	dôchodok	N;NOM;FEM;SG;3	N;INAN;GEN;MASC;SG
जश्न	oslavy	जश्न	oslava	N;NOM;MASC;SG;3	N;NOM;FEM;PL
जश्न	osláv	जश्न	oslava	N;NOM;MASC;SG;3	N;GEN;FEM;PL
जश्न	oslavu	जश्न	oslava	N;NOM;MASC;SG;3	N;ACC;FEM;SG
जश्न	osláv	जश्न	oslava	N;NOM;MASC;SG;3	N;GEN;FEM;PL
जश्न	oslavy	जश्न	oslava	N;NOM;MASC;SG;3	N;NOM;FEM;PL
नोबल	noble	नोबल	nobľa	PROPN;NOM;MASC;SG;3	
नोबल	vznešené	नोबल	vznešený	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
टायसन	tyson	टायसन	tyson	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
लहरों	vlny	लहर	vlna	N;ACC;FEM;PL;3	N;NOM;FEM;PL
लहरों	vĺn	लहर	vĺn	N;ACC;FEM;PL;3	N;GEN;FEM;PL
अस्थिरता	nestability	अस्थिरता	stability	N;NOM;FEM;SG;3	N;NOM;FEM;PL
अस्थिरता	nestabilitu	अस्थिरता	stabiť	N;NOM;FEM;SG;3	N;ACC;FEM;SG
संग्रहीत	archivované	संग्रहीत	archivovaný	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
सीसा	vedenia	सीसा	vedenie	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
सीसा	viesť	सीसा	viesť	N;NOM;MASC;SG;3	V;IPFV;POS;NFIN
तना	vyplýva	तना	vyplývať	N;NOM;MASC;SG;3	V;IPFV;IND;SG;3;POS;PRS;FIN
तना	kmeňových	तना	kmeňový	N;NOM;MASC;SG;3	ADJ;GEN;MASC;PL
तना	kmeňové	तना	kmeňový	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
सदाबहार	evergreen	सदाबहार	evergreen	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
कंकाल	kostry	कंकाल	kostra	N;NOM;MASC;SG;3	N;NOM;FEM;PL
कंकाल	kostru	कंकाल	kostra	N;NOM;MASC;SG;3	N;ACC;FEM;SG
समीर	samir	समीर	samir	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
ऑर	orr	ऑर	orr		PROPN;ANIM;NOM;MASC;SG
समतुल्य	rovnocenné	समतुल्य	rovnocenný		ADJ;NOM;NEUT;SG
समतुल्य	rovnocenná	समतुल्य	rovnocenný		ADJ;NOM;FEM;SG
समतुल्य	ekvivalentná	समतुल्य	ekvivalentný		ADJ;NOM;FEM;SG
समतुल्य	ekvivalent	समतुल्य	ekvivalent		N;INAN;NOM;MASC;SG
समतुल्य	rovnocenný	समतुल्य	rovnocenný		ADJ;ANIM;NOM;MASC;SG
समतुल्य	ekvivalentné	समतुल्य	ekvivalentný		ADJ;NOM;NEUT;SG
माईस्पेस	myspace	माईस्पेस	myspaca	N;NOM;MASC;SG;3	N;NOM;FEM;PL
एमआईटी	mit	एमआईटी	mit	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
भ्रामक	zavádzajúce	भ्रामक	zavádzajúci	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
भ्रामक	zavádzanie	भ्रामक	zavádzanie	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
भ्रामक	zavádzať	भ्रामक	zavádzať	PROPN;NOM;MASC;SG;3	V;IPFV;POS;NFIN
भ्रामक	mätúce	भ्रामक	mätúci	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
संभावनाओं	možností	संभावना	možnosť	N;ACC;FEM;PL;3	N;GEN;FEM;PL
संभावनाओं	možnosti	संभावना	možnosť	N;ACC;FEM;PL;3	N;NOM;FEM;PL
अन्याय	nespravodlivosti	अन्याय	nespravodlivosť	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
अन्याय	nespravodlivosť	अन्याय	nespravodlivosť	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
अनुसूची	rozvrh	अनुसूची	rozvrh	N;NOM;FEM;SG;3	N;NOM;FEM;PL
अनुसूची	naplánovať	अनुसूची	naplánovať	N;NOM;FEM;SG;3	V;POS;NFIN
सेठी	sethi	सेठी	sethi	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
एनिमेशन	animácie	एनिमेशन	animácia	N;NOM;MASC;SG;3	N;NOM;FEM;PL
एनिमेशन	animácie	एनिमेशन	animácia	N;NOM;MASC;SG;3	N;NOM;FEM;PL
