krans	آرائشی	krans	آرائشی	N;MASC+FEM;SG	ADJ
infecties	چھوت	infectie	چھوت	N;PL	N;NOM;MASC;SG;3
honderdste	سوواں	honderd	سوواں	ADJ;RL	PROPN;NOM;MASC;SG;3
afleiding	ترغیب.	afleiding	ترغیب.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
afleiding	سستانا.	afleiding	سستانا.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
afleiding	باؤلاپن.	afleiding	باؤلاپن.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
afleiding	آرام	afleiding	اجرام	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
afleiding	انتشار.	afleiding	انتشار.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
afleiding	بھٹکاوا.	afleiding	بھٹکاواؤ	N;MASC+FEM;SG	
afleiding	مخمصہ.	afleiding	مخمصہ.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
nutteloos	فضول	nutteloos	فضول	ADJ	N;NOM;MASC;SG;3
nutteloos	نکمّا	nutteloos	نکمیا	ADJ	PROPN;NOM;MASC;SG;3
nutteloos	بیکار	nutteloos	بیکار	ADJ	
native	خلقی	native	خلقی	N;MASC+FEM;SG	ADJ
behoeften	لازماً	behoefte	لازماً	N;PL	CONJ
pick	زخمہ.	pick	زخمہ.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
pick	ٹونگنا.	pick	ٹونگنا.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
pick	مضراب	pick	مضراب	N;MASC+FEM;SG	
pick	کُترنا.	pick	کُترنا.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
pick	چنیدہ	pick	چنیدہ	N;MASC+FEM;SG	
pick	تومنا	pick	تومنا	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
pick	چُناؤ.	pick	چُناؤ.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
pick	چننے	pick	چن	N;MASC+FEM;SG	V;NFIN
dranken	مشروب	drank	مشروب	N;PL	N;NOM;MASC;SG;3
overbrengen	(	overbrengen	(	V;NFIN	
overbrengen	(	overbrengen	(	V;NFIN	
dramatisch	اچانک	dramatisch	اچانک	ADJ	ADV
dramatisch	معنوی.	dramatisch	معنوی.	ADJ	PROPN;NOM;MASC;SG;3
dramatisch	ڈرامائی.	dramatisch	ڈرامائی.	ADJ	V;PFV;FEM;SG;V.PTCP;ACT
transactie	سودا	transactie	سودا	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
bijten	کٹیلا	bijten	کٹیلا	V;NFIN	PROPN;NOM;MASC;SG;3
bijten	تیزی.	bijten	تیزی.	V;NFIN	PROPN;NOM;MASC;SG;3
bijten	چارہ	bijten	چارہ	V;NFIN	N;NOM;MASC;SG;3
bijten	(	bijten	(	V;NFIN	
bijten	تیز	bijten	تیز	V;NFIN	ADJ
bijten	سانپ	bijten	سانپ	V;NFIN	N;NOM;MASC;SG;3
bijten	(	bijten	(	V;NFIN	
geschillen	مباحثہ.	geschil	مباحثہ.	N;PL	ADJ
geschillen	مناقشہ	geschil	مناقشہ	N;PL	ADJ
geschillen	تنازعہ.	geschil	تنازعہ.	N;PL	PROPN;NOM;MASC;SG;3
geschillen	قضیہ	geschil	قضیہ	N;PL	N;NOM;MASC;SG;3
spelletje	مقصد.	spel	مقصد.	N;NEUT;SG	PROPN;NOM;MASC;SG;3
spelletje	لنگ	spel	لنگ	N;NEUT;SG	PROPN;NOM;MASC;SG;3
spelletje	پرندے	spel	پرندہ	N;NEUT;SG	N;NOM;MASC;PL;3
spelletje	مشتاق	spel	مشتاق	N;NEUT;SG	PROPN;NOM;MASC;SG;3
spelletje	آمادہ	spel	آمادہ	N;NEUT;SG	ADJ
spelletje	چال	spel	چال	N;NEUT;SG	;MASC;SG;3
spelletje	پُرجوش	spel	پُرجوش	N;NEUT;SG	ADJ
spelletje	مقصد.	spel	مقصد.	N;NEUT;SG	PROPN;NOM;MASC;SG;3
spelletje	لنگ	spel	لنگ	N;NEUT;SG	PROPN;NOM;MASC;SG;3
spelletje	پرندے	spel	پرندہ	N;NEUT;SG	N;NOM;MASC;PL;3
spelletje	مشتاق	spel	مشتاق	N;NEUT;SG	PROPN;NOM;MASC;SG;3
spelletje	آمادہ	spel	آمادہ	N;NEUT;SG	ADJ
spelletje	چال	spel	چال	N;NEUT;SG	;MASC;SG;3
spelletje	پُرجوش	spel	پُرجوش	N;NEUT;SG	ADJ
darmen	امعائ.	darm	امعائ.	N;PL	N;NOM;MASC;SG;3
darmen	قعر	darm	قعر	N;PL	
pech	نافہمیدہ.	pech	نافہمیدہ.	N;MASC+FEM;SG	ADJ
pech	منحوس.	pech	منحوس.	N;MASC+FEM;SG	ADJ
schenk	برسانا.	schenken	برسانا.	V;SG;PRS;FIN	
schenk	out	schenken	out	V;SG;PRS;FIN	
drempel	مدخل	drempel	مدخل	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
drempel	مدخل	drempel	مدخل	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
betekend	ثروت.	betekenen	ثروت.	V;SG;PRS;FIN	PROPN;NOM;MASC;SG;3
betekend	ذریعہ	betekenen	ذریعہ	V;SG;PRS;FIN	N;NOM;MASC;SG;3
betekend	ثروت.	betekenen	ثروت.	V;SG;PRS;FIN	PROPN;NOM;MASC;SG;3
pie	افراتفری.	pie	افراتفریڈ	N;MASC+FEM;SG	ADJ
cliënt	گاہک.	cliënt	گاہک.	N;MASC+FEM;SG	
cliënt	مصاحب.	cliënt	مصاحب.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
cliënt	طفیلی	cliënt	طفیلی	N;MASC+FEM;SG	ADJ
fysiologie	فعلیات	fysiologie	فعلی	N;MASC+FEM;SG	N;NOM;MASC;PL;3
kelk	ساغر	kelk	ساغر	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
aanzetten	اکساہٹ	aanzetten	اکساہٹ	V;NFIN	PROPN;NOM;MASC;SG;3
aanzetten	ترغیب	aanzetten	ترغیب	V;NFIN	N;NOM;MASC;SG;3
aanzetten	اکساہٹ	aanzetten	اکساہٹ	V;NFIN	PROPN;NOM;MASC;SG;3
decoratieve	زیباشی	decoratief	زیباشی	ADJ	PROPN;NOM;MASC;SG;3
decoratieve	زیباشی	decoratief	زیباشی	ADJ	PROPN;NOM;MASC;SG;3
repareren	پہنچ.	repareren	پہنچ	V;NFIN	
repareren	شہرت	repareren	شہرت	V;NFIN	N;NOM;FEM;SG;3
repareren	چرچا.	repareren	چرچا.	V;NFIN	
repareren	رجوع	repareren	رجوع	V;NFIN	N;NOM;MASC;SG;3
repareren	رسائی	repareren	رسائی	V;NFIN	N;NOM;MASC;SG;3
repareren	مرجع	repareren	مرجع	V;NFIN	N;NOM;MASC;SG;3
repareren	مقبولیت	repareren	مقبولیت	V;NFIN	N;NOM;MASC;SG;3
ceremoniële	ریت	ceremoniël	ریت	ADJ	N;NOM;MASC;SG;3
passieve	مجہول	passief	مجہول	ADJ	N;NOM;MASC;SG;3
grootouders	نانی.	grootouders	نانی.	N;PL	PROPN;NOM;MASC;SG;3
grootouders	دادا	grootouders	دادا	N;PL	N;NOM;MASC;SG;3
grasland	چراگاہ.	grasland	چراگاہ.	N;NEUT;SG	
grasland	چراگاہ.	grasland	چراگاہ.	N;NEUT;SG	
arrangement	مراعات	arrangement	مراعات	N;NEUT;SG	N;NOM;MASC;PL;3
arrangement	مصنوعات	arrangement	مصنوع	N;NEUT;SG	N;NOM;MASC;PL;3
arrangement	تصفیے	arrangement	تصفیہ	N;NEUT;SG	
arrangement	تصفیے	arrangement	تصفیہ	N;NEUT;SG	
apartheid	علاحدگی.	apartheid	علحدگین	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
kraken	امتیازی	kraken	امتیازی	V;NFIN	ADJ
kraken	پُرجوش	kraken	پُرجوش	V;NFIN	ADJ
kraken	اعلی	kraken	اعلی	V;NFIN	ADJ
kraken	جھری	kraken	جھری	V;NFIN	PROPN;NOM;MASC;SG;3
kraken	دائو	kraken	دائو	V;NFIN	
kraken	بالکل	kraken	بالکل	V;NFIN	CONJ
kraken	تڑاقے	kraken	تڑاقہ	V;NFIN	PROPN;NOM;MASC;SG;3
kraken	پھبتی	kraken	پھب	V;NFIN	PROPN;NOM;MASC;SG;3
kraken	ٹھیک	kraken	ٹھیک	V;NFIN	ADJ
kraken	مقامی	kraken	مقامی	V;NFIN	ADJ
kraken	پٹاخے	kraken	پٹا	V;NFIN	PROPN;NOM;MASC;SG;3
kraken	فقرہ	kraken	فقرہ	V;NFIN	
kraken	جھری-	kraken	جھری-	V;NFIN	PROPN;NOM;MASC;SG;3
kraken	جھری	kraken	جھری	V;NFIN	PROPN;NOM;MASC;SG;3
kraken	چٹاخا	kraken	چٹاخا	V;NFIN	PROPN;NOM;MASC;SG;3
kraken	دائو	kraken	دائو	V;NFIN	
kraken	بالکل	kraken	بالکل	V;NFIN	CONJ
kraken	تڑاقے	kraken	تڑاقہ	V;NFIN	PROPN;NOM;MASC;SG;3
kraken	پھبتی	kraken	پھب	V;NFIN	PROPN;NOM;MASC;SG;3
kraken	ٹھیک	kraken	ٹھیک	V;NFIN	ADJ
kraken	مقامی	kraken	مقامی	V;NFIN	ADJ
kraken	پٹاخے	kraken	پٹا	V;NFIN	PROPN;NOM;MASC;SG;3
kraken	دراڑ	kraken	دراڑ	V;NFIN	N;NOM;MASC;SG;3
kraken	فقرہ	kraken	فقرہ	V;NFIN	
kraken	جھری-	kraken	جھری-	V;NFIN	PROPN;NOM;MASC;SG;3
cluster	اکٹھا	cluster	اکٹھا	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
cluster	دَل	cluster	دَل	N;MASC+FEM;SG	
cluster	پرا	cluster	پرا	N;MASC+FEM;SG	V;SG;V.PTCP;ACT
cluster	غول	cluster	غول	N;MASC+FEM;SG	
cluster	جمگھٹا	cluster	جمگھٹا	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
cluster	اکٹھا	cluster	اکٹھا	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
cluster	دَل	cluster	دَل	N;MASC+FEM;SG	
cluster	پرا	cluster	پرا	N;MASC+FEM;SG	V;SG;V.PTCP;ACT
cluster	خوشہ	cluster	خوشہ	N;MASC+FEM;SG	
cluster	غول	cluster	غول	N;MASC+FEM;SG	
cluster	جمگھٹا	cluster	جمگھٹا	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
kostbaar	نہایت	kostbaar	نہایت	ADJ	ADV
kostbaar	گراں.	kostbaar	گراں.	ADJ	
kostbaar	قیمتی.	kostbaar	قیمتی.	ADJ	N;NOM;MASC;PL;3
kostbaar	گراں.	kostbaar	گراں.	ADJ	
kostbaar	قیمتی.	kostbaar	قیمتی.	ADJ	N;NOM;MASC;PL;3
symmetrie	معادلت	symmetrie	معادلت	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
symmetrie	زرریشوں	symmetrie	زرریش	N;MASC+FEM;SG	N;ACC;MASC;PL;3
symmetrie	معادلت	symmetrie	معادلت	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
symmetrie	زرریشوں	symmetrie	زرریش	N;MASC+FEM;SG	N;ACC;MASC;PL;3
symmetrie	تشاکُل	symmetrie	تشاکُل	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
mixed	مرکب.	mixed	مرکب.	ADJ	PROPN;NOM;MASC;SG;3
mixed	مرکب.	mixed	مرکب.	ADJ	PROPN;NOM;MASC;SG;3
gevarieerd	متعدد.	variëren	متعدد.	V;V.PTCP	ADJ
gevarieerd	متنوع	variëren	متنوع	V;V.PTCP	ADJ
gevarieerd	مختلف	variëren	مختلف	V;V.PTCP	ADJ
vervoerder	ڈھونے	vervoerd	ڈھو	ADJ;CMPR	V;NFIN;ACT
vervoerder	واسطہ.	vervoerd	واسطہ.	ADJ;CMPR	PROPN;NOM;MASC;SG;3
vervoerder	حمّال.	vervoerd	حمّال.	ADJ;CMPR	PROPN;NOM;MASC;SG;3
reservoir	وسیلہ	reservoir	وسیلہ	N;NEUT;SG	PROPN;NOM;MASC;SG;3
reservoir	مخرج.	reservoir	مخرج.	N;NEUT;SG	
verkennen	جستجو	verkennen	جستجو	V;NFIN	N;NOM;MASC;SG;3
verkennen	تفتیش	verkennen	تفتیش	V;NFIN	N;NOM;FEM;SG;3
bloom	شادابی	bloom	شادابی	N;MASC+FEM;SG	ADJ
bloom	رعنائی	bloom	رعنائی	N;MASC+FEM;SG	ADJ
epidemie	وبائی	epidemie	وبائی	N;MASC+FEM;SG	ADJ
tactische	(	tactisch	(	ADJ	
speculatie	تخمینہ.	speculatie	تخمینہ.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
toegangspoort	ڈیوڑھی.	toegangspoort	ڈیوڑھی.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
toegangspoort	باب.	toegangspoort	باب.	N;MASC+FEM;SG	
mercy	عفو	mercy	عفو	N;MASC+FEM;SG	
mercy	درگزر.	mercy	درگزر.	N;MASC+FEM;SG	
mercy	ترس	mercy	ترس	N;MASC+FEM;SG	V;ACT
mercy	عفو	mercy	عفو	N;MASC+FEM;SG	
mercy	درگزر.	mercy	درگزر.	N;MASC+FEM;SG	
mercy	ترس	mercy	ترس	N;MASC+FEM;SG	V;ACT
tumor	سلعہ.	tumor	سلعہ.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
tumor	رسولی	tumor	رسولی	N;MASC+FEM;SG	ADJ
etiket	چٹھی	etiket	چٹھی	N;NEUT;SG	PROPN;NOM;MASC;SG;3
vreselijk	کثیر	vreselijk	کثیر	ADJ	
vreselijk	بہت	vreselijk	بہت	ADJ	DET
vreselijk	باعظمت.	vreselijk	باعظمت.	ADJ	PROPN;NOM;MASC;SG;3
vreselijk	نہایت.	vreselijk	نہایت.	ADJ	PROPN;NOM;MASC;SG;3
vreselijk	بہت	vreselijk	بہت	ADJ	DET
vreselijk	ہولناک.	vreselijk	ہولناک.	ADJ	PROPN;NOM;MASC;SG;3
vreselijk	مہیب	vreselijk	مہیب	ADJ	PROPN;NOM;MASC;SG;3
rel	(	rel	(	N;MASC+FEM;SG	
rel	(	rel	(	N;MASC+FEM;SG	
rel	بلوا	rel	بلوا	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
gebrekkige	مقدار	gebrekkig	مقدار	ADJ	N;NOM;MASC;SG;3
gebrekkige	زور	gebrekkig	زور	ADJ	N;NOM;MASC;SG;3
gebrekkige	خام	gebrekkig	خام	ADJ	N;NOM;MASC;SG;3
gebrekkige	ادھورا	gebrekkig	ادھورا	ADJ	PROPN;NOM;MASC;SG;3
gebrekkige	مقدار	gebrekkig	مقدار	ADJ	N;NOM;MASC;SG;3
gebrekkige	زور	gebrekkig	زور	ADJ	N;NOM;MASC;SG;3
gebrekkige	ناتمام	gebrekkig	ناتمام	ADJ	PROPN;NOM;MASC;SG;3
gebrekkige	خام	gebrekkig	خام	ADJ	N;NOM;MASC;SG;3
gebrekkige	ادھورا	gebrekkig	ادھورا	ADJ	PROPN;NOM;MASC;SG;3
combat	مقابل	combat	مقابل	N;MASC+FEM;SG	ADP
combat	لڑنا	combat	لڑنا	N;MASC+FEM;SG	V;MASC;SG;NFIN;ACT
combat	بھڑنا	combat	بھڑ	N;MASC+FEM;SG	V;NFIN;ACT
combat	ٹکرانا.	combat	ٹکراناؤ	N;MASC+FEM;SG	V;MASC;SG;NFIN;ACT
combat	جدوجہد.	combat	جدوجہد.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
geheimzinnige	سرّی.	geheimzinnig	سرّی.	ADJ	PROPN;NOM;MASC;SG;3
ask	پوچھنا	ask	پوچھ	INTJ	V;MASC;SG;NFIN;ACT
melody	نغمگی.	melody	نغمگی.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
melody	موسیقیت.	melody	موسیقیت.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
strakke	احتیاطیں	strak	احتیاطیں	ADJ	N;NOM;MASC;PL;3
strakke	تھڑدلا	strak	تھڑدلا	ADJ	PROPN;NOM;MASC;SG;3
strakke	تند	strak	تند	ADJ	V;MASC;SG;ACT
strakke	قابو	strak	قابو	ADJ	N;NOM;MASC;SG;3
strakke	کسا	strak	کوس	ADJ	
strakke	احتیاطیں	strak	احتیاطیں	ADJ	N;NOM;MASC;PL;3
strakke	تنگ	strak	تنگ	ADJ	V;ACT
strakke	تھڑدلا	strak	تھڑدلا	ADJ	PROPN;NOM;MASC;SG;3
strakke	تند	strak	تند	ADJ	V;MASC;SG;ACT
strakke	قابو	strak	قابو	ADJ	N;NOM;MASC;SG;3
ontkent	مکرنا	ontkennen	مکر	V;SG;PRS;FIN	PROPN;NOM;MASC;SG;3
mask	شمامہ	mask	شمامہ		PROPN;NOM;MASC;SG;3
mask	face-pack	mask	face-pack		PROPN;NOM;MASC;SG;3
mask	بہروپ	mask	بہروپ		PROPN;NOM;MASC;SG;3
mask	آڑبننا.	mask	آڑبننا.		PROPN;NOM;MASC;SG;3
mask	بھپارا	mask	بھپارا		PROPN;NOM;MASC;SG;3
mask	بناوٹ	mask	بناوٹ		N;NOM;MASC;SG;3
mask	مقنع.	mask	مقنع.		ADJ
mask	سوانگ	mask	سوانگ		PROPN;NOM;MASC;SG;3
mask	دھوکا.	mask	دھوکا.		PROPN;NOM;MASC;SG;3
reguleren	اصول	reguleren	اصول	V;NFIN	N;NOM;MASC;SG;3
chin	زنخداں	chin	زنخداں	N;MASC+FEM;SG	ADJ
chin	ٹھوڑی	chin	ٹھوڑی	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
chin	ذقن	chin	ذقن	N;MASC+FEM;SG	
chin	زنخداں	chin	زنخداں	N;MASC+FEM;SG	ADJ
chin	ٹھوڑی	chin	ٹھوڑی	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
geiten	احمق.	geiten	احمق.	N;PL	PROPN;NOM;MASC;SG;3
shock	کھانا	shock	کھا	N;MASC+FEM;SG	V;MASC;SG;NFIN;ACT
shock	صدمانا.	shock	صدمان	N;MASC+FEM;SG	N;NOM;MASC;PL;3
shock	(	shock	(	N;MASC+FEM;SG	
shock	ہلچل.	shock	ہلچل.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
ammoniak	ایمونیا	ammoniak	ایمونیا	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
constitutie	فرمان.	constitutie	فرمان.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
voorspelling	عمل.	voorspelling	عمل.	N;MASC+FEM;SG	
voorspelling	عمل.	voorspelling	عمل.	N;MASC+FEM;SG	
voorspelling	کہانت	voorspelling	کہانت	N;MASC+FEM;SG	
slimme	مُستعد	slim	مُستعد	ADJ	PROPN;NOM;MASC;SG;3
slimme	پُھرتیلا	slim	پُھرتیلا	ADJ	PROPN;NOM;MASC;SG;3
slimme	ذہین.	slim	ذہین.	ADJ	PROPN;NOM;MASC;SG;3
slimme	مُستعد	slim	مُستعد	ADJ	PROPN;NOM;MASC;SG;3
slimme	پُھرتیلا	slim	پُھرتیلا	ADJ	PROPN;NOM;MASC;SG;3
slimme	ہوشیار	slim	ہوشیار	ADJ	PROPN;NOM;MASC;SG;3
slimme	ذہین.	slim	ذہین.	ADJ	PROPN;NOM;MASC;SG;3
slimme	تیزی	slim	تیزی	ADJ	N;NOM;MASC;SG;3
slimme	ہوشیار	slim	ہوشیار	ADJ	PROPN;NOM;MASC;SG;3
slimme	پھرتیلا.	slim	پھرتیلا.	ADJ	PROPN;NOM;MASC;SG;3
slimme	طرار	slim	طرار	ADJ	
slimme	وضعدار	slim	وضعدار	ADJ	N
slimme	خلش.	slim	خلش.	ADJ	PROPN;NOM;MASC;SG;3
slimme	عیار	slim	عیار	ADJ	
slimme	طرحدار	slim	طرحدار	ADJ	PROPN;NOM;MASC;SG;3
slimme	زوردار.	slim	زوردار.	ADJ	PROPN;NOM;MASC;SG;3
natuursteen	پتھر	natuursteen	پتھر	N;NEUT;SG	PROPN;NOM;MASC;SG;3
natuursteen	پتھر	natuursteen	پتھر	N;NEUT;SG	PROPN;NOM;MASC;SG;3
natuursteen	سنگ	natuursteen	سنگ	N;NEUT;SG	PROPN;NOM;MASC;SG;3
brouwen	تخمیر	brouw	تخمیر	V;NFIN	N;NOM;MASC;SG;3
brouwen	ترکیب	brouw	ترکیب	V;NFIN	N;NOM;FEM;SG;3
binnenlands	پالتو	binnenlands	پالتو	ADJ	N;NOM;MASC;SG;3
hakken	ٹینس	hakken	ٹینس	V;NFIN	PROPN;NOM;MASC;SG;3
hakken	لہر	hakken	لہر	V;NFIN	N;NOM;MASC;SG;3
hakken	کّلا	hakken	کّلا	V;NFIN	PROPN;NOM;MASC;SG;3
hakken	وار	hakken	وار	V;NFIN	
hakken	مارکہ	hakken	مارکہ	V;NFIN	
hakken	chopping	hakken	chopping	V;NFIN	PROPN;NOM;MASC;SG;3
hakken	chopped	hakken	chopped	V;NFIN	PROPN;NOM;MASC;SG;3
hakken	کریکٹ	hakken	کریکٹ	V;NFIN	PROPN;NOM;MASC;SG;3
intelligente	ہوشیار	intelligent	ہوشیار	ADJ	PROPN;NOM;MASC;SG;3
fluiten	زفیل.	fluiten	زفیل.	V;NFIN	PROPN;NOM;MASC;SG;3
fluiten	زفیلنا	fluiten	زفیلنا	V;NFIN	PROPN;NOM;MASC;SG;3
fluiten	پنپنانا.	fluiten	پنپنانا.	V;NFIN	PROPN;NOM;MASC;SG;3
fluiten	سیٹی	fluiten	سیٹی	V;NFIN	PROPN;NOM;MASC;SG;3
harnas	باندھنا.	harnas	باندھنا.	N;NEUT;SG	PROPN;NOM;MASC;SG;3
hopper	اچھلنے	hopper	اچھل	N;MASC+FEM;SG	V;NFIN;ACT
hopper	کودنے	hopper	کودنہ	N;MASC+FEM;SG	V;NFIN;ACT
mercurius	سیماب	mercurius	سیماب	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
mercurius	سیماب	mercurius	سیماب	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
hook	پنجہ.	hook	پنجہ.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
hook	جال.	hook	جال.	N;MASC+FEM;SG	
hook	چرانا	hook	چرانا	N;MASC+FEM;SG	V;MASC;SG;NFIN;ACT
hook	آنکڑا.	hook	آنکڑا.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
hook	درانتی	hook	درانتی	N;MASC+FEM;SG	ADJ
hook	پھندا	hook	پھندا	N;MASC+FEM;SG	V;MASC;SG;V.PTCP;ACT
oraal	آزمائش	oraal	آزمائش	ADJ	N;NOM;MASC;SG;3
oraal	بول	oraal	بول	ADJ	V;ACT
gordel	دوڑنا	gordel	دوڑ	N;MASC+FEM;SG	V;NFIN;ACT
pine	رینجھنا.	pine	رینجھنا.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
droit	وجوب.	droien	وجوب.		PROPN;NOM;MASC;SG;3
meesterwerk	شاہکار.	meesterwerk	شاہکار.	N;NEUT;SG	PROPN;NOM;MASC;SG;3
hangende	متوقع	hangen	متوقع	V;V.PTCP	ADJ
acid	گہرا	acid	گہرا	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
acid	کٹیلا	acid	کٹیلا	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
acid	تیز	acid	تیز	N;MASC+FEM;SG	ADJ
gore	کلی.	gore	کلی.	N;MASC+FEM;SG	
aanvaring	ٹکّر	aanvaring	ٹکّر	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
judge	قاضی	judg	قاضی	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
aanduiden	معیّن	aanduiden	معیّن	V;NFIN	PROPN;NOM;MASC;SG;3
aanduiden	القاب	aanduiden	القاب	V;NFIN	N;NOM;MASC;SG;3
draken	غصیل	draken	غصیل	N;PL	PROPN;NOM;MASC;SG;3
versiering	تزئین.	versiering	تزئین.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
versiering	تزئین.	versiering	تزئین.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
passend	مناسب.	passen	مناسب.	V;V.PTCP	PROPN;NOM;MASC;SG;3
passend	ہتھیانا	passen	ہتھیانا	V;V.PTCP	PROPN;NOM;MASC;SG;3
passend	موزوں	passen	موزوں	V;V.PTCP	ADJ
passend	مناسب	passen	مناسب	V;V.PTCP	ADJ
passend	درست.	passen	درست.	V;V.PTCP	PROPN;NOM;MASC;SG;3
mina	(	mina	(	N;MASC+FEM;SG	
aandeelhouder	حامل.	aandeelhouder	حامل.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
injectie	تزریق.	injectie	تزریق.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
bolt	چٹخنی	bolt	چٹخنی	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
bolt	چُننا.	bolt	چُننا.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
bolt	سٹکنا.	bolt	سٹکنا.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
bolt	بیننا	bolt	بین	N;MASC+FEM;SG	V;SG;NFIN;ACT
nevel	بھاپ.	nevel	بھاپ.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
nevel	سدیم	nevel	سدیم	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
nevel	مبہم	nevel	مبہم	N;MASC+FEM;SG	ADJ
nevel	کہرا	nevel	کہرا	N;MASC+FEM;SG	
gezellig	تفریح	gezellig	تفریح	ADJ	N;NOM;MASC;SG;3
gezellig	cosies	gezellig	cosies	ADJ	PROPN;NOM;MASC;SG;3
bet	قمار	betten	قمار	N;MASC+FEM;SG	
bet	انتخاب	betten	انتخاب	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
bet	جوا	betten	جوا	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
bet	قمار	betten	قمار	N;MASC+FEM;SG	
bet	انتخاب	betten	انتخاب	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
bet	جوا	betten	جوا	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
brigadier	بریگیڈیئر	brigadier	بریگیڈیئر	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
zaag	مقولہ	zaag	مقولہ	N;MASC+FEM;SG	ADJ
zaag	مثل	zaag	مثل	N;MASC+FEM;SG	
zaag	مقولہ	zaag	مقولہ	N;MASC+FEM;SG	ADJ
variabel	متغیرہ	variabel	متغیرہ	ADJ	PROPN;NOM;MASC;SG;3
variabel	متغیر	variabel	متغیر	ADJ	N;NOM;MASC;SG;3
terughoudend	متأمّل	terughoudend	متأمّل	V;V.PTCP	PROPN;NOM;MASC;SG;3
terughoudend	ڈھلمل	terughoudend	ڈھلمل	V;V.PTCP	PROPN;NOM;MASC;SG;3
onbruikbaar	نابکارآمد.	onbruikbaar	نابکارآمد.	ADJ	PROPN;NOM;MASC;SG;3
onbruikbaar	فضول	onbruikbaar	فضول	ADJ	N;NOM;MASC;SG;3
onbruikbaar	نکمّا	onbruikbaar	نکمیا	ADJ	PROPN;NOM;MASC;SG;3
onbruikbaar	بیکار	onbruikbaar	بیکار	ADJ	
aantoonbaar	بالمظاہرہ	aantoonbaar	بالمظاہرہ	ADJ	N
tractie	اینٹھن.	tractie	اینٹھن.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
arsenaal	ہتھیاروں	arsenaal	ہتھیار	N;NEUT;SG	N;ACC;MASC;PL;3
