кратеров	kraattereita	кратер	kraatteri	N;INAN;GEN;MASC;PL	N;PRT;PL
получены	saanut	получить	saada	V;PFV;PL;PST;V.PTCP;PASS	V;NOM;SG;V.PTCP;ACT
получены	saatu	получить	saada	V;PFV;PL;PST;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
азота	typpi	азот	typpi	N;INAN;GEN;MASC;SG	N;NOM;SG
азота	typpeä	азот	typpeä	N;INAN;GEN;MASC;SG	N;PRT;SG
усовершенствования	parannuksia	усовершенствование	parannus	N;INAN;NOM;NEUT;PL	N;PRT;PL
усовершенствования	parannuksia	усовершенствование	parannus	N;INAN;NOM;NEUT;PL	N;PRT;PL
мозг	aivoja	мозг	aivot	N;INAN;NOM;MASC;SG	N;PRT;PL
мозг	aivot	мозг	aivot	N;INAN;NOM;MASC;SG	N;NOM;PL
мозг	aivoja	мозг	aivot	N;INAN;NOM;MASC;SG	N;PRT;PL
мозг	aivot	мозг	aivot	N;INAN;NOM;MASC;SG	N;NOM;PL
поднял	kasvatettu	поднять	kasvattaa	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
поднял	nostettu	поднять	nostaa	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
поднял	kasvatit	поднять	kasvatti	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;NOM;PL
бред	brad	бред	brad	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
десятка	ten	десяток	ten	N;INAN;NOM;MASC;SG	
десятка	kymmenen	десяток	kymmenen	N;INAN;NOM;MASC;SG	NUM;NOM;SG
десятка	tusinaa	десяток	tusina	N;INAN;NOM;MASC;SG	N;PRT;SG
нацистской	natsi	нацистский	natsi	ADJ;INS;FEM;SG	N;NOM;SG
богатых	rikkaita	богатый	rikas	ADJ;GEN;PL	ADJ;PRT;PL
богатых	rikkaat	богатый	rikas	ADJ;GEN;PL	ADJ;NOM;PL
богатых	rich	богатый	rich	ADJ;GEN;PL	PROPN;NOM;SG
богатых	rikas	богатый	rikas	ADJ;GEN;PL	ADJ;NOM;SG
богатых	varakas	богатый	varakas	ADJ;GEN;PL	ADJ;NOM;SG
сау	sau	сау	sauda	N;INAN;NOM;FEM;SG	INTJ
биология	biologian	биология	biologia	N;INAN;NOM;FEM;SG	N;GEN;SG
акулы	haita	акула	haita	N;ANIM;NOM;FEM;PL	N;PRT;SG
акулы	hai	акула	hai	N;ANIM;NOM;FEM;PL	N;NOM;SG
акулы	haita	акула	haita	N;ANIM;NOM;FEM;PL	N;PRT;SG
акулы	hain	акула	hain	N;ANIM;NOM;FEM;PL	V;IND;SG;1;PST;FIN;ACT
сложность	vaikeuksia	сложность	vaikeus	N;INAN;NOM;FEM;SG	N;PRT;PL
сложность	vaikeudet	сложность	vaikeus	N;INAN;NOM;FEM;SG	N;NOM;PL
сложность	monimutkaisuuden	сложность	monimutkaisuus	N;INAN;NOM;FEM;SG	N;GEN;SG
сложность	monimutkainen	сложность	moni#mutkainen	N;INAN;NOM;FEM;SG	ADJ;NOM;SG
прибытия	saapumista	прибытие	saapuminen	N;INAN;NOM;NEUT;PL	N;PRT;SG
прибытия	saapuminen	прибытие	saapuminen	N;INAN;NOM;NEUT;PL	N;NOM;SG
прибытия	saapumisen	прибытие	saapuminen	N;INAN;NOM;NEUT;PL	N;GEN;SG
осло	oslo	осло	oslo	N;INAN;NOM;MASC;SG	
осло	oslon	осло	oslo	N;INAN;NOM;MASC;SG	N;GEN;SG
расписание	aikataulut	расписание	aika#taulu	N;INAN;NOM;NEUT;SG	N;NOM;PL
расписание	aikataulun	расписание	aika#taulu	N;INAN;NOM;NEUT;SG	N;GEN;SG
расписание	aikataulut	расписание	aika#taulu	N;INAN;NOM;NEUT;SG	N;NOM;PL
расписание	aikataulun	расписание	aika#taulu	N;INAN;NOM;NEUT;SG	N;GEN;SG
расписание	ajasta	расписание	aika	N;INAN;NOM;NEUT;SG	N;IN+ABL;SG
квантовой	quantum	квантовый	quantum	ADJ;INS;FEM;SG	N;NOM;SG
джонатан	jonathan	джонатан	jokin	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
греки	kreikkalaisia	грек	kreikkalainen	N;ANIM;NOM;MASC;PL	N;PRT;PL
греки	kreikka	грек	kreikka	N;ANIM;NOM;MASC;PL	N;NOM;SG
греки	kreikkalainen	грек	kreikkalainen	N;ANIM;NOM;MASC;PL	ADJ;NOM;SG
греки	kreikkaa	грек	kreikka	N;ANIM;NOM;MASC;PL	N;PRT;SG
греки	kreikan	грек	kreikka	N;ANIM;NOM;MASC;PL	PROPN;GEN;SG
проявления	ilmentymä	проявление	ilmentymä	N;INAN;NOM;NEUT;PL	N;NOM;SG
эволюция	evoluution	эволюция	evoluutio	N;INAN;NOM;FEM;SG	N;GEN;SG
подписания	allekirjoitus	подписание	allekirjoida	N;INAN;NOM;NEUT;PL	N;NOM;SG
подписания	allekirjoittaa	подписание	alle#kirjoittaa	N;INAN;NOM;NEUT;PL	V;SG;NFIN;ACT
подписания	allekirjoittaminen	подписание	allekirjoittaminen	N;INAN;NOM;NEUT;PL	N;NOM;SG
подписания	allekirjoitus	подписание	allekirjoida	N;INAN;NOM;NEUT;PL	N;NOM;SG
водитель	kuljettajan	водитель	kuljettaja	N;ANIM;NOM;MASC;SG	N;GEN;SG
постоянная	pysyvää	постоянный	pysyvä	ADJ;NOM;FEM;SG	ADJ;PRT;SG
постоянная	jatkuvasti	постоянный	jatkuvasti	ADJ;NOM;FEM;SG	ADV
постоянная	jatkuvaa	постоянный	jatkuva	ADJ;NOM;FEM;SG	ADJ;PRT;SG
постоянная	vakio	постоянный	vakio	ADJ;NOM;FEM;SG	N;NOM;SG
монахов	munkkeja	монах	munkki	N;ANIM;GEN;MASC;PL	N;PRT;PL
монахов	munkit	монах	munki	N;ANIM;GEN;MASC;PL	N;NOM;PL
паоло	paolo	пайть	paolo	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
вино	viinit	вино	viini	N;INAN;NOM;NEUT;SG	N;NOM;PL
вино	viiniä	вино	viini	N;INAN;NOM;NEUT;SG	N;PRT;SG
бокс	nyrkkeilyä	бокс	nyrkkeily	N;INAN;NOM;MASC;SG	N;PRT;SG
рабов	orjia	раб	orja	N;ANIM;GEN;MASC;PL	N;PRT;PL
рабов	orjat	раб	orja	N;ANIM;GEN;MASC;PL	N;NOM;PL
формируется	muodostaminen	формироваться	muodostaminen	V;IPFV;IND;SG;3;PRS;FIN;MID	N;NOM;SG
формируется	muodostaa	формироваться	muodostaa	V;IPFV;IND;SG;3;PRS;FIN;MID	V;IND;SG;3;PRS;FIN;ACT
формируется	muodostavat	формироваться	muodostaa	V;IPFV;IND;SG;3;PRS;FIN;MID	V;IND;PL;3;PRS;FIN;ACT
боливии	bolivian	боливия	bolivia	N;INAN;NOM;FEM;PL	N;GEN;SG
боливии	bolivian	боливия	bolivia	N;INAN;NOM;FEM;PL	N;GEN;SG
популярная	suosittua	популярный	suosittu	ADJ;NOM;FEM;SG	ADJ;PRT;SG
популярная	suosittuja	популярный	suosittu	ADJ;NOM;FEM;SG	ADJ;PRT;PL
популярная	suositut	популярный	suosittu	ADJ;NOM;FEM;SG	ADJ;NOM;PL
желающие	toivoo	желать	toivoa	V;IPFV;NOM;PL;PRS;V.PTCP;ACT	V;IND;SG;3;PRS;FIN;ACT
охлаждения	jäähdytys	охлаждение	jäähdytys	N;INAN;NOM;NEUT;PL	N;NOM;SG
гаити	haitin	гаить	haitti	N;INAN;NOM;FEM;SG	N;GEN;SG
заменена	tilalle	заменить	tilalle	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADP
автономии	autonomian	автономия	autonomia	N;INAN;NOM;FEM;PL	N;GEN;SG
автономии	riippumattomuus	автономия	riippumattomuus	N;INAN;NOM;FEM;PL	N;NOM;SG
автономии	itsenäisyys	автономия	itsenäisyys	N;INAN;NOM;FEM;PL	N;NOM;SG
мадам	rouva	мада	rouva	N;ANIM;DAT;FEM;PL	N;NOM;SG
мадам	madam	мада	madam	N;ANIM;DAT;FEM;PL	
мадам	rouva	мада	rouva	N;ANIM;DAT;FEM;PL	N;NOM;SG
мадам	madame	мада	madame	N;ANIM;DAT;FEM;PL	N;NOM;SG
молока	maito	молоко	maito	N;INAN;GEN;NEUT;SG	N;NOM;SG
молока	maitoa	молоко	maito	N;INAN;GEN;NEUT;SG	N;PRT;SG
специалиста	erikoistunut	специалист	erikoistua	N;ANIM;ACC;MASC;SG	V;NOM;SG;V.PTCP;ACT
специалиста	asiantuntija	специалист	asian#tuntija	N;ANIM;ACC;MASC;SG	N;NOM;SG
специалиста	erikoistuneet	специалист	erikoistua	N;ANIM;ACC;MASC;SG	V;NOM;PL;V.PTCP;ACT
окончательный	finaali	окончательный	finaali	ADJ;NOM;MASC;SG	N;NOM;SG
мера	mitata	мера	mitata	N;INAN;NOM;FEM;SG	V;SG;NFIN;ACT
мера	toimenpiteen	мера	toimen#pide	N;INAN;NOM;FEM;SG	N;GEN;SG
мера	mittaa	мера	mitata	N;INAN;NOM;FEM;SG	V;IMP;SG;2;FIN;ACT
фазы	vaiheita	фаза	vaihe	N;INAN;NOM;FEM;PL	N;PRT;PL
рекорды	records	рекорд	records	N;INAN;NOM;MASC;PL	PROPN;NOM;SG
белград	belgradin	белград	belgrad	N;INAN;NOM;MASC;SG	N;GEN;SG
вилли	willi	вилль	willi	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
вилли	willie	вилль	willie	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
хлеба	leipää	хлеб	leipä	N;INAN;GEN;MASC;SG	N;PRT;SG
хлеба	leipä	хлеб	leipä	N;INAN;GEN;MASC;SG	N;NOM;SG
владельцев	omistajia	владелец	omistaja	N;ANIM;GEN;MASC;PL	N;PRT;PL
владельцев	omistajille	владелец	omistaja	N;ANIM;GEN;MASC;PL	N;AT+ALL;PL
владельцев	omistajat	владелец	omistaja	N;ANIM;GEN;MASC;PL	N;NOM;PL
кислот	hapot	кислота	happo	N;INAN;GEN;FEM;PL	N;NOM;PL
археологических	arkeologinen	археологический	arkeologinen	ADJ;GEN;PL	ADJ;NOM;SG
сорока	neljäkymmentä	сорок	neljä#kymmenen	NUM;NOM	NUM;PRT;SG
сорока	forty	сорок	forty	NUM;NOM	
сорока	harakka	сорок	harakka	NUM;NOM	N;NOM;SG
инициатором	alullepanijana	инициатор	alulle#panija	N;ANIM;INS;MASC;SG	N;FRML;SG
голода	nälänhätä	голод	nälän	N;INAN;GEN;MASC;SG	N;NOM;SG
голода	nälkään	голод	nälkä	N;INAN;GEN;MASC;SG	N;IN+ALL;SG
голода	nälänhätä	голод	nälän	N;INAN;GEN;MASC;SG	N;NOM;SG
голода	nälkä	голод	nälkä	N;INAN;GEN;MASC;SG	N;NOM;SG
испанию	espanjan	испание	espanja	N;INAN;ACC;NEUT;SG	N;GEN;SG
испанию	espanja	испание	espanja	N;INAN;ACC;NEUT;SG	N;NOM;SG
испанию	espanjassa	испание	espanja	N;INAN;ACC;NEUT;SG	N;IN+ESS;SG
ассамблеи	edustajakokouksen	ассамблея	edustaja#kokous	N;INAN;NOM;FEM;PL	N;GEN;SG
ассамблеи	kokoonpano	ассамблея	kokoonpano	N;INAN;NOM;FEM;PL	N;NOM;SG
ассамблеи	kokoontuminen	ассамблея	kokoontuminen	N;INAN;NOM;FEM;PL	N;NOM;SG
снаружи	ulkopuolelle	снаружи	ulko#puoli	ADV	N;AT+ALL;SG
отмечена	merkityt	отметить	merkitä	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;PL
отмечена	merkitsi	отметить	merkitä	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN;ACT
отмечена	merkityt	отметить	merkitä	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;PL
баскетбол	korista	баскетбол	kori	N;INAN;NOM;MASC;SG	N;IN+ABL;SG
баскетбол	koripalloa	баскетбол	kori#pallo	N;INAN;NOM;MASC;SG	N;PRT;SG
гектаров	hehtaaria	гектар	hehtaari	N;INAN;GEN;MASC;PL	N;PRT;SG
предпочтение	suositaan	предпочтение	suosia	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;PASS
предпочтение	suosi	предпочтение	suosia	N;INAN;NOM;NEUT;SG	V;IMP;SG;2;FIN;ACT
общение	tiedonannon	общение	tieto#anto	N;INAN;NOM;NEUT;SG	N;GEN;SG
общение	kommunikoi	общение	kommunikoida	N;INAN;NOM;NEUT;SG	V;IND;SG;2;FIN;ACT
встретились	tapasivat	встретиться	tavata	V;PFV;IND;PL;PST;FIN;MID	V;IND;PL;3;PST;FIN;ACT
встретились	met	встретиться	metni	V;PFV;IND;PL;PST;FIN;MID	INTJ
встретились	tavattiin	встретиться	tavata	V;PFV;IND;PL;PST;FIN;MID	V;IND;PST;FIN;PASS
встретились	tavanneet	встретиться	tavata	V;PFV;IND;PL;PST;FIN;MID	V;NOM;PL;V.PTCP;ACT
встретились	tavannut	встретиться	tavata	V;PFV;IND;PL;PST;FIN;MID	V;NOM;SG;V.PTCP;ACT
джефф	geoff	джефф	geoff	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
джефф	jeffin	джефф	jeffi	N;ANIM;NOM;MASC;SG	N;GEN;SG
джефф	jeff	джефф	jeff	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
противоречия	ristiriitaisuuksia	противоречие	risti#riitaisuus	N;INAN;NOM;NEUT;PL	N;PRT;PL
противоречия	ristiriitoja	противоречие	risti#riita	N;INAN;NOM;NEUT;PL	N;PRT;PL
противоречия	ristiriita	противоречие	risti#riita	N;INAN;NOM;NEUT;PL	N;NOM;SG
амстердам	amsterdam	амстерд	amsterdam	N;INAN;NOM;MASC;PL	
амстердам	amsterdamiin	амстерд	amsterdama	N;INAN;NOM;MASC;PL	N;IN+ALL;SG
амстердам	amsterdamissa	амстерд	amsterdama	N;INAN;NOM;MASC;PL	N;IN+ESS;SG
амстердам	amsterdamin	амстерд	amsterdami	N;INAN;NOM;MASC;PL	N;GEN;SG
эми	amy	эмот	amy	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
эми	amyn	эмот	amyn	N;ANIM;NOM;FEM;SG	N;GEN;SG
цветок	kukkaa	цветок	kukka	N;INAN;NOM;MASC;SG	N;PRT;SG
философские	filosofinen	философский	filosofinen	ADJ;NOM;PL	ADJ;NOM;SG
частная	yksityisiä	частный	yksityinen	ADJ;NOM;FEM;SG	ADJ;PRT;PL
частная	yksityiset	частный	yksityinen	ADJ;NOM;FEM;SG	ADJ;NOM;PL
частная	sotamies	частный	sota#mies	ADJ;NOM;FEM;SG	N;NOM;SG
частная	yksityisen	частный	yksityinen	ADJ;NOM;FEM;SG	ADJ;GEN;SG
калия	kaliumia	калий	kaliumi	N;INAN;GEN;MASC;SG	N;PRT;SG
ленте	rehun	лента	rehu	N;INAN;DAT;FEM;SG	N;GEN;SG
ленте	syöte	лента	syöte	N;INAN;DAT;FEM;SG	N;NOM;SG
ленте	rehua	лента	rehu	N;INAN;DAT;FEM;SG	N;PRT;SG
ленте	rehu	лента	rehu	N;INAN;DAT;FEM;SG	N;NOM;SG
ленте	syötteen	лента	syöde	N;INAN;DAT;FEM;SG	N;GEN;SG
морган	morganin	морган	morgan	N;ANIM;NOM;MASC;SG	N;GEN;SG
мигель	miguel	мигель	miguel	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
мигель	miguelin	мигель	migueli	N;ANIM;NOM;MASC;SG	V;IND;SG;1;PST;FIN;ACT
равных	tasa	равный	tasa	ADJ;GEN;PL	N;NOM;SG
равных	equal	равный	equal	ADJ;GEN;PL	
коммуне	kommuuni	коммун	kommu	N;INAN;DAT;FEM;SG	N;NOM;SG
коммуне	kunta	коммун	kunta	N;INAN;DAT;FEM;SG	N;NOM;SG
сомали	somalian	сомали	somalia	N;INAN;NOM;FEM;PL	N;GEN;SG
сомали	somaliassa	сомали	somalia	N;INAN;NOM;FEM;PL	N;IN+ESS;SG
сомали	somalian	сомали	somalia	N;INAN;NOM;FEM;PL	N;GEN;SG
арк	arc	арк	arc		
арк	kaari	арк	kaari		N;NOM;SG
арк	arkin	арк	arkki		N;GEN;SG
арк	arkki	арк	arkki		N;NOM;SG
чай	teetä	чай	tee	N;INAN;NOM;MASC;SG	N;PRT;SG
чай	tee	чай	tehdä	N;INAN;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
этапы	vaiheita	этап	vaihe	N;INAN;NOM;MASC;PL	N;PRT;PL
этапы	vaiheissa	этап	vaihe	N;INAN;NOM;MASC;PL	N;IN+ESS;PL
этапы	vaiheita	этап	vaihe	N;INAN;NOM;MASC;PL	N;PRT;PL
этапы	vaiheita	этап	vaihe	N;INAN;NOM;MASC;PL	N;PRT;PL
этапы	askelia	этап	askel	N;INAN;NOM;MASC;PL	N;PRT;PL
размягчения	pehmentää	размягчение	pehmentää	N;INAN;NOM;NEUT;PL	V;IND;SG;3;PRS;FIN;ACT
родственники	sukulaisia	родственник	suku#lainen	N;ANIM;NOM;MASC;PL	N;PRT;PL
содержащий	sisältävien	содержать	sisältää	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT	V;GEN;PL;V.PTCP;ACT
содержащий	sisältävät	содержать	sisältää	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT	V;IND;PL;3;PRS;FIN;ACT
доверие	luottamuksen	доверие	luottamus	N;INAN;NOM;NEUT;SG	N;GEN;SG
доверие	luottamusta	доверие	luottamus	N;INAN;NOM;NEUT;SG	N;PRT;SG
доверие	luottaa	доверие	luottaa	N;INAN;NOM;NEUT;SG	V;IND;SG;PRS;FIN;ACT
доверие	luottamusta	доверие	luottamus	N;INAN;NOM;NEUT;SG	N;PRT;SG
доверие	luota	доверие	luottaa	N;INAN;NOM;NEUT;SG	V;IMP;SG;2;FIN;ACT
уничтожено	tuhosi	уничтожить	tuhota	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN;ACT
уничтожено	tuhoutunut	уничтожить	tuhoutua	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;NOM;SG;V.PTCP;ACT
мэтт	matt	мэтт	matta	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
мэтт	matti	мэтт	matti	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
блоки	korttelia	блок	kortteli	N;INAN;NOM;MASC;PL	N;PRT;SG
михаэль	mikko	михаэль	mikko	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
михаэль	mikael	михаэль	mikael	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
михаэль	michael	михаэль	michael	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
аргентинский	argentiinan	аргентинский	argentiina	ADJ;NOM;MASC;SG	N;GEN;SG
хью	hugh	хия	hugh	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
склоне	rinne	склон	rinne	N;INAN;ESS;MASC;SG	N;NOM;SG
нормальная	normaalia	нормальный	normaali	ADJ;NOM;FEM;SG	ADJ;PRT;SG
нос	nenän	нос	nenä	N;INAN;NOM;MASC;SG	N;GEN;SG
нос	nenää	нос	nenä	N;INAN;NOM;MASC;SG	N;PRT;SG
произношение	ääntämistä	произношение	ääntäminen	N;INAN;NOM;NEUT;SG	N;PRT;SG
наследника	perijä	наследник	perijä	N;ANIM;ACC;MASC;SG	N;NOM;SG
наследника	perillinen	наследник	perillinen	N;ANIM;ACC;MASC;SG	N;NOM;SG
пит	pete	пит	pete	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
пит	peten	пит	peten	N;ANIM;NOM;MASC;SG	N;GEN;SG
адама	adam	адам	adam	N;ANIM;ACC;MASC;SG	PROPN;NOM;SG
уверенно	varma	уверенно	varma	ADV	ADJ;NOM;SG
уверенно	itsevarma	уверенно	itsevarma	ADV	ADJ;NOM;SG
уверенно	luottavainen	уверенно	luottavainen	ADV	ADJ;NOM;SG
кукол	nuket	кукла	nukke	N;INAN;GEN;FEM;PL	N;NOM;PL
кукол	nukkeja	кукла	nukki	N;INAN;GEN;FEM;PL	N;PRT;PL
зерна	jyviä	зерно	jyvä	N;INAN;NOM;NEUT;PL	N;PRT;PL
зерна	viljan	зерно	vilja	N;INAN;NOM;NEUT;PL	N;GEN;SG
зерна	vilja	зерно	vilja	N;INAN;NOM;NEUT;PL	N;NOM;SG
зерна	viljaa	зерно	vilja	N;INAN;NOM;NEUT;PL	N;PRT;SG
зерна	jyviä	зерно	jyvä	N;INAN;NOM;NEUT;PL	N;PRT;PL
еврейские	juutalaista	еврейский	juutalainen	ADJ;NOM;PL	N;PRT;SG
еврейские	juutalaiset	еврейский	juutalainen	ADJ;NOM;PL	N;NOM;PL
еврейские	juutalainen	еврейский	juutalainen	ADJ;NOM;PL	ADJ;NOM;SG
габриэль	gabrielin	габриэль	gabriel	N;ANIM;NOM;MASC;SG	N;GEN;SG
габриэль	gabrielle	габриэль	gabrie	N;ANIM;NOM;MASC;SG	N;AT+ALL;SG
дракон	lohikäärmeen	дракон	lohi#käärme	N;ANIM;NOM;MASC;SG	N;GEN;SG
дракон	dragon	дракон	dragon	N;ANIM;NOM;MASC;SG	
тенденции	suuntauksia	тенденция	suuntaus	N;INAN;NOM;FEM;PL	N;PRT;PL
монархии	monarkia	монархия	monarki	N;INAN;NOM;FEM;PL	N;NOM;SG
разбил	rikottu	разбить	rikkoa	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
пекин	pekingin	пекин	pekinki	N;INAN;NOM;MASC;SG	N;GEN;SG
пекин	pekingissä	пекин	pekinki	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
девочек	tyttöjä	девочка	tyttö	N;ANIM;GEN;FEM;PL	N;PRT;PL
девочек	girls	девочка	girls	N;ANIM;GEN;FEM;PL	
девочек	tytöt	девочка	tyttö	N;ANIM;GEN;FEM;PL	N;NOM;PL
дарья	daria	дарье	dari	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
жозе	jose	жозе	jose	N;INAN;NOM;FEM;SG	PROPN;NOM;SG
жозе	josé	жозе	josé	N;INAN;NOM;FEM;SG	PROPN;NOM;SG
жозе	josé	жозе	josé	N;INAN;NOM;FEM;SG	PROPN;NOM;SG
поставки	lähetyksiä	поставка	lähetys	N;INAN;NOM;FEM;PL	N;PRT;PL
поставки	tarjonnan	поставка	tarjonta	N;INAN;NOM;FEM;PL	N;GEN;SG
поставки	tarjonta	поставка	tarjonta	N;INAN;NOM;FEM;PL	N;NOM;SG
поставки	toimitusten	поставка	toimitus	N;INAN;NOM;FEM;PL	N;GEN;PL
поставки	toimituksia	поставка	toimitus	N;INAN;NOM;FEM;PL	N;PRT;PL
поставки	tarvikkeita	поставка	tarvike	N;INAN;NOM;FEM;PL	N;PRT;PL
поставки	tarvikkeiden	поставка	tarvike	N;INAN;NOM;FEM;PL	N;GEN;PL
грудь	rintaan	грудь	rinta	N;INAN;NOM;FEM;SG	N;IN+ALL;SG
грудь	rinnan	грудь	rinna	N;INAN;NOM;FEM;SG	N;GEN;SG
грудь	rinnat	грудь	rinta	N;INAN;NOM;FEM;SG	N;NOM;PL
грудь	rintojen	грудь	rinta	N;INAN;NOM;FEM;SG	N;GEN;PL
грудь	rintoja	грудь	rinta	N;INAN;NOM;FEM;SG	N;PRT;PL
грудь	rinnat	грудь	rinta	N;INAN;NOM;FEM;SG	N;NOM;PL
грудь	rintojen	грудь	rinta	N;INAN;NOM;FEM;SG	N;GEN;PL
новиков	novikov	новик	novikoida	N;ANIM;NOM;MASC;PL	N;NOM;SG
интересует	kiinnostuneita	интересовать	kiinnostua	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PRT;PL;V.PTCP;ACT
интересует	kiinnostuneet	интересовать	kiinnostua	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NOM;PL;V.PTCP;ACT
бросил	hylätty	бросить	hylätä	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
бросил	hylättynä	бросить	hylätä	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;FRML;SG;V.PTCP;PASS
самолет	lentokoneen	самолет	lento#kone	N;INAN;NOM;MASC;SG	N;GEN;SG
картер	carter	картер	carter	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
противостояние	opposition	противостояние	oppositio	N;INAN;NOM;NEUT;SG	N;GEN;SG
изабелла	isabel	изабелла	isabel	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
союзники	liittoutuneet	союзник	liittoutua	N;ANIM;NOM;MASC;PL	V;NOM;PL;V.PTCP;ACT
союзники	liittolaisia	союзник	liitto#lainen	N;ANIM;NOM;MASC;PL	N;PRT;PL
заговора	salaliitto	заговор	sala#liitto	N;INAN;GEN;MASC;SG	N;NOM;SG
противники	vastustajien	противник	vastustaja	N;ANIM;NOM;MASC;PL	N;GEN;PL
противники	vastustajia	противник	vastustaja	N;ANIM;NOM;MASC;PL	N;PRT;PL
тула	tula	туло	tula	N;INAN;NOM;FEM;SG	INTJ
грузинская	georgian	грузинский	georgia	ADJ;NOM;FEM;SG	N;GEN;SG
расчёт	laskelmat	расчет	laskelma	N;INAN;NOM;MASC;SG	N;NOM;PL
расчёт	laskettaessa	расчет	laskea	N;INAN;NOM;MASC;SG	V;IN+ESS;NFIN;PASS
расчёт	laskea	расчет	laskea	N;INAN;NOM;MASC;SG	V;SG;NFIN;ACT
расчёт	laske	расчет	laskea	N;INAN;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
расчёт	lasketaan	расчет	laskea	N;INAN;NOM;MASC;SG	V;IND;PRS;FIN;PASS
хотела	etsintäkuulutettu	хотеть	etsintä#kuuluttaa	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
хотела	haluttu	хотеть	haluta	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
чудо	marvel	чудо	marvel	N;INAN;NOM;NEUT;SG	
чудо	ihmettelee	чудо	ihmetellä	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN;ACT
чудо	ihmetellä	чудо	ihmetellä	N;INAN;NOM;NEUT;SG	V;SG;NFIN;ACT
юристы	asianajajia	юрист	asian#ajaja	N;ANIM;NOM;MASC;PL	N;PRT;PL
четвёртая	neljänneksi	четвертый	neljäs	ADJ;NOM;FEM;SG	ADJ;TRANS;SG
рак	syöpää	рак	syöpä	N;INAN;NOM;MASC;SG	N;PRT;SG
редкие	harvinainen	редкий	harvinainen	ADJ;NOM;PL	ADJ;NOM;SG
доходы	tuotto	доход	tuotto	N;INAN;NOM;MASC;PL	N;NOM;SG
доходы	tulo	доход	tulo	N;INAN;NOM;MASC;PL	N;NOM;SG
миссури	missourin	миссури	missouri	N;INAN;NOM;MASC;SG	N;GEN;SG
первоначальный	alustavat	первоначальный	alustaa	ADJ;NOM;MASC;SG	V;PL;3;FIN;ACT
поддерживается	tuettiin	поддерживать	tukea	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;PST;FIN;PASS
поддерживается	tukevat	поддерживать	tukea	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PL;V.PTCP;ACT
поддерживается	tukee	поддерживать	tukea	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN;ACT
потребления	kulutus	потребление	kulutus	N;INAN;GEN;NEUT;SG	N;NOM;SG
женское	naaras	женский	naaras	ADJ;NOM;NEUT;SG	N;NOM;SG
женское	nainen	женский	nainen	ADJ;NOM;NEUT;SG	N;NOM;SG
