die	на	die	на	DET;DEF	ADP;ACC
bestuur	менеджмент	bestuur	менеджмент	V;PRS	N;INAN;NOM;MASC;SG
bestuur	керівництво	bestuur	керівництво	V;PRS	N;INAN;NOM;NEUT;SG
bestuur	керування	bestuur	керування	V;PRS	N;INAN;NOM;NEUT;SG
bestuur	їхали	bestuur	їхати	V;PRS	V;IPFV;IND;PL;PST;FIN
bestuur	водіння	bestuur	водіння	V;PRS	N;INAN;NOM;NEUT;SG
skotland	шотландії	skotland	шотландія	N;SG	PROPN;INAN;GEN;FEM;SG
hand	ручний	hand	ручний	N;SG	ADJ;NOM;MASC;SG
hand	ручна	hand	ручний	N;SG	ADJ;NOM;FEM;SG
hand	ручне	hand	ручний	N;SG	ADJ;NOM;NEUT;SG
hand	вручну	hand	вручну	N;SG	ADV
hand	довідок	hand	довідка	N;SG	N;INAN;GEN;FEM;PL
hand	хенд	hand	хенд	N;SG	
oop	відкрити	oop	відкрити	ADV	V;PFV;NFIN
oop	відкрита	oop	відкритий	ADV	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
oop	відкрито	oop	відкрито	ADV	V;PFV;IND;0;FIN
oop	відкриті	oop	відкритий	ADV	ADJ;PFV;NOM;PL;V.PTCP;PASS
oop	відкритий	oop	відкритий	ADV	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
swede	швеція	swede	швеція	N;PL	PROPN;INAN;NOM;FEM;SG
swede	швеції	swede	швеція	N;PL	PROPN;INAN;GEN;FEM;SG
benoem	назва	benoem	назва	V;PRS	N;INAN;NOM;FEM;SG
praat	поговоримо	praat	поговорити	V;PRS	V;PFV;IND;PL;1;FUT;FIN
praat	розмова	praat	розмова	V;PRS	N;INAN;NOM;FEM;SG
praat	talk	praat	talk	V;PRS	
praat	speak	praat	speak	V;PRS	
petrus	петро	petrus	петро		PROPN;ANIM;NOM;MASC;SG
petrus	пітер	petrus	пітер		PROPN;ANIM;NOM;MASC;SG
gewilde	популярні	gewild	популярний	ADV	ADJ;NOM;PL
gewilde	популярне	gewild	популярний	ADV	ADJ;NOM;NEUT;SG
gewilde	популярна	gewild	популярний	ADV	ADJ;NOM;FEM;SG
gewilde	популярний	gewild	популярний	ADV	ADJ;NOM;MASC;SG
eienskappe	функціональність	eienskap	функціональність	N;PL	N;INAN;NOM;FEM;SG
african	африканська	african	африканський	PROPN;SG	ADJ;NOM;FEM;SG
african	африканський	african	африканський	PROPN;SG	ADJ;NOM;MASC;SG
african	африканські	african	африканський	PROPN;SG	ADJ;NOM;PL
african	африканських	african	африканський	PROPN;SG	ADJ;ANIM;ACC;PL
thomas	томас	thomas	томас		PROPN;ANIM;NOM;MASC;SG
thomas	тома	thomas	тома		
elektriese	електрика	elektries	електрик	ADJ;NOM	N;INAN;NOM;FEM;SG
laer	нижній	laag	нижній	V;PRS	ADJ;DAT;FEM;SG
laer	нижня	laag	нижній	V;PRS	ADJ;NOM;FEM;SG
laer	нижча	laag	нижча	V;PRS	ADJ;NOM;RL;FEM;SG
aandag	щирий	aandag	щирий	N;SG	ADJ;NOM;MASC;SG
paleis	палац	paleis	палац		N;INAN;NOM;MASC;SG
sjinese	китайською	sjines	китайський	PROPN;SG	ADJ;INS;FEM;SG
sjinese	китайські	sjines	китайський	PROPN;SG	ADJ;NOM;PL
sjinese	китайська	sjines	китайський	PROPN;SG	ADJ;NOM;FEM;SG
sjinese	китайці	sjines	китайка	PROPN;SG	N;ANIM;NOM;MASC;PL
sjinese	китайський	sjines	китайський	PROPN;SG	ADJ;NOM;MASC;SG
all	усі	all	увесь		DET;NOM;PL
all	всі	all	весь		DET;NOM;PL
all	все	all	все		PRO;INAN;NOM;NEUT;SG
all	всіх	all	всі		PRO;ANIM;ACC
geleentheid	події	geleentheid	подія	N;SG	N;INAN;NOM;FEM;PL
steun	підтримка	steun	підтримка	V;PRS	N;INAN;NOM;FEM;SG
leer	шкіра	leer	шкіра	V;PRS	N;INAN;NOM;FEM;SG
leer	навчання	leer	навчання	V;PRS	N;INAN;NOM;NEUT;SG
vloei	потік	vloei	потік	V;PRS	N;INAN;NOM;MASC;SG
homself	самостійно	homself	самостійно	PRO;NOM;SG;3	ADV
kyk	погляд	kyk	погляд	V;PRS	N;INAN;NOM;MASC;SG
kyk	вигляд	kyk	вигляд	V;PRS	N;INAN;NOM;MASC;SG
henry	генрі	henry	генрі		PROPN;ANIM;NOM;MASC;SG
henry	генріх	henry	генрій		PROPN;ANIM;NOM;MASC;SG
henry	анрі	henry	анрі		PROPN;ANIM;NOM;MASC;SG
rolprente	знімали	rolprent	знімати	N;PL	V;IPFV;IND;PL;PST;FIN
rolprente	кіно	rolprent	кіно	N;PL	N;INAN;NOM;NEUT;SG
glo	повір	glo	повір	V;PRS	INTJ
glo	believe	glo	believe	V;PRS	
vroeg	рання	vroeg	ранній		ADJ;NOM;FEM;SG
vroeg	рано	vroeg	рано		ADV
vroeg	раннє	vroeg	ранній		ADJ;NOM;NEUT;SG
vroeg	ранній	vroeg	ранній		ADJ;NOM;MASC;SG
html	html	html	html		
denemarke	данії	denemarke	данія	ADJ;NOM	ADJ;PFV;GEN;FEM;SG;V.PTCP;PASS
denemarke	знаменник	denemarke	знаменник	ADJ;NOM	N;INAN;NOM;MASC;SG
des	схилення	des	схилення		N;INAN;NOM;NEUT;SG
des	схил	des	схила		N;INAN;NOM;MASC;SG
des	dec	des	dec		
vrye	зайвого	vry	зайвий	PRO	ADJ;GEN;MASC;SG
vrye	запасних	vry	запасний	PRO	ADJ;GEN;PL
bladsy	сторінки	bladsy	сторінка	N;SG	N;INAN;NOM;FEM;PL
bladsy	пейдж	bladsy	пейдж	N;SG	PROPN;ANIM;NOM;MASC;SG
bladsy	сторінки	bladsy	сторінка	N;SG	N;INAN;NOM;FEM;PL
bladsy	сторінок	bladsy	сторінка	N;SG	N;INAN;GEN;FEM;PL
diep	глибока	diep	глибока	ADV	ADJ;NOM;FEM;SG
diep	deep	diep	deep	ADV	
diep	глибокий	diep	глибокий	ADV	ADJ;NOM;MASC;SG
italiaanse	італійською	italiaans	італійський	ADJ;NOM	ADJ;INS;FEM;SG
italiaanse	італієць	italiaans	італієць	ADJ;NOM	N;ANIM;NOM;MASC;SG
italiaanse	італійської	italiaans	італійський	ADJ;NOM	ADJ;GEN;FEM;SG
kwazulu	квазулу	kwazulu	квазул	PROPN;SG	N;INAN;ACC;MASC;SG
murray	мюррей	murray	мюрра		PROPN;ANIM;NOM;MASC;SG
soek	шукати	soek	шукати		V;IPFV;NFIN
soek	пошук	soek	пошук		N;INAN;NOM;MASC;SG
grand	гран	grand	гран		
grand	гранд	grand	гранд		
grand	grand	grand	grand		
soldate	солдат	soldate	солдат	N;PL	N;INAN;NOM;MASC;SG
struik	кущ	struik	кущ		N;INAN;NOM;MASC;SG
koninklike	royal	koninklik	royal	ADJ;NOM	
koninklike	рояль	koninklik	рояль	ADJ;NOM	N;INAN;NOM;MASC;SG
weet	know	weet	know	V;PRS	
weet	знайома	weet	знайомий	V;PRS	ADJ;NOM;FEM;SG
verslaan	перемогли	verslaan	перемогти	V;PRS	V;PFV;IND;PL;PST;FIN
verslaan	поразки	verslaan	поразка	V;PRS	N;INAN;NOM;FEM;PL
toring	tower	toring	tower	N;SG	
vervoer	транспорт	vervoer	транспорт	V;PRS	N;INAN;NOM;MASC;SG
vervoer	транспортування	vervoer	транспортування	V;PRS	N;INAN;NOM;NEUT;SG
vervoer	перевезення	vervoer	перевезення	V;PRS	N;INAN;NOM;NEUT;SG
vervoer	транспорт	vervoer	транспорт	V;PRS	N;INAN;NOM;MASC;SG
vervoer	пересилання	vervoer	пересилання	V;PRS	N;INAN;NOM;NEUT;SG
walt	уолт	walt	уолт		N;ANIM;NOM;MASC;SG
krag	примусово	krag	примусово	N;SG	ADV
krag	примусити	krag	примусити	N;SG	V;PFV;NFIN
krag	force	krag	force	N;SG	
krag	power	krag	power	N;SG	
poolse	польською	pools	польський	V;PRS	ADJ;INS;FEM;SG
poolse	польську	pools	польський	V;PRS	ADJ;ACC;FEM;SG
poolse	польська	pools	польський	V;PRS	ADJ;NOM;FEM;SG
poolse	польські	pools	польський	V;PRS	ADJ;NOM;PL
poolse	польське	pools	польський	V;PRS	ADJ;NOM;NEUT;SG
opvolger	читача	opvolger	читач	V;PRS	N;ANIM;ACC;MASC;SG
opvolger	послідовником	opvolger	послідовник	V;PRS	N;ANIM;INS;MASC;SG
opvolger	читач	opvolger	читач	V;PRS	N;ANIM;NOM;MASC;SG
geniet	зручні	geniet	зручний	V;PRS	ADJ;NOM;PL
geniet	комфортом	geniet	комфорт	V;PRS	N;INAN;INS;MASC;SG
gesin	сімейний	gesin	сімейний	N;SG	ADJ;NOM;MASC;SG
gesin	сімейні	gesin	сімейний	N;SG	ADJ;NOM;PL
donker	темно	donker	темно	ADJ;NOM	ADV
versameling	колекції	versameling	колекція	N;SG	N;INAN;NOM;FEM;PL
versameling	collection	versameling	collection	N;SG	
richard	річард	richard	річард	N;SG	PROPN;ANIM;NOM;MASC;SG
internet	інтернет	internet	інтернет	PROPN;SG	N;INAN;NOM;MASC;SG
san	сан	san	сан		
klassieke	класична	klassiek	класичний	DET;DEF	ADJ;NOM;FEM;SG
klassieke	класична	klassiek	класичний	DET;DEF	ADJ;NOM;FEM;SG
klassieke	класичні	klassiek	класичний	DET;DEF	ADJ;NOM;PL
klassieke	класичний	klassiek	класичний	DET;DEF	ADJ;NOM;MASC;SG
klassieke	класика	klassiek	класика	DET;DEF	N;INAN;NOM;FEM;SG
klassieke	класичне	klassiek	класичний	DET;DEF	ADJ;NOM;NEUT;SG
dink	думає	dink	думати		V;IPFV;IND;SG;3;PRS;FIN
dink	вважає	dink	вважати		V;IPFV;IND;SG;3;PRS;FIN
dink	гадає	dink	гадати		V;IPFV;IND;SG;3;PRS;FIN
dink	думаю	dink	думати		V;IPFV;IND;SG;1;PRS;FIN
dink	think	dink	think		
dink	думайте	dink	думати		V;IPFV;IMP;PL;2;FIN
dink	згадай	dink	згадати		V;PFV;IMP;SG;2;FIN
dink	подумайте	dink	подумати		V;PFV;IMP;PL;2;FIN
url	url	url	url		
fort	fort	fort	fort	N;SG	
beskerm	захищений	beskerm	захищений	V;PRS	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
beskerm	захищена	beskerm	захищений	V;PRS	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
maklik	легка	maklik	легка	CONJ	ADJ;NOM;FEM;SG
maklik	легкі	maklik	легкий	CONJ	ADJ;NOM;PL
maklik	легко	maklik	легко	CONJ	ADV
maklik	легке	maklik	легке	CONJ	ADJ;NOM;NEUT;SG
https	https	http	https		
fishes	рибки	fishes	рибка		N;ANIM;NOM;FEM;PL
swaar	heavy	swaar	heavy		
swaar	важкий	swaar	важкий		ADJ;NOM;MASC;SG
swaar	сильний	swaar	сильний		ADJ;NOM;MASC;SG
reis	подорожувати	reis	подорожувати	N;SG	V;IPFV;NFIN
reis	подорожі	reis	подорож	N;SG	N;INAN;NOM;FEM;PL
reis	traveling	reis	traveling	N;SG	
reis	подорожувати	reis	подорожувати	N;SG	V;IPFV;NFIN
burger	burger	burger	burger	N;SG	
andrew	ендрю	andrew	ендрю	PROPN;SG	PROPN;ANIM;NOM;MASC;SG
voet	фут	voet	фут	N;SG	
voet	пішки	voet	пішки	N;SG	ADV
ondersteun	підтримка	ondersteun	підтримка	V;PRS	N;INAN;NOM;FEM;SG
gewoon	plain	gewoon	plain	V;PST;V.PTCP	
gewoon	простий	gewoon	простий	V;PST;V.PTCP	ADJ;NOM;MASC;SG
gewoon	скромні	gewoon	скромний	V;PST;V.PTCP	ADJ;NOM;PL
gewoon	рівнина	gewoon	рівнина	V;PST;V.PTCP	N;INAN;NOM;FEM;SG
gewoon	звичайний	gewoon	звичайний	V;PST;V.PTCP	ADJ;NOM;MASC;SG
gewoon	звичайну	gewoon	звичайний	V;PST;V.PTCP	ADJ;ACC;FEM;SG
gewoon	незвично	gewoon	незвично	V;PST;V.PTCP	ADV
gewoon	звичайні	gewoon	звичайний	V;PST;V.PTCP	ADJ;NOM;PL
moeder	матері	moeder	мати	N;SG	N;ANIM;NOM;FEM;PL
regeer	керували	regeer	керувати	V;PRS	V;IPFV;IND;PL;PST;FIN
onderwerp	темою	onderwerp	тема		N;INAN;INS;FEM;SG
onderwerp	тему	onderwerp	тема		N;INAN;ACC;FEM;SG
onderwerp	тема	onderwerp	тема		N;INAN;NOM;FEM;SG
onderwerp	теми	onderwerp	тема		N;INAN;NOM;FEM;PL
onderwerp	темою	onderwerp	тема		N;INAN;INS;FEM;SG
onderwerp	тема	onderwerp	тема		N;INAN;NOM;FEM;SG
onderwerp	предмет	onderwerp	предмет		N;INAN;NOM;MASC;SG
materiaal	матеріали	materiaal	матеріал	N;SG	N;INAN;NOM;MASC;PL
materiaal	матеріали	materiaal	матеріал	N;SG	N;INAN;NOM;MASC;PL
elk	кожну	elk	кожний	PRO	DET;ACC;FEM;SG
elk	кожного	elk	кожний	PRO	DET;GEN;MASC;SG
elk	кожному	elk	кожний	PRO	PRO;INAN;DAT;NEUT;SG
elk	кожен	elk	кожний	PRO	DET;NOM;MASC;SG
elk	кожна	elk	кожний	PRO	DET;NOM;FEM;SG
studeer	вивчення	studeer	вивчення	V;PRS	N;INAN;NOM;NEUT;SG
studeer	навчання	studeer	навчання	V;PRS	N;INAN;NOM;NEUT;SG
studeer	студій	studeer	студія	V;PRS	N;INAN;GEN;FEM;PL
studeer	дослідження	studeer	дослідження	V;PRS	N;INAN;NOM;NEUT;SG
goud	gold	goud	gold	N;SG	
goud	золоті	goud	золотий	N;SG	ADJ;NOM;PL
volle	повна	volle	повний	ADV	ADJ;NOM;FEM;SG
volle	повний	volle	повний	ADV	ADJ;NOM;MASC;SG
volle	повне	volle	повний	ADV	ADJ;NOM;NEUT;SG
bestaande	існуючу	bestaan	існуюча	ADJ;NOM	ADJ;IPFV;ACC;FEM;SG;PRS;V.PTCP;ACT
iso	iso	iso	iso	PROPN;SG	
groepeer	група	groepeer	група	N;PL	N;INAN;NOM;FEM;SG
groepeer	групова	groepeer	груповий	N;PL	ADJ;NOM;FEM;SG
groepeer	груповий	groepeer	груповий	N;PL	ADJ;NOM;MASC;SG
groepeer	групу	groepeer	група	N;PL	N;INAN;ACC;FEM;SG
groepeer	спільнота	groepeer	спільнота	N;PL	N;INAN;NOM;FEM;SG
nature	природа	nature	природа		N;INAN;NOM;FEM;SG
nature	природня	nature	природній		ADJ;NOM;FEM;SG
gevalle	курорт	geval	курорт	N;PL	N;INAN;NOM;MASC;SG
ver	far	ver	far	ADV	
ver	далека	ver	далека	ADV	ADJ;NOM;FEM;SG
ver	далекий	ver	далекий	ADV	ADJ;NOM;MASC;SG
watter	какой	watter	какой	PRO	
watter	який	watter	який	PRO	DET;NOM;MASC;SG
watter	які	watter	який	PRO	DET;NOM;PL
watter	яке	watter	який	PRO	DET;NOM;NEUT;SG
watter	яка	watter	який	PRO	DET;NOM;FEM;SG
belgië	бельгії	belgië	бельгія		PROPN;INAN;GEN;FEM;SG
belgië	бельгія	belgië	бельгія		PROPN;INAN;NOM;FEM;SG
behou	тримали	behou	тримати	V;PRS	V;IPFV;IND;PL;PST;FIN
noorweë	невада	noorweë	невада	ADJ;NOM	PROPN;INAN;NOM;FEM;SG
noorweë	норвегії	noorweë	норвегія	ADJ;NOM	PROPN;INAN;NOM;FEM;SG
noorweë	норвегія	noorweë	норвегія	ADJ;NOM	PROPN;INAN;NOM;FEM;SG
versoek	надійшов	versoek	надійти	V;PRS	V;PFV;MASC;IND;SG;PST;FIN
versoek	звертався	versoek	звертатися	V;PRS	V;IPFV;MASC;IND;SG;PST;FIN
versoek	запит	versoek	запит	V;PRS	N;INAN;NOM;MASC;SG
versoek	запит	versoek	запит	V;PRS	N;INAN;NOM;MASC;SG
hulp	допоможіть	hulp	допомогти	N;SG	V;PFV;IMP;PL;2;FIN
hulp	допомогти	hulp	допомогти	N;SG	V;PFV;NFIN
toit	toit	toit	toit		
hoop	надії	hoop	надія	V;PRS	N;INAN;NOM;FEM;PL
hoop	надія	hoop	надія	V;PRS	N;INAN;NOM;FEM;SG
bedryf	галузь	bedryf	галузь		N;INAN;NOM;FEM;SG
bedryf	галузі	bedryf	галузь		N;INAN;NOM;FEM;PL
bedryf	індустрія	bedryf	індустрія		N;INAN;NOM;FEM;SG
bedryf	промисловість	bedryf	промисловість		N;INAN;NOM;FEM;SG
saint	святий	saint	святий		ADJ;NOM;MASC;SG
saint	saint	saint	saint		
saint	сен	saint	сен		
inheemse	рідний	inheems	рідний	DET;DEF	ADJ;NOM;MASC;SG
inheemse	рідна	inheems	рідний	DET;DEF	ADJ;NOM;FEM;SG
sulke	такі	sulke	такий	PRO	DET;NOM;PL
dalk	maybe	dalk	maybe		
dalk	можливо	dalk	можливо		ADV
albert	альберт	albert	альберт		PROPN;ANIM;NOM;MASC;SG
albert	альбер	albert	альбер		PROPN;ANIM;NOM;MASC;SG
king	кінг	king	кінг		PROPN;ANIM;NOM;MASC;SG
king	король	king	король		N;ANIM;NOM;MASC;SG
king	цар	king	цар		N;ANIM;NOM;MASC;SG
warm	гаряча	warm	гарячий		ADJ;NOM;FEM;SG
warm	hot	warm	hot		
warm	гарячий	warm	гарячий		ADJ;NOM;MASC;SG
warm	гаряче	warm	гаряче		ADJ;NOM;NEUT;SG
warm	гарячі	warm	гарячий		ADJ;NOM;PL
bgcolor	bgcolor	bgcolor	bgcolor		
bruin	браун	bruin	брауна	ADV	PROPN;ANIM;NOM;MASC;SG
bruin	коричневі	bruin	коричнівий	ADV	ADJ;NOM;PL
bruin	brown	bruin	brown	ADV	
bruin	коричневий	bruin	коричневий	ADV	ADJ;NOM;MASC;SG
eeue	ст	eeue	ст.	N;PL	N;INAN;NOM;NEUT;SG
eeue	століття	eeue	століття	N;PL	N;INAN;NOM;NEUT;SG
eeue	century	eeue	century	N;PL	
onbekend	невідомий	onbekend	невідомий		ADJ;NOM;MASC;SG
onbekend	невідомо	onbekend	невідомо		ADV
onbekend	невідома	onbekend	невідомий		ADJ;NOM;FEM;SG
onbekend	невідомі	onbekend	невідомий		ADJ;NOM;PL
onbekend	невідоме	onbekend	невідомий		ADJ;NOM;NEUT;SG
joodse	єврейський	joods	єврейський		ADJ;NOM;MASC;SG
joodse	єврейська	joods	єврейський		ADJ;NOM;FEM;SG
victoria	вікторія	victoria	вікторія		N;ANIM;NOM;FEM;SG
maan	мун	maan	мун	N;SG	
maan	місячні	maan	місячний	N;SG	ADJ;NOM;PL
wyk	wyk	wyk	wyk	ADV	
stig	стіг	stig	стіг	V;PRS	N;ANIM;NOM;MASC;SG
jean	жан	jean	жан		PROPN;ANIM;NOM;MASC;SG
jean	джин	jean	джин		PROPN;ANIM;NOM;MASC;SG
karel	шарль	karel	шарль		PROPN;ANIM;NOM;MASC;SG
karel	чарльз	karel	чарльз		PROPN;ANIM;NOM;MASC;SG
verantwoordelik	відповідальний	verantwoordelik	відповідальний	ADV	ADJ;NOM;MASC;SG
verantwoordelik	відповідальна	verantwoordelik	відповідальний	ADV	ADJ;NOM;FEM;SG
kaarte	карт	kaart	карта		N;INAN;GEN;FEM;PL
kaarte	карти	kaart	карта		N;INAN;NOM;FEM;PL
kaarte	карток	kaart	картка		N;INAN;GEN;FEM;PL
kaarte	картки	kaart	картка		N;INAN;NOM;FEM;PL
kaarte	карти	kaart	карта		N;INAN;NOM;FEM;PL
kaarte	мапи	kaart	мапа		N;INAN;NOM;FEM;PL
kaarte	картах	kaart	карта		N;INAN;DAT;FEM;PL
kaarte	картка	kaart	картка		N;INAN;NOM;FEM;SG
kaarte	картку	kaart	картка		N;INAN;ACC;FEM;SG
wissel	перемикач	wissel	перемикач		N;INAN;NOM;MASC;SG
wissel	перемикання	wissel	перемикання		N;INAN;NOM;NEUT;SG
wissel	перемикання	wissel	перемикання		N;INAN;NOM;NEUT;SG
wissel	перемикач	wissel	перемикач		N;INAN;NOM;MASC;SG
wissel	плаваючий	wissel	плаваючий		ADJ;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
wissel	пливуть	wissel	пливути		V;IPFV;IND;PL;3;PRS;FIN
seisoen	season	seisoen	season	N;SG	
amper	майже	amper	майже		ADV
www	www	www	www		
ens	тощо	ens	тощо		PART
ens	etc	ens	etc		
kollege	внз	kollege	внз	N;SG	
besig	зайнята	besig	зайнятий	V;PRS	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
besig	зайнятість	besig	зайнятість	V;PRS	N;INAN;NOM;FEM;SG
besig	зайнятий	besig	зайнятий	V;PRS	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
verhaal	сенсація	verhaal	сенсація	V;PRS	N;INAN;NOM;FEM;SG
opleiding	освіти	opleiding	освіта	N;SG	N;INAN;NOM;FEM;PL
opleiding	education	opleiding	education	N;SG	
wetenskap	науки	wetenskap	наука	N;SG	N;INAN;NOM;FEM;PL
tye	таймс	tye	таймс	N;PL	N;INAN;NOM;MASC;SG
tye	час	tye	час	N;PL	N;INAN;NOM;MASC;SG
tye	times	tye	times	N;PL	
gewild	популярні	gewild	популярний	ADV	ADJ;NOM;PL
gewild	популярне	gewild	популярний	ADV	ADJ;NOM;NEUT;SG
gewild	популярна	gewild	популярний	ADV	ADJ;NOM;FEM;SG
gewild	популярний	gewild	популярний	ADV	ADJ;NOM;MASC;SG
gewild	обрані	gewild	обран	ADV	N;ANIM;NOM;MASC;PL
gewild	актуальні	gewild	актуальний	ADV	ADJ;NOM;PL
gewild	популярні	gewild	популярний	ADV	ADJ;NOM;PL
gewild	популярне	gewild	популярний	ADV	ADJ;NOM;NEUT;SG
gewild	актуальне	gewild	актуальний	ADV	ADJ;NOM;NEUT;SG
gewild	тенденції	gewild	тенденція	ADV	N;INAN;NOM;FEM;PL
jaarlikse	річну	jaarliks	річний	ADJ;NOM	ADJ;ACC;FEM;SG
jaarlikse	щороку	jaarliks	щороку	ADJ;NOM	ADV
nowrap	nowrap	nowrap	nowrap		
vermoor	убитий	vermoor	убитий	V;PRS	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
vermoor	вбив	vermoor	вбити	V;PRS	V;PFV;MASC;IND;SG;PST;FIN
vermoor	вбили	vermoor	вбити	V;PRS	V;PFV;IND;PL;PST;FIN
jesus	ісус	jesus	ісус		PROPN;ANIM;NOM;MASC;SG
wedstryde	ігор	wedstryde	гра	N;PL	PROPN;ANIM;NOM;FEM;SG
wedstryde	games	wedstryde	games	N;PL	
oostenryk	австрія	oostenryk	австрія		PROPN;INAN;NOM;FEM;SG
oostenryk	австрії	oostenryk	австрія		PROPN;INAN;GEN;FEM;SG
totdat	доки	totdat	доки	CONJ	ADV
totdat	до	totdat	до	CONJ	ADP;GEN
totdat	поки	totdat	поки	CONJ	ADV
bybel	біблія	bybel	біблія		N;INAN;NOM;FEM;SG
moskou	московська	moskou	московський		ADJ;NOM;FEM;SG
moskou	moscow	moskou	moscow		
moskou	москва	moskou	москва		PROPN;INAN;NOM;FEM;SG
hawe	бухті	hawe	бухтя	N;SG	N;INAN;DAT;FEM;PL
hawe	пор	hawe	пор.	N;SG	
brasilië	бразилії	brasilië	бразилія		PROPN;INAN;GEN;FEM;SG
brasilië	бразилія	brasilië	бразилія		N;INAN;NOM;FEM;SG
brasilië	бразильська	brasilië	бразильський		ADJ;NOM;FEM;SG
history	журнал	history	журнал		N;INAN;NOM;MASC;SG
history	історія	history	історія		N;INAN;NOM;FEM;SG
history	історії	history	історія		N;INAN;NOM;FEM;PL
plan	плануємо	plan	планувати	N;SG	V;IPFV;IND;PL;1;PRS;FIN
plan	спланувати	plan	спланувати	N;SG	V;IPFV;NFIN
plan	планувати	plan	планувати	N;SG	V;IPFV;NFIN
michael	михайло	michael	михайло		PROPN;ANIM;NOM;MASC;SG
michael	майкл	michael	майкл		PROPN;ANIM;NOM;MASC;SG
michael	michael	michael	michael		
michael	михаїл	michael	михаїл		N;ANIM;NOM;MASC;SG
beelde	зображення	beelde	зображення	N;PL	N;INAN;NOM;NEUT;SG
beelde	зображення	beelde	зображення	N;PL	N;INAN;NOM;NEUT;SG
verbeter	покращення	verbeter	покращення	V;PRS	N;INAN;NOM;NEUT;SG
ring	кільцева	ring	кільцевий	N;SG	ADJ;NOM;FEM;SG
oorwinning	перемоги	oorwinning	перемога	N;SG	N;INAN;NOM;FEM;PL
vol	повна	vol	повний		ADJ;NOM;FEM;SG
vol	повний	vol	повний		ADJ;NOM;MASC;SG
vol	повне	vol	повний		ADJ;NOM;NEUT;SG
toegelaat	дозволені	toelaat	дозволений	V;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
finansiële	фінанси	finansieel	фінанса	ADJ;NOM	N;INAN;NOM;MASC;PL
anna	анна	anna	анна	N;SG	PROPN;ANIM;NOM;FEM;SG
groete	побажання	groet	побажання		N;INAN;NOM;NEUT;SG
fam	fam	fam	fam		
aangesluit	приєднується	aansluit	приєднуватися	V;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
lyn	пряма	lyn	пряма	N;SG	ADJ;NOM;FEM;SG
poging	зусилля	poging	зусилля	N;SG	N;INAN;NOM;NEUT;PL
blare	листя	blaar	листя	N;PL	N;INAN;NOM;NEUT;SG
drama	драматичний	drama	драматичний	N;SG	ADJ;NOM;MASC;SG
drama	драми	drama	драма	N;SG	N;INAN;NOM;FEM;PL
wallis	уельсу	wallis	уельс	PROPN;SG	PROPN;INAN;GEN;MASC;SG
wallis	уельс	wallis	уельс	PROPN;SG	
insluitend	включаючи	insluit	включати	ADJ;NOM	V;IPFV;PRS;V.CVB
insluitend	включно	insluit	включно	ADJ;NOM	ADV
insluitend	зокрема	insluit	зокрема	ADJ;NOM	ADV
arabiese	арабські	arabies	арабський		ADJ;NOM;PL
arabiese	арабська	arabies	арабський		ADJ;NOM;FEM;SG
onlangse	rect	onlangs	rect	ADJ;NOM	
alleen	наодинці	alleen	наодинці		ADV
alleen	поодинці	alleen	поодинець		ADV
alleen	сама	alleen	сам		DET;NOM;FEM;SG;REFL
alleen	самі	alleen	сам		DET;NOM;PL;REFL
johan	йоган	johan	йоган		PROPN;ANIM;NOM;MASC;SG
uur	години	uur	година	N;SG	N;INAN;NOM;FEM;PL
verseker	малюки	verseker	малюки	V;PRS	N;ANIM;NOM;MASC;PL
verhoog	стадія	verhoog	стадія	V;PRS	N;INAN;NOM;FEM;SG
vlug	польоту	vlug	політ	V;PRS	N;INAN;GEN;MASC;SG
vlug	переліт	vlug	переліт	V;PRS	N;INAN;NOM;MASC;SG
vlug	рейс	vlug	рейс	V;PRS	N;INAN;NOM;MASC;SG
vlug	політ	vlug	політ	V;PRS	N;INAN;NOM;MASC;SG
hoeveelheid	кількість	hoeveelheid	кількість		N;INAN;NOM;FEM;SG
sin	речення	sin	речення	V;PRS	N;INAN;NOM;NEUT;PL
sin	вирок	sin	вирка	V;PRS	N;INAN;NOM;MASC;SG
sin	глузд	sin	глузд	V;PRS	N;INAN;NOM;MASC;SG
sin	почуття	sin	почуття	V;PRS	N;INAN;NOM;NEUT;SG
sin	чуття	sin	чуття	V;PRS	N;INAN;NOM;NEUT;SG
insluitende	включаючи	insluit	включати	ADP	V;IPFV;PRS;V.CVB
insluitende	включно	insluit	включно	ADP	ADV
insluitende	зокрема	insluit	зокрема	ADP	ADV
ortodokse	православної	ortodokse	православний	ADJ;NOM	ADJ;GEN;FEM;SG
ortodokse	orthodox	ortodokse	orthodox	ADJ;NOM	
gebeur	станеться	gebeur	статися	V;PRS	V;PFV;IND;SG;3;FUT;FIN
gebeur	мудра	gebeur	мудра	V;PRS	ADJ;NOM;FEM;SG
