kategória	kategorien	kategória	kategorien	N;NOM;FEM;SG	N;NOM;FEM;PL
jediným	einzige	jediný	einzig	ADJ;INS;NEUT;SG	ADJ;NOM;FEM;PL
jediným	sole	jediný	solen	ADJ;INS;NEUT;SG	
jediným	sohle	jediný	sohlen	ADJ;INS;NEUT;SG	PROPN
svetlo	leichter	svetlo	leicht	N;NOM;NEUT;SG	ADJ
svetlo	leichte	svetlo	leicht	N;NOM;NEUT;SG	ADJ;NOM;FEM;PL
svetlo	light	svetlo	light	N;NOM;NEUT;SG	PROPN
svetlo	licht	svetlo	licht	N;NOM;NEUT;SG	PROPN
svetlo	leicht	svetlo	leicht	N;NOM;NEUT;SG	ADJ
doba	zeit	doba	zeit	N;NOM;FEM;SG	ADJ
doba	zeitraum	doba	zeitraum	N;NOM;FEM;SG	ADV
doba	zeitabschnitt	doba	zeitabschnitten	N;NOM;FEM;SG	ADJ
doba	zeit	doba	zeit	N;NOM;FEM;SG	ADJ
doba	uhrzeit	doba	uhrzeit	N;NOM;FEM;SG	ADJ
doba	zeiten	doba	zeiten	N;NOM;FEM;SG	V;NFIN
doba	zeitraum	doba	zeitraum	N;NOM;FEM;SG	ADV
doba	zeitpunkt	doba	zeitpunkt	N;NOM;FEM;SG	ADJ
medzinárodný	internationalen	medzinárodný	international	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;PL
medzinárodný	internationale	medzinárodný	international	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;PL
relatívne	relative	relatívny	relativ	ADV	ADJ;NOM;FEM;PL
relatívne	relativ	relatívny	relativ	ADV	ADJ
relatívne	relativer	relatívny	relativ	ADV	ADJ
relatívne	verwandte	relatívny	verwenden	ADV	
budov	gebäuden	budova	gebäuden	N;GEN;FEM;PL	V;NFIN
budov	bauwerke	budova	bauwerk	N;GEN;FEM;PL	
budov	gebäude	budova	gebäude	N;GEN;FEM;PL	ADJ
vnútri	innen	vnútro	innen	N;NOM;NEUT;SG	ADV
vnútri	innenseite	vnútro	innenseite	N;NOM;NEUT;SG	ADJ
vnútri	drinnen	vnútro	drinnen	N;NOM;NEUT;SG	
vnútri	innerhalb	vnútro	innerhalb	N;NOM;NEUT;SG	ADV
vnútri	drinnen	vnútro	drinnen	N;NOM;NEUT;SG	
vnútri	intra	vnútro	intra	N;NOM;NEUT;SG	;SG
príklad	beispiel	príklad	beispiel	N;INAN;NOM;MASC;SG	ADV
group	gruppe	group	grappe		N;NOM;FEM;SG
group	konzern	group	konzern		
group	gruppierung	group	gruppierung		N;NOM;FEM;SG
group	gruppen	group	grappen		N;NOM;FEM;PL
group	unternehmensgruppe	group	unternehmensgruppe		N;NOM;FEM;SG
futbal	fußballspiel	futbať	fußballspiel	N;INAN;NOM;MASC;SG	ADV
futbal	fußball	futbať	fußball	N;INAN;NOM;MASC;SG	ADJ
futbal	fussball	futbať	fussball	N;INAN;NOM;MASC;SG	
futbal	soccer	futbať	soccer	N;INAN;NOM;MASC;SG	PROPN
futbal	football	futbať	football	N;INAN;NOM;MASC;SG	ADJ
futbal	fußballspiel	futbať	fußballspiel	N;INAN;NOM;MASC;SG	ADV
futbal	fußball	futbať	fußball	N;INAN;NOM;MASC;SG	ADJ
futbal	fussball	futbať	fussball	N;INAN;NOM;MASC;SG	
galéria	bildergalerie	galéria	bildergalerie	N;NOM;FEM;SG	ADJ
galéria	galerien	galéria	galerien	N;NOM;FEM;SG	N;NOM;PL
potreby	bedarf	potreba	bedarf	N;NOM;FEM;PL	
potreby	braucht	potreba	brauchen	N;NOM;FEM;PL	V;IND;SG;3;PRS;FIN
potreby	benötigt	potreba	benötigen	N;NOM;FEM;PL	V;V.PTCP
potreby	erfordernisse	potreba	erfordernis	N;NOM;FEM;PL	ADJ
potreby	bedürfnisse	potreba	bedürfnis	N;NOM;FEM;PL	ADJ
potreby	bedürfnissen	potreba	bedürfnissen	N;NOM;FEM;PL	V;NFIN
osoba	person	osoba	person	N;NOM;FEM;SG	
osady	siedlungen	osada	siedlung	N;NOM;FEM;PL	V;NFIN
kanade	kanada	kanada	kanada	N;NOM;FEM;SG	PROPN;NOM;NEUT;SG
mohla	könnte	môcť	können	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;SBJV;SG;3;PST;FIN
mohla	könnten	môcť	können	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;SBJV;PL;3;PST;FIN
mohla	konnte	môcť	können	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
astronómia	astronomie	astronómia	astronomie	N;NOM;FEM;SG	
astronómia	astronomischen	astronómia	astronomisch	N;NOM;FEM;SG	ADJ
dvd	dvd	dvd	dvd		
dvd	dvds	dvd	dvds		
dvd	dvds	dvd	dvds		
dvd	dvd	dvd	dvd		
vlastný	eigene	vlastný	eigen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
vlastný	eigenen	vlastný	eigen	ADJ;ANIM;NOM;MASC;SG	ADJ;ACC;MASC;SG
vlastný	benutzerdefinierte	vlastný	benutzerdefinierte	ADJ;ANIM;NOM;MASC;SG	V;IND;SG;3;PST;FIN
vlastný	brauch	vlastný	brauch	ADJ;ANIM;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
vlastný	custom	vlastný	custom	ADJ;ANIM;NOM;MASC;SG	PROPN
názor	gutachten	názor	gutacht	N;INAN;NOM;MASC;SG	V;NFIN
isère	isère	iskre	isère		PROPN;NOM;SG
postava	figur	postava	figur	N;NOM;FEM;SG	ADJ
postava	zeichen	postava	zeichen	N;NOM;FEM;SG	V;NFIN
postava	charakter	postava	charakter	N;NOM;FEM;SG	ADJ
švajčiarsko	schweiz	švajčiarsko	Schweiz	PROPN;NOM;NEUT;SG	PROPN;SG
vytvorili	erstellte	vytvoriť	erstellt	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
najväčších	größter	veľký	groß	ADV;RL	ADJ
najväčších	größte	veľký	groß	ADV;RL	ADJ;NOM;FEM;SG
najväčších	grösste	veľký	groß	ADV;RL	ADJ;NOM;SG
najväčších	größten	veľký	groß	ADV;RL	ADJ;NOM;MASC;SG
najväčších	größtes	veľký	groß	ADV;RL	ADJ;NOM;NEUT;SG
škoda	erbarmen	škoda	erbarmen	N;NOM;FEM;SG	ADJ
škoda	schade	škoda	schade	N;NOM;FEM;SG	ADV
škoda	mitleid	škoda	mitleid	N;NOM;FEM;SG	ADV
škoda	schande	škoda	schande	N;NOM;FEM;SG	ADJ;SG
škoda	schade	škoda	schade	N;NOM;FEM;SG	ADV
škoda	schämen	škoda	schom	N;NOM;FEM;SG	V;NFIN
škoda	beschämt	škoda	beschämen	N;NOM;FEM;SG	ADJ
škoda	scham	škoda	scham	N;NOM;FEM;SG	
škoda	škoda	škoda	škoda	N;NOM;FEM;SG	PROPN;NOM;MASC;SG
autora	autor	autor	autor	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
autora	schriftsteller	autor	schriftsteller	N;ANIM;ACC;MASC;SG	ADJ
autora	verfasser	autor	verfasser	N;ANIM;ACC;MASC;SG	
autora	autorin	autor	autorin	N;ANIM;ACC;MASC;SG	PROPN
autora	autoren	autor	autor	N;ANIM;ACC;MASC;SG	
švédsko	schweden	švédsko	schweden	PROPN;NOM;NEUT;SG	PROPN
pohára	pokal	pohár	pokal	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
pohára	becher	pohár	becher	N;INAN;GEN;MASC;SG	
pohára	kelch	pohár	kelch	N;INAN;GEN;MASC;SG	
pohára	tasse	pohár	tassen	N;INAN;GEN;MASC;SG	
pohára	cup	pohár	cup	N;INAN;GEN;MASC;SG	PROPN;NOM;MASC;SG
gólov	ziel	gól	ziel	N;INAN;GEN;MASC;PL	N;NOM;NEUT;SG
gólov	tore	gól	tor	N;INAN;GEN;MASC;PL	N;NOM;NEUT;PL
gólov	ziele	gól	ziel	N;INAN;GEN;MASC;PL	N;NOM;NEUT;PL
gólov	zielsetzung	gól	zielsetzung	N;INAN;GEN;MASC;PL	ADJ
gólov	zielsetzungen	gól	zielsetzehen	N;INAN;GEN;MASC;PL	V;NFIN
fakulty	fachbereich	fakulta	fachbereich	N;NOM;FEM;PL	
trate	linien	triata	Linie	N;NOM;FEM;PL	
trate	lines	triata	line	N;NOM;FEM;PL	PROPN
trate	schienen	triata	schienen	N;NOM;FEM;PL	V;NFIN
trate	stücke	triata	stücken	N;NOM;FEM;PL	
trate	titel	triata	titel	N;NOM;FEM;PL	
trate	spuren	triata	spur	N;NOM;FEM;PL	V;NFIN
znaky	charaktere	znak	charakt	N;INAN;NOM;MASC;PL	ADJ;NOM;PL
znaky	figuren	znak	figur	N;INAN;NOM;MASC;PL	V;NFIN
znaky	schriftzeichen	znak	schriftzeichen	N;INAN;NOM;MASC;PL	V;NFIN
znaky	zeichen	znak	zeichen	N;INAN;NOM;MASC;PL	V;NFIN
znaky	buchstaben	znak	buchstaben	N;INAN;NOM;MASC;PL	V;NFIN
znaky	zeichen	znak	zeichen	N;INAN;NOM;MASC;PL	V;NFIN
znaky	schilder	znak	schild	N;INAN;NOM;MASC;PL	ADJ
znaky	beschilderung	znak	Beschilderung	N;INAN;NOM;MASC;PL	ADJ
znaky	anzeichen	znak	anzeichen	N;INAN;NOM;MASC;PL	V;NFIN
star	sternchen	star	sternch		
star	star	star	Star		PROPN
star	sterne	star	stern		
star	stern	star	stern		
čierny	schwarze	čierny	schwarz	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
čierny	black	čierny	black	ADJ;ANIM;NOM;MASC;SG	PROPN
post	post	post	post	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
post	pfosten	post	pfosten	N;INAN;NOM;MASC;SG	V;NFIN
post	posten	post	posten	N;INAN;NOM;MASC;SG	V;FIN
indre	indre	indra	indre	PROPN;NOM;FEM;SG	
petr	pjotr	petr	pjotr	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
petr	petr	petr	petr	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
pracuje	bauleistungen	pracovať	bauleistung	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;FEM;PL
pracuje	werke	pracovať	werk	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;NEUT;PL
pracuje	arbeitszeit	pracovať	arbeitszeit	V;IPFV;IND;SG;3;POS;PRS;FIN	
maďarský	ungarischen	maďarský	ungarisch	ADJ;ANIM;NOM;MASC;SG	ADJ;PL
maďarský	ungarische	maďarský	ungarisch	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
väčší	grössere	veľký	groß	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;FEM;PL
väčší	größere	veľký	groß	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;FEM;PL
väčší	größere	veľký	groß	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;FEM;PL
väčší	grössere	veľký	groß	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;FEM;PL
väčší	größere	veľký	groß	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;FEM;PL
plocha	gebiet	plocha	gebieten	N;NOM;FEM;SG	ADJ
plocha	bereich	plocha	bereich	N;NOM;FEM;SG	ADV
plocha	schreibtisch	plocha	schreibtisch	N;NOM;FEM;SG	ADJ
plocha	bildschirm	plocha	bildschirm	N;NOM;FEM;SG	ADV
plocha	arbeitsfläche	plocha	arbeitsfläch	N;NOM;FEM;SG	
plocha	desktop	plocha	desktop	N;NOM;FEM;SG	
zvolen	zvolen	zvolen	zvol	PROPN;INAN;NOM;MASC;SG	PROPN
karl	carl	karl	carl	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
karl	carl	karl	carl	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
karl	karl	karl	karlen	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
zbierka	spendenaktion	zbierka	spendenaktion	N;NOM;FEM;SG	ADJ;SG
zbierka	kollektion	zbierka	kollektion	N;NOM;FEM;SG	PROPN
zbierka	sammlungen	zbierka	sammlung	N;NOM;FEM;SG	N;NOM;FEM;PL
biely	weiß	biely	wissen	ADJ;ANIM;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
biely	weisse	biely	wissen	ADJ;ANIM;NOM;MASC;SG	N;NOM;FEM;PL
biely	weiße	biely	weiß	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
biely	weiss	biely	wissen	ADJ;ANIM;NOM;MASC;SG	
biely	white	biely	white	ADJ;ANIM;NOM;MASC;SG	PROPN;NOM;SG
umiestnené	lokalisiert	umiestnený	lokalisieren	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;V.PTCP
umiestnené	untergebracht	umiestnený	unterbringen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;V.PTCP
umiestnené	platziert	umiestnený	plazieren	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;V.PTCP
umiestnené	platzierte	umiestnený	plazieren	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IND;SG;3;PST;FIN
vstup	zufahrt	vstup	zufahren	N;INAN;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
vstup	einfahrt	vstup	einfahren	N;INAN;NOM;MASC;SG	ADJ
vstup	eintritt	vstup	eintreten	N;INAN;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
vstup	input	vstup	input	N;INAN;NOM;MASC;SG	
vstup	eingaben	vstup	eingeben	N;INAN;NOM;MASC;SG	V;NFIN
vstup	eintragung	vstup	eintragung	N;INAN;NOM;MASC;SG	ADJ
vstup	einreise	vstup	einreise	N;INAN;NOM;MASC;SG	
vstup	eintritt	vstup	eintreten	N;INAN;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
histórie	vergangenheit	história	vergangenheit	N;NOM;FEM;PL	ADJ
histórie	werdegang	história	werdegang	N;NOM;FEM;PL	
histórie	geschichte	história	geschicht	N;NOM;FEM;PL	
povstania	aufstand	povstanie	aufstehen	N;NOM;NEUT;PL	V;IND;SG;3;PST;FIN
povstania	aufstände	povstanie	aufständen	N;NOM;NEUT;PL	
povstania	aufstände	povstanie	aufständen	N;NOM;NEUT;PL	
povstania	aufständischen	povstanie	aufständisch	N;NOM;NEUT;PL	ADJ;NOM;PL
hodiny	öffnungszeiten	hodina	öffnungszeit	N;NOM;FEM;PL	V;NFIN
hodiny	stunden	hodina	stehen	N;NOM;FEM;PL	V;NFIN
hodiny	arbeitszeit	hodina	arbeitszeit	N;NOM;FEM;PL	
hodiny	betriebszeiten	hodina	betriebszeiten	N;NOM;FEM;PL	V;NFIN
hodiny	uhrzeit	hodina	uhrzeit	N;NOM;FEM;PL	ADJ
hodiny	uhr	hodina	uhr	N;NOM;FEM;PL	N;NOM;FEM;SG
hodiny	wecker	hodina	wecker	N;NOM;FEM;PL	
roussillon	roussillon	roussillon	Roussillon	N;NOM;NEUT;SG	PROPN
francúzske	französische	francúzsky	französisch	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
francúzske	französischen	francúzsky	französisch	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL
francúzske	franzose	francúzsky	franzos	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
múzea	museen	múzeum	museen	N;NOM;NEUT;PL	V;NFIN
múzea	museen	múzeum	museen	N;NOM;NEUT;PL	V;NFIN
múzea	museum	múzeum	museum	N;NOM;NEUT;PL	N;NOM;NEUT;SG
johann	johannes	johann	johannes	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
johann	johann	johann	johann	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
najmenej	least	málo	least	ADV;RL	PROPN
najmenej	wenigsten	málo	wenigst	ADV;RL	
pôvodné	ursprünglichen	pôvodný	ursprünglich	ADJ;NOM;NEUT;SG	ADJ;ACC;SG
languedoc	languedoc	languedoc	languedoc	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
hrali	spielte	hrať	spielen	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
ruská	russischen	ruský	russisch	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
ruská	russen	ruský	russen	ADJ;NOM;FEM;SG	
chrámu	tempels	chrám	tempels	N;INAN;GEN;MASC;SG	
chrámu	tempel	chrám	tempel	N;INAN;GEN;MASC;SG	
obrany	verteidigung	obrana	verteidigung	N;NOM;FEM;PL	N;NOM;FEM;SG
obrany	verteidigungsministerium	obrana	verteidigungsministerium	N;NOM;FEM;PL	ADJ
obrany	abwehr	obrana	abwehr	N;NOM;FEM;PL	N;SG
obrany	selbstverteidigung	obrana	selbstverteidigung	N;NOM;FEM;PL	N;NOM;FEM;SG
novín	zeitungen	noviny	zeitungen	N;GEN;FEM;PL	V;NFIN
novín	tageszeitungen	noviny	taszeitungen	N;GEN;FEM;PL	N;NOM;FEM;PL
novín	zeitung	noviny	zeitung	N;GEN;FEM;PL	
novín	zeitungen	noviny	zeitungen	N;GEN;FEM;PL	V;NFIN
novín	tageszeitung	noviny	Tageszeitung	N;GEN;FEM;PL	N;NOM;FEM;SG
novín	zeitung	noviny	zeitung	N;GEN;FEM;PL	
str	str	str	str		V;IND;SG;3;FIN
vienne	vienne	vienne	vienne	ADV	PROPN;NOM;MASC;SG
rieke	river	rieka	river	N;DAT;FEM;SG	PROPN;NOM;SG
rieke	fluss	rieka	flassen	N;DAT;FEM;SG	N;NOM;MASC;SG
rieke	flusses	rieka	fluß	N;DAT;FEM;SG	ADV
rieke	fluß	rieka	flaß	N;DAT;FEM;SG	
parlamentu	parlament	parlament	parlament	N;INAN;GEN;MASC;SG	ADJ
hranicu	border	hranica	border	N;ACC;FEM;SG	
hranicu	grenze	hranica	grenze	N;ACC;FEM;SG	ADJ
hranicu	umrandung	hranica	umrandung	N;ACC;FEM;SG	ADJ
hranicu	grenzgebiet	hranica	grenzgebieten	N;ACC;FEM;SG	ADJ
podujatia	ereignisse	podujatie	ereignis	N;NOM;NEUT;PL	ADJ;NOM;PL
najvyššie	höchstes	vysoko	hoch	ADV;RL	ADJ;NOM;NEUT;SG
najvyššie	höchster	vysoko	hoch	ADV;RL	ADJ
najvyššie	höchste	vysoko	hoch	ADV;RL	ADJ;NOM;FEM;PL
najvyššie	höchsten	vysoko	hoch	ADV;RL	ADJ;NOM;MASC;PL
ústavu	verfassung	ústav	verfassung	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
kardinál	kardinal	kardinál	kardinal	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
majstrov	meister	majster	meist	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
majstrov	masters	majster	masters	N;INAN;NOM;MASC;PL	PROPN
majstrov	meistern	majster	meistern	N;INAN;NOM;MASC;PL	V;NFIN
majstrov	master	majster	master	N;INAN;NOM;MASC;PL	ADJ
majstrov	meister	majster	meist	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
majstrov	champions	majster	champions	N;INAN;NOM;MASC;PL	PROPN;NOM;SG
mesiace	monate	mesiac	monat	N;INAN;NOM;MASC;PL	ADV
mesiace	monaten	mesiac	Monat	N;INAN;NOM;MASC;PL	N;DAT;MASC;PL
mesiace	monde	mesiac	monde	N;INAN;NOM;MASC;PL	
dramatik	dramatiker	dramatik	dramatiker	N;ANIM;NOM;MASC;SG	ADJ
výšky	höhen	výška	höhen	N;NOM;FEM;PL	V;NFIN
výšky	höhe	výška	höch	N;NOM;FEM;PL	
výšky	heights	výška	heights	N;NOM;FEM;PL	PROPN
výšky	körpergröße	výška	körpergröße	N;NOM;FEM;PL	ADJ;NOM;FEM;SG
výšky	größe	výška	groß	N;NOM;FEM;PL	N;NOM;FEM;SG
výšky	grösse	výška	groß	N;NOM;FEM;PL	
výšky	höhe	výška	höch	N;NOM;FEM;PL	
free	frei	free	frei		ADJ
free	kostenlose	free	kostenlos		ADJ;NOM;FEM;PL
free	kostenlos	free	kostenlos		ADJ
free	free	free	free		PROPN
free	freien	free	frei		ADJ;NOM;PL
zmena	modifikation	zmena	modifikation	N;NOM;FEM;SG	ADJ
zmena	ändern	zmena	ändern	N;NOM;FEM;SG	V;NFIN
zmena	wechseln	zmena	wechseln	N;NOM;FEM;SG	V;NFIN
zmena	wechsel	zmena	wechsel	N;NOM;FEM;SG	ADV
úroveň	ebene	úroveň	eben	N;NOM;FEM;SG	
úroveň	stufe	úroveň	stufen	N;NOM;FEM;SG	ADJ
úroveň	level	úroveň	level	N;NOM;FEM;SG	
úroveň	niveau	úroveň	niveau	N;NOM;FEM;SG	ADV
chce	will	chcieť	wollen	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
chce	möchte	chcieť	mögen	V;IPFV;IND;SG;3;POS;PRS;FIN	V;SBJV;SG;3;PST;FIN
county	komitat	count	komitat	N;NOM;MASC;SG	PROPN
county	kreis	count	kreis	N;NOM;MASC;SG	ADV
county	bezirk	count	bezirk	N;NOM;MASC;SG	PROPN
county	grafschaft	count	grafschaft	N;NOM;MASC;SG	ADJ
county	county	count	county	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
britská	britischen	britský	britisch	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
britská	britische	britský	britisch	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
súd	testversion	súd	testversion	N;INAN;NOM;MASC;SG	PROPN
súd	prozess	súd	prozeß	N;INAN;NOM;MASC;SG	
súd	hofe	súd	hofen	N;INAN;NOM;MASC;SG	
súd	gerichtshofes	súd	gerichtshofes	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
súd	gerichtshof	súd	gerichtshof	N;INAN;NOM;MASC;SG	PROPN
súd	hof	súd	hof	N;INAN;NOM;MASC;SG	
súd	gerichts	súd	gerichts	N;INAN;NOM;MASC;SG	
súd	tribunal	súd	tribunal	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
súd	gerichtshof	súd	gerichtshof	N;INAN;NOM;MASC;SG	PROPN
ročník	jahrgang	ročník	jahrgang	N;INAN;NOM;MASC;SG	
ročník	vintage	ročník	vintage	N;INAN;NOM;MASC;SG	
ročník	altmodisch	ročník	altmodisch	N;INAN;NOM;MASC;SG	ADJ
ročník	oldtimer	ročník	oldtim	N;INAN;NOM;MASC;SG	ADJ
ročník	klassisch	ročník	klassisch	N;INAN;NOM;MASC;SG	ADJ
prostredie	umweltpolitik	prostredie	umweltpolitik	N;NOM;NEUT;SG	ADJ
prostredie	umweltschutz	prostredie	umweltschutz	N;NOM;NEUT;SG	ADJ
rýchlosti	geschwindigkeit	rýchlosť	geschwindigkeit	N;NOM;FEM;PL	ADJ
rýchlosti	drehzahl	rýchlosť	drehzahl	N;NOM;FEM;PL	ADJ
rýchlosti	schnelligkeit	rýchlosť	schnelligkeit	N;NOM;FEM;PL	ADJ
rýchlosti	speed	rýchlosť	speed	N;NOM;FEM;PL	
biela	weiß	biely	wissen	ADJ;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
biela	weisse	biely	wissen	ADJ;NOM;FEM;SG	N;NOM;FEM;PL
biela	weiße	biely	weiß	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
biela	weiss	biely	wissen	ADJ;NOM;FEM;SG	
biela	white	biely	white	ADJ;NOM;FEM;SG	PROPN;NOM;SG
dedina	feriendorf	dedina	feriendorf	N;NOM;FEM;SG	
dedina	ortschaft	dedina	ortschaft	N;NOM;FEM;SG	ADJ
jar	frühling	jar	frühling	N;NOM;FEM;SG	ADJ
jar	frühjahr	jar	frühjahr	N;NOM;FEM;SG	ADV
jar	frühlings	jar	frühlings	N;NOM;FEM;SG	
jar	spring	jar	springen	N;NOM;FEM;SG	PROPN
club	club	club	club	PROPN;ANIM;NOM;MASC;SG	N;NOM
club	klub	club	klub	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
club	verein	club	verein	PROPN;ANIM;NOM;MASC;SG	
dvaja	zweit	dva	zweit	NUM;ANIM;NOM;MASC;PL	
dvaja	beiden	dva	beide	NUM;ANIM;NOM;MASC;PL	PRO;NOM;INDF;PL
dvaja	two	dva	two	NUM;ANIM;NOM;MASC;PL	PROPN;SG
dáta	angaben	dát	angeben	N;INAN;NOM;MASC;PL	V;NFIN
dáta	datenschutz	dát	datenschutz	N;INAN;NOM;MASC;PL	ADJ
podstate	essenz	podstata	essenz	N;DAT;FEM;SG	
podstate	wesentliche	podstata	wesentlich	N;DAT;FEM;SG	ADJ;NOM;FEM;PL
podstate	essenzen	podstata	essenzen	N;DAT;FEM;SG	V;NFIN
podstate	wesentlichen	podstata	wesentlich	N;DAT;FEM;SG	ADJ
podstate	wesen	podstata	wesen	N;DAT;FEM;SG	N;NOM;NEUT;SG
atlantiques	atlantiques	atlantiqus	atlantiques	N;NOM;FEM;SG	ADJ
značka	brand	značka	brend	N;NOM;FEM;SG	
značka	marken	značka	marken	N;NOM;FEM;SG	V;NFIN
značka	markenname	značka	markennam	N;NOM;FEM;SG	ADJ;NOM;FEM;PL
značka	markieren	značka	markieren	N;NOM;FEM;SG	V;NFIN
značka	markierung	značka	markierung	N;NOM;FEM;SG	ADJ
značka	mark	značka	mark	N;NOM;FEM;SG	PROPN
značka	markieren	značka	markieren	N;NOM;FEM;SG	V;NFIN
značka	markiere	značka	markieren	N;NOM;FEM;SG	V;SG;FIN
značka	markiert	značka	markieren	N;NOM;FEM;SG	ADJ;V.PTCP
značka	markierung	značka	markierung	N;NOM;FEM;SG	ADJ
don	don	don	don	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
ľahko	leicht	ľahko	leicht	ADV	ADJ
ľahko	leichter	ľahko	leicht	ADV	ADJ
ľahko	einfache	ľahko	einfach	ADV	ADJ;NOM;FEM;PL
ľahko	easy	ľahko	easy	ADV	
ľahko	leicht	ľahko	leicht	ADV	ADJ
puy	puy	pua	puy	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
španielska	spanien	španielsky	spanien	PROPN;NOM;FEM;SG	PROPN;NOM;NEUT;SG
španielska	kanaren	španielsky	kanar	PROPN;NOM;FEM;SG	ADJ
španielska	spanisch	španielsky	spanisch	PROPN;NOM;FEM;SG	ADJ
španielska	spanischer	španielsky	spanisch	PROPN;NOM;FEM;SG	ADJ
španielska	spanischen	španielsky	spanisch	PROPN;NOM;FEM;SG	ADJ;NOM;MASC;PL
španielska	spanische	španielsky	spanisch	PROPN;NOM;FEM;SG	ADJ;NOM;FEM;PL
santa	weihnachtsmann	santa	weihnachtsmann	PROPN;ANIM;NOM;MASC;SG	ADJ
santa	santa	santa	santa	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
zbrane	waffe	zbraň	waffen	N;NOM;FEM;PL	
zbrane	bewaffnung	zbraň	bewaffnung	N;NOM;FEM;PL	
zbrane	waffenhandel	zbraň	waffenhandel	N;NOM;FEM;PL	ADJ
zbrane	waffen	zbraň	waffen	N;NOM;FEM;PL	
zbrane	schusswaffen	zbraň	schußwaffen	N;NOM;FEM;PL	V;NFIN
zbrane	waffen	zbraň	waffen	N;NOM;FEM;PL	
zbrane	armen	zbraň	arm	N;NOM;FEM;PL	ADJ
zbrane	arme	zbraň	arm	N;NOM;FEM;PL	ADJ;NOM
zbrane	arms	zbraň	arms	N;NOM;FEM;PL	
zbrane	wappen	zbraň	wappen	N;NOM;FEM;PL	
zbrane	waffen	zbraň	waffen	N;NOM;FEM;PL	
toky	ströme	tok	ström	N;INAN;NOM;MASC;PL	
