kategória	kategória	kategória	kategória	N;NOM;FEM;SG	
staršie	öregebb	staro	öregebb	ADV;CMPR	ADJ;NOM;CMPR;SG
staršie	idősebb	staro	idős	ADV;CMPR	ADJ;NOM;CMPR;SG
staršie	régebbi	staro	régebbi	ADV;CMPR	ADJ;NOM;CMPR;SG
rakúsky	osztrák	rakúska	osztrák	N;ANIM;NOM;MASC;SG	
champagne	pezsgőt	champagne	pezsgő	N;NOM;MASC;SG	N;ACC;SG
champagne	pezsgő	champagne	pezsgő	N;NOM;MASC;SG	
mestské	city	mestský	city	ADJ;NOM;NEUT;SG	
mestské	város	mestský	város	ADJ;NOM;NEUT;SG	N;NOM;SG
piesní	dalok	piesniť	dalok	N;GEN;FEM;PL	N;NOM;PL
piesní	dalokat	piesniť	dalok	N;GEN;FEM;PL	N;ACC;PL
max	max	max	max	NUM	
hráčov	játékosok	hráč	játékos	N;ANIM;ACC;MASC;PL	N;NOM;PL
hráčov	szereplők	hráč	szereplő	N;ANIM;ACC;MASC;PL	N;NOM;PL
významný	jelentős	významný	jelentős	ADJ;ANIM;NOM;MASC;SG	
významný	szignifikáns	významný	szignifikáns	ADJ;ANIM;NOM;MASC;SG	N;ON+ESS;SG
mark	mark	mark	mark	PROPN;ANIM;NOM;MASC;SG	
pomoc	támogatás	pomoc	támogatás	N;ACC;FEM;SG	N;NOM;SG
pomoc	segély	pomoc	segély	N;ACC;FEM;SG	N;NOM;SG
pomoc	támogatások	pomoc	támogatás	N;ACC;FEM;SG	N;NOM;PL
pomoc	segítségnyújtás	pomoc	segítségnyújtás	N;ACC;FEM;SG	N;NOM;SG
pomoc	segíteni	pomoc	segít	N;ACC;FEM;SG	V;NFIN;ACT
pomoc	segítség	pomoc	segítség	N;ACC;FEM;SG	N;NOM;SG
dlhý	hosszú	dlhý	hosszú	ADJ;ANIM;NOM;MASC;SG	
skončil	kész	skončiť	kész	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	
kapely	band	kapela	band	N;NOM;FEM;PL	
kapely	banda	kapela	banda	N;NOM;FEM;PL	
kapely	együttes	kapela	együttes	N;NOM;FEM;PL	
kapely	zenekar	kapela	zenekar	N;NOM;FEM;PL	N;NOM;SG
metra	metró	metra	metró	N;INAN;GEN;MASC;SG	N;NOM;SG
začiatok	start	začiatok	start	N;INAN;NOM;MASC;SG	
začiatok	kezdeni	začiatok	kezd	N;INAN;NOM;MASC;SG	V;NFIN;ACT
začiatok	kezdetek	začiatok	kezdet	N;INAN;NOM;MASC;SG	N;NOM;PL
dediny	település	dedina	település	N;NOM;FEM;PL	N;NOM;SG
dediny	falusi	dedina	falusi	N;NOM;FEM;PL	ADJ;NOM;SG
dediny	falu	dedina	falu	N;NOM;FEM;PL	N;NOM;SG
vokály	ének	vokál	én	N;INAN;NOM;MASC;PL	N;NOM;SG
calvados	calvados	calvados	calvados		
systémy	systems	systém	systems	N;INAN;NOM;MASC;PL	
systémy	rendszer	systém	rendszer	N;INAN;NOM;MASC;PL	N;NOM;SG
systémy	system	systém	system	N;INAN;NOM;MASC;PL	
použiť	jelentkezz	použiť	jelentkezz	V;PFV;POS;NFIN	
použiť	használat	použiť	használat	V;PFV;POS;NFIN	N;NOM;SG
použiť	használata	použiť	használat	V;PFV;POS;NFIN	N;NOM;SG
použiť	felhasználás	použiť	felhasználás	V;PFV;POS;NFIN	N;NOM;SG
angeles	angeles	angeles	angeles	PROPN;ANIM;NOM;MASC;SG	
príbeh	story	príbeh	story	N;INAN;NOM;MASC;SG	
stránkach	lapok	stránka	lap	N;GEN;FEM;PL	N;NOM;PL
stránkach	oldalakon	stránka	oldal	N;GEN;FEM;PL	N;ON+ESS;PL
stránkach	oldalak	stránka	oldal	N;GEN;FEM;PL	N;NOM;PL
futbalové	foci	futbalový	foci	ADJ;NOM;NEUT;SG	N;NOM;SG
futbalové	futball	futbalový	futball	ADJ;NOM;NEUT;SG	N;NOM;SG
futbalové	foci	futbalový	foci	ADJ;NOM;NEUT;SG	N;NOM;SG
futbalové	football	futbalový	football	ADJ;NOM;NEUT;SG	N;IN+ESS;SG
futbalové	futball	futbalový	futball	ADJ;NOM;NEUT;SG	N;NOM;SG
politické	politika	politický	politika	ADJ;NOM;NEUT;SG	N;NOM;SG
maďarsko	hungary	maďarsko	hungary	N;NOM;NEUT;SG	
celá	egészben	celý	egészben	ADJ;NOM;FEM;SG	N;IN+ESS;SG
celá	egész	celý	egész	ADJ;NOM;FEM;SG	
kníh	könyveket	kniha	könyv	N;GEN;FEM;PL	N;ACC;PL
kníh	könyvek	kniha	könyv	N;GEN;FEM;PL	N;NOM;PL
kníh	könyv	kniha	könyv	N;GEN;FEM;PL	N;NOM;SG
vzťahy	kapcsolat	vzťah	kapcsolat	N;INAN;NOM;MASC;PL	N;NOM;SG
prvkov	elemei	prvok	elem	N;INAN;GEN;MASC;PL	N;NOM;PL
prvkov	elemek	prvok	elem	N;INAN;GEN;MASC;PL	N;NOM;PL
ochrana	véd	ochrana	véd	N;NOM;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
ochrana	védelmet	ochrana	védelem	N;NOM;FEM;SG	N;ACC;SG
ochrana	oltalom	ochrana	oltalom	N;NOM;FEM;SG	
severná	észak	severný	észak	ADJ;NOM;FEM;SG	
severná	északi	severný	északi	ADJ;NOM;FEM;SG	
severná	északra	severný	észak	ADJ;NOM;FEM;SG	N;ON+ALL;SG
severná	észak	severný	észak	ADJ;NOM;FEM;SG	
severná	északi	severný	északi	ADJ;NOM;FEM;SG	
politická	politika	politický	politika	ADJ;NOM;FEM;SG	N;NOM;SG
veľkosti	mérete	veľkosť	méret	N;NOM;FEM;PL	N;NOM;SG
veľkosti	méret	veľkosť	méret	N;NOM;FEM;PL	N;NOM;SG
veľkosti	méret	veľkosť	méret	N;NOM;FEM;PL	N;NOM;SG
jazero	tavi	jazero	tavi	N;NOM;NEUT;SG	
jazero	tavon	jazero	tavon	N;NOM;NEUT;SG	N;ON+ESS;SG
nasa	nasa	nasa	nasa	PROPN;NOM;FEM;SG	N;NOM;SG
sovietskeho	szovjetek	sovietsky	szovjet	ADJ;GEN;MASC;SG	N;NOM;PL
sovietskeho	szovjet	sovietsky	szovjet	ADJ;GEN;MASC;SG	
hudobná	zene	hudobný	zene	ADJ;NOM;FEM;SG	N;NOM;SG
hudobná	zenés	hudobný	zenés	ADJ;NOM;FEM;SG	N;NOM;SG
hudobná	musical	hudobný	musical	ADJ;NOM;FEM;SG	N;NOM;SG
spočiatku	kezdetben	spočiatku	kezdet	ADV	N;IN+ESS;SG
spočiatku	eleinte	spočiatku	eleint	ADV	
komplex	összetett	komplex	összetett	N;INAN;NOM;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
komplex	komplex	komplex	komplex	N;INAN;NOM;MASC;SG	
art	művészet	art	művészet	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
art	art	art	ar	PROPN;ANIM;NOM;MASC;SG	
výstavba	építési	výstavba	építési	N;NOM;FEM;SG	ADJ;NOM;SG
pierre	pierre	pierry	pierre	PROPN;ANIM;NOM;MASC;SG	
motory	motors	motor	motors	N;INAN;NOM;MASC;PL	N;NOM;SG
motory	hajtómű	motor	hajtómű	N;INAN;NOM;MASC;PL	N;NOM;SG
svätý	saint	svätý	saint	ADJ;ANIM;NOM;MASC;SG	
svätý	szent	svätý	szent	ADJ;ANIM;NOM;MASC;SG	
svätý	szent	svätý	szent	ADJ;ANIM;NOM;MASC;SG	
londýn	londoni	londýn	londoni	PROPN;ANIM;NOM;MASC;SG	
londýn	londonban	londýn	london	PROPN;ANIM;NOM;MASC;SG	N;IN+ESS;SG
londýn	london	londýn	london	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
londýn	londonba	londýn	london	PROPN;ANIM;NOM;MASC;SG	
provence	provence	provenec	provence	N;INAN;NOM;MASC;SG	
body	pont	boda	pont	N;NOM;FEM;PL	
starý	idős	starý	idős	ADJ;ANIM;NOM;MASC;SG	
starý	régit	starý	régit	ADJ;ANIM;NOM;MASC;SG	N;ACC;SG
starý	régi	starý	régi	ADJ;ANIM;NOM;MASC;SG	
starý	öreg	starý	öreg	ADJ;ANIM;NOM;MASC;SG	
starý	régiek	starý	régiek	ADJ;ANIM;NOM;MASC;SG	N;NOM;PL
krátky	rövid	krátky	rövid	ADJ;INAN;NOM;MASC;SG	
krátky	röviden	krátky	röviden	ADJ;INAN;NOM;MASC;SG	
krátky	rövid	krátky	rövid	ADJ;INAN;NOM;MASC;SG	
otvorená	nyitva	otvorený	nyitva	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADV;V.CVB
otvorená	megnyitott	otvorený	megnyitott	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
otvorená	megnyílt	otvorený	megnyílt	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
záujem	érdeklődő	záujem	érdeklődő	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
záujem	érdekel	záujem	érdekel	N;INAN;NOM;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
záujem	érdekelt	záujem	érdekelt	N;INAN;NOM;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
záujem	érdekelne	záujem	érdekel	N;INAN;NOM;MASC;SG	V;INDF;COND;SG;3;PRS;FIN;ACT
záujem	érdeklődni	záujem	érdeklődik	N;INAN;NOM;MASC;SG	V;NFIN;ACT
záujem	érd	záujem	érd	N;INAN;NOM;MASC;SG	
záujem	kamatok	záujem	kamat	N;INAN;NOM;MASC;SG	N;NOM;PL
václav	václav	václava	václav	N;ANIM;NOM;MASC;SG	
talianska	olaszország	taliansky	olaszország	N;NOM;FEM;SG	
talianska	olasz	taliansky	olasz	N;NOM;FEM;SG	
talianska	olaszország	taliansky	olaszország	N;NOM;FEM;SG	
grécky	görög	grécky	görög	ADJ;ANIM;NOM;MASC;SG	
vytvoriť	létrehozása	vytvoriť	létrehozás	V;PFV;POS;NFIN	N;NOM;SG
riešenie	megoldást	riešenie	megoldás	N;NOM;NEUT;SG	N;ACC;SG
držitelia	marja	držiteľ	mar	N;ANIM;NOM;MASC;PL	V;DEF;IND;SG;3;PRS;FIN;ACT
windows	ablakok	windows	ablak	N;NOM;MASC;SG	N;NOM;PL
windows	ablak	windows	ablak	N;NOM;MASC;SG	
televízne	tv	televízny	tv	ADJ;NOM;NEUT;SG	N;NOM;SG
televízne	televízió	televízny	televízió	ADJ;NOM;NEUT;SG	N;NOM;SG
kláštor	kolostorban	kláštor	kolostor	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
kláštor	abbey	kláštor	abbey	N;INAN;NOM;MASC;SG	
použité	használt	použitý	használt	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
použité	felhasznált	použitý	felhasznált	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
jazyku	nyelv	jazyk	nyelv	N;INAN;DAT;MASC;SG	N;NOM;SG
web	web	web	web	N;INAN;NOM;MASC;SG	
martina	martina	martina	martina	N;ANIM;ACC;MASC;SG	
martina	márton	martina	márt	N;ANIM;ACC;MASC;SG	
martina	martin	martina	martin	N;ANIM;ACC;MASC;SG	
rakúska	osztrák	rakúska	osztrák	N;NOM;FEM;SG	
noci	éjszakánként	noc	éjszaka	N;NOM;FEM;PL	N;ABS;SG
súvislosti	összefüggés	súvislosť	összefüggés	N;NOM;FEM;PL	N;NOM;SG
súvislosti	összefüggésben	súvislosť	összefüggés	N;NOM;FEM;PL	N;IN+ESS;SG
krát	idők	krát	idő	N;NOM;MASC;PL	
krát	times	krát	times	N;NOM;MASC;PL	N;NOM;SG
úrovni	szint	úroveň	szint	N;DAT;FEM;SG	N;NOM;SG
úrovni	szintű	úroveň	szintű	N;DAT;FEM;SG	
tvorbe	formáció	tvorba	formáció	N;DAT;FEM;SG	N;NOM;SG
tvorbe	alakzat	tvorba	alakzat	N;DAT;FEM;SG	N;NOM;SG
dlho	hosszú	dlho	hosszú	ADV	
posádky	crews	posádka	crews	N;NOM;FEM;PL	
posádky	legénység	posádka	legénység	N;NOM;FEM;PL	N;NOM;SG
posádky	személyzet	posádka	személyzet	N;NOM;FEM;PL	N;NOM;SG
pavla	paul	pavnúť	paul	PROPN;ANIM;ACC;MASC;SG	
pavla	pál	pavnúť	pál	PROPN;ANIM;ACC;MASC;SG	
kalifornia	kaliforniai	kalifornie	kaliforniai	N;NOM;FEM;SG	V;DEF;IND;SG;3;PRS;NFIN;ACT
kalifornia	california	kalifornie	california	N;NOM;FEM;SG	
kalifornia	kalifornia	kalifornie	kalifornia	N;NOM;FEM;SG	
kalifornia	kaliforniában	kalifornie	kalifornia	N;NOM;FEM;SG	N;IN+ESS;SG
metal	metál	metať	metál	N;INAN;NOM;MASC;SG	
metal	metal	metať	metal	N;INAN;NOM;MASC;SG	
metal	fémek	metať	fém	N;INAN;NOM;MASC;SG	N;NOM;PL
metal	fém	metať	fém	N;INAN;NOM;MASC;SG	
menšie	kisebb	malý	kis	ADV;CMPR	ADJ;NOM;CMPR;SG
menšie	kisebbet	malý	kis	ADV;CMPR	N;ACC;SG
menšie	kisebbek	malý	kis	ADV;CMPR	PRO;NOM;PL;3
menšie	kisebb	malý	kis	ADV;CMPR	ADJ;NOM;CMPR;SG
menšie	kiskorú	malý	kiskorú	ADV;CMPR	N;NOM;SG
menšie	kisebb	malý	kis	ADV;CMPR	ADJ;NOM;CMPR;SG
sedem	hetes	sedem	hetes	NUM;NOM;NEUT;SG	N;NOM;SG
sedem	hét	sedem	hét	NUM;NOM;NEUT;SG	N;NOM;SG
kilometrov	kilométer	kilometer	kilométer	N;INAN;GEN;MASC;PL	N;NOM;SG
jura	jura	jura	jura	PROPN;ANIM;NOM;MASC;SG	
remix	remix	remix	remix	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
space	űr	space	űr	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
space	tér	space	tér	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
ocenenia	gála	ocenenie	gála	N;NOM;NEUT;PL	N;NOM;SG
ocenenia	díjakat	ocenenie	díj	N;NOM;NEUT;PL	N;ACC;PL
ocenenia	nyeremény	ocenenie	nyeremény	N;NOM;NEUT;PL	N;NOM;SG
názory	vélemény	názor	vélemény	N;INAN;NOM;MASC;PL	
názory	megtekintés	názor	megtekintés	N;INAN;NOM;MASC;PL	N;NOM;SG
republike	köztársaság	republika	köztársaság	N;DAT;FEM;SG	N;NOM;SG
septembri	szeptemberben	september	szeptember	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
septembri	szeptemberi	september	szeptemberi	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
poľský	lengyel	poľský	lengyel	ADJ;ANIM;NOM;MASC;SG	
kultúrne	kulturálisan	kultúrny	kulturális	ADJ;NOM;NEUT;SG	ADJ;FRML;SG
lietadla	légijármű	lietadlo	légijármű	N;NOM;NEUT;PL	N;NOM;SG
lietadla	repülőgép	lietadlo	repülőgép	N;NOM;NEUT;PL	N;NOM;SG
pro	pro	pro	pro	PROPN;ANIM;NOM;MASC;SG	
pro	profi	pro	profi	PROPN;ANIM;NOM;MASC;SG	
väčšie	nagyobb	veľký	nagy	ADV;CMPR	ADJ;NOM;CMPR;SG
väčšie	nagyobb	veľký	nagy	ADV;CMPR	ADJ;NOM;CMPR;SG
väčšie	nagyobb	veľký	nagy	ADV;CMPR	ADJ;NOM;CMPR;SG
januári	januári	január	januári	N;INAN;ESS;MASC;SG	ADJ;NOM;SG
januári	január	január	január	N;INAN;ESS;MASC;SG	N;NOM;SG
januári	januárban	január	január	N;INAN;ESS;MASC;SG	N;IN+ESS;SG
rodine	családi	rodina	családi	N;DAT;FEM;SG	N;NOM;SG
rodine	családtag	rodina	családtag	N;DAT;FEM;SG	N;NOM;SG
rodine	család	rodina	család	N;DAT;FEM;SG	N;NOM;SG
eva	eva	eva	eva	PROPN;NOM;FEM;SG	
eva	éva	eva	év	PROPN;NOM;FEM;SG	N;NOM;SG
dynastie	dinasztia	dynastie	dinasztia	N;NOM;FEM;PL	N;NOM;SG
priemer	átmérőjű	priemer	átmérőjű	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
priemer	átlagos	priemer	átlagos	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
priemer	átlagosan	priemer	átlagos	N;INAN;NOM;MASC;SG	ADJ;FRML;SG
priemer	átlag	priemer	átlag	N;INAN;NOM;MASC;SG	
priemer	aljas	priemer	aljas	N;INAN;NOM;MASC;SG	
dolina	völgyet	dolina	völyyet	N;NOM;FEM;SG	N;ACC;SG
dolina	völgyben	dolina	völgy	N;NOM;FEM;SG	N;IN+ESS;SG
dolina	valley	dolina	valley	N;NOM;FEM;SG	
dolina	dolina	dolina	dolina	N;NOM;FEM;SG	
rakety	rakétákat	raketa	rakéta	N;NOM;FEM;PL	N;ACC;PL
united	united	united	united	PROPN;ANIM;NOM;MASC;SG	
united	egyesült	united	egyesül	PROPN;ANIM;NOM;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
hora	hora	hora	hora	N;NOM;FEM;SG	
hora	hegyen	hora	hegy	N;NOM;FEM;SG	N;ON+ESS;SG
hora	hegyi	hora	hegyi	N;NOM;FEM;SG	
hora	hegyek	hora	hegy	N;NOM;FEM;SG	N;NOM;PL
práv	jogai	právo	jogai	N;GEN;NEUT;PL	N;NOM;PL
práv	jogokkal	právo	jog	N;GEN;NEUT;PL	N;INS;PL
práv	jogok	právo	jog	N;GEN;NEUT;PL	N;NOM;PL
súvisiace	kapcsolódó	súvisiaci	kapcsolódó	ADJ;NOM;NEUT;PL;POS;V.PTCP;ACT	ADJ;NOM;SG
súvisiace	társult	súvisiaci	társul	ADJ;NOM;NEUT;PL;POS;V.PTCP;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
súvisiace	összefüggő	súvisiaci	összefüggő	ADJ;NOM;NEUT;PL;POS;V.PTCP;ACT	
súvisiace	kapcsolódó	súvisiaci	kapcsolódó	ADJ;NOM;NEUT;PL;POS;V.PTCP;ACT	ADJ;NOM;SG
súvisiace	rokonok	súvisiaci	rokon	ADJ;NOM;NEUT;PL;POS;V.PTCP;ACT	N;NOM;PL
súvisiace	rokon	súvisiaci	rokon	ADJ;NOM;NEUT;PL;POS;V.PTCP;ACT	
súvisiace	kapcsolatban	súvisiaci	kapcsolat	ADJ;NOM;NEUT;PL;POS;V.PTCP;ACT	N;IN+ESS;SG
každá	minden	každý	minden	DET;NOM;FEM;SG	PRO;NOM;SG;3
každá	mindegyik	každý	mindegyik	DET;NOM;FEM;SG	
auguste	auguste	augusta	auguste	N;INAN;NOM;MASC;SG	
auguste	augusztusban	augusta	augusztus	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
auguste	august	augusta	augus	N;INAN;NOM;MASC;SG	
zľava	kedvezmény	zľava	kedvezmény		N;NOM;SG
konkrétne	konkrét	konkrétny	konkrét	ADJ;NOM;NEUT;SG	
konkrétne	beton	konkrétny	beton	ADJ;NOM;NEUT;SG	N;NOM;SG
konkrétne	konkrét	konkrétny	konkrét	ADJ;NOM;NEUT;SG	
konkrétne	konkrétan	konkrétny	konkrétan	ADJ;NOM;NEUT;SG	
konkrétne	kifejezetten	konkrétny	kifejezett	ADJ;NOM;NEUT;SG	ADJ;FRML;SG
konkrétne	kimondottan	konkrétny	kimond	ADJ;NOM;NEUT;SG	ADJ;FRML;SG
hory	hegység	hory	hegység	N;NOM;FEM;PL	N;NOM;SG
hory	hegyen	hory	hegy	N;NOM;FEM;PL	N;ON+ESS;SG
hory	hegyi	hory	hegyi	N;NOM;FEM;PL	
hory	hegy	hory	hegy	N;NOM;FEM;PL	N;NOM;SG
nemecká	németül	nemecko	németül	ADJ;NOM;FEM;SG	
trón	trónt	trón	trónt	N;INAN;NOM;MASC;SG	N;ACC;SG
île	île	jle	île	PROPN;INAN;NOM;MASC;SG	N;NOM;SG
cher	cher	cher	cher	PROPN;NOM;FEM;SG	
link	link	link	link	N;INAN;NOM;MASC;SG	
link	linket	link	link	N;INAN;NOM;MASC;SG	
link	hivatkozást	link	hivatkozás	N;INAN;NOM;MASC;SG	N;ACC;SG
anglicko	anglia	anglicko	anglia	ADV	N;NOM;SG
anglicko	england	anglicko	england	ADV	
anglicko	angliai	anglicko	angliai	ADV	ADJ;NOM;SG
londýne	londoni	londýn	londoni	ADV	
londýne	londonban	londýn	london	ADV	N;IN+ESS;SG
londýne	london	londýn	london	ADV	N;NOM;SG
londýne	londonba	londýn	london	ADV	
ochranu	védelme	ochrana	védelem	N;ACC;FEM;SG	N;NOM;SG
ochranu	védelem	ochrana	védelem	N;ACC;FEM;SG	N;NOM;SG
ochranu	oltalom	ochrana	oltalom	N;ACC;FEM;SG	
pôvodný	eredeti	pôvodný	eredeti	ADJ;INAN;NOM;MASC;SG	N;NOM;SG
vojsk	katonák	vojsko	katona	N;GEN;FEM;PL	N;NOM;PL
vojsk	csapatok	vojsko	csapat	N;GEN;FEM;PL	N;NOM;PL
objavili	felfedezte	objaviť	felfedez	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
objavili	felfedezett	objaviť	felfedezett	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
symbol	szimbólum	symbol	szimbólum	N;INAN;NOM;MASC;SG	N;IN+ABL;SG
jazykov	nyelveket	jazyk	nyelv	N;INAN;GEN;MASC;PL	N;ACC;PL
jazykov	nyelvek	jazyk	nyelv	N;INAN;GEN;MASC;PL	N;NOM;PL
jazykov	nyelveken	jazyk	nyelv	N;INAN;GEN;MASC;PL	N;ON+ESS;PL
svetová	világ	svetový	világ	ADJ;NOM;FEM;SG	
svetová	world	svetový	world	ADJ;NOM;FEM;SG	
svetová	vilag	svetový	vilag	ADJ;NOM;FEM;SG	N;NOM;SG
také	ilyen	taký	ilyen	DET;NOM;NEUT;SG	
prof	prof	prof	prof		N;NOM;SG
kobayashi	kobayashi	kobayas	kobayashi	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
materiál	anyagok	materiál	anyag	N;INAN;NOM;MASC;SG	N;NOM;PL
materiál	alapanyagok	materiál	alapanyag	N;INAN;NOM;MASC;SG	N;NOM;PL
materiál	anyagok	materiál	anyag	N;INAN;NOM;MASC;SG	N;NOM;PL
amerike	amerika	amerika	amerika	N;DAT;FEM;SG	N;NOM;SG
amerike	america	amerika	america	N;DAT;FEM;SG	
lepšie	jobb	dobre	jó	ADV;CMPR	ADJ;NOM;CMPR;SG
rukou	kezét	ruka	kéz	N;INS;FEM;SG	N;ACC;SG
rukou	kéz	ruka	kéz	N;INS;FEM;SG	N;NOM;SG
rím	róma	rím	róma	PROPN;INAN;NOM;MASC;SG	
marci	március	marec	március	N;INAN;ESS;MASC;SG	N;NOM;SG
marci	márciusi	marec	márciusi	N;INAN;ESS;MASC;SG	ADJ;NOM;SG
marci	marci	marec	marci	N;INAN;ESS;MASC;SG	
forma	formájában	forma	forma	N;NOM;FEM;SG	N;IN+ESS;SG
severnom	észak	severný	észak	ADJ;ESS;NEUT;SG	
severnom	északi	severný	északi	ADJ;ESS;NEUT;SG	
texty	szöveget	text	szöveg	N;INAN;NOM;MASC;PL	N;ACC;SG
texty	szöveg	text	szöveg	N;INAN;NOM;MASC;PL	N;NOM;SG
joseph	joseph	joseph	joseph	PROPN;ANIM;NOM;MASC;SG	
joseph	józsef	joseph	józsef	PROPN;ANIM;NOM;MASC;SG	
dni	napokban	deň	nap	N;INAN;NOM;MASC;PL	N;IN+ESS;PL
dni	napokat	deň	nap	N;INAN;NOM;MASC;PL	N;ACC;PL
dni	napokon	deň	nap	N;INAN;NOM;MASC;PL	N;ON+ESS;PL
sondy	szonda	sonda	szonda	N;NOM;FEM;PL	N;NOM;SG
známi	ismeretes	známy	ismeretes	N;ANIM;NOM;MASC;PL	
známi	ismertek	známy	ismer	N;ANIM;NOM;MASC;PL	V;INDF;IND;PL;3;PST;FIN;ACT
známi	ismert	známy	ismert	N;ANIM;NOM;MASC;PL	
choroby	betegség	choroba	betegség	N;NOM;FEM;PL	N;NOM;SG
choroby	betegség	choroba	betegség	N;NOM;FEM;PL	N;NOM;SG
choroby	betegség	choroba	betegség	N;NOM;FEM;PL	N;NOM;SG
choroby	megbetegedés	choroba	megbetegedés	N;NOM;FEM;PL	N;NOM;SG
siete	háló	sieť	háló	N;NOM;FEM;PL	N;NOM;SG
siete	hálózat	sieť	hálózat	N;NOM;FEM;PL	N;NOM;SG
siete	hálózati	sieť	hálózat	N;NOM;FEM;PL	N;NOM;SG
siete	network	sieť	network	N;NOM;FEM;PL	
pop	fater	pop	fater		N;NOM;SG
pop	pop	pop	pop		
savoie	savoie	savod	savoi	N;NOM;FEM;SG	
jadro	mag	jadro	mag	N;NOM;NEUT;SG	
zariadenie	berendezések	zariadenie	berendezés	N;NOM;NEUT;SG	N;NOM;PL
zariadenie	felszerelések	zariadenie	felszerelés	N;NOM;NEUT;SG	N;NOM;PL
okruhu	áramkör	okruh	áramkör	N;INAN;GEN;MASC;SG	N;NOM;SG
výhry	győz	výhra	győz	N;NOM;FEM;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
výhry	nyert	výhra	nyert	N;NOM;FEM;PL	V;INDF;IND;SG;3;PST;FIN;ACT
výhry	nyereményt	výhra	nyeremény	N;NOM;FEM;PL	N;ACC;SG
výhry	nyeremény	výhra	nyeremény	N;NOM;FEM;PL	N;NOM;SG
ciest	utakon	ciesto	út	N;GEN;FEM;PL	N;ON+ESS;PL
ciest	utak	ciesto	út	N;GEN;FEM;PL	N;NOM;PL
prípadoch	ügyek	prípad	ügy	N;INAN;INS;MASC;PL	N;NOM;PL
prípadoch	esetekben	prípad	eset	N;INAN;INS;MASC;PL	N;IN+ESS;PL
prípadoch	esetek	prípad	eset	N;INAN;INS;MASC;PL	N;NOM;PL
decembri	december	december	december	N;INAN;GEN;MASC;SG	N;NOM;SG
decembri	decemberi	december	decemberi	N;INAN;GEN;MASC;SG	ADJ;NOM;SG
decembri	decemberben	december	december	N;INAN;GEN;MASC;SG	N;IN+ESS;SG
voľby	választási	voľba	választási	N;NOM;FEM;PL	ADJ;NOM;SG
voľby	választás	voľba	választás	N;NOM;FEM;PL	
jozefa	joseph	jozef	joseph	PROPN;ANIM;ACC;MASC;SG	
jozefa	józsef	jozef	józsef	PROPN;ANIM;ACC;MASC;SG	
pol	pol	pol	pol	NUM;NOM;NEUT;SG	
online	interneten	onlina	internet	N;NOM;FEM;PL	N;ON+ESS;SG
online	online	onlina	online	N;NOM;FEM;PL	
man	férfi	man	férfi	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
man	ember	man	ember	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
prečo	miért	prečo	miért	ADV	ADV
medzinárodných	international	medzinárodný	international	ADJ;GEN;MASC;PL	
medzinárodných	nemzetközi	medzinárodný	nemzetközi	ADJ;GEN;MASC;PL	ADJ;NOM;SG
zápis	riadó	zápis	riadó	N;INAN;NOM;MASC;SG	
filmov	filmek	film	film	N;INAN;GEN;MASC;PL	N;NOM;PL
filmov	filmeket	film	film	N;INAN;GEN;MASC;PL	N;ACC;PL
sieť	nettó	sieť	nettó	N;NOM;FEM;SG	
sieť	network	sieť	network	N;NOM;FEM;SG	
rastliny	növény	rastlina	növény	N;NOM;FEM;PL	N;NOM;SG
rastliny	üzem	rastlina	üz	N;NOM;FEM;PL	N;NOM;SG
