категория	kategorien	категория	kategorien	N;INDF;FEM;SG	N;NOM;FEM;PL
зависимост	abhängigkeit	зависимост	abhängigkeit	N;INDF;FEM;SG	V;SG;FIN
рота	rota	рота	rota	N;INDF;FEM;SG	PROPN;NOM;SG
рота	gesellschaft	рота	gesellschaft	N;INDF;FEM;SG	ADJ
рота	unternehmen	рота	unternehmen	N;INDF;FEM;SG	N;NOM;NEUT;PL
майор	großen	майор	groß	N;INDF;MASC;SG	ADJ;PL
майор	major	майор	major	N;INDF;MASC;SG	PROPN
такава	solches	такъв	solch	DET;FEM;SG	PRO;NOM;INDF;NEUT;SG
такава	solcher	такъв	solch	DET;FEM;SG	PRO;NOM;INDF;SG
такава	solche	такъв	solch	DET;FEM;SG	PRO;NOM;INDF;PL
такава	so	такъв	so	DET;FEM;SG	ADV
такава	solchen	такъв	solch	DET;FEM;SG	PRO;ACC;INDF;MASC;PL
относно	etwa	относно	etwa	ADP	ADV
бан	sperren	бан	sperren	PROPN;INDF;MASC;SG	V;NFIN
бан	ban	бан	ban	PROPN;INDF;MASC;SG	
бан	bann	бан	binnen	PROPN;INDF;MASC;SG	ADV
бан	verbot	бан	verbieten	PROPN;INDF;MASC;SG	V;IND;SG;3;PST;FIN
изтриване	löschen	изтриване	löschen	N;INDF;NEUT;SG	V;NFIN
изтриване	entfernen	изтриване	entfernen	N;INDF;NEUT;SG	V;NFIN
изтриване	lösche	изтриване	lösche	N;INDF;NEUT;SG	V;SG;FIN
композитор	komponistin	композитор	komponistin	N;INDF;MASC;SG	ADJ
композитор	komponist	композитор	komponist	N;INDF;MASC;SG	ADJ
композитор	komponisten	композитор	komponist	N;INDF;MASC;SG	ADJ
йордан	jordan	йордан	jordan	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
йордан	jordanien	йордан	jordanien	PROPN;INDF;MASC;SG	PROPN;NOM;NEUT;SG
космос	kosmos	космос	kosmos	N;INDF;MASC;SG	
космос	weltall	космос	weltall	N;INDF;MASC;SG	
космос	raum	космос	raum	N;INDF;MASC;SG	ADV
космос	weltall	космос	weltall	N;INDF;MASC;SG	
космос	weltraum	космос	weltraum	N;INDF;MASC;SG	PROPN
космос	platz	космос	platz	N;INDF;MASC;SG	ADV
космос	raumfahrt	космос	raumfahren	N;INDF;MASC;SG	
определени	definierte	определя-(се)	definieren	V;PFV;INDF;PL;V.PTCP;PASS	V;IND;SG;3;PST;FIN
структура	strukturen	структура	struktur	N;INDF;FEM;SG	V;NFIN
структура	aufbau	структура	aufbau	N;INDF;FEM;SG	
структура	struktur	структура	struktur	N;INDF;FEM;SG	ADJ
манастира	kloster	манастирам	kloster	N;DEF;MASC;SG	ADJ
манастира	klöster	манастирам	klöst	N;DEF;MASC;SG	ADJ
манастира	klosters	манастирам	klosters	N;DEF;MASC;SG	ADJ
рано	früh	рано	früh	ADV	ADJ
рано	anfang	рано	anfang	ADV	N;ACC;MASC;SG
рано	frühen	рано	früh	ADV	ADJ
рано	early	рано	early	ADV	PROPN
рано	früher	рано	früher	ADV	ADJ
действие	aktion	действие	aktion	N;INDF;NEUT;SG	
действие	maßnahme	действие	maßnahmen	N;INDF;NEUT;SG	ADJ
действие	aktionen	действие	aktion	N;INDF;NEUT;SG	V;NFIN
действие	klage	действие	klage	N;INDF;NEUT;SG	ADJ
действие	maßnahmen	действие	maßnahmen	N;INDF;NEUT;SG	V;NFIN
гео	geo	гео	geo	N;INDF;MASC;SG	
отива	goes	отивам-(си)	goes	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN;NOM;SG
скопие	skopje	скопие	skopje	PROPN;INDF;NEUT;SG	PROPN;NOM;SG
скопие	mazedonien	скопие	mazedonien	PROPN;INDF;NEUT;SG	PROPN
икономически	wirtschaftlichen	икономически	wirtschaftlich	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL
икономически	wirtschaftliche	икономически	wirtschaftlich	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
икономически	wirtschafts	икономически	wirtschafts	ADJ;INDF;MASC;SG	PROPN
португалия	portugal	португалия	portugal	PROPN;INDF;FEM;SG	PROPN
дейвид	heiko	дейвид	heiko	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
дейвид	david	дейвид	david	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
градски	urban	градски	urban	ADJ;INDF;MASC;SG	
градски	stadtplanung	градски	stadtplanung	ADJ;INDF;MASC;SG	PROPN;SG
градски	urbane	градски	urban	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
градски	städtischen	градски	städtisch	ADJ;INDF;MASC;SG	ADJ;NOM;PL
национално	nationaler	национален	national	ADV	ADJ
национално	nationale	национален	national	ADV	ADJ;NOM;FEM;PL
национално	nationalen	национален	national	ADV	ADJ;NOM
национално	national	национален	national	ADV	ADJ
национално	bundesweit	национален	bundesweit	ADV	ADJ
национално	landesweite	национален	landesweit	ADV	ADJ;NOM;FEM;PL
кръст	überqueren	кръст	überqueren	N;INDF;MASC;SG	V;NFIN
кръст	kreuz	кръст	kreuz	N;INDF;MASC;SG	ADJ
кръст	cross	кръст	cross	N;INDF;MASC;SG	PROPN
комплекс	komplexer	комплекс	komplex	N;INDF;MASC;SG	ADJ
комплекс	komplexe	комплекс	komplex	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
комплекс	komplex	комплекс	komplex	N;INDF;MASC;SG	ADJ
комплекс	komplexes	комплекс	komplex	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
дунав	donau	дунав	donau	PROPN;INDF;MASC;SG	PROPN;NOM;SG
предишна	frühere	предишен	früh	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
предишна	vorherige	предишен	vorherig	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
предишна	vorhergehende	предишен	vorhergehend	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
предишна	zuvor	предишен	zuvor	ADJ;INDF;FEM;SG	ADV
съвета	council	съвет	council	N;DEF;MASC;SG	PROPN
полета	fields	поле	fields	N;INDF;NEUT;PL	PROPN
полета	bereichen	поле	bereichen	N;INDF;NEUT;PL	V;NFIN
полета	felder	поле	feld	N;INDF;NEUT;PL	ADJ
полета	flug	поле	flagen	N;INDF;NEUT;PL	
полета	flüge	поле	flüg	N;INDF;NEUT;PL	
чест	ehren	чест	ehr	N;INDF;FEM;SG	
чест	ehre	чест	ehr	N;INDF;FEM;SG	
чест	ehren	чест	ehr	N;INDF;FEM;SG	
чест	ehre	чест	ehr	N;INDF;FEM;SG	
чест	honor	чест	honor	N;INDF;FEM;SG	
час	chas	час	chas	N;INDF;MASC;SG	PROPN
час	uhrzeit	час	uhrzeit	N;INDF;MASC;SG	ADJ
час	stunden	час	stehen	N;INDF;MASC;SG	V;NFIN
час	stunde	час	stund	N;INDF;MASC;SG	ADV
гори	brennt	гора	brennen	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
гори	burns	гора	burns	N;INDF;FEM;PL	PROPN;NOM;MASC;SG
гори	verbrennungen	гора	verbrennen	N;INDF;FEM;PL	V;NFIN
гори	brenn	гора	brenn	N;INDF;FEM;PL	
гори	brennen	гора	brennen	N;INDF;FEM;PL	V;NFIN
гори	verbrennung	гора	verbrennung	N;INDF;FEM;PL	N;NOM;FEM;SG
гори	burn	гора	burn	N;INDF;FEM;PL	PROPN;NOM;SG
гори	verbrennen	гора	verbrennen	N;INDF;FEM;PL	V;NFIN
гори	wald	гора	wald	N;INDF;FEM;PL	N;NOM;MASC;SG
гори	wäldern	гора	wäldern	N;INDF;FEM;PL	
гори	forstwirtschaft	гора	forstwirtschaft	N;INDF;FEM;PL	ADJ
гори	wälder	гора	wald	N;INDF;FEM;PL	
гори	brenn	гора	brenn	N;INDF;FEM;PL	
гори	brennen	гора	brennen	N;INDF;FEM;PL	V;NFIN
гори	verbrennung	гора	verbrennung	N;INDF;FEM;PL	N;NOM;FEM;SG
гори	burning	гора	burningen	N;INDF;FEM;PL	PROPN
гори	verbrennen	гора	verbrennen	N;INDF;FEM;PL	V;NFIN
майкъл	michael	майкъл	michael	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
индонезия	indonesia	индонезия	indonesia	N;INDF;FEM;SG	PROPN;NOM;SG
индонезия	indonesien	индонезия	indonesien	N;INDF;FEM;SG	PROPN;NOM;NEUT;SG
съоръжения	anlagen	съоръжение	anlagen	N;INDF;NEUT;PL	V;NFIN
съоръжения	einrichtungen	съоръжение	einrichtung	N;INDF;NEUT;PL	V;NFIN
рядко	selten	рядко	selten	ADV	ADJ
рядко	selten	рядко	selten	ADV	ADJ
рядко	seltener	рядко	selten	ADV	ADJ
рядко	selten	рядко	selten	ADV	ADJ
рядко	seltenes	рядко	selten	ADV	ADJ;NOM;NEUT;SG
рядко	seltene	рядко	selten	ADV	ADJ;NOM;PL
рядко	seltenheit	рядко	seltenheit	ADV	ADJ
петко	petko	петко	petko	PROPN;INDF;MASC;SG	PROPN;NOM;SG
търговски	kommerzielle	търговски	kommerziell	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
търговски	gewerbliche	търговски	gewerblich	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
комисия	kommission	комисия	kommission	N;INDF;FEM;SG	
комисия	ausschüsse	комисия	ausschüssen	N;INDF;FEM;SG	
комисия	komitee	комисия	komit	N;INDF;FEM;SG	
планински	berge	планински	bergen	ADJ;INDF;MASC;SG	
планински	berg	планински	berg	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG
планински	gebirge	планински	gebirge	ADJ;INDF;MASC;SG	N
планински	bergwelt	планински	bergwelen	ADJ;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
тяхната	deren	наш	der	DET;DEF;FEM;SG;3	DET;GEN;PL
християни	christen	християнин	christ	N;INDF;MASC;PL	
учени	stipendiaten	учен	stipendiaten	N;INDF;MASC;PL	ADJ
учени	gelehrten	учен	gelehrt	N;INDF;MASC;PL	ADJ;PL
учени	gelehrte	учен	gelehrt	N;INDF;MASC;PL	ADJ;NOM;FEM;PL
учени	wissenschaftler	учен	wissenschaftl	N;INDF;MASC;PL	ADJ
учени	wissenschaftler	учен	wissenschaftl	N;INDF;MASC;PL	ADJ
учени	wissenschaftlern	учен	wissenschaftlern	N;INDF;MASC;PL	ADJ
израел	israel	израел	israel	PROPN;INDF;MASC;SG	PROPN;NOM;NEUT;SG
корея	südkorea	корей	südkorea	PROPN;INDF;FEM;SG	PROPN;NOM;MASC;SG
корея	korea	корей	korea	PROPN;INDF;FEM;SG	PROPN;NOM;MASC;SG
единица	unit	единица	unit	N;INDF;FEM;SG	
единица	maßeinheit	единица	maßeinheit	N;INDF;FEM;SG	ADJ
чета	read	чета	read	V;IPFV;IND;SG;1;PRS;FIN;ACT	PROPN;SG
чета	lies	чета	lesen	V;IPFV;IND;SG;1;PRS;FIN;ACT	
чета	lese	чета	lese	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
чета	lektüre	чета	lektür	V;IPFV;IND;SG;1;PRS;FIN;ACT	
чета	lesung	чета	lesung	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;SG
чета	lese	чета	lese	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
въпроси	probleme	въпрос	probleme	N;INDF;MASC;PL	ADJ;PL
въпроси	themen	въпрос	them	N;INDF;MASC;PL	V;FIN
въпроси	fragen	въпрос	fragen	N;INDF;MASC;PL	V;NFIN
изпълнение	implementierung	изпълнение	implementierung	N;INDF;NEUT;SG	ADJ
изпълнение	ausführung	изпълнение	ausführung	N;INDF;NEUT;SG	
изпълнение	performance	изпълнение	performance	N;INDF;NEUT;SG	ADJ;NOM;FEM;PL
изпълнение	ausführung	изпълнение	ausführung	N;INDF;NEUT;SG	
изпълнение	exekution	изпълнение	exekution	N;INDF;NEUT;SG	
минава	pässe	минавам-(се)	passen	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;FEM;PL
флот	navy	флот	navy	N;INDF;MASC;SG	PROPN;NOM;SG
флот	kriegsmarine	флот	kriegsmarin	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
флот	flotte	флот	flott	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
флот	flotten	флот	flott	N;INDF;MASC;SG	ADJ;PL
герои	heroes	герой	heroes	N;INDF;MASC;PL	PROPN
герои	helden	герой	helden	N;INDF;MASC;PL	V;NFIN
герои	charaktere	герой	charakt	N;INDF;MASC;PL	ADJ;NOM;PL
герои	figuren	герой	figur	N;INDF;MASC;PL	V;NFIN
герои	schriftzeichen	герой	schriftzeichen	N;INDF;MASC;PL	V;NFIN
герои	zeichen	герой	zeichen	N;INDF;MASC;PL	V;NFIN
герои	buchstaben	герой	buchstaben	N;INDF;MASC;PL	V;NFIN
официална	offizielle	официален	offiziell	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
официална	formelle	официален	formell	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
официална	formale	официален	formal	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
компании	firmen	компания	farmen	N;INDF;FEM;PL	V;NFIN
компании	gesellschaften	компания	gesellschaft	N;INDF;FEM;PL	ADJ
възпитаници	ehemaliger	възпитаник	ehemalig	N;INDF;MASC;PL	ADJ
възпитаници	alumni	възпитаник	alumni	N;INDF;MASC;PL	
възпитаници	ehemalige	възпитаник	ehemalig	N;INDF;MASC;PL	ADJ;NOM;FEM;PL
възпитаници	absolventen	възпитаник	absolvent	N;INDF;MASC;PL	V;IND;PL;3;FIN
мир	friede	мир	friede	N;INDF;MASC;SG	PROPN;SG
мир	peace	мир	peace	N;INDF;MASC;SG	PROPN;NOM;SG
мир	frieden	мир	frieden	N;INDF;MASC;SG	
мир	friedens	мир	friedens	N;INDF;MASC;SG	
певица	sängerin	певица	sängerin	N;INDF;FEM;SG	ADJ
певица	singer	певица	singer	N;INDF;FEM;SG	PROPN;SG
певица	sänger	певица	sang	N;INDF;FEM;SG	ADJ
растения	anlagen	растение	anlagen	N;INDF;NEUT;PL	V;NFIN
растения	pflanzen	растение	pflanz	N;INDF;NEUT;PL	V;NFIN
растения	pflanze	растение	pflanz	N;INDF;NEUT;PL	
творчество	kreativ	творчество	kreativ	N;INDF;NEUT;SG	ADJ
творчество	kreativität	творчество	kreativität	N;INDF;NEUT;SG	ADJ
продуцент	produzent	продуцент	produzent	N;INDF;MASC;SG	ADJ
продуцент	produzenten	продуцент	produzent	N;INDF;MASC;SG	V;IND;PL;3;PST;FIN
продуцент	hersteller	продуцент	hersteller	N;INDF;MASC;SG	ADJ
продуцент	erzeuger	продуцент	erzeuger	N;INDF;MASC;SG	ADJ
преименува	umbenennung	преименувам	umbenennung	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ
принц	fürst	принц	fürsen	N;INDF;MASC;SG	PROPN;NOM;SG
принц	prince	принц	prince	N;INDF;MASC;SG	PROPN;NOM;SG
принц	prinzen	принц	prinzen	N;INDF;MASC;SG	
стена	pinnwand	стена	pinnwand	N;INDF;FEM;SG	
стена	mauern	стена	mauern	N;INDF;FEM;SG	V;NFIN
стена	mauer	стена	mauer	N;INDF;FEM;SG	
разкази	geschichten	разказ	geschecht	N;INDF;MASC;PL	V;NFIN
разкази	märchen	разказ	märchen	N;INDF;MASC;PL	V;NFIN
разкази	geschichten	разказ	geschecht	N;INDF;MASC;PL	V;NFIN
разкази	meldungen	разказ	meldung	N;INDF;MASC;PL	V;NFIN
загуби	verlust	загуба	verlusen	N;INDF;FEM;PL	
загуби	verluste	загуба	verlust	N;INDF;FEM;PL	ADJ
загуби	verluste	загуба	verlust	N;INDF;FEM;PL	ADJ
загуби	verlust	загуба	verlusen	N;INDF;FEM;PL	
загуби	verlusten	загуба	verlusten	N;INDF;FEM;PL	V;NFIN
загуби	verlor	загуба	verlieren	N;INDF;FEM;PL	V;IND;SG;3;PST;FIN
загуби	verirrt	загуба	verirren	N;INDF;FEM;PL	V;V.PTCP
загуби	verloren	загуба	verlieren	N;INDF;FEM;PL	V;V.PTCP
загуби	verlorene	загуба	verloren	N;INDF;FEM;PL	ADJ;NOM;FEM;SG
загуби	lost	загуба	lossen	N;INDF;FEM;PL	PROPN
смисъл	sinn	смисъл	sein	N;INDF;MASC;SG	
смисъл	bedeutet	смисъл	bedeuten	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
смисъл	bedeutung	смисъл	bedeutung	N;INDF;MASC;SG	ADJ
дълбочина	tiefe	дълбочина	tief	N;INDF;FEM;SG	
дълбочина	tiefen	дълбочина	tief	N;INDF;FEM;SG	V;NFIN
мадрид	madrid	мадрид	madrid	PROPN;INDF;MASC;SG	PROPN;NOM;SG
фронт	front	фронт	fronen	N;INDF;MASC;SG	PROPN
фронт	vorderseite	фронт	vorderseite	N;INDF;MASC;SG	
фронт	vorne	фронт	vorne	N;INDF;MASC;SG	ADV
фронт	vorn	фронт	vorn	N;INDF;MASC;SG	ADV
фронт	vor	фронт	vor	N;INDF;MASC;SG	ADP
изследване	survey	изследване	survey	N;INDF;NEUT;SG	PROPN
изследване	umfrage	изследване	umfragen	N;INDF;NEUT;SG	
изследване	arbeitszimmer	изследване	arbeitszimmer	N;INDF;NEUT;SG	
изследване	forschungen	изследване	forschungen	N;INDF;NEUT;SG	V;NFIN
изследване	recherchen	изследване	recherch	N;INDF;NEUT;SG	V;NFIN
изследване	erkundung	изследване	erkundung	N;INDF;NEUT;SG	ADJ
изследване	erforschen	изследване	erforschen	N;INDF;NEUT;SG	V;NFIN
изследване	entdeckungsreise	изследване	entdeckungsreise	N;INDF;NEUT;SG	;SG
изследване	erforschung	изследване	erforschung	N;INDF;NEUT;SG	ADJ
организира	organisiert	организирам	organisieren	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;V.PTCP
употреба	gebrauch	употреба	gebrauch	N;INDF;FEM;SG	ADJ
употреба	benutzen	употреба	benutzen	N;INDF;FEM;SG	V;NFIN
употреба	verwenden	употреба	verwenden	N;INDF;FEM;SG	V;NFIN
употреба	gebrauch	употреба	gebrauch	N;INDF;FEM;SG	ADJ
продукти	erzeugnis	продукт	erzeugnis	N;INDF;MASC;PL	
продукти	produkten	продукт	produkt	N;INDF;MASC;PL	V;IND;PL;3;FIN
министерството	bildungsministerium	министерство	bildungsministerium	N;DEF;NEUT;SG	ADJ
министерството	ministerium	министерство	ministerium	N;DEF;NEUT;SG	ADJ
кой	who	кой	who	PRO;NOM;MASC;SG	PROPN;NOM;SG
кой	wem	кой	wer	PRO;NOM;MASC;SG	ADV
кой	wen	кой	wer	PRO;NOM;MASC;SG	ADV
техника	techniken	техника	technik	N;INDF;FEM;SG	V;NFIN
тема	themenbereich	тема	themenbereich	N;INDF;FEM;SG	
тема	themenbereich	тема	themenbereich	N;INDF;FEM;SG	
тема	theme	тема	themen	N;INDF;FEM;SG	
тема	themen	тема	them	N;INDF;FEM;SG	V;FIN
тема	themenkreis	тема	themenkreis	N;INDF;FEM;SG	ADV
албания	albanien	албания	albanien	N;INDF;FEM;SG	PROPN;NOM;SG
изкуството	kunstwerke	изкуство	kunstwerk	N;DEF;NEUT;SG	N;NOM;PL
добро	guten	добър	gut	ADV	ADJ;SG
добро	gute	добър	gut	ADV	ADJ;NOM;SG
добро	guter	добър	gut	ADV	ADJ;NOM;MASC
добро	gutes	добър	gut	ADV	ADJ;NOM;NEUT;SG
добро	gut	добър	gut	ADV	ADJ
подкрепа	unterstützen	подкрепа	unterstützen	N;INDF;FEM;SG	V;NFIN
подкрепа	unterstützende	подкрепа	unterstützend	N;INDF;FEM;SG	ADJ;NOM;FEM;PL
подкрепа	förderung	подкрепа	förderung	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
подкрепа	unterstützung	подкрепа	unterstützung	N;INDF;FEM;SG	ADJ
подкрепа	unterstützen	подкрепа	unterstützen	N;INDF;FEM;SG	V;NFIN
активно	aktive	активно	aktiv	ADV	ADJ;NOM;FEM;PL
активно	aktiven	активно	aktiv	ADV	ADJ
активно	aktiv	активно	aktiv	ADV	ADJ
активно	wirkstoffe	активно	wirkstoff	ADV	N;NOM;SG
активно	aktiver	активно	aktiv	ADV	ADJ
едновременно	gleichzeitiger	едновременно	gleichzeitig	ADV	ADJ
едновременно	gleichzeitige	едновременно	gleichzeitig	ADV	ADJ;NOM;FEM;PL
едновременно	simultan	едновременно	simultan	ADV	ADJ
едновременно	gleichzeitig	едновременно	gleichzeitig	ADV	ADJ
едновременно	gleichzeitigen	едновременно	gleichzeitig	ADV	ADJ
едновременно	zeitgleich	едновременно	zeitgleich	ADV	ADJ
едновременно	gleichzeitig	едновременно	gleichzeitig	ADV	ADJ
едновременно	simultan	едновременно	simultan	ADV	ADJ
изключение	ausnahme	изключение	ausnehmen	N;INDF;NEUT;SG	
реките	rivers	река	rivers	N;DEF;FEM;PL	PROPN
снимки	bildern	снимка	bildern	N;INDF;FEM;PL	V;NFIN
снимки	bildergalerie	снимка	bildergalerie	N;INDF;FEM;PL	ADJ
снимки	fotografien	снимка	fotografien	N;INDF;FEM;PL	
снимки	fotos	снимка	fotos	N;INDF;FEM;PL	
снимки	abbildungen	снимка	abbildung	N;INDF;FEM;PL	V;NFIN
снимки	bildmaterial	снимка	bildmaterial	N;INDF;FEM;PL	ADJ
снимки	bildern	снимка	bildern	N;INDF;FEM;PL	V;NFIN
автори	schriftsteller	автор	schriftsteller	N;INDF;MASC;PL	ADJ
автори	verfasser	автор	verfasser	N;INDF;MASC;PL	
автори	urheber	автор	urheber	N;INDF;MASC;PL	
автори	autoren	автор	autor	N;INDF;MASC;PL	
братя	brüdern	брат	brüdern	N;INDF;MASC;PL	
братя	brothers	брат	brothers	N;INDF;MASC;PL	PROPN;NOM;SG
братя	bros	брат	bros	N;INDF;MASC;PL	PROPN
асен	asen	асен	asen	PROPN;INDF;MASC;SG	
видео	videospiele	видео	videospiel	N;INDF;NEUT;SG	
успешно	erfolgreich	успешно	erfolgreich	ADV	ADJ
успешно	erfolgreichen	успешно	erfolgreich	ADV	ADJ
успешно	erfolgreiche	успешно	erfolgreich	ADV	ADJ;NOM;FEM;PL
успешно	erfolgreich	успешно	erfolgreich	ADV	ADJ
тяло	body	тяло	body	N;INDF;NEUT;SG	PROPN;NOM;SG
тяло	körper	тяло	körp	N;INDF;NEUT;SG	
тяло	karosserie	тяло	karosserie	N;INDF;NEUT;SG	ADJ
тяло	stelle	тяло	stellen	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
метъл	metall	метъл	metall	N;INDF;MASC;SG	
метъл	metal	метъл	metal	N;INDF;MASC;SG	PROPN
метъл	metallbearbeitung	метъл	metallbearbeitung	N;INDF;MASC;SG	ADJ
метъл	metalle	метъл	metall	N;INDF;MASC;SG	N;NOM;PL
вмро	vmro	вмро	vmro	PROPN;INDF;MASC;SG	
интерес	zinsen	интерес	zinsen	N;INDF;MASC;SG	
интерес	interessen	интерес	interesse	N;INDF;MASC;SG	N;NOM;PL
интерес	zins	интерес	zins	N;INDF;MASC;SG	
интерес	interesse	интерес	interesse	N;INDF;MASC;SG	
коста	costa	коста	costa	N;INDF;FEM;SG	PROPN
коста	kosta	коста	kosta	N;INDF;FEM;SG	PROPN;NOM;SG
шаблони	templates	шаблон	templat	N;INDF;MASC;PL	N;NOM;NEUT;SG
шаблони	schablonen	шаблон	schablonen	N;INDF;MASC;PL	V;NFIN
шаблони	schablone	шаблон	schablone	N;INDF;MASC;PL	ADJ;NOM;FEM;PL
шаблони	vorlagen	шаблон	vorliegen	N;INDF;MASC;PL	V;NFIN
шаблони	vorlage	шаблон	vorlagen	N;INDF;MASC;PL	
операция	betrieb	операция	betreiben	N;INDF;FEM;SG	V;IND;SG;3;PST;FIN
операция	arbeitsweise	операция	arbeitsweise	N;INDF;FEM;SG	ADV
операция	operation	операция	operation	N;INDF;FEM;SG	
операция	operationen	операция	operation	N;INDF;FEM;SG	V;NFIN
операция	operation	операция	operation	N;INDF;FEM;SG	
операция	chirurgie	операция	chirurgie	N;INDF;FEM;SG	
операция	op	операция	op	N;INDF;FEM;SG	
трета	dritte	трети	dritt	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
трета	drittens	трети	drittens	ADJ;INDF;FEM;SG	ADV
томас	thomas	томас	thomas	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
срещи	zeitpunkte	среща	zeitpunkt	N;INDF;FEM;PL	ADJ
срещи	datum	среща	datum	N;INDF;FEM;PL	
срещи	termine	среща	termin	N;INDF;FEM;PL	
срещи	treffen	среща	treffen	N;INDF;FEM;PL	V;NFIN
срещи	sitzungen	среща	sitzung	N;INDF;FEM;PL	V;NFIN
срещи	partnersuche	среща	partnersuche	N;INDF;FEM;PL	ADJ;NOM;FEM;SG
срещи	verabredungen	среща	verabredungen	N;INDF;FEM;PL	V;NFIN
срещи	ausgehen	среща	ausgehen	N;INDF;FEM;PL	V;NFIN
срещи	dating	среща	dating	N;INDF;FEM;PL	
едуард	edward	едуард	edward	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
едуард	eduard	едуард	eduard	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
едуард	eduard	едуард	eduard	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
основна	wichtigsten	основен	wichtig	ADJ;INDF;FEM;SG	ADJ;PL
основна	main	основен	main	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG
основна	hauptsache	основен	hauptsache	ADJ;INDF;FEM;SG	ADV
основна	haupt	основен	haupen	ADJ;INDF;FEM;SG	
основна	grundlegenden	основен	grundlegend	ADJ;INDF;FEM;SG	V;FIN
основна	basic	основен	basic	ADJ;INDF;FEM;SG	
основна	grundlegende	основен	grundlegend	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
програмата	programm	програма	programm	N;DEF;FEM;SG	ADJ
програмата	programmieren	програма	programmieren	N;DEF;FEM;SG	V;NFIN
материал	materialien	материал	materialien	N;INDF;MASC;SG	V;NFIN
материал	material	материал	material	N;INDF;MASC;SG	ADJ
материал	werkstoffe	материал	werkstoff	N;INDF;MASC;SG	
материал	werkstoff	материал	werkstoff	N;INDF;MASC;SG	
възстановяване	rückzahlung	възстановяване	rückzahlung	N;INDF;NEUT;SG	ADJ
възстановяване	wiederherzustellen	възстановяване	wiederhustellen	N;INDF;NEUT;SG	V;NFIN
възстановяване	wiederhergestellt	възстановяване	wiederherstellen	N;INDF;NEUT;SG	V;V.PTCP
възстановяване	wiederherstellung	възстановяване	wiederherstellung	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
възстановяване	wiederherstellen	възстановяване	wiederherstellen	N;INDF;NEUT;SG	V;NFIN
възстановяване	instandsetzung	възстановяване	instandsetzung	N;INDF;NEUT;SG	
възстановяване	wiederherstellung	възстановяване	wiederherstellung	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
възстановяване	verwertung	възстановяване	verwertung	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
възстановяване	erholung	възстановяване	erholung	N;INDF;NEUT;SG	ADJ
възстановяване	rückforderung	възстановяване	Rückforderung	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
възстановяване	rückzahlung	възстановяване	rückzahlung	N;INDF;NEUT;SG	ADJ
причини	gründe	причина	gründen	N;INDF;FEM;PL	
причини	gründen	причина	gründen	N;INDF;FEM;PL	V;NFIN
причини	verursachen	причина	verursachen	N;INDF;FEM;PL	V;NFIN
причини	gründe	причина	gründen	N;INDF;FEM;PL	
причини	ursachen	причина	ursechen	N;INDF;FEM;PL	V;NFIN
причини	ursache	причина	ursache	N;INDF;FEM;PL	
