przez	דרך	przez	דרך	ADP	
wyspy	איים	wyspa	אי		PROPN
wyspy	אי	wyspa	אי		ADV
muzyki	מוסיקה	muzyka	מוזיקה		N;FEM;SG
muzyki	מוזיקה	muzyka	הוזיק		N;FEM;SG
und	und	unda	und	V;IPFV;IMP;SG;2;FIN;ACT	PROPN
działa	פועל	działać	פועל	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
działa	יצירות	działać	יצירה	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
działa	עובדת	działać	עובדה	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
działa	עובד	działać	עובד	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN
książki	ספר	książka	ספר	N;NOM;FEM;PL	N;MASC;SG
rosyjski	רוסייה	rosyjski	רוסייה	ADJ;NOM;MASC;SG	PROPN
rosyjski	רוסית	rosyjski	רוסית	ADJ;NOM;MASC;SG	PROPN
rosyjski	רוסי	rosyjski	רוסי	ADJ;NOM;MASC;SG	N;MASC;SG
gatunki	מין	gatunek	מין	N;NOM;MASC;PL	
gatunki	זן	gatunek	זן	N;NOM;MASC;PL	
amerykańska	אמריקאים	amerykański	אמריקני	ADJ;NOM;FEM;SG	N;MASC;PL
amerykańska	אמריקני	amerykański	אמריקני	ADJ;NOM;FEM;SG	PROPN
amerykańska	אמריקאית	amerykański	אמריקני	ADJ;NOM;FEM;SG	ADV
black	שחורה	black	שחורה		ADJ;FEM;SG
black	שחור	black	שחור		ADJ;MASC;SG
mecz	המשחק	mecz	המשחק	N;NOM;MASC;SG	PROPN
wszystko	הכול	wszystko	הכול	PRO;NOM;NEUT;SG	
wszystko	הכל	wszystko	הכיל	PRO;NOM;NEUT;SG	N
wszystko	כולם	wszystko	None	PRO;NOM;NEUT;SG	N;MASC;PL
wszystko	הכל	wszystko	הכיל	PRO;NOM;NEUT;SG	N
wszystko	כל	wszystko	כול	PRO;NOM;NEUT;SG	DET;PSSD
uwagi	תצפיות	uwaga	תצפית	N;ACC;FEM;SG	N;FEM;PL
uwagi	התגובות	uwaga	התגובות	N;ACC;FEM;SG	N;FEM;PL
uwagi	תגובות	uwaga	תגובה	N;ACC;FEM;SG	N;FEM;PL
uwagi	הערות	uwaga	הערה	N;ACC;FEM;SG	N;FEM;PL
generał	כללי	generał	כלל	N;NOM;MASC;SG	N;MASC;PL
zostaje	נשאר	zostawać	נשאר	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;3;PST;MID
udało	מנוהלת	udać	מנוהל	V;PFV;NEUT;IND;SG;PST;FIN;ACT	V;FEM;SG;V.PTCP;PASS
udało	מנוהל	udać	מנוהל	V;PFV;NEUT;IND;SG;PST;FIN;ACT	PROPN
południe	הצהריים	południe	הצהריים	N;NOM;NEUT;SG	N;MASC;DU
południe	בצהריים	południe	בצהריים	N;NOM;NEUT;SG	N;MASC;DU
południe	צהרים	południe	צהריים	N;NOM;NEUT;SG	N;MASC;PL
południe	צהריים	południe	צהריים	N;NOM;NEUT;SG	N;MASC;PL
południe	דרומה	południe	דרומה	N;NOM;NEUT;SG	
południe	הדרום	południe	הדרום	N;NOM;NEUT;SG	
łącznie	הכולל	łącznie	הכולל	ADV	PROPN
łącznie	משולבים	łącznie	שולב	ADV	V;MASC;PL;V.PTCP;PASS
łącznie	משולב	łącznie	משולב	ADV	PROPN
łącznie	בשילוב	łącznie	בשילוב	ADV	PROPN
duże	גדולים	duży	גדול	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
duże	ביג	duży	ביג	ADJ;NOM;NEUT;SG	
duże	גדולים	duży	גדול	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
xvii	xvii	xvii	xvii		NUM
zostać	תישאר	zostać	נשאר	V;PFV;NFIN;ACT	V;FEM;SG;3;FUT;MID
zostać	הישאר	zostać	הישאר	V;PFV;NFIN;ACT	PROPN
przykład	דוגמא	przykład	דוגמה	N;NOM;MASC;SG	
przykład	לדוגמה	przykład	לדוגמה	N;NOM;MASC;SG	PROPN
pasażerów	הנוסע	pasażer	הנוסע	N;ACC;MASC;PL	PROPN
pasażerów	נוסע	pasażer	נסע	N;ACC;MASC;PL	V;MASC;SG;V.PTCP;ACT
pasażerów	נוסעת	pasażer	נוסע	N;ACC;MASC;PL	V;FEM;SG;V.PTCP;ACT
związane	מקושר	związany	מקושר	ADJ;NOM;NEUT;SG	PROPN
związane	מחוברים	związany	מחובר	ADJ;NOM;NEUT;SG	V;MASC;PL;V.PTCP;PASS
związane	מחובר	związany	חובר	ADJ;NOM;NEUT;SG	V;MASC;SG;V.PTCP;PASS
związane	מחוברת	związany	מחובר	ADJ;NOM;NEUT;SG	PROPN
wikipedia	ויקיפדיה	wikipediać	ויקיפדיה		PROPN
siedziba	המפקדה	siedziba	המפקד	N;NOM;FEM;SG	PROPN
siedziba	מושב	siedziba	מושב	N;NOM;FEM;SG	
siedziba	המושב	siedziba	המושב	N;NOM;FEM;SG	
szybko	מהיר	szybko	מהיר	ADV	
szybko	מהיר	szybko	מהיר	ADV	
minister	השר	minister	השר	N;NOM;MASC;SG	
zawodnik	נגן	zawodnik	נגן	N;NOM;MASC;SG	
zawodnik	מתחרה	zawodnik	התחרה	N;NOM;MASC;SG	V;MASC;SG;V.PTCP
zawodnik	מתמודד	zawodnik	התמודד	N;NOM;MASC;SG	V;MASC;SG;V.PTCP
galeria	גלריה	galeria	גלריה		N;FEM;SG
galeria	הגלריה	galeria	הגלריה		PROPN
wygrał	ניצחו	wygrać	ניצח	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PL;3;PST;ACT
records	רישומי	records	רישום		ADJ;MASC;PL
records	תקליטים	records	תקליט		N;MASC;PL
records	רישומים	records	רישום		N;MASC;PL
records	רשומות	records	רשם		N;FEM;PL
love	באהבה	lova	באהבה		PROPN
love	אוהב	lova	אהב		V;MASC;SG;V.PTCP;ACT
love	אהבה	lova	אהבה		N;FEM;SG
love	אוהבת	lova	אהב		V;FEM;SG;V.PTCP;ACT
love	אהובה	lova	אהובה		PROPN
medalista	מדליסט	medalista	מדליסט	N;NOM;MASC;SG	PROPN
ruch	התנועה	ruch	התנועה	N;ACC;MASC;SG	V;MASC;SG;3;PST
paryżu	פריס	paryż	פריז	N;DAT;MASC;SG	PROPN
paryżu	פריז	paryż	פריז	N;DAT;MASC;SG	PROPN
tekst	הטקסט	tekst	הטקסט	N;NOM;MASC;SG	PROPN
druga	שניה	drugi	שניה	ADJ;NOM;FEM;SG	NUM;FEM;SG
druga	שנייה	drugi	שנייה	ADJ;NOM;FEM;SG	NUM;FEM;SG
druga	שני	drugi	שני	ADJ;NOM;FEM;SG	NUM;MASC;PL
druga	שנית	drugi	שנית	ADJ;NOM;FEM;SG	
karol	קרלו	karol	קרלו	PROPN;NOM;MASC;SG	PROPN
karol	קרל	karol	קרל	PROPN;NOM;MASC;SG	PROPN
karol	קארל	karol	קארל	PROPN;NOM;MASC;SG	PROPN
miejsc	למקומות	miejsce	למקום	N;GEN;NEUT;PL	
składa	לשכות	składać	לשכה	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
musi	חייב	musieć	חייב	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;MASC;SG
obraz	התמונה	obraz	התמונה	N;NOM;MASC;SG	V;FEM;SG;3;PST
obraz	התמונה	obraz	התמונה	N;NOM;MASC;SG	V;FEM;SG;3;PST
dowódcy	המפקדים	dowódca	המפקד	N;NOM;MASC;SG	PROPN
dowódcy	מפקדים	dowódca	מפקד	N;NOM;MASC;SG	N;MASC;PL
instytutu	המכון	instytut	המכון	N;GEN;MASC;SG	
instytutu	המוסד	instytut	המוסד	N;GEN;MASC;SG	
obejmuje	כיסויי	obejmować	כיסוי	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;PSSD;MASC;PL
obejmuje	מכסה	obejmować	כיסה	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
obejmuje	כולל	obejmować	כלל	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
obejmuje	כוללת	obejmować	כלל	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
batalion	גדוד	batalion	גדוד	N;NOM;MASC;SG	PROPN
batalion	הגדוד	batalion	הגדוד	N;NOM;MASC;SG	PROPN
drodze	כביש	droga	כביש	N;DAT;FEM;SG	PROPN
zasady	העקרונות	zasada	העקרונות	N;ACC;FEM;PL	PROPN
edward	אדוארד	edward	אדוארד	PROPN;NOM;MASC;SG	PROPN
stała	הקבוע	stać	הקבוע	V;IPFV;FEM;IND;SG;PST;FIN;ACT	PROPN
stała	קבועה	stać	קבוע	V;IPFV;FEM;IND;SG;PST;FIN;ACT	ADJ;FEM;SG
stała	קבוע	stać	קבוע	V;IPFV;FEM;IND;SG;PST;FIN;ACT	ADJ;MASC;SG
stała	קבועה	stać	קבוע	V;IPFV;FEM;IND;SG;PST;FIN;ACT	ADJ;FEM;SG
stała	קבוע	stać	קבוע	V;IPFV;FEM;IND;SG;PST;FIN;ACT	ADJ;MASC;SG
stała	תוקן	stać	תוקן	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;MASC;SG;3;PST;PASS
stała	מתוקן	stać	מתוקן	V;IPFV;FEM;IND;SG;PST;FIN;ACT	ADJ;MASC;SG
stała	קבוע	stać	קבוע	V;IPFV;FEM;IND;SG;PST;FIN;ACT	ADJ;MASC;SG
marii	מריה	maria	מריה		PROPN
góra	הר	góra	הר		PROPN
góra	עליון	góra	עליון		ADJ;MASC;SG
góra	מאונט	góra	מאונט		PROPN
góra	הר	góra	הר		PROPN
aleksander	אלכסנדר	aleksander	אלכסנדר	N;NOM;MASC;SG	PROPN
broni	נשקים	bronić	נשק	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
broni	נשק	bronić	נשק	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
stopnie	צעדי	stopień	צעד	N;NOM;MASC;PL	PROPN
top	עליון	top	עליון		ADJ;MASC;SG
peter	פיטר	peter	פיטר	PROPN;NOM;MASC;SG	PROPN
peter	פטרוס	peter	פטרוס	PROPN;NOM;MASC;SG	PROPN
peter	פטר	peter	פטר	PROPN;NOM;MASC;SG	PROPN
sieci	רשתות	sieć	רשת		N;FEM;PL
sieci	הרשת	sieć	הרשה		PROPN
sieci	רשת	sieć	רשת		N;FEM;SG
sieci	הרשתות	sieć	הרשתות		N;FEM;PL
sieci	רשתות	sieć	רשת		N;FEM;PL
miejskie	עירונית	miejski	עירוני	ADJ;NOM;NEUT;SG	ADV
miejskie	עירוני	miejski	עירוני	ADJ;NOM;NEUT;SG	PROPN
thomas	תומאס	thomas	תומאס	PROPN;NOM;MASC;SG	PROPN
ludność	אוכלוסיות	ludność	אוכלוסיה	N;NOM;FEM;SG	N;FEM;PL
powieści	רומן	powieść	רומן	N;GEN;FEM;SG	PROPN
powieści	רומנים	powieść	רומני	N;GEN;FEM;SG	N;MASC;PL
różne	שונות	różny	שונה	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
różne	שונה	różny	שונה	ADJ;NOM;NEUT;SG	
różne	שונים	różny	שונה	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
różne	שונים	różny	שונה	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
różne	שונות	różny	שונה	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
martin	מרטן	martin	מרטן	PROPN;NOM;MASC;SG	PROPN
martin	מרטין	martin	מרטין	PROPN;NOM;MASC;SG	PROPN
bitwa	קרב	bitwo	קרב		N;MASC;SG
bitwa	הקרב	bitwo	הקרב		N;MASC;SG
styczniu	ינואר	styczeń	ינואר	N;GEN;MASC;SG	PROPN
styczniu	בינואר	styczeń	בינואר	N;GEN;MASC;SG	
nieco	במעט	nieco	במעט	ADV	
nieco	במקצת	nieco	במקצת	ADV	
stronę	דף	strona	דף	N;ACC;FEM;SG	
stronę	עמוד	strona	עמוד	N;ACC;FEM;SG	
stronę	הדף	strona	הדף	N;ACC;FEM;SG	
położony	אותרה	położyć	אותר		PROPN
położony	ממוקמת	położyć	מוקם		V;FEM;SG;V.PTCP;PASS
położony	ממוקם	położyć	מוקם		V;MASC;SG;V.PTCP;PASS
zaczął	התחלת	zacząć	התחלה	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;FEM;SG
zaczął	התחלנו	zacząć	התחלן	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PL;1;PST
instytut	המכון	instytut	המכון	N;NOM;MASC;SG	
instytut	המוסד	instytut	המוסד	N;NOM;MASC;SG	
znaczenie	משמעויות	znaczenie	משמעות	N;NOM;NEUT;SG	N;FEM;PL
mln	מיליון	mlna	מיליון		NUM;MASC;SG
mln	מליון	mlna	מליון		N;MASC;SG
mało	קטן	mało	קטן	ADV	ADJ;MASC;SG
mało	קטנה	mało	קטן	ADV	ADJ;FEM;SG
mało	ליטל	mało	ניטל	ADV	PROPN
londynie	לונדון	londynąć	לונדון	N;DAT;MASC;SG	PROPN
odkryta	חשף	odkryć	חשף	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
jezioro	אגם	jezioro	אגם	N;NOM;NEUT;SG	PROPN
jezioro	לייק	jezioro	לייק	N;NOM;NEUT;SG	PROPN
śmierć	המוות	śmierć	המווה	N;NOM;FEM;SG	
śmierć	מות	śmierć	מוות	N;NOM;FEM;SG	
zbyt	גם	zbyt	גם	PART	ADV
zbyt	מדי	zbyt	מדי	PART	ADV
kobiety	אשה	kobieta	איש	N;NOM;FEM;PL	N;FEM;SG
kobiety	אישה	kobieta	איש	N;NOM;FEM;PL	N;FEM;SG
kobiety	נשי	kobieta	איש	N;NOM;FEM;PL	
kobiety	נקבה	kobieta	נקבה	N;NOM;FEM;PL	PROPN
stefan	סטיבן	stefan	סטיבן	PROPN;NOM;MASC;SG	PROPN
stefan	סטפן	stefan	סטפן	PROPN;NOM;MASC;SG	PROPN
królestwa	הממלכה	królestwo	הממלך	N;GEN;NEUT;SG	PROPN
królestwa	ממלכות	królestwo	ממלכה	N;GEN;NEUT;SG	N;FEM;PL
uczestniczył	השתתפו	uczestniczyć	השתתף	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;PL;3;PST
uczestniczył	השתתפו	uczestniczyć	השתתף	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;PL;3;PST
japonii	יפן	japonia	יפן		PROPN
national	לאומי	national	לאומי	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	PROPN
national	לאומית	national	לאומי	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADV
roli	התפקיד	rola	התפקיד	N;GEN;FEM;SG	V;PL;1;PST;ACT
zamek	מנעול	zamek	מנעול		PROPN
zamek	לנעול	zamek	נעל		V;NFIN;ACT
zamek	נעילה	zamek	נעיל		N;FEM;SG
zamek	טירה	zamek	טירה		N;FEM;SG
zamek	קאסל	zamek	קאסל		PROPN
zamek	הטירה	zamek	הטירה		N;FEM;SG
zamek	טירת	zamek	טירה		N;PSSD;FEM;SG
roślin	צמחים	roślina	צמח		N;MASC;PL
roślin	צמח	roślina	צמח		PROPN
roślin	שתול	roślina	שתול		PROPN
trzeci	שלישי	trzeci	שלישי	ADJ;NOM;MASC;SG	PROPN
trzeci	השלישי	trzeci	השליש	ADJ;NOM;MASC;SG	PROPN
trzeci	שלישית	trzeci	None	ADJ;NOM;MASC;SG	ADV
wartości	הערכים	wartość	הערך	N;GEN;FEM;SG	N;MASC;PL
wartości	ערכים	wartość	ערך	N;GEN;FEM;SG	N;MASC;PL
wartości	הערך	wartość	הערך	N;GEN;FEM;SG	
franciszek	פראנסיס	franciszek	פראנסיס	N;NOM;MASC;SG	PROPN
franciszek	פרנסיס	franciszek	פרנסיס	N;NOM;MASC;SG	PROPN
franciszek	פרנקי	franciszek	פרנקי	N;NOM;MASC;SG	PROPN
producent	מפיק	producent	מפיק		N;MASC;SG
producent	מפיקה	producent	הפיק		V;FEM;SG;V.PTCP;ACT
producent	היצרן	producent	היצרן		PROPN
producent	יצרן	producent	יצרן		N;MASC;SG
zajmuje	לוקח	zajmować	לקח	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
świat	העולם	świat	העולם	N;NOM;MASC;SG	
żona	אשתו	żona	אשת	N;NOM;FEM;SG	
żona	רעיה	żona	רעיה	N;NOM;FEM;SG	PROPN
funkcji	פונקציות	funkcja	פונקציה	N;GEN;FEM;SG	N;FEM;PL
poniżej	מתחת	poniżej	מתחת		ADP
poniżej	להלן	poniżej	להלן		ADV
vii	השביעי	vii	השביע		ADV
sekcji	מקטע	sekcja	מקטע	N;GEN;FEM;SG	
all	כולם	all	None		N;MASC;PL
all	הכל	all	הכיל		N
all	כל	all	כול		DET;PSSD
festiwalu	הפסטיבל	festiwal	הפסטיבל	N;GEN;MASC;SG	PROPN
znane	ידוע	znać	ידוע	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;MASC;SG
znane	הידוע	znać	הידוע	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	
znane	ידועה	znać	ידע	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;V.PTCP;ACT
znane	ידועים	znać	ידוע	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;MASC;PL
bitwie	קרב	bitwo	קרב	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
bitwie	הקרב	bitwo	הקרב	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
kompozytor	מלחין	kompozytor	מלחין	N;NOM;MASC;SG	PROPN
kompozytor	המלחין	kompozytor	המלחין	N;NOM;MASC;SG	PROPN
pięć	חמישה	pięć	חמישה	NUM;ACC;MASC;PL	NUM;MASC;SG
pięć	חמש	pięć	חמש	NUM;ACC;MASC;PL	NUM;FEM;SG
pięć	five	pięć	five	NUM;ACC;MASC;PL	
nagrodę	פרס	nagroda	פרס	N;ACC;FEM;SG	PROPN
nagrodę	גמול	nagroda	גמול	N;ACC;FEM;SG	PROPN
nagrodę	פרס	nagroda	פרס	N;ACC;FEM;SG	PROPN
nagrodę	פרס	nagroda	פרס	N;ACC;FEM;SG	PROPN
dodatkowo	פלוס	dodatkowo	None	ADV	
dodatkowo	ובנוסף	dodatkowo	ובנוסף	ADV	
rynku	השוק	rynek	השוק	N;GEN;MASC;SG	
rynku	מרקט	rynek	מרקט	N;GEN;MASC;SG	PROPN
serial	סדרתי	serial	סדרתי	N;NOM;MASC;SG	ADJ;MASC;SG
serial	סידורי	serial	סידורי	N;NOM;MASC;SG	N;MASC;PL
praw	זכויות	prawo	זכות		N;FEM;PL
praw	הזכויות	prawo	הזכות		N;FEM;PL
reprezentacja	לייצוג	reprezentacja	לייצוג	N;NOM;FEM;SG	V;NFIN;ACT
aleksandra	אלכסנדרה	aleksandra	אלכסנדרה		PROPN
aleksandra	אלכסנדר	aleksandra	אלכסנדר		PROPN
inny	שונות	inny	שונה	ADJ;NOM;MASC;SG	ADJ;FEM;PL
inny	שונה	inny	שונה	ADJ;NOM;MASC;SG	
inny	שונים	inny	שונה	ADJ;NOM;MASC;SG	ADJ;MASC;PL
inny	אחרים	inny	אחר	ADJ;NOM;MASC;SG	ADJ;MASC;PL
inny	אחר	inny	אחר	ADJ;NOM;MASC;SG	ADP
inny	אחר	inny	אחר	ADJ;NOM;MASC;SG	ADP
zwycięstwo	הניצחון	zwycięstwo	הניצחון	N;NOM;NEUT;SG	PROPN
znalazł	נמצא	znaleźć	נמצא	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP;MID
znalazł	נמצאו	znaleźć	נמצא	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PL;3;PST;MID
znalazł	נמצאה	znaleźć	נמצא	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;FEM;SG;3;PST;MID
stron	דפים	strona	דף		N;MASC;PL
stron	עמודים	strona	עמוד		N;MASC;PL
kierunkowy	כיווני	kierunkowy	כיוון	ADJ;NOM;MASC;SG	N;MASC;PL
wiek	הגיל	wiek	הגיל	N;NOM;MASC;SG	ADV
wiek	המאה	wiek	המאה	N;NOM;MASC;SG	
polsko	פוליש	polski	פוליש	ADJ	PROPN
polsko	לק	polski	לק	ADJ	
polsko	פולני	polski	פולני	ADJ	PROPN
polsko	הברקה	polski	הברקה	ADJ	N;FEM;SG
del	דל	del	דל		ADJ;MASC;SG
kto	מי	kto	מי	PRO;NOM;MASC;SG	ADV
pomimo	למרות	pomimo	למרות		ADP
international	international	international	קגקגק	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	PROPN
international	בינלאומית	international	בינלאומית	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	PROPN
international	בינלאומי	international	בינלאומי	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	PROPN
international	הבינלאומי	international	הבינלאומי	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	PROPN
charakter	תו	charakter	תו	N;NOM;MASC;SG	
charakter	הטבע	charakter	הטבע	N;NOM;MASC;SG	
charakter	טבע	charakter	טבע	N;NOM;MASC;SG	
walk	ריבים	walk	ריב		N;MASC;PL
walk	קטטות	walk	קטט		N;FEM;PL
walk	קרבות	walk	קרב		N;MASC;PL
walk	הליכה	walk	הליכה		N;FEM;SG
walk	ללכת	walk	הלך		V;NFIN;ACT
utworzono	נוצרה	utworzyć	נוצר	V;PFV;IND;0;PST;FIN;ACT	V;FEM;SG;3;PST;MID
utworzono	נוצרו	utworzyć	נוצר	V;PFV;IND;0;PST;FIN;ACT	V;PL;3;PST;MID
utworzono	יצרת	utworzyć	יצרת	V;PFV;IND;0;PST;FIN;ACT	N;FEM;SG
utworzono	יצר	utworzyć	יצר	V;PFV;IND;0;PST;FIN;ACT	N;MASC;SG
utworzono	נוצר	utworzyć	נוצר	V;PFV;IND;0;PST;FIN;ACT	V;MASC;SG;3;PST;MID
grudniu	בדצמבר	grudzień	בדצמבר	N;GEN;MASC;SG	PROPN
grudniu	דצמבר	grudzień	דצמבר	N;GEN;MASC;SG	PROPN
jakie	מה	jaki	מה	DET;ACC;MASC;SG	ADV
pomnik	פסל	pomnik	פסל	N;ACC;MASC;SG	PROPN
pomnik	האנדרטה	pomnik	האנדרטה	N;ACC;MASC;SG	PROPN
wchodzi	נכנס	wchodzić	נכנס	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;MID
wojskowy	צבא	wojskowy	צבא	ADJ;NOM;MASC;SG	N;MASC;SG
minute	דקה	minuta	דקה	N;NOM;FEM;PL	N;FEM;SG
turniej	הטורניר	turnia	הטורניר	N;NOM;MASC;SG	PROPN
zazwyczaj	הרגיל	zazwyczaj	הרגיל		ADV
antoni	אנטוני	antoni	אנטוני	PROPN;NOM;MASC;SG	PROPN
antoni	אנתוני	antoni	אנתוני	PROPN;NOM;MASC;SG	PROPN
antoni	אנטואן	antoni	אנטואן	PROPN;NOM;MASC;SG	PROPN
matka	אימא	matka	אימא	N;NOM;FEM;SG	
zamiast	ובמקום	zamiast	ובמקום		PROPN
zamiast	במקום	zamiast	במקום		ADP
jeziora	אגמים	jezioro	אגם	N;ACC;NEUT;SG	N;MASC;PL
jeziora	אגם	jezioro	אגם	N;ACC;NEUT;SG	PROPN
jeziora	לייק	jezioro	לייק	N;ACC;NEUT;SG	PROPN
piotra	פיטר	piotr	פיטר		PROPN
piotra	פטרוס	piotr	פטרוס		PROPN
piotra	פטר	piotr	פטר		PROPN
naukowe	מדעי	naukowy	מדע	ADJ;NOM;NEUT;SG	PROPN
janusz	יאנוש	janusz	נאנוש	PROPN;NOM;MASC;SG	PROPN
powyżej	לעיל	powyżej	לעיל		ADV
powyżej	מעל	powyżej	מעל		ADP
należą	שייכות	należeć	שייכות	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;FEM;SG
należą	שייכים	należeć	שייך	V;IPFV;IND;PL;3;PRS;FIN;ACT	ADJ;MASC;PL
należą	שייך	należeć	שייך	V;IPFV;IND;PL;3;PRS;FIN;ACT	ADJ;MASC;SG
należą	שייכת	należeć	שייך	V;IPFV;IND;PL;3;PRS;FIN;ACT	ADJ;FEM;SG
unii	האיחוד	unia	האיחוד		PROPN
unii	איגוד	unia	איגוד		N;MASC;SG
unii	איחוד	unia	None		N;MASC;SG
finale	גמר	finał	גמר		N;MASC;SG
herb	הרב	herb	הרב	N;NOM;MASC;SG	
wydanie	המהדורה	wydanie	המהדורה	N;PFV;NOM;NEUT;SG;POS;V.MSDR	PROPN
wydanie	גיליון	wydanie	גיליון	N;PFV;NOM;NEUT;SG;POS;V.MSDR	PROPN
usunąć	הסרת	usunąć	הסרה	V;PFV;NFIN;ACT	N;PSSD;FEM;SG
usunąć	הסר	usunąć	הסר	V;PFV;NFIN;ACT	
usunąć	הסרה	usunąć	הסרה	V;PFV;NFIN;ACT	N;FEM;SG
usunąć	מחק	usunąć	מחק	V;PFV;NFIN;ACT	
usunąć	מחיקה	usunąć	מחיקה	V;PFV;NFIN;ACT	N;FEM;SG
pałac	הארמון	pałac	הארמון	N;NOM;MASC;SG	PROPN
music	מוסיקה	musieć	מוזיקה		N;FEM;SG
music	מוזיקה	musieć	הוזיק		N;FEM;SG
styl	הסגנון	styl	הסגנון	N;NOM;MASC;SG	PROPN
styl	סטייל	styl	סטייל	N;NOM;MASC;SG	PROPN
zbigniew	זביגנייב	zbigniew	זביגנייב	N;NOM;MASC;SG	PROPN
bezpośrednio	ישירות	bezpośrednio	ישירות	ADV	
możliwości	אפשרויות	możliwość	אפשרות	N;ACC;FEM;SG	N;FEM;PL
możliwości	הזדמנויות	możliwość	הזדמנות	N;ACC;FEM;SG	N;FEM;PL
hala	הול	hala	הול		PROPN
poszczególnych	הפרט	poszczególny	הפרט	ADJ;GEN;MASC;PL	PROPN
poeta	המשורר	poeta	המשורר	N;NOM;MASC;SG	PROPN
papież	אפיפיור	papież	אפיפיור	N;NOM;MASC;SG	PROPN
papież	פופ	papież	פופ	N;NOM;MASC;SG	PROPN
status	הסטטוס	status	הסטטוס	N;NOM;MASC;SG	PROPN
status	סטטוס	status	סטטוס	N;NOM;MASC;SG	
włoch	איטלקית	wąć	איטלקית		PROPN
włoch	איטלקי	wąć	איטלקי		PROPN
konstrukcji	מבנים	konstrukcja	מבנה	N;GEN;FEM;SG	N;MASC;PL
północy	חצות	północ	חצות	N;DAT;FEM;SG	
północy	מידנייט	północ	מידנייט	N;DAT;FEM;SG	PROPN
odcinek	מקטע	odcinek	מקטע	N;NOM;MASC;SG	
odcinek	פלח	odcinek	פלח	N;NOM;MASC;SG	
odcinek	הפרק	odcinek	הפרק	N;NOM;MASC;SG	PROPN
proces	התהליך	proces	התהליך	N;NOM;MASC;SG	V;MASC;SG;3;PST;ACT
zamku	טירה	zamek	טירה		N;FEM;SG
zamku	קאסל	zamek	קאסל		PROPN
zamku	הטירה	zamek	הטירה		N;FEM;SG
zamku	טירת	zamek	טירה		N;PSSD;FEM;SG
napisał	כתבה	napisać	כתבה	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;FEM;SG
napisał	כתב	napisać	כתב	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;MASC;SG
napisał	כתבת	napisać	כתב	V;PFV;MASC;IND;SG;PST;FIN;ACT	PROPN
kardynał	החשמן	kardynał	החשמן	N;NOM;MASC;SG	PROPN
kardynał	חשמן	kardynał	חשמן	N;NOM;MASC;SG	
