kategória	kategorii	kategória	kategorie	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
založené	založena	založený	založený	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;POS;V.PTCP;PASS
založené	založil	založený	založit	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
európskej	evropská	európsky	evropský	ADJ;GEN;FEM;SG	ADJ;NOM;FEM;SG;POS
európskej	evropské	európsky	evropský	ADJ;GEN;FEM;SG	ADJ;NOM;MASC;SG;POS
európskej	evropský	európsky	evropský	ADJ;GEN;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
pohár	skla	pohár	sklo	N;INAN;NOM;MASC;SG	N;NOM;NEUT;PL;POS
jednotlivých	jednotlivec	jednotlivý	jednotlivec	ADJ;GEN;MASC;PL	N;ANIM;NOM;MASC;SG;POS
jednotlivých	individuální	jednotlivý	individuální	ADJ;GEN;MASC;PL	ADJ;NOM;MASC;SG;POS
jednotlivých	jedinec	jednotlivý	jedinec	ADJ;GEN;MASC;PL	N;ANIM;NOM;MASC;SG;POS
manželka	manželku	manželka	manželka	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
manželka	manželce	manželka	manželka	N;NOM;FEM;SG	N;DAT;FEM;SG;POS
mohli	mohl	môcť	moci	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
mohli	mohla	môcť	moci	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;POS;PST;V.PTCP;ACT
nobelovej	nobelovy	nobelový	nobelův	ADJ;GEN;FEM;SG	ADJ;NOM;FEM;PL
music	hudbu	musica	hudba	N;NOM;MASC;SG	N;ACC;FEM;SG;POS
music	music	musica	music	N;NOM;MASC;SG	PROPN;FEM;POS
music	hudební	musica	hudební	N;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
divadlo	divadla	divadlo	divadlo	N;NOM;NEUT;SG	N;NOM;NEUT;PL;POS
divadlo	divadla	divadlo	divadlo	N;NOM;NEUT;SG	N;NOM;NEUT;PL;POS
divadlo	divadelní	divadlo	divadelní	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
malý	malé	malý	malý	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;PL;POS
malý	malý	malý	malý	ADJ;ANIM;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
malý	málo	malý	málo	ADJ;ANIM;NOM;MASC;SG	DET;NOM
malý	malý	malý	malý	ADJ;ANIM;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
vplyv	nárazu	vplyv	náraz	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
vplyv	ovlivnit	vplyv	ovlivnit	N;INAN;NOM;MASC;SG	V;PFV;POS;NFIN
vplyv	vlivu	vplyv	vliv	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
štefan	stephen	štefan	stephen	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
štefan	stephena	štefan	stephený	PROPN;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
štefan	štefan	štefan	štefan	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
štefan	stefana	štefan	stefan	PROPN;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
štefan	stefan	štefan	stefan	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
štefan	stepan	štefan	stepaný	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
mimo	vně	mimo	vně	ADV	N;NOM;FEM;SG;POS
mimo	mimo	mimo	mimo	ADV	ADP;ACC
michael	michaela	michael	michael	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;FEM;SG;POS
michael	michaeli	michael	michael	PROPN;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
michael	michal	michael	michal	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
michael	michael	michael	michael	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
celkovo	celková	celkovo	celkový	ADV	ADJ;NOM;FEM;SG;POS
celkovo	celkové	celkovo	celkový	ADV	ADJ;NOM;NEUT;SG;POS
celkovo	celkový	celkovo	celkový	ADV	ADJ;INAN;NOM;MASC;SG;POS
celkovo	celková	celkovo	celkový	ADV	ADJ;NOM;FEM;SG;POS
celkovo	celkové	celkovo	celkový	ADV	ADJ;NOM;NEUT;SG;POS
zákon	law	zákon	law	N;INAN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
vodné	vodu	vodný	voda	ADJ;NOM;NEUT;SG	N;ACC;FEM;SG;POS
vodné	vody	vodný	voda	ADJ;NOM;NEUT;SG	N;NOM;FEM;PL;POS
vodné	voda	vodný	voda	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG;POS
avšak	nicméně	avšak	nicméně	PART	CONJ
avšak	avšak	avšak	avšak	PART	CONJ
sts	sts	sts	stssísko		PROPN;FEM;POS
nástroje	nářadí	nástroj	nářadí	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG;POS
hmotnosť	váhy	hmotnosť	váha	N;NOM;FEM;SG	N;NOM;FEM;PL;POS
vpravo	doprava	vpravo	doprava	ADV	N;NOM;FEM;SG;POS
saône	saône	saôna	sacne		PROPN;NOM;NEUT;SG;POS
bývalý	dřívější	bývalý	brzký	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;CMPR;MASC;SG;POS
garonne	garonne	garonne	garonne	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;POS
jednotka	unit	jednotka	unit	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;POS
založená	založena	založený	založený	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;POS;V.PTCP;PASS
založená	založil	založený	založit	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
taliansky	itálie	taliansky	itálie	ADJ;ANIM;NOM;MASC;SG	PROPN;NOM;FEM;SG;POS
taliansky	italsky	taliansky	italsky	ADJ;ANIM;NOM;MASC;SG	ADV;POS
pohľad	zobrazit	pohľad	zobrazit	N;INAN;NOM;MASC;SG	V;PFV;POS;NFIN
records	záznamy	records	záznam		N;INAN;NOM;MASC;PL;POS
records	rekordy	records	rekord		N;INAN;NOM;MASC;PL;POS
records	desky	records	deska		N;NOM;FEM;PL;POS
records	records	records	record		PROPN;MASC;POS
alexander	alexandr	alexander	alexandr	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
alexander	alexander	alexander	alexander	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
ruský	rusky	ruský	rusky	ADJ;ANIM;NOM;MASC;SG	ADV;POS
ruský	rus	ruský	rus	ADJ;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
vzhľadom	dáno	vzhľad	daný	N;INAN;INS;MASC;SG	ADJ;NEUT;SG;POS;V.PTCP;PASS
vzhľadom	dána	vzhľad	daný	N;INAN;INS;MASC;SG	ADJ;POS;V.PTCP;PASS
všetko	vse	všetok	vse	DET;NOM;NEUT;SG	N;NOM;FEM;SG;POS
všetko	všichni	všetok	všechen	DET;NOM;NEUT;SG	DET;ANIM;NOM;MASC;PL
všetko	všechny	všetok	všechen	DET;NOM;NEUT;SG	DET;NOM;MASC;PL
iný	jiný	iný	jiný	DET;ANIM;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
iný	jiná	iný	jiný	DET;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
iný	různé	iný	různý	DET;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;PL;POS
iný	jiné	iný	jiný	DET;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
iný	ostatní	iný	ostatní	DET;ANIM;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;PL;POS
iný	jiná	iný	jiný	DET;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
iný	jiné	iný	jiný	DET;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
iný	jiný	iný	jiný	DET;ANIM;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
iný	další	iný	další	DET;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
iný	ostatní	iný	ostatní	DET;ANIM;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;PL;POS
iný	jiní	iný	jiný	DET;ANIM;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;PL;POS
iný	jiné	iný	jiný	DET;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
povrchu	povrch	povrch	povrch	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
veku	stáří	vek	stáří	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG;POS
veku	věk	vek	věk	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
britský	britové	britský	britový	ADJ;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;PL;POS
služby	služba	služba	služba	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
služby	servis	služba	servis	N;NOM;FEM;PL	N;INAN;NOM;MASC;SG;POS
služby	obsluha	služba	obsluha	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
#aaa	#aaa	#aaa	#aaa	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;POS
márie	marie	mária	marie	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
márie	marie	mária	marie	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
márie	mary	mária	mara	N;NOM;FEM;PL	PROPN;FEM;POS
zem	zemi	zem	země	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
zem	zem	zem	země	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
zem	pozemní	zem	pozemní	N;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
zem	zem	zem	země	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
kostola	kostel	kostol	kostel	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
kostola	církev	kostol	církev	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG;POS
vrátil	vráceny	vrátiť	vrácený	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;INAN;PL;POS;V.PTCP;PASS
loď	lodi	loď	loď	N;NOM;FEM;SG	N;DAT;FEM;SG;POS
loď	lodi	loď	loď	N;NOM;FEM;SG	N;DAT;FEM;SG;POS
tréner	coach	tréner	coach	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
juhu	jižní	juh	jižní	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
juhu	jižní	juh	jižní	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
val	vale	vať	vale	N;INAN;NOM;MASC;SG	PROPN;MASC;SG;POS
val	val	vať	tít	N;INAN;NOM;MASC;SG	PROPN;NEUT;POS
najlepšie	doporučené	dobre	doporučený	ADV;RL	ADJ;NOM;NEUT;SG;POS
najlepšie	doporučeno	dobre	doporučený	ADV;RL	ADJ;NEUT;SG;POS;V.PTCP;PASS
najlepšie	nejlepší	dobre	dobrý	ADV;RL	ADJ;NOM;RL;MASC;SG;POS
najlepšie	nej	dobre	nej	ADV;RL	N;NOM;MASC;SG;POS
najlepšie	best	dobre	good	ADV;RL	PROPN;NOM;MASC;SG;POS
najlepšie	nejlepsi	dobre	lepsi	ADV;RL	ADJ;NOM;RL;MASC;SG;POS
vláda	vládou	vláda	vláda	N;NOM;FEM;SG	N;INS;FEM;SG;POS
vláda	vlády	vláda	vláda	N;NOM;FEM;SG	N;NOM;FEM;PL;POS
štyroch	čtyřka	štyri	čtyřka	NUM;ANIM;ACC;MASC;PL	N;NOM;FEM;SG;POS
štyroch	čtyři	štyri	čtyři	NUM;ANIM;ACC;MASC;PL	NUM;NOM;PL
úlohu	role	úloha	role	N;ACC;FEM;SG	N;NOM;FEM;SG;POS
úlohu	úloha	úloha	úloha	N;ACC;FEM;SG	N;NOM;FEM;SG;POS
koniec	ukončit	koniec	ukončit	N;INAN;NOM;MASC;SG	V;PFV;POS;NFIN
koniec	end	koniec	end	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;POS
koniec	končící	koniec	končící	N;INAN;NOM;MASC;SG	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
treba	potřebovat	treba	potřebovat	ADV	V;IPFV;POS;NFIN
treba	potřebuji	treba	potřebovat	ADV	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
treba	potřebují	treba	potřebovat	ADV	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT
treba	potřeba	treba	potřeba	ADV	N;NOM;FEM;SG;POS
história	dějiny	história	dějiny	N;NOM;FEM;SG	N;NOM;FEM;PL;POS
história	historii	história	historie	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
prostredníctvom	prostřednictvím	prostredníctvom	prostřednictví	ADP;GEN	N;INS;NEUT;SG;POS
prostredníctvom	via	prostredníctvom	via	ADP;GEN	PROPN;FEM;SG;POS
prostredníctvom	přes	prostredníctvom	přes	ADP;GEN	ADP;ACC
prostredníctvom	skrz	prostredníctvom	skrz	ADP;GEN	
prostredníctvom	prostřednictvím	prostredníctvom	prostřednictví	ADP;GEN	N;INS;NEUT;SG;POS
prostredníctvom	přes	prostredníctvom	přes	ADP;GEN	ADP;ACC
prostredníctvom	skrze	prostredníctvom	skrz	ADP;GEN	ADP;ACC
malá	malé	malý	malý	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL;POS
malá	málo	malý	málo	ADJ;NOM;FEM;SG	DET;NOM
postavy	znaků	postava	znak	N;NOM;FEM;PL	N;INAN;GEN;MASC;PL;POS
štúdium	studuje	štúdium	studovat	N;NOM;NEUT;SG	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
štúdium	studijní	štúdium	studijní	N;NOM;NEUT;SG	ADJ;NOM;MASC;PL;POS
štúdium	studovat	štúdium	studovat	N;NOM;NEUT;SG	V;IPFV;POS;NFIN
štúdium	studie	štúdium	studie	N;NOM;NEUT;SG	N;NOM;FEM;PL;POS
štúdium	studie	štúdium	studie	N;NOM;NEUT;SG	N;NOM;FEM;PL;POS
eure	eure	eura	eure		PROPN;INAN;NOM;MASC;SG;POS
sezóny	sezóna	sezón	sezóna	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
sezóny	sezónu	sezón	sezóna	N;NOM;FEM;PL	N;ACC;FEM;SG;POS
sezóny	sezona	sezón	sezóna	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
histórii	dějiny	história	dějiny	N;DAT;FEM;SG	N;NOM;FEM;PL;POS
histórii	dějepis	história	dějepis	N;DAT;FEM;SG	N;INAN;NOM;MASC;SG;POS
histórii	historie	história	historie	N;DAT;FEM;SG	N;NOM;FEM;SG;POS
histórii	historii	história	historie	N;DAT;FEM;SG	N;ACC;FEM;SG;POS
filozofia	filozofii	filozofie	filozofie	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
začína	začínám	začínať	začínat	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
začína	začínáme	začínať	začínat	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;PL;1;POS;PRS;FIN;ACT
toku	plynout	tok	plynout	N;INAN;GEN;MASC;SG	V;IPFV;POS;NFIN
toku	tok	tok	tok	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
toku	průtok	tok	průtok	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
verzie	verze	verzia	verze	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
hustota	hustotu	hustota	hustota	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
výkon	power	výkon	power	N;INAN;NOM;MASC;SG	ADJ;POS
výkon	výkony	výkon	výkon	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;PL;POS
poly	poly	pole	pola	INTJ	PROPN;NOM;MASC;SG;POS
literatúra	literaturu	literatúra	literatura	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
kultúra	kulturu	kultúra	kultura	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
ostrovy	ostrovů	ostrov	ostrov	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;PL;POS
umenia	umění	umenie	umění	N;NOM;NEUT;PL	N;NOM;NEUT;SG;POS
vydal	emitované	vydať	emitovaný	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;MASC;PL;POS
vydal	vydané	vydať	vydaný	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
vydal	vydaná	vydať	vydaný	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;FEM;SG;POS
vydal	vydáno	vydať	vydaný	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
vydal	vydaný	vydať	vydaný	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
jazyky	jazyků	jazyk	jazyk	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;PL;POS
ligy	majors	liga	majors	N;NOM;FEM;PL	PROPN;ANIM;NOM;MASC;SG;POS
ligy	league	liga	league	N;NOM;FEM;PL	PROPN;FEM;POS
ligy	liga	liga	liga	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
ligy	lize	liga	liga	N;NOM;FEM;PL	N;DAT;FEM;SG;POS
ligy	ligy	liga	liga	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
múzeum	muzea	múzeum	muzeum	N;NOM;NEUT;SG	N;NOM;NEUT;PL;POS
vyhral	vyhrála	vyhrať	vyhrát	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;POS;PST;V.PTCP;ACT
vyhral	vyhráli	vyhrať	vyhrát	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
zssr	sssr	zssr	sssr		PROPN;INAN;MASC;POS
tečie	toky	ty	tok	V;IPFV;IND;SG;3;POS;PRS;FIN	N;INAN;NOM;MASC;PL;POS
tečie	tekoucí	ty	tekoucí	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
venoval	oddaná	venovať	oddanat	V;ANIM;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;FEM;SG;POS
venoval	oddaný	venovať	oddaný	V;ANIM;MASC;SG;POS;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS
cirkev	kostela	cirkev	kostel	N;NOM;FEM;SG	N;INAN;GEN;MASC;SG;POS
žilina	žilina	žilina	žilina	N;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
teória	teorii	teória	teorie	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
hra	hru	hra	hra	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
let	letu	let	let	N;INAN;NOM;MASC;SG	N;INAN;DAT;MASC;SG;POS
let	letová	let	letový	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
let	let	let	rok	N;INAN;NOM;MASC;SG	N;GEN;NEUT;PL;POS
priemerná	průměr	priemerný	průměr	ADJ;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
aktívne	aktivní	aktívne	aktivní	ADV	ADJ;NOM;MASC;SG;POS
aktívne	aktivních	aktívne	aktivní	ADV	ADJ;GEN;MASC;PL;POS
jazyka	jazyk	jazyk	jazyk	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
jazyka	jazyk	jazyk	jazyk	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
smer	směry	smer	směr	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;PL;POS
neďaleko	okolí	neďaleko	okolí	ADV	N;NOM;NEUT;SG;POS
neďaleko	nedaleko	neďaleko	nedaleko	ADV	ADP;GEN
neďaleko	poblíž	neďaleko	poblíž	ADV	ADP;GEN
gehrels	gehrels	gehrel	gehrels	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;POS
kariéry	kariéra	kariéra	kariéra	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
kariéry	kariéru	kariéra	kariéra	N;NOM;FEM;PL	N;ACC;FEM;SG;POS
kariéry	kariéra	kariéra	kariéra	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
svet	world	svet	world	N;INAN;NOM;MASC;SG	ADJ;POS
svet	světový	svet	světový	N;INAN;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
svet	světová	svet	světový	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
svet	světové	svet	světový	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
architektúra	architektuře	architektúra	architektura	N;NOM;FEM;SG	N;DAT;FEM;SG;POS
architektúra	architekturu	architektúra	architektura	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
ázie	asijský	ázia	asijský	N;NOM;FEM;PL	ADJ;INAN;NOM;MASC;SG;POS
ázie	asijská	ázia	asijský	N;NOM;FEM;PL	ADJ;NOM;FEM;SG;POS
ázie	asijské	ázia	asijský	N;NOM;FEM;PL	ADJ;NOM;MASC;PL;POS
ázie	asie	ázia	asie	N;NOM;FEM;PL	PROPN;NOM;FEM;SG;POS
ázie	asii	ázia	asie	N;NOM;FEM;PL	PROPN;DAT;FEM;SG;POS
zápas	hru	zápas	hra	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG;POS
správy	poselství	správa	poselství	N;NOM;FEM;PL	N;NOM;NEUT;SG;POS
správy	hlášení	správa	hlášení	N;NOM;FEM;PL	N;NOM;NEUT;SG;POS
mesiac	měsíční	mesiac	měsíční	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
mesiac	měsíci	mesiac	měsíc	N;INAN;NOM;MASC;SG	N;INAN;INS;MASC;PL;POS
mesiac	moon	mesiac	moon	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;POS
trieda	třídy	trieda	třída	N;NOM;FEM;SG	N;NOM;FEM;PL;POS
nitra	nitra	nitra	nitro	PROPN;NOM;MASC;SG	N;NOM;FEM;SG;POS
prvky	funkce	prvok	funkce	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG;POS
energie	energii	energia	energie	N;NOM;FEM;PL	N;ACC;FEM;SG;POS
energie	energetická	energia	energetický	N;NOM;FEM;PL	ADJ;NOM;FEM;SG;POS
energie	energie	energia	energie	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
energie	energetika	energia	energetika	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
zdroje	zdroj	zdroj	zdroj	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;SG;POS
zdroje	zdrojů	zdroj	zdroj	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;PL;POS
mora	mořská	mora	mořský	N;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
dostala	přijata	dostať	přijatý	V;PFV;FEM;SG;POS;PST;V.PTCP	ADJ;POS;V.PTCP;PASS
dostala	přijaté	dostať	přijatý	V;PFV;FEM;SG;POS;PST;V.PTCP	ADJ;NOM;NEUT;PL;POS
dostala	obdržené	dostať	obdržený	V;PFV;FEM;SG;POS;PST;V.PTCP	ADJ;NOM;MASC;PL;POS
dostala	obdržela	dostať	obdržet	V;PFV;FEM;SG;POS;PST;V.PTCP	V;POS;PST;V.PTCP;ACT
dostala	mám	dostať	mít	V;PFV;FEM;SG;POS;PST;V.PTCP	V;IND;SG;1;POS;PRS;FIN;ACT
priestor	prostoru	priestor	prostor	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
priestor	space	priestor	space	N;INAN;NOM;MASC;SG	PROPN;FEM;SG;POS
spôsob	metodu	spôsob	metoda	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG;POS
hlavná	major	hlavný	major	ADJ;NOM;FEM;SG	N;ANIM;NOM;MASC;SG;POS
hlavná	main	hlavný	main	ADJ;NOM;FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
vytvoril	vytvořené	vytvoriť	vytvořený	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;MASC;PL;POS
vytvoril	vytvořeno	vytvoriť	vytvořený	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
vytvoril	vytvořena	vytvoriť	vytvořený	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;POS;V.PTCP;PASS
vytvoril	vytvořen	vytvoriť	vytvořený	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
org	org	org	org		PROPN;MASC;POS
najväčšie	největší	veľký	velký	ADV;RL	ADJ;NOM;RL;MASC;SG;POS
najväčšie	největší	veľký	velký	ADV;RL	ADJ;NOM;RL;MASC;SG;POS
pápež	papeži	pápež	papež	N;ANIM;NOM;MASC;SG	N;ANIM;DAT;MASC;SG;POS
pápež	pope	pápež	pope	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
bicie	bicí	bicia	bicí	N;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
bicie	bubny	bicia	buben	N;NOM;MASC;SG	N;INAN;NOM;MASC;PL;POS
bicie	bicí	bicia	bicí	N;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
hľadiska	perspektiva	hľadisko	perspektiva	N;NOM;NEUT;PL	N;NOM;FEM;SG;POS
hľadiska	pohledu	hľadisko	pohled	N;NOM;NEUT;PL	N;INAN;GEN;MASC;SG;POS
syna	synu	syn	syn	N;ANIM;ACC;MASC;SG	N;ANIM;DAT;MASC;SG;POS
syna	syn	syn	syn	N;ANIM;ACC;MASC;SG	N;ANIM;NOM;MASC;SG;POS
wiki	wiki	wikia	wiki		N;NOM;FEM;SG;POS
západnej	západ	západný	západ	ADJ;GEN;FEM;SG	N;INAN;NOM;MASC;SG;POS
západnej	western	západný	western	ADJ;GEN;FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
západnej	západní	západný	západní	ADJ;GEN;FEM;SG	ADJ;NOM;MASC;SG;POS
problémy	problém	problém	problém	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;SG;POS
problémy	problémů	problém	problém	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;PL;POS
live	živé	liva	živý		ADJ;NOM;NEUT;SG;POS
live	živá	liva	živý		ADJ;NOM;FEM;SG;POS
live	živě	liva	živě		ADV;POS
live	žít	liva	žít		V;POS;NFIN
live	žij	liva	žij		V;IMP;SG;2;POS;FIN
live	live	liva	live		PROPN;NOM;MASC;SG;POS
ríša	empire	ríša	empire	N;NOM;FEM;SG	PROPN;MASC;SG;POS
maliar	malíři	maliar	malíř	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;PL;POS
maliar	malíře	maliar	malíř	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
proces	zpracovat	proces	zpracovat	N;INAN;NOM;MASC;SG	V;PFV;POS;NFIN
proces	procesu	proces	proces	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
