med	med	med	med	ADP	
indian	indian	indian	indian	N;NOM;INDF;MASC+FEM;SG	
indian	indyjska	indian	indyjski	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
indian	indyjski	indian	indyjski	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
skalbaggar	żuk	skalbagg	żuk	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
slog	uderzenie	slå	uderzenie	V;IMP;PST;FIN;ACT	N;NOM;NEUT;SG
slog	hit	slå	hit	V;IMP;PST;FIN;ACT	
slog	uderzył	slå	uderzyć	V;IMP;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
slog	trafienie	slå	trafić	V;IMP;PST;FIN;ACT	N;NOM;NEUT;SG
png	png	png	pogg	N;NOM;INDF;NEUT;SG	
svarta	czarna	svart	czarny	ADJ;NOM;PL	ADJ;NOM;FEM;SG
svarta	czarne	svart	czarny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
svarta	black	svart	black	ADJ;NOM;PL	
svarta	czerń	svart	czerń	ADJ;NOM;PL	
svarta	czarny	svart	czarny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
svarta	czarnych	svart	czarny	ADJ;NOM;PL	ADJ;GEN;MASC;PL
svarta	czarni	svart	czarny	ADJ;NOM;PL	V;IPFV;IND;PL;3;PRS;FIN;ACT
haute	haute	haute	haute	PROPN;NOM	
spår	ścieżka	spår	ścieżkać	N;NOM;INDF;NEUT;PL	N;NOM;FEM;SG
spår	utwór	spår	utwór	N;NOM;INDF;NEUT;PL	N;ACC;MASC;SG
spår	tor	spår	tor	N;NOM;INDF;NEUT;PL	N;NOM;MASC;SG
spår	toru	spår	tor	N;NOM;INDF;NEUT;PL	N;GEN;MASC;SG
spår	ślad	spår	ślad	N;NOM;INDF;NEUT;PL	N;NOM;MASC;SG
spår	szlak	spår	szlak	N;NOM;INDF;NEUT;PL	N;NOM;MASC;SG
spår	ścieżki	spår	ścieżka	N;NOM;INDF;NEUT;PL	N;ACC;FEM;PL
spår	śladu	spår	ślad	N;NOM;INDF;NEUT;PL	N;GEN;MASC;SG
spår	ślad	spår	ślad	N;NOM;INDF;NEUT;PL	N;NOM;MASC;SG
kraft	kraft	kraft	kraft	N;NOM;INDF;MASC+FEM;SG	
kraft	siły	kraft	siła	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
kraft	force	kraft	forka	N;NOM;INDF;MASC+FEM;SG	
kraft	moc	kraft	moc	N;NOM;INDF;MASC+FEM;SG	
kraft	power	kraft	power	N;NOM;INDF;MASC+FEM;SG	
jack	jacka	jack	jacka	PROPN;NOM	N;ACC;MASC;SG
jack	jacku	jack	jack	PROPN;NOM	N;VOC;MASC;SG
jack	jacek	jack	jacek	PROPN;NOM	PROPN;NOM;MASC;SG
jack	jack	jack	jack	PROPN;NOM	PROPN;NOM;MASC;SG
idaho	idaho	idaho	idaho	PROPN;NOM	N;NOM;MASC;SG
kategori	kategorii	kategori	kategoria	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
franz	franz	franz	franz	PROPN;NOM	PROPN;NOM;MASC;SG
skapad	utworzono	skapa	utworzyć	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
skapad	stworzył	skapa	stworzyć	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
unga	młoda	ung	młody	ADJ;NOM;PL	ADJ;NOM;FEM;SG
unga	młody	ung	młody	ADJ;NOM;PL	ADJ;NOM;MASC;SG
unga	młode	ung	młody	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
unga	młodzi	ung	młody	ADJ;NOM;PL	N;NOM;MASC;PL
unga	young	ung	young	ADJ;NOM;PL	
relativt	względne	relativt	względny	ADV	ADJ;NOM;NEUT;SG
relativt	krewni	relativt	krewnić	ADV	N;NOM;MASC;PL
relativt	krewny	relativt	krewny	ADV	N;NOM;MASC;SG
relativt	względna	relativt	względny	ADV	ADJ;NOM;FEM;SG
våren	wiosenny	vår	wiosenny	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;MASC;SG
våren	spring	vår	spring	N;NOM;DEF;MASC+FEM;SG	
våren	wiosny	vår	wiosna	N;NOM;DEF;MASC+FEM;SG	N;ACC;FEM;SG
våren	wiosna	vår	wiosna	N;NOM;DEF;MASC+FEM;SG	
bana	wybiegu	bana	wybieg	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
bana	bana	bana	ban	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
bana	orbity	bana	orbić	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
bana	orbicie	bana	orbić	N;NOM;INDF;MASC+FEM;SG	N;DAT;FEM;SG
bana	orbitę	bana	orbić	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
francisco	francisco	francisco	francisco	PROPN;NOM	
eva	eva	eva	eva	PROPN;NOM	PROPN;NOM;FEM;SG
eva	ewa	eva	ewa	PROPN;NOM	PROPN;NOM;FEM;SG
eva	ewo	eva	ewo	PROPN;NOM	
eva	evy	eva	evy	PROPN;NOM	
eva	evo	eva	evo	PROPN;NOM	
eva	ewa	eva	ewa	PROPN;NOM	PROPN;NOM;FEM;SG
eva	ewo	eva	ewo	PROPN;NOM	
eva	eve	eva	eve	PROPN;NOM	V;IPFV;IND;SG;1;PRS;FIN;ACT
eva	ewy	eva	ewy	PROPN;NOM	
beslut	decyzje	beslut	decyzja	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
beslut	decyzji	beslut	decyzja	N;NOM;INDF;NEUT;SG	N;GEN;FEM;SG
beslut	decyzje	beslut	decyzja	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
beslut	decyzji	beslut	decyzja	N;NOM;INDF;NEUT;SG	N;GEN;FEM;SG
gabon	gabon	gabon	gabon	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG
georgien	gruzja	georgien	gruzja	PROPN;NOM	N;NOM;FEM;SG
georgien	georgia	georgien	georgia	PROPN;NOM	
scott	scotta	scott	scottać	PROPN;NOM	
scott	scott	scott	scott	PROPN;NOM	PROPN;NOM;MASC;SG
ifk	ifk	ifk	ifk	PROPN;NOM	
lunds	lund	lund	lund	PROPN;GEN	
american	amerykańska	america	amerykański	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
american	american	america	american	N;NOM;INDF;MASC+FEM;SG	
american	amerykański	america	amerykański	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
american	amerykańskie	america	amerykański	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
moskva	moskwy	moskva	moskwy	PROPN;NOM	PROPN;GEN;FEM;SG
moskva	moskwie	moskva	moskwa	PROPN;NOM	PROPN;DAT;FEM;SG
moskva	moskwa	moskva	moskwa	PROPN;NOM	PROPN;NOM;MASC;SG
dos	dos	dos	dosyć	N;NOM;INDF;MASC+FEM;SG	
dos	dawki	dos	dawka	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;PL
dos	dawkę	dos	dawka	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
dos	dawki	dos	dawka	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;PL
jackson	jackson	jackson	jackson	PROPN;NOM	
slutligen	wreszcie	slutligen	wreszcie	ADV	
slutligen	nareszcie	slutligen	nareszcie	ADV	
olsson	olsson	olsson	olsson	PROPN;NOM	PROPN;NOM;MASC;SG
vanlig	wspólnej	vanlig	wspólny	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;GEN;FEM;SG
vanlig	częste	vanlig	częsty	ADJ;NOM;INDF;MASC+FEM;SG	
vanlig	często	vanlig	często	ADJ;NOM;INDF;MASC+FEM;SG	ADV
estero	estero	estero	estero	N;NOM;INDF;NEUT;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
utgiven	opublikowano	utge	opublikować	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
utgiven	publikacja	utge	publikacja	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;NOM;FEM;SG
italiensk	włochy	italiensk	włochy	ADJ;NOM;INDF;MASC+FEM;SG	
italiensk	włoski	italiensk	włoski	ADJ;NOM;INDF;MASC+FEM;SG	
italiensk	włoch	italiensk	wąć	ADJ;NOM;INDF;MASC+FEM;SG	
range	zasięgu	range	zasiąg	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
range	odległość	range	odległość	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
hitta	szukanie	hitta	szukać	V;IMP;FIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
hitta	znalezienie	hitta	znalezienie	V;IMP;FIN;ACT	N;PFV;NOM;NEUT;SG;POS;V.MSDR
forskning	badania	forskning	badanie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
jonas	jonas	jona	jonas	PROPN;NOM	PROPN;NOM;MASC;SG
klart	czysto	klar	czysto	ADJ;NOM;INDF;NEUT;SG	
klart	wyraźnie	klar	wyraźnie	ADJ;NOM;INDF;NEUT;SG	ADV
klart	najwyraźniej	klar	wyraźnie	ADJ;NOM;INDF;NEUT;SG	ADV;RL
öppna	otwórz	öppen	otwórzyć	ADJ;NOM;PL	V;PFV;IMP;SG;2;FIN;ACT
öppna	otwarte	öppen	otworzyć	ADJ;NOM;PL	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
öppna	otwarty	öppen	otworzyć	ADJ;NOM;PL	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
grundade	założone	grunda	założyć	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
grundade	założony	grunda	założyć	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
grundade	założona	grunda	założyć	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
haiti	haiti	haiti	haiti	N;NOM;INDF;NEUT;SG	
viktigaste	główne	viktig	główny	ADJ;NOM;DEF;RL	ADJ;NOM;NEUT;SG
viktigaste	główna	viktig	główna	ADJ;NOM;DEF;RL	
viktigaste	main	viktig	main	ADJ;NOM;DEF;RL	
viktigaste	główny	viktig	główny	ADJ;NOM;DEF;RL	ADJ;NOM;MASC;SG
skola	szkoły	skola	szkoła	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
hertig	duke	hertig	duky	N;NOM;INDF;MASC+FEM;SG	
tidiga	wczesny	tidig	wczesny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
tidiga	wczesna	tidig	wczesny	ADJ;NOM;PL	
tidiga	wcześnie	tidig	wcześnie	ADJ;NOM;PL	ADV
tidiga	wczesne	tidig	wczesny	ADJ;NOM;PL	
ledning	management	ledning	management	N;NOM;INDF;MASC+FEM;SG	
litteratur	literatury	litteratur	literatura	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
litteratur	literaturze	litteratur	literatura	N;NOM;INDF;MASC+FEM;SG	N;DAT;FEM;SG
litteratur	literaturę	litteratur	literatura	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
rysk	rosjanin	rysk	rosjanin	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG
metal	metale	metal	metal	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
metal	metalowe	metal	metalowy	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
metal	metalowy	metal	metalowy	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
viktiga	ważne	viktig	ważny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
viktiga	wazne	viktig	wazny	ADJ;NOM;PL	
viktiga	ważny	viktig	ważny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
viktiga	ważna	viktig	ważny	ADJ;NOM;PL	ADJ;NOM;FEM;SG
upplagan	wyd	upplaga	wyd	N;NOM;DEF;MASC+FEM;SG	
nio	dziewięciu	nio	dziewięć	NUM;NOM	
nio	nine	nio	niny	NUM;NOM	
nio	dziewięć	nio	dziewięć	NUM;NOM	
fungerar	pracujący	fungera	pracować	V;IND;PRS;FIN;ACT	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
fungerar	prace	fungera	praca	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
fungerar	dziala	fungera	dzialać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;PST;FIN;ACT
läkare	medyk	läkare	medyk	N;NOM;INDF;MASC+FEM;PL	
läkare	lekarza	läkare	lekarz	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;SG
läkare	lekarz	läkare	lekarz	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
läkare	lekarzy	läkare	lekarz	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
läkare	doktorze	läkare	doktor	N;NOM;INDF;MASC+FEM;PL	
läkare	lekarz	läkare	lekarz	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
vunnit	wygrane	vinna	wygrany	V;V.CVB;ACT	ADJ;NOM;NEUT;SG
vunnit	won	vinna	won	V;V.CVB;ACT	
warren	warren	farr	warren	PROPN;NOM	PROPN;NOM;MASC;SG
hot	pogróżki	hot	pogróżka	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
hot	groźby	hot	groźba	N;NOM;INDF;NEUT;SG	
hot	gróźb	hot	gróźb	N;NOM;INDF;NEUT;SG	
hot	gorąco	hot	gorąco	N;NOM;INDF;NEUT;SG	ADV
hot	hot	hot	hot	N;NOM;INDF;NEUT;SG	
hot	gorące	hot	gorący	N;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
hot	gorąca	hot	gorący	N;NOM;INDF;NEUT;SG	ADJ;NOM;FEM;SG
hot	gorący	hot	gorący	N;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;SG
hot	groźby	hot	groźba	N;NOM;INDF;NEUT;SG	
katanga	katanga	katang	katanga	N;NOM;INDF;MASC+FEM;SG	
fartyg	statku	fartyg	statek	N;NOM;INDF;NEUT;SG	N;GEN;MASC;SG
fartyg	statkiem	fartyg	statek	N;NOM;INDF;NEUT;SG	N;INS;MASC;SG
fartyg	okręty	fartyg	okręt	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
fartyg	statki	fartyg	statek	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
fartyg	statki	fartyg	statek	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
fartyg	naczynia	fartyg	naczynie	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;PL
västerås	västerås	västerås	västerås	PROPN;NOM	
japanska	japońska	japansk	japoński	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
japanska	japoński	japansk	japoński	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
japanska	japońskie	japansk	japoński	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
japanska	japończycy	japansk	japończyk	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL
västergötland	västergötland	västergötland	västergötland	PROPN;NOM	
universitetet	uniwersytety	universitet	uniwersytet	N;NOM;DEF;NEUT;SG	N;NOM;MASC;PL
universitetet	uniwersytetu	universitet	uniwersytet	N;NOM;DEF;NEUT;SG	N;GEN;MASC;SG
universitetet	university	universitet	universit	N;NOM;DEF;NEUT;SG	
begreppet	koncepcji	begrepp	koncepcja	N;NOM;DEF;NEUT;SG	N;GEN;FEM;SG
svt	svt	svt	svt	PROPN;NOM	
cape	cape	cape	capy	PROPN;NOM	V;IPFV;IND;SG;PRS;FIN;ACT
arbetar	prace	arbeta	praca	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
arbetar	dziala	arbeta	dzialać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;PST;FIN;ACT
arbetar	pracujący	arbeta	pracować	V;IND;PRS;FIN;ACT	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
motsvarande	równowartość	motsvarande	równowartość	ADJ;NOM;PRS;V.PTCP	N;ACC;FEM;SG
motsvarande	odpowiednik	motsvarande	odpowiednik	ADJ;NOM;PRS;V.PTCP	N;NOM;MASC;SG
motsvarande	ekwiwalent	motsvarande	ekwiwalent	ADJ;NOM;PRS;V.PTCP	N;NOM;MASC;SG
motsvarande	odpowiadających	motsvarande	odpowiadać	ADJ;NOM;PRS;V.PTCP	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
riksdagen	reichstag	riksdag	reichstag	N;NOM;DEF;MASC+FEM;SG	
riksdagen	parlamentowi	riksdag	parlament	N;NOM;DEF;MASC+FEM;SG	N;DAT;MASC;SG
riksdagen	parlamentu	riksdag	parlament	N;NOM;DEF;MASC+FEM;SG	N;GEN;MASC;SG
klass	zajęcia	klass	zajęcia	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
klass	klasy	klass	klasa	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
klass	klasa	klass	klasa	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;2;FIN;ACT
filippinerna	filipiny	filippin	filipina	N;NOM;DEF;MASC+FEM;PL	
etikett	etykiety	etikett	etykiet	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;PL
etikett	etykiecie	etikett	etykiet	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
royal	królewska	royal	królewski	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
royal	królewski	royal	królewski	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
royal	królewskie	royal	królewski	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
royal	royal	royal	royal	N;NOM;INDF;MASC+FEM;SG	
euphorbia	euphorbia	euphorbia	euphorbia	V;IMP;FIN;ACT	
saknas	brakuje	sakna	brakować	V;NFIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
saknas	brakujące	sakna	brakować	V;NFIN;PASS	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
saknas	zaginiony	sakna	zaginić	V;NFIN;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
saknas	zaginął	sakna	zaginąć	V;NFIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
cypern	cypr	cypern	cypra	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG
herrar	władcy	herre	władka	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
herrar	masters	herre	masters	N;NOM;INDF;MASC+FEM;PL	V;IPFV;IND;SG;2;PRS;FIN;ACT
françois	francois	françois	francois	PROPN;NOM	PROPN;NOM;MASC;SG
françois	francois	françois	francois	PROPN;NOM	PROPN;NOM;MASC;SG
françois	françois	françois	françois	PROPN;NOM	PROPN;NOM;MASC;SG
antonio	antonia	antonio	antonia	PROPN;NOM	V;IPFV;IND;SG;PRS;FIN;ACT
antonio	antonio	antonio	antonio	PROPN;NOM	PROPN;NOM;MASC;SG
politisk	politycznych	politisk	polityczny	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;GEN;MASC;PL
speciellt	zwłaszcza	speciell	zwłaszcza	ADV	PART
speciellt	specjalna	speciell	specjalny	ADV	ADJ;NOM;FEM;SG
speciellt	specjalny	speciell	specjalny	ADV	ADJ;NOM;MASC;SG
speciellt	specjalne	speciell	specjalny	ADV	ADJ;NOM;NEUT;SG
speciellt	wyjątkowy	speciell	wyjątkowy	ADV	ADJ;NOM;MASC;SG
speciellt	szczególne	speciell	szczególny	ADV	ADJ;NOM;NEUT;SG
höll	utrzymywane	hålla	utrzymywać	V;IND;PST;FIN;ACT	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
höll	trzymane	hålla	trzymać	V;IND;PST;FIN;ACT	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
höll	trzymany	hålla	trzymać	V;IND;PST;FIN;ACT	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
ghana	ghana	ghan	ghana	PROPN;NOM	V;IPFV;IND;SG;PRS;FIN;ACT
bad	źle	be	źle	V;IMP;FIN;ACT	ADV
bad	bad	be	bad	V;IMP;FIN;ACT	
bad	zła	be	zły	V;IMP;FIN;ACT	
bad	złe	be	zły	V;IMP;FIN;ACT	
bad	zły	be	zły	V;IMP;FIN;ACT	
bad	wanna	be	wanna	V;IMP;FIN;ACT	N;NOM;FEM;SG
bad	kąpiel	be	kąpiel	V;IMP;FIN;ACT	
bad	łazienka	be	łazienka	V;IMP;FIN;ACT	N;NOM;FEM;SG
media	media	media	medium	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;PL
media	mediów	media	medień	N;NOM;INDF;NEUT;SG	N;GEN;MASC;PL
media	nośniki	media	nośnik	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
damaskus	damaszku	damaskus	damaszku	PROPN;NOM	V;IPFV;IND;SG;2;PRS;FIN;ACT
paulo	paulo	paulo	paulo	PROPN;NOM	PROPN;NOM;MASC;SG
manus	scenariusz	manus	scenariusz	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
manus	scenariusze	manus	scenariusz	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
manus	skryptów	manus	skrypt	N;NOM;INDF;NEUT;SG	N;GEN;MASC;PL
manus	skrypty	manus	skrypta	N;NOM;INDF;NEUT;SG	V;PFV;IMP;SG;2;FIN;ACT
manus	manus	manus	manus	N;NOM;INDF;NEUT;SG	
manus	rękopis	manus	rękopis	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
manus	scenariusz	manus	scenariusz	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
skapade	utworzona	skapa	utworzyć	V;IND;PST;FIN;ACT	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
skapade	utworzony	skapa	utworzyć	V;IND;PST;FIN;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
skapade	utworzone	skapa	utworzyć	V;IND;PST;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
pass	paszporty	pass	paszport	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
pass	paszport	pass	paszport	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
pass	paszportu	pass	paszport	N;NOM;INDF;NEUT;SG	N;GEN;MASC;SG
press	prasie	press	prasa	N;NOM;INDF;MASC+FEM;SG	N;DAT;FEM;SG
press	naciśnij	press	naciśnąć	N;NOM;INDF;MASC+FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
press	prasy	press	prasa	N;NOM;INDF;MASC+FEM;SG	
tränare	trenerem	tränare	trener	N;NOM;INDF;MASC+FEM;SG	N;INS;MASC;SG
tränare	trenerów	tränare	trener	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;PL
kultur	kultury	kultur	kultura	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
blå	blue	blå	blue	ADJ;NOM;PL	
blå	niebieski	blå	niebieski	ADJ;NOM;PL	ADJ;NOM;MASC;SG
blå	niebieska	blå	niebieski	ADJ;NOM;PL	ADJ;NOM;FEM;SG
blå	niebieskie	blå	niebieski	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
intresse	interesie	intresse	interes	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
intresse	odsetki	intresse	odsetka	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
intresse	odsetek	intresse	odsetka	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
intresse	zainteresowania	intresse	zainteresowanie	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;PL
tävling	rasy	tävling	rasa	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;PL
tävling	race	tävling	raka	N;NOM;INDF;MASC+FEM;SG	
tävling	zawody	tävling	zawód	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
tävling	konkurencji	tävling	konkurencja	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
tävling	konkursie	tävling	konkurs	N;NOM;INDF;MASC+FEM;SG	N;INS;MASC;SG
tävling	konkursu	tävling	konkurs	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
tävling	zawody	tävling	zawód	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
karelen	karelia	karel	karelia	PROPN;NOM	
walter	waltera	walter	walter	PROPN;NOM	N;ACC;MASC;SG
walter	walter	walter	walter	PROPN;NOM	N;NOM;MASC;SG
sändes	wyemitowany	sända	wyemitować	V;IND;PST;FIN;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
lägre	niżej	låg	nisko	ADJ;NOM;CMPR	ADV;CMPR
lägre	lower	låg	lower	ADJ;NOM;CMPR	N;NOM;MASC;SG
lägre	dolna	låg	dolny	ADJ;NOM;CMPR	
författaren	autor	författare	autor	N;NOM;DEF;MASC+FEM;SG	V;IPFV;IND;SG;PST;FIN;ACT
författaren	autora	författare	autor	N;NOM;DEF;MASC+FEM;SG	
omgivningen	okolice	omgivning	okolica	N;NOM;DEF;MASC+FEM;SG	N;ACC;FEM;SG
omgivningen	otoczenia	omgivning	otoczenie	N;NOM;DEF;MASC+FEM;SG	N;GEN;NEUT;SG
bestående	stał	bestående	stać	ADJ;NOM;PRS;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
bestående	stała	bestående	stać	ADJ;NOM;PRS;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN;ACT
bestående	trwał	bestående	trwać	ADJ;NOM;PRS;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
bestående	stały	bestående	stać	ADJ;NOM;PRS;V.PTCP	V;IPFV;MASC;IND;PL;PST;FIN;ACT
bestående	trwałego	bestående	trwały	ADJ;NOM;PRS;V.PTCP	ADJ;ACC;MASC;SG
bestående	trwał	bestående	trwać	ADJ;NOM;PRS;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
bestående	trwały	bestående	trwać	ADJ;NOM;PRS;V.PTCP	V;IPFV;FEM;IND;PL;PST;FIN;ACT
pyrénées	pyrénées	pyrenee	pyrénées	N;NOM;INDF;MASC+FEM;SG	
kvinna	kobiety	kvinna	kobieta	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
kvinna	damskie	kvinna	damski	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
kvinna	kobiety	kvinna	kobieta	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
andreas	andreas	andrea	andreas	PROPN;NOM	PROPN;NOM;MASC;SG
andreas	andrzej	andrea	andrzej	PROPN;NOM	PROPN;NOM;MASC;SG
andreas	andrzeja	andrea	andrzej	PROPN;NOM	
andreas	andrew	andrea	andrew	PROPN;NOM	PROPN;NOM;MASC;SG
nunavut	nunavut	nunavut	nunavut	PROPN;NOM	
ersattes	zastąpiony	ersätta	zastąpić	V;IND;PST;FIN;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
ersattes	zastąpiła	ersätta	zastąpić	V;IND;PST;FIN;PASS	V;PFV;FEM;IND;SG;PST;FIN;ACT
ersattes	zastąpił	ersätta	zastąpić	V;IND;PST;FIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
