tine	کانٹے	tine	کانٹہ		N;NOM;MASC;SG;3
acrid	کٹیلا	acrid	کٹیلا		PROPN;NOM;MASC;SG;3
acrid	تیزوتلخ	acrid	تیزوتلخ		ADJ
natty	پھرتیلا	natty	پھرتیلا		PROPN;NOM;MASC;SG;3
picayune	اوچھا.	picayune	اوچھا.		PROPN;NOM;MASC;SG;3
picayune	ذلیل	picayune	ذلیل		ADJ
picayune	گھٹیا	picayune	گھٹیا		ADJ
vertebral	فقاری	vertebral	فقاری		ADJ
claptrap	بکواس	claptrap	بکواس	V	PROPN;NOM;MASC;SG;3
claptrap	اوپری	claptrap	اوپری	V	ADJ
stargazer	نجومی.	stargazer	نجومی.		PROPN;NOM;MASC;SG;3
fixer	بھڑوا.	fixer	بھڑوا.	N	
fixer	جمانے	fixer	جما	N	V;NFIN;ACT
fixer	دلال	fixer	دلال	N	
fixer	ٹھہرانے	fixer	ٹھہرا	N	V;ACC;NFIN
semitism	سامیت	semitism	سامیت		PROPN;NOM;MASC;SG;3
thrombosis	علقیت	thrombosis	علقیت		PROPN;NOM;MASC;SG;3
thrombosis	دلمیت	thrombosis	دلمیت		PROPN;NOM;MASC;SG;3
abnegation	تیاگ	abnegation	تیاگ		N;NOM;MASC;SG;3
federalism	وفاقیت	federalism	و	N	ADJ
conspicuous	کھلا	conspicuous	کھل	N	V;PFV;MASC;SG;V.PTCP;ACT
conspicuous	منفرد	conspicuous	منفرد	N	ADJ
conspicuous	واضح	conspicuous	واضح	N	ADJ
conspicuous	ممتاز	conspicuous	ممتاز	N	ADJ
avid	حریص.	avid	حریص.	N	PROPN;NOM;MASC;SG;3
discipleship	مریدی	discipleship	مریدی	N	PROPN;NOM;MASC;SG;3
blench	ڈرنا	blench	ڈرنا		V;MASC;SG;NFIN;ACT
blench	جھجکنا	blench	جھجک		V;SG;NFIN;ACT
concave	مقعر	concave	مقعر	N	PROPN;NOM;MASC;SG;3
friction	فرکی	friction	فرکی		PROPN;NOM;MASC;SG;3
friction	گھسائی	friction	گھسائی		PROPN;NOM;MASC;SG;3
friction	رگڑائی	friction	رگڑائی		V;PFV;FEM;SG;V.PTCP;ACT
friction	مالش.	friction	مالش.		PROPN;NOM;MASC;SG;3
friction	تصادم	friction	تصادم		N;NOM;MASC;SG;3
friction	ٹکرائو	friction	ٹکرائو		V;SG;V.PTCP;ACT
friction	اختلاف.	friction	اختلاف.		ADJ
friction	مزاحمت	friction	مزاحمت		N;NOM;MASC;SG;3
confuse	حیران	confuse	حیران	N	ADJ
confuse	دُھندلانا	confuse	دُھندلانا	N	V;SG;NFIN;ACT
confuse	الجھانا	confuse	الجھانا	N	PROPN;NOM;MASC;SG;3
confuse	بھٹکانا	confuse	بھٹکا	N	V;MASC;SG;NFIN;ACT
drupe	نوائیہ.	drupe	نوائیہ.		PROPN;NOM;MASC;SG;3
cutty	کوتاہ	cutty	کوتاہ		N;NOM;MASC;SG;3
agnostic	لاادری	agnostic	لاادری		PROPN;NOM;MASC;SG;3
chromosomal	لونیاتی	chromosomal	لونیاتی	V	ADJ;NOM
unripe	کچا	unripe	کچا	ADJ	N;NOM;MASC;SG;3
scrappy	چھٹن	scrappy	چھٹن	V	
scrappy	چھیلن	scrappy	چھیلن	V	
ironsides	سورما	ironsides	سورما		PROPN;NOM;MASC;SG;3
ironsides	بہادر	ironsides	بہادر		PROPN;NOM;MASC;SG;3
vamp	چھوٹا	vamp	چھوٹا		ADJ;NOM;MASC;SG
vamp	لبھانا.	vamp	لبھانا.		PROPN;NOM;MASC;SG;3
vamp	ہرجائی.	vamp	ہرجائی.		PROPN;NOM;MASC;SG;3
vamp	مکھڑا.	vamp	مکھڑا.		PROPN;NOM;MASC;SG;3
wafer	ٹکلی.	wafer	ٹکلی.		PROPN;NOM;MASC;SG;3
wafer	ہلکا	wafer	ہلکا		ADJ;NOM;MASC;SG
platter	تھال	platter	تھال		V;SG;V.PTCP;ACT
filmy	پتلا	filmy	پتلا		N;NOM;MASC;SG;3
filmy	مہین	filmy	مہین		V;SG;V.PTCP;ACT
ravin	صید.	ravin	صید.		PROPN;NOM;MASC;SG;3
ravin	شکار	ravin	شکار		N;NOM;MASC;SG;3
impeccable	اداکاری	impeccable	اداکاری	V	N;NOM;FEM;SG;3
impeccable	معصوم.	impeccable	معصوم.	V	PROPN;NOM;MASC;SG;3
impeccable	مثالی	impeccable	مثالی	V	ADJ
brittle	پھوٹک	brittle	پھوٹک		V;SG;ACT
brittle	کرارا	brittle	کرارا		PROPN;NOM;MASC;SG;3
brittle	پھوٹک	brittle	پھوٹک		V;SG;ACT
brittle	کرارا	brittle	کرارا		PROPN;NOM;MASC;SG;3
sneak	خفیہ	sneak	خفیہ		N;NOM;MASC;SG;3
sneak	past	sneak	past		PROPN;NOM;MASC;SG;3
sneak	مخبر	sneak	مخبر		PROPN;NOM;MASC;SG;3
sneak	گھٹیا	sneak	گھٹیا		ADJ
obscurity	ابہام	obscurity	ابہام		N;NOM;MASC;SG;3
obscurity	اخفا.	obscurity	اخفا.		PROPN;NOM;MASC;SG;3
tristesse	اداسی.	tristesse	اداسی.		PROPN;NOM;MASC;SG;3
tristesse	افسردگی	tristesse	افسردگی		N;NOM;FEM;SG;3
wagnerian	ویگنرپسند	wagnerian	ویگنرپسند	N	PROPN;NOM;MASC;SG;3
visage	مکھڑا.	visage	مکھڑا.		PROPN;NOM;MASC;SG;3
visage	چہرہ	visage	چہرہ		N;NOM;MASC;SG;3
utopian	یوٹوپیائی	utopian	یوٹوپیائی		ADJ;NOM
cess	کوسنا	cess	کوسنا		PROPN;NOM;MASC;SG;3
cess	ٹیکس	cess	ٹیکس		N;NOM;MASC;SG;3
cess	محصول	cess	محصول		N;NOM;MASC;SG;3
promiscuous	بلاتخصیص	promiscuous	بلاتخصیص		ADJ
promiscuous	مخلوط	promiscuous	مخلوط		ADJ
askew	خمیدہ	askew	خمیدہ		ADJ
intrinsic	خلقی	intrinsic	خلقی		ADJ
intrinsic	فطری	intrinsic	فطری		ADJ
surah	رومال	surah	رومال		N;NOM;MASC;SG;3
peristyle	مندر	peristyle	مندر	V	PROPN;NOM;MASC;SG;3
knotweed	polygonum	knotweed	polygonum	V	PROPN;NOM;MASC;SG;3
cnemotriccus	افسردہ	cnemotriccus	افسردہ	V	ADJ
cnemotriccus	غمناک	cnemotriccus	غمناک	V	PROPN;NOM;MASC;SG;3
cnemotriccus	سیاہ.	cnemotriccus	سیاہ.	V	PROPN;NOM;MASC;SG;3
cnemotriccus	تاریک	cnemotriccus	تاریک	V	N;NOM;MASC;SG;3
malleus	مطرقہ	malleus	مطرقہ		ADJ
glebe	کھیت	glebe	کھیت		N;NOM;MASC;SG;3
glebe	اراضی	glebe	اراضی		N;NOM;FEM;SG;3
coryphaenoides	پلوطونی.	coryphaenoides	پلوطونی.	V	PROPN;NOM;MASC;SG;3
visor	مغفر	visor	مغفر		PROPN;NOM;MASC;SG;3
condensate	ملخص.	condensate	ملخص.	N	PROPN;NOM;MASC;SG;3
condensate	بستہ	condensate	بستہ	N	
conscious	ہوشمند.	conscious	ہوشمند.	N	PROPN;NOM;MASC;SG;3
conscious	ہوشیار	conscious	ہوشیار	N	PROPN;NOM;MASC;SG;3
conscious	چوکنّا	conscious	چوکنّا	N	PROPN;NOM;MASC;SG;3
conscious	بالارادہ	conscious	بالارادہ	N	PROPN;NOM;MASC;SG;3
conscious	(	conscious	(	N	
celiac	متبادل	celiac	متبادل		ADJ
lucidity	صفائی	lucidity	صفائی		N;NOM;MASC;SG;3
lucidity	شفافی	lucidity	شفافی		ADJ
demonstrator	مظاہر.	demonstrator	مظاہر.	V	PROPN;NOM;MASC;SG;3
agitato	ہلچل	agitato	ہلچل		V;ACT
raving	ہذیان-	raving	ہذیان-		PROPN;NOM;MASC;SG;3
fling	پھینکنے	fling	پھینک		V;ACC;NFIN
fling	عیاشی	fling	عیاشی		N;NOM;MASC;SG;3
fling	چھوڑنا	fling	چھوڑ		V;NFIN
swash	آڑا	swash	آڑا		PROPN;NOM;MASC;SG;3
swash	ترچھا	swash	ترچھا		N;NOM;MASC;SG;3
swash	اریبی.	swash	اریبی.		PROPN;NOM;MASC;SG;3
outward	جسمانی	outward	جسمانی		ADJ
outward	اوپری	outward	اوپری		ADJ
outward	ظاہری	outward	ظاہری		ADJ
reflector	عاکس	reflector	عاکس	V	
arcanum	معمّا	arcanum	معمّا		PROPN;NOM;MASC;SG;3
malignant	سرطانی.	malignant	سرطانی.		PROPN;NOM;MASC;SG;3
malignant	خبیث	malignant	خبیث		ADJ
malignant	مہلک	malignant	مہلک		ADJ
crawler	چاپلوس.	crawler	چاپلوس.		PROPN;NOM;MASC;SG;3
crawler	خوشامدی	crawler	خوشامدی		N;NOM;MASC;SG;3
crawler	کیڑا.	crawler	کیڑا.		PROPN;NOM;MASC;SG;3
rơn	گھوما	rơn	گھوما		V;PFV;MASC;SG;V.PTCP;ACT
rơn	چکرانے	rơn	چکرا		V;ACC;NFIN
tapetum	عکّاسیہ.	tapetum	عکّاسیہ.		PROPN;NOM;MASC;SG;3
tapetum	قالینہ	tapetum	قالینہ		PROPN;NOM;MASC;SG;3
diminutive	مصغّر	diminutive	مصغّر		PROPN;NOM;MASC;SG;3
rout	ہنگامہ.	rout	ہنگامہ.		PROPN;NOM;MASC;SG;3
watchman	چوکیدار	watchman	چوکیدار	N	ADJ
gnosticism	باطینیت	gnosticism	باطینیت		PROPN;NOM;MASC;SG;3
hyperboloid	شلغمی	hyperboloid	شلغمی	V	PROPN;NOM;MASC;SG;3
disruption	درہمی	disruption	درہمی		PROPN;NOM;MASC;SG;3
secularism	لادینیت	secularism	لادینیت		N;NOM;MASC;SG;3
xoạch	تڑاقا.	xoạch	تڑاقا.		PROPN;NOM;MASC;SG;3
raver	بنکارنے	raver	بنکار		V;ACC;NFIN
untouchable	اچھوت.	untouchable	اچھوت.		PROPN;NOM;MASC;SG;3
untouchable	شودر	untouchable	شودر		N;NOM;MASC;SG;3
untouchable	اچھوت	untouchable	اچھوت		N;NOM;MASC;SG;3
bridegroom	نوشہ	bridegroom	نوشہ		PROPN;NOM;MASC;SG;3
bridegroom	دولھا	bridegroom	دولھا		PROPN;NOM;MASC;SG;3
bridegroom	نوشہ	bridegroom	نوشہ		PROPN;NOM;MASC;SG;3
bridegroom	عریس	bridegroom	عریس		PROPN;NOM;MASC;SG;3
bridegroom	دولھا	bridegroom	دولھا		PROPN;NOM;MASC;SG;3
westerly	پچھوا	westerly	پچھوا		PROPN;NOM;MASC;SG;3
westerly	مغربی	westerly	مغربی		ADJ
utter	مکمل.	utter	مکمل.		PROPN;NOM;MASC;SG;3
utter	قطعی	utter	قطعی		ADJ
utter	نرا	utter	نرا		V;MASC;SG;V.PTCP;ACT
utter	مکمل.	utter	مکمل.		PROPN;NOM;MASC;SG;3
utter	قطعی	utter	قطعی		ADJ
utter	نرا	utter	نرا		V;MASC;SG;V.PTCP;ACT
utter	کہنا	utter	کہہ		V;MASC;NFIN
leman	یار	leman	یار		PROPN;NOM;MASC;SG;3
leman	محبوب	leman	محبوب		PROPN;NOM;MASC;SG;3
refit	درستی	refit	درستی		ADJ
refit	مرّمت	refit	مرّمت		PROPN;NOM;MASC;SG;3
alderman	گورنر.	alderman	گورنر.	N	PROPN;NOM;MASC;SG;3
satirical	طنّاز	satirical	طنّاز		PROPN;NOM;MASC;SG;3
merrily	خرمی	merrily	خرمی		PROPN;NOM;MASC;SG;3
ombudsman	محتسب.	ombudsman	محتسب.	N	PROPN;NOM;MASC;SG;3
renew	آغاز	renew	آغاز		N;NOM;MASC;SG;3
renew	دینا	renew	دے		V;MASC;SG;NFIN;ACT
renew	رکنیت	renew	رکنیت		N;NOM;MASC;SG;3
renew	بتانا	renew	بتا		V;MASC;SG;NFIN;ACT
renew	دہرانا	renew	دہرانا		V;MASC;SG;V.PTCP;ACT
gharial	گھڑیال	gharial	گھڑیال		PROPN;NOM;MASC;SG;3
circumscription	تحدید	circumscription	تحدید	V	N;NOM;MASC;SG;3
knitting	کپڑا	knitting	کپڑا	V	N;NOM;MASC;SG;3
knitting	بُنائی	knitting	بُنا	V	PROPN;NOM;MASC;SG;3
knitting	کپڑا	knitting	کپڑا	V	N;NOM;MASC;SG;3
dross	کچرا	dross	کچرا		N;NOM;MASC;SG;3
dross	میل	dross	میل		N;NOM;MASC;SG;3
fanatic	متشدّد	fanatic	متشدّد		PROPN;NOM;MASC;SG;3
reformer	مصلح	reformer	مصلح		PROPN;NOM;MASC;SG;3
spokesperson	ناطق.	spokesperson	ناطق.		ADJ
spokesperson	نمائندہ	spokesperson	نمائندہ		ADJ
spokesperson	ناطق.	spokesperson	ناطق.		ADJ
spokesperson	نمائندہ	spokesperson	نمائندہ		ADJ
spokesperson	ترجمان	spokesperson	ترجمان		N;NOM;MASC;SG;3
apostate	مرتد	apostate	مرتد		PROPN;NOM;MASC;SG;3
cingulum	پیٹی	cingulum	پیٹی		PROPN;NOM;MASC;SG;3
cingulum	پٹکا	cingulum	پٹکا		PROPN;NOM;MASC;SG;3
bishopric	اُسقفیہ.	bishopric	اُسقفیہ.	V	PROPN;NOM;MASC;SG;3
strut	سہارنی.	strut	سہارنی		PROPN;NOM;MASC;SG;3
strut	ڈھارس	strut	ڈھارس		PROPN;NOM;MASC;SG;3
cycloid	مستدیر.	cycloid	مستدیر.		PROPN;NOM;MASC;SG;3
penumbra	ناقص	penumbra	ناقص	V	ADJ
penumbra	مبہم	penumbra	مبہم	V	ADJ
penumbra	باطل	penumbra	باطل	V	
penumbra	مخفی	penumbra	مخفی	V	ADJ
populism	عوامیت	populism	عوامیت		N;NOM;MASC;SG;3
nip	بُکٹا	nip	بُکٹا		PROPN;NOM;MASC;SG;3
nip	چرانا	nip	چرانا		V;MASC;SG;NFIN;ACT
foggy	مبہم.	foggy	مبہم.		PROPN;NOM;MASC;SG;3
foggy	فضا	foggy	فضا		N;NOM;MASC;SG;3
foggy	مبہم.	foggy	مبہم.		PROPN;NOM;MASC;SG;3
foggy	فضا	foggy	فضا		N;NOM;MASC;SG;3
foggy	دُھندلا	foggy	دُھندلا		PROPN;NOM;MASC;SG;3
neocolonialism	معاشی	neocolonialism	معاشی		ADJ
farce	ڈھونگ.	farce	ڈھونگ.		PROPN;NOM;MASC;SG;3
farce	مذاق	farce	مذاق		N;NOM;MASC;SG;3
farce	تلبیس	farce	تلبیس		PROPN;NOM;MASC;SG;3
uniformity	یکسانیت	uniformity	یکسانیت	ADJ	N;NOM;MASC;SG;3
authoritarian	جابرانہ.	authoritarian	جابرانہ.		PROPN;NOM;MASC;SG;3
authoritarian	آمرانہ	authoritarian	آمرانہ		ADJ
authoritarian	ظالمانہ	authoritarian	ظالمانہ		ADJ
methuselah	پیرفرتوت	methuselah	پیرفرتوت	N	ADJ
pinewood	چیڑ	pinewood	چیڑ		PROPN;NOM;MASC;SG;3
incline	موڑنا	incline	موڑ		V;NFIN;ACT
haver	بکواس	haver	بکواس		PROPN;NOM;MASC;SG;3
haver	ہچکچانا	haver	ہچکچا		V;MASC;SG;NFIN;ACT
hừm	اف	hừm	اف		PROPN;NOM;MASC;SG;3
wacky	چریا.	wacky	چریا.	N	PROPN;NOM;MASC;SG;3
wacky	سڑی	wacky	سڑی	N	V;PFV;FEM;SG;V.PTCP;ACT
wacky	بغلول.	wacky	بغلول.	N	ADP
wacky	باؤلا	wacky	باؤلا	N	PROPN;NOM;MASC;SG;3
bacterium	جرثومہ	bacterium	جرثومہ		PROPN;NOM;MASC;SG;3
teleost	شعاعیہ	teleost	شعاعیہ	V	PROPN;NOM;MASC;SG;3
volts	پھرکنت	volts	پھرکنت		PROPN;NOM;MASC;SG;3
volts	وولٹ	volts	وولٹ		N;NOM;MASC;SG;3
emitter	صادر	emitter	صادر	N	ADJ
testis	فوطہ	testis	فوطہ		PROPN;NOM;MASC;SG;3
testis	ٹٹّا.	testis	ٹٹّا.		PROPN;NOM;MASC;SG;3
testis	خُصیہ	testis	خُصیہ		PROPN;NOM;MASC;SG;3
emigrant	مہاجر	emigrant	مہاجر		N;NOM;MASC;SG;3
allotment	تفویض	allotment	تفویض		N;NOM;MASC;SG;3
lurideola	پیادہ.	lurideola	پیادہ.		PROPN;NOM;MASC;SG;3
furnace	انگیٹھی.	furnace	انگیٹھی.		PROPN;NOM;MASC;SG;3
evince	ظاہر	evince	ظاہر		ADJ
evince	عیاں	evince	عیاں		ADJ
evince	دکھانا	evince	دکھا		V;MASC;SG;NFIN;ACT
subordinate	ماتحت.	subordinate	ماتحت.		PROPN;NOM;MASC;SG;3
captivate	لبھانا.	captivate	لبھانا.	N	PROPN;NOM;MASC;SG;3
sedentary	نشستہ	sedentary	نشستہ		PROPN;NOM;MASC;SG;3
sedentary	متمکّن	sedentary	متمکّن		PROPN;NOM;MASC;SG;3
gumbo	بھنڈی.	gumbo	بھنڈی.		PROPN;NOM;MASC;SG;3
corium	کھال	corium	کھال	V	N;NOM;MASC;SG;3
corium	ادمہ	corium	ادمہ	V	PROPN;NOM;MASC;SG;3
corium	پوست	corium	پوست	V	
woof	بھونک.	woof	بھونک.		PROPN;NOM;MASC;SG;3
warty	گومڑیلا	warty	گومڑیلا		PROPN;NOM;MASC;SG;3
songster	سُریلا	songster	سُریلا		PROPN;NOM;MASC;SG;3
songster	موسیقار	songster	موسیقار		N;NOM;MASC;SG;3
fume	تلملانا	fume	تلملانا		PROPN;NOM;MASC;SG;3
fume	بھاپ	fume	بھاپ		N;NOM;MASC;SG;3
sov	بادشاہ	sov	بادشاہ		N;NOM;MASC;SG;3
whitebait	ہیرنگ	whitebait	ہیرنگ		PROPN;NOM;MASC;SG;3
philomel	عندلیب	philomel	عندلیب	N	PROPN;NOM;MASC;SG;3
philomel	بلبل.	philomel	بلبل.	N	
perseverance	استقلال	perseverance	استقلال		N;NOM;MASC;SG;3
perseverance	دلجمعی	perseverance	دلجمعی		ADJ
effigy	ڈھالا	effigy	ڈھال		V;PFV;MASC;SG;V.PTCP;ACT
cinematographer	فلمساز	cinematographer	فلمساز		PROPN;NOM;MASC;SG;3
cyclopean	جنّاتی.	cyclopean	جنیاتی	V	PROPN;NOM;MASC;SG;3
cyclopean	جیسا	cyclopean	جیسا	V	PRO;NOM;SG
mealy	زرد	mealy	زرد		PROPN;NOM;MASC;SG;3
mealy	چتکبرا	mealy	چتکبرا		PROPN;NOM;MASC;SG;3
casque	خود	casque	خود	N	PRO;NOM
seashell	سیپی	seashell	سیپی	V	N;NOM;MASC;SG;3
eerie	خوفناک	eerie	خوفناک		ADJ
messy	خراب	messy	خراب	N	ADJ
messy	گندہ.	messy	گندہ.	N	PROPN;NOM;MASC;SG;3
messy	پیچیدہ	messy	پیچیدہ	N	ADJ
omphalos	مرکز	omphalos	مرکز		N;NOM;MASC;SG;3
omphalos	مدار.	omphalos	مدردہ		PROPN;NOM;MASC;SG;3
spurious	نقلی	spurious	نقلی		ADJ
inedible	ناموزوں	inedible	ناموز		N;NOM;MASC;PL;3
ascender	چڑھتا	ascender	چڑھ	N	V;IPFV;MASC;SG;V.PTCP;ACT
recover	بلانا	recover	بلانا	N	V;MASC;SG;NFIN;ACT
recover	(	recover	(	N	
recover	تسلّط	recover	تسلّط	N	PROPN;NOM;MASC;SG;3
symmetrical	متوازن	symmetrical	متوازن	V	ADJ
symmetrical	متشاکُل	symmetrical	متشاکُل	V	PROPN;NOM;MASC;SG;3
symmetrical	متناسب	symmetrical	متناسب	V	ADJ
squamous	غضروفی	squamous	غضروفی		ADJ
squamous	فلسی	squamous	فلسی		PROPN;NOM;MASC;SG;3
squamous	پتریلا	squamous	پتریلا		PROPN;NOM;MASC;SG;3
conjunctiva	مُلتحمہ.	conjunctiva	مُلتحمہ.	N	ADJ
patriarchal	سرقبیلی	patriarchal	سرقبیلی		ADJ
patriarchal	سرگروہی	patriarchal	سرگروہی		PROPN;NOM;MASC;SG;3
yogurt	رائب.	yogurt	رائب.	N	PROPN;NOM;MASC;SG;3
yogurt	رائب.	yogurt	رائب.	N	PROPN;NOM;MASC;SG;3
yogurt	دہی	yogurt	دہی	N	
prune	ترشائی.	prune	ترشائی.		PROPN;NOM;MASC;SG;3
currant	کشمش.	currant	کشمش.		PROPN;NOM;MASC;SG;3
wrench	مروڑ	wrench	مروڑ		V;ACT
wrench	سنسی.	wrench	سنسی.		PROPN;NOM;MASC;SG;3
wrench	مروڑنا	wrench	مروڑ		V;NFIN
syllabic	رکنی.	syllabic	رکنی.	V	PROPN;NOM;MASC;SG;3
lydian	لیدائی.	lydian	لیدائی.		N;NOM;MASC;SG;3
curd	مٹھا	curd	مٹھا		PROPN;NOM;MASC;SG;3
curd	چھاچھ.	curd	چھاچھ.		PROPN;NOM;MASC;SG;3
hocus	بنانا	hocus	بنا		V;MASC;SG;NFIN;ACT
congruent	موافق.	congruent	موافق.		ADJ
hilltop	قُلّہ.	hilltop	قُلّہ.		PROPN;NOM;MASC;SG;3
topper	اوّل	topper	اوّل		PROPN;NOM;MASC;SG;3
topper	بلند	topper	بلند		ADJ
topper	بالا	topper	بالا		V;MASC;SG;V.PTCP
awkward	پھوہڑ.	awkward	پھوہڑ.	N	PROPN;NOM;MASC;SG;3
awkward	بھونڈا	awkward	بھونڈا	N	PROPN;NOM;MASC;SG;3
awkward	پھوہڑ.	awkward	پھوہڑ.	N	PROPN;NOM;MASC;SG;3
melancholia	مالیخولیا	melancholia	مالیخولیا	V	PROPN;NOM;MASC;SG;3
arboreal	شجری.	arboreal	شجری.		PROPN;NOM;MASC;SG;3
sepal	سبلہ.	sepal	سبلہ.		PROPN;NOM;MASC;SG;3
incarnate	تمثیل	incarnate	تمثیل		N;NOM;MASC;SG;3
incarnate	نمونہ	incarnate	نمونہ		ADJ
explication	توضیح	explication	توضیح		N;NOM;MASC;SG;3
explication	شرح	explication	شرح		N;NOM;FEM;SG;3
explication	تفسیر	explication	تفسیر		PROPN;NOM;MASC;SG;3
trilling	مثلّث.	trilling	مثلّث.		ADJ
jurist	وکیل.	jurist	وکیل.		PROPN;NOM;MASC;SG;3
dapper	پھرتیلا	dapper	پھرتیلا		PROPN;NOM;MASC;SG;3
dapper	چونچال	dapper	چونچال		PROPN;NOM;MASC;SG;3
paradoxical	متناقض	paradoxical	متناقض		ADJ
whirl	چکّر	whirl	چکّر		PROPN;NOM;MASC;SG;3
whirl	کوشش	whirl	کوشش		N;NOM;FEM;SG;3
veneer	(	veneer	(	N	
veneer	ملمع.	veneer	ملمع.	N	PROPN;NOM;MASC;SG;3
whitey	گورا.	whitey	گورا.		PROPN;NOM;MASC;SG;3
yob	لچّا	yob	لچیا		PROPN;NOM;MASC;SG;3
yob	لفنگا	yob	لفنگا		PROPN;NOM;MASC;SG;3
yob	لچّا	yob	لچیا		PROPN;NOM;MASC;SG;3
inquest	تبصرہ.	inquest	تبصرہ.		PROPN;NOM;MASC;SG;3
inquest	تجزیہ	inquest	تجزیہ		N;NOM;MASC;SG;3
topping	سجانا	topping	سجا	N	PROPN;NOM;MASC;SG;3
pressman	صحافی	pressman	صحافی		ADJ
wordplay	تلازمہ.	wordplay	تلازمہ.		PROPN;NOM;MASC;SG;3
wordplay	جگت	wordplay	جگت		PROPN;NOM;MASC;SG;3
pulley	چرخی	pulley	چرخی		PROPN;NOM;MASC;SG;3
classicism	قدیم	classicism	قدیم	N	ADJ
placard	پوسٹر.	placard	پوسٹر.		PROPN;NOM;MASC;SG;3
branched	منقسم	branched	منقسم	V	ADJ
diacritic	ماترا	diacritic	ماترا		PROPN;NOM;MASC;SG;3
diacritic	اعراب	diacritic	عراب		N;NOM;MASC;PL;3
flourish	جھالا	flourish	جھالا		PROPN;NOM;MASC;SG;3
flourish	جینا	flourish	جینا		PROPN;NOM;MASC;SG;3
flourish	دکھانا	flourish	دکھا		V;MASC;SG;NFIN;ACT
mow	کھلیان.	mow	کھلیان.		PROPN;NOM;MASC;SG;3
callus	صلابہ.	callus	صلابہ.	N	
callus	گٹّا	callus	گٹّا	N	PROPN;NOM;MASC;SG;3
swaraj	سوراج	swaraj	سوراج		PROPN;NOM;MASC;SG;3
brio	چونچالی.	brio	چونچالی.	N	PROPN;NOM;MASC;SG;3
vegan	بقولاتی	vegan	بقولاتی		V;IPFV;FEM;SG;V.PTCP;ACT
hemi	نصف	hemi	نصف		ADJ
elongation	تطویل	elongation	تطویل		N;NOM;MASC;SG;3
crate	ڈھوڈا.	crate	ڈھوڈا.		PROPN;NOM;MASC;SG;3
simulacrum	ریاکاری.	simulacrum	ریاکاریؤ		PROPN;NOM;MASC;SG;3
simulacrum	مکر	simulacrum	مکر		V;ACT
simulacrum	شبیہہ.	simulacrum	شبیہہ.		PROPN;NOM;MASC;SG;3
disposable	پھنکاؤشے.	disposable	پھنکاؤشے.		V;MASC;SG;FIN;ACT
disposable	ردّی	disposable	ردّی		N;NOM;MASC;SG;3
disposable	زیرتصّرف.	disposable	زیرتصّرف.		ADJ
petiole	ڈنٹھل.	petiole	ڈنٹھل.		PROPN;NOM;MASC;SG;3
cardiology	قلبیات.	cardiology	قلبیات.		PROPN;NOM;MASC;SG;3
pyramidal	اہرامی	pyramidal	اہرامی		PROPN;NOM;MASC;SG;3
pyramidal	مخروطی	pyramidal	مخروطی		ADJ
exclamation	نعرہ	exclamation	نعرہ		N;NOM;MASC;SG;3
exclamation	پکار	exclamation	پکار		V;SG;ACT
exclamation	پکارنے	exclamation	پکار		V;NFIN;ACT
exclamation	للکار.	exclamation	للکار.		PROPN;NOM;MASC;SG;3
scoria	چیکٹ	scoria	چیکٹ		PROPN;NOM;MASC;SG;3
scoria	کھنگڑ.	scoria	کھنگڑ.		PROPN;NOM;MASC;SG;3
scoria	کِیٹ	scoria	کِیٹ		PROPN;NOM;MASC;SG;3
bogey	شیطان.	bogey	شیطان.		PROPN;NOM;MASC;SG;3
sailer	جہاز	sailer	جہاز		N;NOM;MASC;SG;3
devotional	دینی	devotional	دینی		ADJ
parasitoid	زنبور.	parasitoid	زنبور.		PROPN;NOM;MASC;SG;3
upbeat	رجائی	upbeat	رجائی		V;PFV;FEM;SG;V.PTCP;ACT
movable	جَنگم.	movable	جَنگم.		PROPN;NOM;MASC;SG;3
deterministic	جبری	deterministic	جبری		ADJ
deterministic	اجتباری	deterministic	اجتباری		N;NOM;MASC;SG;3
midst	درمیان.	midst	درمیان.		PROPN;NOM;MASC;SG;3
midst	وسط	midst	وسط		PROPN;NOM;MASC;SG;3
outrider	گڈریا.	outrider	گڈریا.		PROPN;NOM;MASC;SG;3
stowage	رکھنے	stowage	رکھ		V;NFIN
stowage	گودام	stowage	گودام		N;NOM;MASC;SG;3
stowage	بھنڈار.	stowage	بھنڈار.		PROPN;NOM;MASC;SG;3
soulful	جذباتی	soulful	جذباتی		ADJ;NOM
mycology	فطریات.	mycology	فطریات.	N	V;IPFV;SG;V.PTCP;ACT
metaphysical	تصوّراتی.	metaphysical	تصوقراتین	V	PROPN;NOM;MASC;SG;3
metaphysical	خیالی	metaphysical	خیالی	V	PROPN;NOM;MASC;SG;3
punchy	طاقتور	punchy	طاقتور		ADJ
punchy	زوردار	punchy	زوردار		ADJ
punchy	جمتوّل.	punchy	جمتوّل.		PROPN;NOM;MASC;SG;3
evasive	فراری	evasive	فراری		N;NOM;MASC;SG;3
evasive	بچنے	evasive	بچ		V;NFIN;ACT
evasive	گریزاں	evasive	گریز		N;NOM;MASC;PL;3
kismet	قسمت.	kismet	قسمت.		PROPN;NOM;MASC;SG;3
artistry	کاریگری	artistry	کاریگری		N;NOM;MASC;SG;3
craze	خبط.	craze	خبط.		PROPN;NOM;MASC;SG;3
negroid	نیگرو.	negroid	نیگرو.		PROPN;NOM;MASC;SG;3
spearhead	اگوا	spearhead	اگوا		PROPN;NOM;MASC;SG;3
