stan	stane	stan	stát	N;INDF;MASC+FEM;SG	V;IND;SG;3;POS;PRS;FIN;ACT
kontroversielle	kontroverzní	kontroversiel	kontroverzní	ADJ;PL	ADJ;NOM;MASC;SG;POS
catherine	catherine	catherin	catherine	N;INDF;MASC+FEM;SG	PROPN;FEM;SG;POS
revolutionære	revoluční	revolutionær	revoluční	ADJ;PL	ADJ;NOM;MASC;SG;POS
revolutionære	revolucionáři	revolutionær	revolucionář	ADJ;PL	N;ANIM;NOM;MASC;PL;POS
bedt	modlila	bede	modlit	V;INDF;SG;PST;V.PTCP	V;IPFV;POS;PST;V.PTCP;ACT
redigering	úpravy	redigering	úprava	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
woman	ženská	woman	ženský		ADJ;NOM;FEM;SG;POS
woman	žena	woman	žena		N;NOM;FEM;SG;POS
philippe	philippe	philippe	philippe		PROPN;ANIM;NOM;MASC;SG;POS
diskuteret	probírali	diskutere	probírat	V;INDF;SG;PST;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP;ACT
fugl	bird	fugl	bird	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
fugl	ptačí	fugl	ptačí	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
heaven	nebe	heaven	nebe		N;NOM;NEUT;SG;POS
heaven	nebesa	heaven	besa		N;NOM;FEM;SG;POS
istanbul	istanbulu	istanbul	istanbula	PROPN	PROPN;INAN;GEN;MASC;SG;POS
celle	buňky	celle	buňka	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
celle	cely	celle	cela	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL;POS
download	stahování	download	stahování	V;IMP	N;NOM;NEUT;SG;POS
download	stažení	download	stažení	V;IMP	N;NOM;NEUT;SG;POS
sammenstød	střety	sammenstød	střet	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
sammenstød	srážky	sammenstød	srážka	N;INDF;NEUT;SG	N;NOM;FEM;PL;POS
sammenstød	clash	sammenstød	clash	N;INDF;NEUT;SG	PROPN;INAN;MASC;SG;POS
sammenstød	srážky	sammenstød	srážka	N;INDF;NEUT;SG	N;NOM;FEM;PL;POS
edmund	edmund	edmund	edmund	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
jagerfly	stíhačky	jagerfly	stíhačka	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
jagerfly	bojovníků	jagerfly	bojovník	N;INDF;MASC+FEM;SG	N;ANIM;GEN;MASC;PL;POS
jagerfly	bojovníci	jagerfly	bojovník	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;PL;POS
jagerfly	bojovníky	jagerfly	bojovník	N;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;PL;POS
pacific	pacific	pacific	pacific		PROPN;NOM;MASC;SG;POS
forhindrede	zabráněno	forhindre	zabráněný	V;IND;PST;FIN;ACT	ADJ;NEUT;SG;POS;V.PTCP;PASS
pommern	pomořansku	pommer	pomořansko	N;INDF;MASC+FEM;SG	PROPN;DAT;NEUT;SG;POS
engel	anděli	engel	anděl	N;INDF;MASC+FEM;SG	N;ANIM;INS;MASC;PL;POS
engel	angel	engel	angel	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
erich	erich	erich	erich	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
myter	mýtus	myte	mýtus	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG;POS
frivillig	dobrovolně	frivillig	dobrovolně	ADJ;INDF;MASC+FEM;SG	ADV;POS
frivillig	dobrovolník	frivillig	dobrovolník	ADJ;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG;POS
frost	frost	frost	frost	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
egon	egon	egon	egon		PROPN;ANIM;NOM;MASC;SG;POS
sting	stehy	sting	steh	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL;POS
fusionerede	sloučeny	fusionere	sloučený	V;PST;V.PTCP	ADJ;INAN;PL;POS;V.PTCP;PASS
asiatiske	asijský	asiatisk	asijský	ADJ;PL	ADJ;INAN;NOM;MASC;SG;POS
asiatiske	asijská	asiatisk	asijský	ADJ;PL	ADJ;NOM;FEM;SG;POS
sweet	sladký	swe	sladký		ADJ;INAN;NOM;MASC;SG;POS
sweet	sladká	swe	sladký		ADJ;NOM;FEM;SG;POS
sweet	sladké	swe	sladký		ADJ;NOM;NEUT;SG;POS
sweet	sweet	swe	sweet		N;NOM;MASC;SG;POS
ler	jíly	le	jít	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL;POS
ler	hlíny	le	hlína	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
ler	clay	le	clay	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
jagten	hunt	jagt	hunt	N;DEF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
jagten	lovit	jagt	lovit	N;DEF;MASC+FEM;SG	V;IPFV;POS;NFIN
jagten	lovecké	jagt	lovecký	N;DEF;MASC+FEM;SG	ADJ;NOM;NEUT;SG;POS
coupé	coupe	coupé	coupe	N;INDF;MASC+FEM;SG	PROPN;FEM;SG;POS
sproglige	jazykové	sproglig	jazykový	ADJ;PL	ADJ;NOM;NEUT;SG;POS
udkæmpet	bojovala	udkæmpe	bojovat	V;INDF;SG;PST;V.PTCP	V;IPFV;POS;PST;V.PTCP;ACT
udkæmpet	bojovali	udkæmpe	bojovat	V;INDF;SG;PST;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP;ACT
houston	houston	houston	houston		PROPN;INAN;NOM;MASC;SG;POS
houston	houstonu	houston	houston		N;INAN;GEN;MASC;SG;POS
anmodning	požádat	anmodning	požádat	N;INDF;MASC+FEM;SG	V;PFV;POS;NFIN
flandern	flanders	flande	flanders	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG;POS
cbs	cbs	cbs	cbs	N;INDF;MASC+FEM;SG	PROPN;MASC;SG;POS
fremstiller	výrobci	fremstille	výrobce	V;IND;PRS;FIN;ACT	N;ANIM;NOM;MASC;PL;POS
fremstiller	výrobce	fremstille	výrobce	V;IND;PRS;FIN;ACT	N;ANIM;NOM;MASC;SG;POS
toner	toner	tone	toner	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG;POS
antaget	předpokládala	antage	předpokládat	V;INDF;SG;PST;V.PTCP	V;IPFV;POS;PST;V.PTCP;ACT
behandle	léčbě	behandle	léčba	V;NFIN;ACT	N;DAT;FEM;SG;POS
cecilie	cecilie	cecilie	cecilie		N;NOM;FEM;SG;POS
patent	patentů	patent	patent	N;INDF;NEUT;SG	N;INAN;GEN;MASC;PL;POS
patent	patenty	patent	patent	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
owen	owena	owen	owen		N;ANIM;ACC;MASC;SG;POS
owen	owen	owen	owen		PROPN;ANIM;NOM;MASC;SG;POS
rafael	raphael	rafael	raphael		PROPN;ANIM;NOM;MASC;SG;POS
rafael	rafael	rafael	rafael		PROPN;ANIM;NOM;MASC;SG;POS
rafael	rafael	rafael	rafael		PROPN;ANIM;NOM;MASC;SG;POS
konvention	úmluvy	konvention	úmluva	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
skatter	daní	skatter	daň	ADV	N;INS;FEM;SG;POS
skatter	daně	skatter	daň	ADV	N;NOM;FEM;PL;POS
alabama	alabamě	alabama	alabamě		PROPN;DAT;FEM;SG;POS
væbnede	ozbrojená	væbne	ozbrojený	ADJ;PL	ADJ;NOM;FEM;SG;POS
væbnede	ozbrojený	væbne	ozbrojený	ADJ;PL	ADJ;INAN;NOM;MASC;SG;POS
væbnede	ozbrojen	væbne	ozbrojený	ADJ;PL	ADJ;MASC;SG;POS;V.PTCP;PASS
undersøgt	studovala	undersøge	studovat	V;INDF;SG;PST;V.PTCP	V;IPFV;POS;PST;V.PTCP;ACT
undersøgt	zkoumáno	undersøge	zkoumaný	V;INDF;SG;PST;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
organiske	bio	organisk	bio	ADJ;PL	PROPN;NOM;MASC;SG;POS
organiske	organický	organisk	organický	ADJ;PL	ADJ;INAN;NOM;MASC;SG;POS
organiske	organická	organisk	organický	ADJ;PL	ADJ;NOM;FEM;SG;POS
organiske	organické	organisk	organický	ADJ;PL	ADJ;NOM;MASC;SG;POS
organiske	ekologické	organisk	ekologický	ADJ;PL	ADJ;NOM;MASC;SG;POS
newton	newton	newton	newton		PROPN;ANIM;NOM;MASC;SG;POS
dybere	hlubší	dybere	hluboký	ADV;CMPR	ADJ;NOM;CMPR;MASC;SG;POS
michelle	michelle	michel	michelle	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;POS
sammenlignes	porovnává	sammenligne	porovnávat	V;IND;PRS;FIN;PASS	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
olga	olga	olga	olgo		PROPN;NOM;FEM;SG;POS
romantisk	romantický	romantisk	romantický	ADV	ADJ;INAN;NOM;MASC;SG;POS
romantisk	romantika	romantisk	romantik	ADV	N;NOM;FEM;SG;POS
romantisk	romantická	romantisk	romantický	ADV	ADJ;NOM;FEM;SG;POS
romantisk	romantik	romantisk	romantik	ADV	N;ANIM;NOM;MASC;SG;POS
romantisk	romantické	romantisk	romantický	ADV	ADJ;NOM;NEUT;SG;POS
sevilla	sevilla	sevilla	sevilla	PROPN	PROPN;NOM;FEM;SG;POS
sevilla	seville	sevilla	seville	PROPN	PROPN;DAT;FEM;SG;POS
mel	mouky	mel	mouka	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
mel	mel	mel	mel	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
mel	mela	mel	mela	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;POS
ronnie	ronnieho	ronnie	ronnie		PROPN;ANIM;NOM;MASC;SG;POS
ronnie	ronnie	ronnie	ronnie		PROPN;ANIM;NOM;MASC;SG;POS
køb	zakoupit	køb	zakoupit	N;INDF;NEUT;SG	V;PFV;POS;NFIN
køb	koupit	køb	koupit	N;INDF;NEUT;SG	V;PFV;POS;NFIN
køb	zakoupit	køb	zakoupit	N;INDF;NEUT;SG	V;PFV;POS;NFIN
køb	nákupy	køb	nákup	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
walker	walker	walke	walker	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
walker	walkerová	walke	walkerová	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG;POS
statistisk	statistické	statistisk	statistický	ADV	ADJ;NOM;MASC;SG;POS
statistisk	statistický	statistisk	statistický	ADV	ADJ;INAN;NOM;MASC;SG;POS
afslørede	odhaleno	afsløre	odhalený	V;IND;PST;FIN;ACT	ADJ;NEUT;SG;POS;V.PTCP;PASS
afslørede	odhalen	afsløre	odhalený	V;IND;PST;FIN;ACT	ADJ;MASC;SG;POS;V.PTCP;PASS
afslørede	odhalena	afsløre	odhalený	V;IND;PST;FIN;ACT	ADJ;POS;V.PTCP;PASS
sporten	sportovní	sport	sportovní	N;DEF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
ruth	ruth	ruth	ruth	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;POS
leverer	doručování	levere	doručování	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG;POS
grænserne	hranice	grænse	hranice	N;DEF;MASC+FEM;PL	N;NOM;FEM;SG;POS
separat	oddělené	separat	oddělený	ADV	ADJ;NOM;NEUT;PL;POS
separat	oddělit	separat	oddělit	ADV	V;PFV;POS;NFIN
separat	samostatné	separat	samostatný	ADV	ADJ;NOM;NEUT;SG;POS
wikidata	wikidata	wikidata	wikidat		N;NOM;FEM;SG;POS
stein	stein	stein	stein	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
skulptur	sochy	skulptur	socha	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
pearl	pearl	pearl	pearl	N;INDF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
trykte	tištěné	trykte	tištěný	V;PL;PST;V.PTCP	ADJ;NOM;MASC;SG;POS
godkendte	schváleno	godkende	schválený	V;PL;PST;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
godkendte	schválené	godkende	schválený	V;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;POS
godkendte	schválen	godkende	schválený	V;PL;PST;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
godkendte	schválená	godkende	schválený	V;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;POS
godkendte	schválený	godkende	schválený	V;PL;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
godkendte	schválena	godkende	schválený	V;PL;PST;V.PTCP	ADJ;POS;V.PTCP;PASS
permanente	trvalý	permanent	trvalý	ADJ;PL	ADJ;INAN;NOM;MASC;SG;POS
permanente	trvalá	permanent	trvalý	ADJ;PL	ADJ;NOM;FEM;SG;POS
permanente	permanentní	permanent	permanentní	ADJ;PL	ADJ;NOM;MASC;SG;POS
permanente	trvalé	permanent	trvalý	ADJ;PL	ADJ;NOM;NEUT;SG;POS
permanente	stálá	permanent	stálý	ADJ;PL	ADJ;NOM;FEM;SG;POS
winston	winston	winston	winston	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
fisker	rybáři	fisker	rybář	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;PL;POS
fisker	rybáře	fisker	rybář	N;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;PL;POS
dygtige	talentovaný	dygtig	talentovaný	ADJ;PL	ADJ;ANIM;NOM;MASC;SG;POS
dygtige	talentovaná	dygtig	talentovaný	ADJ;PL	ADJ;NOM;FEM;SG;POS
oldenburg	oldenburg	oldenburg	oldenburg		PROPN;INAN;NOM;MASC;SG;POS
beton	konkrétní	beton	konkrétní	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
dortmund	dortmund	dortmund	dortmund	PROPN	PROPN;INAN;NOM;MASC;SG;POS
bureau	předsednictva	bureau	předsednictvo	N;INDF;NEUT;SG	N;NOM;NEUT;PL;POS
dragon	draku	dragon	drak		N;INAN;GEN;MASC;SG;POS
dragon	drak	dragon	drak		N;ANIM;NOM;MASC;SG;POS
göttingen	göttingen	gytting	göttingen	N;DEF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
rede	připravené	rede	připravený	N	ADJ;NOM;NEUT;SG;POS
rede	připraveno	rede	připravený	N	ADJ;NEUT;SG;POS;V.PTCP;PASS
chopin	chopina	chopin	chopina		N;NOM;FEM;SG;POS
gad	gad	gide	gada	V;IND;PST;FIN;ACT	PROPN;ANIM;NOM;MASC;SG;POS
dale	dale	dal	daleko	N;INDF;MASC+FEM;PL	PROPN;ANIM;NOM;MASC;SG;POS
pedro	pedro	pedro	pedro		PROPN;ANIM;NOM;MASC;SG;POS
barry	barry	barry	barra		PROPN;ANIM;NOM;MASC;SG;POS
barry	barryho	barry	barry		N;ANIM;GEN;MASC;SG;POS
allieret	spojenecké	alliere	spojenecký	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;POS
allieret	spojence	alliere	spojenec	V;INDF;SG;PST;V.PTCP	N;ANIM;ACC;MASC;PL;POS
allieret	ally	alliere	alev	V;INDF;SG;PST;V.PTCP	PROPN;FEM;SG;POS
allieret	spojenec	alliere	spojenec	V;INDF;SG;PST;V.PTCP	N;ANIM;NOM;MASC;SG;POS
judas	jidáš	judas	jidýš		N;ANIM;NOM;MASC;SG;POS
lufthavne	letištní	lufthavne	letištní	N;INDF;MASC+FEM;PL	ADJ;NOM;MASC;SG;POS
lufthavne	letiště	lufthavne	letiště	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG;POS
lufthavne	letiště	lufthavne	letiště	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG;POS
small	malé	small	malý		ADJ;NOM;MASC;PL;POS
small	malý	small	malý		ADJ;INAN;NOM;MASC;SG;POS
small	malá	small	malý		ADJ;NOM;FEM;SG;POS
kentucky	kentucky	kentucky	kentucky		PROPN;NOM;FEM;SG;POS
afløser	náhradní	afløser	náhradní	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
nassau	nassau	nassau	nassat	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
proteiner	protein	protein	protein	N;INDF;NEUT;PL	N;INAN;NOM;MASC;SG;POS
simpson	simpsonová	simpson	simpsonový		ADJ;NOM;FEM;SG;POS
simpson	simpson	simpson	simpson		PROPN;ANIM;NOM;MASC;SG;POS
suppleret	doplněno	supplere	doplněný	V;INDF;SG;PST;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
suppleret	doplněné	supplere	doplněný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;POS
suppleret	doplněn	supplere	doplněný	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
suppleret	doplněno	supplere	doplněný	V;INDF;SG;PST;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
nepal	nepálu	nepal	pál	PROPN	PROPN;INAN;GEN;MASC;SG;POS
påstand	nárokovat	påstand	nárokovat	N;INDF;MASC+FEM;SG	V;PFV;POS;NFIN
westfalen	vestfálsko	westfale	vestfálský	N;DEF;MASC+FEM;SG	PROPN;NOM;NEUT;SG;POS
amy	amy	amy	amy	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;POS
walk	procházka	walk	procházka		N;ANIM;NOM;FEM;SG;POS
walk	chodit	walk	chodit		V;IPFV;POS;NFIN
walk	chůze	walk	chůze		N;NOM;FEM;SG;POS
walk	pěšky	walk	pěšky		N;INAN;NOM;MASC;PL;POS
opdagelsesrejsende	explorer	opdagelsesrejsende	explorer	ADJ	N;INAN;NOM;MASC;SG;POS
opdagelsesrejsende	průzkumník	opdagelsesrejsende	průzkumník	ADJ	N;ANIM;NOM;MASC;SG;POS
opdagelsesrejsende	průzkumníci	opdagelsesrejsende	průzkumník	ADJ	N;ANIM;NOM;MASC;PL;POS
møbler	nábytek	møbel	nábytek	N;INDF;NEUT;PL	N;INAN;NOM;MASC;SG;POS
rick	rick	rick	rick		PROPN;ANIM;NOM;MASC;SG;POS
rick	ricka	rick	ricko		N;ANIM;ACC;MASC;SG;POS
neutrale	neutrální	neutral	neutrální	ADJ;PL	ADJ;NOM;MASC;SG;POS
rob	rob	rob	rob		PROPN;ANIM;NOM;MASC;SG;POS
rob	robe	rob	robe		PROPN;NOM;MASC;SG;POS
omfattet	zahrnut	omfatte	zahrnutý	N;DEF;NEUT;SG	ADJ;MASC;SG;POS;V.PTCP;PASS
omfattet	zahrnuty	omfatte	zahrnutý	N;DEF;NEUT;SG	ADJ;INAN;PL;POS;V.PTCP;PASS
omfattet	včetně	omfatte	včetně	N;DEF;NEUT;SG	ADP;GEN
omfattet	zahrnuto	omfatte	zahrnutý	N;DEF;NEUT;SG	ADJ;NEUT;SG;POS;V.PTCP;PASS
omfattet	zahrnuté	omfatte	zahrnutý	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;POS
omfattet	pokryté	omfatte	pokrytý	N;DEF;NEUT;SG	ADJ;NOM;MASC;PL;POS
omfattet	krytý	omfatte	krytý	N;DEF;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
omfattet	kryté	omfatte	krytý	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;POS
omfattet	pokrytý	omfatte	pokrytý	N;DEF;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
kriminelle	kriminálník	kriminel	kriminálník	ADJ;PL	N;ANIM;NOM;MASC;SG;POS
kriminelle	kriminální	kriminel	kriminální	ADJ;PL	ADJ;NOM;MASC;SG;POS
kriminelle	zločinec	kriminel	zločinec	ADJ;PL	N;ANIM;NOM;MASC;SG;POS
kriminelle	trestní	kriminel	trestní	ADJ;PL	ADJ;NOM;MASC;SG;POS
kriminelle	zločinci	kriminel	zločinec	ADJ;PL	N;ANIM;NOM;MASC;PL;POS
leftarm	leftarm	leftarm	leftarm		N;INAN;NOM;MASC;SG;POS
forøget	zvýšený	forøge	zvýšený	V;INDF;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
forøget	zvýšená	forøge	zvýšený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS
forøget	zvýšení	forøge	zvýšení	V;INDF;SG;PST;V.PTCP	N;NOM;NEUT;SG;POS
forøget	zvýšené	forøge	zvýšený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
regelmæssige	pravidelně	regelmæssig	pravidelně	ADJ;PL	ADV;POS
regelmæssige	pravidelná	regelmæssig	pravidelný	ADJ;PL	ADJ;NOM;FEM;SG;POS
regelmæssige	pravidelný	regelmæssig	pravidelný	ADJ;PL	ADJ;INAN;NOM;MASC;SG;POS
cypern	kypru	cypern	kypr	N;INDF;MASC+FEM;SG	PROPN;INAN;GEN;MASC;SG;POS
cypern	kypr	cypern	kypr	N;INDF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
halve	poloviny	halv	polovina	ADJ;PL	N;NOM;FEM;SG;POS
halve	půlky	halv	půlka	ADJ;PL	N;NOM;FEM;PL;POS
mitsubishi	mitsubishi	mitsubishi	mitsubishu		N;INAN;NOM;MASC;SG;POS
skarpe	ostrý	skarp	ostrý	ADJ;PL	ADJ;INAN;NOM;MASC;SG;POS
skarpe	ostře	skarp	ostře	ADJ;PL	ADV;POS
skarpe	ostré	skarp	ostrý	ADJ;PL	ADJ;NOM;NEUT;SG;POS
skarpe	ostrá	skarp	ostrý	ADJ;PL	ADJ;NOM;FEM;SG;POS
kriminalitet	zločiny	kriminalitet	zločin	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL;POS
undervist	učila	undervist	učit	V;INDF;SG;PST;V.PTCP	V;IPFV;POS;PST;V.PTCP;ACT
batteri	baterky	batteri	baterka	N;INDF;NEUT;SG	N;NOM;FEM;PL;POS
omkostninger	cena	omkostning	cena	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;POS
mur	zdi	mur	zeď	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
motors	motors	motors	motors		PROPN;INAN;NOM;MASC;SG;POS
motors	motory	motors	motor		N;INAN;NOM;MASC;PL;POS
passede	fit	passe	fit	V;IND;PST;FIN;ACT	PROPN;NOM;MASC;SG;POS
passede	tendenci	passe	tendence	V;IND;PST;FIN;ACT	N;ACC;FEM;SG;POS
cia	cia	cia	cia		PROPN;FEM;POS
cia	cia	cia	cia		PROPN;FEM;POS
forberede	příprava	forbere	příprava	V;NFIN;ACT	N;NOM;FEM;SG;POS
lissabon	lisabonská	lissabon	lisabonský		ADJ;NOM;FEM;SG;POS
lissabon	lisabon	lissabon	lisabon		PROPN;INAN;NOM;MASC;SG;POS
lissabon	lisabonské	lissabon	lisabonský		ADJ;NOM;NEUT;SG;POS
lissabon	lisabonu	lissabon	lisabon		PROPN;INAN;GEN;MASC;SG;POS
grace	grace	grace	grace		PROPN;NOM;FEM;SG;POS
grace	milost	grace	milost		N;NOM;FEM;SG;POS
illustrationer	ilustrace	illustration	ilustrace	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;POS
skandinavisk	skandinávské	skandinavisk	skandinávský	ADJ;INDF;SG	ADJ;NOM;MASC;PL;POS
sct	sct	sct	sct	N;INDF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
templet	temple	temple	temple	N;DEF;NEUT;SG	PROPN;NOM;MASC;SG;POS
håbet	hope	håb	hopně	N;DEF;NEUT;SG	PROPN;NOM;MASC;SG;POS
håbet	doufám	håb	doufat	N;DEF;NEUT;SG	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
håbet	doufat	håb	doufat	N;DEF;NEUT;SG	V;IPFV;POS;NFIN
håbet	doufala	håb	doufat	N;DEF;NEUT;SG	V;IPFV;POS;PST;V.PTCP;ACT
håbet	doufal	håb	doufat	N;DEF;NEUT;SG	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
indlagt	hospitalizován	indlægge	hospitalizovaný	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
indlagt	hospitalizován	indlægge	hospitalizovaný	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
indlagt	přijat	indlægge	přijatý	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
reform	reformovat	reform	reformovat	N;INDF;MASC+FEM;SG	V;PFV;POS;NFIN
reform	reformy	reform	reforma	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
videnskabeligt	vědecká	videnskabelig	vědecký	ADV	ADJ;NOM;FEM;SG;POS
videnskabeligt	vědecké	videnskabelig	vědecký	ADV	ADJ;NOM;NEUT;SG;POS
videnskabeligt	vědecký	videnskabelig	vědecký	ADV	ADJ;INAN;NOM;MASC;SG;POS
missioner	mise	mission	mise	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;POS
psykisk	vědma	psykisk	vědma	ADJ;INDF;SG	N;NOM;FEM;SG;POS
psykisk	jasnovidec	psykisk	jasnovidec	ADJ;INDF;SG	N;ANIM;NOM;MASC;SG;POS
psykisk	médium	psykisk	médium	ADJ;INDF;SG	N;NOM;NEUT;SG;POS
psykisk	psychicky	psykisk	psychicky	ADJ;INDF;SG	ADV;POS
psykisk	duševně	psykisk	duševně	ADJ;INDF;SG	ADV;POS
psykisk	mentálně	psykisk	mentálně	ADJ;INDF;SG	ADV;POS
clara	clara	clara	clara		PROPN;NOM;FEM;SG;POS
clara	claro	clara	claro		PROPN;NOM;MASC;SG;POS
clara	klára	clara	klára		N;NOM;FEM;SG;POS
beskadiget	poškozen	beskadige	poškozený	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
beskadiget	poškozený	beskadige	poškozený	V;INDF;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
beskadiget	poškozené	beskadige	poškozený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;POS
beskadiget	poškozená	beskadige	poškozený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS
rudolph	rudolph	rudolph	rudolph	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
rudolph	rudolf	rudolph	rudolf	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
ward	ward	ward	ward		PROPN;ANIM;NOM;MASC;SG;POS
modtagelse	přijímající	modtagelse	přijímající	N;INDF;MASC+FEM;SG	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
support	podporovat	support	podporovat	N;INDF;MASC+FEM;SG	V;IPFV;POS;NFIN
support	podpořit	support	podpořit	N;INDF;MASC+FEM;SG	V;PFV;POS;NFIN
hævet	vychován	hæve	vychovaný	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
manuelt	návod	manuel	návod	ADJ;INDF;SG	N;INAN;NOM;MASC;SG;POS
manuelt	manuál	manuel	manuál	ADJ;INDF;SG	N;INAN;NOM;MASC;SG;POS
manuelt	příručka	manuel	příručka	ADJ;INDF;SG	N;NOM;FEM;SG;POS
manuelt	ručně	manuel	ručně	ADJ;INDF;SG	ADV;POS
