نافذة	fönstret	نَافِذ	fönstr	N;NOM;INDF;SG	N;NOM;DEF;NEUT;SG
مغلقة	stängda	مُغلَق	stänga	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
المدرج	landningsbana	مُدَرَّج	landningsbana	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
المدرج	bana	مُدَرَّج	bana	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
المليون	miljon	مِليُون	miljon	NUM;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
المليون	miljoner	مِليُون	miljon	NUM;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;PL
تقليد	traditioner	تَقلِيد	tradition	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;PL
تقليد	traditionen	تَقلِيد	tradition	N;NOM;INDF;SG	N;NOM;DEF;MASC+FEM;SG
الشيرازي	shirazi	شِيرَازِيّ	shirazi		ADJ;NOM;PL
ميكانيكية	mekaniska	مِيكَانِيكِيَّة	mekanisk	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;PL
السعة	kapacitet	سِعَّة	kapacitet	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
السعة	amplitud	سِعَّة	amplitud	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
التهديد	hot	تَهدِيد	hot	N;NOM;DEF;SG	N;NOM;INDF;NEUT;SG
المسلح	revolverman	مُسَلَّح	revolverman	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
الموانئ	portar	مِينَاء	porta	N;NOM;DEF;PL	N;NOM;INDF;MASC+FEM;PL
الموانئ	hamnar	مِينَاء	hamna	N;NOM;DEF;PL	V;IND;PRS;FIN;ACT
عقل	hjärna	عَقَل	hjärna		N;NOM;INDF;MASC+FEM;SG
عقل	hjärnan	عَقَل	hjärna		N;NOM;DEF;MASC+FEM;SG
عقل	brain	عَقَل	brain		N;NOM;INDF;MASC+FEM;SG
عقل	mind	عَقَل	mind		N;NOM;INDF;MASC+FEM;SG
عقل	sinnet	عَقَل	sinne		N;NOM;DEF;NEUT;SG
عقل	sinne	عَقَل	sinna		N;NOM;INDF;NEUT;SG
دنيا	minimalt	دَنِيّ	minimal	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
دنيا	minst	دَنِيّ	lite	ADJ;ACC;INDF;MASC;SG	ADV;RL
دنيا	minimum	دَنِيّ	minimum	ADJ;ACC;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
دنيا	minsta	دَنِيّ	liten	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;DEF;RL
الطلاق	skilsmässor	طَلَاق	skilsmässa	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;PL
الطلاق	skilsmässa	طَلَاق	skilsmässa	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
خفيف	light	خفيف	ligga	ADJ;NOM;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
خفيف	ljus	خفيف	ljus	ADJ;NOM;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
مونتريال	montreal	مُونترِيَال	montreal		PROPN;NOM
الكومنولث	samväldet	الكومنولث	samväld		N;NOM;DEF;NEUT;SG
جلدية	läder	جَلَدِيَّة	lad	ADJ;NOM;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
الفائزين	vinnare	فَائِز	vinnare	ADJ;NOM;DEF;MASC;PL	N;NOM;INDF;MASC+FEM;SG
الفائزين	vinnarna	فَائِز	vinna	ADJ;NOM;DEF;MASC;PL	N;NOM;DEF;MASC+FEM;PL
المرجح	vägt	مُرَجَّح	väga	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
المرجح	viktad	مُرَجَّح	vikta	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
بطليموس	ptolemaios	بَطِيمُوس	ptolemaios		PROPN;NOM
تهديد	hotar	تَهدِيد	hota	N;NOM;INDF;SG	V;IND;PRS;FIN;ACT
تهديد	hotande	تَهدِيد	hota	N;NOM;INDF;SG	ADJ;NOM;PRS;V.PTCP
تهديد	hotfullt	تَهدِيد	hotfull	N;NOM;INDF;SG	ADJ;NOM;INDF;NEUT;SG
تهديد	hotfull	تَهدِيد	hotfull	N;NOM;INDF;SG	ADJ;NOM;INDF;MASC+FEM;SG
المعيار	kriterium	مِعيَار	kriterium	N;NOM;DEF;SG	N;NOM;INDF;NEUT;SG
المعيار	standard	مِعيَار	standard	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
الهياكل	strukturerna	هَيكَل	struktur	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;PL
الهياكل	konstruktioner	هَيكَل	konstruktion	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;PL
الهياكل	strukturer	هَيكَل	struktur	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;PL
المنفى	exil	مَنفَى	exil	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
تشابه	likheter	تَشَابُه	likhet	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;PL
الرباعي	kvartetten	رُبَاعِيّ	kvartett		N;NOM;DEF;MASC+FEM;SG
المصلحة	ränta	مَصلَحَة	ränta	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
المصلحة	räntor	مَصلَحَة	ränta	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;PL
المصلحة	intresse	مَصلَحَة	intresse	N;NOM;DEF;SG	N;NOM;INDF;NEUT;SG
مجلدات	korgar	مُجَلَّد	korg	ADJ;NOM;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
مجلدات	mappar	مُجَلَّد	mappa	ADJ;NOM;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
مجلدات	kataloger	مُجَلَّد	katalog	ADJ;NOM;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
مجلدات	volymer	مُجَلَّد	volym	ADJ;NOM;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
الحفظ	bevarande	حِفظ	bevarande	N;NOM;DEF;SG	ADJ;NOM;PRS;V.PTCP
الحفظ	spara	حِفظ	spara	N;NOM;DEF;SG	V;IMP;FIN;ACT
الحفظ	sparande	حِفظ	sparande	N;NOM;DEF;SG	N;NOM;INDF;NEUT;SG
الحفظ	sparar	حِفظ	spara	N;NOM;DEF;SG	V;IND;PRS;FIN;ACT
الحفظ	konservering	حِفظ	konservering	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
الحفظ	bevarande	حِفظ	bevarande	N;NOM;DEF;SG	ADJ;NOM;PRS;V.PTCP
باراغواي	paraguay	باراغواي	paraguay		PROPN;NOM
استخدامات	använder	اِستِخدَام	använda	N;NOM;INDF;PL	V;IND;PRS;FIN;ACT
يوميات	tidslinjen	يَومِيّ	tidslinje	ADJ;NOM;INDF;FEM;PL	N;NOM;DEF;MASC+FEM;SG
يوميات	tidslinje	يَومِيّ	tidslinje	ADJ;NOM;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
يوميات	tidskrift	يَومِيّ	tidskrift	ADJ;NOM;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
يوميات	journal	يَومِيّ	journal	ADJ;NOM;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
يوميات	tidning	يَومِيّ	tidning	ADJ;NOM;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
يوميات	dagboken	يَومِيّ	dagbok	ADJ;NOM;INDF;FEM;PL	N;NOM;DEF;MASC+FEM;SG
يوميات	dagbok	يَومِيّ	dagbok	ADJ;NOM;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
فرديناند	ferdinand	فرديناند	ferdinand		PROPN;NOM
المهن	yrken	مِهنَة	yrke	N;NOM;DEF;PL	N;NOM;INDF;NEUT;PL
المهن	karriär	مِهنَة	karriär	N;NOM;DEF;PL	N;NOM;INDF;MASC+FEM;SG
المهن	karriärer	مِهنَة	karriär	N;NOM;DEF;PL	N;NOM;INDF;MASC+FEM;PL
المهن	yrken	مِهنَة	yrke	N;NOM;DEF;PL	N;NOM;INDF;NEUT;PL
تلفاز	televisionen	تَلفَاز	television	N;NOM;INDF;SG	N;NOM;DEF;MASC+FEM;SG
السلبي	passiv	سَلبِيّ	passiv	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
السلبي	passivt	سَلبِيّ	passiv	ADJ;NOM;DEF;MASC;SG	ADV
السلبي	passiva	سَلبِيّ	passiv	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;PL
جيب	fickan	جيب	ficka	N;NOM;INDF;SG	N;NOM;DEF;MASC+FEM;SG
حقن	injektioner	حَقَّن	injektion	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;PL
ساوث	syd	سَاوث	syd		PROPN;NOM
ساوث	söderut	سَاوث	söderut		ADV
ساوث	söder	سَاوث	söder		N;NOM;INDF;MASC+FEM;SG
ساوث	södra	سَاوث	södra		ADJ;NOM;DEF;SG
بالضبط	precis	بَالضبط	precis	N;NOM;DEF;SG	ADV
بالضبط	exakt	بَالضبط	exakt	N;NOM;DEF;SG	ADV
البطالة	arbetslöshet	بِطَالَة	arbetslöshet	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
الفصائل	fraktioner	فَصِيلَة	fraktion	N;NOM;DEF;PL	N;NOM;INDF;MASC+FEM;PL
تجهيز	bearbetar	تَجهِيز	bearbeta	N;NOM;INDF;SG	V;IND;PRS;FIN;ACT
الجلسة	session	جَلسَة	session	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
الجلسة	sammanträde	جَلسَة	sammanträde	N;NOM;DEF;SG	N;NOM;INDF;NEUT;SG
الجلسة	möte	جَلسَة	möte	N;NOM;DEF;SG	N;NOM;INDF;NEUT;SG
الحريات	friheter	حُرِّيَّة	frihet	N;NOM;DEF;PL	N;NOM;INDF;MASC+FEM;PL
تغلب	beat	تَغَلَّب	bea	V;PFV;MASC;SG;3;ACT	N;NOM;INDF;NEUT;SG
احداث	stories	حَدَث	storium	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;SG
احداث	evenemang	حَدَث	evenemang	N;NOM;INDF;PL	N;NOM;INDF;NEUT;SG
ركوب	rider	ركوب	rida	N;NOM;INDF;SG	V;IND;PRS;FIN;ACT
ركوب	rida	ركوب	rida	N;NOM;INDF;SG	V;IMP;FIN;ACT
ركوب	rida	ركوب	rida	N;NOM;INDF;SG	V;IMP;FIN;ACT
نمر	tiger	نمر	tig		N;NOM;INDF;MASC+FEM;SG
نمر	leopard	نمر	leopard		N;NOM;INDF;MASC+FEM;SG
الخريف	höst	خَرِيف	höst	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
الخريف	faller	خَرِيف	falla	N;NOM;DEF;SG	V;IND;PRS;FIN;ACT
الخريف	fall	خَرِيف	fall	N;NOM;DEF;SG	N;NOM;INDF;NEUT;SG
الخريف	ramla	خَرِيف	ramla	N;NOM;DEF;SG	V;IMP;FIN;ACT
الخريف	höst	خَرِيف	höst	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
الخريف	falla	خَرِيف	falla	N;NOM;DEF;SG	V;IMP;FIN;ACT
شمسية	umbrella	شَمسِيّ	umbrella	ADJ;NOM;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
شمسية	paraply	شَمسِيّ	paraply	ADJ;NOM;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
شمسية	sol	شَمسِيّ	sol	ADJ;NOM;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
شمسية	solar	شَمسِيّ	sola	ADJ;NOM;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
شمسية	solenergi	شَمسِيّ	solenergi	ADJ;NOM;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
النجار	snickare	نَجَّار	snick		N;NOM;INDF;MASC+FEM;PL
النجار	carpenter	نَجَّار	carpent		PROPN;NOM
النهج	tillvägagångssätt	نَهج	tillvägagångssätt	N;NOM;DEF;SG	N;NOM;INDF;NEUT;SG
النهج	inflygning	نَهج	inflygning	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
جامايكا	jamaica	جامايكا	jamaic		PROPN;NOM
جامايكا	jamaicanska	جامايكا	jamaicansk		ADJ;NOM;PL
تدمر	förstöra	دَمَّر	förstöra		V;NFIN;ACT
تدمر	förgör	دَمَّر	förgöra		V;IMP;FIN;ACT
تدمر	förstör	دَمَّر	förstör		V;IMP;PRS;FIN;ACT
تدمر	förinta	دَمَّر	förinta		V;IMP;FIN;ACT
الكثيرون	många	كَثِير	mången	ADJ;NOM;DEF;MASC;PL	PRO;INDF;PL
التوجهات	trender	تَوَجُّه	trender	N;NOM;DEF;PL	N;NOM;INDF;MASC+FEM;PL
التوجهات	tendenser	تَوَجُّه	tendens	N;NOM;DEF;PL	N;NOM;INDF;MASC+FEM;PL
التوجهات	inriktningar	تَوَجُّه	inriktning	N;NOM;DEF;PL	N;NOM;INDF;MASC+FEM;PL
تقاطع	korsningen	تَقَاطُع	korsning	N;NOM;INDF;SG	N;NOM;DEF;MASC+FEM;SG
تاريخيا	historiskt	تَارِيخِيّ	historisk	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
عنف	våldsamt	عُنف	våldsam	N;NOM;INDF;SG	ADJ;NOM;INDF;NEUT;SG
عنف	våldsam	عُنف	våldsam	N;NOM;INDF;SG	ADJ;NOM;INDF;MASC+FEM;SG
عنف	våldsamma	عُنف	våldsam	N;NOM;INDF;SG	ADJ;NOM;PL
المناظر	sevärdheter	مُنَاظِر	sevärdhet	N;NOM;DEF;PL	N;NOM;INDF;MASC+FEM;PL
شيد	fäller	شَاد	fälla	V;PFV;MASC;SG;3;PASS	V;IND;PRS;FIN;ACT
شيد	skjul	شَاد	skjul	V;PFV;MASC;SG;3;PASS	N;NOM;INDF;NEUT;SG
وين	wayne	وين	wayne		PROPN;NOM
وين	wen	وين	wen		PROPN;NOM
مستر	herrn	مَستَر	herr		N;NOM;INDF;MASC+FEM;SG
مستر	mister	مَستَر	mister		N;NOM;INDF;MASC+FEM;SG
تدهور	försämrad	تَدَهوُر	försämra	N;NOM;INDF;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
تدهور	försämringar	تَدَهوُر	försämring	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;PL
الصراعات	konflikter	صِرَاع	konflikt	N;NOM;DEF;PL	N;NOM;INDF;MASC+FEM;PL
الصراعات	konflikten	صِرَاع	konflikt	N;NOM;DEF;PL	N;NOM;DEF;MASC+FEM;SG
الصراعات	konflikter	صِرَاع	konflikt	N;NOM;DEF;PL	N;NOM;INDF;MASC+FEM;PL
الصراعات	konflikt	صِرَاع	konflikt	N;NOM;DEF;PL	N;NOM;INDF;MASC+FEM;SG
بيانو	piano	بيانو	piano		N;NOM;INDF;MASC+FEM;SG
تتطور	utvecklande	تَطَوَّر	utvecklande	V;IPFV;FEM;IND;SG;3;FIN;ACT	ADJ;NOM;PRS;V.PTCP
تتطور	utvecklas	تَطَوَّر	utveckla	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IND;FIN;PASS
مسافات	avstånd	مَسَاف	avstånd	N;NOM;INDF;PL	N;NOM;INDF;NEUT;SG
اخذ	tagen	أَخذ	tagen	V;PFV;MASC;SG;3;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
اخذ	togs	أَخذ	ta	V;PFV;MASC;SG;3;ACT	V;IND;PST;FIN;PASS
اخذ	tagna	أَخذ	ta	V;PFV;MASC;SG;3;ACT	ADJ;NOM;PL;PST;V.PTCP
اخذ	tagande	أَخذ	taga	V;PFV;MASC;SG;3;ACT	ADJ;NOM;PRS;V.PTCP
اخذ	take	أَخذ	take	V;PFV;MASC;SG;3;ACT	N;NOM;INDF;MASC+FEM;SG
اخذ	tagning	أَخذ	tagning	V;PFV;MASC;SG;3;ACT	N;NOM;INDF;MASC+FEM;SG
سامة	giftiga	سامة	giftig	N;NOM;INDF;SG	ADJ;NOM;PL
سامة	toxisk	سامة	toxisk	N;NOM;INDF;SG	ADJ;NOM;INDF;MASC+FEM;SG
سامة	giftig	سامة	giftig	N;NOM;INDF;SG	ADJ;NOM;INDF;MASC+FEM;SG
سامة	giftigt	سامة	giftig	N;NOM;INDF;SG	ADJ;NOM;INDF;NEUT;SG
سامة	giftiga	سامة	giftig	N;NOM;INDF;SG	ADJ;NOM;PL
سامة	giftig	سامة	giftig	N;NOM;INDF;SG	ADJ;NOM;INDF;MASC+FEM;SG
سامة	giftigt	سامة	giftig	N;NOM;INDF;SG	ADJ;NOM;INDF;NEUT;SG
الفترات	perioder	فَترَة	period	N;NOM;DEF;PL	N;NOM;INDF;MASC+FEM;PL
واقعية	realistiska	وَاقِعِيَّة	realistisk	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;PL
واقعية	realism	وَاقِعِيَّة	realism	ADJ;NOM;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
النيتروجين	kväve	النيتروجين	kväve	N;NOM;DEF;DU	N;NOM;INDF;NEUT;SG
زرقاء	blå	زَرِيق	blå	N;NOM;INDF;PL	ADJ;NOM;PL
زرقاء	blue	زَرِيق	blue	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;SG
زرقاء	blåa	زَرِيق	blåa	N;NOM;INDF;PL	ADJ;NOM;PL
زرقاء	blått	زَرِيق	blå	N;NOM;INDF;PL	N;NOM;INDF;NEUT;SG
التسعينيات	nittiotalet	تِسعِينِيّ	nittiotal	ADJ;NOM;DEF;FEM;PL	N;NOM;DEF;NEUT;SG
هياكل	strukturerna	هَيكَل	struktur	N;NOM;INDF;PL	N;NOM;DEF;MASC+FEM;PL
الورد	roses	وَرد	rosa	N;NOM;DEF;SG	N;NOM;INDF;NEUT;SG
الورد	rosor	وَرد	rosa	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;PL
منطق	logiken	مَنطِق	logik	N;NOM;INDF;SG	N;NOM;DEF;MASC+FEM;SG
منطق	logiska	مَنطِق	logisk	N;NOM;INDF;SG	ADJ;NOM;PL
منطق	logisk	مَنطِق	logisk	N;NOM;INDF;SG	ADJ;NOM;INDF;MASC+FEM;SG
منطق	logiskt	مَنطِق	logisk	N;NOM;INDF;SG	ADJ;NOM;INDF;NEUT;SG
يرفع	hissar	رَفَع	hissa	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;NOM;INDF;MASC+FEM;PL
شحنة	sändningen	شَحنَة	sändning	N;NOM;INDF;SG	N;NOM;DEF;MASC+FEM;SG
نشطة	aktiva	نَشَاط	aktiv	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;PL
نشطة	aktivt	نَشَاط	aktiv	ADJ;NOM;INDF;FEM;SG	ADV
الفرص	chanser	فُرصَة	chans	N;NOM;DEF;PL	N;NOM;INDF;MASC+FEM;PL
الفرص	tillfälle	فُرصَة	tillfälle	N;NOM;DEF;PL	N;NOM;INDF;NEUT;SG
الفرص	möjlighet	فُرصَة	möjlighet	N;NOM;DEF;PL	N;NOM;INDF;MASC+FEM;SG
الفرص	möjligheter	فُرصَة	möjlighet	N;NOM;DEF;PL	N;NOM;INDF;MASC+FEM;PL
الفولاذ	steel	فُولَاذ	steel	N;NOM;DEF;SG	PROPN;NOM
الفولاذ	stål	فُولَاذ	stål	N;NOM;DEF;SG	N;NOM;INDF;NEUT;SG
نشوء	uppkomsten	نَشوَء	uppkomst	N;NOM;INDF;SG	N;NOM;DEF;MASC+FEM;SG
المثل	ordspråk	مِثل	ordspråk	N;NOM;DEF;SG	N;NOM;INDF;NEUT;SG
السجناء	interner	سَجِين	intern	N;NOM;DEF;PL	N;NOM;INDF;MASC+FEM;PL
السجناء	fångar	سَجِين	fånga	N;NOM;DEF;PL	V;IND;PRS;FIN;ACT
سلمية	fredliga	سِلمِيّ	fredlig	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;PL
ترميم	återställande	تَرمِيم	återställande	N;NOM;INDF;SG	ADJ;NOM;PRS;V.PTCP
عيوب	nackdelar	عَيب	nackdel	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;PL
عيوب	brister	عَيب	brist	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;PL
عيوب	defekter	عَيب	defekt	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;PL
المحافظين	konservativa	مُحَافِظ	konservativ	N;NOM;DEF;PL	ADJ;NOM;PL
الملاك	ängeln	مَالِك	ängel	N;NOM;DEF;PL	N;NOM;DEF;MASC+FEM;SG
الملاك	ängel	مَالِك	ängel	N;NOM;DEF;PL	N;NOM;INDF;MASC+FEM;SG
الملاك	angel	مَالِك	angel	N;NOM;DEF;PL	N;NOM;INDF;MASC+FEM;SG
العروس	brud	عَرس	brud	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
كابتن	kaptenen	كابتن	kapt		N;NOM;DEF;MASC+FEM;SG
كابتن	captain	كابتن	captain		N;NOM;INDF;MASC+FEM;SG
كابتن	kommendör	كابتن	kommendör		N;NOM;INDF;MASC+FEM;SG
كابتن	kapten	كابتن	kapt		N;NOM;DEF;MASC+FEM;SG
كوبنهاغن	copenhagen	كُوبِنهَاغِن	copenhagen		N;NOM;DEF;MASC+FEM;SG
كوبنهاغن	köpenhamn	كُوبِنهَاغِن	köpenhamn		PROPN;NOM
كوبنهاغن	köpenhamns	كُوبِنهَاغِن	köpenhamn		PROPN;GEN
عارض	tittare	عَارَض	titta		N;NOM;INDF;MASC+FEM;PL
عارض	visare	عَارَض	visa		N;NOM;INDF;MASC+FEM;PL
عارض	modellen	عَارَض	modell		N;NOM;DEF;MASC+FEM;SG
عارض	förebild	عَارَض	förebild		N;NOM;INDF;MASC+FEM;SG
عارض	model	عَارَض	model		N;NOM;INDF;MASC+FEM;SG
عارض	förlaga	عَارَض	förlaga		N;NOM;INDF;MASC+FEM;SG
عارض	modell	عَارَض	modell		N;NOM;INDF;MASC+FEM;SG
بيكر	baker	بَيكِر	bak		PROPN;NOM
بيكر	bagare	بَيكِر	bagare		N;NOM;INDF;MASC+FEM;PL
فلوريد	fluor	فلوريد	flua		N;NOM;INDF;MASC+FEM;SG
ضريبة	beskatta	ضَرِيبَة	beskatta	N;NOM;INDF;SG	V;IMP;FIN;ACT
مطالب	kräver	مَطلَب	kräva	N;NOM;INDF;PL	V;IND;PRS;FIN;ACT
ثانوي	sekundära	ثَانَوِيّ	sekundär	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;PL
غني	sjunga	غَنِّيّ	sjung		V;IMP;FIN;ACT
غني	sing	غَنِّيّ	singa		N;NOM;INDF;NEUT;SG
غني	sjung	غَنِّيّ	sjung		N;NOM;INDF;MASC+FEM;SG
غني	rikt	غَنِّيّ	rik		ADJ;NOM;INDF;NEUT;SG
غني	rik	غَنِّيّ	rik		ADJ;NOM;INDF;MASC+FEM;SG
غني	rich	غَنِّيّ	rich		PROPN;NOM
غني	rika	غَنِّيّ	rik		ADJ;NOM;PL
سعادة	lyckan	سَعَادَة	lycka	N;NOM;INDF;SG	N;NOM;DEF;MASC+FEM;SG
العشرات	dussin	عَشَرَة	dussin	N;NOM;DEF;PL	N;NOM;INDF;NEUT;SG
العشرات	dussintal	عَشَرَة	dussintal	N;NOM;DEF;PL	N;NOM;INDF;NEUT;SG
العشرات	dussintals	عَشَرَة	dussintal	N;NOM;DEF;PL	N;NOM;INDF;NEUT;PL
شين	hakan	شين	haka		N;NOM;DEF;MASC+FEM;SG
شين	haka	شين	haka		V;IMP;FIN;ACT
شين	shin	شين	shin		PROPN;NOM
المبلغ	belopp	مَبلَغ	belopp	N;NOM;DEF;SG	N;NOM;INDF;NEUT;SG
المبلغ	mängd	مَبلَغ	mängd	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
المبلغ	sum	مَبلَغ	sum	N;NOM;DEF;SG	N;NOM;INDF;NEUT;SG
المبلغ	summa	مَبلَغ	summa	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
وارسو	warszawa	وارسو	warszawa		PROPN;NOM
ذكية	smarta	ذَكِيّ	smart	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;PL
الزيارة	besöker	زِيَارَة	besöka	N;NOM;DEF;SG	V;IND;PRS;FIN;ACT
الزيارة	besöka	زِيَارَة	besöka	N;NOM;DEF;SG	V;IMP;FIN;ACT
الزيارة	besök	زِيَارَة	besök	N;NOM;DEF;SG	N;NOM;INDF;NEUT;SG
الزيارة	besöker	زِيَارَة	besöka	N;NOM;DEF;SG	V;IND;PRS;FIN;ACT
الزيارة	besöka	زِيَارَة	besöka	N;NOM;DEF;SG	V;IMP;FIN;ACT
الزيارة	besökande	زِيَارَة	besökande	N;NOM;DEF;SG	ADJ;NOM;PRS;V.PTCP
دوما	alltid	دَوم	alltid	N;ACC;INDF;SG	ADV
ملاكم	boxare	مَلكَم	boxare	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;PL
تنزانيا	tanzania	تنزانيا	tancanium		PROPN;NOM
ميلر	miller	مِيلِر	miller		PROPN;NOM
ميلر	millers	مِيلِر	mill		PROPN;GEN
البوب	farsan	بُوب	farsan		N;NOM;INDF;MASC+FEM;SG
البوب	pop	بُوب	pop		N;NOM;INDF;MASC+FEM;SG
بيتي	betty	بِيتِي	betty		PROPN;NOM
دمرت	förstörda	دَمَّر	förstöra	V;PFV;FEM;SG;3;ACT	ADJ;NOM;PL;PST;V.PTCP
دمرت	förstöras	دَمَّر	förstöra	V;PFV;FEM;SG;3;ACT	V;NFIN;PASS
دمرت	förstörd	دَمَّر	förstöra	V;PFV;FEM;SG;3;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
دمرت	förstört	دَمَّر	förstöra	V;PFV;FEM;SG;3;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
العلاجات	rättsmedel	عَلَاجَة	rättsmedel	N;NOM;DEF;PL	N;NOM;INDF;NEUT;SG
العلاجات	behandlingsmetoder	عَلَاجَة	behandlingsmetod	N;NOM;DEF;PL	N;NOM;INDF;MASC+FEM;PL
العلاجات	behandlingar	عَلَاجَة	behandling	N;NOM;DEF;PL	N;NOM;INDF;MASC+FEM;PL
العلاجات	behandlingar	عَلَاجَة	behandling	N;NOM;DEF;PL	N;NOM;INDF;MASC+FEM;PL
العلاجات	terapier	عَلَاجَة	terapier	N;NOM;DEF;PL	N;NOM;INDF;MASC+FEM;PL
ضروري	nödvändiga	ضَرُورِيّ	nödvändig	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;PL
سديم	nebulosan	سديم	nebulosa		N;NOM;DEF;MASC+FEM;SG
ليه	leh	ليه	leh		V;IMP;FIN;ACT
لاوس	laos	لَاوس	laos		PROPN;NOM
التراب	smuts	تُرَاب	smuts	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
التراب	jord	تُرَاب	jord	N;NOM;DEF;SG	N;NOM;INDF;MASC+FEM;SG
فرضية	hypotesen	فَرضِيَّة	hypotes	N;NOM;INDF;SG	N;NOM;DEF;MASC+FEM;SG
فرضية	hypoteser	فَرضِيَّة	hypotes	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;PL
موثوقة	tillförlitliga	مَوثُوق	tillförlitlig	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;PL
واجهت	påträffats	وَاجَه	påträffa	V;PFV;FEM;SG;3;ACT	V;V.CVB;PASS
