que	že	que	že	PRO;MASC;SG	CONJ
passado	minulosť	passar	minulosť	V;MASC;SG;V.PTCP	N;NOM;FEM;SG
passado	minulosťou	passar	minulosť	V;MASC;SG;V.PTCP	N;INS;FEM;SG
passado	minulé	passar	minulý	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
passado	minulosti	passar	minulosť	V;MASC;SG;V.PTCP	N;NOM;FEM;PL
pais	krajine	pai	krajina	N;MASC;PL	N;DAT;FEM;SG
pais	štát	pai	štát	N;MASC;PL	N;INAN;NOM;MASC;SG
pais	krajina	pai	krajina	N;MASC;PL	N;NOM;FEM;SG
pais	rodiča	pai	rodiča	N;MASC;PL	N;ANIM;ACC;MASC;SG
pais	materská	pai	materský	N;MASC;PL	ADJ;NOM;FEM;SG
pais	rodičovský	pai	rodičovský	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
pais	rodič	pai	rodič	N;MASC;PL	N;ANIM;NOM;MASC;SG
pais	materskej	pai	materský	N;MASC;PL	ADJ;GEN;FEM;SG
saint	svätá	saint	svätý	N;MASC;SG	ADJ;NOM;FEM;SG
saint	svätý	saint	svätý	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
saint	saint	saint	saint	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
vizinhança	okolia	vizinhança	okolie	N;FEM;SG	N;NOM;NEUT;PL
literatura	literatúry	literatura	literatúra	N;FEM;SG	N;NOM;FEM;PL
vermelho	červené	vermelho	červený	N;MASC;SG	ADJ;NOM;NEUT;SG
vermelho	červená	vermelho	červený	N;MASC;SG	ADJ;NOM;FEM;SG
vermelho	červenej	vermelho	červený	N;MASC;SG	ADJ;GEN;FEM;SG
vermelho	červený	vermelho	červený	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
org	org	org	org	N;MASC;SG	
vol	vol	vol	vol	N;MASC;SG	
vol	obj	vol	obj	N;MASC;SG	
brasileiros	brazílsky	brasileiro	brazílsky	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
seguir	sledovanie	seguir	sledovanie	V;NFIN	N;NOM;NEUT;SG
seguir	follow	seguir	follow	V;NFIN	
tropas	vojsko	tropa	vojsko	N;FEM;PL	N;NOM;NEUT;SG
trabalhar	práce	trabalhar	práca	V;NFIN	N;NOM;FEM;PL
trabalhar	dielo	trabalhar	dielo	V;NFIN	N;NOM;NEUT;SG
trabalhar	praca	trabalhar	praca	V;NFIN	N;NOM;FEM;SG
trabalhar	práca	trabalhar	práca	V;NFIN	N;NOM;FEM;SG
trabalhar	pracovné	trabalhar	pracovný	V;NFIN	ADJ;NOM;NEUT;SG
trabalhar	pracovných	trabalhar	pracovný	V;NFIN	ADJ;GEN;MASC;PL
trabalhar	pracovná	trabalhar	pracovný	V;NFIN	ADJ;NOM;FEM;SG
trabalhar	práca	trabalhar	práca	V;NFIN	N;NOM;FEM;SG
trabalhar	pracovné	trabalhar	pracovný	V;NFIN	ADJ;NOM;NEUT;SG
canadá	kanada	canadá	kanada	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
canadá	kanady	canadá	kanada	N;MASC;SG	N;NOM;FEM;PL
ciência	vedy	ciência	veda	N;FEM;SG	N;NOM;FEM;PL
revolução	revolúcie	revolução	revolúcia	N;FEM;SG	N;NOM;FEM;PL
esporte	športový	esporte	športový	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
esporte	sport	esporte	sport	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
esporte	športové	esporte	športový	N;MASC;SG	ADJ;NOM;NEUT;SG
engenharia	inžinierske	engenharia	inžiniersky	N;FEM;SG	ADJ;NOM;NEUT;SG
engenharia	inžinierstva	engenharia	inžinierstvo	N;FEM;SG	N;NOM;NEUT;PL
fogo	horí	fogo	horieť	N;MASC;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
naturais	prirodzený	natural	prirodzený	N;MASC;PL	ADJ;INAN;NOM;MASC;SG
naturais	prírodný	natural	prírodný	N;MASC;PL	ADJ;INAN;NOM;MASC;SG
naturais	prirodzené	natural	prirodzený	N;MASC;PL	ADJ;NOM;NEUT;SG
naturais	prírodné	natural	prírodný	N;MASC;PL	ADJ;NOM;NEUT;SG
naturais	prírodná	natural	prírodný	N;MASC;PL	ADJ;NOM;FEM;SG
oficiais	úradný	oficial	úradný	N;MASC;PL	ADJ;INAN;NOM;MASC;SG
oficiais	oficiálna	oficial	oficiálny	N;MASC;PL	ADJ;NOM;FEM;SG
oficiais	official	oficial	officiať	N;MASC;PL	INTJ
oficiais	oficiálne	oficial	oficiálne	N;MASC;PL	ADV
oficiais	oficiálny	oficial	oficiálny	N;MASC;PL	ADJ;INAN;NOM;MASC;SG
oficiais	úradník	oficial	úradník	N;MASC;PL	N;ANIM;NOM;MASC;SG
funções	funkciu	função	funkcia	N;FEM;PL	N;ACC;FEM;SG
funções	funkcia	função	funkcia	N;FEM;PL	N;NOM;FEM;SG
live	živé	live	živý	N;MASC;SG	ADJ;NOM;NEUT;SG
live	ži	live	ži	N;MASC;SG	INTJ
live	live	live	liva	N;MASC;SG	
live	naživo	live	naživo	N;MASC;SG	ADV
live	žiť	live	žiť	N;MASC;SG	V;IPFV;POS;NFIN
comentários	odozva	comentário	odozva	N;MASC;PL	N;NOM;FEM;SG
comentários	komentár	comentário	komentár	N;MASC;PL	N;INAN;NOM;MASC;SG
distância	vzdialenosti	distância	vzdialenosť	N;FEM;SG	N;NOM;FEM;PL
tratado	zmluva	tratar	zmluva	V;MASC;SG;V.PTCP	N;NOM;FEM;SG
ninguém	nikdo	ninguém	nikdo	PRO;MASC;SG	N;ANIM;NOM;MASC;SG
ninguém	nikto	ninguém	nikto	PRO;MASC;SG	PRO;ANIM;NOM;MASC;SG
comissão	komisie	comissão	komisť	N;FEM;SG	N;NOM;FEM;PL
poucos	málokto	pouco	málokto	PRO;MASC;PL	PRO;ANIM;NOM;MASC;SG
poucos	málo	pouco	málo	PRO;MASC;PL	ADV
poucos	pár	pouco	pár	PRO;MASC;PL	NUM;NOM;NEUT;SG
poucos	mála	pouco	málo	PRO;MASC;PL	N;NOM;FEM;SG
composta	zložený	compor	zložený	V;FEM;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
composta	zložené	compor	zložený	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
composta	zložená	compor	zložený	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
irmãos	brothers	irmão	brothers	N;MASC;PL	N;NOM;MASC;SG
preto	čierne	preto	čierny	N;MASC;SG	ADJ;NOM;NEUT;SG
preto	black	preto	black	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
preto	čierny	preto	čierny	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
preto	čierna	preto	čierny	N;MASC;SG	ADJ;NOM;FEM;SG
prêmios	ocenenie	prêmio	ocenenie	N;MASC;PL	N;NOM;NEUT;SG
prêmios	awards	prêmio	awards	N;MASC;PL	
passar	pass	passar	pass	V;NFIN	INTJ
realmente	ozaj	realmente	ozaj	ADV	PART
realmente	fakt	realmente	fakt	ADV	N;INAN;NOM;MASC;SG
realmente	naozaj	realmente	naozaj	ADV	PART
transporte	dopravné	transporte	dopravný	N;MASC;SG	ADJ;NOM;NEUT;SG
one	jedno	one	jeden	N;MASC;SG	NUM;NOM;NEUT;SG
one	jedným	one	jeden	N;MASC;SG	NUM;INS;MASC;SG
one	one	one	ona	N;MASC;SG	
one	jeden	one	jeden	N;MASC;SG	NUM;ANIM;NOM;MASC;SG
one	jedna	one	jeden	N;MASC;SG	NUM;NOM;FEM;SG
tradução	preklady	tradução	preklad	N;FEM;SG	N;INAN;NOM;MASC;PL
federação	federácie	federação	federácia	N;FEM;SG	N;NOM;FEM;PL
banco	banco	banco	banco	N;MASC;SG	
banco	banky	banco	banka	N;MASC;SG	N;NOM;FEM;PL
banco	bank	banco	bank	N;MASC;SG	
banco	banková	banco	bankový	N;MASC;SG	ADJ;NOM;FEM;SG
rosa	pink	rosa	pink	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
rosa	ružové	rosa	ružový	N;FEM;SG	ADJ;NOM;NEUT;SG
rosa	ružový	rosa	ružový	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
rosa	ružová	rosa	ružový	N;FEM;SG	ADJ;NOM;FEM;SG
rosa	rose	rosa	ros	N;FEM;SG	PROPN;NOM;FEM;SG
antonio	antonio	antonio	antonio	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
irmã	sister	irmã	sister	N;FEM;SG	
longa	dlho	longo	dlho	ADJ;FEM;SG	ADV
longa	long	longo	long	ADJ;FEM;SG	PROPN;ANIM;NOM;MASC;SG
mudança	zmeniť	mudança	zmeniť	N;FEM;SG	V;PFV;POS;NFIN
regional	regionálnej	regional	regionálny	N;MASC;SG	ADJ;GEN;FEM;SG
regional	regionálne	regional	regionálny	N;MASC;SG	ADJ;NOM;NEUT;SG
regional	regionálny	regional	regionálny	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
regional	regionálna	regional	regionálny	N;MASC;SG	ADJ;NOM;FEM;SG
criou	vytvorené	criar	vytvorený	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
criou	vytvorili	criar	vytvoriť	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
criou	vytvorený	criar	vytvorený	V;IND;SG;3;PST;FIN	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
criou	vytvorená	criar	vytvorený	V;IND;SG;3;PST;FIN	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
religião	náboženstva	religião	náboženstvo	N;FEM;SG	N;NOM;NEUT;PL
trabalhou	opracované	trabalhar	opracovaný	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
trabalhou	pracovali	trabalhar	pracovať	V;IND;SG;3;PST;FIN	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
paraná	paraná	paraná	paraný	N;MASC;SG	PROPN;NOM;MASC;SG
veio	prišli	vir	prísť	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
cristo	christo	cristo	christo	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
análise	analýzy	análise	analýza	N;FEM;SG	N;NOM;FEM;PL
festa	party	festa	part	N;FEM;SG	N;NOM;FEM;PL
festa	párty	festa	párt	N;FEM;SG	N;INAN;NOM;MASC;PL
festa	hody	festa	hody	N;FEM;SG	N;INAN;NOM;MASC;PL
médico	doctor	médico	doctor	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
ligação	spojiť	ligação	spojiť	N;FEM;SG	V;PFV;POS;NFIN
ligação	prepojiť	ligação	prepojiť	N;FEM;SG	V;PFV;POS;NFIN
angeles	angeles	angele	angeles	N;MASC;PL	PROPN;ANIM;NOM;MASC;SG
resposta	odpovedať	resposta	odpovedať	N;FEM;SG	V;IPFV;POS;NFIN
resposta	odpovedať	resposta	odpovedať	N;FEM;SG	V;IPFV;POS;NFIN
edifício	budovy	edifício	budova	N;MASC;SG	N;NOM;FEM;PL
pedra	stone	pedra	stoňa	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
pedra	skaly	pedra	skala	N;FEM;SG	N;NOM;FEM;PL
planeta	planéty	planeta	planéta	N;MASC;SG	N;NOM;FEM;PL
planeta	planet	planeta	planet	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
comprimento	dĺžky	comprimento	dĺžka	N;MASC;SG	N;NOM;FEM;PL
índia	indický	índia	indický	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
índia	indické	índia	indický	N;FEM;SG	ADJ;NOM;NEUT;SG
índia	ind	índia	ind	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
índia	indická	índia	indický	N;FEM;SG	ADJ;NOM;FEM;SG
índia	indických	índia	indický	N;FEM;SG	ADJ;ANIM;GEN;MASC;PL
índia	indii	índia	india	N;FEM;SG	ADV
jovens	mládež	jovem	mládež	N;MASC;PL	N;NOM;FEM;SG
jovens	mladosť	jovem	mladosť	N;MASC;PL	N;NOM;FEM;SG
jovens	mládeže	jovem	mládež	N;MASC;PL	N;NOM;FEM;SG
jovens	mladé	jovem	mladý	N;MASC;PL	ADJ;NOM;NEUT;SG
jovens	mlada	jovem	mlada	N;MASC;PL	N;NOM;FEM;SG
jovens	mladí	jovem	mladý	N;MASC;PL	ADJ;ANIM;NOM;MASC;PL
jovens	young	jovem	young	N;MASC;PL	PROPN;ANIM;NOM;MASC;SG
jovens	mladá	jovem	mladý	N;MASC;PL	ADJ;NOM;FEM;SG
leão	lea	leão	lea	N;MASC;SG	PROPN;NOM;FEM;SG
leão	leo	leão	leo	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
projetos	projektom	projeto	projekt	N;MASC;PL	N;INAN;INS;MASC;SG
operação	operácie	operação	operácia	N;FEM;SG	N;NOM;FEM;PL
sei	vediet	saber	vediet	V;IND;SG;1;PRS;FIN	N;INAN;NOM;MASC;SG
sei	know	saber	know	V;IND;SG;1;PRS;FIN	
totalmente	plne	totalmente	plný	ADV	
totalmente	uplne	totalmente	uplne	ADV	INTJ
totalmente	uplne	totalmente	uplne	ADV	INTJ
certo	správne	certo	správne	ADJ;MASC;SG	ADV
certo	spravne	certo	spravne	ADJ;MASC;SG	INTJ
certo	vpravo	certo	vpravo	ADJ;MASC;SG	ADV
certo	právo	certo	právo	ADJ;MASC;SG	N;NOM;NEUT;SG
certo	sprava	certo	sprava	ADJ;MASC;SG	
augusto	augusto	augusto	augusto	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
formado	tvarované	formar	tvarovaný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
formado	tvorili	formar	tvoriť	V;MASC;SG;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
russo	ruské	russo	ruský	N;MASC;SG	ADJ;NOM;NEUT;SG
russo	ruská	russo	ruský	N;MASC;SG	ADJ;NOM;FEM;SG
russo	ruskej	russo	ruský	N;MASC;SG	ADJ;GEN;FEM;SG
russo	rusky	russo	rusky	N;MASC;SG	ADV
russo	ruský	russo	ruský	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
russo	rus	russo	rus	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
russo	russo	russo	russo	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
veja	pozri	ver	pozrieť	V;SBJV;SG;3;PRS;FIN	V;PFV;IMP;SG;2;POS;FIN
veja	vidíš	ver	vidieť	V;SBJV;SG;3;PRS;FIN	V;IPFV;IND;SG;2;POS;PRS;FIN
liberdade	slobody	liberdade	sloboda	N;FEM;SG	N;NOM;FEM;PL
liberdade	slobody	liberdade	sloboda	N;FEM;SG	N;NOM;FEM;PL
conceito	koncepcie	conceito	koncepcia	N;MASC;SG	N;NOM;FEM;PL
anteriores	predošlý	anterior	predošlý	ADJ;MASC;PL	ADJ;ANIM;NOM;MASC;SG
anteriores	predchádzajúci	anterior	predchádzajúci	ADJ;MASC;PL	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
anteriores	predošlé	anterior	predošlý	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
anteriores	predchádzajúca	anterior	predchádzajúci	ADJ;MASC;PL	ADJ;NOM;FEM;SG;POS;V.PTCP;ACT
anteriores	predchádzajúce	anterior	predchádzajúci	ADJ;MASC;PL	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
torre	torre	torre	torre	N;FEM;SG	PROPN;INAN;NOM;MASC;SG
torre	tower	torre	tower	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
dela	jej	dela	ona	N;MASC;SG	PRO;DAT;FEM;SG;3
dela	ju	dela	ona	N;MASC;SG	PRO;ACC;FEM;SG;3
dela	nej	dela	ona	N;MASC;SG	PRO;DAT;FEM;SG;3
dela	ňu	dela	ona	N;MASC;SG	PRO;ACC;FEM;SG;3
localização	umiestnenia	localização	umiestnenie	N;FEM;SG	N;NOM;NEUT;PL
pós	uverejniť	pós	uverejniť	N;MASC;SG	V;PFV;POS;NFIN
pós	prášky	pós	práška	N;MASC;SG	N;NOM;FEM;PL
musicais	hudobný	musical	hudobný	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
musicais	muzikál	musical	muzikál	N;MASC;PL	N;INAN;NOM;MASC;SG
musicais	hudobná	musical	hudobný	N;MASC;PL	ADJ;NOM;FEM;SG
musicais	hudobné	musical	hudobný	N;MASC;PL	ADJ;NOM;NEUT;SG
musicais	musical	musical	musicať	N;MASC;PL	PROPN;ANIM;NOM;MASC;SG
feira	spravodlivý	feira	spravodlivý	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
feira	spravodlivé	feira	spravodlivý	N;FEM;SG	ADJ;NOM;NEUT;SG
rodada	otáča	rodada	otáč	N;FEM;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
rodada	okrúhle	rodada	okrúhle	N;FEM;SG	ADJ;NOM;NEUT;PL
rodada	okrúhly	rodada	okrúhly	N;FEM;SG	ADJ;INAN;NOM;MASC;SG
rodada	kola	rodada	kolo	N;FEM;SG	N;NOM;NEUT;PL
chegar	príchod	chegar	príchod	V;NFIN	N;INAN;NOM;MASC;SG
times	times	time	times	N;MASC;PL	
marinha	námorný	marinho	námorný	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
marinha	námorné	marinho	námorný	N;FEM;SG	ADJ;NOM;NEUT;SG
marinha	morské	marinho	morský	N;FEM;SG	ADJ;NOM;NEUT;SG
marinha	morských	marinho	morský	N;FEM;SG	ADJ;GEN;MASC;PL
marinha	morský	marinho	morský	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
composto	zložený	compor	zložený	V;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
composto	kompozitné	compor	kompozitný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
composto	zložená	compor	zložený	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
composto	zložené	compor	zložený	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
composto	kompost	compor	kompost	V;MASC;SG;V.PTCP	N;INAN;NOM;MASC;SG
composto	zložený	compor	zložený	V;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
composto	zlúčenina	compor	zlúčenina	V;MASC;SG;V.PTCP	N;NOM;FEM;SG
partidas	zhoda	partida	zhoda	N;FEM;PL	N;NOM;FEM;SG
simplesmente	jednoducho	simplesmente	jednoducho	ADV	PART
ribeiro	ribeiro	ribeiro	ribeiro	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
ribeiro	brook	ribeiro	brook	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
hospital	nemocnice	hospital	nemocnica	N;MASC;SG	N;NOM;FEM;PL
don	don	don	don	PROPN;MASC;SG	PROPN;ANIM;NOM;MASC;SG
mão	ručné	mão	ručný	N;FEM;SG	ADJ;NOM;NEUT;SG
filosofia	filozofie	filosofia	filozofie	N;FEM;SG	N;NOM;FEM;PL
antigos	staroveký	antigo	staroveký	ADJ;MASC;PL	ADJ;ANIM;NOM;MASC;SG
antigos	staroveké	antigo	staroveký	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
viagem	cestovať	viagem	cestovať	N;FEM;SG	V;IPFV;POS;NFIN
viagem	cestovné	viagem	cestovný	N;FEM;SG	ADJ;NOM;NEUT;SG
viagem	cestovný	viagem	cestovný	N;FEM;SG	ADJ;INAN;NOM;MASC;SG
viagem	trip	viagem	trip	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
construído	postavili	construir	postaviť	V;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
construído	postavená	construir	postavený	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
construído	postavené	construir	postavený	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
construído	postavený	construir	postavený	V;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
construído	stavali	construir	stavať	V;MASC;SG;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
construído	skonštruované	construir	skonštruovaný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
construído	konštruované	construir	konštruovaný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
esquerda	ľavá	esquerda	ľavý	N;FEM;SG	ADJ;NOM;FEM;SG
esquerda	vľavo	esquerda	vľavo	N;FEM;SG	ADV
esquerda	ľavé	esquerda	ľavý	N;FEM;SG	ADJ;NOM;NEUT;SG
esquerda	ľavý	esquerda	ľavý	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
esquerda	doľava	esquerda	doľava	N;FEM;SG	ADV
martin	martin	martin	martin	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
peças	časti	peça	časť	N;FEM;PL	N;DAT;FEM;SG
castro	castro	castro	castro	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
europeia	európske	europeu	európsky	N;FEM;SG	ADJ;NOM;NEUT;SG
europeia	európsky	europeu	európsky	N;FEM;SG	ADJ;INAN;NOM;MASC;SG
europeia	európskej	europeu	európsky	N;FEM;SG	ADJ;GEN;FEM;SG
europeia	európska	europeu	európsky	N;FEM;SG	ADJ;NOM;FEM;SG
coração	srdca	coração	srdce	N;MASC;SG	N;NOM;NEUT;PL
coração	heart	coração	heart	N;MASC;SG	PROPN;ANIM;VOC;MASC;SG
ffffff	ffffff	ffffff	ffffff	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
american	americké	american	americký	N;MASC;SG	ADJ;NOM;NEUT;SG
american	americká	american	americký	N;MASC;SG	ADJ;NOM;FEM;SG
american	americký	american	americký	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
colégio	vysoká	colégio	vysoký	N;MASC;SG	ADJ;NOM;FEM;SG
guarda	strážiť	guarda	strážiť	N;FEM;SG	V;PFV;POS;NFIN
motor	motorové	motor	motorový	N;MASC;SG	ADJ;NOM;NEUT;SG
belo	pekný	belo	pekný	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
belo	pekná	belo	pekný	N;MASC;SG	ADJ;NOM;FEM;SG
belo	pekne	belo	pekne	N;MASC;SG	ADV
belo	pekné	belo	pekný	N;MASC;SG	ADJ;NOM;NEUT;SG
belo	nice	belo	nica	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
reis	reis	rei	reis	N;MASC;PL	PROPN;ANIM;NOM;MASC;SG
visão	vízie	visão	víziať	N;FEM;SG	N;NOM;FEM;PL
visão	videnia	visão	videnie	N;FEM;SG	N;NOM;NEUT;PL
especiais	zľavy	especial	zľav	ADJ;MASC;PL	N;INAN;NOM;MASC;PL
especiais	špeciality	especial	špecialita	ADJ;MASC;PL	N;NOM;FEM;PL
especiais	špeciálny	especial	špeciálny	ADJ;MASC;PL	ADJ;INAN;NOM;MASC;SG
especiais	výnimočná	especial	výnimočný	ADJ;MASC;PL	ADJ;NOM;FEM;SG
especiais	osobitné	especial	osobitný	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
especiais	špeciálne	especial	špeciálne	ADJ;MASC;PL	ADV
especiais	špeciálna	especial	špeciálny	ADJ;MASC;PL	ADJ;NOM;FEM;SG
cores	farebné	cor	farebný	N;FEM;PL	ADJ;NOM;NEUT;SG
cores	farebne	cor	farebne	N;FEM;PL	ADV
cores	farba	cor	farba	N;FEM;PL	N;NOM;FEM;SG
cores	farebný	cor	farebný	N;FEM;PL	ADJ;ANIM;NOM;MASC;SG
cores	farebné	cor	farebný	N;FEM;PL	ADJ;NOM;NEUT;SG
cores	farebná	cor	farebný	N;FEM;PL	ADJ;NOM;FEM;SG
cores	farba	cor	farba	N;FEM;PL	N;NOM;FEM;SG
cores	farebný	cor	farebný	N;FEM;PL	ADJ;ANIM;NOM;MASC;SG
guilherme	wilhelm	guilherme	wilhelm	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
ajudar	pomoc	ajudar	pomoc	V;NFIN	N;ACC;FEM;SG
humano	ľudských	humano	ľudský	ADJ;MASC;SG	ADJ;GEN;MASC;PL
humano	človek	humano	človek	ADJ;MASC;SG	N;ANIM;NOM;MASC;SG
sítio	site	sítio	site	N;MASC;SG	INTJ
conflito	konflikty	conflito	konflikt	N;MASC;SG	N;INAN;NOM;MASC;PL
dinheiro	peňazí	dinheiro	peniaze	N;MASC;SG	N;INAN;GEN;MASC;PL
dinheiro	peniaze	dinheiro	peniaz	N;MASC;SG	N;INAN;NOM;MASC;PL
imprensa	stlačiť	imprensa	stlačiť	N;FEM;SG	V;PFV;POS;NFIN
imprensa	stlačte	imprensa	stlačiť	N;FEM;SG	V;PFV;IMP;PL;2;POS;FIN
imprensa	tlače	imprensa	tlič	N;FEM;SG	N;NOM;FEM;PL
dvd	dvd	dvd	dvd	N;MASC;SG	
finais	finále	final	fináľ	N;MASC;PL	N;INAN;NOM;MASC;SG
finais	konečné	final	konečný	N;MASC;PL	ADJ;NOM;NEUT;SG
finais	konečná	final	konečný	N;MASC;PL	ADJ;NOM;FEM;SG
finais	záverečná	final	záverečná	N;MASC;PL	ADJ;NOM;FEM;SG
finais	konečný	final	konečný	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
finais	záverečné	final	záverečný	N;MASC;PL	ADJ;NOM;NEUT;SG
fundado	založený	fundar	založený	V;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
fundado	založené	fundar	založený	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
fundado	založená	fundar	založený	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
porta	dvere	porta	dvere	N;FEM;SG	N;NOM;FEM;PL
porta	dverí	porta	dvere	N;FEM;SG	N;GEN;FEM;PL
porta	porta	porta	porta	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
relacionados	súvisiace	relacionar	súvisiaci	V;MASC;PL;V.PTCP	ADJ;NOM;NEUT;PL;POS;V.PTCP;ACT
relacionados	súvisiaci	relacionar	súvisiaci	V;MASC;PL;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
relacionados	príbuzné	relacionar	príbuzný	V;MASC;PL;V.PTCP	ADJ;NOM;NEUT;PL
marco	marco	marco	marco	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
comentário	komentovať	comentário	komentovať	N;MASC;SG	V;IPFV;POS;NFIN
comentário	pripomienky	comentário	pripomienka	N;MASC;SG	N;NOM;FEM;PL
comentário	komentáre	comentário	komentár	N;MASC;SG	N;INAN;NOM;MASC;PL
comentário	komentárov	comentário	komentár	N;MASC;SG	N;ANIM;GEN;MASC;PL
medida	meraný	medida	meraný	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
medida	meraná	medida	meraný	N;FEM;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
medida	meria	medida	meriť	N;FEM;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
medida	merané	medida	meraný	N;FEM;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
medida	zmerať	medida	zmerať	N;FEM;SG	V;IPFV;POS;NFIN
branca	biela	branco	biely	N;FEM;SG	ADJ;NOM;FEM;SG
