של	shel	של	shel	PART;GEN	N;NOM;SG
בנות	girls	בת	girls	N;FEM;PL	
נמצאו	löydetty	נמצא	löytää	V;PL;3;PST;MID	V;NOM;SG;V.PTCP;PASS
נמצאו	löytynyt	נמצא	löytyä	V;PL;3;PST;MID	V;NOM;SG;V.PTCP;ACT
נמצאו	löydettiin	נמצא	löytää	V;PL;3;PST;MID	V;IND;PST;FIN;PASS
נמצאו	löysi	נמצא	löytää	V;PL;3;PST;MID	V;IND;SG;3;PST;FIN;ACT
נמצאו	löyty	נמצא	löytyä	V;PL;3;PST;MID	V;IND;SG;3;PST;FIN;ACT
נמצאו	löytyi	נמצא	löytyä	V;PL;3;PST;MID	V;IND;SG;3;PST;FIN;ACT
כתוב	kirjoittaa	כתב	kirjoittaa		V;IND;SG;3;PRS;FIN;ACT
כתוב	kirjoita	כתב	kirja		V;IMP;SG;2;FIN;ACT
כתוב	kirjoitetaan	כתב	kirjoittaa		V;IND;PRS;FIN;PASS
כתוב	kirjoitettu	כתב	kirjoittaa		V;NOM;SG;V.PTCP;PASS
כתוב	kirjalliset	כתב	kirjallinen		ADJ;NOM;PL
פרטי	yksityisiä	פרט	yksityinen	N;MASC;PL	ADJ;PRT;PL
פרטי	yksityiset	פרט	yksityinen	N;MASC;PL	ADJ;NOM;PL
פרטי	sotamies	פרט	sota#mies	N;MASC;PL	N;NOM;SG
פרטי	yksityisen	פרט	yksityinen	N;MASC;PL	ADJ;GEN;SG
פרטי	yksityinen	פרט	yksityinen	N;MASC;PL	ADJ;NOM;SG
המוזיאון	museossa	המוזיאון	museo	PROPN	N;IN+ESS;SG
המוזיאון	museum	המוזיאון	museum	PROPN	N;NOM;SG
המוזיאון	museon	המוזיאון	museo	PROPN	N;GEN;SG
המוזיאון	museo	המוזיאון	museo	PROPN	N;NOM;SG
מהירות	speed	מהירות	speed	N;FEM;SG	
שלנו	meijän	None	miejä		ADV
שלנו	meidän	None	minä		PRO;GEN;PL;1
שלנו	meidän	None	minä		PRO;GEN;PL;1
לימוד	opettaa	לימוד	opettaa	N;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
לימוד	opiskella	לימוד	opiskella	N;MASC;SG	V;SG;NFIN;ACT
לימוד	oppia	לימוד	oppia	N;MASC;SG	V;SG;NFIN;ACT
השתתפו	osallistui	השתתף	osallistua	V;PL;3;PST	V;IND;SG;3;PST;FIN;ACT
השתתפו	osallistunut	השתתף	osallistua	V;PL;3;PST	V;NOM;SG;V.PTCP;ACT
השתתפו	osallistui	השתתף	osallistua	V;PL;3;PST	V;IND;SG;3;PST;FIN;ACT
השתתפו	osallistunut	השתתף	osallistua	V;PL;3;PST	V;NOM;SG;V.PTCP;ACT
פוליטית	poliittinen	פוליטי	poliittinen	ADV	ADJ;NOM;SG
מורכב	monimutkaista	מורכב	monimutkainen	V;MASC;SG;V.PTCP;PASS	ADJ;PRT;SG
מורכב	monitahoinen	מורכב	moni#tahoinen	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;SG
מורכב	monimutkainen	מורכב	moni#mutkainen	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;SG
מורכב	monimutkaiset	מורכב	monimutkainen	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL
מורכב	monimutkaista	מורכב	monimutkainen	V;MASC;SG;V.PTCP;PASS	ADJ;PRT;SG
מורכב	monimutkaiset	מורכב	monimutkainen	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL
מורכב	monimutkainen	מורכב	moni#mutkainen	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;SG
קיסר	keisari	קיסר	keisari	PROPN	N;NOM;SG
קיסר	keisaria	קיסר	keisari	PROPN	N;PRT;SG
קיסר	keisarin	קיסר	keisari	PROPN	N;GEN;SG
קיסר	caesar	קיסר	caesar	PROPN	PROPN;NOM;SG
מרץ	marssi	מרץ	marssia	PROPN	V;IND;SG;3;PST;FIN;ACT
מרץ	maaliskuu	מרץ	maaliskuu	PROPN	N;NOM;SG
מרץ	maaliskuuta	מרץ	maaliskuu	PROPN	N;PRT;SG
מרץ	marssia	מרץ	marssi	PROPN	V;SG;NFIN;ACT
פרש	eläkkeelle	פרש	eläke	PROPN	N;AT+ALL;SG
פרש	eläkkeellä	פרש	eläke	PROPN	N;AT+ESS
;SG
פרש	ratsumies	פרש	ratsu#mies	PROPN	N;NOM;SG
משמעותית	merkityksellistä	משמעותי	merkityksellinen	ADV	ADJ;PRT;SG
משמעותית	merkityksellinen	משמעותי	merkityksellinen	ADV	ADJ;NOM;SG
משמעותית	mielekästä	משמעותי	mielekäs	ADV	ADJ;PRT;SG
משמעותית	huomattava	משמעותי	huomattava	ADV	ADJ;NOM;SG
משמעותית	merkittävä	משמעותי	merkittävä	ADV	ADJ;NOM;SG
משמעותית	merkittävät	משמעותי	merkittävä	ADV	ADJ;NOM;PL
משמעותית	merkittäviä	משמעותי	merkittävä	ADV	ADJ;PRT;PL
משמעותית	merkittävää	משמעותי	merkittävä	ADV	ADJ;PRT;SG
קבלת	saava	קבלה	saada	N;FEM;SG	V;NOM;SG;V.PTCP;ACT
קבלת	vastaanottavat	קבלה	vastaanottaa	N;FEM;SG	V;IND;PL;3;PRS;FIN;ACT
קבלת	vastaanottava	קבלה	vastaanottaa	N;FEM;SG	V;NOM;SG;V.PTCP;ACT
קבלת	hyväksyy	קבלה	hyväksyä	N;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
קבלת	hyväksyä	קבלה	hyväksyä	N;FEM;SG	V;SG;NFIN;ACT
קבלת	hyväksytään	קבלה	hyväksyä	N;FEM;SG	V;IND;PRS;FIN;PASS
איתן	ethanin	איתן	ethani	PROPN	N;GEN;SG
איתן	ethan	איתן	etha	PROPN	PROPN;NOM;SG
אמצעי	toimenpiteitä	אמצע	toimen#pide	N;MASC;SG	N;PRT;PL
אמצעי	toimenpiteet	אמצע	toimen#pide	N;MASC;SG	N;NOM;PL
אמצעי	tarkoittaa	אמצע	tarkoittaa	N;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
קילומטרים	kilometriä	קילומטר	kilo#metri	N;MASC;PL	N;PRT;SG
קילומטרים	miles	קילומטר	miles	N;MASC;PL	PROPN;NOM;SG
קילומטרים	kilometriä	קילומטר	kilo#metri	N;MASC;PL	N;PRT;SG
ראוי	ansaitsevat	ראוי	ansaita	ADJ;MASC;SG	V;IND;PL;3;PRS;FIN;ACT
ראוי	ansaitsee	ראוי	ansaita	ADJ;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
ראוי	ansaitse	ראוי	ansaita	ADJ;MASC;SG	V;IMP;SG;2;FIN;ACT
ראוי	asianmukaiset	ראוי	asian#mukainen	ADJ;MASC;SG	ADJ;NOM;PL
ביצוע	suorittaa	ביצוע	suorittaa	N;MASC;SG	V;SG;NFIN;ACT
ביצוע	toteuta	ביצוע	toteuttaa	N;MASC;SG	V;IMP;SG;2;FIN;ACT
ביצוע	suorita	ביצוע	suorittaa	N;MASC;SG	V;IMP;SG;2;FIN;ACT
ביצוע	teloittaa	ביצוע	teloittaa	N;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
גנרל	yleinen	גנרל	yleinen	N;MASC;SG	ADJ;NOM;SG
גנרל	yleiset	גנרל	yleinen	N;MASC;SG	ADJ;NOM;PL
גנרל	yleistä	גנרל	yleinen	N;MASC;SG	ADJ;PRT;SG
הביא	tuotiin	הביא	tuoda	V;MASC;SG;3;PST;ACT	V;IND;PST;FIN;PASS
הביא	toi	הביא	tuo	V;MASC;SG;3;PST;ACT	PRO;NOM;SG
ניצח	voitin	ניצח	voida	V;MASC;SG;3;PST;ACT	V;IND;SG;1;PST;FIN;ACT
לואיס	lauri	לואיס	lauri	PROPN	N;NOM;SG
לואיס	lewis	לואיס	lewis	PROPN	PROPN;NOM;SG
לואיס	lewisin	לואיס	lewisin	PROPN	ADJ;GEN;SG
לואיס	louis	לואיס	louis	PROPN	PROPN;NOM;SG
לואיס	louisin	לואיס	louisi	PROPN	ADV
סיבה	aiheuttaa	סיבה	aiheuttaa	N;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
סיבה	koska	סיבה	koska	N;FEM;SG	CONJ
נחל	creekin	נחל	creek		N;GEN;SG
נחל	puro	נחל	puro		N;NOM;SG
נחל	virta	נחל	virta		N;NOM;SG
נחל	puro	נחל	puro		N;NOM;SG
נחל	stream	נחל	stream		N;NOM;SG
ידועה	tiedossa	ידע	tieto	V;FEM;SG;V.PTCP;ACT	N;IN+ESS;SG
ידועה	tunnetaan	ידע	tuntea	V;FEM;SG;V.PTCP;ACT	V;IND;PRS;FIN;PASS
ידועה	tunnetut	ידע	tunnettu	V;FEM;SG;V.PTCP;ACT	ADJ;NOM;PL
ידועה	tunnettu	ידע	tunnettu	V;FEM;SG;V.PTCP;ACT	ADJ;NOM;SG
גודל	koko	גודל	koko	N;MASC;SG	ADJ
ספק	epäilykset	ספק	epäilys	N;MASC;SG	N;NOM;PL
ספק	epäile	ספק	epäillä	N;MASC;SG	V;IMP;SG;2;FIN;ACT
פרט	yksityiskohtainen	פרט	yksityis#kohtainen		ADJ;NOM;SG
פרט	yksityiskohdat	פרט	yksityis#kohta		N;NOM;PL
פרט	yksityiskohtaisesti	פרט	yksityis#kohtaisesti		ADV
פרט	yksityiskohta	פרט	yksityis#kohta		N;NOM;SG
המספר	lukumäärä	המספר	luku#määrä	PROPN	N;NOM;SG
המספר	numero	המספר	numero	PROPN	N;NOM;SG
המספר	luku	המספר	luku	PROPN	N;NOM;SG
הרביעית	neljäs	הרביעית	neljäs	ADV	ADJ;NOM;SG
הרביעית	neljänneksi	הרביעית	neljäs	ADV	ADJ;TRANS;SG
סנט	sentti	סנאט	sentti	PROPN	N;NOM;SG
תמיכה	tue	תמיכה	tukea	N;FEM;SG	V;IMP;SG;2;FIN;ACT
תמיכה	tuettu	תמיכה	tukea	N;FEM;SG	V;NOM;SG;V.PTCP;PASS
תמיכה	tuettiin	תמיכה	tukea	N;FEM;SG	V;IND;PST;FIN;PASS
רומניה	romanian	רומניה	romania	PROPN	N;GEN;SG
רומניה	romania	רומניה	romania	PROPN	N;NOM;SG
רומניה	romanian	רומניה	romania	PROPN	N;GEN;SG
רומניה	romania	רומניה	romania	PROPN	N;NOM;SG
רומניה	romaniassa	רומניה	romania	PROPN	N;IN+ESS;SG
זהה	identtisiä	זהה	identtinen		ADJ;PRT;PL
זהה	identtinen	זהה	identtinen		ADJ;NOM;SG
זהה	identtiset	זהה	identtinen		ADJ;NOM;PL
זהה	tunnista	זהה	tunnistaa		V;IMP;SG;2;FIN;ACT
זהה	tunnistaa	זהה	tunnistaa		V;IND;SG;3;PRS;FIN;ACT
כתבי	kirjoittaa	כתב	kirjoittaa	N;PSSD;MASC;PL	V;IND;SG;3;PRS;FIN;ACT
כתבי	kirjoita	כתב	kirja	N;PSSD;MASC;PL	V;IMP;SG;2;FIN;ACT
כתבי	kirjoitetaan	כתב	kirjoittaa	N;PSSD;MASC;PL	V;IND;PRS;FIN;PASS
גדוד	rykmentti	גדוד	rykmentti	PROPN	N;NOM;SG
גדוד	rykmentin	גדוד	rykmentti	PROPN	N;GEN;SG
גדוד	pataljoona	גדוד	pataljo	PROPN	N;NOM;SG
אמור	sano	אמור	sanoa	ADJ;MASC;SG	V;IMP;SG;2;FIN;ACT
אמור	pitäisi	אמור	pitää	ADJ;MASC;SG	V;COND;SG;3;FIN;ACT
אמור	pitäis	אמור	pitää	ADJ;MASC;SG	V;COND;SG;3;FIN;ACT
אמור	pitäisikö	אמור	pitää	ADJ;MASC;SG	V;COND;SG;3;FIN;ACT
אלון	oak	אלון	olla	PROPN	PROPN;NOM;SG
אלון	tammi	אלון	tammi	PROPN	N;NOM;SG
מדע	tieteen	מדע	tiede		N;GEN;SG
מדע	tiede	מדע	tiede		N;NOM;SG
מדע	tiedettä	מדע	tiede		N;PRT;SG
הסביבה	ympäristön	הסביב	ympäristö	V;FEM;SG;3;PST;ACT	N;GEN;SG
הסביבה	ympäristö	הסביב	ympäristö	V;FEM;SG;3;PST;ACT	N;NOM;SG
בצד	sivuun	בצד	sivu		N;IN+ALL;SG
אפריל	huhtikuu	אפריל	huhtikuu	PROPN	N;NOM;SG
אפריל	huhtikuuta	אפריל	huhtikuu	PROPN	N;PRT;SG
אפריל	huhtikuussa	אפריל	huhtikuu	PROPN	N;IN+ESS;SG
אפריל	huhtikuun	אפריל	huhtikuu	PROPN	N;GEN;SG
אפריל	huhti	אפריל	huhti	PROPN	N;NOM;SG
חום	ruskea	חום	ruskea		ADJ;NOM;SG
חום	ruskeat	חום	ruskea		ADJ;NOM;PL
חום	brownin	חום	brown		N;GEN;SG
חום	brown	חום	brown		PROPN;NOM;SG
חום	lämpöä	חום	lämpö		N;PRT;SG
חום	kuumuus	חום	kuumuus		N;NOM;SG
חום	lämpö	חום	lämpö		N;NOM;SG
חום	helle	חום	hälle		N;NOM;SG
חום	kuume	חום	kuume		N;NOM;SG
חום	kuumetta	חום	kuume		N;PRT;SG
חום	lämpöä	חום	lämpö		N;PRT;SG
בטוח	turvassa	None	turva		N;IN+ESS;SG
בטוח	kassakaappi	None	kassa#kaappi		N;NOM;SG
בטוח	turvallista	None	turvallinen		ADJ;PRT;SG
בטוח	turvallinen	None	turvallinen		ADJ;NOM;SG
מעורב	sekoitettuna	מעורב	sekoittaa	ADJ;MASC;SG	V;FRML;SG;V.PTCP;PASS
מעורב	sekoitettu	מעורב	sekoittaa	ADJ;MASC;SG	V;NOM;SG;V.PTCP;PASS
מעורב	osallistunut	מעורב	osallistua	ADJ;MASC;SG	V;NOM;SG;V.PTCP;ACT
וידאו	videon	וידאו	video	PROPN	N;GEN;SG
וידאו	videossa	וידאו	video	PROPN	N;IN+ESS;SG
וידאו	videota	וידאו	video	PROPN	N;PRT;SG
וידאו	video	וידאו	video	PROPN	N;NOM;SG
חוזר	toistuva	חזר	toistua	PROPN	ADJ;NOM;SG
חוזר	toistaa	חזר	toistaa	PROPN	V;IND;SG;3;PRS;FIN;ACT
חוזר	toista	חזר	toinen	PROPN	PRO;PRT;SG
חוזר	toistan	חזר	toistaa	PROPN	V;IND;SG;1;PRS;FIN;ACT
נפוץ	yleistä	נפוץ	yleinen	V;MASC;SG;V.PTCP;MID	ADJ;PRT;SG
נפוץ	yhteisen	נפוץ	yhteinen	V;MASC;SG;V.PTCP;MID	ADJ;GEN;SG
נפוץ	yleiset	נפוץ	yleinen	V;MASC;SG;V.PTCP;MID	ADJ;NOM;PL
נפוץ	yleinen	נפוץ	yleinen	V;MASC;SG;V.PTCP;MID	ADJ;NOM;SG
לעמוד	stand	עמד	stand	V;NFIN;ACT	N;NOM;SG
מתחיל	alkaa	התחיל	alkaa	V;MASC;SG;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
מתחיל	alkaen	התחיל	alkaen	V;MASC;SG;V.PTCP	ADV
מתחיל	aloittaminen	התחיל	aloittaminen	V;MASC;SG;V.PTCP	N;NOM;SG
מתחיל	aloitus	התחיל	aloitus	V;MASC;SG;V.PTCP	N;NOM;SG
מתחיל	alkaa	התחיל	alkaa	V;MASC;SG;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
מתחיל	alkaa	התחיל	alkaa	V;MASC;SG;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
היצירה	luominen	היצירה	luominen	ADV	N;NOM;SG
היצירה	perustaminen	היצירה	perustaminen	ADV	N;NOM;SG
היצירה	luonti	היצירה	luonti	ADV	N;NOM;SG
ואחרים	muut	ואחר	muu	PROPN	PRO;NOM;PL
ואחרים	toiset	ואחר	toinen	PROPN	PRO;NOM;PL
ואחרים	muita	ואחר	muu	PROPN	PRO;PRT;PL
צעירים	nuori	צעיר	nuori	N;MASC;PL	ADJ;NOM;SG
צעירים	youngin	צעיר	young	N;MASC;PL	PROPN;GEN;SG
צעירים	young	צעיר	young	N;MASC;PL	PROPN;NOM;SG
שיתוף	jaetaan	שיתוף	jakaa	N;MASC;SG	V;IND;PRS;FIN;PASS
שיתוף	jakaa	שיתוף	jakaa	N;MASC;SG	V;SG;NFIN;ACT
שיתוף	jaa	שיתוף	jaa	N;MASC;SG	V;IMP;SG;2;FIN;ACT
מגדל	torni	מגדל	torni	PROPN	N;NOM;SG
מגדל	tower	מגדל	tower	PROPN	N;NOM;SG
מגדל	tornissa	מגדל	torni	PROPN	N;IN+ESS;SG
מגדל	tornin	מגדל	torni	PROPN	N;GEN;SG
הונגריה	unkari	הונגריה	unkari	PROPN	PROPN;NOM;SG
הונגריה	unkarin	הונגריה	unkari	PROPN	N;GEN;SG
מסכים	sovittu	הסכים	sopia	V;MASC;SG;V.PTCP;ACT	V;NOM;SG;V.PTCP;PASS
מסכים	sovitut	הסכים	sopia	V;MASC;SG;V.PTCP;ACT	V;NOM;PL;V.PTCP;PASS
מסכים	hyväksy	הסכים	hyväksyä	V;MASC;SG;V.PTCP;ACT	V;IMP;SG;2;FIN;ACT
מסכים	sovittava	הסכים	sopia	V;MASC;SG;V.PTCP;ACT	V;NOM;SG;V.PTCP;PASS
הסיבה	järki	הסיב	järki	V;FEM;SG;3;PST;ACT	N;NOM;SG
הסיבה	syy	הסיב	syy	V;FEM;SG;3;PST;ACT	N;NOM;SG
הסיבה	syyn	הסיב	syy	V;FEM;SG;3;PST;ACT	N;GEN;SG
שש	kuudes	שש	kuudes	NUM;FEM;SG	ADJ;NOM;SG
אריאל	ariel	אריאל	ariel	PROPN	N;NOM;SG
הצליחה	onnistuivat	הצליח	onnistua	V;FEM;SG;3;PST;ACT	V;IND;PL;3;PST;FIN;ACT
כיבוש	valloittaa	כיבוש	valloittaa	N;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
מכיל	sisältää	הכיל	sisältää	V;MASC;SG;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
אורח	vierasta	אורח	vieras	N;MASC;SG	ADJ;PRT;SG
שבועות	viikkoa	שבוע	viikko	N;MASC;PL	N;PRT;SG
קטנות	pieni	קטן	pieni	ADJ;FEM;PL	ADJ;NOM;SG
בריטים	britti	בריטי	britti	N;MASC;PL	N;NOM;SG
בריטים	brittiläinen	בריטי	brittiläinen	N;MASC;PL	ADJ;NOM;SG
בריטים	britannian	בריטי	britannia	N;MASC;PL	N;GEN;SG
פרנק	frank	פרנק	frank	PROPN	PROPN;NOM;SG
פרנק	frankin	פרנק	frankki	PROPN	N;GEN;SG
מקבל	hyväksyy	קיבל	hyväksyä	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN;ACT
מקבל	hyväksyy	קיבל	hyväksyä	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN;ACT
מקבל	hyväksytään	קיבל	hyväksyä	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN;PASS
מקבל	vastaanottavat	קיבל	vastaanottaa	V;MASC;SG;V.PTCP;ACT	V;IND;PL;3;PRS;FIN;ACT
האגודה	association	האגודה	association	PROPN	N;GEN;SG
האגודה	yhdistys	האגודה	yhdistys	PROPN	N;NOM;SG
אליהו	elijah	אליהו	elijah	PROPN	N;NOM;SG
פרסום	julkaise	פרסום	julkaise	N;MASC;SG	V;IMP;SG;2;FIN;ACT
פרסום	lähettämistä	פרסום	lähettää	N;MASC;SG	V;IN+ABL;PL;V.PTCP;ACT
פרסום	julkaistaan	פרסום	julkaista	N;MASC;SG	V;IND;PRS;FIN;PASS
מופיעה	ilmestyy	הופיע	ilmestyä	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN;ACT
דצמבר	joulukuu	דצמבר	joulukuu	PROPN	N;NOM;SG
דצמבר	joulukuussa	דצמבר	joulukuu	PROPN	N;IN+ESS;SG
דצמבר	joulukuuta	דצמבר	joulukuu	PROPN	N;PRT;SG
אהבה	rakastaa	אהבה	rakastaa	N;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
אהבה	love	אהבה	love	N;FEM;SG	
השישי	kuudennen	השישי	kuudes	PROPN	ADJ;GEN;SG
השישי	kuudes	השישי	kuudes	PROPN	ADJ;NOM;SG
עסקים	yritys	עסק	yritys	N;MASC;PL	N;NOM;SG
עסקים	liiketoiminta	עסק	liike#toimi	N;MASC;PL	N;NOM;SG
עסקים	liike	עסק	liike	N;MASC;PL	N;NOM;SG
עסקים	liiketoiminnan	עסק	liike#toiminta	N;MASC;PL	N;GEN;SG
עסקים	business	עסק	business	N;MASC;PL	N;NOM;SG
אדוארד	edvard	אדוארד	edvard	PROPN	N;NOM;SG
אדוארד	edward	אדוארד	edward	PROPN	N;NOM;SG
אדוארד	edwardin	אדוארד	edward	PROPN	N;GEN;SG
אוסקר	oscar	אוסקר	oscar	PROPN	N;NOM;SG
אוסקר	oscarin	אוסקר	oscari	PROPN	N;GEN;SG
לשיר	laulaa	השיר	laulaa		V;IND;SG;3;PRS;FIN;ACT
לשיר	laula	השיר	laulaa		V;IMP;SG;2;FIN;ACT
הפרלמנט	parlamentin	הפרלמנט	parlamentti	PROPN	N;GEN;SG
הפרלמנט	parlamentti	הפרלמנט	parlamentti	PROPN	N;NOM;SG
סיני	siinain	סיני	siinain	PROPN	N;GEN;SG
סיני	kiinalainen	סיני	kiina#lainen	PROPN	ADJ;NOM;SG
סיני	kiinalaiset	סיני	kiina#lainen	PROPN	N;NOM;PL
סיני	kiinan	סיני	kiina	PROPN	N;GEN;SG
סיני	kiina	סיני	kiina	PROPN	N;NOM;SG
סיני	kiinalaista	סיני	kiinalainen	PROPN	N;PRT;SG
שותף	liitä	שותף	liittää	N;MASC;SG	V;IMP;SG;2;FIN;ACT
השחור	mustat	השחור	musta		ADJ;NOM;PL
השחור	black	השחור	black		
השחור	musta	השחור	musta		N;NOM;SG
השחור	mustaa	השחור	musta		ADJ;PRT;SG
צרפתי	ranska	צרפתי	ranska	PROPN	PROPN;NOM;SG
צרפתי	ranskan	צרפתי	ranska	PROPN	N;GEN;SG
צרפתי	ranskalaiset	צרפתי	ranska#lainen	PROPN	N;NOM;PL
צרפתי	ranskalaisia	צרפתי	ranska#lainen	PROPN	N;PRT;PL
צרפתי	ranskalainen	צרפתי	ranskalainen	PROPN	ADJ;NOM;SG
שלישית	kolmas	None	kolmas	ADV	ADJ;NOM;SG
שלישית	kolmannet	None	kolmas	ADV	ADJ;NOM;PL
שלישית	kolmanneksi	None	kolmas	ADV	ADJ;TRANS;SG
הרשות	viranomaisen	הרשה	viran#omainen	N;FEM;PL	N;GEN;SG
הרשות	viranomainen	הרשה	viran#omainen	N;FEM;PL	N;NOM;SG
קיימות	kestävyys	קיים	kestävyys	ADJ;FEM;PL	N;NOM;SG
קיימות	kestävyyttä	קיים	kestävyys	ADJ;FEM;PL	N;PRT;SG
קיימות	olemassa	קיים	olla	ADJ;FEM;PL	V;IN+ESS;SG;NFIN;ACT
קיימות	olemassa	קיים	olla	ADJ;FEM;PL	V;IN+ESS;SG;NFIN;ACT
מרטין	martinin	מרטין	martin	PROPN	N;GEN;SG
מרטין	martin	מרטין	martin	PROPN	
יכולות	kyvyt	יכול	kyky	ADJ;FEM;PL	N;NOM;PL
יכולות	kykyjä	יכול	kyky	ADJ;FEM;PL	N;PRT;PL
יכולות	valmiudet	יכול	valmius	ADJ;FEM;PL	N;NOM;PL
יכולות	kyvyt	יכול	kyky	ADJ;FEM;PL	N;NOM;PL
יכולות	valmiuksia	יכול	valmius	ADJ;FEM;PL	N;PRT;PL
מדבר	puhuu	מדבר	puhua	N;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
מדבר	puhuva	מדבר	puhua	N;MASC;SG	V;NOM;SG;V.PTCP;ACT
מדבר	desert	מדבר	desert	N;MASC;SG	
מדבר	puhuu	מדבר	puhua	N;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
אמריקאית	amerikkalainen	אמריקני	amerikkalainen	ADV	ADJ;NOM;SG
אמריקאית	amerikan	אמריקני	amerikka	ADV	N;GEN;SG
אמריקאית	amerikkalaiset	אמריקני	amerikkalainen	ADV	N;NOM;PL
אמריקאית	american	אמריקני	america	ADV	
יין	yin	יין	yin		N;NOM;SG
יין	viinit	יין	viini		N;NOM;PL
יין	viiniä	יין	viini		N;PRT;SG
יין	viini	יין	viini		N;NOM;SG
חייב	täytyy	חייב	täytyä	ADJ;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
חייב	täytyy	חייב	täytyä	ADJ;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
אחראי	vastuussa	אחראי	vastuu	ADJ;MASC	N;IN+ESS;SG
אהרן	aaron	אהרן	aaro	PROPN	N;NOM;SG
מגוון	lajikkeen	מגוון	lajike		N;GEN;SG
מוסקבה	moskova	מוסקבה	moskova	PROPN	N;NOM;SG
מוסקבה	moskovassa	מוסקבה	moskova	PROPN	ADJ;IN+ESS;SG
מוסקבה	moskovan	מוסקבה	moskoa	PROPN	ADJ;GEN;SG
מוסקבה	moskovaan	מוסקבה	moskoa	PROPN	ADJ;IN+ALL;SG
הולנד	alankomaat	הולנד	alan#komaat	PROPN	N;NOM;SG
הולנד	hollannissa	הולנד	hollanti	PROPN	N;IN+ESS;SG
הולנד	holland	הולנד	holland	PROPN	
הולנד	hollanti	הולנד	hollanti	PROPN	N;NOM;SG
הרוח	tuulta	הרוח	tuuli		N;PRT;SG
הרוח	tuuli	הרוח	tuuli		N;NOM;SG
הרוח	tuulen	הרוח	tuuli		N;GEN;SG
עוזי	uzi	עוזי	uzi	PROPN	N;NOM;SG
מתאים	sopii	התאים	sopia	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN;ACT
מתאים	mahtuu	התאים	mahtua	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN;ACT
מתאים	tarkoituksenmukainen	התאים	tarkoitus#mukainen	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;SG
מתאים	asianmukaiset	התאים	asian#mukainen	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;PL
מתאים	asianmukainen	התאים	asian#mukainen	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;SG
מתאים	sopivaa	התאים	sopiva	V;MASC;SG;V.PTCP;ACT	ADJ;PRT;SG
מתאים	sopiva	התאים	sopiva	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;SG
מתאים	sopivat	התאים	sopiva	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;PL
מתאים	sopiva	התאים	sopiva	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;SG
ברזיל	brasilia	ברזיל	brasilia	PROPN	N;NOM;SG
ברזיל	brasiliassa	ברזיל	brasilia	PROPN	N;IN+ESS;SG
ברזיל	brasilian	ברזיל	brasilia	PROPN	N;GEN;SG
אישית	henkilökohtaisia	אישית	henkilö#kohtainen	ADV	ADJ;PRT;PL
אישית	henkilökohtaiset	אישית	henkilö#kohtainen	ADV	ADJ;NOM;PL
אישית	henkilökohtainen	אישית	henkilö#kohtainen	ADV	ADJ;NOM;SG
אישית	henkilökohtaista	אישית	henkilö#kohtainen	ADV	ADJ;PRT;SG
הארי	harryn	הארי	harry	PROPN	N;GEN;SG
הארי	harry	הארי	harry	PROPN	N;NOM;SG
מבוסס	perustuu	None	perustua	V;MASC;SG;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
מבוסס	perustuvat	None	perustua	V;MASC;SG;V.PTCP	V;PL;3;PRS;FIN;ACT
ניהול	hallitaan	ניהול	hallita	N;MASC;SG	V;IND;PRS;FIN;PASS
ניהול	hallita	ניהול	hallita	N;MASC;SG	V;SG;NFIN;ACT
ניהול	hallinnoida	ניהול	hallinto	N;MASC;SG	V;SG;NFIN;ACT
ניהול	hallitse	ניהול	hallita	N;MASC;SG	V;IMP;SG;2;FIN;ACT
