של	shel	של	shel	PART;GEN	
הצליחו	uspio	הצליח	uspjeti	V;PL;3;PST;ACT	V;MASC;SG;PST;V.PTCP;ACT
הבעיה	problem	הבעיה	problem	ADV	N;NOM;MASC;SG
יולי	srpnja	יולי	srpanj	PROPN	N;GEN;MASC;SG
יולי	juli	יולי	jutlo	PROPN	N;NOM;MASC;SG
יולי	srpanj	יולי	srpanj	PROPN	N;NOM;MASC;SG
יולי	jula	יולי	julo	PROPN	N;NOM;FEM;SG
מזון	hrane	מזון	hrana	N;MASC;SG	N;NOM;FEM;PL
ואן	kombi	ואן	kombi	PROPN	N;NOM;MASC;SG
בא	dolazim	בא	dolaziti	V;MASC;SG;3;PST;ACT	V;IND;SG;1;PRS;FIN
בא	dolazi	בא	dolaziti	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PRS;FIN
חבל	konopac	חבל	konopac	ADV	N;NOM;MASC;SG
חבל	konop	חבל	konop	ADV	N;NOM;MASC;SG
חבל	uže	חבל	uzak	ADV	N;NOM;NEUT;SG
חבל	šteta	חבל	šteta	ADV	N;NOM;FEM;SG
בניין	grade	בניין	graditi	N;MASC;SG	V;IND;PL;3;PRS;FIN
עומד	stojimo	עמד	stajati	V;MASC;SG;V.PTCP;ACT	V;IND;PL;1;PRS;FIN
עומד	stoji	עמד	stajati	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
עומד	stojeći	עמד	stajać	V;MASC;SG;V.PTCP;ACT	ADV;PRS;V.CVB
עומד	stajanje	עמד	stajanje	V;MASC;SG;V.PTCP;ACT	N;NOM;NEUT;SG
עומד	stojim	עמד	stajati	V;MASC;SG;V.PTCP;ACT	V;IND;SG;1;PRS;FIN
עומד	stoji	עמד	stajati	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
השתתפה	sudjelovali	השתתף	sudjelovati	V;FEM;SG;3;PST	V;MASC;PL;PST;V.PTCP;ACT
מקובל	prihvatio	מקובל	prihvatiti	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP;ACT
השמש	sunca	השמש	sunac		N;GEN;MASC;SG
השמש	sunce	השמש	sunce		N;NOM;NEUT;SG
גורם	uzrokujući	גורם	uzrokovati	N;MASC;SG	ADV;RL
גורם	čini	גורם	činiti	N;MASC;SG	V;IND;SG;3;PRS;FIN
גורם	izaziva	גורם	izazivati	N;MASC;SG	V;IND;SG;3;PRS;FIN
גורם	uzroci	גורם	uzrok	N;MASC;SG	N;NOM;MASC;PL
גורם	uzrokuje	גורם	uzrokovati	N;MASC;SG	V;IND;SG;3;PRS;FIN
שבת	subotu	שבת	subota	PROPN	N;ACC;FEM;SG
שבת	subota	שבת	subota	PROPN	N;NOM;FEM;SG
שבת	sabbath	שבת	sabbath	PROPN	N;NOM;MASC;SG
מנסה	pokušavajući	ניסה	pokušavati	V;MASC;SG;V.PTCP;ACT	ADV;RL
מנסה	pokušavam	ניסה	pokušavati	V;MASC;SG;V.PTCP;ACT	V;IND;SG;1;PRS;FIN
הגנה	odbrana	הגנה	odbrana	N;FEM;SG	ADJ;NOM;FEM;SG;V.PTCP
הגנה	odbrana	הגנה	odbrana	N;FEM;SG	ADJ;NOM;FEM;SG;V.PTCP
קל	lagano	קל	lagano	ADJ;MASC;SG	ADV
קל	lako	קל	lako	ADJ;MASC;SG	ADV
אלפי	alfie	אלפי	alfie	NUM;PSSD;MASC;PL	N;NOM;MASC;SG
גובה	visine	גובה	visina	N;MASC;SG	N;NOM;FEM;PL
זוג	par	זוג	par		N;NOM;MASC;SG
זוג	par	זוג	par		N;NOM;MASC;SG
מיכאל	mihael	מיכאל	mihael	PROPN	PROPN;NOM;MASC;SG
מיכאל	michael	מיכאל	michael	PROPN	PROPN;NOM;MASC;SG
תקשורת	komunikacije	תקשורת	komunikacija	N;FEM;SG	N;NOM;FEM;PL
תקשורת	media	תקשורת	media	N;FEM;SG	PROPN;NOM;MASC;SG
תקשורת	mediji	תקשורת	medij	N;FEM;SG	N;NOM;MASC;PL
תקשורת	medijski	תקשורת	medijski	N;FEM;SG	ADJ;NOM;DEF;MASC;SG
תקשורת	komunikacije	תקשורת	komunikacija	N;FEM;SG	N;NOM;FEM;PL
לס	les	לס	les	PROPN	ADP
המזרח	istočna	המזרח	istočan	PROPN	ADJ;NOM;DEF;FEM;SG
המזרח	istočno	המזרח	istočno	PROPN	ADV
המזרח	istok	המזרח	istok	PROPN	N;NOM;MASC;SG
חולים	pacijenti	חלה	pacijent	V;MASC;PL;V.PTCP;ACT	N;NOM;MASC;PL
חולים	pacijentima	חלה	pacijent	V;MASC;PL;V.PTCP;ACT	N;DAT;MASC;PL
חולים	pacijente	חלה	pacijent	V;MASC;PL;V.PTCP;ACT	N;ACC;MASC;PL
חולים	bolesnici	חלה	bolesnik	V;MASC;PL;V.PTCP;ACT	N;NOM;MASC;PL
אלי	ellie	אלי	ellie	PROPN	N;NOM;FEM;SG
אלי	eli	אלי	eli	PROPN	PROPN;NOM;MASC;SG
אלי	saveznika	אלי	saveznik	PROPN	N;ACC;MASC;SG
אלי	saveznik	אלי	saveznik	PROPN	N;NOM;MASC;SG
אלי	ally	אלי	ally	PROPN	PROPN;NOM;MASC;SG
אלי	alija	אלי	alija	PROPN	N;NOM;MASC;SG
השפעה	utjecajan	השפעה	utjecajan	N;FEM;SG	ADJ;NOM;INDF;MASC;SG
יצירות	radi	יצירה	raditi	N;FEM;PL	V;IND;SG;3;PRS;FIN
המחוז	županije	המחוז	županija		N;NOM;FEM;PL
המחוז	okrugu	המחוז	okruga		N;DAT;MASC;SG
המחוז	okrug	המחוז	okrug		N;NOM;MASC;SG
המחוז	županija	המחוז	županija		N;NOM;FEM;SG
המחוז	kotar	המחוז	kotar		N;NOM;MASC;SG
חטיבת	brigade	חטיבה	brigada	N;PSSD;FEM;SG	N;NOM;FEM;PL
טען	napuni	טען	napun	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PRS;FIN
טען	teret	טען	teret	V;MASC;SG;3;PST;ACT	N;NOM;MASC;SG
טען	opterećenje	טען	opterećenje	V;MASC;SG;3;PST;ACT	N;NOM;NEUT;SG
תחילה	prvi	תחילה	prvi	ADV	ADJ;NOM;MASC;SG
נבנה	konstruirao	נבנה	konstruirati	V;MASC;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP;ACT
נבנה	izgrađen	נבנה	izgraditi	V;MASC;SG;3;PST;MID	ADJ;NOM;MASC;SG;V.PTCP;PASS
נבנה	izgrađena	נבנה	izgraditi	V;MASC;SG;3;PST;MID	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
נבנה	izgrađeno	נבנה	izgraditi	V;MASC;SG;3;PST;MID	ADJ;NOM;NEUT;SG;V.PTCP;PASS
נבנה	izgradio	נבנה	izgraditi	V;MASC;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP;ACT
נערך	uredio	נערך	urediti	V;MASC;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP;ACT
שווה	vruće	שווה	vruć	PROPN	ADJ;NOM;DEF;NEUT;SG
שווה	vrelo	שווה	vrelo	PROPN	N;NOM;NEUT;SG
שווה	zgodna	שווה	zgodan	PROPN	ADJ;NOM;DEF;FEM;SG
שווה	jednaki	שווה	jednak	PROPN	ADJ;NOM;DEF;MASC;PL
שווה	jednako	שווה	jednako	PROPN	ADV
שווה	jednaki	שווה	jednak	PROPN	ADJ;NOM;DEF;MASC;PL
שווה	jednako	שווה	jednako	PROPN	ADV
שווה	vrijedno	שווה	vrijedno	PROPN	ADJ;NOM;DEF;NEUT;SG
שווה	vrijedi	שווה	vrijediti	PROPN	V;IND;SG;3;PRS;FIN
כוללת	uključuje	כלל	uključivati	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
כוכבים	planeta	כוכב	planet	N;MASC;PL	N;ACC;MASC;SG
כוכבים	planeti	כוכב	planet	N;MASC;PL	N;DAT;FEM;SG
תוצאות	rezultat	תוצאה	rezultat	N;FEM;PL	N;NOM;MASC;SG
פארק	parka	פארק	park	PROPN	N;GEN;MASC;SG
פארק	park	פארק	park	PROPN	N;NOM;MASC;SG
החוף	plaže	החוף	plaža	PROPN	N;NOM;FEM;PL
החוף	beach	החוף	beach	PROPN	ADP
החוף	plažu	החוף	plaž	PROPN	N;ACC;FEM;SG
החוף	plaža	החוף	plaž	PROPN	N;NOM;FEM;SG
באי	bae	None	bac		N;NOM;FEM;SG
המשטרה	policija	המשטר	policija	PROPN	N;NOM;FEM;SG
כותב	spisateljica	כתב	spisateljica	V;MASC;SG;V.PTCP;ACT	N;NOM;FEM;SG
כותב	pisac	כתב	pisac	V;MASC;SG;V.PTCP;ACT	N;NOM;MASC;SG
כותב	piše	כתב	pisati	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
כותב	pišem	כתב	pisati	V;MASC;SG;V.PTCP;ACT	V;IND;SG;1;PRS;FIN
כותב	pisanje	כתב	pisanje	V;MASC;SG;V.PTCP;ACT	N;NOM;NEUT;SG
כותב	pisem	כתב	pis	V;MASC;SG;V.PTCP;ACT	V;IND;SG;1;PRS;FIN
להורג	pogubljen	להורג	pogubiti		ADJ;NOM;MASC;SG;V.PTCP;PASS
להורג	pogubljeni	להורג	pogubljen		ADJ;NOM;MASC;PL;V.PTCP
להורג	izvršeno	להורג	izvršiti		ADJ;NOM;NEUT;SG;V.PTCP;PASS
סמוך	susjedne	None	susjedni	ADV	ADJ;NOM;DEF;FEM;PL
שירה	vokal	שירה	vokal		N;NOM;MASC;SG
שירה	pjevanje	שירה	pjevanje		N;NOM;NEUT;SG
שירה	pjevam	שירה	pjevati		V;IND;SG;1;PRS;FIN
שירה	pjevajući	שירה	pjevati		ADV;RL
שירה	peva	שירה	pevati		V;IND;SG;3;PRS;FIN
שירה	pjeva	שירה	pjevati		V;IND;SG;3;PRS;FIN
שירה	poezija	שירה	poezija		N;NOM;FEM;SG
שירה	poeziju	שירה	poezija		N;ACC;FEM;SG
שירה	poezije	שירה	poezija		N;NOM;FEM;PL
גוריון	gurion	גוריון	gurion	PROPN	PROPN;NOM;MASC;SG
נובל	plemenito	נובל	plemenito	N;MASC;SG	ADJ;NOM;DEF;NEUT;SG
נובל	plemeniti	נובל	plemeniti	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
חסר	nedostaje	חסר	nedostajati	ADJ;MASC;SG	V;IND;SG;3;PRS;FIN
חסר	nestala	חסר	nestati	ADJ;MASC;SG	V;FEM;SG;PST;V.PTCP;ACT
חסר	fali	חסר	faliti	ADJ;MASC;SG	V;IND;SG;3;PRS;FIN
חסר	nestao	חסר	nestati	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP;ACT
חתם	potpisano	חתם	potpisati	PROPN	ADJ;NOM;NEUT;SG;V.PTCP;PASS
חתם	potpis	חתם	potpis	PROPN	N;NOM;MASC;SG
חתם	potpisan	חתם	potpisati	PROPN	ADJ;NOM;MASC;SG;V.PTCP;PASS
חתם	potpisao	חתם	potpisati	PROPN	V;MASC;SG;PST;V.PTCP;ACT
ארוך	duga	ארוך	dug	ADJ;MASC;SG	N;NOM;FEM;SG
ארוך	long	ארוך	long	ADJ;MASC;SG	ADP
ארוך	dugo	ארוך	dugo	ADJ;MASC;SG	ADV
עסק	poslovno	עסק	poslovan	N;MASC;SG	ADV
עסק	poslovna	עסק	poslovan	N;MASC;SG	ADJ;NOM;DEF;FEM;SG
עסק	poslovni	עסק	poslovan	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
המשתמש	korisnik	המשתמש	korisnik	V;MASC;SG;3;PST;ACT	N;NOM;MASC;SG
המשתמש	korisnika	המשתמש	korisnik	V;MASC;SG;3;PST;ACT	N;GEN;MASC;PL
מכונה	machine	כונה	machina	V;MASC;SG;V.PTCP;PASS	PROPN;NOM;MASC;SG
מכונה	stroj	כונה	stroj	V;MASC;SG;V.PTCP;PASS	N;NOM;MASC;SG
מכונה	mašina	כונה	mašina	V;MASC;SG;V.PTCP;PASS	N;NOM;FEM;SG
מכונה	masina	כונה	masina	V;MASC;SG;V.PTCP;PASS	N;NOM;FEM;SG
מכונה	mašine	כונה	mašina	V;MASC;SG;V.PTCP;PASS	N;NOM;FEM;PL
מכונה	strojevi	כונה	stroj	V;MASC;SG;V.PTCP;PASS	N;NOM;MASC;PL
אסיה	azijske	אסיה	azijski	PROPN	ADJ;NOM;DEF;FEM;PL
אסיה	azijski	אסיה	azijski	PROPN	ADJ;NOM;DEF;MASC;SG
אסיה	azija	אסיה	azija	PROPN	N;NOM;FEM;SG
אסיה	azije	אסיה	azija	PROPN	N;NOM;FEM;PL
לפעול	akt	פעל	akt	V;NFIN;ACT	N;NOM;MASC;SG
לפעול	čin	פעל	čin	V;NFIN;ACT	N;NOM;MASC;SG
דת	religiozni	דת	religiozni	N;FEM;SG	ADJ;NOM;DEF;MASC;SG
דת	vjerska	דת	vjerski	N;FEM;SG	ADJ;NOM;DEF;FEM;SG
דת	vjerski	דת	vjerski	N;FEM;SG	ADJ;NOM;DEF;MASC;SG
דת	vjerske	דת	vjerski	N;FEM;SG	ADJ;NOM;DEF;FEM;PL
מראה	emisije	מראה	emisija	N;MASC;SG	N;NOM;FEM;PL
מראה	prikazuje	מראה	prikazivati	N;MASC;SG	V;IND;SG;3;PRS;FIN
מראה	pokazuje	מראה	pokazivati	N;MASC;SG	V;IND;SG;3;PRS;FIN
יפו	jaffa	יפו	jaffa	PROPN	N;NOM;MASC;SG
ניצחון	pobjede	ניצחון	pobjeda	N;MASC;SG	N;NOM;FEM;PL
עריכה	uredi	עריכה	ured	N;FEM;SG	
משמעותי	značajne	משמעותי	značajan	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;PL
משמעותי	značajno	משמעותי	značajno	ADJ;MASC;SG	ADV
עין	oko	עין	oko	N;FEM;SG	ADV
עין	ein	עין	ein	N;FEM;SG	ADP
עשה	jeste	עשה	biti	V;MASC;SG;3;PST;ACT	
עשה	napravljen	עשה	napraviti	V;MASC;SG;3;PST;ACT	ADJ;NOM;MASC;SG;V.PTCP;PASS
עשה	napravljeno	עשה	napraviti	V;MASC;SG;3;PST;ACT	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
נוער	tinejdžeri	נוער	tinejdžer	N;MASC;SG	N;NOM;MASC;PL
נוער	tinejdžeri	נוער	tinejdžer	N;MASC;SG	N;NOM;MASC;PL
ין	yin	ין	yin		PROPN;NOM;MASC;SG
ין	jena	ין	jena		PROPN;NOM;MASC;SG
המקור	porijeklo	המקור	porijeklo		N;NOM;NEUT;SG
המקור	podrijetlo	המקור	podrijetlo		N;NOM;NEUT;SG
המקור	izvor	המקור	izvor		N;NOM;MASC;SG
המכון	zavod	המכון	zavod		N;NOM;MASC;SG
המכון	institut	המכון	institut		N;NOM;MASC;SG
המשך	nastavi	המשך	nastaviti	N;MASC;SG	V;IND;SG;3;PRS;FIN
גל	gal	גל	gal	PROPN	PROPN;NOM;MASC;SG
גל	vala	גל	val	PROPN	N;GEN;MASC;SG
גל	val	גל	val	PROPN	N;NOM;MASC;SG
צעיר	mladi	צעיר	mlad	N;MASC;SG	ADJ;NOM;DEF;MASC;PL
צעיר	mlad	צעיר	mlad	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
צעיר	mlada	צעיר	mlad	N;MASC;SG	ADJ;NOM;FEM;SG
צעיר	mlade	צעיר	mlad	N;MASC;SG	ADJ;ACC;DEF;MASC;PL
צעיר	mlado	צעיר	mlado	N;MASC;SG	ADJ;NOM;NEUT;SG
רוח	duše	רוח	duša	N;FEM;SG	N;NOM;FEM;PL
הודו	purica	הודו	purica	PROPN	N;NOM;FEM;SG
הודו	turska	הודו	turski	PROPN	ADJ;NOM;FEM;SG
הודו	indija	הודו	indija	PROPN	PROPN;NOM;FEM;SG
הודו	indije	הודו	indija	PROPN	N;NOM;FEM;PL
הודו	indiji	הודו	indija	PROPN	N;DAT;FEM;SG
הידוע	znan	הידוע	znati		ADJ;NOM;INDF;MASC;SG
הידוע	poznat	הידוע	poznat		ADJ;NOM;MASC;SG
הידוע	poznata	הידוע	poznat		ADJ;NOM;DEF;FEM;SG
הידוע	poznato	הידוע	poznat		ADJ;NOM;DEF;NEUT;SG
הידוע	poznati	הידוע	poznat		ADJ;NOM;DEF;MASC;PL
הצבעה	glasanja	הצבעה	glasanje	N;FEM;SG	N;NOM;NEUT;PL
הצבעה	glasovanja	הצבעה	glasovanje	N;FEM;SG	N;NOM;NEUT;PL
גישה	pristupio	גישה	pristupiti	N;FEM;SG	V;MASC;SG;PST;V.PTCP;ACT
גישה	pristupili	גישה	pristupiti	N;FEM;SG	V;MASC;PL;PST;V.PTCP;ACT
גישה	pristupiti	גישה	pristupiti	N;FEM;SG	V;NFIN
נמל	port	נמל	port	PROPN	N;NOM;MASC;SG
נמל	luka	נמל	luka	PROPN	N;NOM;FEM;SG
מינים	vrsta	מין	vrsta	N;MASC;PL	N;NOM;FEM;SG
אוסף	kompilacija	אוסף	kompilacija		N;NOM;FEM;SG
אוסף	prikupljanje	אוסף	prikupljanje		N;NOM;NEUT;SG
אוסף	zbirka	אוסף	zbirka		N;NOM;FEM;SG
אוסף	kolekcija	אוסף	kolekcija		N;NOM;FEM;SG
צבע	boje	צבע	boja	N;MASC;SG	N;NOM;FEM;PL
צבע	boje	צבע	boja	N;MASC;SG	N;NOM;FEM;PL
ברלין	berlin	ברלין	berlin	PROPN	N;NOM;MASC;SG
ברלין	berlina	ברלין	berlina	PROPN	N;GEN;MASC;SG
ברלין	berlinu	ברלין	berlina	PROPN	N;DAT;MASC;SG
גדל	raste	גדל	rasti		V;IND;SG;3;PRS;FIN
גדל	porastao	גדל	porasti		V;MASC;SG;PST;V.PTCP;ACT
גדל	narastao	גדל	narastati		V;MASC;SG;PST;V.PTCP;ACT
גדל	narasla	גדל	narasti		V;FEM;SG;PST;V.PTCP;ACT
גדל	porasla	גדל	porasti		V;FEM;SG;PST;V.PTCP;ACT
גדל	rasla	גדל	rasti		V;FEM;SG;PST;V.PTCP;ACT
גדל	povećana	גדל	povećati		ADJ;NOM;DEF;FEM;SG;V.PTCP
גדל	povećan	גדל	povećati		ADJ;NOM;INDF;MASC;SG;V.PTCP
תוצאה	posljedice	תוצאה	posljedica	N;FEM;SG	N;NOM;FEM;PL
מראש	unaprijed	מראש	unaprijed	ADV	
הצפון	sjeverno	הצפון	sjeverno	PROPN	ADV
הצפון	sjeverna	הצפון	sjeveran	PROPN	ADJ;NOM;DEF;FEM;SG
הצפון	sjever	הצפון	sjever	PROPN	N;NOM;MASC;SG
נמוך	nisko	נמוך	nisko	ADJ;MASC;SG	ADV
נמוך	nizak	נמוך	niz	ADJ;MASC;SG	N;NOM;MASC;SG
מוצא	pronalazi	מוצא	pronalaziti	PROPN	V;IND;SG;3;PRS;FIN
מוצא	pronađe	מוצא	pronaći	PROPN	V;IND;SG;3;PRS;FIN
מוצא	nađe	מוצא	naći	PROPN	V;IND;SG;3;PRS;FIN
כתבה	napisala	כתבה	napisati	N;FEM;SG	V;FEM;SG;PST;V.PTCP;ACT
כתבה	pisao	כתבה	pisati	N;FEM;SG	V;MASC;SG;PST;V.PTCP;ACT
כתבה	napisao	כתבה	napisati	N;FEM;SG	V;MASC;SG;PST;V.PTCP;ACT
דברי	pričaj	דבר	pričaj	N;PSSD;MASC;PL	V;IMP;SG;2;FIN
דברי	govori	דבר	govoriti	N;PSSD;MASC;PL	V;IND;SG;3;PRS;FIN
עובדים	zaposleni	עובד	zaposlen	N;MASC;PL	ADJ;NOM;DEF;MASC;PL
עובדים	zaposlenima	עובד	zaposlen	N;MASC;PL	ADJ;INS;DEF;MASC;PL
בצורת	suša	בצורת	suša		N;NOM;FEM;SG
בצורת	suše	בצורת	suše		N;NOM;FEM;PL
גמר	završni	גמר	završan	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
רצח	ubojstva	רצח	ubojstvo	N;MASC;SG	N;NOM;NEUT;PL
מטוס	zrakoplovi	מטוס	zrakoplov	N;MASC;SG	N;NOM;MASC;PL
לחץ	klikni	לחץ	kliknuti	N;MASC;SG	V;IMP;SG;2;FIN
לחץ	kliknite	לחץ	kliknuti	N;MASC;SG	V;IMP;PL;2;FIN
עיריית	općine	עירייה	općina	N;PSSD;FEM;SG	N;NOM;FEM;PL
אמו	emu	אמו	em		PROPN;NOM;FEM;SG
ניסה	nyssa	ניסה	biti	V;MASC;SG;3;PST;ACT	PROPN;NOM;MASC;SG
ניסה	nisa	ניסה	biti	V;MASC;SG;3;PST;ACT	PROPN;NOM;FEM;SG
ניסה	probali	ניסה	probati	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP;ACT
הוחלט	odlučio	הוחלט	odlučiti	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP;ACT
הוחלט	odlučila	הוחלט	odlučiti	V;MASC;SG;3;PST;PASS	V;FEM;SG;PST;V.PTCP;ACT
הוחלט	odlučili	הוחלט	odlučiti	V;MASC;SG;3;PST;PASS	V;MASC;PL;PST;V.PTCP;ACT
הוחלט	odlučeno	הוחלט	odlučiti	V;MASC;SG;3;PST;PASS	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
גרמני	njemački	גרמני	njemački	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
גרמני	njemacki	גרמני	njemacki	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
שלב	faze	שלב	faza	N;MASC;SG	N;NOM;FEM;PL
רוק	slina	רוק	slin	PROPN	N;NOM;FEM;SG
רוק	sline	רוק	slini	PROPN	N;NOM;FEM;PL
רוק	kamena	רוק	kamen	PROPN	N;NOM;FEM;SG
רוק	kamen	רוק	kamen	PROPN	N;NOM;MASC;SG
רוק	stijena	רוק	stijena	PROPN	N;NOM;FEM;SG
רוק	rock	רוק	rock	PROPN	ADP
המקדש	hram	המקדש	hram	PROPN	N;NOM;MASC;SG
המקדש	temple	המקדש	temple	PROPN	ADP
מצפון	svijest	מצפון	svijest		N;NOM;FEM;SG
מצפון	savjesti	מצפון	savjest		N;DAT;FEM;SG
מצפון	savjest	מצפון	savjest		N;NOM;FEM;SG
עזה	gazu	עזה	gaza	PROPN	N;ACC;FEM;SG
עזה	gaze	עזה	gaza	PROPN	N;NOM;FEM;PL
עזה	gazi	עזה	gaziti	PROPN	V;IND;SG;3;PRS;FIN
יהושע	joshua	יהושע	joshu	PROPN	N;NOM;MASC;SG
הנהר	rijeke	הנהר	rijeka		N;NOM;FEM;PL
הנהר	river	הנהר	river		ADP
הנהר	rijeci	הנהר	rijeka		N;DAT;FEM;SG
הנהר	rijeka	הנהר	rijeka		N;NOM;FEM;SG
אמיר	emir	אמיר	emir	PROPN	N;NOM;MASC;SG
אמיר	amira	אמיר	amir	PROPN	N;NOM;MASC;SG
אמיר	amir	אמיר	amir	PROPN	PROPN;NOM;MASC;SG
צד	strane	צד	strana	N;MASC;SG	N;NOM;FEM;PL
הועבר	preselio	הועבר	preseliti	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP;ACT
הועבר	prebačeno	הועבר	prebaciti	V;MASC;SG;3;PST;PASS	ADJ;NOM;NEUT;SG;V.PTCP;PASS
הועבר	prebacio	הועבר	prebaciti	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP;ACT
אוגוסט	kolovoz	אוגוסט	kolovoz	PROPN	N;NOM;MASC;SG
אוגוסט	kolovoza	אוגוסט	kolovoz	PROPN	N;GEN;MASC;SG
אוגוסט	august	אוגוסט	august	PROPN	N;NOM;MASC;SG
רשות	ovlasti	רשות	ovlast	N;FEM;SG	N;NOM;FEM;PL
ישנה	spavam	ישן	spavati	ADJ;FEM;SG	V;IND;SG;1;PRS;FIN
ישנה	spavanje	ישן	spavanje	ADJ;FEM;SG	N;NOM;NEUT;SG
ישנה	spava	ישן	spavati	ADJ;FEM;SG	V;IND;SG;3;PRS;FIN
פרסי	percy	פרס	percy	N;MASC;PL	PROPN;NOM;MASC;SG
פרסי	perzijski	פרס	perzijski	N;MASC;PL	ADJ;NOM;DEF;MASC;SG
רחב	široka	רחב	širok		ADJ;NOM;DEF;FEM;SG
רחב	širom	רחב	širok		ADP;GEN
רחב	širok	רחב	širok		ADJ;NOM;INDF;MASC;SG
רחב	široki	רחב	širok		ADJ;NOM;DEF;MASC;SG
רחב	široko	רחב	široko		ADV
רחב	široka	רחב	širok		ADJ;NOM;DEF;FEM;SG
נהרגו	ubijen	נהרג	ubiti	V;PL;3;PST;MID	ADJ;NOM;MASC;SG;V.PTCP;PASS
קנדה	kanada	קנדה	kanada	PROPN	N;NOM;FEM;SG
קנדה	kanadi	קנדה	kanada	PROPN	N;DAT;FEM;SG
קנדה	kanade	קנדה	kanada	PROPN	N;NOM;FEM;PL
קנדה	kanadu	קנדה	kanada	PROPN	N;ACC;FEM;SG
קנדה	kanadska	קנדה	kanadski	PROPN	ADJ;NOM;DEF;FEM;SG
אות	signal	אות	signal		N;NOM;MASC;SG
אות	signala	אות	signal		N;GEN;MASC;SG
אות	pismo	אות	pismo		N;NOM;NEUT;SG
מפעל	fabrike	מפעל	fabrika	N;MASC;SG	N;NOM;FEM;PL
מפעל	tvornice	מפעל	tvornica	N;MASC;SG	N;NOM;FEM;PL
הרכב	kola	הרכב	kolo	N;MASC;SG	N;NOM;NEUT;PL
האל	hala	האל	hal		N;NOM;FEM;SG
האל	hal	האל	hal		PROPN;NOM;MASC;SG
שנערך	provedena	שנערך	provesti		ADJ;NOM;DEF;FEM;SG;V.PTCP
הוציא	izdana	הוציא	izdati	V;MASC;SG;3;PST;ACT	ADJ;NOM;DEF;FEM;SG;V.PTCP
הוציא	izdano	הוציא	izdati	V;MASC;SG;3;PST;ACT	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
פריז	paris	פריז	paris	PROPN	PROPN;NOM;MASC;SG
פריז	pariz	פריז	pariz	PROPN	PROPN;NOM;MASC;SG
פריז	pariza	פריז	pariz	PROPN	N;GEN;MASC;SG
הדרומי	južni	הדרום	južan	PROPN	ADJ;NOM;DEF;MASC;SG
הדרומי	južna	הדרום	južan	PROPN	ADJ;NOM;DEF;FEM;SG
הדרומי	južnoj	הדרום	južan	PROPN	ADJ;DAT;DEF;FEM;SG
עובר	kreće	עבר	kretati	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
עובר	kretanje	עבר	kretanje	V;MASC;SG;V.PTCP;ACT	N;NOM;NEUT;SG
עובר	premještanje	עבר	premještanje	V;MASC;SG;V.PTCP;ACT	N;NOM;NEUT;SG
עובר	prolazak	עבר	prolazak	V;MASC;SG;V.PTCP;ACT	N;NOM;MASC;SG
עובר	prolazi	עבר	prolaziti	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
עובר	prolazna	עבר	prolazan	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;DEF;FEM;SG
עובר	fetus	עבר	fetus	V;MASC;SG;V.PTCP;ACT	N;NOM;MASC;SG
עובר	prolazi	עבר	prolaziti	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
כביש	autoceste	כביש	autocesta	PROPN	N;NOM;FEM;PL
כביש	autoputu	כביש	autoputa	PROPN	N;DAT;MASC;SG
כביש	autoput	כביש	autoput	PROPN	N;NOM;MASC;SG
כביש	autocesta	כביש	autocesta	PROPN	N;NOM;FEM;SG
כביש	put	כביש	put	PROPN	N;NOM;MASC;SG
כביש	ceste	כביש	cesta	PROPN	N;NOM;FEM;PL
כביש	cestom	כביש	cest	PROPN	N;INS;FEM;SG
כביש	road	כביש	road	PROPN	ADP
כביש	cesta	כביש	cesta	PROPN	N;NOM;FEM;SG
