til	untuk	til	untuk	ADV	ADP
former	bentuk	form	bentuk	N;INDF;MASC+FEM;PL	N;SG
former	forms	form	forms	N;INDF;MASC+FEM;PL	PROPN
former	form	form	form	N;INDF;MASC+FEM;PL	PROPN
former	bentuk	form	bentuk	N;INDF;MASC+FEM;PL	N;SG
star	star	star	star		PROPN
star	bintang	star	bintang		N;SG
latin	latin	latin	latin		N
ude	keluar	ude	keluar	ADV	V;SG;ACT
ude	out	ude	out	ADV	PROPN
grønland	greenland	grønland	greenland	N;INDF;NEUT;SG	PROPN
møde	meeting	møde	meeting	N;INDF;NEUT;SG	PROPN
henholdsvis	masing	henholdsvis	masing	ADV	DET
klart	bersihkan	klart	bersihkan	ADV	V;SG;ACT
klart	clear	klart	clear	ADV	PROPN
klart	bening	klart	bening	ADV	PROPN;SG
klart	jelas	klart	jelas	ADV	ADJ;SG
klart	hapus	klart	hapus	ADV	PROPN;SG
klart	jelas	klart	jelas	ADV	ADJ;SG
holder	pemegang	holde	penpegang	V;IND;PRS;FIN;ACT	N;SG
holder	holder	holde	holder	V;IND;PRS;FIN;ACT	PROPN
landkreis	landkreis	landkreis	landkreis	N;INDF;MASC+FEM;SG	PROPN
münchen	münchen	münche	münchen	PROPN	PROPN
münchen	münchen	münche	münchen	PROPN	PROPN
münchen	munchen	münche	munchen	PROPN	PROPN
münchen	munich	münche	munich	PROPN	PROPN
bayern	bayern	bay	bayern	N;DEF;MASC+FEM;SG	PROPN
bayern	bavaria	bay	bavaria	N;DEF;MASC+FEM;SG	PROPN
bayern	bayern	bay	bayern	N;DEF;MASC+FEM;SG	PROPN
frank	frank	frank	frank		PROPN
plan	plan	plan	plan	N;INDF;MASC+FEM;SG	PROPN
plan	rencanakan	plan	rencanakan	N;INDF;MASC+FEM;SG	V;SG;ACT
show	tunjukkan	show	tunjukkan	N;INDF;NEUT;SG	V;SG;ACT
show	show	show	show	N;INDF;NEUT;SG	PROPN
show	tampilkan	show	tampilkan	N;INDF;NEUT;SG	V;SG;ACT
show	perlihatkan	show	perlihatkan	N;INDF;NEUT;SG	V;SG;ACT
north	utara	north	utara	N;INDF;MASC+FEM;SG	PROPN;SG
north	north	north	north	N;INDF;MASC+FEM;SG	PROPN
american	american	american	american	N;INDF;MASC+FEM;SG	PROPN
american	amerika	american	amerika	N;INDF;MASC+FEM;SG	PROPN;SG
biskop	bishop	biskop	bishop	N;INDF;MASC+FEM;SG	PROPN
kirker	gereja	kirke	gereja	N;INDF;MASC+FEM;PL	N;SG
maler	paint	male	paint	N;INDF;MASC+FEM;SG	PROPN
maler	cat	male	cat	N;INDF;MASC+FEM;SG	PROPN
maler	melukis	male	menlukis	N;INDF;MASC+FEM;SG	V;SG;ACT
air	udara	air	udara		N;SG
air	air	air	air		N;SG
timer	jam	time	jam	N;INDF;MASC+FEM;PL	N;SG
timer	penghitung	time	penhitung	N;INDF;MASC+FEM;PL	N;SG
timer	pewaktu	time	penwaktu	N;INDF;MASC+FEM;PL	N;SG
timer	timer	time	timer	N;INDF;MASC+FEM;PL	PROPN
personlige	personal	personlig	personal	ADJ;PL	ADJ;SG
personlige	pribadi	personlig	pribadi	ADJ;PL	ADJ;SG
stå	stand	stå	stand	V;NFIN;ACT	PROPN
virksomheder	bisnis	virksomhed	bisnis	N;INDF;MASC+FEM;PL	N;SG
virksomheder	perusahaan	virksomhed	perusahaan	N;INDF;MASC+FEM;PL	N;SG
virksomheder	enterprises	virksomhed	enterprises	N;INDF;MASC+FEM;PL	PROPN
andreas	andreas	andrens	andreas	PROPN	PROPN
umiddelbart	immediate	umiddelbart	immediate	ADV	PROPN
etape	stage	etape	stage	N;INDF;MASC+FEM;SG	PROPN
olympiske	olympic	olympisk	olympic	ADJ;PL	PROPN
olympiske	olimpiade	olympisk	olimpiade	ADJ;PL	N;SG
forening	unifikasi	forening	unifikasi	N;INDF;MASC+FEM;SG	PROPN
forening	association	forening	association	N;INDF;MASC+FEM;SG	PROPN
ejer	owner	eje	owner	V;IND;PRS;FIN;ACT	PROPN
ejer	pemilik	eje	penmilik	V;IND;PRS;FIN;ACT	N;SG
ejer	pemiliknya	eje	penpilik	V;IND;PRS;FIN;ACT	N;SG
moskva	moskow	moskva	moskow	PROPN	PROPN
moskva	moskwa	moskva	moskwa	PROPN	PROPN
oprindelse	origin	oprindelse	origin	N;INDF;MASC+FEM;SG	PROPN
king	raja	king	raja		PROPN;SG
king	king	king	king		PROPN
press	tekan	press	tekan		N;SG;ACT
press	pers	press	pers		N;SG
press	press	press	press		PROPN
universitetet	universitas	universitet	universitas	N;DEF;NEUT;SG	PROPN;SG
universitetet	university	universitet	university	N;DEF;NEUT;SG	PROPN
ung	young	ung	young	ADJ;INDF;MASC+FEM;SG	PROPN
ung	mudanya	ung	muda	ADJ;INDF;MASC+FEM;SG	N;SG
friedrich	friedrich	friedrich	friedrich	N;INDF;MASC+FEM;SG	PROPN
mit	ranjau	min	ranjau	DET;NEUT;SG;1	N;SG
mit	tambang	min	tambang	DET;NEUT;SG;1	N;SG
mit	mine	min	mine	DET;NEUT;SG;1	PROPN
mit	milikku	min	milik	DET;NEUT;SG;1	PROPN;SG
france	prancis	france	prancis		PROPN;SG
france	france	france	france		PROPN
france	perancis	france	perancis		PROPN;SG
student	student	student	student	N;INDF;MASC+FEM;SG	PROPN
smith	smith	smith	smith		PROPN
forbundet	terhubung	forbund	terhubung	N;DEF;NEUT;SG	V;SG;PASS
forbundet	terkoneksi	forbund	terkoneksi	N;DEF;NEUT;SG	V;SG;PASS
forbundet	tersambung	forbund	tersambung	N;DEF;NEUT;SG	V;SG;PASS
forbundet	ditautkan	forbund	ditautkan	N;DEF;NEUT;SG	V;SG;PASS
forbundet	terkait	forbund	terkait	N;DEF;NEUT;SG	V;SG;PASS
forbundet	terhubung	forbund	terhubung	N;DEF;NEUT;SG	V;SG;PASS
inspireret	inspirasi	inspirere	inspirasi	V;INDF;SG;PST;V.PTCP	N
inspireret	inspired	inspirere	inspired	V;INDF;SG;PST;V.PTCP	PROPN
praksis	berlatih	praksis	berlatih	N;INDF;MASC+FEM;SG	V;SG;ACT
tro	faith	tro	faith	V;NFIN;ACT	PROPN
tro	iman	tro	iman	V;NFIN;ACT	N;SG
tro	keyakinan	tro	keyakinan	V;NFIN;ACT	N;SG
tro	keimanan	tro	keimanan	V;NFIN;ACT	N;SG
tro	believe	tro	believe	V;NFIN;ACT	PROPN
tro	kepercayaan	tro	kepercayaan	V;NFIN;ACT	N;SG
tro	keyakinan	tro	keyakinan	V;NFIN;ACT	N;SG
peder	peder	peder	peder		PROPN
indien	india	indien	india	PROPN	PROPN
jack	jek	jack	jek		PROPN
jack	jack	jack	jack		PROPN
håndbold	handball	håndbold	handball	N;INDF;MASC+FEM;SG	PROPN
håndbold	hantam	håndbold	hantam	N;INDF;MASC+FEM;SG	ADJ;SG
hovedstaden	capital	hovedstad	capital	N;DEF;MASC+FEM;SG	PROPN
fordel	benefit	fordel	benefit	N;INDF;MASC+FEM;SG	PROPN
stykke	piece	stykke	piece	N;INDF;NEUT;SG	PROPN
stykke	sepotong	stykke	sepotong	N;INDF;NEUT;SG	
punkt	butir	punkt	butir	N;INDF;NEUT;SG	PROPN;SG
lund	lund	lund	lund		PROPN
projektet	project	projekt	project	N;DEF;NEUT;SG	PROPN
nogensinde	ever	nogensinde	ever	ADV	PROPN
foråret	spring	forår	spring	N;DEF;NEUT;SG	PROPN
cand	cand	cand	cand	N;INDF;MASC+FEM;SG	PROPN
sophie	sophie	sophie	sophie	N;INDF;MASC+FEM;SG	PROPN
operation	bedah	operation	bedah	N;INDF;MASC+FEM;SG	PROPN
colspan	colspan	colspan	colspan	N;INDF;MASC+FEM;SG	PROPN
udelukkende	eksklusif	udelukkende	eksklusif	ADV	ADJ;SG
hørte	heard	høre	heard	V;IND;PST;FIN;ACT	PROPN
hørte	didengar	høre	didengar	V;IND;PST;FIN;ACT	V;SG;PASS
skabelon	template	skabelon	template	N;INDF;MASC+FEM;SG	PROPN
skabelon	templat	skabelon	templat	N;INDF;MASC+FEM;SG	PROPN
israel	israel	israel	israel		PROPN;SG
brød	pecah	brød	pecah	N;INDF;NEUT;SG	V;SG;ACT
brød	bangkrut	brød	bangkrut	N;INDF;NEUT;SG	;SG
din	your	din	your	DET;MASC+FEM;SG;2	PROPN
din	milikmu	din	milik	DET;MASC+FEM;SG;2	N;SG
din	yours	din	yours	DET;MASC+FEM;SG;2	PROPN
mødte	met	møde	met	V;IND;PST;FIN;ACT	PROPN
økonomi	economics	økonomi	economics	N;INDF;MASC+FEM;SG	PROPN
månen	moon	mån	moon	N;DEF;MASC+FEM;SG	PROPN
morten	morten	morten	morten	PROPN	PROPN
californien	california	californi	california	N;DEF;MASC+FEM;SG	PROPN
resultater	pencapaian	resultat	pencapaian	N;INDF;NEUT;PL	N;SG
resultater	prestasi	resultat	prestasi	N;INDF;NEUT;PL	N;SG
resultater	hasilnya	resultat	hasil	N;INDF;NEUT;PL	N;SG
resultater	hasil	resultat	hasil	N;INDF;NEUT;PL	N;SG
delt	shared	delt	shared	V;INDF;SG;PST;V.PTCP	PROPN
delt	belah	delt	belah	V;INDF;SG;PST;V.PTCP	
delt	split	delt	split	V;INDF;SG;PST;V.PTCP	PROPN
delt	pisah	delt	pisah	V;INDF;SG;PST;V.PTCP	N;SG;ACT
bred	wide	bred	wide	ADJ;INDF;MASC+FEM;SG	PROPN
bred	luas	bred	luas	ADJ;INDF;MASC+FEM;SG	N;SG
bred	luas	bred	luas	ADJ;INDF;MASC+FEM;SG	N;SG
emner	tema	emne	tema	N;INDF;NEUT;PL	N;SG
emner	topik	emne	topik	N;INDF;NEUT;PL	N;SG
emner	subjek	emne	subjek	N;INDF;NEUT;PL	N;SG
emner	masalah	emne	masalah	N;INDF;NEUT;PL	N;SG
emner	isu	emne	isu	N;INDF;NEUT;PL	N;SG
udvidet	extended	udvide	extended	V;INDF;SG;PST;V.PTCP	PROPN
udvidet	perluasan	udvide	perluasan	V;INDF;SG;PST;V.PTCP	N;SG
udvidet	mengembang	udvide	menkembang	V;INDF;SG;PST;V.PTCP	PROPN;SG;ACT
kone	wife	kone	wife	N;INDF;MASC+FEM;SG	PROPN
betydninger	makna	betydning	makna	N;INDF;MASC+FEM;PL	N;SG
osv	dll	osv	dll	ADV	
fejl	kesalahan	fejl	kesalahan	N;INDF;MASC+FEM;PL	N;SG
fejl	kekeliruan	fejl	kekeliruan	N;INDF;MASC+FEM;PL	N;SG
fejl	khilaf	fejl	khilaf	N;INDF;MASC+FEM;PL	PROPN
fejl	kesalahan	fejl	kesalahan	N;INDF;MASC+FEM;PL	N;SG
fejl	galat	fejl	galat	N;INDF;MASC+FEM;PL	PROPN
fejl	error	fejl	error	N;INDF;MASC+FEM;PL	PROPN
fejl	kesalahan	fejl	kesalahan	N;INDF;MASC+FEM;PL	N;SG
fejl	galat	fejl	galat	N;INDF;MASC+FEM;PL	PROPN
fejl	error	fejl	error	N;INDF;MASC+FEM;PL	PROPN
fejl	eror	fejl	eror	N;INDF;MASC+FEM;PL	PROPN
fejl	kesalahan	fejl	kesalahan	N;INDF;MASC+FEM;PL	N;SG
sølv	perak	sølv	perak	N;INDF;NEUT;SG	PROPN;SG
sølv	silver	sølv	silver	N;INDF;NEUT;SG	PROPN
kontrol	control	kontrol	control	N;INDF;MASC+FEM;SG	PROPN
kontrol	mengontrol	kontrol	menkontrol	N;INDF;MASC+FEM;SG	V;SG;ACT
kontrol	kendalikan	kontrol	kendalikan	N;INDF;MASC+FEM;SG	V;SG;ACT
kontrol	mengontrol	kontrol	menkontrol	N;INDF;MASC+FEM;SG	V;SG;ACT
særlige	istimewa	særlig	istimewa	ADJ;PL	ADJ;SG
særlige	spesial	særlig	spesial	ADJ;PL	ADJ;SG
særlige	special	særlig	special	ADJ;PL	PROPN
særlige	khusus	særlig	khusus	ADJ;PL	ADJ;SG
online	online	onlin	online	N;INDF;NEUT;SG	PROPN
prinsesse	putri	prinsesse	putri	N;INDF;MASC+FEM;SG	PROPN;SG
prinsesse	princess	prinsesse	princess	N;INDF;MASC+FEM;SG	PROPN
ben	legs	ben	legs	N;INDF;NEUT;PL	PROPN
ben	kaki	ben	kaki	N;INDF;NEUT;PL	N;SG
ben	ben	ben	ben	N;INDF;NEUT;PL	PROPN
ben	kaki	ben	kaki	N;INDF;NEUT;PL	N;SG
ben	tungkai	ben	tungkai	N;INDF;NEUT;PL	N;SG
ben	leg	ben	leg	N;INDF;NEUT;PL	PROPN
daniel	daniel	daniel	daniel	N;INDF;MASC+FEM;SG	PROPN
belgien	belgia	belgien	belgia	PROPN	PROPN;SG
vores	our	vores	our	DET;1	PROPN
træ	wood	træ	wood	N;INDF;NEUT;SG	PROPN
træ	tree	træ	tree	N;INDF;NEUT;SG	PROPN
borgmester	walikota	borgmester	walikota	N;INDF;MASC+FEM;SG	PROPN
borgmester	mayor	borgmester	mayor	N;INDF;MASC+FEM;SG	PROPN
gustav	gustav	gustav	gustav	N;INDF;MASC+FEM;SG	PROPN
gustav	gustaf	gustav	gustaf	N;INDF;MASC+FEM;SG	PROPN
karakter	character	karakter	character	N;INDF;MASC+FEM;SG	PROPN
hjælpe	bantu	hjælpe	bantu	V;NFIN;ACT	N;SG;ACT
hjælpe	bantuan	hjælpe	bantuan	V;NFIN;ACT	N;SG
life	kehidupan	life	kehidupan		N;SG
life	life	life	life		PROPN
life	hidup	life	hidup		N;SG
esbjerg	esbjerg	esbjerg	esbjerg	PROPN	PROPN
sætte	put	sætte	put	V;NFIN;ACT	PROPN
udviklingen	evolution	udvikling	evolution	N;DEF;MASC+FEM;SG	PROPN
officer	officer	officer	officer	N;INDF;MASC+FEM;SG	PROPN
øer	pulau	øe	pulau	N;INDF;NEUT;PL	N;SG
øer	kepulauan	øe	kepulauan	N;INDF;NEUT;PL	PROPN;SG
don	don	don	don		PROPN
start	mulai	start	mulai	N;INDF;MASC+FEM;SG	V;SG;ACT
start	mulailah	start	mulai	N;INDF;MASC+FEM;SG	V;SG;ACT
start	start	start	start	N;INDF;MASC+FEM;SG	PROPN
start	mulai	start	mulai	N;INDF;MASC+FEM;SG	V;SG;ACT
start	dimulai	start	dimulai	N;INDF;MASC+FEM;SG	V;SG;PASS
start	starting	start	starting	N;INDF;MASC+FEM;SG	PROPN
start	memulai	start	menmulai	N;INDF;MASC+FEM;SG	V;SG;ACT
mexico	meksiko	mexico	meksiko	PROPN	PROPN;SG
mexico	mexico	mexico	mexico	PROPN	PROPN
mistede	tersesat	miste	tersesat	V;IND;PST;FIN;ACT	V;SG;PASS
mistede	kehilangan	miste	kehilangan	V;IND;PST;FIN;ACT	N;SG
mistede	lost	miste	lost	V;IND;PST;FIN;ACT	PROPN
mistede	hilang	miste	hilang	V;IND;PST;FIN;ACT	ADJ;SG
max	max	max	max	N;INDF;NEUT;SG	
max	maks	max	maks	N;INDF;NEUT;SG	PROPN
max	maksimal	max	maksimal	N;INDF;NEUT;SG	ADJ;SG
kim	kim	kim	kim	PROPN	PROPN
tidligt	early	tidligt	early	ADV	PROPN
tidligt	dini	tidligt	dini	ADV	ADJ;SG
tidligt	awal	tidligt	awal	ADV	ADJ;SG
taler	pidato	tale	pidato	V;IND;PRS;FIN;ACT	N;SG
taler	speaker	tale	speaker	V;IND;PRS;FIN;ACT	N;SG
taler	pembicara	tale	penbicara	V;IND;PRS;FIN;ACT	N;SG
oversat	translation	oversat	translation	V;INDF;SG;PST;V.PTCP	PROPN
oversat	terjemahan	oversat	terjemahan	V;INDF;SG;PST;V.PTCP	N;SG
oversat	penerjemahan	oversat	penterjemahan	V;INDF;SG;PST;V.PTCP	N;SG
møder	rapat	møde	rapat	V;IND;PRS;FIN;ACT	N;SG
møder	pertemuan	møde	pertemuan	V;IND;PRS;FIN;ACT	N;SG
møder	rapat	møde	rapat	V;IND;PRS;FIN;ACT	N;SG
møder	meeting	møde	meeting	V;IND;PRS;FIN;ACT	PROPN
møder	pertemuan	møde	pertemuan	V;IND;PRS;FIN;ACT	N;SG
washington	washington	washington	washington	N;INDF;MASC+FEM;SG	PROPN
afgørende	menentukan	afgørende	mententukan	ADJ	V;SG;ACT
afgørende	esensial	afgørende	esensial	ADJ	N
ernst	ernst	ernst	ernst	N;INDF;MASC+FEM;SG	PROPN
standard	default	standard	default	N;INDF;MASC+FEM;SG	PROPN;SG
standard	baku	standard	baku	N;INDF;MASC+FEM;SG	ADJ;SG
standard	standar	standard	standar	N;INDF;MASC+FEM;SG	ADJ;SG
standard	standar	standard	standar	N;INDF;MASC+FEM;SG	ADJ;SG
standard	standard	standard	standard	N;INDF;MASC+FEM;SG	PROPN
dækker	sampul	dække	sampul	V;IND;PRS;FIN;ACT	N;SG
populære	populer	populær	populer	ADJ;PL	ADJ;SG
populære	trending	populær	trending	ADJ;PL	PROPN
populære	tren	populær	tren	ADJ;PL	N;SG
ven	friend	ven	friend	N;INDF;MASC+FEM;SG	PROPN
pris	price	pris	price	N;INDF;MASC+FEM;SG	PROPN
nomineret	nominasi	nominere	nominasi	V;INDF;SG;PST;V.PTCP	N;SG
ægteskab	marriage	ægteskab	marriage	N;INDF;NEUT;SG	PROPN
ungarn	hongaria	ungarn	hongaria		PROPN
ungarn	hungaria	ungarn	hungaria		PROPN;SG
stærk	strong	stærk	strong	ADJ;INDF;MASC+FEM;SG	PROPN
albert	albert	albert	albert		PROPN
harald	harald	harald	harald		PROPN
harald	jon	harald	jon		PROPN
uger	minggu	uge	minggu	N;INDF;MASC+FEM;PL	N;SG
ændringer	perubahan	ændringe	perubahan	N;INDF;MASC+FEM;PL	N;SG
ændringer	mengubah	ændringe	menubah	N;INDF;MASC+FEM;PL	V;SG;ACT
ændringer	modifikasi	ændringe	modifikasi	N;INDF;MASC+FEM;PL	N;SG
sjælland	zealand	sjælland	zealand		PROPN
sjælland	selandia	sjælland	selandia		PROPN;SG
problem	problem	problem	problem	N;INDF;NEUT;SG	PROPN
institut	institute	institut	institute	N;INDF;MASC+FEM;SG	PROPN
institut	foundation	institut	foundation	N;INDF;MASC+FEM;SG	PROPN
skib	ship	skib	ship	N;INDF;NEUT;SG	PROPN
mester	champ	mester	champ	N;INDF;MASC+FEM;SG	PROPN
mester	master	mester	master	N;INDF;MASC+FEM;SG	PROPN
tilknyttet	terlampir	tilknytte	terlampir	V;INDF;SG;PST;V.PTCP	N
tilknyttet	afiliasi	tilknytte	afiliasi	V;INDF;SG;PST;V.PTCP	N;SG
tilknyttet	amang	tilknytte	amang	V;INDF;SG;PST;V.PTCP	PROPN
post	mail	post	mail	N;INDF;MASC+FEM;SG	PROPN
post	posting	post	posting	N;INDF;MASC+FEM;SG	PROPN
post	kirimkan	post	kirimkan	N;INDF;MASC+FEM;SG	V;SG;ACT
post	kirim	post	kirim	N;INDF;MASC+FEM;SG	V;SG;ACT
post	post	post	post	N;INDF;MASC+FEM;SG	PROPN
will	will	will	will		PROPN
will	akan	will	akan		ADV
afrika	africa	afrika	africa		PROPN
afrika	afrika	afrika	afrika		N;SG
afrika	afrika	afrika	afrika		N;SG
greve	hitunglah	grev	hitung	N;INDF;MASC+FEM;SG	V;SG;ACT
greve	hitung	grev	hitung	N;INDF;MASC+FEM;SG	PROPN;SG;ACT
greve	cacah	grev	cacah	N;INDF;MASC+FEM;SG	PROPN;SG
trommer	genderang	tromme	genderang	N;INDF;MASC+FEM;PL	N;SG
uge	week	uge	week	N;INDF;MASC+FEM;SG	PROPN
regler	rules	regel	rules	N;INDF;MASC+FEM;PL	PROPN
regler	peraturan	regel	peraturan	N;INDF;MASC+FEM;PL	N;SG
regler	aturan	regel	aturan	N;INDF;MASC+FEM;PL	N;SG
adam	adam	adam	adam	N;INDF;MASC+FEM;SG	PROPN;SG
oscar	oscar	oscar	oscar	N;INDF;MASC+FEM;SG	PROPN
sendte	dikirim	sende	dikirim	V;IND;PST;FIN;ACT	V;SG;PASS
sendte	terkirim	sende	terkirim	V;IND;PST;FIN;ACT	V;SG;PASS
sendte	dikirimkan	sende	dikirimkan	V;IND;PST;FIN;ACT	V;SG;PASS
landsby	village	landsby	village	N;INDF;MASC+FEM;SG	PROPN
svend	svend	svend	svend		PROPN
museet	museum	museum	museum	N;DEF;NEUT;SG	PROPN
grækenland	yunani	grækenland	yunani	PROPN	PROPN;SG
virker	karya	virke	karya	V;IND;PRS;FIN;ACT	N;SG
virker	works	virke	works	V;IND;PRS;FIN;ACT	PROPN
typer	jenis	type	jenis	N;INDF;MASC+FEM;PL	N;SG
typer	tipe	type	tipe	N;INDF;MASC+FEM;PL	N;SG
japansk	jepang	japansk	jepang	ADJ;INDF;SG	PROPN;SG
japansk	japanese	japansk	japanese	ADJ;INDF;SG	PROPN
wiki	wiki	wiki	wiki	N;INDF;MASC+FEM;SG	PROPN
wiki	kueh	wiki	kueh	N;INDF;MASC+FEM;SG	PROPN
projekt	project	projekt	project	N;INDF;NEUT;SG	PROPN
militær	kemiliteran	militær	kemiliteran	ADJ;INDF;MASC+FEM;SG	N;SG
søgte	dicari	søge	dicari	V;IND;PST;FIN;ACT	V;SG;PASS
søgte	dicari	søge	dicari	V;IND;PST;FIN;ACT	V;SG;PASS
knyttet	terlampir	knytte	terlampir	V;INDF;SG;PST;V.PTCP	N
nærheden	terdekat	nærhed	terdekat	N;DEF;MASC+FEM;SG	ADJ;RL;SG
nærheden	sekitar	nærhed	sekitar	N;DEF;MASC+FEM;SG	ADP
udenfor	luar	udenfor	luar	ADV	ADJ;SG
udenfor	diluar	udenfor	diluar	ADV	ADP;SG;PASS
tror	pikir	tro	pikir	V;IND;PRS;FIN;ACT	
tror	qii	tro	qii	V;IND;PRS;FIN;ACT	PROPN
can	dapat	cinke	dapat		ADV;SG;ACT
can	can	cinke	can		PROPN
can	bisa	cinke	bisa		ADV
mængde	volum	mængde	volum	N;INDF;MASC+FEM;SG	PROPN;SG
bevægelse	motion	bevægelse	motion	N;INDF;MASC+FEM;SG	PROPN
bevægelse	mosi	bevægelse	mosi	N;INDF;MASC+FEM;SG	PROPN;SG
grundlag	foundation	grundlag	foundation	N;INDF;NEUT;SG	PROPN
grundlag	basis	grundlag	basis	N;INDF;NEUT;SG	PROPN;SG
tider	kali	tid	kali	N;INDF;MASC+FEM;PL	N;SG
tider	times	tid	times	N;INDF;MASC+FEM;PL	PROPN
fred	damai	fred	damai	N;INDF;MASC+FEM;SG	ADJ;SG
fred	peace	fred	peace	N;INDF;MASC+FEM;SG	PROPN
fred	fred	fred	fred	N;INDF;MASC+FEM;SG	PROPN
hæren	army	hær	army	N;DEF;MASC+FEM;SG	PROPN
partier	pesta	parti	pesta	N;INDF;NEUT;PL	N;SG
partier	pihak	parti	pihak	N;INDF;NEUT;PL	N;SG
tæthed	berlimpah	tæthed	berlimpah	N;INDF;MASC+FEM;SG	V;SG;ACT
kaldte	disebut	kalde	disebut	V;IND;PST;FIN;ACT	V;SG;PASS
kaldte	dipanggil	kalde	dipanggil	V;IND;PST;FIN;ACT	V;SG;PASS
resultatet	result	resultat	result	N;DEF;NEUT;SG	PROPN
spansk	spanish	spansk	spanish	N;INDF;NEUT;SG	PROPN
spansk	spanyol	spansk	spanyol	N;INDF;NEUT;SG	PROPN;SG
korps	corps	korps	corps	N;INDF;NEUT;SG	PROPN
handel	commerce	handel	commerce	N;INDF;MASC+FEM;SG	PROPN
handel	dagang	handel	dagang	N;INDF;MASC+FEM;SG	PROPN;SG;ACT
handel	barter	handel	barter	N;INDF;MASC+FEM;SG	PROPN;SG
handel	dagang	handel	dagang	N;INDF;MASC+FEM;SG	PROPN;SG;ACT
handel	berdagang	handel	berdagang	N;INDF;MASC+FEM;SG	V;SG;ACT
handel	trade	handel	trade	N;INDF;MASC+FEM;SG	PROPN
dannebrog	dannebrog	dannebrog	dannebrog	N;INDF;MASC+FEM;SG	PROPN
river	sungai	rive	sungai	N;INDF;MASC+FEM;PL	PROPN;SG
river	river	rive	river	N;INDF;MASC+FEM;PL	PROPN
aktive	active	aktiv	active	ADJ;PL	PROPN
aktive	aktif	aktiv	aktif	ADJ;PL	ADJ;SG
biografi	bio	biografi	bio	N;INDF;MASC+FEM;SG	PROPN
rent	bersihkan	ren	bersihkan	ADJ;INDF;NEUT;SG	V;SG;ACT
rent	clean	ren	clean	ADJ;INDF;NEUT;SG	PROPN
rent	pure	ren	pure	ADJ;INDF;NEUT;SG	N
slottet	castle	slotte	castle	N;DEF;NEUT;SG	PROPN
lufthavn	airport	lufthavn	airport	N;INDF;MASC+FEM;SG	PROPN
sandsynligvis	kemungkinan	sandsynligvis	kemungkinan	ADV	N;SG
page	page	page	page		PROPN
page	halaman	page	halaman		N;SG
kor	choir	kor	choir	N;INDF;NEUT;SG	PROPN
priser	harga	pris	harga	N;INDF;MASC+FEM;PL	N;SG
opera	opera	opera	opera	N;INDF;MASC+FEM;SG	PROPN
eksemplarer	salinan	eksemplar	salinan	N;INDF;NEUT;PL	N;SG
farve	color	farve	color	N;INDF;MASC+FEM;SG	PROPN
farve	berwarna	farve	berwarna	N;INDF;MASC+FEM;SG	V;SG;ACT
farve	colour	farve	colour	N;INDF;MASC+FEM;SG	PROPN
viden	knowledge	viden	knowledge	N;INDF;MASC+FEM;SG	PROPN
skotland	scotland	skotland	scotland	PROPN	PROPN
skotland	skotlandia	skotland	skotlandia	PROPN	N;SG
sad	sab	sidde	sab	V;IND;PST;FIN;ACT	PROPN
sad	sabtu	sidde	sabtu	V;IND;PST;FIN;ACT	N;SG
sad	sat	sidde	sat	V;IND;PST;FIN;ACT	PROPN
hall	balai	hall	balai		PROPN;SG;ACT
hall	hall	hall	hall		PROPN
hall	aula	hall	aula		N;SG
nordøst	northeast	nordøst	northeast	N;INDF;SG	PROPN
angeles	angeles	angeles	angeles	N;INDF;MASC+FEM;SG	PROPN
købte	dibeli	købe	dibeli	V;IND;PST;FIN;ACT	V;SG;PASS
købte	dibeli	købe	dibeli	V;IND;PST;FIN;ACT	V;SG;PASS
tegn	draw	tegn	draw	N;INDF;NEUT;SG	PROPN
tegn	menggambar	tegn	mengambar	N;INDF;NEUT;SG	V;SG;ACT
tegn	menandatangani	tegn	mentandatangani	N;INDF;NEUT;SG	V;SG;ACT
tegn	character	tegn	character	N;INDF;NEUT;SG	PROPN
nordvest	northwest	nordvest	northwest	N;INDF	PROPN
simon	simon	simon	simon		PROPN
sydvest	southwest	sydvest	southwest	N;INDF	PROPN
øverste	upper	øvre	upper	ADJ;DEF;RL	PROPN
øverste	atas	øvre	atas	ADJ;DEF;RL	ADP;SG
øverste	top	øvre	top	ADJ;DEF;RL	ADJ;SG
øverste	puncak	øvre	puncak	ADJ;DEF;RL	N;SG
jakob	jakob	jakob	jakob		PROPN
jakob	jacob	jakob	jacob		PROPN
jakob	yakub	jakob	yakub		PROPN;SG
brasilien	brazil	brasilie	brazil	N;DEF;MASC+FEM;SG	PROPN
brasilien	brasil	brasilie	brasil	N;DEF;MASC+FEM;SG	PROPN;SG
elisabeth	elizabeth	elisabeth	elizabeth	N;INDF;MASC+FEM;SG	PROPN
elisabeth	elisabeth	elisabeth	elisabeth	N;INDF;MASC+FEM;SG	PROPN
ansatte	karyawan	ansætte	karyawan	V;PL;PST;V.PTCP	N;MASC;SG
ansatte	staf	ansætte	staf	V;PL;PST;V.PTCP	N;SG
ansatte	staff	ansætte	staff	V;PL;PST;V.PTCP	N
blade	majalah	blad	majalah	N;INDF;NEUT;PL	N;SG
blade	daun	blad	daun	N;INDF;NEUT;PL	N;SG
blade	blade	blad	blade	N;INDF;NEUT;PL	PROPN
blade	daun	blad	daun	N;INDF;NEUT;PL	N;SG
blade	pisau	blad	pisau	N;INDF;NEUT;PL	N;SG
levende	live	levende	live	ADJ	PROPN
levende	jalani	levende	jalani	ADJ	V;SG;ACT
