varys	варис	varys	варис	PROPN	N;INDF;MASC;SG
bater	хит	bater	хит	V	N;INDF;MASC;SG
perdoar	прости	perdoar	прост	V	ADJ;INDF;PL
manteñen	те	manter	аз	V	PRO;NOM;PL;3
elemento	на	elemento	на	N	ADP
mecánico	механична	mecánico	механичен	N	ADJ;INDF;FEM;SG
mecánico	механично	mecánico	механично	N	ADV
mecánico	механични	mecánico	механичен	N	ADJ;INDF;PL
mecánico	механичен	mecánico	механичен	N	ADJ;INDF;MASC;SG
piden	за	pedir	за	V	ADP
piden	те	pedir	аз	V	PRO;NOM;PL;3
durmimos	сън	durmir	сън	V	N;INDF;MASC;SG
national	национално	national	национален	ADJ	ADV
gertrude	гертруд	gertrude	гертруд	PROPN	N;INDF;FEM;SG
perdidos	изгубено	perdido	изгубя-(се)	V	ADV
perdidos	изгубени	perdido	изгубен	V	ADJ;INDF;PL
perdidos	изгубена	perdido	изгубя-(се)	V	ADJ;INDF;FEM;SG
perdidos	загубен	perdido	загубен	V	N;INDF;MASC;SG
perdidos	загуби	perdido	загуба	V	N;INDF;FEM;PL
perdidos	изгубен	perdido	изгубен	V	ADJ;INDF;MASC;SG
hara	хара	haber	хара	N	PROPN;INDF;MASC;SG
bebendo	пиене	beber	пиена	V	N;INDF;NEUT;SG
bebendo	пиенето	beber	пиене	V	N;DEF;NEUT;SG
lanzamento	хвърли	lanzamento	хвърля-(се)	N	V;PFV;IMP;SG;2;FIN
recorda	си	recordar	съм	V	V;IPFV;IND;SG;2;PRS;FIN;ACT
recorda	ти	recordar	аз	V	PRO;NOM;SG;2
recorda	ви	recordar	аз	V	PRO;ACC;SG;2
green	грийн	grear	грийн	PROPN	PROPN;INDF;MASC;SG
green	зелено	grear	зелено	PROPN	ADV
green	зелен	grear	зелен	PROPN	ADJ;INDF;MASC;SG
green	зелена	grear	зелен	PROPN	ADJ;INDF;FEM;SG
green	зелени	grear	зелен	PROPN	ADJ;INDF;PL
clásico	класика	clásico	класика	ADJ	N;INDF;FEM;SG
clásico	класическо	clásico	класически	ADJ	ADV
clásico	класически	clásico	класически	ADJ	ADV
clásico	класик	clásico	класик	ADJ	N;INDF;MASC;SG
clásico	класическо	clásico	класически	ADJ	ADV
clásico	класика	clásico	класика	ADJ	N;INDF;FEM;SG
clásico	класически	clásico	класически	ADJ	ADV
armado	въоръжен	armar	въоръжа	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
armado	въоръжени	armar	въоръжа	N	V;PFV;INDF;PL;V.PTCP;PASS
armado	въоръжена	armar	въоръжа	N	V;PFV;INDF;FEM;SG;V.PTCP;PASS
negociar	договаряне	negociar	договаряне	V	N;INDF;NEUT;SG
afastados	надалеч	afastar	надалеч	V	ADV
afastados	далеч	afastar	далеч	V	ADV
afastados	от	afastar	от	V	ADP
intelectual	интелектуалец	intelectual	интелектуалец	ADJ	N;INDF;MASC;SG
intelectual	интелектуално	intelectual	интелектуално	ADJ	ADV
gravitacional	гравитационно	gravitacional	гравитационен	ADJ	ADV
averiguar	вън	averiguar	вън	V	ADV
averiguar	навън	averiguar	навън	V	ADV
averiguar	намиране	averiguar	намиране	V	N;INDF;NEUT;SG
desgracia	уви	desgracia	уви	N	INTJ
brando	меко	brando	меко	V	ADV
brando	мек	brando	аз	V	ADJ;INDF;MASC;SG
brando	меки	brando	мякък	V	ADJ;INDF;PL
brando	нежна	brando	нежен	V	ADJ;INDF;FEM;SG
brando	мека	brando	мека	V	N;INDF;FEM;SG
sospeita	заподозрени	sospeita	заподозря-(се)	N	V;PFV;INDF;PL;V.PTCP;PASS
sospeita	заподозрените	sospeita	заподозря	N	ADJ;PFV;DEF;PL;V.PTCP;PASS
novidade	ню	novidade	ню	N	PROPN;INDF;MASC;SG
novidade	ново	novidade	нов	N	ADV
novidade	нов	novidade	нов	N	ADJ;INDF;MASC;SG
novidade	нови	novidade	нов	N	ADJ;INDF;PL
novidade	нова	novidade	нов	N	ADJ;INDF;FEM;SG
mañán	утре	mañán	утре	N	ADV
tua	вашият	tua	ваш	N	DET;DEF;MASC;SG;2
tua	твоят	tua	тоя	N	DET;DEF;MASC;SG;1
tua	твоя	tua	твоя	N	DET;DEF;FEM;SG;2
tua	твоята	tua	твой	N	DET;DEF;FEM;SG;1
tua	любяща	tua	любящ	N	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
tua	любящ	tua	любя	N	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
sintes	усети	sinte	усетя-(се)	N	V;PFV;IND;SG;3;PST;FIN;ACT
soto	мазе	soto	маз	PROPN	N;INDF;NEUT;SG
soto	мазето	soto	мазе	PROPN	N;DEF;NEUT;SG
soto	изба	soto	изба	PROPN	N;INDF;FEM;SG
soto	мазе	soto	маз	PROPN	N;INDF;NEUT;SG
soto	мазето	soto	мазе	PROPN	N;DEF;NEUT;SG
soto	избата	soto	избат	PROPN	N;INDF;FEM;SG
ocuparse	грижи	ocuparsir	грижа	PROPN	N;INDF;FEM;PL
ocuparse	грижа	ocuparsir	грижа	PROPN	N;INDF;FEM;SG
ocuparse	вземете	ocuparsir	взема	PROPN	V;PFV;IMP;PL;2;FIN
ocuparse	вземи	ocuparsir	взема	PROPN	V;PFV;IMP;SG;2;FIN
eterna	вечна	eterno	вечен	N	ADJ;INDF;FEM;SG
eterna	вечни	eterno	вечен	N	ADJ;INDF;PL
eterna	вечен	eterno	вечен	N	ADJ;INDF;MASC;SG
elixido	една	elixir	един	V	NUM;INDF;FEM;SG
elixido	един	elixir	един	V	NUM;INDF;MASC;SG
elixido	едно	elixir	един	V	NUM;INDF;NEUT;SG
fíxate	виж	fíxate	видя-(се)	PROPN	V;PFV;IMP;SG;2;FIN
créame	вярвай	créame	вярвам	PROPN	V;IPFV;IMP;SG;2;FIN
georgie	джорджи	georgie	джорджа	PROPN	N;INDF;FEM;SG
dareille	дай	dareille	дам-(се)	ADV	V;PFV;IMP;SG;2;FIN
cansos	уморени	canso	уморя-(се)	N	V;PFV;INDF;PL;V.PTCP;PASS
cansos	изморен	canso	изморя	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
cansos	уморена	canso	уморя-(се)	N	V;PFV;INDF;FEM;SG;V.PTCP;PASS
cansos	уморен	canso	уморя-(се)	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
algodón	котън	algodón	котън	N	PROPN;INDF;MASC;SG
volvería	назад	volver	назад	V	ADV
volvería	обратно	volver	обратно	V	ADV
volvería	гръб	volver	гръб	V	N;INDF;MASC;SG
volvería	отново	volver	отново	V	ADV
volvería	пак	volver	пак	V	ADV
saes	си	saber	съм	PROPN	V;IPFV;IND;SG;2;PRS;FIN;ACT
saes	ти	saber	аз	PROPN	PRO;NOM;SG;2
saes	ви	saber	аз	PROPN	PRO;ACC;SG;2
saes	вън	saber	вън	PROPN	ADV
saes	навън	saber	навън	PROPN	ADV
solitario	самотен	solitario	самотен	N	ADJ;INDF;MASC;SG
solitario	самотно	solitario	самотно	N	ADV
solitario	самотна	solitario	самотен	N	ADJ;INDF;FEM;SG
solitario	самотни	solitario	самотен	N	ADJ;INDF;PL
aturo	can	aturo	can	V	PROPN;INDF;MASC;SG
responsábeis	отговорни	responsábel	отговорен	N	ADJ;INDF;PL
responsábeis	отговорно	responsábel	отговорно	N	ADV
responsábeis	отговорен	responsábel	отговорен	N	ADJ;INDF;MASC;SG
responsábeis	отговорна	responsábel	отговорен	N	ADJ;INDF;FEM;SG
responsábeis	за	responsábel	за	N	ADP
desexaría	желание	desexar	желание	V	N;INDF;NEUT;SG
desexaría	пожелание	desexar	пожелание	V	N;INDF;NEUT;SG
plena	на	pleno	на	ADJ	ADP
quite	off	quite	off	V	N;INDF;MASC;SG
louis	louis	loui	louis	PROPN	PROPN;INDF;MASC;SG
louis	луи	loui	луя	PROPN	N;INDF;MASC;SG
louis	луис	loui	луис	PROPN	PROPN;INDF;MASC;SG
recordas	запомни	recorda	запомня	N	V;PFV;IMP;SG;2;FIN
recordas	помни	recorda	помня	N	V;IPFV;IMP;SG;2;FIN
miami	маями	miami	маям-(се)	PROPN	PROPN;INDF;MASC;SG
descansa	почивка	descansa	почивка	V	N;INDF;FEM;SG
stratton	стратън	stratton	стратън	PROPN	N;INDF;MASC;SG
francesas	френско	francesa	френски	ADJ	ADV
francesas	французи	francesa	француга	ADJ	N;INDF;MASC;PL
francesas	французин	francesa	французин	ADJ	N;INDF;MASC;SG
perdes	си	perde	съм	V	V;IPFV;IND;SG;2;PRS;FIN;ACT
perdes	ти	perde	аз	V	PRO;NOM;SG;2
perdes	ви	perde	аз	V	PRO;ACC;SG;2
falaron	те	falar	аз	V	PRO;NOM;PL;3
zeke	зийк	zeke	зийк	PROPN	N;INDF;MASC;SG
zeke	зик	zeke	зик	PROPN	N;INDF;MASC;SG
servirá	уил	servir	ухл	V	PROPN;INDF;MASC;SG
digno	достойно	digno	достойно	ADJ	ADV
amarelo	жълта	amarelo	жълт	N	ADJ;INDF;FEM;SG
amarelo	жълто	amarelo	жълт	N	ADV
amarelo	жълти	amarelo	жълт	N	ADJ;INDF;PL
wheeler	уийлър	wheeler	уийлър	PROPN	PROPN;INDF;MASC;SG
wheeler	уилър	wheeler	уилър	PROPN	PROPN;INDF;MASC;SG
duras	трудно	duro	трудно	ADJ	ADV
duras	силно	duro	силно	ADJ	ADV
duras	здраво	duro	здраво	ADJ	ADV
duras	твърдо	duro	твърдо	ADJ	ADV
estouche	си	estouche	съм	PROPN	V;IPFV;IND;SG;2;PRS;FIN;ACT
estouche	ти	estouche	аз	PROPN	PRO;NOM;SG;2
estouche	ви	estouche	аз	PROPN	PRO;ACC;SG;2
della	дела	della	дело	PROPN	N;INDF;NEUT;PL
trucos	мръсни	truco	мръсен	N	ADJ;INDF;PL
trucos	мръсно	truco	мръсен	N	ADV
trucos	мръсна	truco	мръсна	N	ADJ;INDF;FEM;SG
trucos	мръсен	truco	мръсен	N	ADJ;INDF;MASC;SG
alumnado	ученици	alumnado	ученик	V	N;INDF;MASC;PL
alumnado	зениците	alumnado	зеник	V	N;DEF;MASC;PL
alumnado	са	alumnado	съм	V	V;IPFV;IND;PL;3;PRS;FIN;ACT
alumnado	студенти	alumnado	студент	V	N;INDF;MASC;PL
alumnado	ученици	alumnado	ученик	V	N;INDF;MASC;PL
stan	стан	stan	стан	V	N;INDF;MASC;SG
stan	стен	stan	стен	V	PROPN;INDF;MASC;SG
stan	си	stan	съм	V	V;IPFV;IND;SG;2;PRS;FIN;ACT
stan	ти	stan	аз	V	PRO;NOM;SG;2
stan	ви	stan	аз	V	PRO;ACC;SG;2
west	запад	west	запад	PROPN	N;INDF;MASC;SG
west	западно	west	западно	PROPN	ADV
west	западна	west	западна	PROPN	ADJ;INDF;FEM;SG
west	западен	west	западя-(се)	PROPN	V;PFV;INDF;MASC;SG;V.PTCP;PASS
west	уест	west	уест	PROPN	PROPN;INDF;MASC;SG
marines	морски	marine	морски	N	ADJ;INDF;MASC;SG
marines	морска	marine	морски	N	ADJ;INDF;FEM;SG
dickie	дики	dickie	дика	PROPN	PROPN;INDF;MASC;SG
cóidate	вземете	cóidate	взема	N	V;PFV;IMP;PL;2;FIN
cóidate	вземи	cóidate	взема	N	V;PFV;IMP;SG;2;FIN
armenia	армения	armenia	армения	N	PROPN;INDF;FEM;SG
correde	бягай	correder	бягам	PROPN	V;IPFV;IMP;SG;2;FIN
turista	туристическа	turista	туристически	N	ADJ;INDF;FEM;SG
turista	туристически	turista	туристически	N	ADJ;INDF;MASC;SG
mann	ман	mann	ман	PROPN	PROPN;INDF;MASC;SG
kathy	кати	kathy	катя	PROPN	N;INDF;FEM;SG
kathy	кети	kathy	кетя	PROPN	N;INDF;FEM;SG
alicia	алис	alicia	алис	N	PROPN;INDF;FEM;SG
won	спечели	won	спечеля	N	V;PFV;IND;SG;3;PST;FIN;ACT
heavy	тежка	heavy	тежък	PROPN	ADJ;INDF;FEM;SG
heavy	тежки	heavy	тежък	PROPN	ADJ;INDF;PL
heavy	тежък	heavy	тежък	PROPN	ADJ;INDF;MASC;SG
heavy	тежко	heavy	тежко	PROPN	ADV
cora	кора	cora	кора	PROPN	N;INDF;FEM;SG
procede	от	proceder	от	V	ADP
vise	трион	visir	трион	V	N;INDF;MASC;SG
utilidade	използвайте	utilidade	използвам	N	V;IPFV;IMP;PL;2;FIN
soben	че	sober	че	V	CONJ
vense	са	vense	съм	PROPN	V;IPFV;IND;PL;3;PRS;FIN;ACT
favoritos	любимо	favorito	любимо	N	ADV
favoritos	любими	favorito	любим	N	ADJ;INDF;PL
favoritos	любим	favorito	любим	N	ADJ;INDF;MASC;SG
favoritos	любимите	favorito	любим	N	ADJ;DEF;PL
favoritos	любими	favorito	любим	N	ADJ;INDF;PL
comparten	споделяне	compartir	споделяне	V	N;INDF;NEUT;SG
comparten	дял	compartir	дял	V	N;INDF;MASC;SG
volvía	назад	volvía	назад	V	ADV
volvía	обратно	volvía	обратно	V	ADV
volvía	гръб	volvía	гръб	V	N;INDF;MASC;SG
musical	музикално	musical	музикален	ADJ	ADV
musical	мюзикъл	musical	мюзикъл	ADJ	N;INDF;MASC;SG
musical	music	musical	music	ADJ	PROPN;INDF;MASC;SG
musical	музиката	musical	музика	ADJ	N;DEF;FEM;SG
musical	музика	musical	музика	ADJ	N;INDF;FEM;SG
funcionamento	как	funcionamento	как	N	ADV
illado	че	illar	че	V	CONJ
fundamental	фундаментално	fundamental	фундаментално	ADJ	ADV
causas	причинява	causa	причинявам	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
substituír	замяна	substituír	замяна	V	N;INDF;FEM;SG
substituír	заместване	substituír	заместване	V	N;INDF;NEUT;SG
substituír	заместител	substituír	заместител	V	N;INDF;MASC;SG
substituír	заместване	substituír	заместване	V	N;INDF;NEUT;SG
substituír	за	substituír	за	V	ADP
sentirse	усети	sentirse	усетя-(се)	N	V;PFV;IND;SG;3;PST;FIN;ACT
campá	бел	campá	бел	N	PROPN;INDF;MASC;SG
saíde	вън	saíde	вън	PROPN	ADV
saíde	навън	saíde	навън	PROPN	ADV
entras	ела	entra	дойда	PROPN	V;IPFV;IMP;SG;2;FIN
elo	че	elo	че	PROPN	CONJ
preguntarnos	питайте	preguntarno	питам-(се)	N	V;IPFV;IMP;PL;2;FIN
preguntarnos	питай	preguntarno	питам-(се)	N	V;IPFV;IMP;SG;2;FIN
preguntarnos	попитай	preguntarno	попитам	N	V;PFV;IMP;SG;2;FIN
preguntarnos	попитайте	preguntarno	попитам	N	V;PFV;IMP;PL;2;FIN
corvos	рейвънс	corvo	рейвънс	N	PROPN;INDF;MASC;SG
prestar	заплащане	prestar	заплащане	V	N;INDF;NEUT;SG
poñamos	нека	poñar	нека	V	PART
persoais	лично	persoal	лично	ADJ	ADV
eléctrica	електрическо	eléctrico	електрически	ADJ	ADV
eléctrica	електричество	eléctrico	електричество	ADJ	N;INDF;NEUT;SG
eléctrica	мощност	eléctrico	мощност	ADJ	N;INDF;FEM;SG
eléctrica	сила	eléctrico	сила	ADJ	N;INDF;FEM;SG
eléctrica	власт	eléctrico	власт	ADJ	N;INDF;FEM;SG
eléctrica	мощ	eléctrico	мощ	ADJ	N;INDF;FEM;SG
prestado	назаем	prestar	назаем	V	N;INDF;MASC;SG
interiores	вътрешно	interior	вътрешен	ADJ	ADV
interiores	интериор	interior	интериор	ADJ	N;INDF;MASC;SG
interiores	интериори	interior	интериор	ADJ	N;INDF;MASC;PL
traxes	източна	traxe	източен	N	ADJ;INDF;FEM;SG
traxes	източно	traxe	източно	N	ADV
traxes	източни	traxe	източен	N	ADJ;INDF;PL
traxes	източен	traxe	източа-(се)	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
limitado	ограничено	limitado	огранича	ADJ	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
limitado	ограничена	limitado	огранича-(се)	ADJ	V;PFV;INDF;FEM;SG;V.PTCP;PASS
limitado	limited	limitado	limited	ADJ	PROPN;INDF;MASC;SG
limitado	ограничен	limitado	огранича-(се)	ADJ	V;PFV;INDF;MASC;SG;V.PTCP;PASS
limitado	ограничени	limitado	огранича-(се)	ADJ	V;PFV;INDF;PL;V.PTCP;PASS
ancián	старо	ancián	стар	N	ADV
ancián	стари	ancián	стар	N	ADJ;INDF;PL
ancián	стар	ancián	стар	N	ADJ;INDF;MASC;SG
ancián	стара	ancián	стар	N	ADJ;INDF;FEM;SG
ancián	човече	ancián	човече	N	ADV
radicais	радикално	radical	радикален	N	ADV
radicais	радикални	radical	радикален	N	ADJ;INDF;PL
radicais	радикална	radical	радикален	N	ADJ;INDF;FEM;SG
recente	скорошно	recente	скорошен	ADJ	ADV
recente	отскоро	recente	отскоро	ADJ	ADV
italianos	италианец	italiano	италианец	ADJ	N;INDF;MASC;SG
italianos	италианско	italiano	италиански	ADJ	ADV
italianos	италианците	italiano	италианец	ADJ	N;DEF;MASC;PL
italianos	италианци	italiano	италианец	ADJ	N;INDF;MASC;PL
ouviu	си	ouviu	съм	V	V;IPFV;IND;SG;2;PRS;FIN;ACT
ouviu	ти	ouviu	аз	V	PRO;NOM;SG;2
ouviu	ви	ouviu	аз	V	PRO;ACC;SG;2
jamie	джейми	jamie	джейма	PROPN	PROPN;INDF;MASC;SG
arruinar	разруха	arruinar	разруха	V	N;INDF;FEM;SG
toquei	докоснат	toquei	докосна-(се)	PROPN	V;PFV;IND;PL;3;PRS;FIN;ACT
toquei	трогнат	toquei	трогна-(се)	PROPN	N;DEF;MASC;SG
toquei	докосна	toquei	докосен	PROPN	V;PFV;IND;SG;3;PST;FIN;ACT
toquei	докосване	toquei	докосване	PROPN	N;INDF;NEUT;SG
toquei	пипай	toquei	пипай	PROPN	V;IPFV;IMP;SG;2;FIN
pecho	затваряне	pecho	затваряне	PROPN	N;INDF;NEUT;SG
pecho	близко	pecho	близък	PROPN	ADV
pecho	близо	pecho	близо	PROPN	ADV
pecho	близки	pecho	близък	PROPN	ADJ;INDF;PL
prácticas	практично	práctica	практичен	N	ADV
prácticas	практичен	práctica	практичен	N	ADJ;INDF;MASC;SG
prácticas	практически	práctica	практически	N	ADJ;INDF;MASC;SG
prácticas	практическо	práctica	практически	N	ADV
prácticas	практична	práctica	практичен	N	ADJ;INDF;FEM;SG
axuden	помощ	axudar	помощ	V	N;INDF;FEM;SG
hackers	хакерите	hacker	хакер	PROPN	N;DEF;MASC;PL
hackers	хакери	hacker	хакер	PROPN	N;INDF;MASC;PL
éramos	бяха	éramo	съм	V	V;IPFV;IND;PL;3;PST;FIN;ACT
acabará	край	acabar	край	V	ADP
acabará	уил	acabar	ухл	V	PROPN;INDF;MASC;SG
ártico	арктика	ártico	арктика	ADJ	N;INDF;FEM;SG
mortas	мъртви	morto	мъртъв	N	ADJ;INDF;PL
mortas	мъртва	morto	мъртва	N	ADJ;INDF;FEM;SG
egoísta	егоистично	egoísta	егоистично	N	ADV
crecín	отгледани	crecín	отгледам	PROPN	V;PFV;INDF;PL;V.PTCP;PASS
crecín	отгледа	crecín	отгледам	PROPN	V;PFV;IND;SG;3;PST;FIN;ACT
crecín	отгледана	crecín	отгледам	PROPN	V;PFV;INDF;FEM;SG;V.PTCP;PASS
crecín	повдигнат	crecín	повдигна-(се)	PROPN	V;PFV;INDF;MASC;SG;V.PTCP;PASS
crecín	отгледан	crecín	отгледам	PROPN	V;PFV;INDF;MASC;SG;V.PTCP;PASS
crecín	повдигнати	crecín	повдигна-(се)	PROPN	V;PFV;INDF;PL;V.PTCP;PASS
camiñas	вървя	camiña	вървя	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
camiñas	си	camiña	съм	N	V;IPFV;IND;SG;2;PRS;FIN;ACT
camiñas	ти	camiña	аз	N	PRO;NOM;SG;2
camiñas	ви	camiña	аз	N	PRO;ACC;SG;2
camiñas	пеша	camiña	пеша	N	ADV
claridade	ясно	claridade	ясно	N	ADV
xerar	генериране	xerar	генериране	V	N;INDF;NEUT;SG
disposta	желаещи	disposta	желая	V	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
disposta	готови	disposta	готов	V	ADJ;INDF;PL
grecia	гърция	grecio	гърция	N	PROPN;INDF;FEM;SG
xove	млада	xover	млад	N	ADJ;INDF;FEM;SG
xove	млади	xover	млад	N	ADJ;INDF;PL
xove	йънг	xover	йънг	N	PROPN;INDF;MASC;SG
xove	млад	xover	млад	N	ADJ;INDF;MASC;SG
demáis	другите	demáis	друг	ADV	ADJ;DEF;PL
demáis	други	demáis	друг	ADV	ADJ;INDF;PL
xenético	генетично	xenético	генетично	ADJ	ADV
frecuencia	често	frecuencia	често	N	ADV
agradecido	благодарна	agradecer	благодарен	V	ADJ;INDF;FEM;SG
agradecido	благодарни	agradecer	благодарен	V	ADJ;INDF;PL
agradecido	благодарен	agradecer	благодарен	V	ADJ;INDF;MASC;SG
aburrida	скучно	aburrido	скучен	ADJ	ADV
aburrida	скука	aburrido	скук	ADJ	N;INDF;FEM;SG
aburrida	отегчен	aburrido	отегча-(се)	ADJ	V;PFV;INDF;MASC;SG;V.PTCP;PASS
aburrida	скучно	aburrido	скучен	ADJ	ADV
aburrida	скука	aburrido	скук	ADJ	N;INDF;FEM;SG
tentan	те	tentar	аз	V	PRO;NOM;PL;3
motel	мотел	motel	мотел	PROPN	N;INDF;MASC;SG
responsables	отговорни	responsable	отговорен	N	ADJ;INDF;PL
responsables	отговорно	responsable	отговорно	N	ADV
responsables	отговорен	responsable	отговорен	N	ADJ;INDF;MASC;SG
responsables	отговорна	responsable	отговорен	N	ADJ;INDF;FEM;SG
responsables	за	responsable	за	N	ADP
responsables	кой	responsable	кой	N	PRO;NOM;MASC;SG
nobel	нобелова	nobel	нобелова	N	PROPN;INDF;FEM;SG
sentiu	те	sentiu	аз	V	PRO;NOM;PL;3
falen	говорене	faler	говорене	V	N;INDF;NEUT;SG
industriais	промишлен	industrial	промишлен	N	ADJ;INDF;MASC;SG
industriais	индустриален	industrial	индустриален	N	ADJ;INDF;MASC;SG
industriais	индустриални	industrial	индустриален	N	ADJ;INDF;PL
industriais	промишлени	industrial	промишлен	N	ADJ;INDF;PL
industriais	индустриална	industrial	индустриален	N	ADJ;INDF;FEM;SG
belfast	белфаст	belfast	белфаст	PROPN	N;INDF;MASC;SG
poderiades	си	poderiade	съм	N	V;IPFV;IND;SG;2;PRS;FIN;ACT
poderiades	ти	poderiade	аз	N	PRO;NOM;SG;2
poderiades	ви	poderiade	аз	N	PRO;ACC;SG;2
pasas	си	pasa	съм	N	V;IPFV;IND;SG;2;PRS;FIN;ACT
pasas	ти	pasa	аз	N	PRO;NOM;SG;2
pasas	ви	pasa	аз	N	PRO;ACC;SG;2
pasas	харчи	pasa	харча-(се)	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
pasas	похарчи	pasa	похарча	N	V;PFV;IND;SG;3;PST;FIN;ACT
tratamentos	са	tratamento	съм	N	V;IPFV;IND;PL;3;PRS;FIN;ACT
taylor	тейлър	taylor	тейлър	PROPN	PROPN;INDF;MASC;SG
quinto	ад	quinto	ад	ADJ	N;INDF;MASC;SG
quinto	ада	quinto	ада	ADJ	ADV
divino	божествен	divino	божествен	N	ADJ;INDF;MASC;SG
divino	божествена	divino	божествен	N	ADJ;INDF;FEM;SG
divino	божествени	divino	божествен	N	ADJ;INDF;PL
divino	божествено	divino	божествено	N	ADV
viñetas	анимационни	viñeta	анимационен	N	ADJ;INDF;PL
encargo	вземете	encargo	взема	N	V;PFV;IMP;PL;2;FIN
encargo	вземи	encargo	взема	N	V;PFV;IMP;SG;2;FIN
empece	страйк	empecer	страйк	V	N;INDF;MASC;SG
empece	стачка	empecer	стачка	V	N;INDF;FEM;SG
empece	вън	empecer	вън	V	ADV
empece	навън	empecer	навън	V	ADV
asiáticos	азиатци	asiático	азиатец	ADJ	N;INDF;MASC;PL
asiáticos	азиатците	asiático	азиатец	ADJ	N;DEF;MASC;PL
labor	работи	labor	работя	N	V;IPFV;IMP;SG;2;FIN
déronlle	те	déronle	аз	PROPN	PRO;NOM;PL;3
déronlle	бе	déronle	съм	PROPN	V;IPFV;IND;SG;3;PST;FIN;ACT
perpetua	life	perpetuar	life	N	PROPN;INDF;MASC;SG
aparencia	виж	aparencia	видя-(се)	N	V;PFV;IMP;SG;2;FIN
abraham	ейбрахам	abraham	ейбрахам	PROPN	N;INDF;MASC;SG
abraham	авраам	abraham	авраам	PROPN	N;DEF;MASC;SG
abraham	абрахам	abraham	абрахам	PROPN	N;INDF;MASC;SG
abraham	аврам	abraham	аврам	PROPN	N;INDF;MASC;SG
temer	страх	temer	страх	ADV	N;INDF;MASC;SG
camiñamos	разходка	camiñar	разходка	V	N;INDF;FEM;SG
camiñamos	пеша	camiñar	пеша	V	ADV
lectura	чета	lectura	чета	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
lectura	четете	lectura	чета	N	V;IPFV;IMP;PL;2;FIN
lectura	прочетете	lectura	прочета	N	V;PFV;IMP;PL;2;FIN
lectura	чета	lectura	чета	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
lectura	прочети	lectura	прочета	N	V;PFV;IMP;SG;2;FIN
bendiga	благослови	bendiga	благослов	PROPN	V;PFV;IMP;SG;2;FIN
bendiga	си	bendiga	съм	PROPN	V;IPFV;IND;SG;2;PRS;FIN;ACT
bendiga	ти	bendiga	аз	PROPN	PRO;NOM;SG;2
bendiga	ви	bendiga	аз	PROPN	PRO;ACC;SG;2
bonitos	прекрасни	bonito	прекрасен	N	ADJ;INDF;PL
bonitos	прекрасна	bonito	прекрасна	N	ADJ;INDF;FEM;SG
bonitos	красива	bonito	красив	N	ADJ;INDF;FEM;SG
bonitos	прекрасен	bonito	прекрасен	N	ADJ;INDF;MASC;SG
bonitos	красиво	bonito	красиво	N	ADV
bonitos	хубав	bonito	хубав	N	ADJ;INDF;MASC;SG
bonitos	хубава	bonito	хубав	N	ADJ;INDF;FEM;SG
bonitos	хубаво	bonito	хубаво	N	ADV
bonitos	мило	bonito	мило	N	ADV
esperade	за	esperade	за	N	ADP
ida	айда	ida	айда	PROPN	N;INDF;FEM;SG
ida	ида	ida	ида	PROPN	V;IPFV;IND;SG;1;PRS;FIN;ACT
matamos	убиване	matar	убиване	V	N;INDF;NEUT;SG
sentou	сат	sentar	сат	V	PROPN;INDF;MASC;SG
sentou	sat	sentar	sat	V	PROPN;INDF;MASC;SG
mates	убий	mate	убия	N	INTJ
carl	карл	carl	карл	PROPN	PROPN;INDF;MASC;SG
furgoneta	van	furgonetar	van	N	PROPN;INDF;MASC;SG
furgoneta	ван	furgonetar	ван	N	PROPN
numerosos	mnogo	numeroso	mnogo	ADJ	PROPN;INDF;NEUT;SG
numerosos	много	numeroso	много	ADJ	ADV;INDF;PL
estuda	учене	estudar	учене	V	N;INDF;NEUT;SG
estuda	проучване	estudar	проучване	V	N;INDF;NEUT;SG
estuda	изучаване	estudar	изучаване	V	N;INDF;NEUT;SG
estuda	изследване	estudar	изследване	V	N;INDF;NEUT;SG
estuda	учене	estudar	учене	V	N;INDF;NEUT;SG
estuda	изучаване	estudar	изучаване	V	N;INDF;NEUT;SG
móvese	местене	móvese	местене	V	N;INDF;NEUT;SG
móvese	преместване	móvese	преместване	V	N;INDF;NEUT;SG
hola	здравей	hola	здравей	PROPN	INTJ
hola	ало	hola	ало	PROPN	N;INDF;MASC;SG
hola	здравейте	hola	здравейте	PROPN	N;INDF;MASC;SG
elvis	елвис	elvis	елвис	PROPN	N;INDF;MASC;SG
europea	европейско	europeo	европейски	ADJ	ADV
europea	европеец	europeo	европеец	ADJ	N;INDF;MASC;SG
ruína	съсипе	ruína	със	N	V;PFV;IND;SG;3;PST;FIN;ACT
ruína	разорен	ruína	разорен	N	ADJ;INDF;MASC;SG
