아나톨리아	анадолија
복합체	комплекс
복합체	комплексен
카누	кануа
카누	кану
시그널	сигнал
볼셰비키	болшевиците
더그	даг
앵커리지	енкориџ
숨겨져	скриен
숨겨져	скриена
숨겨져	скриени
숨겨져	скриено
숨겨져	сокриено
숨겨져	сокриена
깔끔하게	средена
깔끔하게	уредно
깔끔하게	уреден
찾아보기	прелистување
찾아보기	откријте
어디서나	насекаде
어디서나	сегде
어디서나	секаде
블레어	блер
니콜라우스	николас
댓글	коментар
댓글	коментирање
댓글	коментирајќи
댓글	коментирање
댓글	коментираше
댓글	коментари
카렐리야	карелија
아래쪽	долна
아래쪽	пониско
아래쪽	долен
아래쪽	надолу
아래쪽	подолу
아래쪽	дното
아래쪽	долен
아래쪽	дно
플로피	флопи
수족관	аквариум
수족관	аквариумот
수족관	аквариуми
편리하다	погодни
편리하다	згодно
편리하다	поволна
콜라	кока
콜라	кокаин
조달	набавки
미드	мид
미드	средината
리바운드	булси
검출	детекција
검출	откривање
네티즌	нетизените
손상된	оштетен
손상된	оштети
손상된	оштетено
손상된	оштетена
손상된	оштетени
걷고	одење
걷고	шетање
범죄자	криминалците
범죄자	криминалци
범죄자	злосторници
범죄자	злосторник
범죄자	кривично
범죄자	кривични
범죄자	кривична
범죄자	криминално
범죄자	престапник
명성	слава
명성	репутација
입술	усни
입술	усна
마티	марти
섀넌	шенон
농부	земјоделци
농부	фармери
농부	земјоделците
농부	фармер
농부	земјоделец
호위	придружба
베니	бени
스무	twenty
스무	дваесет
실린더	цилиндар
우분투	ubuntu
리타	рита
샤이니	шах
손해	загуби
손해	штети
손해	оштетување
버추얼	виртуелен
버추얼	виртуелно
버추얼	виртуелна
버추얼	виртуелни
어시스트	асистенции
브람스	брамс
아이비	ајви
스플리트	сплит
스플리트	подели
스플리트	поделен
스플리트	раздели
베이컨	сланина
코니	кони
혈관	бродови
치프	шеф
치프	главен
치프	шефот
치프	началник
노스웨스턴	северозападна
노스웨스턴	северозапад
에베레스트	еверест
타원형	елиптична
마일스	мајлс
마일스	милји
마일스	km
디나르	динарот
디나르	динар
리처드슨	ричардсон
마인드	умови
노래방	караоке
공지	соопштение
공지	забележи
공지	соопштенија
잠금	заклучи
잠금	заклучување
잠금	брава
잠금	отклучи
잠금	заклучување
바하마	бахамите
바하마	бахамски
설리번	саливан
설리번	саливен
훌리오	хулио
루니	руни
무례한	непристојно
무례한	груба
무례한	непристоен
무례한	груби
무례한	некултурно
매트	мет
매트	мат
매트	мат
매트	мат
매트	mat
매트	душеци
매트	матс
항아리	тегла
항아리	џар
항아리	тегли
아키하바라	акихабара
엘런	елен
온실	стакленички
온실	оранжерии
지불	плати
지불	плаќа
지불	исплата
지불	плаќање
감지	детекција
감지	откривање
감지	откриен
감지	откриена
감지	детектира
네이션	нација
통역	преведувач
연습생	вежбање
연습생	пракса
연습생	практика
민병대	милиција
워프	ворп
갈라	гала
갈라	свеченост
아브라함	ибрахим
아브라함	абрахам
아브라함	аврам
전갈자리	скорпија
아리스토텔레스	аристотел
체계적	систематски
체계적	систематско
크로니클	хроника
물고기자리	риби
가까워	поблиски
가까워	поблиску
자격증	сертификат
자격증	квалификации
자격증	акредитиви
자격증	сертифицирани
자격증	потврдени
가정교사	тутор
루미	руми
남서	југозападна
남서	југозапад
남서	југозападно
벤치	клупи
벤치	клупа
스완	лебед
흔적	трага
흔적	патека
흔적	траги
흔적	траги
흔적	трагови
흔적	трага
흔적	патеки
흔적	траги
에드먼턴	едмонтон
말라위	малави
캐치	фати
비자	виза
비자	визи
세르비아인	србин
세르비아인	србинка
세르비아인	српски
세르비아인	срби
세르비아인	србите
세르비아인	српска
세르비아인	српски
플루트	флејта
넷스케이프	netscape
오늘도	денес
오늘도	денеска
파서	граматичка
부모님	родители
부모님	родителите
부모님	родител
수류탄	граната
수류탄	гранати
콜렉션	збирка
콜렉션	колекција
단점	недостатоци
몬테레이	монтереј
펀자브	пенџаб
펀자브	пенџапски
단락	параграф
단락	пасус
단락	параграфи
무제한	неограничено
무제한	неограничено
무제한	неограничена
숨김	скриен
숨김	скриена
숨김	скриени
숨김	скриено
숨김	сокриено
숨김	сокриена
매기	маги
매기	меги
카세트	касета
카세트	касети
귀도	гвидо
도주	бегствата
거품	меури
거품	меурчиња
거품	пена
거품	меур
랠리	рели
랠리	собир
랠리	митинг
닫습니다	блиску
닫습니다	затвори
닫습니다	затвара
닫습니다	затвора
독립기념일	независност
독립기념일	независноста
스캇	скот
배너	транспаренти
배너	знамиња
배너	банер
배너	транспарент
의사당	капитол
억제	инхибиција
억제	потиснување
억제	притисоци
억제	инхибитор
방학	одмор
사우샘프턴	саутемптон
베네딕트	бенедикт
도달	достигнат
도달	постигнат
도달	достигна
도달	достигнат
도달	опсег
도달	достигне
도달	досег
도달	достигнува
도달	достигне
가정부	слугинка
가정부	собарка
가정부	домаќинка
인덱스	индекс
플라워	цвеќе
플라워	цвет
아메드	ахмед
리비우	lviv
배운다	дознај
배운다	учи
배운다	научи
배운다	научете
배운다	дознајте
멤버들	членки
멤버들	членовите
멤버들	членови
애정	наклоност
애정	наклонетост
비스마르크	бизмарк
볼륨	волумен
볼륨	обем
볼륨	обемот
파도	бранови
파도	бран
파도	wave
파도	бранови
파도	веат
엘프	елф
웬디	венди
백조	лебеди
백조	лебед
심어	подметнат
스노우	снег
라디에이터	ладилникот
거스	гас
출판물	публикација
출판물	публикацијата
출판물	публикации
타라	тара
타라	тера
마르코스	маркос
바빌론	вавилон
발목	глуждот
발목	глуждовите
반체제	дисидент
중성미자	неутрино
베일리	бејли
새우	ракчиња
새우	шкампи
새우	ракчиња
다코타	дакота
에식스	есекс
페니	пени
페니	денар
혼돈	забуни
혼돈	конфузија
혼돈	збунетост
혼돈	хаос
레딩	рединг
워렌	варен
워렌	ворен
브라보	браво
브라보	bravo
볼프	волф
볼프	волк
하이라이트	истакна
하이라이트	истакната
하이라이트	истакнато
하이라이트	истакнува
하이라이트	потенцира
하이라이트	осветли
하이라이트	истакне
바닐라	ванила
두뇌	мозок
두뇌	мозокот
일관성	постојаност
알란	алан
알란	ален
망치	чекан
망치	хамер
주디	џуди
대각선	дијагонала
피타고라스	питагора
지리학	географија
멜로	мело
카레	кари
지브롤터	гибралтар
전자제품	електроника
재산권	имот
재산권	сопственост
헤럴드	гласник
헤럴드	хералд
유스티니아누스	јустинијан
글래스	стакло
뱅크스	бенкс
뱅크스	банките
뱅크스	банки
부착	прикачи
컴팩트	компактна
장애물	опструкција
장애물	попречување
장애물	скокање
장애물	препрека
장애물	пречка
장애물	препреки
장애물	пречки
복숭아	праска
복숭아	праски
복숭아	праска
닝보	нингбо
사용법	употреба
사용법	користење
콘월	корнвол
자정	полноќ
분사	инјекција
분사	инекција
절단	ампутација
프로토타입	прототип
프로토타입	прототипови
템플	храмот
템플	темпл
템플	храм
웰스	бунари
웰스	велс
에덴	идн
에덴	eden
지뢰	рудници
지뢰	рудниците
지뢰	мини
피보나치	фибоначи
에두아르도	едуардо
코브라	кобра
플라톤	платон
항생제	антибиотици
항생제	антибиотик
그리피스	грифит
그리피스	грифитс
정서	емоции
정서	емоција
현미경	микроскоп
민트	нане
민트	ментол
트로이아	трој
트로이아	троја
육체	месо
아이튠즈	itunes
컨셉	концепт
컨셉	концепти
트레이딩	тргување
중요성	важност
제우스	зевс
전화번호	телефон
전화번호	телефонот
긴장	нервозно
긴장	нервоза
긴장	нервозен
긴장	нервозни
긴장	нервозна
긴장	напнатост
긴장	тензии
긴장	тензија
워털루	ватерло
지다	џеда
질투	љубоморен
질투	љубоморни
질투	љубоморна
질투	љубомора
안젤로	анџело
안젤로	анџела
안젤로	angela
안젤로	ангела
원예	хортикултура
지부티	џибути
스탠포드	стенфорд
마이코	маико
개선하기	подобрување
개선하기	подобри
개선하기	подобрување
플라스마	плазма
몽골족	монголци
몽골족	монгол
프라이스	цена
불규칙	нерамномерно
사자자리	leonis
사자자리	лео
사자자리	лав
스테파니	stefani
스테파니	стефани
스테파니	стефани
스테파니	стефани
스테파니	стеф
킬로그램	кг
킬로그램	килограм
두부	тофу
볼프스부르크	волфсбург
타당성	физибилити
타당성	валидноста
쿠르드	курдистан
차분한	смирен
차분한	мирен
차분한	мирна
바니	барни
아순시온	asuncion
디아스	дијаз
디아스	дијаз
디아스	диаз
볼리바르	боливар
볼리바르	боливар
엘렌	елен
천하무적	непобедлив
천하무적	непобедливи
모방	имитација
랜드마크	обележје
탈레반	талибанците
그놈	gnome
약사	фармацевтите
약사	фармацевт
용접	заварувач
용접	заварување
수프	супа
수프	супите
측도	измери
측도	мерка
측도	мера
리라	лира
리라	лири
트와일라잇	самракот
트와일라잇	самрак
나탈리	натали
대문자	capitalization
에밀리오	емилио
우크라이나인	украинците
악용	злоупотреба
악용	злоставување
악용	злоупотреби
악용	злоупотреба
콕스	кокс
초보자	почетници
초보자	почетник
초보자	почетнички
초보자	почетник
초보자	почетници
초보자	почетничка
남동	југоисточен
남동	југоисточно
남동	југоисток
남동	југоисточна
남동	југоисточен
남동	југоисточно
남동	југоисточна
바부다	барбуда
카슈미르	кашмирски
카슈미르	кашмир
수수	сис
버니	берни
토레스	торес
아스투리아스	астурски
에리트레아	еритреја
명목	номинална
엘비스	елвис
엘비스	elvis
귀한	ретки
귀한	реткост
귀한	ретко
귀한	редок
귀한	ретка
대리인	чувари
대리인	агентка
대리인	агент
대리인	сурогат
리베라	ривера
성기	пенис
성기	гениталии
복수형	множина
양수	позитивен
양수	позитивна
양수	позитивно
양수	позитивни
양수	позитив
어색한	непријатно
어색한	незгодно
어색한	незгодни
어색한	чудно
불가피한	неизбежен
불가피한	неизбежно
불가피한	неизбежна
불가피한	неизбежни
바바라	барбара
콤보	combos
콤보	комбинација
콤보	комбо
레아	реа
레아	lea
아톰	атом
마시기	пиењето
마시기	пиење
마시기	пијам
류블랴나	љубљана
위생	санитарни
위생	хигиена
위생	санитет
팩터	зин
팩터	фактор
올라프	олаф
사구	дини
사구	дина
노예제	роб
노예제	славе
노예제	робинка
노예제	ропство
아쉬운	лесни
아쉬운	лесен
아쉬운	лесно
아쉬운	лесна
인류학	антропологија
인류학	антрополошка
레이어	слоеви
레이어	обвивка
레이어	слој
집착	опседнатост
집착	опсесија
집착	опседнат
집착	опседнати
집착	опседната
음주	пиењето
음주	пиење
음주	пијам
가입자	претплатници
스프린트	спринт
어리석은	глупаво
호프만	хофман
호프만	хофман
팍스	пакс
불만	приговори
불만	поплаки
불만	жалби
불만	незадоволството
불만	незадоволство
불만	жалба
불만	незадоволство
패티	пети
패티	пети
보일러	котел
보일러	бојлери
신선	свеж
신선	свежи
신선	свежа
신선	тазе
신선	свежо
에이커	хектари
에이커	акри
광둥어	кантонски
조차도	дури
가루	пудра
가루	прав
가루	прашок
가루	барут
구출	спасување
구출	спас
구출	спасувачки
명소	атракции
명소	знаменитости
명소	обележја
세슘	цезиум
리히터	рихтер
아르곤	аргон
웨슬리	весли
니제르	нигер
퀸시	квинси
숭배	култ
숭배	секта
숭배	богослужба
독성	отровни
독성	токсичен
독성	токсични
독성	отровен
독성	токсична
독성	токсичност
트릭	трик
트릭	трикови
코멘트	коментар
코멘트	коментирање
영사	конзул
루안다	луанда
휘슬러	вистлер
도난	украдена
도난	украдено
도난	украден
도난	украдени
도난	крадење
도난	кражба
도난	кражби
유명인	познат
유명인	познатата
유명인	славна
유명인	позната
유명인	познати
웨어	интимни
그라츠	грац
치사	убиство
치사	убиства
탬파	темпа
팔라우	палау
팔라우	палауански
목장	пасишта
목장	ранч
목장	ранчот
마찰음	струјна
카리스마	харизма
카리스마	харизматичен
주스	џус
주스	сок
주스	сокови
매니토바	манитоба
헤이	еј
매점	кантина
준수	согласност
준수	усогласеност
티나	тина
펀드	фонд
펀드	средства
펀드	фондови
종속	зависни
종속	зависен
종속	зависно
종속	зависна
종속	зависност
볼드윈	болдвин
명품	луксузен
명품	луксузни
명품	луксуз
크레인	кранови
크레인	кран
크레인	крејн
체코어	чешкиот
체코어	чешки
체코어	чешка
알레그로	алегро
젖은	мокра
젖은	влажна
젖은	влажни
젖은	влажен
설문	анкети
설문	анкетите
설문	анкета
행크	хенк
싸인	потпишување
싸인	автограм
규소	силиконска
규소	силикон
위임	делегацијата
위임	делегација
슈나이더	шнајдер
프린시페	принсипе
걸음	чекорат
걸음	степ
걸음	чекор
걸음	чекори
세븐틴	seventeen
세븐틴	седумнаесет
할렐루야	алелуја
주머니	џебот
주머니	џеб
주머니	џеп
주머니	џебен
주머니	торбичка
주머니	џебови
덮개	насловната
덮개	корица
덮개	насловна
스펀지	сунѓер
노키아	нокиа
클리프	клиф
클리프	карпа
클리프	провалија
톰프슨	томсон
톰프슨	томпсон
파푸아	папуа
록펠러	рокфелер
우치	лоѓ
이고르	игор
맑음	јасна
맑음	јасно
맑음	чисто
맑음	јасен
맑음	исчисти
맑음	сани
맑음	сончево
맑음	сончев
맑음	сончеви
직사각형	правоаголници
직사각형	правоаголник
직사각형	правоаголна
최소화	спушти
최소화	спушти
최소화	минимизира
재미	забавен
재미	забава
재미	забавна
재미	забавно
산화물	оксид
미치	мич
몰수	конфискува
몰수	конфискација
몰수	конфискуван
몰수	конфискувани
드라큘라	дракула
악화	отежнати
악화	влошените
악화	полошо
악화	полош
악화	полоши
악화	полоша
커크	кирк
경매	аукција
경매	аукција
경매	аукции
테오도시우스	теодосиј
콘티넨탈	континентална
브릿지	мостови
칵테일	коктели
칵테일	коктел
머무르고	остани
도표	дијаграм
동남아	југоисточен
동남아	југоисточно
동남아	југоисток
동남아	југоисточна
생산성	продуктивност
생산성	продуктивноста
카트만두	катманду
프라이	пржење
프라이	пржи
스팀	пареа
유리카	ерика
출퇴근	враќам
대백과사전	енциклопедија
마지	марџ
하우	хау
언더우드	андервуд
네이티브	мајчин
네이티브	родно
손잡이	рачка
손잡이	трпе
손잡이	мрсни
코코넛	кокосово
코코넛	кокос
고릴라	горила
고릴라	горили
하마	хипо
하마	нилски
당뇨병	дијабетес
당뇨병	дијабетис
유방	гради
유방	дојка
유방	градите
보완	дополнува
보완	надополнување
보완	дополни
보완	дополнување
보완	комплементарни
웃음	смеење
웃음	насмеан
웃음	смеење
웃음	смеењето
웃음	смеа
루가	лук
여관	гостилница
여관	ин
콜론	црева
콜론	колон
아이유	дете
먹어	јади
먹어	јадете
먹어	јаде
브랜던	брендон
기병대	коњаница
기병대	коњаницата
리아	lea
리아	леа
품격	стилски
프롬	матурската
프롬	матурска
프롬	матура
계몽주의	просветлување
부호화	кодирање
부호화	кодирање
트랜잭션	трансакции
트랜잭션	трансакција
트랜잭션	трансакции
우려	загриженост
루즈벨트	рузвелт
입국	пристигнување
칠리	chilli
칠리	чили
냠냠	yum
불신	неверување
가방	вреќа
가방	торба
가방	ќесе
가방	перничиња
가방	ќеси
가방	вреќи
가방	торби
가방	чанти
소크라테스	сократ
조선소	бродоградилиштето
조선소	бродоградилишта
나가기	излези
나가기	егзит
나가기	излез
몬테	монте
출판됨	објавена
출판됨	објавени
출판됨	објавено
출판됨	објавен
변종	варијанта
리프트	несогласување
리프트	укине
도시락	ручек
목적지	одредиште
목적지	дестинација
목적지	дестинации
보정	корекции
보정	зајакнување
보정	исправка
보정	корекција
보정	калибрација
데일	дејл
미스틱	мистик
모리슨	морисон
표시하기	прикажи
표시하기	приказ
지킨	кин
코다	coda
목걸이	ѓердан
목걸이	огрлица
목걸이	ланче
벨리즈	белизе
만족	задоволство
만족	сатисфакција
만족	задоволни
만족	задоволна
만족	задоволен
만족	задоволно
등기	регистриран
등기	регистрирана
등기	регистрирано
등기	регистрирани
코모로	коморите
안젤라	анџела
안젤라	angela
안젤라	ангела
연주회	рецитал
연주회	концерти
연주회	концерт
연주회	концертот
팽창	зеници
팽창	проширување
팽창	експанзија
좌표계	координатите
좌표계	координати
활성	активни
활성	активно
활성	активна
활성	активен
섹시	sexy
섹시	секси
까마귀	чавка
까마귀	врана
까마귀	врани
까마귀	гавран
까마귀	гавранот
나이프	ножеви
나이프	нож
라일리	рајли
라일리	рајли
레닌주의	ленинизам
측량	геометар
측량	замеша
훔쳐	украде
훔쳐	кради
훔쳐	крадат
캐런	карен
일러스트레이터	illustrator
북동	североисточно
북동	северозапад
북동	североисток
조개	школки
조개	школки
지오	гео
바베이도스	барбадос
카라치	карачи
플라이어스	флаери
채팅	разговара
채팅	разговори
채팅	разговарајќи
채팅	муабет
채팅	разговор
채팅	чат
아디다스	adidas
가속기	акцелератор
계산기	калкулатор
에디터	уредник
에디터	уредувач
에디터	уредници
에디터	уредниците
부끄러운	срам
부끄러운	срамота
부끄러운	срами
부끄러운	срамежлив
부끄러운	срамежлива
부끄러운	срамежливо
오마하	омаха
엔트로피	ентропија
바덴	баден
성교	однос
성교	секс
테디	теди
버크	берк
버크	бурк
클린트	клинт
스푸트니크	спутник
대수학	алгебра
다국어	повеќејазична
골짜기	долината
골짜기	долина
골짜기	котлина
골짜기	долини
연구자	истражувач
연구자	истражувачи
공작부인	војвотка
소프트볼	софтбол
커브	крива
브르타뉴	британи
브르타뉴	бретонски
엘람	елам
아바	ева
펄스	пулсот
펄스	пулс
베로니카	вероника
베로니카	вероника
갈매기	галеби
갈매기	галеб
갈매기	галеб
크리드	крид
천연두	сипаници
셔터	блендата
탄산	карбонат
사파리	сафари
스탭	персонал
스탭	кадар
우울증	депресија
접미사	наставка
접미사	наставки
콜라보레이션	соработка
자제	воздржаност
룰라	лула
애플렉	афлек
캘빈	калвин
캘빈	келвин
다이어트	диета
다이어트	диета
주간고속도로	автопатот
라이트닝	молња
라이트닝	гром
자연주의	naturalism
투명	проѕирно
투명	транспарентна
투명	транспарентно
투명	транспарентен
투명	транспарентни
투명	фолија
투명	транспарентноста
투명	транспарентност
석기	камени
석기	камен
석기	стон
영감	инспирираше
영감	инспириран
영감	инспирирани
영감	инспирирана
영감	покажана
영감	инспиративни
영감	инспирација
엔비디아	nvidia
하르툼	картум
그렉	грег
애비	аби
무적	непобедлив
무적	непобедливи
두려움	стравот
두려움	страв
보좌	помошните
도시바	тошиба
불분명하다	нејасно
코코아	какао
대시	dash
대시	деш
대시	мелени
진술	изјава
진술	соопштение
미스테리	мистерија
보디가드	телохранител
보디가드	телохранителот
반란군	бунтовничка
반란군	бунтовнички
반란군	бунтовник
반란군	бунтовници
반란군	бунтовниците
프레데터	предатор
프레데터	грабливец
원판	негативности
영장류	приматите
영장류	примат
플래그	знаме
플래그	знамиња
플래그	означена
마시	марш
미카미	миха
채무	долгови
채무	долг
채무	задолжување
채무	долгови
리턴	враќа
리턴	враќање
하이웨이	автопат
동창	соученици
모욕을	навреда
요구사항	услов
요구사항	услови
요구사항	барања
캐롤라인	керолајн
캐롤라인	каролина
캐롤라인	каролин
해고	отпуштање
해고	разрешување
클랜	клан
클랜	кланот
클랜	кланови
푸른색	плава
푸른색	сина
푸른색	сини
푸른색	блу
푸른색	сино
생생한	живописни
제이드	џејд
제이드	жад
제이드	jade
모기	комарци
모기	комарец
모기	комарци
페이퍼	хартија
페이퍼	хартии
페이퍼	документи
페이퍼	трудови
페이퍼	весници
너구리	ракун
음식점	ресторан
음식점	места
음식점	ресторани
형이상학	метафизика
피츠제럴드	фицџералд
어마어마한	огромен
어마어마한	огромно
어마어마한	огромни
깡패	гангстер
깡패	гангстери
랭스	ремс
애국	патриотски
애국	патриотска
시프트	поместува
시프트	смена
잊혀진	заборавено
잊혀진	заборавен
잊혀진	заборавени
잊혀진	заборавена
디펜스	одбрана
디펜스	одбрана
조언	совет
조언	совети
조언	советувам
조언	советува
조언	советуваат
계기	инструмент
계기	инструментот
분리주의	сепаратистички
해머	чекан
해머	хамер
편집하기	измени
편집하기	уредување
편집하기	уреди
익명	анонимност
익명	анонимни
익명	анонимен
익명	анонимно
씨앗	семе
씨앗	семиња
모세	мојсеј
모세	мозес
라우팅	routing
채플린	чаплин
주먹	тупаници
주먹	тупаниците
주먹	тупаница
프로덕션스	продукции
수박	лубеници
수박	лубеница
록키	роки
파운데이션	фондација
파운데이션	темели
파운데이션	темел
사라왁	саравак
마릴린	мерилин
유권자	гласачи
유권자	гласачите
침례교	крстителот
카타니아	катанија
단발	само
디바	дива
매카시	меккарти
매카시	мекарти
메디나	медина
엘리펀츠	слонови
엘리펀츠	слоновите
웨이터	келнер
웨이터	келнери
스피리츠	духовите
스피리츠	духови
거절	пад
거절	опаѓање
거절	одбиваат
거절	отфрлање
거절	одбивање
거절	одбивање
거절	одбиена
거절	одби
항문	анусот
롤리팝	лижавче
홀리데이	холидеј
홀리데이	празнична
홀리데이	празнично
홀리데이	празник
사탕수수	стап
사탕수수	трска
후식	десерти
후식	десерт
후식	десерти
토륨	ториум
니키타	никита
아흐마드	ахмад
햇빛	сонце
도나	дона
플러그인	приклучок
플러그인	приклучоци
알레한드로	алехандро
부룬디	бурунди
호스	црево
닭고기	пилешко
닭고기	кокошка
닭고기	пиле
침투	пробие
침투	пенетрација
침투	продор
아흐메드	ахмед
아흐메드	ахмад
로렌츠	лоренц
트위스트	пресврт
카스피	каспиското
에드워즈	едвардс
스칼렛	скарлет
스칼렛	скарлет
어딘가	негде
어딘가	некаде
표도르	фјодор
암초	гребен
어벤져스	одмаздници
오드리	одри
지팡이	стап
지팡이	трска
지팡이	род
지팡이	стапче
정상회담	самит
사육	одгледување
사육	размножување
제니스	зенит
구슬	монистри
옥션	аукција
문어	октопод
해커	хакер
해커	хакери
아민	армин
아민	amin
숙박	остани
숙박	сместување
숙박	сместување
화강암	гранит
통증이	болката
통증이	болки
통증이	болка
배수	одвод
배수	одлив
배수	дренажа
세례	крштевање
발병	најавува
피노키오	пинокио
스피커	звучник
스피커	говорници
스피커	звучници
스피커	звучник
스피커	спикер
스피커	говорник
애틀란타	атланта
샐러드	салати
샐러드	салата
밸런스	рамнотежа
밸런스	баланс
밸런스	биланс
잠재적으로	потенцијално
끓는	вриење
끓는	врие
현실적	реална
현실적	реални
현실적	реален
싸우기	борба
싸우기	тепачка
픽업	пикап
협동조합	кооперативни
근방	населба
말레이어	малајски
바륨	бариум
결함	маана
결함	мана
결함	недостатоци
결함	маани
결함	мани
결함	дефект
결함	мана
더스틴	дастин
프로방스	прованса
보나	bona
보나	бона
경호원	телохранител
경호원	телохранителот
오푸스	опус
나열	наведен
나열	наведени
나열	заведен
나열	наведена
블랙베리	капина
양심적	совест
양심적	совеста
드롭	падни
드롭	капка
드롭	фрли
안장	седла
안장	седло
교훈	лекција
추상	апстрактно
추상	апстракција
억만장자	милијардер
악어	алигатор
악어	крокодил
악어	крокодилите
정오	пладне
안정성	стабилност
손목	зглобот
손목	зглоб
손목	зглобовите
샬롯	шарлот
샬롯	шарлота
교통사고	несреќа
교통사고	сообраќајка
부적절	склопат
이클립스	затемнување
이클립스	помрачување
헝가리어	унгарскиот
헝가리어	унгарски
헝가리어	унгарска
카시니	cassini
유럽인	европејци
유럽인	европјани
유럽인	европејците
우상	идоли
결투	двобој
결투	дуел
짐승	ѕвер
태즈메이니아	тасманија
ㅋㅋ	lol
벌레	црв
벌레	бубачки
벌레	бубачка
운석	метеорит
취약점	ранливост
취약점	ранливост
스토리지	магацин
스토리지	складирање
스토리지	складиште
카피	копирај
카피	копирање
카피	копија
가오	гао
세르지오	серхио
자니	џони
자니	јони
아르헨티나인	аргентина
아르헨티나인	аргентинци
아르헨티나인	аргентинска
아르헨티나인	аргентинскиот
소품	реквизити
애버딘	абердин
차베스	чавез
차베스	чавез
소문자	lowercase
마틸다	матилда
속임수	трик
속임수	измама
속임수	измамата
경감	инспектор
도미노	домино
도미노	домино
아발론	авалон
레게	реге
베컴	бекам
강조하기	осветли
강조하기	истакне
촉매	катализа
촉매	катализатор
촉매	каталитички
암모니아	амонијак
수분	течност
수분	опрашување
수분	влага
수분	течности
스코페	скопје
이슬라마바드	исламабад
굴절	рефракција
몬티	монти
찬드라	чандра
모래시계	песок
데뷔해	деби
셜리	ширли
치아	заби
치아	забите
치아	забот
치아	заб
카니예	канје
파스텔	пастели
파스텔	пастелни
미망인	вдовици
연구실	лабораторија
연구실	лабараторија
연구실	лабораторија
여행자	патници
벨벳	велвет
핀란드어	фински
여섯번째	шестото
여섯번째	шеста
여섯번째	шесто
여섯번째	шести
여섯번째	шестиот
윙스	крила
윙스	крилја
윙스	крилца
전화기	телефон
전화기	телефонот
전화기	телефон
전화기	телефонски
전화기	телефони
전화기	телефоните
이빨	заби
이빨	забите
이빨	забот
이빨	заб
트랩	замка
트랩	стапица
트랩	стапици
식용	зајадливи
고어	gore
고어	гор
쥬얼리	накит
호날두	роналдо
협곡	клисура
협곡	клисурата
협곡	кањон
협곡	canyon
협곡	клисура
협곡	клисурата
플로렌스	флоренс
플로렌스	фиренца
호흡기	респираторни
스틱	стапови
스틱	стапчиња
스틱	стап
스틱	стик
갑각류	школки
다섯번째	петти
다섯번째	петта
다섯번째	петто
우드로	вудро
우드로	вудроу
롤러	ролер
머리카락	влакна
머리카락	коса
패러다임	парадигма
비만	дебелина
비만	дебелината
코디	коди
반복한다	повтори
반복한다	повторувам
반복한다	повторување
코번트리	ковентри
게이츠	порти
게이츠	гејтс
냄새	мирис
냄새	мирисни
냄새	мирисаат
냄새	миризба
냄새	мириса
냄새	смрди
냄새	мирисаат
놓쳤다	промаши
놓쳤다	пропуштени
놓쳤다	промашил
놓쳤다	пропушти
꼭두각시	кукли
꼭두각시	марионети
꼭두각시	кукла
꼭두각시	марионета
발렌틴	валентин
파머	палмер
애완동물	pet
애완동물	миленик
애완동물	милениче
애완동물	миленици
애완동물	миленичиња
로미오	ромео
조교	помошничка
조교	асистент
조교	помошник
구토	повраќа
구토	повраќање
초음파	ултразвук
