категорија	類別
записи	著作
подобро	更好
намалува	遞減
споменик	碑
споменик	紀念碑
туристички	遊客
туристички	旅遊
птица	伯德
птица	鳥
исклучок	例外
продажба	賣
продажба	出售
продажба	銷售
продажба	賣
продажба	銷售
продажба	出售
продажба	買賣
продажба	銷售
продажба	銷售量
продажба	銷售額
слободно	free
слободно	自由
слободно	免費
ресурси	資源
ресурси	資源
христос	基督
појас	腰帶
појас	皮帶
појас	帶
бродови	船隻
бродови	艇
бродови	船隻
бродови	船舶
бродови	船隻
компании	公司
први	首先
први	第一
центри	樞紐
центри	中樞
центри	中心
струја	電力
струја	供電
струја	電
економска	經濟
модели	模型
модели	模特
модели	型號
модели	模特兒
елиптична	橢圓
корисник	使用者
попис	人口普查
попис	普查
попис	存貨
попис	庫存
коска	骨
коска	骨骼
коска	骨頭
ликови	字元
ликови	角色
независна	獨立
претставник	代表
задача	委派
задача	指派
задача	任務
задача	轉讓
задача	任務
акција	動作
акција	行動
насока	方向
парламентот	國會
парламентот	議會
искуство	體驗
искуство	經驗
рака	手
сина	blue
сина	藍
сина	藍色
мехмед	mehmet
органи	器官
органи	器官
органи	風琴
дата	日期
дата	約會
девет	九
девет	九個
ѕид	壁
ѕид	牆壁
ѕид	圍牆
ѕид	牆
порта	門
порта	大門
порта	埠
порта	港口
порта	港
порта	門戶
млад	年輕
млад	young
конфликти	衝突
вида	vida
кредити	點數
кредити	信用
кредити	學分
кредити	信貸
прикажува	顯示
водство	指導
водство	領導
водство	鉛
водство	領先
водство	帶頭
јохан	johan
пишување	書寫
пишување	寫入
пишување	寫
пишување	撰寫
пишување	寫作
стои	站立
стои	常備
стои	常設
стои	看台
пријатели	朋友
пријатели	好友
режисер	主任
режисер	導演
режисер	司長
комуникација	通訊
комуникација	溝通
комуникација	溝通
корисникот	使用者
династијата	朝代
династијата	王朝
слој	層
иран	伊朗
убиени	被殺
враќање	還原
враќање	恢復
враќање	返回
враќање	回歸
враќање	東山再起
враќање	復出
изданија	版本
народен	民謠
народен	民間
народен	民俗
акции	股票
акции	存貨
акции	庫存
акции	共享
акции	分享
акции	股份
акции	股票
акции	庫存
краток	簡短
краток	短期
краток	短
краток	矮
ученици	學生
рацете	手
рацете	雙手
бранови	揮手
бранови	浪潮
бранови	波
бранови	浪
бранови	波浪
бранови	浪
бранови	海浪
бранови	波浪
марк	marc
марк	標記
марк	標示
марк	馬克
марк	mark
провинција	省
провинција	省省
провинција	省份
комбинација	結合
комбинација	組合
комбинација	套餐
решение	溶液
зголеми	增加
зголеми	提高
уметници	藝術家
уметници	藝人
одбор	董事會
населби	定居點
португалија	葡萄牙
слободен	free
слободен	自由
слободен	免費
племиња	部族
племиња	部落
значаен	有意義
велс	威爾斯
георги	georgi
георги	giorgi
изведба	績效
изведба	業績
падот	崩潰
падот	撞車
падот	墜毀
падот	秋季
падот	秋天
падот	跌倒
долината	河谷
долината	谷
долината	山谷
долината	谷地
труд	勞動
труд	勞工
труд	勞動力
труд	勞動
труд	勞力
труд	勞動力
труд	勞工
настап	績效
настап	業績
политичари	政界人士
политичари	政客
политичари	政治家
говор	講話
говор	演講
говор	語音
говор	演說
дијалекти	方言
евра	歐元
венеција	威尼斯
преглед	審查
вселенски	航天
долно	加藤
пренос	傳送
пренос	傳輸
пренос	轉帳
пренос	轉讓
пренос	轉移
студенти	學生
зрачење	放射
зрачење	放射性
зрачење	輻射
влијанието	撞擊
влијанието	影響力
влијанието	影響
влијанието	衝擊
поминал	花費
императорот	皇帝
императорот	天皇
објавени	出版
објавени	發表
учител	老師
учител	教師
велосипедизам	單車
велосипедизам	騎車
велосипедизам	自行車
помал	較小
публика	觀眾
публика	觀眾
пораз	敗
техники	技術
сообраќај	交通
крв	血液
крв	血
крв	血跡
крв	鮮血
теории	理論
милијарди	億
милијарди	億萬
парламент	國會
парламент	議會
табела	表
банките	銀行
квалитет	素質
квалитет	品質
квалитет	優質
квалитет	質量
терен	地形
терен	地勢
капитал	資本
капитал	首都
сликар	畫師
сликар	畫家
присуство	存在
мисли	想法
мисли	思想
техника	技術
техника	技巧
арсенал	武庫
арсенал	arsenal
претпоставува	推定
претпоставува	假定
математика	數學
математика	數學
внатрешни	內部
тежина	重量
тежина	體重
тежина	份量
музичари	樂手
милано	米蘭
битки	戰役
општо	一般
општо	常見
општо	通用
општо	共同
рамки	幀
рамки	框架
рамки	框
конфликт	衝突
софтвер	軟體
мислење	意見
раст	成長
раст	增長
раст	鐵鏽
раст	生鏽
раст	鏽
распоред	附表
гробишта	公墓
гробишта	墓園
гробишта	墓地
гробишта	公墓
гробишта	墓地
оскар	oscar
православни	東正教
православни	正統
православни	正教
сместена	位於
кинески	中文
кинески	漢語
кинески	華人
артур	阿瑟
артур	arthur
кола	車
кола	汽車
сметка	帳號
сметка	帳戶
сметка	收據
циклус	週期
циклус	迴圈
отворена	開
отворена	營業
отворена	開啟
отворена	開放
зграда	大樓
зграда	建築
зграда	建築物
фотографии	像片
фотографии	照片
придонес	繳款
рид	reid
рид	簧片
рид	reed
рид	希爾
рид	山
претстави	現任
нуди	優惠
постоење	存在
титули	頭銜
титули	職銜
титули	標題
сала	健身房
сала	體育館
сала	廳
сала	霍爾
сала	大廳
сала	hall
златни	golden
златни	黃金
златни	金色
златни	金
златни	金子
златни	黃金
златни	金色
златни	gold
народни	民謠
народни	民間
народни	民俗
управа	施政
управа	治理
управа	權威
машки	男性
машки	男人
машки	男子
машки	男生
машки	男孩
машки	男性
машки	男
патријарх	族長
храмот	神廟
храмот	寺
храмот	寺廟
храмот	廟
храмот	聖殿
слична	類似
слична	相似
можноста	可能性
единствена	單一
единствена	單人
единствена	單身
единствена	單
перу	秘魯
добитник	勝者
добитник	贏家
широко	廣
широко	寬
граѓани	市民
граѓани	公民
сезони	四季
сезони	季
сезони	季節
јавно	公眾
јавно	公開
својства	屬性
позиции	職位
казахстан	哈薩克
дефинира	界定
дефинира	定義
лежи	謊言
шуми	林子
шуми	樹林
шуми	森林
сакаат	想要
змеј	龍
змеј	神龍
себеси	自己
црн	黑
црн	black
црн	黑色
црн	黑人
судија	法官
судија	裁判
судија	裁判
децении	幾十年
критики	批評
критики	批判
критики	評語
критики	審查
средба	會議
средба	邂逅
средба	偶遇
капацитет	容量
капацитет	能力
странство	國外
странство	出國
природен	自然
природен	天然
музичка	音樂
музичка	音樂劇
минута	分鐘
сајт	網站
сајт	工地
предност	優點
предност	優勢
синот	兒子
никој	無
формирање	成型
формирање	形成
формирање	編隊
формирање	形成
формирање	建立
селаните	村民
селаните	農民
автори	作者
степени	學位
степени	度
серии	系列
злато	金
злато	金子
злато	黃金
злато	金色
злато	gold
медицина	藥品
медицина	藥物
медицина	醫學
медицина	藥
медицина	醫藥
дејство	動作
дејство	行動
вики	vicky
вики	wiki
вики	vicki
вики	viki
јато	集群
јато	羊群
согласка	音
јавни	公眾
јавни	公開
колумбија	哥倫比亞
палата	皇宮
палата	宮殿
палата	王宮
палата	宮廷
палата	宮
збирка	收集
збирка	收藏
учење	學習
учење	學習
учење	學
дивизија	組織
пејач	singer
пејач	歌手
муслимани	穆斯林
уредник	編輯
котлина	河谷
котлина	谷
котлина	山谷
котлина	谷地
вашингтон	華盛頓
важно	重要
јане	簡
јане	jane
јане	珍
јане	瑾
договори	合約
договори	合同
договори	協定
стандарди	標準
европска	歐洲
намера	意圖
намера	意向
намера	意圖
намера	意向
слободна	free
слободна	自由
слободна	免費
наскоро	不久
наскоро	很快
римска	roman
патишта	公路
патишта	道路
крива	曲線
домот	首頁
домот	家
домот	home
домот	住家
слава	表揚
слава	贊美
слава	稱贊
слава	榮耀
слава	光榮
слава	名望
слава	名氣
грешка	錯誤
грешка	錯誤
последна	上次
последна	最後
целосна	飽
целосна	完整
целосна	滿
пропаганда	宣傳
избрани	選取
воздух	空中
воздух	air
воздух	航空
воздух	空氣
патување	旅行
патување	旅費
патување	旅遊
патување	旅途
патување	旅程
патување	旅行
патување	行程
патување	旅行
патување	旅遊
конференција	會議
старо	老
старо	舊的
старо	舊
старо	老了
доказ	證據
доказ	證明
поточно	具體地說
гас	gus
гас	氣
гас	天然氣
гас	汽油
гас	氣體
предлог	提議
предлог	建議
предлог	提案
предлог	建議
возила	車輛
соло	獨唱
соло	獨奏
далеку	遠
мажите	男性
мажите	男人
мажите	男子
контакт	接觸
контакт	聯絡
шума	林子
шума	樹林
шума	森林
соодветно	適當
сер	sir
сер	先生
посветена	奉獻
посветена	專用
подобрување	改進
подобрување	改善
подобрување	改進
подобрување	改善
подобрување	加強
подобрување	增強
подобрување	改進
подобрување	改善
подобрување	改良
значајна	有意義
помага	協助
спротивно	對面
активно	積極
активно	活躍
ноќ	夜晚
ноќ	晚上
ноќ	夜
градина	園
градина	園林
градина	花園
градина	園藝
фонд	基金
црно	黑
црно	black
црно	黑色
црно	黑人
намали	減少
намали	減少
намали	減
намали	降低
воден	飲水
воден	水
сен	sen
сен	森
работници	勞動者
работници	工人
волф	狼
буква	信
буква	來信
буква	字母
буква	信函
буква	信件
примероци	標本
примероци	樣品
примероци	樣本
имот	地產
имот	屬性
имот	財產
имот	物業
имот	產業
имот	邨
борби	內訌
борби	戰役
финска	芬蘭
фактор	因子
фактор	因數
научно	科學
рајна	萊茵河
способност	能力
способност	能力
термин	任期
термин	術語
термин	學期
селска	農民
напушти	退出
напушти	休假
напушти	離開
разлики	diff
разлики	差異
разлики	差額
разлики	分歧
хит	命中
кратки	簡短
кратки	短期
кратки	短
кратки	矮
донесе	帶
родот	屬
комплекс	複雜
ослободување	釋出
ослободување	釋放
ослободување	無罪開釋
традиционално	傳統
медицински	醫療
медицински	醫務
медицински	醫學
продуцент	製片人
продуцент	製片
типови	類型
локални	當地
локални	局部
локални	本地
руска	俄語
руска	俄文
непознат	未知
непознат	不明
пад	拒絕
пад	減少
пад	下降
пад	衰落
пад	秋季
пад	秋天
пад	跌倒
верски	宗教
жената	女人
жената	女
жената	女子
ситуација	情況
евреи	猶太人
евреи	猶太
романи	小說
конгресот	國會
овозможи	啟用
можности	可能性
можности	機遇
можности	機會
криза	危機
вера	信仰
вера	信心
вера	信念
густина	密度
рани	傷口
рани	rani
принцип	原則
принцип	原理
мисијата	任務
датум	日期
датум	約會
арена	舞台
арена	競技場
арена	體育館
звук	聲音
звук	音效
специјални	特別
галерија	畫廊
силен	強大
силен	強壯
силен	強烈
силен	強
силен	堅強
актерка	女主角
актерка	女演員
актерка	演員
размена	兌換
размена	交換
размена	交易所
размена	交流
претпријатија	公司
претпријатија	企業
обработка	處理
обработка	加工
баба	巴巴
баба	祖母
баба	阿婆
баба	奶奶
баба	阿嬤
кулата	tower
кулата	塔
кулата	塔台
градоначалник	市長
градоначалник	鎮長
женска	女
женска	女性
асоцијација	結社
асоцијација	協會
популација	人口
израз	表達
израз	表情
граѓанска	民事
граѓанска	公民
двор	院子
двор	碼
двор	庭院
бенд	樂團
бенд	樂隊
рипка	金魚
шампиони	冠軍
објавено	出版
објавено	發表
објавено	張貼
дух	鬼魂
дух	鬼
дух	幽靈
дух	精神
загуби	虧損
загуби	損失
загуби	失
загуби	輸
загуби	輸了
загуби	遺失
загуби	迷失
сектор	部門
пораст	升起
пораст	上升
пораст	崛起
пораст	成長
пораст	增長
хајнрих	heinrich
антонио	antonio
околните	周邊
гвинеја	幾內亞
лично	個人
лично	親自
фердинанд	ferdinand
јордан	約旦
архитект	建築師
победник	勝者
победник	贏家
дополнително	附加
основното	初等
медиуми	媒體
медиуми	媒介
некаде	某處
реакции	反應
реакции	心情
али	aly
али	阿里
али	ali
елена	helena
елена	海倫
елена	helen
посветен	奉獻
посветен	專用
интервју	面試
интервју	面談
интервју	約談
интервју	採訪
интервју	訪談
основач	創辦人
основач	創始人
независни	獨立
набрзо	不久
набрзо	很快
пронајдени	找到
пронајдени	發現
напишани	書寫
напишани	撰寫
љубовта	戀愛
љубовта	愛
љубовта	love
љубовта	愛情
став	態度
став	態勢
став	姿態
став	姿勢
централен	中央
ерик	erik
ерик	eric
киселина	酸
киселина	酸性
казна	刑罰
казна	懲罰
казна	處罰
казна	句子
казна	刑期
казна	判刑
давид	大衛
давид	david
постигне	實現
јорк	約克
верзии	版本
влезот	入場
влезот	入口
џексон	jackson
џексон	傑克遜
водач	領導人
водач	領導者
водач	領袖
црни	黑
црни	black
црни	黑色
црни	黑人
рамка	幀
рамка	框框
рамка	框架
рамка	框
боливија	玻利維亞
критика	批評
критика	批判
критика	批判
критика	批評
иднина	今後
иднина	將來
иднина	未來
шампионите	冠軍
генерално	一般
апостол	使徒
исхрана	營養
седиштето	總部
потреби	需求
потреби	需要
улица	街頭
улица	街道
улица	街
командант	指揮官
командант	司令
важи	有效
широк	廣
широк	寬
проширување	擴大
проширување	膨脹
проширување	擴建
проширување	擴張
проширување	拓展
проширување	擴大
проширување	擴展
проширување	擴張
проширување	擴展
проширување	拓展
проширување	擴大
проширување	擴大
проширување	擴張
дефиниција	定義
домашни	家用
домашни	國內
најдобри	best
најдобри	最好
изврши	執行
изврши	跑
изврши	跑步
изврши	運行
спречи	防止
копии	副本
копии	拷貝
продукција	製作
продукција	產量
продукција	生產
пејачка	singer
пејачка	歌手
богатство	珍寶
богатство	寶藏
богатство	財富
богатство	財富
вест	新聞
вест	西邊
вест	西
вест	西方
вест	西部
финансии	財務
финансии	財務
грешки	錯誤
грешки	失誤
електронски	電子
електронски	電子
лидер	領導人
лидер	領導者
лидер	領袖
морал	道德
морал	道德觀
морал	道義
морал	道德
питер	彼得
питер	peter
занимање	職業
занимање	佔領
часови	小時
часови	每小時
часови	類別
часови	班級
одговорен	負責
различна	不同
виктор	victor
виктор	viktor
освојување	征服
освојување	征服
обиди	企圖
тимови	團隊
тимови	球隊
тимови	隊伍
чин	排名
чин	act
корист	受益
пост	張貼
пост	郵政
пост	post
девојка	女友
девојка	女朋友
девојка	女生
девојка	姑娘
девојка	女孩
девојка	girl
граѓаните	市民
граѓаните	公民
присутни	現任
месечината	月球
месечината	月亮
месечината	月
слободни	free
слободни	自由
слободни	免費
подобри	更好
подобри	改進
подобри	改善
влез	入境
влез	入場
влез	入口
бран	麩
бран	揮手
бран	浪潮
бран	波
бран	浪
бран	波浪
жртви	受害人
жртви	受害者
жртви	犧牲
жртви	傷亡
жртви	傷亡人數
гласови	選票
крило	側翼
крило	側面
крило	永
крило	翼
устав	憲法
изработка	工藝
изработка	手工藝
изработка	縫紉
хан	可汗
хан	大汗
хан	khan
хан	汗
хан	韓
хан	漢
хан	han
забележани	斑點
хемија	化學
шах	沙
шах	shah
шах	象棋
шах	棋
шах	西洋棋
џез	爵士樂
џез	爵士
различен	不同
илјади	千
правило	細則
животно	動物
кале	甘藍
мајката	母后
мајката	母親
достапни	可用
колеџ	學院
колеџ	書院
колеџ	大學
открива	揭示
полицијата	警方
полицијата	警務
полицијата	警察
формула	公式
формула	方程式
формула	配方
поштенски	郵政
реките	河流
нивоа	關卡
задачи	指派
задачи	轉讓
задачи	任務
задачи	工作
бас	低音
бас	bass
обединување	統一
обединување	團聚
обединување	團圓
обединување	同學會
обединување	重逢
желба	願望
желба	慾望
желба	願望
желба	祝願
желба	嚮往
желба	渴望
рио	rio
час	時辰
час	小時
зашто	為何
зашто	為甚麼
зашто	為什麼
шампион	拳王
шампион	冠軍
шампион	冠軍
локација	所在地
локација	位置
локација	地點
реформи	改革
реформи	改革
генерација	一代
генерација	世代
викторија	維多利亞
викторија	victoria
драмски	電視劇
драмски	劇情
драмски	戲劇
драмски	劇
личен	個人
празник	假期
празник	holiday
празник	假日
празник	度假
празник	節日
железничка	鐵路
железничка	鐵道
железничка	鐵路
писма	信
писма	字母
писма	信件
сет	設
сет	集
сет	設定
сет	seth
силна	強大
силна	強壯
силна	強烈
силна	強
силна	堅強
тројца	三
тројца	三個
природно	自然
природно	天然
природно	自然
студентите	學生
луксембург	盧森堡
џек	jack
месо	肉
месо	肉食
месо	肉類
месо	血肉
месо	肉體
чекор	台階
чекор	步驟
чекор	步
простори	空格
простори	空間
плоча	牌匾
плоча	石板
плоча	平板
реон	區
реон	地區
продолжение	延續
продолжение	續集
продолжение	延伸
продолжение	擴展
продолжение	延長
продолжение	延期
нба	nba
принцот	王子
принцот	太子
принцот	親王
површини	桌面
соединенија	化合物
слободата	自由
приказ	顯示
приказ	顯示器
приказ	展示
физичка	物理
расте	生長
расте	成長
расте	成長
расте	生長
домашен	家用
домашен	國內
врховниот	最高
индустриски	工業
супер	super
супер	超
супер	超級
супер	棒
супер	偉大
коњ	馬
коњ	馬匹
гранки	分行
гранки	樹枝
гранки	分支
тешки	重
тешки	重型
тешки	沈重
тешки	艱難
тешки	強硬
тешки	困難
тешки	難
тешки	艱難
раце	手
раце	雙手
значајно	有意義
човечки	人類
круна	冠
круна	王冠
круна	皇冠
трошоци	花費
трошоци	費用
трошоци	成本
трошоци	支出
трошоци	費用
трошоци	開支
трошоци	支出
наредба	命令
наредба	指揮
наредба	訂單
наредба	命令
наредба	秩序
наредба	訂購
наредба	順序
подрачја	地區
санта	聖誕老人
смит	smith
смит	史密斯
мари	marie
мраз	冰塊
мраз	冰
мраз	ice
плоштад	正方形
плоштад	平方
плоштад	方塊
плоштад	方形
плоштад	廣場
четвртата	第四
приватни	隱私
приватни	私人
приватни	私營
важност	重要
важност	重要性
раководство	領導
поголемо	較大
поголемо	更大
поголемо	較大
сирија	敘利亞
снимка	快照
дваесет	twenty
дваесет	二十
работнички	勞動
работнички	勞力
работнички	勞動力
работнички	勞工
наредил	訂購
дозволено	允許
дозволено	獲准
дозволено	允許
трето	第三
принципи	原則
поврзано	相關
независноста	獨立
меч	刀
меч	劍
меч	寶劍
мозокот	腦子
мозокот	大腦
мозокот	腦袋
мозокот	腦
вештини	技能
вештини	技藝
вештини	技巧
вештини	技能
снимањето	拍攝
снимањето	拍戲
апликации	申請
апликации	申請書
филмска	電影
филмска	膠片
филмска	影片
револуционерен	革命性
посета	參觀
посета	訪問
пјер	pierre
структури	結構
операција	手術
операција	行動
операција	運算
операција	操作
операција	手術
операција	外科手術
тест	測試
тест	試驗
тест	測驗
инаку	否則
земјиште	陸地
земјиште	土地
огромен	巨大
универзитети	大學
зраци	射線
искачување	爬升
искачување	爬
фрагменти	片段
фрагменти	碎片
милион	百萬
реал	real
реал	真實
чикаго	芝加哥
одделение	等級
одделение	年級
василиј	basil
војводство	省
дворот	院子
дворот	庭院
блиску	關閉
блиску	近
блиску	靠近
блиску	附近
основна	基本
постојан	永久
тврдат	爭論
режим	模式
хаџи	萩
судир	碰撞
судир	衝突
автомобили	車
автомобили	汽車
потребна	需要
просек	平均
просек	平均值
можни	可能
барања	請求
барања	要求
барања	要求
барања	要求
канали	頻道
канали	渠道
ирак	伊拉克
леон	leon
југословенски	南斯拉夫
души	靈魂
петка	dap
кожа	皮革
кожа	皮
кожа	肌膚
концепт	構想
концепт	概念
концепт	理念
фази	模糊
фази	階段
фази	階段
хуан	juan
симптоми	症狀
даниел	丹尼爾
даниел	daniel
диск	碟片
диск	碟
диск	磁碟
диск	碟片
диск	碟
диск	磁碟
количество	金額
количество	款額
количество	數額
количество	數量
количество	量
споменици	古蹟
споменици	紀念碑
мерење	測量
мерење	衡量
мерење	計量
мерење	量度
мерење	測量
мерење	計量
мерење	衡量
мерење	度量
користени	使用
менаџер	管理者
менаџер	經理人
менаџер	經理
нил	neal
нил	neil
нил	尼羅河
доктор	醫師
доктор	醫生
доктор	博士
исламот	伊斯蘭
исламот	伊斯蘭教
германска	德文
германска	德語
словачка	斯洛伐克
исти	相同
табелата	圖表
табелата	圖
користен	使用
честопати	常常
честопати	經常
честопати	頻繁
честопати	時常
честопати	常常
честопати	經常
недостаток	劣勢
недостаток	缺點
недостаток	短缺
едната	一
едната	one
едната	一個
идентитет	身分
идентитет	身份
претходник	前身
силни	強大
силни	強壯
силни	強烈
силни	強
силни	堅強
исланд	冰島
орган	器官
орган	風琴
отвори	開
отвори	營業
отвори	開啟
отвори	開放
широка	廣
широка	寬
широка	廣義
широка	廣
широка	寬
мерка	測量
мерка	度量
мерка	計量
мерка	衡量
мерка	量度
вила	神仙
вила	仙女
вила	仙
вила	仙子
вила	別墅
вила	villa
дин	din
дин	dean
епархија	教區
вози	開車
вози	駕駛
вози	駕駛
бело	white
бело	白
бело	白色
кнез	公爵
фигури	數字
здравје	健康
женките	女性
замок	城堡
замок	castle
замок	城
околина	環境
пристаниште	船塢
пристаниште	碼頭
пристаниште	埠
пристаниште	港口
пристаниште	港
гости	賓客
гости	來賓
гости	客人
активен	積極
активен	活躍
активни	積極
активни	活躍
спомен	紀念品
спомен	記憶力
спомен	記憶
спомен	記憶體
спомен	回憶
отпор	抵制
отпор	抗拒
отпор	阻力
отпор	電阻
отпор	抵抗
отпор	抵制
формат	格式
формат	形式
формат	格式化
стандард	標準
дозвола	許可
дозвола	許可證
дозвола	執照
дозвола	駕照
дозвола	許可證
дозвола	允許
дозвола	許可
браун	棕
браун	褐
браун	布朗
браун	brown
браун	棕色
југоисточна	東南
југоисточна	東南
болница	醫院
пар	配對
пар	夫妻
пар	情侶
пар	夫婦
равенка	方程
равенка	方程式
домен	藩
домен	網域
домен	域
планови	計劃
популарност	人氣
рунда	圓
рунда	輪
облици	形狀
керамички	陶瓷
јадрото	核心
јадрото	core
здружение	結社
здружение	協會
долина	河谷
долина	谷
долина	山谷
долина	谷地
трудови	論文
днк	dna
служат	服務
служат	發球
темели	基金會
темели	地基
темели	基金會
вино	酒
вино	葡萄酒
биографија	傳記
биографија	自傳
откривање	揭示
откривање	探測
откривање	偵測
откривање	檢測
откривање	發現
откривање	探索
европско	歐洲
дисциплини	紀律
дисциплини	學科
елизабета	elizabeta
елизабета	elizabeth
механика	力學
хартии	論文
отворени	開
отворени	營業
отворени	開啟
отворени	開放
повреда	損傷
натпреварување	競爭
натпреварување	競賽
патека	追蹤
патека	曲目
патека	軌道
патека	軌跡
патека	路徑
патека	軌跡
патека	蹤跡
патека	小徑
џонс	jones
џонс	johns
франциско	francisco
карактеристика	特性
карактеристика	特點
карактеристика	特徵
карактеристика	功能
карактеристика	特色
карактеристика	特徵
влијанија	影響
влијанија	影響
празници	假期
празници	假日
празници	節假日
празници	節日
курс	課程
кратка	簡短
кратка	短期
кратка	短
кратка	矮
веруваат	信任
веруваат	信託
автоматски	自動
автоматски	自動
автоматски	自動
соба	房間
соба	房
промоција	推廣
промоција	促銷
промоција	晉升
поход	討伐
поход	十字軍
вработени	受雇
вработени	僱員
вработени	員工
силата	力氣
силата	強度
силата	實力
силата	力量
силата	體力
највисок	最高
ранг	排名
шеф	首席
шеф	科長
шеф	boss
шеф	老大
шеф	老闆
долж	沿
гранка	分行
гранка	分支
јајца	蛋
јајца	雞蛋
јајца	卵
јајца	丸子
наполеон	拿破崙
логика	邏輯
социјална	社會
социјална	社交
освојувањето	征服
пијано	鋼琴
престолнина	資本
престолнина	首都
епизода	插曲
епизода	集
жанр	類型
жанр	流派
сонце	太陽
сонце	孫
сонце	珊
сонце	陽光
сонце	陽光
револуционерно	革命性
одлуки	決定
лансирање	發射
крис	chris
порака	留言
порака	訊息
порака	信件
триаголник	三角形
триаголник	三角
дворец	皇宮
дворец	宮殿
дворец	王宮
дворец	宮廷
дворец	宮
финансиска	財務
финансиска	金融
математички	數學
подршка	支援
подршка	備用
подршка	後援
подршка	支援
подршка	備份
подршка	後備
пекинг	北京市
пекинг	北京
академијата	學術
академијата	學界
академијата	學術界
новинар	記者
новинар	記者
четвртиот	第四
транспорт	運輸
транспорт	交通
транспорт	運輸
транспорт	交通
туризам	旅遊
очекува	預計
очекува	預期
одделни	分離
атракции	景點
еврејски	猶太人
еврејски	猶太
еврејски	猶太教
еврејски	希伯來
еврејски	希伯來文
наводно	據稱
проток	海峽
проток	流
проток	流程
проток	流通
проток	流動
проток	流量
проток	流
проток	溪流
неодамна	最近
неодамна	近日
неодамна	近期
пораки	訊息
пораки	信件
истакнува	突顯
издавање	發放
издавање	簽發
издавање	發行
издавање	核發
спектар	光譜
спектар	頻譜
живеење	生活
владетели	統治者
маж	丈夫
маж	人
маж	男人
маж	man
независно	獨立
уметности	藝術
катедрала	大教堂
количина	數量
количина	量
флорида	佛羅里達
флорида	佛羅里達州
ница	很好
ница	尼斯
лекување	醫治
лекување	治癒
лекување	療傷
лекување	康復
лекување	治療
домаќинства	住戶
интереси	興趣
интереси	利益
интереси	興趣
интереси	利息
куче	竇
куче	犬
куче	狗
херкул	大力士
печат	蓋章
печат	郵票
печат	印章
печат	封
печат	密封
печат	印章
печат	海豹
содржини	內容
теренот	投
теренот	投球
јавна	公眾
јавна	公開
возачот	駕駛
возачот	司機
возачот	駕駛員
гради	乳房
гради	胸
гради	胸部
гради	胸膛
гради	胸口
гради	胸
гради	胸部
гради	乳房
гради	腳趾
гради	趾
херој	英雄
јавен	公眾
јавен	公開
ерменија	亞美尼亞
цицачи	哺乳動物
цицачи	哺乳動物
плати	付費
плати	付款
плати	支付
заедничка	常見
заедничка	通用
заедничка	共同
заедничка	關節
заедничка	聯合
фотографија	像片
фотографија	照片
фотографија	攝影
списание	雜誌
објавува	張貼
објавува	發文
постојана	永久
лето	summer
лето	夏日
лето	夏季
лето	暑假
лето	夏天
кралски	皇家
кралски	皇室
нозе	英尺
нозе	腳
нозе	腿
риба	魚類
риба	魚
риба	魚兒
инструмент	儀器
инструмент	樂器
инструмент	文書
научник	科學家
опсег	山脈
опсег	範圍
опсег	射程
опсег	觸及
полиција	警方
полиција	警務
полиција	警察
насилство	暴力
повлече	撤回
повлече	收回
кафе	咖啡
хектари	公頃
хектари	英畝
комедија	喜劇
чиле	智利
мандат	任期
мандат	術語
мандат	學期
мандат	任期
студио	錄音室
студио	studio
студио	工作室
христијанство	基督教
многумина	許多
собирање	收集
собирање	聚集
собирање	聚會
очи	眼神
очи	雙眼
очи	眼睛
очи	眼
тапани	鼓
тапани	鼓聲
тапани	鼓
пакистан	巴基斯坦
објаснување	解釋
тешка	重
тешка	重型
тешка	沈重
тешка	艱難
тешка	強硬
тешка	困難
тешка	難
тешка	艱難
монети	硬幣
монети	錢幣
рано	提早
рано	及早
рано	早期
рано	提前
црвено	紅
црвено	red
црвено	紅色
освоено	元
понудата	優惠
убиство	凶案
убиство	凶殺案
убиство	謀殺
убиство	謀殺案
убиство	謀殺罪
машини	機械
машини	機器
торино	torino
весници	報紙
весници	報
весници	報章
весници	報章
весници	報刊
весници	論文
камени	stone
камени	石
камени	斯通
камени	石頭
опасност	危險
опасност	危險性
опасност	危害
колонии	殖民地
насловот	標題
основање	建立
основање	創始
основање	建國
сопруг	丈夫
енциклопедија	百科全書
енциклопедија	百科全書
списанија	雜誌
снимање	錄音
снимање	記錄
снимање	燃燒
снимање	燒
стилови	樣式
стилови	風格
адреса	地址
адреса	住址
современи	當代
знамиња	橫幅
знамиња	旗幟
знамиња	旗
знамиња	旗子
додавање	加上
додавање	加
вокал	聲樂
алфа	alpha
напишано	書寫
напишано	撰寫
чувство	感受
чувство	感覺
уметник	藝術家
уметник	藝人
влакна	頭髮
влакна	毛髮
влакна	髮型
влакна	發
влакна	纖維
влакна	纖維
современа	當代
способности	技能
способности	能力
кошарка	籃球
стрелец	射手
стрелец	人馬座
стрелец	archer
запис	唱片
запис	記錄
запис	紀錄
родителите	父母親
родителите	父母
родителите	家長
јадро	核心
јадро	core
јадро	核
јадро	核心
монетарната	貨幣
историчари	歷史學家
земјоделство	農業
земјоделство	農耕
земјоделство	耕作
земјоделство	務農
земјоделство	農業
земјоделство	農業
раѓање	出生
воглавно	大多
индонезија	印度尼西亞
дедо	爺爺
дедо	祖父
црвен	紅
црвен	red
црвен	紅色
композитори	作曲家
критичари	評論家
критичари	批評家
критичари	評論家
критичари	批評家
свештеник	祭司
катерина	catherine
