மற்றும்	ja
மனம்	mieli
மனம்	sieluja
மனம்	sielut
நோய்கள்	tautien
நோய்கள்	sairaudet
நோய்கள்	taudit
அண்மையில்	äskettäin
அண்மையில்	hiljattain
எளிதில்	helposti
எளிதில்	helppo
எளிதில்	helppoa
அதிகாரம்	teho
அதிகாரம்	power
அதிகாரம்	voima
அதிகாரம்	voimia
அதிகாரம்	valta
அதிகாரம்	valtaa
நகைச்சுவை	komedia
கணித	matematiikka
கணித	matematiikkaa
கணித	matematiikan
பக்கங்கள்	sivujen
பக்கங்கள்	sivuja
பக்கங்கள்	sivut
நீதிமன்றம்	oikeus
நீதிமன்றம்	tuomioistuin
செயல்படும்	aktiivisia
செயல்படும்	aktiiviset
செயல்படும்	aktiivinen
செயல்படும்	aktiivisena
அதிபர்	puhemies
அதிபர்	presidentti
அதிபர்	puheenjohtaja
அதிபர்	pres
அலுவலர்	upseeri
அலுவலர்	virkailija
அலுவலர்	konstaapeli
அமைவிடம்	sijainti
லீக்	league
லீக்	liiga
லீக்	purjo
நிர்வாகம்	hallinnointi
நிர்வாகம்	hallinto
நிர்வாகம்	johto
நிர்வாகம்	hallinta
நிர்வாகம்	hallinnon
நிர்வாகம்	anto
நிர்வாகம்	hallinto
நிர்வாகம்	annostelu
நிர்வாகம்	hallinnolliset
நிர்வாகம்	hallinnollinen
முறையை	menetelmä
முறையை	menetelmän
ஆசியா	aasian
ஆசியா	aasia
ஓய்வு	virkistys
ஓய்வு	eläkkeelle
ஓய்வு	eläkkeellä
ஓய்வு	eläke
ஓய்வு	lepo
ஓய்வு	lepää
ஓய்வு	levätä
ஓய்வு	lepoa
தாக்கம்	törmäys
தாக்கம்	vaikutusta
தாக்கம்	vaikutus
தாக்கம்	vaikutuksen
தாக்கம்	vaikutukset
புரட்சி	vallankumousta
புரட்சி	vallankumous
புரட்சி	vallankumouksen
வலைத்தளம்	sivuston
வலைத்தளம்	sivusto
வலைத்தளம்	verkkosivusto
போராட்டம்	mielenosoitus
போராட்டம்	protestoida
போராட்டம்	kamppailu
போராட்டம்	kamppailua
போராட்டம்	agitaatio
போராட்டம்	levottomuus
நிறைவு	päätökseen
நிறைவு	suoritettu
நிறைவு	päätökseen
நிறைவு	päättynyt
நிறைவு	täydelliset
நிறைவு	täydellinen
நிறைவு	täytetään
நடவடிக்கைகள்	toiminnat
நடவடிக்கைகள்	toiminta
நடவடிக்கைகள்	toimintaa
நடவடிக்கைகள்	toimet
நடவடிக்கைகள்	toiminnot
கூகுள்	google
கூகுள்	googlen
மரியா	maija
மரியா	mary
மரியா	mariaa
மரியா	maria
மலர்	kukkaa
மலர்	kukka
இடைப்பட்ட	väliin
இடைப்பட்ட	välillä
இடைப்பட்ட	välissä
விரைவில்	kohta
விரைவில்	pian
விரைவில்	soon
பாடகர்	singer
பாடகர்	laulaja
ஏற்பாடு	järjestelmällinen
ஏற்பாடு	järjestäytyneen
ஏற்பாடு	järjestäytynyt
ஏற்பாடு	järjestetty
ஏற்பாடு	järjestely
ஏற்பாடு	järjestelyt
ஏற்பாடு	järjestelyn
ஏற்பாடு	järjestelyyn
ஏற்பாடு	järjestä
ஏற்பாடு	järjestää
நிறைந்த	täyden
நிறைந்த	täys
நிறைந்த	täydet
நிறைந்த	täysi
நிறைந்த	täynnä
கட்டிடக்கலை	arkkitehtuurin
கட்டிடக்கலை	arkkitehtuuri
ஆட்டம்	peliä
ஆட்டம்	pelin
ஆட்டம்	peli
ஆட்டம்	vastaavuus
ஆட்டம்	täsmää
ஆட்டம்	ottelu
மண்	maaperän
மண்	maaperä
மண்	hiekkaa
மண்	hiekan
மண்	hiekka
குழுக்கள்	ryhmien
குழுக்கள்	ryhmät
குழுக்கள்	ryhmiä
சூரியன்	aurinkoa
சூரியன்	sun
சூரியன்	auringon
சூரியன்	aurinko
இந்திரா	indra
தீ	tuli
தீ	tulipalo
சேர்ந்தார்	liittynyt
சேர்ந்தார்	liittyneet
சேர்ந்தார்	liittyivät
சேர்ந்தார்	liittyi
கடற்கரை	rannan
கடற்கரை	ranta
கடற்கரை	beach
கடற்கரை	rantaa
கடற்கரை	beachin
முற்றிலும்	ehdottomasti
இயக்கிய	suunnattu
இயக்கிய	kohdistettu
இயக்கிய	kohdennettu
எடை	paino
எடை	painon
யின்	yin
உருவான	muodostettu
உருவான	muodostunut
உருவான	muodostettiin
உருவான	muodostivat
வழங்குகிறது	tarjoaa
தொடர்ச்சியாக	jatkuvasti
பெற்றோர்	vanhemmuus
பெற்றோர்	kasvatus
பெற்றோர்	vanhemmat
பெற்றோர்	vanhempien
பெற்றோர்	vanhempia
பெற்றோர்	vanhemman
பெற்றோர்	vanhemmat
பெற்றோர்	vanhempi
பெற்றோர்	emo
பெற்றோர்	vanhempaa
ஒற்றை	naimaton
ஒற்றை	single
ஒற்றை	sinkku
ஒற்றை	yksittäinen
அச்சு	akselin
அச்சு	akseli
ஆஸ்திரேலியா	australiaan
ஆஸ்திரேலியா	australian
ஆஸ்திரேலியா	australia
கட்டப்பட்ட	rakensi
கட்டப்பட்ட	rakennettu
கட்டப்பட்ட	rakennettu
பார்த்து	katsella
பார்த்து	katselin
பார்த்து	katsomassa
பார்த்து	katselee
பார்த்து	katsoo
வழங்கிய	edellyttäen
கடவுளின்	jumalat
கடவுளின்	jumalia
கடவுளின்	jumala
வீதம்	arvioi
வீதம்	korko
வேளாண்மை	maatalous
ஐரோப்பா	euroopan
ஐரோப்பா	eurooppa
முடியவில்லை	epäonnistui
முடியவில்லை	epäonnistunut
எழுத	kirjoittaa
எழுத	kirjoita
எழுத	kirjoitetaan
அறிஞர்கள்	oppineet
அறிஞர்கள்	tutkijat
புலவர்கள்	runoilijat
பிரான்ஸ்	ranska
பிரான்ஸ்	ranskan
ஜெர்மனி	saksa
ஜெர்மனி	saksan
கொண்டே	säilytä
கொண்டே	pidä
பயன்படுத்தப்பட்டது	käytetyt
பயன்படுத்தப்பட்டது	käytetty
பயன்படுத்தப்பட்டது	käytettyjä
விரிவான	yksityiskohtainen
விரிவான	yksityiskohtaiset
தலைநகரம்	pääkaupunki
தலைநகரம்	pääoman
தலைநகரம்	pääoma
வட்டார	paikallinen
வட்டார	paikalliset
வட்டார	paikallisia
வட்டார	paikallisesti
வட்டார	paikallisten
வட்டார	paikallista
பிரபல	kuuluisa
பிரபல	kuuluisia
பிரபல	kuuluisat
பிரபல	tunnettu
பார்வை	tavoittaa
பார்வை	kattavuus
பார்வை	reach
பார்வை	kattavuuden
பார்வை	tavoita
பார்வை	näkymä
பார்வை	view
பார்வை	näytä
பார்வை	mieltä
தகுதி	kelpoisuus
தகுதி	ansaitsevat
தகுதி	ansaitsee
தகுதி	ansaitse
தகுதி	kelpoisuus
தகுதி	pätevyys
பாகம்	osa
பாகம்	osaa
பாகம்	osittain
பாகம்	moduuli
மரபணு	gene
மரபணு	geeni
எல்லை	raja
எல்லை	rajaa
எல்லை	rajan
எல்லை	raja
எல்லை	rajaa
எல்லை	rajat
எல்லை	raja
எல்லை	rajoitus
எல்லை	rajaa
எல்லை	rajoita
எல்லை	etäisyys
எல்லை	vaihteluväli
நடு	keskimmäinen
நடு	lähi
நடு	keski
வேறுபாடு	ero
வேறுபாடு	erotus
வேறுபாடு	eroa
வேறுபாடு	kontrasti
உறுப்பு	termiä
உறுப்பு	termi
உறுப்பு	elementti
நெடுஞ்சாலைகள்	valtatiet
மருத்துவர்	lääkärin
மருத்துவர்	lääkäri
மருத்துவர்	tohtori
மருத்துவர்	lääkäri
இடத்தை	paikassa
இடத்தை	paikka
இடத்தை	place
எதிர்த்து	vastoin
எதிர்த்து	vastaan
ஏற்ற	vuori
ஏற்ற	mount
புதினம்	romaani
இடையிலான	väliin
இடையிலான	välillä
இடையிலான	välissä
இலக்கணம்	kirjallisuus
இலக்கணம்	kirjallisuuden
இலக்கணம்	kirjallisuutta
இலக்கணம்	kielioppi
லண்டன்	lontoon
லண்டன்	lontooseen
லண்டன்	lontoo
லண்டன்	lontoossa
கோப்பை	palkinto
கோப்பை	muki
கோப்பை	kuppi
கோப்பை	kuppia
கோப்பை	muki
கோப்பை	cupin
கோப்பை	cup
அலி	alin
அலி	ali
வினை	reagoi
வினை	reaktio
வினை	reaktiot
வினை	reaktiota
வினை	reaktion
கருத்தில்	harkitaan
கருத்தில்	harkitsee
வகுப்பு	luokan
வகுப்பு	luokka
இறுதியாக	vihdoinkin
இறுதியாக	vihdoin
பொருளாதாரம்	taloudelliset
பொருளாதாரம்	taloudellinen
பொருளாதாரம்	talous
பொருளாதாரம்	taloutta
பொருளாதாரம்	taloudellista
பொருளாதாரம்	talous
பொருளாதாரம்	talouden
தவறான	virheelliset
தவறான	väärä
தவறான	virheellinen
தவறான	väärin
தவறான	väärä
தவறான	väärin
தவறான	vikaa
உச்ச	korkein
ஆப்பிரிக்க	afrikkalainen
ஆப்பிரிக்க	afrikkalaiset
ஆப்பிரிக்க	afrikka
ஆப்பிரிக்க	afrikan
முகம்மது	mohammad
முகம்மது	mohamed
முக்கியமாக	lähinnä
முக்கியமாக	pääosin
முக்கியமாக	pääasiallisesti
முக்கியமாக	pääasiassa
முடிகிறது	viimeistely
முடிகிறது	päättyy
முடிகிறது	loppuu
முடிகிறது	lopetus
முடிகிறது	päättymässä
முடிகிறது	päättyy
நடந்து	kävellä
நடந்து	kävellen
நடந்து	kävelyllä
நடந்து	kävely
நடந்து	kävelee
விளைவு	tulos
விளைவு	tuloksena
விளைவு	lopputulos
விளைவு	tuloksen
விளைவு	tulosta
விளைவு	vaikutusta
விளைவு	vaikutus
விளைவு	seuraus
விளைவு	vaikutukset
விளைவுகள்	seuraukset
விளைவுகள்	vaikutus
விளைவுகள்	vaikutuksia
விளைவுகள்	vaikutukset
இத்தாலி	italiassa
இத்தாலி	italia
இத்தாலி	italian
இணையத்தளம்	sivuston
இணையத்தளம்	sivusto
இணையத்தளம்	verkkosivusto
உருவாக்கம்	luominen
உருவாக்கம்	perustaminen
உருவாக்கம்	luonti
அமைதி	rauhaa
அமைதி	peace
அமைதி	rauha
அமைதி	hiljaista
அமைதி	hiljainen
அமைதி	äänetön
அமைதி	tyyni
அமைதி	rauhallinen
ஐந்தாம்	viidenneksi
ஐந்தாம்	viides
வழக்கமான	säännöllisesti
வழக்கமான	tavallinen
வழக்கமான	säännöllinen
வழக்கமான	säännölliset
பண்பாட்டு	kulttuurinen
இருபது	kaksikymmentä
பீட்டர்	pekka
பீட்டர்	petteri
பீட்டர்	peter
பீட்டர்	pietari
விஜய்	vijay
வேகம்	nopeus
வேகம்	speed
வேகம்	nopeutta
வேகம்	vauhti
வேகம்	nopeaa
வேகம்	nopea
வேகம்	nopeasti
உளவியல்	psykologian
உளவியல்	psykologiaa
சதவீதம்	prosenttiosuus
சதவீதம்	prosentti
சதவீதம்	prosenttia
பாலியல்	seksuaalisesti
பாலியல்	seksuaalinen
பாலியல்	seksuaalista
பாலியல்	sukupuoli
பாலியல்	seksuaalinen
அருங்காட்சியகம்	museossa
அருங்காட்சியகம்	museum
அருங்காட்சியகம்	museon
அருங்காட்சியகம்	museo
காட்டுகிறது	näytetään
காட்டுகிறது	näyttäminen
காட்டுகிறது	osoittaa
காட்டுகிறது	näkyy
காட்டுகிறது	näyttää
புவி	maa
புவி	maapallo
புவி	maan
மன	henkinen
மன	henkistä
மன	psyykkinen
இரும்பு	rauta
இரும்பு	rautaa
இரும்பு	raudan
நடந்தது	tapahtunut
நடந்தது	tapahtui
பழமையான	legendan
பழமையான	taru
பழமையான	legenda
பழமையான	klassinen
பழமையான	classic
பழமையான	klassista
பழமையான	klassikko
செயற்கை	synteettistä
செயற்கை	synteettinen
செயற்கை	synteettiset
செயற்கை	keinotekoista
செயற்கை	keinotekoisia
செயற்கை	keinotekoinen
நீதி	oikeudenmukaisuus
நீதி	justice
நீதி	oikeus
நீதி	oikeutta
முடிந்தது	suoritettu
முடிந்தது	päätökseen
முடிந்தது	päättynyt
முடிந்தது	valmis
முடிந்தது	valmiit
முடிந்தது	päättynyt
முடிந்தது	tehty
முடிந்தது	done
முறைமை	tila
தண்டனை	seuraamus
தண்டனை	rangaistus
தண்டனை	rangaistuksen
தண்டனை	rangaistusta
தண்டனை	rangaistus
நாவல்	romaani
ஜப்பான்	japanista
ஜப்பான்	japani
ஜப்பான்	japanissa
ஜப்பான்	japanin
உதவுகிறது	auttaa
சந்திப்பு	nimittäminen
சந்திப்பு	tapaaminen
சந்திப்பு	nimeäminen
சந்திப்பு	nimitys
சந்திப்பு	tapaaminen
சந்திப்பு	kokous
சந்திப்பு	tapaaminen
சந்திப்பு	tavata
சந்திப்பு	tapaa
மன்றங்கள்	foorumeilla
வாயு	kaasu
வாயு	kaasua
வாயு	bensiini
வாயு	bensa
வாயு	kaasun
ராபர்ட்	robert
வழிபாடு	palvovat
தொல்லியல்	arkeologinen
தொல்லியல்	arkeologia
உயரமான	pidemmän
உயரமான	pidempi
உயரமான	pitempi
அறிவிக்கப்பட்டது	ilmoitettu
அறிவிக்கப்பட்டது	julkistettu
அறிவிக்கப்பட்டது	ilmoitetut
அறிவிக்கப்பட்டது	ilmoitti
கணக்கெடுப்பு	väestönlaskenta
மனிதர்கள்	ihmiset
மலையாளம்	malajalam
பரிமாற்றங்கள்	tapahtumat
பரிமாற்றங்கள்	liiketoimet
அரங்கம்	teatteri
அரங்கம்	stadion
அரங்கம்	stadium
அரங்கம்	auditorium
சூழலில்	ympäristön
சூழலில்	ympäristö
காணப்பட்டது	nähty
காணப்பட்டது	havaittu
காணப்பட்டது	huomattu
மரங்கள்	puita
மரங்கள்	puut
மரங்கள்	puista
எடுத்துக்காட்டு	esimerkki
மாதங்கள்	kuukaudet
மாதங்கள்	kuukautta
மாதங்கள்	kuukausia
வடக்கே	pohjoinen
வடக்கே	pohjoiseen
வடக்கே	pohjois
தூரம்	välimatka
தூரம்	etäisyys
அவசியம்	edellytetään
அவசியம்	vaadittu
அவசியம்	vaaditaan
மாநாடு	kokous
மாநாடு	konferenssi
மாநாடு	konferenssin
மாநாடு	huippukokous
மாநாடு	huippukokouksessa
மாநாடு	yleissopimus
மாநாடு	yleissopimuksen
ஆண்டுதோறும்	vuosittain
சொல்லும்	sano
சொல்லும்	kertoo
விலங்கு	eläin
விலங்கு	eläintä
விலங்கு	eläimet
விலங்கு	eläinten
தயாரிப்பாளர்	tuottaja
தயாரிப்பாளர்	valmistaja
தயாரிப்பாளர்	valmistajan
படுகொலை	salamurha
படுகொலை	teurastus
படுகொலை	verilöyly
பூ	kukkaa
பூ	kukka
பூ	boo
யானை	elefantti
யானை	norsun
யானை	norsu
வணிகம்	kaupallista
வணிகம்	kaupalliset
வணிகம்	kaupallinen
வணிகம்	yritys
வணிகம்	liiketoiminta
வணிகம்	liike
வணிகம்	liiketoiminnan
வணிகம்	business
வணிகம்	kauppa
வணிகம்	kauppaa
வணிகம்	kaupan
வணிகம்	kaupankäynti
கல்	kivestä
கல்	stone
கல்	kiven
கல்	kivi
அமைந்திருக்கும்	sijaitsee
மண்டபம்	sali
மண்டபம்	halliin
மண்டபம்	hall
மண்டபம்	halli
நூறு	sata
நூறு	hundred
பாலம்	bridge
பாலம்	komentosilta
பாலம்	sillan
பாலம்	silta
சார்	herra
சுற்றுச்சூழல்	ympäristön
சுற்றுச்சூழல்	ympäristö
சுற்றுச்சூழல்	ympäristön
சுற்றுச்சூழல்	ympäristö
தாயார்	äiti
அதிகாரி	virkamies
அதிகாரி	viralliset
அதிகாரி	virallinen
அதிகாரி	upseeri
அதிகாரி	virkailija
அதிகாரி	konstaapeli
புள்ளிகள்	pisteet
புள்ளிகள்	pisteitä
புள்ளிகள்	pistettä
புள்ளிகள்	kohdat
புள்ளிகள்	pisteet
மைக்கேல்	mikko
மைக்கேல்	mikael
மைக்கேல்	michael
புத்தகம்	kirja
புத்தகம்	kirjaa
புத்தகம்	varaa
கட்டிடங்கள்	rakennusten
கட்டிடங்கள்	kiinteistöt
கட்டிடங்கள்	rakennukset
கட்டிடங்கள்	rakennuksia
மதம்	uskontoa
மதம்	uskonto
மதம்	uskonnon
ஈடுபாடு	sitoutumisen
ஈடுபாடு	sitoutuminen
ஈடுபாடு	sitoutumista
ஈடுபாடு	osallistumista
ஈடுபாடு	osallisuus
ஈடுபாடு	osallistumisen
ஈடுபாடு	osallistuminen
பள்ளிகள்	koulut
பள்ளிகள்	kouluja
வீடியோ	videon
வீடியோ	videossa
வீடியோ	videota
வீடியோ	video
வெளியில்	ulos
விவரங்கள்	yksityiskohdat
விவரங்கள்	yksityiskohtia
விவரங்கள்	tiedot
பறவை	lintu
பறவை	linnun
பறவை	bird
பறவை	finch
எடுக்கப்பட்ட	vietiin
எடுக்கப்பட்ட	ottaa
எடுக்கப்பட்ட	viety
எடுக்கப்பட்ட	otettu
பகுப்பாய்வு	analytics
பகுப்பாய்வு	analyysi
பகுப்பாய்வு	analyysit
பகுப்பாய்வு	analysointi
பகுப்பாய்வு	analyysin
உடனடியாக	heti
உடனடியாக	välittömästi
உடனடியாக	välittömästi
வரையறை	määrittely
வரையறை	määritelmä
வரையறை	määritelmät
இணையம்	internet
கடும்	raskasta
கடும்	painava
கடும்	raskas
கடும்	raskaat
எளிதாக	helppo
எளிதாக	helppoa
விசை	key
விசை	avain
விசை	avaimen
விசை	keskeinen
விசை	avainta
அழகிய	kaunista
அழகிய	kaunotar
அழகிய	kaunis
அழகிய	kauniit
நாட்டை	maanpaossa
அழைக்கப்பட்டது	kutsuttu
அழைக்கப்பட்டது	kutsui
பொதுமக்கள்	siviilit
பொதுமக்கள்	siviilejä
வேகமாக	nopeaa
வேகமாக	nopea
வேகமாக	nopeasti
மாற்றப்பட்டது	muutettu
மாற்றப்பட்டது	muuttunut
மாற்றப்பட்டது	muutti
மாற்றப்பட்டது	vaihdettu
மாற்றப்பட்டது	muunnettu
மாற்றப்பட்டது	muutettu
மாற்றப்பட்டது	muokattu
அட்டவணை	aikataulut
அட்டவணை	aikataulun
அட்டவணை	aikataulu
அட்டவணை	ajasta
தீர்வு	ratkaisu
தீர்வு	liuos
தீர்வு	ratkaisua
மதிப்பீடு	arvio
மதிப்பீடு	arvostelu
மதிப்பீடு	luokitus
அருகிலுள்ள	lähistöllä
அருகிலுள்ள	lähellä
அட்டை	kortin
அட்டை	kortti
ஒருமுறை	kerran
கிடைத்த	sai
கிடைத்த	sain
முன்பே	jo
முன்பே	aikaisempi
முன்பே	aikaisemmin
முன்பே	aiempi
முன்பே	aiemmin
ராக்	kallio
ராக்	kivi
ராக்	rokkaa
ராக்	rock
செல்கிறது	menossa
செல்கிறது	menee
கட்டுப்பாடு	ohjaus
கட்டுப்பாடு	määräysvalta
கட்டுப்பாடு	hallitse
கட்டுப்பாடு	hallinta
கட்டுப்பாடு	valvonta
சிக்கல்	ongelmia
சிக்கல்	ongelma
பழங்குடி	heimojen
பழங்குடி	heimo
யூத	juutalaista
யூத	juutalaiset
யூத	juutalainen
பொறுப்பு	vastuullinen
பொறுப்பு	vastuussa
பொறுப்பு	vastuuntuntoinen
பொறுப்பு	vastuu
பொறுப்பு	rasite
பொறுப்பு	velvollisuus
பொறுப்பு	vastuu
பொறுப்பு	vastuun
பொறுப்பு	vastuuta
நேர்	positiiviset
நேர்	myönteinen
நேர்	positiivinen
நேர்	positiivista
நேர்	suoraan
நேர்	hetero
நேர்	suorat
நேர்	suora
நேர்	ohjaus
நேர்	ohjeita
நேர்	opastusta
ஷா	sha
ஷா	shah
ஷா	shaw
நடுவில்	keskimmäinen
நடுவில்	lähi
நடுவில்	keski
ஜெர்மன்	saksaa
ஜெர்மன்	saksalainen
ஜெர்மன்	saksa
ஜெர்மன்	saksaksi
ஜெர்மன்	saksan
ஜெர்மன்	kielioppi
முகமது	mohammad
முகமது	mohammed
நபர்	ihminen
நபர்	henkilö
நபர்	henkilöä
ஐந்தாவது	viidenneksi
ஐந்தாவது	viides
வெப்பம்	lämpöä
வெப்பம்	kuumuus
வெப்பம்	lämpö
வெப்பம்	helle
ராஜ்	raj
பெருமை	ylpeys
பெருமை	ylpeyttä
பெருமை	ylpeitä
பெருமை	ylpeänä
பெருமை	ylpeä
பாடசாலை	koulussa
பாடசாலை	koulun
பாடசாலை	koulu
பாடசாலை	koulua
பாடசாலை	school
சா	cha
சா	shah
தங்க	kultaa
தங்க	kulta
தங்க	kullan
ஜோசப்	joosef
ஜோசப்	joseph
நாடாளுமன்றம்	parlamentin
நாடாளுமன்றம்	parlamentti
கூட்டம்	kokoontuminen
கூட்டம்	tapaaminen
கூட்டம்	kokous
கூட்டம்	yleisö
கூட்டம்	yleisöä
கூட்டம்	porukkaa
அலை	aallot
அலை	aaltoja
அலை	aallon
அலை	aalto
இந்தியன்	intian
இந்தியன்	intialainen
இந்தியன்	intiaani
இந்தியன்	intialaista
ஆசிரியர்கள்	opettajat
ஆசிரியர்கள்	opettajille
ஆசிரியர்கள்	opettajia
ஆசிரியர்கள்	laatijat
ஆசிரியர்கள்	tekijät
இலண்டன்	lontoon
இலண்டன்	lontooseen
இலண்டன்	lontoo
இலண்டன்	lontoossa
பந்து	pallo
பந்து	pallon
பந்து	kuula
பந்து	tanssiaiset
சாதி	kastiin
ஆறுகள்	joet
ஆறுகள்	jokia
ஆறுகள்	jokien
ஆறுகள்	rivers
வென்றது	voitin
வென்றது	voitti
வென்றது	voittanut
சன்	aurinkoa
சன்	sun
சன்	auringon
சன்	aurinko
கலிபோர்னியா	kaliforniasta
கலிபோர்னியா	kaliforniaan
கலிபோர்னியா	kalifornia
கலிபோர்னியா	kalifornian
தத்துவம்	sananlasku
தத்துவம்	filosofiaa
தத்துவம்	filosofian
தத்துவம்	filosofia
தத்துவம்	periaate
இரா	ira
அதிகாரிகள்	upseerit
அதிகாரிகள்	virkamiehiä
அதிகாரிகள்	virkamiesten
அதிகாரிகள்	virkamiehet
அனைவருக்கும்	jokainen
அனைவருக்கும்	kaikille
அனைவருக்கும்	kaikki
மருந்துகள்	huumeet
மருந்துகள்	huumeita
மருந்துகள்	lääkkeet
சென்	chen
சிக்கலான	kriittiset
சிக்கலான	kriittinen
சிக்கலான	kriittistä
சாதனை	levy
சாதனை	kirjataan
சாதனை	ennätys
சாதனை	saavutus
சாதனை	saavuttaminen
அடுக்கு	slot
அடுக்கு	kerros
அடுக்கு	kerroksen
அடுக்கு	taso
பின்னாளில்	myöhemmin
பின்னாளில்	myöhempi
இசுலாம்	islamin
இசுலாம்	islam
மேரி	maija
மேரி	mary
சோடியம்	natriumia
சோடியம்	natrium
பல்	hammaslääkäri
பல்	hammas
பல்	hammas
பல்	hampaan
ஓவியங்கள்	taulut
ஓவியங்கள்	maalaukset
ஓவியங்கள்	maalauksia
ஓவியங்கள்	tauluja
விரைவாக	nopea
விரைவாக	nopeasti
விரைவாக	nopeaa
விரைவாக	nopea
விரைவாக	nopeasti
விரைவாக	nopeasti
பண்புகள்	attribuutit
பண்புகள்	ominaisuudet
பண்புகள்	kiinteistöt
பண்புகள்	ominaisuudet
கலந்த	sekoitettuna
கலந்த	sekoitettu
பருவம்	kausi
பருவம்	kauden
பொருள்கள்	asioita
பொருள்கள்	asiat
பொருள்கள்	teemoja
பொருள்கள்	aiheet
பொருள்கள்	esineitä
பொருள்கள்	esineet
பொருள்கள்	kohteet
பொருள்கள்	erät
பொருள்கள்	kohdat
பொருள்கள்	kohteita
பொருள்கள்	kohteet
அடைந்து	saavuttanut
அடைந்து	päästy
அடைந்து	saavutettu
அடைந்து	saavutti
அடைந்து	saavutettiin
நெருங்கிய	lähin
நெருங்கிய	lähimpänä
பரப்பு	pintaan
பரப்பு	pinnalle
பரப்பு	pinta
பரப்பு	pintaa
பரப்பு	alue
ஆய்வாளர்கள்	analyytikot
ஏதாவது	jotakin
ஏதாவது	jotain
ஏற்று	kuorma
ஏற்று	lataa
ஏற்று	kuormitus
ஏற்று	vuori
ஏற்று	mount
ஏற்று	vienti
ஏற்று	viennin
ஏற்று	vie
ஹென்றி	henrik
ஹென்றி	henry
சுதந்திரம்	vapauden
சுதந்திரம்	vapautta
சுதந்திரம்	vapaus
சுதந்திரம்	vapauteen
தலைமையகம்	toimipaikka
தலைமையகம்	pääkonttori
தலைமையகம்	päätoimipaikka
தலைமையகம்	päämaja
சர்	herra
முனிவர்	sage
கட்டிடம்	rakennuksessa
கட்டிடம்	rakentaminen
கட்டிடம்	rakennus
கட்டிடம்	rakennuksen
அணை	dam
அணை	pato
நல்லது	positiiviset
நல்லது	myönteinen
நல்லது	positiivinen
நல்லது	positiivista
நல்லது	hyvää
நல்லது	hyvä
சுற்று	käännä
சுற்று	kierrä
கருத்தை	kommentti
கருத்தை	kommenttia
கருத்தை	kommentoi
கருத்தை	kommentin
வேறுபாடுகள்	erot
வேறுபாடுகள்	eroja
வேறுபாடுகள்	erimielisyydet
அழற்சி	tulehdus
சேர	liittyä
சேர	liity
தொன்மவியல்	mytologia
மையமாக	keskikokoinen
முன்னதாக	aikaisempi
முன்னதாக	aikaisemmin
முன்னதாக	aiempi
முன்னதாக	aiemmin
ஆஸ்திரேலிய	australian
வடிவங்கள்	muotoja
வடிவங்கள்	hahmot
வடிவங்கள்	muodot
வடிவங்கள்	kuviot
வடிவங்கள்	kuvioita
வடிவங்கள்	muodoissa
வடிவங்கள்	muodot
சுய	itse
குருதி	veri
குருதி	blood
குருதி	verta
படைப்புகள்	kirjoitukset
படைப்புகள்	kirjoituksia
படைப்புகள்	luomuksia
குதிரை	ratsu
குதிரை	knight
குதிரை	ritari
குதிரை	hevonen
குதிரை	hevosella
குதிரை	hevosen
குதிரை	ponin
குதிரை	poni
குறைந்து	down
குறைந்து	alas
குறைந்து	alaspäin
மத	uskonnollinen
மத	uskonnolliset
வெளிநாட்டு	ulkomaan
வெளிநாட்டு	ulkomaalainen
வெளிநாட்டு	ulkomainen
வெளிநாட்டு	ulkomaiset
சந்திர	chandra
சந்திர	kuun
வண்டி	autoteollisuus
வண்டி	autojen
வண்டி	rekka
வண்டி	kärryt
வண்டி	ajoneuvo
வண்டி	ajoneuvoa
வண்டி	ajoneuvon
ஊர்கள்	kaupunkien
ஊர்கள்	kaupungit
பங்களிப்பு	osuudet
பங்களிப்பு	osallistuivat
பங்களிப்பு	osallistuneet
பங்களிப்பு	osallistui
பங்களிப்பு	osallistunut
அணிகள்	ryhmät
அணிகள்	joukkueet
கூகிள்	google
கூகிள்	googlen
பசிபிக்	tyyni
பசிபிக்	tyynenmeren
பசிபிக்	pacific
விதிகள்	sääntöjä
விதிகள்	säännöt
விதிகள்	ehtoja
விதிகள்	termit
விதிகள்	ehdot
சுல்தான்	sulttaani
இயல்பு	tavallinen
இயல்பு	normaali
இயல்பு	normaalia
இயல்பு	tavanomainen
உப்பு	suolan
உப்பு	suola
உப்பு	salt
உப்பு	suolaa
கட்சிகள்	osapuolet
கட்சிகள்	asianosaiset
கட்சிகள்	puolueet
கொள்கைகள்	periaatteet
கொள்கைகள்	periaatteita
கொள்கைகள்	käytännöt
கொள்கைகள்	periaate
அடைய	saavuta
அடைய	saavuttaa
விழுக்காடு	prosenttiosuus
விழுக்காடு	prosentti
விழுக்காடு	prosenttia
வலி	kipu
வலி	kipua
வலி	tuska
வலி	tuskaa
வலி	kivuliasta
வலி	tuskallinen
வலி	tuskallista
வலி	kivulias
குறைவு	matala
குறைவு	matalalla
குறைவு	vähä
குறைவு	alhainen
குறைவு	vähemmän
நடைமுறையில்	käytännössä
நிரல்	ohjelmaa
நிரல்	ohjelmalla
நிரல்	ohjelman
நிரல்	ohjelma
பிரேசில்	brasilia
பிரேசில்	brasiliassa
பிரேசில்	brasilian
வருகை	osanotto
வருகை	osallistuminen
வருகை	läsnäolo
வருகை	vierailu
வருகை	käymässä
வருகை	vierailulla
வருகை	vierailun
