организъм	אורגניזם
лук	בצלים
лук	בצל
младежта	הנעורים
младежта	נוער
младежта	נעורים
младежта	הנוער
крилете	כנפי
крилете	כנפיים
арканзас	ארקנסו
електричество	חשמל
електричество	חשמלית
електричество	חשמלי
привилегии	הזכות
привилегии	זכות
привилегии	חיסיון
седмицата	שבוע
хюсеин	חוסיין
батман	באטמן
чужденци	זרים
кафяв	בראון
кафяв	חומה
кафяв	חומות
кафяв	חום
предполагат	מציע
предполагат	הצע
фотографии	תצלומים
включено	מופעל
включено	כולל
включено	כלולים
включено	כלול
пръстените	טבעות
първанов	פרבאנוב
напредък	קידמה
напредък	קדמה
напредък	התקדמות
напредък	הקדמה
вековете	מאות
рейчъл	רחל
роуз	רוז
роуз	ורד
увреждания	מושבת
увреждания	נכים
увреждания	מושבתת
увреждания	נכה
увреждания	מנוטרל
увреждания	לקות
увреждания	נכות
съществена	הכרחי
съществена	חיוניות
съществена	חיונית
съществена	חיוני
колинс	קולינס
дарвин	דרווין
дарвин	דארווין
информатика	מידענות
братислава	ברטיסלבה
снаряди	קליעים
снаряди	קליפות
снаряди	פגזים
нели	נלי
нели	נלי
септимий	ספטימיוס
отмъщение	נקמה
отмъщение	נקמה
отмъщение	נקם
отмъщение	נקמת
повреди	נזקים
повреди	נזק
милена	מלינה
президентски	נשיאותי
любима	אהוב
любима	אהובים
любима	אהובה
екипировка	ציוד
депутатите	המחוקקים
стабилност	יציבות
стабилност	היציבות
бедни	עני
бедни	עניים
бедни	מסכן
бюрото	הלשכה
царуването	שלטונו
тръба	מקטרת
тръба	צינור
тръба	צינור
месото	בשר
такси	טקסי
такси	מונית
такси	מונית
такси	עמלות
албумите	אלבומים
лош	רע
лош	רעה
лош	רעים
лош	רעות
докторат	דוקטורט
докторат	הדוקטורט
разработване	פיתוח
разработване	התפתחות
разработване	פיתוח
документа	מסמך
документа	המסמך
запазено	שמורות
запазено	שמורה
статуи	פסלים
математическа	מתמטית
математическа	מתמטי
айнщайн	אינשטיין
айнщайн	איינשטיין
коридор	המסדרון
коридор	מסדרון
коридор	מסדרון
лора	לאורה
лора	לורה
слухове	שמועות
слухове	שמועות
плячка	טרף
плячка	שלל
плячка	שלל
параклиса	הקפלה
параклиса	קפלה
пера	נוצות
противниците	היריבים
противниците	יריבים
достатъчна	מספקת
лоша	רע
лоша	רעה
лоша	רעים
лоша	רעות
достъпен	נגיש
достъпен	נגישות
закрито	מקורה
зигмунд	זיגמונד
петрол	דלק
петрол	בנזין
петрол	שמן
петрол	נפט
петрол	נפט
лихтенщайн	ליכטנשטיין
лихтенщайн	ליכטנשטיין
беатрис	ביאטריס
беатрис	ביאטריס
суматра	סומטרה
лентул	לנטולוס
оператори	מפעילים
слива	שזיפים
слива	שזיף
форуми	בפורומים
кадафи	קדאפי
зареждане	עומס
зареждане	טען
зареждане	לטעון
зареждане	חיוב
зареждане	טוען
зареждане	טעינה
зареждане	טוען
зареждане	טעינה
харисън	הריסון
харисън	האריסון
елзас	אלזס
добавка	תוספת
добавка	נספח
добавка	תוסף
добавка	תוסף
рап	ראפ
интервал	מרווח
лингвистика	בלשנות
моделите	דוגמנית
моделите	דוגמניות
моделите	מודלים
панорама	פנורמה
сервилий	סרוויליוס
лидия	לידיה
антонин	אנטונין
възможен	אפשרית
възможен	אפשרי
пелопонес	פלופונסוס
преториански	הפרטוריאני
раул	ראול
раул	ראול
миграция	הגירה
миграция	הנדידה
митове	מיתוסים
мюзикъл	מחזמר
мюзикъл	מוזיקלי
мюзикъл	מוסיקלי
работилница	סדנה
работилница	המלאכה
работилница	הסדנה
работилница	סדנת
галактика	גלקסי
галактика	הגלקסיה
галактика	גלקסיה
кавалерия	פרשים
кавалерия	הפרשים
клиент	לקוחה
клиент	הלקוח
клиент	לקוח
клиент	לקוחה
клиент	הלקוח
клиент	לקוח
завой	פנה
завой	בנד
завой	לכופף
речи	נאומים
емили	אמילי
светкавица	ברקים
светкавица	ברק
светкавица	הבזק
светкавица	פלאש
светкавица	מבזק
светкавица	ברקים
светкавица	ברק
мазнини	שומנים
мазнини	שמן
мазнини	שמנים
мазнини	שמנה
мазнини	שומן
самоубийство	התאבדות
достигане	תפוצה
крайни	קיצוניות
крайни	קיצוני
крайни	אקסטרים
крайни	קיצונית
смесена	מעורב
смесена	מעורבים
смесена	מעורבב
проектиран	עיצב
проектиран	מעוצב
проектиран	עוצב
проектиран	מעוצבת
проектиран	מתוכנן
проектиран	תוכנן
соломон	שלמה
соломон	סולומון
екрана	מסך
джеси	ישי
гласни	תנועות
глазгоу	גלזגו
растат	גדלים
растат	לגדול
растат	תגדל
съкровище	מתוקה
съкровище	אוצר
астероид	אסטרואיד
кейн	קין
кейн	קיין
кейн	קיין
кейн	קיין
унищожена	נהרס
унищожена	הושמד
унищожена	הרס
унищожена	הרוס
унищожена	נהרסו
положително	חיובית
положително	חיובי
положително	חיוביות
заплата	המשכורת
заплата	שכר
заплата	משכורת
моравия	מורביה
страбон	סטרבו
антропология	אנתרופולוגיה
американци	אמריקנים
американци	אמריקאים
ренесанса	הרנסאנס
ренесанса	הרנסנס
богатството	עושר
кръгли	עגולה
кръгли	עגול
кръгли	סיבוב
кръгли	עגולים
лена	לנה
лена	לינה
етажа	קומות
етажа	רצפה
етажа	רצפות
фасада	חזות
ограничаване	הגבלה
ограничаване	מגביל
ограничаване	גבול
ограничаване	מגבלה
ограничаване	הגבלה
ограничаване	בלימה
конник	הפרש
конник	פרש
конник	רוכב
доза	מינון
доза	מינון
доза	מנה
хендрикс	הנדריקס
хендрикс	הנדריקס
измервания	מדידות
измервания	מידות
измервания	מדידה
пиеро	פיירו
пиеро	פיירו
петра	פטרה
мускул	שרירים
мускул	שריר
тбилиси	טביליסי
разкрити	חשף
разкрити	נחשף
разкрити	חשף
разкрити	התגלה
колонията	מושבת
колонията	המושבה
колонията	מושבה
сиви	אפורה
сиви	גריי
сиви	אפור
сиви	אפורה
сиви	גריי
сиви	אפור
полезна	שימושית
полезна	מועיל
полезна	שימושיות
полезна	שימושיים
полезна	שימושי
полезна	עוזר
полезна	מסייע
полезна	מועיל
полезна	מועילה
показани	המוצג
показани	מוצגים
показани	מוצגת
показани	מוצג
показани	הקרין
крайници	גפיים
крайници	גפיים
размножаване	רבייה
размножаване	הרבייה
размножаване	רבייה
статуята	פסל
териториално	טריטוריאלי
верни	נאמן
верни	נאמנים
верни	נאמנה
верни	נכונות
верни	אמת
верни	נכון
верни	נאמן
верни	נאמנים
верни	נאמנה
алпите	האלפים
демо	הדגמה
демо	דמו
архиви	רישומי
архиви	תקליטים
архиви	רישומים
архиви	רשומות
архиви	הארכיונים
архиви	ארכיון
архиви	הארכיון
архиви	לארכיון
архиви	ארכיון
документите	מסמכים
вечеря	ארוחה
померания	פומרניה
накратко	בקצרה
анализи	אנליזה
анализи	ניתוח
анализи	אנליזה
анализи	תובנות
съдържаща	המכילים
съдържаща	המכיל
съдържаща	שמכיל
бедствия	אסונות
бедствия	אסון
производни	נגזרים
производни	נגזרות
влажни	לח
влажни	לחה
влажни	לח
влажни	לחה
подводница	צוללת
подводница	סאב
подводница	תת
перо	נוצה
арктика	הארקטי
въведение	מבוא
въведение	הכרות
въведение	ההיכרות
въведение	היכרות
въведение	הקדמה
въведение	מבוא
въведение	הקדמה
известия	התראות
важност	חשיבות
торпедо	טורפדו
удря	להיטים
конан	קונאן
шрифт	גופן
бюст	מחשוף
бюст	מעצר
пустиня	מדבר
пустиня	המדבר
новгород	נובגורוד
върти	מסתובב
локомотиви	קטרים
намален	מופחת
намален	מוזל
зърна	גרגיר
зърна	תבואה
зърна	דגן
зърна	הפטמות
зърна	פטמה
зърна	פטמות
зърна	גרגירים
сенат	הסנאט
съображения	שיקולים
съображения	רסיטלים
утре	מחר
утре	המחר
авторитет	רשות
авторитет	סמכות
авторитет	הרשות
японско	יפני
японско	יפנית
японско	יפנים
преки	ישיר
преки	ישירות
преки	ישירה
ваня	וניה
шведска	שוודי
тотнъм	טוטנהאם
гробници	קברים
атланта	אטלנטה
елит	עילית
елит	האליטה
елит	עלית
елит	האליטות
бомбардировач	מחבל
бомбардировач	המחבל
бомбардировач	מפציץ
рита	ריטה
директорите	במאים
рон	רון
стратегическо	אסטרטגית
стратегическо	אסטרטגי
темите	נושאים
темите	נושאים
паскал	פסקל
трио	שלישייה
трио	שלישיית
указания	הנחיות
указания	הוראות
трагедията	טרגדיה
бунтовниците	מורד
бунтовниците	המורדים
бунтовниците	המורד
малцинства	מיעוט
малцинства	מיעוטים
фред	פרד
основания	עילה
готово	בוצע
готово	סיים
готово	סיימתי
готово	סגור
алеко	אלקו
грозни	מכוערים
грозни	מכוערות
грозни	מכוערת
грозни	מכוער
грозни	גרוזני
железни	איירון
железни	ברזל
близнаци	תאומה
близнаци	התאום
близнаци	תאום
близнаци	תאומות
близнаци	תאומים
бомбардировачи	המפציצים
бомбардировачи	מפציצים
совалка	מעבורת
замъци	טירה
замъци	טירות
тигър	נמר
тигър	טייגר
тигър	טיגריס
видя	ראי
видя	רואה
видя	ראה
имигранти	מהגרים
имигранти	מהגרים
имигранти	מהגר
вкъщи	הביתה
вкъщи	הום
вкъщи	בבית
вкъщи	הבית
вкъщи	בית
вкъщи	home
нарушаване	עיוות
обсерватория	במצפה
грама	גרם
азаренка	אזרנקה
виолета	ויולטה
виолета	ויולט
метел	מטלוס
механик	מכונאי
младост	הנעורים
младост	נוער
младост	נעורים
младост	הנוער
поддръжници	תומכים
поддръжници	תומכי
познато	מוכרת
познато	מוכר
изолация	בידוד
изолация	בידוד
унищожи	הורסים
унищожи	להרוס
унищожи	השמד
унищожи	להשמיד
успее	להצליח
съвместни	מפרק
момичетата	בנות
момичетата	נערות
момичетата	ילדות
заплашва	מאיימת
заплашва	מאיים
придвижване	תנועה
далас	דאלאס
съставна	מורכבים
съставна	מורכבת
съставна	מצטבר
мода	קוטור
мода	אופנה
мода	fashion
мода	פאשן
мода	האופנה
пие	שותה
пие	שותים
пие	שתייה
пие	שתיה
пие	שתייה
пие	משקאות
пие	שתיה
верде	ורדה
управляващ	ניהול
преминал	חלף
преминал	חלפה
преминал	עבר
смях	צחוקים
смях	שחוק
смях	הצחוק
смях	צחוק
смях	צוחקים
смях	צוחקת
смях	צוחק
смях	לצחוק
смях	צחק
смях	צחוק
компилация	אוסף
оттегляне	לסגת
оттегляне	תיסוג
оттегляне	גמילה
оттегляне	נסיגה
клане	טבח
клане	טבח
симпсън	סימפסון
образователна	חינוכית
образователна	חינוכי
качва	העלאות
детектив	בלשית
детектив	בלש
албанско	אלבנית
албанско	אלבני
приключенията	הרפתקאות
редове	שורות
редове	קווים
редове	קווי
редове	שורות
предимства	הטבות
предимства	יתרונות
предимства	הטבות
предимства	יתרונות
римляни	רומאים
римляни	הרומאים
некропол	הנקרופוליס
еоод	ltd
формати	פורמטים
формати	תבניות
отворено	לפתוח
отворено	פתח
отворено	פתוחים
отворено	פתחי
отворено	פתוחה
отворено	פתוח
квалификации	הרייטינג
квалификации	רייטינג
квалификации	הכשרה
квалификации	כישורים
печалба	הרווח
печалба	רווח
печалба	רווחים
демокрацията	דמוקרטיה
демокрацията	הדמוקרטיה
фиат	פיאט
блейк	בלייק
еврейско	יהודייה
еврейско	יהודית
еврейско	יהדות
еврейско	יהודים
еврейско	יהודיה
еврейско	יהודי
антична	עתיק
русо	רוסו
русо	רוסו
памук	קוטון
памук	כותנה
ахил	אכילס
ахил	אשיל
четвъртък	חמישי
романтични	רומנטיקן
романтични	רומנטיות
романтични	רומנטית
романтични	רומנטי
романтични	רומנטיקה
батальона	גדוד
батальона	הגדוד
алгоритъм	אלגוריתם
партньорство	שותפות
партньорство	שותפויות
стрийт	סטריט
стрийт	רחוב
пето	החמישי
пето	חמישית
пето	חמישי
геология	גיאולוגיה
наема	שכירות
наема	להשכרה
наема	השכרה
конфедерация	הקונפדרציה
юнг	יונג
инвазия	פלישה
строител	הבנאי
строител	בונה
глина	חימר
глина	קליי
плътно	בחוזקה
чисти	נקיה
чисти	נקייה
чисти	נקי
облаци	העננים
облаци	עננים
облаци	הענן
облаци	ענן
олтар	מזבח
биг	ביג
биг	גדולים
биг	גדול
биг	גדולה
бригадата	חטיבה
бригадата	חטיבת
седма	seven
седма	שבעה
седма	שבע
седма	שביעי
седма	השביעית
козината	פרווה
вале	וייל
свещена	קדושה
свещена	מקודשת
свещена	מקודש
свещена	קדוש
смъртни	תמותה
арменци	הארמנים
арменци	ארמני
предложен	הצעות
предложен	הצעת
предложен	הציע
предложен	הצעה
предложен	הוצע
предложен	מוצעת
лил	ליל
торпеда	טורפדו
историография	היסטוריוגרפיה
казимир	קזימיר
панаир	הקרנבל
панаир	קרנבל
панаир	הוגן
панаир	הוגנת
панаир	יריד
психиатър	פסיכיאטר
психиатър	הפסיכולוג
психиатър	להתכווץ
психиатър	פסיכיאטרית
психиатър	פסיכיאטר
мембрана	קרום
конете	סוסים
травма	פציעה
травма	טראומה
травма	טראומת
последствия	השלכות
последствия	תוצאה
последствия	השלכה
последствия	השלכות
намерението	כוונה
сабин	סבין
университетите	אוניברסיטאות
смъртност	תמותה
ленти	רצועות
ленти	קלטות
ленти	הקלטות
ленти	חשפנות
ленти	רצועה
псевдоними	כינויים
рамки	מסגרות
вратите	דלתות
кабо	כף
кабо	גלימה
кабо	קאבו
регулиране	הסתגלות
регулиране	לווסת
скъпи	יקירי
скъпи	יקירה
скъпи	יקרים
скъпи	היקר
скъпи	יקירתי
скъпи	יקר
потомък	נצר
потомък	צאצא
процесор	מעבד
процесор	מעבד
трудни	קשה
трудни	קשים
справедливост	הצדק
справедливост	צדק
вар	וארוס
вар	ליים
доставка	משלוחים
доставка	משלוח
доставка	משלוחים
доставка	משלוח
доставка	אספקת
доставка	אספקה
бенд	בנד
бенд	לכופף
влага	לחות
влага	הלחות
влага	לחות
влага	הלחות
странно	מוזרה
странно	מוזר
странно	מוזרים
странно	מוזרה
странно	מוזר
странно	מוזרות
странно	משונה
странно	מוזרה
странно	מוזר
странно	מוזרות
странно	אוד
уста	מאות
фил	פיל
хага	הייג
хага	האג
оцветяване	צביעה
кит	לוויתן
кит	לווייתן
кит	קיט
кит	ערכה
кит	קיט
беневенто	בנוונטו
форест	פורסט
форест	יער
форест	היער
футуна	ופוטונה
клиника	מרפאה
клиника	המרפאה
клиника	מרפאת
пиза	פיזה
жълта	צהוב
жълта	צהובה
унищожен	נהרס
унищожен	הושמד
унищожен	הרס
унищожен	הרוס
унищожен	נהרסו
тито	טיטו
готовност	המוכנות
мил	מיל
инструктор	מדריכה
таланти	כישרונות
таланти	כשרונות
таланти	כישרון
таланти	כשרון
дюселдорф	דיסלדורף
дюселдорф	דיסלדורף
обичай	מנהג
констанций	קונסטנטיוס
сива	אפורה
сива	גריי
сива	אפור
сива	אפורה
сива	גריי
сива	אפור
изкопаеми	מאובן
изчислява	מחשבת
отзиви	ביקורות
рожден	יומולדת
скрити	מוסתרת
скрити	נסתר
скрити	נסתרת
скрити	חבוי
скрити	מוסתר
съхраняване	אחסון
съхраняване	איחסון
съхраняване	מחסן
модула	הנחתת
телескоп	הטלסקופ
телескоп	טלסקופ
назначение	משימה
назначение	מטלה
отговорни	אחראית
отговорни	אחראי
отговорни	אחריות
отговорни	האחראי
отговорни	אחראיות
отговорни	אחראים
осетия	אוסטיה
ангели	מלאכיות
ангели	מלאכים
толкин	טולקין
кантон	קנטון
насекомо	חרק
адреси	כתובות
благородници	אצילים
благородници	האצילים
благородници	אצילים
рамо	כתף
рамо	הכתף
фабрики	מפעלים
малц	מאלט
билборд	חוצות
нюкасъл	ניוקאסל
европейците	האירופאים
европейците	אירופאים
изненадващо	במפתיע
изненадващо	מפתיעה
изненадващо	מפתיע
изненадващо	מפתיעים
жлеза	בלוטת
доставя	לספק
сбор	הסכום
сбор	סכום
приск	פריסקוס
газа	לעזה
газа	עזה
мек	רך
мек	רכים
мек	רכות
мек	הרך
мек	רכה
модернизация	שדרוג
избрано	נבחר
избрано	נבחרים
избрано	הנבחר
избрано	נבחרו
избрано	נבחר
избрано	נבחרים
избрано	שנבחר
избрано	נבחרו
избрано	נבחרה
сигизмунд	זיגיסמונד
отрасли	תעשיות
отрасли	מגזרים
чувствата	תחושות
чувствата	רגשות
упадък	לסרב
упадък	ירידה
упадък	סרב
упадък	דחה
неутрална	נייטרלי
родригес	רודריגז
родригес	רודריגז
родригес	רודריגס
николаевич	ניקולייביץ
райна	ריינה
райна	ריינה
слалом	סלאלום
лозя	כרם
лозя	הכרם
лозя	כרמים
лозя	גפן
лозя	הגפנים
поли	פולי
поли	פולי
поли	חצאית
поли	חצאיות
гнездо	קן
гнездо	הקן
николо	ניקולו
провери	בדוק
лиза	ליסה
лиза	ליזה
лиза	לייזה
чужда	זר
чужда	זרה
чужда	זרות
тестване	בדיקה
тестване	בדיקות
авиацията	תעופה
мичъл	מיטשל
виното	יין
точна	מדוייק
точна	מדויק
точна	מדויקים
точна	מדויקת
съществувал	התקיים
съществувал	קיים
психолози	פסיכולוגים
линейни	לינארי
албин	אלבין
временен	זמנית
временен	זמני
временен	טמפרטורה
аргос	ארגוס
графичен	ציורי
графичен	גרפי
графичен	גרפיקה
водачите	נהגים
ядрено	גרעין
ядрено	גרעינית
ядрено	גרעיני
вариации	וריאציות
полу	חצי
верди	ורדי
нба	nba
разход	העלות
разход	מחיר
разход	עלות
разход	הוצאה
разход	הוצאות
разход	הוצאה
атома	אטום
преместена	הועבר
преместена	עבר
преместена	עברה
клипове	מחסניות
клипове	קליפים
клипове	סרטונים
искра	הניצוץ
искра	ניצוץ
недостиг	מחסור
недостиг	מחסור
вер	ויר
алба	אלבה
логически	לוגיקה
логически	הגיוני
логически	לוגי
логически	לוגיקה
логически	היגיון
логически	הגיון
пионер	חלוץ
пионер	החלוץ
пионер	פיוניר
лео	לאו
лео	ליאו
заем	הלוואה
никопол	ניקופול
хенриета	הנרייטה
мартинес	מרטינז
мой	מוקש
мой	שלי
извънредно	הארכה
наблюдавани	נצפו
наблюдавани	מציינים
наблюдавани	צפתה
наблюдавани	צפיתי
наблюдавани	צפו
наблюдавани	צפה
наблюдавани	צפית
наблюдавани	במעקב
решетка	גריל
решетка	מנגל
решетка	רשת
пабло	פבלו
пабло	פאבלו
читатели	קוראים
читатели	הקוראים
корупция	שחיתות
социалисти	סוציאליסטים
марсел	מרסל
симптомите	תסמינים
симптомите	תסמין
симптомите	התסמינים
симптомите	סימפטומים
талин	טאלין
заводи	צמחים
заводи	מפעלים
композира	להלחין
композира	והלחין
предотвратяване	למנוע
предотвратяване	תמנע
предотвратяване	מנע
предотвратяване	מניעה
геоложки	הגיאולוגי
антични	עתיק
коалицията	הקואליציה
политики	מדיניות
печатни	הדפסת
печатни	מודפס
максимален	מרבי
максимален	מירבי
максимален	מקסימום
максимален	מקסימלי
максимален	המקסימום
клей	חימר
клей	קליי
грубо	גס
грубо	גולמי
грубо	קשוח
грубо	מחוספס
грубо	גס
грубо	חצוף
грубо	חצופה
грубо	חוצפה
грубо	גס
географ	גאוגרף
франки	פרנקי
жозе	חוסה
жозе	חוסה
хармония	הרמוני
хармония	הרמוניה
бъдещ	עתיד
бъдещ	עתידי
бъдещ	העתיד
нацистите	נאצים
нацистите	הנאצים
декоративни	קישוט
декоративни	לקישוט
декоративни	מעוצב
декоративни	נוי
загубите	אבדות
загубите	אבידות
загубите	ההפסדים
загубите	הפסדים
уокър	הליכון
уокър	ווקר
регистриран	רשום
регистриран	רשומה
оверн	אוברן
гущери	לטאות
единбург	אדינבורו
горене	בעירה
горене	שורף
горене	שריפת
горене	בוער
горене	בוערת
пушкин	פושקין
измислен	המציאה
измислен	הומצא
измислен	המציא
измислен	בדיונית
измислен	בדיוני
измислен	בדוי
отровни	רעילה
отровни	רעיל
отровни	ארסי
фасадата	חזות
тежест	עול
тежест	נטל
тежест	משקל
тежест	חומרת
репутация	מוניטין
репутация	מוניטין
споменаване	להזכיר
споменаване	איזכור
споменаване	אזכור
автобус	אוטובוס
автобус	האוטובוס
милош	מילוש
олимпия	אולימפיה
разследването	חקירה
вторник	שלישי
омар	לובסטר
омар	עומר
омар	עומאר
изпит	בחינה
изпит	בחינות
изпит	מבחנים
изпит	הבחינות
мечта	חלום
мечта	החלום
мечта	לחלום
комикси	קומיקס
комикси	קומיקס
събрания	פגישות
събрания	מפגשים
събрания	ישיבות
събрания	אסיפות
истинско	ריאל
истинско	אמיתי
истинско	אמיתית
истинско	אמיתיים
истинско	אמיתיות
въведено	הציג
въведено	הציגה
разходка	הליכה
разходка	הליכה
разходка	ללכת
установен	מבוסס
установен	הוקם
установен	הוקמה
ферма	חוות
ферма	חווה
ферма	פרמה
троя	טרוי
троя	טרויה
благородник	אציל
благородник	אציל
благородник	נובל
благородник	אצילי
благородник	אצולה
перес	פרז
укрепване	לחיזוק
укрепване	לחזק
укрепване	חיזוק
укрепване	חיזוק
таен	סודית
таен	סוד
таен	סודיות
таен	סודי
спин	איידס
окръжност	עיגול
окръжност	המעגל
окръжност	מעגל
окръжност	חוג
частица	חלקיק
китаристи	גיטריסטים
теза	התזה
олимп	אולימפוס
хотели	מלונות
пистолет	אקדח
пистолет	אקדח
пистолет	רובה
арест	מעצר
ресурс	משאב
пир	משתה
пир	סעודה
пир	סעודת
реалността	המציאות
реалността	מציאות
преценка	שיפוט
преценка	הערכת
преценка	הערכה
преценка	שיפוט
преценка	השיפוט
оформление	פריסה
херцогството	הדוכסות
пода	קומה
пода	רצפה
фараон	פרעה
легиона	הלגיון
легиона	לגיון
линда	לינדה
изключителен	מצטיין
демонстрация	הדגמה
демонстрация	הפגנה
шарлот	שרלוט
шарлот	שארלוט
анимация	אנימציה
анимация	קריקטורות
избити	שחט
избити	שחטו
сад	סאד
шалке	שאלקה
маркиз	המרקיז
църковните	הכנסייתי
внос	ייבוא
внос	יבא
внос	מיובא
внос	יובא
регионите	אזורים
регионите	אזורי
централни	סנטרל
централни	מרכזית
централни	מרכז
централни	מרכזי
куб	הקוביה
куб	קובייה
вината	אשמה
невски	נבסקי
дебела	עבה
дебела	עבות
дебела	שמן
дебела	שמנים
дебела	שמנה
дебела	שומן
тирел	טיירל
моряци	מלחים
моряци	ימאים
месечна	חודשי
месечна	חודשיים
месечна	חודשית
покер	פוקר
отзад	אחורי
отзад	אחורית
отзад	אחוריים
мит	mit
мит	מיתוס
мит	מיתולוגיה
мит	mit
хубава	ניס
хубава	נחמד
съставки	המרכיבים
съставки	מרכיבים
съставки	רכיבים
съставки	מצרכים
робинсън	רובינסון
убеждения	הרשעות
убеждения	אמונות
убеждения	האמונות
урал	אורל
урал	אורל
хъдсън	הדסון
хъдсън	האדסון
кент	קנט
ценен	מוערך
ценен	מוערכת
правен	חוקי
правен	משפטי
правен	חוקית
правен	חוקיים
правен	חוקיות
дискриминация	אפליה
дискриминация	מפלה
митридат	מיתרידטס
хранително	תזונתי
драмата	דרמה
харт	הארט
иглолистни	מחטניים
индивид	הפרט
позволено	מותרת
позволено	מותר
позволено	מורשה
позволено	מותרת
работен	עובדת
работен	עובד
филипс	פיליפס
филипс	פיליפס
тъмен	אפל
тъмен	אפלה
тъмен	חושך
тъмен	כהה
антигуа	אנטיגואה
прозорци	windows
прозорци	חלון
прозорци	חלונות
полицай	שוטר
полицай	שוטרת
полицай	קצינה
полицай	שוטר
полицай	קצין
полицай	שוטרת
полицай	שוטר
бисмарк	ביסמרק
бомбардировки	פיגוע
бомбардировки	הפצצת
бомбардировки	הפיגוע
одобрен	מאושר
одобрен	אושר
одобрен	אושרו
одобрен	אושרה
монархията	המלוכה
евгения	יבגניה
упражнения	תרגילים
упражнения	התעמלות
упражнения	תרגיל
свине	חזירים
свине	חזיר
цивилизации	תרבויות
алонсо	אלונסו
алонсо	אלונזו
худ	הוד
худ	ברדס
отстъпление	לסגת
отстъпление	נסיגה
изправен	זקוף
монтаж	ההתקנה
монтаж	התקנה
монтаж	מונטאז
монтаж	גובר
монтаж	עריכה
мастърс	מאסטרס
мастърс	אדונים
плати	שלם
плати	שלמי
квадрат	סקוור
квадрат	כיכר
квадрат	ריבוע
квадрат	מרובע
фернандес	פרננדז
ауди	אאודי
популации	אוכלוסיות
доминик	דומיניק
доминик	דומיניק
хорхе	חורחה
субект	נושא
повлияни	הושפע
повлияни	מושפעת
повлияни	השפיע
повлияни	מושפע
апсида	אפסיס
нападнат	הותקף
нападнат	תקף
нападнат	הותקפה
собствениците	בעלים
гласна	תנועה
обитатели	תושבים
обитатели	מתמחים
обитатели	תושבים
хермес	הרמס
труден	קשוח
труден	קשה
труден	קשוחים
труден	קשוחה
труден	קשה
труден	קשים
хиляда	אלף
преобразуване	המרה
преобразуване	להמיר
преобразуване	המרה
телефони	טלפונים
телефони	טלפונים
корема	בטן
корема	כרס
корема	בטן
подкрепления	תגבורת
следващо	הבא
уан	ואנג
уан	וונג
уан	וואנג
витгенщайн	ויטגנשטיין
вдигане	הרמת
вдигане	מרימה
предварителен	ראשונית
хюго	הוגו
розово	ורודה
розово	וורוד
розово	פינק
розово	ורוד
федерико	פדריקו
каспийско	הכספי
месина	מסינה
ерата	עידן
албърт	אלברט
албърт	אלבר
електрони	אלקטרונים
партизаните	פרטיזנים
камерата	מצלמה
камерата	המצלמה
камерата	מצלמת
марцел	מרסלוס
изненада	הפתעה
елени	אלני
елени	צבי
елени	אייל
елени	איילים
хипотези	השערות
хипотези	הנחות
норман	נורמן
бордо	בורדו
лиляна	ליליאנה
концертите	קונצרטים
концертите	הופעות
фауст	פאוסט
фауст	פאוסטוס
кръстена	הוטבל
фейсбук	facebook
фейсбук	פייסבוק
грижа	אכפת
соколов	סוקולוב
никол	ניקול
приготвяне	הכנות
приготвяне	ההכנה
приготвяне	הכנה
приготвяне	מתכוננת
приготвяне	מתכוננים
приготвяне	מתכונן
приготвяне	מכין
отклонение	סטייה
братовчедка	דודן
спазване	צייתנות
спазване	ציות
пазарна	השוק
пазарна	שוק
пазарна	מרקט
спомен	הזיכרון
спомен	זיכרון
спомен	זכרון
сулпиций	סולפיקיוס
чаша	זכוכית
чаша	גלאס
чаша	הספל
чаша	ספל
чаша	גביע
чаша	ספל
чаша	כוס
навара	נוואר
костенурка	צב
искания	בקשות
искания	דרישות
напитка	משקה
напитка	משקאות
динамика	דיינמיקס
динамика	דינמי
хедвиг	הדוויג
участвала	השתתפו
участвала	השתתפה
участвала	השתתפתי
участвала	השתתף
меко	רך
меко	רכים
меко	רכות
меко	הרך
меко	רכה
саманта	סמנתה
победени	מנוצחים
победени	מובס
победени	תבוסה
победени	הובס
предположения	הנחות
предположения	ניחושים
соня	סוניה
соня	סוניה
соня	סוניה
дребен	קטן
дребен	קטנים
дребен	קטנה
дребен	סמול
дребен	קטנות
изследователите	חוקרים
изгрев	הזריחה
изгрев	זריחה
кос	קוס
горан	גוראן
зло	רשע
зло	הרוע
зло	רוע
вертикално	אנכי
вертикално	אנכית
вертикално	אנכי
вертикално	אנכית
акцент	מבטאים
акцент	מבטא
акцент	המבטא
акцент	מבטא
акцент	דגש
наруто	נארוטו
сделка	עסקה
сделка	מציאה
сделка	עסקה
сделка	דיל
вдъхновение	השראה
рог	הורן
рог	צופר
разширена	המורחבת
разширена	מורחב
разширена	מורחבת
разширена	מורחב
разширена	התרחב
разширена	מוגדלת
главите	ראשים
люис	לואיס
инициативи	יוזמות
концепции	מושגים
активисти	פעילים
положителен	חיובית
положителен	חיובי
положителен	חיוביות
орбитален	מסלולית
ханибал	חניבעל
историците	היסטוריונים
руди	רודי
татари	טטרים
посетителите	אורחים
посетителите	מבקרים
водене	שמירת
национализъм	לאומיות
капела	הקפלה
капела	קפלה
откритие	דיסקברי
откритие	התגלית
откритие	תגלית
откритие	גילוי
недостатък	פגם
недостатък	חסרונות
