تامیل	tamilski
نیکلای	nikolaj
نیکلای	nikolay
رؤیا	roya
رؤیا	dream
رؤیا	san
رؤیا	sanjaj
اهدای	donator
اهدای	donor
اهدای	donatora
پرل	pearl
پرل	biser
پرل	bisera
پرل	perl
رفیق	druze
لیو	liv
بدانند	znati
بدانند	znaj
مناظره	debata
مناظره	rasprava
مناظره	rasprave
مناظره	debate
مناظره	debate
میکرو	mikro
ادراک	percepcije
ادراک	percepcija
بادهای	vjetrovi
تاب	ljuljanje
تاب	zamah
ناتینگهام	nottingham
بیاورید	donesite
پنهانی	tajno
پنهانی	potajno
صمیمی	srdačan
صمیمی	intimno
صمیمی	intimni
صمیمی	intimna
زینب	zeynep
قربان	gospodine
سوءاستفاده	zloupotreba
سوءاستفاده	zlostavljanje
جنوا	genovi
گنگ	glup
گنگ	banda
گنگ	gang
مچ	zglob
یخی	frost
یخی	mraz
یخی	leda
یخی	led
یخی	ice
قحطی	glad
قحطی	gladi
ماسک	masku
ماسک	maske
ماسک	maska
ماسک	maske
میگیرد	uzima
میگیرد	prima
مکانیزم	mehanizam
شهدا	mučenici
شهدا	mučenika
قرض	kredit
قرض	zajam
قرض	duga
قرض	dugovi
قرض	dug
قرض	posudi
قرض	posuditi
استوا	ekvator
دشواری	poteškoće
دشواری	poteškoća
دشواری	teškoća
دشواری	teškoće
مهمات	municija
مهمات	streljivo
مهمات	municiju
آند	andski
رحمان	rahman
وصیت	zavjet
محفظه	kapsule
محفظه	kapsulu
محفظه	kapsula
دول	dol
مشاوران	konzultanti
مشاوران	savjetnici
احتراق	izgaranje
احتراق	paljenja
احتراق	paljenje
تختی	njeno
تختی	njezin
تختی	njen
تختی	njena
درواقع	zapravo
کلک	obmana
کلک	trick
کلک	trik
گرده	pelud
متخصصین	eksperti
متخصصین	stručnjaci
متخصصین	tech
متخصصین	specijalisti
تریپل	trostruko
تریپل	trostruki
فسیلی	fosil
مهاجرین	migranata
مهاجرین	imigranti
مهاجرین	imigrante
مهاجرین	imigranata
مهاجرین	izbjeglica
مهاجرین	izbjeglice
پروسه	postupak
پروسه	proces
گوهر	srž
گوهر	suština
تراشه	čip
تراشه	chip
تراشه	cip
تحقیر	ponižen
تحقیر	ponižavajuće
تحقیر	poniženje
تحقیر	prezir
عنکبوتی	pauk
عنکبوتی	spider
پوینت	točka
جراح	kirurg
جراح	kirurga
جراح	jarrah
نورنبرگ	nürnberg
اتمسفر	atmosfera
اتمسفر	atmosferu
اتمسفر	atmosferski
قفس	kavez
قفس	cage
شهوانی	erotske
جاسوس	špijun
دوجانبه	bilateralne
دوجانبه	bilateralni
پروتون	proton
لورا	laura
لورا	lauri
لورا	lora
آشکارا	javno
ساسکاچوان	saskatchewan
لکه	mrlje
لکه	mrlja
لکه	mrlja
لکه	mrlju
سوارکاری	jahanje
سوارکاری	jahanja
سوارکاری	konjički
متریک	metričkih
جاش	josh
بحر	morem
بحر	moru
بحر	more
حسابرسی	revizija
حسابرسی	revizije
حسابرسی	računovodstvo
گلوکز	glukoze
یگان	jedinica
قرارگاه	naselje
قرارگاه	nagodba
بوریس	boris
گروگان	taoci
گروگان	talac
گروگان	taoc
تدارک	priprema
تدارک	pripreme
جووانی	giovanni
دینار	dinara
انور	enver
انور	anwar
ویک	vic
ویک	vik
استارک	stark
اتلاف	otpad
بای	zaljev
بای	uvala
بای	bay
مونترال	montrealu
مونترال	montreal
کعبه	kaba
ابدی	vječna
ابدی	vječni
ابدی	besmrtni
ابدی	besmrtan
ابدی	besmrtna
پتر	petre
پتر	peter
پتر	petra
پتر	petar
پتر	petr
سیلیکات	silikat
مهری	pečat
نزول	spuštanje
پروتستان	protestantska
تجلیل	proslava
تجلیل	slavlje
سپر	štit
سپر	branik
فرات	eufrat
ایزدی	providence
اسکیت	klizanje
اسکیت	klizati
اسکیت	skateboarding
آراسته	atraktivna
آراسته	privlačno
آراسته	privlačan
آراسته	privlačna
آراسته	uređena
آراسته	odlikovan
بورلی	beverly
چهارراه	križanje
چهارراه	raskrižje
چهارراه	raskrižju
فراطبیعی	paranormalno
سلاطین	kraljevi
سلاطین	kraljeva
سایمون	simone
سایمون	simon
سایمون	simona
والاس	wallace
دیکتاتوری	diktatorski
دیکتاتوری	diktature
سویی	sui
اندلس	andaluzija
لوسی	lucy
لوسی	lusi
خشکسالی	glad
خشکسالی	suša
خشکسالی	suše
اولاد	potomstvo
اولاد	potomci
سمفونیک	simfonijske
الموت	alamut
ریکاردو	riccardo
ریکاردو	ricardo
برانگیخت	recitira
کلوپ	klub
کلوپ	club
پوشیدن	nošenje
پوشیدن	noseći
پوشیدن	nosi
پوشیدن	obuci
کلاب	klub
کلاب	club
تایی	tae
لایپزیگ	leipzigu
نفرت	mržnja
نفرت	mržnja
نفرت	mrzim
نفرت	hate
برخاست	polijetanje
هالی	holly
چهاردهمین	fourteenth
ادواردز	edwards
نواری	vrpca
مونته	monte
آناهیتا	anahita
هافمن	hoffmann
هافمن	hoffman
غزنوی	gazni
آشتی	primirje
تروریست	teroristička
تروریست	terorist
تروریست	teroristički
تروریست	terorista
تروریست	teroriste
تروریست	teroristima
تروریست	teroristi
انصار	ansar
ارگان	organe
ارگان	organa
ارگان	organi
ارگان	organa
ارگان	orgulje
ارگان	organ
خفیف	blaga
خفیف	blage
خفیف	blagi
خفیف	blag
مخروطی	kupu
مخروطی	kornet
بازجویی	ispitivanja
بازجویی	ispitivanje
بازجویی	preispitivanje
بازجویی	ispitivanje
انبساط	proširenja
انبساط	širenje
انبساط	proširenje
قفسه	polica
قفسه	policu
قفسه	polici
قفسه	ormaru
قفسه	ormar
پرتقال	narančasta
پرتقال	orange
پرتقال	narančasto
پرتقال	naranče
پرتقال	naranče
نایت	vitez
نایت	skakač
کامیون	kamion
شهریاری	monarhije
فلک	ferris
اسپرت	sportski
اسپرت	sportovi
اسپرت	sport
جواهرات	dragulji
جواهرات	dragulje
جواهرات	nakita
جواهرات	nakit
جواهرات	nakita
جواهرات	nakit
بیا	dođi
کورپوریشن	korporacija
ویلی	vili
ویلی	willie
مارپیچ	labirint
مارپیچ	labirint
مارپیچ	serpentine
مارپیچ	spirale
مارپیچ	helix
ترنر	turner
میکروسکوپ	mikroskopom
میکروسکوپ	mikroskop
نکا	neckar
بیم	warner
سگا	sega
سگا	psima
سگا	psi
سگا	pasa
نهر	creek
پارما	parma
جزیی	trivijalno
گوارشی	gastrointestinalni
گوارشی	probavni
سوسک	žohari
سوسک	žohar
سوسک	žohara
سوسک	buba
بزرگسال	odraslo
بزرگسال	odrasli
بزرگسال	odraslima
بزرگسال	odrasli
لیبرالیسم	liberalizam
وجوه	sredstva
وجوه	sredstava
وجوه	fondove
غشای	membranu
فلیکس	felix
پیکربندی	konfiguracija
شنی	pijesak
شنی	sand
شنی	pješčana
دخیل	umiješan
دخیل	uključen
دخیل	uključeni
کلیولند	clevelandu
کلیولند	cleveland
صوری	formalno
صوری	formalni
چهارگانه	četverostruko
رهنمودهای	smjernica
رهنمودهای	smjernice
بنفیکا	benfica
شیرجه	ronjenje
شیرجه	ronjenja
شیرجه	ronjenje
شیرجه	roniti
شیرجه	zaroni
قسمتهای	epizode
تریلیون	trilijuna
معاف	izuzeti
جدیدترین	najnoviji
جدیدترین	najnovija
جدیدترین	najnovije
جدیدترین	najnoviji
جدیدترین	najnovije
باشکوه	veličanstveni
باشکوه	veličanstveno
باشکوه	veličanstven
تصدیق	potvrda
تصدیق	potvrdi
تصدیق	priznao
تصدیق	potvrđuje
تصدیق	potvrđujem
رویارویی	susret
گرگوری	gregory
کلارا	klara
کلارا	clara
کلارا	klara
جاوید	javed
جاوید	besmrtni
جاوید	besmrtan
جاوید	besmrtna
کینگز	kraljevi
کینگز	kraljeva
سوشی	suši
واتسون	watson
استن	stan
استن	stana
استن	sten
کریستف	christof
کریستف	christoph
رصد	opservatoriju
رصد	promatranje
سوژه	predmet
سوژه	subjekt
تنباکو	duhan
فنلاندی	finska
فنلاندی	finski
عاقبت	ishod
آلکساندر	alexandre
مونرو	monroe
ارل	earl
گنجشک	vrapci
گنجشک	vrabac
گنجشک	sparrow
گاردین	skrbnik
گاردین	čuvar
زوال	raseljeni
فروید	freud
اسلو	oslu
بلکبرن	blackburn
جردن	jordan
تراژدی	tragedije
تراژدی	tragedija
سباستین	sebastian
سباستین	sebastiana
رؤیای	dream
رؤیای	san
رؤیای	sanjaj
المپیاد	olimpijada
بتهوون	beethoven
وردی	verdi
کانونی	žarišna
فلوئورید	fluorid
دوزیستان	vodozemac
موریتانی	mauritanije
ادراری	urinarni
کلاوس	klaus
کلاوس	klausa
گراند	grande
گراند	grand
شاهدخت	princeza
شاهدخت	princess
برمه	burmi
برمه	burmanski
واعظ	propovjednik
خر	magarac
هانوفر	hanover
هانوفر	hannover
ریگ	platformi
پیشگام	pionir
اساسنامه	statut
الکترو	elektro
فشاری	pritisak
فشاری	tlak
غریبه	stranci
غریبه	strancima
غریبه	čudnije
غریبه	stranac
شهرستانهای	županije
شمشیربازی	mačevanje
شمشیربازی	mačevanje
آپارتمان	stan
آپارتمان	apartman
شیمیدان	kemičar
سفت	čvrsto
بتنی	bethany
ولت	volt
تاین	tyne
نیش	ubod
نیش	sting
لیژ	liège
دیروز	jučer
کیوتو	kyoto
اوژن	eugene
عیب	mana
عیب	defekt
ریل	željeznicom
تعالیم	doktrina
معابد	hramove
ماهیگیری	pecanje
ماهیگیری	ribolov
ماهیگیری	peca
غیرعادی	neobično
پیرس	pierce
هولمز	holmes
ظلم	ugnjetavanja
ظلم	potlačeni
ظلم	okrutnost
ظلم	okrutnosti
ظلم	nepravda
ظلم	nepravdu
ظلم	nepravde
تمرینات	trening
تمرینات	obuka
تمرینات	treniranje
خرچنگ	rakove
خرچنگ	rakova
خرچنگ	rakovi
خرچنگ	jastoga
خرچنگ	jastog
خرچنگ	rakova
خرچنگ	crab
کشنده	smrtonosni
کشنده	smrtonosno
کشنده	smrtonosni
کشنده	smrtonosno
کشنده	smrtonosno
کشنده	fatalna
کشنده	fatalno
بوته	bush
بوته	grm
ناظری	spectator
کاتالان	katalonski
مورفی	murphy
خوارزم	horezm
گرسنگی	gladi
گرسنگی	glad
پالایش	filter
پالایش	filtar
پالایش	filtriranje
رمزی	ramsey
شاهکار	štos
شاهکار	podvig
نویز	buka
نویز	buku
نویز	buke
ادریس	enoch
ادریس	idris
نمانده	skoro
نمانده	gotovo
رسوب	sedimenta
صافی	safija
داش	dash
داش	crtica
ریچل	rachel
شیلا	sheila
عبدی	abdi
جغد	sova
جغد	sove
جغد	sovu
عمرو	amr
تاثیرات	učinci
تاثیرات	efekti
احتمالات	vjerojatnosti
احتمالات	šanse
احتمالات	izgledi
احتمالات	vjerojatnost
احتمالات	vjerojatnosti
یتیم	siročad
یتیم	siročadi
یتیم	siroče
دوس	dos
شفا	ozdravi
شفا	izliječiti
شفا	liječenje
شفا	ozdravljenje
شفا	ozdravio
شفا	izliječio
مغازه	radnja
مغازه	shop
مغازه	prodavaonica
مغازه	trgovina
چرخشی	rotirajuće
نشانگان	sindrom
نهفته	latentne
نهفته	ugrađen
نهفته	ugrađeni
روانپزشکی	psihijatrija
روانپزشکی	psihijatriju
روانپزشکی	psihijatrije
روانپزشکی	psihijatrijska
روانپزشکی	psihijatrijski
چیره	dominirala
بلوچی	bellucci
گلکسی	galaksije
گلکسی	galaksiji
گلکسی	galaksija
گلکسی	galaxy
گلکسی	galaksiju
درازا	dugotrajno
پاها	noge
خواهران	sestre
خواهران	sestrama
ریخت	prolio
ریخت	prolivena
اکو	eko
اکو	eko
اکو	eho
اکو	jeka
اکو	odjek
اکو	echo
قبله	smjer
قبله	pravac
قبله	smjeru
استبداد	tiranije
خوشبختانه	srećom
تیتراژ	krediti
تیتراژ	kredite
ولفگانگ	wolfgang
وزنه	utege
وزنه	težina
وزنه	težinu
اجداد	preci
اجداد	precima
اجداد	pretke
اجداد	predak
پت	ljubimca
پت	ljubimac
پت	pat
پاپی	poppy
پاپی	mak
پاپی	papi
قیصر	kaiser
پایش	skeniranje
پایش	skeniranja
پایش	praćenje
آلیکانته	alicante
فانی	fanny
فانی	smrtnik
فانی	smrtni
فانی	smrtno
فانی	smrtna
پهلو	strana
پهلو	strane
اکسپرس	express
اسکس	essex
نخبگان	elita
نخبگان	elite
فینیکس	kapsule
فینیکس	feniks
فینیکس	phoenix
کرو	crow
کرو	vrana
کرو	vrane
کرو	karev
ترتیبی	redni
ترتیبی	sekvencijalni
کرایسلر	chrysler
هوتن	hutton
هوتن	houten
هوتن	houghton
غیرانتفاعی	neprofitna
صفا	safa
ساسکس	sussexu
تاجگذاری	krunidbu
فسفر	fosfor
بولتون	bolton
چشمی	oka
چشمی	oko
اوتار	uttar
اوا	eva
هلسینکی	helsinkiju
آندورا	andora
اجبار	silom
اجبار	prisili
اجبار	sile
اجبار	sila
اجبار	prisila
اجبار	prisile
اجبار	prisila
اجبار	prisile
اجبار	prisiljen
اجبار	prisiljeni
اجبار	prisilno
اجبار	prisilio
معقول	razuman
معقول	razumno
معقول	racionalno
معقول	razumno
معقول	racionalan
معقول	razumno
معقول	razuman
معقول	razumna
بارگیری	preuzimanje
بارگیری	učitavanje
بارگیری	utovar
بارگیری	skidanje
بارگیری	preuzimanje
بارگیری	skinuo
مذکر	muško
مذکر	mužjak
مذکر	muškarac
مذکر	muški
دایناسور	dinosaur
دایناسور	dinosaura
بقا	opstanak
بقا	preživljavanje
تورینو	tra
تورینو	torino
متفرقه	razno
متفرقه	razni
آدریان	adriane
آدریان	adrian
هیچکدام	nijedan
هیچکدام	nijedna
برشی	shear
اویل	ulje
اویل	nafta
گیبسون	gibsona
گیبسون	gibson
استثنای	izuzetak
استثنای	iznimka
هراس	užas
هراس	teror
آوازی	vokalni
آوازی	vokal
مغولی	mongolski
استفن	stefana
استفن	stefan
استفن	stefanu
استفن	steffen
رسوایی	skandal
آویزان	hung
آویزان	objesio
آویزان	obješen
آویزان	objesiti
آویزان	objesi
آویزان	vješanje
آویزان	visi
طغیان	pobunio
طغیان	buntovnik
طغیان	pobunjenika
طغیان	pobunjenik
طغیان	pobune
طغیان	pobuna
طغیان	ustanak
نیاکان	preci
نیاکان	precima
نیاکان	pretke
نیاکان	predak
مسخره	smiješno
الزامی	obavezno
عجیبی	čudno
حمد	hamad
حمد	slava
حمد	pohvala
حمد	pohvale
نوشیدن	pila
نوشیدن	pije
نوشیدن	pijem
نوشیدن	piće
سفره	stol
سفره	tablica
مالدیو	maldivima
هل	kardamom
هل	guranje
هل	gura
هل	hala
هل	hal
اشمیت	schmidt
اشمیت	schmitt
لوتر	luther
راهبرد	smjernica
راهبرد	strategije
راهبرد	strategiju
راهبرد	strategija
رمزگذاری	kodiranje
فرانچسکو	francisco
فرانچسکو	francisca
فرانچسکو	francesco
زا	generator
مصادره	zaplijenili
سازندگی	radovi
سازندگی	izgradnja
سازندگی	konstrukcija
سازندگی	gradnja
سازندگی	izgradnju
وارث	nasljednik
وارث	nasljednika
روزولت	roosevelt
قصبه	parish
قصبه	župi
قصبه	župe
دماغه	rt
دماغه	cape
دماغه	plašt
دماغه	ogrtač
اولا	ola
قدردانی	zahvalnosti
قدردانی	zahvalnost
قدردانی	zahvalnost
ویتنی	whitney
کوستا	costa
کوستا	kosta
دیم	dim
راش	rush
راش	navala
راش	nalet
ققنوس	feniks
ققنوس	phoenix
اوراسیا	euroazije
مرگبار	smrtonosni
مرگبار	smrtonosno
مرگبار	smrtonosno
مرگبار	fatalna
مرگبار	fatalno
کابین	kabini
کابین	kabina
کابین	koliba
وکالت	odvjetnik
جوجه	kokoš
جوجه	piletina
جوجه	pile
بهبودی	oporavak
بهبودی	poboljšanja
بهبودی	poboljšanje
عینک	čaše
عینک	naočale
هومبولت	humboldt
بریدن	rezanje
مارکسیسم	marksizam
متابولیسم	metabolizam
میرود	ide
میرود	šetnje
میرود	hoda
کج	pokvareni
ناکام	razočaran
ناکام	razočarana
ناکام	razočarani
ناکام	frustriran
ناکام	frustrirana
شمع	svijeća
شمع	svijeću
شمع	svijeće
تاد	todd
توبه	pokajanje
مترادف	sinonim
مترادف	sinonim
شلوغ	neuredna
شلوغ	neuredno
شلوغ	zauzet
شلوغ	zauzeto
شلوغ	bučno
شلوغ	gužva
ژولیت	juliette
ژولیت	juliet
ژولیت	julija
بنیامین	benjamin
فال	bogatstvo
پارسا	parsa
ونسان	vincent
لوکا	luca
لوکا	luka
یوجین	eugene
فیس	facebooku
فیس	facebook
هاروی	harvey
توییتر	twitter
توییتر	twitteru
ید	jod
تنور	pećnica
تنور	peć
تنور	tenor
توگو	togo
عصبانی	ljut
عصبانی	ljuta
جوآن	joan
شعرای	stihovi
شعرای	stihove
آوانگاری	fonetski
استوک	stoke
صفار	suffer
زباله	otpad
زباله	smeće
زباله	smeće
آشیانه	gnijezdo
آشیانه	gnijezda
آشیانه	hangar
جوندگان	glodavac
توهم	halucinacija
توهم	halucinacije
توهم	iluziju
توهم	iluzija
توهم	iluzije
آنتون	anton
آنتون	antona
آشامیدنی	pila
آشامیدنی	pije
آشامیدنی	pijem
الاهلی	komercijalne
الاهلی	komercijalni
الاهلی	reklama
هیدروکسی	hidroksi
کاران	karan
آزادسازی	oslobođenja
آزادسازی	oslobodilačke
آزادسازی	oslobođenje
شکلات	čokolade
شکلات	čokoladu
شکلات	čokolada
ژنوم	genom
الک	elk
الک	losa
الک	sita
الک	sito
الک	alek
الک	alec
رقبای	rivala
رقبای	suparnici
آفتابی	sunčani
آفتابی	sunčano
آفتابی	sunny
ترجیحات	bac
جوشکاری	zavarivanje
ختنه	obrezivanje
استثنایی	specijalno
استثنایی	posebno
استثنایی	posebni
استثنایی	poseban
استثنایی	posebna
استثنایی	izuzetno
استثنایی	izuzetna
بوت	bute
بوت	booth
بوت	but
پابلو	pablo
پالاس	pallas
ائوسن	eocena
چیبا	chiba
باربادوس	barbados
بلیک	blake
انفجاری	eksplozija
انفجاری	eksplozije
انفجاری	eksplozivna
انفجاری	eksploziv
انفجاری	detonacije
نزدیکترین	najbliže
نزدیکترین	najbliža
نزدیکترین	najbliži
نزدیکترین	najbliže
نزدیکترین	najbliža
نزدیکترین	najbliži
گیت	kapija
گیت	git
گیت	kapije
گیت	gates
عرف	mores
انتحاری	samoubojstvo
اوکراینی	ukrajinski
قلمروی	teritoriji
قلمروی	teritorij
قلمروی	teritorija
ترانزیستور	pnp
ترانزیستور	tranzistor
سیریلیک	ćirilica
امتناع	odbijanje
بازل	basel
مهمانی	tulum
مهمانی	zabava
مهمانی	stranka
مهمانی	party
مهمانی	gozbu
مهمانی	blagdan
مهمانی	gozba
مهمانی	banket
مفاصل	zglobove
مفاصل	zglobovi
مفاصل	spojevi
پیشانی	čelo
وفور	izobilju
وفور	obilje
کاسپین	kaspijske
قلع	tin
بگو	reci
آزاده	slobodna
آزاده	slobodni
آزاده	slobodan
آزاده	besplatno
آزاده	free
پدران	očeve
پدران	očevi
پدران	preci
پدران	precima
پدران	pretke
متین	met
متین	meth
متین	metin
حیفا	haifi
داغستان	dagestanu
پگاه	rano
توفان	tajfun
توفان	oluje
توفان	oluja
توفان	storm
قطعا	definitivno
اژدهای	zmaja
اژدهای	zmaju
اژدهای	zmaj
اژدهای	dragon
یاسر	yasser
بالتیمور	baltimore
بعدا	kasnije
ملوک	maluku
اولاً	ula
فیلمسازی	filmskog
نژادپرستی	rasizam
اینتل	intel
استرس	stres
استرس	stresa
استرس	naglasio
ناب	mineralnu
ناب	čista
ناب	cista
ناب	čisto
مفسر	prevoditelj
مفسر	prevodilac
مفسر	komentator
آندرا	andrea
آندرا	andhra
مطبوع	regenerator
متعارف	konvencionalne
متعارف	canonical
منار	minar
بیهوده	uzalud
بیهوده	taština
بیضی	ovalnom
بیضی	elipsa
بیضی	eliptična
کمرنگ	blijeda
کمرنگ	blijedo
کمرنگ	blijedi
اور	orr
کلسترول	kolesterol
مدفوع	izmet
مدفوع	stolica
مدفوع	stolac
هلیکوپتر	helikopter
هلیکوپتر	helikoptera
هلیکوپتر	helikopter
شیوا	shiva
یونی	ion
یونی	iona
گلو	grlo
سریالی	serijski
ندیده	vidio
ندیده	vidjeli
ندیده	viđeno
ندیده	viđen
بطن	ventrikularne
بطن	klijetku
ارسلان	arslan
بخورد	proždire
آهو	srna
آهو	jeleni
آهو	jelen
آهو	jelena
آهو	aho
آهو	gazele
دونتسک	donjeck
منگنز	mangan
برگه	breguet
برگه	list
جگوار	jaguar
فازی	faze
فازی	faza
فازی	paperje
امینم	eminem
یوکوهاما	yokohami
جذابیت	atrakcija
جذابیت	privlačnost
سوفی	sophie
ویو	viv
موقتی	privremeno
موقتی	privremeno
موقتی	privremena
موقتی	privremeni
موقتی	privremeni
ایمی	amy
روشنگری	prosvjetljenje
مضر	štetne
مضر	štetno
هود	hud
هود	hooda
هود	hood
فیورنتینا	fiorentina
شلوار	pantalone
شلوار	hlače
شلوار	pantalone
شلوار	hlače
سیتروئن	citroën
شکمی	abdomena
پذیرد	prihvaća
پذیرد	prihvata
سوزوکی	suzuki
گای	tip
گای	guy
گای	momak
رادیکال	radikalne
رادیکال	radikalno
رادیکال	radikalna
سنسور	senzor
خازن	kondenzator
لیتل	malo
لیتل	mala
لیتل	male
لیتل	mali
طیب	svadbeni
ورونا	verona
خطاهای	pogreške
خطاهای	greške
خرابی	neuspjeh
خرابی	uništavanje
خرابی	uništenje
خرابی	razaranje
خرابی	propali
خرابی	neuspjelo
خرابی	propala
بوسه	pusa
بوسه	poljupci
بوسه	ljubi
بوسه	poljubac
بوسه	pusa
بوسه	kiss
بوسه	ljubim
پالمیراس	palmeiras
اعماق	duboka
اعماق	duboko
لاو	lao
لاو	luv
بخشیده	oprošteno
جنت	janet
کامپایلر	prevodilac
ونوس	venera
دانته	dante
آقایی	gospodin
فرزانه	mudri
فرزانه	mudro
میترا	mitra
برومند	sazrio
ویستا	vista
اسهال	proljev
پرستون	preston
جنگجویان	ratnici
هروی	hervé
الکترومغناطیس	elektromagnetski
الکترومغناطیس	elektromagnetizam
کران	gluhi
کران	gluha
کران	gluh
بازگرداندن	obnovi
بازگرداندن	vraćanje
بازگرداندن	obnavljanje
بازگرداندن	obnavljanje
زاد	zod
زاد	potomstvo
زاد	potomci
گرومن	grumman
لوران	laurent
پردازی	obrada
سرم	serum
روبن	robben
روبن	reuben
روبن	ruben
روبن	ruben
حضورش	prisustvo
حضورش	nazočnost
حضورش	prisutnost
گرانده	grande
پلانک	planck
پلانک	daska
پلانک	dasku
پلانک	dasci
رانندگان	vozači
ناپولی	napoli
دمی	demme
دمی	demi
مبارزان	borce
مبارزان	borci
مبارزان	borac
مبارزان	borca
ماهه	meseci
ماهه	mjeseci
ماهه	mjesecima
تشریفات	formalnosti
تشریفات	formalnost
تشریفات	ceremonije
تشریفات	ceremonijalni
تشریفات	formalnosti
تشریفات	formalnost
جوراب	čarapa
جوراب	čarape
جوراب	čarapa
سیلور	srebro
سیلور	srebrni
سیلور	silver
تحرک	mobilnost
شایعه	glasina
شایعه	glasine
لیتیم	litij
نئو	neo
دفعات	vremena
دفعات	puta
پیکره	corpus
لطیف	suptilno
لطیف	latif
الیکایی	wren
ساعتی	sat
محرومیت	lišavanje
محرومیت	žalosti
خورش	gulaš
کما	koma
پره	pun
پره	full
پره	puna
پره	puni
بحثش	rasprava
بحثش	rasprave
بحثش	raspravu
بحثش	diskusija
ارتشی	vojno
ارتشی	vojska
ارتشی	vojni
ارتشی	vojska
ارتشی	armija
داوطلبان	dobrovoljaca
داوطلبان	dobrovoljci
داوطلبان	volonteri
ناتوان	slaba
ناتوان	slabo
ناتوان	slabi
ناتوان	slab
ناتوان	nesposoban
ناتوان	nesposobna
مکی	mackie
مکی	pjege
مکی	maki
خیز	bdijenje
خیز	edem
خیز	edema
بزودی	uskoro
آشفته	poremećen
آشفته	uzrujana
آشفته	uznemirena
آشفته	zbunjena
آشفته	zbunjeni
آشفته	zbunjeno
آشفته	zbunjen
واگنر	wagnera
واگنر	wagner
غرور	ponosa
غرور	pride
غرور	ponos
غرور	taština
سونامی	tsunami
نامعتبر	neispravan
نامعتبر	neispravna
نامعتبر	invalid
مدیون	dužnik
مستحکم	utvrđeni
لویس	luis
لویس	luise
ساب	saab
ساب	podmornica
ساب	sub
رائول	raoul
ساندرلند	sunderland
چریکی	gerilaca
کوارتز	kvarc
سولفید	sulfid
شوری	salinitet
کورین	corinne
تلمود	talmud
کشتیرانی	isporuka
کشتیرانی	slanje
کشتیرانی	shipping
کشتیرانی	dostava
امتیازی	ustupke
اسپین	spin
اسپین	okret
رومانیایی	rumunjski
آرایشی	šminku
آرایشی	šminka
گلف	golfa
گلف	golf
ارتدوکس	pravoslavne
آماندا	amanda
ول	val
ویلن	violina
ویلن	violinu
کریکت	cvrčak
کریکت	kriket
مینو	minho
مینو	mino
آغوش	ruke
آغوش	zagrljaja
آغوش	grli
فیلترینگ	filtriranje
دوقطبی	bipolarni
دوقطبی	dipol
پناهندگان	izbjeglica
پناهندگان	izbjeglice
انریکه	enrique
آشفتگی	turbulencija
آشفتگی	turbulencije
آشفتگی	uznemirenost
آشفتگی	kaos
آشفتگی	zbunjenost
آشفتگی	zbrka
توسکانی	toskanski
توسکانی	toskani
ریتمیک	ritmička
مهتاب	mjesečina
مهتاب	mjesečini
زیباست	predivno
زیباست	prelijepo
زیباست	lijepa
زیباست	prekrasna
زیباست	predivna
اکتشافی	istraživačka
خسارات	gubitke
خسارات	gubitaka
خسارات	gubici
تبلور	kristalizacija
دردسر	nevolje
دردسر	problemi
دردسر	nevolja
گچی	gips
تکانه	zamah
دیل	dale
پروستات	prostate
داون	zore
داون	zoru
داون	svitanje
داون	zora
نزدیکان	rodbina
نزدیکان	rodbini
نزدیکان	rođaci
امداد	olakšanje
سواره	jahanje
سواره	jahanja
سواره	konjica
سواره	konjicu
سیاستهای	police
بزمجه	monitor
هیدروکسید	hidroksid
گرنت	podari
گرنت	grant
دیلی	dili
دیلی	dnevno
دیلی	svakodnevno
دیلی	dnevna
دیلی	dnevni
گردهمایی	okupljanje
بیگانگان	vanzemaljci
بیگانگان	izvanzemaljci
توصیفی	opisno
دوقلو	twin
دوقلو	blizanac
دوقلو	blizanke
دوقلو	blizanci
چاقو	nož
چاقو	noz
استات	acetat
اورژانس	hitno
کانت	kant
دانکن	duncan
فایرفاکس	firefox
لادن	ladena
تعمیرات	popravke
تعمیرات	popravka
تعمیرات	popravak
تعمیرات	popravke
تعمیرات	popravci
تعمیرات	popravka
رقمی	digitalni
رقمی	digitalno
رقمی	digitalna
براق	sjajni
کاکایی	galeb
بروکس	brooks
شورولت	chevrolet
آدینه	petak
رستگاری	spas
رستگاری	spasenje
رستگاری	spasa
رستگاری	iskupljenje
آلکس	alex
آلکس	aleks
برمودا	bermuda
وایادولید	valladolid
دلیجان	trener
دلیجان	treneru
نپتون	neptun
فمینیست	feministički
گمرک	carine
گمرک	carinu
گمرک	običaji
گمرک	carina
معرف	zastupa
معرف	predstavlja
نهی	zabranjena
نهی	zabranjeno
بریتانیکا	britannica
استانداران	satrapije
توپولوژی	topologija
سسک	pjevica
پرسید	pitao
گنجه	ganja
گنجه	ormaru
گنجه	ormar
هک	heck
هک	hack
گوتینگن	göttingen
تجهیز	mobilizirali
نیکولای	nikolay
نیکولای	nikolaj
گیج	gage
گیج	zbunjena
گیج	zbunjeni
گیج	zbunjeno
گیج	zbunjen
کال	kal
گلدار	cvjeta
فوکر	fokker
ناتالی	natalie
ناتالی	nathalie
رویا	dream
رویا	san
رویا	sanjaj
واکنشی	reagira
واکنشی	reaktivni
واکنشی	reakcije
واکنشی	reakcija
میلتون	milton
عود	tamjan
عود	oud
کارآگاه	detektiv
مرجانی	coral
مرجانی	koral
افتتاحیه	premijeru
