عنبر	ward
السلك	drôty
لغوية	jazykovej
وطن	vlasti
وطن	vlasť
يعترف	priznáva
يعترف	pripúšťa
يعترف	priznáva
يعترف	pripúšťa
يعترف	uznáva
استضافة	hosting
استضافة	usporiadala
المحاكمة	pojednávanie
المحاكمة	súd
المحاكمة	obžaloba
المحاكمة	stíhanie
المحاكمة	stíhania
المحاكمة	žaloba
الشبكية	sietnice
وجوه	tváre
وجوه	tvárí
تعامل	ošetriť
تعامل	liečbu
تعامل	liečiť
تعامل	zaobchádzať
عنق	krk
عنق	šije
عنق	krku
التشريع	legislatíva
التشريع	legislatívu
انعدام	nedostatok
كونيتيكت	connecticute
بادن	baden
الاطفال	deti
الاطفال	detská
الاطفال	decká
الاطفال	deti
الاطفال	detská
الاطفال	detské
الاطفال	deti
الاطفال	dojčatá
بار	bare
بار	bar
بار	tyč
قراصنة	piráti
قراصنة	pirátov
ثالثة	tretia
ثالثة	tretí
ثالثة	tretích
ثالثة	tretie
ثالثة	tretina
سويدي	švédske
سويدي	švédska
سويدي	švédsky
الضرب	násobenie
ملح	soľ
بوخارست	bukurešti
حبيبي	baby
حبيبي	bábätko
حبيبي	dieťa
فقرات	stavcov
الشروق	sunrise
الشروق	úsvit
مزدوج	duplex
مزدوج	dvojité
مزدوج	dvojitá
مزدوج	zdvojnásobiť
مزدوج	double
مزدوج	dvojnásobok
كلود	claude
العمق	hĺbka
العمق	hĺbku
العمق	hĺbky
مصنوع	made
مصنوع	vyrobený
مصنوع	vyrobené
مصنوع	vyrobená
غازات	plynu
غازات	benzin
غازات	plyn
غازات	plyny
داروين	darwin
كارول	carol
تطبق	aplikovaná
تطبق	uplatnená
تطبق	aplikované
تطبق	aplikovať
تطبق	použiť
تطبق	uplatniť
كوسوفو	kosova
كوسوفو	kosovo
المستحيل	nemožné
المستحيل	nemožný
الدجاج	kurča
الدجاج	sliepka
الدجاج	kura
الدجاج	kuracie
السباقات	preteky
السباقات	závody
السباقات	rasy
السباقات	preteky
السباقات	závodná
السباقات	pretekať
السباقات	dostihy
التحديات	výziev
التحديات	výzvy
كريمة	krém
كريمة	smotana
كريمة	smotany
جونغ	jung
ساكن	obyvatelia
ساكن	obyvateľov
ساكن	obyvateľom
ساكن	statický
ساكن	statická
ساكن	statické
شهيرة	slávny
شهيرة	slávni
شهيرة	slávne
شهيرة	slávna
التجديد	inovácie
التجديد	inováciu
التجديد	inovácia
التجديد	rekonštrukcia
التجديد	renováciu
التجديد	obnova
التجديد	obnovenie
المدرعة	obrnené
المدرعة	pancierové
طبعا	určite
طبعا	urcite
طبعا	iste
طبعا	isto
تروي	troy
ميغيل	miguel
المتقدم	dopredu
المتقدم	vopred
المتقدم	predstihu
المتقدم	pokročilý
المتقدم	pokročilé
المتقدم	rozšírené
لوحظ	pozorovali
لوحظ	pozorovaný
لوحظ	zistená
لوحظ	pozorovaná
لوحظ	pozorované
لوحظ	zaznamenaná
لوحظ	zaznamenal
لوحظ	zaznamenané
لوحظ	poznamenať
لوحظ	poznamenal
عداد	meter
عداد	merač
يسمع	vypočuť
يسمع	počuje
يسمع	počuli
يسمع	počuť
يسمع	počuje
مسحوق	prášok
مسحوق	prášku
موجه	cielený
موجه	namierené
موجه	vektora
موجه	vektor
بطن	brucho
بطن	bruško
بطن	brucho
بطن	brucha
السعر	price
السعر	cena
السعر	cene
المهرة	kvalifikovaní
المهرة	kvalifikovaných
تصفية	filter
تصفية	filtrovať
تصفية	likvidácia
تصفية	likvidácie
التذاكر	vstupenky
التذاكر	lístky
التذاكر	letenky
التذاكر	lístok
الكتيبة	prápor
المشاهير	celebrita
المشاهير	celebrity
المشاهير	celebrity
التفتيش	inšpekcia
التفتيش	kontrola
التفتيش	inšpekciu
التفتيش	inšpekcie
المعتاد	zvyčajný
المعتاد	obvyklé
المعتاد	zvyčajne
سوار	náramok
تكشف	prezradiť
تكشف	odhaliť
تكشف	odhaľuje
تكشف	prezradí
تكشف	odhalí
نيلسون	nelson
المحاولات	pokusy
المحاولات	pokusov
الزنك	zinočnatý
الزنك	zinok
الزنك	zinku
استيعاب	absorpciu
استيعاب	absorpcie
استيعاب	absorpcia
استيعاب	asimilácie
سحر	magické
سحر	magic
سحر	čary
سحر	mágia
سحر	kúzlo
تنشيط	aktivácia
تنشيط	aktivácie
تنشيط	aktivovať
الورقة	papiera
الورقة	papierové
الورقة	papier
الورقة	papierová
الورقة	list
الورقة	plech
الورقة	výtlačok
لوثر	luther
شطرنج	šach
شطرنج	šachu
متجر	shop
متجر	nakupovať
متجر	obchod
متجر	predajňa
متجر	predajňa
متجر	uchovávať
متجر	skladovať
متجر	obchod
التنس	tenis
المتطلبات	požiadavky
النسر	orol
النسر	sup
فرعي	sub
مهددة	ohrozený
مهددة	ohrozená
مهددة	vyhrážal
جوني	johny
جوني	johnny
جوني	johnnyho
ضفدع	ropucha
ضفدع	žaba
جزئية	čiastočný
جزئية	čiastočná
جزئية	čiastkové
جزئية	čiastočné
المتطوعين	dobrovoľníci
المتطوعين	dobrovoľník
المتطوعين	dobrovoľníkov
المتطوعين	dobrovoľníkom
المشاركون	účastníkov
المشاركون	účastníkmi
المشاركون	účastníci
اجتماعات	stretnutí
اجتماعات	zasadnutia
اجتماعات	stretnutia
اجتماعات	schôdze
اجتماعات	zasadania
تذكارية	pamätné
التغلب	prekonanie
التغلب	prekonávať
التغلب	prekonať
منهجية	metodiky
منهجية	metodika
منهجية	systematické
منهجية	systematicky
منهجية	systematický
منهجية	metodické
منهجية	metodický
المعادلات	rovnice
البلطيق	baltského
البلطيق	baltské
تحفيز	podnietiť
تحفيز	stimulovať
السويسرية	švajčiarske
السويسرية	švajčiarska
السويسرية	švajčiarsky
زائد	navyše
زائد	plus
خشب	wood
خشب	drevo
خشب	drevo
تشييد	konštrukcia
تشييد	výstavba
تشييد	stavba
تشييد	stavebníctvo
المساحات	medzery
المساحات	priestory
ضيقة	silno
ضيقة	tesné
ضيقة	pevne
الحوت	ryby
الحوت	veľryba
الحوت	veľryby
ياسمين	jasmine
لوبيز	lopez
ادعى	tvrdilo
ادعى	tvrdila
ادعى	žiadal
المساء	večer
المساء	večerný
المساء	večerné
المساء	večerná
جوليا	julia
جوليا	júlia
الكل	all
الكل	vsetky
الكل	všetky
الكل	všetkých
الكل	všetci
الكل	všetko
المعاملة	transakcia
المعاملة	transakcie
المعاملة	transakciu
المعاملة	liečenie
المعاملة	zaobchádzanie
المعاملة	spracovanie
المعاملة	ošetrenie
المعاملة	liečba
شريان	tepny
شريان	artérie
شريان	tepnu
المتغير	premenná
المتغير	variabilné
المتغير	ukazovateľ
المتغير	premenné
شارلوت	charlotte
ديانا	diana
منتزه	parku
منتزه	park
منتزه	parkovať
حمادة	hamada
الوفاء	splnenie
الوفاء	naplniť
الوفاء	splniť
الوفاء	vernosť
الوفاء	vernosti
الوفاء	naplnenie
تسهيل	uľahčenia
تسهيل	uľahčenie
تسهيل	uľahčenie
تسهيل	uľahčujú
تسهيل	uľahčenie
تسهيل	uľahčiť
انتقد	kritizovali
انتقد	kritizoval
انتقد	kritizovať
انتقد	kritizovali
انتقد	kritizoval
الاحتفالات	slávností
الاحتفالات	slávnosti
الاحتفالات	slávnosť
الاحتفالات	oslavy
الاحتفالات	osláv
فرعون	faraón
يفسر	vysvetľuje
شكر	dakujem
شكر	ďakujeme
شكر	diki
شكر	dik
شكر	diky
شكر	vdaka
تلقائيا	automatický
تلقائيا	automatická
تلقائيا	automatické
تلقائيا	automaticky
تلقائيا	automaticky
زائر	návštevník
معتمد	akreditovaný
معتمد	akreditovaných
معتمد	akreditované
معتمد	osvedčený
معتمد	certifikované
معتمد	osvedčené
معتمد	certifikovaný
الكوارث	pohromy
الكوارث	katastrofy
الكوارث	katastrof
الكوارث	pohroma
الكوارث	katastrofa
ميديا	medea
تلسكوب	teleskop
تلسكوب	ďalekohľad
التنقل	mobility
التنقل	mobilitu
التنقل	mobilita
سمعة	reputácia
سمعة	povesť
هانز	hans
جسيم	častíc
جسيم	častice
حنا	hanna
فدان	akrov
فدان	aker
الاعلى	horný
الاعلى	top
الاعلى	horná
الاعلى	vrchol
الاعلى	vrch
الاعلى	vyššia
الاعلى	vyšší
الاعلى	vyššie
الاعلى	vyššiu
الاعلى	vyssie
تفقد	skontrolujte
تفقد	kontrola
تفقد	skontrolovať
امبراطورية	ríše
امبراطورية	empire
امبراطورية	ríša
امبراطورية	impérium
امبراطورية	ríši
تلبية	stretnúť
تلبية	spoznať
بخار	vapor
بخار	para
بخار	paru
بخار	parné
بخار	para
بخار	steam
بخار	pary
الاصابة	úraz
الاصابة	ujmy
الاصابة	zranenie
الاصابة	poškodenie
الاصابة	poranenie
الاصابة	ujma
وضعية	predstavovať
وضعية	predstavujú
العلمانية	sekulárne
دائري	kruhové
التدقيق	kontrolu
التدقيق	preskúšanie
التدقيق	kontrola
التدقيق	kontrolujem
الاراضي	pristane
الاراضي	územia
الاراضي	land
الاراضي	pozemok
الاراضي	pôdy
الاراضي	pozemky
الاراضي	pôda
المكسيكي	mexické
المكسيكي	mexický
مضاعفات	komplikácií
مضاعفات	komplikácie
العينات	vzorky
العينات	vzoriek
عادات	návyky
عادات	zvyky
مدرعة	obrnené
مدرعة	pancierové
مطلوب	potrebný
مطلوب	potrebné
مطلوب	potreboval
مطلوب	potrebná
مطلوب	vyžadované
مطلوب	požadované
مطلوب	vyžaduje
مطلوب	požadovaná
مطلوب	chcelo
مطلوب	chcela
مطلوب	chcel
مطلوب	hľadaný
هارت	hart
التزلج	lyžovanie
التزلج	lyžovať
الكمال	perfektný
الكمال	perfektné
الكمال	dokonalá
الكمال	perfektne
الكمال	perfektná
الكمال	dokonalosť
الجسور	mostov
الجسور	mosty
اللاهوت	teológia
مهن	povolaní
مهن	povolania
مهن	profesie
مهن	kariéry
مهن	kariéra
مهن	povolaní
مهن	povolania
بيتش	pláže
بيتش	pláž
بيتش	pláži
بيتش	beach
بيتش	broskyne
مترجمة	preložené
مترجمة	preložil
مترجمة	preložený
مترجمة	prekladateľ
الجين	gén
الجين	gene
الوصل	pripojenie
الوصل	pripájam
الوصل	pripája
الوصل	spájanie
الوالدين	rodičia
الوالدين	rodičmi
الوالدين	rodičov
الوالدين	rodičom
وعاء	plavidlo
وعاء	plavidla
وعاء	nádoba
وعاء	pot
وعاء	hrniec
وعاء	misku
وعاء	miska
وعاء	misa
ميرزا	mirza
يشهد	svedčí
يشهد	svedčiť
يشهد	vypovedať
المفصل	podrobne
المفصل	detailné
المفصل	podrobné
المفصل	podrobná
المفصل	záves
المفصل	závesu
جيبوتي	džibuti
لاحظت	všimol
فاكهة	ovocia
فاكهة	plody
فاكهة	ovocie
عتبة	prah
عتبة	hranica
عتبة	prahu
نولان	nolan
موراي	moray
موراي	murray
ارتداء	nosenie
ارتداء	nosenie
ارتداء	obliecť
ارتداء	nosiť
نادية	nadia
تكامل	neoddeliteľnou
تكامل	integrácia
تكامل	začlenenie
تكامل	integráciu
تكامل	integrácie
المنفذ	prístavu
المنفذ	prístav
المنفذ	port
معتدل	mierna
معتدل	stredne
معتدل	stredný
معتدل	stredná
معتدل	stredné
عجز	postihnutie
عجز	invalidný
عجز	postihnutia
عجز	deficitu
عجز	deficit
المسافات	vzdialenosti
رفيع	tenké
رفيع	tenká
رفيع	štíhly
رفيع	tenký
رائدة	priekopnícky
رائدة	pionier
ديف	dave
ديف	dava
ديف	dev
استعراض	preskúmať
استعراض	revízia
استعراض	preskúmanie
استعراض	skontrolovať
ذكريات	pamäte
ذكريات	spomienky
هوك	hook
هوك	hák
هوك	háčik
هوك	hawk
هوك	sokol
هوك	jastrab
الصمام	ventil
الصمام	ventilu
الزواحف	plaz
الزواحف	plazy
الزواحف	plazy
صمام	ventil
صمام	ventilu
المثليين	gayov
المثليين	lgbt
فضة	strieborný
فضة	striebro
فضة	strieborná
فضة	silver
السلف	predchodcu
السلف	predchodca
السلف	zálohy
عشوائية	náhodne
عشوائية	náhodný
عشوائية	random
عشوائية	náhodné
السعي	výprava
السعي	quest
السعي	usilujú
السعي	prenasledovanie
السعي	prenasledovania
الخادم	služobník
الخادم	sluha
الخادم	server
انتباه	pozor
انتباه	pozornosť
اعتراف	spoveď
اعتراف	vyznanie
اعتراف	priznanie
فلو	flo
البولندي	poľská
البولندي	poľské
البولندي	poľský
الفئران	myší
الفئران	myši
الفئران	myšiach
ارض	land
ارض	pozemok
ارض	pôdy
ارض	pozemky
ارض	pôda
تصدير	export
تصدير	exportovať
تصدير	vývoz
تصدير	predslove
تصدير	export
ناقل	dopravca
ناقل	prepravca
ناقل	operátor
ناقل	nosič
ناقل	dopravca
ناقل	prepravca
ناقل	kuriér
ناقل	transportér
ناقل	vektora
ناقل	vektor
اربعة	štyroch
اربعة	štyria
اربعة	štyri
اربعة	štvorka
الفعال	účinné
الفعال	účinne
الفعال	efektívne
الفعال	efektívna
الفعال	účinný
البنكرياس	pankreasu
البنكرياس	pankreas
تيودور	theodore
تيودور	tudor
يعنى	význam
يعنى	zmysle
يعنى	zmysel
يعنى	znamena
يعنى	prostriedky
يعنى	prostriedok
يعنى	znamená
تضخم	inflácie
تضخم	inflácia
تضخم	infláciu
المحامي	advokát
المحامي	právnik
المحامي	právnika
المحامي	advokát
شلل	paralýza
الفعاليات	herci
الفعاليات	aktéri
الفعاليات	aktérov
الفعاليات	hercov
الفعاليات	udalostí
الفعاليات	podujatia
الفعاليات	udalosti
ضع	daj
نوبة	záchvat
نصيحة	poradiť
نصيحة	poradenstvo
نصيحة	rada
نصيحة	rady
نصيحة	radu
نصيحة	tip
كتل	hrudky
كتل	bloky
كتل	blokov
كتل	blokuje
الكاف	caf
منشور	príspevok
منشور	pošta
منشور	uverejniť
منشور	príspevku
منشور	post
منشور	publikované
منشور	zverejnená
منشور	zverejnené
منشور	uverejnené
سنوي	ročné
سنوي	každoročne
سنوي	ročný
سنوي	ročne
سنوي	každoročné
سنوي	ročný
سنوي	ročná
سنوي	ročne
سنوي	ročné
سنوي	snowy
المؤمن	poistený
المؤمن	veriaci
فاسو	faso
انفصال	rozchod
انفصال	oddeľovanie
انفصال	oddelenie
المواهب	talenty
المواهب	talent
المواهب	nadanie
التقاعد	dôchodku
التقاعد	vyradenie
نايت	nate
استعداد	pripravený
استعداد	pripravená
استعداد	pripravené
استعداد	pripravení
استعداد	pripravená
استعداد	pripravené
استعداد	pripravení
جثة	telesná
جثة	tele
جثة	orgán
جثة	telo
جثة	mŕtvola
جثة	mŕtvoly
الزي	kostým
المتمردين	povstalci
المتمردين	rebelov
المتمردين	rebeli
المتمردين	rebel
كلهم	all
كلهم	vsetky
كلهم	všetky
كلهم	všetkých
كلهم	všetci
كلهم	všetko
المؤلفين	autori
المؤلفين	autorov
المؤلفين	autorom
برو	prue
برو	pro
برو	profi
العناوين	názvy
العناوين	tituly
العناوين	adresy
الغبار	prachu
الغبار	prach
مادية	materialistická
مادية	materializmus
جزيء	molekuly
جزيء	molekule
الفخذ	stehná
الفخذ	stehno
الفخذ	stehna
غامضة	tajomný
غامضة	záhadné
غامضة	tajomná
غامضة	záhadná
غامضة	tajomné
المرجانية	koralové
الاقتراع	prieskumy
سويفت	swift
العبور	prekračovaní
العبور	križovatka
العبور	prevoz
العبور	tranzitný
العبور	tranzit
زامبيا	zambie
جارية	prebiehajúce
جارية	prebiehajúci
جارية	prebiehajú
جارية	prebieha
جارية	priebežné
ليبي	libby
داني	danny
داني	dannyho
نمت	spala
نمت	spali
نمت	spal
سمو	výsosť
رويس	royce
تخصصات	ligy
تخصصات	špecializácie
تخصصات	špeciality
مرادفات	synonymá
شجر	stromy
شجر	stromov
كوب	šálka
كوب	hrnček
كوب	pohár
كوب	pohára
المدربين	trénerov
المدربين	inštruktorov
المدربين	trénerov
المدربين	tenisky
المواطنة	občianstva
المواطنة	občianstvo
دوت	dot
دوت	bodka
بلورات	kryštály
الاسلامية	islamského
الاسلامية	islamský
الاسلامية	islamských
الاسلامية	islamskej
البركانية	sopečného
الهرب	uniknúť
الهرب	únik
الهرب	ujsť
الهرب	útek
الهرب	utiecť
منظم	organizátor
الحرجة	kritický
الحرجة	kritické
الحرجة	kritická
الحرجة	rozhodujúce
عريض	širokého
عريض	širokú
عريض	široký
عريض	široké
عريض	široká
عريض	tučné
عريض	odvážny
عريض	odvážne
عريض	odvážna
عريض	širokého
عريض	široké
عريض	širokú
عريض	široký
عريض	široká
استدعاء	pripomenúť
كهف	jaskyňu
كهف	jaskyne
كهف	jaskyňa
النمل	mravec
النمل	mravce
برية	wild
برية	divé
برية	divá
برية	divoký
برية	voľne
برية	divočine
المصرف	banku
المصرف	banka
المصرف	banky
المصرف	bank
المصرف	banková
النازي	nacistické
مرسيدس	mercedes
متكررة	opakované
متكررة	opakovaná
متكررة	opakovaný
متكررة	opakované
متكررة	opakovaná
الحلم	sen
الحلم	snívať
الحلم	dream
الحلم	sna
الحلم	snívať
الحلم	sníva
وزارات	ministerstiev
وزارات	ministerstvá
نيكولاي	nikolaj
نيكولاي	nicolae
شريحة	kúsok
شريحة	plátok
شريحة	segmentu
شريحة	segment
شريحة	úsek
المقاتلين	stíhačky
المقاتلين	bojovníci
المقاتلين	bojovníkov
مشغل	operátor
مشغل	prevádzkovateľa
مشغل	prevádzkovateľ
مشغل	player
مشغل	hráča
مشغل	hráč
مشغل	prehrávač
سويسري	švajčiarske
سويسري	švajčiarska
سويسري	švajčiarsky
مهاجمة	útočí
مهاجمة	útočiť
يدير	trvá
يدير	beží
يدير	uteká
دفعت	platené
دفعت	platená
دفعت	vyplatené
دفعت	zaplatené
نعمة	požehnania
نعمة	požehnanie
نعمة	pôvab
نعمة	grace
نعمة	milosti
نعمة	milosť
ستانفورد	stanford
اندماج	fúzia
اندماج	zlúčenie
اندماج	fúzia
السقوط	padá
السقوط	padajú
السقوط	pád
السقوط	padnúť
السقوط	jeseň
السقوط	spadnúť
داون	dawn
داون	úsvitu
داون	úsvit
العزل	izolácia
العزل	izolácie
العزل	izoláciu
العزل	izolácia
العزل	izoláciu
العزل	izolácie
احتفالات	slávností
احتفالات	slávnosti
احتفالات	slávnosť
احتفالات	oslavy
احتفالات	osláv
هابل	hubble
القرش	žralok
كوبر	cooper
الانتصار	víťazstvo
الانتصار	víťazstvu
الانتصار	víťazstva
ستوكهولم	štokholmský
ستوكهولم	štokholmského
الاختراع	vymýšľa
الاختراع	vynález
الاختراع	výmysel
شرائح	diapozitívy
شرائح	plátky
شرائح	rezy
يتلقى	prijíma
يتلقى	dostáva
الشغب	nepokoje
الشغب	riot
الشغب	vzbura
الحضري	urban
الحضري	mestský
الحضري	mestské
الحضري	mestská
الدورية	hliadka
المطالبة	nárokovať
المطالبة	tvrdenie
المطالبة	nárok
المطالبة	pohľadávka
رباعية	quad
رباعية	štvorka
رحيل	odlet
رحيل	odklon
رحيل	odchodu
رحيل	odchod
توظيف	nájom
مختلفين	iný
مختلفين	rozdielne
مختلفين	rôzne
مختلفين	iná
الرسومات	výkresy
الرسومات	kresby
الرسومات	nákresy
الرسومات	grafiku
الرسومات	grafické
الرسومات	grafika
الاصطناعي	umelých
الاصطناعي	umelé
الاصطناعي	umelá
الاصطناعي	umelý
الصوف	vlna
الصوف	vlnu
الصوف	vlny
نفسك	sebe
نفسك	seba
طقوس	obrad
طقوس	rituály
طقوس	rituál
طقوس	rituály
الاستهلاك	spotreba
الاستهلاك	konzumácia
الاستهلاك	spotrebu
الاستهلاك	spotreby
الاستهلاك	odpis
الاستهلاك	odpisy
الاستهلاك	znehodnotenie
سباح	záchranár
سباح	plavec
باراك	barack
باراك	barak
سبورت	športový
سبورت	šport
سبورت	sport
سبورت	športové
تنام	spánok
تنام	spanie
تنام	spí
تنام	spať
الالعاب	zápasy
الالعاب	hry
الالعاب	hier
البكر	nedotknuté
ماسة	diamond
ماسة	diamant
متكامل	integrované
متكامل	integrovaný
متكامل	integrovaná
ويل	will
ويل	budú
ويل	bude
ويل	vôľa
صدمة	šoku
صدمة	šok
اكتسبت	nadobudnuté
اكتسبت	získaná
اكتسبت	získala
اكتسبت	získané
اكتسبت	nadobudol
عصفور	vtáčik
عصفور	bird
عصفور	vták
عصفور	vtáka
عصفور	sparrow
نضال	boj
مقدسة	posvätný
مقدسة	posvätné
رشح	filter
رشح	filtrovať
رشح	menovaný
رشح	nominovaný
اليدين	ruky
اليدين	rúk
اليدين	rukami
الوردي	pink
الوردي	ružovú
الوردي	ružové
الوردي	ružový
الوردي	ružová
التنافس	rivalita
المشروبات	nápoje
المشروبات	pije
المشروبات	pitie
المشروبات	nápojov
فريمان	freeman
ريانا	rihanna
تحلل	analyzovať
تحلل	analyzuje
تحلل	rozkladu
تحلل	rozklad
وصفة	predpis
وصفة	recept
كثيفة	hustý
كثيفة	husté
كثيفة	hustá
ينظم	upravuje
ينظم	reguluje
ينظم	organizuje
الجيولوجي	geológ
الجيولوجي	geologické
ببطء	pomaličky
ببطء	pomaly
ذكاء	inteligencia
ذكاء	spravodajstvo
ذكاء	inteligenciu
ذكاء	spravodajská
ذكاء	inteligentné
ذكاء	inteligentná
ذكاء	inteligentný
ذكاء	inteligentné
ذكاء	múdry
ذكاء	šikovný
ذكاء	smart
ذكاء	múdra
مولى	molly
الباكستانية	pakistanské
المثقفين	intelektuálov
القبر	hrobke
القبر	hrobka
القبر	hrob
القبر	hrobky
القبر	hrobku
القبر	hrobu
القبر	hrobe
القبر	hrob
بيغ	peg
دستورية	ústavnosti
دستورية	ústavné
دستورية	ústavný
المفروضة	vyberané
تاجر	účastník
تاجر	obchodník
تاجر	predajca
تاجر	díler
تاجر	predajcu
اكبر	akbar
اكبر	väčšia
اكبر	väčší
اكبر	väčšie
مؤامرة	dej
مؤامرة	pozemok
مؤامرة	pozemku
مؤامرة	sprisahanie
كريستي	christy
رقمي	digitálny
رقمي	digitálna
رقمي	digitálne
هالة	hala
هالة	anomália
هالة	anomálie
هالة	aura
هالة	halo
برهان	dôkazy
برهان	dôkaz
الحرائق	požiare
الحرائق	ohne
الفتنة	poburovanie
القراصنة	piráti
القراصنة	pirátov
مزدوجة	dvojité
مزدوجة	dvojitá
مزدوجة	zdvojnásobiť
مزدوجة	double
مزدوجة	dvojnásobok
درهم	aed
الاستراتيجي	strategické
الاستراتيجي	strategický
الاستراتيجي	strategická
الفواكه	ovocia
الفواكه	plody
الفواكه	ovocie
الفواكه	plodov
الفواكه	ovocia
الفواكه	plody
الفواكه	ovocie
مير	mir
مير	mer
تسوية	urovnanie
تسوية	vysporiadanie
تسوية	zúčtovanie
تسوية	vyrovnania
تسوية	vyrovnanie
تسوية	vyrovnať
تسوية	usadiť
تسوية	kompromis
تسوية	kompromisy
تسوية	kompromisné
تسوية	kompromisný
الالكتروني	elektronický
الالكتروني	elektronická
الالكتروني	elektronické
الالكتروني	elektronickej
الاتحادي	federálny
الاتحادي	federálne
الاتحادي	federálna
حراري	tepelný
حراري	tepelná
حراري	tepelné
الكسندر	alexander
نشرة	bulletin
قزوين	kaspického
العملي	praktické
العملي	praktický
العملي	praktická
قادرين	schopný
قادرين	schopných
قادرين	schopná
قادرين	schopní
قادرين	schopné
قادرين	schopný
قادرين	schopná
قادرين	schopné
المطبوعة	výpis
المطبوعة	výtlačok
تجاهل	ignorovať
تجاهل	zahodiť
تجاهل	ignorovali
تجاهل	ignorovať
تجاهل	ignorovala
تجاهل	ignoroval
هرتز	hertz
استقالة	odstúpenie
استقالة	výpoveď
استقالة	rezignáciu
محامي	právnik
محامي	právnika
محامي	advokát
كيفن	kevina
كيفن	kevin
مارسيليا	marseille
مارسيليا	marseilles
المثالي	ideál
المثالي	ideálne
المثالي	ideálna
المثالي	ideálny
القطعة	kusu
القطعة	kus
القطعة	kúsok
القطعة	segmentu
القطعة	segment
القطعة	úsek
المعارضين	súperov
المعارضين	oponentov
افراد	jedincov
افراد	jednotlivci
افراد	jedinci
افراد	jedince
افراد	jednotlivcov
التسمم	otravy
التسمم	otravu
التسمم	otrava
حليب	mlieka
حليب	mlieko
المعتقلين	zadržaných
المعتقلين	väzňov
مطلق	rozvedený
مطلق	rozviedla
مطلق	rozvedená
النظير	peer
النظير	partnerského
النظير	náprotivok
مناهضة	anti
بندقية	pušku
بندقية	puška
المعيشة	žijúci
المعيشة	žijúce
المعيشة	žiť
الاكتشاف	objavenie
الاكتشاف	objav
العقاقير	lieky
العقاقير	drogy
جنائية	trestných
جنائية	trestné
جنائية	zločinec
جنائية	trestná
السامي	sami
منارة	majáku
منارة	maják
منارة	maják
مذيع	hlásateľ
مذيع	vysielateľ
حفرة	diery
حفرة	diera
حفرة	hole
حفرة	pit
حفرة	jama
اسفل	down
اسفل	nadol
اسفل	dolu
اسفل	dole
المستوطنات	osady
المستوطنات	zúčtovanie
المستوطنات	osád
المستوطنات	vyrovnania
المستوطنات	urovnanie
دوس	dos
متطورة	sofistikované
هوندا	honda
الجرحى	zranených
الجرحى	zraneného
الجرحى	ranený
الجرحى	zranený
الكوميدي	komik
كلير	claire
تراكم	akumulácie
تراكم	hromadenie
تراكم	akumulácia
الناتو	nato
قاسية	tvrdé
قاسية	kruté
مؤشرات	ukazovatele
مؤشرات	indikátory
مؤشرات	ukazovateľov
مؤشرات	označenia
مؤشرات	indikácie
واجب	povinnosť
واجب	clo
واجب	úlohy
الاستثمارات	investovanie
الاستثمارات	investície
الاستثمارات	investícia
الاستثمارات	investovanie
الاستثمارات	investície
المضيف	hosť
المضيف	hostiteľskej
المضيف	hostiteľa
المضيف	host
المضيف	hostiteľ
تقليدي	tradičné
تقليدي	tradičná
تقليدي	tradičný
تقليدي	klasika
تقليدي	klasická
تقليدي	klasický
تقليدي	klasické
غارسيا	garcia
رويال	kráľovská
رويال	royal
رويال	kráľovský
رويال	kráľovské
شهيد	mučeníka
بالتحديد	špecificky
بالتحديد	konkrétne
العامية	slang
هدية	prítomná
هدية	prítomnosť
هدية	prezentovať
هدية	darček
هدية	prítomný
هدية	darček
هدية	dar
انتقادات	kritika
انتقادات	kritike
انتقادات	kritiku
انتقادات	kritiku
تشعر	pocit
تشعر	cítiť
تشعر	cítiš
ملاك	anjelik
ملاك	anjela
ملاك	angel
ملاك	anjel
حشرات	chyby
حشرات	chýb
حشرات	chrobákov
حشرات	chrobáky
يضرب	zasiahne
يضرب	hity
تطالب	náročná
الدخان	dym
الدخان	dymu
الدخان	fajčiť
الجزاء	trest
الجزاء	pokuta
الجزاء	sankcia
الجزاء	treste
الجزاء	sankcia
الاعتقال	zatknutie
الاعتقال	zadržanie
الاعتقال	zatknúť
الاعتقال	zatknutý
الاعتقال	zadržanie
الاعتقال	zadržania
الاعتقال	zadržiavanie
الاعتقال	zaistenie
الزوايا	rohov
الزوايا	rohy
الزوايا	uhly
الزوايا	uhlov
المستقيم	konečníka
خلاصة	abstraktné
الصوفي	mystic
الوفاق	zosúladenie
الوفاق	zmierenia
الوفاق	zmierenie
الوفاق	concord
متصفح	prehliadač
تسرب	únik
تسرب	preteká
الفرار	utiecť
دعاء	modlitbu
دعاء	modlitbe
دعاء	modlitba
غرامي	grammy
تمدد	úsek
تمدد	natiahnuť
سماء	obloha
سماء	sky
سماء	nebo
سماء	obloha
حقا	vážne
حقا	ozaj
حقا	fakt
حقا	naozaj
مهد	kolíska
مساكن	bývania
مساكن	ubytovanie
مساكن	bývanie
مساكن	obydlia
مساكن	byty
مساكن	obydlí
فو	foo
فو	pho
فو	phu
بنيامين	benjamin
نبيلة	noble
نبيلة	vznešené
يثير	vyvoláva
الزهري	syfilis
ترمز	symbolizuje
الميثاق	pakt
الميثاق	paktu
الميثاق	kompaktné
الميثاق	listina
الميثاق	charty
الميثاق	charta
الانتقادات	kritika
الانتقادات	kritike
الانتقادات	kritiku
الانتقادات	kritiku
باز	buzz
خبز	chleba
خبز	chlebík
