sottotenente	tenente
favorite	preferido
guasto	culpa
sleep	sono
sleep	durmir
sleep	durme
strand	strand
ticket	billete
ticket	boleto
ticket	para
ticket	liscar
fune	corda
scarto	lixo
scarto	residuos
scarto	perda
scarto	perder
scarto	tempo
torace	peito
baron	barón
baron	ao
avanzamento	progreso
avanzamento	proceso
avanzamento	progresos
avanzamento	segue
ispirate	inspiroume
luther	luther
luther	king
uragano	furacán
venditore	vendedor
venditore	vendedor
venditore	libro
venditore	máis
venditore	vendido
louie	louie
limone	limón
emergenti	emerxentes
toy	xoguete
carni	carne
carni	a
ham	xamón
apprezzare	aprezar
apprezzare	apreciaría
apprezzare	estivese
apprezzare	gustaríame
batterio	as
batterio	bacterias
batterio	bacteria
coltivazioni	cultivos
metafora	metáforas
nudi	espido
creativa	creativo
creativa	creativos
creativa	creativa
creativa	creativas
bevande	beber
bevande	bebe
bevande	copa
bevande	copas
sit	senta
sit	sente
sit	sentar
insuccesso	por
insuccesso	cardíacos
insuccesso	imaxinación
insuccesso	fracaso
insuccesso	fracasado
barbiere	barbeiro
barbiere	perruqueiro
ascensore	ascensor
gesti	xesto
gesti	aceno
pattern	padrón
pattern	de
pattern	patrón
pattern	pauta
azzardo	apostar
bangladesh	bangladesh
nega	negar
nega	rexeitada
simulazione	simulación
fotocamera	cámaras
fotocamera	cámara
contento	feliz
contento	contento
contento	felices
contento	contenta
sensore	sensor
risultante	resultado
capitalismo	o
capitalismo	capitalismo
fun	ben
fun	divertido
fun	divertida
nonni	avós
appartenere	pertencen
arcobaleno	arco
arcobaleno	vella
arcobaleno	da
passion	paixón
costoso	caro
costoso	caros
costoso	cara
giordania	jordan
immaginazione	imaxinación
sorteggio	debuxar
sorteggio	que
sorteggio	os
sorteggio	absorber
sorteggio	sur
sorteggio	debuxaría
sorteggio	lotería
sorteggio	de
sorteggio	lotaría
esplosivi	explosivos
memoriale	día
memoriale	dos
memoriale	caídos
acquario	acuario
springer	springer
scansione	escaneamos
ordinazione	orde
ordinazione	para
ordinazione	xiro
ordinazione	postal
impara	aprenden
impara	aprender
impara	a
colpevoli	culpable
colpevoli	culpábel
colpevoli	culpábeis
fortunata	sorte
fortunata	afortunada
fortunata	sorte
fortunata	afortunado
fortunata	con
fortunata	de
ran	marcharon
ran	sen
commendatore	comandante
selvatico	salvaxe
selvatico	salvaxes
giocati	tocaba
giocati	xogamos
giocati	o
giocati	papel
sudest	sueste
sudest	sureste
patente	licencia
advanced	avanzado
advanced	avanzada
sparato	disparou
esistito	existiu
lightning	lóstrego
violini	violíns
violini	violín
recettore	receptor
focus	centre
focus	centrarse
focus	centramos
focus	centrarme
focus	foco
focus	focalizar
mancante	a
mancante	desaparecidos
mancante	faltan
mancante	falta
mancante	perdidos
mancante	faltaba
clyde	clyde
tigri	tigre
tigri	tiger
tigri	do
proporzione	proporción
proporzione	porcentaxe
credenza	crenza
occupate	ocupada
eccellenti	excelentes
eccellenti	excelente
eccellenti	de
fosso	gabia
sano	san
sano	saúde
sano	sans
sano	saudable
sano	corda
sano	cordo
cannon	canóns
cannon	sobre
cannon	os
cannon	artillaría
cannon	canón
wake	levanta
wake	esperta
wake	espertar
wake	arriba
polveri	po
polveri	pó
polveri	das
polveri	tocador
federal	federal
federal	circuíto
federal	federais
parata	procesión
worth	ser
worth	a
worth	pena
worth	paga
worth	valor
worth	vale
provviste	subministración
umorismo	humor
ambiguità	ambigüidade
ambiguità	moral
bevanda	beber
bevanda	bebe
bevanda	copa
disaccordo	de
disaccordo	acordo
passaporto	pasaporte
eight	oito
eight	8
cacciare	cazar
cacciare	caza
pazza	tola
pazza	tolos
pazza	tolas
pazza	tolo
balena	balea
allah	alá
babbo	santa
sospettato	sospeitoso
soffrire	sufrir
illustra	ilustra
ballare	baile
ballare	baila
ballare	bailar
ballare	danza
ballare	baile
ballare	bailando
ballare	bailar
ballare	bailaba
pecora	ovellas
upper	esquina
upper	superior
premiati	recompensado
simple	simples
simple	simple
simple	sinxelo
simple	sinxela
brava	bo
brava	ben
brava	boa
brava	boas
brava	bos
romanticismo	romance
evacuazione	evacuación
mutante	mutante
cacciato	perseguidos
criminal	penal
criminal	criminais
criminal	criminal
criminal	crime
palestinesi	palestinos
orfani	orfos
minatori	mineiro
minatori	mineiros
minatori	obreiros
alternativi	alternativa
generata	neuronas
generata	xerado
app	aplicación
limitazione	restrición
tranquillità	silencio
tranquillità	calado
onesto	honestos
onesto	sinceros
onesto	dicir
onesto	verdade
onesto	sincero
onesto	honesto
onesto	de
onesto	honrado
tin	estaño
tin	metálico
attentamente	con
attentamente	coidado
scatto	disparou
tassa	impostos
assicurazioni	seguro
assicurazioni	seguros
localizzato	atópanse
sfilata	procesión
decesso	a
decesso	morte
cenerentola	cinsenta
cenerentola	cincenta
inchiostro	tinta
sconvolta	moi
sconvolta	preocupada
sconvolta	anoxado
sconvolta	está
sconvolta	enfade
sconvolta	enfades
ansia	ansiedade
drasticamente	forma
drasticamente	ao
drasticamente	radical
giacca	chaqueta
giacca	da
sindacati	sindicatos
host	anfitrión
signorina	srta
signorina	señorita
signorina	a
atomico	atómicos
atomico	núcleo
atomico	atómica
stasera	esta
stasera	noite
stasera	hoxe
cinematografia	fotografía
consumato	de
biondo	loira
sperimentare	experimento
sperimentare	experimentos
complicata	complicado
complicata	complexas
complicata	complicadas
sentenze	xuízos
servite	servir
servite	serven
sofferenze	sufrimento
sofferenze	de
sofferenze	sofre
café	café
café	cafetaría
torture	tortura
sunset	solpor
rivelata	revelou
gaelico	gaélico
elefanti	elefante
elefanti	elefantes
elefanti	elefante
elefanti	marchar
wise	sensata
wise	sabia
wise	sabio
bomber	bomber
utopia	utopía
cyborg	ciborg
vasti	amplo
vasti	gran
fuorilegge	fuxidos
fuorilegge	ladróns
fuorilegge	ladrón
problem	problema
truffa	fraude
elogio	gábote
elogio	teu
disoccupazione	paro
pecore	ovellas
preparata	preparada
preparata	listo
preparata	preparado
discriminazione	discriminación
brevetti	patentes
brevetti	patente
brevetti	patentar
brevetti	zapatos
brevetti	patentes
desiderato	quería
desiderato	que
desiderato	quixen
meteo	♫
meteo	tempo
meteo	do
meteo	este
meteo	ben
comprato	mercou
comprato	merquei
comprato	merqueino
comprato	merqueille
comprato	comprou
anarchici	anarquista
fed	farto
fed	de
fed	alimentado
titano	titán
autista	condutor
autista	de
autista	o
autista	permiso
primitive	primitivos
primitive	primitiva
primitive	primitivo
raduno	reunión
invecchiamento	envellecemento
invecchiamento	o
invecchiamento	envellecer
vizio	hábito
vizio	costume
vizio	o
vizio	vicepresidente
vizio	vicio
vizio	iwabuchi
vizio	antivicio
estinta	extinguiron
maledetto	maldito
caricatore	revistas
caricatore	revista
caricatore	time
ready	listos
ready	lista
ready	preparados
ready	listo
ready	preparado
yokohama	yokohama
padrona	a
padrona	señora
padrona	patroa
trial	ensaio
trial	xuízo
trial	proceso
lesione	ferida
lesione	lesión
lesione	lesión
kathleen	kathleen
incredibilmente	moi
incredibilmente	incriblemente
buchi	buratos
buchi	buracos
terribili	terrible
terribili	horrible
terribili	horríbel
terribili	terríbel
vetri	vaso
vetri	vidro
vetri	cristal
vetri	de
vetri	copa
rotondo	redondo
rotondo	redondos
rotondo	xira
rotondo	arredor
rotondo	preto
calce	cal
calce	lima
pilot	piloto
lealtà	lealdade
immensa	inmensa
etico	de
etico	ética
vergogna	mágoa
vergogna	vergoña
vergogna	que
premessa	premisa
merce	mercadoría
aggregati	agregada
ambizioni	ambición
melody	melodía
restituito	volveu
interagire	interactuar
interagire	interactuando
interagire	co
ruanda	ruanda
riempire	cubrir
riempire	encher
ordinare	orde
ordinare	para
ordinare	xiro
ordinare	postal
rolls	e
farmer	granxeiro
correlato	coa
menti	mente
menti	mentes
menti	as
menti	nas
plymouth	plymouth
stipendio	soldo
stipendio	salario
scomparsi	desapareceron
scomparsi	desapareceu
utensili	ferramentas
utensili	as
coraggioso	valentes
coraggioso	valente
conteggio	contan
conteggio	contar
conteggio	conde
conteggio	con
conteggio	conta
conteggio	contar
conteggio	contigo
cadendo	a
cadendo	namorarse
cadendo	caendo
cadendo	derrube
cadendo	ardendo
illegali	ilegal
sparatoria	a
sparatoria	disparar
sparatoria	disparando
sparatoria	tiro
intimo	interior
intimo	lencería
intimo	íntimo
intimo	íntima
bone	óso
asian	asiática
asian	asiático
asian	asiáticos
fiato	hálito
fiato	respiro
fiato	alento
fiato	respiración
fiato	folgos
fiato	tempo
fiato	respirar
confermati	confirmado
schermata	pantalla
schermata	da
schermata	ecrán
eleven	once
manipolazione	manipulación
usura	levar
usura	levo
usura	levas
usura	non
usura	as
geografici	geographic
rifiutare	non
rifiutare	se
biologici	biolóxicas
biologici	biolóxica
biologici	biolóxico
biologici	biolóxicos
biologici	orgánico
tata	neneira
pollice	polgar
provò	intentei
provò	intentou
provò	tratamos
provò	tentei
provò	tentou
specificatamente	especificamente
grafo	gráfico
grafo	gráfica
lontananza	distancia
lontananza	distancias
lontananza	lonxe
lontananza	as
lontananza	até
osseo	óso
violentemente	violentamente
hat	sombreiro
hat	o
hat	chapeu
hat	sombreiriño
loop	acople
loop	volta
disprezzo	desprezo
sacca	bolsa
sacca	bolso
sacca	maletín
sacca	saco
sacca	saco
polmoni	pulmón
polmoni	pulmóns
smile	sorriso
smile	sorrir
smile	sorrí
vestita	de
vestita	vestida
vestita	vestidos
vestita	vestidas
vestita	vestir
imputato	acusado
imputato	imputado
imputato	o
imputato	calar
imputato	acusada
cinzia	cynthia
large	grande
large	gran
large	grandes
cospirazione	conspiración
arrestata	arrestados
arrestata	arrestaron
arrestata	deteñan
arrestata	o
centesimi	centavos
centesimi	cincuenta
centesimi	patacóns
centesimi	céntimos
rogo	xogo
astronauti	astronauta
astronauti	astronautas
cruciale	cruciais
cruciale	crucial
bellissimo	fermoso
bellissimo	bonita
bellissimo	fermosa
bellissimo	precioso
bellissimo	fermosas
bright	e
bright	brillantes
bright	brillante
pomodoro	tomate
attitudine	psicotécnico
sogna	soño
sogna	soños
sogna	con
hiroshima	hiroshima
condannata	condenados
condannata	a
condannata	condenado
diplomato	estudante
pen	boli
pen	lápiz
pen	pluma
safari	safaris
safari	safari
approfondimenti	sobre
mutazioni	mutacións
mutazioni	mutación
rifugi	refuxios
negare	negar
negare	rexeitada
vuoti	baleira
vuoti	baleiro
vuoti	baleiras
vuoti	valeiro
morendo	morren
morendo	morte
morendo	morrendo
morendo	morrer
morendo	moribundos
morendo	por
costringere	a
costringere	obrigando
autentico	auténtica
autentico	é
gentiluomo	cabaleiro
gentiluomo	cabaleiros
gentiluomo	señor
gentiluomo	home
esecutore	artista
cassio	cassius
cooperative	cooperativas
cooperative	cooperativa
cooperative	dos
legna	madeira
burro	manteiga
evolve	evolucionar
umile	humilde
umile	humildes
insolita	estraño
alghe	algas
alghe	fuco
piega	as
sirena	serea
sad	triste
sad	tristes
insolito	estraño
informare	informar
biciclette	bicicleta
biciclette	en
magra	delgado
magra	fraca
magra	slim
magra	apoiarse
magra	no
bravi	bo
bravi	ben
bravi	boa
bravi	boas
bravi	bos
sistematicamente	pór
sistematicamente	práctica
sistematicamente	sistematicamente
saccheggio	saqueo
saw	vin
saw	viu
saw	vimos
saw	vino
diabete	diabetes
chemical	químicas
chemical	químico
genocidio	xenocidio
direct	directa
plotone	317
utilizzi	usa
vitamina	vitamina
organizzano	organizar
acquisiti	adquirían
delicata	delicado
delicata	delicada
estraneo	descoñecido
estraneo	estraño
fantastica	incrible
fantastica	incribles
fantastica	sorprendente
fantastica	abraiante
fantastica	o
fantastica	marabilloso
fantastica	asombroso
fantastica	fantástico
fantastica	fantástica
prega	rezar
prega	rezan
prega	rezo
bocche	boca
bocche	bocas
coltivare	cultivar
suicide	suicidio
suicide	suicidarse
trattativa	negociación
obama	obama
disgrazia	desgraza
disgrazia	desgraza
disgrazia	deshonra
stimoli	estímulos
fuggito	fuxiu
fuggito	da
recinto	perista
imputati	dos
imputati	acusados
imputati	acusado
imputati	os
imputati	imputados
invitata	convidei
invitata	a
invitata	invitamos
invitata	invitoume
invitata	invitado
invitata	convidado
invitata	convidou
estrarre	extraer
estrarre	extraen
quantitativo	cantidade
carboni	carbón
carboni	carbono
indossando	vestidos
indossando	con
indossando	pantalóns
indossando	levas
isolate	illado
isolate	illada
delusione	decepción
cynthia	cynthia
robbins	robbins
ascia	machada
gradino	paso
gradino	un
gradino	escala
feeling	sensación
feeling	sentir
feeling	sentimento
prigioniera	preso
prigioniera	prisioneira
prigioniera	prisioneiro
prigioniera	prisioneiros
vulnerabile	vulnerables
vulnerabile	vulnerable
okinawa	okinawa
ubriaco	bébedo
ubriaco	emborrachar
ubriaco	bébeda
ubriaco	un
ubriaco	bébedos
ubriaco	emborracheime
pulita	limpa
pulita	limpo
pulita	limpar
recupera	recuperar
evoluto	evolucionou
connessa	conectados
connessa	conectada
connessa	conectado
connessa	con
connessa	conectadas
connessa	conectan
autentica	auténtica
autentica	é
mercy	misericordia
mercy	piedade
mercy	misericordioso
bilancia	equilibrio
bilancia	balance
bilancia	o
impasto	diñeiro
telecamere	cámaras
inattività	improdutivo
pal	amigo
straight	en
straight	directo
straight	dereito
autorizzata	posúe
autorizzata	estabelecido
progettate	deseñados
progettate	para
progettate	deseñadas
progettate	deseñado
progettate	deseñamos
corey	corey
razziale	racial
razziale	raciais
bicchiere	vaso
bicchiere	vidro
bicchiere	cristal
bicchiere	de
bicchiere	copa
emile	emile
native	nativo
native	onde
native	terra
aggiuntivo	adicional
spostati	mover
spostati	moverse
spostati	a
forrest	forrest
arterie	arterias
borghesi	burguesía
borghesi	burguesa
borghesi	burgueses
buongiorno	mañá
buongiorno	bo
buongiorno	día
buongiorno	pola
buongiorno	días
buongiorno	bos
oak	oak
oak	carballo
telecamera	cámaras
telecamera	cámara
cofano	bonnet
lenny	lenny
professoressa	mestre
professoressa	profesor
preferiscono	preferimos
preferiscono	prefire
preferiscono	gusto
preferiscono	dos
preferiscono	prefiro
preferiscono	prefires
restituisce	volve
flessibile	flexibilidade
flessibile	flexibles
severa	grave
severa	graves
esaminare	examinar
colpite	afectados
archie	archie
augustus	augustus
humphrey	humphrey
fallita	fallaron
fallita	non
fallita	amosaban
fallita	fallamos
fallita	fracasei
fallita	suspendeu
tartarughe	de
tartarughe	tartaruga
tartarughe	tartarugas
standing	de
standing	pé
standing	estar
standing	estaba
standing	parados
conversazioni	conversas
conversazioni	conversacións
conversazioni	conversación
conversazioni	conversa
conversazioni	sobre
caesar	césar
sposati	casou
sposati	casar
sposati	casado
mill	fábrica
mill	mill
mill	muíño
espandere	expansión
espandere	expande
espandere	expandíndose
shore	costa
devastante	devastadora
experience	experiencia
experience	experimentar
experience	experimentan
riunificazione	reunificación
grigi	gris
grigi	gris
grigi	é
vaga	mala
nude	espido
drammi	drama
bruciare	queimalos
bruciare	queiman
bruciare	queimar
bruciare	queimade
ambizione	ambición
foca	foca
foca	selo
orazione	oración
catastrofe	desastre
noble	nobre
straordinari	extraordinario
straordinari	cantidade
straordinari	extraordinarias
straordinari	extraordinarios
straordinari	extraodinarios
straordinari	extraordinaria
ascoltato	escoitei
ironico	ironía
malvagia	malo
malvagia	malvada
pila	pila
pila	feixe
pila	rochas
pila	de
pila	da
suoli	chan
suoli	terra
inventata	inventou
esaurito	esgotada
esaurito	exhaustos
goccia	lanzamento
corano	corán
piangere	chorar
piangere	chores
piangere	choro
piangere	berra
piangere	chorando
piangere	choraba
piangere	chorar
piangere	vergoña
piangere	choras
piangere	choran
produttività	produtividade
produttività	productividade
minacciata	ameazada
punire	castigar
determinano	determinar
determinano	determinan
determinano	han
job	traballo
nascondersi	ocultar
nascondersi	agochar
nascondersi	agochados
nascondersi	escondida
dichiarati	declarou
premere	prensa
premere	o
premere	press
dutch	dutch
duty	deber
duty	obriga
duty	de
duty	servizo
duty	co
brave	valentes
brave	valente
nordovest	noroeste
emozione	emoción
emozione	a
malaria	malaria
malaria	a
smartphone	teléfonos
smartphone	intelixentes
smartphone	smartphones
metano	metano
estranei	estraños
estranei	descoñecidos
estranei	forasteiros
modernità	modernos
modernità	moderna
modernità	as
modernità	modernas
modernità	moderno
gallina	galiña
gallina	polo
gallina	pito
vietata	prohibido
vietata	prohibidas
mandibola	mandíbula
hacker	hacker
hacker	hackers
mania	manía
accettano	aceptar
accettano	aceptalo
accettano	acepto
esperta	experta
esperta	experto
indizio	pista
indizio	idea
affidabili	confianza
affidabili	fiables
affidabili	fiable
doll	boneca
minuscolo	diminutos
minuscolo	pequena
minuscolo	pequenos
minuscolo	diminuto
minuscolo	pequeno
minuscolo	minúsculas
minuscolo	diminuta
minuscolo	pequenas
disordine	trastorno
disordine	desorde
pessimo	mala
pessimo	malos
pessimo	mal
pessimo	malas
pessimo	malo
pessimo	mágoa
lotti	moita
lotti	moreas
lotti	moitas
lotti	moito
lotti	moitos
infelice	miserábel
infelice	vida
infelice	infeliz
reagan	reagan
ridicolo	ridícula
ridicolo	ridículo
plastico	de
plastico	plástico
percepire	percibir
slot	comecartos
tech	tecnolóxica
tech	tecnolóxicas
liquida	líquido
liquida	líquida
cieca	cegas
cieca	cega
cieca	cego
cieca	invidentes
cieca	cegos
esplosioni	explosión
tetti	nos
tetti	teitos
tetti	tellados
tetti	tellado
tetti	teito
aiutando	a
aiutando	axudar
aiutando	axudando
autorizzati	posúe
autorizzati	estabelecido
spiegando	explican
veglia	levanta
veglia	esperta
veglia	espertar
veglia	arriba
root	orixe
root	raíz
bentley	bentley
tamburi	drum
tamburi	batería
tamburi	tambores
tamburi	os
nostalgia	morriña
nostalgia	da
nostalgia	casa
biodiversità	biodiversidade
amati	me
amati	queridos
amati	amas
amati	amaba
amati	encantábache
amati	amado
amati	querido
rotelle	rodas
rotelle	raís
gertrude	gertrude
proibita	prohibido
proibita	prohibidas
lavagna	encerado
lavagna	xunta
lavagna	de
lavagna	reunión
lavagna	bordo
lavagna	comida
fabbro	smith
fabbro	veña
caselle	caixas
caselle	palcos
costiero	costeiras
costiero	costeira
costiero	costa
ande	andes
rilascia	liberación
rilascia	lanzamento
rilascia	en
rilascia	liberdade
rilascia	a
generati	neuronas
generati	xerado
strip	de
tuono	canóns
tuono	trono
tuono	os
tuono	tronos
fotografa	fotógrafo
punteggi	exames
gigantesca	enorme
gigantesca	xigantesco
gigantesca	pauta
liberal	liberais
liberal	liberal
marianna	marianne
marianna	marianka
comfort	felicidade
perfetti	perfecto
perfetti	perfecta
perfetti	perfectos
impronte	pegadas
patrioti	patriota
pratici	práctica
riot	antidisturbios
pregiudizio	prexuízos
flow	fluxo
flow	transmisión
remota	remotas
imam	imán
vacca	vaca
soviet	soviética
rumori	ruido
rumori	ruído
rumori	son
concentrati	centre
concentrati	centrarse
concentrati	centramos
concentrati	centrarme
concentrati	foco
concentrati	focalizar
giurato	xurou
giurato	cargo
giurato	o
indicatori	indicadores
umili	humilde
umili	humildes
remote	remotas
colloqui	entrevistas
arredamento	mobles
acquisite	adquirían
brutale	brutal
geloso	ciumento
geloso	celosa
based	baseándose
based	en
based	baséase
based	baseándonos
based	baseada
based	base
based	baseado
delega	delegado
generoso	xenerosa
clandestino	ilegal
visivi	visual
visivi	visuais
selvaggi	salvaxe
selvaggi	salvaxes
bruciato	queimado
bruciato	queimaron
bruciato	queimou
bruciato	queimados
gatta	gato
gatta	ao
brucia	queimaduras
brucia	arde
brucia	queimalos
brucia	queiman
brucia	queimar
brucia	queimade
oceani	océanos
oceani	océano
oceani	océanos
noci	noces
noci	tola
noci	tolo
colorato	cor
colorato	de
psiche	psique
sensazioni	sentimentos
sensazioni	distancia
sensazioni	os
chiodi	unllas
chiodi	cravos
ursula	ursula
significava	que
significava	dicir
significava	para
significava	significa
significava	quería
timido	tímida
locanda	inn
locanda	hotel
perrin	perrin
notò	que
notò	notei
notò	conta
notò	de
notò	decatei
impostare	conxunto
sacchetti	bolsas
sacchetti	de
lutero	luther
lutero	king
rivers	ríos
slim	slim
hiv	vih
hiv	o
gambo	células
gambo	nai
cocktail	cóctel
miliardo	millóns
miliardo	mil
miliardo	de
even	nin
even	incluso
even	aínda
even	mesmo
even	sequera
quark	quarks
hôtel	hotel
nuvola	nube
indocina	indochina
tie	unha
tie	os
tie	gravata
tie	átenos
tie	garavata
appartenuto	á
impugnatura	realidade
impugnatura	manexar
impugnatura	arranxar
impugnatura	mango
impugnatura	facer
impugnatura	diso
spessa	groso
gentilmente	favor
gentilmente	consciente
trasporta	leva
smesso	parei
smesso	de
smesso	parou
smesso	detívose
smesso	paramos
anarchia	anarquía
vieni	ven
vieni	vamos
vieni	veña
amara	amarga
tristezza	triste
tristezza	tristes
progress	progreso
progress	proceso
progress	progresos
progress	segue
francobollo	filatelia
francobollo	selo
inusuale	estraño
fagioli	feixóns
fagioli	xudías
promessi	prometeron
promessi	prometín
promessi	prometinlle
promessi	prometéronme
promessi	prometida
promessi	prometíchesme
promessi	prometo
promessi	prometera
puzzle	crebacabezas
puzzle	puzzle
avery	avery
verdetto	veredito
verdetto	veredicto
learning	aprender
learning	aprendizaxe
learning	aprendendo
learning	a
negazione	negación
follow	seguir
follow	seguen
follow	siga
investire	investimos
investire	investir
investire	invistan
mostrati	que
mostrati	se
mostrati	mostra
mostrati	amosado
mostrati	demostrado
mostrati	as
morente	morren
morente	morte
morente	morrendo
morente	morrer
morente	moribundos
morente	por
invitare	convídovos
invitare	a
chain	cadea
chain	subministración
chain	traballos
onestà	honestidade
stampati	impreso
maglietta	camisa
maglietta	camiseta
attivisti	activista
minacciando	ameazando
minacciando	ameazan
stupro	violación
stupro	viólanme
hair	pelo
hair	cabelo
eroica	heroicos
pregiudizi	prexuízos
proseguito	continuou
oriental	oriental
garanzie	garantía
garanzie	garantir
georgiana	georgiana
malvagi	malo
malvagi	malvada
baronessa	baronesa
balli	bailes
trappole	trampa
trappole	boca
dickinson	dickinson
timbro	filatelia
timbro	selo
lampo	lóstrego
furgone	van
furgone	pham
furgone	camión
shake	a
bovini	gando
bovini	vacas
bovini	gado
malata	enfermo
malata	enfermos
malata	enferma
consideri	conta
consideri	considerade
consideri	considerar
consideri	consideren
consideri	os
consideri	en
consideri	consideraría
piastre	pratos
darling	querida
darling	meu
darling	querido
darling	cariño
darling	ben
istinto	instinto
istinto	instintos
pays	paga
frumento	trigo
aderenza	realidade
colpendo	a
asiatiche	asiática
asiatiche	asiático
asiatiche	asiáticos
cancelli	gates
oggigiorno	hoxe
vissuti	vivimos
vissuti	viviron
vissuti	viviu
vissuti	viviamos
vissuti	vivían
vissuti	vivín
vissuti	vivía
inseguire	de
inseguire	perseguen
udito	que
udito	oído
udito	escoita
udito	escoito
formaggi	queixo
bloody	maldito
bloody	idiota
bloody	malditos
evolutiva	evolutiva
evolutiva	evolución
evolutiva	evolutivo
stupefacenti	fármaco
stupefacenti	medicamento
stupefacenti	droga
stupefacenti	medicamentos
lavaggio	lavado
lavaggio	lavan
lavaggio	lavar
lavaggio	lava
lavaggio	lavalo
lavaggio	lavar
lavaggio	a
lavaggio	lavadora
lavaggio	lavado
lavaggio	lavadoras
lavaggio	roupa
aeroplani	avións
morbido	suave
carretto	carreta
carretto	carro
conveniente	conveniente
flessibilità	flexibilidade
flessibilità	flexibles
aldilà	alén
aldilà	máis
aldilà	alá
aldilà	aló
aldilà	da
aldilà	moi
aldilà	lonxe
bernstein	bernstein
hooper	hooper
binocolo	os
binocolo	prismáticos
cute	pel
cute	ósos
chiodo	cravo
borse	bolsas
borse	de
punito	castigada
punito	castigado
onestamente	honestamente
spezzato	roto
iphone	iphone
sani	san
sani	saúde
sani	sans
sani	saudable
zuccheri	azucre
analizzando	analizar
analizzando	analizando
obiezione	obxección
abigail	abigail
graves	foxas
graves	comúns
graves	tumbas
esercitazioni	exercicios
esercitazioni	dirixe
esercitazioni	un
rimanente	restante
rimanente	para
serre	invernadoiro
angus	angus
resistenze	resistencia
resistenze	a
scatole	caixas
scatole	palcos
cop	poli
cop	policía
capello	pelo
capello	cabelo
molecolari	molecular
molecolari	moleculares
rilasciati	liberado
rilasciati	liberados
rilasciati	editaron
implicazioni	implicacións
traversata	cruzar
traversata	cruzando
onlus	sen
onlus	ánimo
onlus	lucro
neuroni	neuronas
neuroni	neurona
neuroni	neuronas
vagabondo	vagabundo
grida	prantos
grida	chora
grida	os
contando	contar
contando	contigo
mangiato	comemos
mangiato	comín
mangiato	comeu
mangiato	comiches
mangiato	hoxe
mangiato	comín
fresh	fresco
fresh	fresca
fresh	frescos
fresh	descarado
fresh	descarados
fresh	frescas
fresh	cambiar
meravigliosa	marabillosas
meravigliosa	marabilloso
meravigliosa	marabillosa
generano	xerar
flotte	negro
flotte	frota
raul	raúl
aggregata	agregada
inerente	inherente
vogel	vogelöd
vogel	vogel
fanciullo	nena
fanciullo	neno
fanciullo	fillo
conforto	felicidade
nor	nin
nor	non
mccoy	mccoy
heritage	herdanza
verme	verme
scavare	extraer
scavare	cáptasme
scavare	capto
scavare	cavar
scavare	píllalo
scavare	cavando
frode	fraude
microfono	micrófono
selvatici	salvaxe
selvatici	salvaxes
triumph	triunfo
inaspettato	inesperado
shepherd	pastor
shepherd	pastorciño
sofferto	sufriron
sofferto	sofre
sofferto	sufrín
genoma	xenoma
schiava	de
schiava	escravos
schiava	escrava
cessare	alto
cessare	o
zola	zola
pianto	chorando
pianto	choraba
pianto	chorar
pianto	vergoña
pianto	choras
pianto	choran
colazione	almorzo
colazione	almorzar
quick	rápido
quick	axiña
quick	rápida
quick	veña
quick	marchar
dominanti	dominante
dominanti	educativa
grana	diñeiro
stupido	estúpido
stupido	estúpida
stupido	estúpidos
stupido	parvo
stupido	estúpidas
stupido	parvadas
stupido	parvo
segui	seguir
segui	seguen
segui	siga
costosi	caro
costosi	caros
costosi	cara
speaker	♪
speaker	falante
corporazioni	empresas
corporazioni	corporacións
tragedie	traxedia
tragedie	desgraza
superior	superior
superior	superiores
numeroso	moitas
astratto	abstracta
accettate	aceptar
accettate	aceptalo
accettate	acepto
geniale	brillante
saldo	equilibrio
saldo	balance
saldo	o
minute	minuto
minute	momento
minute	intre
minute	agarda
attributo	atributo
armadio	minister
proxy	indicador
proxy	representante
oblio	non
oblio	esquezamos
oblio	a
grani	gran
salario	soldo
salario	salario
salario	salarios
dadi	dados
pulsanti	botóns
pulito	limpa
pulito	limpo
pulito	limpar
pregare	rezar
pregare	rezan
pregare	rezo
straordinarie	extraordinario
straordinarie	cantidade
straordinarie	extraordinarias
straordinarie	extraordinarios
straordinarie	extraodinarios
straordinarie	extraordinaria
tossico	tóxicos
tossico	tóxica
rubata	roubado
rubata	datos
rubata	roubada
bruciata	queimado
bruciata	queimaron
bruciata	queimou
bruciata	queimados
evoluta	evolucionou
kaufman	kaufman
confessare	confesar
michela	michael
campanella	campá
cantano	cantar
cantano	canta
cantano	cante
cantano	cantando
cantano	canta
cantano	cantar
cantano	que
polari	polar
polari	polares
rispecchia	reflicte
rispecchia	o
preoccupata	preocupa
preoccupata	preocupados
preoccupata	como
preoccupata	preocupado
preoccupata	por
preoccupata	medo
preoccupata	preocupada
ecosistema	ecosistema
antartico	antártida
firmati	asinado
umiltà	humildade
giacobbe	xacob
profitti	beneficios
profitti	ganancias
cinture	cinto
servitore	servo
servitore	criado
servitore	bedel
lay	aí
fusion	fusión
fusion	reactor
psicologici	psicolóxica
psicologici	psicolóxicas
sabbath	domingo
misteriosi	misterioso
shine	brillar
cessa	alto
cessa	o
form	forma
form	xeito
ormone	hormona
ormone	hormonal
notata	que
notata	notei
notata	conta
notata	de
notata	decatei
sovrintendente	comisario
