novak	novak
rohy	cornes
rohy	avertisseurs
rohy	cors
odstraněny	retirée
odstraněny	enlevé
odstraněny	retiré
odstraněny	supprimée
odstraněny	supprimés
odstraněny	supprimé
tokio	tokyo
spuštění	startup
spuštění	démarrage
spuštění	lancement
spuštění	lancement
spuštění	lancements
spuštění	lancer
spuštění	lancez
lotus	lotus
dodává	ajouts
dodává	ajoute
váhy	balance
váhy	poids
váhy	haltères
váhy	poids
váhy	gammes
váhy	écailles
váhy	échelles
váhy	balances
závislá	dépendant
závislá	dépendantes
závislá	dépendante
závislá	dépendants
závislá	accro
závislá	accros
závislá	addict
marseille	marseille
marseille	marseille
bibliografie	bibliographie
hnědá	brown
hnědá	marron
hnědá	bruns
hnědá	brun
hnědá	brunes
hnědá	brune
potter	potter
charlotte	charlotte
roland	roland
vlajku	pavillon
vlajku	flag
vlajku	drapeau
vlajku	drapeaux
těsné	serrée
těsné	serré
těsné	serrés
těsné	étroit
kibucu	kibboutz
náboje	cartouche
náboje	cartouches
náboje	douilles
náboje	balles
náboje	puces
náboje	coquillages
náboje	obus
indianapolis	indianapolis
náhradní	rechange
náhradní	épargner
náhradní	remplacements
náhradní	remplacement
náhradní	remplaçant
sportovec	athlètes
sportovec	athlète
vykonává	accomplit
vykonává	effectue
fyzika	physique
warner	avertisseur
warner	warner
krk	krk
krk	nuque
krk	cou
krk	encolure
rameno	épaules
rameno	épaule
edmund	edmund
edmund	edmond
udělení	octroi
udělení	accordant
udělení	octroyer
pri	pri
klein	klein
automatické	auto
automatické	automatique
automatické	automatiques
automatické	automatisé
automatické	automatique
oskar	oskar
oskar	oscar
živá	live
živá	vivant
živá	vivre
živá	animé
živá	vivante
živá	vivants
živá	vivant
živá	vivantes
živá	alive
spektrum	spectres
spektrum	spectre
spektrum	spectre
integrace	intégration
mediawiki	mediawiki
upozornit	aviser
upozornit	informer
upozornit	avertir
upozornit	notifier
pečlivě	prudemment
pečlivě	soigneusement
pečlivě	attentivement
pečlivě	minutieusement
pečlivě	méticuleusement
kardinála	cardinal
pius	pius
pius	pie
vyzval	contesté
vyzval	défié
vyzval	contestées
vyzval	contestée
faktorů	facteurs
semily	semily
disciplíny	discipline
disciplíny	discipliné
disciplíny	disciplines
robinson	robinson
duo	duo
sousedních	voisines
sousedních	voisine
sousedních	voisin
podlehla	succombé
lékařská	médicaux
lékařská	médicale
lékařská	médical
otevřeně	ouvertement
arch	voûte
arch	arche
arch	arch
vražda	homicide
vražda	homicides
vražda	criminelle
vražda	assassiner
vražda	meurtre
vražda	assassinat
vražda	meurtres
příjmy	revenus
příjmy	revenu
příjmy	recettes
příjmy	revenu
příjmy	revenus
příjmy	revenus
příjmy	reçus
příjmy	recettes
hnízdo	nids
hnízdo	nest
hnízdo	nid
rozlišuje	distingue
knihovnu	bibliothèque
knihovnu	librairie
argentiny	argentine
rozvod	divorcer
rozvod	divorce
rozvod	divorces
poskytování	provision
poskytování	disposition
spotřeba	consommation
fyzicky	physiquement
vinohrady	vinohrady
herců	acteurs
herců	comédiens
sofie	sofia
sofie	sophia
sofie	sofie
vítězslav	vítězslav
ponechání	rétention
ponechání	maintien
bohatý	riches
bohatý	rich
bohatý	riche
bohatý	riches
bohatý	riche
konflikty	conflits
konflikty	conflit
konflikty	conflits
konflikty	conflit
main	principal
main	principales
main	main
main	principale
main	principaux
růžové	rose
růžové	rosé
růžové	rosé
révy	vine
révy	vigne
creek	crique
creek	ruisseau
creek	creek
saturn	saturn
saturn	saturne
malba	peinture
malba	peintures
šedé	gray
šedé	gris
šedé	grise
šedé	gris
šedé	grise
graham	graham
atmosféru	atmosphère
atmosféru	ambiance
nalezena	trouvée
nalezena	trouvé
nalezena	trouvées
nalezena	retrouvé
nalezena	trouvés
vánoce	noël
vánoce	noel
byliny	herbes
byliny	herb
byliny	herbes
byliny	herbe
dánské	danoises
dánské	danois
dánské	danoise
kvartet	quartet
kvartet	quatuor
pořádání	hébergeur
pořádání	hébergement
sériové	serial
sériové	série
plavání	nager
plavání	natation
plavání	baignade
výrazy	expressions
výrazy	termes
popsat	décrivez
popsat	décrire
stewart	stewart
těžká	heavy
těžká	lourde
těžká	lourd
těžká	lourds
voličů	électeur
voličů	électeurs
voličů	électeurs
voličů	votants
zdánlivě	ostensiblement
mostů	passerelles
mostů	ponts
svazky	faisceaux
svazky	volumes
stoupá	hausse
stoupá	rising
stoupá	montante
kódování	codage
kódování	encodage
kódování	codification
kódování	codage
kódování	encodage
výměna	échange
výměna	echange
výměna	échanger
výměna	échange
výměna	swap
výměna	échanger
nesouhlasím	désaccord
vyjednávání	négociations
vyjednávání	négociation
vyjednávání	pourparlers
vyjednávání	marchandage
vyjednávání	négociation
vyjednávání	négociateurs
vyjednávání	négociations
vyjednávání	négocier
vyjednávání	négociation
vyjednávání	négociations
smetana	crèmes
smetana	crème
smetana	cream
zachovat	conserver
zachovat	préserver
zachovat	maintenir
zachovat	maintenir
zachovat	garder
zachovat	conserver
zaměstnance	salarié
zaměstnance	travailleur
zaměstnance	employé
zaměstnance	employés
zaměstnance	collaborateurs
zaměstnance	salariés
alberto	alberta
alberto	alberto
slovesa	verbes
příroda	nature
maďarská	hongroise
maďarská	hongroises
maďarská	hongrois
zubů	dentition
zubů	dents
formulace	formulation
formulace	libellé
formulace	formulations
formulace	formulation
experimenty	expériences
experimenty	expérimentations
experimenty	expérimentation
experimenty	expérimentations
šířku	largeur
šířku	largeurs
kultur	cultures
obtížně	difficiles
obtížně	difficile
odpovídají	correspondent
odpovídají	correspondre
lidský	humaine
lidský	humains
lidský	humain
thompson	thompson
svatyně	sanctuaires
svatyně	sanctuaire
svatyně	sanctuaire
svatyně	autel
svatyně	temple
svatyně	tempe
fiat	fiat
jam	jam
jam	confiture
jam	confitures
magnetické	magnétiques
magnetické	magnétique
magnetické	magnétisme
norské	norvégiens
norské	norvégien
norské	norvégienne
potlačení	répression
potlačení	suppression
musica	musica
subjektivní	subjective
subjektivní	subjectif
subjektivní	subjectifs
subjektivní	subjectives
subjektivní	subjectivité
lou	lou
omezit	restreindre
omezit	limiter
omezit	réduire
omezit	limite
omezit	limites
omezit	limiter
nehody	accidents
úředníků	fonctionnaires
úředníků	officiels
hrobky	tombes
hrobky	tombe
hrobky	tombeau
hrobky	caveau
hrobky	tombes
hrobky	tombeaux
referendum	referendum
referendum	référendum
referendum	référendums
přepis	transcription
přepis	transcription
určeno	destiné
larvy	larve
larvy	larve
larvy	larves
larvy	asticots
reklamy	annonces
reklamy	publicités
reklamy	publicités
reklamy	publicitaire
reklamy	publicité
reklamy	publicités
vyhnout	éviter
vyhnout	évite
vyhnout	eviter
vyhnout	évitez
vyhnout	évitées
vyhnout	évitée
vyhnout	évités
vyhnout	évité
tenis	tennis
bakterií	bactériennes
bakterií	bactérienne
bakterií	bactéries
bakterií	bactérie
uzel	noeud
uzel	nœud
uzel	noeud
uzel	nœud
hostinec	inn
ahoj	bonjour
ahoj	coucou
ahoj	hello
ahoj	salut
ahoj	bjr
léčby	traitement
filharmonie	philharmonique
ann	ann
ann	anne
obranné	défensives
obranné	défensive
obranné	défensif
bayern	bayern
uspěl	réussi
návštěva	visiteur
návštěva	visite
návštěva	visitez
návštěva	visiter
alpes	alpes
limit	limite
limit	limites
limit	limiter
pevný	solides
pevný	massif
pevný	solide
magic	magie
magic	magic
magic	magique
přítomen	actuel
přítomen	présent
přítomen	présents
přítomen	présente
přítomen	présenter
specifický	spécifiques
specifický	spécifique
stáhnout	télécharge
stáhnout	téléchargements
stáhnout	télécharger
stáhnout	téléchargement
stáhnout	retirer
stáhnout	retirez
tennessee	tennessee
kolegové	collègues
kolegové	collaborateurs
kolegové	collègues
hluboká	profond
hluboká	profonds
hluboká	deep
hluboká	profonde
očekávání	anticipation
očekávání	anticiper
očekávání	attentes
očekávání	attentes
nowrap	nowrap
vyrobené	fait
vyrobené	fabriqués
vyrobené	faite
vyrobené	fabriqué
vyrobené	fabriqués
vyrobené	fabriqué
vyrobené	produite
vyrobené	produites
catherine	catherine
potřebují	nécessité
potřebují	besoins
potřebují	besoin
překonat	surmonter
překonat	surmonté
víra	faith
víra	foi
víra	croire
víra	croyance
harrison	harrison
swe	swe
joachim	joachim
okrsek	district
spáchal	engagée
spáchal	engagés
spáchal	commis
spáchal	engagé
marián	marián
specialista	spécialiste
strachu	peur
strachu	fear
strachu	crainte
strachu	craintes
zbyněk	zbyněk
erupce	éruption
erupce	éruptions
masakr	massacrer
masakr	massacre
masakr	massacres
masakr	abattage
masakr	carnage
nezávislá	indépendant
nezávislá	indépendante
nezávislá	indépendantes
nezávislá	indépendants
bezprostřední	imminent
bezprostřední	imminentes
bezprostřední	imminente
bezprostřední	immédiates
bezprostřední	immédiat
bezprostřední	immédiats
bezprostřední	immédiate
bezprostřední	immédiatement
zasáhl	intervenue
zasáhl	intervenu
pozdě	tardive
pozdě	tardif
pozdě	retard
pozdě	tard
bin	bin
bin	poubelle
kousek	piece
kousek	morceau
schéma	schéma
schéma	diagramme
schéma	diagrammes
schéma	graphique
schéma	diagramme
schéma	schématique
oblíbený	populaires
oblíbený	populaire
oblíbený	préféré
oblíbený	préférée
oblíbený	favori
oblíbený	favoris
oblíbený	préférés
bavorsko	bavière
posouzení	évaluation
posouzení	appréciation
obnova	restauration
obnova	rétablissement
obnova	recouvrement
obnova	récupération
obnova	guérison
obnova	renouveau
obnova	renouvellement
epidemie	épidémies
epidemie	épidémie
epidemie	éclosion
epidemie	épidémie
epidemie	épidémies
epidemie	épidémiques
epidemie	épizootie
satelitní	satellite
mimořádné	extraordinaire
mimořádné	extraordinaires
mimořádné	exceptionnel
mimořádné	exceptionnels
mimořádné	exceptionnelle
mimořádné	exceptionnelles
přežití	survie
přežití	survivre
přežití	survivant
přežití	survivre
řekové	grecs
aktivitu	activité
přiznal	avoué
přiznal	confessé
novely	romans
herečky	actrices
herečky	comédienne
herečky	actrice
auf	auf
morgan	morgane
morgan	morgan
reprezentativní	représentant
reprezentativní	représentante
flotily	flotte
arábie	arabie
arábie	saoudite
těhotenství	grossesses
těhotenství	grossesse
občan	citoyenne
občan	citoyen
ohrožené	menacées
ohrožené	menacée
ohrožené	menacés
ohrožené	menacé
klára	klara
klára	clara
instrumentální	instrumental
instrumentální	instrumentale
alpy	alpes
kiss	baiser
kiss	kiss
kiss	bisou
terry	terry
vajec	œufs
vajec	oeufs
rezervaci	réserve
rezervaci	réservation
rezervaci	réservations
prodloužena	prolongée
prodloužena	étendu
prodloužena	prolongé
prodloužena	prolongés
prodloužena	étendue
tramvaj	tram
tramvaj	tramways
tramvaj	tramway
tramvaj	chariot
odmítli	décliné
odmítli	refusée
odmítli	refusé
dáno	donné
dáno	donnés
přijel	arrivés
přijel	arrivé
specializované	spécialisé
specializované	spécialisée
specializované	spécialisées
specializované	spécialisés
specializované	spécialisé
specializované	spécialisée
specializované	spécialisées
specializované	spécialisés
daly	daly
provence	provence
kulturně	culturellement
parc	parc
beatles	beatles
parky	parcs
michigan	michigan
kost	osseuse
kost	osseux
kost	os
kost	bone
znalost	connaissances
znalost	savoirs
znalost	savoir
znalost	connaissance
višnjan	višnjan
podvozek	châssis
podvozek	bogie
klobouk	casquette
klobouk	hat
klobouk	chapeau
protesty	protestation
protesty	protestations
protesty	contestation
protesty	protester
protesty	manifestation
protesty	protestations
posloupnost	séquences
posloupnost	séquence
skotska	écosse
skotska	ecosse
nedostatky	déficiences
nedostatky	lacunes
nedostatky	carences
nedostatky	insuffisances
nedostatky	déficiences
nedostatky	lacunes
nedostatky	carences
nedostatky	insuffisances
nedostatky	insuffisances
nedostatky	faiblesses
daň	impôts
daň	taxe
daň	taxes
daň	fiscalité
daň	fiscale
daň	impôt
bohemia	bohême
soutěžní	compétition
soutěžní	concurrence
soutěžní	concours
soutěžní	compétitif
soutěžní	concurrentiel
soutěžní	compétition
soutěžní	concurrentielle
soutěžní	compétitifs
dodávky	vans
dodávky	fourgons
dodávky	camionnettes
dodávky	livraisons
dodávky	accouchements
dodávky	approvisionnement
dodávky	fournitures
oblouk	arc
oblouk	voûte
oblouk	arche
oblouk	arch
rytíře	knights
rytíře	chevaliers
trenéři	autocars
trenéři	entraîneurs
trenéři	coachs
trenéři	entraîneurs
trenéři	formateurs
konfliktů	conflits
konfliktů	conflit
pozic	positions
prvotní	primitif
prvotní	primitive
prvotní	primal
čtrnáct	fourteen
čtrnáct	quatorze
reagoval	réagi
reagoval	répondu
miluje	aime
miluje	amours
miluje	adore
cestování	voyage
cestování	voyages
cestování	voyager
cestování	voyager
cestování	voyageant
holub	pigeons
holub	pigeon
porodu	accouchements
porodu	accouchement
logické	logique
logické	logiques
logické	logique
logické	logiques
železnici	railroad
železnici	ferroviaire
pozvání	invitations
pozvání	inviter
pozvání	invite
pozvání	invitation
pozvání	invitation
veronika	veronika
veronika	véronique
veronika	veronica
hrdinů	héros
hrdinů	heroes
vyrobeny	fabriqués
vyrobeny	fabriqué
vyrobeny	fait
vyrobeny	fabriqués
vyrobeny	faite
vyrobeny	fabriqué
myšlenek	réflexions
myšlenek	pensées
bonaparte	bonaparte
minutu	minute
dolina	dolina
živě	live
živě	vivant
živě	vivre
mající	ayant
mající	avoir
popření	négation
popření	refus
popření	déni
popření	démenti
mitchell	mitchell
výroční	annuelle
výroční	annuels
výroční	annuel
bytů	bytes
bytů	octets
orange	orange
orange	orangé
orange	oranges
chorvatské	croates
chorvatské	croate
prodává	vend
hektarů	hectares
hektarů	hectare
parků	parcs
psáno	ecrit
psáno	écrite
psáno	écrit
psáno	écrites
psáno	écrits
xml	xml
kate	kate
obrátil	inversée
obrátil	inversé
url	url
url	url
okolnosti	circonstances
okolnosti	circonstance
okolnosti	circonstances
liška	renard
liška	fox
liška	renards
peří	plumage
peří	plumes
peří	plume
peří	plumes
carter	carter
výhodu	avantage
silva	silva
pocity	sensations
pocity	sentiments
dubé	dubé
patrik	patrik
patrik	patrick
sopka	volcan
sopka	volcans
produktu	produit
produktu	produits
potraviny	alimentaire
potraviny	nourriture
potraviny	alimentation
potraviny	nourritures
potraviny	aliments
potraviny	épicerie
odstraněna	supprimé
odstraněna	supprimée
odstraněna	effacé
odstraněna	supprimés
odstraněna	supprimées
odstraněna	retirée
odstraněna	enlevé
odstraněna	retiré
odstraněna	supprimée
odstraněna	supprimés
odstraněna	supprimé
kult	secte
kult	culte
kult	cultes
kůry	écorce
kůry	aboyer
kůry	écorces
silver	silver
silver	argent
silver	argenterie
silver	argenté
kovové	métallisé
kovové	métallique
kovové	métalliques
trubka	pipe
trubka	tuyau
trubka	tube
trubka	trompette
joan	joan
zajímá	intéressée
zajímá	intéressés
zajímá	intéressées
zajímá	intéressé
reklama	publicitaire
reklama	publicité
reklama	publicités
reklama	publicité
reklama	annonce
matematika	mathématiques
matematika	mathématique
matematika	mathématiques
matematika	maths
matematika	mathématique
matematika	mathématiques
návod	manuel
návod	manual
návod	manuels
návod	manuelle
návod	consignes
návod	instructions
naši	notre
naši	nos
sierra	sierra
caesar	caesar
caesar	césar
pohyby	mouvements
pohyby	movement
pohyby	mouvement
pohyby	motions
pohyby	mouvements
poškozen	endommagé
poškozen	endommagées
poškozen	endommagés
poškozen	abîmés
poškozen	abîmé
poškozen	endommagée
poškozen	corrompu
poškozen	corrompue
poškozen	corrompues
poškozen	corrompus
výjimku	exception
čelní	frontal
čelní	frontale
umožnila	activées
umožnila	activés
umožnila	activée
umožnila	activé
true	vrais
true	true
true	vraie
true	vrai
true	véritable
podepsána	signées
podepsána	signée
podepsána	signé
podepsána	signés
orgánu	orgue
orgánu	organe
řidiče	chauffeurs
řidiče	conducteurs
řidiče	pilotes
řidiče	conducteur
řidiče	pilote
řidiče	conducteur
oddělené	séparées
oddělené	séparée
oddělené	séparés
oddělené	séparé
oddělené	distinct
oddělené	séparés
oddělené	séparé
oddělené	séparées
oddělené	séparer
vyhláška	ordonnance
vyhláška	décret
neštěstí	malchance
neštěstí	malchanceux
neštěstí	malheurs
neštěstí	malheur
neštěstí	malchance
neštěstí	sinistre
neštěstí	désastre
neštěstí	catastrophe
neštěstí	catastrophes
wiener	wiener
aktivních	active
aktivních	actif
aktivních	actives
aktivních	actifs
loví	chasses
praga	praga
velvyslanectví	ambassades
velvyslanectví	ambassade
velvyslanectví	ambassades
ovlivnit	affecter
ovlivnit	affectent
ovlivnit	influence
ovlivnit	influencer
svobodná	célibataire
svobodná	single
svobodná	unique
svobodná	célibataires
kovy	métal
kovy	métaux
kovy	metal
kovy	métallique
kovy	métalliques
kovy	métaux
sinclair	sinclair
předsedal	présidé
předsedal	présidée
pilotní	pilot
pilotní	pilote
pilotní	pilotes
zobrazí	spectacles
nepřátel	ennemies
nepřátel	ennemis
hradecká	hradecká
architektonické	architecturaux
architektonické	architectural
inteligentní	intelligente
inteligentní	intelligents
inteligentní	intelligent
inteligentní	intelligentes
tyčinky	baguettes
tyčinky	bâtons
tyčinky	bâtonnets
kyselin	acides
přímá	directe
přímá	directement
přímá	direct
přímá	directs
italia	italia
vkládá	insérée
vkládá	insérées
vkládá	inséré
vkládá	insérés
zimy	hivers
zimy	winters
obhájce	défenseur
dokonale	parfaitement
larry	larry
rozložení	répartition
rozložení	distribution
rozložení	disposition
rozložení	agencement
finance	financement
finance	finances
finance	finance
finance	finances
finance	finance
norma	norma
norma	norm
norma	norme
norma	norme
norma	standard
příkazy	commandements
příkazy	commandes
příkazy	ordonnances
příkazy	commandes
příkazy	ordres
napsali	écrivit
napsali	écrit
blake	blake
opakované	répétés
opakované	répétée
opakované	répété
opakované	répétées
opakované	répétitive
opakované	répétitif
opakované	répétitifs
čluny	bateaux
čluny	barges
zpíval	sang
zpíval	chanté
zpíval	chantait
dovnitř	interieur
dovnitř	inside
dovnitř	intérieur
osobám	personnes
pravdy	vérités
soukromí	intimité
soukromí	confidentialité
podlaží	etage
podlaží	étage
podlaží	sol
podlaží	plancher
luk	luk
luk	arc
luk	bow
jednotlivců	particuliers
jednotlivců	individus
jednotlivců	individuels
vzory	maquettes
vzory	modèles
vzory	dessins
podpořit	soutien
podpořit	assistance
podpořit	appui
olympic	olympic
olympic	olympique
olympic	olympiques
zraněn	blessé
zraněn	blessée
zraněn	blessées
zraněn	blessés
zraněn	lésée
zraněn	blessé
zraněn	blessée
zraněn	blessées
zraněn	blessés
vkládání	ancrer
vkládání	collage
volná	gratuit
volná	gratuits
volná	free
volná	gratuitement
volná	libre
temné	noir
temné	foncé
temné	sombre
stockholmu	stockholm
řádek	ligne
řádek	line
řádek	rangées
řádek	ligne
řádek	rang
řádek	rangée
jürgen	jürgen
pokorný	humblement
pokorný	humbles
pokorný	humble
pokorný	modeste
zkratkou	raccourci
zkratkou	raccourcis
studuje	étudier
posun	maj
potvrzeno	confirmé
potvrzeno	confirmées
potvrzeno	confirmés
potvrzeno	confirmée
slabé	faiblesse
slabé	faible
slabé	faibles
tmavé	noir
tmavé	foncé
tmavé	sombre
germain	germain
texasu	texas
bull	bull
bull	taureau
bull	taureaux
spektra	spectres
spektra	spectre
spektra	spectre
sedmý	septième
sedmý	seventh
rajón	pelouse
rajón	gazon
mann	mann
sochařství	sculpter
obdobné	analogue
obdobné	analogues
obdobné	similaires
obdobné	similaire
obdobné	semblables
obdobné	analogue
obdobné	semblable
ana	ana
zvýšené	augmentées
zvýšené	augmenté
zvýšené	augmentation
zvýšené	augmentée
zvýšené	élevées
zvýšené	élevée
zvýšené	élevés
zvýšené	élevé
pokrok	progrès
pokrok	progression
pokrok	progresser
pokrok	avancement
plavby	croisières
ověření	authentifier
ověření	authentification
ověření	valider
ověření	validation
ověření	vérification
ověření	vérifications
buk	buk
paulo	paulo
paulo	paula
vzestup	ascension
vzestup	rise
provedeno	fait
provedeno	faite
potřeb	besoins
odvozené	dérivé
odvozené	dérivée
odvozené	dérivées
náhodně	aléatoirement
náhodně	random
náhodně	hasard
náhodně	aléatoire
náhodně	aléatoires
náhodně	accidentellement
odměnu	récompenser
odměnu	récompense
grace	grâces
grace	grâce
grace	grace
oslavy	festivités
oslavy	célébrations
oslavy	célébrations
oslavy	célébration
dallas	dallas
zrychlení	accélération
zrychlení	accélérations
útočiště	sanctuaires
útočiště	sanctuaire
útočiště	refuge
čekat	attente
čekat	attendre
čekat	attendant
organismy	organismes
obytné	résidentiel
obytné	résidentielle
obytné	résidentiels
zachována	conservés
zachována	conservées
zachována	conservé
zachována	retenue
zachována	retenu
zachována	maintenu
zachována	entretenu
zachována	entretenue
zachována	maintenus
zachována	maintenue
leonardo	léonard
leonardo	leonardo
haas	haas
váže	lie
začleňování	inclusion
mor	mor
mor	peste
mor	fléau
mor	peste
fiala	fiala
arabsky	arabe
arabsky	arabes
julian	julian
julian	julien
estonsko	estonie
missouri	missouri
saxofonista	saxophoniste
jedině	seul
jedině	uniquement
jedině	seulement
jedině	seule
přírodovědec	naturaliste
obrat	redressement
obrat	retournement
doklady	documents
doklady	papiers
césar	caesar
césar	césar
césar	césar
atlantis	atlantis
atlantis	atlantide
dávid	dávid
zásahy	interventions
zásahy	intervention
plošiny	plateformes
viru	virus
sestavy	trousses
sestavy	kits
sestavy	assemblées
sestavy	assemblages
sestavy	routines
mlýny	fraises
mlýny	mills
mlýny	moulins
mlýny	broyeurs
ramat	ramat
podvozku	châssis
podvozku	bogie
hamburku	hambourg
hamburku	hamburg
kantonů	cantons
profilu	profil
profilu	profils
kanadská	canadiens
kanadská	canadienne
kanadská	canadien
slam	slam
partner	associé
partner	partenaire
partner	associée
partner	partenaires
konkurenční	compétitif
konkurenční	concurrentiel
konkurenční	compétition
konkurenční	concurrentielle
konkurenční	compétitifs
konkurenční	concurrentes
konkurenční	rivaliser
transformace	transformation
transformace	transformations
jonas	jonas
profesionál	professionnels
profesionál	professionnelle
profesionál	professionnel
profesionál	professionnelles
havířov	havířov
inspiroval	inspiré
inspiroval	inspirées
inspiroval	inspirés
inspiroval	inspirée
odpověděl	répondu
odpověděl	répondait
odpověděl	répondit
odpověděl	répondu
odpověděl	répondu
gilles	gilles
příčin	causalité
zpravodaj	infolettre
zpravodaj	newsletter
zpravodaj	bulletin
zpravodaj	bulletin
zpravodaj	rapporteur
přeložen	transférées
přeložen	transférés
přeložen	transférée
přeložen	transféré
sdělení	communication
sdělení	communications
pruh	lane
pruh	rayé
pruh	rayures
piloti	pilotes
oldfield	oldfield
důlní	minier
důlní	mines
důlní	minière
plavidel	navires
plavidel	vaisseaux
deutscher	deutscher
koloniální	colonial
koloniální	coloniales
koloniální	coloniaux
koloniální	coloniale
muhammad	muhammad
muhammad	mahomet
hop	houblon
hop	hop
ovce	moutons
ovce	mouton
ovce	brebis
ovce	ovins
superpohár	supercup
krakově	cracovie
konfederace	confédération
účetní	comptables
účetní	comptables
účetní	comptable
účetní	comptabilité
účetní	comptable
náboženský	religieux
náboženský	religieuses
náboženský	religieuse
hluboký	profond
hluboký	profonds
hluboký	deep
hluboký	profonde
synovec	neveu
pokusů	tentatives
nesmysl	bêtises
nesmysl	absurde
nesmysl	absurdité
nesmysl	sottises
marketing	marketing
marketing	commercialisation
hymna	hymne
rozšířená	prolongée
rozšířená	étendu
rozšířená	prolongé
rozšířená	prolongés
rozšířená	étendue
rozšířená	élargi
rozšířená	élargie
rozšířená	étendu
rozšířená	agrandi
potrubí	gazoduc
potrubí	canalisation
potrubí	pipeline
potrubí	oléoduc
potrubí	pipelines
potrubí	gazoducs
potrubí	canalisations
potrubí	conduites
potrubí	tuyauterie
potrubí	pipes
potrubí	tuyaux
potrubí	pipe
potrubí	tuyau
potrubí	plomberie
potrubí	tuyauterie
potrubí	plombier
postupuje	avancer
zatčení	arrestation
zatčení	arrestations
zatčení	arrestations
nutná	nécessaires
nutná	nécessaire
zpětně	rétroactivement
frederick	frédéric
frederick	frederick
opuštění	abandon
odborníci	professionnels
odborníci	experts
odborníci	spécialistes
portugalské	portugaise
portugalské	portugais
stanovena	établies
stanovena	établie
stanovena	établi
stanovena	établis
stanovena	corrigé
stanovena	fixe
stanovena	fixes
stanovena	fixé
stanovena	réparé
gov	gov
panorama	panorama
panorama	panoramique
panorama	skyline
kancléř	chancelier
kancléř	chancelière
alpha	alpha
mercury	mercury
mercury	mercure
jet	jet
arménie	arménienne
arménie	arménie
mozek	cerveaux
mozek	cérébrale
mozek	cerveau
mozek	cervelle
mozek	cerveaux
mozek	cerveau
mozek	cervelle
zločin	crime
zločin	délit
zločin	délinquance
zločin	criminalité
zločin	crime
převod	virement
převod	transfer
převod	transférer
převod	transfert
kanálů	chaînes
kanálů	canaux
ničení	destructions
ničení	anéantissement
ničení	destruction
cache	cache
zveřejnil	publiée
zveřejnil	affiché
zveřejnil	posté
zveřejnil	publié
návštěvníky	visiteur
návštěvníky	visiteurs
dosáhli	atteints
dosáhli	atteint
balet	ballet
porýní	rhin
porýní	rhénanie
systematicky	systématiquement
systematicky	systématique
systematicky	systématiquement
systematicky	systématiques
unit	unité
unit	unite
unit	unit
virginia	virginie
virginia	virginia
bomby	bombes
předchůdci	prédécesseurs
chicagu	chicago
hdp	pib
mořských	marin
mořských	marins
mořských	marine
normálně	normalement
rfc	rfc
pozemek	terre
pozemek	terrain
pozemek	terres
uplatnit	postuler
uplatnit	appliquer
uplatnit	appliquez
uplatnit	racheter
uplatnit	échanger
zúčastnit	assister
kazatel	prédicateur
kazatel	pasteur
kongo	congolais
kongo	congo
připraven	prête
připraven	pret
připraven	prêtes
připraven	prêt
připraven	prêts
ostré	tranchant
ostré	pointu
ostré	sharp
adrian	adrien
adrian	adrian
zeměpisné	géographique
zeměpisné	géographiques
zeměpisné	géographique
drak	dragons
drak	dragon
dosah	gamme
dosah	portée
dosah	portée
dosah	atteindre
překvapivě	étonnamment
překvapivě	étonnement
chemický	chimique
chemický	chimiques
melzer	melzer
sud	fût
sud	canon
sud	tonneau
sud	baril
sud	sud
astronomie	astronomie
přirozený	naturel
přirozený	naturelles
přirozený	naturels
přirozený	naturelle
allmusic	allmusic
citroën	citroën
kyjev	kiev
uhlíku	carbone
lyon	lyonnais
lyon	lyon
dělník	travailleur
dělník	travailleuse
dělník	ouvrier
ryze	purement
potkal	rencontrée
potkal	rencontrées
potkal	rencontré
potkal	rencontrés
ramena	épaules
zvuky	sons
zvuky	bruits
zvuky	bruits
alexandre	alexandre
bibli	biblique
bibli	bible
reed	roseaux
reed	reed
požadoval	exigé
palestině	palestine
palestině	palestinienne
palestině	palestinien
holt	holt
homosexuální	homosexuels
homosexuální	homosexuel
výpočetní	informatique
kvitová	kvitová
marshall	marshall
prezidentských	présidentielle
prezidentských	présidentiel
bankovní	banques
bankovní	banque
bankovní	bancaire
bankovní	banques
bankovní	banque
buňka	cell
buňka	cellules
buňka	cellule
gama	gamma
jevgenij	yevgeny
lokalit	localités
proteinů	protéines
duši	âmes
duši	ame
duši	soul
duši	âme
zveřejnění	divulgation
zveřejnění	publication
zveřejnění	publier
zveřejnění	édition
zveřejnění	publication
pat	impasse
pat	pat
írán	iranienne
írán	iran
jar	pot
jar	jarre
jar	bocal
hitlera	hitler
držet	tenir
držet	tiens
držet	tenez
porazit	beat
porazit	battez
porazit	battu
porazit	battre
porazit	battement
porazit	défaite
porazit	défaites
porazit	vaincre
ukázky	démonstrations
ukázky	manifestations
ukázky	échantillons
ukázky	aperçus
porucha	dysfonctionnement
porucha	désordre
porucha	trouble
emma	emma
schválen	approuvé
schválen	approuvée
schválen	approuvés
schválen	agréée
schválen	approuvées
schválen	agréé
léky	médecine
léky	médicament
léky	drogues
léky	drogue
léky	médicaments
léky	médication
léky	médicaments
léky	médicament
ledové	glacée
ledové	glacial
ledové	glacé
krajinu	paysager
krajinu	paysage
krajinu	paysages
pohřební	funérailles
pohřební	obsèques
pohřební	funéraire
pohřební	enterrement
drobná	petite
metr	mètre
metr	compteur
metr	mètre
