die	на
nat	мокра
nat	мокрий
gepoog	спроби
gepoog	намагаючись
hanover	ганновер
wallies	валлійська
bier	пиво
louisiana	луїзіана
abdy	абатство
bob	bob
bob	боб
reaksies	реакцій
reaksies	реакції
onmiddellike	негайно
onmiddellike	негайного
onmiddellike	безпосередній
leipzig	лейпциг
migrasie	міграція
migrasie	міграції
dwing	примусово
dwing	примусити
dwing	сила
dwing	force
russell	расселл
russell	рассел
ingesamel	виховали
ingesamel	виростили
ingesamel	карпатські
ingesamel	підняли
periodieke	періодична
agtste	вісім
strande	пляжі
geriewe	споруди
dagbreek	багряний
fliek	фільм
fliek	кіно
veilig	сейф
veilig	безпечний
veilig	безпечно
woonbuurte	районах
dooie	помер
dooie	померла
dooie	мертвий
dooie	dead
medici	медічі
inspirasie	натхнення
albertus	адальберт
byeenkoms	збираються
ali	алі
botaniese	ботанічний
verswak	послабити
skoon	чисто
skoon	очистити
skoon	очистити
skoon	прибрати
skoon	почистити
skoon	чистий
belê	інвестувати
belê	інвестування
belê	інвестувати
belê	вкласти
molekules	молекул
molekules	молекули
kanon	гармата
kanon	гармати
veranderlikes	змінну
veranderlikes	змінної
veranderlikes	змінна
dieper	глибше
kommissaris	комісар
interaksie	заручини
interaksie	взаємодія
interaksie	залучено
key	ключ
key	клавіша
ouma	бабусі
ouma	бабуся
ouma	бабця
ouma	бабусю
ouma	бабуся
lions	леви
familia	familia
var	вар
seelandse	зеландії
seelandse	земельні
seelandse	зеландія
vulkaan	вулкан
vere	пір
besigtig	перегляд
besigtig	перегляд
besigtig	вигляд
besigtig	view
besigtig	вид
besigtig	переглянути
moses	мойсей
erik	ерік
erik	еріку
erik	ерік
diagram	діаграма
versamelings	збірок
versamelings	колекції
versamelings	collection
versamelings	збірки
aanraking	дотик
johnny	джоні
johnny	джонні
gerhard	герхард
false	спамом
supernova	supernova
supernova	залишок
aanbieder	ведучий
genooi	запрошує
genooi	запросив
genooi	запрошено
genooi	запрошують
genooi	запрошені
illustrasie	ілюстрація
illustrasie	ілюстрації
waarskynlikheid	ймовірність
medisyne	наркотики
medisyne	наркотиків
medisyne	ліків
kantore	заклади
kantore	працевлаштування
droog	сухий
droog	суха
droog	сухо
droog	сухе
droog	сухі
queensland	квінсленд
canberra	канберра
portret	портрет
portret	книжкова
hertogdom	герцогство
monte	монте
nansen	нансен
ophou	стоп
ophou	припинити
ophou	зупинки
ophou	зупинити
ophou	зупинка
ophou	зупинитись
css	css
revolusie	революція
ross	рос
ross	росс
doodgemaak	вбив
doodgemaak	вбили
antwerpen	антверпен
verteenwoordiging	представлення
bestemming	призначення
sur	сюр
waarneming	спостерігати
morgan	морган
onderhandel	переговори
waarnemende	во
waarnemende	заступник
waarnemende	акторська
waarnemende	діяти
breër	ширшу
japannees	японія
japannees	японію
japannees	японії
japannees	японська
japannees	японський
japannees	японці
japannees	японські
droom	сон
droom	dream
droom	мрія
droom	сон
droom	мріяти
deutsche	deutsche
stikstof	азот
fischer	фішер
opnames	recordings
opnames	опитування
opnames	опитування
fotograaf	фотограф
swaarder	єгора
spencer	спенсер
boris	борис
koninkryke	держав
walliese	валлійська
woud	лісова
woud	ліс
cicero	цицерон
voorbereiding	приготування
voorbereiding	готування
andy	енді
jordaan	йорданії
jordaan	джордан
sinoniem	синонім
christchurch	крайстчерч
sirkulasie	обіг
hervat	поновити
hervat	відновити
hervat	продовжити
lima	ліма
sestig	шістдесят
gevaarlike	небезпечні
gevaarlike	небезпечна
gevaarlike	небезпечний
gevaarlike	небезпечно
brian	брайан
brian	браян
nabye	поблизу
nabye	поруч
rebelle	повстанців
rebelle	повстанці
gerrit	герріт
landdros	магістрат
tim	тімоті
tim	тім
chileense	чилійський
diamant	diamond
diamant	діамант
vertroue	довіра
vertroue	впевненість
beperkings	обмеження
beperkings	обмежень
beperkings	обмеження
beperkings	границі
beperkings	межі
beperkings	обмеження
beperkings	обмеження
volkswagen	volkswagen
radikale	ключ
radikale	радикальні
radikale	радикальна
gideon	гедеон
vermeerder	збільшити
vermeerder	підвищити
vermeerder	зростати
vermeerder	збільшення
herder	гердер
kwessies	питань
kwessies	проблеми
kwessies	питання
roes	rust
facto	факто
grande	гранде
grande	гранд
liverpool	ліверпуль
phillips	філліпс
ontvangs	прийом
miller	міллер
jutland	ютландія
pietro	pietro
canada	канаді
canada	канади
canada	канаду
canada	канада
nasionaal	національна
nasionaal	націонал
nasionaal	національне
nasionaal	національний
nasionaal	національні
erosie	ерозія
diego	дієго
parallel	паралельний
parallel	паралельні
parallel	паралельно
effektief	ефективний
effektief	ефективна
effektief	ефективно
terreine	сайти
terreine	сайтів
terreine	юнеско
trans	trans
trans	транс
maatreëls	виміри
maatreëls	вимірювання
smal	вузький
smal	вузькі
derdes	третин
provence	прованс
roberts	робертс
georges	жорж
variasies	варіанти
variasies	варіації
variasies	варіанти
rudolf	рудольф
vakansie	тиждень
vakansie	святкова
vakansie	свято
vakansie	відпустка
vakansie	година
vakansie	години
vakansie	годину
koffie	кава
toronto	торонто
wens	бажання
wens	бажаю
harold	гарольд
viering	святкування
skild	щит
leopold	леопольд
louise	луїза
eugène	ежен
martinus	мартін
uitvoering	виконання
petrol	бензин
luiperd	барс
luiperd	пантера
protes	протест
versnel	зони
gegooi	кинули
gegooi	скинули
toeganklik	доступний
opstel	есе
opstel	налаштувати
gat	ями
gat	лунка
gat	дірка
gat	діра
verkondig	пропагує
chordata	chordata
luister	слухайте
luister	прослухати
luister	слухати
luister	слухай
württemberg	вюртемберг
verkope	продажів
verkope	продаж
verkope	продажі
iers	ірландський
iers	irish
iers	ірландська
oefen	вправи
oefen	вправа
oefen	практика
redaksie	редакцій
boot	човен
vernietiging	руйнування
vernietiging	знищення
dublin	дублін
afgetree	закріплені
afgetree	звільнився
atleet	спортсмен
variante	варіанти
buffalo	buffalo
middelste	середня
middelste	посередині
middelste	середньої
middelste	середина
middelste	середній
aanbidding	поклоніння
aanbidding	служать
diplomatieke	дипломатичних
virus	вірус
fabrieke	фабрики
fabrieke	заводів
kennedy	кеннеді
saints	святі
zuma	зума
liedere	пісень
liedere	пісні
liedere	songs
inc	inc
drink	пили
drink	пити
drink	пиття
drink	алкогольні
airways	airways
standpunte	позиції
standpunte	позицій
naweek	вихідні
aankoop	купити
aankoop	придбати
aankoop	покупка
aankoop	придбання
aankoop	покупку
riglyne	вказівки
poly	полі
romeo	ромео
gogh	гог
gogh	гога
kamera	камера
kamera	фотоапарат
kamera	камери
skedel	череп
skedel	черепа
vergeet	забувати
vergeet	забути
vergeet	забудь
vergeet	забув
vergeet	забула
vergeet	забули
werkwoord	дієслово
ontplof	вибухне
koel	круті
koel	круто
koel	класні
fred	фред
sny	стрижка
sny	обрізання
sny	скоротити
sny	обрізати
sestien	шістнадцять
eksamen	екзамен
welvaart	дотації
angel	янгол
angel	ангел
pleks	натомість
pleks	замість
han	хан
han	хана
boergondië	бургундія
amerikas	америки
amerikas	америка
ref	суддя
elseif	elseif
beton	бетонні
beton	бетон
verbruik	споживання
geïnstalleer	встановлені
geïnstalleer	встановлено
geïnstalleer	встановлений
vensters	вікон
vensters	windows
vensters	вікна
sanskrit	санскрит
voorlopige	попереднє
encyclopædia	encyclopædia
standbeelde	статуї
newman	ньюман
liewer	скоріше
liewer	скоріш
jazz	джаз
jazz	jazz
jazz	джазу
tydperke	строк
tydperke	строків
memphis	мемфіс
eise	заявляє
eise	стверджує
persies	перська
adrian	адріан
tonnel	тунель
gesels	спілкування
gesels	балачки
gesels	чат
spits	миттю
einstein	ейнштейн
voorwaarde	умова
darwin	дарвін
reekse	діапазон
reekse	діапазони
burgerskap	громадянство
keur	підтримую
keur	затвердити
hoogtes	висота
hoogtes	висоти
ingeskryf	підписані
molekulêre	молекулярна
rekords	рекорди
rekords	records
rekords	платівки
veldtogte	кампанії
algerië	алжиру
algerië	алжир
mits	дисциплінарна
acacia	акація
religie	релігія
religie	релігії
start	запустити
start	розпочати
start	старт
start	запускати
start	початок
start	почати
richmond	річмонд
vereenselwig	уніфіковані
vereenselwig	універсальний
fakulteit	факторіал
fakulteit	факультету
fakulteit	факультет
lekker	гарно
begeerte	бажання
jonk	янг
jonk	молода
jonk	молоді
jonk	молодою
jonk	молодий
jonk	молодим
mediawiki	mediawiki
lusaka	лусака
lewendige	промінь
lewendige	жити
lewendige	live
lewendige	наживо
lewendige	живу
lewendige	трансляція
kosakke	козаки
dean	дін
cité	cité
dinamiese	динамічний
dinamiese	динамічні
dinamiese	динамічна
dinamiese	динамічне
uitvinding	винахід
moslem	мусульмани
moslem	мусульманин
bestee	витрачено
bestee	витрачений
arend	орла
arend	орел
audi	audi
marshall	маршалл
marshall	маршал
warmer	тепліше
monetêre	грошова
oman	оману
logiese	логічна
logiese	логічний
logiese	логічне
legendariese	легендарні
legendariese	легендарна
legendariese	легендарного
legendariese	легендарний
afval	відходи
afval	переводити
topografiese	топографічна
bismarck	бісмарк
gene	ген
gene	джин
elsas	ельзас
eksperimentele	експериментальна
eksperimentele	експериментальний
belowe	обіцяю
belowe	обіцянку
belowe	обіцяють
busse	автобуси
uitgesluit	виключити
uitgesluit	виключення
uitgesluit	виключати
uitgesluit	виключено
besienswaardighede	погляди
frekwensie	частоту
frekwensie	частота
vries	вріс
agterkant	back
agterkant	назад
agterkant	ззаду
agterkant	повернулася
agterkant	спина
agterkant	сервер
oplossings	рішення
oplossings	вирішення
keisers	імператорів
bruce	брюс
graham	грем
kent	кент
soet	солодка
soet	солодкі
soet	солодкий
vereistes	вимоги
denis	деніс
denis	денис
mesopotamië	межиріччя
genader	підійшла
victoriaanse	вікторіанська
uitgevind	вигадав
uitgevind	винайшов
oliver	олівер
lyste	списки
geneeskunde	ліки
geneeskunde	медицина
île	іль
oorgrote	найбільший
verhit	трапляються
verlof	залиште
verlof	leave
verlof	залишити
konsepte	чернетки
konsepte	концепції
konsepte	принципи
bekendstelling	вступ
bekendstelling	вступ
verlaag	нижній
verlaag	опустити
verlaag	нижня
verlaag	нижча
spreker	доповідач
spreker	гучномовець
stasies	станції
ssr	рср
charlie	чарлі
verwesenlik	aim
skepper	творець
skepper	автор
skepper	створив
herinnering	спогад
iana	iana
protea	протей
fisieke	фізична
fisieke	фізичні
fisieke	фізичне
bedreigde	зникнення
klippe	камені
klippe	камінці
klippe	каменів
klippe	камені
klippe	скелі
klippe	астероїди
klippe	каміння
klippe	скелях
vergelykings	порівняння
vergelykings	рівняння
global	глобальний
global	global
global	загальні
ekonomies	господарство
ekonomies	економіка
ekonomies	економія
politici	політики
ontwerper	designer
ontwerper	дизайнер
ontwerper	дизайнера
tonele	краєвиди
kilogram	кілограм
skielike	несподівана
alkohol	алкоголю
alkohol	алкоголь
alkohol	спирт
sang	спів
sang	співати
sang	співає
herlewing	відродження
sap	сік
sap	сап
major	мажор
major	майор
rif	хребта
rif	хребет
melding	згадай
stanley	стенлі
manchester	манчестер
oberliga	оберліга
room	крем
room	вершки
friese	фризька
simboliseer	символізує
aluminium	алюміній
aluminium	алюміній
burke	берк
duff	дафф
normaal	звичайна
normaal	нормальний
normaal	нормальні
normaal	звичайний
normaal	звичайне
klok	дзвінка
klok	bell
klok	белл
klok	дзвін
klok	дзвінок
sentimeter	сантиметри
sentimeter	сантиметрів
sentimeter	сантиметрів
sentimeter	сантиметр
rico	ріко
erkende	впізнали
erkende	впізнав
erkende	визнано
erkende	визначив
verleng	розширювати
praag	прага
gandhi	ганді
whois	whois
vigs	снід
uitbrei	розгорнути
uitbrei	розширити
uitbrei	розкрити
uitbrei	розширювати
isaac	ісаак
kambodja	камбоджі
roetes	шляхи
roetes	маршрутів
roetes	маршрути
soewereiniteit	суверенітет
soewereiniteit	суверенітету
springs	пружини
tee	tea
tee	чаю
tee	чай
eed	присягу
eed	присягнувся
gekombineer	комбінований
restaurant	ресторан
nicolas	ніколя
slawerny	рабство
teruggetrek	відкликано
taalkunde	мовознавство
onwettig	незаконними
onwettig	незаконно
onwettig	незаконне
onwettig	незаконні
onwettig	незаконний
intelligensie	інтелект
intelligensie	розвідка
cameron	кемерон
bekragtig	перевірити
sielkundige	психолог
sielkundige	психолога
sleg	bad
sleg	погана
sleg	погано
sleg	погане
notas	нотаток
notas	нотатки
notas	примітки
pre	pre
pre	пре
pre	попередньо
outomatiese	автоматична
outomatiese	автоматичний
outomatiese	автоматичне
outomatiese	автоматичні
pop	поп
pop	pop
aksies	дії
skandinawië	скандинавії
tsjeggië	чеською
tsjeggië	чеської
tsjeggië	чеська
tsjeggië	чех
tsjeggië	перевірити
tsjeggië	перевірте
datums	дати
fabriek	фабрика
mielies	кукурудза
mielies	кукурудзи
soektog	чинного
soektog	дійсний
soektog	чинний
soektog	чинну
vervaardigers	продюсери
vervaardigers	виробники
voortdurende	постійну
voortdurende	триває
voortdurende	складну
voortdurende	тривале
voortdurende	продовжив
voortdurende	продовжували
voortdurende	продовжується
voortdurende	продовжила
snitte	доріжок
snitte	слідкує
snitte	композиції
snitte	доріжки
snitte	сліди
hipotese	гіпотеза
vaardighede	навички
vaardighede	уміння
vaardighede	навики
gevestigde	стоків
neiging	тренд
fundamentele	основне
fundamentele	фундаментальні
jacobs	jacobs
turner	тернер
ontbreek	відсутній
regterkant	правий
regterkant	права
regterkant	право
regterkant	праворуч
essays	твори
wisselwerking	взаємодія
wisselwerking	взаємодії
kenneth	кеннет
hughes	хьюз
elementêre	елементарні
elementêre	початковій
aspek	співвідношення
sophia	софія
senator	сенатор
vreedsame	спокійна
vreedsame	мирного
vreedsame	мирний
lindley	ліндлі
kok	кок
faure	фор
lughawens	аеропортів
bed	ліжко
bed	постіль
besigheid	засідання
besigheid	нарада
besigheid	зустрічі
besigheid	зустріч
besigheid	бізнес
besigheid	справа
besigheid	ділова
besigheid	business
besigheid	діловий
ontploffing	вибухом
ontploffing	вибух
ryan	раян
pouse	пауза
pouse	призупинити
vereiste	потрібен
vereiste	необхідні
vereiste	необхідне
vereiste	необхідний
rembrandt	рембрандт
konserte	концерти
goedkoop	дешевий
goedkoop	дешево
rica	рики
seremonie	церемонія
kolletjies	крапок
kolletjies	крапки
jim	джим
staande	стоїть
staande	стоячи
staande	стоять
munte	монет
munte	монети
golwe	хвилі
golwe	хвилями
hem	ам
gery	проїхали
gery	проїхав
gery	їхав
mali	малий
mali	малі
lêers	файли
lêers	файлів
neus	ніс
santiago	сантьяго
ernest	ернест
trust	довіра
nuutste	найновіші
nuutste	останні
nuutste	остання
huishoudelike	двір
huishoudelike	домашніх
huishoudelike	домашня
kersfees	різдво
kersfees	новорічний
sciences	наук
korrupsie	корупція
kommunikeer	спілкування
kommunikeer	спілкуються
siriese	сирійська
noodsaaklike	необхідних
noodsaaklike	необхідного
noodsaaklike	необхідний
prefektuur	префектура
ingedien	наданий
ingedien	надіслано
ingedien	подання
ville	віль
ville	вілле
bye	бджіл
bye	бджоли
nuttige	корисні
nuttige	корисно
nuttige	корисна
nuttige	корисний
oregon	орегон
straal	промінь
julian	юліан
doeltreffend	ефективна
saad	насіння
saad	потомство
lucas	лукас
verbond	альянс
spesiaal	особливі
spesiaal	спеціальні
spesiaal	особливий
spesiaal	спеціальний
spesiaal	особливі
spesiaal	особливе
spesiaal	спеціальні
spesiaal	особлива
hetsy	чи
sixtus	сикст
andreas	андреас
regiment	полк
groenland	ґренландії
verlag	verlag
broadway	бродвей
verwerking	оголошено
masjien	рушій
masjien	двигун
masjien	machine
masjien	машина
masjien	автомат
buitelanders	іноземців
buitelanders	іноземці
salisbury	солсбері
sierra	сьєрра
vertraag	затримується
vertraag	затримано
besoeke	показів
besoeke	враження
besoeke	покази
besoeke	відвідувань
besoeke	відвідування
geskatte	орієнтовний
geskatte	приблизна
riga	рига
riga	риги
episodes	епізоди
episodes	серії
rys	рис
rys	рису
aanhou	тримай
manuel	мануель
haag	haag
verskuiwing	міграція
verskuiwing	міграції
voorregte	привілеїв
voorregte	привілеї
est	est
handelinge	дії
eier	яйце
kelvin	келвін
kleurlinge	кольорові
werner	вернер
tevrede	контент
tevrede	вміст
tevrede	зміст
tevrede	матеріали
tevrede	задоволені
tevrede	задоволена
tevrede	задоволений
winston	вінстон
lineêre	лінійна
lineêre	лінійний
nassau	нассау
saksiese	саксон
wydte	ширина
wydte	ширину
wydte	товщина
ellis	елліс
newcastle	ньюкасл
talent	талант
tunisië	тунісі
tunisië	туніс
tunisië	тунісу
koppe	заголовки
inleiding	вступ
vlieënde	польоту
neerslag	опадів
trots	гордість
trots	гордий
trots	горді
trots	proud
trots	горда
blootstelling	експозиція
blootstelling	експозиції
boeddhistiese	буддійський
sinners	грішники
arnold	арнольд
steel	вкрасти
steel	красти
steel	крадуть
steel	краде
steel	крадіжка
optredes	поведінка
optredes	виступів
baron	барон
brooklyn	бруклін
libanon	лівану
libanon	ліван
tong	язик
tong	язика
katharina	катерина
charlotte	шарлотта
wyer	ширше
sentrums	центрів
sentrums	центрами
sentrums	центрах
thompson	томпсон
erfgenaam	заразом
erfgenaam	спадкоємець
erfgenaam	нащадок
geplant	посадив
ohio	огайо
buys	купує
buys	купівля
minor	базиліка
georganiseerde	організований
georganiseerde	організованого
vordering	прогрес
vordering	поступ
haaie	акули
haaie	акула
verwantskap	відношення
voorsitterskap	головуванням
gekleurde	кольорові
gekleurde	кольоровий
gekleurde	кольорові
tabak	тютюн
gekyk	дивились
gekyk	дивилися
gekyk	дивився
indiane	індіанці
handelsmerk	бренду
handelsmerk	бренд
handelsmerk	brand
handelsmerk	торговельних
lorenzo	лоренцо
brûe	мости
brûe	мостів
andromeda	андромеда
lesings	лекції
lens	лінзи
lens	лан
wolkekrabber	хмарочос
byeenkomste	зібрань
verwagting	кавалер
ooreenstemming	збіг
ooreenstemming	відповідність
ooreenstemming	матч
ooreenstemming	двобій
ooreenstemming	сірники
collins	коллінз
ghetto	гетто
ghetto	ghetto
lapa	лапа
platinum	platinum
afgesluit	завершився
waarneem	дивитися
waarneem	подивитися
waarneem	дивіться
waarneem	дивися
waarneem	спостерігати
situasies	ситуаціях
situasies	ситуацій
tornado	торнадо
klim	скелелазіння
klim	лазити
klim	сходження
sinne	речення
sinne	речень
honde	псів
honde	собак
honde	собаки
honde	пси
woonagtig	жителька
woonagtig	згортається
nord	nord
luke	люк
moed	мужність
krai	край
eva	єва
eva	єва
eva	єву
eva	переддень
eva	ів
eva	єви
geheg	змонтовано
dimensies	розміри
dimensies	виміри
outeurs	авторів
outeurs	автори
gewoontes	звички
gewoontes	звичок
guatemala	гватемали
corals	корали
krieket	cricket
princeton	princeton
troue	весілля
nepal	непал
masedonië	македонія
masedonië	македонії
benz	benz
mickiewicz	міцкевича
mos	мосс
sonlig	промінням
kasakstan	казахстані
kasakstan	казахстан
kasakstan	казахстану
hotelle	готелях
hotelle	готелі
hotelle	готелів
teaters	театрів
teaters	кінотеатрів
opsie	варіант
opsie	пункт
opsie	параметр
profeet	пророк
patent	патент
barrett	barrett
praktyke	практик
virginia	вірджинія
suriname	суринаму
percy	персі
hongersnood	голод
uganda	уганда
ondersoeke	екзамен
domain	домен
rye	рядками
rye	рядків
rye	черевички
rye	рядки
sielkunde	психологія
intensiewe	інтенсивне
tender	тендер
tender	ніжна
draaiboek	сценарій
respek	respect
respek	повага
majoor	мажор
majoor	майор
lood	лід
lood	свинець
lood	ведучий
lood	ліда
lincoln	лінкольн
fotografie	фотографія
alternatief	альтернатива
alternatief	варіант
alternatief	альтернативне
alternatief	альтернативні
alternatief	альтернативна
alternatief	альтернативний
regie	орієнтований
regie	направлена
oorskry	перевищує
africana	africana
slot	slot
slot	гніздо
slot	блокування
slot	зафіксувати
slot	замкнути
slot	заблокувати
dom	тупо
dom	дурна
dom	дурне
dom	дурний
dom	дом
maag	живіт
maag	шлунок
bus	шини
bus	бус
bus	шина
bus	автобус
ski	лижі
wysiging	редагування
wysiging	монтаж
konsert	концерт
gunsteling	улюблене
gunsteling	улюблена
gunsteling	улюблений
gunsteling	улюблені
gunsteling	улюблений
gunsteling	улюблене
onwettige	незаконними
onwettige	незаконно
onwettige	незаконне
onwettige	незаконні
onwettige	незаконний
interessant	цікавий
interessant	цікаво
interessant	цікаве
geëmigreer	емігрував
botsings	конфлікти
botsings	конфліктів
botsings	зіткнення
sterrewag	обсерваторія
vasgevang	схопив
vasgevang	пастці
vasgevang	приречений
nogal	скоріше
nogal	скоріш
nice	гарно
kollegas	колеги
kollegas	співробітники
express	express
express	експрес
vlieënier	авіатор
dade	акти
dade	діє
boland	боланд
kameroen	камеруну
ontmoeting	засідання
ontmoeting	нарада
ontmoeting	зустрічі
ontmoeting	зустріч
geskille	суперечки
versterkings	підкріплення
walker	вокер
teheran	tehran
filosowe	філософи
bots	боти
ghana	гани
meeding	конкуруючих
jagter	оріон
jagter	мисливець
miv	віл
gevaarlik	небезпечні
gevaarlik	небезпечна
gevaarlik	небезпечний
gevaarlik	небезпечно
kaïro	каїр
michigan	michigan
mohammed	мухаммед
mohammed	мухаммад
randse	ренд
sep	сен
gemerk	позначено
gemerk	позначене
gemerk	відмічені
gemerk	позначені
gemerk	сплачено
gemerk	перевірив
gemerk	перевірено
gemerk	позначено
gemerk	вибраний
gemerk	обрані
gemerk	вибрані
gemerk	вибране
gemerk	вибрано
gemerk	виділено
gemerk	прапорці
gemerk	прапори
franklin	франклін
windsor	віндзор
monster	звір
monster	монстр
staak	перервати
liber	liber
kroasië	хорватія
kroasië	хорватії
bose	зла
bose	злом
bose	evil
bose	зло
verhandeling	доходи
mecklenburg	мекленбург
atletiek	атлетика
gesofistikeerde	вишукано
natuurskoon	краєвид
spies	шпигуни
sektore	секторів
sektore	сектори
mislukking	невдача
mislukking	відмова
mislukking	провал
mislukking	помилка
ongewoon	надзвичайно
gordel	пояс
fritz	фріц
tour	гастролі
tour	tour
tour	тур
columbus	колумб
common	спільними
common	поширені
common	спільне
common	загальні
common	common
jakob	якоб
jakob	джейкоб
jakob	яків
uitstaande	очікуванні
uitstaande	очікує
uitstaande	очікується
uitstaande	затримані
uitstaande	визначні
uitstaande	видатним
tweeling	близнюк
tweeling	gemini
england	англія
metro	метрополітен
metro	метро
metro	metro
gevonnis	засуджений
ondervinding	досвід
northern	північна
northern	північний
northern	північне
veelvuldige	декілька
renault	renault
mitchell	мітчелл
geregtigheid	справедливість
geregtigheid	правосуддя
isotoop	ізотопів
rou	raw
tekeninge	креслення
tekeninge	малюнки
stabiliteit	стабільність
besprekings	дискусії
besprekings	обговорення
besprekings	замовлення
verbruikers	схожі
verbruikers	споживачів
blink	красунчик
blink	blink
ooreengekom	згідний
ooreengekom	домовилися
ooreengekom	домовились
ooreengekom	погодився
ooreengekom	домовився
susan	сьюзен
bot	бот
fiktiewe	вигаданий
fiktiewe	фантастика
fiktiewe	штучно
guyana	гаяни
visie	видіння
visie	зір
visie	vision
visie	бачення
hercules	hercules
rudolph	рудольф
barbus	марена
dieretuin	зоопарк
bystand	підтримка
bystand	підтримую
bystand	підтримати
orkney	оркні
vriendskap	дружби
vriendskap	дружба
vriendskap	дружбу
jura	jurassic
polinesië	полінезія
bates	активи
avignon	авіньйон
chaos	хаос
herroep	пригадую
herroep	відкликати
herroep	скасувати
apart	окремо
apart	apart
apart	окрім
susanna	сюзанна
susanna	susanna
aristoteles	арістотель
wol	шерсть
wol	вовна
edgar	едгар
verenigings	асоціації
voyager	voyager
indeks	index
indeks	покажчик
indeks	індекс
inskrywing	запис
restaurante	ресторани
lancia	lancia
voortgaan	поновити
voortgaan	відновити
voortgaan	продовжити
army	армії
army	армія
army	військо
army	армійський
integrasie	інтеграція
waardering	любителів
meetkunde	геометрія
gelykop	краватка
gelykop	краватку
nooi	запрошую
nooi	запросити
nooi	запрошення
kenners	експерти
kenners	експертів
gevlekte	плямиста
skuilnaam	псевдонім
henning	геннінг
auto	автоматичні
auto	автоматичний
auto	авто
auto	автоматично
gestreepte	смугастий
trappe	сходи
trappe	пастки
matthew	матвія
matthew	матвій
matthew	метью
polinesiese	полінезійські
nov	nov
verkeerde	неправильна
verkeerde	неправильно
verkeerde	неправильний
darmstadt	дармштадтська
strook	стрічки
gesny	обрізання
olive	оливкова
hindi	хінді
muis	миша
muis	мишу
muis	мишкою
muis	миші
muis	мишка
kameras	камер
kameras	камери
veldslag	battle
veldslag	битва
veldslag	бій
tenks	танки
tenks	танків
voorkant	front
voorkant	спереду
voorkant	передні
voorkant	фронт
voorkant	передній
waardeer	цінувати
waardeer	ціную
spandeer	провести
spandeer	проводять
spandeer	витратити
vals	false
kloof	каньйон
rust	rust
wiele	колеса
berekening	підрахунок
berekening	обчислення
berekening	підрахунку
berekening	розрахунки
apostel	апостола
apostel	апостол
wikipedias	wikipedias
spraak	мовлення
spraak	промову
openlik	публічно
aanslag	посуху
kombuis	кухні
kombuis	кухня
kombuis	кухню
omgeskakel	перетворено
kim	kim
kim	кім
skilders	художників
masjiene	ютери
masjiene	автоматів
masjiene	машини
masjiene	машинами
owen	оуен
thai	тайський
orange	апельсин
orange	помаранчевий
woonstel	квартира
woonstel	apt
verlate	покинуті
verlate	відмовилися
portaal	шлюз
gedood	вбив
gedood	вбили
grepe	байти
grepe	байтів
klomp	декілька
orals	всюди
orals	скрізь
engel	янгол
engel	ангел
omtrek	периметр
stewart	стюарт
subspesie	підвид
fontein	фонтан
inflasie	інфляція
ferrari	феррарі
ferrari	ferrari
logika	логічна
logika	логіка
logika	логічні
stukkie	шматок
stukkie	інсталяція
stukkie	фігуру
gelowe	релігії
gelowe	релігій
india	індію
india	індія
india	індії
skoonheid	краса
insluiting	включення
kurt	курт
alex	алексе
alex	алекс
warmte	тепло
claude	клод
virginië	вірджинія
slam	slam
leeg	порожнім
leeg	порожнє
leeg	порожня
leeg	порожні
leeg	порожній
hersien	переглянути
hersien	рецензування
hersien	відгук
hersien	огляд
demografie	населення
genres	жанрів
giuseppe	джузеппе
onderlinge	взаємного
onderlinge	спільний
onderlinge	взаємно
opel	opel
koud	холодні
koud	холодна
koud	холод
koud	холодно
koud	холодний
ronald	рональд
oortuigings	переконання
oortuigings	погляди
oortuigings	поглядів
heuning	сонечко
heuning	мед
heuning	голубе
rook	курити
rook	куріння
rook	палити
rook	паління
bologna	болонья
vinnigste	найшвидший
vinnigste	найшвидше
neil	ніл
mianmar	бірмі
basic	базові
basic	базове
basic	основні
basic	базовий
basic	основний
verbeterde	покращений
aanvaarbaar	влаштовує
aanvaarbaar	партією
bediener	вузол
bediener	ведуча
bediener	сервер
bediener	сервера
thomson	томсон
langdurige	тривала
vergoeding	компенсація
vergoeding	винагорода
balans	баланс
evans	еванс
stefan	стефан
stefan	штефан
opgewek	турбін
atheense	афінська
luis	луїс
luis	луїс
franco	франко
agent	агент
resensies	огляди
resensies	відгуки
col	стовп
boog	арк
boog	дуга
enigiemand	нікому
enigiemand	нікого
enigiemand	хтось
marseille	марсель
sarah	сара
rouen	руан
kommunisme	комунізм
kommunisme	комуністів
python	python
python	пітон
stellings	налаштуваннях
stellings	налаштування
stellings	параметри
solomon	соломон
solomon	соломона
toewyding	рішучість
mcgregor	макгрегор
bepaling	рішучості
watt	ват
onderbreek	переривання
onderbreek	перервати
onderbreek	призупинено
onderbreek	пауза
onderbreek	призупинити
volksmoord	геноцид
montenegro	чорногорія
montenegro	чорногорії
slagoffer	жертва
slagoffer	жертви
uitsonderings	стилів
uitsonderings	стилі
uitsonderings	винятки
forte	forte
antoine	антуан
gabriel	габріель
skerm	екрана
skerm	екран
before	перед
before	before
catherine	катерина
solo	solo
solo	соло
bok	коза
bok	цап
bok	козу
bok	козел
horings	horns
howe	суди
howe	судів
laboratorium	лабораторія
laboratorium	lab
laboratorium	лабораторії
sfeer	сфера
sfeer	сфери
sfeer	куля
ewige	вічне
ewige	вічні
ewige	вічна
ewige	безсмертні
ewige	вічний
watson	вотсон
