оперативной	pagpapatakbo
ника	nick
солнечный	maaraw
солнечный	sunny
диана	diana
диана	diane
уэйн	wayne
вернер	werner
арабские	arab
коммерческие	pangkalakal
коммерческие	commercial
коммерческие	komersyal
коммерческие	komersiyal
даллас	dallas
миллиардов	bilyon
завершение	pagkumpleto
завершение	tinatapos
атаковал	sinugod
атаковал	umatake
джесси	jessie
джесси	jesse
хуана	juan
временные	pansamantala
перси	percy
гамильтон	hamilton
тимошенко	tymoshenko
рамон	ramón
рамон	ramon
обзора	suriin
обзора	review
павильон	pavilion
неофициальный	unofficial
неофициальный	informal
агентов	agents
баланс	balanse
персии	persia
разведку	kalawakan
псков	pskov
руководит	nagdadala
разведка	katalinuhan
разведка	kalawakan
защитники	defenders
ткань	tela
ткань	tissue
ткань	tela
несоответствие	pagbabagu
рыцари	knights
низ	ibaba
низ	ilalim
партизанского	partisan
регистрация	register
архангельск	arkhangelsk
гомер	homer
служащий	daigdig
служащий	empleyado
ужас	horror
эльст	elst
консультант	consultant
поступления	kita
поступления	income
поступления	nalikom
поступления	kita
патент	patent
франкфурт	frankfurt
моделирования	modeling
моделирования	modelling
потоков	streams
читайте	mabasa
читайте	nabasa
читайте	basahin
лоренцо	lorenzo
вестфалия	westphalia
точной	tumpak
точной	tama
смирнова	smirnova
отверстия	butas
краков	krakow
краков	kraków
пятна	spot
зимбабве	zimbabwe
уши	tenga
уши	tainga
нагрузка	load
андреас	andreas
блюда	pagkain
блюда	pinggan
обычная	ordinaryo
обычная	ordinaryong
переменных	variables
джеки	jackie
джеки	jacky
стекло	baso
стекло	salamin
стекло	pampalaki
запрещена	forbidden
запрещена	ipinagbabawal
запрещена	ipinagbabawal
запрещена	bawal
запрещена	pinagbabawal
запрещена	pinagbawalan
совершено	nakatuon
бол	bol
системные	systemic
маккартни	mccartney
жив	buhay
искусственный	artipisyal
искусственный	artificial
спросить	hilingin
спросить	ask
спросить	magtanong
спросить	tanungin
спросить	itanong
эксперты	eksperto
рэп	rap
трансляции	broadcast
трансляции	pagsasahimpapawid
фауны	fauna
членство	membership
майер	maier
майер	mayer
майер	meier
майер	meyer
норман	norman
кристи	christie
кристи	christy
главу	chapter
главу	kabanata
голод	kagutuman
голод	gutom
алтарь	dambana
страсти	hilig
страсти	passion
антропологии	antropolohiyang
бежали	nakalabas
отменил	kinansela
слушателей	tagapakinig
сет	set
сет	itakda
сет	seth
роже	roger
общаться	kinakausap
толщина	kapal
билет	ticket
билет	tiket
диски	itaboy
автоматическая	awtomatiko
автоматическая	awtomatikong
распад	pagkakahati
распад	decay
распад	pagkabuwag
распад	disintegration
восточное	oriental
восточное	silangang
похороны	burial
похороны	libing
похороны	libing
хабаровск	khabarovsk
крыши	bubong
эмили	emily
потребность	need
потребность	kailangan
бег	takbo
бег	pagtakbo
бег	tumatakbo
бег	jogging
крещение	binyagan
крещение	binyag
крещение	bautismo
крещение	christening
тов	tov
карен	karen
новичок	newcomer
новичок	baguhan
новичок	rookie
песнь	awitin
песнь	kanta
песнь	awit
рауль	raul
рауль	raúl
эсперанто	esperanto
скала	scala
скала	bato
скала	rock
тракта	tract
тракта	lagay
совместный	dugtong
совместный	pinagsamang
альтернативный	kahaliling
альтернативный	alternatibong
альтернативный	alternate
улучшать	mapabuti
улучшать	pagbutihin
абсолютная	absolute
абсолютная	lubusang
анатомии	anatomiya
духовный	espirituwal
духовный	spiritual
математические	matematikal
беккер	becker
сахара	sahara
поблизости	malapit
поблизости	kalapit
простая	simple
простая	simpleng
кожа	leather
кожа	balat
плену	captive
дельта	delta
пак	puck
пак	liwasan
пак	park
пак	pak
брест	brest
собранные	tinipon
собранные	naipon
плотины	dam
японцы	hapon
японцы	japanese
японцы	hapones
интеллектуальной	intelektuwal
интеллектуальной	intellectual
страхования	seguro
страхования	insurance
положительный	positive
положительный	positibong
положительный	positibo
бренд	tatak
доблестный	magigiting
инфекции	impeksiyon
инфекции	impeksiyon
инфекции	infection
пятая	ikalimang
пятая	panglima
отрицательно	negatibong
отрицательно	negatibo
отрицательно	negative
перевели	isinalin
синие	blue
синие	bughaw
синие	asul
бегство	flight
бегство	lipad
хаус	bahay
найдена	natagpuan
найдена	nahanap
найдена	nakita
найдена	nakahanap
нэнси	nancy
вершину	vertex
отмечали	bantog
напишите	magsulat
напишите	sumulat
напишите	isulat
бедных	mahirap
бедных	kawawang
тайного	privy
декоративные	pandekorasyon
гражданское	civil
гражданское	sibil
отдых	paglilibang
отдых	libangan
отдых	bakasyon
отдых	vacation
отдых	pahinga
отдых	pista
отдых	holiday
забыли	nakalimutan
забыли	nakalimutang
забыли	nakalimutan
прокси	proxy
пули	bullets
носовой	nasal
ирландский	intsik
ирландский	irish
ирландский	irlandes
запасов	stocks
совместных	dugtong
совместных	pinagsamang
пустой	blangko
пустой	blank
привлекает	umaakit
уничтожена	nawasak
люси	lucy
аляска	alaska
ноль	sero
ноль	zero
ноль	nil
первичные	pangunahing
первичные	pangunahin
чжао	zhao
кэмпбелл	campbell
практическая	praktikal
пенсии	pensiyon
зло	evil
зло	masama
зло	kasamaan
махмуд	mahmud
махмуд	mahmoud
противоречие	kontradiksiyon
ронни	ronnie
вероника	veronica
купола	dome
успешное	matagumpay
шахта	poste
рона	rona
рона	rhône
рона	ron
презентация	pagtatanghal
переиздание	reissue
организованной	maayos
мат	mate
мат	banig
мат	mat
мат	checkmate
шлем	helmet
формирований	formation
комната	silid
комната	kuwarto
комната	kwarto
подписано	pinirmahan
расстройства	disorder
расстройства	karamdaman
расстройства	disorder
расстройства	disorders
труба	pipe
труба	tubo
труба	trumpeta
тенор	tenor
арабов	arabe
ставка	tawad
ставка	bid
ставка	rate
ставка	taya
римляне	romans
римляне	roma
бока	boca
баба	baba
рао	rao
эмма	emma
косвенно	tuwiran
архитектурных	arkitektura
сельскохозяйственные	agrikultura
архивы	archives
врата	gate
врата	gateway
выходные	weekend
собрались	inipon
собрались	kapnayan
добычу	manghuli
добычу	booty
глубокий	malalim
глубокий	deep
коробка	box
коробка	kahon
синоним	synonym
лесли	lesley
лесли	leslie
вольфганг	wolfgang
кенни	kenny
карачаево	karachay
сёстры	sis
сёстры	sisters
винтовка	rifle
изменено	nagbago
изменено	binago
изменено	pinalitan
изменено	binago
набрать	dial
алиев	aliyev
видение	pangitain
видение	paningin
харрис	harris
богатые	mayaman
богатые	rich
богатые	mayayaman
богатые	yaman
богатые	mayayamang
физический	pisikal
закрыты	nakasara
закрыты	sarado
закрыты	saradong
паспорт	pasaporte
паспорт	passport
вмешательство	panghihimasok
вмешательство	pamamagitan
опытные	naranasan
опытные	nakaranas
отображения	ipakita
отображения	ipapakita
отображения	display
обратное	inverse
обратное	reverse
обратное	baliktarin
парагвая	paraguay
толкование	interpretation
толкование	interpreting
толкование	pagpapaliwanag
рейх	reich
статистику	istatistika
статистику	stats
ветки	sanga
ветки	sangay
крыше	rooftop
крыше	bubong
рай	heaven
рай	kalangitan
рай	langit
рай	rai
рай	paraiso
рай	paradise
демократия	demokrasya
контент	nilalaman
серая	gray
серая	abo
серая	grey
шмидт	schmidt
освобожден	liberated
психиатрии	sikiyatriya
землетрясение	lumindol
землетрясение	lindol
землетрясение	paglindol
повествование	pagkukuwento
повествование	narrative
повествование	salaysay
конгрегации	congregations
удаляет	inaalis
кошка	pusa
кошка	cat
клаус	claus
клаус	klaus
обратный	reverse
обратный	baliktarin
стадия	phase
стадия	entablado
стадия	yugto
стадия	stage
нарушают	lumalabag
нарушают	nilalabag
съемки	film
син	shin
син	kasalanan
син	ins
персонал	tauhan
персонал	kawani
персонал	staff
обвинил	sinisi
флоры	flora
алессандро	alessandro
купер	cooper
раствор	solusyon
приморская	maritima
гена	gene
чужие	strangers
юта	utah
объявление	pagpapahayag
орландо	orlando
буда	buda
кухни	kusina
паук	gagamba
паук	spider
уникальные	natatanging
уникальные	kakaibang
уникальные	unique
уникальные	natatangi
доказано	pinatunayan
доказано	napatunayan
кои	koi
матрица	matrix
матрица	matris
продажа	ibenta
продажа	magbenta
продажа	nagbebenta
продажа	nagtitinda
продажа	selling
продажа	pagbebenta
продажа	nagbebenta
продажа	sale
продажа	ibinibenta
продажа	pagbenta
продажа	benta
чиновники	officials
печи	pugon
печи	hurno
избрание	halalan
выступающие	nagsasalita
овец	tupa
тихоокеанского	pasipiko
тихоокеанского	pacific
жуан	joão
эсминцев	destroyers
собирает	nangongolekta
гамбург	hamburg
мощные	powerful
мощные	makapangyarihang
элис	alice
очистки	paglinis
турцию	turkey
турцию	turkiya
наро	naro
кнопки	buttons
тай	tai
прыжок	tumalon
прыжок	leap
прыжок	pagtalon
прыжок	jumping
местонахождение	kinalalagyan
местонахождение	lokasyon
впп	wfp
наземных	panlupa
подавать	magsilbi
подавать	paglingkuran
подавать	serve
подавать	maglingkod
прежний	dating
бенедикт	benedict
бенедикт	benedicto
яркий	bright
яркий	maliwanag
клара	clara
удивительно	amazing
потребителей	consumer
потребителей	mamimili
потребителей	consumers
кубани	kuban
виден	nakikita
мышцы	muscles
мышцы	masel
мышцы	kalamnan
мышцы	muscle
обелиск	obelisk
прыжки	pagtalon
прыжки	jumping
мордовии	mordovia
дуб	quercus
дуб	oak
дуб	robles
брюсселе	brussels
пий	pio
дипломатической	diplomatic
создается	lumilikha
вооружений	arms
вооружений	armas
эдгар	edgar
авраам	abraham
жестоко	malupit
братство	fellowship
братство	samahan
братство	fraternity
братство	kapatiran
изучить	galugarin
изучить	tumuklas
изучить	explore
изучить	siyasatin
изучить	tuklasin
стокгольм	stockholm
оливье	olivier
введен	nagpakilala
введен	pinakilala
введен	nagpasimula
введен	ipinakilala
мао	mao
сухая	tuyo
сухая	tuyong
сообщалось	naiulat
сообщалось	iniulat
сообщалось	inulat
тер	ter
байконур	baikonur
спросил	itinanong
спросил	nagtanong
спросил	tinanong
прадеш	pradesh
агенты	agents
европейское	europeo
европейское	european
генератор	tagabuo
генератор	generator
змея	ahas
пива	serbesa
пива	beer
кадр	frame
кадр	kuha
кадр	shot
охотник	hunter
монтевидео	montevideo
архипелаг	kapuluan
технологических	teknolohikal
кинематографистов	filmmakers
присуждена	iginawad
юмор	katatawanan
юмор	pagpapatawa
гавани	harbour
бренда	tatak
бренда	brenda
алюминия	aluminium
алюминия	aluminum
квадрат	parisukat
нормандии	normandia
карибского	caribbean
синод	synod
нумерация	numbering
приют	tirahan
депрессии	depression
депрессии	depresyon
использовано	ginamit
использовано	nagamit
использовано	ginagamit
входящие	papasok
устранить	alisin
редактирование	edit
редактирование	editing
предпочитают	prefer
калининград	kaliningrad
глубокое	malalim
глубокое	deep
адаптации	adaptive
адаптации	adaptation
отмена	huminto
отмена	pagkansela
размножения	pagpaparami
беркли	berkeley
минеральных	mineral
отменены	kinansela
присоединилась	sumali
присоединилась	nakasali
стилей	styles
стилей	istilo
стилей	estilo
боуи	bowie
служение	serving
служение	paglilingkod
сена	hay
сена	haystack
сена	sena
авив	aviv
кружка	mug
блюдо	ulam
ада	ada
платон	plato
шанхай	shanghai
учится	natututo
оаэ	uae
этнический	etniko
религиозная	relihiyoso
стоять	tumayo
стоять	stand
мелодии	melodies
мелодии	tunes
остин	austen
остин	austin
клэр	clare
клэр	claire
затраты	gastos
затраты	halaga
затраты	gastos
запрещает	nagbabawal
кон	kon
кон	con
справедливость	katarungan
справедливость	hustisya
справедливость	equity
справедливость	fairness
остаток	balanse
остаток	natira
признала	inamin
худ	hood
плод	prutas
плод	fetus
окончательного	pinal
окончательного	pangwakas
окончательного	final
окончательного	panghuling
окончательного	depinitibo
эванс	evans
пролива	kipot
восхождение	asensiyon
восхождение	umaakyat
восхождение	umakyat
восхождение	akyatin
восхождение	ascent
тренировал	coached
стс	spc
стс	sts
куб	kubo
куб	cube
палестины	palestine
классические	classical
классические	klasiko
классические	classic
классические	klasikong
классические	klasiko
нсдап	nsdap
пел	sang
жанров	genres
объявлена	ipinahayag
объявлена	idineklara
творческая	creative
творческая	malikhain
невеста	bride
критические	kritikal
паралимпийских	paralympic
занято	abala
занято	busy
занято	occupied
подозрение	hinala
записали	recorded
записали	naitala
платье	gown
платье	dress
платье	damit
жен	wives
репрессии	repression
опухоли	tumor
опухоли	bukol
стенки	pader
добавлено	naidagdag
добавлено	idinagdag
заменили	pinagpalit
заменили	pinalitan
алгоритмы	algorithm
скрыть	itago
тоннель	tunnel
масштаб	scale
масштаб	zoom
раскол	paghahati
раскол	split
раскол	hatiin
раскол	schism
петь	sing
петь	kumanta
петь	kumakanta
петь	kantahan
петь	pagkanta
мотив	motibo
впечатления	impression
впечатления	impresyon
данте	dante
вере	pananampalataya
череп	bungo
прибрежных	baybay
аарон	aaron
ответили	sumagot
ответили	nasagot
ответили	sinagot
изгнании	tinapon
изгнании	exiled
традиционное	tradisyunal
традиционное	tradisyonal
достаточное	sapat
достаточное	husto
достаточное	sapat
сожгли	sinusunog
сожгли	nasunog
турецкие	turko
марти	marty
дай	dai
дай	ibigay
дай	magbigay
неподалеку	malapit
неподалеку	kalapit
вильнюс	vilna
сотрудничать	magtulungan
сотрудничать	makipagtulungan
сотрудничать	magtulungan
повторить	ulitin
боковой	patagilid
травы	damo
травы	damo
лицевой	xa
лицевой	pangmukha
лицевой	facial
вспомнить	recall
вспомнить	matatandaan
вспомнить	naaalala
софи	sophie
аспект	aspeto
аспект	aspect
мадонна	madonna
пиво	serbesa
пиво	beer
покупки	bilhin
покупки	pagbili
покупки	bumili
покупки	pamimili
покупки	namimili
покупки	shopping
албания	albanya
албания	albania
славянский	slavonic
вариации	variation
солнечная	maaraw
солнечная	sunny
солнечная	solar
трека	track
трека	subaybayan
кобаяси	kobayashi
отзыв	feedback
отзыв	puna
деннис	dennis
специализированные	espesyal
пения	pena
совести	budhi
мадриде	madrid
прием	reception
прием	pagtanggap
роуз	rose
возвращает	pagbabalik
возвращает	returns
цензуры	censorship
достопримечательностей	attractions
значимый	makabuluhan
нестор	nestor
тонкие	manipis
тонкие	ginhawa
тонкие	payat
обратная	inverse
обратная	reverse
обратная	baliktarin
казино	sugalan
казино	kasino
казино	casino
терапия	therapy
губ	lips
губ	labi
компьютеры	kompyuter
компьютеры	computer
компьютеры	ekolohiya
умение	skill
умение	kasanayan
умение	kakayahan
умение	kakayahang
умение	kakayahan
пас	paz
пас	pumasa
пас	ipasa
пас	pass
леонард	leonard
тяга	thrust
ущерба	damages
инициатива	inisyatiba
дэниел	daniel
огромная	napakalaki
боец	palaban
боец	fighter
тунис	tunisia
тунис	tunis
астана	astana
делаю	ginagawa
готовность	pagpayag
десант	troopers
зарубежные	overseas
вольф	wolfe
вольф	lobo
вольф	wolf
электрическая	electrical
электрическая	electric
основанное	itinatag
фаза	phase
помогите	tulong
помогите	tulungan
академических	akademikong
стабилизации	stabilization
предназначенные	pagkakagawa
предназначенные	dinisenyo
предназначенные	idinisenyo
достигнув	silipin
ось	axis
прохождение	pagpasa
прохождение	passing
прохождение	ipinapasa
белгород	belgorod
региональная	pampook
региональная	regional
региональная	rehiyonal
эмоции	emotion
эмоции	damdamin
эмоции	emosyonal
эмоции	emosyon
эмоции	emotions
аналогичная	kapareho
аналогичная	magkatulad
аналогичная	katulad
мавзолей	mausoleum
независимое	malayang
независимое	independent
законопроект	kuwenta
законопроект	bill
законопроект	bayarin
опоры	anvil
катарина	katarina
сильная	malakas
сильная	strong
волейбол	volleyball
ожидать	asahan
ожидать	umasa
ночные	nocturnal
стабильности	katatagan
сегмент	segment
напали	sinugod
напали	umatake
морей	moray
джулия	giulia
джулия	julia
маркс	marx
маркс	marks
смотрел	nanood
смотрел	napanood
смотрел	pinanood
богатство	yaman
алексий	alexius
молоко	gatas
молоко	milk
гомес	gomez
гомес	gómez
сидней	sidney
сидней	sydney
либеральной	liberal
барт	bart
барт	barth
исмаил	ismail
мягкая	malambot
измерение	pagsukat
патрулирование	patrol
бурятия	buryatia
принятых	taken
настроения	kalooban
настроения	mood
франклин	franklin
доступно	available
доступно	magagamit
доступно	makukuha
сток	stoke
клан	angkan
клан	clan
клан	kapisanan
насилие	karahasan
хаджи	hadji
обязательства	liabilities
обязательства	obligasyon
обязательства	pangako
слои	layers
представляющий	kumakatawan
представляющий	representing
изготовитель	tagagawa
изготовитель	gumagawa
сборки	assemblies
странная	weird
странная	kakaiba
странная	kaiba
странная	kakaiba
смертельно	nakamamatay
смертельно	aswang
меньшинств	minorities
пересечение	tawiran
пересечение	tatawid
пересечение	kanto
пение	kumakanta
пение	kantahan
пение	pagkanta
оставляя	aalis
оставляя	umaalis
подразумевается	implied
подразумевается	ipinahiwatig
подразумевается	ipinahihiwatig
берг	berg
улус	ulus
запах	amoy
запах	scent
запах	amoy
снижает	binabawasan
заряд	singil
заряд	charge
изменился	nagbago
изменился	binago
изменился	pinalitan
скопление	kumpol
скопление	cluster
спорные	contentious
спорные	kontrobersyal
состоящие	binubuo
коричневый	brown
коричневый	kayumanggi
телескоп	telescope
выразить	ipahayag
выразить	express
минус	minus
эдмунд	edmund
калгари	calgary
стивенс	stevens
уголь	uling
уголь	uling
уголь	charcoal
